altitude,distance,enhanced_altitude,heart_rate,position_lat,position_long,temperature,timestamp,unknown_88,accumulated_power,activity_type,cadence,combined_pedal_smoothness,enhanced_speed,fractional_cadence,left_pco,left_pedal_smoothness,left_power_phase,left_power_phase_peak,left_right_balance,left_torque_effectiveness,power,right_pco,right_pedal_smoothness,right_power_phase,right_power_phase_peak,right_torque_effectiveness,saturated_hemoglobin_percent,speed,stance_time,stance_time_balance,stance_time_percent,step_length,time_from_course,total_hemoglobin_conc,vertical_oscillation,vertical_ratio,unknown_61,unknown_63,unknown_64,unknown_65,unknown_66,unknown_87,unknown_90,year,month,day,hour,wind_speed,wind_direction
394.20000000000005,0.0,394.20000000000005,139,53.016606,-86.7014021,19,2021-12-31 18:44:28,100,,,,,0.251,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,0.251,,,,,,,,,,,,,,,,2021,12,31,18,3.01,266.0
394.0,0.39,394.0,139,53.0166019,-86.7014033,19,2021-12-31 18:44:29,100,,,,,0.26,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,0.26,,,,,,,,,,,,,,,,2021,12,31,18,3.01,266.0
393.79999999999995,2.36,393.79999999999995,139,53.0165975,-86.7014033,19,2021-12-31 18:44:30,100,,,,,0.269,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,0.269,,,,,,,,,,,,,,,,2021,12,31,18,3.01,266.0
