altitude,distance,enhanced_altitude,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,ascent,battery_soc,cadence,calories,descent,grade,left_pedal_smoothness,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,left_right_balance,temperature,year,month,day,hour,wind_speed,wind_direction
51.60000000000002,1800.72,51.60000000000002,8.403,2,50.5350525,-84.8172294,8.403,2023-04-26 14:07:34,8.0,,74.0,53.0,9.0,-0.86,26.5,89.5,179.0,21.5,83.0,53.0,12.0,2023,4,26,14,3.02,304.0
51.39999999999998,1809.31,51.39999999999998,8.343,2,50.5351377,-84.8172778,8.343,2023-04-26 14:07:35,8.0,,66.0,53.0,9.0,-0.77,24.5,84.5,184.0,22.5,85.5,56.0,12.0,2023,4,26,14,3.02,304.0
51.39999999999998,1817.76,51.39999999999998,8.187,2,50.5352235,-84.8173167,8.187,2023-04-26 14:07:36,8.0,,48.0,53.0,9.0,-0.71,22.0,77.5,128.0,22.5,86.0,56.0,12.0,2023,4,26,14,3.02,304.0
51.39999999999998,1826.24,51.39999999999998,8.026,2,50.5353072,-84.8173596,8.026,2023-04-26 14:07:37,8.0,,32.0,53.0,9.0,-0.65,19.5,70.5,91.0,23.0,86.0,54.0,12.0,2023,4,26,14,3.02,304.0
51.60000000000002,1834.37,51.60000000000002,7.865,2,50.5353899,-84.8173928,7.865,2023-04-26 14:07:38,8.0,,16.0,53.0,9.0,-0.39,17.0,63.0,55.0,23.5,86.5,54.0,12.0,2023,4,26,14,3.02,304.0
51.60000000000002,1841.94,51.60000000000002,7.715,2,50.5354669,-84.8174256,7.715,2023-04-26 14:07:39,8.0,,1.0,53.0,9.0,0.0,17.0,63.0,0.0,23.5,86.5,54.0,12.0,2023,4,26,14,3.02,304.0
51.60000000000002,1848.96,51.60000000000002,7.578,2,50.5355398,-84.8174655,7.578,2023-04-26 14:07:40,8.0,,0.0,53.0,9.0,0.0,18.0,66.0,0.0,23.5,87.0,54.0,12.0,2023,4,26,14,3.02,304.0
51.60000000000002,1856.55,51.60000000000002,7.517,2,50.5356144,-84.817507,7.517,2023-04-26 14:07:41,8.0,,0.0,53.0,9.0,0.0,19.5,68.5,0.0,23.5,87.5,54.0,12.0,2023,4,26,14,3.02,304.0
51.60000000000002,1863.85,51.60000000000002,7.097,2,50.5356852,-84.817551,7.097,2023-04-26 14:07:42,8.0,,0.0,53.0,9.0,0.0,20.5,71.5,0.0,24.0,87.5,54.0,12.0,2023,4,26,14,3.02,304.0
51.60000000000002,1870.42,51.60000000000002,6.664,2,50.5357473,-84.8175967,6.664,2023-04-26 14:07:43,8.0,,0.0,53.0,9.0,0.0,22.0,74.5,0.0,24.0,88.0,54.0,12.0,2023,4,26,14,3.02,304.0
51.60000000000002,1876.92,51.60000000000002,6.433,2,50.5358094,-84.8176357,6.433,2023-04-26 14:07:44,8.0,,0.0,53.0,9.0,0.0,23.5,77.0,0.0,24.0,88.0,54.0,12.0,2023,4,26,14,3.02,304.0
51.60000000000002,1883.74,51.60000000000002,6.52,2,50.5358765,-84.8176722,6.52,2023-04-26 14:07:45,8.0,,0.0,53.0,9.0,0.0,24.5,80.0,0.0,24.0,88.5,54.0,12.0,2023,4,26,14,3.02,304.0
51.60000000000002,1890.49,51.60000000000002,6.526,2,50.5359451,-84.8177088,6.526,2023-04-26 14:07:46,8.0,,0.0,53.0,9.0,0.0,26.0,83.0,0.0,24.0,88.5,54.0,12.0,2023,4,26,14,3.02,304.0
51.60000000000002,1896.5,51.60000000000002,5.622,2,50.5360005,-84.8177515,5.622,2023-04-26 14:07:47,8.0,,0.0,53.0,9.0,0.0,27.0,85.5,0.0,24.0,89.0,54.0,12.0,2023,4,26,14,3.02,304.0
51.60000000000002,1901.37,51.60000000000002,4.411,2,50.5360412,-84.8177972,4.411,2023-04-26 14:07:48,8.0,,0.0,53.0,9.0,0.0,28.5,88.5,0.0,24.0,89.5,54.0,12.0,2023,4,26,14,3.02,304.0
51.60000000000002,1905.76,51.60000000000002,4.287,2,50.5360739,-84.817842,4.287,2023-04-26 14:07:49,8.0,,0.0,53.0,9.0,0.0,29.5,91.5,0.0,24.5,89.5,54.0,12.0,2023,4,26,14,3.02,304.0
51.799999999999955,1910.22,51.799999999999955,4.267,2,50.5361089,-84.8178876,4.267,2023-04-26 14:07:50,8.0,,0.0,53.0,9.0,0.0,31.0,94.0,0.0,24.5,90.0,54.0,12.0,2023,4,26,14,3.02,304.0
51.799999999999955,1914.96,51.799999999999955,4.703,2,50.5361486,-84.8179332,4.703,2023-04-26 14:07:51,8.0,,23.0,53.0,9.0,0.0,32.0,97.0,48.0,24.5,90.0,54.0,12.0,2023,4,26,14,3.02,304.0
51.799999999999955,1919.8,51.799999999999955,5.183,2,50.5361924,-84.817966,5.183,2023-04-26 14:07:52,8.0,,53.0,53.0,9.0,0.0,33.5,100.0,128.0,24.5,90.5,54.0,12.0,2023,4,26,14,3.02,304.0
51.799999999999955,1925.46,51.799999999999955,5.609,2,50.5362475,-84.8179997,5.609,2023-04-26 14:07:53,8.0,,71.0,54.0,9.0,0.0,32.5,100.0,288.0,24.5,90.5,54.0,12.0,2023,4,26,14,3.02,304.0
51.799999999999955,1931.93,51.799999999999955,6.159,2,50.5363134,-84.81803,6.159,2023-04-26 14:07:54,8.0,,76.0,54.0,9.0,0.0,30.0,97.5,291.0,30.5,96.0,53.0,12.0,2023,4,26,14,3.02,304.0
51.60000000000002,1938.82,51.60000000000002,7.027,2,50.536383,-84.8180688,7.027,2023-04-26 14:07:55,8.0,,78.0,54.0,9.0,0.0,28.0,95.0,293.0,32.0,99.0,52.0,12.0,2023,4,26,14,3.02,304.0
51.60000000000002,1946.49,51.60000000000002,7.545,2,50.5364572,-84.8181152,7.545,2023-04-26 14:07:56,8.0,,82.0,55.0,9.0,0.0,27.5,93.5,238.0,26.5,96.5,52.0,12.0,2023,4,26,14,3.02,304.0
51.60000000000002,1954.25,51.60000000000002,7.604,2,50.5365307,-84.8181675,7.604,2023-04-26 14:07:57,8.0,,85.0,55.0,9.0,0.0,26.0,89.0,239.0,26.0,95.5,54.0,12.0,2023,4,26,14,3.02,304.0
51.60000000000002,1962.22,51.60000000000002,7.764,2,50.5366037,-84.8182286,7.764,2023-04-26 14:07:58,8.0,,87.0,55.0,9.0,0.0,24.0,84.0,238.0,26.5,94.0,61.0,12.0,2023,4,26,14,3.02,304.0
51.60000000000002,1969.87,51.60000000000002,7.77,2,50.5366726,-84.8182916,7.77,2023-04-26 14:07:59,8.0,,86.0,55.0,9.0,0.0,24.0,80.0,236.0,24.0,85.5,59.0,12.0,2023,4,26,14,3.02,304.0
51.60000000000002,1977.46,51.60000000000002,7.601,2,50.536738,-84.8183556,7.601,2023-04-26 14:08:00,8.0,,84.0,55.0,9.0,0.0,25.0,78.5,189.0,20.5,73.5,54.0,12.0,2023,4,26,14,3.02,304.0
51.39999999999998,1984.77,51.39999999999998,7.346,2,50.5367988,-84.8184196,7.346,2023-04-26 14:08:01,8.0,,83.0,56.0,9.0,0.0,25.0,83.5,203.0,21.0,79.0,51.0,12.0,2023,4,26,14,3.02,304.0
51.39999999999998,1991.83,51.39999999999998,7.331,2,50.5368599,-84.8184821,7.331,2023-04-26 14:08:02,8.0,,81.0,56.0,9.0,0.0,25.0,88.0,208.0,21.5,84.0,55.0,12.0,2023,4,26,14,3.02,304.0
51.39999999999998,1999.28,51.39999999999998,7.384,2,50.5369264,-84.8185455,7.384,2023-04-26 14:08:03,8.0,,80.0,56.0,9.0,0.0,25.0,91.5,205.0,23.5,89.5,56.0,12.0,2023,4,26,14,3.02,304.0
51.39999999999998,2007.04,51.39999999999998,7.707,2,50.536996,-84.8186041,7.707,2023-04-26 14:08:04,8.0,,81.0,56.0,9.0,0.0,24.5,90.0,198.0,23.5,89.5,56.0,12.0,2023,4,26,14,3.02,304.0
51.200000000000045,2014.56,51.200000000000045,7.652,2,50.537066,-84.8186577,7.652,2023-04-26 14:08:05,8.0,,82.0,56.0,9.0,0.0,23.5,84.0,198.0,21.0,84.5,55.0,12.0,2023,4,26,14,3.02,304.0
51.200000000000045,2022.39,51.200000000000045,7.864,2,50.5371362,-84.8187251,7.864,2023-04-26 14:08:06,8.0,,66.0,56.0,9.0,0.0,22.5,78.0,180.0,18.5,79.5,54.0,12.0,2023,4,26,14,3.02,304.0
51.200000000000045,2030.1,51.200000000000045,7.562,2,50.5372019,-84.8187923,7.562,2023-04-26 14:08:07,8.0,,42.0,56.0,9.0,0.0,,,157.0,,,54.0,12.0,2023,4,26,14,3.02,304.0
51.200000000000045,2037.4,51.200000000000045,7.024,2,50.5372598,-84.8188565,7.024,2023-04-26 14:08:08,8.0,,18.0,56.0,9.0,0.0,,,133.0,,,53.0,12.0,2023,4,26,14,3.02,304.0
51.200000000000045,2043.92,51.200000000000045,6.635,2,50.5373101,-84.8189249,6.635,2023-04-26 14:08:09,8.0,,0.0,56.0,9.0,0.0,,,0.0,,,52.0,12.0,2023,4,26,14,3.02,304.0
51.200000000000045,2050.39,51.200000000000045,6.401,2,50.5373606,-84.8189921,6.401,2023-04-26 14:08:10,8.0,,0.0,56.0,9.0,0.0,,,0.0,,,,12.0,2023,4,26,14,3.02,304.0
51.200000000000045,2056.47,51.200000000000045,5.684,2,50.5374081,-84.8190503,5.684,2023-04-26 14:08:11,8.0,,0.0,56.0,9.0,0.0,,,0.0,,,,12.0,2023,4,26,14,3.02,304.0
51.200000000000045,2061.41,51.200000000000045,4.395,3,50.5374471,-84.8190984,4.395,2023-04-26 14:08:12,8.0,,0.0,56.0,9.0,0.0,,,0.0,,,,12.0,2023,4,26,14,3.02,304.0
51.39999999999998,2064.91,51.39999999999998,3.022,3,50.5374711,-84.8191378,3.022,2023-04-26 14:08:13,8.0,,0.0,56.0,9.0,0.0,,,0.0,,,,12.0,2023,4,26,14,3.02,304.0
51.39999999999998,2067.03,51.39999999999998,1.563,3,50.537486,-84.8191614,1.563,2023-04-26 14:08:14,8.0,,0.0,56.0,9.0,0.0,,,0.0,,,,12.0,2023,4,26,14,3.02,304.0
51.60000000000002,2067.57,51.60000000000002,1.322,2,50.5374902,-84.8192199,1.322,2023-04-26 14:08:19,8.0,,0.0,56.0,9.0,0.0,,,0.0,,,,12.0,2023,4,26,14,3.02,304.0
51.60000000000002,2069.05,51.60000000000002,1.978,2,50.5374998,-84.8192499,1.978,2023-04-26 14:08:20,8.0,,0.0,56.0,9.0,0.0,,,0.0,,,,12.0,2023,4,26,14,3.02,304.0
51.799999999999955,2070.85,51.799999999999955,1.545,2,50.5375134,-84.8192707,1.545,2023-04-26 14:08:21,8.0,,0.0,56.0,9.0,0.0,,,0.0,,,,12.0,2023,4,26,14,3.02,304.0
51.799999999999955,2072.45,51.799999999999955,1.19,2,50.5375271,-84.8192826,1.19,2023-04-26 14:08:22,8.0,,0.0,56.0,9.0,0.0,,,0.0,,,,12.0,2023,4,26,14,3.02,304.0
51.799999999999955,2073.81,51.799999999999955,1.122,2,50.5375375,-84.8192917,1.122,2023-04-26 14:08:23,8.0,,0.0,56.0,9.0,0.0,,,0.0,,,,12.0,2023,4,26,14,3.02,304.0
51.799999999999955,2075.1,51.799999999999955,0.976,2,50.5375495,-84.8193006,0.976,2023-04-26 14:08:24,8.0,,0.0,56.0,9.0,0.0,,,0.0,,,,12.0,2023,4,26,14,3.02,304.0
51.799999999999955,2076.57,51.799999999999955,0.825,2,50.5375633,-84.8193098,0.825,2023-04-26 14:08:25,8.0,,0.0,56.0,9.0,0.0,,,0.0,,,,12.0,2023,4,26,14,3.02,304.0
51.799999999999955,2078.0,51.799999999999955,0.877,2,50.5375803,-84.819319,0.877,2023-04-26 14:08:26,8.0,,0.0,56.0,9.0,0.0,,,0.0,,,,12.0,2023,4,26,14,3.02,304.0
51.799999999999955,2078.41,51.799999999999955,0.27,2,50.5375858,-84.8193217,0.27,2023-04-26 14:08:27,8.0,,0.0,56.0,9.0,0.39,,,0.0,,,,12.0,2023,4,26,14,3.02,304.0
51.799999999999955,2078.41,51.799999999999955,0.0,2,50.5375858,-84.8193217,0.0,2023-04-26 14:08:28,8.0,,0.0,56.0,9.0,0.71,,,0.0,,,,12.0,2023,4,26,14,3.02,304.0
51.799999999999955,2078.41,51.799999999999955,0.0,1,50.5375858,-84.8193217,0.0,2023-04-26 14:08:29,8.0,,0.0,56.0,9.0,0.0,,,0.0,,,,12.0,2023,4,26,14,3.02,304.0
51.799999999999955,2078.41,51.799999999999955,0.0,1,50.5375858,-84.8193217,0.0,2023-04-26 14:08:30,8.0,,0.0,56.0,9.0,0.0,,,0.0,,,,11.0,2023,4,26,14,3.02,304.0
51.799999999999955,2078.41,51.799999999999955,0.0,1,50.5375858,-84.8193217,0.0,2023-04-26 14:08:31,8.0,,0.0,56.0,9.0,0.0,,,0.0,,,,11.0,2023,4,26,14,3.02,304.0
51.799999999999955,2078.41,51.799999999999955,1.848,1,50.5375986,-84.8193602,1.848,2023-04-26 14:08:35,8.0,,0.0,56.0,9.0,0.0,,,0.0,,,,11.0,2023,4,26,14,3.02,304.0
51.799999999999955,2080.94,51.799999999999955,3.55,1,50.5376198,-84.8194079,3.55,2023-04-26 14:08:36,8.0,,0.0,56.0,9.0,0.0,,,0.0,,,,11.0,2023,4,26,14,3.02,304.0
51.799999999999955,2085.27,51.799999999999955,4.545,1,50.5376487,-84.8194596,4.545,2023-04-26 14:08:37,8.0,,32.0,56.0,9.0,0.0,25.0,94.0,50.0,0.0,0.0,,11.0,2023,4,26,14,3.02,304.0
51.60000000000002,2090.27,51.60000000000002,5.202,2,50.5376841,-84.8195147,5.202,2023-04-26 14:08:38,8.0,,48.0,57.0,9.0,0.0,24.5,91.5,231.0,7.0,27.5,,11.0,2023,4,26,14,3.02,304.0
51.39999999999998,2096.0,51.39999999999998,5.845,2,50.5377238,-84.8195759,5.845,2023-04-26 14:08:39,8.0,,57.0,57.0,9.0,0.0,24.0,89.0,321.0,13.5,55.0,53.0,11.0,2023,4,26,14,3.02,304.0
51.39999999999998,2102.68,51.39999999999998,7.104,2,50.5377769,-84.8196389,7.104,2023-04-26 14:08:40,8.0,,62.0,58.0,9.0,0.0,23.0,86.5,339.0,20.5,83.0,52.0,11.0,2023,4,26,14,3.02,304.0
51.200000000000045,2110.01,51.200000000000045,7.28,2,50.5378361,-84.819709,7.28,2023-04-26 14:08:41,8.0,,66.0,58.0,9.0,0.0,23.0,87.5,350.0,21.0,88.5,51.0,11.0,2023,4,26,14,3.02,304.0
51.200000000000045,2117.16,51.200000000000045,7.06,2,50.5378912,-84.8197806,7.06,2023-04-26 14:08:42,8.0,,76.0,58.0,9.0,0.0,23.0,88.0,367.0,20.0,88.0,50.0,11.0,2023,4,26,14,3.02,304.0
51.200000000000045,2124.44,51.200000000000045,7.016,2,50.5379403,-84.8198606,7.016,2023-04-26 14:08:43,8.0,,77.0,59.0,9.0,0.0,23.0,87.5,326.0,20.5,86.5,49.0,11.0,2023,4,26,14,3.02,304.0
51.200000000000045,2131.39,51.200000000000045,6.936,2,50.5379832,-84.8199436,6.936,2023-04-26 14:08:44,8.0,,79.0,59.0,9.0,0.0,23.5,87.0,277.0,21.0,85.5,50.0,11.0,2023,4,26,14,3.02,304.0
51.200000000000045,2138.5,51.200000000000045,7.025,2,50.5380305,-84.8200254,7.025,2023-04-26 14:08:45,8.0,,79.0,59.0,9.0,0.0,23.5,87.0,240.0,21.0,84.5,57.0,11.0,2023,4,26,14,3.02,304.0
51.0,2145.88,51.0,7.256,2,50.5380806,-84.8201075,7.256,2023-04-26 14:08:46,8.0,,79.0,59.0,9.0,0.0,23.5,86.5,207.0,21.5,83.0,56.0,11.0,2023,4,26,14,3.02,304.0
51.0,2153.23,51.0,7.36,2,50.5381273,-84.8201953,7.36,2023-04-26 14:08:47,8.0,,81.0,59.0,9.0,0.0,23.0,84.5,196.0,21.5,82.5,57.0,11.0,2023,4,26,14,3.02,304.0
51.0,2160.85,51.0,7.483,2,50.5381791,-84.82028,7.483,2023-04-26 14:08:48,8.0,,82.0,60.0,9.0,0.0,22.5,81.0,181.0,21.0,81.5,58.0,11.0,2023,4,26,14,3.02,304.0
51.0,2168.33,51.0,7.538,2,50.5382273,-84.8203682,7.538,2023-04-26 14:08:49,8.0,,83.0,60.0,9.0,0.0,22.0,78.5,171.0,20.0,78.0,59.0,11.0,2023,4,26,14,3.02,304.0
50.799999999999955,2175.83,50.799999999999955,7.6,2,50.5382762,-84.8204531,7.6,2023-04-26 14:08:50,8.0,,83.0,60.0,9.0,0.0,21.5,76.5,169.0,19.0,74.0,60.0,11.0,2023,4,26,14,3.02,304.0
50.60000000000002,2183.27,50.60000000000002,7.462,2,50.5383264,-84.8205417,7.462,2023-04-26 14:08:51,8.0,,83.0,60.0,9.0,0.0,21.0,74.0,162.0,18.5,71.0,58.0,11.0,2023,4,26,14,3.02,304.0
50.60000000000002,2190.66,50.60000000000002,7.468,2,50.5383732,-84.8206263,7.468,2023-04-26 14:08:52,8.0,,83.0,60.0,9.0,0.0,21.5,76.0,162.0,19.0,71.5,56.0,11.0,2023,4,26,14,3.02,304.0
50.60000000000002,2198.0,50.60000000000002,7.581,2,50.5384216,-84.8207077,7.581,2023-04-26 14:08:53,8.0,,83.0,60.0,9.0,-0.32,23.0,82.0,172.0,20.0,75.5,55.0,11.0,2023,4,26,14,3.02,304.0
50.60000000000002,2205.26,50.60000000000002,7.601,2,50.5384622,-84.8207959,7.601,2023-04-26 14:08:54,8.0,,84.0,61.0,10.0,-0.61,24.5,87.5,189.0,20.5,79.0,54.0,11.0,2023,4,26,14,3.02,304.0
50.60000000000002,2212.77,50.60000000000002,7.712,2,50.5385077,-84.8208863,7.712,2023-04-26 14:08:55,8.0,,85.0,61.0,10.0,0.0,26.0,93.5,209.0,21.5,83.0,53.0,11.0,2023,4,26,14,3.02,304.0
50.60000000000002,2220.49,50.60000000000002,7.778,2,50.5385614,-84.8209718,7.778,2023-04-26 14:08:56,8.0,,86.0,61.0,10.0,0.0,26.0,93.0,208.0,21.5,83.0,53.0,11.0,2023,4,26,14,3.02,304.0
50.60000000000002,2228.27,50.60000000000002,7.801,2,50.5386129,-84.8210602,7.801,2023-04-26 14:08:57,8.0,,87.0,61.0,10.0,0.0,24.5,88.0,201.0,21.0,80.0,54.0,11.0,2023,4,26,14,3.02,304.0
50.60000000000002,2236.21,50.60000000000002,7.816,2,50.5386632,-84.8211579,7.816,2023-04-26 14:08:58,8.0,,88.0,61.0,10.0,0.0,23.5,83.0,199.0,20.5,77.0,55.0,11.0,2023,4,26,14,3.02,304.0
50.60000000000002,2244.02,50.60000000000002,7.71,2,50.5387165,-84.8212453,7.71,2023-04-26 14:08:59,8.0,,88.0,62.0,10.0,0.0,22.0,81.5,196.0,20.0,76.5,57.0,11.0,2023,4,26,14,3.02,304.0
50.39999999999998,2251.74,50.39999999999998,8.018,2,50.538783,-84.8213074,8.018,2023-04-26 14:09:00,8.0,,88.0,62.0,10.0,0.0,21.0,80.0,179.0,20.5,80.0,52.0,11.0,2023,4,26,14,3.02,304.0
50.39999999999998,2259.63,50.39999999999998,8.109,2,50.5388554,-84.8213679,8.109,2023-04-26 14:09:01,8.0,,88.0,62.0,10.0,0.0,19.5,75.5,179.0,19.0,76.0,47.0,11.0,2023,4,26,14,3.02,304.0
50.39999999999998,2267.72,50.39999999999998,7.936,2,50.5389291,-84.821426,7.936,2023-04-26 14:09:02,8.0,,66.0,62.0,10.0,0.0,18.5,72.0,158.0,17.0,68.0,48.0,11.0,2023,4,26,14,3.02,304.0
50.39999999999998,2275.11,50.39999999999998,7.159,2,50.5389894,-84.8214999,7.159,2023-04-26 14:09:03,8.0,,39.0,62.0,10.0,0.0,21.0,78.0,132.0,16.5,66.0,53.0,11.0,2023,4,26,14,3.02,304.0
50.200000000000045,2282.48,50.200000000000045,7.201,2,50.5390426,-84.8215799,7.201,2023-04-26 14:09:04,8.0,,12.0,62.0,10.0,0.0,23.5,83.5,106.0,16.0,63.5,58.0,11.0,2023,4,26,14,3.02,304.0
50.200000000000045,2289.93,50.200000000000045,7.015,2,50.5390853,-84.8216688,7.015,2023-04-26 14:09:05,8.0,,8.0,62.0,10.0,0.0,25.5,89.5,6.0,15.5,61.5,63.0,11.0,2023,4,26,14,3.02,304.0
50.200000000000045,2297.55,50.200000000000045,6.978,2,50.5391253,-84.8217608,6.978,2023-04-26 14:09:06,8.0,,39.0,62.0,10.0,0.0,28.0,95.0,52.0,15.0,59.5,69.0,11.0,2023,4,26,14,3.02,304.0
50.200000000000045,2304.56,50.200000000000045,6.335,2,50.539173,-84.8218397,6.335,2023-04-26 14:09:07,8.0,,81.0,62.0,10.0,0.0,29.5,97.5,161.0,15.5,62.0,62.0,11.0,2023,4,26,14,3.02,304.0
50.200000000000045,2310.21,50.200000000000045,5.401,2,50.5392227,-84.8218866,5.401,2023-04-26 14:09:08,8.0,,80.0,62.0,10.0,0.0,30.0,93.5,200.0,19.5,76.0,51.0,11.0,2023,4,26,14,3.02,304.0
50.39999999999998,2315.52,50.39999999999998,5.451,2,50.5392786,-84.8218977,5.451,2023-04-26 14:09:09,8.0,,50.0,63.0,10.0,0.0,30.5,89.5,180.0,23.5,89.5,54.0,11.0,2023,4,26,14,3.02,304.0
50.39999999999998,2321.79,50.39999999999998,6.446,2,50.5393439,-84.8218914,6.446,2023-04-26 14:09:10,8.0,,55.0,63.0,10.0,0.0,19.0,72.5,144.0,18.0,69.0,68.0,11.0,2023,4,26,14,3.02,304.0
50.60000000000002,2328.84,50.60000000000002,7.075,2,50.5394183,-84.8218823,7.075,2023-04-26 14:09:11,8.0,,81.0,63.0,10.0,0.0,18.0,75.0,194.0,16.5,59.5,62.0,11.0,2023,4,26,14,3.02,304.0
50.60000000000002,2336.14,50.60000000000002,7.054,2,50.5394992,-84.8218732,7.054,2023-04-26 14:09:12,8.0,,83.0,63.0,10.0,0.0,27.0,92.0,239.0,19.5,65.5,53.0,11.0,2023,4,26,14,3.02,304.0
50.60000000000002,2343.55,50.60000000000002,7.203,2,50.5395784,-84.821864,7.203,2023-04-26 14:09:13,8.0,,86.0,63.0,10.0,0.0,21.0,77.0,262.0,21.5,76.5,50.0,11.0,2023,4,26,14,3.02,304.0
50.60000000000002,2350.97,50.60000000000002,7.194,2,50.5396558,-84.8218613,7.194,2023-04-26 14:09:14,8.0,,88.0,64.0,10.0,0.0,21.0,76.0,230.0,20.5,74.0,59.0,11.0,2023,4,26,14,3.02,304.0
50.39999999999998,2358.52,50.39999999999998,7.435,2,50.5397365,-84.8218549,7.435,2023-04-26 14:09:15,8.0,,90.0,64.0,10.0,0.0,22.5,78.0,186.0,18.5,68.5,62.0,11.0,2023,4,26,14,3.02,304.0
50.39999999999998,2366.24,50.39999999999998,7.359,2,50.5398214,-84.8218522,7.359,2023-04-26 14:09:16,8.0,,90.0,64.0,10.0,0.0,22.5,77.0,185.0,18.0,67.0,57.0,11.0,2023,4,26,14,3.02,304.0
50.200000000000045,2373.81,50.200000000000045,7.328,2,50.5399037,-84.8218459,7.328,2023-04-26 14:09:17,8.0,,90.0,64.0,10.0,0.0,19.0,70.5,175.0,20.0,74.0,50.0,11.0,2023,4,26,14,3.02,304.0
50.200000000000045,2381.36,50.200000000000045,7.177,2,50.5399832,-84.8218368,7.177,2023-04-26 14:09:18,8.0,,90.0,64.0,10.0,0.0,21.0,76.5,175.0,23.0,75.0,52.0,11.0,2023,4,26,14,3.02,304.0
50.0,2388.38,50.0,7.093,2,50.5400569,-84.8218277,7.093,2023-04-26 14:09:19,8.0,,89.0,65.0,10.0,0.0,20.5,75.5,174.0,21.5,72.0,52.0,11.0,2023,4,26,14,3.02,304.0
50.0,2395.03,50.0,6.788,2,50.5401298,-84.8218124,6.788,2023-04-26 14:09:20,8.0,,83.0,65.0,10.0,0.0,19.5,73.5,141.0,19.0,68.0,53.0,11.0,2023,4,26,14,3.02,304.0
50.0,2401.34,50.0,6.447,2,50.5401956,-84.8218066,6.447,2023-04-26 14:09:21,8.0,,59.0,65.0,10.0,0.0,,,110.0,,,,11.0,2023,4,26,14,3.02,304.0
50.200000000000045,2407.7,50.200000000000045,6.135,2,50.5402628,-84.8217943,6.135,2023-04-26 14:09:22,8.0,,35.0,65.0,10.0,0.0,,,80.0,,,,11.0,2023,4,26,14,3.02,304.0
50.200000000000045,2413.65,50.200000000000045,5.78,2,50.5403226,-84.8217631,5.78,2023-04-26 14:09:23,8.0,,10.0,65.0,10.0,0.0,,,49.0,,,,11.0,2023,4,26,14,3.02,304.0
50.200000000000045,2419.04,50.200000000000045,5.103,2,50.5403773,-84.8217393,5.103,2023-04-26 14:09:24,8.0,,0.0,65.0,10.0,0.0,,,0.0,,,,11.0,2023,4,26,14,3.02,304.0
50.200000000000045,2423.15,50.200000000000045,4.0,2,50.5404161,-84.8217148,4.0,2023-04-26 14:09:25,8.0,,0.0,65.0,10.0,0.0,,,0.0,,,,11.0,2023,4,26,14,3.02,304.0
50.39999999999998,2426.11,50.39999999999998,2.974,2,50.5404445,-84.821694,2.974,2023-04-26 14:09:26,8.0,,0.0,65.0,10.0,0.0,,,0.0,,,,11.0,2023,4,26,14,3.02,304.0
50.60000000000002,2428.79,50.60000000000002,2.739,3,50.5404719,-84.821682,2.739,2023-04-26 14:09:27,8.0,,0.0,65.0,10.0,0.0,,,0.0,,,,11.0,2023,4,26,14,3.02,304.0
50.799999999999955,2432.17,50.799999999999955,3.18,3,50.5405087,-84.8216792,3.18,2023-04-26 14:09:28,8.0,,0.0,65.0,10.0,0.0,,,0.0,,,,11.0,2023,4,26,14,3.02,304.0
50.799999999999955,2435.49,50.799999999999955,3.082,3,50.5405433,-84.8216792,3.082,2023-04-26 14:09:29,8.0,,0.0,65.0,10.0,0.0,,,0.0,,,,11.0,2023,4,26,14,3.02,304.0
51.0,2438.13,51.0,2.296,3,50.540572,-84.8216918,2.296,2023-04-26 14:09:30,8.0,,0.0,65.0,10.0,0.0,,,0.0,,,,11.0,2023,4,26,14,3.02,304.0
51.200000000000045,2440.22,51.200000000000045,1.773,3,50.5405924,-84.8216974,1.773,2023-04-26 14:09:31,8.0,,0.0,65.0,10.0,0.0,,,0.0,,,,11.0,2023,4,26,14,3.02,304.0
