battery_soc,cadence,distance,enhanced_speed,gps_accuracy,heart_rate,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,position_lat,position_long,power,right_pedal_smoothness,right_torque_effectiveness,speed,timestamp,temperature,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
41.0,38,0.0,4.171,4,124,20.0,48.0,61.5,50.5093244,-84.8112199,193,21.0,78.5,4.171,2022-03-20 22:19:57,,,,,2022,3,20,22,4.72,126.0
,41,2.95,4.421,4,124,20.0,49.0,61.5,50.5093462,-84.811189,158,21.0,78.5,4.421,2022-03-20 22:19:58,,,,,2022,3,20,22,4.72,126.0
,44,6.22,4.607,4,124,20.0,50.0,61.5,50.5093734,-84.8111607,126,21.0,78.5,4.607,2022-03-20 22:19:59,,,,,2022,3,20,22,4.72,126.0
,45,10.67,4.714,4,123,20.0,50.0,61.5,50.5094189,-84.811142,142,21.0,78.5,4.714,2022-03-20 22:20:00,24.0,,,,2022,3,20,22,4.72,126.0
,45,15.81,4.974,4,123,20.0,51.0,61.5,50.509472,-84.8111254,158,21.0,78.5,4.974,2022-03-20 22:20:01,23.0,,,,2022,3,20,22,4.72,126.0
,46,20.59,4.965,4,123,20.0,51.0,61.5,50.5095145,-84.8110877,187,21.0,78.5,4.965,2022-03-20 22:20:02,23.0,,,,2022,3,20,22,4.72,126.0
,46,26.0,5.449,4,123,20.0,52.0,61.5,50.5095576,-84.8110355,220,21.0,78.5,5.449,2022-03-20 22:20:03,23.0,,,,2022,3,20,22,4.72,126.0
,47,31.54,6.037,4,124,20.0,52.0,65.5,50.5096073,-84.8109914,240,21.0,79.5,6.037,2022-03-20 22:20:04,23.0,,,,2022,3,20,22,4.72,126.0
,49,37.29,6.39,4,125,20.5,52.0,72.0,50.5096597,-84.8109473,250,21.0,81.0,6.39,2022-03-20 22:20:05,23.0,,,,2022,3,20,22,4.72,126.0
,50,43.46,6.655,4,124,20.5,52.0,79.0,50.5097123,-84.8108936,260,20.5,82.5,6.655,2022-03-20 22:20:06,23.0,,,,2022,3,20,22,4.72,126.0
,51,49.33,6.418,4,124,21.0,52.0,85.5,50.509754,-84.8108306,270,20.5,84.0,6.418,2022-03-20 22:20:07,23.0,,,,2022,3,20,22,4.72,126.0
,53,54.27,6.103,4,124,20.5,49.0,85.0,50.5097802,-84.8107687,232,20.5,84.0,6.103,2022-03-20 22:20:08,23.0,,,,2022,3,20,22,4.72,126.0
,56,59.32,5.893,4,125,20.0,45.0,82.0,50.5098132,-84.8107109,182,20.0,83.0,5.893,2022-03-20 22:20:09,23.0,,,,2022,3,20,22,4.72,126.0
,58,64.87,5.848,4,125,20.0,41.0,80.0,50.5098535,-84.8106516,140,20.0,82.0,5.848,2022-03-20 22:20:10,23.0,,,,2022,3,20,22,4.72,126.0
,61,70.45,6.019,4,124,25.0,41.0,86.0,50.5098936,-84.8105915,224,20.0,74.0,6.019,2022-03-20 22:20:11,23.0,,,,2022,3,20,22,4.72,126.0
,67,76.66,6.091,4,124,27.5,41.0,89.0,50.5099423,-84.8105305,254,20.0,70.5,6.091,2022-03-20 22:20:12,23.0,,,,2022,3,20,22,4.72,126.0
,70,82.18,6.234,4,124,25.5,41.0,85.0,50.5099896,-84.8104823,235,22.5,77.5,6.234,2022-03-20 22:20:13,23.0,,,,2022,3,20,22,4.72,126.0
,71,88.27,6.422,4,124,22.5,41.0,78.5,50.5100424,-84.8104307,214,27.0,89.5,6.422,2022-03-20 22:20:14,23.0,,,,2022,3,20,22,4.72,126.0
,72,94.45,6.539,4,122,24.5,41.0,86.0,50.5101013,-84.8103898,207,26.5,92.0,6.539,2022-03-20 22:20:15,23.0,,,,2022,3,20,22,4.72,126.0
,74,101.04,6.661,4,123,24.5,42.0,86.5,50.5101672,-84.8103549,196,28.5,94.0,6.661,2022-03-20 22:20:16,23.0,,,,2022,3,20,22,4.72,126.0
,75,108.22,7.31,4,123,25.0,44.0,87.5,50.5102407,-84.810324,214,32.0,97.0,7.31,2022-03-20 22:20:17,23.0,,,,2022,3,20,22,4.72,126.0
,76,115.93,7.44,3,123,28.0,46.0,91.0,50.5103156,-84.810279,224,30.0,95.0,7.44,2022-03-20 22:20:18,23.0,,,,2022,3,20,22,4.72,126.0
,79,125.89,8.113,3,122,36.5,46.0,99.5,50.5104003,-84.8101912,215,19.5,85.0,8.113,2022-03-20 22:20:19,23.0,,,,2022,3,20,22,4.72,126.0
,83,135.87,7.476,3,122,43.5,50.0,97.5,50.5104791,-84.8100932,192,35.5,96.5,7.476,2022-03-20 22:20:20,23.0,,,,2022,3,20,22,4.72,126.0
,83,143.5,7.577,3,123,26.0,43.0,73.5,50.5105381,-84.8100167,158,30.5,89.0,7.577,2022-03-20 22:20:21,23.0,,,,2022,3,20,22,4.72,126.0
,84,151.78,7.846,3,123,17.5,45.0,62.0,50.5106061,-84.8099396,158,23.5,76.0,7.846,2022-03-20 22:20:22,23.0,,,,2022,3,20,22,4.72,126.0
,83,159.74,8.174,4,124,17.0,49.0,63.0,50.5106699,-84.8098629,265,20.0,68.5,8.174,2022-03-20 22:20:23,23.0,,,,2022,3,20,22,4.72,126.0
,82,167.06,7.86,4,126,25.0,47.0,87.5,50.5107291,-84.8097934,273,22.0,72.0,7.86,2022-03-20 22:20:24,23.0,,,,2022,3,20,22,4.72,126.0
,82,174.61,8.438,4,128,25.0,52.0,93.0,50.5107876,-84.8097184,247,25.5,86.5,8.438,2022-03-20 22:20:25,23.0,,,,2022,3,20,22,4.72,126.0
,83,183.52,8.254,4,131,25.0,49.0,93.0,50.5108644,-84.8096422,187,25.5,86.5,8.254,2022-03-20 22:20:26,23.0,,,,2022,3,20,22,4.72,126.0
,83,191.31,7.723,4,134,25.0,48.0,93.0,50.5109229,-84.8095618,211,25.5,86.5,7.723,2022-03-20 22:20:27,23.0,,,,2022,3,20,22,4.72,126.0
,82,199.67,7.878,4,135,25.0,51.0,92.0,50.5109885,-84.8094791,259,25.0,84.5,7.878,2022-03-20 22:20:28,22.0,,,,2022,3,20,22,4.72,126.0
,82,207.51,7.943,4,135,24.5,57.0,89.5,50.5110527,-84.8094057,238,23.5,80.5,7.943,2022-03-20 22:20:29,22.0,,,,2022,3,20,22,4.72,126.0
,82,215.62,7.793,4,136,25.5,56.0,89.0,50.5111213,-84.8093333,227,23.0,81.0,7.793,2022-03-20 22:20:30,22.0,,,,2022,3,20,22,4.72,126.0
,82,223.1,7.698,4,138,27.0,55.0,88.0,50.5111817,-84.8092622,228,22.5,81.5,7.698,2022-03-20 22:20:31,22.0,,,,2022,3,20,22,4.72,126.0
,82,231.05,7.814,4,140,31.0,54.0,92.0,50.5112268,-84.8091711,219,23.0,82.0,7.814,2022-03-20 22:20:32,22.0,,,,2022,3,20,22,4.72,126.0
,84,239.43,7.81,4,142,36.0,54.0,99.5,50.5112486,-84.8090565,208,24.5,82.5,7.81,2022-03-20 22:20:33,22.0,,,,2022,3,20,22,4.72,126.0
,86,246.52,7.531,4,143,36.0,54.0,99.5,50.5112938,-84.8089739,259,24.5,82.5,7.531,2022-03-20 22:20:34,22.0,,,,2022,3,20,22,4.72,126.0
,87,253.27,7.261,4,144,36.0,54.0,99.5,50.5113351,-84.8088936,295,24.5,82.5,7.261,2022-03-20 22:20:35,22.0,,,,2022,3,20,22,4.72,126.0
,87,260.6,7.116,4,146,34.0,51.0,98.0,50.5113816,-84.808808,284,24.5,83.5,7.116,2022-03-20 22:20:36,22.0,,,,2022,3,20,22,4.72,126.0
,87,267.77,7.171,4,149,31.5,47.0,96.0,50.5114291,-84.8087262,264,24.5,84.5,7.171,2022-03-20 22:20:37,22.0,,,,2022,3,20,22,4.72,126.0
,87,275.66,7.651,4,151,29.5,45.0,92.0,50.511476,-84.8086313,234,26.5,89.0,7.651,2022-03-20 22:20:38,22.0,,,,2022,3,20,22,4.72,126.0
,86,282.75,7.514,4,151,27.5,45.0,83.5,50.5115108,-84.8085402,202,31.0,99.5,7.514,2022-03-20 22:20:39,22.0,,,,2022,3,20,22,4.72,126.0
,85,290.09,7.677,4,152,27.5,44.0,83.5,50.5115482,-84.8084468,312,31.0,99.5,7.677,2022-03-20 22:20:40,22.0,,,,2022,3,20,22,4.72,126.0
,85,296.72,7.506,4,152,27.5,43.0,83.5,50.5115938,-84.8083737,474,31.0,99.5,7.506,2022-03-20 22:20:41,22.0,,,,2022,3,20,22,4.72,126.0
,87,305.19,8.227,4,153,27.5,43.0,83.5,50.5116607,-84.8082906,510,31.0,99.5,8.227,2022-03-20 22:20:42,22.0,,,,2022,3,20,22,4.72,126.0
,92,314.06,8.766,4,154,25.5,45.0,81.0,50.5117306,-84.8082033,314,29.5,99.0,8.766,2022-03-20 22:20:43,22.0,,,,2022,3,20,22,4.72,126.0
,94,323.57,9.069,4,154,20.0,51.0,75.0,50.5118038,-84.8081072,255,26.0,98.5,9.069,2022-03-20 22:20:44,22.0,,,,2022,3,20,22,4.72,126.0
,96,332.61,8.973,4,155,15.0,57.0,68.5,50.5118711,-84.8080131,196,22.5,97.5,8.973,2022-03-20 22:20:45,22.0,,,,2022,3,20,22,4.72,126.0
,94,341.55,8.644,4,154,14.0,58.0,67.5,50.5119204,-84.8079076,228,22.0,97.5,8.644,2022-03-20 22:20:46,22.0,,,,2022,3,20,22,4.72,126.0
,93,351.05,8.505,4,153,14.0,58.0,67.5,50.5119432,-84.8077765,229,22.0,97.5,8.505,2022-03-20 22:20:47,22.0,,,,2022,3,20,22,4.72,126.0
,94,360.4,8.652,4,154,14.0,58.0,67.5,50.5120023,-84.8076674,207,22.0,97.5,8.652,2022-03-20 22:20:48,22.0,,,,2022,3,20,22,4.72,126.0
,94,369.01,8.477,4,154,14.0,57.0,67.5,50.5120646,-84.8075752,245,22.0,97.5,8.477,2022-03-20 22:20:49,22.0,,,,2022,3,20,22,4.72,126.0
,96,377.54,8.153,4,154,17.0,57.0,71.5,50.5121278,-84.8074859,185,23.5,92.5,8.153,2022-03-20 22:20:50,22.0,,,,2022,3,20,22,4.72,126.0
,95,385.51,8.004,4,153,24.0,57.0,82.0,50.5121868,-84.8074024,182,26.5,80.5,8.004,2022-03-20 22:20:51,22.0,,,,2022,3,20,22,4.72,126.0
,95,393.96,7.669,4,152,23.5,53.0,78.5,50.5122475,-84.8073114,168,25.0,78.0,7.669,2022-03-20 22:20:52,21.0,,,,2022,3,20,22,4.72,126.0
,94,401.62,7.438,4,152,22.5,50.0,69.5,50.5123027,-84.8072292,139,21.5,72.5,7.438,2022-03-20 22:20:53,21.0,,,,2022,3,20,22,4.72,126.0
,94,409.28,7.432,4,152,20.0,47.0,63.5,50.5123553,-84.807144,133,21.5,72.5,7.432,2022-03-20 22:20:54,21.0,,,,2022,3,20,22,4.72,126.0
,94,417.05,7.697,4,151,20.0,50.0,64.0,50.5124093,-84.8070582,177,21.5,72.5,7.697,2022-03-20 22:20:55,21.0,-54.80000000000001,-54.80000000000001,0.0,2022,3,20,22,4.72,126.0
,94,425.04,7.977,4,151,20.5,51.0,65.0,50.5124661,-84.8069715,198,21.5,72.5,7.977,2022-03-20 22:20:56,21.0,-54.80000000000001,-54.80000000000001,0.0,2022,3,20,22,4.72,126.0
,94,432.99,7.974,4,150,20.5,52.0,65.0,50.512521,-84.8068834,203,21.5,72.5,7.974,2022-03-20 22:20:57,21.0,-54.80000000000001,-54.80000000000001,0.0,2022,3,20,22,4.72,126.0
,93,441.79,7.925,4,150,20.5,54.0,65.0,50.5125906,-84.8067988,215,21.5,72.5,7.925,2022-03-20 22:20:58,21.0,-54.39999999999998,-54.39999999999998,0.0,2022,3,20,22,4.72,126.0
,91,451.56,8.33,4,149,20.5,55.0,65.0,50.512677,-84.8067194,208,21.5,72.5,8.33,2022-03-20 22:20:59,21.0,-54.0,-54.0,0.0,2022,3,20,22,4.72,126.0
,90,460.45,8.384,4,149,20.5,46.0,65.0,50.5127462,-84.8066307,190,21.5,72.5,8.384,2022-03-20 22:21:00,21.0,-54.0,-54.0,0.09,2022,3,20,22,4.72,126.0
,91,469.4,8.499,4,147,20.5,47.0,65.0,50.5128138,-84.8065386,258,21.5,72.5,8.499,2022-03-20 22:21:01,21.0,-53.80000000000001,-53.80000000000001,1.17,2022,3,20,22,4.72,126.0
,91,478.12,8.684,4,147,26.0,52.0,75.5,50.5128806,-84.8064504,298,21.5,72.5,8.684,2022-03-20 22:21:02,21.0,-53.80000000000001,-53.80000000000001,2.27,2022,3,20,22,4.72,126.0
,93,487.75,9.042,4,147,39.0,46.0,99.5,50.5129591,-84.8063595,209,21.5,73.0,9.042,2022-03-20 22:21:03,21.0,-54.0,-54.0,2.1,2022,3,20,22,4.72,126.0
,95,496.88,9.018,4,147,39.0,48.0,99.5,50.513032,-84.8062711,146,21.5,73.0,9.018,2022-03-20 22:21:04,21.0,-54.0,-54.0,1.33,2022,3,20,22,4.72,126.0
,95,506.88,9.231,4,149,27.0,52.0,78.0,50.5131153,-84.8061798,185,19.0,64.0,9.231,2022-03-20 22:21:05,21.0,-54.0,-54.0,0.42,2022,3,20,22,4.72,126.0
,95,516.46,9.902,4,149,22.0,53.0,69.0,50.5131973,-84.806096,252,18.0,60.0,9.902,2022-03-20 22:21:06,21.0,-54.0,-54.0,-0.03,2022,3,20,22,4.72,126.0
,95,525.93,9.381,4,150,22.0,53.0,69.0,50.5132773,-84.8060115,243,18.0,60.0,9.381,2022-03-20 22:21:07,21.0,-54.19999999999999,-54.19999999999999,-0.46,2022,3,20,22,4.72,126.0
,94,535.37,9.341,4,153,22.0,53.0,69.0,50.5133546,-84.805923,246,18.0,60.0,9.341,2022-03-20 22:21:08,21.0,-54.19999999999999,-54.19999999999999,-0.7,2022,3,20,22,4.72,126.0
,91,544.6,9.449,3,155,22.0,53.0,69.0,50.5134312,-84.8058382,230,18.0,60.0,9.449,2022-03-20 22:21:09,21.0,-54.19999999999999,-54.19999999999999,-0.51,2022,3,20,22,4.72,126.0
,90,555.73,10.563,3,156,22.0,53.0,69.0,50.5135235,-84.8057357,210,18.0,60.0,10.563,2022-03-20 22:21:10,21.0,-54.19999999999999,-54.19999999999999,-0.24,2022,3,20,22,4.72,126.0
,89,564.99,9.706,3,156,22.0,49.0,69.0,50.5135997,-84.8056497,180,18.0,60.0,9.706,2022-03-20 22:21:11,21.0,-54.0,-54.0,0.02,2022,3,20,22,4.72,126.0
,88,573.08,8.288,3,156,21.0,47.0,69.0,50.513665,-84.8055726,151,18.0,61.5,8.288,2022-03-20 22:21:12,21.0,-54.0,-54.0,0.29,2022,3,20,22,4.72,126.0
,87,580.47,7.683,3,156,19.5,47.0,69.0,50.513724,-84.805501,125,18.5,63.5,7.683,2022-03-20 22:21:13,21.0,-54.0,-54.0,0.27,2022,3,20,22,4.72,126.0
,86,588.23,7.584,3,156,18.5,47.0,66.0,50.5137881,-84.8054294,104,18.5,63.5,7.584,2022-03-20 22:21:14,21.0,-54.0,-54.0,0.0,2022,3,20,22,4.72,126.0
,86,594.65,6.818,3,157,17.0,47.0,61.5,50.5138374,-84.8053644,87,18.5,63.0,6.818,2022-03-20 22:21:15,21.0,-54.0,-54.0,0.0,2022,3,20,22,4.72,126.0
,85,599.85,5.728,3,156,16.0,47.0,57.0,50.5138766,-84.8053108,69,18.0,62.5,5.728,2022-03-20 22:21:16,20.0,-53.80000000000001,-53.80000000000001,0.0,2022,3,20,22,4.72,126.0
,84,604.19,4.76,3,156,15.0,47.0,52.5,50.5139103,-84.8052676,51,18.0,61.5,4.76,2022-03-20 22:21:17,20.0,-53.60000000000002,-53.60000000000002,0.06,2022,3,20,22,4.72,126.0
,70,607.65,3.643,3,155,14.5,47.0,51.0,50.5139383,-84.8052348,39,18.0,61.5,3.643,2022-03-20 22:21:18,20.0,-53.39999999999998,-53.39999999999998,0.86,2022,3,20,22,4.72,126.0
,49,610.49,3.079,3,155,14.5,47.0,51.0,50.5139594,-84.8052055,31,18.0,61.5,3.079,2022-03-20 22:21:19,20.0,-53.39999999999998,-53.39999999999998,2.05,2022,3,20,22,4.72,126.0
,27,613.86,3.373,3,155,14.5,47.0,51.0,50.5139897,-84.805179,24,18.0,61.5,3.373,2022-03-20 22:21:20,20.0,-53.19999999999999,-53.19999999999999,2.92,2022,3,20,22,4.72,126.0
,25,616.82,2.922,3,153,14.5,47.0,51.0,50.5140187,-84.8051617,26,18.0,61.5,2.922,2022-03-20 22:21:21,20.0,-53.19999999999999,-53.19999999999999,3.68,2022,3,20,22,4.72,126.0
,25,619.27,2.557,3,152,14.5,47.0,51.0,50.5140439,-84.8051533,30,18.0,61.5,2.557,2022-03-20 22:21:22,20.0,-53.19999999999999,-53.19999999999999,3.9,2022,3,20,22,4.72,126.0
,24,620.84,1.036,3,151,19.0,47.0,71.5,50.5141187,-84.8051433,212,24.5,76.5,1.036,2022-03-20 22:21:26,20.0,-53.0,-53.0,0.0,2022,3,20,22,4.72,126.0
,21,622.12,3.883,3,151,23.0,47.0,89.0,50.5141635,-84.8051223,327,29.5,89.5,3.883,2022-03-20 22:21:27,20.0,-53.0,-53.0,0.0,2022,3,20,22,4.72,126.0
,35,627.09,4.686,3,151,25.5,51.0,99.5,50.5142151,-84.8051038,491,33.0,97.0,4.686,2022-03-20 22:21:28,20.0,-52.80000000000001,-52.80000000000001,0.12,2022,3,20,22,4.72,126.0
,64,633.55,6.011,3,149,23.0,51.0,95.0,50.5142832,-84.8050897,561,30.0,96.0,6.011,2022-03-20 22:21:29,20.0,-52.60000000000002,-52.60000000000002,1.74,2022,3,20,22,4.72,126.0
,80,640.37,6.683,3,149,21.0,49.0,89.0,50.5143561,-84.8050952,521,25.5,93.0,6.683,2022-03-20 22:21:30,20.0,-52.60000000000002,-52.60000000000002,3.19,2022,3,20,22,4.72,126.0
,88,647.31,6.93,3,149,20.5,52.0,86.0,50.5144255,-84.8051253,447,22.0,88.5,6.93,2022-03-20 22:21:31,20.0,-52.80000000000001,-52.80000000000001,2.22,2022,3,20,22,4.72,126.0
,94,654.01,6.674,3,148,24.0,52.0,83.5,50.5144803,-84.805188,377,20.5,85.5,6.674,2022-03-20 22:21:32,20.0,-53.19999999999999,-53.19999999999999,0.65,2022,3,20,22,4.72,126.0
,98,660.52,6.635,3,148,26.0,50.0,82.5,50.51453,-84.8052544,313,19.5,83.5,6.635,2022-03-20 22:21:33,20.0,-53.19999999999999,-53.19999999999999,-0.06,2022,3,20,22,4.72,126.0
,98,667.17,6.607,3,148,26.0,47.0,82.5,50.514581,-84.8053216,274,19.5,83.5,6.607,2022-03-20 22:21:34,20.0,-53.39999999999998,-53.39999999999998,-0.86,2022,3,20,22,4.72,126.0
,95,673.53,6.528,3,147,27.5,49.0,87.5,50.5146292,-84.8053866,289,21.0,86.0,6.528,2022-03-20 22:21:35,20.0,-53.39999999999998,-53.39999999999998,-1.88,2022,3,20,22,4.72,126.0
,90,680.06,6.371,3,146,31.0,51.0,98.0,50.5146824,-84.805448,332,24.5,90.0,6.371,2022-03-20 22:21:36,20.0,-53.60000000000002,-53.60000000000002,-2.09,2022,3,20,22,4.72,126.0
,83,686.15,6.171,3,146,33.0,48.0,99.0,50.5147297,-84.8055086,297,27.0,86.0,6.171,2022-03-20 22:21:37,20.0,-53.39999999999998,-53.39999999999998,-1.55,2022,3,20,22,4.72,126.0
,81,692.21,6.088,3,145,31.0,47.0,94.5,50.5147815,-84.8055617,280,30.5,94.0,6.088,2022-03-20 22:21:38,20.0,-53.39999999999998,-53.39999999999998,-0.53,2022,3,20,22,4.72,126.0
,81,698.18,5.987,3,144,30.0,48.0,93.0,50.5148312,-84.8056161,273,32.0,97.0,5.987,2022-03-20 22:21:39,20.0,-53.39999999999998,-53.39999999999998,0.0,2022,3,20,22,4.72,126.0
,80,703.87,5.775,3,144,30.0,50.0,93.0,50.5148748,-84.8056738,269,32.0,97.0,5.775,2022-03-20 22:21:40,20.0,-53.39999999999998,-53.39999999999998,0.0,2022,3,20,22,4.72,126.0
,79,709.41,5.666,3,145,30.0,50.0,92.5,50.5149181,-84.8057288,267,31.5,97.0,5.666,2022-03-20 22:21:41,20.0,-53.19999999999999,-53.19999999999999,0.06,2022,3,20,22,4.72,126.0
,79,714.99,5.763,3,144,30.0,51.0,91.5,50.5149599,-84.8057866,264,30.5,97.0,5.763,2022-03-20 22:21:42,20.0,-53.0,-53.0,0.88,2022,3,20,22,4.72,126.0
,79,720.38,5.476,3,143,29.5,51.0,90.5,50.5149998,-84.805843,262,29.5,96.5,5.476,2022-03-20 22:21:43,20.0,-52.80000000000001,-52.80000000000001,1.86,2022,3,20,22,4.72,126.0
,79,725.32,5.24,3,143,29.5,52.0,90.0,50.5150348,-84.8058968,259,29.0,96.5,5.24,2022-03-20 22:21:44,20.0,-52.39999999999998,-52.39999999999998,2.54,2022,3,20,22,4.72,126.0
,78,730.16,5.27,3,142,29.0,52.0,89.5,50.5150674,-84.8059515,249,28.5,96.5,5.27,2022-03-20 22:21:45,20.0,-52.19999999999999,-52.19999999999999,3.2,2022,3,20,22,4.72,126.0
,77,735.41,5.378,3,142,28.0,52.0,90.0,50.5151004,-84.8060131,228,28.5,96.5,5.378,2022-03-20 22:21:46,20.0,-52.0,-52.0,4.0,2022,3,20,22,4.72,126.0
,75,740.9,5.383,3,141,26.0,52.0,86.5,50.5151301,-84.8060816,221,27.5,88.5,5.383,2022-03-20 22:21:47,20.0,-51.80000000000001,-51.80000000000001,4.48,2022,3,20,22,4.72,126.0
,74,746.07,5.398,3,141,24.5,52.0,84.5,50.5151573,-84.8061467,216,26.5,83.5,5.398,2022-03-20 22:21:48,20.0,-51.60000000000002,-51.60000000000002,4.22,2022,3,20,22,4.72,126.0
,73,751.29,5.379,3,143,24.5,51.0,84.5,50.5151928,-84.8062043,211,26.5,83.5,5.379,2022-03-20 22:21:49,20.0,-51.39999999999998,-51.39999999999998,3.71,2022,3,20,22,4.72,126.0
,73,756.63,5.278,3,144,24.5,50.0,84.5,50.5152355,-84.8062552,206,26.5,83.5,5.278,2022-03-20 22:21:50,19.0,-51.39999999999998,-51.39999999999998,3.63,2022,3,20,22,4.72,126.0
,72,761.75,5.227,3,144,24.5,53.0,85.0,50.5152715,-84.806311,217,27.0,85.5,5.227,2022-03-20 22:21:51,19.0,-51.19999999999999,-51.19999999999999,3.71,2022,3,20,22,4.72,126.0
,71,767.14,5.209,3,144,25.0,55.0,85.0,50.5153167,-84.8063588,188,27.0,87.0,5.209,2022-03-20 22:21:52,19.0,-51.0,-51.0,3.21,2022,3,20,22,4.72,126.0
,71,772.56,5.078,3,145,22.5,55.0,74.0,50.5153603,-84.8064051,137,24.0,79.5,5.078,2022-03-20 22:21:53,19.0,-50.80000000000001,-50.80000000000001,3.22,2022,3,20,22,4.72,126.0
,70,777.18,4.938,4,145,19.0,55.0,61.0,50.515372,-84.8064648,99,20.5,70.5,4.938,2022-03-20 22:21:54,19.0,-50.60000000000002,-50.60000000000002,3.63,2022,3,20,22,4.72,126.0
,68,780.26,4.829,7,146,19.0,55.0,61.0,50.5153694,-84.8064959,33,20.5,70.5,4.829,2022-03-20 22:21:55,19.0,-50.39999999999998,-50.39999999999998,3.79,2022,3,20,22,4.72,126.0
,30,784.11,4.752,6,145,19.0,55.0,61.0,50.5154039,-84.8065267,100,20.5,70.5,4.752,2022-03-20 22:21:56,19.0,-50.19999999999999,-50.19999999999999,3.92,2022,3,20,22,4.72,126.0
,42,787.88,4.435,6,144,18.5,51.0,60.5,50.5154376,-84.8065557,104,20.0,67.0,4.435,2022-03-20 22:21:57,19.0,-50.19999999999999,-50.19999999999999,3.93,2022,3,20,22,4.72,126.0
,57,791.25,3.983,5,143,18.0,46.0,60.0,50.5154692,-84.8065756,103,19.5,63.0,3.983,2022-03-20 22:21:58,19.0,-50.19999999999999,-50.19999999999999,3.4,2022,3,20,22,4.72,126.0
,66,793.73,3.807,5,143,17.5,44.0,59.5,50.5154846,-84.8066049,92,19.0,61.0,3.807,2022-03-20 22:21:59,19.0,-50.19999999999999,-50.19999999999999,2.92,2022,3,20,22,4.72,126.0
,66,798.62,4.395,5,142,17.5,44.0,59.5,50.5154962,-84.8065779,67,19.0,61.0,4.395,2022-03-20 22:22:00,19.0,-50.19999999999999,-50.19999999999999,2.59,2022,3,20,22,4.72,126.0
,66,807.51,5.041,5,142,17.5,44.0,59.5,50.5155076,-84.806454,42,19.0,61.0,5.041,2022-03-20 22:22:01,19.0,-50.0,-50.0,2.17,2022,3,20,22,4.72,126.0
,67,810.28,5.286,5,141,17.5,44.0,59.5,50.515532,-84.8064357,17,19.0,61.0,5.286,2022-03-20 22:22:02,19.0,-50.19999999999999,-50.19999999999999,1.01,2022,3,20,22,4.72,126.0
,46,812.79,5.527,5,141,12.5,46.0,45.5,50.5155577,-84.8064462,50,19.0,61.0,5.527,2022-03-20 22:22:03,19.0,-50.39999999999998,-50.39999999999998,-0.05,2022,3,20,22,4.72,126.0
,20,816.31,5.541,5,140,6.0,50.0,28.0,50.5155927,-84.8064652,149,19.0,61.0,5.541,2022-03-20 22:22:04,19.0,-50.60000000000002,-50.60000000000002,-1.02,2022,3,20,22,4.72,126.0
,67,819.59,5.642,4,140,20.0,52.0,66.0,50.5156256,-84.8064819,236,19.0,61.0,5.642,2022-03-20 22:22:05,19.0,-51.0,-51.0,-2.5,2022,3,20,22,4.72,126.0
,73,824.42,6.08,4,140,29.0,51.0,90.0,50.515671,-84.8065154,261,24.5,83.0,6.08,2022-03-20 22:22:06,19.0,-51.19999999999999,-51.19999999999999,-3.75,2022,3,20,22,4.72,126.0
,83,830.63,6.612,4,139,31.5,49.0,97.0,50.5157283,-84.8065614,150,26.0,89.5,6.612,2022-03-20 22:22:07,19.0,-51.19999999999999,-51.19999999999999,-4.19,2022,3,20,22,4.72,126.0
,85,836.25,6.563,4,139,31.5,44.0,97.0,50.5157769,-84.8066086,158,26.0,89.5,6.563,2022-03-20 22:22:08,19.0,-51.39999999999998,-51.39999999999998,-4.74,2022,3,20,22,4.72,126.0
,82,842.15,6.631,4,137,30.0,46.0,93.5,50.51582,-84.8066711,114,25.0,86.0,6.631,2022-03-20 22:22:09,19.0,-51.60000000000002,-51.60000000000002,-4.81,2022,3,20,22,4.72,126.0
,83,848.3,6.794,4,137,23.5,58.0,77.0,50.5158644,-84.8067369,206,19.5,69.5,6.794,2022-03-20 22:22:10,19.0,-51.60000000000002,-51.60000000000002,-3.45,2022,3,20,22,4.72,126.0
,84,854.65,7.01,4,138,28.5,59.0,91.0,50.5159082,-84.8068071,238,21.0,67.5,7.01,2022-03-20 22:22:11,19.0,-51.60000000000002,-51.60000000000002,-2.21,2022,3,20,22,4.72,126.0
,85,861.08,7.342,4,137,26.5,55.0,86.5,50.5159557,-84.8068748,227,23.5,73.0,7.342,2022-03-20 22:22:12,19.0,-52.0,-52.0,-1.43,2022,3,20,22,4.72,126.0
,87,867.93,7.58,4,137,22.0,49.0,74.5,50.5160042,-84.8069494,199,26.0,81.5,7.58,2022-03-20 22:22:13,19.0,-52.19999999999999,-52.19999999999999,-1.8,2022,3,20,22,4.72,126.0
,88,875.29,7.326,4,137,17.5,44.0,62.0,50.5160536,-84.8070322,172,28.5,89.5,7.326,2022-03-20 22:22:14,19.0,-52.60000000000002,-52.60000000000002,-2.64,2022,3,20,22,4.72,126.0
,91,883.1,7.239,4,136,23.0,42.0,79.5,50.5160993,-84.807127,326,17.5,60.5,7.239,2022-03-20 22:22:15,19.0,-52.80000000000001,-52.80000000000001,-3.15,2022,3,20,22,4.72,126.0
,93,892.09,8.008,4,135,30.5,42.0,91.0,50.5161574,-84.8072305,353,22.0,70.0,8.008,2022-03-20 22:22:16,19.0,-53.0,-53.0,-3.6,2022,3,20,22,4.72,126.0
