battery_soc,cadence,distance,enhanced_speed,gps_accuracy,heart_rate,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,position_lat,position_long,power,right_pedal_smoothness,right_torque_effectiveness,speed,timestamp,temperature,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
,91,12352.24,4.608,2,121,16.5,51.0,61.5,50.578314,-84.909043,71,23.5,79.0,4.608,2022-03-20 22:53:18,10.0,-60.0,-60.0,0.29,2022,3,20,22,4.72,126.0
,85,12355.86,3.07,2,119,15.0,49.0,57.0,50.5783283,-84.9090909,45,23.5,79.0,3.07,2022-03-20 22:53:19,10.0,-59.80000000000001,-59.80000000000001,1.13,2022,3,20,22,4.72,126.0
,80,12357.98,1.897,2,117,13.5,46.0,52.5,50.5783238,-84.9091176,20,23.5,79.0,1.897,2022-03-20 22:53:20,10.0,-59.80000000000001,-59.80000000000001,1.94,2022,3,20,22,4.72,126.0
,0,12359.59,1.908,2,114,12.5,44.0,49.0,50.5783095,-84.9091177,0,23.5,79.0,1.908,2022-03-20 22:53:21,10.0,-59.60000000000002,-59.60000000000002,2.35,2022,3,20,22,4.72,126.0
,0,12361.43,2.479,2,113,12.5,41.0,49.0,50.578303,-84.909094,0,23.5,79.0,2.479,2022-03-20 22:53:22,10.0,-59.60000000000002,-59.60000000000002,2.92,2022,3,20,22,4.72,126.0
,1,12363.87,2.646,2,114,13.0,41.0,51.0,50.5783083,-84.9090602,0,23.0,78.5,2.646,2022-03-20 22:53:23,10.0,-59.60000000000002,-59.60000000000002,3.61,2022,3,20,22,4.72,126.0
,4,12366.56,2.686,2,117,16.0,49.0,60.5,50.5783241,-84.9090278,0,20.0,75.0,2.686,2022-03-20 22:53:24,10.0,-59.60000000000002,-59.60000000000002,3.87,2022,3,20,22,4.72,126.0
,6,12369.03,2.662,2,119,19.0,57.0,70.0,50.5783404,-84.9090002,17,17.5,72.0,2.662,2022-03-20 22:53:25,10.0,-59.39999999999998,-59.39999999999998,3.8,2022,3,20,22,4.72,126.0
,9,12370.97,1.882,2,119,22.0,66.0,79.5,50.5783461,-84.9089736,20,15.0,69.0,1.882,2022-03-20 22:53:26,10.0,-59.39999999999998,-59.39999999999998,3.42,2022,3,20,22,4.72,126.0
,12,12372.71,2.083,2,120,22.0,64.0,80.0,50.5783456,-84.9089484,24,13.0,64.0,2.083,2022-03-20 22:53:27,10.0,-59.39999999999998,-59.39999999999998,2.13,2022,3,20,22,4.72,126.0
,14,12374.56,1.944,2,121,18.5,53.0,70.5,50.5783453,-84.9089218,29,12.0,57.5,1.944,2022-03-20 22:53:28,10.0,-59.39999999999998,-59.39999999999998,0.59,2022,3,20,22,4.72,126.0
,17,12376.62,2.225,2,121,15.0,41.0,61.0,50.5783554,-84.9088973,34,10.5,50.5,2.225,2022-03-20 22:53:29,10.0,-59.39999999999998,-59.39999999999998,0.0,2022,3,20,22,4.72,126.0
,18,12379.81,3.764,2,121,17.5,49.0,68.0,50.5783845,-84.9088738,173,10.0,47.0,3.764,2022-03-20 22:53:30,10.0,-59.39999999999998,-59.39999999999998,0.0,2022,3,20,22,4.72,126.0
,25,12383.61,3.984,2,121,24.5,70.0,90.0,50.5784234,-84.9088575,388,12.0,54.0,3.984,2022-03-20 22:53:31,10.0,-59.39999999999998,-59.39999999999998,0.0,2022,3,20,22,4.72,126.0
,50,12387.5,4.007,2,121,27.5,66.0,95.5,50.5784645,-84.9088489,371,21.0,79.5,4.007,2022-03-20 22:53:32,10.0,-59.19999999999999,-59.19999999999999,0.0,2022,3,20,22,4.72,126.0
,59,12391.39,3.837,2,122,26.5,49.0,89.5,50.5785062,-84.9088512,306,30.0,93.5,3.837,2022-03-20 22:53:33,10.0,-59.19999999999999,-59.19999999999999,0.0,2022,3,20,22,4.72,126.0
,65,12395.79,4.481,2,122,25.5,46.0,87.5,50.5785531,-84.908858,272,31.0,96.0,4.481,2022-03-20 22:53:34,10.0,-59.19999999999999,-59.19999999999999,0.0,2022,3,20,22,4.72,126.0
,66,12400.6,4.924,2,121,24.0,48.0,86.5,50.5786047,-84.9088586,204,28.5,93.5,4.924,2022-03-20 22:53:35,10.0,-59.19999999999999,-59.19999999999999,0.45,2022,3,20,22,4.72,126.0
,67,12405.67,4.809,2,121,23.0,49.0,85.0,50.5786585,-84.9088484,136,26.0,91.0,4.809,2022-03-20 22:53:36,10.0,-59.19999999999999,-59.19999999999999,0.84,2022,3,20,22,4.72,126.0
,68,12410.22,3.846,2,122,21.5,51.0,84.0,50.5787053,-84.9088303,68,23.0,88.0,3.846,2022-03-20 22:53:37,10.0,-59.19999999999999,-59.19999999999999,0.39,2022,3,20,22,4.72,126.0
,69,12414.03,3.101,2,122,20.5,53.0,83.0,50.5787412,-84.9088047,0,20.5,85.5,3.101,2022-03-20 22:53:38,10.0,-59.19999999999999,-59.19999999999999,0.0,2022,3,20,22,4.72,126.0
,0,12417.07,2.568,2,121,20.5,55.0,83.0,50.5787608,-84.9087722,0,20.5,85.5,2.568,2022-03-20 22:53:39,10.0,-59.19999999999999,-59.19999999999999,0.0,2022,3,20,22,4.72,126.0
,2,12419.9,3.193,2,121,22.5,56.0,82.5,50.578761,-84.9087321,0,20.0,84.5,3.193,2022-03-20 22:53:40,10.0,-59.19999999999999,-59.19999999999999,0.0,2022,3,20,22,4.72,126.0
,10,12423.1,3.713,2,121,30.5,56.0,79.5,50.5787449,-84.9086935,201,17.5,80.5,3.713,2022-03-20 22:53:41,10.0,-59.39999999999998,-59.39999999999998,0.0,2022,3,20,22,4.72,126.0
,44,12426.84,4.004,2,120,30.5,51.0,79.5,50.57871,-84.9086682,271,17.5,80.5,4.004,2022-03-20 22:53:42,10.0,-59.39999999999998,-59.39999999999998,0.0,2022,3,20,22,4.72,126.0
,54,12431.21,4.752,2,120,29.0,62.0,94.5,50.5786642,-84.9086552,454,24.5,80.5,4.752,2022-03-20 22:53:43,10.0,-59.39999999999998,-59.39999999999998,0.0,2022,3,20,22,4.72,126.0
,61,12436.04,5.03,2,119,25.0,55.0,95.5,50.5786132,-84.908643,472,21.5,79.5,5.03,2022-03-20 22:53:44,10.0,-59.39999999999998,-59.39999999999998,0.0,2022,3,20,22,4.72,126.0
,75,12441.35,5.678,2,120,22.5,55.0,93.5,50.5785589,-84.9086203,425,23.0,86.5,5.678,2022-03-20 22:53:45,10.0,-59.39999999999998,-59.39999999999998,0.0,2022,3,20,22,4.72,126.0
,80,12447.76,6.532,2,122,21.0,56.0,90.0,50.5785001,-84.9085739,491,24.0,94.5,6.532,2022-03-20 22:53:46,10.0,-59.60000000000002,-59.60000000000002,0.0,2022,3,20,22,4.72,126.0
,88,12455.3,7.846,2,121,23.0,54.0,90.0,50.5784433,-84.9084966,613,19.0,85.0,7.846,2022-03-20 22:53:47,10.0,-59.80000000000001,-59.80000000000001,-0.53,2022,3,20,22,4.72,126.0
,101,12463.4,8.346,2,121,23.5,52.0,89.5,50.5783966,-84.9083982,451,22.0,90.5,8.346,2022-03-20 22:53:48,10.0,-60.0,-60.0,-1.51,2022,3,20,22,4.72,126.0
,104,12472.06,8.315,2,121,26.0,51.0,93.5,50.5783646,-84.9082809,298,23.0,92.0,8.315,2022-03-20 22:53:49,10.0,-60.0,-60.0,-1.95,2022,3,20,22,4.72,126.0
,98,12480.71,8.305,2,121,29.0,54.0,97.0,50.5783501,-84.9081577,196,23.0,85.5,8.305,2022-03-20 22:53:50,10.0,-60.0,-60.0,-1.82,2022,3,20,22,4.72,126.0
,87,12489.16,8.26,2,121,31.0,58.0,96.5,50.5783546,-84.9080358,133,22.5,76.0,8.26,2022-03-20 22:53:51,10.0,-59.80000000000001,-59.80000000000001,-1.2,2022,3,20,22,4.72,126.0
,85,12497.46,8.097,2,121,28.5,53.0,90.0,50.578375,-84.9079192,99,22.5,76.0,8.097,2022-03-20 22:53:52,10.0,-59.60000000000002,-59.60000000000002,-0.13,2022,3,20,22,4.72,126.0
,84,12505.59,7.925,2,121,26.0,48.0,83.0,50.5784125,-84.9078138,64,22.5,76.0,7.925,2022-03-20 22:53:53,10.0,-59.39999999999998,-59.39999999999998,0.85,2022,3,20,22,4.72,126.0
,82,12513.69,7.788,2,120,23.0,43.0,76.5,50.5784675,-84.9077233,30,22.5,76.0,7.788,2022-03-20 22:53:54,10.0,-59.0,-59.0,1.58,2022,3,20,22,4.72,126.0
,70,12521.17,7.207,2,120,18.0,33.0,76.5,50.5785301,-84.9076566,20,22.5,73.5,7.207,2022-03-20 22:53:55,10.0,-59.0,-59.0,2.03,2022,3,20,22,4.72,126.0
,49,12528.02,6.751,2,118,10.0,18.0,83.0,50.5785967,-84.907615,35,22.0,69.0,6.751,2022-03-20 22:53:56,10.0,-59.0,-59.0,2.12,2022,3,20,22,4.72,126.0
,28,12534.8,6.916,2,119,2.0,3.0,89.0,50.5786665,-84.9075874,49,21.5,64.5,6.916,2022-03-20 22:53:57,10.0,-59.0,-59.0,1.77,2022,3,20,22,4.72,126.0
,61,12541.83,7.238,2,120,21.5,0.0,95.0,50.5787408,-84.9075705,321,18.5,65.0,7.238,2022-03-20 22:53:58,10.0,-59.19999999999999,-59.19999999999999,1.04,2022,3,20,22,4.72,126.0
,90,12548.84,7.211,2,121,30.0,15.0,93.5,50.5788155,-84.9075584,289,22.0,74.5,7.211,2022-03-20 22:53:59,10.0,-59.0,-59.0,0.29,2022,3,20,22,4.72,126.0
,95,12556.06,7.499,2,119,25.5,45.0,84.0,50.5788929,-84.9075515,232,31.0,90.5,7.499,2022-03-20 22:54:00,10.0,-59.0,-59.0,0.0,2022,3,20,22,4.72,126.0
,96,12563.52,7.541,2,119,24.0,49.0,82.5,50.578973,-84.9075476,235,29.0,88.0,7.541,2022-03-20 22:54:01,10.0,-59.0,-59.0,0.0,2022,3,20,22,4.72,126.0
,96,12571.17,7.395,2,120,28.0,56.0,92.5,50.5790552,-84.907544,260,22.5,80.0,7.395,2022-03-20 22:54:02,10.0,-58.60000000000002,-58.60000000000002,0.31,2022,3,20,22,4.72,126.0
,97,12578.72,7.363,2,121,23.5,48.0,79.0,50.5791362,-84.907543,200,24.5,82.0,7.363,2022-03-20 22:54:03,10.0,-58.80000000000001,-58.80000000000001,0.86,2022,3,20,22,4.72,126.0
,96,12586.35,7.499,2,121,21.5,47.0,71.5,50.5792182,-84.907544,171,23.0,77.0,7.499,2022-03-20 22:54:04,10.0,-59.0,-59.0,0.79,2022,3,20,22,4.72,126.0
,96,12593.89,7.575,2,120,22.0,54.0,69.5,50.5792991,-84.9075447,179,18.5,67.0,7.575,2022-03-20 22:54:05,10.0,-59.0,-59.0,0.24,2022,3,20,22,4.72,126.0
,95,12601.51,7.58,2,120,22.0,55.0,70.0,50.5793807,-84.9075532,194,18.5,66.0,7.58,2022-03-20 22:54:06,10.0,-59.0,-59.0,0.0,2022,3,20,22,4.72,126.0
,94,12609.13,7.358,2,119,23.0,50.0,71.0,50.5794622,-84.9075599,214,17.5,61.5,7.358,2022-03-20 22:54:07,10.0,-59.0,-59.0,-0.26,2022,3,20,22,4.72,126.0
,94,12616.6,7.076,2,118,23.0,49.0,76.0,50.5795424,-84.9075562,261,21.0,69.5,7.076,2022-03-20 22:54:08,10.0,-59.0,-59.0,-0.5,2022,3,20,22,4.72,126.0
,94,12624.29,7.706,2,118,25.0,51.0,80.5,50.5796249,-84.9075499,319,22.5,74.5,7.706,2022-03-20 22:54:09,10.0,-59.0,-59.0,-0.24,2022,3,20,22,4.72,126.0
,95,12632.35,7.764,2,119,27.0,53.0,84.0,50.5797113,-84.9075523,377,23.0,78.0,7.764,2022-03-20 22:54:10,10.0,-59.0,-59.0,0.0,2022,3,20,22,4.72,126.0
,99,12640.29,7.822,2,119,28.5,47.0,94.5,50.5797947,-84.9075735,339,30.0,92.5,7.822,2022-03-20 22:54:11,10.0,-58.80000000000001,-58.80000000000001,0.0,2022,3,20,22,4.72,126.0
,98,12648.29,8.264,2,119,29.5,47.0,94.0,50.5798732,-84.907619,331,31.0,93.5,8.264,2022-03-20 22:54:12,10.0,-59.0,-59.0,0.0,2022,3,20,22,4.72,126.0
,89,12656.35,8.458,2,119,30.5,54.0,93.0,50.5799445,-84.9076846,358,32.0,94.5,8.458,2022-03-20 22:54:13,10.0,-58.80000000000001,-58.80000000000001,0.0,2022,3,20,22,4.72,126.0
,80,12665.58,8.634,2,119,32.0,59.0,96.0,50.580014,-84.9077795,425,29.5,92.5,8.634,2022-03-20 22:54:14,10.0,-58.60000000000002,-58.60000000000002,0.22,2022,3,20,22,4.72,126.0
,82,12674.26,8.691,2,119,33.5,48.0,100.0,50.5800639,-84.9078847,412,26.0,90.0,8.691,2022-03-20 22:54:15,10.0,-58.60000000000002,-58.60000000000002,0.74,2022,3,20,22,4.72,126.0
,84,12683.29,9.023,2,118,32.5,49.0,99.5,50.5800928,-84.9080084,421,31.0,99.0,9.023,2022-03-20 22:54:16,10.0,-58.80000000000001,-58.80000000000001,0.82,2022,3,20,22,4.72,126.0
,86,12692.61,9.32,2,118,32.0,49.0,99.5,50.5800977,-84.9081428,448,35.0,99.5,9.32,2022-03-20 22:54:17,10.0,-59.0,-59.0,0.3,2022,3,20,22,4.72,126.0
,87,12701.78,9.325,2,118,31.0,48.0,100.0,50.5800822,-84.9082731,418,33.5,99.0,9.325,2022-03-20 22:54:18,10.0,-59.39999999999998,-59.39999999999998,-0.23,2022,3,20,22,4.72,126.0
,90,12711.08,9.647,2,117,30.5,48.0,100.0,50.5800405,-84.9083945,449,32.0,99.0,9.647,2022-03-20 22:54:19,10.0,-59.80000000000001,-59.80000000000001,-1.09,2022,3,20,22,4.72,126.0
,91,12721.13,10.01,2,117,31.0,50.0,100.0,50.5799733,-84.9085078,537,31.0,99.0,10.01,2022-03-20 22:54:20,10.0,-60.19999999999999,-60.19999999999999,-2.35,2022,3,20,22,4.72,126.0
,92,12731.71,10.1,3,118,32.5,49.0,99.5,50.5798876,-84.9086067,536,28.0,99.5,10.1,2022-03-20 22:54:21,10.0,-60.39999999999998,-60.39999999999998,-3.15,2022,3,20,22,4.72,126.0
,95,12742.45,10.349,3,118,29.5,48.0,97.5,50.5797846,-84.9086761,593,30.0,99.5,10.349,2022-03-20 22:54:22,10.0,-60.60000000000002,-60.60000000000002,-3.22,2022,3,20,22,4.72,126.0
,97,12753.47,10.462,3,118,28.5,47.0,97.5,50.579672,-84.9087193,559,32.5,100.0,10.462,2022-03-20 22:54:23,10.0,-60.60000000000002,-60.60000000000002,-3.02,2022,3,20,22,4.72,126.0
,100,12764.48,10.699,3,118,30.5,47.0,98.5,50.5795538,-84.9087214,556,32.5,99.5,10.699,2022-03-20 22:54:24,10.0,-60.60000000000002,-60.60000000000002,-2.64,2022,3,20,22,4.72,126.0
,101,12775.71,10.773,3,117,29.5,48.0,94.0,50.5794334,-84.9087134,544,30.5,98.0,10.773,2022-03-20 22:54:25,10.0,-60.19999999999999,-60.19999999999999,-1.58,2022,3,20,22,4.72,126.0
,103,12786.86,10.981,3,116,24.0,46.0,87.5,50.5793138,-84.9087055,621,31.5,98.0,10.981,2022-03-20 22:54:26,10.0,-60.0,-60.0,-0.22,2022,3,20,22,4.72,126.0
,103,12797.57,10.958,3,115,27.5,52.0,96.0,50.579199,-84.9086955,740,28.5,96.5,10.958,2022-03-20 22:54:27,10.0,-60.0,-60.0,0.59,2022,3,20,22,4.72,126.0
,104,12808.57,10.579,3,116,29.0,54.0,99.5,50.5790813,-84.9086817,706,27.0,96.0,10.579,2022-03-20 22:54:28,10.0,-59.80000000000001,-59.80000000000001,1.04,2022,3,20,22,4.72,126.0
,106,12819.1,10.08,3,116,29.0,54.0,99.5,50.5789687,-84.9086827,550,27.0,96.0,10.08,2022-03-20 22:54:29,10.0,-59.60000000000002,-59.60000000000002,1.53,2022,3,20,22,4.72,126.0
,89,12829.26,9.805,3,116,29.0,54.0,99.5,50.5788628,-84.9087148,347,27.0,96.0,9.805,2022-03-20 22:54:30,10.0,-59.60000000000002,-59.60000000000002,1.67,2022,3,20,22,4.72,126.0
,33,12838.82,9.771,3,116,27.5,71.0,93.0,50.5787682,-84.9087685,137,29.0,97.5,9.771,2022-03-20 22:54:31,10.0,-59.60000000000002,-59.60000000000002,1.25,2022,3,20,22,4.72,126.0
,32,12848.68,9.856,3,117,26.0,91.0,85.0,50.5786688,-84.9088171,96,32.0,99.0,9.856,2022-03-20 22:54:32,10.0,-59.60000000000002,-59.60000000000002,0.87,2022,3,20,22,4.72,126.0
,36,12858.54,9.525,3,117,25.5,64.0,81.5,50.5785655,-84.9088472,69,33.0,100.0,9.525,2022-03-20 22:54:33,10.0,-59.60000000000002,-59.60000000000002,0.63,2022,3,20,22,4.72,126.0
,42,12867.55,8.325,2,117,26.5,30.0,83.0,50.5784693,-84.9088605,59,30.5,97.0,8.325,2022-03-20 22:54:34,10.0,-59.60000000000002,-59.60000000000002,0.24,2022,3,20,22,4.72,126.0
,47,12874.29,6.221,2,116,29.5,62.0,87.5,50.578397,-84.9088665,60,21.5,87.0,6.221,2022-03-20 22:54:35,10.0,-59.60000000000002,-59.60000000000002,0.0,2022,3,20,22,4.72,126.0
,52,12879.54,5.094,2,115,33.0,94.0,92.0,50.578341,-84.9088741,61,13.0,77.5,5.094,2022-03-20 22:54:36,10.0,-59.60000000000002,-59.60000000000002,0.0,2022,3,20,22,4.72,126.0
,48,12883.5,3.715,2,114,31.0,100.0,90.5,50.5782999,-84.9088875,59,7.5,69.5,3.715,2022-03-20 22:54:37,10.0,-59.60000000000002,-59.60000000000002,0.0,2022,3,20,22,4.72,126.0
,43,12885.9,2.332,2,116,27.5,100.0,87.0,50.5782803,-84.9089078,56,3.0,61.5,2.332,2022-03-20 22:54:38,10.0,-59.60000000000002,-59.60000000000002,0.0,2022,3,20,22,4.72,126.0
,39,12887.9,1.921,2,117,25.5,94.0,85.0,50.5782746,-84.9089353,70,1.5,54.0,1.921,2022-03-20 22:54:39,10.0,-59.60000000000002,-59.60000000000002,0.0,2022,3,20,22,4.72,126.0
,36,12890.38,2.596,2,117,26.0,76.0,86.0,50.5782779,-84.9089705,120,6.0,46.5,2.596,2022-03-20 22:54:40,10.0,-59.60000000000002,-59.60000000000002,0.0,2022,3,20,22,4.72,126.0
,34,12893.72,3.213,2,118,26.5,58.0,86.5,50.5782892,-84.9090163,170,10.5,39.0,3.213,2022-03-20 22:54:41,10.0,-59.60000000000002,-59.60000000000002,0.0,2022,3,20,22,4.72,126.0
,32,12897.82,4.25,2,118,25.0,54.0,88.5,50.5783018,-84.9090732,241,10.0,39.0,4.25,2022-03-20 22:54:42,10.0,-59.80000000000001,-59.80000000000001,0.0,2022,3,20,22,4.72,126.0
,30,12903.34,5.484,2,118,23.5,52.0,91.0,50.5783229,-84.9091479,316,8.5,40.5,5.484,2022-03-20 22:54:43,10.0,-59.60000000000002,-59.60000000000002,0.0,2022,3,20,22,4.72,126.0
,34,12909.55,6.134,2,118,23.5,51.0,93.5,50.5783464,-84.9092322,362,13.5,56.0,6.134,2022-03-20 22:54:44,10.0,-59.60000000000002,-59.60000000000002,0.0,2022,3,20,22,4.72,126.0
,50,12916.07,6.403,2,118,26.0,51.0,94.5,50.5783697,-84.909321,352,30.0,96.0,6.403,2022-03-20 22:54:45,10.0,-59.80000000000001,-59.80000000000001,0.0,2022,3,20,22,4.72,126.0
,55,12922.89,6.566,2,118,25.0,52.0,95.5,50.5783978,-84.9094124,391,27.5,93.5,6.566,2022-03-20 22:54:46,10.0,-59.80000000000001,-59.80000000000001,0.0,2022,3,20,22,4.72,126.0
,59,12929.84,6.621,2,117,24.5,53.0,95.5,50.5784256,-84.9095058,376,27.0,94.5,6.621,2022-03-20 22:54:47,10.0,-59.80000000000001,-59.80000000000001,0.0,2022,3,20,22,4.72,126.0
,62,12936.82,6.795,2,117,23.0,52.0,93.5,50.5784539,-84.9095995,374,26.5,96.0,6.795,2022-03-20 22:54:48,10.0,-59.80000000000001,-59.80000000000001,0.0,2022,3,20,22,4.72,126.0
,67,12944.04,7.112,2,116,21.5,51.0,91.5,50.5784849,-84.9096954,408,25.5,97.0,7.112,2022-03-20 22:54:49,10.0,-59.80000000000001,-59.80000000000001,0.0,2022,3,20,22,4.72,126.0
,69,12951.52,7.271,2,117,21.5,51.0,91.5,50.5785194,-84.9097932,408,25.5,97.0,7.271,2022-03-20 22:54:50,10.0,-59.80000000000001,-59.80000000000001,0.0,2022,3,20,22,4.72,126.0
,70,12959.07,7.375,2,117,20.5,52.0,93.5,50.5785546,-84.9098918,394,23.0,96.5,7.375,2022-03-20 22:54:51,10.0,-59.80000000000001,-59.80000000000001,0.0,2022,3,20,22,4.72,126.0
,71,12966.6,7.575,2,118,20.0,52.0,94.0,50.5785872,-84.9099917,378,21.5,96.0,7.575,2022-03-20 22:54:52,10.0,-59.60000000000002,-59.60000000000002,0.0,2022,3,20,22,4.72,126.0
,72,12974.11,7.508,2,118,19.0,52.0,91.5,50.5786186,-84.9100919,354,20.5,95.0,7.508,2022-03-20 22:54:53,10.0,-59.60000000000002,-59.60000000000002,0.2,2022,3,20,22,4.72,126.0
,73,12982.13,7.564,2,118,18.0,52.0,88.0,50.5786539,-84.9101978,337,19.0,93.5,7.564,2022-03-20 22:54:54,10.0,-59.60000000000002,-59.60000000000002,0.39,2022,3,20,22,4.72,126.0
,73,12989.66,7.659,2,118,18.5,53.0,87.5,50.5786871,-84.9102974,333,19.0,93.0,7.659,2022-03-20 22:54:55,10.0,-59.60000000000002,-59.60000000000002,0.43,2022,3,20,22,4.72,126.0
,72,12997.39,7.388,2,119,19.5,53.0,90.0,50.5787215,-84.9103993,264,18.0,87.5,7.388,2022-03-20 22:54:56,10.0,-59.60000000000002,-59.60000000000002,0.46,2022,3,20,22,4.72,126.0
,74,13004.82,7.451,2,118,24.5,46.0,90.0,50.5787545,-84.9104972,286,18.5,88.0,7.451,2022-03-20 22:54:57,10.0,-59.19999999999999,-59.19999999999999,0.52,2022,3,20,22,4.72,126.0
,78,13012.52,7.661,2,118,29.5,44.0,94.5,50.5787855,-84.9106006,272,15.0,83.0,7.661,2022-03-20 22:54:58,10.0,-59.0,-59.0,0.92,2022,3,20,22,4.72,126.0
,83,13020.19,7.596,2,118,32.5,47.0,99.0,50.5788144,-84.9107047,348,11.5,77.0,7.596,2022-03-20 22:54:59,10.0,-58.60000000000002,-58.60000000000002,1.56,2022,3,20,22,4.72,126.0
,94,13027.84,7.498,2,117,32.5,53.0,98.5,50.5788463,-84.9108069,299,12.5,78.0,7.498,2022-03-20 22:55:00,10.0,-58.39999999999998,-58.39999999999998,2.18,2022,3,20,22,4.72,126.0
,95,13035.55,7.618,2,118,30.0,46.0,96.0,50.5788775,-84.9109103,287,22.5,86.0,7.618,2022-03-20 22:55:01,10.0,-58.60000000000002,-58.60000000000002,2.58,2022,3,20,22,4.72,126.0
,95,13043.19,7.615,2,119,28.0,39.0,93.5,50.5789078,-84.9110132,275,32.0,94.0,7.615,2022-03-20 22:55:02,10.0,-58.80000000000001,-58.80000000000001,2.3,2022,3,20,22,4.72,126.0
,96,13050.93,7.769,2,120,28.0,44.0,93.5,50.5789405,-84.9111162,276,31.5,90.5,7.769,2022-03-20 22:55:03,10.0,-58.80000000000001,-58.80000000000001,1.27,2022,3,20,22,4.72,126.0
,96,13058.9,7.761,2,119,29.0,56.0,94.5,50.5789757,-84.9112216,350,24.5,80.5,7.761,2022-03-20 22:55:04,10.0,-59.0,-59.0,0.02,2022,3,20,22,4.72,126.0
,98,13066.66,7.872,2,119,27.0,54.0,96.0,50.5790079,-84.9113253,387,24.5,80.5,7.872,2022-03-20 22:55:05,10.0,-59.0,-59.0,-0.93,2022,3,20,22,4.72,126.0
,99,13074.34,7.716,2,118,24.5,52.0,89.5,50.5790417,-84.9114268,276,26.0,91.0,7.716,2022-03-20 22:55:06,10.0,-59.19999999999999,-59.19999999999999,-1.31,2022,3,20,22,4.72,126.0
,97,13082.01,7.633,2,119,23.0,52.0,85.5,50.5790755,-84.9115281,303,27.0,97.5,7.633,2022-03-20 22:55:07,10.0,-59.19999999999999,-59.19999999999999,-1.28,2022,3,20,22,4.72,126.0
,97,13089.72,7.714,2,119,25.5,53.0,89.0,50.5791093,-84.91163,364,27.5,96.5,7.714,2022-03-20 22:55:08,10.0,-59.19999999999999,-59.19999999999999,-1.25,2022,3,20,22,4.72,126.0
,96,13097.46,7.689,2,118,33.5,50.0,98.0,50.5791419,-84.9117332,409,28.5,93.0,7.689,2022-03-20 22:55:09,10.0,-59.0,-59.0,-0.89,2022,3,20,22,4.72,126.0
,97,13105.11,7.594,2,118,25.5,52.0,89.5,50.5791728,-84.9118359,289,29.0,97.0,7.594,2022-03-20 22:55:10,10.0,-59.19999999999999,-59.19999999999999,-0.26,2022,3,20,22,4.72,126.0
,97,13112.77,7.584,2,118,27.5,50.0,92.5,50.5792056,-84.9119376,334,25.0,85.5,7.584,2022-03-20 22:55:11,10.0,-59.0,-59.0,0.0,2022,3,20,22,4.72,126.0
,96,13120.17,7.611,2,118,28.5,49.0,94.5,50.5792348,-84.9120374,350,24.0,82.0,7.611,2022-03-20 22:55:12,10.0,-59.0,-59.0,0.19,2022,3,20,22,4.72,126.0
,96,13127.79,7.678,2,118,26.0,51.0,91.0,50.5792647,-84.9121401,368,28.0,95.0,7.678,2022-03-20 22:55:13,10.0,-58.39999999999998,-58.39999999999998,0.94,2022,3,20,22,4.72,126.0
,97,13135.92,7.649,2,117,26.0,46.0,91.0,50.5792973,-84.9122494,318,28.0,95.0,7.649,2022-03-20 22:55:14,10.0,-58.19999999999999,-58.19999999999999,1.86,2022,3,20,22,4.72,126.0
,97,13143.5,7.683,2,117,21.5,49.0,80.0,50.5793278,-84.9123513,295,26.5,94.5,7.683,2022-03-20 22:55:15,10.0,-58.39999999999998,-58.39999999999998,2.05,2022,3,20,22,4.72,126.0
,96,13151.35,7.775,2,116,26.5,50.0,89.5,50.5793607,-84.912456,374,26.5,87.0,7.775,2022-03-20 22:55:16,10.0,-58.19999999999999,-58.19999999999999,1.95,2022,3,20,22,4.72,126.0
,97,13159.15,7.814,2,116,26.5,50.0,92.0,50.5793911,-84.9125612,384,26.0,89.5,7.814,2022-03-20 22:55:17,10.0,-58.19999999999999,-58.19999999999999,2.16,2022,3,20,22,4.72,126.0
,98,13166.95,7.86,2,116,24.0,49.0,90.0,50.5794227,-84.912666,346,26.0,95.0,7.86,2022-03-20 22:55:18,10.0,-58.0,-58.0,1.69,2022,3,20,22,4.72,126.0
,98,13174.74,7.724,2,116,26.0,49.0,92.5,50.5794538,-84.9127707,311,27.5,94.0,7.724,2022-03-20 22:55:19,10.0,-58.0,-58.0,0.54,2022,3,20,22,4.72,126.0
,99,13182.62,7.791,2,116,25.0,48.0,88.5,50.5794829,-84.912878,278,29.5,94.0,7.791,2022-03-20 22:55:20,10.0,-58.0,-58.0,0.44,2022,3,20,22,4.72,126.0
,98,13190.33,7.762,2,116,26.0,49.0,89.5,50.5795086,-84.9129842,339,27.0,93.0,7.762,2022-03-20 22:55:21,10.0,-58.0,-58.0,0.88,2022,3,20,22,4.72,126.0
,99,13197.86,7.661,2,116,26.5,50.0,91.5,50.579534,-84.9130878,369,24.0,91.5,7.661,2022-03-20 22:55:22,10.0,-57.80000000000001,-57.80000000000001,0.63,2022,3,20,22,4.72,126.0
,100,13205.45,7.697,2,117,27.0,50.0,93.0,50.5795617,-84.913191,308,23.0,87.5,7.697,2022-03-20 22:55:23,10.0,-57.60000000000002,-57.60000000000002,0.74,2022,3,20,22,4.72,126.0
,100,13213.56,7.836,2,117,26.5,50.0,92.5,50.5795972,-84.9132982,284,23.0,87.0,7.836,2022-03-20 22:55:24,10.0,-57.19999999999999,-57.19999999999999,1.48,2022,3,20,22,4.72,126.0
