cadence,calories,power,timestamp,battery_soc,heart_rate,left_right_balance,temperature,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
91,96,356,2022-11-19 21:03:51,,118.0,37.0,7.0,32.5,89.5,33.0,94.5,2894.05,5.587,2.0,50.5422506,-84.8270819,5.587,1.8000000000000114,9.0,12.0,1.8000000000000114,0.0,2022,11,19,21,4.75,139.0
92,96,320,2022-11-19 21:03:52,,117.0,41.0,7.0,23.5,72.0,25.5,82.0,2900.17,6.025,2.0,50.5422934,-84.8271472,6.025,1.8000000000000114,9.0,12.0,1.8000000000000114,0.0,2022,11,19,21,4.75,139.0
97,96,333,2022-11-19 21:03:53,,118.0,55.0,7.0,31.5,96.5,21.5,71.5,2906.59,6.308,2.0,50.5423429,-84.8272173,6.308,1.8000000000000114,9.0,12.0,1.8000000000000114,0.0,2022,11,19,21,4.75,139.0
98,97,350,2022-11-19 21:03:54,,117.0,45.0,7.0,34.0,98.0,28.5,91.0,2913.53,6.761,2.0,50.5423939,-84.8272864,6.761,1.8000000000000114,9.0,12.0,1.8000000000000114,0.0,2022,11,19,21,4.75,139.0
99,97,440,2022-11-19 21:03:55,,115.0,40.0,7.0,40.0,99.0,31.0,97.0,2920.8,7.211,2.0,50.5424432,-84.827369,7.211,1.8000000000000114,9.0,12.0,1.8000000000000114,0.0,2022,11,19,21,4.75,139.0
96,98,433,2022-11-19 21:03:56,,114.0,44.0,7.0,41.0,100.0,29.5,94.0,2928.64,7.741,2.0,50.5424937,-84.8274608,7.741,2.0,9.0,12.0,2.0,0.0,2022,11,19,21,4.75,139.0
98,98,435,2022-11-19 21:03:57,,114.0,50.0,7.0,33.5,98.0,27.5,91.5,2936.56,7.924,2.0,50.5425437,-84.8275517,7.924,2.0,9.0,12.0,2.0,0.0,2022,11,19,21,4.75,139.0
101,99,430,2022-11-19 21:03:58,,113.0,54.0,7.0,26.0,87.0,31.0,95.5,2944.45,7.859,2.0,50.5425953,-84.827642,7.859,2.0,9.0,12.0,2.0,0.0,2022,11,19,21,4.75,139.0
102,99,269,2022-11-19 21:03:59,,112.0,57.0,7.0,22.5,80.5,28.5,86.0,2952.24,7.82,2.0,50.542652,-84.8277302,7.82,2.0,9.0,12.0,2.0,0.0,2022,11,19,21,4.75,139.0
89,99,252,2022-11-19 21:04:00,,111.0,50.0,7.0,20.5,74.5,25.5,79.0,2959.75,7.547,2.0,50.5427011,-84.8278138,7.547,2.1999999999999886,9.0,12.0,2.1999999999999886,0.0,2022,11,19,21,4.75,139.0
68,99,172,2022-11-19 21:04:01,,111.0,59.0,7.0,21.5,77.5,25.0,74.5,2966.52,6.946,2.0,50.5427419,-84.8278934,6.946,2.1999999999999886,9.0,12.0,2.1999999999999886,0.0,2022,11,19,21,4.75,139.0
82,99,203,2022-11-19 21:04:02,,111.0,66.0,7.0,27.0,91.0,27.0,72.0,2973.21,6.635,2.0,50.542785,-84.8279686,6.635,2.3999999999999773,9.0,12.0,2.3999999999999773,0.0,2022,11,19,21,4.75,139.0
95,100,254,2022-11-19 21:04:03,,111.0,60.0,7.0,33.5,94.5,25.5,76.5,2980.1,6.905,2.0,50.542834,-84.8280484,6.905,2.3999999999999773,9.0,12.0,2.3999999999999773,0.0,2022,11,19,21,4.75,139.0
101,100,310,2022-11-19 21:04:04,,111.0,53.0,7.0,30.0,94.5,28.5,86.0,2987.11,7.088,2.0,50.5428799,-84.8281223,7.088,2.6000000000000227,9.0,12.0,2.6000000000000227,0.0,2022,11,19,21,4.75,139.0
93,100,323,2022-11-19 21:04:05,,111.0,54.0,7.0,27.5,91.5,28.5,88.5,2994.38,7.227,2.0,50.5429304,-84.8282049,7.227,2.6000000000000227,9.0,12.0,2.6000000000000227,0.0,2022,11,19,21,4.75,139.0
92,101,313,2022-11-19 21:04:06,,111.0,55.0,7.0,26.5,87.5,27.5,88.0,3001.62,7.271,2.0,50.5429794,-84.8282867,7.271,2.6000000000000227,9.0,12.0,2.6000000000000227,0.0,2022,11,19,21,4.75,139.0
93,101,293,2022-11-19 21:04:07,,111.0,56.0,7.0,25.0,83.5,26.0,87.5,3008.78,7.069,2.0,50.5430246,-84.8283698,7.069,2.8000000000000114,9.0,12.0,2.8000000000000114,0.0,2022,11,19,21,4.75,139.0
86,101,246,2022-11-19 21:04:08,,111.0,57.0,7.0,23.5,79.5,24.5,87.0,3016.18,7.343,2.0,50.543069,-84.8284605,7.343,2.8000000000000114,9.0,12.0,2.8000000000000114,0.0,2022,11,19,21,4.75,139.0
89,101,221,2022-11-19 21:04:09,,111.0,58.0,7.0,24.0,80.5,26.5,89.5,3023.9,7.608,2.0,50.5431137,-84.8285531,7.608,2.8000000000000114,9.0,12.0,2.8000000000000114,0.0,2022,11,19,21,4.75,139.0
96,102,287,2022-11-19 21:04:10,,110.0,60.0,7.0,24.5,82.5,28.5,92.0,3031.79,8.057,2.0,50.5431668,-84.8286451,8.057,2.8000000000000114,9.0,12.0,2.8000000000000114,0.0,2022,11,19,21,4.75,139.0
100,102,391,2022-11-19 21:04:11,,111.0,61.0,7.0,25.5,84.0,30.5,94.5,3040.29,8.366,2.0,50.543217,-84.8287455,8.366,3.0,9.0,12.0,3.0,0.0,2022,11,19,21,4.75,139.0
101,102,392,2022-11-19 21:04:12,,111.0,62.0,7.0,26.0,86.0,32.5,97.5,3048.68,8.338,2.0,50.543269,-84.8288437,8.338,3.0,9.0,12.0,3.0,0.0,2022,11,19,21,4.75,139.0
102,103,394,2022-11-19 21:04:13,,110.0,63.0,7.0,24.5,83.0,28.5,93.5,3057.24,8.291,2.0,50.5433281,-84.8289384,8.291,3.0,9.0,12.0,3.0,0.0,2022,11,19,21,4.75,139.0
102,103,388,2022-11-19 21:04:14,,110.0,50.0,7.0,23.5,80.0,24.0,89.0,3065.57,8.308,2.0,50.5433831,-84.8290355,8.308,3.0,9.0,12.0,3.0,0.0,2022,11,19,21,4.75,139.0
100,103,385,2022-11-19 21:04:15,,109.0,41.0,7.0,20.5,72.0,21.5,86.5,3073.58,7.879,2.0,50.5434398,-84.8291255,7.879,3.0,9.0,12.0,3.0,0.0,2022,11,19,21,4.75,139.0
98,104,383,2022-11-19 21:04:16,,109.0,42.0,7.0,19.0,62.5,21.0,85.0,3081.21,6.919,2.0,50.5434886,-84.8292158,6.919,3.1999999999999886,9.0,12.0,3.1999999999999886,0.0,2022,11,19,21,4.75,139.0
54,104,241,2022-11-19 21:04:17,,110.0,53.0,7.0,29.5,75.0,19.5,75.5,3088.09,6.679,2.0,50.5435296,-84.829298,6.679,3.3999999999999773,9.0,12.0,3.3999999999999773,0.0,2022,11,19,21,4.75,139.0
46,104,199,2022-11-19 21:04:18,,110.0,65.0,7.0,39.5,87.5,18.0,66.5,3095.1,7.196,2.0,50.5435725,-84.8293796,7.196,3.3999999999999773,9.0,12.0,3.3999999999999773,0.0,2022,11,19,21,4.75,139.0
65,104,188,2022-11-19 21:04:19,,109.0,76.0,7.0,33.5,95.5,8.0,83.5,3102.48,7.52,2.0,50.5436235,-84.8294615,7.52,3.3999999999999773,9.0,12.0,3.3999999999999773,0.0,2022,11,19,21,4.75,139.0
91,105,356,2022-11-19 21:04:20,,109.0,64.0,7.0,25.0,94.0,5.0,99.0,3110.27,7.843,2.0,50.543678,-84.8295453,7.843,3.6000000000000227,9.0,12.0,3.6000000000000227,0.0,2022,11,19,21,4.75,139.0
93,105,326,2022-11-19 21:04:21,,108.0,52.0,7.0,22.5,82.0,16.5,96.5,3118.23,7.851,2.0,50.5437322,-84.8296356,7.851,3.6000000000000227,9.0,12.0,3.6000000000000227,0.0,2022,11,19,21,4.75,139.0
93,105,267,2022-11-19 21:04:22,,108.0,53.0,7.0,19.5,70.0,28.5,93.5,3125.98,7.765,2.0,50.5437855,-84.8297241,7.765,3.6000000000000227,9.0,12.0,3.6000000000000227,0.0,2022,11,19,21,4.75,139.0
76,105,223,2022-11-19 21:04:23,,109.0,54.0,7.0,20.0,70.0,27.0,87.5,3133.62,7.434,2.0,50.5438356,-84.8298061,7.434,3.6000000000000227,9.0,12.0,3.6000000000000227,0.0,2022,11,19,21,4.75,139.0
51,105,192,2022-11-19 21:04:24,,108.0,56.0,7.0,20.5,70.5,24.5,81.5,3140.77,6.86,2.0,50.5438854,-84.8298872,6.86,3.8000000000000114,9.0,12.0,3.8000000000000114,0.0,2022,11,19,21,4.75,139.0
26,105,160,2022-11-19 21:04:25,,109.0,64.0,7.0,20.5,70.5,22.5,75.0,3147.36,6.299,2.0,50.5439307,-84.8299597,6.299,3.8000000000000114,9.0,12.0,3.8000000000000114,0.0,2022,11,19,21,4.75,139.0
2,105,0,2022-11-19 21:04:26,,109.0,76.0,7.0,21.5,72.0,20.0,69.5,3153.41,5.67,2.0,50.5439728,-84.8300278,5.67,3.8000000000000114,9.0,12.0,3.8000000000000114,0.0,2022,11,19,21,4.75,139.0
7,105,0,2022-11-19 21:04:27,,109.0,87.0,7.0,24.0,78.5,18.5,65.5,3157.9,3.634,2.0,50.5440024,-84.8300796,3.634,4.0,9.0,12.0,4.0,0.0,2022,11,19,21,4.75,139.0
17,105,6,2022-11-19 21:04:28,,108.0,99.0,7.0,26.5,85.0,17.0,61.5,3160.68,2.171,2.0,50.5440195,-84.8301118,2.171,4.199999999999989,9.0,12.0,4.199999999999989,0.0,2022,11,19,21,4.75,139.0
23,105,15,2022-11-19 21:04:29,,107.0,93.0,7.0,29.5,89.5,16.5,64.5,3162.44,1.213,2.0,50.5440331,-84.83013,1.213,4.199999999999989,9.0,12.0,4.199999999999989,0.0,2022,11,19,21,4.75,139.0
30,106,23,2022-11-19 21:04:30,,106.0,85.0,7.0,32.5,92.5,17.0,69.5,3164.48,1.785,2.0,50.5440478,-84.8301522,1.785,4.399999999999977,9.0,12.0,4.399999999999977,0.0,2022,11,19,21,4.75,139.0
36,106,32,2022-11-19 21:04:31,,107.0,77.0,7.0,35.5,96.0,17.0,75.0,3167.47,3.191,2.0,50.5440665,-84.8301896,3.191,4.399999999999977,9.0,12.0,4.399999999999977,0.25,2022,11,19,21,4.75,139.0
64,106,151,2022-11-19 21:04:32,,106.0,69.0,7.0,38.0,99.0,17.5,80.5,3171.69,4.65,2.0,50.5440923,-84.8302393,4.65,4.399999999999977,9.0,13.0,4.399999999999977,2.25,2022,11,19,21,4.75,139.0
90,106,257,2022-11-19 21:04:33,,107.0,65.0,7.0,38.0,100.0,22.5,87.0,3177.26,5.439,2.0,50.5441302,-84.830302,5.439,4.399999999999977,9.0,13.0,4.399999999999977,2.37,2022,11,19,21,4.75,139.0
98,107,432,2022-11-19 21:04:34,,106.0,60.0,7.0,36.5,100.0,29.5,94.0,3183.22,5.991,2.0,50.5441737,-84.8303599,5.991,4.199999999999989,9.0,13.0,4.199999999999989,0.0,2022,11,19,21,4.75,139.0
97,107,370,2022-11-19 21:04:35,,106.0,57.0,7.0,34.0,98.5,35.5,100.0,3190.14,6.545,2.0,50.5442272,-84.8304325,6.545,4.199999999999989,9.0,13.0,4.199999999999989,0.0,2022,11,19,21,4.75,139.0
96,108,364,2022-11-19 21:04:36,,107.0,54.0,7.0,26.0,91.0,39.5,100.0,3197.11,6.831,2.0,50.5442771,-84.8305051,6.831,4.199999999999989,9.0,13.0,4.199999999999989,0.0,2022,11,19,21,4.75,139.0
98,108,363,2022-11-19 21:04:37,,107.0,53.0,7.0,28.0,89.5,32.0,95.5,3204.14,7.048,2.0,50.5443274,-84.8305802,7.048,4.199999999999989,9.0,13.0,4.199999999999989,0.0,2022,11,19,21,4.75,139.0
98,108,358,2022-11-19 21:04:38,,106.0,51.0,7.0,25.5,86.5,27.0,89.5,3211.27,7.168,2.0,50.5443782,-84.8306618,7.168,4.199999999999989,9.0,13.0,4.199999999999989,0.0,2022,11,19,21,4.75,139.0
95,109,346,2022-11-19 21:04:39,,106.0,50.0,7.0,25.5,86.5,26.5,90.0,3218.91,7.636,2.0,50.5444302,-84.83075,7.636,4.199999999999989,9.0,13.0,4.199999999999989,0.0,2022,11,19,21,4.75,139.0
99,109,339,2022-11-19 21:04:40,,106.0,50.0,7.0,28.0,90.0,28.5,95.0,3227.23,8.008,2.0,50.5444741,-84.8308553,8.008,4.199999999999989,9.0,13.0,4.199999999999989,0.0,2022,11,19,21,4.75,139.0
101,109,343,2022-11-19 21:04:41,83.0,106.0,50.0,7.0,26.0,88.5,28.0,89.0,3235.58,8.061,2.0,50.5445282,-84.8309492,8.061,4.0,9.0,13.0,4.0,0.0,2022,11,19,21,4.75,139.0
102,110,328,2022-11-19 21:04:42,,107.0,52.0,7.0,26.0,87.0,26.5,85.5,3243.78,7.987,2.0,50.544578,-84.8310468,7.987,4.0,9.0,13.0,4.0,0.0,2022,11,19,21,4.75,139.0
102,110,264,2022-11-19 21:04:43,,106.0,55.0,7.0,26.0,85.0,24.5,82.5,3252.01,8.102,2.0,50.5446292,-84.8311401,8.102,4.0,9.0,13.0,4.0,0.0,2022,11,19,21,4.75,139.0
102,110,264,2022-11-19 21:04:44,,106.0,46.0,7.0,25.5,82.0,23.5,85.0,3260.36,8.177,2.0,50.5446836,-84.8312398,8.177,4.199999999999989,9.0,13.0,4.199999999999989,0.0,2022,11,19,21,4.75,139.0
103,110,264,2022-11-19 21:04:45,,106.0,44.0,7.0,25.0,79.5,23.0,89.0,3268.72,8.154,2.0,50.5447383,-84.8313382,8.154,4.199999999999989,9.0,13.0,4.199999999999989,0.0,2022,11,19,21,4.75,139.0
103,111,263,2022-11-19 21:04:46,,106.0,52.0,7.0,30.0,85.5,19.5,73.5,3276.77,8.165,2.0,50.544791,-84.8314293,8.165,4.199999999999989,9.0,13.0,4.199999999999989,0.0,2022,11,19,21,4.75,139.0
103,111,263,2022-11-19 21:04:47,,105.0,51.0,7.0,30.0,87.5,20.5,75.0,3285.24,8.177,2.0,50.5448414,-84.8315301,8.177,4.199999999999989,9.0,13.0,4.199999999999989,0.0,2022,11,19,21,4.75,139.0
103,111,265,2022-11-19 21:04:48,,105.0,52.0,7.0,30.0,89.5,21.5,77.0,3293.8,8.211,2.0,50.5448923,-84.8316318,8.211,4.399999999999977,9.0,13.0,4.399999999999977,0.0,2022,11,19,21,4.75,139.0
102,111,278,2022-11-19 21:04:49,,106.0,53.0,7.0,30.5,91.5,23.0,79.0,3301.9,7.991,2.0,50.5449438,-84.8317292,7.991,4.399999999999977,9.0,13.0,4.399999999999977,0.0,2022,11,19,21,4.75,139.0
98,112,294,2022-11-19 21:04:50,,108.0,52.0,7.0,30.5,94.0,24.0,81.0,3310.05,8.071,2.0,50.545002,-84.8318201,8.071,4.399999999999977,9.0,13.0,4.399999999999977,0.0,2022,11,19,21,4.75,139.0
98,112,338,2022-11-19 21:04:51,,107.0,49.0,7.0,30.5,96.0,25.0,83.0,3318.26,8.303,2.0,50.545057,-84.8319118,8.303,4.399999999999977,9.0,13.0,4.399999999999977,0.0,2022,11,19,21,4.75,139.0
99,112,366,2022-11-19 21:04:52,,105.0,50.0,7.0,29.5,94.0,26.0,85.0,3326.67,8.366,2.0,50.5451122,-84.8320041,8.366,4.399999999999977,9.0,13.0,4.399999999999977,0.0,2022,11,19,21,4.75,139.0
99,113,355,2022-11-19 21:04:53,,105.0,51.0,7.0,28.0,91.0,26.5,86.5,3335.0,8.468,2.0,50.5451707,-84.8321014,8.468,4.399999999999977,9.0,13.0,4.399999999999977,0.0,2022,11,19,21,4.75,139.0
99,113,307,2022-11-19 21:04:54,,108.0,53.0,7.0,27.5,89.0,26.5,87.0,3343.5,8.397,2.0,50.5452289,-84.832194,8.397,4.600000000000023,9.0,13.0,4.600000000000023,0.0,2022,11,19,21,4.75,139.0
99,113,288,2022-11-19 21:04:55,,110.0,54.0,7.0,29.0,91.0,24.5,82.5,3351.68,8.378,2.0,50.5452832,-84.8322879,8.378,4.800000000000011,9.0,13.0,4.800000000000011,0.0,2022,11,19,21,4.75,139.0
99,114,274,2022-11-19 21:04:56,,111.0,55.0,7.0,31.0,93.0,22.5,78.0,3360.4,8.394,2.0,50.5453489,-84.8323755,8.394,5.0,9.0,13.0,5.0,0.0,2022,11,19,21,4.75,139.0
100,114,266,2022-11-19 21:04:57,,112.0,57.0,7.0,28.5,90.0,25.5,84.5,3368.71,8.435,2.0,50.5454079,-84.8324663,8.435,5.0,9.0,13.0,5.0,0.0,2022,11,19,21,4.75,139.0
100,114,261,2022-11-19 21:04:58,,114.0,56.0,7.0,24.5,85.0,29.0,88.0,3377.25,8.532,2.0,50.5454679,-84.8325586,8.532,5.199999999999989,9.0,13.0,5.199999999999989,0.0,2022,11,19,21,4.75,139.0
101,114,260,2022-11-19 21:04:59,,118.0,56.0,7.0,23.0,82.0,29.0,83.5,3385.54,8.506,2.0,50.5455262,-84.8326483,8.506,5.199999999999989,9.0,13.0,5.199999999999989,0.0,2022,11,19,21,4.75,139.0
101,115,262,2022-11-19 21:05:00,,118.0,55.0,7.0,26.0,87.0,22.5,80.5,3393.86,8.463,2.0,50.5455856,-84.8327382,8.463,5.399999999999977,9.0,13.0,5.399999999999977,0.0,2022,11,19,21,4.75,139.0
101,115,266,2022-11-19 21:05:01,,120.0,52.0,7.0,23.5,82.0,21.0,79.5,3402.37,8.364,2.0,50.5456492,-84.8328304,8.364,5.399999999999977,9.0,13.0,5.399999999999977,0.0,2022,11,19,21,4.75,139.0
100,115,264,2022-11-19 21:05:02,,121.0,50.0,7.0,26.0,85.0,22.0,80.5,3410.67,8.334,2.0,50.5457082,-84.8329212,8.334,5.600000000000023,9.0,13.0,5.600000000000023,0.0,2022,11,19,21,4.75,139.0
100,115,274,2022-11-19 21:05:03,,123.0,50.0,6.0,25.0,82.5,23.5,81.5,3418.88,8.164,2.0,50.5457654,-84.8330106,8.164,5.600000000000023,9.0,13.0,5.600000000000023,0.0,2022,11,19,21,4.75,139.0
98,116,270,2022-11-19 21:05:04,,125.0,52.0,6.0,21.0,77.5,24.0,82.0,3427.25,7.993,2.0,50.5458203,-84.8331056,7.993,5.800000000000011,9.0,13.0,5.800000000000011,0.0,2022,11,19,21,4.75,139.0
98,116,266,2022-11-19 21:05:05,,129.0,55.0,6.0,28.0,94.5,23.0,81.5,3435.53,8.167,2.0,50.5458722,-84.8332036,8.167,5.800000000000011,9.0,13.0,5.800000000000011,0.0,2022,11,19,21,4.75,139.0
96,116,271,2022-11-19 21:05:06,,129.0,58.0,6.0,27.0,91.5,25.0,82.0,3443.86,7.952,2.0,50.5459307,-84.8332933,7.952,5.800000000000011,9.0,13.0,5.800000000000011,0.12,2022,11,19,21,4.75,139.0
95,117,279,2022-11-19 21:05:07,,130.0,56.0,6.0,31.5,96.0,24.5,81.0,3451.67,7.921,2.0,50.5459861,-84.8333749,7.921,6.0,9.0,13.0,6.0,1.0,2022,11,19,21,4.75,139.0
94,117,291,2022-11-19 21:05:08,,129.0,56.0,6.0,32.5,99.0,27.0,86.5,3459.31,7.79,2.0,50.5460438,-84.8334579,7.79,6.0,9.0,13.0,6.0,0.94,2022,11,19,21,4.75,139.0
93,117,289,2022-11-19 21:05:09,,130.0,56.0,6.0,29.0,97.0,32.0,95.0,3467.15,7.803,2.0,50.5460983,-84.8335487,7.803,6.199999999999989,9.0,13.0,6.199999999999989,0.91,2022,11,19,21,4.75,139.0
93,117,291,2022-11-19 21:05:10,,130.0,55.0,6.0,28.0,96.0,29.5,91.5,3474.97,7.902,2.0,50.5461511,-84.8336381,7.902,6.399999999999977,9.0,13.0,6.399999999999977,0.91,2022,11,19,21,4.75,139.0
93,118,303,2022-11-19 21:05:11,,130.0,55.0,6.0,27.0,95.5,27.0,87.5,3483.19,7.916,2.0,50.5462037,-84.83373,7.916,6.600000000000023,9.0,13.0,6.600000000000023,1.01,2022,11,19,21,4.75,139.0
93,118,308,2022-11-19 21:05:12,,130.0,55.0,6.0,27.0,95.0,25.5,85.5,3490.77,7.694,2.0,50.5462577,-84.8338129,7.694,6.800000000000011,10.0,13.0,6.800000000000011,1.2,2022,11,19,21,4.75,139.0
93,118,317,2022-11-19 21:05:13,,130.0,57.0,6.0,27.5,95.5,26.5,87.5,3498.51,7.691,2.0,50.5463109,-84.8339012,7.691,7.0,10.0,13.0,7.0,1.44,2022,11,19,21,4.75,139.0
93,119,319,2022-11-19 21:05:14,,131.0,58.0,6.0,28.0,96.5,31.0,97.0,3506.21,7.64,2.0,50.5463628,-84.8339832,7.64,7.199999999999989,10.0,13.0,7.199999999999989,1.71,2022,11,19,21,4.75,139.0
94,119,298,2022-11-19 21:05:15,,132.0,56.0,6.0,27.5,96.0,31.0,97.0,3513.55,7.509,2.0,50.5464184,-84.8340622,7.509,7.199999999999989,10.0,13.0,7.199999999999989,1.92,2022,11,19,21,4.75,139.0
93,119,294,2022-11-19 21:05:16,,132.0,58.0,6.0,29.5,98.0,31.0,97.0,3521.77,7.721,2.0,50.5464727,-84.8341515,7.721,7.399999999999977,10.0,13.0,7.399999999999977,2.02,2022,11,19,21,4.75,139.0
93,120,277,2022-11-19 21:05:17,,133.0,54.0,6.0,29.5,95.5,30.5,95.5,3529.46,7.718,2.0,50.5465257,-84.8342396,7.718,7.399999999999977,11.0,13.0,7.399999999999977,2.03,2022,11,19,21,4.75,139.0
93,120,278,2022-11-19 21:05:18,,134.0,52.0,6.0,25.5,90.5,29.5,92.5,3537.33,7.811,2.0,50.5465777,-84.8343233,7.811,7.600000000000023,11.0,13.0,7.600000000000023,1.93,2022,11,19,21,4.75,139.0
94,120,278,2022-11-19 21:05:19,,135.0,49.0,6.0,18.5,93.5,28.0,89.5,3545.43,8.123,2.0,50.5466361,-84.8344147,8.123,7.800000000000011,11.0,13.0,7.800000000000011,1.81,2022,11,19,21,4.75,139.0
85,120,272,2022-11-19 21:05:20,,134.0,30.0,6.0,11.0,96.0,26.5,87.0,3553.4,8.017,2.0,50.5466895,-84.8345054,8.017,8.0,11.0,13.0,8.0,1.72,2022,11,19,21,4.75,139.0
51,121,236,2022-11-19 21:05:21,,133.0,12.0,6.0,3.5,98.5,25.0,84.5,3561.09,7.431,2.0,50.5467403,-84.834594,7.431,8.199999999999989,11.0,13.0,8.199999999999989,1.61,2022,11,19,21,4.75,139.0
44,121,219,2022-11-19 21:05:22,,134.0,9.0,6.0,1.0,98.0,23.5,81.0,3568.27,6.785,2.0,50.546792,-84.8346739,6.785,8.399999999999977,11.0,13.0,8.399999999999977,1.61,2022,11,19,21,4.75,139.0
38,121,201,2022-11-19 21:05:23,,135.0,12.0,6.0,3.0,94.0,22.5,77.0,3574.83,5.859,2.0,50.5468329,-84.8347465,5.859,8.600000000000023,11.0,13.0,8.600000000000023,1.67,2022,11,19,21,4.75,139.0
31,121,184,2022-11-19 21:05:24,,136.0,15.0,6.0,5.5,89.5,22.0,73.5,3579.9,4.785,2.0,50.5468683,-84.834806,4.785,8.600000000000023,12.0,13.0,8.600000000000023,1.78,2022,11,19,21,4.75,139.0
25,121,166,2022-11-19 21:05:25,,135.0,17.0,6.0,7.5,85.5,21.0,69.5,3584.01,3.802,2.0,50.5468987,-84.8348489,3.802,8.800000000000011,12.0,13.0,8.800000000000011,1.88,2022,11,19,21,4.75,139.0
19,121,149,2022-11-19 21:05:26,,137.0,20.0,6.0,9.5,81.5,20.0,65.5,3587.42,3.002,2.0,50.5469241,-84.8348834,3.002,8.800000000000011,12.0,13.0,8.800000000000011,1.97,2022,11,19,21,4.75,139.0
19,121,73,2022-11-19 21:05:27,,136.0,23.0,6.0,11.5,77.5,19.0,62.0,3590.15,2.419,2.0,50.5469421,-84.8349105,2.419,9.0,12.0,13.0,9.0,2.08,2022,11,19,21,4.75,139.0
36,121,33,2022-11-19 21:05:28,,136.0,25.0,6.0,14.0,73.0,18.0,58.0,3592.52,2.239,2.0,50.5469603,-84.8349378,2.239,9.0,12.0,13.0,9.0,2.18,2022,11,19,21,4.75,139.0
43,121,24,2022-11-19 21:05:29,,134.0,28.0,6.0,16.0,69.0,17.5,54.0,3595.06,2.582,2.0,50.5469786,-84.8349652,2.582,9.0,12.0,13.0,9.0,2.3,2022,11,19,21,4.75,139.0
48,121,40,2022-11-19 21:05:30,,134.0,31.0,6.0,18.0,65.0,16.5,50.5,3597.96,2.958,2.0,50.5469987,-84.8349944,2.958,9.0,12.0,13.0,9.0,2.42,2022,11,19,21,4.75,139.0
58,121,58,2022-11-19 21:05:31,,134.0,34.0,6.0,17.0,55.0,17.5,54.5,3601.0,2.96,2.0,50.5470241,-84.8350308,2.96,9.0,12.0,13.0,9.0,2.24,2022,11,19,21,4.75,139.0
55,121,62,2022-11-19 21:05:32,,135.0,45.0,6.0,15.0,47.5,18.5,62.0,3604.05,2.897,2.0,50.5470422,-84.8350652,2.897,9.0,12.0,13.0,9.0,1.87,2022,11,19,21,4.75,139.0
51,121,56,2022-11-19 21:05:33,,134.0,57.0,6.0,18.5,60.0,17.5,57.5,3606.87,2.729,2.0,50.5470598,-84.8350915,2.729,9.0,12.0,13.0,9.0,1.33,2022,11,19,21,4.75,139.0
51,121,47,2022-11-19 21:05:34,,133.0,45.0,6.0,15.0,48.0,10.5,40.0,3609.82,2.746,2.0,50.5470797,-84.8351238,2.746,9.0,12.0,13.0,9.0,0.0,2022,11,19,21,4.75,139.0
52,121,38,2022-11-19 21:05:35,,133.0,56.0,6.0,10.5,36.0,12.5,44.5,3613.3,2.896,2.0,50.5471023,-84.8351691,2.896,9.0,12.0,13.0,9.0,0.0,2022,11,19,21,4.75,139.0
53,121,38,2022-11-19 21:05:36,,132.0,60.0,6.0,13.0,43.0,13.5,45.5,3616.76,3.086,2.0,50.5471242,-84.8352128,3.086,9.0,12.0,13.0,9.0,0.0,2022,11,19,21,4.75,139.0
55,122,91,2022-11-19 21:05:37,,131.0,59.0,6.0,22.5,67.5,10.5,36.5,3620.3,3.28,2.0,50.5471414,-84.835253,3.28,9.0,12.0,13.0,9.0,0.0,2022,11,19,21,4.75,139.0
60,122,133,2022-11-19 21:05:38,,129.0,55.0,6.0,32.0,91.0,8.5,30.0,3624.0,3.677,2.0,50.5471561,-84.8353077,3.677,9.0,12.0,13.0,9.0,0.0,2022,11,19,21,4.75,139.0
67,122,234,2022-11-19 21:05:39,,131.0,49.0,6.0,32.5,94.5,28.5,86.0,3628.83,4.542,2.0,50.5471722,-84.8353704,4.542,9.0,12.0,13.0,9.0,0.0,2022,11,19,21,4.75,139.0
79,122,363,2022-11-19 21:05:40,,130.0,49.0,6.0,33.5,98.0,38.0,99.5,3635.35,6.012,2.0,50.5471833,-84.8354681,6.012,9.0,12.0,13.0,9.0,0.0,2022,11,19,21,4.75,139.0
90,123,428,2022-11-19 21:05:41,82.0,130.0,49.0,6.0,32.5,99.5,39.0,100.0,3641.7,6.268,2.0,50.5472063,-84.83555,6.268,8.800000000000011,12.0,13.0,8.800000000000011,0.0,2022,11,19,21,4.75,139.0
95,123,383,2022-11-19 21:05:42,,129.0,47.0,6.0,30.5,98.0,36.5,100.0,3648.69,6.785,2.0,50.5472482,-84.8356338,6.785,8.800000000000011,12.0,13.0,8.800000000000011,0.0,2022,11,19,21,4.75,139.0
94,123,351,2022-11-19 21:05:43,,127.0,46.0,6.0,29.0,95.5,35.5,100.0,3655.93,7.104,2.0,50.547294,-84.8357234,7.104,8.800000000000011,12.0,13.0,8.800000000000011,0.0,2022,11,19,21,4.75,139.0
92,124,324,2022-11-19 21:05:44,,127.0,49.0,6.0,27.0,88.5,32.5,96.0,3663.38,7.406,2.0,50.547341,-84.8358082,7.406,8.600000000000023,12.0,13.0,8.600000000000023,0.0,2022,11,19,21,4.75,139.0
