cadence,calories,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,power,speed,timestamp,battery_soc,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,left_right_balance,temperature,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
0,17,1009.74,4.98,3,128,50.5284897,-84.783312,0,4.98,2023-05-17 14:54:38,,25.5,87.5,8.0,32.5,68.0,17.0,50.200000000000045,3.0,3.0,50.200000000000045,-0.35,2023,5,17,14,1.91,317.0
0,17,1015.27,5.419,3,128,50.5284619,-84.7833831,0,5.419,2023-05-17 14:54:39,,26.0,88.0,7.0,27.5,69.0,17.0,49.799999999999955,3.0,3.0,49.799999999999955,-0.95,2023,5,17,14,1.91,317.0
0,17,1019.94,4.875,3,127,50.5284434,-84.7834471,0,4.875,2023-05-17 14:54:40,,26.5,89.0,5.5,23.0,70.0,17.0,49.200000000000045,3.0,3.0,49.200000000000045,-1.52,2023,5,17,14,1.91,317.0
0,17,1026.69,6.231,3,127,50.528447,-84.7835381,0,6.231,2023-05-17 14:54:41,,27.0,90.0,4.0,18.0,71.0,17.0,49.0,3.0,3.0,49.0,-2.36,2023,5,17,14,1.91,317.0
16,17,1032.99,6.479,3,127,50.5284598,-84.7836337,10,6.479,2023-05-17 14:54:42,,27.5,91.0,3.0,13.0,72.0,17.0,48.60000000000002,3.0,4.0,48.60000000000002,-3.39,2023,5,17,14,1.91,317.0
59,18,1039.2,6.134,3,127,50.5284738,-84.7837191,54,6.134,2023-05-17 14:54:43,,28.0,92.0,1.5,8.5,74.0,17.0,48.60000000000002,3.0,4.0,48.60000000000002,-4.29,2023,5,17,14,1.91,317.0
75,18,1044.52,5.497,3,127,50.5284745,-84.7837931,211,5.497,2023-05-17 14:54:44,,30.5,95.5,10.0,39.5,66.0,17.0,48.60000000000002,3.0,4.0,48.60000000000002,-4.7,2023,5,17,14,1.91,317.0
81,18,1049.56,5.253,3,128,50.5284745,-84.7838719,272,5.253,2023-05-17 14:54:45,,32.5,98.5,23.5,89.5,59.0,17.0,48.60000000000002,3.0,5.0,48.60000000000002,-4.59,2023,5,17,14,1.91,317.0
88,18,1055.19,5.518,3,128,50.5284702,-84.7839457,299,5.518,2023-05-17 14:54:46,,30.5,95.0,23.0,89.0,56.0,17.0,48.799999999999955,3.0,5.0,48.799999999999955,-3.95,2023,5,17,14,1.91,317.0
91,19,1061.58,6.074,3,128,50.5284875,-84.7840386,298,6.074,2023-05-17 14:54:47,,28.5,91.0,23.0,88.5,53.0,17.0,49.0,3.0,5.0,49.0,-2.81,2023,5,17,14,1.91,317.0
92,19,1068.0,6.362,3,128,50.5284925,-84.7841291,267,6.362,2023-05-17 14:54:48,,26.5,87.5,22.5,88.0,55.0,17.0,49.200000000000045,3.0,5.0,49.200000000000045,-1.39,2023,5,17,14,1.91,317.0
88,19,1074.67,6.719,3,128,50.5285013,-84.7842273,247,6.719,2023-05-17 14:54:49,,27.5,90.0,23.0,86.5,55.0,17.0,49.39999999999998,3.0,5.0,49.39999999999998,-0.03,2023,5,17,14,1.91,317.0
89,19,1081.84,7.261,3,128,50.5285062,-84.7843296,265,7.261,2023-05-17 14:54:50,,27.0,93.0,24.5,86.5,49.0,17.0,49.60000000000002,4.0,5.0,49.60000000000002,1.08,2023,5,17,14,1.91,317.0
92,20,1089.44,7.396,3,128,50.5285107,-84.7844392,263,7.396,2023-05-17 14:54:51,,14.5,78.0,27.5,92.0,42.0,17.0,49.799999999999955,4.0,5.0,49.799999999999955,1.87,2023,5,17,14,1.91,317.0
91,20,1096.85,7.436,3,128,50.5285197,-84.784548,238,7.436,2023-05-17 14:54:52,,18.0,75.5,26.0,91.5,49.0,17.0,49.799999999999955,4.0,5.0,49.799999999999955,2.29,2023,5,17,14,1.91,317.0
89,20,1104.02,7.2,3,129,50.52852,-84.7846486,181,7.2,2023-05-17 14:54:53,,21.0,72.5,25.0,91.0,55.0,17.0,49.60000000000002,4.0,5.0,49.60000000000002,2.27,2023,5,17,14,1.91,317.0
82,20,1111.42,7.418,3,129,50.5285288,-84.784757,179,7.418,2023-05-17 14:54:54,,24.0,72.0,23.5,89.5,60.0,17.0,49.39999999999998,4.0,5.0,49.39999999999998,1.18,2023,5,17,14,1.91,317.0
82,20,1119.51,8.469,3,130,50.5285378,-84.7848747,199,8.469,2023-05-17 14:54:55,,25.0,77.5,22.5,86.0,62.0,17.0,48.60000000000002,4.0,5.0,48.60000000000002,0.1,2023,5,17,14,1.91,317.0
83,21,1127.41,8.155,3,131,50.5285382,-84.7849899,211,8.155,2023-05-17 14:54:56,,26.0,82.5,21.5,83.0,54.0,17.0,48.0,4.0,5.0,48.0,-0.37,2023,5,17,14,1.91,317.0
82,21,1135.46,7.882,3,131,50.5285466,-84.7851071,193,7.882,2023-05-17 14:54:57,,26.5,87.0,21.0,82.0,56.0,17.0,48.0,4.0,5.0,48.0,-1.55,2023,5,17,14,1.91,317.0
81,21,1143.64,7.673,3,131,50.528556,-84.7852206,190,7.673,2023-05-17 14:54:58,,25.5,86.5,20.0,79.5,57.0,17.0,48.200000000000045,4.0,6.0,48.200000000000045,-2.33,2023,5,17,14,1.91,317.0
80,21,1151.13,7.554,3,131,50.5285564,-84.7853306,184,7.554,2023-05-17 14:54:59,,23.5,82.5,19.0,77.0,58.0,17.0,48.39999999999998,4.0,6.0,48.39999999999998,-2.68,2023,5,17,14,1.91,317.0
80,21,1158.52,7.876,3,131,50.5285564,-84.7854357,177,7.876,2023-05-17 14:55:00,,22.0,82.0,20.0,81.0,57.0,17.0,48.39999999999998,4.0,6.0,48.39999999999998,-2.61,2023,5,17,14,1.91,317.0
81,22,1166.76,8.422,3,132,50.528565,-84.7855551,161,8.422,2023-05-17 14:55:01,,21.5,77.5,19.0,74.5,54.0,17.0,48.39999999999998,4.0,6.0,48.39999999999998,-1.35,2023,5,17,14,1.91,317.0
82,22,1175.23,8.106,3,132,50.5285743,-84.7856757,143,8.106,2023-05-17 14:55:02,,21.0,73.0,18.0,68.5,51.0,17.0,48.39999999999998,4.0,6.0,48.39999999999998,0.0,2023,5,17,14,1.91,317.0
77,22,1183.12,8.064,3,132,50.528579,-84.7857946,114,8.064,2023-05-17 14:55:03,,18.5,62.5,17.5,65.5,43.0,17.0,48.200000000000045,4.0,6.0,48.200000000000045,0.0,2023,5,17,14,1.91,317.0
55,22,1190.97,7.872,3,132,50.5285747,-84.7859043,83,7.872,2023-05-17 14:55:04,,15.5,51.5,17.0,64.0,40.0,17.0,48.200000000000045,4.0,6.0,48.200000000000045,0.0,2023,5,17,14,1.91,317.0
33,22,1199.43,8.158,3,132,50.5285921,-84.7860304,51,8.158,2023-05-17 14:55:05,,16.5,53.0,16.0,59.0,42.0,17.0,48.0,4.0,6.0,48.0,0.0,2023,5,17,14,1.91,317.0
10,22,1207.9,8.474,3,132,50.5285928,-84.7861484,20,8.474,2023-05-17 14:55:06,,17.0,54.5,14.5,54.0,45.0,17.0,47.799999999999955,4.0,6.0,47.799999999999955,0.0,2023,5,17,14,1.91,317.0
0,22,1217.67,8.779,3,132,50.5286234,-84.7862846,0,8.779,2023-05-17 14:55:07,,18.0,56.0,13.0,48.5,48.0,17.0,47.60000000000002,4.0,7.0,47.60000000000002,-0.38,2023,5,17,14,1.91,317.0
0,22,1226.13,7.881,3,132,50.5286464,-84.786403,0,7.881,2023-05-17 14:55:08,,18.5,57.0,11.5,43.5,51.0,17.0,46.799999999999955,4.0,7.0,46.799999999999955,-1.16,2023,5,17,14,1.91,317.0
0,22,1233.69,7.319,3,132,50.5286649,-84.7865134,0,7.319,2023-05-17 14:55:09,,19.5,58.5,10.5,38.5,54.0,17.0,46.200000000000045,4.0,7.0,46.200000000000045,-1.9,2023,5,17,14,1.91,317.0
0,22,1240.66,6.864,3,132,50.5286919,-84.7866051,0,6.864,2023-05-17 14:55:10,,20.0,60.0,9.0,33.0,57.0,17.0,45.60000000000002,4.0,8.0,45.60000000000002,-2.76,2023,5,17,14,1.91,317.0
0,22,1247.08,5.961,3,132,50.5287279,-84.7866784,0,5.961,2023-05-17 14:55:11,,21.0,61.5,7.5,28.0,60.0,17.0,45.39999999999998,4.0,8.0,45.39999999999998,-3.64,2023,5,17,14,1.91,317.0
0,22,1252.64,4.981,3,132,50.5287731,-84.7867337,0,4.981,2023-05-17 14:55:12,,21.5,63.0,6.0,23.0,63.0,17.0,45.0,4.0,9.0,45.0,-4.39,2023,5,17,14,1.91,317.0
0,22,1257.59,4.323,3,132,50.5288227,-84.7867619,0,4.323,2023-05-17 14:55:13,,22.5,64.5,5.0,18.0,66.0,17.0,45.0,4.0,9.0,45.0,-4.88,2023,5,17,14,1.91,317.0
0,22,1262.45,4.657,3,133,50.528869,-84.7867984,0,4.657,2023-05-17 14:55:14,,23.0,66.0,3.5,12.5,69.0,17.0,44.799999999999955,4.0,10.0,44.799999999999955,-5.09,2023,5,17,14,1.91,317.0
5,22,1266.84,4.218,3,132,50.5289099,-84.7868258,0,4.218,2023-05-17 14:55:15,,24.0,67.5,2.0,7.5,71.0,17.0,44.60000000000002,4.0,10.0,44.60000000000002,-5.08,2023,5,17,14,1.91,317.0
22,22,1271.1,4.197,2,131,50.528951,-84.7868532,9,4.197,2023-05-17 14:55:16,85.0,24.5,69.0,0.5,2.5,74.0,17.0,44.39999999999998,4.0,10.0,44.39999999999998,-4.87,2023,5,17,14,1.91,317.0
42,22,1275.47,4.428,2,131,50.5289875,-84.7868893,105,4.428,2023-05-17 14:55:17,,23.5,76.0,0.0,43.0,67.0,17.0,44.200000000000045,4.0,10.0,44.200000000000045,-4.41,2023,5,17,14,1.91,317.0
36,22,1279.99,4.581,2,132,50.5290151,-84.7869432,109,4.581,2023-05-17 14:55:18,,22.5,84.5,0.0,100.0,57.0,17.0,44.0,4.0,10.0,44.0,-3.87,2023,5,17,14,1.91,317.0
29,22,1284.12,3.981,2,132,50.5290204,-84.787006,113,3.981,2023-05-17 14:55:19,,23.5,85.0,0.0,100.0,51.0,17.0,44.0,4.0,11.0,44.0,-3.47,2023,5,17,14,1.91,317.0
23,22,1288.06,3.79,2,132,50.5290294,-84.7870616,116,3.79,2023-05-17 14:55:20,,25.0,85.5,0.0,100.0,55.0,17.0,43.799999999999955,4.0,11.0,43.799999999999955,-3.3,2023,5,17,14,1.91,317.0
29,22,1292.45,4.216,2,131,50.529056,-84.7871161,122,4.216,2023-05-17 14:55:21,,26.5,86.0,0.0,100.0,58.0,17.0,43.60000000000002,4.0,11.0,43.60000000000002,-3.34,2023,5,17,14,1.91,317.0
46,23,1297.62,4.985,2,130,50.5290966,-84.7871621,130,4.985,2023-05-17 14:55:22,,24.0,84.0,7.0,83.0,57.0,17.0,43.60000000000002,4.0,11.0,43.60000000000002,-3.33,2023,5,17,14,1.91,317.0
52,23,1303.08,5.391,2,129,50.5291465,-84.7872077,216,5.391,2023-05-17 14:55:23,,20.5,81.5,17.0,65.5,54.0,17.0,43.60000000000002,4.0,11.0,43.60000000000002,-3.12,2023,5,17,14,1.91,317.0
59,23,1308.83,5.803,3,129,50.5292024,-84.7872426,242,5.803,2023-05-17 14:55:24,,21.5,83.5,20.0,81.5,52.0,17.0,43.60000000000002,4.0,11.0,43.60000000000002,-2.7,2023,5,17,14,1.91,317.0
64,23,1315.84,6.447,2,129,50.529273,-84.7872806,282,6.447,2023-05-17 14:55:25,,20.5,84.5,18.5,80.0,52.0,17.0,43.39999999999998,4.0,11.0,43.39999999999998,-2.28,2023,5,17,14,1.91,317.0
67,24,1322.61,6.488,2,130,50.5293413,-84.7873171,274,6.488,2023-05-17 14:55:26,,22.5,83.5,18.5,81.5,49.0,17.0,43.39999999999998,4.0,11.0,43.39999999999998,-1.9,2023,5,17,14,1.91,317.0
68,24,1329.5,6.667,2,130,50.5294097,-84.7873447,222,6.667,2023-05-17 14:55:27,,25.0,87.0,20.5,83.5,50.0,16.0,43.39999999999998,4.0,11.0,43.39999999999998,-1.53,2023,5,17,14,1.91,317.0
70,24,1335.86,6.456,2,130,50.5294727,-84.7873804,191,6.456,2023-05-17 14:55:28,,26.5,92.0,22.0,84.5,52.0,16.0,43.200000000000045,4.0,11.0,43.200000000000045,-1.21,2023,5,17,14,1.91,317.0
71,24,1342.86,6.861,2,130,50.5295417,-84.7874172,183,6.861,2023-05-17 14:55:29,,27.0,91.5,22.5,85.5,54.0,16.0,43.0,4.0,11.0,43.0,-1.02,2023,5,17,14,1.91,317.0
72,24,1350.04,7.139,2,129,50.5296142,-84.7874623,180,7.139,2023-05-17 14:55:30,,27.5,93.5,22.5,85.0,56.0,16.0,42.799999999999955,4.0,12.0,42.799999999999955,-1.02,2023,5,17,14,1.91,317.0
73,25,1357.28,7.353,2,130,50.5296868,-84.787499,186,7.353,2023-05-17 14:55:31,,27.5,92.5,22.5,85.0,55.0,16.0,42.60000000000002,4.0,12.0,42.60000000000002,-1.21,2023,5,17,14,1.91,317.0
74,25,1364.52,7.18,2,131,50.5297555,-84.7875443,182,7.18,2023-05-17 14:55:32,,27.5,90.0,23.0,85.5,56.0,16.0,42.39999999999998,4.0,12.0,42.39999999999998,-1.47,2023,5,17,14,1.91,317.0
74,25,1371.77,7.194,2,130,50.5298281,-84.787581,176,7.194,2023-05-17 14:55:33,,26.0,88.0,24.5,86.5,58.0,16.0,42.39999999999998,4.0,12.0,42.39999999999998,-1.71,2023,5,17,14,1.91,317.0
74,25,1378.73,7.086,2,130,50.5298968,-84.7876263,171,7.086,2023-05-17 14:55:34,,25.0,86.0,23.0,83.5,57.0,16.0,42.39999999999998,4.0,12.0,42.39999999999998,-1.82,2023,5,17,14,1.91,317.0
74,25,1385.95,7.117,2,131,50.5299691,-84.7876629,163,7.117,2023-05-17 14:55:35,,24.5,84.0,21.0,80.5,58.0,16.0,42.39999999999998,4.0,12.0,42.39999999999998,-1.82,2023,5,17,14,1.91,317.0
74,25,1392.75,6.962,2,132,50.5300334,-84.7877082,163,6.962,2023-05-17 14:55:36,,25.5,86.0,19.5,75.0,59.0,16.0,42.39999999999998,4.0,13.0,42.39999999999998,-1.7,2023,5,17,14,1.91,317.0
74,26,1399.82,7.374,2,132,50.5301014,-84.7877537,164,7.374,2023-05-17 14:55:37,,27.0,89.5,19.0,70.5,58.0,16.0,42.200000000000045,4.0,13.0,42.200000000000045,-1.47,2023,5,17,14,1.91,317.0
74,26,1407.19,7.228,2,131,50.5301785,-84.7877904,166,7.228,2023-05-17 14:55:38,,26.0,90.0,19.5,73.5,57.0,16.0,42.200000000000045,4.0,13.0,42.200000000000045,-1.19,2023,5,17,14,1.91,317.0
74,26,1414.49,7.197,2,131,50.5302502,-84.7878262,169,7.197,2023-05-17 14:55:39,,25.5,90.0,20.5,77.0,60.0,16.0,42.200000000000045,4.0,13.0,42.200000000000045,-0.57,2023,5,17,14,1.91,317.0
75,26,1421.54,7.189,2,131,50.5303185,-84.7878711,172,7.189,2023-05-17 14:55:40,,25.0,85.5,19.5,75.0,54.0,16.0,42.200000000000045,4.0,13.0,42.200000000000045,0.0,2023,5,17,14,1.91,317.0
75,26,1428.87,7.315,2,130,50.5303925,-84.7879087,176,7.315,2023-05-17 14:55:41,,24.5,84.0,20.0,77.0,53.0,16.0,42.200000000000045,4.0,13.0,42.200000000000045,0.0,2023,5,17,14,1.91,317.0
76,26,1436.07,7.326,2,130,50.5304608,-84.7879538,181,7.326,2023-05-17 14:55:42,,24.0,84.0,21.5,80.0,52.0,16.0,42.200000000000045,4.0,13.0,42.200000000000045,0.0,2023,5,17,14,1.91,317.0
76,27,1443.22,6.865,2,130,50.5305335,-84.7879906,184,6.865,2023-05-17 14:55:43,,24.0,81.5,21.5,78.5,51.0,16.0,42.39999999999998,4.0,13.0,42.39999999999998,0.0,2023,5,17,14,1.91,317.0
77,27,1450.46,7.337,2,130,50.5306012,-84.7880353,186,7.337,2023-05-17 14:55:44,,24.5,79.0,21.0,77.0,52.0,16.0,42.39999999999998,4.0,13.0,42.39999999999998,0.0,2023,5,17,14,1.91,317.0
77,27,1458.1,7.395,2,130,50.5306784,-84.7880722,189,7.395,2023-05-17 14:55:45,,24.5,76.0,21.0,75.5,52.0,16.0,42.39999999999998,4.0,13.0,42.39999999999998,0.0,2023,5,17,14,1.91,317.0
77,27,1465.37,6.847,2,131,50.5307564,-84.7881089,194,6.847,2023-05-17 14:55:46,,25.0,78.5,21.0,75.5,52.0,16.0,42.39999999999998,4.0,13.0,42.39999999999998,0.0,2023,5,17,14,1.91,317.0
76,27,1472.77,7.072,2,131,50.5308301,-84.7881368,193,7.072,2023-05-17 14:55:47,,26.0,84.0,21.0,76.0,53.0,16.0,42.60000000000002,4.0,13.0,42.60000000000002,0.0,2023,5,17,14,1.91,317.0
75,28,1479.95,7.245,2,132,50.5309019,-84.7881725,184,7.245,2023-05-17 14:55:48,,27.0,90.0,21.5,76.5,53.0,16.0,42.60000000000002,4.0,13.0,42.60000000000002,0.0,2023,5,17,14,1.91,317.0
75,28,1487.53,7.25,2,132,50.5309795,-84.7882091,185,7.25,2023-05-17 14:55:49,,28.5,96.0,21.5,77.5,54.0,16.0,42.60000000000002,4.0,13.0,42.60000000000002,0.0,2023,5,17,14,1.91,317.0
75,28,1494.72,7.282,2,133,50.5310505,-84.7882531,192,7.282,2023-05-17 14:55:50,,28.0,97.0,21.5,77.5,54.0,16.0,42.60000000000002,4.0,13.0,42.60000000000002,0.0,2023,5,17,14,1.91,317.0
74,28,1502.19,7.117,2,133,50.5311209,-84.7882998,205,7.117,2023-05-17 14:55:51,,27.0,91.5,23.0,83.5,54.0,16.0,42.39999999999998,4.0,13.0,42.39999999999998,0.0,2023,5,17,14,1.91,317.0
73,28,1509.46,7.273,2,133,50.5311892,-84.7883542,204,7.273,2023-05-17 14:55:52,,26.0,87.0,24.5,91.0,53.0,16.0,42.39999999999998,4.0,13.0,42.39999999999998,0.0,2023,5,17,14,1.91,317.0
73,29,1516.45,6.929,2,133,50.5312569,-84.7883996,218,6.929,2023-05-17 14:55:53,,27.5,92.5,24.5,92.0,52.0,16.0,42.39999999999998,4.0,13.0,42.39999999999998,0.0,2023,5,17,14,1.91,317.0
74,29,1523.39,6.907,2,133,50.5313247,-84.7884448,228,6.907,2023-05-17 14:55:54,,29.0,98.0,24.5,93.0,52.0,16.0,42.39999999999998,4.0,13.0,42.39999999999998,0.0,2023,5,17,14,1.91,317.0
74,29,1530.74,7.242,2,132,50.5313977,-84.7884819,232,7.242,2023-05-17 14:55:55,,27.5,95.0,25.5,94.5,51.0,16.0,42.60000000000002,4.0,13.0,42.60000000000002,0.0,2023,5,17,14,1.91,317.0
74,29,1537.84,7.03,2,132,50.5314662,-84.788527,230,7.03,2023-05-17 14:55:56,,27.0,94.5,27.0,95.5,52.0,16.0,42.60000000000002,4.0,13.0,42.60000000000002,0.0,2023,5,17,14,1.91,317.0
75,30,1545.1,7.481,2,131,50.5315373,-84.7885715,216,7.481,2023-05-17 14:55:57,,28.0,96.0,27.5,96.0,54.0,16.0,42.60000000000002,4.0,13.0,42.60000000000002,0.0,2023,5,17,14,1.91,317.0
75,30,1552.81,7.423,2,131,50.5316123,-84.7886096,220,7.423,2023-05-17 14:55:58,,28.0,95.0,26.5,93.5,56.0,16.0,42.60000000000002,4.0,13.0,42.60000000000002,0.0,2023,5,17,14,1.91,317.0
76,30,1560.07,7.407,2,131,50.5316851,-84.7886548,221,7.407,2023-05-17 14:55:59,,28.0,94.5,25.5,91.5,57.0,16.0,42.60000000000002,4.0,13.0,42.60000000000002,0.0,2023,5,17,14,1.91,317.0
76,30,1565.7,7.429,2,132,50.5317403,-84.7886827,220,7.429,2023-05-17 14:56:00,,27.5,94.0,24.5,89.0,54.0,16.0,42.60000000000002,4.0,13.0,42.60000000000002,0.0,2023,5,17,14,1.91,317.0
77,30,1574.61,7.259,2,132,50.5318297,-84.7887361,206,7.259,2023-05-17 14:56:01,,27.5,93.5,23.0,87.0,56.0,16.0,42.60000000000002,4.0,13.0,42.60000000000002,0.0,2023,5,17,14,1.91,317.0
77,31,1581.82,7.028,2,132,50.5318992,-84.7887735,203,7.028,2023-05-17 14:56:02,,28.0,93.5,22.5,86.5,55.0,16.0,42.60000000000002,4.0,13.0,42.60000000000002,0.0,2023,5,17,14,1.91,317.0
77,31,1588.82,6.753,2,133,50.5319714,-84.7888184,202,6.753,2023-05-17 14:56:03,,30.0,95.5,23.5,88.5,53.0,16.0,42.60000000000002,4.0,13.0,42.60000000000002,0.0,2023,5,17,14,1.91,317.0
76,31,1595.99,6.926,2,135,50.5320401,-84.7888553,190,6.926,2023-05-17 14:56:04,,31.5,97.5,24.0,91.0,56.0,16.0,42.60000000000002,4.0,13.0,42.60000000000002,0.0,2023,5,17,14,1.91,317.0
65,31,1602.71,6.648,2,136,50.5321077,-84.7888914,176,6.648,2023-05-17 14:56:05,,23.0,79.0,24.0,87.0,52.0,16.0,42.60000000000002,4.0,13.0,42.60000000000002,0.0,2023,5,17,14,1.91,317.0
47,31,1609.27,6.093,2,136,50.5321757,-84.7889276,161,6.093,2023-05-17 14:56:06,,18.5,69.5,23.5,84.0,51.0,16.0,42.799999999999955,4.0,13.0,42.799999999999955,0.0,2023,5,17,14,1.91,317.0
29,31,1615.19,5.645,2,136,50.5322317,-84.7889557,146,5.645,2023-05-17 14:56:07,,18.0,68.0,23.0,82.0,50.0,16.0,43.0,4.0,13.0,43.0,0.0,2023,5,17,14,1.91,317.0
12,31,1620.47,5.081,2,137,50.5322853,-84.7889826,131,5.081,2023-05-17 14:56:08,,18.0,67.0,22.5,80.0,50.0,16.0,43.0,4.0,13.0,43.0,0.0,2023,5,17,14,1.91,317.0
0,31,1625.52,4.577,2,137,50.5323364,-84.7890103,0,4.577,2023-05-17 14:56:09,,18.0,66.0,22.0,78.5,50.0,16.0,43.0,4.0,13.0,43.0,0.0,2023,5,17,14,1.91,317.0
0,31,1630.06,4.22,2,137,50.5323821,-84.7890376,0,4.22,2023-05-17 14:56:10,,17.5,64.5,21.5,76.5,49.0,16.0,43.0,4.0,13.0,43.0,0.0,2023,5,17,14,1.91,317.0
0,31,1634.37,3.862,2,137,50.5324277,-84.7890562,0,3.862,2023-05-17 14:56:11,,17.5,63.5,21.0,74.5,49.0,16.0,43.0,4.0,13.0,43.0,0.0,2023,5,17,14,1.91,317.0
0,31,1638.03,2.94,2,138,50.5324643,-84.7890656,0,2.94,2023-05-17 14:56:12,,17.0,62.0,20.5,73.0,49.0,16.0,43.0,4.0,13.0,43.0,0.0,2023,5,17,14,1.91,317.0
0,31,1640.97,2.424,2,138,50.5324965,-84.7890835,0,2.424,2023-05-17 14:56:13,,17.0,61.0,20.0,71.0,48.0,16.0,43.200000000000045,4.0,13.0,43.200000000000045,0.0,2023,5,17,14,1.91,317.0
0,31,1643.7,2.663,2,138,50.5325236,-84.7890928,0,2.663,2023-05-17 14:56:14,,17.0,60.0,19.5,69.0,48.0,16.0,43.39999999999998,5.0,13.0,43.39999999999998,0.55,2023,5,17,14,1.91,317.0
0,31,1646.45,2.165,2,139,50.5325512,-84.789102,0,2.165,2023-05-17 14:56:15,,16.5,58.5,19.0,67.5,48.0,16.0,43.60000000000002,5.0,13.0,43.60000000000002,1.43,2023,5,17,14,1.91,317.0
28,31,1648.63,1.765,2,139,50.5325742,-84.7891199,10,1.765,2023-05-17 14:56:16,,16.5,57.5,18.5,65.5,47.0,16.0,43.799999999999955,5.0,13.0,43.799999999999955,1.87,2023,5,17,14,1.91,317.0
27,31,1650.36,1.465,2,139,50.5325882,-84.7891206,18,1.465,2023-05-17 14:56:17,,16.0,56.5,18.0,63.5,47.0,17.0,44.0,5.0,13.0,44.0,2.62,2023,5,17,14,1.91,317.0
25,31,1652.28,1.895,2,138,50.5326105,-84.7891293,26,1.895,2023-05-17 14:56:18,,16.0,55.0,17.5,62.0,48.0,17.0,44.0,5.0,13.0,44.0,3.68,2023,5,17,14,1.91,317.0
24,31,1654.06,1.831,2,138,50.5326286,-84.7891383,37,1.831,2023-05-17 14:56:19,,16.0,57.0,17.5,62.0,49.0,17.0,44.200000000000045,5.0,13.0,44.200000000000045,4.89,2023,5,17,14,1.91,317.0
23,31,1655.56,1.566,2,137,50.5326427,-84.7891475,37,1.566,2023-05-17 14:56:20,,16.5,60.0,18.0,63.0,48.0,17.0,44.60000000000002,6.0,13.0,44.60000000000002,6.19,2023,5,17,14,1.91,317.0
23,31,1657.25,1.661,2,137,50.5326564,-84.7891653,37,1.661,2023-05-17 14:56:21,,16.0,59.5,18.5,64.5,47.0,17.0,44.799999999999955,6.0,13.0,44.799999999999955,7.5,2023,5,17,14,1.91,317.0
22,31,1658.96,1.695,2,136,50.5326701,-84.7891749,37,1.695,2023-05-17 14:56:22,,14.5,54.0,19.0,68.0,45.0,17.0,45.0,6.0,13.0,45.0,8.65,2023,5,17,14,1.91,317.0
17,31,1660.86,1.853,2,135,50.532688,-84.7891926,32,1.853,2023-05-17 14:56:23,,12.5,48.0,20.0,71.0,44.0,17.0,45.200000000000045,6.0,13.0,45.200000000000045,9.9,2023,5,17,14,1.91,317.0
0,31,1660.94,2.495,2,130,50.5327653,-84.7892203,0,2.495,2023-05-17 14:56:30,,20.0,68.5,20.5,73.5,24.0,17.0,45.39999999999998,7.0,13.0,45.39999999999998,0.0,2023,5,17,14,1.91,317.0
0,31,1663.54,2.693,2,131,50.5327923,-84.7892382,0,2.693,2023-05-17 14:56:31,,21.0,71.5,20.5,74.0,21.0,17.0,45.60000000000002,7.0,13.0,45.60000000000002,0.0,2023,5,17,14,1.91,317.0
0,31,1666.38,2.811,2,131,50.5328198,-84.7892652,0,2.811,2023-05-17 14:56:32,,22.5,75.0,20.5,74.5,19.0,17.0,46.0,7.0,13.0,46.0,0.0,2023,5,17,14,1.91,317.0
0,31,1668.91,2.603,2,131,50.5328424,-84.7892835,0,2.603,2023-05-17 14:56:33,,23.5,78.0,20.5,74.5,16.0,17.0,46.200000000000045,7.0,13.0,46.200000000000045,0.0,2023,5,17,14,1.91,317.0
6,31,1671.21,2.362,2,130,50.5328655,-84.7892932,1,2.362,2023-05-17 14:56:34,,24.5,81.0,21.0,75.0,13.0,17.0,46.39999999999998,7.0,13.0,46.39999999999998,1.72,2023,5,17,14,1.91,317.0
21,31,1673.48,2.301,2,129,50.5328881,-84.7893022,35,2.301,2023-05-17 14:56:35,,25.5,84.0,21.0,75.5,53.0,17.0,46.39999999999998,8.0,13.0,46.39999999999998,4.15,2023,5,17,14,1.91,317.0
28,31,1676.42,2.771,2,128,50.5329196,-84.7893026,57,2.771,2023-05-17 14:56:36,,27.0,87.0,21.0,75.5,83.0,17.0,46.39999999999998,8.0,13.0,46.39999999999998,4.32,2023,5,17,14,1.91,317.0
35,32,1679.32,2.875,2,127,50.5329515,-84.7892939,79,2.875,2023-05-17 14:56:37,,28.0,90.0,21.0,76.0,52.0,17.0,46.60000000000002,8.0,13.0,46.60000000000002,4.6,2023,5,17,14,1.91,317.0
45,32,1682.86,3.364,2,126,50.5329747,-84.7892584,125,3.364,2023-05-17 14:56:38,,24.5,76.0,25.0,91.5,22.0,17.0,46.799999999999955,8.0,13.0,46.799999999999955,5.08,2023,5,17,14,1.91,317.0
56,32,1686.64,3.692,2,125,50.5329842,-84.7892048,145,3.692,2023-05-17 14:56:39,,26.0,84.0,19.5,77.5,57.0,17.0,47.200000000000045,9.0,13.0,47.200000000000045,5.4,2023,5,17,14,1.91,317.0
68,32,1690.59,3.872,2,124,50.5329934,-84.7891497,228,3.872,2023-05-17 14:56:40,,28.0,94.5,16.0,64.0,61.0,17.0,47.39999999999998,9.0,13.0,47.39999999999998,5.36,2023,5,17,14,1.91,317.0
