cadence,calories,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,power,speed,timestamp,battery_soc,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,left_right_balance,temperature,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
87,55,2078.95,3.832,3,136,50.5348909,-84.7856277,244,3.832,2023-05-17 14:58:38,,26.0,91.0,25.0,83.0,54.0,18.0,65.79999999999995,31.0,16.0,65.79999999999995,8.41,2023,5,17,14,1.91,317.0
86,55,2082.7,3.769,3,138,50.5348915,-84.7855817,243,3.769,2023-05-17 14:58:39,,27.0,92.0,26.0,86.5,52.0,18.0,66.0,31.0,16.0,66.0,8.23,2023,5,17,14,1.91,317.0
86,55,2086.14,3.524,3,141,50.5348959,-84.7855275,241,3.524,2023-05-17 14:58:40,,24.0,83.5,25.0,83.0,51.0,18.0,66.0,31.0,16.0,66.0,7.53,2023,5,17,14,1.91,317.0
85,56,2088.71,2.815,3,142,50.5349004,-84.7854904,239,2.815,2023-05-17 14:58:41,,20.5,72.5,23.5,77.0,48.0,18.0,66.20000000000005,31.0,16.0,66.20000000000005,6.52,2023,5,17,14,1.91,317.0
75,56,2091.88,3.071,3,144,50.534905,-84.7854449,213,3.071,2023-05-17 14:58:42,,17.0,63.0,21.5,71.0,48.0,18.0,66.39999999999998,31.0,16.0,66.39999999999998,5.48,2023,5,17,14,1.91,317.0
74,56,2094.84,2.997,3,145,50.5349183,-84.7854083,202,2.997,2023-05-17 14:58:43,,23.5,85.5,22.0,73.0,56.0,18.0,66.60000000000002,31.0,16.0,66.60000000000002,4.64,2023,5,17,14,1.91,317.0
80,56,2097.94,3.071,2,145,50.5349319,-84.7853633,223,3.071,2023-05-17 14:58:44,,26.5,92.0,24.0,79.0,49.0,18.0,66.79999999999995,32.0,16.0,66.79999999999995,4.2,2023,5,17,14,1.91,317.0
81,56,2101.18,3.199,2,145,50.5349631,-84.7853439,258,3.199,2023-05-17 14:58:45,,29.0,93.5,26.5,86.0,51.0,18.0,67.20000000000005,32.0,16.0,67.20000000000005,4.24,2023,5,17,14,1.91,317.0
84,57,2104.23,3.092,3,146,50.534995,-84.7853344,260,3.092,2023-05-17 14:58:46,,31.5,96.0,28.5,91.5,55.0,18.0,67.39999999999998,32.0,16.0,67.39999999999998,4.77,2023,5,17,14,1.91,317.0
86,57,2107.58,3.276,3,146,50.535031,-84.7853427,275,3.276,2023-05-17 14:58:47,,35.5,99.5,28.0,92.5,57.0,18.0,67.79999999999995,32.0,16.0,67.79999999999995,5.72,2023,5,17,14,1.91,317.0
86,57,2110.92,3.342,3,146,50.5350627,-84.7853431,293,3.342,2023-05-17 14:58:48,,31.5,97.5,34.5,98.0,54.0,18.0,68.20000000000005,33.0,16.0,68.20000000000005,6.97,2023,5,17,14,1.91,317.0
84,58,2114.23,3.349,3,146,50.5350984,-84.7853516,319,3.349,2023-05-17 14:58:49,,34.0,98.5,32.5,96.5,56.0,18.0,68.60000000000002,33.0,16.0,68.60000000000002,8.26,2023,5,17,14,1.91,317.0
83,58,2117.4,3.174,3,145,50.535131,-84.7853694,336,3.174,2023-05-17 14:58:50,,36.0,99.5,31.0,96.0,54.0,18.0,69.20000000000005,33.0,16.0,69.20000000000005,9.37,2023,5,17,14,1.91,317.0
83,58,2119.73,2.532,2,145,50.5351587,-84.7853705,331,2.532,2023-05-17 14:58:51,,36.5,100.0,32.5,98.0,53.0,18.0,69.60000000000002,34.0,16.0,69.60000000000002,10.35,2023,5,17,14,1.91,317.0
82,59,2122.42,2.643,2,145,50.5351863,-84.7853792,331,2.643,2023-05-17 14:58:52,,37.0,100.0,33.5,100.0,54.0,18.0,70.0,34.0,16.0,70.0,10.93,2023,5,17,14,1.91,317.0
83,59,2124.95,2.565,2,145,50.5352091,-84.785397,332,2.565,2023-05-17 14:58:53,,31.0,96.5,36.5,99.5,55.0,18.0,70.39999999999998,35.0,16.0,70.39999999999998,11.03,2023,5,17,14,1.91,317.0
84,59,2127.33,2.423,2,143,50.5352363,-84.7854065,334,2.423,2023-05-17 14:58:54,,31.0,96.5,34.0,96.0,56.0,18.0,70.79999999999995,35.0,16.0,70.79999999999995,11.07,2023,5,17,14,1.91,317.0
85,60,2129.57,2.3,3,143,50.5352587,-84.7854154,330,2.3,2023-05-17 14:58:55,,32.5,97.5,30.5,92.0,54.0,18.0,71.0,35.0,16.0,71.0,11.17,2023,5,17,14,1.91,317.0
85,60,2131.67,2.139,3,143,50.5352817,-84.785416,321,2.139,2023-05-17 14:58:56,,33.0,97.5,28.0,90.0,52.0,18.0,71.39999999999998,36.0,16.0,71.39999999999998,11.35,2023,5,17,14,1.91,317.0
84,60,2134.09,2.343,3,144,50.5353047,-84.785416,314,2.343,2023-05-17 14:58:57,,31.0,96.0,28.0,93.5,51.0,18.0,71.79999999999995,36.0,16.0,71.79999999999995,11.71,2023,5,17,14,1.91,317.0
80,61,2136.5,2.398,3,145,50.5353319,-84.785416,282,2.398,2023-05-17 14:58:58,,31.0,95.0,29.0,92.5,53.0,18.0,72.0,36.0,16.0,72.0,12.24,2023,5,17,14,1.91,317.0
73,61,2138.75,2.319,3,146,50.5353548,-84.7854073,250,2.319,2023-05-17 14:58:59,,27.5,87.0,28.0,90.5,48.0,18.0,72.39999999999998,37.0,16.0,72.39999999999998,12.87,2023,5,17,14,1.91,317.0
62,61,2140.94,1.773,2,147,50.535377,-84.7854069,158,1.773,2023-05-17 14:59:00,,23.0,77.0,27.5,89.0,45.0,18.0,72.60000000000002,37.0,16.0,72.60000000000002,13.46,2023,5,17,14,1.91,317.0
49,61,2143.22,2.013,2,148,50.5354,-84.7854155,121,2.013,2023-05-17 14:59:01,,19.5,66.0,27.5,89.0,42.0,18.0,73.0,38.0,16.0,73.0,13.89,2023,5,17,14,1.91,317.0
63,61,2145.6,2.559,2,148,50.5354187,-84.7854335,130,2.559,2023-05-17 14:59:02,,21.0,69.0,27.5,85.0,37.0,18.0,73.0,38.0,16.0,73.0,13.67,2023,5,17,14,1.91,317.0
81,61,2148.68,3.482,2,149,50.5354282,-84.7854779,160,3.482,2023-05-17 14:59:03,,22.5,71.5,27.0,81.5,45.0,18.0,73.0,38.0,16.0,73.0,12.38,2023,5,17,14,1.91,317.0
94,62,2152.54,4.277,2,150,50.5354242,-84.7855322,193,4.277,2023-05-17 14:59:04,,20.5,68.0,23.5,74.5,51.0,18.0,72.79999999999995,38.0,16.0,72.79999999999995,10.45,2023,5,17,14,1.91,317.0
97,62,2156.87,4.49,2,150,50.5354113,-84.7855937,141,4.49,2023-05-17 14:59:05,,18.0,62.0,17.0,60.5,51.0,18.0,72.60000000000002,38.0,16.0,72.60000000000002,7.87,2023,5,17,14,1.91,317.0
87,62,2161.66,4.781,2,150,50.535406,-84.7856675,137,4.781,2023-05-17 14:59:06,,16.5,62.5,10.5,39.5,36.0,18.0,72.39999999999998,38.0,16.0,72.39999999999998,4.77,2023,5,17,14,1.91,317.0
71,62,2166.83,5.306,2,149,50.5354014,-84.7857414,127,5.306,2023-05-17 14:59:07,,2.5,53.0,15.0,57.5,5.0,18.0,72.20000000000005,38.0,16.0,72.20000000000005,1.73,2023,5,17,14,1.91,317.0
72,62,2172.66,5.861,2,148,50.5353924,-84.7858232,86,5.861,2023-05-17 14:59:08,,6.5,43.0,13.0,55.5,85.0,18.0,71.79999999999995,38.0,16.0,71.79999999999995,-0.74,2023,5,17,14,1.91,317.0
71,62,2178.95,6.376,2,148,50.5353746,-84.7859132,49,6.376,2023-05-17 14:59:09,,11.5,43.0,10.5,47.5,84.0,18.0,71.39999999999998,38.0,17.0,71.39999999999998,-2.53,2023,5,17,14,1.91,317.0
50,62,2185.28,6.235,2,148,50.5353653,-84.7860032,48,6.235,2023-05-17 14:59:10,,14.0,50.0,9.5,38.5,,18.0,70.79999999999995,38.0,17.0,70.79999999999995,-3.85,2023,5,17,14,1.91,317.0
29,62,2191.58,6.304,2,149,50.5353473,-84.7860952,47,6.304,2023-05-17 14:59:11,,,,,,,18.0,70.20000000000005,38.0,17.0,70.20000000000005,-4.89,2023,5,17,14,1.91,317.0
9,62,2198.2,6.421,2,149,50.5353379,-84.7861862,46,6.421,2023-05-17 14:59:12,,,,,,,18.0,69.79999999999995,38.0,18.0,69.79999999999995,-5.75,2023,5,17,14,1.91,317.0
0,62,2205.05,6.919,2,150,50.5353244,-84.7862857,0,6.919,2023-05-17 14:59:13,,,,,,,18.0,69.20000000000005,38.0,18.0,69.20000000000005,-6.51,2023,5,17,14,1.91,317.0
0,62,2211.69,6.362,2,150,50.5353107,-84.7863777,0,6.362,2023-05-17 14:59:14,,,,,,,18.0,68.60000000000002,38.0,19.0,68.60000000000002,-7.16,2023,5,17,14,1.91,317.0
0,62,2218.61,6.964,2,150,50.5352884,-84.7864768,0,6.964,2023-05-17 14:59:15,,,,,,,18.0,68.0,38.0,20.0,68.0,-7.62,2023,5,17,14,1.91,317.0
0,62,2225.72,7.222,3,151,50.5352832,-84.7865743,0,7.222,2023-05-17 14:59:16,,,,,,,18.0,67.39999999999998,38.0,20.0,67.39999999999998,-7.82,2023,5,17,14,1.91,317.0
0,62,2233.2,7.115,3,151,50.5352655,-84.7866857,0,7.115,2023-05-17 14:59:17,,,,,,,18.0,67.0,38.0,21.0,67.0,-7.65,2023,5,17,14,1.91,317.0
0,62,2240.52,7.087,3,151,50.5352516,-84.7867866,0,7.087,2023-05-17 14:59:18,,,,,,,18.0,66.60000000000002,38.0,21.0,66.60000000000002,-7.32,2023,5,17,14,1.91,317.0
0,62,2247.92,7.433,3,150,50.5352381,-84.7868937,0,7.433,2023-05-17 14:59:19,,,,,,,18.0,66.0,38.0,22.0,66.0,-6.86,2023,5,17,14,1.91,317.0
0,62,2255.78,7.603,3,150,50.5352201,-84.7870037,0,7.603,2023-05-17 14:59:20,,,,,,,18.0,65.60000000000002,38.0,22.0,65.60000000000002,-6.42,2023,5,17,14,1.91,317.0
0,62,2264.07,7.735,3,150,50.5352192,-84.7871225,0,7.735,2023-05-17 14:59:21,,,,,,,18.0,65.0,38.0,23.0,65.0,-6.12,2023,5,17,14,1.91,317.0
0,62,2271.59,7.567,3,150,50.5352107,-84.787229,0,7.567,2023-05-17 14:59:22,,,,,,,18.0,64.60000000000002,38.0,23.0,64.60000000000002,-5.95,2023,5,17,14,1.91,317.0
0,62,2279.45,7.359,3,150,50.535197,-84.7873409,0,7.359,2023-05-17 14:59:23,,,,,,,18.0,64.39999999999998,38.0,24.0,64.39999999999998,-5.8,2023,5,17,14,1.91,317.0
0,62,2287.7,8.11,3,149,50.5351835,-84.787458,0,8.11,2023-05-17 14:59:24,,,,,,,18.0,64.0,38.0,24.0,64.0,-5.71,2023,5,17,14,1.91,317.0
0,62,2297.25,8.547,3,149,50.5351698,-84.7876026,0,8.547,2023-05-17 14:59:25,,,,,,,18.0,63.39999999999998,38.0,25.0,63.39999999999998,-5.71,2023,5,17,14,1.91,317.0
0,62,2306.65,9.129,3,149,50.5351562,-84.7877306,0,9.129,2023-05-17 14:59:26,,,,,,,18.0,62.799999999999955,38.0,25.0,62.799999999999955,-5.75,2023,5,17,14,1.91,317.0
0,62,2316.67,9.371,3,149,50.5351381,-84.7878759,0,9.371,2023-05-17 14:59:27,,,,,,,18.0,62.200000000000045,38.0,25.0,62.200000000000045,-5.76,2023,5,17,14,1.91,317.0
0,62,2326.8,9.568,3,150,50.5351329,-84.788023,0,9.568,2023-05-17 14:59:28,,,,,,,18.0,61.39999999999998,38.0,26.0,61.39999999999998,-5.79,2023,5,17,14,1.91,317.0
0,62,2336.84,9.326,3,150,50.535124,-84.7881683,0,9.326,2023-05-17 14:59:29,,,,,,,18.0,60.60000000000002,38.0,27.0,60.60000000000002,-5.69,2023,5,17,14,1.91,317.0
0,62,2346.88,9.993,3,151,50.5351061,-84.7883138,0,9.993,2023-05-17 14:59:30,,,,,,,18.0,59.799999999999955,38.0,27.0,59.799999999999955,-5.71,2023,5,17,14,1.91,317.0
0,62,2357.65,10.448,3,150,50.5350791,-84.7884599,0,10.448,2023-05-17 14:59:31,,,,,,,18.0,59.0,38.0,28.0,59.0,-5.83,2023,5,17,14,1.91,317.0
0,62,2368.65,10.598,3,150,50.5350562,-84.7886232,0,10.598,2023-05-17 14:59:32,,,,,,,18.0,58.0,38.0,29.0,58.0,-6.09,2023,5,17,14,1.91,317.0
0,62,2380.31,9.761,3,150,50.5350335,-84.7887867,0,9.761,2023-05-17 14:59:33,,,,,,,18.0,57.0,38.0,29.0,57.0,-6.44,2023,5,17,14,1.91,317.0
0,62,2390.52,9.078,3,148,50.5350194,-84.7889336,0,9.078,2023-05-17 14:59:34,,,,,,,18.0,55.799999999999955,38.0,30.0,55.799999999999955,-6.89,2023,5,17,14,1.91,317.0
0,62,2400.2,9.878,3,146,50.535019,-84.7890692,0,9.878,2023-05-17 14:59:35,,,,,,,18.0,55.0,38.0,31.0,55.0,-7.43,2023,5,17,14,1.91,317.0
0,62,2409.26,9.269,3,144,50.5349971,-84.7891973,0,9.269,2023-05-17 14:59:36,,,,,,,18.0,54.0,38.0,33.0,54.0,-8.0,2023,5,17,14,1.91,317.0
0,62,2417.17,8.245,3,142,50.5349788,-84.7893159,0,8.245,2023-05-17 14:59:37,,,,,,,18.0,53.39999999999998,38.0,34.0,53.39999999999998,-8.55,2023,5,17,14,1.91,317.0
0,62,2424.04,7.179,3,140,50.5349692,-84.7894087,0,7.179,2023-05-17 14:59:38,,,,,,,18.0,52.60000000000002,38.0,35.0,52.60000000000002,-8.89,2023,5,17,14,1.91,317.0
0,62,2429.96,6.243,3,138,50.5349689,-84.7894995,0,6.243,2023-05-17 14:59:39,,,,,,,18.0,51.799999999999955,38.0,36.0,51.799999999999955,-8.96,2023,5,17,14,1.91,317.0
0,62,2435.47,5.727,3,136,50.5349602,-84.7895724,0,5.727,2023-05-17 14:59:40,,,,,,,18.0,51.200000000000045,38.0,36.0,51.200000000000045,-8.88,2023,5,17,14,1.91,317.0
0,62,2440.77,5.365,3,135,50.5349554,-84.7896546,0,5.365,2023-05-17 14:59:41,,,,,,,18.0,50.60000000000002,38.0,37.0,50.60000000000002,-8.53,2023,5,17,14,1.91,317.0
0,62,2445.21,4.683,3,133,50.5349509,-84.789719,0,4.683,2023-05-17 14:59:42,,,,,,,18.0,50.0,38.0,38.0,50.0,-8.19,2023,5,17,14,1.91,317.0
0,62,2449.47,4.367,3,132,50.5349507,-84.7897826,0,4.367,2023-05-17 14:59:43,,,,,,,18.0,49.39999999999998,38.0,38.0,49.39999999999998,-8.0,2023,5,17,14,1.91,317.0
0,62,2453.79,4.317,3,131,50.5349463,-84.7898382,0,4.317,2023-05-17 14:59:44,,,,,,,18.0,49.0,38.0,39.0,49.0,-8.08,2023,5,17,14,1.91,317.0
0,62,2457.37,3.793,3,130,50.5349418,-84.7898921,0,3.793,2023-05-17 14:59:45,,,,,,,18.0,48.39999999999998,38.0,39.0,48.39999999999998,-8.44,2023,5,17,14,1.91,317.0
0,62,2459.87,2.832,3,129,50.5349416,-84.7899289,0,2.832,2023-05-17 14:59:46,,,,,,,18.0,48.0,38.0,40.0,48.0,-8.93,2023,5,17,14,1.91,317.0
0,62,2461.71,2.074,3,129,50.5349416,-84.7899569,0,2.074,2023-05-17 14:59:47,,,,,,,18.0,47.799999999999955,38.0,40.0,47.799999999999955,-9.47,2023,5,17,14,1.91,317.0
0,62,2463.31,1.73,3,129,50.5349502,-84.7899753,0,1.73,2023-05-17 14:59:48,,,,,,,18.0,47.60000000000002,38.0,41.0,47.60000000000002,-9.93,2023,5,17,14,1.91,317.0
0,62,2464.29,1.188,3,129,50.5349507,-84.7899931,0,1.188,2023-05-17 14:59:49,,,,,,,18.0,47.200000000000045,38.0,41.0,47.200000000000045,-10.45,2023,5,17,14,1.91,317.0
0,62,2465.2,0.96,3,129,50.5349419,-84.7900031,0,0.96,2023-05-17 14:59:50,,,,,,,18.0,47.0,38.0,41.0,47.0,-10.83,2023,5,17,14,1.91,317.0
13,62,2465.23,2.628,2,129,50.5349155,-84.7900383,0,2.628,2023-05-17 14:59:52,,7.5,,3.5,,,18.0,46.799999999999955,38.0,42.0,46.799999999999955,-7.07,2023,5,17,14,1.91,317.0
22,62,2467.21,2.256,2,129,50.5349143,-84.7900661,17,2.256,2023-05-17 14:59:53,,14.5,,6.5,,,18.0,46.60000000000002,38.0,42.0,46.60000000000002,0.0,2023,5,17,14,1.91,317.0
31,62,2469.74,2.458,2,129,50.5349274,-84.7900934,36,2.458,2023-05-17 14:59:54,,22.0,,10.0,,86.0,18.0,46.39999999999998,38.0,42.0,46.39999999999998,0.0,2023,5,17,14,1.91,317.0
43,62,2473.51,3.433,2,129,50.5349586,-84.7901383,102,3.433,2023-05-17 14:59:55,,29.0,100.0,13.0,60.0,73.0,18.0,46.200000000000045,38.0,42.0,46.200000000000045,0.0,2023,5,17,14,1.91,317.0
57,63,2478.28,4.439,2,128,50.5349995,-84.7901753,162,4.439,2023-05-17 14:59:56,,30.5,99.5,24.0,83.5,61.0,18.0,46.0,38.0,42.0,46.0,0.0,2023,5,17,14,1.91,317.0
74,63,2483.56,5.104,2,128,50.5350441,-84.7902285,349,5.104,2023-05-17 14:59:57,,30.5,98.5,28.5,92.0,57.0,18.0,45.60000000000002,38.0,42.0,45.60000000000002,0.0,2023,5,17,14,1.91,317.0
83,63,2489.06,5.367,2,127,50.5350942,-84.7902659,358,5.367,2023-05-17 14:59:58,,29.5,97.5,28.0,91.5,55.0,18.0,45.60000000000002,38.0,42.0,45.60000000000002,0.0,2023,5,17,14,1.91,317.0
86,64,2494.61,5.518,2,127,50.535149,-84.7903026,347,5.518,2023-05-17 14:59:59,,28.5,96.0,27.5,91.0,53.0,17.0,45.39999999999998,38.0,42.0,45.39999999999998,0.0,2023,5,17,14,1.91,317.0
85,64,2499.7,5.523,2,126,50.5351979,-84.7903273,332,5.523,2023-05-17 15:00:00,,27.5,94.5,27.0,91.0,53.0,17.0,45.39999999999998,38.0,42.0,45.39999999999998,-1.31,2023,5,17,15,1.53,328.0
78,64,2505.89,5.708,2,126,50.5352579,-84.790366,253,5.708,2023-05-17 15:00:01,,26.5,93.5,26.5,90.5,54.0,17.0,45.200000000000045,38.0,43.0,45.200000000000045,-4.75,2023,5,17,15,1.53,328.0
75,64,2511.54,5.653,2,126,50.5353129,-84.7904027,241,5.653,2023-05-17 15:00:02,,25.5,92.0,26.5,90.0,54.0,17.0,45.0,38.0,44.0,45.0,-3.93,2023,5,17,15,1.53,328.0
76,65,2517.23,5.925,2,127,50.5353659,-84.7904466,251,5.925,2023-05-17 15:00:03,,24.5,90.5,26.0,90.0,54.0,17.0,44.799999999999955,38.0,44.0,44.799999999999955,-3.46,2023,5,17,15,1.53,328.0
77,65,2523.08,5.961,2,127,50.5354215,-84.7904842,259,5.961,2023-05-17 15:00:04,,24.0,89.5,25.5,89.5,52.0,17.0,44.60000000000002,38.0,44.0,44.60000000000002,-3.18,2023,5,17,15,1.53,328.0
78,65,2529.03,6.118,2,127,50.5354798,-84.7905202,265,6.118,2023-05-17 15:00:05,,23.0,88.0,25.0,89.0,51.0,17.0,44.60000000000002,38.0,44.0,44.60000000000002,-2.88,2023,5,17,15,1.53,328.0
78,65,2535.32,6.101,2,127,50.5355399,-84.7905572,252,6.101,2023-05-17 15:00:06,,23.5,87.5,24.5,87.5,52.0,17.0,44.60000000000002,38.0,45.0,44.60000000000002,-2.56,2023,5,17,15,1.53,328.0
79,66,2541.31,6.069,2,128,50.5355992,-84.7906025,234,6.069,2023-05-17 15:00:07,,25.5,87.5,23.5,85.5,53.0,17.0,44.60000000000002,38.0,45.0,44.60000000000002,-2.29,2023,5,17,15,1.53,328.0
80,66,2547.33,6.076,2,128,50.5356584,-84.7906305,218,6.076,2023-05-17 15:00:08,,27.0,88.0,23.0,83.0,54.0,17.0,44.60000000000002,38.0,45.0,44.60000000000002,-1.39,2023,5,17,15,1.53,328.0
80,66,2553.6,6.47,2,129,50.535722,-84.7906666,212,6.47,2023-05-17 15:00:09,,29.0,88.0,22.0,80.5,53.0,17.0,45.0,38.0,45.0,45.0,0.0,2023,5,17,15,1.53,328.0
80,66,2559.92,6.5,2,130,50.535786,-84.7906855,207,6.5,2023-05-17 15:00:10,,26.0,81.0,22.5,82.5,53.0,17.0,45.200000000000045,38.0,45.0,45.200000000000045,0.04,2023,5,17,15,1.53,328.0
81,67,2566.05,6.403,2,131,50.5358495,-84.7906949,203,6.403,2023-05-17 15:00:11,,24.5,80.5,23.0,83.5,52.0,17.0,45.39999999999998,39.0,45.0,45.39999999999998,0.39,2023,5,17,15,1.53,328.0
82,67,2572.37,6.481,2,132,50.5359175,-84.790704,199,6.481,2023-05-17 15:00:12,,25.5,86.5,22.0,81.5,55.0,17.0,45.39999999999998,39.0,45.0,45.39999999999998,1.16,2023,5,17,15,1.53,328.0
84,67,2578.91,6.617,2,132,50.5359901,-84.7907219,251,6.617,2023-05-17 15:00:13,,28.0,94.5,21.0,79.5,56.0,17.0,45.60000000000002,39.0,45.0,45.60000000000002,1.71,2023,5,17,15,1.53,328.0
85,67,2585.44,6.471,2,133,50.5360544,-84.7907401,259,6.471,2023-05-17 15:00:14,,25.0,86.0,26.5,95.5,51.0,17.0,45.799999999999955,39.0,45.0,45.799999999999955,2.04,2023,5,17,15,1.53,328.0
85,68,2591.93,6.457,2,133,50.5361216,-84.7907668,255,6.457,2023-05-17 15:00:15,,21.0,79.0,23.5,84.5,49.0,17.0,45.799999999999955,39.0,45.0,45.799999999999955,2.24,2023,5,17,15,1.53,328.0
86,68,2598.66,6.442,2,133,50.5361937,-84.7907853,246,6.442,2023-05-17 15:00:16,,19.5,76.5,22.5,81.0,53.0,17.0,45.799999999999955,40.0,45.0,45.799999999999955,2.23,2023,5,17,15,1.53,328.0
87,68,2605.07,6.469,2,134,50.5362609,-84.7908031,240,6.469,2023-05-17 15:00:17,,20.0,75.5,23.5,83.5,54.0,17.0,45.60000000000002,40.0,45.0,45.60000000000002,1.39,2023,5,17,15,1.53,328.0
86,68,2611.62,6.151,2,134,50.5363315,-84.7908045,237,6.151,2023-05-17 15:00:18,,20.5,74.5,24.5,86.0,50.0,17.0,45.60000000000002,40.0,45.0,45.60000000000002,0.0,2023,5,17,15,1.53,328.0
86,68,2618.32,6.572,2,135,50.5364044,-84.7908133,226,6.572,2023-05-17 15:00:19,,20.0,74.0,22.0,78.5,46.0,17.0,45.60000000000002,40.0,45.0,45.60000000000002,0.0,2023,5,17,15,1.53,328.0
79,69,2624.44,6.084,2,136,50.5364682,-84.7908223,218,6.084,2023-05-17 15:00:20,,19.5,73.5,19.0,70.5,46.0,17.0,45.799999999999955,40.0,45.0,45.799999999999955,0.0,2023,5,17,15,1.53,328.0
65,69,2630.37,5.515,3,136,50.536532,-84.7908227,211,5.515,2023-05-17 15:00:21,,,,,,47.0,17.0,45.799999999999955,40.0,45.0,45.799999999999955,0.0,2023,5,17,15,1.53,328.0
52,69,2635.73,5.064,3,137,50.536591,-84.7908227,203,5.064,2023-05-17 15:00:22,,,,,,,17.0,46.0,40.0,45.0,46.0,0.0,2023,5,17,15,1.53,328.0
38,69,2640.43,4.53,3,138,50.5366416,-84.7908314,195,4.53,2023-05-17 15:00:23,,,,,,,17.0,46.200000000000045,40.0,45.0,46.200000000000045,0.0,2023,5,17,15,1.53,328.0
25,69,2644.02,3.32,3,138,50.5366787,-84.790823,188,3.32,2023-05-17 15:00:24,,,,,,,17.0,46.200000000000045,40.0,45.0,46.200000000000045,0.0,2023,5,17,15,1.53,328.0
11,69,2646.51,2.237,3,138,50.5367064,-84.7908139,180,2.237,2023-05-17 15:00:25,,,,,,,17.0,46.39999999999998,40.0,45.0,46.39999999999998,0.48,2023,5,17,15,1.53,328.0
0,69,2648.57,1.825,3,137,50.5367292,-84.7908223,0,1.825,2023-05-17 15:00:26,,,,,,,17.0,46.60000000000002,40.0,45.0,46.60000000000002,1.65,2023,5,17,15,1.53,328.0
0,69,2650.18,1.388,3,137,50.5367433,-84.7908314,0,1.388,2023-05-17 15:00:27,,,,,,,17.0,46.799999999999955,40.0,45.0,46.799999999999955,2.32,2023,5,17,15,1.53,328.0
0,69,2651.49,1.068,3,138,50.536757,-84.7908318,0,1.068,2023-05-17 15:00:28,,,,,,,17.0,46.799999999999955,40.0,45.0,46.799999999999955,2.95,2023,5,17,15,1.53,328.0
0,69,2652.48,1.209,3,138,50.5367802,-84.7908318,0,1.209,2023-05-17 15:00:33,,,,,,,17.0,47.200000000000045,41.0,45.0,47.200000000000045,5.93,2023,5,17,15,1.53,328.0
0,69,2656.69,3.252,3,137,50.5368197,-84.7908668,0,3.252,2023-05-17 15:00:34,,,,,,,17.0,47.0,41.0,45.0,47.0,6.12,2023,5,17,15,1.53,328.0
0,69,2659.12,2.633,2,137,50.5368256,-84.7909031,0,2.633,2023-05-17 15:00:35,,,,,,,17.0,46.799999999999955,41.0,45.0,46.799999999999955,4.93,2023,5,17,15,1.53,328.0
0,69,2661.78,2.886,2,137,50.5368214,-84.7909396,0,2.886,2023-05-17 15:00:36,,,,,,,17.0,46.799999999999955,41.0,45.0,46.799999999999955,2.3,2023,5,17,15,1.53,328.0
0,69,2664.71,2.912,2,137,50.5368124,-84.790976,0,2.912,2023-05-17 15:00:37,,,,,,,17.0,46.60000000000002,41.0,45.0,46.60000000000002,-0.35,2023,5,17,15,1.53,328.0
0,69,2667.5,2.811,3,136,50.5368077,-84.7910209,0,2.811,2023-05-17 15:00:38,,,,,,,17.0,46.60000000000002,41.0,45.0,46.60000000000002,-1.95,2023,5,17,15,1.53,328.0
0,69,2669.87,2.486,3,136,50.5368119,-84.7910576,0,2.486,2023-05-17 15:00:39,,,,,,,17.0,46.60000000000002,41.0,45.0,46.60000000000002,-2.82,2023,5,17,15,1.53,328.0
2,69,2672.73,2.769,3,136,50.5368294,-84.791094,0,2.769,2023-05-17 15:00:40,,,,,,,17.0,46.39999999999998,41.0,45.0,46.39999999999998,-3.04,2023,5,17,15,1.53,328.0
10,69,2675.17,2.518,3,135,50.5368347,-84.791122,7,2.518,2023-05-17 15:00:41,,,,,,36.0,17.0,46.39999999999998,41.0,45.0,46.39999999999998,-2.95,2023,5,17,15,1.53,328.0
28,69,2678.27,2.949,3,135,50.5368435,-84.7911663,28,2.949,2023-05-17 15:00:42,,24.5,92.0,17.5,89.0,41.0,17.0,46.39999999999998,41.0,45.0,46.39999999999998,-2.72,2023,5,17,15,1.53,328.0
43,69,2682.09,3.619,3,134,50.5368439,-84.7912207,56,3.619,2023-05-17 15:00:43,,25.5,92.0,6.0,36.5,46.0,17.0,46.39999999999998,41.0,45.0,46.39999999999998,-2.37,2023,5,17,15,1.53,328.0
51,69,2686.63,4.29,3,134,50.5368439,-84.7912845,85,4.29,2023-05-17 15:00:44,,26.5,93.0,14.5,61.5,51.0,17.0,46.39999999999998,41.0,45.0,46.39999999999998,-1.81,2023,5,17,15,1.53,328.0
54,69,2691.69,4.885,3,133,50.5368439,-84.7913633,173,4.885,2023-05-17 15:00:45,,25.0,87.5,24.5,95.5,52.0,17.0,46.39999999999998,41.0,45.0,46.39999999999998,-1.26,2023,5,17,15,1.53,328.0
39,69,2696.63,5.005,3,132,50.5368439,-84.7914364,131,5.005,2023-05-17 15:00:46,,21.0,76.0,24.0,92.0,51.0,17.0,46.39999999999998,41.0,45.0,46.39999999999998,-0.64,2023,5,17,15,1.53,328.0
24,69,2701.16,4.555,3,131,50.5368439,-84.7915022,89,4.555,2023-05-17 15:00:47,,21.0,75.5,22.5,85.5,50.0,17.0,46.39999999999998,41.0,45.0,46.39999999999998,0.0,2023,5,17,15,1.53,328.0
