altitude,enhanced_altitude,heart_rate,timestamp,battery_soc,cadence,distance,enhanced_speed,gps_accuracy,grade,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,position_lat,position_long,power,right_pedal_smoothness,right_torque_effectiveness,speed,temperature,year,month,day,hour,wind_speed,wind_direction
46.799999999999955,46.799999999999955,116,2022-06-08 23:16:37,82.0,89.0,0.0,7.813,2.0,-2.89,18.5,64.0,60.5,50.3907615,-84.4791096,120.0,20.5,70.5,7.813,,2022,6,8,23,1.93,201.0
46.60000000000002,46.60000000000002,116,2022-06-08 23:16:38,,91.0,5.11,7.933,2.0,-2.86,18.5,64.0,60.5,50.3907925,-84.4790487,133.0,20.5,70.5,7.933,,2022,6,8,23,1.93,201.0
46.60000000000002,46.60000000000002,116,2022-06-08 23:16:39,,91.0,11.59,8.009,2.0,-2.8,18.5,64.0,60.5,50.3908319,-84.4789714,82.0,20.5,70.5,8.009,,2022,6,8,23,1.93,201.0
46.60000000000002,46.60000000000002,116,2022-06-08 23:16:40,,87.0,19.96,8.101,2.0,-1.98,18.5,64.0,60.5,50.3908843,-84.4788733,38.0,20.5,70.5,8.101,28.0,2022,6,8,23,1.93,201.0
46.200000000000045,46.200000000000045,116,2022-06-08 23:16:41,,53.0,28.38,8.307,2.0,-1.94,18.5,64.0,60.5,50.3909389,-84.4787762,50.0,20.5,70.5,8.307,28.0,2022,6,8,23,1.93,201.0
45.799999999999955,45.799999999999955,117,2022-06-08 23:16:42,,77.0,37.38,8.547,2.0,-2.27,18.5,64.0,60.5,50.3909969,-84.4786721,66.0,20.5,70.5,8.547,28.0,2022,6,8,23,1.93,201.0
45.200000000000045,45.200000000000045,118,2022-06-08 23:16:43,,87.0,46.44,8.901,2.0,-2.16,17.0,64.0,56.0,50.3910549,-84.478567,86.0,16.0,55.5,8.901,28.0,2022,6,8,23,1.93,201.0
45.0,45.0,118,2022-06-08 23:16:44,,88.0,55.76,9.332,2.0,-2.61,15.5,62.0,51.5,50.391112,-84.4784563,105.0,11.0,40.5,9.332,28.0,2022,6,8,23,1.93,201.0
44.39999999999998,44.39999999999998,117,2022-06-08 23:16:45,,90.0,65.55,9.808,2.0,-3.55,15.5,47.0,51.5,50.3911704,-84.4783387,168.0,11.0,40.5,9.808,28.0,2022,6,8,23,1.93,201.0
44.0,44.0,117,2022-06-08 23:16:46,,90.0,76.01,10.396,2.0,-3.98,16.0,40.0,53.5,50.3912332,-84.4782134,172.0,13.0,46.0,10.396,28.0,2022,6,8,23,1.93,201.0
43.39999999999998,43.39999999999998,117,2022-06-08 23:16:47,,90.0,86.85,10.884,2.0,-4.67,16.5,33.0,56.0,50.3913004,-84.4780855,168.0,15.0,52.0,10.884,28.0,2022,6,8,23,1.93,201.0
42.60000000000002,42.60000000000002,117,2022-06-08 23:16:48,,90.0,97.85,11.295,2.0,-5.52,17.0,27.0,58.5,50.3913707,-84.4779576,164.0,17.5,58.0,11.295,28.0,2022,6,8,23,1.93,201.0
41.60000000000002,41.60000000000002,116,2022-06-08 23:16:49,,90.0,109.48,11.887,2.0,-6.06,17.0,21.0,61.0,50.391448,-84.4778257,160.0,19.5,64.0,11.887,28.0,2022,6,8,23,1.93,201.0
40.60000000000002,40.60000000000002,117,2022-06-08 23:16:50,,90.0,122.14,12.367,2.0,-6.93,17.5,20.0,63.0,50.3915335,-84.4776835,154.0,21.5,69.0,12.367,28.0,2022,6,8,23,1.93,201.0
39.60000000000002,39.60000000000002,117,2022-06-08 23:16:51,,90.0,134.76,12.626,2.0,-7.9,18.5,28.0,65.0,50.3916161,-84.4775387,146.0,22.5,71.5,12.626,28.0,2022,6,8,23,1.93,201.0
38.60000000000002,38.60000000000002,117,2022-06-08 23:16:52,,90.0,147.82,13.055,2.0,-8.4,19.0,35.0,66.5,50.3917004,-84.477388,138.0,23.5,74.0,13.055,28.0,2022,6,8,23,1.93,201.0
37.39999999999998,37.39999999999998,117,2022-06-08 23:16:53,,90.0,161.02,13.625,2.0,-8.82,19.5,43.0,68.5,50.3917858,-84.4772356,130.0,24.5,76.5,13.625,28.0,2022,6,8,23,1.93,201.0
36.39999999999998,36.39999999999998,117,2022-06-08 23:16:54,,90.0,174.66,14.08,2.0,-8.19,20.0,51.0,70.0,50.3918741,-84.4770782,123.0,26.0,79.0,14.08,28.0,2022,6,8,23,1.93,201.0
35.0,35.0,117,2022-06-08 23:16:55,,90.0,189.56,14.566,2.0,-7.09,21.0,59.0,72.0,50.391968,-84.476904,115.0,27.0,81.5,14.566,28.0,2022,6,8,23,1.93,201.0
33.39999999999998,33.39999999999998,116,2022-06-08 23:16:56,,90.0,204.85,15.2,2.0,-7.1,21.5,66.0,73.5,50.3920615,-84.4767223,107.0,28.0,84.5,15.2,28.0,2022,6,8,23,1.93,201.0
31.799999999999955,31.799999999999955,118,2022-06-08 23:16:57,,75.0,220.58,15.758,2.0,-7.8,22.0,73.0,75.0,50.3921616,-84.4765392,120.0,29.0,86.5,15.758,28.0,2022,6,8,23,1.93,201.0
30.0,30.0,120,2022-06-08 23:16:58,,89.0,236.6,15.941,2.0,-8.51,19.0,54.0,66.5,50.392267,-84.4763562,165.0,23.5,74.5,15.941,28.0,2022,6,8,23,1.93,201.0
28.399999999999977,28.399999999999977,122,2022-06-08 23:16:59,,99.0,253.07,15.731,2.0,-9.87,18.0,48.0,62.5,50.3923735,-84.4761661,150.0,22.5,72.5,15.731,28.0,2022,6,8,23,1.93,201.0
26.799999999999955,26.799999999999955,123,2022-06-08 23:17:00,,100.0,270.51,15.718,3.0,-11.29,18.0,46.0,61.5,50.392485,-84.4759636,136.0,22.5,72.5,15.718,28.0,2022,6,8,23,1.93,201.0
25.600000000000023,25.600000000000023,125,2022-06-08 23:17:01,,100.0,287.35,15.473,3.0,-11.32,18.0,46.0,60.5,50.3925959,-84.4757713,91.0,21.5,69.5,15.473,28.0,2022,6,8,23,1.93,201.0
24.399999999999977,24.399999999999977,126,2022-06-08 23:17:02,,98.0,303.52,15.112,3.0,-10.53,17.5,47.0,57.0,50.3926972,-84.4755819,8.0,19.0,62.5,15.112,28.0,2022,6,8,23,1.93,201.0
23.399999999999977,23.399999999999977,126,2022-06-08 23:17:03,,88.0,319.11,14.707,3.0,-9.63,14.5,58.0,47.5,50.3927915,-84.4753963,6.0,18.5,61.5,14.707,28.0,2022,6,8,23,1.93,201.0
23.200000000000045,23.200000000000045,126,2022-06-08 23:17:04,,78.0,333.87,14.365,3.0,-8.23,11.5,69.0,38.0,50.3928906,-84.4752297,4.0,17.5,61.0,14.365,28.0,2022,6,8,23,1.93,201.0
22.399999999999977,22.399999999999977,126,2022-06-08 23:17:05,,67.0,348.42,14.061,3.0,-6.72,8.5,80.0,28.0,50.3929879,-84.4750652,2.0,17.0,60.0,14.061,28.0,2022,6,8,23,1.93,201.0
21.600000000000023,21.600000000000023,126,2022-06-08 23:17:06,,0.0,362.5,13.722,4.0,-5.43,6.0,91.0,20.0,50.3930814,-84.4749051,0.0,16.5,59.5,13.722,28.0,2022,6,8,23,1.93,201.0
21.399999999999977,21.399999999999977,126,2022-06-08 23:17:07,,2.0,376.18,13.541,4.0,-4.39,6.0,96.0,20.0,50.3931724,-84.4747499,0.0,16.5,59.5,13.541,28.0,2022,6,8,23,1.93,201.0
21.200000000000045,21.200000000000045,126,2022-06-08 23:17:08,,17.0,389.73,13.498,4.0,-3.59,6.0,70.0,20.0,50.3932643,-84.4745981,336.0,16.5,59.5,13.498,28.0,2022,6,8,23,1.93,201.0
20.799999999999955,20.799999999999955,126,2022-06-08 23:17:09,,58.0,403.0,13.317,3.0,-3.07,6.0,61.0,20.0,50.3933546,-84.4744497,413.0,16.5,59.5,13.317,28.0,2022,6,8,23,1.93,201.0
20.799999999999955,20.799999999999955,126,2022-06-08 23:17:10,,92.0,416.0,13.074,3.0,-2.69,15.0,57.0,45.5,50.3934389,-84.4743,398.0,21.5,71.0,13.074,28.0,2022,6,8,23,1.93,201.0
20.600000000000023,20.600000000000023,125,2022-06-08 23:17:11,,92.0,428.77,12.814,3.0,-2.42,34.0,48.0,99.5,50.3935202,-84.4741512,322.0,32.5,95.0,12.814,28.0,2022,6,8,23,1.93,201.0
20.600000000000023,20.600000000000023,126,2022-06-08 23:17:12,,89.0,440.96,12.335,3.0,-1.98,19.0,25.0,67.5,50.3936007,-84.4740123,226.0,27.0,89.5,12.335,28.0,2022,6,8,23,1.93,201.0
20.799999999999955,20.799999999999955,126,2022-06-08 23:17:13,,88.0,453.21,11.935,3.0,-1.2,17.0,22.0,63.0,50.3936838,-84.4738752,228.0,26.0,89.0,11.935,28.0,2022,6,8,23,1.93,201.0
20.799999999999955,20.799999999999955,126,2022-06-08 23:17:14,,89.0,465.04,11.696,3.0,-0.51,17.0,22.0,63.0,50.3937652,-84.473744,220.0,26.0,89.0,11.696,28.0,2022,6,8,23,1.93,201.0
20.799999999999955,20.799999999999955,125,2022-06-08 23:17:15,,90.0,476.83,11.45,3.0,-0.01,17.5,24.0,64.0,50.3938484,-84.4736154,206.0,25.5,87.5,11.45,28.0,2022,6,8,23,1.93,201.0
20.799999999999955,20.799999999999955,125,2022-06-08 23:17:16,,90.0,488.36,11.125,4.0,0.0,19.5,39.0,71.5,50.3939252,-84.4734848,204.0,24.0,79.5,11.125,28.0,2022,6,8,23,1.93,201.0
21.0,21.0,124,2022-06-08 23:17:17,,89.0,499.37,10.86,4.0,0.0,21.5,53.0,79.0,50.3939973,-84.4733588,202.0,22.0,71.0,10.86,28.0,2022,6,8,23,1.93,201.0
21.0,21.0,123,2022-06-08 23:17:18,,86.0,509.85,10.712,4.0,0.0,21.5,54.0,79.5,50.3940704,-84.4732436,234.0,22.0,70.5,10.712,28.0,2022,6,8,23,1.93,201.0
21.0,21.0,122,2022-06-08 23:17:19,,83.0,520.43,10.581,4.0,0.0,22.5,54.0,79.5,50.3941436,-84.4731267,233.0,22.0,70.5,10.581,28.0,2022,6,8,23,1.93,201.0
20.600000000000023,20.600000000000023,122,2022-06-08 23:17:20,,81.0,531.0,10.545,4.0,0.0,24.0,54.0,80.0,50.3942157,-84.4730087,222.0,22.0,70.5,10.545,28.0,2022,6,8,23,1.93,201.0
20.799999999999955,20.799999999999955,122,2022-06-08 23:17:21,,80.0,541.46,10.45,4.0,0.0,24.0,54.0,80.0,50.3942888,-84.4728941,244.0,22.0,70.5,10.45,28.0,2022,6,8,23,1.93,201.0
21.0,21.0,122,2022-06-08 23:17:22,,85.0,551.76,10.324,4.0,0.0,24.0,54.0,80.0,50.3943554,-84.4727753,227.0,22.0,70.5,10.324,27.0,2022,6,8,23,1.93,201.0
21.0,21.0,123,2022-06-08 23:17:23,,85.0,561.94,10.232,4.0,0.0,24.0,54.0,80.0,50.3944184,-84.4726552,217.0,22.0,70.5,10.232,27.0,2022,6,8,23,1.93,201.0
21.0,21.0,123,2022-06-08 23:17:24,,86.0,571.84,10.029,3.0,0.0,24.0,54.0,80.0,50.394487,-84.4725461,210.0,22.0,70.5,10.029,27.0,2022,6,8,23,1.93,201.0
21.0,21.0,124,2022-06-08 23:17:25,,88.0,582.06,9.885,3.0,0.0,24.0,54.0,80.0,50.394556,-84.4724318,211.0,22.0,70.5,9.885,27.0,2022,6,8,23,1.93,201.0
21.0,21.0,124,2022-06-08 23:17:26,,88.0,592.17,9.853,3.0,0.4,24.0,54.0,80.0,50.394616,-84.4723101,217.0,22.0,70.5,9.853,27.0,2022,6,8,23,1.93,201.0
21.0,21.0,124,2022-06-08 23:17:27,,88.0,601.97,9.685,3.0,0.41,24.0,54.0,80.0,50.394678,-84.4721956,225.0,22.0,70.5,9.685,27.0,2022,6,8,23,1.93,201.0
21.200000000000045,21.200000000000045,125,2022-06-08 23:17:28,,85.0,611.57,9.301,3.0,0.01,24.0,54.0,80.0,50.3947419,-84.4720868,264.0,22.0,70.5,9.301,27.0,2022,6,8,23,1.93,201.0
21.399999999999977,21.399999999999977,125,2022-06-08 23:17:29,,83.0,620.38,8.666,3.0,0.44,24.0,54.0,80.0,50.394801,-84.4719873,238.0,22.0,70.5,8.666,27.0,2022,6,8,23,1.93,201.0
22.0,22.0,124,2022-06-08 23:17:30,,82.0,628.44,8.094,2.0,0.96,24.0,54.0,80.0,50.3948618,-84.471905,180.0,22.0,70.5,8.094,27.0,2022,6,8,23,1.93,201.0
22.200000000000045,22.200000000000045,125,2022-06-08 23:17:31,,81.0,636.32,7.975,2.0,1.64,24.0,54.0,79.5,50.3949313,-84.4718413,132.0,22.0,71.5,7.975,27.0,2022,6,8,23,1.93,201.0
22.200000000000045,22.200000000000045,124,2022-06-08 23:17:32,,80.0,644.12,7.85,2.0,2.56,23.5,55.0,79.0,50.3950089,-84.4718015,89.0,22.0,73.5,7.85,27.0,2022,6,8,23,1.93,201.0
22.200000000000045,22.200000000000045,123,2022-06-08 23:17:33,,79.0,651.63,7.275,2.0,2.83,23.5,56.0,78.5,50.3950886,-84.4717867,46.0,22.0,75.0,7.275,27.0,2022,6,8,23,1.93,201.0
22.200000000000045,22.200000000000045,124,2022-06-08 23:17:34,,78.0,658.06,6.207,2.0,2.38,23.0,56.0,78.0,50.3951575,-84.4717882,3.0,22.0,77.0,6.207,27.0,2022,6,8,23,1.93,201.0
22.399999999999977,22.399999999999977,124,2022-06-08 23:17:35,,0.0,663.15,4.853,2.0,2.15,23.0,57.0,78.0,50.3952112,-84.4718004,0.0,22.0,77.0,4.853,27.0,2022,6,8,23,1.93,201.0
22.600000000000023,22.600000000000023,125,2022-06-08 23:17:36,,7.0,667.3,3.777,2.0,1.65,27.5,75.0,83.0,50.3952542,-84.4718164,63.0,15.5,54.0,3.777,27.0,2022,6,8,23,1.93,201.0
22.600000000000023,22.600000000000023,125,2022-06-08 23:17:37,,15.0,670.94,3.579,2.0,1.0,32.5,94.0,88.0,50.3952898,-84.4718371,94.0,8.0,29.5,3.579,27.0,2022,6,8,23,1.93,201.0
22.600000000000023,22.600000000000023,125,2022-06-08 23:17:38,,30.0,674.73,4.208,2.0,1.1,34.0,100.0,90.5,50.3953207,-84.4718719,212.0,3.0,19.0,4.208,27.0,2022,6,8,23,1.93,201.0
22.600000000000023,22.600000000000023,126,2022-06-08 23:17:39,,47.0,679.22,5.161,2.0,1.5,32.0,92.0,91.5,50.3953471,-84.4719254,338.0,0.5,15.0,5.161,27.0,2022,6,8,23,1.93,201.0
22.600000000000023,22.600000000000023,126,2022-06-08 23:17:40,,53.0,684.68,5.896,2.0,0.94,26.5,57.0,90.0,50.3953695,-84.4719982,342.0,3.5,12.0,5.896,27.0,2022,6,8,23,1.93,201.0
22.399999999999977,22.399999999999977,125,2022-06-08 23:17:41,,61.0,691.18,6.775,2.0,0.03,26.5,56.0,90.0,50.395392,-84.4720872,358.0,3.5,12.0,6.775,27.0,2022,6,8,23,1.93,201.0
22.200000000000045,22.200000000000045,126,2022-06-08 23:17:42,,71.0,698.45,7.129,2.0,0.0,26.5,56.0,90.0,50.3954123,-84.4721885,369.0,3.5,12.0,7.129,27.0,2022,6,8,23,1.93,201.0
22.0,22.0,125,2022-06-08 23:17:43,,83.0,705.76,7.312,2.0,-0.74,28.0,50.0,88.0,50.3954329,-84.4722905,302.0,12.0,44.5,7.312,27.0,2022,6,8,23,1.93,201.0
21.799999999999955,21.799999999999955,125,2022-06-08 23:17:44,,89.0,713.34,7.551,2.0,-1.88,29.0,44.0,84.0,50.3954564,-84.4723954,215.0,22.5,84.0,7.551,27.0,2022,6,8,23,1.93,201.0
21.600000000000023,21.600000000000023,125,2022-06-08 23:17:45,,90.0,721.14,7.752,2.0,-2.16,27.0,46.0,79.5,50.3954838,-84.4725019,208.0,23.0,84.5,7.752,27.0,2022,6,8,23,1.93,201.0
21.399999999999977,21.399999999999977,124,2022-06-08 23:17:46,,90.0,729.01,7.998,2.0,-2.35,25.0,48.0,75.5,50.3955142,-84.4726081,201.0,23.5,85.0,7.998,27.0,2022,6,8,23,1.93,201.0
21.200000000000045,21.200000000000045,124,2022-06-08 23:17:47,,91.0,737.22,8.175,2.0,-2.8,22.5,50.0,71.0,50.395547,-84.4727183,194.0,24.0,85.5,8.175,27.0,2022,6,8,23,1.93,201.0
21.0,21.0,123,2022-06-08 23:17:48,,92.0,745.48,8.284,2.0,-2.85,21.0,51.0,68.0,50.3955824,-84.4728277,189.0,24.5,86.0,8.284,27.0,2022,6,8,23,1.93,201.0
20.799999999999955,20.799999999999955,123,2022-06-08 23:17:49,,92.0,753.96,8.431,2.0,-2.7,21.5,51.0,70.0,50.3956218,-84.4729381,194.0,24.5,85.5,8.431,27.0,2022,6,8,23,1.93,201.0
20.799999999999955,20.799999999999955,123,2022-06-08 23:17:50,,93.0,762.53,8.583,2.0,-2.62,22.0,51.0,72.0,50.3956639,-84.4730483,198.0,24.5,85.5,8.583,27.0,2022,6,8,23,1.93,201.0
20.799999999999955,20.799999999999955,122,2022-06-08 23:17:51,,93.0,771.19,8.691,2.0,-2.26,22.5,52.0,74.0,50.3957072,-84.4731592,203.0,24.5,85.0,8.691,27.0,2022,6,8,23,1.93,201.0
21.0,21.0,119,2022-06-08 23:17:52,,93.0,780.16,8.75,2.0,-1.41,23.0,52.0,76.0,50.3957507,-84.4732748,208.0,24.5,85.0,8.75,27.0,2022,6,8,23,1.93,201.0
21.0,21.0,118,2022-06-08 23:17:53,,93.0,789.03,8.773,2.0,-0.47,23.5,52.0,78.0,50.3957908,-84.473391,212.0,24.5,84.5,8.773,27.0,2022,6,8,23,1.93,201.0
21.0,21.0,118,2022-06-08 23:17:54,,94.0,797.83,8.667,2.0,-0.02,24.0,52.0,80.0,50.395828,-84.473508,217.0,24.0,84.0,8.667,27.0,2022,6,8,23,1.93,201.0
20.799999999999955,20.799999999999955,118,2022-06-08 23:17:55,,94.0,806.7,8.618,2.0,0.0,24.5,52.0,82.0,50.3958661,-84.4736255,222.0,24.0,84.0,8.618,27.0,2022,6,8,23,1.93,201.0
20.799999999999955,20.799999999999955,118,2022-06-08 23:17:56,,94.0,815.6,8.612,2.0,0.0,25.0,52.0,84.5,50.3959045,-84.4737434,226.0,24.0,83.5,8.612,27.0,2022,6,8,23,1.93,201.0
20.600000000000023,20.600000000000023,117,2022-06-08 23:17:57,,95.0,824.27,8.414,2.0,-0.3,25.0,53.0,86.5,50.3959421,-84.4738579,231.0,24.0,83.5,8.414,27.0,2022,6,8,23,1.93,201.0
20.799999999999955,20.799999999999955,117,2022-06-08 23:17:58,,95.0,832.71,8.257,2.0,-0.68,25.5,53.0,88.5,50.39598,-84.4739688,236.0,24.0,83.0,8.257,27.0,2022,6,8,23,1.93,201.0
20.799999999999955,20.799999999999955,116,2022-06-08 23:17:59,,95.0,841.09,8.242,2.0,-0.65,26.0,53.0,90.5,50.3960164,-84.4740795,240.0,24.0,82.5,8.242,27.0,2022,6,8,23,1.93,201.0
20.799999999999955,20.799999999999955,116,2022-06-08 23:18:00,,95.0,849.38,8.248,2.0,-0.28,27.0,53.0,92.5,50.3960509,-84.4741899,251.0,24.0,83.0,8.248,27.0,2022,6,8,23,1.93,201.0
20.799999999999955,20.799999999999955,117,2022-06-08 23:18:01,,95.0,857.67,8.25,2.0,-0.02,30.5,53.0,94.5,50.3960859,-84.4743001,282.0,24.5,84.0,8.25,27.0,2022,6,8,23,1.93,201.0
21.0,21.0,117,2022-06-08 23:18:02,,95.0,865.96,8.233,2.0,0.0,34.0,53.0,97.0,50.3961198,-84.4744109,313.0,24.5,85.0,8.233,27.0,2022,6,8,23,1.93,201.0
21.200000000000045,21.200000000000045,117,2022-06-08 23:18:03,,94.0,874.18,8.232,2.0,0.63,36.5,53.0,98.5,50.3961551,-84.4745199,339.0,25.0,86.0,8.232,27.0,2022,6,8,23,1.93,201.0
21.600000000000023,21.600000000000023,117,2022-06-08 23:18:04,,90.0,882.51,8.2,2.0,1.59,36.5,53.0,98.5,50.3961928,-84.474629,348.0,25.5,86.5,8.2,27.0,2022,6,8,23,1.93,201.0
21.799999999999955,21.799999999999955,117,2022-06-08 23:18:05,,90.0,890.79,8.149,2.0,2.13,36.5,51.0,98.5,50.3962298,-84.4747378,364.0,27.0,89.0,8.149,27.0,2022,6,8,23,1.93,201.0
21.799999999999955,21.799999999999955,116,2022-06-08 23:18:06,,90.0,898.97,8.177,2.0,2.45,37.0,50.0,99.0,50.3962662,-84.4748454,380.0,28.5,91.0,8.177,27.0,2022,6,8,23,1.93,201.0
22.0,22.0,117,2022-06-08 23:18:07,,90.0,907.27,8.205,2.0,2.35,37.0,49.0,99.0,50.3963032,-84.4749546,397.0,30.0,93.5,8.205,27.0,2022,6,8,23,1.93,201.0
22.200000000000045,22.200000000000045,117,2022-06-08 23:18:08,,90.0,915.54,8.231,2.0,2.13,38.0,48.0,99.0,50.396339,-84.475064,417.0,31.5,96.0,8.231,27.0,2022,6,8,23,1.93,201.0
22.200000000000045,22.200000000000045,117,2022-06-08 23:18:09,,90.0,923.86,8.236,2.0,1.85,41.5,49.0,100.0,50.3963757,-84.4751737,447.0,33.5,98.5,8.236,27.0,2022,6,8,23,1.93,201.0
22.399999999999977,22.399999999999977,118,2022-06-08 23:18:10,,91.0,932.18,8.201,2.0,1.44,40.5,48.0,99.5,50.3964136,-84.4752826,457.0,33.0,99.0,8.201,27.0,2022,6,8,23,1.93,201.0
22.600000000000023,22.600000000000023,118,2022-06-08 23:18:11,,91.0,940.26,8.049,2.0,1.42,38.0,48.0,99.5,50.3964496,-84.4753888,448.0,34.5,99.5,8.049,27.0,2022,6,8,23,1.93,201.0
22.799999999999955,22.799999999999955,117,2022-06-08 23:18:12,,91.0,948.13,7.886,2.0,1.84,36.5,47.0,99.0,50.3964833,-84.4754931,446.0,32.0,98.5,7.886,27.0,2022,6,8,23,1.93,201.0
23.200000000000045,23.200000000000045,116,2022-06-08 23:18:13,,90.0,956.09,7.874,2.0,2.12,36.5,47.0,99.0,50.3965167,-84.475599,444.0,30.0,97.5,7.874,27.0,2022,6,8,23,1.93,201.0
23.399999999999977,23.399999999999977,116,2022-06-08 23:18:14,,88.0,964.01,7.833,2.0,2.48,36.0,47.0,99.0,50.3965493,-84.4757048,465.0,30.5,98.0,7.833,27.0,2022,6,8,23,1.93,201.0
23.799999999999955,23.799999999999955,116,2022-06-08 23:18:15,,87.0,971.8,7.766,2.0,3.08,33.0,47.0,100.0,50.3965836,-84.4758074,496.0,32.0,99.5,7.766,27.0,2022,6,8,23,1.93,201.0
24.200000000000045,24.200000000000045,117,2022-06-08 23:18:16,,86.0,979.49,7.647,2.0,3.66,35.5,48.0,100.0,50.3966185,-84.4759082,514.0,32.5,99.0,7.647,27.0,2022,6,8,23,1.93,201.0
24.799999999999955,24.799999999999955,117,2022-06-08 23:18:17,,85.0,987.04,7.486,2.0,4.4,37.0,49.0,100.0,50.3966535,-84.4760067,520.0,33.0,99.0,7.486,27.0,2022,6,8,23,1.93,201.0
25.200000000000045,25.200000000000045,117,2022-06-08 23:18:18,,84.0,994.54,7.479,2.0,5.4,36.5,49.0,100.0,50.3966876,-84.4761048,493.0,33.0,100.0,7.479,26.0,2022,6,8,23,1.93,201.0
25.600000000000023,25.600000000000023,121,2022-06-08 23:18:19,,84.0,1002.07,7.483,2.0,5.52,36.5,48.0,100.0,50.3967209,-84.476204,450.0,33.0,100.0,7.483,26.0,2022,6,8,23,1.93,201.0
26.0,26.0,123,2022-06-08 23:18:20,,83.0,1009.69,7.515,2.0,5.18,36.5,48.0,100.0,50.3967551,-84.476304,420.0,33.0,100.0,7.515,26.0,2022,6,8,23,1.93,201.0
26.200000000000045,26.200000000000045,126,2022-06-08 23:18:21,,83.0,1017.22,7.469,2.0,5.24,34.5,50.0,99.5,50.3967876,-84.4764037,354.0,28.0,95.5,7.469,26.0,2022,6,8,23,1.93,201.0
26.399999999999977,26.399999999999977,129,2022-06-08 23:18:22,,82.0,1024.58,7.315,2.0,4.69,31.5,48.0,95.0,50.3968209,-84.4765002,248.0,27.0,94.5,7.315,26.0,2022,6,8,23,1.93,201.0
26.600000000000023,26.600000000000023,132,2022-06-08 23:18:23,,80.0,1031.72,7.229,2.0,3.86,26.5,43.0,85.5,50.3968526,-84.4765942,217.0,27.0,94.5,7.229,26.0,2022,6,8,23,1.93,201.0
26.799999999999955,26.799999999999955,134,2022-06-08 23:18:24,,79.0,1038.92,7.189,2.0,3.66,26.5,53.0,85.5,50.3968836,-84.4766895,217.0,27.0,94.5,7.189,26.0,2022,6,8,23,1.93,201.0
27.0,27.0,135,2022-06-08 23:18:25,,79.0,1046.07,7.058,2.0,3.64,26.5,56.0,85.5,50.3969127,-84.4767851,195.0,27.0,94.5,7.058,26.0,2022,6,8,23,1.93,201.0
27.399999999999977,27.399999999999977,135,2022-06-08 23:18:26,,79.0,1053.08,6.926,2.0,3.41,26.5,53.0,85.5,50.3969413,-84.4768788,185.0,27.0,94.5,6.926,26.0,2022,6,8,23,1.93,201.0
27.600000000000023,27.600000000000023,134,2022-06-08 23:18:27,,79.0,1060.07,6.913,2.0,3.47,26.5,48.0,85.5,50.3969712,-84.4769715,182.0,27.0,94.5,6.913,26.0,2022,6,8,23,1.93,201.0
27.600000000000023,27.600000000000023,134,2022-06-08 23:18:28,,79.0,1067.08,6.993,2.0,3.18,26.5,49.0,85.5,50.3970018,-84.477064,161.0,27.0,94.5,6.993,26.0,2022,6,8,23,1.93,201.0
27.600000000000023,27.600000000000023,134,2022-06-08 23:18:29,,79.0,1074.03,6.936,2.0,2.66,26.5,49.0,85.5,50.3970335,-84.4771551,160.0,27.0,93.5,6.936,26.0,2022,6,8,23,1.93,201.0
27.799999999999955,27.799999999999955,136,2022-06-08 23:18:30,,79.0,1081.14,6.867,2.0,2.35,26.0,50.0,85.5,50.3970647,-84.4772488,165.0,26.5,91.5,6.867,26.0,2022,6,8,23,1.93,201.0
27.799999999999955,27.799999999999955,137,2022-06-08 23:18:31,,79.0,1088.46,7.036,2.0,1.69,26.0,50.0,85.5,50.3970954,-84.4773461,170.0,26.5,90.0,7.036,26.0,2022,6,8,23,1.93,201.0
28.0,28.0,139,2022-06-08 23:18:32,,79.0,1095.9,7.345,2.0,0.64,25.5,51.0,85.5,50.3971264,-84.4774454,175.0,26.0,88.5,7.345,26.0,2022,6,8,23,1.93,201.0
28.0,28.0,140,2022-06-08 23:18:33,,79.0,1103.34,7.403,2.0,0.68,25.5,52.0,85.0,50.397157,-84.4775447,180.0,26.0,87.0,7.403,26.0,2022,6,8,23,1.93,201.0
28.0,28.0,140,2022-06-08 23:18:34,,79.0,1110.89,7.403,2.0,1.13,25.5,52.0,85.0,50.3971888,-84.477645,185.0,26.0,85.5,7.403,26.0,2022,6,8,23,1.93,201.0
28.0,28.0,142,2022-06-08 23:18:35,,79.0,1118.51,7.517,2.0,0.99,25.0,53.0,85.0,50.3972207,-84.4777466,190.0,25.5,84.0,7.517,26.0,2022,6,8,23,1.93,201.0
28.0,28.0,144,2022-06-08 23:18:36,,79.0,1126.13,7.573,2.0,0.91,25.0,53.0,85.0,50.3972525,-84.477848,195.0,25.5,82.0,7.573,26.0,2022,6,8,23,1.93,201.0
28.0,28.0,146,2022-06-08 23:18:37,,79.0,1133.73,7.625,2.0,0.74,24.5,54.0,85.0,50.3972849,-84.4779488,200.0,25.0,80.5,7.625,26.0,2022,6,8,23,1.93,201.0
28.0,28.0,147,2022-06-08 23:18:38,,80.0,1141.3,7.537,2.0,0.34,23.5,54.0,81.0,50.3973171,-84.4780493,190.0,25.0,80.0,7.537,26.0,2022,6,8,23,1.93,201.0
28.0,28.0,147,2022-06-08 23:18:39,,83.0,1148.9,7.485,2.0,0.02,19.5,54.0,67.5,50.3973463,-84.4781518,141.0,25.0,82.0,7.485,26.0,2022,6,8,23,1.93,201.0
