timestamp,altitude,ascent,battery_soc,cadence,calories,descent,distance,enhanced_altitude,enhanced_speed,gps_accuracy,grade,heart_rate,left_pedal_smoothness,position_lat,position_long,power,right_pedal_smoothness,right_torque_effectiveness,speed,left_right_balance,left_torque_effectiveness,temperature,year,month,day,hour,wind_speed,wind_direction
2022-11-10 19:15:16,8.399999999999977,2.0,,9.0,9.0,6.0,717.01,8.399999999999977,5.118,3.0,0.91,134.0,11.5,50.5109961,-84.8171147,10.0,11.0,43.0,5.118,43.0,35.0,20.0,2022,11,10,19,3.47,78.0
2022-11-10 19:15:17,8.199999999999989,2.0,,0.0,9.0,6.0,723.63,8.199999999999989,6.245,3.0,0.46,136.0,13.5,50.5110366,-84.8170408,0.0,10.5,41.0,6.245,53.0,39.0,20.0,2022,11,10,19,3.47,78.0
2022-11-10 19:15:18,8.199999999999989,2.0,,0.0,9.0,6.0,730.67,8.199999999999989,6.778,3.0,0.02,135.0,15.5,50.5110712,-84.8169449,0.0,10.5,39.0,6.778,62.0,43.0,20.0,2022,11,10,19,3.47,78.0
2022-11-10 19:15:19,8.199999999999989,2.0,,0.0,9.0,6.0,735.77,8.199999999999989,5.526,3.0,-0.37,136.0,17.5,50.5110844,-84.8168786,0.0,10.0,37.5,5.526,71.0,47.0,20.0,2022,11,10,19,3.47,78.0
2022-11-10 19:15:20,8.199999999999989,2.0,,0.0,9.0,6.0,739.89,8.199999999999989,4.492,3.0,-0.68,135.0,19.5,50.5110809,-84.816817,0.0,9.5,35.5,4.492,80.0,50.5,20.0,2022,11,10,19,3.47,78.0
2022-11-10 19:15:21,8.199999999999989,2.0,,8.0,9.0,6.0,741.77,8.199999999999989,2.53,3.0,-0.84,135.0,21.5,50.5110943,-84.8167903,0.0,9.0,33.5,2.53,89.0,54.5,20.0,2022,11,10,19,3.47,78.0
2022-11-10 19:15:22,8.199999999999989,2.0,,17.0,9.0,6.0,743.33,8.199999999999989,1.773,3.0,-0.55,134.0,23.5,50.5111033,-84.8167727,0.0,8.5,32.0,1.773,98.0,58.5,20.0,2022,11,10,19,3.47,78.0
2022-11-10 19:15:23,8.199999999999989,2.0,,11.0,9.0,6.0,743.33,8.199999999999989,0.0,3.0,0.0,136.0,25.5,50.5111122,-84.816764,0.0,8.5,30.0,0.0,,62.5,20.0,2022,11,10,19,3.47,78.0
2022-11-10 19:15:24,8.399999999999977,2.0,,6.0,9.0,6.0,743.33,8.399999999999977,0.0,3.0,0.0,135.0,27.5,50.5111165,-84.8167635,0.0,8.0,28.0,0.0,,66.5,20.0,2022,11,10,19,3.47,78.0
2022-11-10 19:15:25,8.399999999999977,2.0,,1.0,9.0,6.0,743.33,8.399999999999977,0.0,3.0,0.0,136.0,,50.5111165,-84.8167549,0.0,,,0.0,,,20.0,2022,11,10,19,3.47,78.0
2022-11-10 19:15:26,8.399999999999977,2.0,,0.0,9.0,6.0,743.33,8.399999999999977,0.0,3.0,0.0,137.0,,50.5111165,-84.8167549,0.0,,,0.0,,,20.0,2022,11,10,19,3.47,78.0
2022-11-10 19:15:27,8.399999999999977,2.0,,0.0,9.0,6.0,743.33,8.399999999999977,0.0,3.0,0.0,138.0,,50.5111165,-84.8167549,0.0,,,0.0,,,20.0,2022,11,10,19,3.47,78.0
2022-11-10 19:15:28,8.399999999999977,2.0,,0.0,9.0,6.0,743.33,8.399999999999977,0.0,1.0,0.0,137.0,,50.5111165,-84.8167549,0.0,,,0.0,,,20.0,2022,11,10,19,3.47,78.0
2022-11-10 19:15:29,8.399999999999977,2.0,,0.0,9.0,6.0,743.33,8.399999999999977,0.0,1.0,0.0,138.0,,50.5111165,-84.8167549,0.0,,,0.0,,,20.0,2022,11,10,19,3.47,78.0
2022-11-10 19:15:30,8.399999999999977,2.0,,0.0,9.0,6.0,743.33,8.399999999999977,0.0,1.0,0.0,137.0,,50.5111165,-84.8167549,0.0,,,0.0,,,20.0,2022,11,10,19,3.47,78.0
2022-11-10 19:15:31,8.600000000000023,2.0,,0.0,9.0,6.0,743.33,8.600000000000023,0.0,1.0,0.0,138.0,,50.5111165,-84.8167549,0.0,,,0.0,,,20.0,2022,11,10,19,3.47,78.0
2022-11-10 19:15:32,8.600000000000023,2.0,,0.0,9.0,6.0,743.33,8.600000000000023,0.0,2.0,0.0,137.0,,50.5111165,-84.8167549,0.0,,,0.0,,,20.0,2022,11,10,19,3.47,78.0
