timestamp,battery_soc,cadence,distance,enhanced_speed,gps_accuracy,heart_rate,left_pedal_smoothness,left_torque_effectiveness,position_lat,position_long,power,right_pedal_smoothness,right_torque_effectiveness,speed,left_right_balance,temperature,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
2022-06-20 00:34:06,,63.0,2319.14,6.144,3.0,121.0,19.5,70.0,50.3919165,-84.6035585,237.0,0.0,0.0,6.144,57.0,11.0,-31.600000000000023,-31.600000000000023,0.0,2022,6,20,0,4.5,267.0
2022-06-20 00:34:07,,71.0,2326.11,6.787,3.0,122.0,19.5,70.0,50.3919186,-84.6036592,162.0,0.0,0.0,6.787,57.0,11.0,-31.80000000000001,-31.80000000000001,0.0,2022,6,20,0,4.5,267.0
2022-06-20 00:34:08,,72.0,2332.75,6.673,3.0,122.0,19.5,70.0,50.3919187,-84.6037551,162.0,0.0,0.0,6.673,51.0,11.0,-32.0,-32.0,-0.25,2022,6,20,0,4.5,267.0
2022-06-20 00:34:09,,73.0,2340.13,6.838,3.0,123.0,19.5,70.0,50.3919263,-84.6038613,164.0,0.0,0.0,6.838,47.0,11.0,-32.0,-32.0,-0.94,2022,6,20,0,4.5,267.0
2022-06-20 00:34:10,,74.0,2347.14,6.859,3.0,124.0,19.5,70.0,50.3919342,-84.6039621,161.0,0.0,0.0,6.859,49.0,11.0,-32.19999999999999,-32.19999999999999,-1.51,2022,6,20,0,4.5,267.0
2022-06-20 00:34:11,,75.0,2354.4,6.833,3.0,124.0,19.5,70.0,50.3919403,-84.6040668,158.0,0.0,0.0,6.833,51.0,11.0,-32.39999999999998,-32.39999999999998,-1.65,2022,6,20,0,4.5,267.0
2022-06-20 00:34:12,,78.0,2361.81,6.832,3.0,124.0,19.5,70.0,50.3919444,-84.6041737,159.0,1.5,5.5,6.832,51.0,11.0,-32.39999999999998,-32.39999999999998,-1.67,2022,6,20,0,4.5,267.0
2022-06-20 00:34:13,,80.0,2369.04,6.992,3.0,125.0,20.0,68.0,50.3919541,-84.6042774,173.0,16.0,54.5,6.992,51.0,11.0,-32.39999999999998,-32.39999999999998,-1.71,2022,6,20,0,4.5,267.0
2022-06-20 00:34:14,,82.0,2376.01,7.103,3.0,126.0,20.0,67.5,50.3919638,-84.6043773,186.0,21.5,73.5,7.103,51.0,11.0,-32.39999999999998,-32.39999999999998,-1.63,2022,6,20,0,4.5,267.0
2022-06-20 00:34:15,,84.0,2383.84,7.399,3.0,126.0,20.0,67.5,50.3919663,-84.6044903,181.0,21.5,73.5,7.399,51.0,11.0,-32.60000000000002,-32.60000000000002,-1.46,2022,6,20,0,4.5,267.0
2022-06-20 00:34:16,,85.0,2391.58,7.537,3.0,127.0,20.0,67.5,50.3919759,-84.6046014,201.0,21.5,73.5,7.537,51.0,11.0,-32.80000000000001,-32.80000000000001,-1.32,2022,6,20,0,4.5,267.0
2022-06-20 00:34:17,,85.0,2399.23,7.538,3.0,127.0,20.0,67.5,50.3919839,-84.6047115,156.0,21.5,73.5,7.538,51.0,11.0,-32.80000000000001,-32.80000000000001,-1.27,2022,6,20,0,4.5,267.0
2022-06-20 00:34:18,,82.0,2406.65,7.557,3.0,127.0,20.0,67.5,50.3919993,-84.6048167,241.0,21.5,73.5,7.557,51.0,11.0,-33.0,-33.0,-1.36,2022,6,20,0,4.5,267.0
2022-06-20 00:34:19,,81.0,2415.17,7.914,3.0,127.0,20.0,67.5,50.3920135,-84.6049383,245.0,21.5,73.5,7.914,51.0,11.0,-33.19999999999999,-33.19999999999999,-1.49,2022,6,20,0,4.5,267.0
2022-06-20 00:34:20,,82.0,2423.5,8.185,3.0,128.0,20.0,67.5,50.3920273,-84.6050572,237.0,21.5,73.5,8.185,51.0,11.0,-33.19999999999999,-33.19999999999999,-1.51,2022,6,20,0,4.5,267.0
2022-06-20 00:34:21,,83.0,2432.09,8.451,3.0,127.0,20.0,67.5,50.392049,-84.6051778,219.0,21.5,73.5,8.451,51.0,11.0,-33.39999999999998,-33.39999999999998,-1.45,2022,6,20,0,4.5,267.0
2022-06-20 00:34:22,,84.0,2440.34,8.224,3.0,126.0,20.0,67.5,50.3920649,-84.6052952,212.0,21.5,73.5,8.224,51.0,11.0,-33.39999999999998,-33.39999999999998,-1.35,2022,6,20,0,4.5,267.0
2022-06-20 00:34:23,,84.0,2449.13,8.533,3.0,126.0,22.0,75.0,50.3920848,-84.6054194,212.0,21.5,75.5,8.533,50.0,11.0,-33.60000000000002,-33.60000000000002,-1.32,2022,6,20,0,4.5,267.0
2022-06-20 00:34:24,,85.0,2458.38,8.513,3.0,124.0,25.0,87.5,50.3921029,-84.6055508,215.0,21.5,79.0,8.513,48.0,11.0,-33.80000000000001,-33.80000000000001,-1.38,2022,6,20,0,4.5,267.0
2022-06-20 00:34:25,,85.0,2467.84,8.621,3.0,124.0,21.0,77.5,50.3921168,-84.6056864,192.0,21.5,78.0,8.621,44.0,11.0,-33.80000000000001,-33.80000000000001,-1.43,2022,6,20,0,4.5,267.0
2022-06-20 00:34:26,,86.0,2477.37,8.482,3.0,125.0,17.0,63.5,50.3921308,-84.6058228,172.0,22.5,75.5,8.482,40.0,11.0,-33.80000000000001,-33.80000000000001,-1.36,2022,6,20,0,4.5,267.0
2022-06-20 00:34:27,,87.0,2487.18,8.482,3.0,126.0,20.5,65.5,50.3921523,-84.6059615,184.0,23.5,77.0,8.482,38.0,11.0,-33.80000000000001,-33.80000000000001,-1.25,2022,6,20,0,4.5,267.0
2022-06-20 00:34:28,,87.0,2495.7,8.642,3.0,126.0,21.0,69.5,50.3921752,-84.6060809,175.0,22.5,79.0,8.642,38.0,11.0,-34.0,-34.0,-1.03,2022,6,20,0,4.5,267.0
2022-06-20 00:34:29,,87.0,2504.91,8.33,3.0,124.0,21.0,70.0,50.3922057,-84.6062074,103.0,22.5,79.5,8.33,43.0,11.0,-34.19999999999999,-34.19999999999999,-0.9,2022,6,20,0,4.5,267.0
2022-06-20 00:34:30,,72.0,2513.47,7.999,3.0,123.0,15.0,51.0,50.3922354,-84.6063245,56.0,22.0,77.5,7.999,39.0,11.0,-34.19999999999999,-34.19999999999999,-0.97,2022,6,20,0,4.5,267.0
2022-06-20 00:34:31,,40.0,2521.83,7.969,3.0,122.0,1.0,8.0,50.3922691,-84.6064364,73.0,20.5,73.5,7.969,26.0,11.0,-34.19999999999999,-34.19999999999999,-0.99,2022,6,20,0,4.5,267.0
2022-06-20 00:34:32,,47.0,2530.31,7.963,3.0,122.0,1.0,8.0,50.3923105,-84.6065457,161.0,20.5,73.5,7.963,59.0,11.0,-34.19999999999999,-34.19999999999999,-0.83,2022,6,20,0,4.5,267.0
2022-06-20 00:34:33,,76.0,2538.75,7.786,3.0,122.0,1.0,8.0,50.3923525,-84.6066538,196.0,20.5,73.5,7.786,71.0,11.0,-34.19999999999999,-34.19999999999999,-0.55,2022,6,20,0,4.5,267.0
2022-06-20 00:34:34,,81.0,2546.95,8.247,3.0,122.0,5.0,22.5,50.3923939,-84.6067584,153.0,20.5,74.5,8.247,69.0,11.0,-34.19999999999999,-34.19999999999999,-0.2,2022,6,20,0,4.5,267.0
2022-06-20 00:34:35,,81.0,2554.92,8.091,3.0,121.0,10.0,38.5,50.3924406,-84.6068548,104.0,20.5,76.0,8.091,67.0,11.0,-34.39999999999998,-34.39999999999998,0.0,2022,6,20,0,4.5,267.0
2022-06-20 00:34:36,,81.0,2562.18,7.722,3.0,121.0,14.5,54.5,50.392481,-84.6069446,54.0,20.0,77.0,7.722,65.0,11.0,-34.39999999999998,-34.39999999999998,0.0,2022,6,20,0,4.5,267.0
2022-06-20 00:34:37,,81.0,2571.29,8.486,3.0,121.0,19.5,70.5,50.3925326,-84.6070565,5.0,20.0,78.5,8.486,62.0,11.0,-34.39999999999998,-34.39999999999998,-0.15,2022,6,20,0,4.5,267.0
2022-06-20 00:34:38,,0.0,2578.99,7.941,3.0,121.0,20.0,72.5,50.3925818,-84.6071459,0.0,20.0,78.5,7.941,60.0,11.0,-34.39999999999998,-34.39999999999998,-0.35,2022,6,20,0,4.5,267.0
2022-06-20 00:34:39,,0.0,2586.97,7.87,3.0,121.0,20.0,72.5,50.3926362,-84.6072351,0.0,20.0,78.5,7.87,58.0,11.0,-34.39999999999998,-34.39999999999998,-0.21,2022,6,20,0,4.5,267.0
2022-06-20 00:34:40,,0.0,2594.26,7.48,3.0,121.0,20.0,72.5,50.3926859,-84.6073164,0.0,20.0,78.5,7.48,55.0,11.0,-34.39999999999998,-34.39999999999998,0.0,2022,6,20,0,4.5,267.0
2022-06-20 00:34:41,,0.0,2601.36,7.194,3.0,121.0,20.0,72.5,50.3927338,-84.6073963,0.0,20.0,78.5,7.194,53.0,11.0,-34.39999999999998,-34.39999999999998,0.0,2022,6,20,0,4.5,267.0
2022-06-20 00:34:42,,0.0,2608.13,6.876,3.0,121.0,20.0,72.5,50.3927832,-84.607468,0.0,20.0,78.5,6.876,51.0,11.0,-34.39999999999998,-34.39999999999998,0.0,2022,6,20,0,4.5,267.0
2022-06-20 00:34:43,,0.0,2614.77,6.713,3.0,121.0,20.0,72.5,50.3928292,-84.6075414,0.0,20.0,78.5,6.713,49.0,11.0,-34.60000000000002,-34.60000000000002,0.0,2022,6,20,0,4.5,267.0
2022-06-20 00:34:44,,0.0,2621.33,6.578,3.0,122.0,20.0,72.5,50.3928675,-84.607621,0.0,20.0,78.5,6.578,46.0,11.0,-34.60000000000002,-34.60000000000002,0.0,2022,6,20,0,4.5,267.0
2022-06-20 00:34:45,,0.0,2628.04,6.679,3.0,122.0,20.0,72.5,50.392909,-84.6077004,0.0,20.0,78.5,6.679,44.0,11.0,-34.80000000000001,-34.80000000000001,-0.2,2022,6,20,0,4.5,267.0
2022-06-20 00:34:46,,21.0,2635.31,7.137,3.0,122.0,20.0,72.5,50.3929546,-84.6077857,125.0,20.0,78.5,7.137,44.0,11.0,-34.80000000000001,-34.80000000000001,-0.74,2022,6,20,0,4.5,267.0
2022-06-20 00:34:47,,34.0,2642.85,7.443,3.0,122.0,18.5,69.5,50.3930055,-84.6078704,132.0,19.5,76.0,7.443,44.0,11.0,-35.0,-35.0,-1.26,2022,6,20,0,4.5,267.0
2022-06-20 00:34:48,,46.0,2649.76,7.045,3.0,122.0,17.0,66.5,50.3930498,-84.6079505,128.0,18.5,73.0,7.045,45.0,11.0,-35.19999999999999,-35.19999999999999,-1.7,2022,6,20,0,4.5,267.0
2022-06-20 00:34:49,,58.0,2656.91,7.06,3.0,122.0,15.5,63.0,50.393096,-84.6080329,124.0,18.0,70.0,7.06,45.0,11.0,-35.60000000000002,-35.60000000000002,-2.2,2022,6,20,0,4.5,267.0
2022-06-20 00:34:50,,70.0,2664.67,7.634,3.0,122.0,14.0,60.0,50.3931566,-84.60811,119.0,17.0,67.5,7.634,46.0,11.0,-35.80000000000001,-35.80000000000001,-2.69,2022,6,20,0,4.5,267.0
2022-06-20 00:34:51,,74.0,2673.05,8.196,3.0,122.0,14.5,59.0,50.3932242,-84.6081899,114.0,17.0,65.5,8.196,42.0,11.0,-36.0,-36.0,-3.11,2022,6,20,0,4.5,267.0
2022-06-20 00:34:52,,76.0,2681.02,8.061,3.0,122.0,15.5,58.5,50.393287,-84.6082682,109.0,17.5,64.0,8.061,38.0,11.0,-36.39999999999998,-36.39999999999998,-3.42,2022,6,20,0,4.5,267.0
2022-06-20 00:34:53,,80.0,2689.66,8.464,3.0,121.0,15.0,57.0,50.3933584,-84.608348,108.0,18.5,66.0,8.464,37.0,11.0,-36.60000000000002,-36.60000000000002,-3.63,2022,6,20,0,4.5,267.0
2022-06-20 00:34:54,,84.0,2697.73,8.179,3.0,121.0,15.0,56.0,50.3934171,-84.6084336,109.0,19.5,67.0,8.179,37.0,11.0,-36.80000000000001,-36.80000000000001,-3.7,2022,6,20,0,4.5,267.0
2022-06-20 00:34:55,,86.0,2706.07,8.277,3.0,121.0,15.0,56.0,50.3934727,-84.6085282,110.0,19.5,67.0,8.277,39.0,11.0,-37.0,-37.0,-3.45,2022,6,20,0,4.5,267.0
2022-06-20 00:34:56,,87.0,2714.51,8.403,3.0,120.0,15.0,56.0,50.3935268,-84.6086261,108.0,19.5,67.0,8.403,43.0,11.0,-37.19999999999999,-37.19999999999999,-2.86,2022,6,20,0,4.5,267.0
2022-06-20 00:34:57,,87.0,2722.72,8.384,3.0,120.0,15.0,56.0,50.3935702,-84.6087293,119.0,19.5,67.0,8.384,46.0,11.0,-37.39999999999998,-37.39999999999998,-2.38,2022,6,20,0,4.5,267.0
2022-06-20 00:34:58,,87.0,2731.08,8.183,3.0,120.0,16.0,58.0,50.3936069,-84.6088396,126.0,18.0,62.5,8.183,46.0,11.0,-37.39999999999998,-37.39999999999998,-2.07,2022,6,20,0,4.5,267.0
2022-06-20 00:34:59,,86.0,2739.04,7.9,3.0,120.0,17.0,61.0,50.3936223,-84.6089525,158.0,17.0,58.5,7.9,47.0,11.0,-37.60000000000002,-37.60000000000002,-1.74,2022,6,20,0,4.5,267.0
2022-06-20 00:35:00,,85.0,2746.94,7.867,3.0,119.0,18.5,68.0,50.3936284,-84.6090664,213.0,17.0,59.0,7.867,54.0,11.0,-37.80000000000001,-37.80000000000001,-1.62,2022,6,20,0,4.5,267.0
2022-06-20 00:35:01,,84.0,2754.87,7.884,3.0,119.0,18.5,68.0,50.3936288,-84.609181,198.0,17.0,59.0,7.884,54.0,11.0,-37.80000000000001,-37.80000000000001,-1.75,2022,6,20,0,4.5,267.0
2022-06-20 00:35:02,,84.0,2763.2,7.903,3.0,119.0,19.5,68.5,50.3936307,-84.6093014,175.0,21.5,72.0,7.903,47.0,11.0,-38.0,-38.0,-1.69,2022,6,20,0,4.5,267.0
2022-06-20 00:35:03,,83.0,2771.35,7.758,3.0,119.0,20.0,68.0,50.3936288,-84.6094191,152.0,23.0,79.0,7.758,44.0,11.0,-37.80000000000001,-37.80000000000001,-1.43,2022,6,20,0,4.5,267.0
2022-06-20 00:35:04,,81.0,2778.63,7.261,3.0,119.0,18.5,64.5,50.3936324,-84.6095243,157.0,20.0,73.0,7.261,46.0,11.0,-37.80000000000001,-37.80000000000001,-0.95,2022,6,20,0,4.5,267.0
2022-06-20 00:35:05,,80.0,2787.0,7.023,3.0,119.0,19.0,65.0,50.3936384,-84.609645,169.0,19.0,69.5,7.023,47.0,11.0,-37.80000000000001,-37.80000000000001,-0.3,2022,6,20,0,4.5,267.0
2022-06-20 00:35:06,,79.0,2793.62,6.539,3.0,119.0,22.0,71.5,50.3936424,-84.6097405,183.0,21.5,73.5,6.539,50.0,11.0,-37.80000000000001,-37.80000000000001,0.0,2022,6,20,0,4.5,267.0
2022-06-20 00:35:07,,77.0,2800.06,6.044,3.0,119.0,22.5,74.0,50.3936465,-84.6098335,174.0,22.0,75.5,6.044,49.0,11.0,-37.60000000000002,-37.60000000000002,0.0,2022,6,20,0,4.5,267.0
2022-06-20 00:35:08,,75.0,2806.03,5.546,3.0,119.0,23.0,77.0,50.3936542,-84.6099192,171.0,21.5,75.0,5.546,52.0,11.0,-37.39999999999998,-37.39999999999998,0.0,2022,6,20,0,4.5,267.0
2022-06-20 00:35:09,,73.0,2812.6,5.957,3.0,118.0,23.5,78.5,50.3936642,-84.610013,167.0,21.0,73.5,5.957,55.0,11.0,-37.39999999999998,-37.39999999999998,0.19,2022,6,20,0,4.5,267.0
2022-06-20 00:35:10,,71.0,2818.65,5.984,3.0,118.0,20.5,74.5,50.3936702,-84.6101002,151.0,19.5,70.0,5.984,55.0,11.0,-37.19999999999999,-37.19999999999999,0.79,2022,6,20,0,4.5,267.0
2022-06-20 00:35:11,,69.0,2825.1,6.203,3.0,118.0,20.5,74.0,50.3936856,-84.610191,137.0,19.5,69.5,6.203,49.0,11.0,-37.19999999999999,-37.19999999999999,1.32,2022,6,20,0,4.5,267.0
2022-06-20 00:35:12,,69.0,2831.21,6.336,3.0,118.0,19.5,71.0,50.393705,-84.6102754,128.0,19.5,70.5,6.336,47.0,11.0,-37.19999999999999,-37.19999999999999,1.44,2022,6,20,0,4.5,267.0
2022-06-20 00:35:13,,69.0,2837.45,6.358,3.0,118.0,18.0,68.0,50.3937239,-84.6103619,119.0,20.0,71.0,6.358,45.0,11.0,-37.19999999999999,-37.19999999999999,1.39,2022,6,20,0,4.5,267.0
2022-06-20 00:35:14,,69.0,2844.23,6.234,3.0,118.0,17.0,65.0,50.3937496,-84.6104536,111.0,20.0,72.0,6.234,44.0,11.0,-37.19999999999999,-37.19999999999999,1.0,2022,6,20,0,4.5,267.0
2022-06-20 00:35:15,,69.0,2851.44,6.338,3.0,118.0,17.0,65.0,50.3937729,-84.610553,131.0,20.0,72.0,6.338,44.0,11.0,-37.39999999999998,-37.39999999999998,0.32,2022,6,20,0,4.5,267.0
2022-06-20 00:35:16,,70.0,2858.69,6.669,3.0,117.0,17.0,65.0,50.3937946,-84.6106535,137.0,20.0,72.0,6.669,47.0,11.0,-37.39999999999998,-37.39999999999998,0.0,2022,6,20,0,4.5,267.0
2022-06-20 00:35:17,,71.0,2866.08,6.959,3.0,116.0,17.5,65.5,50.3938185,-84.6107555,142.0,20.0,72.0,6.959,50.0,11.0,-37.39999999999998,-37.39999999999998,-0.19,2022,6,20,0,4.5,267.0
2022-06-20 00:35:18,,71.0,2873.92,7.405,3.0,115.0,18.0,66.5,50.3938402,-84.6108649,147.0,20.5,71.5,7.405,52.0,11.0,-37.60000000000002,-37.60000000000002,-0.72,2022,6,20,0,4.5,267.0
2022-06-20 00:35:19,,72.0,2881.72,7.292,3.0,115.0,18.5,67.5,50.3938587,-84.6109748,153.0,20.5,71.0,7.292,54.0,11.0,-37.60000000000002,-37.60000000000002,-1.06,2022,6,20,0,4.5,267.0
2022-06-20 00:35:20,,74.0,2889.32,7.646,3.0,115.0,18.5,67.5,50.3938708,-84.6110835,164.0,20.5,71.0,7.646,54.0,11.0,-37.60000000000002,-37.60000000000002,-0.97,2022,6,20,0,4.5,267.0
2022-06-20 00:35:21,,76.0,2896.98,7.665,3.0,114.0,20.5,71.5,50.3938828,-84.6111931,177.0,21.0,72.0,7.665,54.0,11.0,-37.80000000000001,-37.80000000000001,-0.88,2022,6,20,0,4.5,267.0
2022-06-20 00:35:22,,76.0,2904.79,7.79,3.0,116.0,22.0,74.0,50.3938833,-84.6113059,220.0,21.0,72.5,7.79,54.0,11.0,-37.80000000000001,-37.80000000000001,-0.85,2022,6,20,0,4.5,267.0
2022-06-20 00:35:23,,76.0,2912.49,7.72,3.0,115.0,22.0,74.0,50.3938833,-84.6114172,213.0,21.0,72.5,7.72,53.0,11.0,-37.80000000000001,-37.80000000000001,-0.66,2022,6,20,0,4.5,267.0
2022-06-20 00:35:24,,76.0,2920.21,7.719,3.0,115.0,22.0,74.0,50.3938776,-84.6115284,190.0,21.0,72.5,7.719,50.0,10.0,-37.80000000000001,-37.80000000000001,-0.24,2022,6,20,0,4.5,267.0
2022-06-20 00:35:25,,75.0,2927.52,7.522,3.0,115.0,22.0,74.0,50.3938717,-84.6116339,183.0,21.0,72.5,7.522,50.0,10.0,-37.80000000000001,-37.80000000000001,0.0,2022,6,20,0,4.5,267.0
2022-06-20 00:35:26,,75.0,2935.05,7.475,3.0,116.0,22.0,74.0,50.3938586,-84.6117413,184.0,21.0,72.5,7.475,51.0,10.0,-38.0,-38.0,-0.15,2022,6,20,0,4.5,267.0
2022-06-20 00:35:27,,74.0,2942.92,7.709,3.0,116.0,22.0,74.0,50.3938366,-84.611851,194.0,21.0,72.5,7.709,51.0,10.0,-38.19999999999999,-38.19999999999999,-0.59,2022,6,20,0,4.5,267.0
2022-06-20 00:35:28,,75.0,2950.31,7.588,3.0,116.0,22.0,74.0,50.3938156,-84.611954,208.0,21.0,72.5,7.588,51.0,10.0,-38.19999999999999,-38.19999999999999,-0.94,2022,6,20,0,4.5,267.0
2022-06-20 00:35:29,,75.0,2958.24,7.808,3.0,116.0,22.0,74.0,50.3937951,-84.6120653,211.0,21.0,72.5,7.808,51.0,10.0,-38.19999999999999,-38.19999999999999,-0.98,2022,6,20,0,4.5,267.0
2022-06-20 00:35:30,,76.0,2966.0,7.666,3.0,116.0,22.0,74.0,50.393769,-84.6121718,183.0,21.0,72.5,7.666,49.0,10.0,-38.19999999999999,-38.19999999999999,-0.83,2022,6,20,0,4.5,267.0
2022-06-20 00:35:31,,76.0,2973.66,7.701,3.0,117.0,22.0,74.0,50.3937453,-84.6122778,173.0,21.0,73.5,7.701,48.0,10.0,-38.19999999999999,-38.19999999999999,-0.34,2022,6,20,0,4.5,267.0
2022-06-20 00:35:32,,76.0,2981.26,7.608,3.0,118.0,21.5,74.5,50.3937156,-84.6123801,187.0,21.5,75.0,7.608,49.0,10.0,-38.19999999999999,-38.19999999999999,0.0,2022,6,20,0,4.5,267.0
2022-06-20 00:35:33,,77.0,2987.34,6.51,3.0,120.0,22.5,79.0,50.3936859,-84.6124584,201.0,23.5,80.5,6.51,50.0,10.0,-38.19999999999999,-38.19999999999999,0.0,2022,6,20,0,4.5,267.0
2022-06-20 00:35:34,,76.0,2993.63,6.866,3.0,121.0,25.5,86.5,50.3936506,-84.6125357,217.0,26.5,88.0,6.866,50.0,10.0,-38.19999999999999,-38.19999999999999,0.0,2022,6,20,0,4.5,267.0
2022-06-20 00:35:35,,76.0,3000.35,7.206,3.0,122.0,25.5,86.5,50.3936091,-84.6126153,236.0,26.5,88.0,7.206,50.0,10.0,-38.39999999999998,-38.39999999999998,0.0,2022,6,20,0,4.5,267.0
2022-06-20 00:35:36,,76.0,3007.8,7.348,3.0,123.0,25.0,85.0,50.3935625,-84.6127027,234.0,26.0,87.5,7.348,51.0,10.0,-38.39999999999998,-38.39999999999998,0.0,2022,6,20,0,4.5,267.0
2022-06-20 00:35:37,,76.0,3015.02,7.382,3.0,123.0,25.5,86.5,50.3935122,-84.6127822,219.0,25.5,87.0,7.382,53.0,10.0,-38.19999999999999,-38.19999999999999,0.0,2022,6,20,0,4.5,267.0
2022-06-20 00:35:38,,77.0,3022.25,7.35,3.0,123.0,26.0,88.5,50.393457,-84.6128557,204.0,26.0,86.5,7.35,55.0,10.0,-38.19999999999999,-38.19999999999999,0.0,2022,6,20,0,4.5,267.0
2022-06-20 00:35:39,,82.0,3029.51,7.354,3.0,124.0,21.5,76.5,50.393403,-84.6129315,226.0,23.5,84.0,7.354,51.0,10.0,-38.19999999999999,-38.19999999999999,0.0,2022,6,20,0,4.5,267.0
2022-06-20 00:35:40,,83.0,3036.33,7.105,3.0,125.0,21.0,76.5,50.3933585,-84.6130098,232.0,24.0,80.0,7.105,47.0,10.0,-38.0,-38.0,0.17,2022,6,20,0,4.5,267.0
2022-06-20 00:35:41,,83.0,3043.66,6.794,3.0,125.0,22.0,79.5,50.393313,-84.6130961,234.0,23.5,81.0,6.794,47.0,10.0,-38.0,-38.0,0.69,2022,6,20,0,4.5,267.0
2022-06-20 00:35:42,,83.0,3049.9,6.4,3.0,125.0,23.0,81.5,50.3932755,-84.6131709,211.0,23.5,82.5,6.4,47.0,10.0,-38.0,-38.0,1.07,2022,6,20,0,4.5,267.0
2022-06-20 00:35:43,,83.0,3056.46,6.533,3.0,125.0,22.5,81.0,50.3932311,-84.6132445,227.0,23.5,83.0,6.533,46.0,10.0,-38.0,-38.0,0.81,2022,6,20,0,4.5,267.0
2022-06-20 00:35:44,,83.0,3062.4,6.423,3.0,125.0,21.5,80.0,50.3931869,-84.6133064,238.0,24.0,84.0,6.423,46.0,10.0,-37.80000000000001,-37.80000000000001,0.26,2022,6,20,0,4.5,267.0
2022-06-20 00:35:45,,83.0,3068.29,6.379,3.0,125.0,22.5,79.5,50.3931442,-84.6133692,241.0,24.5,85.0,6.379,45.0,10.0,-37.80000000000001,-37.80000000000001,0.0,2022,6,20,0,4.5,267.0
2022-06-20 00:35:46,,83.0,3074.72,6.345,3.0,125.0,22.5,80.0,50.393102,-84.6134428,240.0,24.5,85.0,6.345,46.0,10.0,-37.60000000000002,-37.60000000000002,0.13,2022,6,20,0,4.5,267.0
2022-06-20 00:35:47,,83.0,3080.55,6.364,3.0,126.0,21.5,82.5,50.3930675,-84.6135131,223.0,23.5,82.0,6.364,50.0,10.0,-37.60000000000002,-37.60000000000002,0.57,2022,6,20,0,4.5,267.0
2022-06-20 00:35:48,,82.0,3087.01,6.174,3.0,126.0,24.0,83.0,50.3930342,-84.6135949,210.0,24.0,84.5,6.174,50.0,10.0,-37.39999999999998,-37.39999999999998,1.1,2022,6,20,0,4.5,267.0
2022-06-20 00:35:49,,81.0,3094.18,6.061,3.0,127.0,24.0,83.0,50.3930003,-84.613688,227.0,24.0,84.5,6.061,50.0,10.0,-37.19999999999999,-37.19999999999999,1.56,2022,6,20,0,4.5,267.0
2022-06-20 00:35:50,,82.0,3100.4,5.967,3.0,127.0,24.0,81.0,50.3929744,-84.6137708,235.0,24.0,81.5,5.967,52.0,10.0,-37.19999999999999,-37.19999999999999,1.94,2022,6,20,0,4.5,267.0
2022-06-20 00:35:51,,83.0,3106.82,5.937,3.0,128.0,24.0,79.0,50.3929479,-84.6138565,243.0,24.0,79.5,5.937,53.0,10.0,-37.0,-37.0,2.27,2022,6,20,0,4.5,267.0
2022-06-20 00:35:52,,84.0,3112.83,5.777,3.0,129.0,24.0,78.5,50.3929242,-84.6139373,244.0,24.0,79.5,5.777,53.0,10.0,-36.60000000000002,-36.60000000000002,2.65,2022,6,20,0,4.5,267.0
2022-06-20 00:35:53,,84.0,3118.52,5.385,3.0,129.0,23.0,77.5,50.3929135,-84.6140183,232.0,25.0,80.5,5.385,53.0,10.0,-36.39999999999998,-36.39999999999998,3.04,2022,6,20,0,4.5,267.0
2022-06-20 00:35:54,,84.0,3123.9,4.971,3.0,130.0,22.5,76.0,50.3929038,-84.6140948,221.0,26.0,81.5,4.971,52.0,10.0,-36.19999999999999,-36.19999999999999,3.37,2022,6,20,0,4.5,267.0
2022-06-20 00:35:55,,84.0,3128.86,4.2,3.0,130.0,22.0,75.0,50.3928992,-84.6141662,209.0,27.0,82.0,4.2,52.0,10.0,-36.0,-36.0,3.61,2022,6,20,0,4.5,267.0
2022-06-20 00:35:56,,84.0,3133.18,3.737,3.0,130.0,21.5,73.5,50.3928914,-84.6142278,197.0,28.0,83.0,3.737,51.0,10.0,-35.80000000000001,-35.80000000000001,3.63,2022,6,20,0,4.5,267.0
2022-06-20 00:35:57,,83.0,3137.34,3.755,3.0,131.0,20.5,72.5,50.3928835,-84.614287,185.0,29.0,84.0,3.755,51.0,10.0,-35.60000000000002,-35.60000000000002,3.63,2022,6,20,0,4.5,267.0
2022-06-20 00:35:58,,80.0,3142.11,4.403,3.0,130.0,20.5,71.5,50.3928812,-84.6143558,185.0,27.5,82.5,4.403,51.0,10.0,-35.39999999999998,-35.39999999999998,3.84,2022,6,20,0,4.5,267.0
2022-06-20 00:35:59,,75.0,3148.5,5.299,3.0,129.0,20.5,70.5,50.3928701,-84.614447,188.0,26.0,80.5,5.299,50.0,10.0,-35.19999999999999,-35.19999999999999,3.98,2022,6,20,0,4.5,267.0
2022-06-20 00:36:00,,70.0,3154.53,5.671,3.0,129.0,20.0,70.0,50.3928743,-84.6145337,191.0,24.5,78.0,5.671,50.0,10.0,-35.19999999999999,-35.19999999999999,3.86,2022,6,20,0,4.5,267.0
2022-06-20 00:36:01,,66.0,3161.68,6.657,3.0,129.0,20.0,69.0,50.392892,-84.6146341,195.0,22.5,76.0,6.657,49.0,10.0,-35.19999999999999,-35.19999999999999,3.46,2022,6,20,0,4.5,267.0
2022-06-20 00:36:02,,79.0,3168.27,6.571,3.0,128.0,20.0,72.0,50.3929155,-84.6147239,126.0,21.0,75.0,6.571,49.0,10.0,-35.39999999999998,-35.39999999999998,2.27,2022,6,20,0,4.5,267.0
