altitude,distance,enhanced_altitude,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,ascent,battery_soc,descent,grade,cadence,calories,left_pedal_smoothness,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,left_right_balance,year,month,day,hour,wind_speed,wind_direction
-70.60000000000002,902.94,-70.60000000000002,7.993,2,50.5246517,-84.812128,7.993,2023-03-22 23:02:22,2.0,,2.0,1.14,88.0,21.0,31.5,92.5,261.0,25.0,90.5,10.0,59.0,2023,3,22,23,4.04,99.0
-70.39999999999998,911.2,-70.39999999999998,8.269,2,50.5245677,-84.8120883,8.269,2023-03-22 23:02:23,2.0,,2.0,1.17,87.0,21.0,36.0,98.0,260.0,24.5,92.0,10.0,65.0,2023,3,22,23,4.04,99.0
-70.39999999999998,919.4,-70.39999999999998,8.313,2,50.5244834,-84.8120462,8.313,2023-03-22 23:02:24,2.0,,2.0,1.18,87.0,21.0,34.5,99.0,260.0,25.5,92.5,10.0,62.0,2023,3,22,23,4.04,99.0
-70.39999999999998,927.58,-70.39999999999998,8.25,2,50.5244018,-84.8120099,8.25,2023-03-22 23:02:25,2.0,,2.0,1.15,87.0,21.0,32.0,98.0,262.0,25.0,91.0,10.0,61.0,2023,3,22,23,4.04,99.0
-70.19999999999999,935.85,-70.19999999999999,8.173,2,50.5243195,-84.8119703,8.173,2023-03-22 23:02:26,2.0,,2.0,1.07,88.0,22.0,31.5,97.0,277.0,24.5,89.0,10.0,61.0,2023,3,22,23,4.04,99.0
-70.19999999999999,943.95,-70.19999999999999,8.342,2,50.5242388,-84.8119226,8.342,2023-03-22 23:02:27,2.0,,2.0,1.0,89.0,22.0,31.5,97.0,297.0,25.5,92.0,10.0,61.0,2023,3,22,23,4.04,99.0
-70.0,952.17,-70.0,8.591,2,50.5241572,-84.811871,8.591,2023-03-22 23:02:28,2.0,,2.0,0.94,89.0,22.0,31.0,97.5,301.0,27.0,95.0,10.0,59.0,2023,3,22,23,4.04,99.0
-70.0,960.42,-70.0,8.294,2,50.5240748,-84.8118244,8.294,2023-03-22 23:02:29,3.0,,2.0,0.88,90.0,22.0,30.5,96.0,290.0,26.5,92.5,10.0,57.0,2023,3,22,23,4.04,99.0
-69.80000000000001,968.18,-69.80000000000001,7.837,2,50.523998,-84.8117852,7.837,2023-03-22 23:02:30,3.0,,2.0,0.86,90.0,23.0,28.0,93.0,290.0,24.5,89.0,10.0,56.0,2023,3,22,23,4.04,99.0
-69.60000000000002,975.62,-69.60000000000002,7.313,2,50.5239209,-84.811761,7.313,2023-03-22 23:02:31,3.0,,2.0,0.87,90.0,23.0,24.5,86.5,263.0,22.5,86.0,10.0,52.0,2023,3,22,23,4.04,99.0
-69.39999999999998,982.76,-69.39999999999998,6.8,2,50.5238444,-84.8117426,6.8,2023-03-22 23:02:32,3.0,,2.0,0.97,76.0,23.0,22.0,74.5,237.0,20.5,78.5,10.0,44.0,2023,3,22,23,4.04,99.0
-69.19999999999999,989.14,-69.19999999999999,6.065,2,50.5237776,-84.8117183,6.065,2023-03-22 23:02:33,3.0,,2.0,1.16,49.0,23.0,20.0,70.5,212.0,20.0,76.0,10.0,38.0,2023,3,22,23,4.04,99.0
-69.0,995.2,-69.0,5.777,2,50.5237198,-84.8116818,5.777,2023-03-22 23:02:34,3.0,,2.0,1.4,27.0,23.0,18.5,66.5,115.0,19.0,74.0,10.0,31.0,2023,3,22,23,4.04,99.0
-68.80000000000001,1000.73,-68.80000000000001,5.016,2,50.5236638,-84.8116515,5.016,2023-03-22 23:02:35,3.0,,2.0,1.7,20.0,23.0,16.5,63.0,111.0,18.5,71.5,10.0,29.0,2023,3,22,23,4.04,99.0
-68.39999999999998,1003.53,-68.39999999999998,1.607,2,50.523629,-84.8116364,1.607,2023-03-22 23:02:36,4.0,,2.0,2.1,13.0,23.0,15.0,59.0,107.0,18.0,69.5,10.0,32.0,2023,3,22,23,4.04,99.0
-67.60000000000002,1004.83,-67.60000000000002,2.727,2,50.523493,-84.8115852,2.727,2023-03-22 23:02:43,4.0,,2.0,0.0,29.0,23.0,34.5,96.0,35.0,26.0,69.5,10.0,51.0,2023,3,22,23,4.04,99.0
-67.39999999999998,1009.18,-67.39999999999998,3.743,2,50.5234542,-84.8115554,3.743,2023-03-22 23:02:44,4.0,,2.0,0.0,60.0,24.0,34.0,98.5,80.0,26.5,80.0,10.0,54.0,2023,3,22,23,4.04,99.0
-67.39999999999998,1014.32,-67.39999999999998,4.393,2,50.5234072,-84.8115209,4.393,2023-03-22 23:02:45,4.0,,2.0,0.0,68.0,24.0,28.5,95.5,234.0,25.5,96.0,10.0,56.0,2023,3,22,23,4.04,99.0
-67.19999999999999,1018.95,-67.19999999999999,4.482,2,50.5233606,-84.8114939,4.482,2023-03-22 23:02:46,4.0,,2.0,0.0,72.0,24.0,24.0,93.0,252.0,24.5,93.0,10.0,58.0,2023,3,22,23,4.04,99.0
-67.19999999999999,1023.62,-67.19999999999999,4.485,2,50.5233123,-84.8114726,4.485,2023-03-22 23:02:47,4.0,,2.0,0.0,79.0,24.0,21.0,83.0,243.0,27.0,91.0,10.0,59.0,2023,3,22,23,4.04,99.0
-67.0,1028.14,-67.0,4.395,2,50.5232653,-84.8114606,4.395,2023-03-22 23:02:48,5.0,,2.0,1.01,79.0,25.0,18.5,72.5,205.0,27.5,90.5,10.0,65.0,2023,3,22,23,4.04,99.0
-67.0,1033.05,-67.0,4.274,2,50.5232133,-84.8114453,4.274,2023-03-22 23:02:49,5.0,,2.0,1.91,79.0,25.0,20.5,76.0,133.0,21.0,71.5,10.0,63.0,2023,3,22,23,4.04,99.0
-66.80000000000001,1038.56,-66.80000000000001,4.192,2,50.5231558,-84.8114392,4.192,2023-03-22 23:02:50,5.0,,2.0,1.92,79.0,25.0,24.5,89.0,122.0,11.0,48.5,10.0,59.0,2023,3,22,23,4.04,99.0
-66.80000000000001,1044.2,-66.80000000000001,3.904,2,50.5230951,-84.8114332,3.904,2023-03-22 23:02:51,5.0,,2.0,1.99,70.0,25.0,25.0,87.5,105.0,8.0,63.0,10.0,56.0,2023,3,22,23,4.04,99.0
-66.60000000000002,1049.44,-66.60000000000002,4.176,2,50.5230408,-84.8114151,4.176,2023-03-22 23:02:52,5.0,,2.0,1.99,63.0,25.0,25.5,86.0,95.0,5.0,78.0,10.0,61.0,2023,3,22,23,4.04,99.0
-66.39999999999998,1054.53,-66.39999999999998,4.312,2,50.5229856,-84.8113997,4.312,2023-03-22 23:02:53,6.0,,2.0,1.94,63.0,25.0,26.0,84.5,94.0,1.5,92.5,10.0,79.0,2023,3,22,23,4.04,99.0
-66.39999999999998,1059.91,-66.39999999999998,4.837,2,50.5229297,-84.8113846,4.837,2023-03-22 23:02:54,6.0,,2.0,2.01,70.0,25.0,24.0,80.5,108.0,2.5,90.0,10.0,74.0,2023,3,22,23,4.04,99.0
-66.19999999999999,1065.32,-66.19999999999999,5.381,2,50.522875,-84.8113603,5.381,2023-03-22 23:02:55,6.0,,2.0,2.16,71.0,25.0,19.5,74.0,124.0,8.0,69.5,10.0,58.0,2023,3,22,23,4.04,99.0
-66.19999999999999,1069.74,-66.19999999999999,4.675,2,50.5228311,-84.8113421,4.675,2023-03-22 23:02:56,6.0,,2.0,2.25,57.0,25.0,15.0,67.5,108.0,13.0,49.5,10.0,44.0,2023,3,22,23,4.04,99.0
-66.19999999999999,1073.52,-66.19999999999999,3.996,2,50.5227916,-84.8113239,3.996,2023-03-22 23:02:57,6.0,,2.0,2.26,38.0,25.0,16.5,70.0,85.0,12.0,45.5,10.0,48.0,2023,3,22,23,4.04,99.0
-66.0,1077.03,-66.0,3.635,2,50.5227553,-84.8113058,3.635,2023-03-22 23:02:58,6.0,,2.0,2.16,19.0,25.0,18.5,73.0,63.0,11.0,41.5,10.0,52.0,2023,3,22,23,4.04,99.0
-66.0,1080.37,-66.0,3.419,2,50.522722,-84.8112876,3.419,2023-03-22 23:02:59,6.0,,2.0,2.0,0.0,25.0,20.0,75.5,0.0,10.0,37.5,10.0,56.0,2023,3,22,23,4.04,99.0
-66.0,1083.45,-66.0,3.167,2,50.5226919,-84.8112724,3.167,2023-03-22 23:03:00,6.0,,2.0,1.82,0.0,25.0,21.5,78.0,0.0,9.0,33.5,10.0,60.0,2023,3,22,23,4.04,99.0
-66.0,1086.71,-66.0,3.241,2,50.5226574,-84.8112635,3.241,2023-03-22 23:03:01,6.0,,2.0,1.64,0.0,25.0,23.0,80.5,0.0,8.0,29.5,10.0,64.0,2023,3,22,23,4.04,99.0
-66.0,1089.56,-66.0,2.964,2,50.5226281,-84.8112543,2.964,2023-03-22 23:03:02,6.0,,2.0,1.38,0.0,25.0,25.0,83.0,0.0,6.5,25.5,10.0,68.0,2023,3,22,23,4.04,99.0
-66.0,1092.06,-66.0,2.591,2,50.5226036,-84.8112421,2.591,2023-03-22 23:03:03,6.0,,2.0,0.63,0.0,25.0,26.5,86.0,0.0,5.5,21.5,10.0,71.0,2023,3,22,23,4.04,99.0
-66.19999999999999,1094.44,-66.19999999999999,2.418,2,50.5225792,-84.8112299,2.418,2023-03-22 23:03:04,6.0,,2.0,0.0,0.0,25.0,28.0,88.5,0.0,4.5,17.5,10.0,75.0,2023,3,22,23,4.04,99.0
-66.19999999999999,1096.29,-66.19999999999999,1.999,2,50.522561,-84.8112299,1.999,2023-03-22 23:03:05,6.0,,2.0,0.0,0.0,25.0,30.0,91.0,0.0,3.5,13.5,10.0,79.0,2023,3,22,23,4.04,99.0
-66.19999999999999,1098.19,-66.19999999999999,1.927,2,50.5225399,-84.8112299,1.927,2023-03-22 23:03:06,6.0,,2.0,-0.22,0.0,25.0,31.5,93.5,0.0,2.5,10.0,10.0,83.0,2023,3,22,23,4.04,99.0
-66.39999999999998,1101.1,-66.39999999999998,2.67,2,50.5225082,-84.8112239,2.67,2023-03-22 23:03:07,6.0,,2.0,-0.68,0.0,25.0,33.0,96.0,0.0,1.5,6.0,10.0,87.0,2023,3,22,23,4.04,99.0
-66.60000000000002,1105.57,-66.60000000000002,4.016,2,50.5224669,-84.8111995,4.016,2023-03-22 23:03:08,6.0,,2.0,-1.21,13.0,25.0,34.5,99.0,14.0,0.5,2.0,10.0,91.0,2023,3,22,23,4.04,99.0
-66.80000000000001,1110.49,-66.80000000000001,4.697,2,50.5224231,-84.8111602,4.697,2023-03-22 23:03:09,6.0,,2.0,-2.01,57.0,26.0,30.0,99.5,72.0,0.0,0.0,10.0,62.0,2023,3,22,23,4.04,99.0
-67.0,1116.28,-67.0,5.526,2,50.5223704,-84.811115,5.526,2023-03-22 23:03:10,6.0,,2.0,-2.95,89.0,26.0,22.5,95.5,350.0,1.5,6.5,10.0,41.0,2023,3,22,23,4.04,99.0
-67.19999999999999,1122.81,-67.19999999999999,6.27,2,50.5223081,-84.8110693,6.27,2023-03-22 23:03:11,6.0,,3.0,-3.75,83.0,26.0,21.5,85.0,276.0,7.0,30.0,10.0,37.0,2023,3,22,23,4.04,99.0
-67.39999999999998,1129.8,-67.39999999999998,6.77,2,50.5222407,-84.8110234,6.77,2023-03-22 23:03:12,6.0,,3.0,-4.26,80.0,26.0,21.0,75.0,219.0,13.0,53.5,10.0,58.0,2023,3,22,23,4.04,99.0
-67.39999999999998,1136.5,-67.39999999999998,6.759,2,50.5221804,-84.8109751,6.759,2023-03-22 23:03:13,6.0,,3.0,-4.33,82.0,26.0,20.5,70.5,153.0,15.0,58.0,10.0,62.0,2023,3,22,23,4.04,99.0
-67.60000000000002,1142.81,-67.60000000000002,6.553,2,50.5221232,-84.8109239,6.553,2023-03-22 23:03:14,6.0,,3.0,-4.01,83.0,27.0,20.5,70.5,119.0,14.5,49.5,10.0,62.0,2023,3,22,23,4.04,99.0
-67.80000000000001,1149.29,-67.80000000000001,6.565,2,50.5220596,-84.8108843,6.565,2023-03-22 23:03:15,6.0,,3.0,-3.52,84.0,27.0,19.5,66.5,108.0,13.5,48.0,10.0,63.0,2023,3,22,23,4.04,99.0
-67.80000000000001,1155.53,-67.80000000000001,5.916,2,50.5219954,-84.8108568,5.916,2023-03-22 23:03:16,6.0,,4.0,-3.05,62.0,27.0,18.5,62.5,93.0,13.0,46.5,10.0,61.0,2023,3,22,23,4.04,99.0
-68.0,1161.65,-68.0,5.753,2,50.5219332,-84.8108295,5.753,2023-03-22 23:03:17,6.0,,4.0,-2.6,35.0,27.0,18.0,65.0,64.0,12.5,45.5,10.0,49.0,2023,3,22,23,4.04,99.0
-68.0,1167.1,-68.0,5.002,2,50.5218785,-84.8108022,5.002,2023-03-22 23:03:18,6.0,,4.0,-2.15,24.0,27.0,18.0,69.5,45.0,12.5,45.0,9.0,49.0,2023,3,22,23,4.04,99.0
-68.0,1171.55,-68.0,4.046,2,50.5218348,-84.810775,4.046,2023-03-22 23:03:19,6.0,,4.0,-1.79,13.0,27.0,18.0,72.5,27.0,11.0,41.0,9.0,52.0,2023,3,22,23,4.04,99.0
-68.0,1175.59,-68.0,3.783,2,50.5217949,-84.8107474,3.783,2023-03-22 23:03:20,6.0,,4.0,-1.46,2.0,27.0,18.0,71.5,0.0,8.0,29.5,9.0,55.0,2023,3,22,23,4.04,99.0
-68.0,1179.47,-68.0,3.435,2,50.521757,-84.8107232,3.435,2023-03-22 23:03:21,6.0,,4.0,-1.16,0.0,27.0,18.5,71.0,0.0,4.5,17.5,9.0,58.0,2023,3,22,23,4.04,99.0
-68.19999999999999,1182.93,-68.19999999999999,3.152,2,50.5217209,-84.810711,3.152,2023-03-22 23:03:22,6.0,,4.0,-0.55,13.0,27.0,18.5,70.5,8.0,1.5,5.5,9.0,61.0,2023,3,22,23,4.04,99.0
-68.39999999999998,1185.77,-68.39999999999998,3.043,2,50.521691,-84.8107082,3.043,2023-03-22 23:03:23,6.0,,4.0,-0.44,58.0,27.0,22.0,78.5,188.0,0.0,42.0,9.0,58.0,2023,3,22,23,4.04,99.0
-68.60000000000002,1189.61,-68.60000000000002,3.762,2,50.521651,-84.8106929,3.762,2023-03-22 23:03:24,6.0,,4.0,-1.09,70.0,27.0,26.0,86.5,366.0,6.0,97.5,9.0,54.0,2023,3,22,23,4.04,99.0
-68.60000000000002,1194.71,-68.60000000000002,5.182,2,50.5216006,-84.8106633,5.182,2023-03-22 23:03:25,6.0,,4.0,-1.5,79.0,28.0,25.0,80.0,418.0,25.0,89.5,9.0,49.0,2023,3,22,23,4.04,99.0
-69.0,1201.28,-69.0,6.684,2,50.5215371,-84.8106214,6.684,2023-03-22 23:03:26,6.0,,4.0,-2.24,91.0,28.0,27.0,89.5,441.0,22.0,82.0,9.0,42.0,2023,3,22,23,4.04,99.0
-69.19999999999999,1208.41,-69.19999999999999,7.542,2,50.5214692,-84.8105717,7.542,2023-03-22 23:03:27,6.0,,5.0,-3.19,94.0,29.0,27.5,91.0,365.0,22.5,87.5,9.0,52.0,2023,3,22,23,4.04,99.0
-69.39999999999998,1215.99,-69.39999999999998,8.016,2,50.5213944,-84.8105328,8.016,2023-03-22 23:03:28,6.0,,5.0,-4.01,93.0,29.0,28.0,91.5,272.0,23.0,91.0,9.0,60.0,2023,3,22,23,4.04,99.0
-69.60000000000002,1224.46,-69.60000000000002,8.313,2,50.5213093,-84.8104864,8.313,2023-03-22 23:03:29,6.0,,5.0,-4.31,94.0,29.0,28.5,94.0,289.0,23.5,91.5,9.0,62.0,2023,3,22,23,4.04,99.0
-69.80000000000001,1233.57,-69.80000000000001,8.843,2,50.5212169,-84.810444,8.843,2023-03-22 23:03:30,6.0,,5.0,-4.0,96.0,30.0,29.0,96.0,320.0,23.5,92.0,9.0,60.0,2023,3,22,23,4.04,99.0
-70.19999999999999,1243.28,-70.19999999999999,8.882,2,50.5211169,-84.8104046,8.882,2023-03-22 23:03:31,6.0,,6.0,-3.48,94.0,30.0,31.0,98.5,334.0,22.5,89.5,9.0,57.0,2023,3,22,23,4.04,99.0
-70.39999999999998,1252.13,-70.39999999999998,7.742,2,50.5210273,-84.8103621,7.742,2023-03-22 23:03:32,6.0,,6.0,-2.99,94.0,30.0,31.5,99.0,314.0,22.5,87.5,9.0,55.0,2023,3,22,23,4.04,99.0
-70.80000000000001,1260.2,-70.80000000000001,6.658,2,50.5209482,-84.8103195,6.658,2023-03-22 23:03:33,6.0,,6.0,-2.69,95.0,30.0,30.0,98.0,277.0,23.0,87.0,9.0,57.0,2023,3,22,23,4.04,99.0
-71.19999999999999,1267.3,-71.19999999999999,6.19,2,50.5208802,-84.8102681,6.19,2023-03-22 23:03:34,6.0,,6.0,-2.62,95.0,31.0,29.0,97.0,284.0,24.0,85.5,9.0,60.0,2023,3,22,23,4.04,99.0
-71.39999999999998,1275.62,-71.39999999999998,8.549,2,50.5207984,-84.8102226,8.549,2023-03-22 23:03:35,6.0,,7.0,-2.67,95.0,31.0,27.5,93.0,273.0,22.0,81.5,9.0,61.0,2023,3,22,23,4.04,99.0
-71.39999999999998,1284.6,-71.39999999999998,8.48,2,50.5207071,-84.81018,8.48,2023-03-22 23:03:36,6.0,,7.0,-2.78,95.0,31.0,25.0,87.5,265.0,20.0,77.0,9.0,64.0,2023,3,22,23,4.04,99.0
-71.39999999999998,1293.62,-71.39999999999998,8.935,2,50.5206146,-84.8101436,8.935,2023-03-22 23:03:37,6.0,,7.0,-2.85,95.0,32.0,23.0,80.5,263.0,20.0,76.0,9.0,62.0,2023,3,22,23,4.04,99.0
-71.39999999999998,1302.74,-71.39999999999998,9.096,2,50.5205207,-84.8101073,9.096,2023-03-22 23:03:38,6.0,,7.0,-2.8,96.0,32.0,21.5,73.5,266.0,21.5,78.5,9.0,60.0,2023,3,22,23,4.04,99.0
-71.60000000000002,1311.72,-71.60000000000002,9.035,2,50.5204287,-84.81008,9.035,2023-03-22 23:03:39,6.0,,7.0,-2.59,96.0,32.0,19.5,66.5,269.0,23.5,81.5,9.0,59.0,2023,3,22,23,4.04,99.0
-71.80000000000001,1320.96,-71.80000000000001,9.191,2,50.5203317,-84.810062,9.191,2023-03-22 23:03:40,6.0,,7.0,-2.21,97.0,32.0,18.0,59.5,270.0,25.0,84.0,9.0,59.0,2023,3,22,23,4.04,99.0
-71.80000000000001,1330.73,-71.80000000000001,9.593,2,50.5202309,-84.8100193,9.593,2023-03-22 23:03:41,6.0,,8.0,-1.73,97.0,33.0,19.5,66.0,249.0,25.0,86.0,9.0,59.0,2023,3,22,23,4.04,99.0
-72.0,1340.64,-72.0,9.849,2,50.5201329,-84.8099591,9.849,2023-03-22 23:03:42,6.0,,8.0,-1.29,97.0,33.0,21.5,75.0,279.0,24.5,87.5,9.0,58.0,2023,3,22,23,4.04,99.0
-72.19999999999999,1351.05,-72.19999999999999,10.264,2,50.5200368,-84.8098812,10.264,2023-03-22 23:03:43,6.0,,8.0,-1.06,97.0,33.0,24.0,83.5,282.0,24.0,89.0,9.0,58.0,2023,3,22,23,4.04,99.0
-72.19999999999999,1362.22,-72.19999999999999,10.967,2,50.5199371,-84.8097934,10.967,2023-03-22 23:03:44,6.0,,8.0,-0.98,97.0,33.0,26.5,92.5,281.0,23.5,90.5,9.0,58.0,2023,3,22,23,4.04,99.0
-72.19999999999999,1373.17,-72.19999999999999,10.896,2,50.5198363,-84.8097127,10.896,2023-03-22 23:03:45,6.0,,8.0,-0.96,96.0,34.0,30.5,98.0,280.0,23.5,90.5,9.0,58.0,2023,3,22,23,4.04,99.0
-72.19999999999999,1383.1,-72.19999999999999,10.169,2,50.5197437,-84.8096429,10.169,2023-03-22 23:03:46,6.0,,8.0,-0.91,94.0,34.0,30.0,97.5,280.0,23.5,90.5,9.0,56.0,2023,3,22,23,4.04,99.0
-72.39999999999998,1392.24,-72.39999999999998,9.442,2,50.5196564,-84.8095827,9.442,2023-03-22 23:03:47,6.0,,8.0,-0.81,94.0,34.0,29.0,95.5,296.0,23.5,90.5,9.0,55.0,2023,3,22,23,4.04,99.0
-72.19999999999999,1401.32,-72.19999999999999,9.192,2,50.5195675,-84.8095284,9.192,2023-03-22 23:03:48,6.0,,8.0,-0.4,93.0,35.0,28.0,93.5,281.0,24.0,91.0,9.0,53.0,2023,3,22,23,4.04,99.0
-72.19999999999999,1410.24,-72.19999999999999,8.931,2,50.5194799,-84.8094762,8.931,2023-03-22 23:03:49,6.0,,8.0,0.0,92.0,35.0,26.5,91.5,275.0,24.0,91.0,9.0,52.0,2023,3,22,23,4.04,99.0
-72.19999999999999,1418.65,-72.19999999999999,8.565,2,50.5193952,-84.8094308,8.565,2023-03-22 23:03:50,6.0,,8.0,0.0,92.0,35.0,26.0,93.5,272.0,23.5,89.5,9.0,53.0,2023,3,22,23,4.04,99.0
-72.19999999999999,1426.87,-72.19999999999999,8.365,2,50.5193128,-84.8093921,8.365,2023-03-22 23:03:51,6.0,,8.0,0.0,92.0,35.0,25.5,95.0,276.0,24.0,89.0,9.0,55.0,2023,3,22,23,4.04,99.0
-72.19999999999999,1435.31,-72.19999999999999,8.481,2,50.5192247,-84.8093656,8.481,2023-03-22 23:03:52,6.0,,8.0,0.0,92.0,36.0,26.5,95.0,322.0,25.0,90.5,9.0,58.0,2023,3,22,23,4.04,99.0
-72.19999999999999,1444.35,-72.19999999999999,8.78,2,50.5191296,-84.8093336,8.78,2023-03-22 23:03:53,6.0,,8.0,0.0,92.0,36.0,27.5,97.0,331.0,26.0,91.5,9.0,61.0,2023,3,22,23,4.04,99.0
-72.19999999999999,1452.55,-72.19999999999999,8.339,2,50.5190448,-84.8093003,8.339,2023-03-22 23:03:54,6.0,,8.0,0.0,92.0,36.0,28.5,99.0,330.0,27.0,92.5,9.0,61.0,2023,3,22,23,4.04,99.0
-72.19999999999999,1460.6,-72.19999999999999,8.127,2,50.5189615,-84.80927,8.127,2023-03-22 23:03:55,6.0,,8.0,0.0,93.0,37.0,28.5,98.0,328.0,27.5,96.0,9.0,61.0,2023,3,22,23,4.04,99.0
-72.39999999999998,1468.94,-72.39999999999998,8.32,2,50.5188762,-84.8092312,8.32,2023-03-22 23:03:56,6.0,,8.0,0.0,93.0,37.0,28.0,96.5,329.0,27.0,96.5,9.0,60.0,2023,3,22,23,4.04,99.0
-72.39999999999998,1477.29,-72.39999999999998,8.363,2,50.5187916,-84.8091888,8.363,2023-03-22 23:03:57,6.0,,8.0,0.0,94.0,37.0,27.0,95.0,340.0,26.5,94.0,9.0,60.0,2023,3,22,23,4.04,99.0
-72.39999999999998,1485.86,-72.39999999999998,8.448,2,50.518706,-84.8091514,8.448,2023-03-22 23:03:58,6.0,,8.0,0.0,95.0,38.0,26.0,93.5,336.0,26.0,92.0,9.0,61.0,2023,3,22,23,4.04,99.0
-72.39999999999998,1494.3,-72.39999999999998,8.513,2,50.5186197,-84.8091151,8.513,2023-03-22 23:03:59,6.0,,8.0,0.0,95.0,38.0,25.5,92.0,321.0,25.5,89.5,9.0,63.0,2023,3,22,23,4.04,99.0
-72.39999999999998,1502.78,-72.39999999999998,8.709,2,50.5185328,-84.8090762,8.709,2023-03-22 23:04:00,6.0,,8.0,0.0,96.0,38.0,24.5,90.5,307.0,25.0,87.0,9.0,63.0,2023,3,22,23,4.04,99.0
-72.39999999999998,1511.39,-72.39999999999998,8.68,3,50.5184438,-84.8090338,8.68,2023-03-22 23:04:01,6.0,,8.0,0.0,97.0,39.0,23.5,88.5,304.0,25.5,86.0,9.0,62.0,2023,3,22,23,4.04,99.0
-72.39999999999998,1520.19,-72.39999999999998,8.614,3,50.518357,-84.8089944,8.614,2023-03-22 23:04:02,6.0,,8.0,0.0,97.0,39.0,23.0,86.5,281.0,26.5,86.5,9.0,59.0,2023,3,22,23,4.04,99.0
-72.39999999999998,1528.75,-72.39999999999998,8.614,3,50.5182702,-84.8089494,8.614,2023-03-22 23:04:03,6.0,,8.0,0.0,96.0,39.0,22.0,84.5,240.0,27.5,87.0,9.0,55.0,2023,3,22,23,4.04,99.0
-72.39999999999998,1537.71,-72.39999999999998,8.633,3,50.5181786,-84.8089059,8.633,2023-03-22 23:04:04,6.0,,8.0,0.0,96.0,39.0,21.5,82.0,242.0,28.0,87.5,9.0,50.0,2023,3,22,23,4.04,99.0
-72.39999999999998,1546.59,-72.39999999999998,8.585,3,50.5180908,-84.8088666,8.585,2023-03-22 23:04:05,6.0,,8.0,0.0,95.0,40.0,21.0,80.0,248.0,29.0,88.0,9.0,55.0,2023,3,22,23,4.04,99.0
-72.19999999999999,1555.51,-72.19999999999999,8.514,3,50.5180006,-84.8088186,8.514,2023-03-22 23:04:06,6.0,,8.0,0.0,94.0,40.0,22.5,81.0,239.0,26.0,85.0,9.0,59.0,2023,3,22,23,4.04,99.0
-72.19999999999999,1564.65,-72.19999999999999,8.469,3,50.5179089,-84.8087672,8.469,2023-03-22 23:04:07,6.0,,8.0,0.0,93.0,40.0,24.5,83.0,221.0,22.0,81.0,9.0,61.0,2023,3,22,23,4.04,99.0
-72.19999999999999,1574.17,-72.19999999999999,8.284,2,50.5178144,-84.8087238,8.284,2023-03-22 23:04:08,6.0,,8.0,0.0,93.0,40.0,23.5,82.0,213.0,22.5,79.0,9.0,61.0,2023,3,22,23,4.04,99.0
-72.19999999999999,1582.54,-72.19999999999999,8.1,2,50.5177286,-84.8086847,8.1,2023-03-22 23:04:09,6.0,,8.0,0.0,90.0,41.0,22.5,80.0,198.0,22.5,79.0,9.0,59.0,2023,3,22,23,4.04,99.0
-72.19999999999999,1591.26,-72.19999999999999,8.089,2,50.5176437,-84.8086305,8.089,2023-03-22 23:04:10,6.0,,8.0,0.0,88.0,41.0,26.5,86.0,190.0,21.0,75.0,9.0,55.0,2023,3,22,23,4.04,99.0
-72.39999999999998,1600.41,-72.39999999999998,8.047,2,50.5175612,-84.8085571,8.047,2023-03-22 23:04:11,6.0,,8.0,0.0,88.0,41.0,27.5,89.0,183.0,22.0,79.0,9.0,55.0,2023,3,22,23,4.04,99.0
-72.39999999999998,1609.19,-72.39999999999998,7.926,2,50.5174846,-84.8084823,7.926,2023-03-22 23:04:12,6.0,,8.0,0.0,88.0,41.0,25.5,87.5,191.0,23.0,82.0,9.0,59.0,2023,3,22,23,4.04,99.0
-72.39999999999998,1617.57,-72.39999999999998,7.791,2,50.5174173,-84.8083998,7.791,2023-03-22 23:04:13,6.0,,8.0,0.0,87.0,41.0,24.5,83.5,178.0,20.5,74.0,9.0,62.0,2023,3,22,23,4.04,99.0
-72.39999999999998,1625.86,-72.39999999999998,7.7,2,50.5173515,-84.8083201,7.7,2023-03-22 23:04:14,6.0,,8.0,0.0,86.0,41.0,23.5,79.0,167.0,18.0,65.5,9.0,61.0,2023,3,22,23,4.04,99.0
-72.39999999999998,1633.93,-72.39999999999998,7.563,2,50.5172878,-84.8082443,7.563,2023-03-22 23:04:15,6.0,,8.0,0.0,85.0,42.0,20.5,71.5,160.0,17.5,64.5,9.0,57.0,2023,3,22,23,4.04,99.0
-72.19999999999999,1641.51,-72.19999999999999,7.186,2,50.5172332,-84.8081624,7.186,2023-03-22 23:04:16,6.0,,8.0,0.0,81.0,42.0,17.5,63.0,143.0,17.5,64.5,9.0,60.0,2023,3,22,23,4.04,99.0
-72.19999999999999,1648.62,-72.19999999999999,6.792,2,50.5171803,-84.8080838,6.792,2023-03-22 23:04:17,6.0,,8.0,0.0,57.0,42.0,15.5,59.5,142.0,17.5,64.0,9.0,62.0,2023,3,22,23,4.04,99.0
-72.0,1655.42,-72.0,6.563,2,50.5171315,-84.8080137,6.563,2023-03-22 23:04:18,6.0,,8.0,0.0,33.0,42.0,17.5,63.0,142.0,18.0,62.5,9.0,61.0,2023,3,22,23,4.04,99.0
-72.0,1661.42,-72.0,6.236,2,50.5170892,-84.8079502,6.236,2023-03-22 23:04:19,6.0,,8.0,0.0,9.0,42.0,19.0,67.0,141.0,18.0,61.0,9.0,60.0,2023,3,22,23,4.04,99.0
