heart_rate,timestamp,battery_soc,cadence,calories,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
110.0,2023-03-15 22:18:29,,49.0,34.0,18.0,46.0,59.5,139.0,20.0,71.5,8.0,1700.0,5.219,3.0,50.5251284,-84.8123613,5.219,19.200000000000045,8.0,4.0,19.200000000000045,1.06,2023,3,15,22,2.9,268.0
110.0,2023-03-15 22:18:30,,40.0,34.0,19.5,20.0,64.5,67.0,21.0,75.5,8.0,1704.8,4.965,3.0,50.5250822,-84.8123348,4.965,19.200000000000045,8.0,4.0,19.200000000000045,1.4,2023,3,15,22,2.9,268.0
112.0,2023-03-15 22:18:31,,46.0,34.0,20.5,5.0,69.5,68.0,22.5,79.5,8.0,1709.68,4.789,3.0,50.5250342,-84.8123075,4.789,19.200000000000045,8.0,4.0,19.200000000000045,1.66,2023,3,15,22,2.9,268.0
111.0,2023-03-15 22:18:32,,63.0,34.0,21.5,18.0,74.0,106.0,23.5,83.5,8.0,1715.13,4.91,3.0,50.524977,-84.8122843,4.91,19.399999999999977,8.0,4.0,19.399999999999977,1.81,2023,3,15,22,2.9,268.0
110.0,2023-03-15 22:18:33,,80.0,34.0,23.0,31.0,79.0,172.0,24.5,88.0,8.0,1720.87,5.379,3.0,50.5249171,-84.8122606,5.379,19.600000000000023,8.0,4.0,19.600000000000023,1.88,2023,3,15,22,2.9,268.0
110.0,2023-03-15 22:18:34,,81.0,35.0,24.0,44.0,84.0,245.0,25.5,92.0,8.0,1726.97,5.974,3.0,50.5248559,-84.8122283,5.974,19.600000000000023,8.0,4.0,19.600000000000023,1.93,2023,3,15,22,2.9,268.0
110.0,2023-03-15 22:18:35,,81.0,35.0,22.5,50.0,80.5,217.0,25.5,91.0,8.0,1733.23,5.897,3.0,50.5247946,-84.812197,5.897,19.799999999999955,8.0,4.0,19.799999999999955,1.88,2023,3,15,22,2.9,268.0
110.0,2023-03-15 22:18:36,,72.0,35.0,16.0,51.0,63.5,154.0,22.5,80.5,8.0,1739.1,5.132,3.0,50.5247349,-84.8121641,5.132,19.799999999999955,8.0,4.0,19.799999999999955,1.81,2023,3,15,22,2.9,268.0
110.0,2023-03-15 22:18:37,,60.0,35.0,16.5,52.0,61.0,106.0,20.0,68.0,8.0,1744.2,4.148,3.0,50.5246841,-84.8121386,4.148,20.0,9.0,4.0,20.0,1.75,2023,3,15,22,2.9,268.0
110.0,2023-03-15 22:18:38,,50.0,35.0,17.0,53.0,58.0,77.0,17.0,56.0,8.0,1748.4,3.346,3.0,50.5246414,-84.8121257,3.346,20.0,9.0,4.0,20.0,1.84,2023,3,15,22,2.9,268.0
111.0,2023-03-15 22:18:39,,51.0,35.0,17.0,54.0,55.5,62.0,14.0,44.0,8.0,1751.9,3.324,3.0,50.5246032,-84.8121219,3.324,20.200000000000045,9.0,4.0,20.200000000000045,1.87,2023,3,15,22,2.9,268.0
109.0,2023-03-15 22:18:40,,51.0,35.0,18.0,54.0,57.0,47.0,12.0,37.0,8.0,1754.76,3.095,3.0,50.5245725,-84.8121219,3.095,20.399999999999977,9.0,4.0,20.399999999999977,1.98,2023,3,15,22,2.9,268.0
108.0,2023-03-15 22:18:41,,51.0,35.0,19.0,55.0,65.0,32.0,12.0,41.0,8.0,1756.76,2.251,3.0,50.5245501,-84.8121219,2.251,20.399999999999977,9.0,4.0,20.399999999999977,2.07,2023,3,15,22,2.9,268.0
108.0,2023-03-15 22:18:42,,44.0,35.0,16.5,56.0,57.0,38.0,17.5,57.5,8.0,1758.51,1.87,3.0,50.5245317,-84.8121166,1.87,20.399999999999977,9.0,4.0,20.399999999999977,2.13,2023,3,15,22,2.9,268.0
110.0,2023-03-15 22:18:43,,31.0,35.0,15.5,56.0,55.0,38.0,18.0,59.5,8.0,1760.06,1.63,3.0,50.5245161,-84.8121128,1.63,20.399999999999977,9.0,4.0,20.399999999999977,2.22,2023,3,15,22,2.9,268.0
109.0,2023-03-15 22:18:44,,18.0,35.0,15.5,,54.0,35.0,18.0,59.5,8.0,1760.6,0.588,2.0,50.5245023,-84.8121128,0.588,20.399999999999977,9.0,4.0,20.399999999999977,2.33,2023,3,15,22,2.9,268.0
104.0,2023-03-15 22:19:03,,45.0,35.0,26.5,54.0,90.5,143.0,43.0,97.5,8.0,1762.89,3.472,1.0,50.5244249,-84.8120837,3.472,20.399999999999977,9.0,4.0,20.399999999999977,0.0,2023,3,15,22,2.9,268.0
104.0,2023-03-15 22:19:04,,76.0,35.0,27.5,52.0,90.5,200.0,38.5,98.5,7.0,1766.6,3.653,1.0,50.5243859,-84.8120709,3.653,20.399999999999977,9.0,4.0,20.399999999999977,0.0,2023,3,15,22,2.9,268.0
104.0,2023-03-15 22:19:05,,75.0,36.0,29.0,53.0,86.5,188.0,26.0,98.0,7.0,1770.75,4.019,2.0,50.5243421,-84.8120509,4.019,20.600000000000023,9.0,4.0,20.600000000000023,0.0,2023,3,15,22,2.9,268.0
102.0,2023-03-15 22:19:06,,84.0,36.0,28.5,57.0,88.0,233.0,25.5,96.0,7.0,1775.77,4.768,2.0,50.524291,-84.8120235,4.768,20.799999999999955,9.0,4.0,20.799999999999955,0.0,2023,3,15,22,2.9,268.0
102.0,2023-03-15 22:19:07,,89.0,36.0,28.0,57.0,89.0,286.0,25.5,94.5,7.0,1780.97,5.084,2.0,50.524239,-84.8120017,5.084,21.0,9.0,4.0,21.0,0.0,2023,3,15,22,2.9,268.0
101.0,2023-03-15 22:19:08,,88.0,37.0,28.0,57.0,90.5,325.0,25.0,92.5,7.0,1786.27,5.243,2.0,50.5241862,-84.811978,5.243,21.0,9.0,4.0,21.0,0.0,2023,3,15,22,2.9,268.0
99.0,2023-03-15 22:19:09,,84.0,37.0,27.5,53.0,90.5,346.0,25.5,91.5,7.0,1791.44,5.248,2.0,50.5241326,-84.8119565,5.248,21.200000000000045,10.0,4.0,21.200000000000045,1.61,2023,3,15,22,2.9,268.0
99.0,2023-03-15 22:19:10,,80.0,37.0,25.5,45.0,83.0,242.0,30.0,96.0,7.0,1796.35,4.981,2.0,50.5240833,-84.811933,4.981,21.200000000000045,10.0,4.0,21.200000000000045,1.9,2023,3,15,22,2.9,268.0
101.0,2023-03-15 22:19:11,,76.0,37.0,12.5,29.0,39.5,177.0,17.0,65.0,7.0,1800.88,4.633,2.0,50.5240375,-84.8119055,4.633,21.399999999999977,10.0,4.0,21.399999999999977,2.4,2023,3,15,22,2.9,268.0
100.0,2023-03-15 22:19:12,,70.0,37.0,6.0,59.0,18.0,119.0,10.0,46.0,7.0,1804.94,4.194,2.0,50.5239999,-84.8118781,4.194,21.600000000000023,10.0,4.0,21.600000000000023,2.56,2023,3,15,22,2.9,268.0
100.0,2023-03-15 22:19:13,,61.0,37.0,3.5,55.0,11.5,42.0,8.0,37.0,7.0,1809.0,4.077,2.0,50.5239624,-84.8118506,4.077,21.799999999999955,10.0,4.0,21.799999999999955,2.6,2023,3,15,22,2.9,268.0
99.0,2023-03-15 22:19:14,,48.0,37.0,1.5,42.0,7.5,15.0,6.5,29.5,7.0,1813.26,4.233,2.0,50.5239216,-84.8118234,4.233,22.0,10.0,4.0,22.0,2.69,2023,3,15,22,2.9,268.0
99.0,2023-03-15 22:19:15,,43.0,37.0,0.0,44.0,22.0,4.0,6.5,29.5,7.0,1817.44,3.877,2.0,50.523878,-84.8118015,3.877,22.200000000000045,11.0,4.0,22.200000000000045,2.78,2023,3,15,22,2.9,268.0
100.0,2023-03-15 22:19:16,,42.0,37.0,0.0,46.0,36.5,2.0,4.0,42.0,7.0,1821.27,3.476,2.0,50.5238406,-84.8117834,3.476,22.399999999999977,11.0,4.0,22.399999999999977,3.01,2023,3,15,22,2.9,268.0
99.0,2023-03-15 22:19:17,,43.0,37.0,0.0,48.0,51.0,4.0,1.5,55.5,7.0,1824.89,3.407,2.0,50.5238061,-84.8117652,3.407,22.600000000000023,11.0,4.0,22.600000000000023,3.52,2023,3,15,22,2.9,268.0
99.0,2023-03-15 22:19:18,,53.0,37.0,5.0,50.0,65.5,43.0,5.0,69.5,7.0,1828.71,3.672,2.0,50.5237668,-84.8117469,3.672,22.799999999999955,11.0,4.0,22.799999999999955,3.95,2023,3,15,22,2.9,268.0
99.0,2023-03-15 22:19:19,,62.0,37.0,16.5,52.0,80.0,146.0,18.0,83.0,7.0,1833.04,4.067,2.0,50.5237239,-84.8117184,4.067,22.799999999999955,12.0,4.0,22.799999999999955,4.29,2023,3,15,22,2.9,268.0
99.0,2023-03-15 22:19:20,,67.0,38.0,28.5,54.0,94.5,179.0,31.0,97.0,7.0,1837.58,4.31,2.0,50.5236808,-84.8116871,4.31,22.600000000000023,12.0,4.0,22.600000000000023,4.24,2023,3,15,22,2.9,268.0
99.0,2023-03-15 22:19:21,,71.0,38.0,28.5,56.0,93.5,205.0,30.0,95.5,7.0,1841.92,4.165,2.0,50.5236397,-84.8116597,4.165,22.600000000000023,12.0,4.0,22.600000000000023,3.71,2023,3,15,22,2.9,268.0
98.0,2023-03-15 22:19:22,,76.0,38.0,27.0,52.0,91.0,230.0,28.0,92.5,7.0,1846.41,4.32,2.0,50.5235959,-84.8116324,4.32,22.399999999999977,12.0,4.0,22.399999999999977,0.09,2023,3,15,22,2.9,268.0
98.0,2023-03-15 22:19:23,,80.0,39.0,25.5,51.0,88.5,293.0,26.0,90.0,7.0,1851.22,4.589,2.0,50.5235475,-84.8116049,4.589,22.399999999999977,12.0,5.0,22.399999999999977,1.42,2023,3,15,22,2.9,268.0
99.0,2023-03-15 22:19:24,,85.0,39.0,24.5,51.0,85.5,274.0,24.0,87.0,7.0,1855.97,4.71,2.0,50.5235018,-84.8115786,4.71,22.399999999999977,12.0,5.0,22.399999999999977,0.23,2023,3,15,22,2.9,268.0
99.0,2023-03-15 22:19:25,,91.0,39.0,23.0,51.0,79.5,262.0,25.0,82.5,7.0,1861.26,4.892,2.0,50.5234483,-84.8115563,4.892,22.399999999999977,12.0,5.0,22.399999999999977,-0.65,2023,3,15,22,2.9,268.0
99.0,2023-03-15 22:19:26,,97.0,39.0,29.0,44.0,88.5,277.0,24.5,86.5,7.0,1867.4,5.669,2.0,50.5233849,-84.8115269,5.669,22.600000000000023,12.0,5.0,22.600000000000023,-0.95,2023,3,15,22,2.9,268.0
98.0,2023-03-15 22:19:27,,101.0,40.0,27.0,46.0,83.0,374.0,24.0,89.0,7.0,1874.24,6.58,2.0,50.5233184,-84.8114904,6.58,22.600000000000023,12.0,5.0,22.600000000000023,-0.75,2023,3,15,22,2.9,268.0
100.0,2023-03-15 22:19:28,,90.0,40.0,20.5,44.0,69.0,296.0,23.5,90.0,7.0,1880.72,6.499,2.0,50.5232556,-84.811454,6.499,23.0,12.0,5.0,23.0,-0.24,2023,3,15,22,2.9,268.0
101.0,2023-03-15 22:19:29,,68.0,40.0,14.0,42.0,55.5,237.0,23.5,91.5,7.0,1886.19,5.742,2.0,50.5231995,-84.8114232,5.742,23.200000000000045,12.0,5.0,23.200000000000045,0.65,2023,3,15,22,2.9,268.0
101.0,2023-03-15 22:19:30,,44.0,40.0,15.0,45.0,57.0,182.0,23.5,91.0,7.0,1893.6,7.004,2.0,50.5231232,-84.8113958,7.004,23.399999999999977,12.0,5.0,23.399999999999977,1.33,2023,3,15,22,2.9,268.0
101.0,2023-03-15 22:19:31,,20.0,40.0,16.0,48.0,60.0,126.0,23.0,90.5,7.0,1899.84,6.448,2.0,50.5230591,-84.8113685,6.448,23.600000000000023,13.0,5.0,23.600000000000023,1.88,2023,3,15,22,2.9,268.0
100.0,2023-03-15 22:19:32,,0.0,40.0,17.5,51.0,63.0,0.0,23.0,90.0,7.0,1903.83,4.581,2.0,50.5230162,-84.8113573,4.581,23.600000000000023,13.0,5.0,23.600000000000023,2.21,2023,3,15,22,2.9,268.0
101.0,2023-03-15 22:19:33,,0.0,40.0,19.0,54.0,65.5,0.0,23.0,89.0,7.0,1907.24,3.708,2.0,50.5229806,-84.8113519,3.708,23.799999999999955,13.0,5.0,23.799999999999955,2.32,2023,3,15,22,2.9,268.0
101.0,2023-03-15 22:19:34,,0.0,40.0,20.5,58.0,68.5,0.0,22.5,88.5,7.0,1911.18,3.88,2.0,50.522938,-84.8113482,3.88,24.0,13.0,5.0,24.0,2.27,2023,3,15,22,2.9,268.0
101.0,2023-03-15 22:19:35,,0.0,40.0,21.5,61.0,71.5,0.0,22.5,88.0,7.0,1914.58,3.588,2.0,50.5229021,-84.8113431,3.588,24.0,13.0,5.0,24.0,2.27,2023,3,15,22,2.9,268.0
101.0,2023-03-15 22:19:36,,0.0,40.0,23.0,64.0,74.0,0.0,22.5,87.5,7.0,1918.04,3.498,2.0,50.5228668,-84.8113391,3.498,24.200000000000045,13.0,5.0,24.200000000000045,2.34,2023,3,15,22,2.9,268.0
100.0,2023-03-15 22:19:37,,0.0,40.0,24.5,67.0,77.0,0.0,22.0,87.0,7.0,1922.15,3.911,2.0,50.5228221,-84.8113337,3.911,24.200000000000045,13.0,5.0,24.200000000000045,2.34,2023,3,15,22,2.9,268.0
103.0,2023-03-15 22:19:38,,0.0,40.0,26.0,70.0,80.0,0.0,22.0,86.5,7.0,1926.25,4.055,2.0,50.5227767,-84.8113246,4.055,24.399999999999977,14.0,5.0,24.399999999999977,2.45,2023,3,15,22,2.9,268.0
103.0,2023-03-15 22:19:39,,24.0,40.0,27.0,74.0,83.0,16.0,21.5,86.0,7.0,1930.56,4.24,2.0,50.5227311,-84.81131,4.24,24.399999999999977,14.0,5.0,24.399999999999977,2.66,2023,3,15,22,2.9,268.0
103.0,2023-03-15 22:19:40,,46.0,40.0,28.5,77.0,85.5,46.0,21.5,85.0,7.0,1935.11,4.467,2.0,50.5226857,-84.8112919,4.467,24.399999999999977,14.0,5.0,24.399999999999977,2.51,2023,3,15,22,2.9,268.0
103.0,2023-03-15 22:19:41,,59.0,40.0,20.5,63.0,67.5,71.0,25.0,87.0,7.0,1939.97,4.768,2.0,50.5226376,-84.8112683,4.768,24.600000000000023,14.0,5.0,24.600000000000023,2.43,2023,3,15,22,2.9,268.0
103.0,2023-03-15 22:19:42,,65.0,40.0,11.5,42.0,45.0,52.0,23.5,74.0,7.0,1945.76,5.529,2.0,50.5225928,-84.8112138,5.529,24.399999999999977,14.0,5.0,24.399999999999977,2.19,2023,3,15,22,2.9,268.0
103.0,2023-03-15 22:19:43,,70.0,40.0,11.0,31.0,40.5,87.0,13.0,46.5,7.0,1951.81,5.937,2.0,50.5225654,-84.8111358,5.937,24.399999999999977,14.0,5.0,24.399999999999977,1.7,2023,3,15,22,2.9,268.0
103.0,2023-03-15 22:19:44,,72.0,41.0,20.5,37.0,85.0,116.0,14.5,51.0,7.0,1957.99,6.125,2.0,50.5225526,-84.8110486,6.125,24.399999999999977,14.0,5.0,24.399999999999977,0.04,2023,3,15,22,2.9,268.0
102.0,2023-03-15 22:19:45,,71.0,41.0,8.5,42.0,34.5,115.0,20.5,71.0,7.0,1964.33,6.27,2.0,50.5225462,-84.8109576,6.27,24.200000000000045,14.0,5.0,24.200000000000045,0.0,2023,3,15,22,2.9,268.0
103.0,2023-03-15 22:19:46,,72.0,41.0,11.0,47.0,37.0,100.0,22.0,77.5,7.0,1970.35,6.072,2.0,50.5225471,-84.8108717,6.072,24.0,14.0,5.0,24.0,0.0,2023,3,15,22,2.9,268.0
103.0,2023-03-15 22:19:47,,79.0,41.0,21.0,57.0,66.0,83.0,21.5,77.0,7.0,1976.38,6.05,2.0,50.5225516,-84.8107854,6.05,23.799999999999955,14.0,5.0,23.799999999999955,-0.62,2023,3,15,22,2.9,268.0
103.0,2023-03-15 22:19:48,,80.0,41.0,30.5,66.0,95.5,179.0,21.0,77.0,7.0,1983.2,6.638,2.0,50.5225535,-84.8106836,6.638,23.399999999999977,14.0,5.0,23.399999999999977,-1.23,2023,3,15,22,2.9,268.0
103.0,2023-03-15 22:19:49,,82.0,41.0,30.0,63.0,96.0,236.0,21.0,77.0,7.0,1990.0,6.755,2.0,50.522567,-84.8105896,6.755,23.200000000000045,14.0,6.0,23.200000000000045,-1.9,2023,3,15,22,2.9,268.0
101.0,2023-03-15 22:19:50,,83.0,42.0,27.5,60.0,89.5,267.0,24.5,88.0,7.0,1996.6,6.654,2.0,50.5225895,-84.810498,6.654,22.799999999999955,14.0,6.0,22.799999999999955,-2.59,2023,3,15,22,2.9,268.0
101.0,2023-03-15 22:19:51,,82.0,42.0,24.5,57.0,81.5,230.0,26.0,90.5,7.0,2003.19,6.652,2.0,50.5226121,-84.8104037,6.652,22.600000000000023,14.0,6.0,22.600000000000023,-3.12,2023,3,15,22,2.9,268.0
102.0,2023-03-15 22:19:52,,78.0,42.0,22.5,54.0,75.0,187.0,23.5,79.5,7.0,2009.51,6.36,2.0,50.5226324,-84.810317,6.36,22.399999999999977,14.0,7.0,22.399999999999977,-3.53,2023,3,15,22,2.9,268.0
103.0,2023-03-15 22:19:53,,76.0,42.0,20.0,51.0,68.0,156.0,23.5,79.5,7.0,2015.63,6.163,2.0,50.5226534,-84.8102347,6.163,22.200000000000045,14.0,7.0,22.200000000000045,-3.69,2023,3,15,22,2.9,268.0
102.0,2023-03-15 22:19:54,,76.0,42.0,21.0,49.0,70.5,173.0,24.0,82.5,7.0,2021.69,6.089,2.0,50.5226762,-84.8101525,6.089,22.399999999999977,14.0,7.0,22.399999999999977,-3.54,2023,3,15,22,2.9,268.0
102.0,2023-03-15 22:19:55,,84.0,43.0,21.5,46.0,74.0,241.0,24.5,85.0,7.0,2027.89,6.159,2.0,50.5226963,-84.810065,6.159,22.399999999999977,14.0,7.0,22.399999999999977,-3.06,2023,3,15,22,2.9,268.0
102.0,2023-03-15 22:19:56,,85.0,43.0,22.5,43.0,77.5,275.0,24.5,88.0,7.0,2034.19,6.273,2.0,50.5227199,-84.8099796,6.273,22.399999999999977,14.0,7.0,22.399999999999977,-2.43,2023,3,15,22,2.9,268.0
102.0,2023-03-15 22:19:57,,86.0,43.0,22.0,40.0,78.0,266.0,25.0,90.5,7.0,2040.38,6.215,2.0,50.5227444,-84.8098979,6.215,22.600000000000023,14.0,7.0,22.600000000000023,-0.07,2023,3,15,22,2.9,268.0
100.0,2023-03-15 22:19:58,,85.0,43.0,17.5,41.0,68.0,219.0,25.0,90.5,7.0,2046.3,5.996,2.0,50.5227644,-84.8098164,5.996,22.399999999999977,14.0,7.0,22.399999999999977,0.0,2023,3,15,22,2.9,268.0
101.0,2023-03-15 22:19:59,,83.0,44.0,19.0,53.0,66.5,158.0,18.5,69.0,7.0,2052.17,5.921,2.0,50.5227824,-84.8097353,5.921,22.399999999999977,14.0,7.0,22.399999999999977,0.0,2023,3,15,22,2.9,268.0
101.0,2023-03-15 22:20:00,,83.0,44.0,20.5,54.0,69.0,152.0,16.5,62.5,7.0,2058.21,6.0,2.0,50.5227955,-84.8096525,6.0,22.399999999999977,14.0,7.0,22.399999999999977,0.0,2023,3,15,22,2.9,268.0
101.0,2023-03-15 22:20:01,,83.0,44.0,22.5,54.0,72.5,146.0,16.5,63.0,7.0,2064.08,5.904,2.0,50.5228072,-84.8095709,5.904,22.200000000000045,14.0,7.0,22.200000000000045,0.0,2023,3,15,22,2.9,268.0
103.0,2023-03-15 22:20:02,,82.0,44.0,24.0,54.0,75.0,147.0,16.5,63.0,7.0,2069.84,5.783,2.0,50.5228263,-84.8094886,5.783,22.200000000000045,14.0,7.0,22.200000000000045,0.0,2023,3,15,22,2.9,268.0
102.0,2023-03-15 22:20:03,,82.0,44.0,19.0,54.0,61.0,132.0,16.5,63.0,7.0,2075.39,5.608,2.0,50.5228518,-84.8094117,5.608,22.200000000000045,14.0,7.0,22.200000000000045,0.0,2023,3,15,22,2.9,268.0
102.0,2023-03-15 22:20:04,,78.0,44.0,22.0,54.0,67.5,116.0,14.0,54.0,7.0,2080.53,5.014,2.0,50.5228737,-84.8093444,5.014,22.399999999999977,14.0,7.0,22.399999999999977,0.0,2023,3,15,22,2.9,268.0
104.0,2023-03-15 22:20:05,,70.0,44.0,25.0,52.0,74.5,103.0,11.5,44.5,7.0,2085.15,4.369,2.0,50.5228919,-84.8092861,4.369,22.399999999999977,14.0,7.0,22.399999999999977,0.0,2023,3,15,22,2.9,268.0
105.0,2023-03-15 22:20:06,,57.0,44.0,28.0,51.0,82.0,97.0,9.0,35.5,7.0,2089.22,4.085,2.0,50.5229074,-84.8092315,4.085,22.399999999999977,14.0,7.0,22.399999999999977,0.0,2023,3,15,22,2.9,268.0
107.0,2023-03-15 22:20:07,,44.0,44.0,31.5,50.0,89.0,91.0,6.5,26.0,7.0,2093.02,3.903,2.0,50.5229184,-84.8091769,3.903,22.399999999999977,14.0,7.0,22.399999999999977,0.0,2023,3,15,22,2.9,268.0
107.0,2023-03-15 22:20:08,,31.0,44.0,34.5,50.0,96.0,84.0,4.0,17.0,7.0,2096.84,3.654,2.0,50.5229275,-84.8091223,3.654,22.600000000000023,14.0,7.0,22.600000000000023,0.0,2023,3,15,22,2.9,268.0
108.0,2023-03-15 22:20:09,,64.0,45.0,21.5,49.0,75.5,64.0,8.5,36.0,7.0,2100.51,3.63,2.0,50.5229391,-84.8090738,3.63,22.600000000000023,14.0,7.0,22.600000000000023,0.0,2023,3,15,22,2.9,268.0
108.0,2023-03-15 22:20:10,,60.0,45.0,17.5,54.0,72.5,73.0,11.0,41.5,7.0,2104.03,3.553,2.0,50.5229528,-84.809028,3.553,22.600000000000023,14.0,7.0,22.600000000000023,0.0,2023,3,15,22,2.9,268.0
108.0,2023-03-15 22:20:11,,54.0,45.0,17.0,57.0,76.5,63.0,12.5,41.0,7.0,2107.31,3.309,2.0,50.5229639,-84.8089818,3.309,22.600000000000023,14.0,7.0,22.600000000000023,0.0,2023,3,15,22,2.9,268.0
109.0,2023-03-15 22:20:12,,55.0,45.0,16.0,59.0,77.0,72.0,14.5,45.5,7.0,2110.22,3.028,2.0,50.5229703,-84.808942,3.028,22.799999999999955,14.0,7.0,22.799999999999955,0.99,2023,3,15,22,2.9,268.0
109.0,2023-03-15 22:20:13,,53.0,45.0,13.5,58.0,65.0,79.0,19.0,64.5,7.0,2112.93,2.85,2.0,50.5229774,-84.8089008,2.85,22.799999999999955,14.0,7.0,22.799999999999955,1.14,2023,3,15,22,2.9,268.0
107.0,2023-03-15 22:20:14,,49.0,45.0,16.0,49.0,55.5,85.0,19.0,65.0,7.0,2116.0,3.226,2.0,50.5229866,-84.808855,3.226,22.799999999999955,14.0,7.0,22.799999999999955,1.35,2023,3,15,22,2.9,268.0
107.0,2023-03-15 22:20:15,,60.0,45.0,21.0,63.0,72.5,119.0,24.0,81.0,7.0,2119.8,3.947,2.0,50.5229984,-84.808804,3.947,22.799999999999955,14.0,7.0,22.799999999999955,1.51,2023,3,15,22,2.9,268.0
108.0,2023-03-15 22:20:16,,72.0,45.0,25.5,62.0,89.0,256.0,29.5,93.0,7.0,2124.34,4.706,2.0,50.5230147,-84.808744,4.706,22.600000000000023,14.0,7.0,22.600000000000023,1.38,2023,3,15,22,2.9,268.0
107.0,2023-03-15 22:20:17,,84.0,46.0,27.0,55.0,90.0,333.0,31.0,94.0,7.0,2129.72,5.29,2.0,50.5230249,-84.80867,5.29,22.399999999999977,15.0,7.0,22.399999999999977,0.56,2023,3,15,22,2.9,268.0
106.0,2023-03-15 22:20:18,,89.0,46.0,24.5,50.0,80.0,316.0,27.0,93.0,7.0,2135.55,5.492,2.0,50.5230346,-84.8085887,5.492,21.799999999999955,15.0,7.0,21.799999999999955,-0.23,2023,3,15,22,2.9,268.0
106.0,2023-03-15 22:20:19,,84.0,46.0,22.5,51.0,84.5,296.0,25.5,82.0,7.0,2141.56,5.636,2.0,50.5230536,-84.8085013,5.636,21.600000000000023,15.0,8.0,21.600000000000023,-1.47,2023,3,15,22,2.9,268.0
107.0,2023-03-15 22:20:20,,78.0,47.0,22.0,53.0,83.0,283.0,26.0,82.0,7.0,2147.63,5.847,2.0,50.5230739,-84.8084144,5.847,21.399999999999977,15.0,8.0,21.399999999999977,-2.66,2023,3,15,22,2.9,268.0
107.0,2023-03-15 22:20:21,,84.0,47.0,22.0,50.0,79.0,279.0,27.0,86.0,7.0,2153.52,5.88,2.0,50.5230946,-84.8083334,5.88,21.200000000000045,15.0,8.0,21.200000000000045,-3.4,2023,3,15,22,2.9,268.0
106.0,2023-03-15 22:20:22,,90.0,47.0,23.0,45.0,77.0,289.0,27.5,89.0,7.0,2159.71,6.078,3.0,50.5231147,-84.8082513,6.078,21.0,15.0,9.0,21.0,-3.76,2023,3,15,22,2.9,268.0
108.0,2023-03-15 22:20:23,,90.0,47.0,27.5,43.0,83.5,259.0,26.5,89.0,7.0,2166.73,6.495,3.0,50.5231305,-84.8081521,6.495,21.0,15.0,9.0,21.0,-3.93,2023,3,15,22,2.9,268.0
108.0,2023-03-15 22:20:24,,85.0,48.0,28.5,50.0,84.0,238.0,21.0,74.5,7.0,2174.11,6.836,3.0,50.5231494,-84.8080487,6.836,20.799999999999955,15.0,9.0,20.799999999999955,-3.75,2023,3,15,22,2.9,268.0
109.0,2023-03-15 22:20:25,,83.0,48.0,25.0,51.0,86.0,227.0,20.5,82.5,7.0,2181.56,7.058,3.0,50.5231695,-84.8079432,7.058,20.799999999999955,15.0,9.0,20.799999999999955,-3.34,2023,3,15,22,2.9,268.0
109.0,2023-03-15 22:20:26,,87.0,48.0,22.0,52.0,86.5,279.0,21.5,90.5,7.0,2189.24,7.273,3.0,50.5231878,-84.8078335,7.273,20.600000000000023,15.0,9.0,20.600000000000023,-2.93,2023,3,15,22,2.9,268.0
108.0,2023-03-15 22:20:27,,90.0,48.0,21.5,47.0,84.5,295.0,23.0,90.5,7.0,2196.96,7.461,3.0,50.5232142,-84.8077295,7.461,20.399999999999977,15.0,9.0,20.399999999999977,-2.6,2023,3,15,22,2.9,268.0
107.0,2023-03-15 22:20:28,,93.0,49.0,21.0,34.0,82.5,293.0,24.0,91.0,7.0,2204.76,7.68,3.0,50.5232433,-84.8076242,7.68,20.200000000000045,15.0,9.0,20.200000000000045,-2.19,2023,3,15,22,2.9,268.0
107.0,2023-03-15 22:20:29,,94.0,49.0,20.5,22.0,80.5,284.0,25.0,91.0,7.0,2212.66,7.773,3.0,50.523276,-84.8075203,7.773,20.0,15.0,10.0,20.0,-2.07,2023,3,15,22,2.9,268.0
107.0,2023-03-15 22:20:30,,91.0,49.0,24.0,49.0,82.5,268.0,22.5,80.0,7.0,2220.61,7.892,3.0,50.5233097,-84.8074146,7.892,19.600000000000023,15.0,10.0,19.600000000000023,-1.99,2023,3,15,22,2.9,268.0
108.0,2023-03-15 22:20:31,,85.0,49.0,26.0,56.0,85.0,220.0,20.5,76.5,6.0,2228.54,7.919,3.0,50.523336,-84.8073063,7.919,19.200000000000045,15.0,10.0,19.200000000000045,-2.05,2023,3,15,22,2.9,268.0
107.0,2023-03-15 22:20:32,,82.0,50.0,25.5,54.0,85.0,204.0,20.5,83.0,6.0,2236.5,7.713,3.0,50.5233615,-84.8071966,7.713,19.0,15.0,10.0,19.0,-2.27,2023,3,15,22,2.9,268.0
108.0,2023-03-15 22:20:33,,82.0,50.0,24.5,52.0,83.0,211.0,21.5,82.5,6.0,2244.27,7.601,3.0,50.5233862,-84.8070871,7.601,18.799999999999955,15.0,10.0,18.799999999999955,-2.59,2023,3,15,22,2.9,268.0
109.0,2023-03-15 22:20:34,,83.0,50.0,23.0,52.0,80.5,214.0,22.5,81.5,6.0,2251.94,7.624,3.0,50.5234141,-84.8069843,7.624,18.600000000000023,15.0,11.0,18.600000000000023,-2.8,2023,3,15,22,2.9,268.0
