cadence,calories,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,power,speed,timestamp,altitude,ascent,battery_soc,descent,enhanced_altitude,grade,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,year,month,day,hour,wind_speed,wind_direction
99,59,1986.5,6.908,2,103,50.5294637,-84.8144316,267,6.908,2022-09-15 21:33:18,13.0,9.0,,4.0,13.0,0.0,26.5,49.0,92.0,29.5,87.0,21.0,2022,9,15,21,2.75,350.0
99,59,1993.43,6.882,2,102,50.529536,-84.814464,257,6.882,2022-09-15 21:33:19,12.799999999999955,9.0,,4.0,12.799999999999955,0.0,23.0,49.0,84.0,30.0,87.5,21.0,2022,9,15,21,2.75,350.0
99,59,2000.37,6.878,2,103,50.5296063,-84.8144952,245,6.878,2022-09-15 21:33:20,12.600000000000023,9.0,,4.0,12.600000000000023,0.0,24.0,50.0,86.0,29.0,86.0,21.0,2022,9,15,21,2.75,350.0
98,59,2007.29,6.895,2,102,50.5296776,-84.814528,232,6.895,2022-09-15 21:33:21,12.399999999999977,9.0,,4.0,12.399999999999977,0.0,25.5,51.0,88.0,27.5,85.0,21.0,2022,9,15,21,2.75,350.0
99,59,2014.27,6.906,2,102,50.5297477,-84.8145643,242,6.906,2022-09-15 21:33:22,12.200000000000045,9.0,,4.0,12.200000000000045,0.0,26.5,52.0,90.0,26.5,83.5,21.0,2022,9,15,21,2.75,350.0
100,60,2021.37,6.925,2,102,50.5298186,-84.8146008,262,6.925,2022-09-15 21:33:23,12.200000000000045,9.0,,4.0,12.200000000000045,0.0,28.0,53.0,91.0,28.0,87.5,21.0,2022,9,15,21,2.75,350.0
100,60,2028.37,6.987,2,102,50.5298888,-84.8146372,276,6.987,2022-09-15 21:33:24,12.0,9.0,,4.0,12.0,0.0,29.5,53.0,91.0,32.0,96.5,21.0,2022,9,15,21,2.75,350.0
101,60,2035.3,7.117,2,102,50.5299576,-84.8146675,292,7.117,2022-09-15 21:33:25,12.200000000000045,9.0,,5.0,12.200000000000045,-1.82,28.5,53.0,94.5,32.0,93.0,21.0,2022,9,15,21,2.75,350.0
102,61,2042.51,7.17,2,103,50.5300306,-84.8146999,298,7.17,2022-09-15 21:33:26,12.0,9.0,,5.0,12.0,-0.26,25.5,50.0,87.5,32.0,88.5,21.0,2022,9,15,21,2.75,350.0
102,61,2049.75,7.025,2,104,50.5301051,-84.8147372,282,7.025,2022-09-15 21:33:27,12.0,9.0,,5.0,12.0,-1.12,22.0,50.0,77.5,30.0,86.5,21.0,2022,9,15,21,2.75,350.0
101,61,2056.8,6.921,2,103,50.5301781,-84.8147737,267,6.921,2022-09-15 21:33:28,12.399999999999977,9.0,,5.0,12.399999999999977,-0.17,20.0,50.0,71.5,27.0,84.0,21.0,2022,9,15,21,2.75,350.0
100,61,2063.73,6.963,2,102,50.5302481,-84.8148047,262,6.963,2022-09-15 21:33:29,12.799999999999955,9.0,,5.0,12.799999999999955,-0.16,18.0,50.0,72.5,24.5,77.5,21.0,2022,9,15,21,2.75,350.0
101,62,2070.7,7.046,2,101,50.5303189,-84.8148372,269,7.046,2022-09-15 21:33:30,12.799999999999955,9.0,,5.0,12.799999999999955,0.35,19.5,47.0,73.0,26.5,84.5,21.0,2022,9,15,21,2.75,350.0
102,62,2077.8,7.135,2,101,50.530391,-84.8148733,267,7.135,2022-09-15 21:33:31,12.600000000000023,9.0,,5.0,12.600000000000023,0.76,20.0,47.0,76.0,26.5,84.0,21.0,2022,9,15,21,2.75,350.0
103,62,2085.1,7.115,2,101,50.5304642,-84.8149099,258,7.115,2022-09-15 21:33:32,12.600000000000023,10.0,,5.0,12.600000000000023,0.99,20.0,46.0,74.5,24.5,79.0,21.0,2022,9,15,21,2.75,350.0
102,62,2092.36,7.161,2,102,50.5305378,-84.8149467,255,7.161,2022-09-15 21:33:33,12.600000000000023,10.0,,5.0,12.600000000000023,0.14,19.5,47.0,68.0,23.5,75.0,21.0,2022,9,15,21,2.75,350.0
101,63,2099.63,7.276,2,103,50.5306105,-84.8149777,258,7.276,2022-09-15 21:33:34,13.0,10.0,,6.0,13.0,1.02,20.0,48.0,72.0,25.0,77.0,21.0,2022,9,15,21,2.75,350.0
99,63,2106.62,7.394,2,103,50.530681,-84.815008,262,7.394,2022-09-15 21:33:35,13.200000000000045,10.0,,6.0,13.200000000000045,1.14,20.5,50.0,75.0,26.0,80.0,21.0,2022,9,15,21,2.75,350.0
98,63,2114.19,7.488,2,103,50.5307591,-84.8150496,267,7.488,2022-09-15 21:33:36,13.600000000000023,10.0,,6.0,13.600000000000023,1.3,21.0,48.0,77.5,27.5,83.0,21.0,2022,9,15,21,2.75,350.0
95,64,2122.21,7.564,2,103,50.5308407,-84.8150923,285,7.564,2022-09-15 21:33:37,13.399999999999977,10.0,,6.0,13.399999999999977,1.33,21.5,46.0,80.0,29.0,86.0,21.0,2022,9,15,21,2.75,350.0
96,64,2129.75,7.652,2,104,50.530917,-84.8151282,278,7.652,2022-09-15 21:33:38,13.200000000000045,10.0,,6.0,13.200000000000045,1.28,22.0,46.0,81.5,29.5,87.5,21.0,2022,9,15,21,2.75,350.0
97,64,2137.53,7.67,2,103,50.5309946,-84.8151647,259,7.67,2022-09-15 21:33:39,13.200000000000045,10.0,,6.0,13.200000000000045,0.17,21.5,47.0,78.5,26.5,82.0,21.0,2022,9,15,21,2.75,350.0
97,64,2145.33,7.642,2,103,50.5310728,-84.8152015,245,7.642,2022-09-15 21:33:40,13.200000000000045,10.0,,6.0,13.200000000000045,0.0,20.5,47.0,75.5,24.0,76.5,21.0,2022,9,15,21,2.75,350.0
96,65,2153.02,7.628,2,104,50.5311502,-84.8152379,220,7.628,2022-09-15 21:33:41,13.0,10.0,,6.0,13.0,0.0,21.0,47.0,77.0,24.0,76.0,21.0,2022,9,15,21,2.75,350.0
97,65,2160.69,7.629,2,103,50.5312272,-84.8152741,224,7.629,2022-09-15 21:33:42,13.0,10.0,,6.0,13.0,0.0,21.5,50.0,79.0,25.0,78.5,21.0,2022,9,15,21,2.75,350.0
97,65,2168.31,7.622,2,102,50.531304,-84.8153103,229,7.622,2022-09-15 21:33:43,13.0,10.0,,6.0,13.0,0.0,22.5,52.0,79.5,25.5,80.0,21.0,2022,9,15,21,2.75,350.0
96,65,2175.91,7.497,2,101,50.5313819,-84.815347,233,7.497,2022-09-15 21:33:44,12.799999999999955,10.0,,6.0,12.799999999999955,0.0,21.0,50.0,78.0,24.0,78.5,21.0,2022,9,15,21,2.75,350.0
95,65,2183.32,7.349,2,102,50.5314569,-84.8153888,234,7.349,2022-09-15 21:33:45,12.600000000000023,10.0,,6.0,12.600000000000023,0.0,20.5,50.0,76.5,26.0,81.0,21.0,2022,9,15,21,2.75,350.0
93,66,2190.61,7.228,2,102,50.5315296,-84.8154237,240,7.228,2022-09-15 21:33:46,12.399999999999977,10.0,,6.0,12.399999999999977,-1.01,22.5,51.0,80.0,25.0,81.0,21.0,2022,9,15,21,2.75,350.0
91,66,2197.82,7.151,2,102,50.5316027,-84.8154564,245,7.151,2022-09-15 21:33:47,12.399999999999977,10.0,,6.0,12.399999999999977,-1.14,23.5,47.0,81.0,23.5,79.5,21.0,2022,9,15,21,2.75,350.0
91,66,2204.99,7.143,2,103,50.5316752,-84.8154926,248,7.143,2022-09-15 21:33:48,12.399999999999977,10.0,,6.0,12.399999999999977,-1.14,21.5,44.0,76.5,22.0,79.0,21.0,2022,9,15,21,2.75,350.0
91,66,2212.03,7.17,2,104,50.5317459,-84.815533,260,7.17,2022-09-15 21:33:49,12.399999999999977,10.0,,6.0,12.399999999999977,-1.13,23.5,49.0,85.0,23.5,82.0,21.0,2022,9,15,21,2.75,350.0
92,67,2219.37,7.233,2,103,50.5318194,-84.8155739,259,7.233,2022-09-15 21:33:50,12.399999999999977,10.0,,6.0,12.399999999999977,-0.18,23.5,46.0,81.0,27.0,87.0,21.0,2022,9,15,21,2.75,350.0
92,67,2226.91,7.289,2,101,50.531894,-84.8156112,239,7.289,2022-09-15 21:33:51,12.600000000000023,10.0,,6.0,12.600000000000023,0.0,22.5,45.0,74.5,28.0,88.5,21.0,2022,9,15,21,2.75,350.0
92,67,2234.26,7.368,2,101,50.5319685,-84.8156471,240,7.368,2022-09-15 21:33:52,12.600000000000023,10.0,,6.0,12.600000000000023,0.0,22.0,46.0,74.0,25.0,84.0,21.0,2022,9,15,21,2.75,350.0
93,67,2241.53,7.408,2,102,50.532041,-84.8156873,242,7.408,2022-09-15 21:33:53,12.799999999999955,10.0,,6.0,12.799999999999955,0.0,21.0,46.0,73.0,22.0,79.5,21.0,2022,9,15,21,2.75,350.0
93,68,2249.07,7.422,2,101,50.5321171,-84.8157233,244,7.422,2022-09-15 21:33:54,13.0,10.0,,6.0,13.0,0.0,21.0,47.0,73.0,23.5,82.0,21.0,2022,9,15,21,2.75,350.0
94,68,2256.74,7.456,2,101,50.5321964,-84.8157565,245,7.456,2022-09-15 21:33:55,13.0,10.0,,6.0,13.0,0.0,20.5,46.0,72.5,25.5,85.0,21.0,2022,9,15,21,2.75,350.0
95,68,2264.16,7.543,2,100,50.5322732,-84.8157874,234,7.543,2022-09-15 21:33:56,13.200000000000045,11.0,,6.0,13.200000000000045,0.77,19.0,45.0,70.0,26.5,84.5,21.0,2022,9,15,21,2.75,350.0
96,68,2271.75,7.667,2,100,50.5323508,-84.8158253,222,7.667,2022-09-15 21:33:57,13.200000000000045,11.0,,7.0,13.200000000000045,1.15,17.0,46.0,66.5,26.0,81.0,21.0,2022,9,15,21,2.75,350.0
97,69,2279.54,7.707,2,100,50.5324288,-84.8158658,217,7.707,2022-09-15 21:33:58,13.0,11.0,,7.0,13.0,1.18,20.5,49.0,74.0,25.0,77.0,21.0,2022,9,15,21,2.75,350.0
97,69,2287.28,7.707,2,102,50.5325058,-84.8159073,215,7.707,2022-09-15 21:33:59,12.799999999999955,11.0,,7.0,12.799999999999955,0.25,19.5,49.0,69.5,25.0,75.5,21.0,2022,9,15,21,2.75,350.0
98,69,2294.88,7.726,2,103,50.5325815,-84.8159468,216,7.726,2022-09-15 21:34:00,12.399999999999977,11.0,,7.0,12.399999999999977,0.36,19.5,50.0,71.0,22.0,71.5,21.0,2022,9,15,21,2.75,350.0
98,69,2302.7,7.79,2,101,50.5326586,-84.8159881,227,7.79,2022-09-15 21:34:01,12.399999999999977,11.0,,7.0,12.399999999999977,-0.07,20.0,50.0,73.0,21.0,70.0,21.0,2022,9,15,21,2.75,350.0
99,70,2310.77,7.857,2,102,50.5327379,-84.8160347,230,7.857,2022-09-15 21:34:02,12.399999999999977,11.0,,7.0,12.399999999999977,-0.67,20.5,49.0,71.0,24.0,73.0,21.0,2022,9,15,21,2.75,350.0
100,70,2318.73,7.985,2,100,50.5328157,-84.8160805,227,7.985,2022-09-15 21:34:03,12.600000000000023,11.0,,7.0,12.600000000000023,-1.04,21.0,52.0,69.5,26.5,76.5,21.0,2022,9,15,21,2.75,350.0
100,70,2326.72,8.155,2,103,50.5328954,-84.8161206,216,8.155,2022-09-15 21:34:04,12.600000000000023,11.0,,7.0,12.600000000000023,-0.23,19.5,65.0,68.5,24.0,75.5,21.0,2022,9,15,21,2.75,350.0
99,70,2335.02,8.385,2,104,50.5329799,-84.8161623,200,8.385,2022-09-15 21:34:05,12.600000000000023,11.0,,7.0,12.600000000000023,0.0,18.0,51.0,68.5,19.5,69.5,21.0,2022,9,15,21,2.75,350.0
99,70,2343.58,8.512,2,102,50.5330666,-84.8162026,205,8.512,2022-09-15 21:34:06,12.399999999999977,11.0,,7.0,12.399999999999977,0.0,16.5,36.0,60.0,20.0,72.0,21.0,2022,9,15,21,2.75,350.0
96,70,2352.18,8.579,2,101,50.5331533,-84.8162391,187,8.579,2022-09-15 21:34:07,12.0,11.0,,7.0,12.0,0.0,13.5,26.0,42.0,27.0,86.5,21.0,2022,9,15,21,2.75,350.0
94,71,2360.7,8.63,2,101,50.5332421,-84.8162806,184,8.63,2022-09-15 21:34:08,11.800000000000011,11.0,,7.0,11.800000000000011,-0.39,12.5,38.0,40.0,26.0,83.5,21.0,2022,9,15,21,2.75,350.0
95,71,2369.44,8.647,2,102,50.5333308,-84.816321,201,8.647,2022-09-15 21:34:09,11.600000000000023,11.0,,8.0,11.600000000000023,-0.81,11.0,42.0,38.5,25.0,80.5,21.0,2022,9,15,21,2.75,350.0
93,71,2378.19,8.664,2,101,50.5334201,-84.8163628,175,8.664,2022-09-15 21:34:10,11.399999999999977,11.0,,8.0,11.399999999999977,-1.24,10.0,45.0,37.0,23.5,77.0,21.0,2022,9,15,21,2.75,350.0
85,71,2386.65,8.444,2,101,50.5335046,-84.8164076,143,8.444,2022-09-15 21:34:11,11.199999999999989,11.0,,8.0,11.199999999999989,-1.77,8.5,48.0,35.0,22.0,73.5,21.0,2022,9,15,21,2.75,350.0
63,71,2395.04,8.251,2,101,50.5335893,-84.8164481,121,8.251,2022-09-15 21:34:12,11.0,11.0,,9.0,11.0,-2.14,7.5,52.0,33.5,20.5,70.0,21.0,2022,9,15,21,2.75,350.0
40,71,2403.22,8.029,2,100,50.5336738,-84.8164848,101,8.029,2022-09-15 21:34:13,11.0,11.0,,9.0,11.0,-2.28,9.0,52.0,39.5,18.5,73.0,21.0,2022,9,15,21,2.75,350.0
18,71,2411.01,7.701,2,102,50.5337522,-84.8165208,80,7.701,2022-09-15 21:34:14,11.0,11.0,,9.0,11.0,-2.15,11.0,52.0,45.5,16.5,76.0,21.0,2022,9,15,21,2.75,350.0
0,71,2418.59,7.419,2,102,50.53383,-84.8165574,0,7.419,2022-09-15 21:34:15,11.199999999999989,11.0,,9.0,11.199999999999989,-1.75,12.5,52.0,51.5,14.5,79.0,21.0,2022,9,15,21,2.75,350.0
0,71,2425.92,7.067,2,102,50.5339056,-84.8165889,0,7.067,2022-09-15 21:34:16,11.399999999999977,11.0,,9.0,11.399999999999977,-0.37,14.0,52.0,57.5,12.5,82.0,21.0,2022,9,15,21,2.75,350.0
0,71,2433.14,7.19,2,102,50.5339785,-84.8166162,0,7.19,2022-09-15 21:34:17,11.399999999999977,11.0,,9.0,11.399999999999977,0.0,16.0,52.0,63.5,10.5,85.0,21.0,2022,9,15,21,2.75,350.0
0,71,2440.13,6.97,2,103,50.5340518,-84.8166377,0,6.97,2022-09-15 21:34:18,11.399999999999977,11.0,,9.0,11.399999999999977,0.0,17.5,51.0,69.5,8.5,88.0,21.0,2022,9,15,21,2.75,350.0
6,71,2447.1,6.813,2,103,50.5341261,-84.8166607,6,6.813,2022-09-15 21:34:19,11.399999999999977,12.0,,9.0,11.399999999999977,0.28,19.5,51.0,75.5,6.0,91.0,21.0,2022,9,15,21,2.75,350.0
33,71,2454.34,7.203,2,104,50.5341978,-84.8166938,34,7.203,2022-09-15 21:34:20,11.399999999999977,12.0,,9.0,11.399999999999977,0.08,21.0,51.0,82.0,4.0,94.0,21.0,2022,9,15,21,2.75,350.0
60,71,2461.8,7.637,2,103,50.5342719,-84.8167358,62,7.637,2022-09-15 21:34:21,11.199999999999989,12.0,,9.0,11.199999999999989,0.0,23.0,51.0,88.0,2.0,97.0,21.0,2022,9,15,21,2.75,350.0
80,72,2469.39,7.594,2,103,50.5343468,-84.8167814,130,7.594,2022-09-15 21:34:22,11.0,12.0,,9.0,11.0,0.0,24.5,51.0,94.0,0.0,100.0,21.0,2022,9,15,21,2.75,350.0
86,72,2477.06,7.622,2,101,50.53442,-84.8168271,188,7.622,2022-09-15 21:34:23,11.0,12.0,,9.0,11.0,0.0,27.0,51.0,97.0,0.0,100.0,21.0,2022,9,15,21,2.75,350.0
90,72,2484.67,7.753,2,102,50.5344953,-84.8168725,231,7.753,2022-09-15 21:34:24,10.800000000000011,12.0,,9.0,10.800000000000011,-0.56,25.5,49.0,89.5,15.0,91.0,21.0,2022,9,15,21,2.75,350.0
95,72,2492.12,7.467,2,103,50.5345698,-84.8169126,236,7.467,2022-09-15 21:34:25,10.399999999999977,12.0,,10.0,10.399999999999977,-1.01,24.0,46.0,82.5,27.0,85.5,21.0,2022,9,15,21,2.75,350.0
95,73,2499.5,7.27,2,103,50.5346427,-84.8169544,234,7.27,2022-09-15 21:34:26,10.199999999999989,12.0,,10.0,10.199999999999989,-1.37,23.5,46.0,78.5,29.0,88.0,21.0,2022,9,15,21,2.75,350.0
95,73,2507.0,7.541,2,102,50.5347183,-84.8169947,235,7.541,2022-09-15 21:34:27,10.199999999999989,12.0,,10.0,10.199999999999989,-1.6,26.0,52.0,84.0,28.5,87.5,21.0,2022,9,15,21,2.75,350.0
96,73,2514.79,7.792,2,102,50.5347958,-84.8170364,245,7.792,2022-09-15 21:34:28,10.0,12.0,,10.0,10.0,-1.76,28.0,47.0,90.0,27.5,87.5,20.0,2022,9,15,21,2.75,350.0
96,73,2522.72,7.975,2,102,50.534873,-84.8170819,257,7.975,2022-09-15 21:34:29,10.0,12.0,,10.0,10.0,-1.8,30.5,47.0,95.5,27.0,87.0,20.0,2022,9,15,21,2.75,350.0
97,74,2530.71,8.091,2,102,50.5349522,-84.8171269,269,8.091,2022-09-15 21:34:30,9.800000000000011,12.0,,10.0,9.800000000000011,-1.76,33.5,49.0,100.0,27.0,87.5,20.0,2022,9,15,21,2.75,350.0
98,74,2538.74,7.979,2,100,50.5350314,-84.8171724,287,7.979,2022-09-15 21:34:31,9.800000000000011,12.0,,10.0,9.800000000000011,-1.64,36.5,49.0,99.0,29.5,89.0,20.0,2022,9,15,21,2.75,350.0
98,74,2546.42,7.628,2,100,50.5351041,-84.8172235,290,7.628,2022-09-15 21:34:32,9.600000000000023,12.0,,11.0,9.600000000000023,-1.51,31.0,48.0,99.0,32.0,90.0,20.0,2022,9,15,21,2.75,350.0
99,74,2553.67,7.307,2,101,50.5351742,-84.8172724,286,7.307,2022-09-15 21:34:33,9.800000000000011,12.0,,11.0,9.800000000000011,-1.35,27.0,44.0,90.5,30.0,87.0,20.0,2022,9,15,21,2.75,350.0
99,75,2561.78,7.768,2,102,50.5352552,-84.8173181,243,7.768,2022-09-15 21:34:34,9.600000000000023,12.0,,11.0,9.600000000000023,-1.21,24.0,44.0,78.0,25.5,82.0,20.0,2022,9,15,21,2.75,350.0
98,75,2570.37,8.173,2,101,50.5353427,-84.8173588,195,8.173,2022-09-15 21:34:35,9.600000000000023,12.0,,11.0,9.600000000000023,-1.05,21.5,46.0,68.5,21.5,77.0,20.0,2022,9,15,21,2.75,350.0
96,75,2578.73,8.033,2,100,50.5354265,-84.8173952,165,8.033,2022-09-15 21:34:36,9.600000000000023,12.0,,11.0,9.600000000000023,-0.94,20.5,48.0,67.5,20.0,72.0,20.0,2022,9,15,21,2.75,350.0
90,75,2586.77,7.733,2,100,50.5355075,-84.8174365,121,7.733,2022-09-15 21:34:37,9.600000000000023,12.0,,11.0,9.600000000000023,-0.83,20.0,46.0,66.0,18.0,66.5,20.0,2022,9,15,21,2.75,350.0
69,75,2594.45,7.335,2,99,50.5355842,-84.817482,109,7.335,2022-09-15 21:34:38,9.600000000000023,12.0,,11.0,9.600000000000023,-0.19,19.0,44.0,64.5,16.5,61.0,20.0,2022,9,15,21,2.75,350.0
48,75,2602.1,7.281,2,99,50.5356602,-84.8175225,98,7.281,2022-09-15 21:34:39,9.600000000000023,12.0,,11.0,9.600000000000023,0.0,18.5,42.0,63.0,15.0,55.5,20.0,2022,9,15,21,2.75,350.0
27,75,2609.88,7.431,2,100,50.5357399,-84.8175588,86,7.431,2022-09-15 21:34:40,9.600000000000023,12.0,,11.0,9.600000000000023,0.0,18.0,40.0,61.0,14.5,54.0,20.0,2022,9,15,21,2.75,350.0
72,75,2617.73,7.487,2,100,50.5358165,-84.8176057,86,7.487,2022-09-15 21:34:41,9.600000000000023,12.0,,11.0,9.600000000000023,0.0,17.0,37.0,56.0,18.0,64.0,20.0,2022,9,15,21,2.75,350.0
72,76,2625.1,7.001,2,99,50.5358868,-84.8176551,119,7.001,2022-09-15 21:34:42,9.800000000000011,12.0,,11.0,9.800000000000011,0.0,16.5,29.0,51.0,21.5,73.5,20.0,2022,9,15,21,2.75,350.0
45,76,2631.4,6.111,2,100,50.535948,-84.8176942,155,6.111,2022-09-15 21:34:43,9.800000000000011,12.0,,11.0,9.800000000000011,0.0,28.0,21.0,72.5,17.0,57.5,20.0,2022,9,15,21,2.75,350.0
51,76,2638.03,6.469,2,101,50.5360124,-84.8177358,167,6.469,2022-09-15 21:34:44,9.600000000000023,12.0,,11.0,9.600000000000023,0.0,32.0,68.0,84.0,13.0,45.5,20.0,2022,9,15,21,2.75,350.0
57,76,2645.52,7.365,2,101,50.5360827,-84.8177826,159,7.365,2022-09-15 21:34:45,9.800000000000011,12.0,,11.0,9.800000000000011,0.0,23.5,91.0,77.0,13.0,45.5,20.0,2022,9,15,21,2.75,350.0
71,76,2653.36,7.657,2,100,50.536156,-84.8178333,147,7.657,2022-09-15 21:34:46,9.800000000000011,12.0,,11.0,9.800000000000011,0.0,35.0,74.0,95.0,26.5,84.0,20.0,2022,9,15,21,2.75,350.0
88,76,2661.58,7.927,2,99,50.5362333,-84.8178931,155,7.927,2022-09-15 21:34:47,10.0,12.0,,11.0,10.0,0.0,25.5,56.0,79.5,33.0,96.5,20.0,2022,9,15,21,2.75,350.0
101,77,2669.93,7.992,2,98,50.5363107,-84.8179568,206,7.992,2022-09-15 21:34:48,10.0,12.0,,11.0,10.0,0.0,17.5,54.0,64.5,30.5,88.5,20.0,2022,9,15,21,2.75,350.0
103,77,2678.53,8.191,2,97,50.536391,-84.8180155,183,8.191,2022-09-15 21:34:49,10.0,12.0,,11.0,10.0,0.0,18.0,56.0,61.0,22.0,68.0,20.0,2022,9,15,21,2.75,350.0
101,77,2687.29,8.356,2,97,50.5364759,-84.8180757,164,8.356,2022-09-15 21:34:50,10.0,12.0,,11.0,10.0,0.0,19.0,58.0,57.5,13.5,47.5,20.0,2022,9,15,21,2.75,350.0
104,77,2695.96,8.472,2,97,50.5365579,-84.8181329,160,8.472,2022-09-15 21:34:51,9.800000000000011,12.0,,11.0,9.800000000000011,0.0,22.0,59.0,69.5,19.0,60.0,20.0,2022,9,15,21,2.75,350.0
104,77,2704.65,8.297,2,97,50.5366398,-84.8181926,174,8.297,2022-09-15 21:34:52,9.399999999999977,12.0,,11.0,9.399999999999977,0.0,21.5,49.0,69.5,22.0,70.0,20.0,2022,9,15,21,2.75,350.0
101,77,2713.3,8.103,2,98,50.536721,-84.8182578,208,8.103,2022-09-15 21:34:53,9.199999999999989,12.0,,11.0,9.199999999999989,0.0,19.5,47.0,66.0,24.0,78.5,20.0,2022,9,15,21,2.75,350.0
99,78,2721.51,8.18,2,97,50.5367944,-84.8183204,200,8.18,2022-09-15 21:34:54,8.800000000000011,12.0,,11.0,8.800000000000011,0.0,18.5,47.0,64.5,26.0,85.0,20.0,2022,9,15,21,2.75,350.0
98,78,2730.01,8.217,2,97,50.5368697,-84.8183892,213,8.217,2022-09-15 21:34:55,8.800000000000011,12.0,,11.0,8.800000000000011,0.0,20.5,46.0,70.0,25.5,84.0,20.0,2022,9,15,21,2.75,350.0
98,78,2738.63,8.067,2,97,50.5369481,-84.8184577,220,8.067,2022-09-15 21:34:56,8.600000000000023,12.0,,11.0,8.600000000000023,0.0,22.0,46.0,75.5,25.0,83.0,20.0,2022,9,15,21,2.75,350.0
97,78,2746.87,7.852,2,98,50.5370254,-84.818516,226,7.852,2022-09-15 21:34:57,8.600000000000023,12.0,,11.0,8.600000000000023,0.0,21.5,45.0,73.0,24.0,78.5,20.0,2022,9,15,21,2.75,350.0
90,79,2754.77,7.608,2,98,50.5370985,-84.8185695,212,7.608,2022-09-15 21:34:58,8.600000000000023,12.0,,11.0,8.600000000000023,0.0,21.0,47.0,71.0,22.5,77.0,20.0,2022,9,15,21,2.75,350.0
64,79,2762.35,7.069,2,98,50.5371667,-84.8186296,164,7.069,2022-09-15 21:34:59,8.800000000000011,12.0,,11.0,8.800000000000011,0.0,21.5,49.0,72.0,21.0,78.5,20.0,2022,9,15,21,2.75,350.0
38,79,2769.54,6.678,2,98,50.5372288,-84.8186944,117,6.678,2022-09-15 21:35:00,8.800000000000011,12.0,,11.0,8.800000000000011,0.0,21.5,51.0,73.0,19.5,80.5,20.0,2022,9,15,21,2.75,350.0
12,79,2776.24,6.461,2,98,50.5372824,-84.8187629,69,6.461,2022-09-15 21:35:01,8.800000000000011,12.0,,11.0,8.800000000000011,0.0,22.0,54.0,74.0,17.5,82.0,20.0,2022,9,15,21,2.75,350.0
0,79,2782.74,6.207,2,97,50.53733,-84.8188307,0,6.207,2022-09-15 21:35:02,8.800000000000011,12.0,,11.0,8.800000000000011,0.0,22.0,56.0,74.5,16.0,83.5,20.0,2022,9,15,21,2.75,350.0
0,79,2788.94,5.843,2,97,50.5373731,-84.8188948,0,5.843,2022-09-15 21:35:03,8.800000000000011,12.0,,11.0,8.800000000000011,0.0,22.5,59.0,75.5,14.5,85.5,20.0,2022,9,15,21,2.75,350.0
0,79,2793.88,5.508,2,98,50.5374082,-84.8189494,0,5.508,2022-09-15 21:35:04,9.0,12.0,,11.0,9.0,0.0,22.5,61.0,76.5,12.5,87.0,20.0,2022,9,15,21,2.75,350.0
0,79,2798.41,5.045,2,99,50.5374403,-84.8190009,0,5.045,2022-09-15 21:35:05,9.199999999999989,12.0,,11.0,9.199999999999989,0.0,23.0,63.0,77.5,11.0,89.0,20.0,2022,9,15,21,2.75,350.0
0,79,2803.42,3.92,2,99,50.5374719,-84.8190576,0,3.92,2022-09-15 21:35:06,9.199999999999989,12.0,,11.0,9.199999999999989,0.0,23.0,66.0,78.5,9.0,90.5,20.0,2022,9,15,21,2.75,350.0
0,79,2807.32,3.403,2,98,50.5374972,-84.8191036,0,3.403,2022-09-15 21:35:07,9.399999999999977,12.0,,11.0,9.399999999999977,0.0,23.5,68.0,79.5,7.5,92.5,20.0,2022,9,15,21,2.75,350.0
0,79,2810.74,3.447,2,97,50.5375237,-84.8191368,0,3.447,2022-09-15 21:35:08,9.399999999999977,12.0,,11.0,9.399999999999977,0.0,23.5,70.0,80.0,6.0,94.0,20.0,2022,9,15,21,2.75,350.0
0,79,2813.57,2.993,2,96,50.5375484,-84.8191589,0,2.993,2022-09-15 21:35:09,9.399999999999977,12.0,,11.0,9.399999999999977,0.0,24.0,73.0,81.0,4.0,95.5,20.0,2022,9,15,21,2.75,350.0
0,79,2815.92,2.51,2,96,50.5375711,-84.8191721,0,2.51,2022-09-15 21:35:10,9.600000000000023,12.0,,11.0,9.600000000000023,0.0,24.0,75.0,82.0,2.5,97.5,20.0,2022,9,15,21,2.75,350.0
9,79,2816.92,1.112,2,95,50.5375884,-84.8191809,4,1.112,2022-09-15 21:35:11,9.600000000000023,12.0,,11.0,9.600000000000023,0.0,24.5,77.0,83.0,1.0,99.0,20.0,2022,9,15,21,2.75,350.0
0,79,2816.92,0.963,1,106,50.5376165,-84.8192102,0,0.963,2022-09-15 21:35:30,9.600000000000023,12.0,,11.0,9.600000000000023,0.0,,,,,,20.0,2022,9,15,21,2.75,350.0
0,79,2818.18,1.885,1,106,50.5376274,-84.8192373,0,1.885,2022-09-15 21:35:31,9.600000000000023,12.0,,11.0,9.600000000000023,0.0,,,,,,20.0,2022,9,15,21,2.75,350.0
8,79,2820.9,2.52,1,105,50.5376391,-84.8192751,2,2.52,2022-09-15 21:35:32,9.600000000000023,12.0,,11.0,9.600000000000023,0.0,13.0,53.0,99.5,0.0,0.0,20.0,2022,9,15,21,2.75,350.0
22,79,2824.46,3.302,1,104,50.5376581,-84.8193208,17,3.302,2022-09-15 21:35:33,9.600000000000023,12.0,,11.0,9.600000000000023,0.0,18.0,48.0,99.0,10.5,29.0,20.0,2022,9,15,21,2.75,350.0
