cadence,calories,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,power,speed,timestamp,altitude,ascent,battery_soc,descent,enhanced_altitude,grade,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,year,month,day,hour,wind_speed,wind_direction
91,0,0.0,7.617,4,107,50.5122497,-84.8163817,337,7.617,2022-09-15 21:25:22,,,,,,,,,,,,,2022,9,15,21,2.75,350.0
92,0,7.39,7.919,3,106,50.512276,-84.8162803,304,7.919,2022-09-15 21:25:23,8.800000000000011,0.0,68.0,0.0,8.800000000000011,0.0,23.0,47.0,81.0,26.5,86.0,,2022,9,15,21,2.75,350.0
95,0,14.79,8.221,3,106,50.5123024,-84.8161788,277,8.221,2022-09-15 21:25:24,9.0,0.0,,0.0,9.0,0.0,24.0,44.0,84.5,26.5,84.5,,2022,9,15,21,2.75,350.0
99,0,23.01,8.518,3,107,50.51234,-84.8160723,271,8.518,2022-09-15 21:25:25,9.0,0.0,,0.0,9.0,0.0,25.0,41.0,88.0,26.5,83.5,25.0,2022,9,15,21,2.75,350.0
97,0,32.05,8.991,3,107,50.5123906,-84.8159582,278,8.991,2022-09-15 21:25:26,9.0,0.0,,0.0,9.0,0.0,26.0,39.0,92.0,27.0,83.0,25.0,2022,9,15,21,2.75,350.0
96,1,41.76,9.267,3,108,50.5124427,-84.8158343,333,9.267,2022-09-15 21:25:27,9.0,0.0,,0.0,9.0,0.43,27.5,37.0,97.5,32.0,97.5,25.0,2022,9,15,21,2.75,350.0
94,1,52.0,9.363,3,109,50.5124904,-84.8157008,284,9.363,2022-09-15 21:25:28,9.0,0.0,,0.0,9.0,1.15,26.5,46.0,94.0,31.5,97.0,25.0,2022,9,15,21,2.75,350.0
95,1,62.1,9.567,3,110,50.5125414,-84.8155747,278,9.567,2022-09-15 21:25:29,9.0,0.0,,0.0,9.0,0.0,24.5,43.0,88.5,29.5,93.0,25.0,2022,9,15,21,2.75,350.0
96,2,72.08,9.495,3,111,50.5125986,-84.815451,294,9.495,2022-09-15 21:25:30,9.0,0.0,,0.0,9.0,0.0,24.0,44.0,86.0,28.5,91.0,25.0,2022,9,15,21,2.75,350.0
98,2,81.93,9.362,3,112,50.5126523,-84.8153294,301,9.362,2022-09-15 21:25:31,9.0,0.0,,0.0,9.0,0.0,25.0,49.0,89.5,29.5,92.0,25.0,2022,9,15,21,2.75,350.0
101,2,92.07,9.772,3,113,50.5127075,-84.8152059,302,9.772,2022-09-15 21:25:32,9.0,0.0,,0.0,9.0,0.0,26.5,54.0,93.0,31.0,93.0,25.0,2022,9,15,21,2.75,350.0
102,3,102.71,10.084,3,111,50.5127615,-84.8150676,302,10.084,2022-09-15 21:25:33,9.0,0.0,,0.0,9.0,0.0,28.5,50.0,93.0,30.0,93.0,25.0,2022,9,15,21,2.75,350.0
103,3,113.43,10.093,3,111,50.5128109,-84.8149289,304,10.093,2022-09-15 21:25:34,9.0,0.0,,0.0,9.0,0.0,29.5,43.0,92.0,28.0,90.0,25.0,2022,9,15,21,2.75,350.0
104,3,124.36,10.072,3,110,50.5128559,-84.8147815,275,10.072,2022-09-15 21:25:35,9.0,0.0,,0.0,9.0,0.0,29.0,42.0,92.5,26.5,83.0,25.0,2022,9,15,21,2.75,350.0
82,3,135.27,10.035,3,109,50.5128999,-84.814636,235,10.035,2022-09-15 21:25:36,9.0,0.0,,0.0,9.0,0.0,27.5,54.0,91.0,23.0,76.5,25.0,2022,9,15,21,2.75,350.0
75,3,145.73,10.091,3,110,50.5129508,-84.8144995,207,10.091,2022-09-15 21:25:37,9.0,0.0,,0.0,9.0,0.0,31.0,56.0,93.5,22.0,72.0,25.0,2022,9,15,21,2.75,350.0
82,4,156.03,10.252,3,112,50.5130079,-84.8143686,184,10.252,2022-09-15 21:25:38,8.800000000000011,0.0,,0.0,8.800000000000011,0.0,26.5,54.0,82.5,24.5,80.0,25.0,2022,9,15,21,2.75,350.0
89,4,166.76,10.652,4,105,50.5130694,-84.8142417,217,10.652,2022-09-15 21:25:39,8.600000000000023,0.0,,0.0,8.600000000000023,0.0,20.0,52.0,72.0,26.0,88.5,25.0,2022,9,15,21,2.75,350.0
88,4,177.58,10.775,4,103,50.5131356,-84.8141146,221,10.775,2022-09-15 21:25:40,8.600000000000023,0.0,,0.0,8.600000000000023,0.0,24.0,52.0,81.5,22.0,80.5,25.0,2022,9,15,21,2.75,350.0
87,4,188.39,10.785,4,103,50.513199,-84.813981,226,10.785,2022-09-15 21:25:41,8.399999999999977,0.0,,0.0,8.399999999999977,0.0,27.5,56.0,90.5,18.0,72.5,25.0,2022,9,15,21,2.75,350.0
87,5,198.95,10.608,4,104,50.5132558,-84.8138492,232,10.608,2022-09-15 21:25:42,8.399999999999977,0.0,,0.0,8.399999999999977,0.0,28.0,56.0,91.0,21.5,78.5,25.0,2022,9,15,21,2.75,350.0
89,5,209.76,10.752,4,105,50.5133104,-84.8137111,327,10.752,2022-09-15 21:25:43,8.399999999999977,0.0,,0.0,8.399999999999977,0.0,27.5,54.0,90.0,26.0,87.0,25.0,2022,9,15,21,2.75,350.0
87,5,220.99,11.273,4,105,50.5133561,-84.8135633,346,11.273,2022-09-15 21:25:44,8.399999999999977,0.0,,0.0,8.399999999999977,0.0,28.0,51.0,91.0,31.0,94.5,25.0,2022,9,15,21,2.75,350.0
64,6,232.16,11.164,4,105,50.5133972,-84.8134133,304,11.164,2022-09-15 21:25:45,8.399999999999977,0.0,,0.0,8.399999999999977,0.0,28.5,39.0,92.5,35.5,100.0,25.0,2022,9,15,21,2.75,350.0
55,6,242.38,10.398,4,103,50.513441,-84.8132775,258,10.398,2022-09-15 21:25:46,8.199999999999989,0.0,,0.0,8.199999999999989,0.0,22.5,19.0,74.5,33.0,98.5,25.0,2022,9,15,21,2.75,350.0
85,6,251.8,9.703,4,104,50.513491,-84.8131569,101,9.703,2022-09-15 21:25:47,8.199999999999989,0.0,,0.0,8.199999999999989,0.0,16.5,56.0,56.5,30.0,96.5,25.0,2022,9,15,21,2.75,350.0
60,6,260.87,9.153,4,104,50.5135385,-84.8130422,74,9.153,2022-09-15 21:25:48,8.199999999999989,0.0,,0.0,8.199999999999989,0.0,15.0,60.0,51.0,29.0,95.5,25.0,2022,9,15,21,2.75,350.0
35,6,268.82,8.281,4,104,50.513577,-84.8129378,47,8.281,2022-09-15 21:25:49,8.199999999999989,0.0,,0.0,8.199999999999989,0.0,16.5,60.0,54.5,28.5,94.5,25.0,2022,9,15,21,2.75,350.0
10,6,275.92,7.433,4,105,50.5136133,-84.8128483,20,7.433,2022-09-15 21:25:50,8.399999999999977,0.0,,0.0,8.399999999999977,0.0,18.0,59.0,58.5,28.5,93.5,25.0,2022,9,15,21,2.75,350.0
0,6,282.05,6.431,4,108,50.5136473,-84.8127712,0,6.431,2022-09-15 21:25:51,8.399999999999977,0.0,,0.0,8.399999999999977,0.0,19.5,58.0,62.5,28.0,92.5,24.0,2022,9,15,21,2.75,350.0
0,6,286.93,5.247,4,105,50.5136765,-84.8127143,0,5.247,2022-09-15 21:25:52,8.600000000000023,0.0,,0.0,8.600000000000023,0.0,21.0,58.0,66.5,28.0,91.5,24.0,2022,9,15,21,2.75,350.0
0,6,290.96,4.325,4,104,50.5137012,-84.8126688,0,4.325,2022-09-15 21:25:53,8.600000000000023,0.0,,0.0,8.600000000000023,0.0,22.5,57.0,70.5,27.5,90.5,24.0,2022,9,15,21,2.75,350.0
0,6,294.84,3.999,4,104,50.5137266,-84.8126232,0,3.999,2022-09-15 21:25:54,8.800000000000011,0.0,,0.0,8.800000000000011,0.0,24.5,56.0,74.5,27.5,89.5,24.0,2022,9,15,21,2.75,350.0
0,6,298.29,3.603,4,105,50.5137485,-84.8125831,0,3.603,2022-09-15 21:25:55,8.800000000000011,0.0,,0.0,8.800000000000011,0.0,26.0,56.0,78.5,27.0,88.5,24.0,2022,9,15,21,2.75,350.0
0,6,301.2,3.081,3,105,50.5137615,-84.8125467,0,3.081,2022-09-15 21:25:56,9.0,0.0,,0.0,9.0,0.0,27.5,55.0,82.0,27.0,87.5,24.0,2022,9,15,21,2.75,350.0
0,6,304.4,3.159,3,105,50.5137759,-84.8125048,0,3.159,2022-09-15 21:25:57,9.0,0.0,,0.0,9.0,0.0,29.0,54.0,86.0,26.5,86.5,24.0,2022,9,15,21,2.75,350.0
2,6,308.0,3.478,3,105,50.5137942,-84.8124592,0,3.478,2022-09-15 21:25:58,9.0,0.0,,0.0,9.0,0.0,30.5,54.0,90.0,26.5,85.5,24.0,2022,9,15,21,2.75,350.0
9,6,312.23,4.062,3,105,50.5138173,-84.812404,27,4.062,2022-09-15 21:25:59,9.0,0.0,,0.0,9.0,0.0,32.0,53.0,94.0,26.0,84.5,24.0,2022,9,15,21,2.75,350.0
15,6,317.18,4.741,3,105,50.5138446,-84.8123403,47,4.741,2022-09-15 21:26:00,9.0,0.0,,0.0,9.0,0.0,33.0,52.0,97.0,26.0,83.5,24.0,2022,9,15,21,2.75,350.0
21,6,322.39,5.091,3,104,50.5138721,-84.8122761,67,5.091,2022-09-15 21:26:01,9.0,0.0,,0.0,9.0,0.0,30.0,52.0,91.5,26.0,83.5,24.0,2022,9,15,21,2.75,350.0
27,6,328.02,5.5,3,103,50.5139018,-84.8122077,87,5.5,2022-09-15 21:26:02,9.0,0.0,,0.0,9.0,0.0,30.0,51.0,93.0,25.5,85.5,24.0,2022,9,15,21,2.75,350.0
39,7,334.41,6.157,3,104,50.513939,-84.8121293,161,6.157,2022-09-15 21:26:03,8.800000000000011,0.0,,0.0,8.800000000000011,0.0,30.0,52.0,95.5,24.5,87.5,24.0,2022,9,15,21,2.75,350.0
59,7,341.36,6.727,3,104,50.5139751,-84.8120413,294,6.727,2022-09-15 21:26:04,8.800000000000011,0.0,,0.0,8.800000000000011,0.0,29.5,51.0,96.0,24.0,90.0,24.0,2022,9,15,21,2.75,350.0
69,7,348.81,7.267,3,104,50.5140123,-84.8119448,371,7.267,2022-09-15 21:26:05,8.600000000000023,0.0,,0.0,8.600000000000023,0.0,27.0,51.0,94.0,25.0,93.0,24.0,2022,9,15,21,2.75,350.0
73,8,357.7,8.494,3,105,50.5140632,-84.8118355,421,8.494,2022-09-15 21:26:06,8.600000000000023,0.0,,0.0,8.600000000000023,0.0,25.0,53.0,92.0,25.5,96.0,24.0,2022,9,15,21,2.75,350.0
77,8,367.61,9.534,3,105,50.5141253,-84.8117166,434,9.534,2022-09-15 21:26:07,8.399999999999977,0.0,,0.0,8.399999999999977,0.0,21.5,49.0,88.5,25.5,96.0,24.0,2022,9,15,21,2.75,350.0
80,9,377.34,9.638,3,106,50.5141842,-84.8116025,400,9.638,2022-09-15 21:26:08,8.199999999999989,0.0,,0.0,8.199999999999989,0.0,20.0,51.0,86.0,23.5,92.0,24.0,2022,9,15,21,2.75,350.0
83,9,387.38,9.935,3,105,50.5142415,-84.8114826,400,9.935,2022-09-15 21:26:09,8.199999999999989,0.0,,0.0,8.199999999999989,0.0,20.0,51.0,85.0,21.0,86.5,24.0,2022,9,15,21,2.75,350.0
85,9,397.46,10.082,3,105,50.514298,-84.8113553,391,10.082,2022-09-15 21:26:10,8.199999999999989,0.0,,0.0,8.199999999999989,0.0,20.0,48.0,83.0,18.5,81.5,24.0,2022,9,15,21,2.75,350.0
86,10,407.29,9.915,3,105,50.5143524,-84.8112335,333,9.915,2022-09-15 21:26:11,8.0,0.0,,0.0,8.0,0.0,19.0,44.0,74.5,18.0,77.0,24.0,2022,9,15,21,2.75,350.0
85,10,416.71,9.512,3,104,50.5144045,-84.8111202,222,9.512,2022-09-15 21:26:12,7.800000000000011,0.0,,0.0,7.800000000000011,0.0,18.0,44.0,66.5,17.5,72.5,24.0,2022,9,15,21,2.75,350.0
84,10,425.39,8.877,3,104,50.5144545,-84.8110112,153,8.877,2022-09-15 21:26:13,7.600000000000023,0.0,,0.0,7.600000000000023,0.0,18.0,43.0,62.5,18.5,71.0,24.0,2022,9,15,21,2.75,350.0
81,10,433.78,8.523,3,104,50.5145045,-84.8109074,134,8.523,2022-09-15 21:26:14,7.199999999999989,0.0,,0.0,7.199999999999989,0.0,20.0,44.0,65.0,22.5,74.0,24.0,2022,9,15,21,2.75,350.0
80,10,441.97,8.267,3,104,50.5145493,-84.8108072,127,8.267,2022-09-15 21:26:15,7.199999999999989,0.0,,0.0,7.199999999999989,0.0,19.5,48.0,63.5,21.0,70.5,24.0,2022,9,15,21,2.75,350.0
80,10,450.1,8.18,3,104,50.5145929,-84.810707,119,8.18,2022-09-15 21:26:16,7.199999999999989,0.0,,0.0,7.199999999999989,0.0,18.5,52.0,62.0,20.0,67.0,24.0,2022,9,15,21,2.75,350.0
80,10,458.14,8.085,3,104,50.5146329,-84.810602,108,8.085,2022-09-15 21:26:17,7.199999999999989,0.0,,0.0,7.199999999999989,0.0,18.5,51.0,61.0,18.0,60.5,24.0,2022,9,15,21,2.75,350.0
80,10,467.39,8.969,3,103,50.5146825,-84.8104823,113,8.969,2022-09-15 21:26:18,7.399999999999977,0.0,,0.0,7.399999999999977,0.0,18.5,49.0,60.0,17.0,57.0,24.0,2022,9,15,21,2.75,350.0
81,11,477.39,9.731,3,103,50.5147392,-84.8103599,115,9.731,2022-09-15 21:26:19,7.600000000000023,0.0,,0.0,7.600000000000023,0.0,18.0,50.0,59.5,18.0,60.5,24.0,2022,9,15,21,2.75,350.0
82,11,487.07,9.661,3,103,50.5147967,-84.8102463,117,9.661,2022-09-15 21:26:20,7.800000000000011,0.0,,0.0,7.800000000000011,0.0,18.0,56.0,58.5,19.0,64.0,24.0,2022,9,15,21,2.75,350.0
82,11,496.22,9.29,3,103,50.5148531,-84.8101374,120,9.29,2022-09-15 21:26:21,8.0,0.0,,0.0,8.0,0.0,18.0,61.0,68.0,19.0,65.5,24.0,2022,9,15,21,2.75,350.0
83,11,505.03,8.966,3,103,50.5149099,-84.8100343,122,8.966,2022-09-15 21:26:22,8.199999999999989,0.0,,0.0,8.199999999999989,0.0,18.5,61.0,78.5,18.5,67.0,24.0,2022,9,15,21,2.75,350.0
83,11,513.93,8.886,3,103,50.5149694,-84.8099335,125,8.886,2022-09-15 21:26:23,8.399999999999977,0.0,,0.0,8.399999999999977,0.0,19.0,60.0,89.5,18.0,68.0,24.0,2022,9,15,21,2.75,350.0
87,11,523.28,9.215,3,102,50.5150369,-84.8098329,200,9.215,2022-09-15 21:26:24,8.600000000000023,0.0,,0.0,8.600000000000023,0.0,19.0,57.0,97.0,18.0,70.5,24.0,2022,9,15,21,2.75,350.0
94,12,533.04,9.662,3,103,50.5151094,-84.8097333,359,9.662,2022-09-15 21:26:25,8.800000000000011,0.0,,0.0,8.800000000000011,0.0,21.0,50.0,88.0,19.0,79.0,24.0,2022,9,15,21,2.75,350.0
96,12,544.66,11.148,3,105,50.515214,-84.8096491,374,11.148,2022-09-15 21:26:26,8.800000000000011,0.0,,0.0,8.800000000000011,0.0,27.0,38.0,92.0,19.0,80.0,24.0,2022,9,15,21,2.75,350.0
97,12,556.1,11.345,3,105,50.5153177,-84.8095603,280,11.345,2022-09-15 21:26:27,9.0,0.0,,0.0,9.0,0.0,26.5,45.0,92.0,21.5,85.5,24.0,2022,9,15,21,2.75,350.0
97,13,566.39,10.538,3,105,50.5153988,-84.8094602,252,10.538,2022-09-15 21:26:28,8.800000000000011,0.0,,0.0,8.800000000000011,0.0,21.5,48.0,83.0,23.5,85.5,24.0,2022,9,15,21,2.75,350.0
97,13,576.7,10.351,3,104,50.5154764,-84.8093544,223,10.351,2022-09-15 21:26:29,8.600000000000023,0.0,,0.0,8.600000000000023,0.0,17.0,49.0,68.5,23.0,75.0,24.0,2022,9,15,21,2.75,350.0
97,13,586.86,10.224,3,104,50.5155538,-84.8092505,210,10.224,2022-09-15 21:26:30,8.600000000000023,0.0,,0.0,8.600000000000023,0.0,20.0,50.0,72.5,23.0,75.0,24.0,2022,9,15,21,2.75,350.0
96,13,597.06,10.253,3,104,50.5156305,-84.8091459,196,10.253,2022-09-15 21:26:31,8.399999999999977,0.0,,0.0,8.399999999999977,0.0,20.0,51.0,75.5,22.0,74.0,24.0,2022,9,15,21,2.75,350.0
91,13,607.35,10.268,3,105,50.5157081,-84.8090364,188,10.268,2022-09-15 21:26:32,8.600000000000023,0.0,,0.0,8.600000000000023,0.0,18.0,47.0,73.5,22.0,73.0,24.0,2022,9,15,21,2.75,350.0
77,14,617.04,9.805,3,105,50.5157806,-84.8089372,175,9.805,2022-09-15 21:26:33,8.399999999999977,0.0,,0.0,8.399999999999977,0.0,15.5,48.0,65.5,22.5,71.5,24.0,2022,9,15,21,2.75,350.0
64,14,626.18,9.29,3,104,50.5158542,-84.8088516,162,9.29,2022-09-15 21:26:34,8.600000000000023,0.0,,0.0,8.600000000000023,0.0,14.0,63.0,60.0,17.5,69.0,24.0,2022,9,15,21,2.75,350.0
50,14,634.99,8.968,3,104,50.5159258,-84.8087701,149,8.968,2022-09-15 21:26:35,8.800000000000011,0.0,,0.0,8.800000000000011,0.0,13.0,78.0,54.5,13.0,66.5,24.0,2022,9,15,21,2.75,350.0
36,14,642.91,8.357,3,104,50.5159893,-84.8086959,136,8.357,2022-09-15 21:26:36,9.0,0.0,,0.0,9.0,0.0,11.5,93.0,49.0,8.5,64.0,24.0,2022,9,15,21,2.75,350.0
24,14,650.39,7.646,3,103,50.516051,-84.8086226,91,7.646,2022-09-15 21:26:37,9.199999999999989,0.0,,0.0,9.199999999999989,0.0,10.5,100.0,43.5,4.0,61.5,24.0,2022,9,15,21,2.75,350.0
19,14,656.78,6.723,3,102,50.5161026,-84.8085598,79,6.723,2022-09-15 21:26:38,9.399999999999977,0.0,,0.0,9.399999999999977,0.0,10.0,100.0,40.0,0.0,59.5,24.0,2022,9,15,21,2.75,350.0
14,14,661.64,5.311,3,102,50.5161432,-84.8085151,67,5.311,2022-09-15 21:26:39,9.600000000000023,0.0,,0.0,9.600000000000023,0.0,12.0,100.0,46.0,0.0,57.0,24.0,2022,9,15,21,2.75,350.0
10,14,665.32,4.02,3,102,50.5161751,-84.8084832,55,4.02,2022-09-15 21:26:40,9.600000000000023,0.0,,0.0,9.600000000000023,0.0,14.5,100.0,52.0,0.0,54.5,24.0,2022,9,15,21,2.75,350.0
0,14,666.66,0.638,3,101,50.5162801,-84.8083522,0,0.638,2022-09-15 21:26:51,10.0,0.0,,0.0,10.0,0.0,13.0,21.0,39.0,7.5,23.5,23.0,2022,9,15,21,2.75,350.0
19,14,667.42,1.205,3,100,50.5162873,-84.8083339,3,1.205,2022-09-15 21:26:52,10.0,0.0,,0.0,10.0,0.0,12.5,30.0,38.5,6.0,20.0,23.0,2022,9,15,21,2.75,350.0
19,14,668.82,1.342,3,98,50.5162964,-84.808321,5,1.342,2022-09-15 21:26:53,10.0,0.0,,0.0,10.0,0.0,12.5,64.0,37.5,4.5,16.0,23.0,2022,9,15,21,2.75,350.0
21,14,670.28,1.428,3,98,50.5163082,-84.8083065,23,1.428,2022-09-15 21:26:54,10.0,0.0,,0.0,10.0,0.0,12.5,98.0,40.0,1.0,19.0,23.0,2022,9,15,21,2.75,350.0
26,14,672.05,1.693,3,100,50.5163219,-84.8082883,26,1.693,2022-09-15 21:26:55,10.0,0.0,,0.0,10.0,0.0,12.0,87.0,38.5,2.0,22.5,23.0,2022,9,15,21,2.75,350.0
28,14,673.9,1.814,3,100,50.5163354,-84.8082702,29,1.814,2022-09-15 21:26:56,10.0,0.0,,0.0,10.0,0.0,11.0,73.0,35.0,4.5,25.5,23.0,2022,9,15,21,2.75,350.0
21,14,675.53,1.68,3,99,50.5163491,-84.8082573,24,1.68,2022-09-15 21:26:57,10.0,0.0,,0.0,10.0,0.0,10.0,59.0,31.5,7.0,29.0,23.0,2022,9,15,21,2.75,350.0
14,14,677.02,1.533,3,102,50.5163602,-84.8082428,19,1.533,2022-09-15 21:26:58,10.0,0.0,,0.0,10.0,0.0,9.0,,27.5,10.0,32.5,23.0,2022,9,15,21,2.75,350.0
7,14,678.34,1.372,3,101,50.5163719,-84.8082299,14,1.372,2022-09-15 21:26:59,10.0,0.0,,0.0,10.0,0.0,,,,,,23.0,2022,9,15,21,2.75,350.0
0,14,679.56,1.259,3,100,50.5163802,-84.8082156,0,1.259,2022-09-15 21:27:00,10.0,0.0,,0.0,10.0,-0.02,,,,,,23.0,2022,9,15,21,2.75,350.0
0,14,680.67,1.145,3,99,50.5163848,-84.8082027,0,1.145,2022-09-15 21:27:01,10.0,0.0,,0.0,10.0,0.0,,,,,,23.0,2022,9,15,21,2.75,350.0
0,14,681.1,0.454,3,99,50.5163893,-84.8081935,0,0.454,2022-09-15 21:27:02,10.0,0.0,,0.0,10.0,0.0,,,,,,23.0,2022,9,15,21,2.75,350.0
0,14,681.1,0.0,3,100,50.5163913,-84.8081844,0,0.0,2022-09-15 21:27:03,10.0,0.0,,0.0,10.0,0.0,,,,,,23.0,2022,9,15,21,2.75,350.0
0,14,681.1,0.0,3,99,50.5163913,-84.8081806,0,0.0,2022-09-15 21:27:04,10.0,0.0,,0.0,10.0,0.0,,,,,,23.0,2022,9,15,21,2.75,350.0
0,14,681.1,0.0,3,99,50.5163913,-84.8081806,0,0.0,2022-09-15 21:27:05,10.0,0.0,,0.0,10.0,0.0,,,,,,23.0,2022,9,15,21,2.75,350.0
0,14,681.1,0.0,2,99,50.5163913,-84.8081806,0,0.0,2022-09-15 21:27:06,10.0,0.0,,0.0,10.0,0.0,,,,,,23.0,2022,9,15,21,2.75,350.0
0,14,681.1,0.695,1,97,50.5163913,-84.8081806,0,0.695,2022-09-15 21:27:33,9.800000000000011,0.0,,0.0,9.800000000000011,0.0,,,,,,23.0,2022,9,15,21,2.75,350.0
0,14,681.1,0.995,1,97,50.5163913,-84.8081806,0,0.995,2022-09-15 21:27:34,10.0,0.0,,0.0,10.0,0.0,,,,,,23.0,2022,9,15,21,2.75,350.0
0,14,681.1,0.701,1,95,50.5163913,-84.8081806,0,0.701,2022-09-15 21:27:35,10.0,0.0,,0.0,10.0,0.0,,,,,,23.0,2022,9,15,21,2.75,350.0
0,14,681.1,0.249,1,95,50.5163913,-84.8081806,0,0.249,2022-09-15 21:27:36,10.0,0.0,,0.0,10.0,0.0,,,,,,23.0,2022,9,15,21,2.75,350.0
0,14,681.1,0.0,1,96,50.5163913,-84.8081806,0,0.0,2022-09-15 21:27:37,10.0,0.0,,0.0,10.0,0.0,,,,,,23.0,2022,9,15,21,2.75,350.0
0,14,681.1,0.0,2,96,50.5163913,-84.8081806,0,0.0,2022-09-15 21:27:38,10.0,0.0,,0.0,10.0,0.0,,,,,,23.0,2022,9,15,21,2.75,350.0
0,14,681.1,0.0,1,96,50.5163913,-84.8081806,0,0.0,2022-09-15 21:27:39,10.0,0.0,,0.0,10.0,0.0,,,,,,23.0,2022,9,15,21,2.75,350.0
10,14,681.1,1.157,1,96,50.5163913,-84.8081806,4,1.157,2022-09-15 21:27:51,9.800000000000011,0.0,,0.0,9.800000000000011,0.0,,,,,,23.0,2022,9,15,21,2.75,350.0
27,14,685.88,1.695,2,97,50.5164172,-84.8081236,13,1.695,2022-09-15 21:27:52,9.800000000000011,0.0,,0.0,9.800000000000011,0.0,20.5,,94.5,0.0,0.0,23.0,2022,9,15,21,2.75,350.0
45,14,691.32,3.029,2,98,50.5164525,-84.8080596,176,3.029,2022-09-15 21:27:53,9.800000000000011,0.0,,0.0,9.800000000000011,0.0,19.5,52.0,88.5,4.0,13.5,23.0,2022,9,15,21,2.75,350.0
59,15,695.35,4.587,2,99,50.5164854,-84.8080174,223,4.587,2022-09-15 21:27:54,9.800000000000011,0.0,,0.0,9.800000000000011,0.0,19.0,52.0,82.5,8.0,26.5,23.0,2022,9,15,21,2.75,350.0
73,15,700.28,5.211,2,97,50.5165241,-84.8079723,271,5.211,2022-09-15 21:27:55,9.800000000000011,0.0,,0.0,9.800000000000011,0.0,18.0,53.0,76.5,12.5,40.0,23.0,2022,9,15,21,2.75,350.0
82,15,705.52,4.985,2,97,50.5165626,-84.8079161,309,4.985,2022-09-15 21:27:56,9.800000000000011,0.0,,0.0,9.800000000000011,0.0,17.0,53.0,71.0,16.5,53.0,23.0,2022,9,15,21,2.75,350.0
76,15,710.45,4.666,2,96,50.5165992,-84.8078627,291,4.666,2022-09-15 21:27:57,9.800000000000011,0.0,,0.0,9.800000000000011,0.0,16.0,54.0,65.0,20.5,66.5,24.0,2022,9,15,21,2.75,350.0
65,15,715.06,4.131,2,96,50.5166356,-84.8078225,273,4.131,2022-09-15 21:27:58,9.800000000000011,0.0,,0.0,9.800000000000011,0.0,17.5,54.0,65.0,19.5,64.0,24.0,2022,9,15,21,2.75,350.0
54,16,719.12,3.12,2,97,50.5166665,-84.8077811,256,3.12,2022-09-15 21:27:59,10.0,0.0,,0.0,10.0,0.0,19.5,55.0,67.0,17.0,57.0,24.0,2022,9,15,21,2.75,350.0
43,16,721.58,1.812,2,98,50.5166832,-84.8077515,239,1.812,2022-09-15 21:28:00,10.0,0.0,,0.0,10.0,0.0,21.5,53.0,69.0,14.5,49.5,24.0,2022,9,15,21,2.75,350.0
32,16,723.07,0.957,2,99,50.5166923,-84.8077333,221,0.957,2022-09-15 21:28:01,10.0,0.0,,0.0,10.0,0.0,23.5,50.0,70.5,12.0,42.5,24.0,2022,9,15,21,2.75,350.0
23,16,724.2,0.698,2,98,50.5166988,-84.8077202,83,0.698,2022-09-15 21:28:02,10.0,0.0,,0.0,10.0,0.0,25.5,52.0,72.5,9.5,35.0,24.0,2022,9,15,21,2.75,350.0
21,16,725.02,0.767,2,98,50.5167034,-84.8077111,72,0.767,2022-09-15 21:28:03,10.0,0.0,,0.0,10.0,0.0,27.5,54.0,74.5,7.0,28.0,24.0,2022,9,15,21,2.75,350.0
18,16,725.35,0.486,2,97,50.5167053,-84.8077073,60,0.486,2022-09-15 21:28:04,10.199999999999989,0.0,,0.0,10.199999999999989,0.0,25.5,39.0,,6.5,26.5,24.0,2022,9,15,21,2.75,350.0
15,16,725.35,0.092,2,98,50.5167053,-84.8077073,49,0.092,2022-09-15 21:28:05,10.199999999999989,0.0,,0.0,10.199999999999989,0.0,20.0,19.0,,7.5,29.5,24.0,2022,9,15,21,2.75,350.0
13,16,725.35,0.0,2,96,50.5167053,-84.8077073,38,0.0,2022-09-15 21:28:06,10.199999999999989,0.0,,0.0,10.199999999999989,0.0,15.0,,,8.5,33.0,24.0,2022,9,15,21,2.75,350.0
10,16,725.35,0.0,2,97,50.5167053,-84.8077073,17,0.0,2022-09-15 21:28:07,10.199999999999989,0.0,,0.0,10.199999999999989,0.0,9.5,,,9.5,36.5,24.0,2022,9,15,21,2.75,350.0
7,16,725.35,0.0,2,98,50.5167053,-84.8077073,17,0.0,2022-09-15 21:28:08,10.199999999999989,0.0,,0.0,10.199999999999989,0.0,4.0,,,10.5,40.0,24.0,2022,9,15,21,2.75,350.0
31,16,725.35,3.928,1,98,50.5167529,-84.8076649,16,3.928,2022-09-15 21:28:51,10.0,0.0,,0.0,10.0,0.0,,,,,,24.0,2022,9,15,21,2.75,350.0
43,16,727.01,5.019,1,97,50.5168032,-84.8076292,79,5.019,2022-09-15 21:28:52,10.0,0.0,,0.0,10.0,0.0,14.0,,71.0,0.0,0.0,24.0,2022,9,15,21,2.75,350.0
53,16,729.93,3.44,1,97,50.5168333,-84.8076254,136,3.44,2022-09-15 21:28:53,10.199999999999989,0.0,,0.0,10.199999999999989,0.0,23.5,,84.5,13.5,43.5,24.0,2022,9,15,21,2.75,350.0
