accumulated_power,activity_type,altitude,cadence,combined_pedal_smoothness,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,left_pco,left_pedal_smoothness,left_power_phase,left_power_phase_peak,left_right_balance,left_torque_effectiveness,position_lat,position_long,power,right_pco,right_pedal_smoothness,right_power_phase,right_power_phase_peak,right_torque_effectiveness,saturated_hemoglobin_percent,speed,stance_time,stance_time_balance,stance_time_percent,step_length,temperature,time_from_course,timestamp,total_hemoglobin_conc,vertical_oscillation,vertical_ratio,unknown_61,unknown_63,unknown_64,unknown_65,unknown_66,unknown_87,unknown_88,unknown_90,year,month,day,hour,wind_speed,wind_direction
,,1096.4,,,213.9,1096.4,17.75,,126,,,"(None, None)","(None, None)",,,53.1184016,-86.8605791,,,,"(None, None)","(None, None)",,,17.75,,,,,15,,2021-02-17 14:50:55,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,1094.0,,,231.83,1094.0,17.75,,127,,,"(None, None)","(None, None)",,,53.1184557,-86.8603253,,,,"(None, None)","(None, None)",,,17.75,,,,,15,,2021-02-17 14:50:56,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,1091.4,,,249.14,1091.4,17.75,,127,,,"(None, None)","(None, None)",,,53.1184955,-86.8600734,,,,"(None, None)","(None, None)",,,17.75,,,,,15,,2021-02-17 14:50:57,,,,,,,,,,300,,2021,2,17,14,3.34,279.0
,,1088.6,,,265.86,1088.6,17.256,,124,,,"(None, None)","(None, None)",,,53.1185133,-86.859826,,,,"(None, None)","(None, None)",,,17.256,,,,,15,,2021-02-17 14:50:58,,,,,,,,,,300,,2021,2,17,14,3.34,279.0
,,1085.8,,,282.71,1085.8,17.005,,118,,,"(None, None)","(None, None)",,,53.1185114,-86.8595754,,,,"(None, None)","(None, None)",,,17.005,,,,,15,,2021-02-17 14:50:59,,,,,,,,,,300,,2021,2,17,14,3.34,279.0
,,1082.8,,,298.96,1082.8,16.96,,117,,,"(None, None)","(None, None)",,,53.1184881,-86.8593377,,,,"(None, None)","(None, None)",,,16.96,,,,,15,,2021-02-17 14:51:00,,,,,,,,,,300,,2021,2,17,14,3.34,279.0
,,1080.0,,,314.59,1080.0,16.548,,117,,,"(None, None)","(None, None)",,,53.1184743,-86.859108,,,,"(None, None)","(None, None)",,,16.548,,,,,15,,2021-02-17 14:51:01,,,,,,,,,,300,,2021,2,17,14,3.34,279.0
,,1077.0,,,329.99,1077.0,16.511,,117,,,"(None, None)","(None, None)",,,53.1184512,-86.8588831,,,,"(None, None)","(None, None)",,,16.511,,,,,15,,2021-02-17 14:51:02,,,,,,,,,,300,,2021,2,17,14,3.34,279.0
,,1074.2,,,345.18,1074.2,15.841,,116,,,"(None, None)","(None, None)",,,53.1184333,-86.8586608,,,,"(None, None)","(None, None)",,,15.841,,,,,15,,2021-02-17 14:51:03,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,1071.4,,,360.47,1071.4,15.548,,115,,,"(None, None)","(None, None)",,,53.1184226,-86.8584357,,,,"(None, None)","(None, None)",,,15.548,,,,,15,,2021-02-17 14:51:04,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,1068.8,,,375.35,1068.8,15.227,,116,,,"(None, None)","(None, None)",,,53.118408,-86.8582173,,,,"(None, None)","(None, None)",,,15.227,,,,,15,,2021-02-17 14:51:05,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,1066.0,,,389.93,1066.0,15.135,,116,,,"(None, None)","(None, None)",,,53.1184118,-86.8580018,,,,"(None, None)","(None, None)",,,15.135,,,,,14,,2021-02-17 14:51:06,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,1063.6,,,404.19,1063.6,14.87,,116,,,"(None, None)","(None, None)",,,53.1184133,-86.8577913,,,,"(None, None)","(None, None)",,,14.87,,,,,14,,2021-02-17 14:51:07,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,1061.4,,,417.8,1061.4,14.768,,116,,,"(None, None)","(None, None)",,,53.1183871,-86.8575929,,,,"(None, None)","(None, None)",,,14.768,,,,,14,,2021-02-17 14:51:08,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,1059.6,,,431.66,1059.6,14.594,,116,,,"(None, None)","(None, None)",,,53.1183579,-86.8573916,,,,"(None, None)","(None, None)",,,14.594,,,,,14,,2021-02-17 14:51:09,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,1057.6,,,445.88,1057.6,14.173,,116,,,"(None, None)","(None, None)",,,53.1183186,-86.8571861,,,,"(None, None)","(None, None)",,,14.173,,,,,14,,2021-02-17 14:51:10,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,1055.2,,,460.12,1055.2,14.173,,116,,,"(None, None)","(None, None)",,,53.1182289,-86.8570148,,,,"(None, None)","(None, None)",,,14.173,,,,,14,,2021-02-17 14:51:11,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,1052.4,,,473.23,1052.4,14.173,,115,,,"(None, None)","(None, None)",,,53.1181307,-86.8568784,,,,"(None, None)","(None, None)",,,14.173,,,,,14,,2021-02-17 14:51:12,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,1049.6,,,484.51,1049.6,14.066,,116,,,"(None, None)","(None, None)",,,53.1180358,-86.856781,,,,"(None, None)","(None, None)",,,14.066,,,,,14,,2021-02-17 14:51:13,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,1047.4,,,493.76,1047.4,14.066,,114,,,"(None, None)","(None, None)",,,53.1179576,-86.8567044,,,,"(None, None)","(None, None)",,,14.066,,,,,14,,2021-02-17 14:51:14,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,1045.8,,,500.45,1045.8,12.25,,115,,,"(None, None)","(None, None)",,,53.1179027,-86.856647,,,,"(None, None)","(None, None)",,,12.25,,,,,14,,2021-02-17 14:51:15,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,1044.4,,,504.81,1044.4,10.449,,114,,,"(None, None)","(None, None)",,,53.1178685,-86.8566075,,,,"(None, None)","(None, None)",,,10.449,,,,,14,,2021-02-17 14:51:16,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,1043.4,,,507.08,1043.4,8.791,,113,,,"(None, None)","(None, None)",,,53.1178477,-86.8565911,,,,"(None, None)","(None, None)",,,8.791,,,,,14,,2021-02-17 14:51:17,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,1042.6,,,508.86,1042.6,6.307,,114,,,"(None, None)","(None, None)",,,53.117835,-86.8565748,,,,"(None, None)","(None, None)",,,6.307,,,,,14,,2021-02-17 14:51:18,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,1042.2,,,511.15,1042.2,4.056,,114,,,"(None, None)","(None, None)",,,53.1178124,-86.8565647,,,,"(None, None)","(None, None)",,,4.056,,,,,14,,2021-02-17 14:51:19,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,1040.6,,,516.99,1040.6,2.842,,114,,,"(None, None)","(None, None)",,,53.1177576,-86.8565237,,,,"(None, None)","(None, None)",,,2.842,,,,,14,,2021-02-17 14:51:21,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,1039.4,,,520.8,1039.4,2.842,,115,,,"(None, None)","(None, None)",,,53.117727,-86.8564885,,,,"(None, None)","(None, None)",,,2.842,,,,,14,,2021-02-17 14:51:22,,,,,,,,,,300,,2021,2,17,14,3.34,279.0
,,1038.6,,,525.22,1038.6,3.198,,115,,,"(None, None)","(None, None)",,,53.1176943,-86.8564427,,,,"(None, None)","(None, None)",,,3.198,,,,,14,,2021-02-17 14:51:23,,,,,,,,,,300,,2021,2,17,14,3.34,279.0
,,1038.2,,,530.12,1038.2,3.744,,114,,,"(None, None)","(None, None)",,,53.1176619,-86.8563859,,,,"(None, None)","(None, None)",,,3.744,,,,,14,,2021-02-17 14:51:24,,,,,,,,,,300,,2021,2,17,14,3.34,279.0
,,1036.8,,,542.58,1036.8,4.747,,114,,,"(None, None)","(None, None)",,,53.1175734,-86.8562452,,,,"(None, None)","(None, None)",,,4.747,,,,,14,,2021-02-17 14:51:26,,,,,,,,,,300,,2021,2,17,14,3.34,279.0
,,1036.2,,,550.3,1036.2,5.389,,114,,,"(None, None)","(None, None)",,,53.1175161,-86.8561615,,,,"(None, None)","(None, None)",,,5.389,,,,,14,,2021-02-17 14:51:27,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,1035.4,,,559.01,1035.4,6.283,,115,,,"(None, None)","(None, None)",,,53.1174475,-86.856072,,,,"(None, None)","(None, None)",,,6.283,,,,,14,,2021-02-17 14:51:28,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,1033.6,,,578.73,1033.6,8.096,,113,,,"(None, None)","(None, None)",,,53.1172768,-86.8558964,,,,"(None, None)","(None, None)",,,8.096,,,,,14,,2021-02-17 14:51:30,,,,,,,,,,300,,2021,2,17,14,3.34,279.0
,,1032.0,,,589.24,1032.0,9.098,,112,,,"(None, None)","(None, None)",,,53.1171769,-86.8558238,,,,"(None, None)","(None, None)",,,9.098,,,,,14,,2021-02-17 14:51:31,,,,,,,,,,300,,2021,2,17,14,3.34,279.0
,,1030.6,,,600.35,1030.6,9.89,,111,,,"(None, None)","(None, None)",,,53.1170776,-86.8557328,,,,"(None, None)","(None, None)",,,9.89,,,,,14,,2021-02-17 14:51:32,,,,,,,,,,300,,2021,2,17,14,3.34,279.0
,,1029.4,,,612.27,1029.4,9.918,,111,,,"(None, None)","(None, None)",,,53.1169738,-86.8556292,,,,"(None, None)","(None, None)",,,9.918,,,,,14,,2021-02-17 14:51:33,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,1027.4,,,624.67,1027.4,10.56,,110,,,"(None, None)","(None, None)",,,53.1168689,-86.8555152,,,,"(None, None)","(None, None)",,,10.56,,,,,14,,2021-02-17 14:51:34,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,1025.0,,,637.99,1025.0,11.463,,111,,,"(None, None)","(None, None)",,,53.1167659,-86.8553793,,,,"(None, None)","(None, None)",,,11.463,,,,,14,,2021-02-17 14:51:35,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,1022.4000000000001,,,652.32,1022.4000000000001,12.05,,108,,,"(None, None)","(None, None)",,,53.1166428,-86.8552545,,,,"(None, None)","(None, None)",,,12.05,,,,,14,,2021-02-17 14:51:36,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,1019.0,,,667.81,1019.0,12.916,,108,,,"(None, None)","(None, None)",,,53.1165102,-86.8551183,,,,"(None, None)","(None, None)",,,12.916,,,,,14,,2021-02-17 14:51:37,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,1014.8,,,684.59,1014.8,14.184,,109,,,"(None, None)","(None, None)",,,53.1163673,-86.8549731,,,,"(None, None)","(None, None)",,,14.184,,,,,14,,2021-02-17 14:51:38,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,1010.5999999999999,,,702.4,1010.5999999999999,14.899,,108,,,"(None, None)","(None, None)",,,53.1162103,-86.8548324,,,,"(None, None)","(None, None)",,,14.899,,,,,14,,2021-02-17 14:51:39,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,1005.5999999999999,,,720.68,1005.5999999999999,16.218,,110,,,"(None, None)","(None, None)",,,53.1160657,-86.8546559,,,,"(None, None)","(None, None)",,,16.218,,,,,14,,2021-02-17 14:51:40,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,1000.5999999999999,,,739.37,1000.5999999999999,17.29,,111,,,"(None, None)","(None, None)",,,53.1159221,-86.8544723,,,,"(None, None)","(None, None)",,,17.29,,,,,14,,2021-02-17 14:51:41,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,994.8,,,757.11,994.8,18.007,,111,,,"(None, None)","(None, None)",,,53.1157714,-86.8543246,,,,"(None, None)","(None, None)",,,18.007,,,,,14,,2021-02-17 14:51:42,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,988.4000000000001,,,774.91,988.4000000000001,18.007,,112,,,"(None, None)","(None, None)",,,53.1156216,-86.854178,,,,"(None, None)","(None, None)",,,18.007,,,,,14,,2021-02-17 14:51:43,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,982.5999999999999,,,791.83,982.5999999999999,18.007,,112,,,"(None, None)","(None, None)",,,53.1154793,-86.8540436,,,,"(None, None)","(None, None)",,,18.007,,,,,14,,2021-02-17 14:51:44,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,977.5999999999999,,,808.83,977.5999999999999,17.015,,112,,,"(None, None)","(None, None)",,,53.1153217,-86.8539412,,,,"(None, None)","(None, None)",,,17.015,,,,,14,,2021-02-17 14:51:45,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,973.2,,,826.79,973.2,17.015,,108,,,"(None, None)","(None, None)",,,53.115163,-86.8538031,,,,"(None, None)","(None, None)",,,17.015,,,,,14,,2021-02-17 14:51:46,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,968.4000000000001,,,844.57,968.4000000000001,17.015,,110,,,"(None, None)","(None, None)",,,53.1150371,-86.8536127,,,,"(None, None)","(None, None)",,,17.015,,,,,14,,2021-02-17 14:51:47,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,962.8,,,863.1,962.8,17.326,,111,,,"(None, None)","(None, None)",,,53.1149164,-86.853403,,,,"(None, None)","(None, None)",,,17.326,,,,,13,,2021-02-17 14:51:48,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,956.8,,,881.98,956.8,18.204,,111,,,"(None, None)","(None, None)",,,53.1148082,-86.8531763,,,,"(None, None)","(None, None)",,,18.204,,,,,13,,2021-02-17 14:51:49,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,950.8,,,901.23,950.8,18.501,,111,,,"(None, None)","(None, None)",,,53.1147321,-86.8529211,,,,"(None, None)","(None, None)",,,18.501,,,,,13,,2021-02-17 14:51:50,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,945.0,,,920.18,945.0,18.563,,111,,,"(None, None)","(None, None)",,,53.1146344,-86.852685,,,,"(None, None)","(None, None)",,,18.563,,,,,13,,2021-02-17 14:51:51,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,939.2,,,938.63,939.2,18.66,,110,,,"(None, None)","(None, None)",,,53.114492,-86.8525069,,,,"(None, None)","(None, None)",,,18.66,,,,,13,,2021-02-17 14:51:52,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,933.5999999999999,,,957.21,933.5999999999999,18.678,,110,,,"(None, None)","(None, None)",,,53.1143206,-86.8523882,,,,"(None, None)","(None, None)",,,18.678,,,,,13,,2021-02-17 14:51:53,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,928.0,,,976.5,928.0,18.886,,111,,,"(None, None)","(None, None)",,,53.1141313,-86.8523016,,,,"(None, None)","(None, None)",,,18.886,,,,,13,,2021-02-17 14:51:54,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,922.0,,,995.3,922.0,18.961,,111,,,"(None, None)","(None, None)",,,53.1139506,-86.8522048,,,,"(None, None)","(None, None)",,,18.961,,,,,13,,2021-02-17 14:51:55,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,916.0,,,1013.3,916.0,18.898,,111,,,"(None, None)","(None, None)",,,53.1137906,-86.8520762,,,,"(None, None)","(None, None)",,,18.898,,,,,13,,2021-02-17 14:51:56,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,910.4000000000001,,,1030.14,910.4000000000001,18.898,,112,,,"(None, None)","(None, None)",,,53.1136786,-86.8518964,,,,"(None, None)","(None, None)",,,18.898,,,,,13,,2021-02-17 14:51:57,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,906.5999999999999,,,1045.18,906.5999999999999,18.898,,112,,,"(None, None)","(None, None)",,,53.1136297,-86.8516946,,,,"(None, None)","(None, None)",,,18.898,,,,,13,,2021-02-17 14:51:58,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,901.4000000000001,,,1060.07,901.4000000000001,17.908,,111,,,"(None, None)","(None, None)",,,53.1136205,-86.8514771,,,,"(None, None)","(None, None)",,,17.908,,,,,13,,2021-02-17 14:51:59,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,901.4000000000001,,,1076.43,901.4000000000001,16.502,,110,,,,,,,53.1136444,-86.8512435,,,,,,,,16.502,,,,,13,,2021-02-17 14:52:00,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,895.0,,,1091.27,895.0,14.568,,110,,,,,,,53.1136962,-86.8510268,,,,,,,,14.568,,,,,13,,2021-02-17 14:52:01,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,890.4000000000001,,,1120.59,890.4000000000001,14.564,,110,,,,,,,53.1138053,-86.850624,,,,,,,,14.564,,,,,13,,2021-02-17 14:52:03,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,886.4000000000001,,,1133.84,886.4000000000001,14.488,,112,,,,,,,53.1138193,-86.8504358,,,,,,,,14.488,,,,,13,,2021-02-17 14:52:04,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,883.2,,,1145.55,883.2,14.378,,112,,,,,,,53.1138347,-86.8502706,,,,,,,,14.378,,,,,13,,2021-02-17 14:52:05,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,880.4000000000001,,,1156.76,880.4000000000001,13.315,,112,,,,,,,53.1138878,-86.8501268,,,,,,,,13.315,,,,,13,,2021-02-17 14:52:06,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,877.8,,,1169.93,877.8,12.536,,111,,,,,,,53.113984,-86.8499879,,,,,,,,12.536,,,,,13,,2021-02-17 14:52:07,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,875.0,,,1182.98,875.0,12.224,,111,,,,,,,53.1140675,-86.8498349,,,,,,,,12.224,,,,,13,,2021-02-17 14:52:08,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,871.5999999999999,,,1196.4,871.5999999999999,12.224,,110,,,,,,,53.1141225,-86.8496511,,,,,,,,12.224,,,,,13,,2021-02-17 14:52:09,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,867.5999999999999,,,1210.35,867.5999999999999,12.224,,108,,,,,,,53.1141323,-86.8494472,,,,,,,,12.224,,,,,13,,2021-02-17 14:52:10,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,863.5999999999999,,,1225.32,863.5999999999999,13.189,,109,,,,,,,53.1141159,-86.8492319,,,,,,,,13.189,,,,,13,,2021-02-17 14:52:11,,,,,,,,,,300,,2021,2,17,14,3.34,279.0
,,859.8,,,1240.95,859.8,13.852,,110,,,,,,,53.1141197,-86.8490045,,,,,,,,13.852,,,,,13,,2021-02-17 14:52:12,,,,,,,,,,300,,2021,2,17,14,3.34,279.0
,,855.5999999999999,,,1257.0,855.5999999999999,14.116,,110,,,,,,,53.1141315,-86.8487709,,,,,,,,14.116,,,,,13,,2021-02-17 14:52:13,,,,,,,,,,300,,2021,2,17,14,3.34,279.0
,,851.8,,,1273.03,851.8,14.963,,110,,,,,,,53.1141116,-86.8485385,,,,,,,,14.963,,,,,13,,2021-02-17 14:52:14,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,848.4000000000001,,,1289.79,848.4000000000001,15.435,,110,,,,,,,53.1140774,-86.8482989,,,,,,,,15.435,,,,,13,,2021-02-17 14:52:15,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,845.8,,,1306.61,845.8,15.862,,110,,,,,,,53.1140381,-86.8480572,,,,,,,,15.862,,,,,13,,2021-02-17 14:52:16,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,842.8,,,1322.97,842.8,16.145,,113,,,,,,,53.113965,-86.8478354,,,,,,,,16.145,,,,,12,,2021-02-17 14:52:17,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,838.2,,,1339.66,838.2,16.205,,111,,,,,,,53.1138929,-86.8476105,,,,,,,,16.205,,,,,12,,2021-02-17 14:52:18,,,,,,,,,,300,,2021,2,17,14,3.34,279.0
,,833.5999999999999,,,1356.36,833.5999999999999,16.599,,111,,,,,,,53.11382,-86.8473919,,,,,,,,16.599,,,,,12,,2021-02-17 14:52:19,,,,,,,,,,300,,2021,2,17,14,3.34,279.0
,,829.5999999999999,,,1370.61,829.5999999999999,16.599,,111,,,,,,,53.113743,-86.8472182,,,,,,,,16.599,,,,,12,,2021-02-17 14:52:20,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,824.8,,,1382.88,824.8,16.205,,112,,,,,,,53.1136735,-86.8470729,,,,,,,,16.205,,,,,12,,2021-02-17 14:52:21,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,816.4000000000001,,,1393.84,816.4000000000001,13.006,,112,,,,,,,53.1136303,-86.8469325,,,,,,,,13.006,,,,,12,,2021-02-17 14:52:22,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,816.4000000000001,,,1404.93,816.4000000000001,13.006,,112,,,,,,,53.1136173,-86.8467921,,,,,,,,13.006,,,,,12,,2021-02-17 14:52:23,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,813.2,,,1414.17,813.2,11.992,,112,,,,,,,53.1136106,-86.8466499,,,,,,,,11.992,,,,,12,,2021-02-17 14:52:24,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,809.5999999999999,,,1423.95,809.5999999999999,10.479,,111,,,,,,,53.1136034,-86.8465112,,,,,,,,10.479,,,,,12,,2021-02-17 14:52:25,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,806.0,,,1432.77,806.0,10.364,,110,,,,,,,53.1136199,-86.8463896,,,,,,,,10.364,,,,,12,,2021-02-17 14:52:26,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,802.8,,,1440.48,802.8,10.253,,111,,,,,,,53.1136546,-86.8462952,,,,,,,,10.253,,,,,12,,2021-02-17 14:52:27,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,800.4000000000001,,,1448.85,800.4000000000001,10.176,,110,,,,,,,53.1137098,-86.8462066,,,,,,,,10.176,,,,,12,,2021-02-17 14:52:28,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,798.8,,,1457.91,798.8,8.649,,112,,,,,,,53.1137699,-86.8461056,,,,,,,,8.649,,,,,12,,2021-02-17 14:52:29,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,797.2,,,1466.62,797.2,8.649,,110,,,,,,,53.1138117,-86.8459907,,,,,,,,8.649,,,,,12,,2021-02-17 14:52:30,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,795.0,,,1476.22,795.0,8.649,,110,,,,,,,53.113845,-86.845856,,,,,,,,8.649,,,,,12,,2021-02-17 14:52:31,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,793.0,,,1486.85,793.0,9.06,,111,,,,,,,53.1139043,-86.8457231,,,,,,,,9.06,,,,,12,,2021-02-17 14:52:32,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,790.8,,,1497.91,790.8,9.372,,112,,,,,,,53.113982,-86.8456014,,,,,,,,9.372,,,,,12,,2021-02-17 14:52:33,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
,,787.5999999999999,,,1509.32,787.5999999999999,10.34,,111,,,,,,,53.1140561,-86.8454681,,,,,,,,10.34,,,,,12,,2021-02-17 14:52:34,,,,,,,,,,100,,2021,2,17,14,3.34,279.0
