heart_rate,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,timestamp,battery_soc,cadence,temperature,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
112,24.5,45.0,96.0,231,20.5,68.5,2022-04-04 19:23:29,,94.0,22.0,0.0,7.693,3.0,50.5095988,-84.8104703,7.693,,,,2022,4,4,19,2.44,341.0
113,24.5,47.0,96.0,242,20.5,68.5,2022-04-04 19:23:30,,93.0,22.0,3.85,7.52,3.0,50.5096226,-84.8104247,7.52,,,,2022,4,4,19,2.44,341.0
112,24.5,50.0,96.0,239,20.5,68.5,2022-04-04 19:23:31,,93.0,22.0,7.7,7.347,3.0,50.5096464,-84.810379,7.347,,,,2022,4,4,19,2.44,341.0
112,24.5,51.0,96.0,244,20.5,68.5,2022-04-04 19:23:32,,93.0,22.0,16.57,7.567,3.0,50.5097082,-84.8102814,7.567,,,,2022,4,4,19,2.44,341.0
113,24.5,52.0,96.0,248,20.5,68.5,2022-04-04 19:23:33,,93.0,22.0,24.75,8.133,3.0,50.5097546,-84.8101809,8.133,,,,2022,4,4,19,2.44,341.0
113,24.5,53.0,96.0,253,20.5,68.5,2022-04-04 19:23:34,,93.0,22.0,33.92,7.898,3.0,50.5098054,-84.8100671,7.898,,,,2022,4,4,19,2.44,341.0
112,24.5,53.0,96.0,214,20.5,68.5,2022-04-04 19:23:35,,93.0,22.0,44.34,7.665,3.0,50.5098844,-84.8099603,7.665,,,,2022,4,4,19,2.44,341.0
112,24.5,53.0,96.0,151,20.5,68.5,2022-04-04 19:23:36,,93.0,22.0,53.89,7.233,3.0,50.5099645,-84.809874,7.233,,,,2022,4,4,19,2.44,341.0
112,16.5,55.0,92.5,155,21.0,69.0,2022-04-04 19:23:37,,86.0,22.0,62.96,7.28,3.0,50.5100413,-84.8097932,7.28,,,,2022,4,4,19,2.44,341.0
112,4.0,58.0,87.0,194,21.5,69.5,2022-04-04 19:23:38,,75.0,22.0,74.2,7.522,3.0,50.5101454,-84.8097109,7.522,,,,2022,4,4,19,2.44,341.0
111,12.5,59.0,81.5,212,19.5,65.5,2022-04-04 19:23:39,,81.0,22.0,83.13,7.963,3.0,50.5102172,-84.8096252,7.963,,,,2022,4,4,19,2.44,341.0
111,24.0,59.0,78.5,280,17.5,62.0,2022-04-04 19:23:40,,91.0,22.0,91.7,8.8,3.0,50.5102882,-84.8095463,8.8,,,,2022,4,4,19,2.44,341.0
111,28.0,55.0,93.0,304,23.5,82.5,2022-04-04 19:23:41,,93.0,22.0,100.1,8.417,3.0,50.5103562,-84.8094664,8.417,,,,2022,4,4,19,2.44,341.0
111,26.0,48.0,85.5,278,22.5,81.0,2022-04-04 19:23:42,,94.0,22.0,108.56,8.524,3.0,50.5104292,-84.8093934,8.524,,,,2022,4,4,19,2.44,341.0
110,26.5,50.0,87.0,266,23.0,79.5,2022-04-04 19:23:43,,94.0,22.0,116.19,7.859,3.0,50.510489,-84.8093179,7.859,,,,2022,4,4,19,2.44,341.0
109,28.0,52.0,90.5,254,24.0,80.0,2022-04-04 19:23:44,,93.0,22.0,123.0,7.207,3.0,50.510532,-84.8092381,7.207,,,,2022,4,4,19,2.44,341.0
109,29.5,52.0,91.5,243,24.5,80.5,2022-04-04 19:23:45,,93.0,22.0,130.93,7.593,3.0,50.5105869,-84.8091503,7.593,,,,2022,4,4,19,2.44,341.0
109,27.0,52.0,86.0,236,23.0,77.0,2022-04-04 19:23:46,,93.0,22.0,139.41,8.268,3.0,50.5106585,-84.8090746,8.268,,,,2022,4,4,19,2.44,341.0
109,24.5,52.0,81.0,228,21.5,73.5,2022-04-04 19:23:47,,93.0,22.0,147.39,8.115,3.0,50.5107214,-84.808996,8.115,,,,2022,4,4,19,2.44,341.0
109,22.0,47.0,74.5,183,21.5,72.0,2022-04-04 19:23:48,,93.0,22.0,158.52,10.319,3.0,50.5108314,-84.8089334,10.319,,,,2022,4,4,19,2.44,341.0
108,21.0,47.0,72.0,196,22.5,74.5,2022-04-04 19:23:49,95.0,93.0,22.0,166.35,8.566,3.0,50.5108932,-84.8088563,8.566,,,,2022,4,4,19,2.44,341.0
108,22.0,53.0,74.5,263,22.0,73.5,2022-04-04 19:23:50,,91.0,22.0,174.61,8.244,3.0,50.510953,-84.8087681,8.244,,,,2022,4,4,19,2.44,341.0
107,26.0,53.0,89.0,313,19.0,62.0,2022-04-04 19:23:51,,90.0,22.0,183.0,8.343,3.0,50.5110087,-84.8086726,8.343,,,,2022,4,4,19,2.44,341.0
106,30.0,53.0,94.0,287,23.5,75.0,2022-04-04 19:23:52,,90.0,21.0,190.78,7.958,3.0,50.5110561,-84.8085799,7.958,,,,2022,4,4,19,2.44,341.0
106,32.5,52.0,96.5,281,26.5,83.5,2022-04-04 19:23:53,,89.0,21.0,198.7,7.944,3.0,50.5111076,-84.8084887,7.944,,,,2022,4,4,19,2.44,341.0
107,34.0,51.0,97.5,285,28.5,90.0,2022-04-04 19:23:54,,89.0,21.0,207.01,8.233,3.0,50.511169,-84.8084013,8.233,,,,2022,4,4,19,2.44,341.0
107,34.5,50.0,99.0,283,29.5,93.5,2022-04-04 19:23:55,,89.0,21.0,221.19,12.663,4.0,50.5111796,-84.8081968,12.663,,,,2022,4,4,19,2.44,341.0
106,32.5,50.0,97.0,261,30.0,94.0,2022-04-04 19:23:56,,90.0,21.0,231.09,10.573,4.0,50.5112489,-84.8080886,10.573,,,,2022,4,4,19,2.44,341.0
106,25.0,50.0,84.5,188,32.0,97.5,2022-04-04 19:23:57,,92.0,21.0,240.72,9.897,4.0,50.5113195,-84.8079867,9.897,,,,2022,4,4,19,2.44,341.0
105,21.0,50.0,72.0,185,27.5,88.0,2022-04-04 19:23:58,,94.0,21.0,249.6,9.137,4.0,50.5113822,-84.8078897,9.137,,,,2022,4,4,19,2.44,341.0
108,18.5,50.0,65.0,198,24.5,82.0,2022-04-04 19:23:59,,95.0,21.0,258.73,9.097,4.0,50.5114579,-84.8078059,9.097,,,,2022,4,4,19,2.44,341.0
112,18.5,50.0,65.0,202,24.5,82.0,2022-04-04 19:24:00,,96.0,21.0,266.76,8.823,4.0,50.5115172,-84.8077215,8.823,,,,2022,4,4,19,2.44,341.0
116,18.5,50.0,65.0,176,24.5,82.0,2022-04-04 19:24:01,,96.0,21.0,277.02,8.302,4.0,50.511601,-84.8076251,8.302,,,,2022,4,4,19,2.44,341.0
121,18.5,34.0,65.0,226,24.5,82.0,2022-04-04 19:24:02,,98.0,21.0,284.85,8.214,4.0,50.5116591,-84.807543,8.214,,,,2022,4,4,19,2.44,341.0
125,18.5,25.0,65.0,275,24.5,82.0,2022-04-04 19:24:03,,95.0,21.0,293.01,8.214,4.0,50.5117184,-84.807456,8.214,,,,2022,4,4,19,2.44,341.0
126,18.5,31.0,65.0,302,24.5,82.0,2022-04-04 19:24:04,,91.0,21.0,301.1,8.123,4.0,50.511782,-84.8073764,8.123,,,,2022,4,4,19,2.44,341.0
125,18.5,46.0,65.0,310,24.5,82.0,2022-04-04 19:24:05,,90.0,21.0,309.44,8.31,4.0,50.5118471,-84.8072936,8.31,,,,2022,4,4,19,2.44,341.0
125,18.5,50.0,65.0,305,24.5,82.0,2022-04-04 19:24:06,,89.0,21.0,317.63,8.211,4.0,50.5119126,-84.8072142,8.211,,,,2022,4,4,19,2.44,341.0
124,20.5,50.0,69.5,301,25.5,84.0,2022-04-04 19:24:07,,88.0,21.0,325.95,8.272,4.0,50.5119766,-84.8071303,8.272,,,,2022,4,4,19,2.44,341.0
122,24.5,50.0,79.5,307,27.5,89.0,2022-04-04 19:24:08,,88.0,21.0,334.25,8.3,3.0,50.511969,-84.8070107,8.3,,,,2022,4,4,19,2.44,341.0
122,28.5,49.0,89.5,312,29.5,93.5,2022-04-04 19:24:09,,88.0,21.0,342.0,7.882,3.0,50.5120047,-84.8069094,7.882,,,,2022,4,4,19,2.44,341.0
122,32.5,49.0,99.5,318,32.0,98.0,2022-04-04 19:24:10,,87.0,21.0,350.84,8.587,4.0,50.5120643,-84.8068098,8.587,,,,2022,4,4,19,2.44,341.0
121,32.5,49.0,100.0,285,32.0,98.5,2022-04-04 19:24:11,,90.0,21.0,360.01,9.015,4.0,50.5121298,-84.8067106,9.015,,,,2022,4,4,19,2.44,341.0
121,32.5,47.0,100.0,260,32.0,98.5,2022-04-04 19:24:12,,93.0,21.0,369.21,9.141,4.0,50.512198,-84.8066143,9.141,,,,2022,4,4,19,2.44,341.0
122,31.5,47.0,97.5,235,31.0,96.5,2022-04-04 19:24:13,,95.0,21.0,377.8,8.828,4.0,50.5122622,-84.8065249,8.828,,,,2022,4,4,19,2.44,341.0
124,26.5,51.0,84.5,205,26.5,87.0,2022-04-04 19:24:14,,97.0,21.0,386.75,9.061,4.0,50.5123342,-84.8064393,9.061,,,,2022,4,4,19,2.44,341.0
132,22.5,54.0,73.5,181,23.0,78.5,2022-04-04 19:24:15,,98.0,20.0,396.73,9.586,4.0,50.5124179,-84.8063489,9.586,,,,2022,4,4,19,2.44,341.0
135,22.0,50.0,70.5,183,21.5,72.5,2022-04-04 19:24:16,,99.0,20.0,406.16,9.419,4.0,50.5124956,-84.8062613,9.419,,,,2022,4,4,19,2.44,341.0
137,22.5,53.0,73.0,200,22.0,72.0,2022-04-04 19:24:17,,100.0,20.0,415.22,9.074,4.0,50.5125669,-84.8061722,9.074,,,,2022,4,4,19,2.44,341.0
139,24.5,55.0,82.0,213,23.5,74.0,2022-04-04 19:24:18,,100.0,20.0,424.73,9.054,4.0,50.5126452,-84.8060837,9.054,,,,2022,4,4,19,2.44,341.0
139,26.0,55.0,88.0,225,24.0,75.5,2022-04-04 19:24:19,,101.0,20.0,434.42,9.5,4.0,50.5127266,-84.8059964,9.5,,,,2022,4,4,19,2.44,341.0
139,26.0,55.0,88.0,241,24.0,75.5,2022-04-04 19:24:20,,102.0,20.0,443.54,9.649,3.0,50.5127935,-84.8058999,9.649,,,,2022,4,4,19,2.44,341.0
140,26.0,53.0,87.0,242,23.5,76.5,2022-04-04 19:24:21,,102.0,20.0,453.1,9.461,3.0,50.5128658,-84.8058015,9.461,,,,2022,4,4,19,2.44,341.0
140,26.0,50.0,85.5,231,23.5,77.5,2022-04-04 19:24:22,,103.0,20.0,462.58,9.488,3.0,50.5129431,-84.8057123,9.488,,,,2022,4,4,19,2.44,341.0
141,26.0,47.0,84.5,219,23.0,78.5,2022-04-04 19:24:23,,103.0,20.0,472.6,10.041,3.0,50.5130282,-84.8056233,10.041,,,,2022,4,4,19,2.44,341.0
141,26.0,47.0,84.5,202,23.0,78.5,2022-04-04 19:24:24,,104.0,20.0,482.76,9.46,3.0,50.5131178,-84.8055395,9.46,,,,2022,4,4,19,2.44,341.0
142,26.0,47.0,84.5,221,23.0,78.5,2022-04-04 19:24:25,,104.0,20.0,491.27,9.317,4.0,50.5131953,-84.8054739,9.317,,,,2022,4,4,19,2.44,341.0
143,25.5,47.0,81.5,210,25.0,79.5,2022-04-04 19:24:26,,102.0,20.0,500.59,9.611,4.0,50.513279,-84.8054001,9.611,,,,2022,4,4,19,2.44,341.0
142,24.0,47.0,77.5,196,26.0,81.0,2022-04-04 19:24:27,,100.0,20.0,510.13,9.791,4.0,50.513362,-84.8053192,9.791,,,,2022,4,4,19,2.44,341.0
143,23.0,48.0,76.0,224,23.0,79.0,2022-04-04 19:24:28,,100.0,20.0,520.23,9.669,4.0,50.5134518,-84.8052373,9.669,-5.800000000000011,-5.800000000000011,,2022,4,4,19,2.44,341.0
143,23.0,54.0,79.5,228,23.0,72.5,2022-04-04 19:24:29,,100.0,20.0,530.46,9.881,4.0,50.5135415,-84.8051516,9.881,-5.800000000000011,-5.800000000000011,0.0,2022,4,4,19,2.44,341.0
144,24.0,51.0,80.0,194,24.0,76.0,2022-04-04 19:24:30,,100.0,20.0,540.2,9.847,4.0,50.5136219,-84.8050615,9.847,-5.800000000000011,-5.800000000000011,0.0,2022,4,4,19,2.44,341.0
143,24.0,50.0,80.0,163,24.0,77.0,2022-04-04 19:24:31,,100.0,20.0,550.55,9.736,3.0,50.5136968,-84.8049507,9.736,-5.600000000000023,-5.600000000000023,0.0,2022,4,4,19,2.44,341.0
144,23.0,50.0,78.0,140,23.5,75.5,2022-04-04 19:24:32,,100.0,20.0,560.69,9.339,3.0,50.5137699,-84.804842,9.339,-5.399999999999977,-5.399999999999977,0.0,2022,4,4,19,2.44,341.0
144,21.5,49.0,73.0,125,23.0,73.0,2022-04-04 19:24:33,,100.0,20.0,570.4,8.126,3.0,50.5138408,-84.8047389,8.126,-5.600000000000023,-5.600000000000023,0.0,2022,4,4,19,2.44,341.0
144,19.5,49.0,68.5,110,22.5,70.0,2022-04-04 19:24:34,,100.0,20.0,578.78,7.768,3.0,50.5139055,-84.8046545,7.768,-5.600000000000023,-5.600000000000023,0.0,2022,4,4,19,2.44,341.0
143,18.0,48.0,64.0,95,21.5,67.0,2022-04-04 19:24:35,,100.0,20.0,587.2,7.96,3.0,50.5139752,-84.8045768,7.96,-5.600000000000023,-5.600000000000023,0.0,2022,4,4,19,2.44,341.0
143,16.5,48.0,60.5,141,21.0,65.0,2022-04-04 19:24:36,,80.0,20.0,595.96,8.156,3.0,50.5140423,-84.804488,8.156,-6.0,-6.0,-0.17,2022,4,4,19,2.44,341.0
143,19.5,48.0,66.0,233,22.0,70.5,2022-04-04 19:24:37,,55.0,20.0,604.74,7.964,3.0,50.514118,-84.8044121,7.964,-5.800000000000011,-5.800000000000011,-0.56,2022,4,4,19,2.44,341.0
142,24.5,48.0,74.5,158,23.5,79.0,2022-04-04 19:24:38,,87.0,19.0,612.5,7.63,3.0,50.5141821,-84.8043403,7.63,-5.800000000000011,-5.800000000000011,-0.78,2022,4,4,19,2.44,341.0
142,24.5,48.0,74.5,116,23.5,79.0,2022-04-04 19:24:39,,87.0,19.0,619.76,6.826,3.0,50.5142394,-84.8042689,6.826,-5.800000000000011,-5.800000000000011,-0.55,2022,4,4,19,2.44,341.0
141,24.5,48.0,74.5,74,23.5,79.0,2022-04-04 19:24:40,,87.0,19.0,625.52,5.237,5.0,50.5142301,-84.8041869,5.237,-5.800000000000011,-5.800000000000011,-0.16,2022,4,4,19,2.44,341.0
141,24.5,48.0,74.5,46,23.5,79.0,2022-04-04 19:24:41,,69.0,19.0,629.81,4.092,4.0,50.5142204,-84.8041262,4.092,-5.800000000000011,-5.800000000000011,0.0,2022,4,4,19,2.44,341.0
139,24.5,48.0,74.5,84,23.5,79.0,2022-04-04 19:24:42,,39.0,19.0,633.37,4.063,4.0,50.5142357,-84.8040797,4.063,-5.800000000000011,-5.800000000000011,0.0,2022,4,4,19,2.44,341.0
138,24.5,48.0,74.5,284,23.5,79.0,2022-04-04 19:24:43,,34.0,19.0,637.45,4.824,3.0,50.5142752,-84.8040539,4.824,-5.600000000000023,-5.600000000000023,0.0,2022,4,4,19,2.44,341.0
139,27.5,48.0,83.0,362,20.5,71.5,2022-04-04 19:24:44,,38.0,19.0,642.21,4.827,3.0,50.5143253,-84.8040403,4.827,-5.600000000000023,-5.600000000000023,0.0,2022,4,4,19,2.44,341.0
138,31.0,49.0,91.5,437,17.5,64.0,2022-04-04 19:24:45,,43.0,19.0,647.38,4.639,3.0,50.5143807,-84.8040437,4.639,-5.600000000000023,-5.600000000000023,0.0,2022,4,4,19,2.44,341.0
138,34.0,49.0,100.0,512,14.5,56.0,2022-04-04 19:24:46,,47.0,19.0,652.73,5.573,3.0,50.5144344,-84.8040715,5.573,-5.600000000000023,-5.600000000000023,0.36,2022,4,4,19,2.44,341.0
137,34.0,51.0,100.0,486,14.5,56.0,2022-04-04 19:24:47,,62.0,19.0,658.57,5.823,3.0,50.514488,-84.8041151,5.823,-5.600000000000023,-5.600000000000023,0.97,2022,4,4,19,2.44,341.0
137,29.0,52.0,97.0,482,16.5,68.0,2022-04-04 19:24:48,,70.0,19.0,664.17,5.831,3.0,50.5145318,-84.8041707,5.831,-5.600000000000023,-5.600000000000023,0.86,2022,4,4,19,2.44,341.0
138,23.0,52.0,93.0,486,19.0,84.5,2022-04-04 19:24:49,94.0,75.0,19.0,670.13,6.168,3.0,50.5145735,-84.8042361,6.168,-5.600000000000023,-5.600000000000023,0.26,2022,4,4,19,2.44,341.0
137,19.5,52.0,91.0,460,20.5,93.0,2022-04-04 19:24:50,,79.0,19.0,676.56,6.413,3.0,50.5146186,-84.8043067,6.413,-5.600000000000023,-5.600000000000023,0.0,2022,4,4,19,2.44,341.0
136,18.5,52.0,86.5,416,20.5,91.0,2022-04-04 19:24:51,,82.0,19.0,682.87,6.185,3.0,50.5146586,-84.8043805,6.185,-5.399999999999977,-5.399999999999977,0.0,2022,4,4,19,2.44,341.0
135,17.5,52.0,79.5,380,20.0,88.0,2022-04-04 19:24:52,,83.0,19.0,690.0,6.671,3.0,50.5147067,-84.8044608,6.671,-5.399999999999977,-5.399999999999977,0.28,2022,4,4,19,2.44,341.0
135,18.0,52.0,82.5,407,15.5,80.5,2022-04-04 19:24:53,,83.0,19.0,697.43,7.019,3.0,50.5147567,-84.8045447,7.019,-5.199999999999989,-5.199999999999989,0.84,2022,4,4,19,2.44,341.0
135,18.5,52.0,83.0,391,18.0,80.0,2022-04-04 19:24:54,,83.0,19.0,703.96,6.81,3.0,50.5148017,-84.8046171,6.81,-4.800000000000011,-4.800000000000011,1.3,2022,4,4,19,2.44,341.0
135,18.5,52.0,83.5,375,18.5,81.0,2022-04-04 19:24:55,,85.0,19.0,710.96,7.11,3.0,50.5148533,-84.8046907,7.11,-4.600000000000023,-4.600000000000023,1.76,2022,4,4,19,2.44,341.0
134,19.0,52.0,84.0,351,17.5,82.0,2022-04-04 19:24:56,,85.0,19.0,718.11,7.296,3.0,50.514901,-84.804772,7.296,-4.399999999999977,-4.399999999999977,2.34,2022,4,4,19,2.44,341.0
134,18.5,51.0,83.5,343,17.0,81.0,2022-04-04 19:24:57,,86.0,19.0,724.73,6.831,3.0,50.5149421,-84.8048501,6.831,-4.199999999999989,-4.199999999999989,2.78,2022,4,4,19,2.44,341.0
134,18.5,51.0,83.5,378,17.0,81.0,2022-04-04 19:24:58,,86.0,19.0,731.84,7.102,3.0,50.5149911,-84.8049289,7.102,-4.0,-4.0,3.07,2022,4,4,19,2.44,341.0
132,18.5,50.0,83.5,357,17.0,81.0,2022-04-04 19:24:59,,87.0,19.0,739.49,7.211,3.0,50.5150488,-84.8050078,7.211,-3.8000000000000114,-3.8000000000000114,3.42,2022,4,4,19,2.44,341.0
133,23.5,44.0,91.0,337,18.0,83.0,2022-04-04 19:25:00,,87.0,19.0,746.6,7.104,3.0,50.5150999,-84.8050844,7.104,-3.3999999999999773,-3.3999999999999773,3.69,2022,4,4,19,2.44,341.0
134,28.0,40.0,98.0,321,19.0,85.0,2022-04-04 19:25:01,,87.0,19.0,753.83,6.57,3.0,50.5151499,-84.8051643,6.57,-3.1999999999999886,-3.1999999999999886,3.74,2022,4,4,19,2.44,341.0
135,28.0,40.0,98.0,305,19.0,85.0,2022-04-04 19:25:02,,86.0,19.0,760.77,6.542,3.0,50.5151994,-84.8052396,6.542,-3.0,-3.0,3.66,2022,4,4,19,2.44,341.0
137,28.0,47.0,98.0,300,19.0,85.0,2022-04-04 19:25:03,,86.0,19.0,767.52,6.575,3.0,50.5152433,-84.8053172,6.575,-2.8000000000000114,-2.8000000000000114,3.54,2022,4,4,19,2.44,341.0
137,28.0,50.0,98.0,293,19.0,85.0,2022-04-04 19:25:04,,86.0,19.0,774.75,6.595,3.0,50.5152933,-84.8053974,6.595,-2.6000000000000227,-2.6000000000000227,3.44,2022,4,4,19,2.44,341.0
137,28.0,49.0,98.0,283,19.0,85.0,2022-04-04 19:25:05,,86.0,19.0,781.08,6.905,3.0,50.5153251,-84.8054784,6.905,-2.6000000000000227,-2.6000000000000227,3.12,2022,4,4,19,2.44,341.0
137,28.0,48.0,98.0,287,19.5,85.5,2022-04-04 19:25:06,,86.0,19.0,787.69,6.903,3.0,50.5153647,-84.8055578,6.903,-2.3999999999999773,-2.3999999999999773,2.49,2022,4,4,19,2.44,341.0
138,28.0,49.0,93.0,300,34.0,99.0,2022-04-04 19:25:07,,87.0,19.0,794.19,6.543,3.0,50.5154094,-84.80563,6.543,-2.1999999999999886,-2.1999999999999886,2.11,2022,4,4,19,2.44,341.0
138,28.0,49.0,93.0,279,34.0,99.0,2022-04-04 19:25:08,,87.0,19.0,800.51,6.508,3.0,50.5154537,-84.8056994,6.508,-2.0,-2.0,2.12,2022,4,4,19,2.44,341.0
139,28.0,48.0,93.0,226,34.0,99.0,2022-04-04 19:25:09,,89.0,19.0,807.27,6.409,3.0,50.5154981,-84.8057769,6.409,-2.0,-2.0,1.95,2022,4,4,19,2.44,341.0
139,26.5,48.0,89.5,211,32.5,96.0,2022-04-04 19:25:10,,89.0,19.0,814.05,6.728,3.0,50.5155421,-84.805855,6.728,-2.0,-2.0,1.65,2022,4,4,19,2.44,341.0
139,22.0,50.0,77.0,201,26.0,84.0,2022-04-04 19:25:11,,90.0,19.0,820.85,7.142,3.0,50.5155916,-84.8059274,7.142,-1.8000000000000114,-1.8000000000000114,1.69,2022,4,4,19,2.44,341.0
140,18.5,51.0,67.5,194,23.0,78.0,2022-04-04 19:25:12,,90.0,19.0,828.48,7.42,3.0,50.5156493,-84.8060059,7.42,-2.0,-2.0,1.38,2022,4,4,19,2.44,341.0
140,17.5,51.0,66.0,193,27.5,88.0,2022-04-04 19:25:13,,92.0,19.0,835.77,7.539,3.0,50.5157044,-84.8060808,7.539,-1.8000000000000114,-1.8000000000000114,0.47,2022,4,4,19,2.44,341.0
141,17.5,52.0,66.0,210,27.5,88.0,2022-04-04 19:25:14,,94.0,19.0,843.72,7.73,3.0,50.5157654,-84.8061615,7.73,-2.0,-2.0,0.0,2022,4,4,19,2.44,341.0
142,17.5,52.0,66.0,224,27.5,88.0,2022-04-04 19:25:15,,96.0,19.0,851.35,7.882,3.0,50.5158227,-84.8062403,7.882,-2.0,-2.0,0.0,2022,4,4,19,2.44,341.0
142,17.5,52.0,66.0,229,27.5,88.0,2022-04-04 19:25:16,,98.0,19.0,860.32,8.434,3.0,50.5158976,-84.8063219,8.434,-2.1999999999999886,-2.1999999999999886,-0.3,2022,4,4,19,2.44,341.0
143,19.5,52.0,73.5,220,25.5,81.5,2022-04-04 19:25:17,,98.0,19.0,868.62,8.262,3.0,50.5159692,-84.8063936,8.262,-2.3999999999999773,-2.3999999999999773,-0.84,2022,4,4,19,2.44,341.0
144,21.5,52.0,81.0,212,24.0,75.0,2022-04-04 19:25:18,,98.0,19.0,876.6,7.901,3.0,50.5160312,-84.8064734,7.901,-2.3999999999999773,-2.3999999999999773,-1.07,2022,4,4,19,2.44,341.0
144,21.0,52.0,75.0,196,24.0,78.5,2022-04-04 19:25:19,,96.0,19.0,884.32,8.14,4.0,50.5160669,-84.8065742,8.14,-2.6000000000000227,-2.6000000000000227,-1.15,2022,4,4,19,2.44,341.0
144,20.0,53.0,72.5,184,23.5,78.0,2022-04-04 19:25:20,,96.0,19.0,894.07,8.273,4.0,50.5161364,-84.8066799,8.273,-3.0,-3.0,-1.51,2022,4,4,19,2.44,341.0
143,19.0,55.0,71.0,173,23.0,76.5,2022-04-04 19:25:21,,97.0,19.0,901.28,7.86,4.0,50.5161763,-84.8067693,7.86,-3.1999999999999886,-3.1999999999999886,-1.91,2022,4,4,19,2.44,341.0
142,18.0,57.0,69.5,161,22.5,75.0,2022-04-04 19:25:22,,97.0,19.0,909.51,8.035,3.0,50.5162179,-84.8068744,8.035,-3.0,-3.0,-1.94,2022,4,4,19,2.44,341.0
141,17.5,57.0,69.0,177,22.5,74.5,2022-04-04 19:25:23,,98.0,19.0,918.5,8.142,3.0,50.5162718,-84.8069823,8.142,-3.0,-3.0,-1.81,2022,4,4,19,2.44,341.0
140,17.5,57.0,69.0,197,22.5,74.5,2022-04-04 19:25:24,,98.0,19.0,927.28,8.057,3.0,50.5163251,-84.8070871,8.057,-3.3999999999999773,-3.3999999999999773,-1.9,2022,4,4,19,2.44,341.0
140,17.5,56.0,69.0,215,22.5,74.5,2022-04-04 19:25:25,,98.0,19.0,935.55,8.199,3.0,50.5163807,-84.8071805,8.199,-3.8000000000000114,-3.8000000000000114,-2.12,2022,4,4,19,2.44,341.0
139,17.5,55.0,69.0,233,22.5,74.5,2022-04-04 19:25:26,,98.0,19.0,944.18,8.208,3.0,50.5164346,-84.8072822,8.208,-4.199999999999989,-4.199999999999989,-2.34,2022,4,4,19,2.44,341.0
139,17.5,55.0,69.0,253,22.5,74.5,2022-04-04 19:25:27,,97.0,19.0,952.66,8.225,3.0,50.5164875,-84.8073821,8.225,-4.399999999999977,-4.399999999999977,-2.79,2022,4,4,19,2.44,341.0
138,17.5,58.0,69.0,364,22.5,74.5,2022-04-04 19:25:28,,96.0,19.0,961.1,8.465,3.0,50.5165362,-84.8074851,8.465,-4.600000000000023,-4.600000000000023,-3.33,2022,4,4,19,2.44,341.0
137,21.5,52.0,76.0,285,24.0,77.0,2022-04-04 19:25:29,,99.0,19.0,969.82,8.78,3.0,50.5165836,-84.807594,8.78,-4.800000000000011,-4.800000000000011,-3.36,2022,4,4,19,2.44,341.0
137,26.0,48.0,87.0,315,25.5,82.5,2022-04-04 19:25:30,,99.0,19.0,978.55,8.791,3.0,50.5166413,-84.8076937,8.791,-4.800000000000011,-4.800000000000011,-2.81,2022,4,4,19,2.44,341.0
136,27.5,51.0,96.0,314,26.0,88.0,2022-04-04 19:25:31,,100.0,19.0,987.08,8.789,3.0,50.516701,-84.8077873,8.789,-5.0,-5.0,-2.12,2022,4,4,19,2.44,341.0
136,27.5,51.0,96.0,248,26.0,88.0,2022-04-04 19:25:32,,101.0,19.0,995.02,8.981,3.0,50.5167545,-84.807877,8.981,-5.199999999999989,-5.199999999999989,-1.54,2022,4,4,19,2.44,341.0
136,27.5,52.0,96.0,365,26.0,88.0,2022-04-04 19:25:33,,102.0,19.0,1003.88,9.452,3.0,50.5168086,-84.8079824,9.452,-5.199999999999989,-5.199999999999989,-1.24,2022,4,4,19,2.44,341.0
136,28.5,61.0,96.5,299,24.5,84.0,2022-04-04 19:25:34,,103.0,19.0,1012.82,9.699,3.0,50.5168699,-84.808082,9.699,-5.199999999999989,-5.199999999999989,-1.17,2022,4,4,19,2.44,341.0
136,29.0,66.0,97.0,223,24.0,82.0,2022-04-04 19:25:35,,104.0,19.0,1022.34,9.057,3.0,50.5169378,-84.8081852,9.057,-5.199999999999989,-5.199999999999989,-1.12,2022,4,4,19,2.44,341.0
136,29.0,66.0,97.0,210,24.0,82.0,2022-04-04 19:25:36,,103.0,19.0,1031.25,9.052,3.0,50.5169984,-84.8082849,9.052,-5.199999999999989,-5.199999999999989,-0.92,2022,4,4,19,2.44,341.0
136,29.0,66.0,97.0,296,24.0,82.0,2022-04-04 19:25:37,,97.0,19.0,1040.08,9.049,3.0,50.5170588,-84.8083836,9.049,-5.199999999999989,-5.199999999999989,-0.54,2022,4,4,19,2.44,341.0
135,24.0,56.0,82.5,333,21.5,71.5,2022-04-04 19:25:38,,95.0,19.0,1048.33,8.742,3.0,50.5171162,-84.8084746,8.742,-5.0,-5.0,-0.16,2022,4,4,19,2.44,341.0
134,25.0,50.0,83.5,353,20.5,68.0,2022-04-04 19:25:39,,96.0,19.0,1056.87,8.65,3.0,50.5171752,-84.8085691,8.65,-5.0,-5.0,0.0,2022,4,4,19,2.44,341.0
133,26.5,49.0,87.0,336,20.5,68.0,2022-04-04 19:25:40,,96.0,19.0,1065.22,8.65,3.0,50.5172401,-84.8086526,8.65,-5.199999999999989,-5.199999999999989,0.0,2022,4,4,19,2.44,341.0
