heart_rate,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,timestamp,battery_soc,cadence,temperature,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
141,25.0,42.0,84.5,140,23.5,91.5,2022-04-04 19:30:49,,110.0,18.0,3163.08,7.587,2.0,50.5379505,-84.8200299,7.587,-4.600000000000023,-4.600000000000023,1.83,2022,4,4,19,2.44,341.0
140,16.5,23.0,58.5,66,21.5,77.0,2022-04-04 19:30:50,,108.0,18.0,3171.86,7.749,2.0,50.538009,-84.8201296,7.749,-4.800000000000011,-4.800000000000011,1.84,2022,4,4,19,2.44,341.0
140,11.5,16.0,44.0,106,20.0,68.5,2022-04-04 19:30:51,,80.0,18.0,3180.04,7.762,2.0,50.5380628,-84.8202232,7.762,-4.800000000000011,-4.800000000000011,1.68,2022,4,4,19,2.44,341.0
140,14.0,28.0,51.5,264,21.0,69.5,2022-04-04 19:30:52,,41.0,18.0,3187.95,7.47,2.0,50.5381162,-84.8203123,7.47,-5.0,-5.0,1.34,2022,4,4,19,2.44,341.0
140,27.5,52.0,90.5,306,25.5,76.0,2022-04-04 19:30:53,,91.0,18.0,3195.91,7.668,2.0,50.53817,-84.8204019,7.668,-5.399999999999977,-5.399999999999977,0.2,2022,4,4,19,2.44,341.0
140,28.0,53.0,92.5,315,29.5,86.5,2022-04-04 19:30:54,,94.0,18.0,3203.73,7.53,2.0,50.5382216,-84.8204912,7.53,-5.399999999999977,-5.399999999999977,-1.23,2022,4,4,19,2.44,341.0
139,28.5,53.0,93.0,338,30.5,90.5,2022-04-04 19:30:55,,96.0,18.0,3212.19,8.315,2.0,50.5382809,-84.8205841,8.315,-5.399999999999977,-5.399999999999977,-1.92,2022,4,4,19,2.44,341.0
140,29.0,52.0,94.5,386,30.0,92.5,2022-04-04 19:30:56,,98.0,18.0,3220.61,8.497,2.0,50.5383399,-84.8206766,8.497,-5.0,-5.0,-1.73,2022,4,4,19,2.44,341.0
139,21.5,57.0,85.0,221,31.0,92.0,2022-04-04 19:30:57,,99.0,18.0,3229.57,8.743,2.0,50.5384023,-84.8207752,8.743,-4.800000000000011,-4.800000000000011,-0.92,2022,4,4,19,2.44,341.0
140,21.0,57.0,84.5,229,31.0,92.0,2022-04-04 19:30:58,,100.0,18.0,3238.58,8.927,2.0,50.5384681,-84.820871,8.927,-4.600000000000023,-4.600000000000023,0.43,2022,4,4,19,2.44,341.0
140,22.0,57.0,85.0,227,29.0,88.0,2022-04-04 19:30:59,,100.0,18.0,3247.16,8.666,2.0,50.5385319,-84.8209607,8.666,-4.600000000000023,-4.600000000000023,1.68,2022,4,4,19,2.44,341.0
139,24.0,58.0,86.0,275,25.0,79.0,2022-04-04 19:31:00,,100.0,18.0,3255.07,8.177,2.0,50.5385883,-84.8210463,8.177,-5.0,-5.0,1.8,2022,4,4,19,2.44,341.0
139,26.5,59.0,87.5,344,23.0,75.0,2022-04-04 19:31:01,,100.0,18.0,3263.8,8.375,2.0,50.5386542,-84.8211363,8.375,-5.199999999999989,-5.199999999999989,0.96,2022,4,4,19,2.44,341.0
139,28.5,59.0,92.0,501,28.0,89.0,2022-04-04 19:31:02,,102.0,18.0,3272.7,8.826,2.0,50.538717,-84.8212334,8.826,-5.199999999999989,-5.199999999999989,0.05,2022,4,4,19,2.44,341.0
138,28.0,55.0,98.0,381,28.0,89.0,2022-04-04 19:31:03,,105.0,18.0,3281.89,9.201,2.0,50.5387812,-84.8213345,9.201,-5.199999999999989,-5.199999999999989,-0.66,2022,4,4,19,2.44,341.0
138,26.5,53.0,93.5,295,28.5,90.5,2022-04-04 19:31:04,,105.0,18.0,3291.21,8.998,3.0,50.5388459,-84.8214376,8.998,-5.199999999999989,-5.199999999999989,-1.12,2022,4,4,19,2.44,341.0
137,25.0,50.0,88.5,212,29.0,92.0,2022-04-04 19:31:05,,106.0,18.0,3299.68,7.738,3.0,50.5388974,-84.8215386,7.738,-5.199999999999989,-5.199999999999989,-0.97,2022,4,4,19,2.44,341.0
137,23.5,48.0,83.0,128,29.5,93.5,2022-04-04 19:31:06,,107.0,18.0,3307.4,7.928,3.0,50.5389396,-84.8216347,7.928,-5.399999999999977,-5.399999999999977,-0.34,2022,4,4,19,2.44,341.0
136,22.5,45.0,78.0,45,30.0,95.0,2022-04-04 19:31:07,,108.0,18.0,3312.99,6.326,3.0,50.5389863,-84.8216856,6.326,-5.399999999999977,-5.399999999999977,0.0,2022,4,4,19,2.44,341.0
137,21.5,43.0,75.0,0,30.0,96.0,2022-04-04 19:31:08,,0.0,18.0,3315.05,3.492,3.0,50.5390033,-84.8217047,3.492,-5.399999999999977,-5.399999999999977,-0.15,2022,4,4,19,2.44,341.0
137,21.5,40.0,75.0,0,30.0,96.0,2022-04-04 19:31:09,,0.0,18.0,3316.07,2.278,3.0,50.5390114,-84.8217147,2.278,-5.600000000000023,-5.600000000000023,-0.57,2022,4,4,19,2.44,341.0
136,21.5,38.0,75.0,0,30.0,96.0,2022-04-04 19:31:10,,0.0,18.0,3316.83,1.859,3.0,50.5390172,-84.8217225,1.859,-5.600000000000023,-5.600000000000023,-0.71,2022,4,4,19,2.44,341.0
135,18.5,36.0,76.0,131,29.0,93.0,2022-04-04 19:31:11,,16.0,18.0,3318.5,2.298,3.0,50.5390273,-84.8217425,2.298,-5.600000000000023,-5.600000000000023,-0.29,2022,4,4,19,2.44,341.0
134,4.0,36.0,80.0,207,25.0,80.0,2022-04-04 19:31:12,,89.0,18.0,3321.02,2.855,3.0,50.539043,-84.8217721,2.855,-5.399999999999977,-5.399999999999977,0.0,2022,4,4,19,2.44,341.0
134,0.0,40.0,83.5,198,24.0,76.5,2022-04-04 19:31:13,,96.0,18.0,3323.58,3.136,3.0,50.5390591,-84.8218022,3.136,-5.399999999999977,-5.399999999999977,0.0,2022,4,4,19,2.44,341.0
133,0.0,46.0,87.5,157,24.0,76.5,2022-04-04 19:31:14,,77.0,18.0,3326.11,2.924,3.0,50.5390708,-84.8218354,2.924,-5.399999999999977,-5.399999999999977,0.0,2022,4,4,19,2.44,341.0
133,0.0,52.0,91.5,116,24.0,76.5,2022-04-04 19:31:15,,58.0,18.0,3328.99,3.462,3.0,50.5390829,-84.8218736,3.462,-5.399999999999977,-5.399999999999977,0.0,2022,4,4,19,2.44,341.0
134,0.0,57.0,95.5,74,24.0,76.5,2022-04-04 19:31:16,,40.0,18.0,3332.97,4.66,3.0,50.5390849,-84.8219313,4.66,-5.600000000000023,-5.600000000000023,0.0,2022,4,4,19,2.44,341.0
132,21.5,59.0,99.5,665,35.0,99.0,2022-04-04 19:31:17,,21.0,18.0,3338.36,5.731,3.0,50.5391123,-84.8219998,5.731,-5.600000000000023,-5.600000000000023,0.0,2022,4,4,19,2.44,341.0
132,22.0,59.0,98.0,643,29.5,99.5,2022-04-04 19:31:18,,49.0,18.0,3344.69,6.583,3.0,50.5391346,-84.8220863,6.583,-5.800000000000011,-5.800000000000011,0.0,2022,4,4,19,2.44,341.0
131,22.0,57.0,97.0,577,26.0,99.5,2022-04-04 19:31:19,,67.0,18.0,3351.28,7.067,3.0,50.5391563,-84.8221772,7.067,-5.800000000000011,-5.800000000000011,-0.35,2022,4,4,19,2.44,341.0
132,22.0,52.0,97.0,491,26.0,99.5,2022-04-04 19:31:20,,72.0,18.0,3357.18,6.51,3.0,50.5391822,-84.8222551,6.51,-5.600000000000023,-5.600000000000023,-0.82,2022,4,4,19,2.44,341.0
132,22.0,47.0,97.0,405,26.0,99.5,2022-04-04 19:31:21,,76.0,18.0,3363.02,5.554,3.0,50.5392172,-84.8223253,5.554,-5.600000000000023,-5.600000000000023,-0.47,2022,4,4,19,2.44,341.0
132,22.0,42.0,97.0,319,26.0,99.5,2022-04-04 19:31:22,,81.0,18.0,3367.29,4.77,3.0,50.5392379,-84.8223804,4.77,-5.800000000000011,-5.800000000000011,0.0,2022,4,4,19,2.44,341.0
131,23.0,40.0,97.5,315,25.0,97.5,2022-04-04 19:31:23,,71.0,18.0,3372.51,5.7,3.0,50.5392719,-84.8224405,5.7,-6.0,-6.0,0.0,2022,4,4,19,2.44,341.0
130,25.5,40.0,98.5,399,22.5,93.0,2022-04-04 19:31:24,,45.0,18.0,3376.84,6.596,3.0,50.5392992,-84.8224912,6.596,-6.0,-6.0,0.0,2022,4,4,19,2.44,341.0
130,27.5,40.0,99.5,618,21.0,90.0,2022-04-04 19:31:25,,31.0,18.0,3383.35,7.521,3.0,50.5393458,-84.8225614,7.521,-6.0,-6.0,0.0,2022,4,4,19,2.44,341.0
129,26.0,54.0,99.5,804,26.5,99.0,2022-04-04 19:31:26,,89.0,18.0,3392.44,8.647,3.0,50.5394173,-84.8226511,8.647,-6.0,-6.0,-0.27,2022,4,4,19,2.44,341.0
130,31.0,43.0,96.5,682,26.0,99.5,2022-04-04 19:31:27,,105.0,18.0,3401.64,9.295,3.0,50.539482,-84.8227517,9.295,-6.0,-6.0,-0.65,2022,4,4,19,2.44,341.0
130,30.5,44.0,97.0,626,30.0,99.0,2022-04-04 19:31:28,,110.0,18.0,3410.72,9.573,3.0,50.539542,-84.8228555,9.573,-6.0,-6.0,-0.37,2022,4,4,19,2.44,341.0
131,29.5,47.0,98.0,508,33.0,98.5,2022-04-04 19:31:29,,117.0,18.0,3420.26,9.836,3.0,50.5396098,-84.8229592,9.836,-6.0,-6.0,0.0,2022,4,4,19,2.44,341.0
131,29.5,48.0,98.0,285,33.0,98.5,2022-04-04 19:31:30,,115.0,18.0,3430.54,9.759,3.0,50.5396806,-84.8230733,9.759,-6.0,-6.0,0.0,2022,4,4,19,2.44,341.0
131,27.0,69.0,94.0,433,32.0,97.0,2022-04-04 19:31:31,,112.0,18.0,3440.29,9.583,3.0,50.5397446,-84.8231852,9.583,-6.0,-6.0,0.0,2022,4,4,19,2.44,341.0
132,26.5,74.0,93.0,749,32.0,96.5,2022-04-04 19:31:32,,108.0,18.0,3450.16,10.262,3.0,50.5398024,-84.8233048,10.262,-6.0,-6.0,0.0,2022,4,4,19,2.44,341.0
132,26.5,74.0,93.0,889,32.0,96.5,2022-04-04 19:31:33,,110.0,17.0,3461.22,11.373,3.0,50.5398774,-84.8234291,11.373,-6.199999999999989,-6.199999999999989,0.0,2022,4,4,19,2.44,341.0
132,27.5,74.0,90.5,742,31.0,97.0,2022-04-04 19:31:34,,114.0,17.0,3472.79,10.85,3.0,50.5399604,-84.8235538,10.85,-6.199999999999989,-6.199999999999989,-0.13,2022,4,4,19,2.44,341.0
132,29.5,74.0,87.0,371,29.0,98.0,2022-04-04 19:31:35,,120.0,17.0,3484.1,10.526,3.0,50.5400383,-84.8236795,10.526,-6.199999999999989,-6.199999999999989,-0.31,2022,4,4,19,2.44,341.0
131,26.0,57.0,94.5,272,23.0,74.0,2022-04-04 19:31:36,,118.0,17.0,3494.94,10.68,3.0,50.5401094,-84.8238038,10.68,-6.199999999999989,-6.199999999999989,-0.18,2022,4,4,19,2.44,341.0
131,30.0,53.0,94.5,298,26.5,80.0,2022-04-04 19:31:37,,117.0,17.0,3506.04,11.315,3.0,50.5401876,-84.8239252,11.315,-6.399999999999977,-6.399999999999977,-0.17,2022,4,4,19,2.44,341.0
129,28.0,52.0,89.5,269,28.5,83.5,2022-04-04 19:31:38,,116.0,17.0,3515.96,10.134,3.0,50.5402489,-84.8240426,10.134,-6.399999999999977,-6.399999999999977,-0.41,2022,4,4,19,2.44,341.0
128,22.5,53.0,80.0,270,30.0,87.0,2022-04-04 19:31:39,,115.0,17.0,3525.85,9.915,2.0,50.5403089,-84.8241607,9.915,-6.399999999999977,-6.399999999999977,-0.24,2022,4,4,19,2.44,341.0
128,22.5,55.0,80.0,263,30.0,87.0,2022-04-04 19:31:40,,114.0,17.0,3534.91,10.622,2.0,50.5403651,-84.824268,10.622,-6.199999999999989,-6.199999999999989,0.0,2022,4,4,19,2.44,341.0
129,22.5,51.0,80.0,261,30.0,87.0,2022-04-04 19:31:41,,113.0,17.0,3546.8,10.404,2.0,50.5404452,-84.824402,10.404,-6.199999999999989,-6.199999999999989,0.0,2022,4,4,19,2.44,341.0
128,22.5,51.0,80.0,253,30.0,87.0,2022-04-04 19:31:42,,113.0,17.0,3556.63,9.684,2.0,50.5405096,-84.8245146,9.684,-6.199999999999989,-6.199999999999989,0.0,2022,4,4,19,2.44,341.0
128,22.5,51.0,80.0,247,30.0,87.0,2022-04-04 19:31:43,,113.0,17.0,3566.66,10.045,2.0,50.5405779,-84.8246271,10.045,-6.199999999999989,-6.199999999999989,0.0,2022,4,4,19,2.44,341.0
127,22.5,51.0,80.0,233,30.0,87.0,2022-04-04 19:31:44,,112.0,17.0,3576.34,9.772,2.0,50.5406374,-84.8247421,9.772,-6.199999999999989,-6.199999999999989,0.0,2022,4,4,19,2.44,341.0
126,22.5,51.0,80.0,219,30.0,87.0,2022-04-04 19:31:45,,110.0,17.0,3585.72,9.293,2.0,50.540693,-84.8248553,9.293,-6.399999999999977,-6.399999999999977,0.0,2022,4,4,19,2.44,341.0
127,22.5,51.0,79.0,213,28.5,83.5,2022-04-04 19:31:46,,109.0,17.0,3594.94,9.103,3.0,50.5407562,-84.8249582,9.103,-6.399999999999977,-6.399999999999977,0.0,2022,4,4,19,2.44,341.0
127,22.0,52.0,77.5,203,27.0,79.0,2022-04-04 19:31:47,,109.0,17.0,3603.97,9.184,3.0,50.5408181,-84.8250588,9.184,-6.399999999999977,-6.399999999999977,-0.1,2022,4,4,19,2.44,341.0
126,22.0,52.0,76.0,194,25.0,74.5,2022-04-04 19:31:48,,109.0,17.0,3614.07,9.811,2.0,50.5408838,-84.8251753,9.811,-6.399999999999977,-6.399999999999977,-0.23,2022,4,4,19,2.44,341.0
127,21.5,52.0,74.5,185,23.0,69.5,2022-04-04 19:31:49,,109.0,17.0,3623.63,9.351,2.0,50.5409471,-84.8252842,9.351,-6.399999999999977,-6.399999999999977,-0.14,2022,4,4,19,2.44,341.0
126,21.5,53.0,73.0,175,21.5,65.0,2022-04-04 19:31:50,,109.0,17.0,3632.92,9.328,2.0,50.5410062,-84.8253925,9.328,-6.399999999999977,-6.399999999999977,0.0,2022,4,4,19,2.44,341.0
127,21.0,53.0,71.5,166,19.5,60.5,2022-04-04 19:31:51,,109.0,17.0,3642.29,9.207,2.0,50.5410666,-84.8255012,9.207,-6.199999999999989,-6.199999999999989,0.0,2022,4,4,19,2.44,341.0
127,21.0,53.0,71.5,161,19.5,60.5,2022-04-04 19:31:52,,105.0,17.0,3651.73,9.386,2.0,50.541131,-84.8256068,9.386,-6.199999999999989,-6.199999999999989,0.0,2022,4,4,19,2.44,341.0
127,21.0,53.0,71.5,158,19.5,60.5,2022-04-04 19:31:53,,102.0,17.0,3661.53,9.418,2.0,50.5411998,-84.8257142,9.418,-6.199999999999989,-6.199999999999989,0.0,2022,4,4,19,2.44,341.0
127,21.0,53.0,71.5,144,19.5,60.5,2022-04-04 19:31:54,,101.0,17.0,3670.91,9.014,2.0,50.5412653,-84.8258174,9.014,-6.199999999999989,-6.199999999999989,0.0,2022,4,4,19,2.44,341.0
127,21.0,53.0,71.5,121,19.5,60.5,2022-04-04 19:31:55,,101.0,17.0,3679.97,9.008,2.0,50.5413251,-84.8259209,9.008,-6.199999999999989,-6.199999999999989,0.0,2022,4,4,19,2.44,341.0
126,21.0,53.0,71.5,77,19.5,60.5,2022-04-04 19:31:56,,100.0,17.0,3688.68,7.856,2.0,50.5413865,-84.8260161,7.856,-6.399999999999977,-6.399999999999977,0.0,2022,4,4,19,2.44,341.0
127,21.0,53.0,71.5,33,19.5,60.5,2022-04-04 19:31:57,,100.0,17.0,3695.68,5.972,2.0,50.5414345,-84.826094,5.972,-6.399999999999977,-6.399999999999977,0.0,2022,4,4,19,2.44,341.0
127,20.0,56.0,73.0,3,19.5,60.5,2022-04-04 19:31:58,,95.0,17.0,3701.22,5.117,2.0,50.5414767,-84.8261505,5.117,-6.199999999999989,-6.199999999999989,0.0,2022,4,4,19,2.44,341.0
126,15.5,66.0,79.0,9,19.5,60.5,2022-04-04 19:31:59,,77.0,17.0,3705.37,3.704,2.0,50.5415118,-84.8261876,3.704,-6.199999999999989,-6.199999999999989,0.0,2022,4,4,19,2.44,341.0
126,11.0,76.0,85.0,16,19.5,60.5,2022-04-04 19:32:00,,60.0,17.0,3707.88,2.768,2.0,50.5415313,-84.8262128,2.768,-6.199999999999989,-6.199999999999989,0.0,2022,4,4,19,2.44,341.0
126,6.5,85.0,91.0,22,20.0,60.0,2022-04-04 19:32:01,,43.0,17.0,3710.81,1.762,2.0,50.5415584,-84.8262343,1.762,-6.199999999999989,-6.199999999999989,0.0,2022,4,4,19,2.44,341.0
125,2.0,95.0,97.0,29,20.0,60.0,2022-04-04 19:32:02,,25.0,17.0,3712.52,1.414,2.0,50.5415724,-84.8262502,1.414,-6.0,-6.0,0.27,2022,4,4,19,2.44,341.0
120,18.5,52.0,67.5,0,18.5,63.5,2022-04-04 19:32:14,,3.0,17.0,3712.53,2.132,1.0,50.5416237,-84.826313,2.132,-5.399999999999977,-5.399999999999977,0.0,2022,4,4,19,2.44,341.0
119,18.5,52.0,67.5,177,18.5,63.5,2022-04-04 19:32:15,,12.0,17.0,3714.89,2.774,2.0,50.5416396,-84.826341,2.774,-5.399999999999977,-5.399999999999977,0.0,2022,4,4,19,2.44,341.0
119,19.5,51.0,72.0,209,22.0,74.0,2022-04-04 19:32:16,,23.0,17.0,3718.38,3.658,2.0,50.5416639,-84.8263795,3.658,-5.399999999999977,-5.399999999999977,0.0,2022,4,4,19,2.44,341.0
118,20.5,49.0,78.0,223,27.0,87.0,2022-04-04 19:32:17,,35.0,17.0,3721.99,3.954,2.0,50.5416876,-84.826421,3.954,-5.399999999999977,-5.399999999999977,0.0,2022,4,4,19,2.44,341.0
118,22.0,49.0,82.0,242,28.5,90.5,2022-04-04 19:32:18,,41.0,17.0,3726.52,4.838,2.0,50.5417175,-84.8264728,4.838,-5.600000000000023,-5.600000000000023,0.0,2022,4,4,19,2.44,341.0
118,23.5,52.0,84.5,263,28.0,86.0,2022-04-04 19:32:19,,44.0,17.0,3731.33,5.031,2.0,50.5417527,-84.8265237,5.031,-5.399999999999977,-5.399999999999977,0.0,2022,4,4,19,2.44,341.0
117,25.0,55.0,87.5,284,27.0,81.5,2022-04-04 19:32:20,,46.0,17.0,3736.29,4.811,2.0,50.5417873,-84.8265785,4.811,-5.399999999999977,-5.399999999999977,0.0,2022,4,4,19,2.44,341.0
117,23.0,52.0,81.0,247,27.0,83.0,2022-04-04 19:32:21,,49.0,17.0,3741.15,4.825,2.0,50.5418229,-84.8266299,4.825,-5.399999999999977,-5.399999999999977,0.0,2022,4,4,19,2.44,341.0
117,19.5,48.0,73.0,196,27.0,86.5,2022-04-04 19:32:22,,53.0,17.0,3746.22,5.109,2.0,50.5418566,-84.8266874,5.109,-5.399999999999977,-5.399999999999977,0.0,2022,4,4,19,2.44,341.0
117,18.0,45.0,69.0,187,26.0,86.0,2022-04-04 19:32:23,,55.0,17.0,3751.7,5.471,2.0,50.5418922,-84.8267507,5.471,-5.600000000000023,-5.600000000000023,0.0,2022,4,4,19,2.44,341.0
118,20.5,45.0,75.0,273,23.0,77.5,2022-04-04 19:32:24,,56.0,17.0,3758.05,6.391,2.0,50.5419381,-84.8268187,6.391,-5.800000000000011,-5.800000000000011,0.0,2022,4,4,19,2.44,341.0
119,23.0,45.0,81.0,359,20.5,69.0,2022-04-04 19:32:25,,57.0,17.0,3765.03,6.57,2.0,50.5419774,-84.8269049,6.57,-5.800000000000011,-5.800000000000011,-0.36,2022,4,4,19,2.44,341.0
119,24.0,45.0,84.0,254,19.0,65.0,2022-04-04 19:32:26,,61.0,17.0,3771.75,6.16,2.0,50.5420156,-84.8269874,6.16,-5.800000000000011,-5.800000000000011,-1.16,2022,4,4,19,2.44,341.0
119,24.0,45.0,84.0,64,19.0,65.0,2022-04-04 19:32:27,,68.0,17.0,3776.82,4.531,2.0,50.5420473,-84.827047,4.531,-6.0,-6.0,-1.58,2022,4,4,19,2.44,341.0
118,24.0,45.0,84.0,36,19.0,65.0,2022-04-04 19:32:28,,73.0,17.0,3780.46,3.429,2.0,50.5420712,-84.8270887,3.429,-6.0,-6.0,-1.54,2022,4,4,19,2.44,341.0
117,24.0,45.0,84.0,56,19.0,65.0,2022-04-04 19:32:29,,60.0,17.0,3783.68,2.919,2.0,50.5420931,-84.8271247,2.919,-5.800000000000011,-5.800000000000011,-1.08,2022,4,4,19,2.44,341.0
116,24.0,45.0,84.0,89,19.0,65.0,2022-04-04 19:32:30,,52.0,17.0,3786.59,2.368,2.0,50.5421168,-84.8271525,2.368,-5.800000000000011,-5.800000000000011,-0.32,2022,4,4,19,2.44,341.0
117,24.0,45.0,84.0,122,19.0,65.0,2022-04-04 19:32:31,,47.0,17.0,3789.95,3.243,2.0,50.542145,-84.8271827,3.243,-5.800000000000011,-5.800000000000011,0.0,2022,4,4,19,2.44,341.0
117,24.0,45.0,84.0,181,19.0,65.0,2022-04-04 19:32:32,,39.0,17.0,3793.75,4.09,2.0,50.542173,-84.8272227,4.09,-5.800000000000011,-5.800000000000011,0.0,2022,4,4,19,2.44,341.0
116,24.0,45.0,84.0,291,19.0,65.0,2022-04-04 19:32:33,,25.0,17.0,3798.15,4.823,2.0,50.5422046,-84.8272701,4.823,-6.0,-6.0,0.0,2022,4,4,19,2.44,341.0
115,24.0,45.0,84.0,362,19.0,65.0,2022-04-04 19:32:34,,43.0,17.0,3803.07,5.392,3.0,50.5422403,-84.8273227,5.392,-6.0,-6.0,0.0,2022,4,4,19,2.44,341.0
115,24.0,46.0,84.0,304,19.0,65.0,2022-04-04 19:32:35,,52.0,17.0,3808.99,5.506,3.0,50.5422788,-84.8273908,5.506,-6.199999999999989,-6.199999999999989,0.0,2022,4,4,19,2.44,341.0
115,24.0,46.0,84.0,214,19.0,65.0,2022-04-04 19:32:36,,60.0,17.0,3814.93,5.344,3.0,50.5423179,-84.8274589,5.344,-6.199999999999989,-6.199999999999989,-0.35,2022,4,4,19,2.44,341.0
115,20.5,37.0,70.0,79,17.0,62.5,2022-04-04 19:32:37,,64.0,17.0,3819.31,3.768,3.0,50.5423475,-84.8275082,3.768,-6.0,-6.0,-0.84,2022,4,4,19,2.44,341.0
115,14.0,23.0,42.0,17,12.5,52.0,2022-04-04 19:32:38,,63.0,17.0,3822.66,2.84,3.0,50.5423696,-84.8275464,2.84,-6.0,-6.0,-0.5,2022,4,4,19,2.44,341.0
116,15.0,38.0,45.5,19,9.0,37.0,2022-04-04 19:32:39,,57.0,17.0,3825.16,2.107,3.0,50.5423853,-84.8275758,2.107,-5.800000000000011,-5.800000000000011,0.27,2022,4,4,19,2.44,341.0
117,16.0,53.0,48.5,22,6.0,21.5,2022-04-04 19:32:40,,52.0,17.0,3826.76,1.481,3.0,50.5423936,-84.8275961,1.481,-5.600000000000023,-5.600000000000023,1.09,2022,4,4,19,2.44,341.0
119,17.0,59.0,51.5,20,4.0,28.0,2022-04-04 19:32:41,,47.0,17.0,3827.99,0.93,3.0,50.5424016,-84.8276103,0.93,-5.600000000000023,-5.600000000000023,1.84,2022,4,4,19,2.44,341.0
121,17.5,58.0,54.5,13,2.5,50.5,2022-04-04 19:32:42,,42.0,17.0,3828.78,0.933,3.0,50.5424056,-84.8276203,0.933,-5.600000000000023,-5.600000000000023,1.99,2022,4,4,19,2.44,341.0
122,18.0,57.0,57.0,7,1.5,73.5,2022-04-04 19:32:43,,37.0,17.0,3829.32,0.647,3.0,50.5424056,-84.8276281,0.647,-5.600000000000023,-5.600000000000023,2.09,2022,4,4,19,2.44,341.0
123,18.5,56.0,60.0,1,0.0,96.0,2022-04-04 19:32:44,,32.0,17.0,3829.33,0.015,3.0,50.5424056,-84.8276283,0.015,-5.399999999999977,-5.399999999999977,2.6,2022,4,4,19,2.44,341.0
123,18.5,55.0,60.5,0,0.0,100.0,2022-04-04 19:32:45,,0.0,17.0,3829.33,0.0,3.0,50.5424056,-84.8276283,0.0,-5.399999999999977,-5.399999999999977,2.51,2022,4,4,19,2.44,341.0
123,18.5,55.0,60.5,0,0.0,100.0,2022-04-04 19:32:46,,0.0,17.0,3829.33,0.0,1.0,50.5424056,-84.8276283,0.0,-5.399999999999977,-5.399999999999977,1.03,2022,4,4,19,2.44,341.0
123,18.5,54.0,60.5,0,0.0,100.0,2022-04-04 19:32:47,,0.0,17.0,3829.33,0.0,1.0,50.5424056,-84.8276283,0.0,-5.399999999999977,-5.399999999999977,0.0,2022,4,4,19,2.44,341.0
122,18.5,51.0,60.5,0,0.0,100.0,2022-04-04 19:32:51,,0.0,17.0,3829.33,3.595,2.0,50.5424451,-84.8276737,3.595,-5.600000000000023,-5.600000000000023,0.0,2022,4,4,19,2.44,341.0
122,20.5,49.0,68.5,0,0.0,77.5,2022-04-04 19:32:52,,3.0,17.0,3832.32,3.167,2.0,50.5424653,-84.827708,3.167,-5.800000000000011,-5.800000000000011,0.0,2022,4,4,19,2.44,341.0
122,27.0,47.0,92.0,372,0.0,10.5,2022-04-04 19:32:53,,11.0,17.0,3836.25,3.742,2.0,50.5424889,-84.8277551,3.742,-6.0,-6.0,0.0,2022,4,4,19,2.44,341.0
122,28.0,47.0,96.0,492,0.0,0.0,2022-04-04 19:32:54,,43.0,17.0,3840.58,4.196,2.0,50.5425129,-84.8278089,4.196,-6.0,-6.0,-1.0,2022,4,4,19,2.44,341.0
123,28.0,48.0,96.0,412,0.0,0.0,2022-04-04 19:32:55,,51.0,18.0,3845.52,4.756,2.0,50.5425347,-84.8278742,4.756,-6.0,-6.0,-3.16,2022,4,4,19,2.44,341.0
123,28.0,49.0,96.0,298,0.0,0.0,2022-04-04 19:32:56,,54.0,18.0,3850.76,5.12,2.0,50.5425625,-84.82794,5.12,-6.0,-6.0,-3.42,2022,4,4,19,2.44,341.0
123,28.0,50.0,96.0,185,0.0,0.0,2022-04-04 19:32:57,,57.0,18.0,3855.36,4.831,2.0,50.5425914,-84.8279941,4.831,-6.0,-6.0,-1.65,2022,4,4,19,2.44,341.0
122,28.0,51.0,96.0,71,0.0,0.0,2022-04-04 19:32:58,,60.0,18.0,3860.26,4.785,2.0,50.5426202,-84.8280535,4.785,-6.0,-6.0,-0.39,2022,4,4,19,2.44,341.0
122,26.0,51.0,92.5,23,3.5,12.0,2022-04-04 19:32:59,,56.0,18.0,3864.42,4.34,2.0,50.5426478,-84.8281008,4.34,-6.0,-6.0,0.0,2022,4,4,19,2.44,341.0
122,22.5,51.0,86.5,20,10.0,32.0,2022-04-04 19:33:00,,47.0,18.0,3868.24,3.912,2.0,50.542676,-84.8281412,3.912,-5.800000000000011,-5.800000000000011,0.26,2022,4,4,19,2.44,341.0
122,18.5,50.0,81.0,17,16.0,52.5,2022-04-04 19:33:01,,38.0,18.0,3870.89,2.965,2.0,50.5426919,-84.828173,2.965,-5.600000000000023,-5.600000000000023,0.93,2022,4,4,19,2.44,341.0
122,15.0,50.0,75.0,14,22.5,72.5,2022-04-04 19:33:02,,29.0,18.0,3873.32,2.588,2.0,50.5427037,-84.8282043,2.588,-5.600000000000023,-5.600000000000023,1.58,2022,4,4,19,2.44,341.0
122,11.5,50.0,69.5,11,28.5,92.5,2022-04-04 19:33:03,,20.0,18.0,3875.66,2.398,2.0,50.5427196,-84.8282306,2.398,-5.600000000000023,-5.600000000000023,2.08,2022,4,4,19,2.44,341.0
122,16.0,50.0,76.0,102,26.5,90.0,2022-04-04 19:33:04,,17.0,18.0,3878.09,2.42,2.0,50.5427356,-84.8282584,2.42,-5.600000000000023,-5.600000000000023,2.25,2022,4,4,19,2.44,341.0
