distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,speed,timestamp,battery_soc,cadence,calories,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,temperature,right_torque_effectiveness,altitude,enhanced_altitude,ascent,descent,grade,year,month,day,hour,wind_speed,wind_direction
2293.69,7.599,2,129,39.0470165,-139.843421,7.599,2022-07-13 04:35:25,,72.0,44.0,20.5,42.0,68.5,89.0,7.0,16.0,33.5,3.1999999999999886,3.1999999999999886,3.0,3.0,0.0,2022,7,13,4,3.42,165.0
2301.32,7.47,2,128,39.0470301,-139.8433291,7.47,2022-07-13 04:35:26,,85.0,44.0,18.5,50.0,67.0,104.0,16.0,16.0,60.5,3.1999999999999886,3.1999999999999886,3.0,3.0,0.0,2022,7,13,4,3.42,165.0
2308.58,6.697,2,128,39.0470479,-139.8432378,6.697,2022-07-13 04:35:27,,94.0,44.0,18.5,47.0,66.5,123.0,18.5,16.0,67.5,3.3999999999999773,3.3999999999999773,3.0,3.0,0.0,2022,7,13,4,3.42,165.0
2315.11,6.127,2,128,39.0470621,-139.8431545,6.127,2022-07-13 04:35:28,,89.0,44.0,19.0,44.0,65.5,126.0,18.0,16.0,67.0,3.8000000000000114,3.8000000000000114,3.0,3.0,0.0,2022,7,13,4,3.42,165.0
2321.01,5.624,2,126,39.0470757,-139.843081,5.624,2022-07-13 04:35:29,,84.0,44.0,19.5,41.0,61.0,161.0,18.0,16.0,67.0,4.199999999999989,4.199999999999989,3.0,3.0,0.0,2022,7,13,4,3.42,165.0
2326.54,5.24,2,128,39.0470852,-139.8430169,5.24,2022-07-13 04:35:30,,84.0,44.0,20.0,43.0,69.0,166.0,17.5,16.0,69.5,4.600000000000023,4.600000000000023,3.0,3.0,0.0,2022,7,13,4,3.42,165.0
2331.56,4.831,2,127,39.0470943,-139.8429528,4.831,2022-07-13 04:35:31,,85.0,45.0,21.5,45.0,74.0,174.0,19.5,16.0,73.5,5.0,5.0,3.0,3.0,0.0,2022,7,13,4,3.42,165.0
2336.22,4.428,2,126,39.0471034,-139.8428973,4.428,2022-07-13 04:35:32,,86.0,45.0,23.5,42.0,78.0,190.0,21.5,16.0,78.0,5.600000000000023,5.600000000000023,3.0,3.0,0.0,2022,7,13,4,3.42,165.0
2340.58,4.173,2,125,39.0471126,-139.8428425,4.173,2022-07-13 04:35:33,,86.0,45.0,25.0,41.0,82.0,192.0,24.0,16.0,83.0,6.0,6.0,3.0,3.0,0.0,2022,7,13,4,3.42,165.0
2344.59,3.945,2,125,39.0471217,-139.8427879,3.945,2022-07-13 04:35:34,,84.0,45.0,27.0,43.0,86.0,214.0,26.5,16.0,87.5,6.399999999999977,6.399999999999977,3.0,3.0,0.0,2022,7,13,4,3.42,165.0
2348.47,3.81,2,125,39.0471266,-139.8427421,3.81,2022-07-13 04:35:35,,80.0,45.0,28.0,45.0,85.0,224.0,28.5,16.0,90.5,6.600000000000023,6.600000000000023,3.0,3.0,0.0,2022,7,13,4,3.42,165.0
2352.27,3.674,2,126,39.0471311,-139.8426966,3.674,2022-07-13 04:35:36,,77.0,46.0,34.0,45.0,92.0,230.0,30.0,16.0,93.5,7.0,7.0,3.0,3.0,0.0,2022,7,13,4,3.42,165.0
2355.84,3.545,2,124,39.0471397,-139.8426512,3.545,2022-07-13 04:35:37,,75.0,46.0,36.5,49.0,97.5,231.0,34.0,16.0,97.0,7.399999999999977,7.399999999999977,3.0,3.0,0.0,2022,7,13,4,3.42,165.0
2359.27,3.381,2,125,39.047149,-139.8426052,3.381,2022-07-13 04:35:38,,74.0,46.0,35.0,48.0,99.0,232.0,37.5,16.0,99.5,7.800000000000011,7.800000000000011,3.0,3.0,0.0,2022,7,13,4,3.42,165.0
2362.6,3.262,2,126,39.0471622,-139.8425678,3.262,2022-07-13 04:35:39,,72.0,46.0,34.0,43.0,98.0,233.0,36.0,16.0,98.5,8.0,8.0,3.0,3.0,0.0,2022,7,13,4,3.42,165.0
2365.81,3.222,2,126,39.0471676,-139.8425231,3.222,2022-07-13 04:35:40,,66.0,47.0,33.0,46.0,97.0,228.0,35.0,16.0,97.5,8.399999999999977,8.399999999999977,3.0,3.0,6.52,2022,7,13,4,3.42,165.0
2368.86,3.039,2,128,39.0471762,-139.8424862,3.039,2022-07-13 04:35:41,,64.0,47.0,33.0,49.0,96.0,224.0,33.5,16.0,96.5,8.600000000000023,8.600000000000023,4.0,3.0,7.87,2022,7,13,4,3.42,165.0
2371.84,2.997,2,131,39.0471812,-139.84245,2.997,2022-07-13 04:35:42,,62.0,47.0,33.0,48.0,95.0,204.0,31.5,16.0,95.0,9.0,9.0,4.0,3.0,7.98,2022,7,13,4,3.42,165.0
2374.86,2.961,2,132,39.0471858,-139.8424133,2.961,2022-07-13 04:35:43,,60.0,47.0,34.0,49.0,95.5,197.0,31.5,16.0,95.0,9.199999999999989,9.199999999999989,4.0,3.0,8.2,2022,7,13,4,3.42,165.0
2377.72,2.944,2,130,39.0471903,-139.8423768,2.944,2022-07-13 04:35:44,,59.0,47.0,38.5,50.0,100.0,193.0,35.0,16.0,99.5,9.399999999999977,9.399999999999977,5.0,3.0,8.48,2022,7,13,4,3.42,165.0
2380.71,2.953,2,128,39.0471949,-139.8423402,2.953,2022-07-13 04:35:45,,58.0,47.0,37.5,48.0,99.5,189.0,32.5,16.0,95.5,9.600000000000023,9.600000000000023,5.0,3.0,8.78,2022,7,13,4,3.42,165.0
2383.61,2.934,2,129,39.0471994,-139.842304,2.934,2022-07-13 04:35:46,,59.0,48.0,36.0,52.0,99.0,187.0,32.0,16.0,95.5,9.800000000000011,9.800000000000011,5.0,3.0,8.57,2022,7,13,4,3.42,165.0
2386.24,2.629,2,130,39.0472081,-139.8422676,2.629,2022-07-13 04:35:47,,59.0,48.0,34.5,,98.5,184.0,32.5,16.0,96.5,10.0,10.0,5.0,3.0,8.16,2022,7,13,4,3.42,165.0
2388.7,2.345,2,128,39.0472172,-139.8422396,2.345,2022-07-13 04:35:48,,50.0,48.0,,,,157.0,,16.0,,10.199999999999989,10.199999999999989,6.0,3.0,7.5,2022,7,13,4,3.42,165.0
2390.75,1.845,2,129,39.0472262,-139.8422205,1.845,2022-07-13 04:35:49,,32.0,48.0,,,,137.0,,16.0,,10.199999999999989,10.199999999999989,6.0,3.0,6.79,2022,7,13,4,3.42,165.0
2392.66,1.89,2,127,39.0472313,-139.8421938,1.89,2022-07-13 04:35:50,,13.0,48.0,,,,116.0,,16.0,,10.399999999999977,10.399999999999977,6.0,3.0,6.11,2022,7,13,4,3.42,165.0
2394.41,1.718,2,125,39.0472359,-139.8421748,1.718,2022-07-13 04:35:51,,0.0,48.0,,,,0.0,,16.0,,10.399999999999977,10.399999999999977,6.0,3.0,5.58,2022,7,13,4,3.42,165.0
2395.85,1.468,2,125,39.0472321,-139.8421566,1.468,2022-07-13 04:35:52,,0.0,48.0,,,,0.0,,16.0,,10.600000000000023,10.600000000000023,6.0,3.0,5.19,2022,7,13,4,3.42,165.0
2397.25,1.457,2,124,39.0472317,-139.8421384,1.457,2022-07-13 04:35:53,,0.0,48.0,,,,0.0,,16.0,,10.600000000000023,10.600000000000023,6.0,3.0,4.87,2022,7,13,4,3.42,165.0
2398.66,1.38,2,125,39.0472317,-139.8421202,1.38,2022-07-13 04:35:54,,0.0,48.0,,,,0.0,,16.0,,10.600000000000023,10.600000000000023,6.0,3.0,4.65,2022,7,13,4,3.42,165.0
2399.97,1.456,2,125,39.0472358,-139.842102,1.456,2022-07-13 04:35:55,,0.0,48.0,,,,0.0,,16.0,,10.600000000000023,10.600000000000023,6.0,3.0,4.48,2022,7,13,4,3.42,165.0
2401.34,1.385,2,123,39.0472445,-139.8420838,1.385,2022-07-13 04:35:56,,0.0,48.0,,,,0.0,,16.0,,10.600000000000023,10.600000000000023,6.0,3.0,4.23,2022,7,13,4,3.42,165.0
2402.65,1.393,2,122,39.0472495,-139.8420738,1.393,2022-07-13 04:35:57,,0.0,48.0,,,,0.0,,16.0,,10.600000000000023,10.600000000000023,7.0,3.0,3.81,2022,7,13,4,3.42,165.0
2404.06,1.687,2,122,39.0472499,-139.8420564,1.687,2022-07-13 04:35:58,,0.0,48.0,,,,0.0,,16.0,,10.600000000000023,10.600000000000023,7.0,3.0,2.97,2022,7,13,4,3.42,165.0
2406.01,2.047,2,121,39.0472499,-139.8420302,2.047,2022-07-13 04:35:59,,0.0,48.0,,,,0.0,,16.0,,10.600000000000023,10.600000000000023,7.0,3.0,2.15,2022,7,13,4,3.42,165.0
2408.07,2.348,2,121,39.0472499,-139.8420043,2.348,2022-07-13 04:36:00,,0.0,48.0,,,,0.0,,16.0,,10.600000000000023,10.600000000000023,7.0,3.0,1.47,2022,7,13,4,3.42,165.0
2410.61,2.738,2,120,39.0472538,-139.8419688,2.738,2022-07-13 04:36:01,,0.0,48.0,,,,0.0,,16.0,,10.600000000000023,10.600000000000023,7.0,3.0,0.96,2022,7,13,4,3.42,165.0
2413.59,3.051,2,121,39.0472627,-139.8419308,3.051,2022-07-13 04:36:02,,0.0,48.0,,,,0.0,,16.0,,10.600000000000023,10.600000000000023,7.0,3.0,0.16,2022,7,13,4,3.42,165.0
2416.64,3.453,2,121,39.0472717,-139.8418949,3.453,2022-07-13 04:36:03,,0.0,48.0,,,,0.0,,16.0,,10.399999999999977,10.399999999999977,7.0,3.0,0.0,2022,7,13,4,3.42,165.0
2420.33,3.901,2,121,39.0472809,-139.8418499,3.901,2022-07-13 04:36:04,,0.0,48.0,,,,0.0,,16.0,,10.399999999999977,10.399999999999977,7.0,3.0,-0.4,2022,7,13,4,3.42,165.0
2424.52,4.412,2,120,39.0472942,-139.8417958,4.412,2022-07-13 04:36:05,,0.0,48.0,,,,0.0,,16.0,,10.199999999999989,10.199999999999989,7.0,3.0,-0.91,2022,7,13,4,3.42,165.0
2429.2,4.87,2,120,39.0473037,-139.8417413,4.87,2022-07-13 04:36:06,,0.0,48.0,,,,0.0,,16.0,,10.0,10.0,7.0,3.0,-1.58,2022,7,13,4,3.42,165.0
2434.28,5.332,2,120,39.0473128,-139.8416782,5.332,2022-07-13 04:36:07,,0.0,48.0,,,,0.0,,16.0,,9.800000000000011,9.800000000000011,7.0,3.0,-2.27,2022,7,13,4,3.42,165.0
2439.94,5.768,2,119,39.0473261,-139.8416063,5.768,2022-07-13 04:36:08,,0.0,48.0,,,,0.0,,16.0,,9.600000000000023,9.600000000000023,7.0,4.0,-2.88,2022,7,13,4,3.42,165.0
2445.98,6.224,2,120,39.0473397,-139.8415336,6.224,2022-07-13 04:36:09,,0.0,48.0,,,,0.0,,16.0,,9.199999999999989,9.199999999999989,7.0,4.0,-3.36,2022,7,13,4,3.42,165.0
2452.39,6.646,2,120,39.0473532,-139.8414535,6.646,2022-07-13 04:36:10,,0.0,48.0,,,,0.0,,16.0,,9.0,9.0,7.0,4.0,-3.79,2022,7,13,4,3.42,165.0
2459.45,7.058,2,117,39.047367,-139.8413624,7.058,2022-07-13 04:36:11,,0.0,48.0,,,,0.0,,16.0,,8.399999999999977,8.399999999999977,7.0,4.0,-4.19,2022,7,13,4,3.42,165.0
2466.59,7.48,2,118,39.0473886,-139.8412727,7.48,2022-07-13 04:36:12,,0.0,48.0,,,,0.0,,16.0,,8.199999999999989,8.199999999999989,7.0,5.0,-4.26,2022,7,13,4,3.42,165.0
2474.36,7.504,2,118,39.0474117,-139.84118,7.504,2022-07-13 04:36:13,,0.0,48.0,,,,0.0,,16.0,,7.800000000000011,7.800000000000011,7.0,5.0,-4.15,2022,7,13,4,3.42,165.0
2481.31,6.979,2,118,39.0474298,-139.8410918,6.979,2022-07-13 04:36:14,,0.0,48.0,,,,0.0,,16.0,,7.399999999999977,7.399999999999977,7.0,5.0,-4.02,2022,7,13,4,3.42,165.0
2488.51,7.041,2,119,39.0474523,-139.8410078,7.041,2022-07-13 04:36:15,,0.0,48.0,,,,0.0,,16.0,,7.0,7.0,7.0,5.0,-3.91,2022,7,13,4,3.42,165.0
2495.66,7.206,2,121,39.0474713,-139.8409162,7.206,2022-07-13 04:36:16,,0.0,48.0,,,,0.0,,16.0,,6.399999999999977,6.399999999999977,7.0,6.0,-4.02,2022,7,13,4,3.42,165.0
2502.96,7.294,2,121,39.0474974,-139.8408345,7.294,2022-07-13 04:36:17,,0.0,48.0,,,,0.0,,16.0,,6.199999999999989,6.199999999999989,7.0,6.0,-4.26,2022,7,13,4,3.42,165.0
2510.35,7.305,2,121,39.0475207,-139.8407442,7.305,2022-07-13 04:36:18,,0.0,48.0,,,,0.0,,16.0,,6.0,6.0,7.0,7.0,-4.41,2022,7,13,4,3.42,165.0
2517.36,7.118,2,120,39.0475472,-139.8406622,7.118,2022-07-13 04:36:19,,0.0,48.0,,,,0.0,,16.0,,6.0,6.0,7.0,7.0,-4.41,2022,7,13,4,3.42,165.0
2524.03,5.971,2,121,39.0475751,-139.8405787,5.971,2022-07-13 04:36:20,,0.0,48.0,,,,0.0,,16.0,,5.600000000000023,5.600000000000023,7.0,8.0,-4.37,2022,7,13,4,3.42,165.0
2529.26,4.505,2,120,39.047602,-139.8405223,4.505,2022-07-13 04:36:21,,0.0,48.0,,,,0.0,,16.0,,5.399999999999977,5.399999999999977,7.0,8.0,-4.35,2022,7,13,4,3.42,165.0
2533.17,3.353,2,120,39.0476171,-139.8404758,3.353,2022-07-13 04:36:22,,0.0,48.0,,,,0.0,,16.0,,5.199999999999989,5.199999999999989,7.0,8.0,-4.13,2022,7,13,4,3.42,165.0
2536.47,3.144,2,120,39.0476268,-139.840438,3.144,2022-07-13 04:36:23,,0.0,48.0,,,,0.0,,16.0,,5.0,5.0,7.0,8.0,-3.83,2022,7,13,4,3.42,165.0
2539.48,2.836,2,120,39.0476318,-139.8403933,2.836,2022-07-13 04:36:24,,0.0,48.0,,,,0.0,,16.0,,4.800000000000011,4.800000000000011,7.0,9.0,-3.55,2022,7,13,4,3.42,165.0
2542.2,2.806,2,120,39.0476364,-139.8403642,2.806,2022-07-13 04:36:25,,0.0,48.0,,,,0.0,,16.0,,4.800000000000011,4.800000000000011,7.0,9.0,-3.35,2022,7,13,4,3.42,165.0
2545.0,2.899,2,120,39.0476449,-139.8403294,2.899,2022-07-13 04:36:26,,17.0,48.0,,,,14.0,,16.0,,4.800000000000011,4.800000000000011,7.0,9.0,-3.37,2022,7,13,4,3.42,165.0
2548.45,3.75,2,118,39.0476624,-139.8402924,3.75,2022-07-13 04:36:27,,48.0,48.0,22.0,,67.0,31.0,0.0,16.0,100.0,4.600000000000023,4.600000000000023,7.0,9.0,-3.6,2022,7,13,4,3.42,165.0
2552.32,3.946,2,118,39.0476723,-139.8402394,3.946,2022-07-13 04:36:28,,75.0,48.0,19.0,26.0,70.0,149.0,13.5,16.0,80.5,4.600000000000023,4.600000000000023,7.0,9.0,-3.6,2022,7,13,4,3.42,165.0
2556.29,4.135,2,117,39.0476814,-139.8401931,4.135,2022-07-13 04:36:29,,80.0,48.0,17.5,36.0,66.5,165.0,20.0,16.0,72.0,4.600000000000023,4.600000000000023,7.0,9.0,-3.05,2022,7,13,4,3.42,165.0
2560.66,4.378,2,118,39.0476905,-139.8401393,4.378,2022-07-13 04:36:30,,83.0,48.0,16.5,46.0,60.5,180.0,20.0,16.0,69.0,4.600000000000023,4.600000000000023,7.0,9.0,-2.22,2022,7,13,4,3.42,165.0
2565.06,4.522,2,119,39.0476914,-139.8400846,4.522,2022-07-13 04:36:31,,87.0,49.0,11.5,52.0,59.5,106.0,17.0,16.0,58.5,4.600000000000023,4.600000000000023,7.0,9.0,-1.57,2022,7,13,4,3.42,165.0
2569.73,4.723,2,118,39.0476955,-139.8400218,4.723,2022-07-13 04:36:32,,91.0,49.0,7.0,47.0,59.0,90.0,14.0,16.0,48.5,4.600000000000023,4.600000000000023,7.0,9.0,-1.13,2022,7,13,4,3.42,165.0
2574.38,4.714,2,118,39.0477041,-139.8399671,4.714,2022-07-13 04:36:33,,82.0,49.0,2.0,7.0,58.0,56.0,11.0,16.0,38.0,4.600000000000023,4.600000000000023,7.0,9.0,-0.85,2022,7,13,4,3.42,165.0
2579.14,4.695,2,118,39.047705,-139.8399035,4.695,2022-07-13 04:36:34,,64.0,49.0,0.0,5.0,57.5,11.0,7.5,16.0,34.0,4.399999999999977,4.399999999999977,7.0,9.0,-0.64,2022,7,13,4,3.42,165.0
2583.87,4.62,2,117,39.0477133,-139.8398396,4.62,2022-07-13 04:36:35,,45.0,49.0,0.0,12.0,57.0,2.0,3.5,16.0,34.5,4.399999999999977,4.399999999999977,7.0,9.0,-0.54,2022,7,13,4,3.42,165.0
2588.42,4.513,2,118,39.0477182,-139.8397845,4.513,2022-07-13 04:36:36,,27.0,49.0,0.0,19.0,56.0,1.0,0.0,16.0,35.5,4.399999999999977,4.399999999999977,7.0,9.0,-0.51,2022,7,13,4,3.42,165.0
2592.76,4.42,2,118,39.0477227,-139.839731,4.42,2022-07-13 04:36:37,,8.0,49.0,0.0,25.0,55.5,0.0,0.0,16.0,36.5,4.600000000000023,4.600000000000023,7.0,9.0,-0.49,2022,7,13,4,3.42,165.0
2597.2,4.314,2,117,39.0477313,-139.8396761,4.314,2022-07-13 04:36:38,,0.0,49.0,0.0,32.0,55.0,0.0,0.0,16.0,37.0,4.600000000000023,4.600000000000023,7.0,9.0,-0.09,2022,7,13,4,3.42,165.0
2601.39,4.163,2,118,39.0477365,-139.8396203,4.163,2022-07-13 04:36:39,,0.0,49.0,0.0,39.0,54.0,0.0,0.0,16.0,38.0,4.600000000000023,4.600000000000023,7.0,9.0,0.0,2022,7,13,4,3.42,165.0
2605.47,4.055,2,117,39.0477369,-139.8395741,4.055,2022-07-13 04:36:40,,14.0,49.0,0.0,45.0,53.5,0.0,0.0,16.0,38.5,4.600000000000023,4.600000000000023,7.0,9.0,0.0,2022,7,13,4,3.42,165.0
2609.5,4.043,2,117,39.047741,-139.8395208,4.043,2022-07-13 04:36:41,,18.0,49.0,1.0,52.0,53.0,9.0,0.0,16.0,39.5,4.600000000000023,4.600000000000023,7.0,9.0,0.0,2022,7,13,4,3.42,165.0
2613.6,4.139,2,116,39.0477456,-139.8394658,4.139,2022-07-13 04:36:42,,82.0,49.0,13.5,57.0,52.0,35.0,0.0,16.0,40.0,4.600000000000023,4.600000000000023,7.0,9.0,0.0,2022,7,13,4,3.42,165.0
2617.7,4.147,2,116,39.047746,-139.8394191,4.147,2022-07-13 04:36:43,,84.0,49.0,14.0,48.0,49.5,74.0,6.5,16.0,41.0,4.600000000000023,4.600000000000023,7.0,9.0,0.0,2022,7,13,4,3.42,165.0
2621.91,4.123,2,116,39.0477501,-139.8393654,4.123,2022-07-13 04:36:44,,84.0,49.0,14.0,50.0,49.0,74.0,11.5,16.0,41.5,4.600000000000023,4.600000000000023,7.0,9.0,0.0,2022,7,13,4,3.42,165.0
2626.01,4.107,2,115,39.0477547,-139.839311,4.107,2022-07-13 04:36:45,,84.0,49.0,17.0,55.0,54.5,75.0,11.5,16.0,41.5,4.800000000000011,4.800000000000011,7.0,9.0,0.38,2022,7,13,4,3.42,165.0
2630.12,4.259,2,115,39.0477634,-139.8392562,4.259,2022-07-13 04:36:46,,84.0,49.0,21.0,58.0,70.5,85.0,12.5,16.0,44.5,4.800000000000011,4.800000000000011,7.0,9.0,0.61,2022,7,13,4,3.42,165.0
2634.51,4.677,2,115,39.0477683,-139.8392018,4.677,2022-07-13 04:36:47,,84.0,49.0,18.5,50.0,67.5,110.0,15.5,16.0,56.5,4.800000000000011,4.800000000000011,7.0,9.0,0.78,2022,7,13,4,3.42,165.0
2639.32,4.722,2,116,39.0477849,-139.8391484,4.722,2022-07-13 04:36:48,,84.0,49.0,18.0,42.0,63.5,136.0,20.0,16.0,68.5,4.800000000000011,4.800000000000011,7.0,9.0,0.91,2022,7,13,4,3.42,165.0
2644.1,4.744,2,117,39.0478157,-139.8390929,4.744,2022-07-13 04:36:49,,85.0,50.0,19.0,43.0,61.5,143.0,22.0,16.0,73.0,5.0,5.0,7.0,9.0,0.99,2022,7,13,4,3.42,165.0
2648.7,4.56,2,117,39.0478561,-139.8390626,4.56,2022-07-13 04:36:50,,86.0,50.0,18.5,50.0,60.5,122.0,20.0,16.0,66.5,5.0,5.0,7.0,9.0,1.09,2022,7,13,4,3.42,165.0
2653.47,4.707,2,117,39.0479054,-139.8390436,4.707,2022-07-13 04:36:51,,85.0,50.0,18.0,57.0,59.0,105.0,17.5,16.0,59.5,5.0,5.0,7.0,9.0,1.12,2022,7,13,4,3.42,165.0
2658.29,4.749,2,117,39.0479554,-139.8390337,4.749,2022-07-13 04:36:52,,72.0,50.0,17.5,52.0,57.5,91.0,14.0,16.0,50.5,5.199999999999989,5.199999999999989,7.0,9.0,1.1,2022,7,13,4,3.42,165.0
2662.87,4.721,2,117,39.0480048,-139.8390329,4.721,2022-07-13 04:36:53,,49.0,50.0,17.5,53.0,57.5,78.0,12.0,16.0,44.0,5.0,5.0,7.0,9.0,1.05,2022,7,13,4,3.42,165.0
2667.37,4.261,2,116,39.0480511,-139.8390411,4.261,2022-07-13 04:36:54,,26.0,50.0,18.5,55.0,60.0,65.0,11.0,16.0,40.0,5.0,5.0,7.0,9.0,0.88,2022,7,13,4,3.42,165.0
2671.37,4.135,2,116,39.048097,-139.8390337,4.135,2022-07-13 04:36:55,,4.0,50.0,19.5,57.0,62.0,0.0,9.5,16.0,36.0,5.0,5.0,7.0,9.0,0.17,2022,7,13,4,3.42,165.0
2675.2,3.752,2,115,39.04813,-139.839008,3.752,2022-07-13 04:36:56,,0.0,50.0,20.0,59.0,64.0,0.0,8.5,16.0,32.0,5.0,5.0,7.0,9.0,0.0,2022,7,13,4,3.42,165.0
2678.94,3.691,2,115,39.0481578,-139.8389723,3.691,2022-07-13 04:36:57,,0.0,50.0,21.0,61.0,66.0,0.0,7.5,16.0,28.0,5.0,5.0,7.0,9.0,0.0,2022,7,13,4,3.42,165.0
2682.62,3.718,2,115,39.048185,-139.838936,3.718,2022-07-13 04:36:58,,0.0,50.0,22.0,63.0,68.0,0.0,6.5,16.0,24.0,4.800000000000011,4.800000000000011,7.0,9.0,-0.14,2022,7,13,4,3.42,165.0
2686.11,3.577,2,115,39.0482082,-139.8388996,3.577,2022-07-13 04:36:59,,0.0,50.0,22.5,65.0,70.0,0.0,5.5,16.0,20.0,4.800000000000011,4.800000000000011,7.0,9.0,-0.51,2022,7,13,4,3.42,165.0
2689.48,3.356,2,113,39.0482143,-139.8388633,3.356,2022-07-13 04:37:00,,0.0,50.0,23.5,67.0,72.0,0.0,4.0,16.0,16.0,4.600000000000023,4.600000000000023,7.0,9.0,-0.83,2022,7,13,4,3.42,165.0
2692.93,3.644,2,112,39.0482148,-139.8388184,3.644,2022-07-13 04:37:01,,29.0,50.0,24.5,70.0,74.0,5.0,3.0,16.0,11.5,4.600000000000023,4.600000000000023,7.0,10.0,-1.11,2022,7,13,4,3.42,165.0
2697.01,4.128,2,114,39.0482065,-139.8387649,4.128,2022-07-13 04:37:02,,50.0,50.0,25.5,72.0,76.0,10.0,2.0,16.0,7.5,4.600000000000023,4.600000000000023,7.0,10.0,-1.3,2022,7,13,4,3.42,165.0
2701.29,3.965,2,115,39.0481932,-139.8387099,3.965,2022-07-13 04:37:03,,31.0,50.0,26.0,,78.0,13.0,1.0,16.0,3.5,4.600000000000023,4.600000000000023,7.0,10.0,-1.32,2022,7,13,4,3.42,165.0
2705.28,3.846,2,116,39.0481797,-139.8386641,3.846,2022-07-13 04:37:04,,12.0,50.0,,,,16.0,,16.0,,4.600000000000023,4.600000000000023,7.0,10.0,-1.31,2022,7,13,4,3.42,165.0
2709.22,3.933,2,114,39.0481703,-139.8386114,3.933,2022-07-13 04:37:05,,0.0,50.0,,,,0.0,,16.0,,4.600000000000023,4.600000000000023,7.0,10.0,-1.23,2022,7,13,4,3.42,165.0
2713.02,3.39,2,113,39.0481654,-139.8385664,3.39,2022-07-13 04:37:06,,0.0,50.0,,,,0.0,,16.0,,4.600000000000023,4.600000000000023,7.0,10.0,-1.03,2022,7,13,4,3.42,165.0
2716.69,3.184,2,113,39.0481647,-139.8385187,3.184,2022-07-13 04:37:07,,0.0,50.0,,,,0.0,,16.0,,4.600000000000023,4.600000000000023,7.0,10.0,-0.74,2022,7,13,4,3.42,165.0
2720.17,2.855,2,113,39.0481647,-139.8384727,2.855,2022-07-13 04:37:08,,0.0,50.0,,,,0.0,,16.0,,4.600000000000023,4.600000000000023,7.0,10.0,-0.14,2022,7,13,4,3.42,165.0
2723.32,2.912,2,113,39.0481688,-139.8384355,2.912,2022-07-13 04:37:09,,0.0,50.0,,,,0.0,,16.0,,4.800000000000011,4.800000000000011,7.0,10.0,-0.11,2022,7,13,4,3.42,165.0
2726.44,2.909,2,113,39.0481692,-139.8383992,2.909,2022-07-13 04:37:10,,0.0,50.0,,,,0.0,,16.0,,4.800000000000011,4.800000000000011,7.0,10.0,0.12,2022,7,13,4,3.42,165.0
2728.9,1.717,2,114,39.0481651,-139.8383627,1.717,2022-07-13 04:37:11,,0.0,50.0,,,,0.0,,16.0,,4.800000000000011,4.800000000000011,7.0,10.0,0.4,2022,7,13,4,3.42,165.0
