distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,speed,timestamp,battery_soc,cadence,calories,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,temperature,right_torque_effectiveness,altitude,enhanced_altitude,ascent,descent,grade,year,month,day,hour,wind_speed,wind_direction
0.0,4.658,2,91,39.0397952,-139.8586391,4.658,2022-07-13 04:28:38,,,,,,,,,,,,,,,,2022,7,13,4,3.42,165.0
3.6,4.911,2,91,39.0398192,-139.8586801,4.911,2022-07-13 04:28:39,25.0,80.0,0.0,22.0,39.0,68.0,162.0,7.0,15.0,,,,,,,2022,7,13,4,3.42,165.0
9.22,5.124,2,91,39.0398543,-139.8587404,5.124,2022-07-13 04:28:40,,84.0,0.0,20.5,45.0,68.0,241.0,13.5,15.0,,,,,,,2022,7,13,4,3.42,165.0
14.69,5.06,2,93,39.0398838,-139.8587981,5.06,2022-07-13 04:28:41,,84.0,0.0,19.5,43.0,67.5,206.0,20.5,15.0,78.0,,,,,,2022,7,13,4,3.42,165.0
19.56,4.963,2,93,39.0399111,-139.8588526,4.963,2022-07-13 04:28:42,,82.0,0.0,20.0,46.0,71.5,177.0,24.0,15.0,80.0,,,,,,2022,7,13,4,3.42,165.0
24.39,4.525,2,92,39.0399345,-139.8589078,4.525,2022-07-13 04:28:43,,80.0,0.0,18.0,47.0,64.0,147.0,24.0,15.0,76.5,3.3999999999999773,3.3999999999999773,,,,2022,7,13,4,3.42,165.0
29.01,4.773,2,96,39.0399608,-139.8589531,4.773,2022-07-13 04:28:44,,81.0,0.0,14.0,49.0,50.0,105.0,21.5,15.0,68.5,3.3999999999999773,3.3999999999999773,0.0,0.0,0.0,2022,7,13,4,3.42,165.0
33.96,5.029,2,99,39.039984,-139.8590066,5.029,2022-07-13 04:28:45,,81.0,0.0,14.0,54.0,51.0,92.0,19.0,15.0,61.5,3.3999999999999773,3.3999999999999773,0.0,0.0,0.0,2022,7,13,4,3.42,165.0
38.64,4.566,2,103,39.040014,-139.8590597,4.566,2022-07-13 04:28:46,,66.0,0.0,14.0,57.0,52.0,79.0,16.5,15.0,54.5,3.6000000000000227,3.6000000000000227,0.0,0.0,0.0,2022,7,13,4,3.42,165.0
43.47,4.626,2,108,39.0400427,-139.8591077,4.626,2022-07-13 04:28:47,,45.0,0.0,14.0,56.0,53.0,64.0,16.5,15.0,55.0,3.6000000000000227,3.6000000000000227,0.0,0.0,0.0,2022,7,13,4,3.42,165.0
48.09,4.194,2,110,39.0400701,-139.8591616,4.194,2022-07-13 04:28:48,,25.0,0.0,13.5,55.0,54.0,50.0,17.0,15.0,58.0,3.8000000000000114,3.8000000000000114,0.0,0.0,0.09,2022,7,13,4,3.42,165.0
52.6,4.169,2,114,39.0400936,-139.8592085,4.169,2022-07-13 04:28:49,,5.0,0.0,13.5,53.0,55.5,36.0,18.0,15.0,61.0,3.8000000000000114,3.8000000000000114,0.0,0.0,0.9,2022,7,13,4,3.42,165.0
56.78,3.541,2,115,39.0401244,-139.8592537,3.541,2022-07-13 04:28:50,,0.0,0.0,13.0,52.0,56.5,0.0,18.5,15.0,64.0,4.0,4.0,0.0,0.0,1.11,2022,7,13,4,3.42,165.0
59.82,2.924,2,118,39.0401435,-139.8592822,2.924,2022-07-13 04:28:51,,0.0,0.0,13.0,51.0,58.0,0.0,19.0,15.0,66.5,4.0,4.0,0.0,0.0,1.31,2022,7,13,4,3.42,165.0
62.38,1.865,2,120,39.040158,-139.8593101,1.865,2022-07-13 04:28:52,,0.0,0.0,13.0,50.0,59.0,0.0,19.5,15.0,69.5,4.0,4.0,1.0,0.0,1.56,2022,7,13,4,3.42,165.0
64.7,2.663,2,122,39.0401675,-139.8593373,2.663,2022-07-13 04:28:53,,0.0,0.0,12.5,49.0,60.0,0.0,20.5,15.0,72.5,4.0,4.0,1.0,0.0,1.69,2022,7,13,4,3.42,165.0
68.16,3.472,2,122,39.0401888,-139.8593727,3.472,2022-07-13 04:28:54,,20.0,0.0,12.5,48.0,61.5,26.0,21.0,15.0,75.0,4.199999999999989,4.199999999999989,1.0,0.0,1.77,2022,7,13,4,3.42,165.0
71.95,3.618,2,122,39.0402077,-139.8594178,3.618,2022-07-13 04:28:55,,39.0,1.0,12.0,46.0,62.5,47.0,21.5,15.0,78.0,4.199999999999989,4.199999999999989,1.0,0.0,1.77,2022,7,13,4,3.42,165.0
75.98,4.008,2,122,39.0402297,-139.8594626,4.008,2022-07-13 04:28:56,,39.0,1.0,12.0,45.0,64.0,63.0,22.5,15.0,81.0,4.199999999999989,4.199999999999989,1.0,0.0,1.66,2022,7,13,4,3.42,165.0
80.24,3.985,2,121,39.040257,-139.8595006,3.985,2022-07-13 04:28:57,,39.0,1.0,11.5,44.0,65.0,80.0,23.0,15.0,84.0,4.199999999999989,4.199999999999989,1.0,0.0,1.52,2022,7,13,4,3.42,165.0
84.43,4.023,2,122,39.0402801,-139.8595452,4.023,2022-07-13 04:28:58,,39.0,1.0,11.5,43.0,65.5,96.0,23.0,15.0,85.5,4.199999999999989,4.199999999999989,1.0,0.0,1.35,2022,7,13,4,3.42,165.0
88.69,4.193,2,122,39.0403073,-139.8595911,4.193,2022-07-13 04:28:59,,40.0,1.0,11.5,40.0,63.5,112.0,22.0,15.0,82.5,4.199999999999989,4.199999999999989,1.0,0.0,1.12,2022,7,13,4,3.42,165.0
92.43,4.248,2,122,39.0403263,-139.8596353,4.248,2022-07-13 04:29:00,,39.0,1.0,11.5,31.0,61.5,164.0,21.0,15.0,80.0,4.399999999999977,4.399999999999977,1.0,0.0,0.84,2022,7,13,4,3.42,165.0
97.38,3.926,2,121,39.0403566,-139.85969,3.926,2022-07-13 04:29:01,,36.0,1.0,11.5,22.0,59.5,162.0,20.0,15.0,77.0,4.399999999999977,4.399999999999977,1.0,0.0,0.72,2022,7,13,4,3.42,165.0
101.33,3.715,2,119,39.0403803,-139.8597281,3.715,2022-07-13 04:29:02,,32.0,2.0,11.5,13.0,57.5,133.0,19.0,15.0,74.5,4.399999999999977,4.399999999999977,1.0,0.0,0.76,2022,7,13,4,3.42,165.0
105.39,3.916,2,120,39.0404073,-139.859773,3.916,2022-07-13 04:29:03,,23.0,2.0,12.0,10.0,56.5,98.0,18.0,15.0,73.0,4.600000000000023,4.600000000000023,1.0,0.0,0.91,2022,7,13,4,3.42,165.0
109.21,3.897,2,119,39.040433,-139.859808,3.897,2022-07-13 04:29:04,,14.0,2.0,12.5,12.0,58.0,64.0,19.0,15.0,74.5,4.600000000000023,4.600000000000023,1.0,0.0,1.08,2022,7,13,4,3.42,165.0
113.34,3.994,2,119,39.0404615,-139.859846,3.994,2022-07-13 04:29:05,,4.0,2.0,13.5,15.0,59.5,0.0,19.5,15.0,76.0,4.600000000000023,4.600000000000023,1.0,0.0,1.27,2022,7,13,4,3.42,165.0
117.24,3.921,2,118,39.0404932,-139.8598829,3.921,2022-07-13 04:29:06,,0.0,2.0,14.5,17.0,61.0,0.0,20.0,15.0,77.5,4.800000000000011,4.800000000000011,1.0,0.0,1.43,2022,7,13,4,3.42,165.0
120.62,3.523,2,116,39.0405168,-139.8599109,3.523,2022-07-13 04:29:07,,0.0,2.0,15.5,19.0,62.5,0.0,21.0,15.0,79.0,4.800000000000011,4.800000000000011,1.0,0.0,1.55,2022,7,13,4,3.42,165.0
123.76,3.229,2,118,39.0405354,-139.8599466,3.229,2022-07-13 04:29:08,,0.0,2.0,16.5,22.0,64.0,0.0,21.5,15.0,80.5,4.800000000000011,4.800000000000011,1.0,0.0,1.58,2022,7,13,4,3.42,165.0
126.64,2.984,2,118,39.0405536,-139.8599746,2.984,2022-07-13 04:29:09,,0.0,2.0,17.5,24.0,65.5,0.0,22.0,15.0,82.0,5.0,5.0,1.0,0.0,1.54,2022,7,13,4,3.42,165.0
129.08,2.383,2,117,39.0405718,-139.8600019,2.383,2022-07-13 04:29:10,,0.0,2.0,18.5,26.0,67.0,0.0,23.0,15.0,83.5,5.0,5.0,1.0,0.0,1.42,2022,7,13,4,3.42,165.0
131.46,2.407,2,118,39.0405858,-139.8600209,2.407,2022-07-13 04:29:11,,0.0,2.0,19.5,28.0,68.5,0.0,23.5,15.0,85.0,5.0,5.0,2.0,0.0,1.35,2022,7,13,4,3.42,165.0
133.89,2.416,2,117,39.0406039,-139.8600478,2.416,2022-07-13 04:29:12,,4.0,2.0,20.5,31.0,70.0,0.0,24.0,15.0,86.5,5.0,5.0,2.0,0.0,1.38,2022,7,13,4,3.42,165.0
136.48,2.664,2,118,39.040622,-139.8600666,2.664,2022-07-13 04:29:13,,17.0,2.0,21.0,33.0,71.5,8.0,24.5,15.0,88.0,5.0,5.0,2.0,0.0,1.45,2022,7,13,4,3.42,165.0
139.4,3.12,2,117,39.040636,-139.8601014,3.12,2022-07-13 04:29:14,,31.0,2.0,22.0,35.0,73.0,11.0,25.5,15.0,89.5,5.199999999999989,5.199999999999989,2.0,0.0,1.46,2022,7,13,4,3.42,165.0
142.77,3.378,2,116,39.0406538,-139.8601378,3.378,2022-07-13 04:29:15,,43.0,2.0,23.0,38.0,74.5,90.0,26.0,15.0,91.5,5.199999999999989,5.199999999999989,2.0,0.0,1.46,2022,7,13,4,3.42,165.0
146.22,3.645,2,117,39.0406761,-139.8601741,3.645,2022-07-13 04:29:16,,49.0,2.0,24.0,40.0,76.0,123.0,26.5,15.0,93.0,5.199999999999989,5.199999999999989,2.0,0.0,1.37,2022,7,13,4,3.42,165.0
149.91,3.669,2,118,39.0406982,-139.8602175,3.669,2022-07-13 04:29:17,,52.0,2.0,23.5,42.0,75.0,175.0,27.5,15.0,92.0,5.199999999999989,5.199999999999989,2.0,0.0,1.2,2022,7,13,4,3.42,165.0
153.77,3.691,2,115,39.0407211,-139.8602553,3.691,2022-07-13 04:29:18,,53.0,2.0,22.0,44.0,71.5,168.0,27.0,15.0,87.0,5.199999999999989,5.199999999999989,2.0,0.0,0.87,2022,7,13,4,3.42,165.0
157.64,3.622,2,113,39.0407483,-139.8602921,3.622,2022-07-13 04:29:19,,39.0,2.0,21.5,47.0,68.5,113.0,21.5,15.0,75.5,5.199999999999989,5.199999999999989,2.0,0.0,0.73,2022,7,13,4,3.42,165.0
161.55,3.58,2,113,39.0407755,-139.8603284,3.58,2022-07-13 04:29:20,,24.0,2.0,21.5,51.0,70.0,76.0,20.5,15.0,73.5,5.399999999999977,5.399999999999977,2.0,0.0,0.63,2022,7,13,4,3.42,165.0
165.3,3.512,2,114,39.040803,-139.8603651,3.512,2022-07-13 04:29:21,,10.0,2.0,22.0,55.0,71.0,38.0,19.5,15.0,71.5,5.399999999999977,5.399999999999977,2.0,0.0,0.69,2022,7,13,4,3.42,165.0
168.82,3.162,2,113,39.0408297,-139.8604007,3.162,2022-07-13 04:29:22,,0.0,2.0,22.0,59.0,72.5,0.0,18.5,15.0,69.5,5.399999999999977,5.399999999999977,2.0,0.0,0.87,2022,7,13,4,3.42,165.0
172.14,3.312,2,113,39.0408534,-139.8604295,3.312,2022-07-13 04:29:23,,0.0,2.0,22.0,63.0,73.5,0.0,17.0,15.0,67.5,5.600000000000023,5.600000000000023,2.0,0.0,1.1,2022,7,13,4,3.42,165.0
174.96,2.954,2,114,39.0408762,-139.8604569,2.954,2022-07-13 04:29:24,,0.0,2.0,22.5,67.0,75.0,0.0,16.0,15.0,65.5,5.600000000000023,5.600000000000023,2.0,0.0,1.32,2022,7,13,4,3.42,165.0
177.25,2.455,2,112,39.0408949,-139.860476,2.455,2022-07-13 04:29:25,,0.0,2.0,22.5,71.0,76.5,0.0,15.0,15.0,63.5,5.600000000000023,5.600000000000023,2.0,0.0,1.55,2022,7,13,4,3.42,165.0
179.26,2.118,2,110,39.0409131,-139.860486,2.118,2022-07-13 04:29:26,,0.0,2.0,22.5,75.0,77.5,0.0,14.0,15.0,61.5,5.800000000000011,5.800000000000011,2.0,0.0,1.73,2022,7,13,4,3.42,165.0
181.33,2.085,2,112,39.0409353,-139.860495,2.085,2022-07-13 04:29:27,,0.0,2.0,23.0,79.0,79.0,0.0,13.0,15.0,59.5,5.800000000000011,5.800000000000011,2.0,0.0,1.88,2022,7,13,4,3.42,165.0
183.45,2.132,2,113,39.0409576,-139.8604879,2.132,2022-07-13 04:29:28,,0.0,2.0,23.0,83.0,80.0,0.0,12.0,15.0,57.5,5.800000000000011,5.800000000000011,2.0,0.0,1.96,2022,7,13,4,3.42,165.0
186.34,2.972,2,112,39.0409852,-139.8604785,2.972,2022-07-13 04:29:29,,11.0,2.0,23.0,87.0,81.5,9.0,11.0,15.0,55.5,5.800000000000011,5.800000000000011,2.0,0.0,2.08,2022,7,13,4,3.42,165.0
189.72,3.609,2,112,39.0410202,-139.8604614,3.609,2022-07-13 04:29:30,,33.0,3.0,23.0,91.0,83.0,40.0,10.0,15.0,53.5,6.0,6.0,3.0,0.0,2.1,2022,7,13,4,3.42,165.0
193.96,4.267,2,112,39.0410613,-139.8604429,4.267,2022-07-13 04:29:31,,44.0,3.0,23.5,85.0,84.0,87.0,8.5,15.0,51.5,6.0,6.0,3.0,0.0,2.1,2022,7,13,4,3.42,165.0
198.46,4.605,2,111,39.0411022,-139.8604082,4.605,2022-07-13 04:29:32,,55.0,3.0,22.5,77.0,82.5,203.0,11.5,15.0,58.0,6.0,6.0,3.0,0.0,1.94,2022,7,13,4,3.42,165.0
203.53,5.312,2,110,39.0411475,-139.8603716,5.312,2022-07-13 04:29:33,,69.0,3.0,18.5,68.0,75.5,245.0,22.5,15.0,83.5,5.800000000000011,5.800000000000011,3.0,0.0,1.46,2022,7,13,4,3.42,165.0
209.15,5.694,2,110,39.0412008,-139.8603356,5.694,2022-07-13 04:29:34,,76.0,3.0,17.0,59.0,73.5,261.0,20.0,15.0,76.0,5.600000000000023,5.600000000000023,3.0,0.0,0.0,2022,7,13,4,3.42,165.0
215.09,5.75,2,110,39.0412517,-139.8602906,5.75,2022-07-13 04:29:35,,72.0,4.0,16.5,51.0,70.5,263.0,19.5,15.0,74.5,5.399999999999977,5.399999999999977,3.0,0.0,-0.06,2022,7,13,4,3.42,165.0
220.98,5.724,2,109,39.0413016,-139.8602452,5.724,2022-07-13 04:29:36,,49.0,4.0,17.5,49.0,70.0,249.0,18.5,15.0,71.0,5.399999999999977,5.399999999999977,3.0,0.0,-0.78,2022,7,13,4,3.42,165.0
226.82,5.676,2,110,39.041356,-139.8602079,5.676,2022-07-13 04:29:37,,27.0,4.0,19.0,49.0,72.0,236.0,17.0,15.0,64.0,5.199999999999989,5.199999999999989,3.0,0.0,-1.35,2022,7,13,4,3.42,165.0
232.62,5.563,2,110,39.0414063,-139.8601633,5.563,2022-07-13 04:29:38,,4.0,4.0,21.0,48.0,74.0,0.0,15.0,15.0,57.5,5.0,5.0,3.0,1.0,-1.83,2022,7,13,4,3.42,165.0
238.12,5.498,2,111,39.0414544,-139.8601196,5.498,2022-07-13 04:29:39,,0.0,4.0,23.0,48.0,76.0,0.0,13.0,15.0,51.0,5.0,5.0,3.0,1.0,-2.07,2022,7,13,4,3.42,165.0
243.92,5.32,2,110,39.0415023,-139.8600723,5.32,2022-07-13 04:29:40,,0.0,4.0,24.5,48.0,78.0,0.0,11.5,15.0,44.5,5.0,5.0,3.0,1.0,-2.1,2022,7,13,4,3.42,165.0
249.85,5.882,2,109,39.041556,-139.860035,5.882,2022-07-13 04:29:41,,0.0,4.0,26.5,47.0,80.0,0.0,9.5,15.0,38.0,5.0,5.0,3.0,1.0,-1.96,2022,7,13,4,3.42,165.0
255.77,5.616,2,111,39.0416065,-139.8599904,5.616,2022-07-13 04:29:42,,0.0,4.0,28.0,47.0,82.0,0.0,8.0,15.0,31.5,5.0,5.0,3.0,1.0,-1.55,2022,7,13,4,3.42,165.0
261.9,6.238,2,109,39.0416608,-139.8599448,6.238,2022-07-13 04:29:43,,0.0,4.0,30.0,47.0,84.0,0.0,6.0,15.0,24.5,5.199999999999989,5.199999999999989,3.0,1.0,0.0,2022,7,13,4,3.42,165.0
268.55,6.712,2,109,39.0417197,-139.8598992,6.712,2022-07-13 04:29:44,,11.0,4.0,31.5,47.0,86.0,5.0,4.5,15.0,18.0,4.800000000000011,4.800000000000011,3.0,1.0,0.0,2022,7,13,4,3.42,165.0
274.48,5.934,2,108,39.0417731,-139.859863,5.934,2022-07-13 04:29:45,,32.0,4.0,33.5,46.0,88.0,10.0,2.5,15.0,11.5,4.800000000000011,4.800000000000011,3.0,1.0,0.0,2022,7,13,4,3.42,165.0
280.43,5.594,2,109,39.0418287,-139.8598178,5.594,2022-07-13 04:29:46,,23.0,4.0,,46.0,,17.0,,15.0,,4.600000000000023,4.600000000000023,3.0,1.0,-0.06,2022,7,13,4,3.42,165.0
286.16,5.6,2,109,39.0418797,-139.8597718,5.6,2022-07-13 04:29:47,,14.0,4.0,,46.0,,23.0,,15.0,,4.399999999999977,4.399999999999977,3.0,1.0,-0.74,2022,7,13,4,3.42,165.0
291.66,5.364,2,110,39.0419296,-139.8597347,5.364,2022-07-13 04:29:48,,4.0,4.0,,48.0,,0.0,,15.0,,4.399999999999977,4.399999999999977,3.0,1.0,-1.14,2022,7,13,4,3.42,165.0
297.0,5.289,2,110,39.041979,-139.8596988,5.289,2022-07-13 04:29:49,,0.0,4.0,,49.0,,0.0,,15.0,,4.399999999999977,4.399999999999977,3.0,1.0,-1.46,2022,7,13,4,3.42,165.0
302.43,5.247,2,109,39.0420299,-139.85967,5.247,2022-07-13 04:29:50,,0.0,4.0,,50.0,,0.0,,15.0,,4.399999999999977,4.399999999999977,3.0,2.0,-1.66,2022,7,13,4,3.42,165.0
307.86,5.301,2,108,39.0420761,-139.8596342,5.301,2022-07-13 04:29:51,,0.0,4.0,,51.0,,0.0,,15.0,,4.199999999999989,4.199999999999989,3.0,2.0,-1.77,2022,7,13,4,3.42,165.0
313.36,5.456,2,107,39.04213,-139.8595978,5.456,2022-07-13 04:29:52,,0.0,4.0,,53.0,,0.0,,15.0,,4.199999999999989,4.199999999999989,3.0,2.0,-1.63,2022,7,13,4,3.42,165.0
318.63,5.141,2,106,39.0421761,-139.8595615,5.141,2022-07-13 04:29:53,,0.0,4.0,,54.0,,0.0,,15.0,,4.199999999999989,4.199999999999989,3.0,2.0,0.0,2022,7,13,4,3.42,165.0
323.75,4.91,2,107,39.0422173,-139.8595169,4.91,2022-07-13 04:29:54,,0.0,4.0,,55.0,,0.0,,15.0,,4.199999999999989,4.199999999999989,3.0,2.0,0.0,2022,7,13,4,3.42,165.0
328.35,4.558,2,106,39.0422542,-139.8594797,4.558,2022-07-13 04:29:55,,0.0,4.0,,56.0,,0.0,,15.0,,4.199999999999989,4.199999999999989,3.0,2.0,0.0,2022,7,13,4,3.42,165.0
332.58,4.357,2,107,39.0422693,-139.8594285,4.357,2022-07-13 04:29:56,,0.0,4.0,,57.0,,0.0,,15.0,,4.199999999999989,4.199999999999989,3.0,2.0,0.0,2022,7,13,4,3.42,165.0
336.69,3.769,2,106,39.0422669,-139.8593721,3.769,2022-07-13 04:29:57,,0.0,4.0,,59.0,,0.0,,15.0,,4.199999999999989,4.199999999999989,3.0,2.0,0.0,2022,7,13,4,3.42,165.0
340.01,3.262,2,106,39.0422542,-139.8593346,3.262,2022-07-13 04:29:58,,0.0,4.0,,60.0,,0.0,,15.0,,4.199999999999989,4.199999999999989,3.0,2.0,0.0,2022,7,13,4,3.42,165.0
343.16,3.199,2,107,39.042249,-139.8592925,3.199,2022-07-13 04:29:59,,0.0,4.0,,61.0,,0.0,,15.0,,4.199999999999989,4.199999999999989,3.0,2.0,-0.01,2022,7,13,4,3.42,165.0
346.02,2.956,2,107,39.0422555,-139.8592565,2.956,2022-07-13 04:30:00,,0.0,4.0,,62.0,,0.0,,15.0,,4.199999999999989,4.199999999999989,3.0,2.0,-0.12,2022,7,13,4,3.42,165.0
348.9,2.385,2,108,39.0422737,-139.8592326,2.385,2022-07-13 04:30:01,,0.0,4.0,,64.0,,0.0,,15.0,,4.199999999999989,4.199999999999989,3.0,2.0,0.0,2022,7,13,4,3.42,165.0
352.19,3.393,2,109,39.0423087,-139.8592307,3.393,2022-07-13 04:30:02,,19.0,4.0,,65.0,,32.0,,15.0,,4.0,4.0,3.0,2.0,-0.02,2022,7,13,4,3.42,165.0
356.01,3.943,2,107,39.0423493,-139.8592473,3.943,2022-07-13 04:30:03,,42.0,4.0,,64.0,,70.0,,15.0,,4.0,4.0,3.0,2.0,-0.37,2022,7,13,4,3.42,165.0
360.05,3.885,2,106,39.0423901,-139.8592655,3.885,2022-07-13 04:30:04,,49.0,4.0,,45.0,,120.0,,15.0,,4.0,4.0,3.0,2.0,-0.51,2022,7,13,4,3.42,165.0
364.09,4.053,2,106,39.0424315,-139.8592838,4.053,2022-07-13 04:30:05,,52.0,4.0,22.0,51.0,76.5,171.0,18.0,15.0,75.0,4.199999999999989,4.199999999999989,3.0,2.0,-0.62,2022,7,13,4,3.42,165.0
368.14,4.271,2,106,39.0424723,-139.859277,4.271,2022-07-13 04:30:06,,60.0,4.0,19.5,63.0,70.0,173.0,14.0,15.0,54.5,4.0,4.0,3.0,2.0,-0.65,2022,7,13,4,3.42,165.0
372.42,4.483,2,107,39.0425174,-139.8592596,4.483,2022-07-13 04:30:07,,64.0,5.0,17.0,52.0,63.5,182.0,9.5,15.0,34.0,4.0,4.0,3.0,2.0,-0.79,2022,7,13,4,3.42,165.0
377.3,5.122,2,107,39.0425623,-139.8592335,5.122,2022-07-13 04:30:08,,68.0,5.0,16.0,42.0,64.5,192.0,12.5,15.0,50.0,3.8000000000000114,3.8000000000000114,3.0,2.0,-0.84,2022,7,13,4,3.42,165.0
382.56,5.437,2,107,39.0426071,-139.8591904,5.437,2022-07-13 04:30:09,,72.0,5.0,16.5,48.0,67.0,203.0,14.5,15.0,62.0,3.6000000000000227,3.6000000000000227,3.0,2.0,-1.0,2022,7,13,4,3.42,165.0
388.2,5.55,2,106,39.0426572,-139.8591444,5.55,2022-07-13 04:30:10,,76.0,5.0,17.5,53.0,69.5,213.0,15.0,15.0,65.5,3.6000000000000227,3.6000000000000227,3.0,2.0,-1.2,2022,7,13,4,3.42,165.0
393.86,5.417,2,106,39.0427039,-139.8590982,5.417,2022-07-13 04:30:11,,58.0,5.0,18.5,55.0,72.0,198.0,15.0,15.0,68.5,3.6000000000000227,3.6000000000000227,3.0,2.0,-1.23,2022,7,13,4,3.42,165.0
398.99,4.865,2,106,39.0427445,-139.8590535,4.865,2022-07-13 04:30:12,,36.0,5.0,19.0,56.0,73.0,148.0,14.0,15.0,63.5,3.8000000000000114,3.8000000000000114,3.0,3.0,-1.23,2022,7,13,4,3.42,165.0
404.0,5.064,2,105,39.0427859,-139.8590158,5.064,2022-07-13 04:30:13,,14.0,5.0,19.0,58.0,74.0,98.0,12.5,15.0,58.5,3.8000000000000114,3.8000000000000114,3.0,3.0,0.0,2022,7,13,4,3.42,165.0
408.93,4.792,2,104,39.0428267,-139.8589795,4.792,2022-07-13 04:30:14,,0.0,5.0,19.5,60.0,75.0,0.0,11.5,15.0,53.5,3.8000000000000114,3.8000000000000114,3.0,3.0,0.0,2022,7,13,4,3.42,165.0
413.79,4.64,2,102,39.0428724,-139.8589509,4.64,2022-07-13 04:30:15,,0.0,5.0,19.5,62.0,76.0,0.0,10.5,16.0,48.5,4.0,4.0,3.0,3.0,0.0,2022,7,13,4,3.42,165.0
418.51,4.688,2,103,39.042916,-139.8589168,4.688,2022-07-13 04:30:16,,0.0,5.0,20.0,64.0,76.5,0.0,9.5,16.0,43.5,4.0,4.0,3.0,3.0,0.0,2022,7,13,4,3.42,165.0
422.96,3.918,2,105,39.0429508,-139.858879,3.918,2022-07-13 04:30:17,,0.0,5.0,20.0,66.0,77.5,0.0,8.5,16.0,38.5,4.0,4.0,3.0,3.0,0.0,2022,7,13,4,3.42,165.0
427.03,4.125,2,105,39.0429743,-139.8588344,4.125,2022-07-13 04:30:18,,0.0,5.0,20.5,68.0,78.5,0.0,7.5,16.0,33.5,4.0,4.0,3.0,3.0,0.03,2022,7,13,4,3.42,165.0
431.44,4.384,2,105,39.0430095,-139.8587971,4.384,2022-07-13 04:30:19,,0.0,5.0,21.0,71.0,79.5,0.0,6.0,16.0,28.5,4.0,4.0,3.0,3.0,0.99,2022,7,13,4,3.42,165.0
436.19,4.913,2,104,39.0430497,-139.8587528,4.913,2022-07-13 04:30:20,,0.0,5.0,21.0,73.0,80.5,0.0,5.0,16.0,23.5,4.199999999999989,4.199999999999989,3.0,3.0,0.96,2022,7,13,4,3.42,165.0
441.35,5.115,2,104,39.0430911,-139.8587151,5.115,2022-07-13 04:30:21,,0.0,5.0,21.5,75.0,81.5,0.0,4.0,16.0,18.5,4.199999999999989,4.199999999999989,3.0,3.0,0.87,2022,7,13,4,3.42,165.0
446.09,4.41,2,102,39.0431363,-139.858687,4.41,2022-07-13 04:30:22,,14.0,5.0,21.5,77.0,82.0,7.0,3.0,16.0,13.5,4.199999999999989,4.199999999999989,3.0,3.0,0.75,2022,7,13,4,3.42,165.0
450.57,4.46,2,104,39.0431775,-139.8586598,4.46,2022-07-13 04:30:23,,31.0,5.0,22.0,79.0,83.0,25.0,2.0,16.0,8.5,4.0,4.0,3.0,3.0,0.0,2022,7,13,4,3.42,165.0
455.16,4.574,2,106,39.0432263,-139.8586409,4.574,2022-07-13 04:30:24,,63.0,6.0,21.0,60.0,79.5,73.0,1.5,16.0,7.0,3.8000000000000114,3.8000000000000114,3.0,3.0,0.0,2022,7,13,4,3.42,165.0
460.19,5.053,2,107,39.0432728,-139.8586059,5.053,2022-07-13 04:30:25,,72.0,6.0,19.0,50.0,73.5,111.0,1.5,16.0,7.5,3.8000000000000114,3.8000000000000114,3.0,3.0,-0.04,2022,7,13,4,3.42,165.0
465.4,5.33,2,107,39.0433135,-139.8585619,5.33,2022-07-13 04:30:26,,57.0,6.0,19.0,49.0,71.0,141.0,2.0,16.0,9.0,3.8000000000000114,3.8000000000000114,3.0,3.0,-0.46,2022,7,13,4,3.42,165.0
470.63,4.944,2,108,39.0433592,-139.858524,4.944,2022-07-13 04:30:27,,42.0,6.0,21.5,49.0,75.5,170.0,5.5,16.0,24.5,3.8000000000000114,3.8000000000000114,3.0,3.0,-0.84,2022,7,13,4,3.42,165.0
475.66,5.01,2,109,39.0434005,-139.8584794,5.01,2022-07-13 04:30:28,,28.0,6.0,24.0,48.0,80.5,200.0,9.5,16.0,39.5,3.6000000000000227,3.6000000000000227,3.0,3.0,-1.11,2022,7,13,4,3.42,165.0
480.56,4.56,2,110,39.0434456,-139.8584422,4.56,2022-07-13 04:30:29,,35.0,6.0,27.0,48.0,85.0,123.0,13.0,16.0,54.5,3.6000000000000227,3.6000000000000227,3.0,3.0,-1.28,2022,7,13,4,3.42,165.0
485.52,4.803,2,110,39.0434872,-139.8584056,4.803,2022-07-13 04:30:30,,72.0,6.0,26.0,48.0,84.0,109.0,11.0,16.0,75.0,3.6000000000000227,3.6000000000000227,3.0,3.0,-1.29,2022,7,13,4,3.42,165.0
490.7,5.253,2,110,39.0435359,-139.8583778,5.253,2022-07-13 04:30:31,,75.0,6.0,20.0,48.0,73.5,76.0,2.0,16.0,95.5,3.6000000000000227,3.6000000000000227,3.0,3.0,-1.14,2022,7,13,4,3.42,165.0
496.52,5.8,2,110,39.0435887,-139.8583352,5.8,2022-07-13 04:30:32,,78.0,7.0,14.5,47.0,65.5,173.0,15.5,16.0,63.5,3.8000000000000114,3.8000000000000114,3.0,3.0,-0.7,2022,7,13,4,3.42,165.0
503.01,6.268,2,110,39.0436445,-139.8582887,6.268,2022-07-13 04:30:33,,83.0,7.0,20.5,47.0,77.0,242.0,17.5,16.0,59.0,3.8000000000000114,3.8000000000000114,3.0,3.0,0.0,2022,7,13,4,3.42,165.0
