altitude,cadence,calories,enhanced_altitude,power,timestamp,ascent,battery_soc,descent,distance,enhanced_speed,gps_accuracy,grade,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,position_lat,position_long,right_pedal_smoothness,right_torque_effectiveness,speed,temperature,year,month,day,hour,wind_speed,wind_direction
70.20000000000005,82,0,70.20000000000005,223,2023-03-16 14:10:23,0.0,85.0,0.0,0.0,5.669,2.0,-5.44,26.0,58.0,82.0,50.518858,-84.8091182,24.5,84.0,5.669,13.0,2023,3,16,14,3.58,36.0
70.0,82,0,70.0,215,2023-03-16 14:10:24,0.0,,0.0,7.72,5.572,2.0,-5.56,28.0,58.0,89.0,50.5189335,-84.8091682,23.5,80.0,5.572,13.0,2023,3,16,14,3.58,36.0
69.60000000000002,83,0,69.60000000000002,239,2023-03-16 14:10:25,0.0,,1.0,13.75,5.599,2.0,-5.58,30.0,58.0,94.5,50.5189896,-84.809211,22.5,77.0,5.599,13.0,2023,3,16,14,3.58,36.0
69.60000000000002,83,0,69.60000000000002,247,2023-03-16 14:10:26,0.0,,1.0,19.63,5.469,2.0,-5.46,27.5,59.0,91.5,50.5190468,-84.8092471,24.5,85.0,5.469,13.0,2023,3,16,14,3.58,36.0
69.60000000000002,83,1,69.60000000000002,237,2023-03-16 14:10:27,0.0,,1.0,25.45,5.661,3.0,-5.15,25.0,59.0,89.5,50.5191024,-84.8092859,24.5,86.0,5.661,13.0,2023,3,16,14,3.58,36.0
69.60000000000002,84,1,69.60000000000002,224,2023-03-16 14:10:28,0.0,,2.0,31.99,6.027,3.0,-4.63,23.0,57.0,87.5,50.5191617,-84.8093341,24.0,85.5,6.027,13.0,2023,3,16,14,3.58,36.0
69.39999999999998,85,1,69.39999999999998,245,2023-03-16 14:10:29,0.0,,2.0,38.63,6.107,3.0,-4.03,23.0,56.0,89.0,50.5192236,-84.8093862,23.5,85.0,6.107,13.0,2023,3,16,14,3.58,36.0
69.39999999999998,84,1,69.39999999999998,261,2023-03-16 14:10:30,0.0,,2.0,45.74,5.947,3.0,-3.34,27.5,57.0,95.5,50.519293,-84.809429,23.5,85.0,5.947,13.0,2023,3,16,14,3.58,36.0
69.39999999999998,84,2,69.39999999999998,262,2023-03-16 14:10:31,0.0,,2.0,53.05,6.227,3.0,-2.57,27.0,58.0,93.0,50.519366,-84.8094681,23.5,86.5,6.227,13.0,2023,3,16,14,3.58,36.0
69.39999999999998,84,2,69.39999999999998,257,2023-03-16 14:10:32,0.0,,2.0,60.12,6.28,3.0,-1.88,26.0,58.0,91.0,50.5194343,-84.8095106,24.0,88.0,6.28,13.0,2023,3,16,14,3.58,36.0
69.20000000000005,84,2,69.20000000000005,249,2023-03-16 14:10:33,0.0,,2.0,66.47,6.509,3.0,-1.4,26.0,56.0,90.5,50.5194956,-84.8095475,24.0,87.0,6.509,13.0,2023,3,16,14,3.58,36.0
69.0,85,2,69.0,240,2023-03-16 14:10:34,0.0,,2.0,72.94,6.444,3.0,-1.09,26.5,54.0,91.0,50.5195595,-84.8095868,24.0,85.0,6.444,13.0,2023,3,16,14,3.58,36.0
69.0,85,2,69.0,224,2023-03-16 14:10:35,0.0,,2.0,79.66,6.648,3.0,-0.95,26.5,55.0,91.5,50.5196233,-84.8096296,23.5,82.5,6.648,13.0,2023,3,16,14,3.58,36.0
69.0,86,3,69.0,229,2023-03-16 14:10:36,0.0,,2.0,86.27,6.581,3.0,-0.92,27.0,55.0,92.0,50.519687,-84.8096687,23.5,80.5,6.581,13.0,2023,3,16,14,3.58,36.0
69.0,87,3,69.0,234,2023-03-16 14:10:37,0.0,,2.0,92.8,6.549,3.0,-0.86,27.0,56.0,92.0,50.519752,-84.8097088,23.5,80.0,6.549,13.0,2023,3,16,14,3.58,36.0
69.0,87,3,69.0,231,2023-03-16 14:10:38,0.0,,2.0,99.36,6.559,3.0,-0.39,27.5,56.0,92.0,50.5198187,-84.8097413,23.5,80.5,6.559,13.0,2023,3,16,14,3.58,36.0
68.79999999999995,88,3,68.79999999999995,218,2023-03-16 14:10:39,0.0,,2.0,105.99,6.681,3.0,-0.4,28.0,57.0,92.0,50.5198839,-84.8097811,23.5,81.0,6.681,12.0,2023,3,16,14,3.58,36.0
