altitude,ascent,battery_soc,descent,distance,enhanced_altitude,enhanced_speed,gps_accuracy,grade,position_lat,position_long,speed,temperature,timestamp,cadence,calories,left_right_balance,power,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,year,month,day,hour,wind_speed,wind_direction
23.200000000000045,0,98.0,0,3.71,23.200000000000045,7.412,4,0.0,50.5106788,-84.8176935,7.412,23,2023-04-17 02:29:40,,,,,,,,,2023,4,17,2,5.28,19.0
23.0,0,,0,7.78,23.0,7.364,4,0.0,50.5106471,-84.817733,7.364,23,2023-04-17 02:29:41,37.0,0.0,45.0,105.0,,,,,2023,4,17,2,5.28,19.0
23.0,0,,0,16.86,23.0,7.526,4,0.0,50.5105642,-84.8177994,7.526,23,2023-04-17 02:29:42,54.0,0.0,35.0,106.0,24.5,88.5,21.5,77.0,2023,4,17,2,5.28,19.0
22.799999999999955,0,,0,24.31,22.799999999999955,6.966,4,0.0,50.5104898,-84.817843,6.966,23,2023-04-17 02:29:43,71.0,0.0,25.0,114.0,22.0,81.5,22.0,76.5,2023,4,17,2,5.28,19.0
22.600000000000023,0,,0,33.86,22.600000000000023,6.458,4,0.0,50.5103886,-84.8178535,6.458,23,2023-04-17 02:29:44,88.0,0.0,26.0,122.0,20.0,74.0,22.0,76.5,2023,4,17,2,5.28,19.0
22.600000000000023,0,,0,42.37,22.600000000000023,5.149,4,0.0,50.5102992,-84.8178526,5.149,23,2023-04-17 02:29:45,72.0,0.0,27.0,132.0,17.5,67.0,22.5,76.0,2023,4,17,2,5.28,19.0
22.799999999999955,0,,0,47.05,22.799999999999955,3.758,4,0.0,50.5102513,-84.8178736,3.758,23,2023-04-17 02:29:46,52.0,0.0,29.0,130.0,15.0,59.5,22.5,76.0,2023,4,17,2,5.28,19.0
22.799999999999955,0,,0,50.68,22.799999999999955,3.409,3,0.0,50.5102196,-84.8179035,3.409,23,2023-04-17 02:29:47,32.0,0.0,31.0,128.0,13.0,52.5,23.0,75.5,2023,4,17,2,5.28,19.0
23.0,0,,0,54.43,23.0,3.392,3,0.0,50.5101894,-84.8179421,3.392,23,2023-04-17 02:29:48,21.0,0.0,32.0,119.0,20.0,70.0,11.0,88.0,2023,4,17,2,5.28,19.0
23.0,0,,0,58.46,23.0,3.992,3,0.0,50.5101637,-84.8179895,3.992,23,2023-04-17 02:29:49,25.0,0.0,65.0,60.0,30.5,92.0,1.0,71.5,2023,4,17,2,5.28,19.0
23.200000000000045,0,,0,62.97,23.200000000000045,4.391,3,0.0,50.5101458,-84.8180475,4.391,23,2023-04-17 02:29:50,45.0,1.0,87.0,123.0,36.5,97.5,2.5,11.0,2023,4,17,2,5.28,19.0
23.200000000000045,0,,0,67.45,23.200000000000045,4.454,3,0.0,50.5101452,-84.8181089,4.454,23,2023-04-17 02:29:51,58.0,1.0,69.0,174.0,29.0,85.5,2.5,11.0,2023,4,17,2,5.28,19.0
23.200000000000045,0,,0,71.43,23.200000000000045,4.081,3,0.0,50.5101558,-84.8181666,4.081,23,2023-04-17 02:29:52,69.0,1.0,52.0,227.0,25.0,80.5,19.0,70.0,2023,4,17,2,5.28,19.0
23.200000000000045,0,,0,76.12,23.200000000000045,4.541,3,0.0,50.5101693,-84.8182354,4.541,23,2023-04-17 02:29:53,77.0,1.0,50.0,268.0,24.5,88.0,26.5,93.5,2023,4,17,2,5.28,19.0
23.200000000000045,0,,0,82.31,23.200000000000045,5.777,3,0.0,50.5101816,-84.818322,5.777,23,2023-04-17 02:29:54,81.0,2.0,49.0,290.0,27.0,97.0,25.5,92.5,2023,4,17,2,5.28,19.0
23.200000000000045,0,,0,89.49,23.200000000000045,6.835,3,0.0,50.5101961,-84.8184201,6.835,23,2023-04-17 02:29:55,86.0,2.0,49.0,313.0,31.0,97.0,22.0,89.5,2023,4,17,2,5.28,19.0
23.0,0,,0,96.19,23.0,6.744,3,0.0,50.5102261,-84.8185111,6.744,23,2023-04-17 02:29:56,86.0,2.0,48.0,352.0,26.5,89.5,27.5,98.5,2023,4,17,2,5.28,19.0
23.0,0,,0,103.2,23.0,6.922,3,0.0,50.5102614,-84.8186027,6.922,23,2023-04-17 02:29:57,90.0,3.0,47.0,321.0,24.0,84.5,30.0,99.0,2023,4,17,2,5.28,19.0
22.799999999999955,0,,0,110.53,22.799999999999955,7.256,3,0.0,50.5102943,-84.8186956,7.256,23,2023-04-17 02:29:58,91.0,3.0,48.0,277.0,23.0,78.5,27.5,96.5,2023,4,17,2,5.28,19.0
22.799999999999955,0,,0,118.08,22.799999999999955,7.533,3,0.0,50.5103302,-84.8187944,7.533,23,2023-04-17 02:29:59,90.0,3.0,55.0,200.0,22.5,74.0,22.0,86.5,2023,4,17,2,5.28,19.0
22.600000000000023,0,,0,125.66,22.600000000000023,7.661,3,0.0,50.5103647,-84.8188926,7.661,23,2023-04-17 02:30:00,89.0,3.0,59.0,201.0,22.5,74.0,16.5,68.5,2023,4,17,2,5.28,19.0
22.600000000000023,0,,0,133.44,22.600000000000023,7.878,3,0.0,50.5103983,-84.8189934,7.878,23,2023-04-17 02:30:01,91.0,4.0,55.0,222.0,25.5,83.5,14.5,63.5,2023,4,17,2,5.28,19.0
22.600000000000023,0,,0,141.73,22.600000000000023,8.006,3,0.0,50.5104405,-84.8191035,8.006,23,2023-04-17 02:30:02,93.0,4.0,52.0,241.0,25.5,83.5,18.0,74.0,2023,4,17,2,5.28,19.0
22.600000000000023,0,,0,150.01,22.600000000000023,8.156,3,0.0,50.5104818,-84.8192069,8.156,23,2023-04-17 02:30:03,90.0,4.0,51.0,253.0,25.0,82.5,21.5,85.5,2023,4,17,2,5.28,19.0
22.399999999999977,0,,0,158.2,22.399999999999977,8.099,3,0.0,50.5105216,-84.8193166,8.099,23,2023-04-17 02:30:04,63.0,4.0,52.0,181.0,25.0,82.0,23.5,92.5,2023,4,17,2,5.28,19.0
22.600000000000023,0,,0,166.2,22.600000000000023,7.971,3,0.0,50.5105584,-84.8194209,7.971,23,2023-04-17 02:30:05,36.0,4.0,53.0,109.0,25.0,83.0,24.0,92.5,2023,4,17,2,5.28,19.0
22.600000000000023,0,,0,174.1,22.600000000000023,7.644,3,0.0,50.5105976,-84.8195195,7.644,23,2023-04-17 02:30:06,9.0,4.0,54.0,37.0,25.5,83.5,24.5,93.0,2023,4,17,2,5.28,19.0
22.600000000000023,0,,0,181.59,22.600000000000023,6.938,3,0.0,50.5106345,-84.8196161,6.938,22,2023-04-17 02:30:07,0.0,4.0,55.0,0.0,25.5,84.0,25.0,93.0,2023,4,17,2,5.28,19.0
22.600000000000023,0,,0,188.15,22.600000000000023,5.984,3,0.0,50.5106685,-84.8196981,5.984,22,2023-04-17 02:30:08,0.0,4.0,56.0,0.0,25.5,84.5,25.5,93.0,2023,4,17,2,5.28,19.0
22.799999999999955,0,,0,193.75,22.799999999999955,4.96,3,0.0,50.5106948,-84.8197757,4.96,22,2023-04-17 02:30:09,0.0,4.0,57.0,0.0,25.5,85.0,26.0,93.5,2023,4,17,2,5.28,19.0
22.799999999999955,0,,0,198.25,22.799999999999955,4.061,3,0.0,50.5107163,-84.8198344,4.061,22,2023-04-17 02:30:10,0.0,4.0,57.0,0.0,25.5,85.5,26.5,93.5,2023,4,17,2,5.28,19.0
22.799999999999955,0,,0,201.79,22.799999999999955,3.328,3,0.0,50.5107334,-84.8198777,3.328,22,2023-04-17 02:30:11,0.0,4.0,58.0,0.0,26.0,86.5,27.0,93.5,2023,4,17,2,5.28,19.0
22.799999999999955,0,,0,204.51,22.799999999999955,2.275,3,0.0,50.5107445,-84.8199139,2.275,22,2023-04-17 02:30:12,0.0,4.0,59.0,0.0,26.0,87.0,27.5,94.0,2023,4,17,2,5.28,19.0
23.0,0,,0,206.62,23.0,1.587,3,0.0,50.5107491,-84.8199456,1.587,22,2023-04-17 02:30:13,0.0,4.0,60.0,0.0,26.0,87.5,28.0,94.0,2023,4,17,2,5.28,19.0
23.0,0,,0,208.16,23.0,1.399,3,0.0,50.5107549,-84.8199639,1.399,22,2023-04-17 02:30:14,0.0,4.0,61.0,0.0,26.0,88.0,28.5,94.0,2023,4,17,2,5.28,19.0
23.0,0,,0,209.49,23.0,1.298,3,0.0,50.5107628,-84.8199821,1.298,22,2023-04-17 02:30:15,0.0,4.0,62.0,0.0,26.0,88.5,29.0,94.5,2023,4,17,2,5.28,19.0
23.0,0,,0,210.73,23.0,1.158,3,0.0,50.5107673,-84.8200003,1.158,22,2023-04-17 02:30:16,0.0,4.0,63.0,0.0,26.5,89.0,29.5,94.5,2023,4,17,2,5.28,19.0
23.0,0,,0,212.08,23.0,1.107,3,0.0,50.5107706,-84.8200185,1.107,22,2023-04-17 02:30:17,0.0,4.0,64.0,0.0,26.5,90.0,30.0,94.5,2023,4,17,2,5.28,19.0
23.0,0,,0,213.59,23.0,1.47,3,0.0,50.5107718,-84.8200366,1.47,22,2023-04-17 02:30:18,0.0,4.0,65.0,0.0,26.5,90.5,30.5,95.0,2023,4,17,2,5.28,19.0
23.200000000000045,0,,0,215.45,23.200000000000045,1.841,3,0.0,50.5107788,-84.8200596,1.841,22,2023-04-17 02:30:19,0.0,4.0,66.0,0.0,26.5,91.0,31.0,95.0,2023,4,17,2,5.28,19.0
23.200000000000045,0,,0,218.32,23.200000000000045,3.008,3,0.0,50.5107947,-84.8200981,3.008,22,2023-04-17 02:30:20,0.0,4.0,67.0,0.0,26.5,91.5,31.5,95.0,2023,4,17,2,5.28,19.0
23.200000000000045,0,,0,221.97,23.200000000000045,3.503,3,0.0,50.5108179,-84.8201444,3.503,22,2023-04-17 02:30:21,32.0,4.0,66.0,28.0,27.0,92.0,32.0,95.5,2023,4,17,2,5.28,19.0
23.200000000000045,0,,0,225.9,23.200000000000045,3.724,3,0.0,50.5108425,-84.8201909,3.724,22,2023-04-17 02:30:22,46.0,4.0,56.0,58.0,27.0,92.5,32.5,95.5,2023,4,17,2,5.28,19.0
23.200000000000045,0,,0,230.01,23.200000000000045,4.045,3,0.0,50.5108682,-84.8202387,4.045,22,2023-04-17 02:30:23,64.0,5.0,51.0,189.0,25.5,87.0,30.5,92.0,2023,4,17,2,5.28,19.0
23.200000000000045,0,,0,234.45,23.200000000000045,4.359,3,0.0,50.5108922,-84.820293,4.359,21,2023-04-17 02:30:24,70.0,5.0,50.0,238.0,22.5,78.5,26.5,84.5,2023,4,17,2,5.28,19.0
23.200000000000045,0,,0,239.31,23.200000000000045,4.719,3,0.0,50.5109181,-84.82035,4.719,21,2023-04-17 02:30:25,81.0,5.0,50.0,306.0,23.0,93.0,25.5,81.5,2023,4,17,2,5.28,19.0
23.200000000000045,0,,0,244.4,23.200000000000045,5.042,3,0.0,50.510942,-84.8204184,5.042,21,2023-04-17 02:30:26,92.0,5.0,51.0,358.0,25.5,94.5,25.0,86.5,2023,4,17,2,5.28,19.0
23.0,0,,0,250.5,23.0,6.021,3,0.0,50.5109702,-84.8204994,6.021,21,2023-04-17 02:30:27,97.0,6.0,51.0,381.0,28.0,95.0,24.5,91.5,2023,4,17,2,5.28,19.0
23.0,0,,0,257.75,23.0,7.383,3,0.0,50.5110032,-84.8205885,7.383,21,2023-04-17 02:30:28,96.0,6.0,57.0,374.0,29.0,93.5,25.0,95.5,2023,4,17,2,5.28,19.0
22.799999999999955,0,,0,265.92,22.799999999999955,7.941,3,0.0,50.5110398,-84.8206982,7.941,21,2023-04-17 02:30:29,94.0,7.0,58.0,332.0,27.5,91.0,26.5,96.5,2023,4,17,2,5.28,19.0
22.600000000000023,0,,0,274.01,22.600000000000023,8.159,3,0.0,50.5110785,-84.820807,8.159,21,2023-04-17 02:30:30,96.0,7.0,53.0,336.0,28.5,94.5,25.0,92.0,2023,4,17,2,5.28,19.0
22.600000000000023,0,,0,282.59,22.600000000000023,8.407,3,0.0,50.5111238,-84.8209158,8.407,21,2023-04-17 02:30:31,97.0,7.0,50.0,333.0,29.5,98.5,24.0,87.5,2023,4,17,2,5.28,19.0
22.399999999999977,0,,0,291.5,22.399999999999977,8.665,3,0.0,50.5111703,-84.8210272,8.665,21,2023-04-17 02:30:32,97.0,8.0,58.0,328.0,26.5,94.0,25.0,94.0,2023,4,17,2,5.28,19.0
22.200000000000045,0,,0,300.44,22.200000000000045,8.96,3,0.0,50.5112169,-84.8211387,8.96,21,2023-04-17 02:30:33,96.0,8.0,52.0,343.0,24.0,90.5,26.5,98.5,2023,4,17,2,5.28,19.0
22.0,0,,0,309.37,22.0,8.994,3,0.0,50.5112648,-84.8212547,8.994,21,2023-04-17 02:30:34,99.0,8.0,45.0,319.0,24.5,91.5,26.0,96.0,2023,4,17,2,5.28,19.0
22.0,0,,0,318.68,22.0,9.027,3,0.0,50.5113121,-84.8213744,9.027,21,2023-04-17 02:30:35,99.0,8.0,45.0,272.0,25.0,92.0,25.5,93.0,2023,4,17,2,5.28,19.0
21.799999999999955,0,,0,327.84,21.799999999999955,9.024,3,0.0,50.5113602,-84.8214886,9.024,21,2023-04-17 02:30:36,99.0,9.0,49.0,240.0,25.5,93.0,25.0,90.5,2023,4,17,2,5.28,19.0
21.799999999999955,0,,0,336.86,21.799999999999955,8.938,3,0.0,50.5114063,-84.8215966,8.938,21,2023-04-17 02:30:37,99.0,9.0,53.0,227.0,26.0,94.0,24.5,87.5,2023,4,17,2,5.28,19.0
21.799999999999955,0,,0,345.89,21.799999999999955,8.86,3,0.0,50.5114573,-84.8217079,8.86,21,2023-04-17 02:30:38,98.0,9.0,53.0,223.0,26.5,93.5,24.0,86.5,2023,4,17,2,5.28,19.0
21.799999999999955,0,,0,354.78,21.799999999999955,8.865,3,0.0,50.5115062,-84.8218196,8.865,21,2023-04-17 02:30:39,98.0,9.0,53.0,193.0,26.0,91.0,24.5,88.5,2023,4,17,2,5.28,19.0
21.600000000000023,0,,0,363.83,21.600000000000023,8.895,3,0.0,50.5115527,-84.8219373,8.895,21,2023-04-17 02:30:40,97.0,9.0,55.0,186.0,25.5,89.0,25.0,90.0,2023,4,17,2,5.28,19.0
21.600000000000023,0,,0,373.4,21.600000000000023,8.987,3,0.0,50.5116019,-84.8220564,8.987,21,2023-04-17 02:30:41,98.0,10.0,60.0,191.0,25.0,86.5,25.5,91.5,2023,4,17,2,5.28,19.0
21.600000000000023,0,,0,382.39,21.600000000000023,8.993,3,0.0,50.5116488,-84.8221729,8.993,21,2023-04-17 02:30:42,98.0,10.0,59.0,212.0,24.5,84.5,26.0,93.0,2023,4,17,2,5.28,19.0
21.600000000000023,0,,0,391.49,21.600000000000023,8.975,3,0.0,50.5117004,-84.8222827,8.975,21,2023-04-17 02:30:43,99.0,10.0,56.0,232.0,24.0,82.0,26.5,94.5,2023,4,17,2,5.28,19.0
21.600000000000023,0,,0,400.19,21.600000000000023,8.844,3,0.0,50.5117535,-84.8223888,8.844,20,2023-04-17 02:30:44,99.0,10.0,62.0,215.0,23.5,80.0,27.0,96.0,2023,4,17,2,5.28,19.0
21.600000000000023,0,,0,408.37,21.600000000000023,8.671,3,0.0,50.5118039,-84.8224882,8.671,20,2023-04-17 02:30:45,99.0,10.0,98.0,190.0,23.0,77.5,27.5,97.5,2023,4,17,2,5.28,19.0
21.600000000000023,0,,0,417.76,21.600000000000023,8.568,3,0.0,50.5118611,-84.8225997,8.568,20,2023-04-17 02:30:46,98.0,11.0,68.0,183.0,22.5,77.5,27.0,97.0,2023,4,17,2,5.28,19.0
21.600000000000023,0,,0,426.7,21.600000000000023,8.638,3,0.0,50.511909,-84.822709,8.638,20,2023-04-17 02:30:47,98.0,11.0,57.0,218.0,22.0,78.5,26.0,95.0,2023,4,17,2,5.28,19.0
21.799999999999955,0,,0,435.39,21.799999999999955,8.826,3,0.0,50.5119609,-84.8228173,8.826,20,2023-04-17 02:30:48,98.0,11.0,55.0,263.0,21.5,79.5,25.5,93.5,2023,4,17,2,5.28,19.0
21.799999999999955,0,,0,444.41,21.799999999999955,8.984,3,0.0,50.5120054,-84.8229294,8.984,20,2023-04-17 02:30:49,98.0,11.0,52.0,249.0,21.0,80.5,24.5,91.5,2023,4,17,2,5.28,19.0
22.0,0,,0,453.64,22.0,9.066,3,0.0,50.5120454,-84.8230506,9.066,20,2023-04-17 02:30:50,99.0,12.0,49.0,225.0,20.5,81.5,23.5,90.0,2023,4,17,2,5.28,19.0
22.200000000000045,0,,0,462.83,22.200000000000045,9.064,3,0.0,50.5120807,-84.8231784,9.064,20,2023-04-17 02:30:51,99.0,12.0,51.0,203.0,22.0,85.5,22.5,83.0,2023,4,17,2,5.28,19.0
22.200000000000045,0,,0,472.22,22.200000000000045,9.039,3,0.0,50.5121126,-84.823306,9.039,20,2023-04-17 02:30:52,98.0,12.0,53.0,199.0,24.0,88.5,22.0,81.0,2023,4,17,2,5.28,19.0
22.200000000000045,0,,0,481.41,22.200000000000045,9.198,3,0.0,50.5121442,-84.8234325,9.198,20,2023-04-17 02:30:53,92.0,12.0,54.0,223.0,24.5,89.0,23.5,87.0,2023,4,17,2,5.28,19.0
22.200000000000045,0,,0,490.71,22.200000000000045,9.427,2,0.0,50.5121799,-84.8235583,9.427,20,2023-04-17 02:30:54,93.0,13.0,56.0,237.0,25.5,89.5,25.0,93.5,2023,4,17,2,5.28,19.0
22.200000000000045,0,,0,499.99,22.200000000000045,9.575,2,0.0,50.5122274,-84.8236735,9.575,20,2023-04-17 02:30:55,93.0,13.0,61.0,245.0,28.0,93.5,25.0,93.5,2023,4,17,2,5.28,19.0
22.0,0,,0,509.05,22.0,9.111,2,0.0,50.5122802,-84.8237812,9.111,20,2023-04-17 02:30:56,92.0,13.0,56.0,251.0,28.0,95.0,23.5,89.0,2023,4,17,2,5.28,19.0
22.0,0,,0,518.3,22.0,9.102,2,0.0,50.5123332,-84.8238966,9.102,20,2023-04-17 02:30:57,92.0,13.0,55.0,258.0,27.5,93.5,23.5,89.5,2023,4,17,2,5.28,19.0
22.0,0,,0,527.35,22.0,9.232,2,0.0,50.5123859,-84.8240111,9.232,20,2023-04-17 02:30:58,93.0,14.0,56.0,254.0,27.5,91.5,25.5,94.5,2023,4,17,2,5.28,19.0
22.0,0,,0,536.41,22.0,9.221,2,0.0,50.5124372,-84.8241204,9.221,20,2023-04-17 02:30:59,94.0,14.0,56.0,236.0,25.5,91.5,24.5,91.5,2023,4,17,2,5.28,19.0
21.799999999999955,0,,0,545.46,21.799999999999955,9.236,2,0.0,50.5124927,-84.8242289,9.236,20,2023-04-17 02:31:00,94.0,14.0,55.0,234.0,27.0,93.0,25.5,91.0,2023,4,17,2,5.28,19.0
21.799999999999955,0,,0,554.74,21.799999999999955,9.221,2,0.0,50.5125521,-84.8243362,9.221,20,2023-04-17 02:31:01,94.0,14.0,54.0,231.0,28.0,93.0,26.0,89.5,2023,4,17,2,5.28,19.0
21.799999999999955,0,,0,563.9,21.799999999999955,9.162,2,0.0,50.5126113,-84.8244388,9.162,19,2023-04-17 02:31:02,93.0,14.0,55.0,228.0,28.0,92.5,25.5,86.5,2023,4,17,2,5.28,19.0
21.600000000000023,0,,0,572.97,21.600000000000023,9.091,2,0.0,50.5126699,-84.824547,9.091,19,2023-04-17 02:31:03,93.0,15.0,58.0,221.0,28.0,91.5,25.5,83.5,2023,4,17,2,5.28,19.0
21.600000000000023,0,,0,582.13,21.600000000000023,9.195,2,0.0,50.5127291,-84.824654,9.195,19,2023-04-17 02:31:04,92.0,15.0,56.0,235.0,27.0,92.5,23.5,89.0,2023,4,17,2,5.28,19.0
21.799999999999955,0,,0,591.3,21.799999999999955,9.209,2,0.0,50.5127893,-84.8247562,9.209,19,2023-04-17 02:31:05,92.0,15.0,55.0,248.0,27.0,95.0,24.0,92.5,2023,4,17,2,5.28,19.0
21.799999999999955,0,,0,600.53,21.799999999999955,9.208,2,0.0,50.512852,-84.8248633,9.208,19,2023-04-17 02:31:06,93.0,15.0,53.0,257.0,26.0,94.0,24.5,93.5,2023,4,17,2,5.28,19.0
21.799999999999955,0,,0,609.67,21.799999999999955,9.247,2,0.0,50.5129136,-84.8249636,9.247,19,2023-04-17 02:31:07,93.0,16.0,53.0,261.0,25.0,91.5,23.5,93.0,2023,4,17,2,5.28,19.0
21.799999999999955,0,,0,619.12,21.799999999999955,9.248,2,0.0,50.5129827,-84.8250649,9.248,19,2023-04-17 02:31:08,93.0,16.0,54.0,265.0,26.0,92.5,24.5,92.5,2023,4,17,2,5.28,19.0
21.799999999999955,0,,0,628.63,21.799999999999955,9.387,2,0.0,50.5130514,-84.8251657,9.387,19,2023-04-17 02:31:09,93.0,16.0,52.0,267.0,27.0,93.5,25.5,92.0,2023,4,17,2,5.28,19.0
22.0,0,,0,638.04,22.0,9.368,2,0.0,50.5131189,-84.8252647,9.368,19,2023-04-17 02:31:10,94.0,16.0,52.0,267.0,25.0,89.5,23.0,88.0,2023,4,17,2,5.28,19.0
22.0,0,,0,647.57,22.0,9.55,2,0.0,50.5131875,-84.8253679,9.55,19,2023-04-17 02:31:11,95.0,17.0,53.0,257.0,25.0,90.5,21.0,84.5,2023,4,17,2,5.28,19.0
21.799999999999955,0,,0,657.1,21.799999999999955,9.615,2,0.0,50.5132552,-84.8254737,9.615,19,2023-04-17 02:31:12,95.0,17.0,53.0,232.0,26.5,93.5,20.5,84.5,2023,4,17,2,5.28,19.0
21.799999999999955,0,,0,666.55,21.799999999999955,9.437,2,0.0,50.5133226,-84.8255726,9.437,19,2023-04-17 02:31:13,96.0,17.0,53.0,229.0,23.5,86.0,22.0,87.0,2023,4,17,2,5.28,19.0
21.799999999999955,0,,0,675.93,21.799999999999955,9.08,2,0.0,50.5133929,-84.8256716,9.08,19,2023-04-17 02:31:14,97.0,17.0,62.0,218.0,23.5,87.5,22.0,84.0,2023,4,17,2,5.28,19.0
21.799999999999955,0,,0,685.02,21.799999999999955,9.032,2,0.0,50.5134671,-84.8257569,9.032,19,2023-04-17 02:31:15,96.0,18.0,59.0,220.0,22.5,81.5,22.0,83.0,2023,4,17,2,5.28,19.0
22.0,0,,0,694.57,22.0,9.289,2,0.0,50.513554,-84.8258255,9.289,19,2023-04-17 02:31:16,96.0,18.0,59.0,215.0,22.5,80.0,22.0,82.0,2023,4,17,2,5.28,19.0
21.799999999999955,0,,0,704.52,21.799999999999955,9.52,2,0.0,50.5136559,-84.8258687,9.52,19,2023-04-17 02:31:17,96.0,18.0,59.0,230.0,23.5,83.5,21.0,80.0,2023,4,17,2,5.28,19.0
21.799999999999955,0,,0,713.76,21.799999999999955,9.313,2,0.0,50.5137538,-84.825873,9.313,19,2023-04-17 02:31:18,96.0,18.0,60.0,238.0,21.5,81.5,19.5,79.0,2023,4,17,2,5.28,19.0
21.799999999999955,0,,0,722.53,21.799999999999955,8.613,2,0.0,50.5138485,-84.8258614,8.613,19,2023-04-17 02:31:19,96.0,19.0,62.0,241.0,23.5,86.0,19.5,79.0,2023,4,17,2,5.28,19.0
21.799999999999955,0,,0,731.08,21.799999999999955,8.347,2,0.0,50.513939,-84.8258339,8.347,18,2023-04-17 02:31:20,96.0,19.0,59.0,246.0,24.5,84.5,21.0,81.5,2023,4,17,2,5.28,19.0
21.799999999999955,0,,0,740.67,21.799999999999955,9.044,3,0.0,50.5140296,-84.8257763,9.044,18,2023-04-17 02:31:21,94.0,19.0,57.0,248.0,25.0,88.0,22.5,82.0,2023,4,17,2,5.28,19.0
22.0,0,,0,749.86,22.0,9.065,3,0.0,50.5141141,-84.8257109,9.065,18,2023-04-17 02:31:22,92.0,19.0,56.0,280.0,26.0,95.5,23.0,81.5,2023,4,17,2,5.28,19.0
22.200000000000045,0,,0,758.86,22.200000000000045,8.861,3,0.0,50.5141954,-84.8256386,8.861,18,2023-04-17 02:31:23,91.0,20.0,55.0,290.0,26.5,96.5,23.0,89.5,2023,4,17,2,5.28,19.0
22.399999999999977,0,,0,767.83,22.399999999999977,8.411,3,0.0,50.5142797,-84.8255732,8.411,18,2023-04-17 02:31:24,89.0,20.0,52.0,288.0,25.0,89.0,23.0,89.5,2023,4,17,2,5.28,19.0
22.399999999999977,0,,0,777.08,22.399999999999977,8.947,3,0.0,50.5143742,-84.8255342,8.947,18,2023-04-17 02:31:25,89.0,20.0,50.0,266.0,24.0,83.0,21.0,84.5,2023,4,17,2,5.28,19.0
22.399999999999977,0,,0,785.88,22.399999999999977,8.671,3,0.0,50.5144689,-84.8255296,8.671,18,2023-04-17 02:31:26,91.0,20.0,52.0,189.0,24.5,82.5,18.0,74.0,2023,4,17,2,5.28,19.0
22.200000000000045,0,,0,795.56,22.200000000000045,9.926,3,0.0,50.5145651,-84.825579,9.926,18,2023-04-17 02:31:27,94.0,21.0,56.0,204.0,25.5,87.5,16.0,66.5,2023,4,17,2,5.28,19.0
22.200000000000045,0,,0,805.29,22.200000000000045,9.762,3,0.0,50.5146465,-84.8256627,9.762,18,2023-04-17 02:31:28,97.0,21.0,57.0,236.0,26.5,92.0,20.5,80.0,2023,4,17,2,5.28,19.0
22.200000000000045,0,,0,814.83,22.200000000000045,9.534,3,0.0,50.5147228,-84.82575,9.534,18,2023-04-17 02:31:29,97.0,21.0,51.0,230.0,29.0,93.5,21.5,80.5,2023,4,17,2,5.28,19.0
22.0,0,,0,824.15,22.0,9.357,3,0.0,50.5147915,-84.825846,9.357,18,2023-04-17 02:31:30,98.0,21.0,55.0,216.0,28.5,92.0,24.5,83.0,2023,4,17,2,5.28,19.0
22.0,0,,0,834.14,22.0,9.741,3,0.0,50.5148707,-84.8259439,9.741,18,2023-04-17 02:31:31,98.0,21.0,62.0,205.0,25.0,84.0,21.0,76.5,2023,4,17,2,5.28,19.0
21.799999999999955,0,,0,843.79,21.799999999999955,9.92,3,0.0,50.5149485,-84.8260371,9.92,18,2023-04-17 02:31:32,98.0,22.0,63.0,200.0,21.5,76.0,15.5,69.0,2023,4,17,2,5.28,19.0
21.799999999999955,0,,0,852.98,21.799999999999955,9.728,3,0.0,50.5150264,-84.8261206,9.728,18,2023-04-17 02:31:33,98.0,22.0,56.0,206.0,23.0,82.5,19.5,80.5,2023,4,17,2,5.28,19.0
21.600000000000023,0,,0,863.38,21.600000000000023,9.901,3,0.0,50.5151176,-84.826207,9.901,18,2023-04-17 02:31:34,99.0,22.0,50.0,219.0,24.0,83.5,19.5,81.5,2023,4,17,2,5.28,19.0
21.399999999999977,0,,0,873.59,21.399999999999977,9.978,3,0.0,50.5152066,-84.8262933,9.978,18,2023-04-17 02:31:35,100.0,22.0,56.0,230.0,25.0,84.5,19.0,82.0,2023,4,17,2,5.28,19.0
21.200000000000045,0,,0,883.38,21.200000000000045,9.841,3,0.0,50.5152906,-84.8263797,9.841,18,2023-04-17 02:31:36,100.0,22.0,57.0,232.0,25.5,85.5,18.0,79.5,2023,4,17,2,5.28,19.0
21.200000000000045,0,,0,893.2,21.200000000000045,9.794,3,0.0,50.5153756,-84.8264648,9.794,18,2023-04-17 02:31:37,100.0,23.0,57.0,222.0,26.0,86.5,17.0,74.5,2023,4,17,2,5.28,19.0
21.200000000000045,0,,0,903.04,21.200000000000045,9.84,3,0.0,50.5154608,-84.8265497,9.84,17,2023-04-17 02:31:38,99.0,23.0,57.0,231.0,27.0,88.5,17.5,71.5,2023,4,17,2,5.28,19.0
21.200000000000045,0,,0,912.77,21.200000000000045,9.69,3,0.0,50.5155438,-84.8266349,9.69,17,2023-04-17 02:31:39,99.0,23.0,55.0,239.0,26.5,87.0,17.5,71.0,2023,4,17,2,5.28,19.0
21.200000000000045,0,,0,922.47,21.200000000000045,9.678,3,0.0,50.5156289,-84.8267132,9.678,17,2023-04-17 02:31:40,99.0,23.0,56.0,242.0,26.5,85.5,17.5,71.0,2023,4,17,2,5.28,19.0
