cadence,calories,heart_rate,timestamp,battery_soc,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
92,387,121,2022-10-27 21:28:03,,23.5,48.0,81.5,272.0,26.0,84.0,14.0,13539.57,9.306,2.0,50.5365432,-84.8181517,9.306,6.600000000000023,33.0,34.0,6.600000000000023,0.0,2022,10,27,21,3.47,229.0
81,387,121,2022-10-27 21:28:04,,23.5,47.0,80.0,245.0,21.5,72.5,14.0,13548.83,9.162,2.0,50.5364638,-84.8180696,9.162,6.600000000000023,33.0,34.0,6.600000000000023,0.0,2022,10,27,21,3.47,229.0
102,387,122,2022-10-27 21:28:05,,23.5,53.0,82.0,293.0,15.0,60.0,14.0,13558.16,9.386,2.0,50.5363811,-84.8179935,9.386,6.600000000000023,33.0,34.0,6.600000000000023,0.0,2022,10,27,21,3.47,229.0
105,388,124,2022-10-27 21:28:06,,28.0,59.0,98.0,408.0,30.0,96.0,14.0,13567.7,9.569,2.0,50.5362917,-84.8179262,9.569,6.600000000000023,33.0,34.0,6.600000000000023,0.0,2022,10,27,21,3.47,229.0
109,388,123,2022-10-27 21:28:07,,28.0,49.0,95.5,479.0,31.0,98.5,14.0,13577.24,9.457,2.0,50.5362005,-84.8178624,9.457,6.600000000000023,33.0,34.0,6.600000000000023,0.0,2022,10,27,21,3.47,229.0
110,389,121,2022-10-27 21:28:08,,26.0,55.0,90.5,392.0,31.5,99.0,14.0,13586.77,9.442,2.0,50.5361095,-84.8178043,9.442,6.600000000000023,33.0,34.0,6.600000000000023,0.0,2022,10,27,21,3.47,229.0
111,389,121,2022-10-27 21:28:09,,23.5,55.0,85.0,316.0,30.0,94.5,14.0,13596.35,9.587,2.0,50.5360159,-84.8177498,9.587,6.600000000000023,33.0,34.0,6.600000000000023,0.0,2022,10,27,21,3.47,229.0
110,389,120,2022-10-27 21:28:10,,21.5,52.0,80.0,273.0,26.5,86.5,14.0,13606.22,9.883,2.0,50.5359173,-84.8176951,9.883,6.600000000000023,33.0,34.0,6.600000000000023,0.0,2022,10,27,21,3.47,229.0
110,390,120,2022-10-27 21:28:11,,19.0,47.0,75.0,241.0,23.5,78.5,14.0,13616.71,9.665,3.0,50.5358117,-84.8176461,9.665,6.600000000000023,33.0,34.0,6.600000000000023,0.0,2022,10,27,21,3.47,229.0
106,390,121,2022-10-27 21:28:12,,17.0,43.0,68.5,215.0,21.0,72.5,14.0,13626.71,9.534,3.0,50.5357109,-84.8176006,9.534,6.800000000000011,33.0,34.0,6.800000000000011,0.0,2022,10,27,21,3.47,229.0
99,390,122,2022-10-27 21:28:13,,25.0,57.0,85.0,240.0,23.5,74.5,14.0,13636.08,9.569,3.0,50.5356153,-84.8175495,9.569,6.600000000000023,33.0,34.0,6.600000000000023,0.0,2022,10,27,21,3.47,229.0
99,390,121,2022-10-27 21:28:14,,29.0,57.0,94.5,331.0,27.5,83.5,14.0,13645.47,9.658,3.0,50.5355202,-84.8175007,9.658,6.600000000000023,33.0,34.0,6.600000000000023,0.0,2022,10,27,21,3.47,229.0
98,391,123,2022-10-27 21:28:15,,27.5,56.0,91.0,326.0,30.5,93.0,14.0,13655.06,9.557,3.0,50.5354243,-84.8174551,9.557,6.399999999999977,33.0,34.0,6.399999999999977,0.0,2022,10,27,21,3.47,229.0
98,391,123,2022-10-27 21:28:16,,26.0,58.0,87.5,315.0,31.0,92.0,14.0,13664.5,9.521,3.0,50.5353255,-84.8174207,9.521,6.600000000000023,33.0,34.0,6.600000000000023,0.0,2022,10,27,21,3.47,229.0
96,391,123,2022-10-27 21:28:17,,26.0,59.0,89.5,293.0,29.5,89.5,14.0,13673.78,9.277,3.0,50.5352288,-84.8173879,9.277,6.600000000000023,33.0,34.0,6.600000000000023,0.0,2022,10,27,21,3.47,229.0
96,392,124,2022-10-27 21:28:18,,26.0,60.0,92.5,284.0,28.0,87.0,14.0,13682.79,9.106,3.0,50.5351363,-84.817346,9.106,6.800000000000011,33.0,34.0,6.800000000000011,0.0,2022,10,27,21,3.47,229.0
95,392,124,2022-10-27 21:28:19,,27.5,58.0,95.0,288.0,27.5,86.5,14.0,13692.03,9.317,3.0,50.535042,-84.8173003,9.317,7.0,33.0,34.0,7.0,0.0,2022,10,27,21,3.47,229.0
96,392,125,2022-10-27 21:28:20,,31.0,56.0,97.5,299.0,30.0,89.5,14.0,13701.4,9.305,3.0,50.5349489,-84.8172546,9.305,7.199999999999989,33.0,34.0,7.199999999999989,0.0,2022,10,27,21,3.47,229.0
99,393,125,2022-10-27 21:28:21,,33.0,55.0,99.0,340.0,33.0,94.5,14.0,13710.95,9.243,3.0,50.5348553,-84.8172036,9.243,7.199999999999989,33.0,34.0,7.199999999999989,0.0,2022,10,27,21,3.47,229.0
100,393,124,2022-10-27 21:28:22,,31.5,57.0,98.0,354.0,35.0,97.5,14.0,13720.37,9.249,3.0,50.534763,-84.8171437,9.249,7.399999999999977,33.0,34.0,7.399999999999977,0.0,2022,10,27,21,3.47,229.0
101,393,124,2022-10-27 21:28:23,,29.5,61.0,96.0,330.0,36.0,99.0,14.0,13729.82,9.192,3.0,50.5346718,-84.8170855,9.192,7.600000000000023,33.0,34.0,7.600000000000023,0.0,2022,10,27,21,3.47,229.0
102,394,124,2022-10-27 21:28:24,,28.0,62.0,95.5,354.0,35.5,98.5,14.0,13739.62,9.672,3.0,50.534575,-84.8170308,9.672,7.800000000000011,33.0,34.0,7.800000000000011,0.0,2022,10,27,21,3.47,229.0
104,394,124,2022-10-27 21:28:25,,29.0,61.0,99.5,374.0,34.0,97.0,14.0,13750.08,10.081,3.0,50.5344691,-84.8169761,10.081,7.800000000000011,33.0,34.0,7.800000000000011,0.0,2022,10,27,21,3.47,229.0
104,394,123,2022-10-27 21:28:26,,25.5,61.0,96.0,378.0,37.5,98.5,14.0,13761.15,10.046,3.0,50.534354,-84.8169326,10.046,7.600000000000023,33.0,34.0,7.600000000000023,0.0,2022,10,27,21,3.47,229.0
103,395,123,2022-10-27 21:28:27,,23.0,61.0,93.0,365.0,30.0,90.5,14.0,13772.06,9.981,3.0,50.5342415,-84.8168907,9.981,7.600000000000023,33.0,34.0,7.600000000000023,0.0,2022,10,27,21,3.47,229.0
102,395,122,2022-10-27 21:28:28,,25.5,61.0,94.5,341.0,27.0,87.0,14.0,13782.89,10.054,3.0,50.5341323,-84.8168395,10.054,7.600000000000023,33.0,34.0,7.600000000000023,0.0,2022,10,27,21,3.47,229.0
102,395,122,2022-10-27 21:28:29,,29.0,58.0,97.0,358.0,28.0,91.0,14.0,13793.92,10.081,3.0,50.5340209,-84.8167908,10.081,7.600000000000023,33.0,34.0,7.600000000000023,0.0,2022,10,27,21,3.47,229.0
102,396,122,2022-10-27 21:28:30,,26.5,54.0,93.0,375.0,26.0,95.0,14.0,13805.18,9.841,3.0,50.5339036,-84.816746,9.841,7.600000000000023,33.0,34.0,7.600000000000023,0.0,2022,10,27,21,3.47,229.0
102,396,120,2022-10-27 21:28:31,,26.0,54.0,89.5,377.0,31.5,99.0,14.0,13816.09,9.628,3.0,50.5337912,-84.8166949,9.628,7.600000000000023,33.0,34.0,7.600000000000023,0.0,2022,10,27,21,3.47,229.0
100,396,120,2022-10-27 21:28:32,,21.5,53.0,82.0,370.0,30.5,96.5,14.0,13826.69,9.782,3.0,50.5336848,-84.8166506,9.782,7.800000000000011,33.0,34.0,7.800000000000011,0.0,2022,10,27,21,3.47,229.0
99,397,120,2022-10-27 21:28:33,,21.0,52.0,81.0,330.0,29.5,95.5,14.0,13836.98,9.723,3.0,50.5335797,-84.8166084,9.723,8.0,33.0,34.0,8.0,0.0,2022,10,27,21,3.47,229.0
98,397,120,2022-10-27 21:28:34,,24.5,51.0,86.5,318.0,30.5,96.5,14.0,13847.03,9.704,3.0,50.5334779,-84.8165573,9.704,8.199999999999989,33.0,34.0,8.199999999999989,0.0,2022,10,27,21,3.47,229.0
98,397,119,2022-10-27 21:28:35,,28.0,50.0,92.0,352.0,32.0,98.0,14.0,13857.01,9.767,3.0,50.5333749,-84.8165083,9.767,8.399999999999977,33.0,34.0,8.399999999999977,0.0,2022,10,27,21,3.47,229.0
99,398,120,2022-10-27 21:28:36,,31.5,50.0,97.5,426.0,33.0,99.5,14.0,13867.01,9.769,2.0,50.5332731,-84.8164628,9.769,8.600000000000023,33.0,34.0,8.600000000000023,0.0,2022,10,27,21,3.47,229.0
99,398,120,2022-10-27 21:28:37,,32.5,49.0,100.0,419.0,33.5,100.0,14.0,13877.03,9.844,2.0,50.5331729,-84.8164173,9.844,8.800000000000011,33.0,34.0,8.800000000000011,0.0,2022,10,27,21,3.47,229.0
100,399,118,2022-10-27 21:28:38,,31.5,49.0,98.0,408.0,33.0,99.5,14.0,13886.88,10.006,2.0,50.5330728,-84.8163661,10.006,9.0,33.0,34.0,9.0,0.0,2022,10,27,21,3.47,229.0
100,399,117,2022-10-27 21:28:39,,29.0,48.0,93.5,395.0,33.0,99.5,14.0,13896.63,10.136,3.0,50.5329757,-84.816306,10.136,9.199999999999989,33.0,34.0,9.199999999999989,0.0,2022,10,27,21,3.47,229.0
101,400,118,2022-10-27 21:28:40,,25.0,49.0,88.5,388.0,33.0,99.5,14.0,13906.8,10.164,3.0,50.5328745,-84.8162535,10.164,9.600000000000023,33.0,34.0,9.600000000000023,0.0,2022,10,27,21,3.47,229.0
102,400,117,2022-10-27 21:28:41,,27.0,49.0,89.0,387.0,33.0,99.5,14.0,13916.93,10.082,3.0,50.5327699,-84.8162136,10.082,10.0,33.0,34.0,10.0,0.0,2022,10,27,21,3.47,229.0
103,400,116,2022-10-27 21:28:42,,30.0,50.0,91.5,380.0,35.0,99.5,14.0,13926.82,10.09,3.0,50.5326691,-84.8161721,10.09,10.199999999999989,33.0,34.0,10.199999999999989,0.0,2022,10,27,21,3.47,229.0
103,401,115,2022-10-27 21:28:43,,31.5,51.0,94.5,380.0,37.5,99.5,14.0,13936.88,10.182,3.0,50.5325689,-84.816121,10.182,10.600000000000023,33.0,34.0,10.600000000000023,0.0,2022,10,27,21,3.47,229.0
103,401,115,2022-10-27 21:28:44,,30.0,51.0,96.0,387.0,39.0,100.0,14.0,13946.87,10.323,3.0,50.5324707,-84.8160604,10.323,10.800000000000011,33.0,34.0,10.800000000000011,0.0,2022,10,27,21,3.47,229.0
105,401,114,2022-10-27 21:28:45,,29.0,51.0,92.0,401.0,35.0,97.5,14.0,13957.19,10.441,3.0,50.5323721,-84.8159965,10.441,11.0,33.0,34.0,11.0,1.1,2022,10,27,21,3.47,229.0
106,402,113,2022-10-27 21:28:46,,28.5,52.0,93.0,411.0,34.5,97.0,14.0,13967.68,10.535,3.0,50.532269,-84.8159327,10.535,11.0,33.0,34.0,11.0,2.63,2022,10,27,21,3.47,229.0
106,402,115,2022-10-27 21:28:47,,28.0,55.0,90.5,400.0,33.5,95.5,14.0,13978.03,10.593,3.0,50.5321646,-84.8158804,10.593,11.199999999999989,33.0,34.0,11.199999999999989,2.46,2022,10,27,21,3.47,229.0
107,403,113,2022-10-27 21:28:48,,27.5,56.0,88.5,349.0,32.5,94.0,14.0,13988.32,10.62,3.0,50.5320603,-84.815835,10.62,11.399999999999977,33.0,34.0,11.399999999999977,2.2,2022,10,27,21,3.47,229.0
107,403,112,2022-10-27 21:28:49,,28.0,55.0,92.5,333.0,32.0,93.5,14.0,13998.64,10.618,3.0,50.5319553,-84.8157837,10.618,11.600000000000023,33.0,34.0,11.600000000000023,1.88,2022,10,27,21,3.47,229.0
108,403,112,2022-10-27 21:28:50,,24.0,55.0,87.0,326.0,27.0,82.0,14.0,14009.1,10.769,3.0,50.5318503,-84.815729,10.769,11.600000000000023,34.0,34.0,11.600000000000023,1.56,2022,10,27,21,3.47,229.0
109,404,110,2022-10-27 21:28:51,,22.5,55.0,82.5,320.0,28.0,85.0,14.0,14019.83,10.674,3.0,50.5317433,-84.8156746,10.674,11.800000000000011,34.0,34.0,11.800000000000011,1.31,2022,10,27,21,3.47,229.0
110,404,111,2022-10-27 21:28:52,,21.5,54.0,78.5,328.0,30.5,90.5,14.0,14030.66,10.805,3.0,50.5316317,-84.8156257,10.805,11.800000000000011,34.0,34.0,11.800000000000011,1.15,2022,10,27,21,3.47,229.0
110,404,112,2022-10-27 21:28:53,,20.5,54.0,75.0,273.0,32.5,94.5,14.0,14041.79,11.032,3.0,50.5315176,-84.8155801,11.032,11.600000000000023,34.0,34.0,11.600000000000023,1.0,2022,10,27,21,3.47,229.0
110,404,111,2022-10-27 21:28:54,,21.0,57.0,74.5,245.0,32.0,93.5,14.0,14053.15,10.69,3.0,50.5314033,-84.8155232,10.69,11.399999999999977,34.0,34.0,11.399999999999977,0.52,2022,10,27,21,3.47,229.0
111,405,112,2022-10-27 21:28:55,,31.0,65.0,95.0,280.0,24.0,80.5,14.0,14064.06,11.162,3.0,50.5312951,-84.8154594,11.162,11.199999999999989,34.0,34.0,11.199999999999989,0.0,2022,10,27,21,3.47,229.0
115,405,110,2022-10-27 21:28:56,,30.5,56.0,96.5,483.0,24.5,84.5,14.0,14075.27,11.452,3.0,50.5311853,-84.8153904,11.452,11.0,34.0,34.0,11.0,-0.05,2022,10,27,21,3.47,229.0
117,406,111,2022-10-27 21:28:57,,27.5,52.0,93.5,526.0,27.0,92.5,14.0,14086.74,11.536,3.0,50.5310718,-84.8153289,11.536,11.0,34.0,34.0,11.0,-0.29,2022,10,27,21,3.47,229.0
118,406,111,2022-10-27 21:28:58,,24.5,53.0,89.0,453.0,28.0,97.0,14.0,14099.38,11.788,3.0,50.5309406,-84.8152796,11.788,10.800000000000011,34.0,34.0,10.800000000000011,-0.65,2022,10,27,21,3.47,229.0
119,407,109,2022-10-27 21:28:59,,21.5,55.0,80.5,362.0,27.0,93.5,14.0,14111.95,11.804,3.0,50.5308104,-84.8152452,11.804,10.800000000000011,34.0,34.0,10.800000000000011,-0.93,2022,10,27,21,3.47,229.0
111,407,109,2022-10-27 21:29:00,,19.0,50.0,69.5,237.0,27.0,93.5,14.0,14123.76,11.526,3.0,50.5306875,-84.815201,11.526,10.800000000000011,34.0,34.0,10.800000000000011,-1.06,2022,10,27,21,3.47,229.0
95,407,108,2022-10-27 21:29:01,,12.0,46.0,49.0,182.0,21.5,74.0,14.0,14134.95,11.46,3.0,50.5305746,-84.8151472,11.46,10.800000000000011,34.0,34.0,10.800000000000011,-1.01,2022,10,27,21,3.47,229.0
87,407,108,2022-10-27 21:29:02,,19.0,67.0,64.0,139.0,18.5,61.5,14.0,14146.12,11.503,3.0,50.5304649,-84.8150867,11.503,11.0,34.0,35.0,11.0,-0.54,2022,10,27,21,3.47,229.0
92,407,108,2022-10-27 21:29:03,,30.0,66.0,92.5,238.0,23.0,68.5,14.0,14157.56,11.665,3.0,50.5303502,-84.815023,11.665,11.0,34.0,35.0,11.0,0.0,2022,10,27,21,3.47,229.0
94,408,108,2022-10-27 21:29:04,,29.5,52.0,92.5,299.0,33.5,97.5,14.0,14169.32,11.947,3.0,50.5302293,-84.814965,11.947,11.199999999999989,34.0,35.0,11.199999999999989,0.0,2022,10,27,21,3.47,229.0
95,408,108,2022-10-27 21:29:05,,32.0,51.0,93.0,323.0,35.0,97.5,14.0,14181.37,12.037,3.0,50.5301091,-84.8149048,12.037,11.399999999999977,34.0,35.0,11.399999999999977,0.13,2022,10,27,21,3.47,229.0
95,408,109,2022-10-27 21:29:06,,31.0,53.0,93.5,320.0,33.0,95.0,14.0,14193.76,11.937,3.0,50.5299871,-84.8148406,11.937,11.399999999999977,34.0,35.0,11.399999999999977,0.4,2022,10,27,21,3.47,229.0
96,409,108,2022-10-27 21:29:07,,30.0,54.0,93.5,311.0,31.0,93.0,14.0,14205.61,11.906,3.0,50.5298694,-84.8147767,11.906,11.399999999999977,34.0,35.0,11.399999999999977,0.55,2022,10,27,21,3.47,229.0
96,409,107,2022-10-27 21:29:08,,30.5,56.0,93.0,302.0,29.5,91.5,14.0,14217.48,12.105,3.0,50.5297501,-84.8147074,12.105,11.399999999999977,35.0,35.0,11.399999999999977,0.59,2022,10,27,21,3.47,229.0
96,409,106,2022-10-27 21:29:09,,30.5,56.0,92.5,299.0,28.0,90.0,14.0,14229.41,12.323,3.0,50.5296302,-84.8146459,12.323,11.199999999999989,35.0,35.0,11.199999999999989,0.35,2022,10,27,21,3.47,229.0
97,409,105,2022-10-27 21:29:10,,30.5,52.0,94.5,300.0,26.5,85.0,14.0,14241.58,12.326,3.0,50.5295061,-84.8145912,12.326,11.199999999999989,35.0,35.0,11.199999999999989,0.0,2022,10,27,21,3.47,229.0
97,410,106,2022-10-27 21:29:11,,28.5,49.0,93.0,311.0,29.5,91.0,14.0,14253.91,12.176,3.0,50.5293819,-84.8145256,12.176,11.0,35.0,35.0,11.0,0.0,2022,10,27,21,3.47,229.0
98,410,106,2022-10-27 21:29:12,,28.5,50.0,93.5,322.0,32.0,94.5,14.0,14266.04,12.212,3.0,50.5292616,-84.8144639,12.212,11.0,35.0,35.0,11.0,0.0,2022,10,27,21,3.47,229.0
98,410,106,2022-10-27 21:29:13,,30.0,51.0,95.0,311.0,32.5,95.5,14.0,14277.79,12.419,3.0,50.5291407,-84.8144094,12.419,10.800000000000011,35.0,35.0,10.800000000000011,-0.15,2022,10,27,21,3.47,229.0
98,411,107,2022-10-27 21:29:14,,28.5,51.0,90.0,300.0,30.0,93.5,14.0,14289.78,12.35,3.0,50.5290179,-84.8143604,12.35,10.800000000000011,35.0,35.0,10.800000000000011,-0.41,2022,10,27,21,3.47,229.0
99,411,107,2022-10-27 21:29:15,,28.0,55.0,88.5,303.0,29.0,91.5,14.0,14302.29,12.305,3.0,50.5288918,-84.8143035,12.305,10.800000000000011,35.0,35.0,10.800000000000011,-0.47,2022,10,27,21,3.47,229.0
99,411,107,2022-10-27 21:29:16,,27.0,54.0,87.5,312.0,28.0,89.0,14.0,14315.31,12.454,3.0,50.5287597,-84.8142402,12.454,11.0,35.0,35.0,11.0,-0.28,2022,10,27,21,3.47,229.0
99,412,105,2022-10-27 21:29:17,,26.5,53.0,86.5,313.0,27.0,87.5,14.0,14328.04,12.505,3.0,50.5286315,-84.8141765,12.505,11.0,35.0,35.0,11.0,0.0,2022,10,27,21,3.47,229.0
100,412,105,2022-10-27 21:29:18,,26.5,52.0,85.0,315.0,26.0,87.0,14.0,14340.35,12.419,3.0,50.5285079,-84.814118,12.419,11.0,35.0,35.0,11.0,0.0,2022,10,27,21,3.47,229.0
100,412,104,2022-10-27 21:29:19,,27.5,52.0,87.0,318.0,27.5,86.5,14.0,14352.33,12.484,3.0,50.5283844,-84.8140575,12.484,11.0,35.0,35.0,11.0,0.0,2022,10,27,21,3.47,229.0
101,413,103,2022-10-27 21:29:20,,24.5,48.0,82.0,309.0,28.0,86.5,14.0,14364.8,12.567,3.0,50.5282586,-84.813988,12.567,10.800000000000011,35.0,35.0,10.800000000000011,0.0,2022,10,27,21,3.47,229.0
101,413,103,2022-10-27 21:29:21,,22.0,47.0,78.0,288.0,26.0,83.0,14.0,14377.73,12.697,3.0,50.5281315,-84.8139154,12.697,10.800000000000011,35.0,35.0,10.800000000000011,0.0,2022,10,27,21,3.47,229.0
101,413,103,2022-10-27 21:29:22,,20.5,50.0,74.5,225.0,23.0,76.5,14.0,14390.66,12.767,3.0,50.5280042,-84.8138426,12.767,10.800000000000011,35.0,35.0,10.800000000000011,0.0,2022,10,27,21,3.47,229.0
102,413,103,2022-10-27 21:29:23,,20.0,55.0,72.0,199.0,19.5,68.5,14.0,14403.11,12.77,3.0,50.527882,-84.8137767,12.77,10.399999999999977,35.0,35.0,10.399999999999977,0.0,2022,10,27,21,3.47,229.0
78,413,102,2022-10-27 21:29:24,,20.0,53.0,69.5,170.0,16.0,60.5,14.0,14416.19,12.526,3.0,50.5277509,-84.813713,12.526,10.0,35.0,35.0,10.0,-0.22,2022,10,27,21,3.47,229.0
51,413,102,2022-10-27 21:29:25,,20.0,52.0,70.0,142.0,14.0,54.0,14.0,14428.74,12.442,3.0,50.5276246,-84.8136489,12.442,9.800000000000011,35.0,36.0,9.800000000000011,-0.67,2022,10,27,21,3.47,229.0
24,413,101,2022-10-27 21:29:26,,20.5,52.0,71.5,114.0,12.5,47.0,14.0,14441.24,12.474,3.0,50.5274987,-84.8135855,12.474,9.399999999999977,35.0,36.0,9.399999999999977,-0.94,2022,10,27,21,3.47,229.0
0,413,102,2022-10-27 21:29:27,,20.5,52.0,72.5,0.0,10.5,40.5,14.0,14454.13,12.334,3.0,50.5273688,-84.8135215,12.334,9.0,35.0,36.0,9.0,-1.23,2022,10,27,21,3.47,229.0
0,413,100,2022-10-27 21:29:28,,20.5,52.0,73.5,0.0,9.0,34.0,14.0,14466.54,12.161,3.0,50.5272434,-84.8134574,12.161,8.600000000000023,35.0,36.0,8.600000000000023,-1.54,2022,10,27,21,3.47,229.0
0,413,102,2022-10-27 21:29:29,,21.0,52.0,75.0,0.0,7.0,27.5,14.0,14478.25,12.081,3.0,50.5271313,-84.8133823,12.081,8.399999999999977,35.0,37.0,8.399999999999977,-1.85,2022,10,27,21,3.47,229.0
0,413,100,2022-10-27 21:29:30,,21.0,53.0,76.0,0.0,5.5,20.5,14.0,14489.86,12.01,3.0,50.5270189,-84.8133119,12.01,8.0,35.0,37.0,8.0,-2.11,2022,10,27,21,3.47,229.0
0,413,100,2022-10-27 21:29:31,,21.0,53.0,77.5,0.0,3.5,14.0,14.0,14501.89,11.88,4.0,50.526896,-84.8132487,11.88,7.800000000000011,35.0,37.0,7.800000000000011,-2.29,2022,10,27,21,3.47,229.0
78,413,101,2022-10-27 21:29:32,,21.5,53.0,78.5,18.0,2.0,7.5,14.0,14513.45,11.83,4.0,50.5267842,-84.8131734,11.83,7.600000000000023,35.0,38.0,7.600000000000023,-2.34,2022,10,27,21,3.47,229.0
97,414,101,2022-10-27 21:29:33,,21.5,53.0,80.0,126.0,0.0,1.0,14.0,14525.36,11.914,4.0,50.5266665,-84.8131077,11.914,7.399999999999977,35.0,38.0,7.399999999999977,-2.31,2022,10,27,21,3.47,229.0
99,414,99,2022-10-27 21:29:34,,24.0,53.0,86.0,218.0,14.0,48.5,14.0,14536.69,11.971,4.0,50.5265505,-84.8130587,11.971,7.399999999999977,35.0,38.0,7.399999999999977,-2.21,2022,10,27,21,3.47,229.0
89,414,100,2022-10-27 21:29:35,,22.5,54.0,80.5,266.0,24.5,82.5,14.0,14547.5,11.669,4.0,50.5264444,-84.8130022,11.669,7.399999999999977,35.0,38.0,7.399999999999977,-1.95,2022,10,27,21,3.47,229.0
63,414,98,2022-10-27 21:29:36,,20.0,51.0,72.0,271.0,29.0,93.5,14.0,14558.74,10.667,4.0,50.5263339,-84.8129384,10.667,7.199999999999989,35.0,39.0,7.199999999999989,-1.64,2022,10,27,21,3.47,229.0
36,414,99,2022-10-27 21:29:37,,21.5,46.0,71.0,275.0,27.5,89.0,14.0,14568.53,9.595,4.0,50.5262427,-84.8128694,9.595,7.199999999999989,35.0,39.0,7.199999999999989,-1.32,2022,10,27,21,3.47,229.0
10,414,98,2022-10-27 21:29:38,,22.5,41.0,70.5,280.0,25.5,85.0,14.0,14577.41,8.215,3.0,50.526163,-84.8127969,8.215,7.199999999999989,35.0,39.0,7.199999999999989,-1.04,2022,10,27,21,3.47,229.0
5,414,100,2022-10-27 21:29:39,,24.0,37.0,70.0,0.0,24.0,81.0,14.0,14585.15,6.901,3.0,50.5260893,-84.8127461,6.901,7.199999999999989,35.0,39.0,7.199999999999989,-0.8,2022,10,27,21,3.47,229.0
21,414,98,2022-10-27 21:29:40,,25.0,32.0,69.5,2.0,22.5,76.5,14.0,14592.14,6.571,3.0,50.5260211,-84.8127097,6.571,7.199999999999989,35.0,39.0,7.199999999999989,-0.61,2022,10,27,21,3.47,229.0
45,414,98,2022-10-27 21:29:41,,26.0,35.0,77.5,7.0,19.0,75.0,14.0,14599.79,6.977,3.0,50.5259442,-84.8126676,6.977,7.0,35.0,39.0,7.0,-0.49,2022,10,27,21,3.47,229.0
95,414,99,2022-10-27 21:29:42,,26.0,44.0,97.5,209.0,14.5,79.0,14.0,14607.67,7.619,3.0,50.5258651,-84.8126277,7.619,7.0,35.0,39.0,7.0,-0.27,2022,10,27,21,3.47,229.0
100,415,100,2022-10-27 21:29:43,,30.5,51.0,99.5,393.0,26.0,96.0,14.0,14616.4,8.498,3.0,50.5257738,-84.8126079,8.498,7.199999999999989,35.0,39.0,7.199999999999989,0.0,2022,10,27,21,3.47,229.0
103,415,98,2022-10-27 21:29:44,,26.5,45.0,90.0,470.0,30.0,99.0,14.0,14625.88,9.182,3.0,50.5256769,-84.8125713,9.182,7.199999999999989,35.0,39.0,7.199999999999989,0.0,2022,10,27,21,3.47,229.0
104,416,99,2022-10-27 21:29:45,,23.0,55.0,84.5,425.0,31.0,99.5,14.0,14635.52,9.321,3.0,50.525579,-84.8125223,9.321,7.199999999999989,35.0,39.0,7.199999999999989,0.0,2022,10,27,21,3.47,229.0
105,416,97,2022-10-27 21:29:46,,22.0,61.0,85.0,322.0,31.0,99.5,14.0,14645.2,9.35,3.0,50.5254806,-84.8124708,9.35,7.199999999999989,35.0,39.0,7.199999999999989,0.0,2022,10,27,21,3.47,229.0
106,416,98,2022-10-27 21:29:47,,24.5,60.0,88.5,326.0,31.0,99.0,14.0,14654.8,9.287,3.0,50.5253853,-84.8124219,9.287,7.199999999999989,35.0,39.0,7.199999999999989,0.0,2022,10,27,21,3.47,229.0
106,417,98,2022-10-27 21:29:48,,22.5,56.0,86.5,336.0,29.5,94.5,14.0,14664.6,9.237,3.0,50.5252869,-84.8123708,9.237,7.199999999999989,35.0,39.0,7.199999999999989,0.0,2022,10,27,21,3.47,229.0
105,417,96,2022-10-27 21:29:49,,22.5,51.0,85.5,342.0,28.5,91.5,14.0,14674.44,9.175,3.0,50.5251887,-84.8123157,9.175,7.399999999999977,35.0,39.0,7.399999999999977,0.0,2022,10,27,21,3.47,229.0
104,417,98,2022-10-27 21:29:50,,22.5,53.0,84.0,339.0,28.0,90.5,14.0,14683.85,9.031,3.0,50.525095,-84.8122676,9.031,7.399999999999977,35.0,39.0,7.399999999999977,0.0,2022,10,27,21,3.47,229.0
103,418,96,2022-10-27 21:29:51,,22.0,53.0,82.5,327.0,27.5,88.5,14.0,14693.56,9.078,3.0,50.5249965,-84.8122275,9.078,7.399999999999977,35.0,39.0,7.399999999999977,0.0,2022,10,27,21,3.47,229.0
100,418,97,2022-10-27 21:29:52,,21.5,51.0,83.0,270.0,24.0,75.5,14.0,14703.35,8.971,3.0,50.5248953,-84.8121907,8.971,7.600000000000023,35.0,39.0,7.600000000000023,0.0,2022,10,27,21,3.47,229.0
98,418,97,2022-10-27 21:29:53,,24.5,55.0,89.0,301.0,23.0,79.5,14.0,14712.86,8.8,3.0,50.5247982,-84.8121488,8.8,7.800000000000011,35.0,39.0,7.800000000000011,0.0,2022,10,27,21,3.47,229.0
97,419,96,2022-10-27 21:29:54,,25.5,55.0,91.5,307.0,24.0,84.0,14.0,14722.62,8.968,3.0,50.524697,-84.8121088,8.968,8.0,35.0,39.0,8.0,0.0,2022,10,27,21,3.47,229.0
97,419,95,2022-10-27 21:29:55,,24.5,54.0,92.0,359.0,26.0,87.5,14.0,14732.27,9.354,3.0,50.5245947,-84.8120723,9.354,8.199999999999989,35.0,39.0,8.199999999999989,0.0,2022,10,27,21,3.47,229.0
