cadence,calories,heart_rate,timestamp,battery_soc,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
0,4,90,2022-10-27 20:57:38,,,,,0.0,,,18.0,0.0,0.0,7.0,50.5120814,-84.8170917,0.0,,,,,,2022,10,27,20,3.92,218.0
80,4,82,2022-10-27 20:58:04,,37.0,,98.5,261.0,22.0,90.0,17.0,0.0,3.645,5.0,50.5122195,-84.8166276,3.645,,,,,,2022,10,27,20,3.92,218.0
99,4,82,2022-10-27 20:58:05,,33.0,,99.5,348.0,20.5,86.0,17.0,4.29,6.192,5.0,50.5122511,-84.8165443,6.192,,,,,,2022,10,27,20,3.92,218.0
98,4,81,2022-10-27 20:58:06,,29.0,,96.0,344.0,20.5,85.0,17.0,11.07,6.42,5.0,50.5122802,-84.816453,6.42,,,,,,2022,10,27,20,3.92,218.0
88,4,80,2022-10-27 20:58:07,,20.0,,68.5,212.0,25.5,91.0,17.0,17.12,6.164,5.0,50.5123133,-84.8163785,6.164,,,,,,2022,10,27,20,3.92,218.0
67,4,80,2022-10-27 20:58:08,,11.0,,39.0,97.0,28.0,90.0,17.0,23.04,6.011,5.0,50.5123498,-84.816309,6.011,,,,,,2022,10,27,20,3.92,218.0
69,4,79,2022-10-27 20:58:09,,12.0,,41.0,109.0,19.0,66.5,17.0,28.72,5.816,5.0,50.5123834,-84.8162419,5.816,,,,,,2022,10,27,20,3.92,218.0
67,5,80,2022-10-27 20:58:10,,18.0,,61.5,138.0,20.5,71.5,17.0,34.33,6.144,5.0,50.5124151,-84.8161727,6.144,,,,,,2022,10,27,20,3.92,218.0
67,5,78,2022-10-27 20:58:11,,24.0,,82.0,204.0,22.0,77.0,17.0,40.8,6.835,5.0,50.5124495,-84.8160895,6.835,,,,,,2022,10,27,20,3.92,218.0
77,5,81,2022-10-27 20:58:12,,25.5,54.0,88.0,192.0,21.5,82.0,17.0,48.04,7.248,5.0,50.5124859,-84.8159985,7.248,,,,,,2022,10,27,20,3.92,218.0
82,5,80,2022-10-27 20:58:13,,24.0,51.0,81.0,171.0,20.5,85.5,17.0,55.72,7.553,5.0,50.5125226,-84.815901,7.553,,,,,,2022,10,27,20,3.92,218.0
85,5,80,2022-10-27 20:58:14,,25.5,48.0,75.0,239.0,21.0,86.5,17.0,63.68,7.797,5.0,50.5125621,-84.8158003,7.797,,,,,,2022,10,27,20,3.92,218.0
93,6,83,2022-10-27 20:58:15,,35.0,47.0,96.5,438.0,26.5,98.0,17.0,72.02,8.289,5.0,50.5126058,-84.8156947,8.289,,,,,,2022,10,27,20,3.92,218.0
97,6,84,2022-10-27 20:58:16,,36.0,45.0,100.0,529.0,27.0,100.0,17.0,81.28,8.857,5.0,50.5126568,-84.8155801,8.857,,,,,,2022,10,27,20,3.92,218.0
98,7,85,2022-10-27 20:58:17,,35.5,52.0,100.0,479.0,26.5,100.0,17.0,91.42,9.535,5.0,50.5127142,-84.8154564,9.535,,,,,,2022,10,27,20,3.92,218.0
97,7,85,2022-10-27 20:58:18,,34.5,55.0,99.5,496.0,26.5,100.0,17.0,101.99,9.969,5.0,50.5127733,-84.8153232,9.969,,,,,,2022,10,27,20,3.92,218.0
100,8,86,2022-10-27 20:58:19,,33.5,54.0,99.0,541.0,27.5,100.0,17.0,112.89,10.418,5.0,50.5128298,-84.8151864,10.418,,,,,,2022,10,27,20,3.92,218.0
104,9,88,2022-10-27 20:58:20,,32.0,53.0,98.0,576.0,29.0,100.0,17.0,124.13,10.894,5.0,50.5128925,-84.8150451,10.894,,,,,,2022,10,27,20,3.92,218.0
108,9,87,2022-10-27 20:58:21,,31.0,51.0,97.0,586.0,30.0,100.0,17.0,135.96,11.075,5.0,50.512961,-84.8148989,11.075,,,,,,2022,10,27,20,3.92,218.0
107,10,87,2022-10-27 20:58:22,,30.0,50.0,96.0,576.0,31.0,100.0,17.0,149.39,11.927,5.0,50.5130267,-84.8147301,11.927,,,,,,2022,10,27,20,3.92,218.0
102,10,87,2022-10-27 20:58:23,,29.5,49.0,96.5,544.0,30.0,100.0,17.0,162.7,12.262,5.0,50.5130903,-84.8145539,12.262,,,,,,2022,10,27,20,3.92,218.0
100,11,87,2022-10-27 20:58:24,,31.0,47.0,99.5,496.0,24.5,99.5,17.0,175.48,12.24,5.0,50.5131543,-84.8143918,12.24,,,,,,2022,10,27,20,3.92,218.0
104,11,88,2022-10-27 20:58:25,,29.0,46.0,95.5,552.0,31.0,100.0,17.0,188.04,12.403,5.0,50.5132179,-84.8142316,12.403,,,,,,2022,10,27,20,3.92,218.0
107,12,89,2022-10-27 20:58:26,,29.0,49.0,96.0,621.0,33.0,100.0,17.0,200.18,12.48,5.0,50.5132803,-84.8140765,12.48,,,,,,2022,10,27,20,3.92,218.0
106,12,88,2022-10-27 20:58:27,,28.5,46.0,94.0,460.0,31.5,99.5,17.0,212.58,12.387,5.0,50.5133461,-84.8139234,12.387,,,,,,2022,10,27,20,3.92,218.0
100,13,90,2022-10-27 20:58:28,,24.5,46.0,84.5,365.0,33.0,98.5,17.0,225.2,12.19,5.0,50.5134156,-84.8137658,12.19,,,,,,2022,10,27,20,3.92,218.0
98,13,90,2022-10-27 20:58:29,,30.5,56.0,98.0,368.0,28.0,88.5,17.0,238.78,11.952,4.0,50.5134835,-84.8135898,11.952,,,,,,2022,10,27,20,3.92,218.0
97,14,91,2022-10-27 20:58:30,,32.0,54.0,100.0,400.0,33.0,96.0,17.0,252.08,11.841,4.0,50.5135592,-84.8134277,11.841,,,,,,2022,10,27,20,3.92,218.0
97,14,91,2022-10-27 20:58:31,,32.0,52.0,99.5,432.0,35.0,100.0,17.0,264.66,12.048,4.0,50.5136395,-84.8132801,12.048,,,,,,2022,10,27,20,3.92,218.0
98,14,91,2022-10-27 20:58:32,,30.5,52.0,98.5,448.0,34.5,100.0,17.0,277.18,12.104,4.0,50.5137096,-84.8131263,12.104,,,,,,2022,10,27,20,3.92,218.0
99,15,92,2022-10-27 20:58:33,,29.5,53.0,97.5,472.0,33.5,100.0,17.0,289.61,12.063,4.0,50.5137733,-84.812966,12.063,,,,,,2022,10,27,20,3.92,218.0
101,15,92,2022-10-27 20:58:34,,28.0,54.0,97.0,498.0,33.0,100.0,17.0,301.35,12.078,4.0,50.513831,-84.812816,12.078,,,,,,2022,10,27,20,3.92,218.0
101,16,92,2022-10-27 20:58:35,,27.0,55.0,96.0,512.0,32.5,100.0,17.0,313.71,12.194,4.0,50.5138897,-84.8126573,12.194,10.199999999999989,0.0,0.0,10.199999999999989,0.0,2022,10,27,20,3.92,218.0
100,16,92,2022-10-27 20:58:36,,26.0,57.0,93.5,505.0,32.5,100.0,17.0,327.1,12.415,4.0,50.513945,-84.8124787,12.415,10.399999999999977,0.0,0.0,10.399999999999977,0.0,2022,10,27,20,3.92,218.0
100,17,92,2022-10-27 20:58:37,,25.5,55.0,90.5,499.0,33.5,100.0,17.0,340.32,12.515,4.0,50.5140044,-84.812304,12.515,10.399999999999977,0.0,0.0,10.399999999999977,0.0,2022,10,27,20,3.92,218.0
100,17,92,2022-10-27 20:58:38,,25.0,51.0,87.0,449.0,35.0,100.0,17.0,353.07,12.362,3.0,50.514069,-84.8121436,12.362,10.600000000000023,0.0,0.0,10.600000000000023,0.0,2022,10,27,20,3.92,218.0
100,18,92,2022-10-27 20:58:39,,24.0,48.0,84.0,422.0,36.0,100.0,17.0,365.49,12.206,3.0,50.5141347,-84.8119853,12.206,10.600000000000023,0.0,0.0,10.600000000000023,0.0,2022,10,27,20,3.92,218.0
100,18,93,2022-10-27 20:58:40,,28.0,57.0,92.5,309.0,32.5,98.0,17.0,378.22,12.227,3.0,50.5141976,-84.8118209,12.227,10.600000000000023,0.0,0.0,10.600000000000023,0.0,2022,10,27,20,3.92,218.0
100,18,91,2022-10-27 20:58:41,,29.0,55.0,96.5,339.0,31.0,96.0,17.0,390.75,12.252,3.0,50.5142599,-84.8116617,12.252,10.399999999999977,0.0,0.0,10.399999999999977,0.0,2022,10,27,20,3.92,218.0
96,19,92,2022-10-27 20:58:42,,27.0,49.0,92.5,345.0,31.5,94.5,17.0,403.03,12.025,3.0,50.5143238,-84.8115067,12.025,10.399999999999977,0.0,0.0,10.399999999999977,0.0,2022,10,27,20,3.92,218.0
67,19,94,2022-10-27 20:58:43,,23.0,40.0,83.0,283.0,33.5,94.0,17.0,414.9,11.554,3.0,50.5143871,-84.8113586,11.554,10.399999999999977,0.0,0.0,10.399999999999977,0.0,2022,10,27,20,3.92,218.0
53,19,92,2022-10-27 20:58:44,,23.5,16.0,84.5,231.0,29.5,92.0,17.0,426.88,11.47,3.0,50.5144482,-84.8112067,11.47,10.199999999999989,0.0,0.0,10.199999999999989,0.0,2022,10,27,20,3.92,218.0
70,19,96,2022-10-27 20:58:45,,24.0,61.0,87.0,198.0,28.0,91.0,17.0,438.64,11.355,3.0,50.5145103,-84.8110573,11.355,10.199999999999989,0.0,0.0,10.199999999999989,0.0,2022,10,27,20,3.92,218.0
89,20,94,2022-10-27 20:58:46,,23.5,79.0,86.5,273.0,26.5,88.5,17.0,449.65,10.923,3.0,50.5145739,-84.8109232,10.923,10.199999999999989,0.0,0.0,10.199999999999989,0.0,2022,10,27,20,3.92,218.0
85,20,94,2022-10-27 20:58:47,,21.0,73.0,83.5,254.0,23.5,83.0,17.0,460.07,10.425,3.0,50.5146346,-84.8107963,10.425,10.199999999999989,0.0,0.0,10.199999999999989,0.0,2022,10,27,20,3.92,218.0
70,20,93,2022-10-27 20:58:48,,2.5,68.0,98.0,204.0,25.5,83.5,17.0,469.81,9.594,3.0,50.514688,-84.8106749,9.594,10.199999999999989,0.0,0.0,10.199999999999989,0.0,2022,10,27,20,3.92,218.0
54,20,93,2022-10-27 20:58:49,,11.0,62.0,99.0,149.0,17.0,84.5,17.0,478.72,9.012,3.0,50.5147291,-84.8105584,9.012,10.0,0.0,0.0,10.0,0.0,2022,10,27,20,3.92,218.0
49,20,89,2022-10-27 20:58:50,,23.0,57.0,97.5,1.0,6.5,85.5,17.0,487.7,9.07,4.0,50.5147712,-84.8104394,9.07,10.0,0.0,0.0,10.0,0.0,2022,10,27,20,3.92,218.0
63,20,89,2022-10-27 20:58:51,,28.5,51.0,91.0,3.0,3.0,86.5,17.0,497.01,9.405,4.0,50.5148258,-84.810325,9.405,10.199999999999989,0.0,0.0,10.199999999999989,0.0,2022,10,27,20,3.92,218.0
77,20,89,2022-10-27 20:58:52,,23.0,47.0,75.5,117.0,10.5,87.0,17.0,506.02,9.243,4.0,50.514885,-84.8102213,9.243,10.199999999999989,0.0,0.0,10.199999999999989,0.0,2022,10,27,20,3.92,218.0
69,20,89,2022-10-27 20:58:53,,17.0,45.0,60.5,125.0,18.0,88.0,17.0,514.64,8.924,4.0,50.5149441,-84.810127,8.924,10.199999999999989,0.0,0.0,10.199999999999989,0.0,2022,10,27,20,3.92,218.0
45,20,89,2022-10-27 20:58:54,,11.0,42.0,45.5,120.0,25.5,89.0,17.0,522.96,8.616,4.0,50.5150031,-84.8100362,8.616,10.399999999999977,0.0,0.0,10.399999999999977,0.0,2022,10,27,20,3.92,218.0
21,20,89,2022-10-27 20:58:55,,8.5,52.0,39.0,116.0,25.5,86.5,17.0,531.13,8.317,4.0,50.5150653,-84.8099561,8.317,10.399999999999977,0.0,0.0,10.399999999999977,0.0,2022,10,27,20,3.92,218.0
0,20,89,2022-10-27 20:58:56,,8.5,64.0,38.0,0.0,21.0,82.0,17.0,539.07,8.059,4.0,50.5151288,-84.8098779,8.059,10.399999999999977,0.0,0.0,10.399999999999977,0.0,2022,10,27,20,3.92,218.0
0,20,91,2022-10-27 20:58:57,,8.5,75.0,37.0,0.0,16.5,77.5,17.0,546.34,7.101,4.0,50.5151869,-84.8098072,7.101,10.600000000000023,0.0,0.0,10.600000000000023,0.0,2022,10,27,20,3.92,218.0
16,20,91,2022-10-27 20:58:58,,8.0,87.0,35.5,1.0,12.0,73.0,17.0,552.57,5.784,4.0,50.5152388,-84.8097489,5.784,10.600000000000023,0.0,0.0,10.600000000000023,0.0,2022,10,27,20,3.92,218.0
43,20,91,2022-10-27 20:58:59,,8.0,99.0,34.5,1.0,7.5,68.5,17.0,557.45,4.5,4.0,50.5152745,-84.8097005,4.5,10.800000000000011,0.0,0.0,10.800000000000011,0.0,2022,10,27,20,3.92,218.0
69,20,91,2022-10-27 20:59:00,,8.0,90.0,33.0,2.0,3.0,64.0,17.0,561.09,3.072,4.0,50.5152965,-84.8096546,3.072,10.800000000000011,0.0,0.0,10.800000000000011,0.0,2022,10,27,20,3.92,218.0
64,20,91,2022-10-27 20:59:01,,9.0,79.0,36.0,11.0,2.0,59.5,17.0,563.43,2.012,4.0,50.5153148,-84.8096314,2.012,11.0,0.0,0.0,11.0,0.0,2022,10,27,20,3.92,218.0
54,20,90,2022-10-27 20:59:02,,11.5,68.0,44.0,18.0,7.5,55.0,17.0,566.6,1.442,3.0,50.5153414,-84.8096447,1.442,11.0,0.0,0.0,11.0,0.0,2022,10,27,20,3.92,218.0
43,20,89,2022-10-27 20:59:03,,14.5,56.0,52.5,25.0,13.5,50.0,17.0,568.55,1.02,3.0,50.5153591,-84.8096552,1.02,11.0,0.0,0.0,11.0,0.0,2022,10,27,20,3.92,218.0
37,20,89,2022-10-27 20:59:04,,15.0,49.0,55.0,30.0,17.0,53.0,17.0,569.84,0.797,3.0,50.5153543,-84.8096384,0.797,11.199999999999989,0.0,0.0,11.199999999999989,0.16,2022,10,27,20,3.92,218.0
32,20,88,2022-10-27 20:59:05,,14.5,42.0,54.0,43.0,19.5,59.5,17.0,571.84,1.05,3.0,50.5153462,-84.809611,1.05,11.199999999999989,0.0,0.0,11.199999999999989,2.09,2022,10,27,20,3.92,218.0
33,20,89,2022-10-27 20:59:06,,16.0,54.0,59.0,82.0,22.0,66.5,17.0,574.5,2.349,3.0,50.5153473,-84.8095782,2.349,11.199999999999989,0.0,0.0,11.199999999999989,2.6,2022,10,27,20,3.92,218.0
49,21,91,2022-10-27 20:59:07,,29.5,85.0,95.0,158.0,23.5,71.5,17.0,578.51,3.877,3.0,50.5153657,-84.8095252,3.877,11.199999999999989,0.0,0.0,11.199999999999989,3.25,2022,10,27,20,3.92,218.0
90,21,90,2022-10-27 20:59:08,,28.0,58.0,95.0,251.0,26.5,91.5,17.0,583.7,5.084,3.0,50.5154016,-84.8094667,5.084,11.199999999999989,0.0,0.0,11.199999999999989,3.33,2022,10,27,20,3.92,218.0
98,21,91,2022-10-27 20:59:09,,26.0,46.0,87.5,405.0,30.0,100.0,17.0,589.21,5.493,3.0,50.5154457,-84.8094118,5.493,11.0,0.0,0.0,11.0,0.0,2022,10,27,20,3.92,218.0
104,22,91,2022-10-27 20:59:10,,29.5,46.0,87.0,313.0,31.0,97.0,17.0,594.92,5.871,3.0,50.5154911,-84.8093573,5.871,11.0,0.0,0.0,11.0,0.0,2022,10,27,20,3.92,218.0
100,22,90,2022-10-27 20:59:11,,35.5,51.0,98.0,305.0,28.0,91.0,17.0,601.0,6.12,3.0,50.515539,-84.8092975,6.12,10.800000000000011,0.0,0.0,10.800000000000011,0.0,2022,10,27,20,3.92,218.0
101,22,90,2022-10-27 20:59:12,,29.5,55.0,96.5,337.0,32.5,99.0,17.0,607.45,6.311,3.0,50.5155921,-84.8092336,6.311,10.600000000000023,0.0,0.0,10.600000000000023,-0.09,2022,10,27,20,3.92,218.0
101,23,90,2022-10-27 20:59:13,,31.5,45.0,97.5,354.0,32.0,98.0,17.0,614.16,6.63,3.0,50.5156467,-84.8091699,6.63,10.600000000000023,0.0,0.0,10.600000000000023,-1.28,2022,10,27,20,3.92,218.0
102,23,91,2022-10-27 20:59:14,,31.0,45.0,96.0,344.0,29.5,94.5,17.0,621.18,6.922,3.0,50.5157013,-84.8091062,6.922,10.399999999999977,0.0,0.0,10.399999999999977,-1.61,2022,10,27,20,3.92,218.0
104,23,90,2022-10-27 20:59:15,,28.5,47.0,92.5,316.0,27.0,90.0,17.0,628.49,7.2,3.0,50.5157589,-84.8090366,7.2,10.399999999999977,0.0,1.0,10.399999999999977,-1.83,2022,10,27,20,3.92,218.0
102,24,89,2022-10-27 20:59:16,,26.5,48.0,89.0,246.0,24.5,86.0,17.0,636.0,7.443,3.0,50.5158181,-84.8089637,7.443,10.199999999999989,0.0,1.0,10.199999999999989,-1.87,2022,10,27,20,3.92,218.0
99,24,88,2022-10-27 20:59:17,,24.0,49.0,86.0,238.0,21.5,82.0,17.0,643.79,7.688,3.0,50.5158828,-84.8088911,7.688,10.399999999999977,0.0,1.0,10.399999999999977,-1.72,2022,10,27,20,3.92,218.0
101,24,89,2022-10-27 20:59:18,,22.0,48.0,84.5,263.0,26.5,88.0,17.0,651.82,7.949,3.0,50.515951,-84.8088183,7.949,10.399999999999977,0.0,1.0,10.399999999999977,-1.37,2022,10,27,20,3.92,218.0
103,24,89,2022-10-27 20:59:19,,20.0,56.0,77.5,232.0,27.5,88.5,17.0,659.9,8.13,3.0,50.5160163,-84.8087401,8.13,10.600000000000023,0.0,1.0,10.600000000000023,0.0,2022,10,27,20,3.92,218.0
104,25,91,2022-10-27 20:59:20,,18.0,55.0,67.5,207.0,26.0,85.0,17.0,668.16,8.267,3.0,50.5160829,-84.808658,8.267,11.0,0.0,1.0,11.0,0.01,2022,10,27,20,3.92,218.0
77,25,91,2022-10-27 20:59:21,,16.5,51.0,59.0,174.0,24.5,81.5,17.0,676.69,8.329,3.0,50.5161486,-84.8085758,8.329,11.199999999999989,0.0,1.0,11.199999999999989,0.25,2022,10,27,20,3.92,218.0
47,25,91,2022-10-27 20:59:22,,16.5,51.0,58.0,142.0,23.0,76.0,17.0,684.94,8.185,3.0,50.5162115,-84.8084949,8.185,11.600000000000023,1.0,1.0,11.600000000000023,0.99,2022,10,27,20,3.92,218.0
17,25,92,2022-10-27 20:59:23,,16.5,52.0,57.0,109.0,21.5,70.5,17.0,693.14,7.974,3.0,50.5162754,-84.8084128,7.974,11.800000000000011,1.0,1.0,11.800000000000011,1.67,2022,10,27,20,3.92,218.0
0,25,91,2022-10-27 20:59:24,,16.0,52.0,56.0,0.0,19.5,65.0,17.0,701.18,7.787,3.0,50.5163397,-84.8083301,7.787,11.800000000000011,1.0,1.0,11.800000000000011,2.1,2022,10,27,20,3.92,218.0
0,25,91,2022-10-27 20:59:25,,16.0,52.0,55.0,0.0,18.0,59.5,17.0,708.81,7.531,3.0,50.5164001,-84.8082544,7.531,11.600000000000023,2.0,1.0,11.600000000000023,2.26,2022,10,27,20,3.92,218.0
0,25,90,2022-10-27 20:59:26,,16.0,53.0,54.0,0.0,16.5,54.0,17.0,716.33,7.262,3.0,50.5164593,-84.8081816,7.262,11.600000000000023,2.0,1.0,11.600000000000023,2.18,2022,10,27,20,3.92,218.0
0,25,93,2022-10-27 20:59:27,,16.0,53.0,53.0,0.0,14.5,48.5,17.0,723.49,6.925,3.0,50.5165161,-84.8081139,6.925,11.600000000000023,2.0,1.0,11.600000000000023,1.78,2022,10,27,20,3.92,218.0
0,25,93,2022-10-27 20:59:28,,16.0,53.0,52.0,0.0,13.0,43.0,17.0,730.35,6.757,4.0,50.5165706,-84.8080446,6.757,11.600000000000023,2.0,1.0,11.600000000000023,0.0,2022,10,27,20,3.92,218.0
0,25,91,2022-10-27 20:59:29,,15.5,54.0,51.0,0.0,11.5,37.5,17.0,737.19,6.684,4.0,50.5166252,-84.8079774,6.684,11.600000000000023,2.0,1.0,11.600000000000023,0.0,2022,10,27,20,3.92,218.0
0,25,90,2022-10-27 20:59:30,,15.5,54.0,50.0,0.0,9.5,32.0,17.0,743.52,5.997,4.0,50.5166712,-84.8079141,5.997,11.600000000000023,2.0,1.0,11.600000000000023,0.0,2022,10,27,20,3.92,218.0
0,25,92,2022-10-27 20:59:31,,15.5,54.0,49.0,0.0,8.0,26.5,17.0,749.15,4.781,4.0,50.5167067,-84.8078445,4.781,11.800000000000011,2.0,1.0,11.800000000000011,0.0,2022,10,27,20,3.92,218.0
0,25,91,2022-10-27 20:59:32,,15.5,55.0,48.0,0.0,6.5,21.0,17.0,753.57,3.379,4.0,50.5167415,-84.8077996,3.379,11.800000000000011,2.0,1.0,11.800000000000011,0.0,2022,10,27,20,3.92,218.0
0,25,92,2022-10-27 20:59:33,,15.5,55.0,47.0,0.0,4.5,15.5,17.0,756.77,2.574,3.0,50.5167666,-84.8077724,2.574,11.800000000000011,2.0,1.0,11.800000000000011,0.0,2022,10,27,20,3.92,218.0
6,25,92,2022-10-27 20:59:34,,15.0,55.0,46.0,3.0,3.0,10.0,17.0,759.23,2.393,3.0,50.5167848,-84.8077507,2.393,11.600000000000023,2.0,1.0,11.600000000000023,0.0,2022,10,27,20,3.92,218.0
35,25,92,2022-10-27 20:59:35,,15.0,56.0,45.0,18.0,1.5,4.5,17.0,761.58,2.302,3.0,50.5168029,-84.807727,2.302,11.600000000000023,2.0,1.0,11.600000000000023,0.0,2022,10,27,20,3.92,218.0
33,25,91,2022-10-27 20:59:36,,16.0,54.0,47.5,41.0,1.5,5.0,17.0,764.24,2.789,3.0,50.5168239,-84.8076997,2.789,11.600000000000023,2.0,1.0,11.600000000000023,0.0,2022,10,27,20,3.92,218.0
30,25,92,2022-10-27 20:59:37,,22.0,50.0,67.5,64.0,8.5,34.0,17.0,767.28,3.341,3.0,50.5168496,-84.8076722,3.341,11.600000000000023,2.0,1.0,11.600000000000023,0.0,2022,10,27,20,3.92,218.0
33,25,90,2022-10-27 20:59:38,,27.5,46.0,87.5,90.0,16.0,63.0,17.0,771.0,3.685,3.0,50.5168769,-84.8076337,3.685,11.600000000000023,2.0,1.0,11.600000000000023,0.0,2022,10,27,20,3.92,218.0
44,25,92,2022-10-27 20:59:39,,26.5,40.0,86.5,95.0,18.5,72.0,17.0,774.74,3.875,3.0,50.5169065,-84.8075998,3.875,11.399999999999977,2.0,1.0,11.399999999999977,0.0,2022,10,27,20,3.92,218.0
46,25,92,2022-10-27 20:59:40,,22.5,34.0,75.5,150.0,18.5,71.0,17.0,778.31,3.936,3.0,50.5169439,-84.807589,3.936,11.399999999999977,2.0,1.0,11.399999999999977,0.0,2022,10,27,20,3.92,218.0
47,25,92,2022-10-27 20:59:41,,18.5,31.0,65.0,142.0,18.0,66.5,17.0,781.58,3.533,3.0,50.5169791,-84.8075998,3.533,11.399999999999977,2.0,1.0,11.399999999999977,0.0,2022,10,27,20,3.92,218.0
48,25,92,2022-10-27 20:59:42,,14.5,39.0,54.5,115.0,17.0,62.0,17.0,784.34,2.987,3.0,50.517003,-84.8076182,2.987,11.600000000000023,2.0,1.0,11.600000000000023,0.0,2022,10,27,20,3.92,218.0
46,25,91,2022-10-27 20:59:43,,15.5,48.0,53.5,86.0,12.5,43.0,17.0,786.33,2.368,3.0,50.5170186,-84.8076365,2.368,11.600000000000023,2.0,1.0,11.600000000000023,0.0,2022,10,27,20,3.92,218.0
40,26,91,2022-10-27 20:59:44,,16.0,50.0,53.5,36.0,11.0,37.5,17.0,787.31,1.505,3.0,50.5170266,-84.8076436,1.505,11.600000000000023,2.0,1.0,11.600000000000023,0.0,2022,10,27,20,3.92,218.0
29,26,91,2022-10-27 20:59:45,,13.5,46.0,50.0,27.0,15.0,52.0,17.0,787.81,0.945,3.0,50.5170312,-84.8076491,0.945,11.800000000000011,2.0,1.0,11.800000000000011,0.0,2022,10,27,20,3.92,218.0
0,26,88,2022-10-27 20:59:52,,0.5,16.0,27.0,0.0,17.0,51.5,17.0,787.99,0.786,1.0,50.5170375,-84.8076436,0.786,12.399999999999977,2.0,1.0,12.399999999999977,0.0,2022,10,27,20,3.92,218.0
0,26,89,2022-10-27 20:59:53,,0.5,23.0,23.5,0.0,17.5,53.0,17.0,791.2,2.102,1.0,50.5170618,-84.8076705,2.102,12.399999999999977,2.0,1.0,12.399999999999977,0.0,2022,10,27,20,3.92,218.0
11,26,90,2022-10-27 20:59:54,,0.5,30.0,20.0,5.0,18.5,55.0,17.0,795.11,2.912,1.0,50.5170918,-84.8077105,2.912,12.399999999999977,2.0,1.0,12.399999999999977,0.0,2022,10,27,20,3.92,218.0
21,26,89,2022-10-27 20:59:55,,1.0,36.0,17.0,16.0,19.0,56.5,17.0,798.32,3.426,1.0,50.5171177,-84.8077419,3.426,12.399999999999977,2.0,1.0,12.399999999999977,0.0,2022,10,27,20,3.92,218.0
32,26,91,2022-10-27 20:59:56,,1.0,43.0,13.5,28.0,20.0,58.5,17.0,802.18,4.204,1.0,50.5171454,-84.8077809,4.204,12.200000000000045,2.0,1.0,12.200000000000045,0.0,2022,10,27,20,3.92,218.0
43,26,90,2022-10-27 20:59:57,,5.5,50.0,26.0,39.0,22.0,64.5,17.0,806.58,4.737,2.0,50.5171753,-84.8078316,4.737,12.0,2.0,1.0,12.0,0.0,2022,10,27,20,3.92,218.0
54,26,91,2022-10-27 20:59:58,,10.0,66.0,39.5,50.0,24.5,71.0,17.0,811.51,5.164,2.0,50.5172096,-84.8078858,5.164,12.0,2.0,1.0,12.0,0.0,2022,10,27,20,3.92,218.0
64,26,90,2022-10-27 20:59:59,,15.0,67.0,52.5,62.0,27.0,77.5,17.0,816.89,5.551,2.0,50.5172489,-84.8079462,5.551,11.800000000000011,2.0,1.0,11.800000000000011,0.0,2022,10,27,20,3.92,218.0
87,26,92,2022-10-27 21:00:00,,19.5,63.0,65.5,148.0,29.0,84.0,17.0,822.49,5.84,2.0,50.5172903,-84.8080049,5.84,11.600000000000023,2.0,1.0,11.600000000000023,0.0,2022,10,27,21,3.47,229.0
95,26,93,2022-10-27 21:00:01,,24.0,58.0,78.5,190.0,31.5,90.0,17.0,828.4,6.057,2.0,50.517337,-84.8080597,6.057,11.399999999999977,2.0,1.0,11.399999999999977,0.0,2022,10,27,21,3.47,229.0
99,27,93,2022-10-27 21:00:02,,24.0,53.0,79.5,214.0,29.0,88.0,17.0,834.41,6.132,2.0,50.5173841,-84.8081197,6.132,11.199999999999989,2.0,1.0,11.199999999999989,0.0,2022,10,27,21,3.47,229.0
97,27,92,2022-10-27 21:00:03,,24.5,52.0,84.0,171.0,27.0,85.0,17.0,840.25,6.273,2.0,50.5174301,-84.8081804,6.273,11.0,2.0,1.0,11.0,0.0,2022,10,27,21,3.47,229.0
93,27,92,2022-10-27 21:00:04,,28.0,54.0,94.0,190.0,27.0,86.5,17.0,846.64,6.515,2.0,50.5174804,-84.8082445,6.515,10.800000000000011,2.0,1.0,10.800000000000011,0.0,2022,10,27,21,3.47,229.0
95,27,91,2022-10-27 21:00:05,,27.0,54.0,92.0,218.0,28.0,94.0,17.0,853.42,6.756,2.0,50.5175288,-84.808315,6.756,10.800000000000011,2.0,1.0,10.800000000000011,-0.17,2022,10,27,21,3.47,229.0
95,27,91,2022-10-27 21:00:06,,27.5,51.0,89.0,226.0,23.5,84.5,17.0,860.22,6.755,2.0,50.5175799,-84.8083825,6.755,10.600000000000023,2.0,1.0,10.600000000000023,-2.74,2022,10,27,21,3.47,229.0
93,28,90,2022-10-27 21:00:07,,25.5,54.0,87.5,227.0,27.0,88.0,17.0,867.1,6.851,2.0,50.5176322,-84.8084523,6.851,10.600000000000023,2.0,1.0,10.600000000000023,-2.35,2022,10,27,21,3.47,229.0
89,28,89,2022-10-27 21:00:08,,26.5,58.0,91.5,242.0,30.0,93.5,17.0,874.14,7.008,2.0,50.5176885,-84.8085204,7.008,10.600000000000023,2.0,1.0,10.600000000000023,-1.87,2022,10,27,21,3.47,229.0
