cadence,calories,power,timestamp,battery_soc,distance,enhanced_speed,gps_accuracy,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,position_lat,position_long,right_pedal_smoothness,right_torque_effectiveness,speed,temperature,altitude,enhanced_altitude,ascent,descent,grade,year,month,day,hour,wind_speed,wind_direction
56,48,108,2023-05-19 14:54:59,,2247.62,5.158,2.0,24.5,46.0,78.5,50.534035,-84.8167093,22.0,86.0,5.158,20.0,82.60000000000002,82.60000000000002,11.0,9.0,-1.56,2023,5,19,14,3.2,360.0
62,48,121,2023-05-19 14:55:00,,2253.13,5.514,2.0,23.0,49.0,74.5,50.5340903,-84.8167275,20.5,78.0,5.514,20.0,82.60000000000002,82.60000000000002,11.0,9.0,-1.3,2023,5,19,14,3.2,360.0
65,48,109,2023-05-19 14:55:01,,2258.74,5.646,2.0,22.0,52.0,70.5,50.5341489,-84.8167456,19.0,70.5,5.646,20.0,82.39999999999998,82.39999999999998,11.0,9.0,-1.08,2023,5,19,14,3.2,360.0
68,48,113,2023-05-19 14:55:02,,2264.55,5.898,2.0,23.0,54.0,76.0,50.5342131,-84.8167639,19.0,70.0,5.898,20.0,82.39999999999998,82.39999999999998,11.0,9.0,-0.98,2023,5,19,14,3.2,360.0
71,48,135,2023-05-19 14:55:03,,2270.5,6.279,2.0,25.0,55.0,83.0,50.5342726,-84.8167914,19.5,71.0,6.279,20.0,82.39999999999998,82.39999999999998,11.0,9.0,-0.88,2023,5,19,14,3.2,360.0
74,49,154,2023-05-19 14:55:04,,2276.81,6.513,2.0,25.5,56.0,85.5,50.5343352,-84.8168271,20.0,72.0,6.513,20.0,82.20000000000005,82.20000000000005,11.0,9.0,-0.9,2023,5,19,14,3.2,360.0
77,49,162,2023-05-19 14:55:05,,2283.53,6.847,2.0,23.0,57.0,79.0,50.5343982,-84.8168719,21.0,74.0,6.847,20.0,82.20000000000005,82.20000000000005,11.0,9.0,-0.93,2023,5,19,14,3.2,360.0
81,49,160,2023-05-19 14:55:06,,2290.49,6.962,2.0,21.0,59.0,72.5,50.5344728,-84.8169006,21.5,76.0,6.962,20.0,82.0,82.0,11.0,9.0,-0.96,2023,5,19,14,3.2,360.0
84,49,141,2023-05-19 14:55:07,,2297.58,7.263,2.0,19.0,66.0,68.0,50.5345454,-84.8169096,19.5,68.0,7.263,20.0,81.79999999999995,81.79999999999995,11.0,9.0,-1.07,2023,5,19,14,3.2,360.0
85,49,145,2023-05-19 14:55:08,,2304.65,7.15,2.0,20.0,60.0,71.5,50.534621,-84.8169363,18.0,62.0,7.15,20.0,81.60000000000002,81.60000000000002,11.0,9.0,-1.24,2023,5,19,14,3.2,360.0
82,49,154,2023-05-19 14:55:09,,2312.09,7.523,2.0,23.0,57.0,81.5,50.5346952,-84.816973,17.0,58.0,7.523,20.0,81.39999999999998,81.39999999999998,11.0,10.0,-1.46,2023,5,19,14,3.2,360.0
83,50,164,2023-05-19 14:55:10,,2319.79,7.608,2.0,25.5,58.0,90.5,50.5347722,-84.8170093,16.5,56.0,7.608,20.0,81.39999999999998,81.39999999999998,11.0,10.0,-1.66,2023,5,19,14,3.2,360.0
84,50,196,2023-05-19 14:55:11,,2327.32,7.762,2.0,25.0,61.0,90.5,50.5348494,-84.8170546,24.0,83.0,7.762,20.0,81.20000000000005,81.20000000000005,11.0,10.0,-1.81,2023,5,19,14,3.2,360.0
86,50,214,2023-05-19 14:55:12,,2334.85,7.143,2.0,22.0,50.0,78.5,50.5349215,-84.8170908,25.0,85.0,7.143,20.0,81.20000000000005,81.20000000000005,11.0,10.0,-1.89,2023,5,19,14,3.2,360.0
87,50,214,2023-05-19 14:55:13,,2342.27,7.4,2.0,20.5,56.0,74.5,50.5349959,-84.817137,23.5,84.5,7.4,20.0,81.0,81.0,11.0,10.0,-1.91,2023,5,19,14,3.2,360.0
87,50,193,2023-05-19 14:55:14,,2349.96,7.689,2.0,20.5,58.0,76.5,50.535073,-84.8171824,22.0,85.0,7.689,20.0,80.79999999999995,80.79999999999995,11.0,10.0,-1.85,2023,5,19,14,3.2,360.0
88,51,181,2023-05-19 14:55:15,,2357.8,7.916,2.0,20.0,55.0,74.5,50.5351459,-84.817237,21.5,82.0,7.916,20.0,80.79999999999995,80.79999999999995,11.0,10.0,-1.74,2023,5,19,14,3.2,360.0
88,51,182,2023-05-19 14:55:16,,2364.97,7.161,2.0,20.0,54.0,73.0,50.5352173,-84.8172728,20.5,79.0,7.161,20.0,80.60000000000002,80.60000000000002,11.0,11.0,-1.61,2023,5,19,14,3.2,360.0
87,51,183,2023-05-19 14:55:17,,2372.4,7.399,2.0,21.0,54.0,76.5,50.5352911,-84.8173097,20.5,78.5,7.399,20.0,80.39999999999998,80.39999999999998,11.0,11.0,-1.48,2023,5,19,14,3.2,360.0
86,51,185,2023-05-19 14:55:18,,2379.73,7.418,2.0,22.0,53.0,81.0,50.5353676,-84.8173457,20.5,77.0,7.418,20.0,80.39999999999998,80.39999999999998,11.0,11.0,-1.4,2023,5,19,14,3.2,360.0
86,51,186,2023-05-19 14:55:19,,2387.14,7.442,2.0,23.5,56.0,84.5,50.5354409,-84.8173823,20.0,74.5,7.442,20.0,80.39999999999998,80.39999999999998,11.0,11.0,-1.33,2023,5,19,14,3.2,360.0
85,51,187,2023-05-19 14:55:20,,2394.98,7.681,2.0,24.5,60.0,87.5,50.5355231,-84.8174099,20.0,72.5,7.681,20.0,80.20000000000005,80.20000000000005,11.0,11.0,-1.29,2023,5,19,14,3.2,360.0
85,52,189,2023-05-19 14:55:21,,2402.39,7.267,2.0,23.0,58.0,81.0,50.5356014,-84.8174376,20.0,72.0,7.267,20.0,80.0,80.0,11.0,11.0,-1.3,2023,5,19,14,3.2,360.0
85,52,205,2023-05-19 14:55:22,,2409.81,7.593,2.0,23.5,57.0,84.5,50.5356784,-84.8174738,20.0,72.0,7.593,20.0,79.79999999999995,79.79999999999995,11.0,11.0,-1.32,2023,5,19,14,3.2,360.0
85,52,204,2023-05-19 14:55:23,,2417.68,7.445,2.0,23.5,58.0,85.0,50.5357562,-84.8175195,20.5,73.5,7.445,20.0,79.79999999999995,79.79999999999995,11.0,11.0,-1.34,2023,5,19,14,3.2,360.0
86,52,195,2023-05-19 14:55:24,,2425.01,7.298,2.0,23.0,59.0,82.5,50.5358285,-84.8175557,21.0,75.0,7.298,20.0,80.0,80.0,11.0,12.0,-1.3,2023,5,19,14,3.2,360.0
86,52,186,2023-05-19 14:55:25,,2431.95,7.012,2.0,22.5,58.0,79.5,50.5358964,-84.8175918,20.5,76.0,7.012,20.0,80.0,80.0,11.0,12.0,-0.79,2023,5,19,14,3.2,360.0
86,53,180,2023-05-19 14:55:26,,2439.84,7.85,2.0,22.0,54.0,77.0,50.5359743,-84.8176467,20.5,76.5,7.85,20.0,80.0,80.0,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
86,53,180,2023-05-19 14:55:27,,2447.42,7.525,2.0,22.0,54.0,78.0,50.5360422,-84.8176919,20.5,76.5,7.525,20.0,80.0,80.0,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
86,53,186,2023-05-19 14:55:28,,2455.15,7.606,2.0,22.0,55.0,78.5,50.5361153,-84.8177558,19.0,72.5,7.606,20.0,80.0,80.0,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
86,53,197,2023-05-19 14:55:29,,2463.14,7.819,2.0,23.5,57.0,80.0,50.5361881,-84.8178104,17.5,68.5,7.819,20.0,80.20000000000005,80.20000000000005,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
87,53,206,2023-05-19 14:55:30,,2471.25,7.788,2.0,25.0,58.0,86.5,50.5362651,-84.8178738,18.0,69.0,7.788,20.0,80.20000000000005,80.20000000000005,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
87,54,210,2023-05-19 14:55:31,,2479.73,7.929,2.0,22.0,54.0,81.5,50.5363432,-84.817929,22.0,76.5,7.929,20.0,80.20000000000005,80.20000000000005,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
87,54,195,2023-05-19 14:55:32,,2488.03,8.116,2.0,21.5,50.0,79.5,50.5364204,-84.8179926,22.0,78.0,8.116,20.0,80.20000000000005,80.20000000000005,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
88,54,188,2023-05-19 14:55:33,,2496.44,8.146,2.0,22.5,52.0,84.5,50.5364974,-84.818056,22.0,81.5,8.146,20.0,80.20000000000005,80.20000000000005,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
87,54,181,2023-05-19 14:55:34,57.0,2504.55,7.855,2.0,23.0,55.0,88.0,50.5365744,-84.8181194,22.0,83.5,7.855,20.0,80.39999999999998,80.39999999999998,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
87,54,172,2023-05-19 14:55:35,,2512.41,7.442,2.0,21.0,58.0,80.0,50.5366437,-84.8181749,20.5,78.5,7.442,20.0,80.39999999999998,80.39999999999998,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
87,55,161,2023-05-19 14:55:36,,2519.79,7.354,2.0,19.0,62.0,72.5,50.5367075,-84.8182386,19.0,74.0,7.354,20.0,80.39999999999998,80.39999999999998,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
86,55,170,2023-05-19 14:55:37,,2527.51,7.513,2.0,19.5,64.0,73.0,50.5367747,-84.8183104,20.0,74.0,7.513,20.0,80.20000000000005,80.20000000000005,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
85,55,180,2023-05-19 14:55:38,,2535.44,7.527,2.0,21.0,64.0,76.5,50.5368438,-84.818375,21.0,75.0,7.527,20.0,80.39999999999998,80.39999999999998,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
84,55,182,2023-05-19 14:55:39,,2543.18,7.634,2.0,21.5,62.0,76.0,50.5369068,-84.8184469,19.0,73.0,7.634,20.0,80.39999999999998,80.39999999999998,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
84,55,170,2023-05-19 14:55:40,,2550.62,7.192,2.0,19.5,55.0,70.0,50.5369742,-84.81851,21.0,79.0,7.192,20.0,80.60000000000002,80.60000000000002,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
84,55,143,2023-05-19 14:55:41,,2558.19,7.197,2.0,16.0,55.0,62.0,50.5370389,-84.8185746,18.0,67.0,7.197,20.0,80.79999999999995,80.79999999999995,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
84,55,132,2023-05-19 14:55:42,,2566.18,7.63,2.0,14.5,52.0,59.0,50.5371125,-84.8186391,15.5,58.0,7.63,20.0,81.0,81.0,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
85,56,134,2023-05-19 14:55:43,,2573.98,7.738,2.0,15.0,53.0,58.5,50.5371759,-84.8187025,14.0,53.0,7.738,20.0,81.0,81.0,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
82,56,135,2023-05-19 14:55:44,,2581.63,7.383,2.0,,,,50.5372397,-84.8187754,,,7.383,20.0,81.0,81.0,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
67,56,111,2023-05-19 14:55:45,,2589.3,7.675,2.0,,,,50.5373035,-84.8188483,,,7.675,20.0,81.0,81.0,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
44,56,76,2023-05-19 14:55:46,,2596.77,7.322,2.0,,,,50.5373625,-84.818921,,,7.322,20.0,80.60000000000002,80.60000000000002,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
20,56,41,2023-05-19 14:55:47,,2604.1,6.923,2.0,,,,50.5374127,-84.8189938,,,6.923,20.0,80.60000000000002,80.60000000000002,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
0,56,0,2023-05-19 14:55:48,,2610.41,5.705,2.0,,,,50.5374582,-84.8190667,,,5.705,20.0,80.60000000000002,80.60000000000002,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
0,56,0,2023-05-19 14:55:49,,2615.38,4.56,2.0,,,,50.5374901,-84.8191214,,,4.56,20.0,80.60000000000002,80.60000000000002,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
0,56,0,2023-05-19 14:55:50,,2619.37,3.542,2.0,,,,50.5375129,-84.8191759,,,3.542,20.0,80.79999999999995,80.79999999999995,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
0,56,0,2023-05-19 14:55:51,,2622.38,2.278,2.0,,,,50.5375357,-84.8192034,,,2.278,20.0,80.79999999999995,80.79999999999995,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
0,56,0,2023-05-19 14:55:52,,2624.3,1.696,2.0,,,,50.5375539,-84.8192125,,,1.696,20.0,81.0,81.0,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
0,56,0,2023-05-19 14:55:53,,2625.81,1.237,2.0,,,,50.5375676,-84.8192216,,,1.237,20.0,81.0,81.0,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
0,56,0,2023-05-19 14:55:54,,2627.04,1.095,2.0,,,,50.5375811,-84.8192306,,,1.095,20.0,81.0,81.0,11.0,12.0,0.31,2023,5,19,14,3.2,360.0
0,56,0,2023-05-19 14:56:12,,2627.05,0.949,1.0,,,,50.5375858,-84.8192307,,,0.949,20.0,81.20000000000005,81.20000000000005,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
0,56,0,2023-05-19 14:56:13,,2627.05,2.264,1.0,,,,50.5375858,-84.8192307,,,2.264,20.0,81.20000000000005,81.20000000000005,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
3,56,0,2023-05-19 14:56:14,,2631.69,2.73,2.0,,,,50.5376131,-84.8192854,,,2.73,20.0,81.20000000000005,81.20000000000005,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
16,56,15,2023-05-19 14:56:15,,2634.35,2.485,2.0,15.0,28.0,99.5,50.5376313,-84.8193126,0.0,0.0,2.485,20.0,81.20000000000005,81.20000000000005,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
19,56,29,2023-05-19 14:56:16,,2637.38,3.243,2.0,18.0,33.0,99.0,50.537654,-84.8193399,6.5,22.5,3.243,20.0,81.20000000000005,81.20000000000005,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
22,56,43,2023-05-19 14:56:17,,2640.57,3.224,2.0,21.0,37.0,98.5,50.5376767,-84.8193762,13.5,45.5,3.224,20.0,81.20000000000005,81.20000000000005,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
36,56,62,2023-05-19 14:56:18,,2644.08,3.654,2.0,24.0,42.0,98.0,50.5376903,-84.8194212,20.0,68.0,3.654,20.0,81.20000000000005,81.20000000000005,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
45,56,128,2023-05-19 14:56:19,,2647.8,3.896,2.0,27.0,47.0,97.5,50.5376995,-84.8194763,27.0,91.0,3.896,20.0,81.0,81.0,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
55,56,163,2023-05-19 14:56:20,,2651.74,3.772,2.0,31.5,52.0,98.5,50.5377177,-84.8195309,29.5,97.0,3.772,20.0,80.79999999999995,80.79999999999995,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
68,57,192,2023-05-19 14:56:21,,2656.5,5.026,2.0,34.0,56.0,99.0,50.5377496,-84.8195857,29.0,93.0,5.026,20.0,80.79999999999995,80.79999999999995,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
77,57,213,2023-05-19 14:56:22,,2661.47,5.006,2.0,33.0,58.0,98.0,50.5377859,-84.819631,26.0,88.0,5.006,20.0,80.60000000000002,80.60000000000002,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
79,57,237,2023-05-19 14:56:23,,2667.05,5.738,2.0,31.5,57.0,97.0,50.5378264,-84.8196941,23.0,82.5,5.738,20.0,80.39999999999998,80.39999999999998,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
82,57,245,2023-05-19 14:56:24,,2672.67,5.387,2.0,29.5,55.0,93.0,50.5378628,-84.8197577,22.5,79.5,5.387,20.0,80.20000000000005,80.20000000000005,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
84,58,245,2023-05-19 14:56:25,,2678.81,5.955,2.0,28.0,51.0,89.0,50.537899,-84.8198299,21.5,77.0,5.955,19.0,80.0,80.0,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
84,58,241,2023-05-19 14:56:26,,2684.95,5.813,2.0,26.0,53.0,85.0,50.5379404,-84.8199037,21.0,74.0,5.813,19.0,80.20000000000005,80.20000000000005,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
85,58,235,2023-05-19 14:56:27,,2691.17,5.849,2.0,24.0,53.0,81.0,50.5379771,-84.819977,20.5,71.5,5.849,19.0,80.39999999999998,80.39999999999998,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
85,58,185,2023-05-19 14:56:28,,2697.45,5.975,2.0,22.0,50.0,76.5,50.5380225,-84.8200497,19.5,68.5,5.975,19.0,80.39999999999998,80.39999999999998,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
86,58,146,2023-05-19 14:56:29,,2703.64,5.84,2.0,20.0,48.0,72.5,50.5380591,-84.8201227,19.0,66.0,5.84,19.0,80.0,80.0,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
83,58,130,2023-05-19 14:56:30,,2709.88,6.076,2.0,18.0,51.0,68.5,50.5381042,-84.820195,18.5,63.0,6.076,19.0,79.79999999999995,79.79999999999995,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
78,59,128,2023-05-19 14:56:31,,2715.86,5.813,2.0,15.0,47.0,54.5,50.5381408,-84.820259,18.5,63.0,5.813,19.0,79.60000000000002,79.60000000000002,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
74,59,126,2023-05-19 14:56:32,,2721.63,5.596,2.0,,,,50.5381812,-84.8203219,,,5.596,19.0,79.39999999999998,79.39999999999998,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
59,59,96,2023-05-19 14:56:33,,2727.13,5.331,2.0,,,,50.5382138,-84.8203866,,,5.331,19.0,79.39999999999998,79.39999999999998,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
38,59,63,2023-05-19 14:56:34,,2731.66,3.957,2.0,,,,50.5382404,-84.8204486,,,3.957,19.0,79.60000000000002,79.60000000000002,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
17,59,29,2023-05-19 14:56:35,,2735.28,3.29,2.0,,,,50.5382636,-84.8204864,,,3.29,19.0,80.0,80.0,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
0,59,0,2023-05-19 14:56:36,,2738.34,2.458,2.0,,,,50.5382866,-84.8205231,,,2.458,19.0,80.0,80.0,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
0,59,0,2023-05-19 14:56:37,,2740.8,1.729,2.0,,,,50.5383094,-84.8205414,,,1.729,19.0,80.0,80.0,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
0,59,0,2023-05-19 14:56:38,,2742.56,1.462,2.0,,,,50.5383229,-84.8205505,,,1.462,19.0,80.20000000000005,80.20000000000005,11.0,12.0,0.25,2023,5,19,14,3.2,360.0
0,59,0,2023-05-19 14:56:39,,2743.8,1.42,2.0,,,,50.538332,-84.8205685,,,1.42,19.0,80.20000000000005,80.20000000000005,11.0,12.0,1.05,2023,5,19,14,3.2,360.0
0,59,0,2023-05-19 14:56:40,,2743.81,0.007,2.0,,,,50.5383367,-84.8205778,,,0.007,19.0,80.20000000000005,80.20000000000005,11.0,12.0,1.94,2023,5,19,14,3.2,360.0
0,59,0,2023-05-19 14:56:41,,2743.81,0.0,2.0,,,,50.5383367,-84.8205778,,,0.0,19.0,80.20000000000005,80.20000000000005,11.0,12.0,1.6,2023,5,19,14,3.2,360.0
0,59,0,2023-05-19 14:56:42,,2743.81,0.0,2.0,,,,50.5383367,-84.8205778,,,0.0,19.0,80.20000000000005,80.20000000000005,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
0,59,0,2023-05-19 14:56:43,,2743.81,0.0,2.0,,,,50.5383367,-84.8205778,,,0.0,19.0,80.20000000000005,80.20000000000005,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
0,59,0,2023-05-19 14:56:44,,2743.81,0.0,1.0,,,,50.5383367,-84.8205778,,,0.0,19.0,80.20000000000005,80.20000000000005,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
0,59,0,2023-05-19 14:56:50,,2743.81,1.888,1.0,,,,50.5383594,-84.8206324,,,1.888,19.0,80.39999999999998,80.39999999999998,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
0,59,0,2023-05-19 14:56:51,,2747.03,2.894,1.0,,,,50.5383867,-84.8206597,,,2.894,19.0,80.39999999999998,80.39999999999998,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
28,59,24,2023-05-19 14:56:52,,2751.48,4.058,1.0,,,,50.5384185,-84.8207051,,,4.058,19.0,80.39999999999998,80.39999999999998,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
59,59,139,2023-05-19 14:56:53,,2756.57,4.848,2.0,23.0,52.0,87.5,50.5384549,-84.8207597,0.0,0.0,4.848,19.0,80.39999999999998,80.39999999999998,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
65,59,219,2023-05-19 14:56:54,,2762.21,5.43,2.0,23.5,52.0,90.0,50.5384914,-84.8208235,14.5,55.5,5.43,19.0,80.39999999999998,80.39999999999998,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
71,60,299,2023-05-19 14:56:55,,2768.16,5.816,2.0,27.5,53.0,94.0,50.5385323,-84.8208872,21.5,86.5,5.816,19.0,80.20000000000005,80.20000000000005,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
81,60,322,2023-05-19 14:56:56,,2774.06,5.899,2.0,32.0,53.0,97.0,50.5385776,-84.8209507,21.0,88.5,5.899,19.0,80.20000000000005,80.20000000000005,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
87,60,309,2023-05-19 14:56:57,,2780.11,6.003,2.0,26.5,54.0,91.0,50.5386234,-84.8210147,24.5,90.5,6.003,19.0,80.0,80.0,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
88,60,265,2023-05-19 14:56:58,,2786.01,5.929,2.0,25.5,54.0,85.0,50.5386687,-84.8210691,25.0,91.0,5.929,19.0,79.79999999999995,79.79999999999995,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
86,61,207,2023-05-19 14:56:59,,2791.97,5.948,2.0,26.0,55.0,84.0,50.5387137,-84.8211321,21.5,82.0,5.948,19.0,79.60000000000002,79.60000000000002,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
82,61,207,2023-05-19 14:57:00,,2798.34,6.288,2.0,25.5,57.0,86.0,50.5387597,-84.8212055,18.5,76.5,6.288,19.0,79.60000000000002,79.60000000000002,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
83,61,209,2023-05-19 14:57:01,,2804.89,6.484,2.0,25.0,59.0,89.0,50.5388098,-84.8212693,17.5,79.5,6.484,19.0,79.79999999999995,79.79999999999995,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
86,61,212,2023-05-19 14:57:02,,2811.87,6.842,2.0,26.5,58.0,93.0,50.5388599,-84.8213421,17.5,79.5,6.842,19.0,79.79999999999995,79.79999999999995,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
89,62,227,2023-05-19 14:57:03,,2819.1,7.126,2.0,31.5,56.0,98.5,50.5389102,-84.8214244,23.5,88.0,7.126,19.0,80.0,80.0,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
93,62,226,2023-05-19 14:57:04,,2826.48,7.258,2.0,30.5,49.0,93.0,50.5389543,-84.8215126,26.5,93.0,7.258,19.0,80.20000000000005,80.20000000000005,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
89,62,210,2023-05-19 14:57:05,,2834.1,7.275,2.0,27.0,42.0,83.0,50.5390023,-84.8216001,27.5,96.5,7.275,19.0,80.60000000000002,80.60000000000002,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
64,62,179,2023-05-19 14:57:06,,2842.29,7.402,2.0,25.5,36.0,75.5,50.539056,-84.8216978,28.0,98.0,7.402,19.0,80.79999999999995,80.79999999999995,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
39,62,148,2023-05-19 14:57:07,,2849.74,6.997,2.0,29.0,29.0,78.5,50.5391011,-84.821788,26.0,92.5,6.997,19.0,81.20000000000005,81.20000000000005,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
13,62,118,2023-05-19 14:57:08,,2856.98,7.234,2.0,32.5,23.0,81.0,50.5391464,-84.8218695,23.5,86.5,7.234,19.0,81.20000000000005,81.20000000000005,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
5,62,0,2023-05-19 14:57:09,,2863.05,4.831,2.0,36.5,16.0,84.0,50.5391921,-84.8219338,21.5,80.5,4.831,19.0,81.20000000000005,81.20000000000005,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
20,62,27,2023-05-19 14:57:10,,2866.5,3.236,2.0,40.0,9.0,86.5,50.5392239,-84.8219611,19.0,74.5,3.236,19.0,81.39999999999998,81.39999999999998,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
23,62,57,2023-05-19 14:57:11,,2870.23,3.491,2.0,44.0,31.0,89.5,50.5392649,-84.8219614,17.0,68.5,3.491,19.0,81.39999999999998,81.39999999999998,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
40,62,79,2023-05-19 14:57:12,,2873.63,3.594,2.0,37.0,82.0,92.0,50.5393012,-84.8219704,19.0,65.0,3.594,19.0,81.39999999999998,81.39999999999998,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
56,62,201,2023-05-19 14:57:13,,2877.01,4.164,2.0,30.0,58.0,94.5,50.539338,-84.8219796,20.5,62.0,4.164,19.0,81.39999999999998,81.39999999999998,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
65,63,257,2023-05-19 14:57:14,,2881.06,4.185,2.0,29.5,55.0,97.5,50.5393832,-84.8219705,24.0,74.0,4.185,19.0,81.60000000000002,81.60000000000002,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
86,63,300,2023-05-19 14:57:15,,2885.52,4.689,2.0,33.5,60.0,98.0,50.5394288,-84.8219705,29.0,96.5,4.689,19.0,81.60000000000002,81.60000000000002,11.0,12.0,0.4,2023,5,19,14,3.2,360.0
88,64,372,2023-05-19 14:57:16,,2890.92,6.123,2.0,28.0,60.0,92.0,50.5394862,-84.8219705,31.0,98.0,6.123,19.0,81.39999999999998,81.39999999999998,11.0,12.0,1.05,2023,5,19,14,3.2,360.0
89,64,386,2023-05-19 14:57:17,,2897.58,6.389,3.0,29.0,45.0,92.5,50.5395563,-84.8219614,31.0,98.0,6.389,19.0,81.39999999999998,81.39999999999998,11.0,12.0,0.55,2023,5,19,14,3.2,360.0
87,64,283,2023-05-19 14:57:18,,2903.94,6.892,3.0,26.0,43.0,90.0,50.5396274,-84.8219525,25.0,85.5,6.892,19.0,81.60000000000002,81.60000000000002,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
87,64,246,2023-05-19 14:57:19,,2910.82,6.68,3.0,22.5,40.0,80.0,50.5397002,-84.8219434,20.5,77.0,6.68,19.0,81.39999999999998,81.39999999999998,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
89,65,215,2023-05-19 14:57:20,,2917.95,7.138,3.0,21.0,43.0,68.5,50.5397735,-84.8219253,21.0,77.5,7.138,19.0,81.20000000000005,81.20000000000005,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
90,65,207,2023-05-19 14:57:21,,2925.36,7.173,3.0,22.0,51.0,78.0,50.5398522,-84.8219159,22.0,79.0,7.173,19.0,81.0,81.0,11.0,12.0,0.0,2023,5,19,14,3.2,360.0
