battery_soc,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,speed,timestamp,cadence,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
,7729.11,1.907,3,91,50.3422813,-84.51528,1.907,2022-05-11 22:36:01,38.0,26.5,48.0,86.0,244.0,6.0,87.0,8.0,34.39999999999998,34.39999999999998,-8.77,2022,5,11,22,2.9,180.0
,7731.54,3.053,3,89,50.3422722,-84.5153128,3.053,2022-05-11 22:36:02,41.0,26.0,51.0,84.5,295.0,0.0,100.0,8.0,34.200000000000045,34.200000000000045,-8.72,2022,5,11,22,2.9,180.0
,7735.09,3.771,3,89,50.3422533,-84.515357,3.771,2022-05-11 22:36:03,68.0,26.0,51.0,84.5,312.0,0.0,100.0,8.0,34.200000000000045,34.200000000000045,-8.33,2022,5,11,22,2.9,180.0
,7739.12,4.39,3,90,50.3422282,-84.5154042,4.39,2022-05-11 22:36:04,84.0,26.0,51.0,84.0,260.0,1.0,99.5,8.0,34.200000000000045,34.200000000000045,-7.29,2022,5,11,22,2.9,180.0
,7743.89,5.15,3,91,50.3421997,-84.5154615,5.15,2022-05-11 22:36:05,87.0,25.0,52.0,80.5,257.0,11.0,97.0,8.0,34.200000000000045,34.200000000000045,-5.39,2022,5,11,22,2.9,180.0
,7749.67,5.659,3,91,50.3421669,-84.5155323,5.659,2022-05-11 22:36:06,89.0,24.0,53.0,76.5,254.0,21.0,94.5,8.0,34.200000000000045,34.200000000000045,-2.62,2022,5,11,22,2.9,180.0
,7755.59,5.615,3,90,50.3421319,-84.5156037,5.615,2022-05-11 22:36:07,92.0,23.0,54.0,73.5,253.0,30.0,92.5,8.0,34.200000000000045,34.200000000000045,-0.54,2022,5,11,22,2.9,180.0
,7761.95,6.103,3,90,50.3420935,-84.5156797,6.103,2022-05-11 22:36:08,95.0,24.0,54.0,75.5,268.0,30.0,92.5,8.0,34.200000000000045,34.200000000000045,0.0,2022,5,11,22,2.9,180.0
,7769.06,6.785,3,90,50.3420463,-84.5157603,6.785,2022-05-11 22:36:09,91.0,30.0,54.0,92.5,306.0,29.5,91.0,8.0,34.200000000000045,34.200000000000045,0.0,2022,5,11,22,2.9,180.0
,7775.34,6.646,3,90,50.3420016,-84.5158282,6.646,2022-05-11 22:36:10,89.0,30.0,51.0,92.0,296.0,31.5,95.0,8.0,34.200000000000045,34.200000000000045,0.0,2022,5,11,22,2.9,180.0
,7781.75,6.125,3,89,50.3419539,-84.5158948,6.125,2022-05-11 22:36:11,92.0,28.5,50.0,89.0,263.0,32.0,96.5,8.0,34.200000000000045,34.200000000000045,0.0,2022,5,11,22,2.9,180.0
,7789.44,6.243,3,90,50.3418912,-84.515967,6.243,2022-05-11 22:36:12,94.0,29.5,53.0,95.5,319.0,26.0,87.0,8.0,34.200000000000045,34.200000000000045,0.0,2022,5,11,22,2.9,180.0
,7795.99,6.236,3,90,50.3418347,-84.5160233,6.236,2022-05-11 22:36:13,97.0,40.5,50.0,98.0,326.0,27.0,87.0,8.0,34.200000000000045,34.200000000000045,0.0,2022,5,11,22,2.9,180.0
,7802.18,6.324,3,91,50.3417803,-84.5160747,6.324,2022-05-11 22:36:14,98.0,37.0,51.0,97.5,241.0,30.5,89.0,8.0,34.39999999999998,34.39999999999998,0.0,2022,5,11,22,2.9,180.0
,7809.32,6.62,3,92,50.3417208,-84.5161394,6.62,2022-05-11 22:36:15,99.0,30.0,50.0,88.0,185.0,28.5,83.0,8.0,34.39999999999998,34.39999999999998,0.0,2022,5,11,22,2.9,180.0
,7817.78,6.955,3,93,50.341657,-84.5162261,6.955,2022-05-11 22:36:16,99.0,26.0,50.0,80.0,244.0,24.5,75.5,8.0,34.39999999999998,34.39999999999998,0.29,2022,5,11,22,2.9,180.0
,7825.93,7.101,3,93,50.3415974,-84.5163124,7.101,2022-05-11 22:36:17,99.0,27.5,53.0,82.5,225.0,24.5,76.0,8.0,34.39999999999998,34.39999999999998,0.74,2022,5,11,22,2.9,180.0
,7833.77,6.939,3,93,50.3415389,-84.516394,6.939,2022-05-11 22:36:18,99.0,23.0,50.0,79.5,207.0,24.5,76.5,8.0,34.39999999999998,34.39999999999998,0.9,2022,5,11,22,2.9,180.0
,7841.31,7.046,3,93,50.3414803,-84.516469,7.046,2022-05-11 22:36:19,98.0,20.0,50.0,85.0,261.0,23.5,74.0,8.0,34.200000000000045,34.200000000000045,0.6,2022,5,11,22,2.9,180.0
,7848.93,7.219,3,93,50.3414197,-84.5165428,7.219,2022-05-11 22:36:20,96.0,22.5,49.0,81.5,266.0,24.0,76.0,8.0,34.200000000000045,34.200000000000045,0.16,2022,5,11,22,2.9,180.0
,7856.84,7.608,3,92,50.3413559,-84.5166182,7.608,2022-05-11 22:36:21,95.0,22.0,49.0,76.5,245.0,24.5,79.0,8.0,34.200000000000045,34.200000000000045,-0.27,2022,5,11,22,2.9,180.0
,7864.67,7.815,3,92,50.3412916,-84.5166913,7.815,2022-05-11 22:36:22,97.0,18.0,48.0,72.0,180.0,25.5,80.0,8.0,34.0,34.0,-0.73,2022,5,11,22,2.9,180.0
,7872.01,7.604,3,92,50.341233,-84.5167622,7.604,2022-05-11 22:36:23,98.0,19.5,47.0,68.0,229.0,23.0,72.5,8.0,34.0,34.0,-1.1,2022,5,11,22,2.9,180.0
,7878.72,7.027,3,92,50.3411803,-84.5168283,7.027,2022-05-11 22:36:24,99.0,21.5,47.0,72.0,205.0,19.0,66.0,8.0,33.799999999999955,33.799999999999955,-1.31,2022,5,11,22,2.9,180.0
,7885.38,6.652,3,90,50.3411293,-84.5168957,6.652,2022-05-11 22:36:25,99.0,21.5,47.0,72.5,188.0,18.5,65.5,8.0,33.60000000000002,33.60000000000002,-1.39,2022,5,11,22,2.9,180.0
,7892.22,6.751,3,89,50.341081,-84.51697,6.751,2022-05-11 22:36:26,99.0,21.0,47.0,69.0,181.0,19.5,67.0,8.0,33.60000000000002,33.60000000000002,-1.46,2022,5,11,22,2.9,180.0
,7899.27,7.002,3,91,50.341032,-84.5170476,7.002,2022-05-11 22:36:27,100.0,20.0,47.0,64.0,178.0,20.5,69.0,8.0,33.39999999999998,33.39999999999998,-1.41,2022,5,11,22,2.9,180.0
,7907.06,7.563,3,91,50.3409835,-84.5171388,7.563,2022-05-11 22:36:28,101.0,22.0,53.0,71.5,181.0,17.5,58.5,8.0,33.39999999999998,33.39999999999998,-1.36,2022,5,11,22,2.9,180.0
,7914.9,7.768,3,91,50.3409376,-84.5172338,7.768,2022-05-11 22:36:29,103.0,20.5,52.0,68.5,189.0,17.0,57.0,8.0,33.200000000000045,33.200000000000045,-1.48,2022,5,11,22,2.9,180.0
,7922.24,7.472,3,92,50.3408945,-84.5173224,7.472,2022-05-11 22:36:30,104.0,21.0,50.0,71.5,185.0,17.5,59.0,8.0,33.200000000000045,33.200000000000045,-1.53,2022,5,11,22,2.9,180.0
,7928.88,6.863,3,93,50.3408572,-84.5174042,6.863,2022-05-11 22:36:31,105.0,23.0,48.0,75.0,177.0,18.5,62.0,8.0,33.0,33.0,-1.48,2022,5,11,22,2.9,180.0
,7935.13,6.443,3,91,50.3408233,-84.5174821,6.443,2022-05-11 22:36:32,105.0,19.0,47.0,63.0,180.0,18.5,62.0,8.0,32.799999999999955,32.799999999999955,-1.62,2022,5,11,22,2.9,180.0
,7941.66,6.483,4,90,50.3407906,-84.5175654,6.483,2022-05-11 22:36:33,105.0,20.5,47.0,67.0,197.0,23.0,74.0,8.0,32.799999999999955,32.799999999999955,-1.83,2022,5,11,22,2.9,180.0
,7948.18,6.89,4,90,50.3407593,-84.5176498,6.89,2022-05-11 22:36:34,105.0,20.5,47.0,68.0,198.0,23.5,75.5,8.0,32.60000000000002,32.60000000000002,-1.85,2022,5,11,22,2.9,180.0
,7955.73,7.45,4,90,50.3407222,-84.5177467,7.45,2022-05-11 22:36:35,105.0,21.0,47.0,69.0,197.0,23.5,75.5,8.0,32.60000000000002,32.60000000000002,-1.8,2022,5,11,22,2.9,180.0
,7964.05,7.651,4,90,50.3406846,-84.5178556,7.651,2022-05-11 22:36:36,105.0,21.0,47.0,69.5,196.0,23.5,75.5,8.0,32.60000000000002,32.60000000000002,-1.65,2022,5,11,22,2.9,180.0
,7970.6,6.853,4,89,50.3406538,-84.5179403,6.853,2022-05-11 22:36:37,104.0,21.0,47.0,69.5,223.0,23.5,75.5,8.0,32.799999999999955,32.799999999999955,-1.01,2022,5,11,22,2.9,180.0
,7977.26,6.689,4,89,50.3406174,-84.5180231,6.689,2022-05-11 22:36:38,102.0,19.5,47.0,68.0,214.0,27.0,81.0,8.0,32.799999999999955,32.799999999999955,-0.26,2022,5,11,22,2.9,180.0
,7985.03,7.47,4,88,50.3405772,-84.5181214,7.47,2022-05-11 22:36:39,99.0,19.5,51.0,68.0,229.0,27.5,81.5,8.0,33.0,33.0,0.0,2022,5,11,22,2.9,180.0
,7992.77,7.664,4,88,50.3405407,-84.5182218,7.664,2022-05-11 22:36:40,98.0,20.0,52.0,69.0,235.0,26.0,80.0,8.0,33.0,33.0,0.32,2022,5,11,22,2.9,180.0
,8000.22,7.503,4,89,50.3405056,-84.5183185,7.503,2022-05-11 22:36:41,97.0,22.0,44.0,73.0,243.0,21.5,74.5,8.0,33.200000000000045,33.200000000000045,0.9,2022,5,11,22,2.9,180.0
,8007.27,7.254,4,88,50.3404693,-84.5184079,7.254,2022-05-11 22:36:42,95.0,22.0,50.0,73.0,316.0,21.5,74.5,8.0,33.39999999999998,33.39999999999998,1.19,2022,5,11,22,2.9,180.0
,8016.72,8.907,4,88,50.3404172,-84.518525,8.907,2022-05-11 22:36:43,94.0,22.0,50.0,73.0,313.0,21.5,74.5,8.0,33.60000000000002,33.60000000000002,1.41,2022,5,11,22,2.9,180.0
,8028.36,10.882,4,87,50.3403528,-84.5186691,10.882,2022-05-11 22:36:44,93.0,25.5,50.0,82.5,331.0,32.0,89.5,8.0,34.0,34.0,1.99,2022,5,11,22,2.9,180.0
,8039.26,11.006,3,87,50.3402922,-84.5188037,11.006,2022-05-11 22:36:45,92.0,26.5,49.0,87.0,317.0,33.5,92.5,8.0,34.60000000000002,34.60000000000002,2.89,2022,5,11,22,2.9,180.0
,8049.48,10.403,3,89,50.3402335,-84.5189286,10.403,2022-05-11 22:36:46,91.0,26.0,48.0,86.5,320.0,30.0,88.5,8.0,35.200000000000045,35.200000000000045,3.83,2022,5,11,22,2.9,180.0
,8059.8,10.166,3,93,50.3401735,-84.5190539,10.166,2022-05-11 22:36:47,91.0,29.0,55.0,96.0,367.0,30.0,88.5,8.0,35.60000000000002,35.60000000000002,4.56,2022,5,11,22,2.9,180.0
,8070.26,10.272,3,94,50.3401129,-84.5191811,10.272,2022-05-11 22:36:48,91.0,30.5,52.0,97.5,352.0,31.0,94.0,8.0,36.0,36.0,4.9,2022,5,11,22,2.9,180.0
,8079.6,9.553,3,96,50.3400542,-84.5192902,9.553,2022-05-11 22:36:49,95.0,30.0,51.0,95.5,336.0,31.5,96.5,8.0,36.39999999999998,36.39999999999998,4.64,2022,5,11,22,2.9,180.0
,8088.0,8.699,3,100,50.339999,-84.5193863,8.699,2022-05-11 22:36:50,99.0,27.0,50.0,89.5,342.0,31.5,98.0,8.0,36.799999999999955,36.799999999999955,4.09,2022,5,11,22,2.9,180.0
,8095.47,7.964,3,101,50.3399518,-84.5194735,7.964,2022-05-11 22:36:51,98.0,27.5,49.0,90.5,347.0,30.5,95.0,8.0,37.0,37.0,3.59,2022,5,11,22,2.9,180.0
,8102.39,7.126,3,104,50.339909,-84.5195552,7.126,2022-05-11 22:36:52,98.0,28.0,48.0,92.0,353.0,29.5,92.0,8.0,37.39999999999998,37.39999999999998,3.29,2022,5,11,22,2.9,180.0
,8109.04,6.861,3,105,50.3398675,-84.5196333,6.861,2022-05-11 22:36:53,96.0,28.0,48.0,92.5,359.0,29.0,90.0,8.0,37.799999999999955,37.799999999999955,3.32,2022,5,11,22,2.9,180.0
,8115.84,6.835,3,106,50.339827,-84.5197148,6.835,2022-05-11 22:36:54,94.0,28.5,49.0,93.5,320.0,30.0,92.5,8.0,38.200000000000045,38.200000000000045,3.99,2022,5,11,22,2.9,180.0
,8122.93,6.683,3,105,50.3397868,-84.5198015,6.683,2022-05-11 22:36:55,92.0,29.0,49.0,91.0,289.0,30.0,94.5,8.0,38.60000000000002,38.60000000000002,5.08,2022,5,11,22,2.9,180.0
,8128.85,5.974,3,105,50.3397517,-84.5198729,5.974,2022-05-11 22:36:56,94.0,28.5,49.0,86.0,335.0,28.5,92.0,8.0,38.799999999999955,38.799999999999955,5.62,2022,5,11,22,2.9,180.0
,8133.87,5.254,3,105,50.3397222,-84.5199335,5.254,2022-05-11 22:36:57,97.0,27.0,54.0,91.5,327.0,30.0,90.0,8.0,39.200000000000045,39.200000000000045,5.42,2022,5,11,22,2.9,180.0
,8139.43,5.478,3,105,50.3396894,-84.5200007,5.478,2022-05-11 22:36:58,97.0,27.0,52.0,92.0,330.0,30.0,90.0,8.0,39.60000000000002,39.60000000000002,5.3,2022,5,11,22,2.9,180.0
,8144.63,5.268,3,104,50.3396609,-84.520065,5.268,2022-05-11 22:36:59,97.0,27.0,50.0,92.0,334.0,30.0,90.0,8.0,40.0,40.0,5.41,2022,5,11,22,2.9,180.0
,8149.82,5.21,3,103,50.3396323,-84.5201293,5.21,2022-05-11 22:37:00,96.0,27.0,49.0,92.0,336.0,30.0,90.0,8.0,40.39999999999998,40.39999999999998,5.36,2022,5,11,22,2.9,180.0
,8155.81,5.797,3,102,50.3395957,-84.5202005,5.797,2022-05-11 22:37:01,95.0,27.0,49.0,92.5,331.0,30.0,90.5,8.0,40.60000000000002,40.60000000000002,6.01,2022,5,11,22,2.9,180.0
,8162.18,6.224,3,101,50.3395571,-84.5202764,6.224,2022-05-11 22:37:02,95.0,28.0,48.0,94.0,317.0,30.0,92.0,8.0,41.0,41.0,7.02,2022,5,11,22,2.9,180.0
,8168.32,6.172,3,101,50.3395206,-84.5203503,6.172,2022-05-11 22:37:03,94.0,28.5,48.0,95.5,304.0,30.5,94.0,8.0,41.39999999999998,41.39999999999998,7.26,2022,5,11,22,2.9,180.0
,8174.31,6.029,3,100,50.3394847,-84.520422,6.029,2022-05-11 22:37:04,93.0,29.0,47.0,97.0,304.0,30.5,95.5,8.0,41.799999999999955,41.799999999999955,6.72,2022,5,11,22,2.9,180.0
,8179.75,5.6,3,101,50.3394537,-84.5204888,5.6,2022-05-11 22:37:05,93.0,29.0,47.0,97.0,358.0,30.5,95.5,8.0,42.200000000000045,42.200000000000045,5.93,2022,5,11,22,2.9,180.0
,8185.18,5.468,3,101,50.3394199,-84.5205524,5.468,2022-05-11 22:37:06,95.0,29.0,47.0,97.0,377.0,30.5,95.5,8.0,42.60000000000002,42.60000000000002,5.59,2022,5,11,22,2.9,180.0
,8190.49,5.345,3,100,50.3393857,-84.5206137,5.345,2022-05-11 22:37:07,94.0,30.0,47.0,98.0,358.0,31.0,96.5,8.0,43.0,43.0,5.78,2022,5,11,22,2.9,180.0
,8195.29,4.951,3,99,50.3393552,-84.5206696,4.951,2022-05-11 22:37:08,93.0,31.5,48.0,99.0,340.0,30.5,97.0,8.0,43.39999999999998,43.39999999999998,6.03,2022,5,11,22,2.9,180.0
,8200.37,5.041,3,99,50.33933,-84.5207341,5.041,2022-05-11 22:37:09,90.0,34.5,50.0,99.5,325.0,30.5,97.0,8.0,43.799999999999955,43.799999999999955,6.73,2022,5,11,22,2.9,180.0
,8205.75,5.288,3,99,50.3393081,-84.520806,5.288,2022-05-11 22:37:10,90.0,34.0,51.0,98.5,349.0,35.5,98.0,8.0,44.200000000000045,44.200000000000045,7.71,2022,5,11,22,2.9,180.0
,8211.2,5.416,3,100,50.3392865,-84.5208791,5.416,2022-05-11 22:37:11,93.0,28.0,48.0,89.5,328.0,32.5,96.0,8.0,44.39999999999998,44.39999999999998,7.86,2022,5,11,22,2.9,180.0
,8216.33,5.191,3,100,50.3392657,-84.5209477,5.191,2022-05-11 22:37:12,97.0,25.0,52.0,85.5,242.0,30.5,94.0,8.0,44.60000000000002,44.60000000000002,7.31,2022,5,11,22,2.9,180.0
,8221.06,4.845,3,100,50.3392457,-84.5210105,4.845,2022-05-11 22:37:13,99.0,24.5,52.0,85.5,237.0,28.0,88.0,8.0,44.799999999999955,44.799999999999955,6.71,2022,5,11,22,2.9,180.0
,8225.76,4.743,3,99,50.3392246,-84.5210723,4.743,2022-05-11 22:37:14,97.0,23.5,51.0,85.0,230.0,26.0,81.0,8.0,45.0,45.0,6.04,2022,5,11,22,2.9,180.0
,8230.18,4.49,3,99,50.3392075,-84.5211316,4.49,2022-05-11 22:37:15,93.0,19.5,51.0,81.0,275.0,26.0,81.0,8.0,45.200000000000045,45.200000000000045,5.4,2022,5,11,22,2.9,180.0
,8234.96,4.71,3,100,50.3391924,-84.5211977,4.71,2022-05-11 22:37:16,89.0,19.5,52.0,81.0,280.0,26.0,81.0,8.0,45.39999999999998,45.39999999999998,4.83,2022,5,11,22,2.9,180.0
,8240.49,5.316,3,102,50.3391742,-84.5212736,5.316,2022-05-11 22:37:17,92.0,23.0,50.0,82.5,243.0,29.0,90.0,8.0,45.60000000000002,45.60000000000002,4.26,2022,5,11,22,2.9,180.0
,8246.21,5.714,3,104,50.3391526,-84.5213509,5.714,2022-05-11 22:37:18,95.0,26.5,51.0,86.0,223.0,27.5,87.5,8.0,45.799999999999955,45.799999999999955,3.78,2022,5,11,22,2.9,180.0
,8251.86,5.746,3,107,50.3391294,-84.5214263,5.746,2022-05-11 22:37:19,97.0,27.0,55.0,85.5,229.0,25.5,82.0,8.0,45.799999999999955,45.799999999999955,3.51,2022,5,11,22,2.9,180.0
,8257.8,5.883,3,109,50.3391053,-84.5215057,5.883,2022-05-11 22:37:20,99.0,25.0,59.0,80.5,236.0,24.0,78.0,8.0,45.799999999999955,45.799999999999955,3.05,2022,5,11,22,2.9,180.0
,8264.02,6.278,3,110,50.3390808,-84.5215894,6.278,2022-05-11 22:37:21,95.0,25.0,52.0,80.5,173.0,24.0,78.0,8.0,45.799999999999955,45.799999999999955,2.27,2022,5,11,22,2.9,180.0
,8271.37,7.171,3,111,50.3390541,-84.5216892,7.171,2022-05-11 22:37:22,97.0,24.0,52.0,73.0,184.0,25.5,79.0,8.0,45.799999999999955,45.799999999999955,1.33,2022,5,11,22,2.9,180.0
,8279.18,7.633,3,113,50.3390285,-84.5217966,7.633,2022-05-11 22:37:23,99.0,22.5,57.0,75.5,229.0,23.5,74.0,8.0,45.60000000000002,45.60000000000002,0.38,2022,5,11,22,2.9,180.0
,8287.19,7.91,3,115,50.3390023,-84.5219067,7.91,2022-05-11 22:37:24,97.0,23.5,58.0,81.0,243.0,21.5,68.5,8.0,45.60000000000002,45.60000000000002,0.0,2022,5,11,22,2.9,180.0
,8294.96,7.824,3,117,50.3389745,-84.5220126,7.824,2022-05-11 22:37:25,93.0,28.0,50.0,86.0,208.0,21.0,65.5,8.0,45.60000000000002,45.60000000000002,0.0,2022,5,11,22,2.9,180.0
,8301.95,7.291,3,119,50.3389471,-84.5221066,7.291,2022-05-11 22:37:26,97.0,27.5,53.0,84.0,227.0,26.5,79.5,8.0,45.39999999999998,45.39999999999998,-0.19,2022,5,11,22,2.9,180.0
,8309.42,7.393,3,119,50.3389192,-84.5222077,7.393,2022-05-11 22:37:27,99.0,29.0,52.0,86.0,219.0,28.5,83.5,8.0,45.39999999999998,45.39999999999998,-0.57,2022,5,11,22,2.9,180.0
,8317.12,7.552,3,119,50.3388898,-84.5223116,7.552,2022-05-11 22:37:28,100.0,30.0,50.0,86.5,215.0,27.5,81.0,8.0,45.39999999999998,45.39999999999998,-0.58,2022,5,11,22,2.9,180.0
,8324.43,7.384,3,119,50.3388566,-84.5224071,7.384,2022-05-11 22:37:29,100.0,28.0,50.0,80.0,217.0,25.0,77.5,8.0,45.39999999999998,45.39999999999998,-0.2,2022,5,11,22,2.9,180.0
,8331.18,6.907,3,119,50.3388231,-84.5224936,6.907,2022-05-11 22:37:30,100.0,27.0,50.0,77.0,216.0,25.0,77.5,8.0,45.39999999999998,45.39999999999998,0.0,2022,5,11,22,2.9,180.0
,8338.78,7.431,3,120,50.3387985,-84.5225974,7.431,2022-05-11 22:37:31,100.0,23.5,49.0,83.0,279.0,25.0,79.0,8.0,45.39999999999998,45.39999999999998,0.0,2022,5,11,22,2.9,180.0
,8347.08,8.087,3,120,50.3387762,-84.5227134,8.087,2022-05-11 22:37:32,98.0,27.5,49.0,92.5,323.0,27.0,80.0,8.0,45.60000000000002,45.60000000000002,0.0,2022,5,11,22,2.9,180.0
,8355.35,8.21,3,120,50.3387522,-84.5228285,8.21,2022-05-11 22:37:33,94.0,33.0,49.0,97.0,330.0,30.0,84.0,8.0,45.60000000000002,45.60000000000002,0.0,2022,5,11,22,2.9,180.0
,8363.84,8.415,3,119,50.3387239,-84.522945,8.415,2022-05-11 22:37:34,94.0,30.5,50.0,92.5,325.0,31.5,96.0,8.0,45.60000000000002,45.60000000000002,0.0,2022,5,11,22,2.9,180.0
,8372.24,8.409,3,119,50.3386934,-84.5230591,8.409,2022-05-11 22:37:35,94.0,31.5,50.0,91.5,314.0,30.5,95.0,8.0,45.60000000000002,45.60000000000002,0.0,2022,5,11,22,2.9,180.0
,8381.39,8.971,3,119,50.3386634,-84.523185,8.971,2022-05-11 22:37:36,93.0,27.5,49.0,89.0,312.0,29.5,94.0,8.0,45.799999999999955,45.799999999999955,0.21,2022,5,11,22,2.9,180.0
,8390.93,9.391,3,120,50.3386298,-84.5233151,9.391,2022-05-11 22:37:37,92.0,26.0,49.0,88.5,304.0,29.5,93.0,8.0,46.0,46.0,0.72,2022,5,11,22,2.9,180.0
,8400.23,9.338,3,121,50.3385953,-84.5234411,9.338,2022-05-11 22:37:38,91.0,26.5,49.0,89.5,296.0,28.5,90.0,8.0,46.200000000000045,46.200000000000045,1.12,2022,5,11,22,2.9,180.0
,8409.17,9.052,3,120,50.3385617,-84.5235619,9.052,2022-05-11 22:37:39,90.0,27.0,49.0,85.0,253.0,26.0,89.0,8.0,46.39999999999998,46.39999999999998,1.45,2022,5,11,22,2.9,180.0
,8417.94,8.814,3,119,50.338524,-84.523678,8.814,2022-05-11 22:37:40,89.0,25.5,47.0,85.0,206.0,29.5,88.5,8.0,46.60000000000002,46.60000000000002,1.86,2022,5,11,22,2.9,180.0
,8426.41,8.544,3,118,50.3384794,-84.5237843,8.544,2022-05-11 22:37:41,88.0,23.5,51.0,78.5,166.0,24.5,80.0,8.0,46.60000000000002,46.60000000000002,2.08,2022,5,11,22,2.9,180.0
,8434.37,8.106,3,118,50.3384329,-84.5238809,8.106,2022-05-11 22:37:42,88.0,22.5,,74.0,127.0,23.0,76.0,8.0,46.799999999999955,46.799999999999955,1.95,2022,5,11,22,2.9,180.0
,8441.73,7.541,3,117,50.3383859,-84.5239662,7.541,2022-05-11 22:37:43,87.0,21.5,,71.0,88.0,22.0,73.5,8.0,46.799999999999955,46.799999999999955,1.64,2022,5,11,22,2.9,180.0
,8448.31,6.836,3,117,50.3383372,-84.5240347,6.836,2022-05-11 22:37:44,87.0,20.5,,68.0,49.0,21.0,71.0,8.0,47.0,47.0,1.3,2022,5,11,22,2.9,180.0
,8454.27,6.174,3,116,50.3382865,-84.5240867,6.174,2022-05-11 22:37:45,86.0,19.5,,65.0,10.0,20.0,68.0,8.0,47.0,47.0,1.12,2022,5,11,22,2.9,180.0
,8459.57,5.577,3,115,50.3382378,-84.5241261,5.577,2022-05-11 22:37:46,0.0,19.5,,64.0,0.0,20.0,67.5,8.0,47.200000000000045,47.200000000000045,1.18,2022,5,11,22,2.9,180.0
,8463.82,4.57,3,116,50.3381966,-84.5241528,4.57,2022-05-11 22:37:47,0.0,19.5,,64.0,0.0,20.0,67.5,8.0,47.200000000000045,47.200000000000045,1.33,2022,5,11,22,2.9,180.0
,8466.73,3.289,3,116,50.3381676,-84.5241682,3.289,2022-05-11 22:37:48,0.0,19.5,,64.0,0.0,20.0,67.5,8.0,47.200000000000045,47.200000000000045,1.46,2022,5,11,22,2.9,180.0
,8468.93,2.466,3,116,50.3381473,-84.5241837,2.466,2022-05-11 22:37:49,0.0,19.5,,64.0,0.0,20.0,67.5,8.0,47.200000000000045,47.200000000000045,1.51,2022,5,11,22,2.9,180.0
,8470.9,2.105,3,117,50.3381307,-84.5242015,2.105,2022-05-11 22:37:50,0.0,19.5,,64.0,0.0,20.0,67.5,8.0,47.200000000000045,47.200000000000045,1.4,2022,5,11,22,2.9,180.0
,8472.5,1.719,3,116,50.338116,-84.5242123,1.719,2022-05-11 22:37:51,0.0,19.5,,64.0,0.0,20.0,67.5,8.0,47.200000000000045,47.200000000000045,1.01,2022,5,11,22,2.9,180.0
,8473.05,3.216,2,119,50.3383976,-84.5240894,3.216,2022-05-11 22:40:13,81.0,20.0,51.0,83.0,447.0,18.5,85.5,8.0,47.200000000000045,47.200000000000045,0.0,2022,5,11,22,2.9,180.0
,8476.28,5.448,3,119,50.3384382,-84.5240334,5.448,2022-05-11 22:40:14,86.0,21.5,45.0,79.5,396.0,19.5,86.0,8.0,47.0,47.0,0.0,2022,5,11,22,2.9,180.0
,8482.64,6.127,3,119,50.3384864,-84.5239683,6.127,2022-05-11 22:40:15,88.0,26.5,39.0,87.5,375.0,25.5,89.5,8.0,47.200000000000045,47.200000000000045,0.0,2022,5,11,22,2.9,180.0
,8489.92,7.0,3,119,50.3385411,-84.5238931,7.0,2022-05-11 22:40:16,91.0,27.0,39.0,88.0,311.0,26.0,90.0,8.0,47.200000000000045,47.200000000000045,0.0,2022,5,11,22,2.9,180.0
,8497.01,7.117,3,118,50.3385901,-84.5238149,7.117,2022-05-11 22:40:17,97.0,27.0,39.0,88.0,208.0,26.0,90.0,8.0,47.200000000000045,47.200000000000045,0.0,2022,5,11,22,2.9,180.0
,8503.85,6.87,3,118,50.3386339,-84.5237357,6.87,2022-05-11 22:40:18,100.0,27.0,55.0,88.0,142.0,26.0,90.0,8.0,47.200000000000045,47.200000000000045,0.0,2022,5,11,22,2.9,180.0
,8510.43,6.635,3,118,50.3386713,-84.5236551,6.635,2022-05-11 22:40:19,100.0,15.5,56.0,68.5,205.0,20.0,76.5,8.0,47.200000000000045,47.200000000000045,0.0,2022,5,11,22,2.9,180.0
,8517.25,6.782,3,118,50.338698,-84.523564,6.782,2022-05-11 22:40:20,93.0,25.0,66.0,85.5,258.0,11.5,44.0,8.0,47.200000000000045,47.200000000000045,0.0,2022,5,11,22,2.9,180.0
,8524.9,7.429,3,117,50.3387212,-84.523458,7.429,2022-05-11 22:40:21,91.0,28.5,66.0,91.5,299.0,8.5,33.5,8.0,47.0,47.0,0.0,2022,5,11,22,2.9,180.0
,8533.27,8.143,3,117,50.3387473,-84.5233423,8.143,2022-05-11 22:40:22,93.0,28.5,55.0,91.5,342.0,8.5,33.5,8.0,46.799999999999955,46.799999999999955,-0.19,2022,5,11,22,2.9,180.0
,8542.01,8.583,3,115,50.3387716,-84.5232205,8.583,2022-05-11 22:40:23,94.0,28.5,56.0,91.5,331.0,8.5,33.5,8.0,46.799999999999955,46.799999999999955,-0.77,2022,5,11,22,2.9,180.0
,8550.56,8.552,3,115,50.3387935,-84.5231006,8.552,2022-05-11 22:40:24,95.0,28.5,56.0,91.5,241.0,8.5,33.5,8.0,46.60000000000002,46.60000000000002,-1.36,2022,5,11,22,2.9,180.0
,8558.85,8.344,3,114,50.3388178,-84.5229855,8.344,2022-05-11 22:40:25,96.0,28.5,56.0,91.5,276.0,8.5,33.5,8.0,46.39999999999998,46.39999999999998,-1.75,2022,5,11,22,2.9,180.0
