altitude,distance,enhanced_altitude,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,grade,cadence,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,heart_rate,year,month,day,hour,wind_speed,wind_direction
-17.0,0.0,-17.0,4.408,2,50.5080598,-84.8131765,4.408,2022-03-25 18:07:40,,,,,,,,,,,,2022,3,25,18,1.32,99.0
-16.80000000000001,4.29,-16.80000000000001,4.362,2,50.5080381,-84.8132309,4.362,2022-03-25 18:07:41,25.0,0.0,,,,,,,,,,2022,3,25,18,1.32,99.0
-16.80000000000001,8.58,-16.80000000000001,4.316,2,50.5080163,-84.8132853,4.316,2022-03-25 18:07:42,,0.71,59.0,9.0,13.0,33.5,37.0,14.5,46.5,,,2022,3,25,18,1.32,99.0
-16.80000000000001,12.55,-16.80000000000001,3.776,2,50.5080062,-84.8133412,3.776,2022-03-25 18:07:43,,1.75,56.0,9.0,13.0,33.5,41.0,14.5,46.5,,,2022,3,25,18,1.32,99.0
-16.600000000000023,17.21,-16.600000000000023,4.313,2,50.508022,-84.8134051,4.313,2022-03-25 18:07:44,,1.9,45.0,12.0,35.0,43.0,223.0,17.0,53.5,,,2022,3,25,18,1.32,99.0
-16.600000000000023,22.35,-16.600000000000023,4.324,2,50.5080555,-84.8134642,4.324,2022-03-25 18:07:45,,1.68,46.0,13.5,43.0,47.0,217.0,18.0,56.5,18.0,,2022,3,25,18,1.32,99.0
-16.600000000000023,27.43,-16.600000000000023,4.28,2,50.5080796,-84.8135301,4.28,2022-03-25 18:07:46,,1.54,53.0,13.5,44.0,47.0,100.0,18.0,56.5,18.0,,2022,3,25,18,1.32,99.0
-16.600000000000023,30.94,-16.600000000000023,3.795,2,50.5080718,-84.8135798,3.795,2022-03-25 18:07:47,,0.74,56.0,14.5,44.0,49.5,62.0,17.0,59.0,18.0,,2022,3,25,18,1.32,99.0
-16.600000000000023,34.51,-16.600000000000023,3.559,2,50.50806,-84.813629,3.559,2022-03-25 18:07:48,,0.03,57.0,16.0,45.0,53.0,67.0,16.0,63.0,18.0,,2022,3,25,18,1.32,99.0
-16.399999999999977,37.45,-16.399999999999977,2.294,2,50.5080343,-84.8136534,2.294,2022-03-25 18:07:49,,0.0,57.0,17.5,45.0,56.5,71.0,15.0,67.0,18.0,,2022,3,25,18,1.32,99.0
-16.399999999999977,40.26,-16.399999999999977,1.161,2,50.5080043,-84.8136577,1.161,2022-03-25 18:07:50,,0.0,57.0,18.0,47.0,58.0,65.0,14.5,68.5,18.0,,2022,3,25,18,1.32,99.0
-16.19999999999999,40.28,-16.19999999999999,0.032,2,50.5079945,-84.8136635,0.032,2022-03-25 18:07:51,,0.78,56.0,18.0,49.0,58.0,54.0,14.5,68.5,18.0,,2022,3,25,18,1.32,99.0
-16.19999999999999,40.28,-16.19999999999999,0.0,2,50.5079844,-84.8136617,0.0,2022-03-25 18:07:52,,0.81,55.0,18.0,51.0,58.0,42.0,14.5,68.5,18.0,,2022,3,25,18,1.32,99.0
-16.19999999999999,40.28,-16.19999999999999,0.0,2,50.5079724,-84.8136637,0.0,2022-03-25 18:07:53,,0.03,55.0,18.0,54.0,58.0,31.0,14.5,68.5,18.0,,2022,3,25,18,1.32,99.0
-16.0,40.28,-16.0,0.0,2,50.5079723,-84.8136637,0.0,2022-03-25 18:07:54,,0.0,54.0,18.0,56.0,58.0,19.0,14.5,68.5,18.0,,2022,3,25,18,1.32,99.0
-16.0,40.28,-16.0,0.0,2,50.5079723,-84.8136637,0.0,2022-03-25 18:07:55,,0.0,48.0,19.5,59.0,62.0,13.0,15.0,67.5,18.0,,2022,3,25,18,1.32,99.0
-16.0,40.28,-16.0,0.0,1,50.5079723,-84.8136637,0.0,2022-03-25 18:07:56,,0.0,40.0,22.5,62.0,68.5,10.0,16.0,65.5,18.0,,2022,3,25,18,1.32,99.0
-16.0,40.28,-16.0,0.0,1,50.5079723,-84.8136637,0.0,2022-03-25 18:07:57,,0.0,32.0,25.0,65.0,75.0,7.0,17.0,64.0,18.0,,2022,3,25,18,1.32,99.0
-16.0,40.28,-16.0,0.0,1,50.5079723,-84.8136637,0.0,2022-03-25 18:07:58,,0.0,24.0,27.5,68.0,81.5,5.0,17.5,62.0,18.0,,2022,3,25,18,1.32,99.0
-16.0,40.28,-16.0,0.0,1,50.5079723,-84.8136637,0.0,2022-03-25 18:07:59,,0.0,16.0,30.0,70.0,88.0,2.0,18.5,60.5,18.0,,2022,3,25,18,1.32,99.0
-16.0,40.28,-16.0,0.0,1,50.5079723,-84.8136637,0.0,2022-03-25 18:08:00,,0.0,0.0,31.5,73.0,91.5,0.0,19.0,59.5,18.0,,2022,3,25,18,1.32,99.0
-15.800000000000011,40.28,-15.800000000000011,1.307,1,50.5079704,-84.813689,1.307,2022-03-25 18:08:05,,0.0,0.0,31.5,88.0,91.5,0.0,19.0,59.5,19.0,,2022,3,25,18,1.32,99.0
-15.800000000000011,42.02,-15.800000000000011,1.646,1,50.5079763,-84.8137134,1.646,2022-03-25 18:08:06,,0.0,0.0,31.5,90.0,91.5,0.0,19.0,59.5,19.0,,2022,3,25,18,1.32,99.0
-15.800000000000011,44.27,-15.800000000000011,2.106,1,50.5079822,-84.813745,2.106,2022-03-25 18:08:07,,0.0,0.0,31.5,93.0,91.5,0.0,19.0,59.5,19.0,,2022,3,25,18,1.32,99.0
-15.800000000000011,46.97,-15.800000000000011,2.542,1,50.5079963,-84.8137792,2.542,2022-03-25 18:08:08,,0.0,0.0,31.5,96.0,91.5,0.0,19.0,59.5,19.0,,2022,3,25,18,1.32,99.0
-15.800000000000011,50.15,-15.800000000000011,3.016,1,50.5080179,-84.8138146,3.016,2022-03-25 18:08:09,,0.0,0.0,31.5,99.0,91.5,0.0,19.0,59.5,19.0,,2022,3,25,18,1.32,99.0
-15.800000000000011,54.05,-15.800000000000011,3.69,1,50.508046,-84.8138567,3.69,2022-03-25 18:08:10,,0.0,12.0,25.5,81.0,96.5,150.0,27.5,86.0,19.0,,2022,3,25,18,1.32,99.0
-15.800000000000011,58.63,-15.800000000000011,4.35,1,50.5080816,-84.8139023,4.35,2022-03-25 18:08:11,,0.0,26.0,23.5,68.0,93.0,169.0,31.5,98.0,19.0,,2022,3,25,18,1.32,99.0
-15.800000000000011,63.78,-15.800000000000011,4.95,2,50.5081231,-84.8139517,4.95,2022-03-25 18:08:12,,0.0,40.0,23.5,65.0,88.5,166.0,31.5,98.0,19.0,,2022,3,25,18,1.32,99.0
-15.800000000000011,68.68,-15.800000000000011,4.929,2,50.5081608,-84.8140012,4.929,2022-03-25 18:08:13,,0.0,55.0,23.5,65.0,88.5,174.0,31.5,98.0,19.0,,2022,3,25,18,1.32,99.0
-15.800000000000011,74.03,-15.800000000000011,5.257,2,50.5082007,-84.814057,5.257,2022-03-25 18:08:14,,0.0,58.0,23.5,49.0,88.5,166.0,31.5,98.0,19.0,,2022,3,25,18,1.32,99.0
-15.800000000000011,79.88,-15.800000000000011,5.699,2,50.5082404,-84.8141225,5.699,2022-03-25 18:08:15,,0.0,49.0,26.0,58.0,90.5,281.0,33.0,96.0,19.0,,2022,3,25,18,1.32,99.0
-15.800000000000011,86.15,-15.800000000000011,6.105,2,50.508282,-84.8141938,6.105,2022-03-25 18:08:16,,0.0,51.0,27.0,58.0,91.5,300.0,33.5,95.0,19.0,,2022,3,25,18,1.32,99.0
-16.0,92.68,-16.0,6.411,2,50.508322,-84.8142715,6.411,2022-03-25 18:08:17,,0.0,58.0,29.0,50.0,94.0,241.0,36.5,97.0,19.0,,2022,3,25,18,1.32,99.0
-16.19999999999999,99.14,-16.19999999999999,6.886,2,50.5083553,-84.8143537,6.886,2022-03-25 18:08:18,,-0.42,64.0,32.5,41.0,98.0,161.0,42.0,100.0,19.0,,2022,3,25,18,1.32,99.0
-16.399999999999977,105.69,-16.399999999999977,6.801,2,50.5083898,-84.8144362,6.801,2022-03-25 18:08:19,,-1.22,67.0,32.5,41.0,98.0,143.0,42.0,100.0,19.0,,2022,3,25,18,1.32,99.0
-16.600000000000023,113.01,-16.600000000000023,6.731,2,50.5084314,-84.8145261,6.731,2022-03-25 18:08:20,,-1.87,68.0,29.0,45.0,92.0,98.0,35.5,93.5,19.0,,2022,3,25,18,1.32,99.0
-16.80000000000001,119.69,-16.80000000000001,6.628,2,50.5084688,-84.8146088,6.628,2022-03-25 18:08:21,,-2.5,70.0,26.0,50.0,85.5,52.0,29.0,87.0,19.0,,2022,3,25,18,1.32,99.0
-17.0,126.61,-17.0,6.677,2,50.5085068,-84.8146947,6.677,2022-03-25 18:08:22,,-3.11,68.0,22.5,53.0,79.0,25.0,23.5,81.0,19.0,,2022,3,25,18,1.32,99.0
-17.600000000000023,133.66,-17.600000000000023,7.634,2,50.5085428,-84.8147846,7.634,2022-03-25 18:08:23,,-3.77,57.0,20.0,47.0,72.5,79.0,22.5,79.5,19.0,,2022,3,25,18,1.32,99.0
-18.0,141.46,-18.0,7.641,2,50.5085825,-84.814884,7.641,2022-03-25 18:08:24,,-4.44,45.0,18.0,42.0,66.5,132.0,21.5,77.5,19.0,,2022,3,25,18,1.32,99.0
-18.19999999999999,148.96,-18.19999999999999,7.426,2,50.5086183,-84.8149812,7.426,2022-03-25 18:08:25,,-4.7,33.0,15.5,36.0,60.5,185.0,20.5,76.0,19.0,,2022,3,25,18,1.32,99.0
-18.600000000000023,157.06,-18.600000000000023,7.732,2,50.5086518,-84.8150895,7.732,2022-03-25 18:08:26,,-5.02,37.0,13.5,32.0,55.5,267.0,20.0,74.5,19.0,,2022,3,25,18,1.32,99.0
-18.80000000000001,165.67,-18.80000000000001,8.465,2,50.508694,-84.8152004,8.465,2022-03-25 18:08:27,,-5.3,78.0,20.0,32.0,71.0,335.0,22.0,78.0,19.0,,2022,3,25,18,1.32,99.0
-19.19999999999999,173.86,-19.19999999999999,8.238,2,50.5087317,-84.8153075,8.238,2022-03-25 18:08:28,,-4.61,84.0,30.0,32.0,95.5,253.0,25.0,83.0,19.0,,2022,3,25,18,1.32,99.0
-19.399999999999977,181.83,-19.399999999999977,8.043,2,50.5087801,-84.8154026,8.043,2022-03-25 18:08:29,,-3.66,86.0,22.0,32.0,78.0,224.0,25.0,79.0,19.0,,2022,3,25,18,1.32,99.0
-19.399999999999977,190.11,-19.399999999999977,8.069,3,50.5088325,-84.8154995,8.069,2022-03-25 18:08:30,,-3.31,86.0,22.0,38.0,77.5,191.0,25.0,79.0,19.0,,2022,3,25,18,1.32,99.0
-19.399999999999977,198.19,-19.399999999999977,8.24,3,50.5088741,-84.8156021,8.24,2022-03-25 18:08:31,,-2.63,86.0,22.0,43.0,77.0,157.0,25.0,79.0,19.0,,2022,3,25,18,1.32,99.0
-19.399999999999977,206.74,-19.399999999999977,7.963,3,50.5089125,-84.8157146,7.963,2022-03-25 18:08:32,,-1.66,87.0,22.5,49.0,77.0,124.0,25.0,79.0,19.0,,2022,3,25,18,1.32,99.0
-19.399999999999977,214.7,-19.399999999999977,7.86,3,50.5089465,-84.8158203,7.86,2022-03-25 18:08:33,,-1.29,87.0,23.0,55.0,76.5,90.0,25.0,79.0,19.0,,2022,3,25,18,1.32,99.0
-19.399999999999977,223.0,-19.399999999999977,7.351,3,50.508984,-84.8159293,7.351,2022-03-25 18:08:34,,-0.74,70.0,18.0,55.0,57.5,74.0,18.5,74.0,19.0,,2022,3,25,18,1.32,99.0
-19.19999999999999,229.82,-19.19999999999999,6.722,3,50.509014,-84.8160193,6.722,2022-03-25 18:08:35,,-0.1,62.0,15.0,55.0,47.0,62.0,15.0,71.0,19.0,,2022,3,25,18,1.32,99.0
-19.19999999999999,236.3,-19.19999999999999,5.929,3,50.5090458,-84.8161027,5.929,2022-03-25 18:08:36,,0.0,65.0,15.0,55.0,47.0,56.0,15.0,71.0,19.0,,2022,3,25,18,1.32,99.0
-19.19999999999999,242.11,-19.19999999999999,5.252,3,50.5090778,-84.8161749,5.252,2022-03-25 18:08:37,,0.0,69.0,15.0,55.0,47.0,50.0,15.0,71.0,19.0,,2022,3,25,18,1.32,99.0
-19.19999999999999,247.05,-19.19999999999999,4.88,3,50.5091054,-84.816236,4.88,2022-03-25 18:08:38,,0.0,72.0,15.0,55.0,47.0,44.0,15.0,71.0,19.0,,2022,3,25,18,1.32,99.0
-19.19999999999999,252.12,-19.19999999999999,4.717,3,50.5091372,-84.8162957,4.717,2022-03-25 18:08:39,,0.0,75.0,15.0,55.0,47.0,38.0,15.0,71.0,19.0,,2022,3,25,18,1.32,99.0
-19.399999999999977,258.2,-19.399999999999977,5.527,3,50.5091646,-84.8163755,5.527,2022-03-25 18:08:40,,0.0,20.0,15.0,55.0,47.0,273.0,15.0,71.0,19.0,,2022,3,25,18,1.32,99.0
-19.399999999999977,264.42,-19.399999999999977,6.181,3,50.5091982,-84.8164533,6.181,2022-03-25 18:08:41,,0.0,38.0,15.0,55.0,47.0,370.0,15.0,71.0,19.0,,2022,3,25,18,1.32,99.0
-19.399999999999977,272.12,-19.399999999999977,6.661,3,50.5092228,-84.8165596,6.661,2022-03-25 18:08:42,,0.0,61.0,19.5,55.0,63.0,353.0,20.5,78.5,19.0,,2022,3,25,18,1.32,99.0
-19.600000000000023,280.81,-19.600000000000023,6.955,3,50.5092663,-84.8166709,6.955,2022-03-25 18:08:43,,0.0,70.0,27.0,55.0,89.5,283.0,29.5,91.0,19.0,,2022,3,25,18,1.32,99.0
-19.80000000000001,289.47,-19.80000000000001,8.714,3,50.5093101,-84.8167815,8.714,2022-03-25 18:08:44,,-0.6,75.0,29.5,55.0,98.5,271.0,29.0,84.5,20.0,,2022,3,25,18,1.32,99.0
-19.80000000000001,298.79,-19.80000000000001,8.971,3,50.5093558,-84.8169016,8.971,2022-03-25 18:08:45,,-1.34,76.0,29.0,53.0,95.0,230.0,29.0,88.0,20.0,,2022,3,25,18,1.32,99.0
-19.80000000000001,305.83,-19.80000000000001,7.493,3,50.5093879,-84.8169938,7.493,2022-03-25 18:08:46,,-1.24,77.0,28.5,52.0,90.5,186.0,29.0,92.5,20.0,,2022,3,25,18,1.32,99.0
-19.600000000000023,313.3,-19.600000000000023,7.454,3,50.5094257,-84.8170892,7.454,2022-03-25 18:08:47,,-0.58,77.0,28.5,48.0,88.5,133.0,29.0,95.0,20.0,,2022,3,25,18,1.32,99.0
-19.80000000000001,320.88,-19.80000000000001,7.591,3,50.5094634,-84.8171865,7.591,2022-03-25 18:08:48,,-0.42,77.0,26.5,44.0,83.0,83.0,27.0,88.5,20.0,,2022,3,25,18,1.32,99.0
-19.80000000000001,328.98,-19.80000000000001,8.016,3,50.5095085,-84.8172868,8.016,2022-03-25 18:08:49,,-0.42,76.0,18.5,51.0,60.0,74.0,19.0,60.0,20.0,,2022,3,25,18,1.32,99.0
-20.0,337.19,-20.0,8.248,3,50.5095516,-84.8173904,8.248,2022-03-25 18:08:50,,-0.07,74.0,14.0,56.0,48.0,66.0,14.5,45.5,20.0,,2022,3,25,18,1.32,99.0
-19.80000000000001,345.31,-19.80000000000001,8.101,3,50.5095954,-84.8174921,8.101,2022-03-25 18:08:51,,0.0,73.0,14.0,,47.5,58.0,14.5,45.5,20.0,,2022,3,25,18,1.32,99.0
-19.80000000000001,352.57,-19.80000000000001,7.496,3,50.5096355,-84.8175822,7.496,2022-03-25 18:08:52,,0.0,73.0,13.5,,44.5,43.0,14.0,46.5,20.0,,2022,3,25,18,1.32,99.0
-19.80000000000001,358.57,-19.80000000000001,6.286,3,50.50967,-84.8176555,6.286,2022-03-25 18:08:53,,0.0,72.0,13.0,,42.0,27.0,14.0,47.0,20.0,,2022,3,25,18,1.32,99.0
-19.600000000000023,363.55,-19.600000000000023,5.294,3,50.5096999,-84.8177154,5.294,2022-03-25 18:08:54,,0.0,72.0,12.5,,39.0,12.0,13.5,47.5,20.0,,2022,3,25,18,1.32,99.0
-19.600000000000023,367.43,-19.600000000000023,4.271,3,50.5097197,-84.8177647,4.271,2022-03-25 18:08:55,,0.0,0.0,12.0,,37.0,0.0,13.5,48.0,20.0,,2022,3,25,18,1.32,99.0
-19.600000000000023,370.72,-19.600000000000023,3.495,3,50.5097456,-84.8177971,3.495,2022-03-25 18:08:56,,0.0,0.0,12.0,,37.0,0.0,13.5,48.0,20.0,,2022,3,25,18,1.32,99.0
-19.600000000000023,373.4,-19.600000000000023,2.874,2,50.5097717,-84.8178134,2.874,2022-03-25 18:08:57,,0.0,0.0,12.0,,37.0,0.0,13.5,48.0,20.0,,2022,3,25,18,1.32,99.0
-19.600000000000023,375.29,-19.600000000000023,2.178,2,50.5097893,-84.8178271,2.178,2022-03-25 18:08:58,,0.0,0.0,12.0,,37.0,0.0,13.5,48.0,20.0,,2022,3,25,18,1.32,99.0
-19.399999999999977,375.34,-19.399999999999977,2.725,1,50.5098134,-84.8178963,2.725,2022-03-25 18:09:09,,0.0,0.0,12.0,,37.0,0.0,13.5,48.0,20.0,,2022,3,25,18,1.32,99.0
-19.600000000000023,377.63,-19.600000000000023,2.426,1,50.5098057,-84.8179284,2.426,2022-03-25 18:09:10,,0.0,0.0,12.0,,37.0,0.0,13.5,48.0,20.0,,2022,3,25,18,1.32,99.0
-19.600000000000023,379.96,-19.600000000000023,2.348,1,50.5097918,-84.8179565,2.348,2022-03-25 18:09:11,,0.0,0.0,12.0,,37.0,0.0,13.5,48.0,20.0,,2022,3,25,18,1.32,99.0
-19.600000000000023,382.87,-19.600000000000023,2.851,2,50.5097689,-84.8179852,2.851,2022-03-25 18:09:12,,0.0,0.0,12.0,,37.0,0.0,13.5,48.0,20.0,,2022,3,25,18,1.32,99.0
-19.600000000000023,386.31,-19.600000000000023,3.221,2,50.5097368,-84.8180098,3.221,2022-03-25 18:09:13,,-1.45,0.0,12.0,83.0,37.0,0.0,13.5,48.0,20.0,,2022,3,25,18,1.32,99.0
-19.600000000000023,390.09,-19.600000000000023,3.636,2,50.5096986,-84.8180281,3.636,2022-03-25 18:09:14,,-1.73,3.0,13.0,76.0,41.0,0.0,14.5,51.0,20.0,,2022,3,25,18,1.32,99.0
-19.600000000000023,393.17,-19.600000000000023,3.221,2,50.5096668,-84.8180401,3.221,2022-03-25 18:09:15,,-0.29,9.0,14.5,70.0,49.5,148.0,16.0,57.5,20.0,,2022,3,25,18,1.32,99.0
-19.600000000000023,397.43,-19.600000000000023,3.982,2,50.5096251,-84.8180657,3.982,2022-03-25 18:09:16,,0.0,14.0,16.5,63.0,57.5,166.0,17.5,63.5,20.0,,2022,3,25,18,1.32,99.0
-19.600000000000023,403.21,-19.600000000000023,5.291,2,50.5095709,-84.8181064,5.291,2022-03-25 18:09:17,,0.0,20.0,18.0,57.0,65.5,185.0,19.5,70.0,20.0,,2022,3,25,18,1.32,99.0
-19.600000000000023,410.17,-19.600000000000023,6.618,2,50.5095039,-84.8181512,6.618,2022-03-25 18:09:18,,0.0,32.0,19.5,52.0,71.5,209.0,20.5,74.5,20.0,,2022,3,25,18,1.32,99.0
-19.600000000000023,416.8,-19.600000000000023,6.624,2,50.5094384,-84.8181889,6.624,2022-03-25 18:09:19,,0.0,57.0,19.5,51.0,72.0,240.0,20.5,75.0,20.0,,2022,3,25,18,1.32,99.0
-19.600000000000023,423.19,-19.600000000000023,6.465,2,50.5093747,-84.8182228,6.465,2022-03-25 18:09:20,,0.0,66.0,19.0,50.0,74.0,244.0,20.0,77.0,20.0,,2022,3,25,18,1.32,99.0
-19.600000000000023,429.27,-19.600000000000023,6.151,2,50.5093149,-84.8182587,6.151,2022-03-25 18:09:21,,0.0,68.0,18.0,50.0,71.0,176.0,18.0,75.5,20.0,,2022,3,25,18,1.32,99.0
-19.600000000000023,435.27,-19.600000000000023,6.053,2,50.5092572,-84.8182971,6.053,2022-03-25 18:09:22,,0.0,70.0,14.0,33.0,51.0,124.0,17.5,75.0,20.0,,2022,3,25,18,1.32,99.0
-19.600000000000023,441.33,-19.600000000000023,6.045,2,50.5091975,-84.8183323,6.045,2022-03-25 18:09:23,,0.0,71.0,16.0,42.0,53.5,140.0,17.5,64.0,20.0,,2022,3,25,18,1.32,99.0
-19.600000000000023,447.3,-19.600000000000023,6.044,2,50.5091385,-84.8183657,6.044,2022-03-25 18:09:24,,0.0,71.0,22.5,64.0,77.5,198.0,19.5,59.5,20.0,,2022,3,25,18,1.32,99.0
-19.600000000000023,453.02,-19.600000000000023,5.527,2,50.5090824,-84.8183997,5.527,2022-03-25 18:09:25,,0.0,71.0,26.0,62.0,88.0,245.0,23.5,70.5,20.0,,2022,3,25,18,1.32,99.0
-19.600000000000023,459.18,-19.600000000000023,5.723,2,50.5090225,-84.8184377,5.723,2022-03-25 18:09:26,,0.0,73.0,34.5,42.0,98.5,175.0,31.0,92.5,20.0,,2022,3,25,18,1.32,99.0
-19.399999999999977,466.37,-19.399999999999977,6.529,2,50.5089531,-84.8184833,6.529,2022-03-25 18:09:27,,0.0,76.0,30.0,48.0,94.0,249.0,28.0,91.0,20.0,,2022,3,25,18,1.32,99.0
-19.399999999999977,473.67,-19.399999999999977,6.816,3,50.5088817,-84.8185269,6.816,2022-03-25 18:09:28,,0.0,77.0,26.0,48.0,90.0,215.0,24.0,91.0,20.0,,2022,3,25,18,1.32,99.0
-19.600000000000023,481.57,-19.600000000000023,7.261,3,50.508806,-84.8185787,7.261,2022-03-25 18:09:29,,0.0,79.0,23.5,50.0,84.5,192.0,22.5,91.5,20.0,,2022,3,25,18,1.32,99.0
-19.80000000000001,489.08,-19.80000000000001,7.108,3,50.5087328,-84.8186242,7.108,2022-03-25 18:09:30,,0.0,81.0,23.0,53.0,79.5,192.0,22.5,88.0,20.0,,2022,3,25,18,1.32,99.0
-19.80000000000001,497.05,-19.80000000000001,6.68,3,50.508657,-84.818678,6.68,2022-03-25 18:09:31,,0.0,82.0,25.5,49.0,84.0,137.0,22.0,75.5,20.0,,2022,3,25,18,1.32,99.0
-20.0,505.09,-20.0,6.933,3,50.5085796,-84.8187296,6.933,2022-03-25 18:09:32,,-0.49,82.0,28.0,49.0,88.5,204.0,19.5,67.0,20.0,,2022,3,25,18,1.32,99.0
-20.0,511.9,-20.0,6.586,3,50.5085136,-84.8187717,6.586,2022-03-25 18:09:33,,-1.12,84.0,27.0,48.0,86.5,197.0,21.5,72.5,20.0,,2022,3,25,18,1.32,99.0
-20.0,518.97,-20.0,7.052,3,50.5084441,-84.8188133,7.052,2022-03-25 18:09:34,,-1.26,84.0,24.5,46.0,84.0,253.0,25.0,83.5,20.0,,2022,3,25,18,1.32,99.0
-19.80000000000001,526.22,-19.80000000000001,7.226,3,50.5083732,-84.8188567,7.226,2022-03-25 18:09:35,,-0.74,84.0,26.0,46.0,90.0,279.0,24.5,80.5,20.0,,2022,3,25,18,1.32,99.0
-19.80000000000001,533.57,-19.80000000000001,6.773,3,50.5083008,-84.818899,6.773,2022-03-25 18:09:36,,-0.11,85.0,28.5,47.0,92.5,274.0,25.5,82.0,20.0,,2022,3,25,18,1.32,99.0
-19.80000000000001,540.93,-19.80000000000001,6.951,3,50.5082293,-84.8189446,6.951,2022-03-25 18:09:37,,0.0,85.0,31.0,48.0,95.5,270.0,26.5,83.5,20.0,,2022,3,25,18,1.32,99.0
-19.399999999999977,547.42,-19.399999999999977,6.517,3,50.5081638,-84.8189764,6.517,2022-03-25 18:09:38,,0.54,85.0,32.0,48.0,95.5,264.0,27.5,86.0,20.0,,2022,3,25,18,1.32,99.0
-19.80000000000001,554.08,-19.80000000000001,6.833,3,50.508098,-84.819014,6.833,2022-03-25 18:09:39,,0.66,86.0,27.5,47.0,89.0,255.0,27.0,90.5,20.0,,2022,3,25,18,1.32,99.0
-20.0,560.66,-20.0,6.552,3,50.5080322,-84.8190491,6.552,2022-03-25 18:09:40,,0.12,87.0,23.5,47.0,82.5,246.0,27.0,95.0,20.0,,2022,3,25,18,1.32,99.0
-20.19999999999999,567.49,-20.19999999999999,6.678,3,50.5079648,-84.8190878,6.678,2022-03-25 18:09:41,,0.0,88.0,22.5,45.0,81.0,272.0,27.0,96.0,20.0,,2022,3,25,18,1.32,99.0
-20.0,574.13,-20.0,6.735,3,50.5078983,-84.819123,6.735,2022-03-25 18:09:42,,-0.51,88.0,22.5,45.0,81.0,213.0,27.0,96.0,20.0,,2022,3,25,18,1.32,99.0
-19.600000000000023,581.26,-19.600000000000023,6.961,3,50.5078278,-84.8191633,6.961,2022-03-25 18:09:43,,-1.11,87.0,22.5,45.0,81.0,211.0,27.0,96.0,20.0,,2022,3,25,18,1.32,99.0
-19.600000000000023,589.32,-19.600000000000023,7.814,3,50.5077508,-84.8192165,7.814,2022-03-25 18:09:44,,-0.7,86.0,22.5,45.0,81.0,283.0,27.0,96.0,20.0,,2022,3,25,18,1.32,99.0
-19.399999999999977,596.63,-19.399999999999977,7.414,3,50.5076808,-84.8192645,7.414,2022-03-25 18:09:45,,0.24,84.0,22.5,45.0,81.0,347.0,27.0,96.0,20.0,,2022,3,25,18,1.32,99.0
-19.399999999999977,603.89,-19.399999999999977,7.255,3,50.5076113,-84.8193121,7.255,2022-03-25 18:09:46,,1.14,84.0,22.5,45.0,81.0,278.0,27.0,96.0,20.0,,2022,3,25,18,1.32,99.0
-19.399999999999977,611.86,-19.399999999999977,7.836,3,50.5075356,-84.8193659,7.836,2022-03-25 18:09:47,,2.02,85.0,22.5,45.0,81.0,218.0,27.0,96.0,20.0,,2022,3,25,18,1.32,99.0
-19.399999999999977,618.71,-19.399999999999977,7.109,3,50.5074703,-84.8194115,7.109,2022-03-25 18:09:48,,1.93,85.0,22.5,45.0,81.0,245.0,27.0,96.0,20.0,,2022,3,25,18,1.32,99.0
-19.600000000000023,625.84,-19.600000000000023,7.138,3,50.507403,-84.8194609,7.138,2022-03-25 18:09:49,,0.81,85.0,23.0,45.0,82.5,401.0,27.0,94.5,20.0,,2022,3,25,18,1.32,99.0
-19.600000000000023,634.99,-19.600000000000023,8.649,3,50.5073233,-84.8195383,8.649,2022-03-25 18:09:50,,0.1,86.0,25.0,43.0,87.5,387.0,26.0,90.5,20.0,,2022,3,25,18,1.32,99.0
-19.600000000000023,642.41,-19.600000000000023,7.688,3,50.507253,-84.8195888,7.688,2022-03-25 18:09:51,,0.0,86.0,27.0,42.0,92.5,374.0,25.5,86.0,20.0,,2022,3,25,18,1.32,99.0
-19.399999999999977,651.12,-19.399999999999977,8.439,3,50.5071697,-84.8196463,8.439,2022-03-25 18:09:52,,0.0,86.0,28.5,41.0,97.5,360.0,25.0,82.0,20.0,,2022,3,25,18,1.32,99.0
-19.19999999999999,659.93,-19.19999999999999,8.715,3,50.5070862,-84.819706,8.715,2022-03-25 18:09:53,,0.0,88.0,29.5,40.0,99.5,320.0,24.5,80.0,20.0,,2022,3,25,18,1.32,99.0
-19.0,668.78,-19.0,8.825,3,50.5070027,-84.8197676,8.825,2022-03-25 18:09:54,,0.28,90.0,28.5,40.0,94.0,254.0,24.5,81.0,20.0,,2022,3,25,18,1.32,99.0
-18.80000000000001,676.86,-18.80000000000001,8.278,3,50.5069272,-84.8198251,8.278,2022-03-25 18:09:55,,1.0,88.0,24.5,40.0,77.5,179.0,24.5,83.5,20.0,,2022,3,25,18,1.32,99.0
-18.600000000000023,683.52,-18.600000000000023,7.038,3,50.5068635,-84.819869,7.038,2022-03-25 18:09:56,,1.62,86.0,24.5,47.0,77.5,173.0,24.5,83.5,20.0,,2022,3,25,18,1.32,99.0
-18.19999999999999,689.4,-18.19999999999999,6.172,3,50.5068056,-84.819903,6.172,2022-03-25 18:09:57,,2.17,83.0,26.0,53.0,82.0,216.0,21.0,74.5,20.0,,2022,3,25,18,1.32,99.0
