heart_rate,timestamp,battery_soc,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,cadence,calories,left_right_balance,power,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
166,2022-08-18 23:55:51,,26510.54,9.914,3.0,50.4019272,-84.5013188,9.914,108.0,670.0,42.0,375.0,22.0,77.5,29.0,95.0,21.0,25.600000000000023,225.0,212.0,25.600000000000023,2.32,2022,8,18,23,2.12,262.0
167,2022-08-18 23:55:52,,26521.28,10.01,3.0,50.4018125,-84.5013417,10.01,109.0,670.0,43.0,310.0,21.0,76.0,27.0,91.5,21.0,25.600000000000023,225.0,212.0,25.600000000000023,2.44,2022,8,18,23,2.12,262.0
167,2022-08-18 23:55:53,,26531.96,9.887,3.0,50.4016979,-84.5013688,9.887,101.0,670.0,36.0,265.0,18.0,68.0,27.0,85.5,21.0,25.799999999999955,225.0,212.0,25.799999999999955,2.36,2022,8,18,23,2.12,262.0
168,2022-08-18 23:55:54,,26542.26,9.845,3.0,50.4015898,-84.5013913,9.845,98.0,671.0,50.0,184.0,17.5,65.5,24.0,78.0,21.0,25.799999999999955,225.0,212.0,25.799999999999955,2.09,2022,8,18,23,2.12,262.0
169,2022-08-18 23:55:55,,26552.4,9.837,3.0,50.4014815,-84.5014045,9.837,98.0,671.0,54.0,167.0,17.5,63.5,21.0,70.5,21.0,25.799999999999955,225.0,212.0,25.799999999999955,1.69,2022,8,18,23,2.12,262.0
169,2022-08-18 23:55:56,,26562.56,9.839,3.0,50.4013724,-84.5014188,9.839,99.0,671.0,56.0,186.0,20.0,71.0,18.5,64.5,21.0,25.600000000000023,225.0,212.0,25.600000000000023,1.24,2022,8,18,23,2.12,262.0
170,2022-08-18 23:55:57,,26573.08,10.174,3.0,50.4012598,-84.5014371,10.174,100.0,671.0,56.0,209.0,25.5,90.0,18.0,61.0,21.0,25.600000000000023,225.0,212.0,25.600000000000023,0.36,2022,8,18,23,2.12,262.0
170,2022-08-18 23:55:58,,26583.65,10.607,2.0,50.4011479,-84.501455,10.607,102.0,671.0,52.0,240.0,22.5,76.5,17.0,55.0,21.0,25.200000000000045,225.0,212.0,25.200000000000045,0.0,2022,8,18,23,2.12,262.0
171,2022-08-18 23:55:59,,26594.59,10.942,2.0,50.4010319,-84.5014783,10.942,98.0,672.0,56.0,215.0,21.0,72.5,17.0,55.0,21.0,25.0,225.0,212.0,25.0,-0.14,2022,8,18,23,2.12,262.0
172,2022-08-18 23:56:00,,26606.1,11.401,2.0,50.4009097,-84.5015059,11.401,97.0,672.0,51.0,187.0,19.5,69.5,16.5,55.5,21.0,24.399999999999977,225.0,213.0,24.399999999999977,-0.54,2022,8,18,23,2.12,262.0
172,2022-08-18 23:56:01,,26617.97,11.901,2.0,50.4007839,-84.5015333,11.901,100.0,672.0,49.0,168.0,18.5,66.5,16.5,56.0,21.0,23.799999999999955,225.0,213.0,23.799999999999955,-1.15,2022,8,18,23,2.12,262.0
172,2022-08-18 23:56:02,,26630.44,12.436,2.0,50.4006508,-84.5015607,12.436,104.0,672.0,48.0,157.0,17.0,63.5,16.0,56.5,21.0,23.0,225.0,213.0,23.0,-1.91,2022,8,18,23,2.12,262.0
173,2022-08-18 23:56:03,,26643.5,12.881,2.0,50.4005114,-84.501588,12.881,108.0,672.0,47.0,153.0,16.5,57.5,17.0,60.5,21.0,22.200000000000045,225.0,214.0,22.200000000000045,-2.78,2022,8,18,23,2.12,262.0
173,2022-08-18 23:56:04,,26656.39,12.742,2.0,50.4003744,-84.501615,12.742,98.0,672.0,49.0,142.0,15.5,55.0,17.5,63.0,21.0,21.399999999999977,225.0,215.0,21.399999999999977,-3.66,2022,8,18,23,2.12,262.0
173,2022-08-18 23:56:05,,26669.29,12.624,2.0,50.4002376,-84.5016372,12.624,69.0,672.0,52.0,106.0,15.5,56.5,17.5,62.5,21.0,20.799999999999955,225.0,216.0,20.799999999999955,-4.45,2022,8,18,23,2.12,262.0
173,2022-08-18 23:56:06,,26682.53,12.801,2.0,50.4000971,-84.5016609,12.801,40.0,672.0,54.0,70.0,17.0,60.0,16.0,57.5,21.0,20.0,225.0,216.0,20.0,-5.06,2022,8,18,23,2.12,262.0
173,2022-08-18 23:56:07,,26695.59,12.895,2.0,50.3999588,-84.5016881,12.895,11.0,672.0,57.0,34.0,18.0,63.0,15.0,53.0,21.0,19.0,225.0,217.0,19.0,-5.51,2022,8,18,23,2.12,262.0
173,2022-08-18 23:56:08,,26708.54,12.693,2.0,50.3998222,-84.5017207,12.693,0.0,672.0,59.0,0.0,19.5,66.0,13.5,48.5,21.0,18.399999999999977,225.0,218.0,18.399999999999977,-5.61,2022,8,18,23,2.12,262.0
173,2022-08-18 23:56:09,,26720.99,12.137,2.0,50.399689,-84.5017517,12.137,0.0,672.0,62.0,0.0,21.0,69.5,12.5,43.5,21.0,17.600000000000023,225.0,219.0,17.600000000000023,-5.48,2022,8,18,23,2.12,262.0
173,2022-08-18 23:56:10,,26732.86,11.546,2.0,50.3995632,-84.5017737,11.546,0.0,672.0,64.0,0.0,22.0,72.5,11.0,39.0,21.0,17.0,225.0,219.0,17.0,-5.25,2022,8,18,23,2.12,262.0
173,2022-08-18 23:56:11,,26744.55,11.297,2.0,50.3994394,-84.5018024,11.297,0.0,672.0,67.0,0.0,23.5,75.5,9.5,34.5,21.0,16.399999999999977,225.0,220.0,16.399999999999977,-4.98,2022,8,18,23,2.12,262.0
173,2022-08-18 23:56:12,,26755.92,11.216,2.0,50.3993183,-84.5018338,11.216,0.0,672.0,69.0,0.0,25.0,78.5,8.5,30.0,21.0,15.600000000000023,225.0,221.0,15.600000000000023,-4.78,2022,8,18,23,2.12,262.0
173,2022-08-18 23:56:13,,26766.94,10.715,2.0,50.3992028,-84.5018663,10.715,0.0,672.0,72.0,0.0,26.0,82.0,7.0,25.0,21.0,15.0,225.0,221.0,15.0,-4.7,2022,8,18,23,2.12,262.0
172,2022-08-18 23:56:14,,26776.93,9.475,2.0,50.3990977,-84.5018921,9.475,0.0,672.0,75.0,0.0,27.5,85.0,6.0,20.5,21.0,14.399999999999977,225.0,222.0,14.399999999999977,-4.75,2022,8,18,23,2.12,262.0
172,2022-08-18 23:56:15,,26785.49,8.045,2.0,50.3990055,-84.5018999,8.045,0.0,672.0,77.0,0.0,29.0,88.0,4.5,16.0,21.0,13.799999999999955,225.0,223.0,13.799999999999955,-4.88,2022,8,18,23,2.12,262.0
172,2022-08-18 23:56:16,,26793.3,7.613,2.0,50.398929,-84.5018635,7.613,0.0,672.0,80.0,0.0,30.0,91.5,3.0,11.5,21.0,13.399999999999977,225.0,223.0,13.399999999999977,-5.06,2022,8,18,23,2.12,262.0
172,2022-08-18 23:56:17,,26800.95,7.363,2.0,50.3988735,-84.5017837,7.363,0.0,672.0,82.0,0.0,31.5,94.5,2.0,6.5,21.0,13.0,225.0,224.0,13.0,-5.3,2022,8,18,23,2.12,262.0
172,2022-08-18 23:56:18,,26808.43,7.331,2.0,50.3988441,-84.5016845,7.331,58.0,672.0,85.0,66.0,33.0,97.5,0.5,2.0,21.0,12.600000000000023,225.0,225.0,12.600000000000023,-5.38,2022,8,18,23,2.12,262.0
172,2022-08-18 23:56:19,,26817.29,8.498,2.0,50.3988335,-84.5015606,8.498,102.0,673.0,57.0,385.0,32.0,97.0,7.5,23.0,21.0,12.0,225.0,225.0,12.0,-5.41,2022,8,18,23,2.12,262.0
172,2022-08-18 23:56:20,,26827.77,9.941,2.0,50.3988341,-84.5014124,9.941,107.0,674.0,49.0,562.0,28.5,93.0,20.5,64.5,21.0,11.600000000000023,225.0,226.0,11.600000000000023,-5.34,2022,8,18,23,2.12,262.0
172,2022-08-18 23:56:21,,26838.58,10.42,2.0,50.3988361,-84.5012536,10.42,111.0,674.0,51.0,516.0,25.5,89.0,31.5,98.0,21.0,11.199999999999989,225.0,226.0,11.199999999999989,-5.15,2022,8,18,23,2.12,262.0
172,2022-08-18 23:56:22,,26849.54,10.277,2.0,50.3988386,-84.5010944,10.277,111.0,674.0,53.0,332.0,23.5,84.0,27.5,86.0,21.0,11.0,225.0,226.0,11.0,-4.85,2022,8,18,23,2.12,262.0
172,2022-08-18 23:56:23,,26860.34,10.224,2.0,50.3988354,-84.5009374,10.224,106.0,675.0,58.0,312.0,21.0,80.5,27.0,84.5,21.0,11.0,225.0,226.0,11.0,-4.37,2022,8,18,23,2.12,262.0
172,2022-08-18 23:56:24,,26870.96,10.355,2.0,50.3988263,-84.5007831,10.355,103.0,675.0,54.0,310.0,22.0,81.0,27.0,84.5,21.0,11.0,225.0,227.0,11.0,-3.67,2022,8,18,23,2.12,262.0
172,2022-08-18 23:56:25,,26881.59,10.411,2.0,50.3988147,-84.5006344,10.411,103.0,675.0,51.0,317.0,25.0,85.5,26.5,85.5,21.0,11.199999999999989,225.0,227.0,11.199999999999989,-2.86,2022,8,18,23,2.12,262.0
172,2022-08-18 23:56:26,,26892.2,10.338,2.0,50.398801,-84.5004834,10.338,103.0,676.0,50.0,321.0,27.0,90.5,26.0,87.0,21.0,11.199999999999989,225.0,227.0,11.199999999999989,-2.08,2022,8,18,23,2.12,262.0
172,2022-08-18 23:56:27,,26903.02,10.404,2.0,50.3987848,-84.5003285,10.404,104.0,676.0,49.0,326.0,25.0,84.0,26.5,85.0,21.0,11.199999999999989,225.0,227.0,11.199999999999989,-0.62,2022,8,18,23,2.12,262.0
172,2022-08-18 23:56:28,,26914.01,10.508,2.0,50.3987639,-84.5001732,10.508,104.0,676.0,54.0,325.0,24.5,84.5,26.5,85.0,21.0,11.399999999999977,225.0,227.0,11.399999999999977,0.0,2022,8,18,23,2.12,262.0
172,2022-08-18 23:56:29,,26924.94,10.514,2.0,50.3987411,-84.5000183,10.514,103.0,676.0,53.0,293.0,26.0,87.5,26.0,83.0,21.0,11.199999999999989,225.0,227.0,11.199999999999989,0.0,2022,8,18,23,2.12,262.0
171,2022-08-18 23:56:30,,26935.9,10.626,2.0,50.398721,-84.4998591,10.626,104.0,677.0,49.0,270.0,25.0,83.0,24.5,83.0,21.0,11.399999999999977,225.0,227.0,11.399999999999977,0.0,2022,8,18,23,2.12,262.0
172,2022-08-18 23:56:31,,26946.99,10.711,2.0,50.3987003,-84.4997007,10.711,104.0,677.0,45.0,248.0,20.0,70.0,23.0,86.0,21.0,11.199999999999989,225.0,227.0,11.199999999999989,0.0,2022,8,18,23,2.12,262.0
172,2022-08-18 23:56:32,,26957.8,10.728,2.0,50.3986805,-84.4995488,10.728,105.0,677.0,43.0,243.0,21.0,73.0,26.0,84.0,21.0,11.0,225.0,227.0,11.0,0.0,2022,8,18,23,2.12,262.0
172,2022-08-18 23:56:33,,26968.84,10.854,2.0,50.3986596,-84.4993929,10.854,106.0,677.0,50.0,254.0,28.0,83.0,24.5,82.5,21.0,11.0,225.0,227.0,11.0,0.0,2022,8,18,23,2.12,262.0
171,2022-08-18 23:56:34,,26980.19,10.959,2.0,50.3986364,-84.4992299,10.959,106.0,678.0,48.0,263.0,26.0,79.0,23.5,82.0,21.0,11.0,225.0,227.0,11.0,0.0,2022,8,18,23,2.12,262.0
172,2022-08-18 23:56:35,,26991.33,10.968,2.0,50.3986135,-84.4990707,10.968,107.0,678.0,50.0,265.0,22.5,75.0,23.0,80.5,21.0,11.0,225.0,227.0,11.0,0.0,2022,8,18,23,2.12,262.0
172,2022-08-18 23:56:36,,27002.27,10.895,2.0,50.3985883,-84.4989168,10.895,107.0,678.0,51.0,265.0,23.0,79.5,22.5,77.5,21.0,10.800000000000011,225.0,227.0,10.800000000000011,0.0,2022,8,18,23,2.12,262.0
172,2022-08-18 23:56:37,,27013.27,10.903,2.0,50.3985638,-84.4987635,10.903,107.0,678.0,46.0,266.0,22.0,76.0,23.5,80.5,21.0,10.800000000000011,225.0,227.0,10.800000000000011,0.0,2022,8,18,23,2.12,262.0
172,2022-08-18 23:56:38,,27024.54,11.064,2.0,50.3985409,-84.4986025,11.064,107.0,679.0,47.0,268.0,23.5,77.0,23.5,80.5,21.0,10.600000000000023,225.0,227.0,10.600000000000023,0.0,2022,8,18,23,2.12,262.0
172,2022-08-18 23:56:39,,27035.74,11.025,2.0,50.398518,-84.4984426,11.025,107.0,679.0,50.0,278.0,24.0,79.5,23.5,80.5,21.0,10.800000000000011,225.0,227.0,10.800000000000011,0.0,2022,8,18,23,2.12,262.0
172,2022-08-18 23:56:40,,27046.69,10.761,2.0,50.3984978,-84.4982879,10.761,107.0,679.0,51.0,285.0,24.5,81.5,23.5,80.5,21.0,10.399999999999977,225.0,227.0,10.399999999999977,0.0,2022,8,18,23,2.12,262.0
170,2022-08-18 23:56:41,,27057.52,10.624,2.0,50.3984796,-84.4981329,10.624,105.0,680.0,50.0,277.0,27.5,83.0,24.0,82.5,21.0,10.600000000000023,225.0,227.0,10.600000000000023,0.0,2022,8,18,23,2.12,262.0
170,2022-08-18 23:56:42,,27068.06,10.376,2.0,50.3984587,-84.4979833,10.376,103.0,680.0,50.0,269.0,22.5,76.5,23.0,79.5,21.0,10.800000000000011,225.0,227.0,10.800000000000011,0.0,2022,8,18,23,2.12,262.0
170,2022-08-18 23:56:43,,27078.18,9.973,2.0,50.3984413,-84.4978381,9.973,100.0,680.0,51.0,274.0,23.5,77.0,23.5,80.5,21.0,10.600000000000023,225.0,227.0,10.600000000000023,0.0,2022,8,18,23,2.12,262.0
168,2022-08-18 23:56:44,,27088.08,9.783,2.0,50.3984226,-84.4976987,9.783,98.0,680.0,47.0,280.0,25.5,82.0,25.0,84.0,21.0,10.600000000000023,225.0,227.0,10.600000000000023,0.0,2022,8,18,23,2.12,262.0
168,2022-08-18 23:56:45,,27097.96,9.65,2.0,50.398405,-84.4975565,9.65,97.0,681.0,46.0,308.0,26.0,86.5,26.0,85.5,21.0,10.600000000000023,225.0,227.0,10.600000000000023,0.0,2022,8,18,23,2.12,262.0
167,2022-08-18 23:56:46,,27106.4,9.299,2.0,50.3983907,-84.4974354,9.299,103.0,681.0,51.0,339.0,28.5,93.5,23.5,80.5,21.0,10.600000000000023,225.0,227.0,10.600000000000023,0.0,2022,8,18,23,2.12,262.0
167,2022-08-18 23:56:47,,27115.34,9.084,2.0,50.398373,-84.4973078,9.084,104.0,681.0,49.0,352.0,28.0,94.0,24.5,83.5,21.0,10.600000000000023,225.0,227.0,10.600000000000023,0.0,2022,8,18,23,2.12,262.0
166,2022-08-18 23:56:48,,27125.62,8.972,2.0,50.3983551,-84.497159,8.972,103.0,682.0,48.0,362.0,27.0,92.0,26.0,87.0,21.0,10.800000000000011,225.0,227.0,10.800000000000011,0.0,2022,8,18,23,2.12,262.0
166,2022-08-18 23:56:49,,27134.42,8.774,2.0,50.3983441,-84.4970335,8.774,103.0,682.0,43.0,360.0,26.5,89.0,26.5,90.0,21.0,11.0,225.0,227.0,11.0,0.0,2022,8,18,23,2.12,262.0
166,2022-08-18 23:56:50,,27143.49,8.882,2.0,50.3983323,-84.4969043,8.882,103.0,683.0,42.0,346.0,25.5,86.5,27.0,92.0,21.0,11.0,225.0,227.0,11.0,0.0,2022,8,18,23,2.12,262.0
166,2022-08-18 23:56:51,,27152.82,8.887,2.0,50.3983159,-84.49677,8.887,103.0,683.0,47.0,311.0,24.5,83.5,27.5,94.5,21.0,11.199999999999989,225.0,227.0,11.199999999999989,0.0,2022,8,18,23,2.12,262.0
166,2022-08-18 23:56:52,,27162.16,9.045,2.0,50.3983003,-84.4966386,9.045,104.0,683.0,52.0,295.0,24.0,85.5,23.0,83.5,21.0,11.199999999999989,225.0,227.0,11.199999999999989,0.0,2022,8,18,23,2.12,262.0
167,2022-08-18 23:56:53,,27171.47,9.284,2.0,50.3982868,-84.4965072,9.284,104.0,683.0,49.0,310.0,25.5,89.0,23.5,82.5,21.0,11.399999999999977,225.0,227.0,11.399999999999977,0.0,2022,8,18,23,2.12,262.0
167,2022-08-18 23:56:54,,27181.04,9.439,2.0,50.3982758,-84.4963666,9.439,104.0,684.0,48.0,322.0,25.5,88.0,25.5,86.0,21.0,11.399999999999977,225.0,227.0,11.399999999999977,0.0,2022,8,18,23,2.12,262.0
168,2022-08-18 23:56:55,,27190.99,9.421,2.0,50.3982639,-84.4962242,9.421,104.0,684.0,48.0,309.0,22.5,81.0,24.5,87.0,21.0,11.399999999999977,225.0,227.0,11.399999999999977,0.0,2022,8,18,23,2.12,262.0
168,2022-08-18 23:56:56,,27200.63,9.396,2.0,50.3982554,-84.4960864,9.396,104.0,684.0,48.0,252.0,20.0,77.0,23.0,82.0,21.0,11.600000000000023,225.0,227.0,11.600000000000023,0.0,2022,8,18,23,2.12,262.0
168,2022-08-18 23:56:57,,27210.01,9.452,2.0,50.3982535,-84.4959509,9.452,104.0,685.0,51.0,252.0,20.5,79.0,23.0,81.5,21.0,11.399999999999977,225.0,227.0,11.399999999999977,0.0,2022,8,18,23,2.12,262.0
168,2022-08-18 23:56:58,,27219.6,9.57,2.0,50.3982535,-84.4958099,9.57,105.0,685.0,52.0,267.0,21.0,79.0,22.5,79.5,21.0,11.399999999999977,225.0,227.0,11.399999999999977,0.0,2022,8,18,23,2.12,262.0
167,2022-08-18 23:56:59,,27229.45,9.765,2.0,50.3982535,-84.4956683,9.765,106.0,685.0,50.0,288.0,21.5,80.5,22.0,77.5,21.0,11.399999999999977,225.0,227.0,11.399999999999977,0.0,2022,8,18,23,2.12,262.0
167,2022-08-18 23:57:00,,27239.35,9.76,2.0,50.3982562,-84.4955259,9.76,107.0,685.0,46.0,285.0,28.0,93.5,23.5,79.0,21.0,11.399999999999977,225.0,227.0,11.399999999999977,0.0,2022,8,18,23,2.12,262.0
167,2022-08-18 23:57:01,,27249.17,9.806,2.0,50.3982607,-84.4953814,9.806,108.0,686.0,42.0,275.0,23.0,78.5,24.0,88.0,21.0,11.399999999999977,225.0,227.0,11.399999999999977,0.0,2022,8,18,23,2.12,262.0
167,2022-08-18 23:57:02,,27259.1,9.892,2.0,50.3982652,-84.4952409,9.892,108.0,686.0,47.0,234.0,20.5,71.5,22.5,84.0,21.0,11.199999999999989,225.0,227.0,11.199999999999989,0.0,2022,8,18,23,2.12,262.0
167,2022-08-18 23:57:03,,27269.17,9.942,2.0,50.3982724,-84.4950983,9.942,108.0,686.0,50.0,233.0,20.5,72.0,21.0,76.5,21.0,11.199999999999989,225.0,227.0,11.199999999999989,0.0,2022,8,18,23,2.12,262.0
167,2022-08-18 23:57:04,,27279.05,9.674,2.0,50.3982842,-84.4949525,9.674,108.0,686.0,52.0,225.0,22.0,75.5,21.5,74.0,21.0,11.0,225.0,227.0,11.0,0.0,2022,8,18,23,2.12,262.0
167,2022-08-18 23:57:05,,27288.7,9.543,2.0,50.3983005,-84.4948122,9.543,108.0,687.0,53.0,233.0,21.5,77.0,23.0,76.5,21.0,11.0,225.0,227.0,11.0,0.0,2022,8,18,23,2.12,262.0
167,2022-08-18 23:57:06,,27298.35,9.508,2.0,50.398316,-84.4946759,9.508,109.0,687.0,55.0,249.0,21.0,78.5,24.5,79.0,21.0,10.800000000000011,225.0,227.0,10.800000000000011,0.0,2022,8,18,23,2.12,262.0
167,2022-08-18 23:57:07,,27307.96,9.325,2.0,50.3983296,-84.4945398,9.325,109.0,687.0,53.0,261.0,22.0,82.5,22.0,74.5,21.0,10.800000000000011,225.0,227.0,10.800000000000011,0.0,2022,8,18,23,2.12,262.0
166,2022-08-18 23:57:08,,27317.94,9.853,2.0,50.3983433,-84.4943982,9.853,110.0,687.0,52.0,282.0,23.0,87.5,20.5,74.0,21.0,10.600000000000023,225.0,227.0,10.600000000000023,0.0,2022,8,18,23,2.12,262.0
166,2022-08-18 23:57:09,,27328.23,10.158,2.0,50.3983595,-84.4942527,10.158,111.0,688.0,52.0,303.0,24.0,91.5,22.5,81.5,21.0,10.600000000000023,225.0,227.0,10.600000000000023,0.0,2022,8,18,23,2.12,262.0
166,2022-08-18 23:57:10,,27338.99,9.936,3.0,50.3983751,-84.4940962,9.936,112.0,688.0,51.0,321.0,26.0,90.5,25.5,91.0,21.0,10.600000000000023,225.0,227.0,10.600000000000023,0.0,2022,8,18,23,2.12,262.0
166,2022-08-18 23:57:11,,27350.24,10.099,3.0,50.3983862,-84.4939318,10.099,112.0,688.0,48.0,333.0,23.5,86.5,25.5,91.5,21.0,10.600000000000023,225.0,227.0,10.600000000000023,0.0,2022,8,18,23,2.12,262.0
166,2022-08-18 23:57:12,,27361.63,10.124,3.0,50.3984006,-84.4937677,10.124,111.0,689.0,50.0,328.0,24.5,88.5,25.5,91.5,21.0,10.600000000000023,225.0,227.0,10.600000000000023,0.0,2022,8,18,23,2.12,262.0
166,2022-08-18 23:57:13,,27372.68,9.704,3.0,50.3984188,-84.4936095,9.704,111.0,689.0,52.0,333.0,28.0,93.5,26.0,92.0,21.0,10.600000000000023,225.0,227.0,10.600000000000023,0.0,2022,8,18,23,2.12,262.0
166,2022-08-18 23:57:14,,27383.29,9.685,3.0,50.3984368,-84.493461,9.685,110.0,689.0,52.0,362.0,31.5,98.0,27.5,92.5,21.0,10.800000000000011,225.0,227.0,10.800000000000011,0.0,2022,8,18,23,2.12,262.0
166,2022-08-18 23:57:15,,27394.01,9.917,3.0,50.3984498,-84.4933111,9.917,110.0,690.0,49.0,417.0,30.5,97.5,27.5,92.5,21.0,11.0,225.0,227.0,11.0,0.0,2022,8,18,23,2.12,262.0
166,2022-08-18 23:57:16,,27404.6,9.992,3.0,50.398464,-84.493157,9.992,110.0,690.0,50.0,455.0,31.0,98.5,28.5,94.5,21.0,11.199999999999989,225.0,227.0,11.199999999999989,0.0,2022,8,18,23,2.12,262.0
166,2022-08-18 23:57:17,,27414.85,9.907,3.0,50.3984975,-84.4930176,9.907,111.0,691.0,49.0,514.0,32.5,99.5,30.5,97.0,21.0,11.399999999999977,225.0,227.0,11.399999999999977,0.0,2022,8,18,23,2.12,262.0
166,2022-08-18 23:57:18,,27424.7,9.813,3.0,50.3985225,-84.4928812,9.813,110.0,691.0,46.0,537.0,33.0,99.0,32.5,99.0,21.0,11.600000000000023,225.0,227.0,11.600000000000023,0.0,2022,8,18,23,2.12,262.0
168,2022-08-18 23:57:19,,27434.67,9.723,3.0,50.3985317,-84.492734,9.723,110.0,692.0,44.0,545.0,27.5,93.0,33.5,99.0,21.0,12.0,225.0,227.0,12.0,0.0,2022,8,18,23,2.12,262.0
168,2022-08-18 23:57:20,,27444.45,9.589,3.0,50.3985409,-84.4925967,9.589,108.0,692.0,48.0,551.0,30.5,98.0,33.5,99.0,21.0,12.200000000000045,225.0,227.0,12.200000000000045,0.0,2022,8,18,23,2.12,262.0
169,2022-08-18 23:57:21,,27453.97,9.545,3.0,50.39855,-84.4924593,9.545,108.0,693.0,46.0,560.0,32.0,99.0,32.5,99.5,21.0,12.600000000000023,225.0,227.0,12.600000000000023,0.0,2022,8,18,23,2.12,262.0
169,2022-08-18 23:57:22,,27463.53,9.467,3.0,50.3985643,-84.492319,9.467,107.0,694.0,46.0,548.0,31.5,99.0,32.5,99.5,21.0,13.0,225.0,227.0,13.0,0.0,2022,8,18,23,2.12,262.0
170,2022-08-18 23:57:23,,27473.09,9.513,3.0,50.3985799,-84.4921822,9.513,106.0,694.0,46.0,530.0,30.5,99.5,33.5,99.5,21.0,13.200000000000045,225.0,227.0,13.200000000000045,0.0,2022,8,18,23,2.12,262.0
171,2022-08-18 23:57:24,,27482.78,9.671,2.0,50.398591,-84.492046,9.671,106.0,695.0,45.0,504.0,29.5,98.5,33.5,99.5,21.0,13.399999999999977,225.0,227.0,13.399999999999977,0.0,2022,8,18,23,2.12,262.0
171,2022-08-18 23:57:25,,27492.63,9.894,2.0,50.3986051,-84.4919054,9.894,108.0,695.0,47.0,497.0,28.5,97.5,34.0,99.5,21.0,13.600000000000023,225.0,227.0,13.600000000000023,0.0,2022,8,18,23,2.12,262.0
171,2022-08-18 23:57:26,,27503.1,10.227,3.0,50.3986208,-84.4917536,10.227,110.0,696.0,47.0,505.0,26.0,93.0,34.0,99.5,21.0,13.799999999999955,225.0,227.0,13.799999999999955,0.0,2022,8,18,23,2.12,262.0
171,2022-08-18 23:57:27,,27514.03,10.527,3.0,50.3986345,-84.4915986,10.527,112.0,696.0,46.0,474.0,22.5,84.0,31.5,97.0,21.0,13.799999999999955,225.0,227.0,13.799999999999955,0.0,2022,8,18,23,2.12,262.0
171,2022-08-18 23:57:28,,27525.2,10.632,4.0,50.3986533,-84.4914393,10.632,111.0,696.0,48.0,397.0,21.0,76.5,27.0,91.5,21.0,14.0,225.0,227.0,14.0,0.0,2022,8,18,23,2.12,262.0
171,2022-08-18 23:57:29,,27536.09,10.871,4.0,50.3986683,-84.491285,10.871,105.0,697.0,51.0,331.0,24.0,86.5,26.0,84.5,21.0,14.200000000000045,226.0,227.0,14.200000000000045,1.34,2022,8,18,23,2.12,262.0
171,2022-08-18 23:57:30,,27546.74,11.158,4.0,50.3986801,-84.4911336,11.158,107.0,697.0,46.0,358.0,25.0,84.5,29.5,89.5,21.0,14.0,226.0,227.0,14.0,1.83,2022,8,18,23,2.12,262.0
171,2022-08-18 23:57:31,,27558.2,11.543,3.0,50.3986963,-84.4909688,11.543,110.0,697.0,46.0,335.0,23.0,78.5,29.5,90.0,21.0,13.799999999999955,226.0,227.0,13.799999999999955,0.61,2022,8,18,23,2.12,262.0
171,2022-08-18 23:57:32,,27570.17,11.871,3.0,50.3987093,-84.4907957,11.871,110.0,698.0,47.0,317.0,21.5,76.0,29.0,89.0,21.0,13.600000000000023,226.0,227.0,13.600000000000023,0.0,2022,8,18,23,2.12,262.0
171,2022-08-18 23:57:33,,27582.28,12.085,3.0,50.3987184,-84.4906225,12.085,103.0,698.0,48.0,305.0,22.0,79.0,28.5,89.0,21.0,13.600000000000023,226.0,227.0,13.600000000000023,0.05,2022,8,18,23,2.12,262.0
172,2022-08-18 23:57:34,,27594.91,12.295,3.0,50.3987249,-84.4904393,12.295,105.0,698.0,50.0,329.0,23.0,82.5,28.0,89.0,21.0,13.399999999999977,226.0,228.0,13.399999999999977,-0.14,2022,8,18,23,2.12,262.0
172,2022-08-18 23:57:35,,27607.73,12.422,3.0,50.3987294,-84.49025,12.422,106.0,699.0,48.0,328.0,27.5,87.5,25.5,87.0,21.0,13.200000000000045,226.0,228.0,13.200000000000045,-0.45,2022,8,18,23,2.12,262.0
173,2022-08-18 23:57:36,,27620.51,12.265,3.0,50.3987237,-84.4900645,12.265,106.0,699.0,50.0,320.0,27.0,86.5,26.5,86.5,21.0,13.200000000000045,226.0,228.0,13.200000000000045,-0.68,2022,8,18,23,2.12,262.0
174,2022-08-18 23:57:37,,27632.85,12.166,3.0,50.3987126,-84.4898885,12.166,106.0,699.0,53.0,325.0,25.0,86.0,28.0,85.5,21.0,12.799999999999955,226.0,228.0,12.799999999999955,-0.86,2022,8,18,23,2.12,262.0
175,2022-08-18 23:57:38,,27645.19,12.12,3.0,50.3987009,-84.4897099,12.12,106.0,700.0,55.0,345.0,26.0,94.5,25.5,81.0,21.0,12.799999999999955,226.0,228.0,12.799999999999955,-0.99,2022,8,18,23,2.12,262.0
175,2022-08-18 23:57:39,,27657.55,12.054,3.0,50.3986924,-84.4895315,12.054,105.0,700.0,50.0,362.0,29.0,93.5,25.5,79.0,21.0,12.799999999999955,226.0,228.0,12.799999999999955,-1.01,2022,8,18,23,2.12,262.0
176,2022-08-18 23:57:40,,27669.55,12.052,2.0,50.3986854,-84.4893615,12.052,105.0,700.0,48.0,368.0,30.0,93.0,30.5,88.5,21.0,12.600000000000023,226.0,228.0,12.600000000000023,-0.97,2022,8,18,23,2.12,262.0
