heart_rate,timestamp,battery_soc,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,cadence,calories,left_right_balance,power,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
112,2022-08-18 23:01:53,71.0,0.0,15.018,3.0,50.3925282,-84.4758949,15.018,,,,,,,,,,,,,,,2022,8,18,23,2.12,262.0
113,2022-08-18 23:01:54,,24.38,14.666,3.0,50.3926934,-84.475614,14.666,,,,,,,,,,,,,,,2022,8,18,23,2.12,262.0
113,2022-08-18 23:01:55,,40.1,14.423,3.0,50.3928032,-84.475439,14.423,27.0,0.0,44.0,80.0,,,,,,,,,,,2022,8,18,23,2.12,262.0
114,2022-08-18 23:01:56,,55.04,14.375,3.0,50.3929034,-84.4752743,14.375,92.0,0.0,47.0,80.0,16.0,57.0,15.0,54.0,,,,,,,2022,8,18,23,2.12,262.0
113,2022-08-18 23:01:57,,69.67,14.291,3.0,50.3929992,-84.4751085,14.291,91.0,0.0,51.0,108.0,18.5,64.5,15.0,54.0,21.0,,,,,,2022,8,18,23,2.12,262.0
113,2022-08-18 23:01:58,,84.25,14.171,3.0,50.3930942,-84.4749416,14.171,90.0,0.0,53.0,154.0,20.0,67.5,16.5,58.0,21.0,,,,,,2022,8,18,23,2.12,262.0
112,2022-08-18 23:01:59,,98.45,13.977,3.0,50.393188,-84.4747808,13.977,89.0,0.0,55.0,176.0,23.5,75.5,18.0,63.0,21.0,,,,,,2022,8,18,23,2.12,262.0
114,2022-08-18 23:02:00,,112.92,13.6,3.0,50.3932838,-84.4746122,13.6,88.0,0.0,55.0,198.0,30.5,91.5,19.5,67.5,21.0,,,,,,2022,8,18,23,2.12,262.0
113,2022-08-18 23:02:01,,126.94,13.214,3.0,50.3933726,-84.4744481,13.214,85.0,1.0,49.0,238.0,32.0,97.0,23.5,77.5,21.0,,,,,,2022,8,18,23,2.12,262.0
113,2022-08-18 23:02:02,,140.12,12.855,3.0,50.3934573,-84.4742985,12.855,84.0,1.0,42.0,228.0,27.5,85.5,24.0,79.0,21.0,,,,,,2022,8,18,23,2.12,262.0
114,2022-08-18 23:02:03,,152.95,12.612,3.0,50.3935411,-84.4741529,12.612,83.0,1.0,47.0,192.0,25.5,81.0,22.0,75.5,21.0,,,,,,2022,8,18,23,2.12,262.0
111,2022-08-18 23:02:04,,165.29,12.458,3.0,50.3936189,-84.47401,12.458,83.0,1.0,50.0,190.0,26.0,83.5,18.0,68.0,21.0,,,,,,2022,8,18,23,2.12,262.0
113,2022-08-18 23:02:05,,177.71,12.327,3.0,50.3936963,-84.4738644,12.327,85.0,1.0,49.0,202.0,22.0,70.0,20.5,71.5,21.0,,,,,,2022,8,18,23,2.12,262.0
112,2022-08-18 23:02:06,,190.02,11.977,3.0,50.3937771,-84.4737225,11.977,85.0,2.0,53.0,212.0,25.5,85.5,26.0,86.5,21.0,,,,,,2022,8,18,23,2.12,262.0
112,2022-08-18 23:02:07,,201.82,11.553,3.0,50.3938564,-84.4735858,11.553,83.0,2.0,47.0,220.0,24.0,82.5,25.0,82.5,21.0,,,,,,2022,8,18,23,2.12,262.0
111,2022-08-18 23:02:08,,213.28,11.165,3.0,50.3939341,-84.4734593,11.165,82.0,2.0,45.0,227.0,21.0,70.0,21.0,70.0,21.0,,,,,,2022,8,18,23,2.12,262.0
110,2022-08-18 23:02:09,,224.46,10.894,3.0,50.3940113,-84.473336,10.894,77.0,2.0,45.0,180.0,18.0,60.0,17.5,59.5,21.0,,,,,,2022,8,18,23,2.12,262.0
112,2022-08-18 23:02:10,,235.57,10.808,3.0,50.3940835,-84.4732084,10.808,77.0,2.0,45.0,140.0,19.0,60.0,17.5,59.5,21.0,,,,,,2022,8,18,23,2.12,262.0
111,2022-08-18 23:02:11,,246.45,10.618,3.0,50.3941519,-84.4730806,10.618,78.0,2.0,46.0,122.0,18.0,58.5,19.5,66.0,21.0,,,,,,2022,8,18,23,2.12,262.0
109,2022-08-18 23:02:12,,256.9,10.227,3.0,50.3942202,-84.4729585,10.227,71.0,2.0,49.0,119.0,18.5,60.5,20.0,68.5,21.0,,,,,,2022,8,18,23,2.12,262.0
109,2022-08-18 23:02:13,,266.97,9.891,3.0,50.3942831,-84.4728403,9.891,51.0,3.0,64.0,101.0,20.0,64.5,20.0,68.5,21.0,,,,,,2022,8,18,23,2.12,262.0
109,2022-08-18 23:02:14,,276.34,8.962,3.0,50.3943423,-84.4727324,8.962,32.0,3.0,84.0,84.0,22.5,70.5,19.5,67.5,21.0,,,,,,2022,8,18,23,2.12,262.0
110,2022-08-18 23:02:15,,284.74,7.879,3.0,50.3943964,-84.4726373,7.879,29.0,3.0,100.0,57.0,31.5,87.0,18.0,62.5,21.0,,,,,,2022,8,18,23,2.12,262.0
111,2022-08-18 23:02:16,,291.95,6.87,3.0,50.3944436,-84.472552,6.87,48.0,3.0,100.0,28.0,21.0,59.5,11.0,,21.0,,,,,,2022,8,18,23,2.12,262.0
109,2022-08-18 23:02:17,,298.29,6.13,2.0,50.3944864,-84.4724808,6.13,53.0,3.0,100.0,7.0,9.5,28.5,4.0,,21.0,,,,,,2022,8,18,23,2.12,262.0
108,2022-08-18 23:02:18,,304.18,5.921,2.0,50.3945247,-84.4724116,5.921,42.0,3.0,,5.0,,,,,21.0,,,,,,2022,8,18,23,2.12,262.0
110,2022-08-18 23:02:19,,309.78,5.558,2.0,50.3945583,-84.4723444,5.558,31.0,3.0,,4.0,,,,,21.0,,,,,,2022,8,18,23,2.12,262.0
109,2022-08-18 23:02:20,,314.45,4.109,2.0,50.3945851,-84.4722856,4.109,20.0,3.0,,3.0,,,,,21.0,,,,,,2022,8,18,23,2.12,262.0
114,2022-08-18 23:02:21,,317.51,2.489,2.0,50.3946024,-84.4722471,2.489,9.0,3.0,,1.0,,,,,21.0,,,,,,2022,8,18,23,2.12,262.0
113,2022-08-18 23:02:22,,319.29,1.505,2.0,50.3946133,-84.4722306,1.505,0.0,3.0,,0.0,,,,,21.0,,,,,,2022,8,18,23,2.12,262.0
113,2022-08-18 23:02:23,,320.43,1.028,2.0,50.3946224,-84.4722214,1.028,0.0,3.0,,0.0,,,,,21.0,,,,,,2022,8,18,23,2.12,262.0
111,2022-08-18 23:02:24,,320.86,0.392,2.0,50.3946289,-84.4722124,0.392,0.0,3.0,,0.0,,,,,21.0,,,,,,2022,8,18,23,2.12,262.0
110,2022-08-18 23:02:45,,324.01,2.651,1.0,50.3946598,-84.4721913,2.651,5.0,3.0,,28.0,,,,,22.0,6.399999999999977,0.0,0.0,6.399999999999977,0.0,2022,8,18,23,2.12,262.0
110,2022-08-18 23:02:46,,328.3,3.413,1.0,50.3946914,-84.4721457,3.413,25.0,3.0,46.0,95.0,28.0,99.0,0.0,0.0,22.0,6.399999999999977,0.0,0.0,6.399999999999977,0.0,2022,8,18,23,2.12,262.0
110,2022-08-18 23:02:47,,331.96,3.938,2.0,50.3947147,-84.4721058,3.938,37.0,3.0,48.0,184.0,29.5,99.0,10.5,30.5,22.0,6.399999999999977,0.0,0.0,6.399999999999977,0.0,2022,8,18,23,2.12,262.0
110,2022-08-18 23:02:48,,336.09,4.297,2.0,50.3947447,-84.4720588,4.297,46.0,3.0,50.0,236.0,31.0,99.5,21.0,61.5,22.0,6.399999999999977,0.0,0.0,6.399999999999977,0.0,2022,8,18,23,2.12,262.0
111,2022-08-18 23:02:49,,340.53,4.563,2.0,50.3947769,-84.472009,4.563,54.0,4.0,52.0,282.0,32.5,99.5,31.5,92.0,22.0,6.399999999999977,0.0,0.0,6.399999999999977,0.0,2022,8,18,23,2.12,262.0
111,2022-08-18 23:02:50,,345.05,4.549,2.0,50.3948087,-84.4719635,4.549,62.0,4.0,50.0,279.0,32.0,100.0,39.0,100.0,22.0,6.600000000000023,0.0,0.0,6.600000000000023,0.0,2022,8,18,23,2.12,262.0
108,2022-08-18 23:02:51,,349.89,5.031,2.0,50.3948458,-84.4719181,5.031,69.0,4.0,50.0,291.0,34.5,100.0,40.0,100.0,22.0,6.600000000000023,0.0,0.0,6.600000000000023,0.41,2022,8,18,23,2.12,262.0
108,2022-08-18 23:02:52,,355.07,5.412,2.0,50.3948907,-84.4718738,5.412,73.0,5.0,49.0,319.0,37.5,99.5,36.5,100.0,22.0,6.600000000000023,0.0,0.0,6.600000000000023,0.59,2022,8,18,23,2.12,262.0
106,2022-08-18 23:02:53,,360.61,5.762,2.0,50.3949438,-84.471833,5.762,81.0,5.0,45.0,318.0,31.0,98.5,35.5,100.0,22.0,6.600000000000023,0.0,0.0,6.600000000000023,0.11,2022,8,18,23,2.12,262.0
105,2022-08-18 23:02:54,,366.46,5.939,2.0,50.3950021,-84.4718065,5.939,72.0,5.0,36.0,284.0,19.5,64.5,26.0,99.0,22.0,6.399999999999977,0.0,0.0,6.399999999999977,0.0,2022,8,18,23,2.12,262.0
104,2022-08-18 23:02:55,,372.39,6.099,2.0,50.3950653,-84.4717938,6.099,56.0,5.0,26.0,116.0,9.0,34.0,19.5,78.0,22.0,6.399999999999977,0.0,0.0,6.399999999999977,0.0,2022,8,18,23,2.12,262.0
103,2022-08-18 23:02:56,,378.58,6.293,2.0,50.3951314,-84.471795,6.293,39.0,5.0,28.0,81.0,7.0,27.5,19.0,66.5,22.0,6.199999999999989,0.0,0.0,6.199999999999989,0.0,2022,8,18,23,2.12,262.0
102,2022-08-18 23:02:57,,384.61,5.744,2.0,50.3951956,-84.4718094,5.744,22.0,5.0,33.0,45.0,13.5,43.5,22.5,70.0,22.0,6.199999999999989,0.0,0.0,6.199999999999989,0.0,2022,8,18,23,2.12,262.0
104,2022-08-18 23:02:58,,389.92,4.889,2.0,50.3952513,-84.4718276,4.889,4.0,5.0,39.0,0.0,19.5,59.5,26.5,74.0,22.0,6.199999999999989,0.0,0.0,6.199999999999989,0.0,2022,8,18,23,2.12,262.0
104,2022-08-18 23:02:59,,394.62,4.623,2.0,50.395299,-84.4718459,4.623,7.0,5.0,44.0,23.0,26.0,75.5,30.5,78.0,22.0,6.199999999999989,0.0,0.0,6.199999999999989,0.0,2022,8,18,23,2.12,262.0
104,2022-08-18 23:03:00,,399.32,5.062,2.0,50.3953445,-84.4718746,5.062,21.0,5.0,49.0,69.0,32.5,91.5,34.0,81.5,22.0,6.199999999999989,0.0,0.0,6.199999999999989,0.0,2022,8,18,23,2.12,262.0
105,2022-08-18 23:03:01,,404.64,5.654,2.0,50.3953874,-84.471927,5.654,75.0,5.0,54.0,171.0,34.5,99.5,36.0,83.5,22.0,6.199999999999989,0.0,0.0,6.199999999999989,0.0,2022,8,18,23,2.12,262.0
107,2022-08-18 23:03:02,,410.74,6.294,2.0,50.3954205,-84.4720016,6.294,83.0,6.0,51.0,266.0,31.5,99.5,34.5,86.5,22.0,6.199999999999989,0.0,0.0,6.199999999999989,0.0,2022,8,18,23,2.12,262.0
108,2022-08-18 23:03:03,,417.2,6.598,2.0,50.3954397,-84.4720882,6.598,92.0,6.0,45.0,333.0,28.0,99.0,29.5,99.5,22.0,6.0,0.0,0.0,6.0,0.0,2022,8,18,23,2.12,262.0
108,2022-08-18 23:03:04,,423.69,6.315,2.0,50.3954507,-84.4721791,6.315,76.0,6.0,51.0,314.0,25.5,86.5,29.5,99.5,22.0,6.0,0.0,0.0,6.0,0.0,2022,8,18,23,2.12,262.0
106,2022-08-18 23:03:05,,429.66,5.401,2.0,50.3954625,-84.4722653,5.401,50.0,6.0,41.0,276.0,23.0,74.0,29.5,99.5,22.0,6.0,0.0,0.0,6.0,0.0,2022,8,18,23,2.12,262.0
107,2022-08-18 23:03:06,,434.64,4.703,2.0,50.3954709,-84.4723363,4.703,25.0,6.0,31.0,237.0,18.5,71.5,28.5,96.0,22.0,5.800000000000011,0.0,0.0,5.800000000000011,0.0,2022,8,18,23,2.12,262.0
107,2022-08-18 23:03:07,,439.1,4.245,2.0,50.3954781,-84.4724002,4.245,0.0,6.0,20.0,0.0,13.0,77.5,26.0,88.0,22.0,5.800000000000011,0.0,0.0,5.800000000000011,0.0,2022,8,18,23,2.12,262.0
107,2022-08-18 23:03:08,,443.37,4.032,2.0,50.3954872,-84.4724643,4.032,0.0,6.0,10.0,0.0,7.0,84.0,24.0,80.5,22.0,5.800000000000011,0.0,0.0,5.800000000000011,0.0,2022,8,18,23,2.12,262.0
107,2022-08-18 23:03:09,,447.79,4.531,2.0,50.3954963,-84.4725278,4.531,22.0,6.0,0.0,24.0,1.5,90.5,21.5,73.0,22.0,5.600000000000023,0.0,0.0,5.600000000000023,0.0,2022,8,18,23,2.12,262.0
108,2022-08-18 23:03:10,,452.73,5.207,2.0,50.3955052,-84.4725956,5.207,65.0,6.0,41.0,117.0,29.5,97.0,38.5,85.0,22.0,5.600000000000023,0.0,0.0,5.600000000000023,0.0,2022,8,18,23,2.12,262.0
108,2022-08-18 23:03:11,,458.35,5.87,2.0,50.3955245,-84.4726732,5.87,88.0,7.0,44.0,286.0,44.5,100.0,43.5,96.5,22.0,5.399999999999977,0.0,0.0,5.399999999999977,0.0,2022,8,18,23,2.12,262.0
107,2022-08-18 23:03:12,,464.58,6.514,2.0,50.395552,-84.4727557,6.514,94.0,7.0,43.0,392.0,38.0,100.0,35.5,100.0,22.0,5.399999999999977,0.0,0.0,5.399999999999977,-1.26,2022,8,18,23,2.12,262.0
106,2022-08-18 23:03:13,,471.51,7.131,2.0,50.3955849,-84.4728438,7.131,94.0,8.0,46.0,395.0,34.5,99.0,35.5,100.0,22.0,5.199999999999989,0.0,0.0,5.199999999999989,-1.68,2022,8,18,23,2.12,262.0
105,2022-08-18 23:03:14,,479.0,7.587,2.0,50.3956215,-84.4729406,7.587,95.0,8.0,38.0,399.0,32.0,95.0,33.5,96.5,22.0,5.199999999999989,0.0,1.0,5.199999999999989,-1.75,2022,8,18,23,2.12,262.0
106,2022-08-18 23:03:15,,486.87,7.92,2.0,50.3956577,-84.4730403,7.92,96.0,8.0,40.0,395.0,29.5,91.5,31.5,93.5,22.0,5.0,0.0,1.0,5.0,-1.7,2022,8,18,23,2.12,262.0
105,2022-08-18 23:03:16,,495.12,8.185,2.0,50.3956942,-84.4731458,8.185,96.0,9.0,41.0,349.0,27.0,88.0,30.0,90.5,22.0,4.800000000000011,0.0,1.0,4.800000000000011,-1.61,2022,8,18,23,2.12,262.0
104,2022-08-18 23:03:17,,503.43,8.329,2.0,50.3957326,-84.4732585,8.329,97.0,9.0,43.0,287.0,24.5,84.0,28.0,87.0,22.0,4.800000000000011,0.0,1.0,4.800000000000011,-1.53,2022,8,18,23,2.12,262.0
102,2022-08-18 23:03:18,,511.99,8.486,2.0,50.3957737,-84.4733721,8.486,98.0,9.0,45.0,281.0,22.0,80.5,26.0,84.0,22.0,4.600000000000023,0.0,1.0,4.600000000000023,-1.41,2022,8,18,23,2.12,262.0
101,2022-08-18 23:03:19,,520.73,8.551,2.0,50.3958125,-84.4734825,8.551,100.0,9.0,47.0,276.0,22.0,78.0,24.5,83.5,22.0,4.600000000000023,0.0,1.0,4.600000000000023,-1.3,2022,8,18,23,2.12,262.0
101,2022-08-18 23:03:20,,529.39,8.559,2.0,50.3958487,-84.4735963,8.559,102.0,10.0,48.0,253.0,22.0,75.5,22.5,82.5,22.0,4.600000000000023,0.0,1.0,4.600000000000023,-1.19,2022,8,18,23,2.12,262.0
100,2022-08-18 23:03:21,,538.11,8.598,2.0,50.3958853,-84.4737154,8.598,101.0,10.0,50.0,209.0,22.0,74.5,21.5,81.5,22.0,4.600000000000023,0.0,1.0,4.600000000000023,-1.1,2022,8,18,23,2.12,262.0
100,2022-08-18 23:03:22,,546.81,8.474,2.0,50.3959219,-84.4738344,8.474,101.0,10.0,52.0,197.0,23.0,77.5,22.0,80.0,22.0,4.600000000000023,0.0,1.0,4.600000000000023,-1.0,2022,8,18,23,2.12,262.0
100,2022-08-18 23:03:23,,555.34,8.384,2.0,50.3959557,-84.4739473,8.384,100.0,10.0,51.0,221.0,24.0,81.0,22.0,78.5,22.0,4.399999999999977,0.0,1.0,4.399999999999977,-0.86,2022,8,18,23,2.12,262.0
99,2022-08-18 23:03:24,,563.8,8.408,2.0,50.3959901,-84.4740615,8.408,100.0,11.0,47.0,266.0,24.5,82.0,25.0,82.5,22.0,4.399999999999977,0.0,1.0,4.399999999999977,-0.7,2022,8,18,23,2.12,262.0
98,2022-08-18 23:03:25,,572.33,8.35,2.0,50.3960265,-84.4741747,8.35,100.0,11.0,48.0,292.0,24.5,82.5,27.0,87.5,22.0,4.399999999999977,0.0,1.0,4.399999999999977,-0.12,2022,8,18,23,2.12,262.0
99,2022-08-18 23:03:26,,580.82,8.316,2.0,50.3960657,-84.4742842,8.316,99.0,11.0,50.0,287.0,25.0,86.5,28.0,90.5,22.0,4.600000000000023,0.0,1.0,4.600000000000023,0.0,2022,8,18,23,2.12,262.0
100,2022-08-18 23:03:27,,589.14,8.252,2.0,50.3961013,-84.4743933,8.252,98.0,11.0,50.0,298.0,29.5,96.5,28.0,90.5,22.0,4.600000000000023,0.0,1.0,4.600000000000023,0.0,2022,8,18,23,2.12,262.0
100,2022-08-18 23:03:28,,597.23,8.187,2.0,50.3961378,-84.4745008,8.187,98.0,12.0,46.0,303.0,23.0,76.5,24.5,87.0,22.0,4.600000000000023,0.0,1.0,4.600000000000023,0.0,2022,8,18,23,2.12,262.0
101,2022-08-18 23:03:29,,605.4,8.113,2.0,50.3961761,-84.4746045,8.113,96.0,12.0,50.0,301.0,25.0,83.5,25.5,85.5,22.0,4.800000000000011,0.0,1.0,4.800000000000011,0.0,2022,8,18,23,2.12,262.0
102,2022-08-18 23:03:30,,613.56,7.967,2.0,50.3962128,-84.4747106,7.967,96.0,12.0,50.0,313.0,27.5,93.0,27.0,86.0,22.0,4.800000000000011,0.0,1.0,4.800000000000011,0.0,2022,8,18,23,2.12,262.0
102,2022-08-18 23:03:31,,621.53,7.887,2.0,50.3962493,-84.4748149,7.887,95.0,13.0,50.0,322.0,28.0,96.5,27.0,88.0,22.0,5.0,0.0,1.0,5.0,0.0,2022,8,18,23,2.12,262.0
102,2022-08-18 23:03:32,,629.5,7.876,2.0,50.3962858,-84.4749208,7.876,95.0,13.0,49.0,331.0,29.0,97.0,28.0,91.5,22.0,5.399999999999977,0.0,1.0,5.399999999999977,0.0,2022,8,18,23,2.12,262.0
104,2022-08-18 23:03:33,,637.38,7.859,2.0,50.3963221,-84.4750241,7.859,94.0,13.0,48.0,351.0,30.0,97.5,29.5,94.5,22.0,5.600000000000023,1.0,1.0,5.600000000000023,0.99,2022,8,18,23,2.12,262.0
103,2022-08-18 23:03:34,,645.21,7.763,2.0,50.3963584,-84.475124,7.763,93.0,14.0,48.0,365.0,30.5,98.5,31.0,98.0,22.0,5.800000000000011,1.0,1.0,5.800000000000011,1.56,2022,8,18,23,2.12,262.0
103,2022-08-18 23:03:35,,652.96,7.565,2.0,50.3963922,-84.4752295,7.565,92.0,14.0,49.0,363.0,30.0,96.5,31.5,99.0,22.0,6.0,1.0,1.0,6.0,1.96,2022,8,18,23,2.12,262.0
102,2022-08-18 23:03:36,,660.53,7.345,2.0,50.3964242,-84.4753287,7.345,92.0,15.0,50.0,360.0,28.5,92.5,31.0,97.5,22.0,6.399999999999977,2.0,1.0,6.399999999999977,2.35,2022,8,18,23,2.12,262.0
102,2022-08-18 23:03:37,,667.89,7.142,2.0,50.3964563,-84.4754256,7.142,91.0,15.0,50.0,358.0,27.0,89.0,30.5,96.5,22.0,6.600000000000023,2.0,1.0,6.600000000000023,2.57,2022,8,18,23,2.12,262.0
102,2022-08-18 23:03:38,,674.88,6.882,2.0,50.3964853,-84.4755197,6.882,90.0,15.0,49.0,337.0,25.5,85.0,30.0,95.0,22.0,7.0,2.0,1.0,7.0,2.69,2022,8,18,23,2.12,262.0
102,2022-08-18 23:03:39,,681.65,6.624,2.0,50.3965148,-84.4756097,6.624,91.0,15.0,49.0,291.0,24.0,81.0,30.0,94.0,22.0,7.399999999999977,2.0,1.0,7.399999999999977,2.8,2022,8,18,23,2.12,262.0
103,2022-08-18 23:03:40,,688.23,6.387,2.0,50.3965444,-84.4756964,6.387,95.0,16.0,50.0,263.0,25.0,83.5,28.5,90.0,22.0,7.600000000000023,3.0,1.0,7.600000000000023,2.95,2022,8,18,23,2.12,262.0
101,2022-08-18 23:03:41,,694.49,6.304,2.0,50.3965717,-84.4757783,6.304,93.0,16.0,51.0,270.0,31.0,99.0,24.5,80.5,22.0,8.0,3.0,1.0,8.0,3.12,2022,8,18,23,2.12,262.0
99,2022-08-18 23:03:42,,700.71,6.135,2.0,50.3965991,-84.4758604,6.135,91.0,16.0,50.0,309.0,31.5,99.5,28.5,93.0,22.0,8.399999999999977,3.0,1.0,8.399999999999977,3.43,2022,8,18,23,2.12,262.0
101,2022-08-18 23:03:43,,706.86,5.993,2.0,50.3966266,-84.4759431,5.993,90.0,17.0,50.0,358.0,32.5,99.5,30.0,96.5,22.0,8.800000000000011,4.0,1.0,8.800000000000011,3.81,2022,8,18,23,2.12,262.0
101,2022-08-18 23:03:44,,712.84,5.969,2.0,50.3966536,-84.4760188,5.969,88.0,17.0,49.0,360.0,33.5,99.5,30.0,98.0,22.0,9.0,4.0,1.0,9.0,4.26,2022,8,18,23,2.12,262.0
100,2022-08-18 23:03:45,,718.88,6.03,2.0,50.3966809,-84.4760969,6.03,87.0,17.0,49.0,346.0,34.5,99.5,31.0,99.0,22.0,9.399999999999977,4.0,1.0,9.399999999999977,4.71,2022,8,18,23,2.12,262.0
100,2022-08-18 23:03:46,,724.99,6.068,2.0,50.3967085,-84.4761795,6.068,87.0,18.0,50.0,339.0,37.0,100.0,32.0,98.5,22.0,9.800000000000011,5.0,1.0,9.800000000000011,5.15,2022,8,18,23,2.12,262.0
101,2022-08-18 23:03:47,,731.05,6.035,2.0,50.3967357,-84.4762612,6.035,86.0,18.0,50.0,336.0,36.0,100.0,32.5,99.0,22.0,10.199999999999989,5.0,1.0,10.199999999999989,5.37,2022,8,18,23,2.12,262.0
100,2022-08-18 23:03:48,,736.95,6.003,2.0,50.39676,-84.4763366,6.003,86.0,18.0,51.0,322.0,33.5,98.5,32.5,98.0,22.0,10.399999999999977,6.0,1.0,10.399999999999977,5.45,2022,8,18,23,2.12,262.0
99,2022-08-18 23:03:49,,742.88,5.983,2.0,50.3967827,-84.4764146,5.983,86.0,19.0,49.0,267.0,30.0,97.0,32.0,96.5,22.0,10.600000000000023,6.0,1.0,10.600000000000023,5.26,2022,8,18,23,2.12,262.0
99,2022-08-18 23:03:50,,748.9,6.048,2.0,50.3968058,-84.4764977,6.048,87.0,19.0,47.0,255.0,26.5,94.0,31.0,93.5,22.0,11.0,6.0,1.0,11.0,4.97,2022,8,18,23,2.12,262.0
100,2022-08-18 23:03:51,,755.13,6.315,2.0,50.3968286,-84.4765849,6.315,88.0,19.0,46.0,255.0,23.5,88.0,27.5,87.5,22.0,11.0,6.0,1.0,11.0,4.59,2022,8,18,23,2.12,262.0
99,2022-08-18 23:03:52,,761.58,6.493,2.0,50.3968538,-84.4766702,6.493,90.0,19.0,45.0,259.0,25.0,88.0,25.5,87.0,22.0,11.199999999999989,7.0,1.0,11.199999999999989,4.15,2022,8,18,23,2.12,262.0
98,2022-08-18 23:03:53,,768.21,6.529,2.0,50.3968811,-84.4767573,6.529,93.0,20.0,44.0,267.0,23.5,88.5,25.5,87.5,22.0,11.199999999999989,7.0,1.0,11.199999999999989,3.68,2022,8,18,23,2.12,262.0
99,2022-08-18 23:03:54,,774.92,6.649,2.0,50.3969083,-84.4768478,6.649,96.0,20.0,40.0,251.0,21.0,80.5,25.5,87.5,22.0,11.399999999999977,7.0,1.0,11.399999999999977,3.16,2022,8,18,23,2.12,262.0
100,2022-08-18 23:03:55,,781.82,6.74,2.0,50.3969383,-84.4769393,6.74,96.0,20.0,45.0,216.0,21.0,73.5,24.5,84.0,22.0,11.399999999999977,7.0,1.0,11.399999999999977,2.65,2022,8,18,23,2.12,262.0
100,2022-08-18 23:03:56,,788.73,6.758,2.0,50.3969678,-84.4770309,6.758,98.0,20.0,51.0,202.0,25.0,81.5,22.5,76.0,22.0,11.399999999999977,7.0,1.0,11.399999999999977,2.17,2022,8,18,23,2.12,262.0
100,2022-08-18 23:03:57,,795.66,6.933,2.0,50.3969976,-84.4771217,6.933,97.0,21.0,43.0,225.0,20.0,78.5,22.5,76.0,22.0,11.600000000000023,7.0,1.0,11.600000000000023,1.83,2022,8,18,23,2.12,262.0
101,2022-08-18 23:03:58,,802.81,7.128,2.0,50.3970267,-84.4772174,7.128,92.0,21.0,49.0,224.0,22.0,84.5,26.5,85.0,22.0,11.600000000000023,7.0,1.0,11.600000000000023,1.59,2022,8,18,23,2.12,262.0
102,2022-08-18 23:03:59,,810.26,7.336,2.0,50.3970568,-84.4773183,7.336,92.0,21.0,53.0,255.0,27.0,93.5,31.0,95.5,22.0,11.600000000000023,7.0,1.0,11.600000000000023,1.27,2022,8,18,23,2.12,262.0
102,2022-08-18 23:04:00,,817.74,7.557,2.0,50.397088,-84.4774164,7.557,95.0,21.0,56.0,279.0,28.5,94.5,30.0,93.0,22.0,11.600000000000023,8.0,1.0,11.600000000000023,1.03,2022,8,18,23,2.12,262.0
103,2022-08-18 23:04:01,,825.44,7.633,2.0,50.3971196,-84.4775205,7.633,97.0,22.0,59.0,263.0,30.0,96.0,28.5,91.0,22.0,11.600000000000023,8.0,1.0,11.600000000000023,0.2,2022,8,18,23,2.12,262.0
102,2022-08-18 23:04:02,,833.44,7.817,2.0,50.3971546,-84.4776266,7.817,98.0,22.0,61.0,227.0,32.0,97.5,27.0,88.5,22.0,11.600000000000023,8.0,1.0,11.600000000000023,0.0,2022,8,18,23,2.12,262.0
104,2022-08-18 23:04:03,,841.52,8.163,2.0,50.3971885,-84.4777322,8.163,100.0,22.0,64.0,253.0,33.5,98.5,26.0,86.5,22.0,11.600000000000023,8.0,1.0,11.600000000000023,0.0,2022,8,18,23,2.12,262.0
105,2022-08-18 23:04:04,,849.81,8.299,2.0,50.3972205,-84.4778416,8.299,104.0,22.0,57.0,342.0,33.5,99.0,25.5,87.0,22.0,11.600000000000023,8.0,1.0,11.600000000000023,0.0,2022,8,18,23,2.12,262.0
106,2022-08-18 23:04:05,,858.36,8.57,2.0,50.3972553,-84.4779572,8.57,107.0,23.0,49.0,393.0,30.0,97.5,26.5,93.0,22.0,11.600000000000023,8.0,1.0,11.600000000000023,0.0,2022,8,18,23,2.12,262.0
106,2022-08-18 23:04:06,,867.1,9.014,2.0,50.3972911,-84.4780738,9.014,103.0,23.0,54.0,446.0,29.5,99.0,24.0,84.5,22.0,11.600000000000023,8.0,1.0,11.600000000000023,0.0,2022,8,18,23,2.12,262.0
105,2022-08-18 23:04:07,,876.49,9.467,2.0,50.3973303,-84.4781977,9.467,108.0,24.0,51.0,577.0,30.5,99.5,27.0,94.0,22.0,11.600000000000023,8.0,1.0,11.600000000000023,0.0,2022,8,18,23,2.12,262.0
106,2022-08-18 23:04:08,,886.41,9.911,2.0,50.3973717,-84.4783318,9.911,114.0,25.0,48.0,716.0,31.0,99.5,30.0,99.5,22.0,11.600000000000023,8.0,1.0,11.600000000000023,0.0,2022,8,18,23,2.12,262.0
107,2022-08-18 23:04:09,,896.76,10.312,2.0,50.3974154,-84.4784739,10.312,117.0,25.0,48.0,765.0,31.0,99.0,32.0,100.0,22.0,11.600000000000023,8.0,1.0,11.600000000000023,0.0,2022,8,18,23,2.12,262.0
