altitude,distance,enhanced_altitude,enhanced_speed,heart_rate,position_lat,position_long,speed,temperature,timestamp,unknown_88,accumulated_power,activity_type,cadence,combined_pedal_smoothness,fractional_cadence,left_pco,left_pedal_smoothness,left_power_phase,left_power_phase_peak,left_right_balance,left_torque_effectiveness,power,right_pco,right_pedal_smoothness,right_power_phase,right_power_phase_peak,right_torque_effectiveness,saturated_hemoglobin_percent,stance_time,stance_time_balance,stance_time_percent,step_length,time_from_course,total_hemoglobin_conc,vertical_oscillation,vertical_ratio,unknown_61,unknown_63,unknown_64,unknown_65,unknown_66,unknown_87,unknown_90,year,month,day,hour,wind_speed,wind_direction
374.0,0.0,374.0,2.154,89,53.0470192,-84.527172,2.154,25,2022-02-12 14:17:05,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
444.6,0.0,444.6,0.295,85,53.044349,-84.5287763,0.295,25,2022-02-12 14:19:49,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
444.20000000000005,2.31,444.20000000000005,0.184,85,53.0443486,-84.5287831,0.184,25,2022-02-12 14:19:51,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
442.4,2.31,442.4,4.526,96,53.0448132,-84.5292209,4.526,25,2022-02-12 14:20:42,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
441.6,6.85,441.6,4.815,96,53.044859,-84.5292641,4.815,25,2022-02-12 14:20:43,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
441.0,11.65,441.0,4.908,96,53.0449052,-84.5293074,4.908,25,2022-02-12 14:20:44,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
440.20000000000005,22.0,440.20000000000005,4.992,94,53.0449951,-84.529406,4.992,25,2022-02-12 14:20:46,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
440.0,26.59,440.0,5.197,96,53.0450292,-84.5294572,5.197,25,2022-02-12 14:20:47,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
439.6,30.58,439.6,5.197,97,53.0450583,-84.5295017,5.197,25,2022-02-12 14:20:48,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
439.20000000000005,37.9,439.20000000000005,4.554,96,53.045115,-84.5295783,4.554,25,2022-02-12 14:20:50,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
438.79999999999995,44.58,438.79999999999995,3.677,96,53.0451709,-84.5296422,3.677,25,2022-02-12 14:20:52,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
438.6,50.2,438.6,3.397,95,53.0452123,-84.529704,3.397,25,2022-02-12 14:20:54,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
438.4,57.61,438.4,2.214,98,53.0452777,-84.529766,2.214,25,2022-02-12 14:20:58,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
438.20000000000005,59.92,438.20000000000005,1.814,96,53.0453007,-84.5297789,1.814,25,2022-02-12 14:21:00,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
437.79999999999995,61.35,437.79999999999995,1.423,94,53.0453154,-84.5297868,1.423,25,2022-02-12 14:21:02,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
436.6,64.16,436.6,0.336,95,53.045344,-84.52979,0.336,25,2022-02-12 14:21:07,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
434.0,64.16,434.0,4.237,92,53.0457229,-84.5297129,4.237,25,2022-02-12 14:21:30,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
432.79999999999995,75.17,432.79999999999995,5.543,92,53.0458377,-84.5297037,5.543,25,2022-02-12 14:21:31,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
431.6,86.96,431.6,7.437,92,53.0459628,-84.529679,7.437,25,2022-02-12 14:21:32,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
430.4,99.38,430.4,8.501,93,53.046095,-84.5296581,8.501,25,2022-02-12 14:21:33,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
429.0,112.77,429.0,10.554,93,53.046232,-84.529599,10.554,25,2022-02-12 14:21:34,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
427.0,126.74,427.0,11.309,95,53.046369,-84.5295161,11.309,25,2022-02-12 14:21:35,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
424.79999999999995,142.12,424.79999999999995,12.093,94,53.0465243,-84.5294432,12.093,25,2022-02-12 14:21:36,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
422.20000000000005,157.93,422.20000000000005,13.081,94,53.0466719,-84.5293309,13.081,25,2022-02-12 14:21:37,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
418.0,173.99,418.0,13.659,95,53.0468221,-84.5292198,13.659,25,2022-02-12 14:21:38,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
413.79999999999995,190.35,413.79999999999995,14.504,95,53.0469633,-84.5290844,14.504,25,2022-02-12 14:21:39,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
410.20000000000005,206.19,410.20000000000005,15.227,95,53.0470941,-84.5289438,15.227,25,2022-02-12 14:21:40,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
406.6,221.88,406.6,15.351,95,53.0472184,-84.528793,15.351,25,2022-02-12 14:21:41,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
403.20000000000005,237.76,403.20000000000005,15.351,94,53.0473461,-84.5286442,15.351,25,2022-02-12 14:21:42,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
399.79999999999995,253.89,399.79999999999995,15.351,94,53.047488,-84.5285149,15.351,25,2022-02-12 14:21:43,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
396.4,269.75,396.4,15.845,94,53.0476321,-84.5283974,15.845,25,2022-02-12 14:21:44,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
392.6,286.06,392.6,15.426,94,53.0477554,-84.5282309,15.426,24,2022-02-12 14:21:45,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
389.0,303.02,389.0,15.845,93,53.0478559,-84.5280251,15.845,24,2022-02-12 14:21:46,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
386.20000000000005,320.76,386.20000000000005,15.909,94,53.0479539,-84.5278031,15.909,24,2022-02-12 14:21:47,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
384.20000000000005,338.1,384.20000000000005,15.943,94,53.0480689,-84.5276024,15.943,24,2022-02-12 14:21:48,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
381.6,356.01,381.6,16.216,95,53.048162,-84.5273688,16.216,24,2022-02-12 14:21:49,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
378.20000000000005,373.78,378.20000000000005,16.735,95,53.0482602,-84.5271423,16.735,24,2022-02-12 14:21:50,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
374.4,390.71,374.4,17.147,96,53.0483762,-84.5269534,17.147,24,2022-02-12 14:21:51,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
370.20000000000005,406.77,370.20000000000005,17.259,96,53.0485108,-84.5268132,17.259,24,2022-02-12 14:21:52,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
365.4,421.63,365.4,17.259,96,53.0486588,-84.5267539,17.259,24,2022-02-12 14:21:53,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
361.79999999999995,435.7,361.79999999999995,17.259,95,53.0488012,-84.5267213,17.259,24,2022-02-12 14:21:54,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
359.6,448.8,359.6,15.521,95,53.0489368,-84.5267349,15.521,24,2022-02-12 14:21:55,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
357.4,462.74,357.4,14.029,95,53.0490794,-84.5267999,14.029,24,2022-02-12 14:21:56,300,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
354.79999999999995,483.74,354.79999999999995,13.641,94,53.0492812,-84.5270179,13.641,24,2022-02-12 14:21:57,300,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
352.79999999999995,496.95,352.79999999999995,13.281,94,53.0494146,-84.5270726,13.281,24,2022-02-12 14:21:58,300,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
351.20000000000005,510.72,351.20000000000005,12.77,94,53.0495465,-84.5271617,12.77,24,2022-02-12 14:21:59,300,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
349.6,525.13,349.6,12.522,93,53.0496789,-84.5272817,12.522,24,2022-02-12 14:22:00,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
348.0,539.54,348.0,12.309,94,53.0498111,-84.5274118,12.309,24,2022-02-12 14:22:01,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
346.6,549.93,346.6,11.943,93,53.0499139,-84.5274694,11.943,24,2022-02-12 14:22:02,300,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
345.4,559.1,345.4,11.076,92,53.0500045,-84.5275293,11.076,24,2022-02-12 14:22:03,300,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
344.20000000000005,566.15,344.20000000000005,10.654,90,53.0500743,-84.5275764,10.654,24,2022-02-12 14:22:04,300,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
343.0,570.21,343.0,10.224,89,53.0501166,-84.5276051,10.224,24,2022-02-12 14:22:05,300,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
342.4,572.42,342.4,8.05,89,53.0501451,-84.5276174,8.05,24,2022-02-12 14:22:06,300,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
342.0,573.5,342.0,5.825,89,53.0501604,-84.5276196,5.825,24,2022-02-12 14:22:07,300,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
340.4,577.06,340.4,2.375,89,53.0501981,-84.5276071,2.375,24,2022-02-12 14:22:09,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
339.0,579.36,339.0,2.358,91,53.0502217,-84.5276086,2.358,24,2022-02-12 14:22:10,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
339.0,581.59,339.0,2.358,91,53.0502432,-84.5276102,2.358,24,2022-02-12 14:22:11,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
338.20000000000005,583.72,338.20000000000005,2.325,88,53.0502666,-84.5276091,2.325,24,2022-02-12 14:22:12,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
337.4,586.38,337.4,2.358,86,53.050295,-84.5276131,2.358,24,2022-02-12 14:22:13,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
336.4,593.46,336.4,2.458,89,53.0503686,-84.5276185,2.458,24,2022-02-12 14:22:15,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
336.0,596.76,336.0,2.551,89,53.0504033,-84.5276082,2.551,24,2022-02-12 14:22:16,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
334.6,605.34,334.6,3.055,91,53.0504811,-84.5275428,3.055,24,2022-02-12 14:22:19,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
333.20000000000005,611.48,333.20000000000005,3.055,92,53.0505437,-84.5275252,3.055,24,2022-02-12 14:22:21,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
332.0,615.09,332.0,2.892,90,53.05058,-84.527523,2.892,24,2022-02-12 14:22:23,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
330.6,618.43,330.6,2.542,89,53.0506014,-84.5274864,2.542,24,2022-02-12 14:22:25,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2,12,14,3.51,177.0
