battery_soc,cadence,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,timestamp,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,heart_rate,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:15,5118.43,6.757,2.0,50.4116049,-84.4827624,6.757,131.0,17.200000000000045,17.200000000000045,-7.85,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:16,5125.94,7.242,2.0,50.4115263,-84.4827382,7.242,129.0,16.600000000000023,16.600000000000023,-8.37,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:17,5133.61,7.699,2.0,50.4114462,-84.4827124,7.699,127.0,16.0,16.0,-7.96,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:18,5141.85,8.076,2.0,50.4113603,-84.4826842,8.076,125.0,15.399999999999977,15.399999999999977,-7.29,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:19,5150.27,8.101,2.0,50.411273,-84.4826522,8.101,126.0,14.799999999999955,14.799999999999955,-7.05,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:20,5158.49,7.977,2.0,50.411189,-84.4826155,7.977,125.0,14.200000000000045,14.200000000000045,-6.78,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:21,5166.66,8.04,2.0,50.4111074,-84.4825723,8.04,127.0,13.799999999999955,13.799999999999955,-6.49,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:22,5174.81,8.09,2.0,50.4110294,-84.4825191,8.09,126.0,13.399999999999977,13.399999999999977,-6.74,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:23,5183.05,8.0,2.0,50.4109527,-84.4824597,8.0,126.0,13.0,13.0,-7.04,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:24,5191.14,7.844,2.0,50.4108807,-84.4823943,7.844,125.0,12.799999999999955,12.799999999999955,-6.47,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:25,5198.75,7.431,2.0,50.4108118,-84.4823354,7.431,125.0,12.399999999999977,12.399999999999977,-5.66,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:26,5206.08,7.165,2.0,50.4107444,-84.4822807,7.165,124.0,12.200000000000045,12.200000000000045,-4.92,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:27,5213.05,7.0,2.0,50.41068,-84.4822292,7.0,123.0,11.800000000000011,11.800000000000011,-4.4,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:28,5220.33,7.056,2.0,50.4106111,-84.4821797,7.056,122.0,11.600000000000023,11.600000000000023,-4.04,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:29,5227.62,6.942,2.0,50.4105405,-84.482134,6.942,123.0,11.399999999999977,11.399999999999977,-3.51,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:30,5234.72,6.975,2.0,50.4104701,-84.4820946,6.975,124.0,11.0,11.0,-3.16,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:31,5242.09,7.156,2.0,50.4103955,-84.4820593,7.156,123.0,10.800000000000011,10.800000000000011,-3.24,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:32,5249.66,7.539,2.0,50.410317,-84.4820309,7.539,123.0,10.399999999999977,10.399999999999977,-3.48,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:33,5257.43,7.816,2.0,50.4102358,-84.4820053,7.816,123.0,10.0,10.0,-3.71,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:34,5265.52,7.821,2.0,50.4101516,-84.4819766,7.821,122.0,9.600000000000023,9.600000000000023,-4.28,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:35,5273.24,7.415,2.0,50.4100709,-84.4819508,7.415,121.0,9.199999999999989,9.199999999999989,-5.02,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:36,5280.41,6.74,2.0,50.4099961,-84.4819259,6.74,121.0,8.600000000000023,8.600000000000023,-5.61,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:37,5287.23,6.411,2.0,50.4099259,-84.4818977,6.411,120.0,8.0,8.0,-6.1,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:38,5294.1,6.51,2.0,50.4098577,-84.4818606,6.51,119.0,7.399999999999977,7.399999999999977,-6.62,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:39,5301.08,6.831,2.0,50.4097873,-84.4818259,6.831,119.0,7.0,7.0,-7.15,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:40,5308.22,6.818,2.0,50.4097131,-84.4818009,6.818,120.0,6.800000000000011,6.800000000000011,-7.21,2022,5,10,23,4.76,219.0
,0,24.0,56.0,79.5,0,24.0,84.0,8,2022-05-10 23:45:41,5315.46,6.924,2.0,50.4096363,-84.4817845,6.924,119.0,6.399999999999977,6.399999999999977,-6.39,2022,5,10,23,4.76,219.0
,16,14.0,72.0,49.5,20,12.5,44.0,8,2022-05-10 23:45:42,5322.86,6.932,2.0,50.4095576,-84.4817692,6.932,119.0,6.199999999999989,6.199999999999989,-5.38,2022,5,10,23,4.76,219.0
,49,2.0,88.0,30.5,39,0.0,14.5,8,2022-05-10 23:45:43,5330.15,6.878,2.0,50.4094806,-84.4817506,6.878,118.0,6.0,6.0,-4.54,2022,5,10,23,4.76,219.0
,70,0.0,100.0,58.5,286,0.0,44.5,8,2022-05-10 23:45:44,5337.44,6.878,2.0,50.4094041,-84.4817281,6.878,118.0,5.800000000000011,5.800000000000011,-3.64,2022,5,10,23,4.76,219.0
,75,24.0,62.0,86.5,277,19.0,75.0,8,2022-05-10 23:45:45,5345.08,7.2,2.0,50.4093236,-84.4817069,7.2,118.0,5.600000000000023,5.600000000000023,-3.03,2022,5,10,23,4.76,219.0
,78,30.0,50.0,94.5,255,24.5,83.0,8,2022-05-10 23:45:46,5352.95,7.597,2.0,50.4092406,-84.4816856,7.597,118.0,5.600000000000023,5.600000000000023,-2.96,2022,5,10,23,4.76,219.0
,80,28.5,50.0,89.5,241,25.0,83.5,8,2022-05-10 23:45:47,5361.06,7.889,2.0,50.4091548,-84.4816655,7.889,119.0,5.399999999999977,5.399999999999977,-2.93,2022,5,10,23,4.76,219.0
,83,27.0,50.0,84.5,207,25.5,84.5,8,2022-05-10 23:45:48,5369.37,7.839,2.0,50.4090669,-84.481644,7.839,119.0,5.199999999999989,5.199999999999989,-2.62,2022,5,10,23,4.76,219.0
,84,23.5,50.0,79.0,197,24.0,80.0,8,2022-05-10 23:45:49,5377.66,7.776,2.0,50.4089794,-84.481622,7.776,120.0,5.199999999999989,5.199999999999989,-2.13,2022,5,10,23,4.76,219.0
,84,24.5,50.0,78.0,191,24.0,80.0,8,2022-05-10 23:45:50,5385.87,7.799,2.0,50.408893,-84.4815987,7.799,120.0,5.199999999999989,5.199999999999989,-1.52,2022,5,10,23,4.76,219.0
,85,26.0,52.0,83.5,189,24.0,79.5,8,2022-05-10 23:45:51,5393.91,7.811,2.0,50.4088082,-84.4815764,7.811,120.0,5.199999999999989,5.199999999999989,-1.07,2022,5,10,23,4.76,219.0
,85,25.5,52.0,81.0,194,23.5,77.5,8,2022-05-10 23:45:52,5402.07,7.87,2.0,50.4087223,-84.481553,7.87,120.0,5.199999999999989,5.199999999999989,-0.49,2022,5,10,23,4.76,219.0
,85,25.0,52.0,78.0,235,23.0,76.0,8,2022-05-10 23:45:53,5410.1,7.91,2.0,50.4086377,-84.4815304,7.91,120.0,5.199999999999989,5.199999999999989,-0.04,2022,5,10,23,4.76,219.0
,86,25.0,58.0,79.5,264,23.0,76.0,8,2022-05-10 23:45:54,5418.19,8.039,2.0,50.4085523,-84.4815087,8.039,119.0,5.0,5.0,0.0,2022,5,10,23,4.76,219.0
,87,25.5,58.0,84.5,270,22.5,75.5,8,2022-05-10 23:45:55,5426.62,8.104,2.0,50.4084631,-84.4814881,8.104,119.0,5.0,5.0,0.0,2022,5,10,23,4.76,219.0
,88,25.5,56.0,84.5,270,22.5,75.5,8,2022-05-10 23:45:56,5435.07,8.191,2.0,50.4083736,-84.4814682,8.191,119.0,5.199999999999989,5.199999999999989,0.0,2022,5,10,23,4.76,219.0
88.0,88,25.5,50.0,84.5,267,22.5,75.5,8,2022-05-10 23:45:57,5443.39,8.37,2.0,50.4082854,-84.4814483,8.37,119.0,5.0,5.0,0.0,2022,5,10,23,4.76,219.0
,90,25.5,45.0,84.5,241,22.5,75.5,8,2022-05-10 23:45:58,5451.89,8.408,2.0,50.4081951,-84.4814298,8.408,119.0,5.0,5.0,0.0,2022,5,10,23,4.76,219.0
,90,25.5,49.0,79.5,228,24.0,82.5,8,2022-05-10 23:45:59,5460.2,8.269,2.0,50.4081067,-84.4814133,8.269,118.0,4.800000000000011,4.800000000000011,-0.32,2022,5,10,23,4.76,219.0
,90,23.0,50.0,76.5,269,22.5,79.5,8,2022-05-10 23:46:00,5468.74,8.342,2.0,50.4080155,-84.4814015,8.342,118.0,4.800000000000011,4.800000000000011,-0.36,2022,5,10,23,4.76,219.0
,90,25.5,49.0,83.5,291,22.5,79.5,8,2022-05-10 23:46:01,5477.38,8.385,2.0,50.4079229,-84.4813942,8.385,120.0,4.800000000000011,4.800000000000011,-0.04,2022,5,10,23,4.76,219.0
,90,26.0,48.0,85.5,312,22.5,79.5,8,2022-05-10 23:46:02,5485.84,8.472,2.0,50.4078321,-84.4813896,8.472,121.0,5.0,5.0,0.0,2022,5,10,23,4.76,219.0
,91,26.0,48.0,85.5,311,22.5,79.5,8,2022-05-10 23:46:03,5494.46,8.543,2.0,50.4077395,-84.4813897,8.543,123.0,5.0,5.0,0.0,2022,5,10,23,4.76,219.0
,92,26.0,49.0,85.5,363,22.5,79.5,8,2022-05-10 23:46:04,5503.23,8.67,2.0,50.4076454,-84.481393,8.67,125.0,5.0,5.0,0.0,2022,5,10,23,4.76,219.0
,93,26.0,49.0,85.5,330,22.5,79.5,8,2022-05-10 23:46:05,5512.09,8.749,2.0,50.4075503,-84.4813983,8.749,126.0,4.800000000000011,4.800000000000011,0.0,2022,5,10,23,4.76,219.0
,95,26.5,49.0,86.0,293,26.5,85.0,8,2022-05-10 23:46:06,5520.87,8.759,2.0,50.4074561,-84.4814042,8.759,128.0,4.600000000000023,4.600000000000023,0.0,2022,5,10,23,4.76,219.0
,95,27.5,50.0,87.5,229,33.5,96.0,8,2022-05-10 23:46:07,5529.56,8.761,2.0,50.4073628,-84.4814101,8.761,128.0,4.600000000000023,4.600000000000023,-0.24,2022,5,10,23,4.76,219.0
,95,24.0,49.0,80.0,228,31.5,92.5,8,2022-05-10 23:46:08,5538.51,8.638,2.0,50.4072668,-84.4814161,8.638,128.0,4.600000000000023,4.600000000000023,-0.59,2022,5,10,23,4.76,219.0
,95,25.0,54.0,77.0,235,24.0,75.5,8,2022-05-10 23:46:09,5547.25,8.585,2.0,50.407173,-84.4814236,8.585,129.0,4.600000000000023,4.600000000000023,-0.85,2022,5,10,23,4.76,219.0
,93,25.0,51.0,77.0,269,24.0,75.5,8,2022-05-10 23:46:10,5555.77,8.445,2.0,50.407082,-84.4814342,8.445,129.0,4.600000000000023,4.600000000000023,-0.89,2022,5,10,23,4.76,219.0
,93,23.0,50.0,78.0,294,24.0,78.5,8,2022-05-10 23:46:11,5564.22,8.305,2.0,50.4069917,-84.4814475,8.305,129.0,4.800000000000011,4.800000000000011,-0.44,2022,5,10,23,4.76,219.0
,92,24.0,50.0,82.5,314,25.0,83.0,8,2022-05-10 23:46:12,5572.31,8.07,2.0,50.4069056,-84.4814626,8.07,126.0,5.0,5.0,0.25,2022,5,10,23,4.76,219.0
,90,27.5,49.0,89.5,350,27.5,88.0,8,2022-05-10 23:46:13,5580.11,7.698,2.0,50.4068223,-84.4814746,7.698,125.0,5.199999999999989,5.199999999999989,0.91,2022,5,10,23,4.76,219.0
,87,30.5,51.0,95.5,431,28.5,91.0,8,2022-05-10 23:46:14,5587.44,7.28,2.0,50.4067436,-84.4814778,7.28,125.0,5.399999999999977,5.399999999999977,1.67,2022,5,10,23,4.76,219.0
,85,36.0,50.0,99.0,455,29.5,95.5,8,2022-05-10 23:46:15,5594.36,6.618,2.0,50.4066699,-84.4814683,6.618,126.0,5.600000000000023,5.600000000000023,2.27,2022,5,10,23,4.76,219.0
,83,34.0,49.0,99.0,447,29.5,96.5,8,2022-05-10 23:46:16,5600.89,6.365,2.0,50.4066009,-84.4814517,6.365,125.0,6.0,6.0,2.79,2022,5,10,23,4.76,219.0
,80,34.5,49.0,99.0,393,31.0,97.5,8,2022-05-10 23:46:17,5606.75,5.869,2.0,50.40654,-84.4814303,5.869,126.0,6.600000000000023,6.600000000000023,3.06,2022,5,10,23,4.76,219.0
,76,37.5,50.0,99.5,309,34.0,100.0,8,2022-05-10 23:46:18,5612.6,5.816,2.0,50.4064795,-84.4814074,5.816,126.0,7.0,7.0,3.55,2022,5,10,23,4.76,219.0
,72,23.5,50.0,82.5,349,32.5,99.0,8,2022-05-10 23:46:19,5618.36,5.692,2.0,50.4064196,-84.4813868,5.692,126.0,7.600000000000023,7.600000000000023,4.64,2022,5,10,23,4.76,219.0
,66,22.5,46.0,88.5,422,25.0,87.0,8,2022-05-10 23:46:20,5624.18,5.719,2.0,50.4063586,-84.4813682,5.719,126.0,8.0,8.0,5.78,2022,5,10,23,4.76,219.0
,65,28.0,49.0,94.0,442,23.5,84.5,8,2022-05-10 23:46:21,5630.01,5.786,2.0,50.4062976,-84.4813492,5.786,125.0,8.600000000000023,8.600000000000023,6.79,2022,5,10,23,4.76,219.0
,65,33.0,52.0,98.0,471,23.5,84.5,8,2022-05-10 23:46:22,5636.01,5.859,2.0,50.4062341,-84.4813345,5.859,124.0,9.0,9.0,8.04,2022,5,10,23,4.76,219.0
,64,30.0,50.0,97.5,513,27.0,97.5,8,2022-05-10 23:46:23,5641.77,5.762,2.0,50.4061731,-84.4813212,5.762,124.0,9.399999999999977,9.399999999999977,8.85,2022,5,10,23,4.76,219.0
,64,30.5,50.0,97.5,465,28.0,97.5,8,2022-05-10 23:46:24,5647.37,5.591,2.0,50.4061136,-84.4813087,5.591,123.0,10.0,10.0,8.83,2022,5,10,23,4.76,219.0
,64,29.5,51.0,97.0,444,29.0,98.0,8,2022-05-10 23:46:25,5653.0,5.455,2.0,50.4060536,-84.4813008,5.455,122.0,10.399999999999977,10.399999999999977,8.89,2022,5,10,23,4.76,219.0
,64,28.0,51.0,97.0,418,27.5,98.0,8,2022-05-10 23:46:26,5658.57,5.495,2.0,50.4059937,-84.4812988,5.495,122.0,10.800000000000011,10.800000000000011,8.82,2022,5,10,23,4.76,219.0
,64,26.5,51.0,96.5,374,26.0,97.0,8,2022-05-10 23:46:27,5663.93,5.402,2.0,50.4059362,-84.4813002,5.402,123.0,11.199999999999989,11.199999999999989,8.71,2022,5,10,23,4.76,219.0
,64,26.5,49.0,96.5,305,26.0,97.0,8,2022-05-10 23:46:28,5669.47,5.42,2.0,50.4058768,-84.4813049,5.42,123.0,11.600000000000023,11.600000000000023,8.57,2022,5,10,23,4.76,219.0
,65,26.5,48.0,96.5,122,26.0,97.0,8,2022-05-10 23:46:29,5675.39,5.612,2.0,50.4058142,-84.481319,5.612,123.0,12.0,12.0,7.69,2022,5,10,23,4.76,219.0
,56,13.5,25.0,59.0,77,22.0,94.0,8,2022-05-10 23:46:30,5681.05,5.415,2.0,50.4057551,-84.4813381,5.415,123.0,12.200000000000045,12.200000000000045,6.53,2022,5,10,23,4.76,219.0
,56,5.5,29.0,37.0,92,20.0,92.5,8,2022-05-10 23:46:31,5686.51,5.009,2.0,50.4056984,-84.4813581,5.009,124.0,12.399999999999977,12.399999999999977,5.73,2022,5,10,23,4.76,219.0
,65,10.5,52.0,48.0,124,19.5,84.5,8,2022-05-10 23:46:32,5691.52,4.587,2.0,50.4056453,-84.4813685,4.587,124.0,12.600000000000023,12.600000000000023,4.9,2022,5,10,23,4.76,219.0
,65,26.0,56.0,84.5,149,17.5,59.0,8,2022-05-10 23:46:33,5696.44,4.774,2.0,50.4055925,-84.4813691,4.774,124.0,12.799999999999955,12.799999999999955,4.12,2022,5,10,23,4.76,219.0
,71,26.0,59.0,82.5,149,21.0,67.0,8,2022-05-10 23:46:34,5701.84,5.261,2.0,50.4055346,-84.4813671,5.261,124.0,13.0,13.0,4.05,2022,5,10,23,4.76,219.0
,74,24.0,53.0,78.0,138,21.0,67.5,8,2022-05-10 23:46:35,5707.54,5.439,2.0,50.4054734,-84.4813637,5.439,124.0,13.0,13.0,4.07,2022,5,10,23,4.76,219.0
,76,22.5,48.0,73.5,123,20.5,67.0,8,2022-05-10 23:46:36,5713.34,5.67,2.0,50.4054111,-84.4813611,5.67,124.0,13.0,13.0,3.43,2022,5,10,23,4.76,219.0
,76,22.0,49.0,70.0,118,21.0,68.0,8,2022-05-10 23:46:37,5718.91,5.48,2.0,50.4053513,-84.4813618,5.48,124.0,13.0,13.0,2.64,2022,5,10,23,4.76,219.0
,77,19.5,51.0,64.0,137,21.5,69.0,8,2022-05-10 23:46:38,5724.55,5.239,2.0,50.4052909,-84.4813664,5.239,126.0,13.0,13.0,1.87,2022,5,10,23,4.76,219.0
,79,21.5,53.0,69.0,127,21.0,67.5,8,2022-05-10 23:46:39,5730.47,5.558,2.0,50.4052276,-84.4813752,5.558,127.0,13.0,13.0,0.83,2022,5,10,23,4.76,219.0
,80,21.5,51.0,66.0,124,20.5,66.5,8,2022-05-10 23:46:40,5736.31,5.387,2.0,50.4051652,-84.4813824,5.387,129.0,13.0,13.0,0.08,2022,5,10,23,4.76,219.0
,81,21.0,,64.5,102,20.0,65.0,8,2022-05-10 23:46:41,5741.92,5.359,2.0,50.405105,-84.481383,5.359,129.0,12.799999999999955,12.799999999999955,0.0,2022,5,10,23,4.76,219.0
,81,21.5,,65.5,64,19.5,63.0,8,2022-05-10 23:46:42,5747.56,5.282,2.0,50.4050445,-84.4813797,5.282,129.0,12.799999999999955,12.799999999999955,0.0,2022,5,10,23,4.76,219.0
,81,22.0,,66.5,26,19.0,61.5,8,2022-05-10 23:46:43,5753.33,5.223,2.0,50.4049826,-84.4813743,5.223,129.0,12.799999999999955,12.799999999999955,0.0,2022,5,10,23,4.76,219.0
,0,22.0,,67.0,0,18.5,60.0,8,2022-05-10 23:46:44,5759.32,5.456,2.0,50.4049183,-84.4813711,5.456,130.0,12.799999999999955,12.799999999999955,0.0,2022,5,10,23,4.76,219.0
,0,22.0,,67.0,0,18.5,60.0,8,2022-05-10 23:46:45,5765.47,5.95,2.0,50.4048525,-84.481365,5.95,132.0,12.799999999999955,12.799999999999955,0.0,2022,5,10,23,4.76,219.0
,0,22.0,,67.0,0,18.5,60.0,8,2022-05-10 23:46:46,5771.21,5.833,2.0,50.4047924,-84.4813476,5.833,132.0,12.799999999999955,12.799999999999955,0.0,2022,5,10,23,4.76,219.0
,0,22.0,,67.0,0,18.5,60.0,8,2022-05-10 23:46:47,5776.61,5.82,2.0,50.4047459,-84.4813047,5.82,133.0,12.799999999999955,12.799999999999955,0.0,2022,5,10,23,4.76,219.0
,0,22.0,,67.0,0,18.5,60.0,8,2022-05-10 23:46:48,5782.14,6.12,2.0,50.4047186,-84.4812357,6.12,132.0,12.600000000000023,12.600000000000023,0.0,2022,5,10,23,4.76,219.0
,0,22.0,,67.0,0,18.5,60.0,8,2022-05-10 23:46:49,5788.78,7.433,2.0,50.4047312,-84.4811461,7.433,131.0,12.200000000000045,12.200000000000045,-0.9,2022,5,10,23,4.76,219.0
,0,22.0,,67.0,0,18.5,60.0,8,2022-05-10 23:46:50,5796.57,8.407,2.0,50.4047699,-84.4810466,8.407,130.0,11.800000000000011,11.800000000000011,-2.49,2022,5,10,23,4.76,219.0
,0,22.0,,67.0,0,18.5,60.0,8,2022-05-10 23:46:51,5804.93,8.809,2.0,50.4048217,-84.4809481,8.809,130.0,11.399999999999977,11.399999999999977,-3.66,2022,5,10,23,4.76,219.0
,0,22.0,,67.0,0,18.5,60.0,8,2022-05-10 23:46:52,5813.41,8.813,2.0,50.4048798,-84.4808538,8.813,130.0,10.600000000000023,10.600000000000023,-5.23,2022,5,10,23,4.76,219.0
,0,22.0,,67.0,0,18.5,60.0,8,2022-05-10 23:46:53,5822.02,8.754,2.0,50.4049369,-84.480756,8.754,131.0,10.199999999999989,10.199999999999989,-6.14,2022,5,10,23,4.76,219.0
,0,22.0,,67.0,0,18.5,60.0,8,2022-05-10 23:46:54,5830.78,9.119,2.0,50.4049903,-84.4806517,9.119,132.0,9.600000000000023,9.600000000000023,-5.87,2022,5,10,23,4.76,219.0
,0,22.0,,67.0,0,18.5,60.0,8,2022-05-10 23:46:55,5840.04,9.33,2.0,50.4050404,-84.4805362,9.33,131.0,9.0,9.0,-5.83,2022,5,10,23,4.76,219.0
,0,22.0,,67.0,0,18.5,60.0,8,2022-05-10 23:46:56,5849.49,9.611,2.0,50.4050813,-84.4804115,9.611,131.0,8.199999999999989,8.199999999999989,-5.98,2022,5,10,23,4.76,219.0
,0,22.0,,67.0,0,18.5,60.0,8,2022-05-10 23:46:57,5859.26,9.728,2.0,50.4051173,-84.4802787,9.728,130.0,7.600000000000023,7.600000000000023,-6.12,2022,5,10,23,4.76,219.0
,0,22.0,,67.0,0,18.5,60.0,8,2022-05-10 23:46:58,5869.22,9.426,2.0,50.4051445,-84.4801398,9.426,129.0,7.199999999999989,7.199999999999989,-6.65,2022,5,10,23,4.76,219.0
,0,22.0,,67.0,0,18.5,60.0,8,2022-05-10 23:46:59,5878.21,8.698,2.0,50.4051516,-84.4800109,8.698,129.0,7.0,7.0,-6.93,2022,5,10,23,4.76,219.0
,0,22.0,,67.0,0,18.5,60.0,8,2022-05-10 23:47:00,5886.34,7.844,2.0,50.4051422,-84.4798943,7.844,128.0,6.800000000000011,6.800000000000011,-6.21,2022,5,10,23,4.76,219.0
,0,22.0,54.0,67.0,0,18.5,60.0,8,2022-05-10 23:47:01,5893.72,6.845,2.0,50.4051201,-84.4797923,6.845,126.0,6.800000000000011,6.800000000000011,-5.06,2022,5,10,23,4.76,219.0
,14,14.5,72.0,58.5,215,3.5,10.5,8,2022-05-10 23:47:02,5900.79,6.354,2.0,50.4050659,-84.4797294,6.354,127.0,7.0,7.0,-3.43,2022,5,10,23,4.76,219.0
,64,13.0,75.0,56.5,228,0.0,0.0,8,2022-05-10 23:47:03,5907.9,6.448,2.0,50.4049969,-84.4796857,6.448,126.0,7.0,7.0,-1.69,2022,5,10,23,4.76,219.0
,77,15.0,72.0,60.5,232,3.0,9.5,8,2022-05-10 23:47:04,5915.27,7.008,2.0,50.404923,-84.4796479,7.008,126.0,7.199999999999989,7.199999999999989,-0.52,2022,5,10,23,4.76,219.0
,76,28.5,50.0,89.5,149,27.0,88.0,8,2022-05-10 23:47:05,5922.85,7.096,2.0,50.4048461,-84.4796121,7.096,125.0,7.199999999999989,7.199999999999989,0.31,2022,5,10,23,4.76,219.0
,78,22.0,46.0,71.5,139,28.5,88.0,8,2022-05-10 23:47:06,5929.96,6.846,2.0,50.4047733,-84.4795806,6.846,126.0,7.199999999999989,7.199999999999989,0.87,2022,5,10,23,4.76,219.0
,80,21.0,46.0,67.5,172,27.0,83.5,8,2022-05-10 23:47:07,5936.92,6.773,2.0,50.4047015,-84.4795526,6.773,124.0,7.0,7.0,0.58,2022,5,10,23,4.76,219.0
,82,22.0,46.0,74.5,235,25.0,79.5,8,2022-05-10 23:47:08,5944.42,6.974,2.0,50.4046229,-84.4795297,6.974,124.0,7.0,7.0,0.07,2022,5,10,23,4.76,219.0
,84,24.0,46.0,85.0,253,27.0,85.5,8,2022-05-10 23:47:09,5951.63,6.759,2.0,50.4045465,-84.4795123,6.759,123.0,7.0,7.0,0.0,2022,5,10,23,4.76,219.0
,85,25.5,46.0,92.5,223,30.5,94.0,8,2022-05-10 23:47:10,5958.63,6.624,2.0,50.4044719,-84.4795005,6.624,122.0,7.0,7.0,0.0,2022,5,10,23,4.76,219.0
,86,22.0,41.0,72.5,218,26.5,84.5,8,2022-05-10 23:47:11,5966.18,6.955,2.0,50.404391,-84.4795,6.955,121.0,7.0,7.0,0.0,2022,5,10,23,4.76,219.0
,86,26.0,54.0,85.0,239,27.0,86.5,8,2022-05-10 23:47:12,5974.17,7.397,2.0,50.4043053,-84.4795067,7.397,123.0,7.199999999999989,7.199999999999989,0.0,2022,5,10,23,4.76,219.0
,87,25.0,54.0,86.0,212,27.0,87.0,8,2022-05-10 23:47:13,5982.15,7.465,2.0,50.4042199,-84.4795012,7.465,122.0,7.199999999999989,7.199999999999989,0.0,2022,5,10,23,4.76,219.0
,87,24.0,52.0,83.0,157,27.0,86.0,8,2022-05-10 23:47:14,5990.38,7.506,2.0,50.4041323,-84.4794865,7.506,124.0,7.0,7.0,0.0,2022,5,10,23,4.76,219.0
,85,21.5,52.0,70.0,151,25.5,75.5,8,2022-05-10 23:47:15,5998.55,7.946,2.0,50.4040472,-84.4794586,7.946,125.0,7.0,7.0,0.0,2022,5,10,23,4.76,219.0
,84,21.5,53.0,70.0,157,25.0,75.0,8,2022-05-10 23:47:16,6006.6,8.086,2.0,50.4039648,-84.4794233,8.086,124.0,6.800000000000011,6.800000000000011,0.0,2022,5,10,23,4.76,219.0
,85,21.5,54.0,70.0,158,22.0,72.0,8,2022-05-10 23:47:17,6014.84,8.247,2.0,50.4038817,-84.4793827,8.247,124.0,6.600000000000023,6.600000000000023,-0.3,2022,5,10,23,4.76,219.0
,88,21.0,54.0,69.0,163,21.5,70.0,8,2022-05-10 23:47:18,6023.85,8.771,2.0,50.4037886,-84.4793479,8.771,124.0,6.399999999999977,6.399999999999977,-0.96,2022,5,10,23,4.76,219.0
,92,21.0,54.0,68.5,191,21.5,69.5,8,2022-05-10 23:47:19,6033.26,9.225,2.0,50.4036885,-84.4793328,9.225,125.0,6.199999999999989,6.199999999999989,-1.44,2022,5,10,23,4.76,219.0
,95,22.0,61.0,74.5,211,23.5,71.0,8,2022-05-10 23:47:20,6042.91,9.563,2.0,50.4035851,-84.4793236,9.563,126.0,6.0,6.0,-1.84,2022,5,10,23,4.76,219.0
,96,22.0,61.0,74.5,287,22.5,77.0,8,2022-05-10 23:47:21,6052.76,9.79,2.0,50.4034795,-84.479315,9.79,127.0,6.0,6.0,-2.07,2022,5,10,23,4.76,219.0
,96,24.0,54.0,82.5,328,22.5,78.5,8,2022-05-10 23:47:22,6062.17,9.494,2.0,50.403379,-84.4793002,9.494,128.0,6.0,6.0,-1.97,2022,5,10,23,4.76,219.0
