battery_soc,cadence,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,timestamp,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,heart_rate,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
,88,31.0,53.0,100.0,289,36.0,98.0,9,2022-05-10 23:43:09,4123.95,8.075,2.0,50.4172555,-84.4762867,8.075,105.0,7.800000000000011,7.800000000000011,-2.06,2022,5,10,23,4.76,219.0
,80,31.0,53.0,100.0,301,36.0,98.0,9,2022-05-10 23:43:10,4132.34,8.345,2.0,50.4173195,-84.476372,8.345,106.0,7.800000000000011,7.800000000000011,-2.16,2022,5,10,23,4.76,219.0
,78,31.0,49.0,100.0,298,36.0,98.0,9,2022-05-10 23:43:11,4141.06,8.638,2.0,50.4173853,-84.4764618,8.638,106.0,7.800000000000011,7.800000000000011,-1.66,2022,5,10,23,4.76,219.0
,80,32.5,49.0,98.5,227,33.5,98.0,9,2022-05-10 23:43:12,4149.65,8.342,2.0,50.4174463,-84.476555,8.342,105.0,7.600000000000023,7.600000000000023,-0.99,2022,5,10,23,4.76,219.0
,81,31.5,49.0,92.5,186,26.0,87.5,9,2022-05-10 23:43:13,4158.18,8.422,2.0,50.4175018,-84.476653,8.422,106.0,7.399999999999977,7.399999999999977,-0.94,2022,5,10,23,4.76,219.0
,81,26.5,50.0,87.0,184,22.0,74.5,9,2022-05-10 23:43:14,4166.77,8.31,2.0,50.4175518,-84.4767571,8.31,106.0,7.199999999999989,7.199999999999989,-1.13,2022,5,10,23,4.76,219.0
,81,21.5,43.0,71.5,143,21.5,74.5,9,2022-05-10 23:43:15,4175.32,8.42,2.0,50.4175968,-84.476865,8.42,105.0,7.199999999999989,7.199999999999989,-1.14,2022,5,10,23,4.76,219.0
,81,21.5,42.0,71.5,123,21.5,74.5,9,2022-05-10 23:43:16,4183.82,8.429,2.0,50.4176338,-84.4769771,8.429,105.0,7.0,7.0,-1.38,2022,5,10,23,4.76,219.0
,81,21.5,42.0,71.5,111,21.5,74.5,9,2022-05-10 23:43:17,4192.28,8.53,2.0,50.417661,-84.4770937,8.53,104.0,6.800000000000011,6.800000000000011,-1.65,2022,5,10,23,4.76,219.0
,82,21.5,43.0,71.5,111,21.5,74.5,9,2022-05-10 23:43:18,4200.99,8.78,2.0,50.4176822,-84.4772163,8.78,103.0,6.600000000000023,6.600000000000023,-1.72,2022,5,10,23,4.76,219.0
,85,21.5,53.0,71.5,112,21.5,74.5,9,2022-05-10 23:43:19,4209.88,8.95,2.0,50.4176993,-84.4773427,8.95,103.0,6.399999999999977,6.399999999999977,-1.61,2022,5,10,23,4.76,219.0
,87,20.5,55.0,64.5,116,18.0,59.5,9,2022-05-10 23:43:20,4218.75,8.994,2.0,50.4177137,-84.4774694,8.994,103.0,6.199999999999989,6.199999999999989,-1.81,2022,5,10,23,4.76,219.0
,88,21.5,57.0,65.5,115,16.5,56.5,9,2022-05-10 23:43:21,4228.04,9.229,2.0,50.4177264,-84.4776026,9.229,102.0,6.0,6.0,-2.18,2022,5,10,23,4.76,219.0
,89,20.5,57.0,65.0,125,16.0,52.5,9,2022-05-10 23:43:22,4237.25,9.128,2.0,50.4177384,-84.4777349,9.128,101.0,5.800000000000011,5.800000000000011,-2.39,2022,5,10,23,4.76,219.0
,90,19.5,57.0,64.5,140,15.5,49.5,9,2022-05-10 23:43:23,4246.52,9.154,2.0,50.417749,-84.4778682,9.154,102.0,5.600000000000023,5.600000000000023,-2.51,2022,5,10,23,4.76,219.0
,90,20.0,57.0,66.5,158,16.5,53.0,9,2022-05-10 23:43:24,4255.67,9.069,2.0,50.4177562,-84.478,9.069,101.0,5.399999999999977,5.399999999999977,-2.56,2022,5,10,23,4.76,219.0
,90,22.0,57.0,72.5,169,20.5,65.0,9,2022-05-10 23:43:25,4264.71,9.019,2.0,50.4177595,-84.4781306,9.019,103.0,5.199999999999989,5.199999999999989,-2.48,2022,5,10,23,4.76,219.0
,90,23.0,57.0,75.0,177,22.0,70.0,9,2022-05-10 23:43:26,4273.75,8.859,2.0,50.4177669,-84.4782609,8.859,104.0,5.199999999999989,5.199999999999989,-2.17,2022,5,10,23,4.76,219.0
,89,23.0,51.0,75.0,166,22.0,70.0,9,2022-05-10 23:43:27,4282.54,8.712,2.0,50.4177755,-84.4783874,8.712,106.0,5.199999999999989,5.199999999999989,-1.77,2022,5,10,23,4.76,219.0
,88,23.0,40.0,75.0,144,22.0,70.0,9,2022-05-10 23:43:28,4291.45,8.691,2.0,50.4177821,-84.478516,8.691,107.0,5.0,5.0,-1.32,2022,5,10,23,4.76,219.0
,87,23.0,47.0,75.0,180,22.0,70.0,9,2022-05-10 23:43:29,4300.31,8.693,2.0,50.417784,-84.478644,8.693,107.0,5.0,5.0,-1.08,2022,5,10,23,4.76,219.0
,86,22.5,47.0,74.0,178,22.5,72.5,9,2022-05-10 23:43:30,4308.96,8.634,2.0,50.4177853,-84.4787691,8.634,106.0,5.0,5.0,-1.0,2022,5,10,23,4.76,219.0
,86,22.5,47.0,73.5,177,23.0,74.5,9,2022-05-10 23:43:31,4317.76,8.52,2.0,50.41779,-84.4788961,8.52,107.0,4.800000000000011,4.800000000000011,-0.81,2022,5,10,23,4.76,219.0
,86,22.0,47.0,72.5,175,23.0,76.5,9,2022-05-10 23:43:32,4326.37,8.472,2.0,50.417796,-84.4790203,8.472,107.0,4.800000000000011,4.800000000000011,-0.73,2022,5,10,23,4.76,219.0
,85,22.0,47.0,72.0,177,23.5,78.0,9,2022-05-10 23:43:33,4334.84,8.476,2.0,50.4178019,-84.4791425,8.476,106.0,4.600000000000023,4.600000000000023,-0.9,2022,5,10,23,4.76,219.0
,83,22.0,47.0,72.0,185,23.5,78.0,9,2022-05-10 23:43:34,4343.42,8.461,2.0,50.4178092,-84.4792662,8.461,104.0,4.600000000000023,4.600000000000023,-0.57,2022,5,10,23,4.76,219.0
,82,22.0,47.0,72.0,190,23.5,78.0,9,2022-05-10 23:43:35,4351.96,8.363,2.0,50.4178172,-84.4793891,8.363,102.0,4.600000000000023,4.600000000000023,-0.03,2022,5,10,23,4.76,219.0
,82,22.0,49.0,72.0,205,23.5,78.0,9,2022-05-10 23:43:36,4360.23,8.308,2.0,50.4178238,-84.4795084,8.308,101.0,4.600000000000023,4.600000000000023,0.0,2022,5,10,23,4.76,219.0
,82,22.0,51.0,72.5,226,23.5,78.5,9,2022-05-10 23:43:37,4368.57,8.298,2.0,50.4178297,-84.4796288,8.298,101.0,4.600000000000023,4.600000000000023,0.0,2022,5,10,23,4.76,219.0
,82,22.0,54.0,78.5,222,27.0,88.0,9,2022-05-10 23:43:38,4377.03,8.284,2.0,50.4178344,-84.4797509,8.284,100.0,4.800000000000011,4.800000000000011,0.0,2022,5,10,23,4.76,219.0
,83,22.0,57.0,83.5,218,30.0,96.5,9,2022-05-10 23:43:39,4385.36,8.178,2.0,50.4178411,-84.479871,8.178,100.0,4.600000000000023,4.600000000000023,0.0,2022,5,10,23,4.76,219.0
,88,21.5,57.0,77.0,203,28.0,88.5,9,2022-05-10 23:43:40,4393.43,8.044,2.0,50.417849,-84.4799871,8.044,99.0,4.600000000000023,4.600000000000023,0.0,2022,5,10,23,4.76,219.0
,88,21.0,57.0,74.0,163,27.5,85.0,9,2022-05-10 23:43:41,4401.49,7.867,2.0,50.4178597,-84.4801029,7.867,98.0,4.600000000000023,4.600000000000023,0.0,2022,5,10,23,4.76,219.0
,86,21.0,57.0,74.0,173,27.0,84.0,9,2022-05-10 23:43:42,4409.33,7.692,2.0,50.4178757,-84.480214,7.692,99.0,4.600000000000023,4.600000000000023,0.0,2022,5,10,23,4.76,219.0
,85,20.5,54.0,71.5,188,23.0,73.5,9,2022-05-10 23:43:43,4417.0,7.357,2.0,50.4178977,-84.4803208,7.357,100.0,4.800000000000011,4.800000000000011,0.0,2022,5,10,23,4.76,219.0
,84,20.0,51.0,69.5,197,19.0,64.0,9,2022-05-10 23:43:44,4424.3,7.204,2.0,50.4179278,-84.480418,7.204,102.0,4.800000000000011,4.800000000000011,0.0,2022,5,10,23,4.76,219.0
,84,21.5,52.0,73.0,147,19.5,65.0,9,2022-05-10 23:43:45,4431.37,6.839,2.0,50.4179645,-84.4805073,6.839,104.0,4.800000000000011,4.800000000000011,0.0,2022,5,10,23,4.76,219.0
,84,23.0,52.0,76.5,96,20.0,66.0,9,2022-05-10 23:43:46,4438.05,6.305,2.0,50.4180011,-84.4805904,6.305,106.0,4.800000000000011,4.800000000000011,0.0,2022,5,10,23,4.76,219.0
,83,24.0,53.0,80.0,46,20.5,67.0,9,2022-05-10 23:43:47,4443.95,5.787,2.0,50.4180207,-84.4806704,5.787,107.0,5.0,5.0,0.39,2022,5,10,23,4.76,219.0
,0,25.5,54.0,83.5,0,21.0,68.0,9,2022-05-10 23:43:48,4449.4,5.288,2.0,50.4180165,-84.4807475,5.288,106.0,5.0,5.0,0.82,2022,5,10,23,4.76,219.0
,8,17.0,51.0,63.5,283,24.5,79.0,9,2022-05-10 23:43:49,4454.82,5.324,2.0,50.4179861,-84.4808117,5.324,106.0,5.0,5.0,0.46,2022,5,10,23,4.76,219.0
,78,24.0,50.0,75.0,564,33.0,89.5,9,2022-05-10 23:43:50,4461.77,6.441,2.0,50.4179235,-84.4808636,6.441,107.0,5.0,5.0,0.03,2022,5,10,23,4.76,219.0
,88,38.0,51.0,100.0,507,41.0,96.0,9,2022-05-10 23:43:51,4469.53,7.422,2.0,50.4178492,-84.4809145,7.422,107.0,5.0,5.0,0.0,2022,5,10,23,4.76,219.0
,91,37.5,51.0,100.0,466,39.5,98.0,9,2022-05-10 23:43:52,4477.52,7.945,2.0,50.4177781,-84.4809786,7.945,107.0,5.0,5.0,0.0,2022,5,10,23,4.76,219.0
,93,37.0,51.0,100.0,430,38.0,100.0,9,2022-05-10 23:43:53,4485.7,8.208,2.0,50.4177095,-84.4810525,8.208,108.0,5.199999999999989,5.199999999999989,0.0,2022,5,10,23,4.76,219.0
,93,37.0,54.0,100.0,448,38.0,100.0,9,2022-05-10 23:43:54,4494.27,8.363,2.0,50.4176385,-84.4811314,8.363,109.0,5.199999999999989,5.199999999999989,0.0,2022,5,10,23,4.76,219.0
,91,37.0,49.0,100.0,414,38.0,100.0,9,2022-05-10 23:43:55,4503.03,8.548,2.0,50.4175636,-84.4812077,8.548,109.0,5.199999999999989,5.199999999999989,0.39,2022,5,10,23,4.76,219.0
,91,37.0,49.0,100.0,384,38.0,100.0,9,2022-05-10 23:43:56,4511.77,8.625,2.0,50.417484,-84.4812745,8.625,108.0,5.399999999999977,5.399999999999977,0.88,2022,5,10,23,4.76,219.0
,93,35.0,50.0,98.5,365,36.0,99.5,9,2022-05-10 23:43:57,4520.39,8.628,2.0,50.417403,-84.481335,8.628,108.0,5.600000000000023,5.600000000000023,1.08,2022,5,10,23,4.76,219.0
,94,29.0,49.0,95.0,356,31.5,98.5,9,2022-05-10 23:43:58,4528.96,8.488,2.0,50.4173192,-84.4813858,8.488,110.0,5.600000000000023,5.600000000000023,1.25,2022,5,10,23,4.76,219.0
,95,29.0,49.0,95.0,368,31.5,98.5,9,2022-05-10 23:43:59,4537.48,8.422,2.0,50.4172331,-84.4814274,8.422,108.0,5.800000000000011,5.800000000000011,1.4,2022,5,10,23,4.76,219.0
,94,30.0,49.0,96.5,386,32.5,96.0,9,2022-05-10 23:44:00,4546.0,8.429,2.0,50.4171461,-84.4814656,8.429,108.0,6.0,6.0,1.66,2022,5,10,23,4.76,219.0
,94,30.5,49.0,98.0,413,33.0,94.5,9,2022-05-10 23:44:01,4554.42,8.52,2.0,50.4170596,-84.4815008,8.52,108.0,6.199999999999989,6.199999999999989,1.89,2022,5,10,23,4.76,219.0
,93,30.5,49.0,98.0,413,33.0,94.5,9,2022-05-10 23:44:02,4562.98,8.691,2.0,50.4169702,-84.4815297,8.691,107.0,6.399999999999977,6.399999999999977,2.0,2022,5,10,23,4.76,219.0
,94,30.5,49.0,98.0,435,33.0,94.5,9,2022-05-10 23:44:03,4571.69,8.747,2.0,50.4168791,-84.4815583,8.747,108.0,6.600000000000023,6.600000000000023,2.06,2022,5,10,23,4.76,219.0
,95,28.5,49.0,94.5,403,28.5,87.5,9,2022-05-10 23:44:04,4580.77,8.616,2.0,50.4167857,-84.4815958,8.616,107.0,6.600000000000023,6.600000000000023,1.89,2022,5,10,23,4.76,219.0
,95,26.5,49.0,90.0,359,23.5,79.5,9,2022-05-10 23:44:05,4589.5,8.313,2.0,50.4166968,-84.4816359,8.313,107.0,6.800000000000011,6.800000000000011,1.56,2022,5,10,23,4.76,219.0
,94,25.5,49.0,88.5,419,21.5,76.5,9,2022-05-10 23:44:06,4597.72,8.341,2.0,50.416615,-84.4816801,8.341,106.0,7.0,7.0,1.41,2022,5,10,23,4.76,219.0
,91,25.5,49.0,88.5,539,21.5,76.5,9,2022-05-10 23:44:07,4606.15,8.292,2.0,50.4165326,-84.481731,8.292,107.0,7.199999999999989,7.199999999999989,1.42,2022,5,10,23,4.76,219.0
,90,25.5,49.0,88.5,539,21.5,76.5,9,2022-05-10 23:44:08,4614.4,7.91,2.0,50.4164516,-84.4817792,7.91,108.0,7.399999999999977,7.399999999999977,1.6,2022,5,10,23,4.76,219.0
,88,25.5,49.0,88.5,596,21.5,76.5,9,2022-05-10 23:44:09,4622.12,7.684,2.0,50.4163758,-84.4818243,7.684,108.0,7.800000000000011,7.800000000000011,2.15,2022,5,10,23,4.76,219.0
,87,25.5,49.0,88.5,615,21.5,76.5,9,2022-05-10 23:44:10,4629.76,7.429,2.0,50.4163022,-84.4818731,7.429,108.0,8.399999999999977,8.399999999999977,3.03,2022,5,10,23,4.76,219.0
,86,25.5,49.0,89.0,604,21.5,78.0,9,2022-05-10 23:44:11,4637.31,7.413,2.0,50.4162339,-84.4819315,7.413,108.0,8.800000000000011,8.800000000000011,4.0,2022,5,10,23,4.76,219.0
,85,24.5,49.0,94.5,606,23.0,89.0,9,2022-05-10 23:44:12,4644.86,7.647,2.0,50.4161703,-84.4819992,7.647,108.0,9.199999999999989,9.199999999999989,5.02,2022,5,10,23,4.76,219.0
,84,23.5,49.0,99.0,608,24.0,99.0,9,2022-05-10 23:44:13,4652.86,8.092,2.0,50.4161081,-84.4820787,8.092,107.0,9.600000000000023,9.600000000000023,5.65,2022,5,10,23,4.76,219.0
,85,23.5,49.0,99.0,604,24.0,99.0,9,2022-05-10 23:44:14,4661.69,8.923,2.0,50.4160473,-84.4821765,8.923,107.0,9.800000000000011,9.800000000000011,5.72,2022,5,10,23,4.76,219.0
,97,23.5,49.0,99.0,360,24.0,99.0,9,2022-05-10 23:44:15,4670.94,9.405,2.0,50.415991,-84.4822865,9.405,107.0,10.0,10.0,5.27,2022,5,10,23,4.76,219.0
,104,23.5,49.0,99.0,204,24.0,99.0,9,2022-05-10 23:44:16,4680.65,9.584,2.0,50.4159389,-84.4824081,9.584,106.0,10.0,10.0,4.14,2022,5,10,23,4.76,219.0
,105,23.0,48.0,96.0,97,23.0,95.5,8,2022-05-10 23:44:17,4690.3,9.549,2.0,50.4158946,-84.4825341,9.549,106.0,10.0,10.0,2.73,2022,5,10,23,4.76,219.0
,103,21.5,46.0,87.0,78,21.0,85.5,8,2022-05-10 23:44:18,4699.89,9.665,2.0,50.415853,-84.482661,9.665,106.0,9.800000000000011,9.800000000000011,1.6,2022,5,10,23,4.76,219.0
,100,20.5,43.0,78.5,59,19.0,75.5,8,2022-05-10 23:44:19,4709.77,9.849,2.0,50.4158032,-84.482787,9.849,106.0,9.600000000000023,9.600000000000023,0.62,2022,5,10,23,4.76,219.0
,98,19.0,41.0,70.0,40,16.5,65.5,8,2022-05-10 23:44:20,4720.04,10.0,2.0,50.4157357,-84.4829035,10.0,105.0,9.399999999999977,9.399999999999977,-0.33,2022,5,10,23,4.76,219.0
,95,18.0,38.0,61.0,21,14.5,55.5,8,2022-05-10 23:44:21,4730.2,10.601,3.0,50.415655,-84.4830018,10.601,105.0,9.0,9.0,-1.05,2022,5,10,23,4.76,219.0
,93,16.5,36.0,52.5,2,12.5,45.5,8,2022-05-10 23:44:22,4741.11,11.065,3.0,50.4155503,-84.4830685,11.065,106.0,8.600000000000023,8.600000000000023,-1.81,2022,5,10,23,4.76,219.0
,0,16.5,34.0,51.5,0,12.0,44.5,8,2022-05-10 23:44:23,4752.97,11.082,3.0,50.4154255,-84.4830959,11.082,106.0,8.0,8.0,-2.9,2022,5,10,23,4.76,219.0
,0,16.5,31.0,51.5,0,12.0,44.5,8,2022-05-10 23:44:24,4764.51,10.981,3.0,50.4153017,-84.4831003,10.981,106.0,7.399999999999977,7.399999999999977,-3.92,2022,5,10,23,4.76,219.0
,0,16.5,29.0,51.5,0,12.0,44.5,8,2022-05-10 23:44:25,4776.19,10.728,3.0,50.4151762,-84.483099,10.728,107.0,7.199999999999989,7.199999999999989,-4.33,2022,5,10,23,4.76,219.0
,45,16.5,42.0,51.5,136,12.0,44.5,8,2022-05-10 23:44:26,4788.24,10.212,3.0,50.4150515,-84.4830605,10.212,107.0,6.800000000000011,6.800000000000011,-4.38,2022,5,10,23,4.76,219.0
,91,17.0,56.0,53.0,157,12.5,46.0,8,2022-05-10 23:44:27,4799.11,9.883,3.0,50.414938,-84.4830252,9.883,106.0,6.600000000000023,6.600000000000023,-4.26,2022,5,10,23,4.76,219.0
,92,20.5,56.0,66.0,141,18.5,58.5,8,2022-05-10 23:44:28,4809.15,9.736,3.0,50.4148311,-84.4830074,9.736,105.0,6.399999999999977,6.399999999999977,-3.54,2022,5,10,23,4.76,219.0
,100,19.0,79.0,63.0,119,19.0,62.5,8,2022-05-10 23:44:29,4818.78,9.426,3.0,50.4147286,-84.4829881,9.426,105.0,6.399999999999977,6.399999999999977,-2.48,2022,5,10,23,4.76,219.0
,105,19.5,92.0,63.0,296,14.5,63.0,8,2022-05-10 23:44:30,4827.85,9.224,3.0,50.4146322,-84.4829702,9.224,106.0,6.199999999999989,6.199999999999989,-1.85,2022,5,10,23,4.76,219.0
,102,33.0,59.0,96.0,343,7.5,69.0,8,2022-05-10 23:44:31,4836.73,9.067,3.0,50.4145372,-84.4829583,9.067,107.0,6.199999999999989,6.199999999999989,-1.44,2022,5,10,23,4.76,219.0
,101,34.0,58.0,99.0,347,23.5,74.0,8,2022-05-10 23:44:32,4845.45,8.763,3.0,50.4144437,-84.4829525,8.763,106.0,6.399999999999977,6.399999999999977,-0.64,2022,5,10,23,4.76,219.0
,98,34.0,52.0,99.0,316,23.5,74.0,8,2022-05-10 23:44:33,4853.91,8.354,3.0,50.4143529,-84.4829512,8.354,108.0,6.399999999999977,6.399999999999977,-0.04,2022,5,10,23,4.76,219.0
,99,30.0,52.0,96.0,315,27.0,83.5,8,2022-05-10 23:44:34,4861.56,7.417,2.0,50.4142706,-84.4829512,7.417,109.0,6.600000000000023,6.600000000000023,0.0,2022,5,10,23,4.76,219.0
,98,26.5,50.0,90.5,251,29.5,87.0,8,2022-05-10 23:44:35,4868.42,6.479,2.0,50.4141974,-84.4829592,6.479,110.0,7.0,7.0,0.52,2022,5,10,23,4.76,219.0
,91,26.0,44.0,86.5,199,29.5,84.5,8,2022-05-10 23:44:36,4874.67,6.333,2.0,50.4141324,-84.4829805,6.333,109.0,7.199999999999989,7.199999999999989,1.49,2022,5,10,23,4.76,219.0
,61,37.0,36.0,98.5,429,22.5,73.0,8,2022-05-10 23:44:37,4880.82,6.24,2.0,50.4140698,-84.4830091,6.24,109.0,7.399999999999977,7.399999999999977,2.33,2022,5,10,23,4.76,219.0
,79,31.0,52.0,100.0,420,3.0,96.5,8,2022-05-10 23:44:38,4886.83,5.961,2.0,50.4140092,-84.4830391,5.961,109.0,7.800000000000011,7.800000000000011,3.2,2022,5,10,23,4.76,219.0
,83,35.5,54.0,100.0,485,27.0,100.0,8,2022-05-10 23:44:39,4892.73,5.946,2.0,50.4139499,-84.4830688,5.946,109.0,8.399999999999977,8.399999999999977,4.36,2022,5,10,23,4.76,219.0
,94,36.0,51.0,99.5,573,36.5,98.5,8,2022-05-10 23:44:40,4898.81,6.005,2.0,50.4138885,-84.4830988,6.005,108.0,8.800000000000011,8.800000000000011,5.66,2022,5,10,23,4.76,219.0
,103,34.5,49.0,99.5,657,35.5,97.0,8,2022-05-10 23:44:41,4904.54,5.796,2.0,50.4138314,-84.4831297,5.796,107.0,9.399999999999977,9.399999999999977,6.06,2022,5,10,23,4.76,219.0
,103,33.5,48.0,99.5,655,34.5,99.5,8,2022-05-10 23:44:42,4910.14,5.696,2.0,50.4137755,-84.4831596,5.696,107.0,10.0,10.0,6.4,2022,5,10,23,4.76,219.0
,102,32.0,48.0,99.0,652,32.5,100.0,8,2022-05-10 23:44:43,4916.18,5.721,2.0,50.4137143,-84.4831885,5.721,107.0,10.800000000000011,10.800000000000011,7.54,2022,5,10,23,4.76,219.0
,100,32.0,49.0,99.0,632,32.5,100.0,8,2022-05-10 23:44:44,4922.0,5.829,2.0,50.4136536,-84.4832081,5.829,107.0,11.399999999999977,11.399999999999977,8.5,2022,5,10,23,4.76,219.0
,98,33.5,50.0,99.5,622,33.0,100.0,8,2022-05-10 23:44:45,4928.13,6.062,2.0,50.4135884,-84.483219,6.062,107.0,12.0,12.0,9.1,2022,5,10,23,4.76,219.0
,97,34.5,50.0,100.0,607,33.5,100.0,8,2022-05-10 23:44:46,4934.44,6.234,2.0,50.4135207,-84.4832189,6.234,107.0,12.600000000000023,12.600000000000023,10.43,2022,5,10,23,4.76,219.0
,98,34.5,49.0,100.0,572,33.5,100.0,8,2022-05-10 23:44:47,4940.56,5.994,2.0,50.4134552,-84.4832124,5.994,107.0,13.200000000000045,13.200000000000045,11.63,2022,5,10,23,4.76,219.0
,102,32.5,49.0,99.0,539,32.5,99.0,8,2022-05-10 23:44:48,4946.72,6.265,2.0,50.4133893,-84.4832044,6.265,106.0,13.799999999999955,13.799999999999955,11.54,2022,5,10,23,4.76,219.0
,104,30.0,49.0,98.0,528,32.0,98.5,8,2022-05-10 23:44:49,4953.17,6.471,2.0,50.4133203,-84.483195,6.471,106.0,14.399999999999977,14.399999999999977,11.13,2022,5,10,23,4.76,219.0
,104,28.5,50.0,97.0,506,31.5,98.5,8,2022-05-10 23:44:50,4959.72,6.496,2.0,50.4132508,-84.4831813,6.496,106.0,14.799999999999955,14.799999999999955,10.59,2022,5,10,23,4.76,219.0
,104,31.0,47.0,96.5,509,27.5,95.5,8,2022-05-10 23:44:51,4966.16,6.272,2.0,50.4131823,-84.4831681,6.272,106.0,15.399999999999977,15.399999999999977,9.94,2022,5,10,23,4.76,219.0
,104,31.0,48.0,96.5,500,27.5,95.5,8,2022-05-10 23:44:52,4972.67,6.454,2.0,50.4131126,-84.4831626,6.454,105.0,15.799999999999955,15.799999999999955,9.41,2022,5,10,23,4.76,219.0
,103,29.5,49.0,95.5,479,28.5,96.0,8,2022-05-10 23:44:53,4979.13,6.377,2.0,50.4130436,-84.4831698,6.377,106.0,16.200000000000045,16.200000000000045,8.25,2022,5,10,23,4.76,219.0
,103,29.0,48.0,95.0,451,29.0,96.5,8,2022-05-10 23:44:54,4985.71,6.436,2.0,50.4129735,-84.4831818,6.436,107.0,16.799999999999955,16.799999999999955,6.97,2022,5,10,23,4.76,219.0
,105,29.0,47.0,95.0,449,29.0,96.5,8,2022-05-10 23:44:55,4992.19,6.26,2.0,50.4129043,-84.4831926,6.26,108.0,17.200000000000045,17.200000000000045,6.65,2022,5,10,23,4.76,219.0
,105,29.5,49.0,95.5,492,29.0,96.5,8,2022-05-10 23:44:56,4998.54,6.196,2.0,50.4128364,-84.4831999,6.196,107.0,17.600000000000023,17.600000000000023,6.54,2022,5,10,23,4.76,219.0
89.0,105,31.0,52.0,98.0,563,28.5,95.0,8,2022-05-10 23:44:57,5004.53,5.763,2.0,50.4127721,-84.4832017,5.763,109.0,18.200000000000045,18.200000000000045,6.33,2022,5,10,23,4.76,219.0
,105,28.5,51.0,96.5,548,32.5,97.5,8,2022-05-10 23:44:58,5010.41,5.804,2.0,50.4127089,-84.4831991,5.804,112.0,18.600000000000023,18.600000000000023,6.87,2022,5,10,23,4.76,219.0
,105,26.5,50.0,95.0,533,36.0,99.0,8,2022-05-10 23:44:59,5016.63,6.105,2.0,50.4126423,-84.4831951,6.105,114.0,19.200000000000045,19.200000000000045,7.88,2022,5,10,23,4.76,219.0
,105,26.0,48.0,93.0,515,35.5,98.5,8,2022-05-10 23:45:00,5022.72,5.709,2.0,50.4125771,-84.4831871,5.709,118.0,19.600000000000023,19.600000000000023,8.26,2022,5,10,23,4.76,219.0
,104,22.5,44.0,80.5,395,31.5,97.0,8,2022-05-10 23:45:01,5028.47,5.672,2.0,50.4125163,-84.4831735,5.672,119.0,20.0,20.0,8.43,2022,5,10,23,4.76,219.0
,104,19.0,39.0,68.5,276,28.0,95.5,8,2022-05-10 23:45:02,5034.57,5.834,2.0,50.4124525,-84.4831534,5.834,122.0,20.399999999999977,20.399999999999977,8.41,2022,5,10,23,4.76,219.0
,103,20.0,,70.5,205,26.5,93.0,8,2022-05-10 23:45:03,5040.89,6.106,2.0,50.4123879,-84.4831258,6.106,126.0,20.600000000000023,20.600000000000023,7.97,2022,5,10,23,4.76,219.0
,102,21.5,,73.5,138,26.0,90.0,8,2022-05-10 23:45:04,5047.25,6.245,2.0,50.4123229,-84.4830973,6.245,128.0,20.799999999999955,20.799999999999955,6.78,2022,5,10,23,4.76,219.0
,101,22.5,,76.5,71,25.0,87.0,8,2022-05-10 23:45:05,5054.01,6.694,2.0,50.4122546,-84.4830641,6.694,131.0,20.600000000000023,20.600000000000023,5.01,2022,5,10,23,4.76,219.0
,101,24.0,,79.5,4,24.0,84.0,8,2022-05-10 23:45:06,5060.89,6.605,2.0,50.4121853,-84.4830298,6.605,132.0,20.399999999999977,20.399999999999977,3.04,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:07,5067.41,6.278,2.0,50.4121216,-84.482991,6.278,133.0,20.399999999999977,20.399999999999977,1.11,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:08,5073.75,6.052,2.0,50.4120622,-84.4829462,6.052,134.0,20.200000000000045,20.200000000000045,-0.38,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:09,5079.69,5.889,2.0,50.4120059,-84.4829059,5.889,134.0,19.799999999999955,19.799999999999955,-1.37,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:10,5085.47,5.899,2.0,50.4119489,-84.4828728,5.899,136.0,19.600000000000023,19.600000000000023,-2.42,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:11,5091.87,5.984,2.0,50.4118831,-84.4828472,5.984,139.0,19.200000000000045,19.200000000000045,-3.5,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:12,5098.37,6.242,2.0,50.411815,-84.4828265,6.242,139.0,18.799999999999955,18.799999999999955,-4.43,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:13,5104.71,6.277,2.0,50.4117489,-84.4828045,6.277,139.0,18.200000000000045,18.200000000000045,-5.46,2022,5,10,23,4.76,219.0
,0,24.0,,79.5,0,24.0,84.0,8,2022-05-10 23:45:14,5111.42,6.399,2.0,50.4116784,-84.4827844,6.399,136.0,17.600000000000023,17.600000000000023,-6.78,2022,5,10,23,4.76,219.0
