distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,temperature,cadence,calories,power,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,left_right_balance,altitude,enhanced_altitude,ascent,descent,grade,year,month,day,hour,wind_speed,wind_direction
3016.64,5.695,3,50.5161634,-84.8084286,5.695,2022-07-20 14:45:19,,34.0,89.0,64.0,243.0,22.0,78.5,28.0,89.5,38.0,102.60000000000002,102.60000000000002,5.0,6.0,3.83,2022,7,20,14,3.52,7.0
3022.25,5.789,3,50.5161211,-84.8084863,5.789,2022-07-20 14:45:20,,34.0,86.0,65.0,258.0,23.5,83.0,28.0,91.0,39.0,102.79999999999995,102.79999999999995,6.0,6.0,4.18,2022,7,20,14,3.52,7.0
3028.0,5.73,3,50.5160767,-84.8085417,5.73,2022-07-20 14:45:21,,34.0,85.0,65.0,270.0,24.5,87.0,28.5,93.0,40.0,103.0,103.0,6.0,6.0,4.22,2022,7,20,14,3.52,7.0
3033.55,5.548,3,50.5160309,-84.8085966,5.548,2022-07-20 14:45:22,,34.0,85.0,65.0,279.0,24.5,87.5,28.0,92.5,41.0,103.39999999999998,103.39999999999998,6.0,6.0,4.2,2022,7,20,14,3.52,7.0
3038.9,5.409,3,50.515991,-84.8086513,5.409,2022-07-20 14:45:23,,34.0,84.0,65.0,290.0,24.5,87.0,27.5,92.0,42.0,103.60000000000002,103.60000000000002,6.0,6.0,4.14,2022,7,20,14,3.52,7.0
3044.52,5.569,3,50.5159487,-84.8087062,5.569,2022-07-20 14:45:24,,34.0,84.0,66.0,290.0,24.0,87.0,26.5,92.0,42.0,104.0,104.0,7.0,6.0,4.06,2022,7,20,14,3.52,7.0
3050.36,5.773,3,50.5159031,-84.8087666,5.773,2022-07-20 14:45:25,,34.0,84.0,66.0,283.0,23.5,87.0,26.0,92.0,39.0,104.39999999999998,104.39999999999998,7.0,6.0,4.1,2022,7,20,14,3.52,7.0
3056.14,5.792,3,50.5158578,-84.8088244,5.792,2022-07-20 14:45:26,,34.0,85.0,66.0,261.0,22.0,80.0,26.0,89.0,40.0,104.60000000000002,104.60000000000002,7.0,6.0,4.22,2022,7,20,14,3.52,7.0
3061.57,5.555,3,50.5158155,-84.8088785,5.555,2022-07-20 14:45:27,,34.0,86.0,66.0,202.0,20.0,72.5,26.0,86.0,41.0,104.79999999999995,104.79999999999995,8.0,6.0,4.33,2022,7,20,14,3.52,7.0
3066.93,5.39,3,50.5157771,-84.8089391,5.39,2022-07-20 14:45:28,,34.0,69.0,66.0,157.0,18.0,64.5,25.5,82.5,43.0,104.79999999999995,104.79999999999995,8.0,6.0,4.38,2022,7,20,14,3.52,7.0
3072.5,5.498,3,50.5157347,-84.8089919,5.498,2022-07-20 14:45:29,,34.0,42.0,66.0,120.0,16.0,57.0,25.5,79.5,46.0,104.79999999999995,104.79999999999995,8.0,6.0,4.29,2022,7,20,14,3.52,7.0
3077.66,5.241,3,50.5156949,-84.8090432,5.241,2022-07-20 14:45:30,,34.0,15.0,66.0,83.0,16.5,59.0,24.0,73.5,49.0,105.0,105.0,8.0,6.0,4.03,2022,7,20,14,3.52,7.0
3081.97,4.609,3,50.5156813,-84.8091021,4.609,2022-07-20 14:45:31,,34.0,0.0,66.0,0.0,17.0,61.5,22.0,68.0,52.0,105.0,105.0,9.0,6.0,3.45,2022,7,20,14,3.52,7.0
3085.87,4.058,3,50.515673,-84.8091549,4.058,2022-07-20 14:45:32,,34.0,0.0,66.0,0.0,18.0,64.5,20.0,62.0,56.0,105.0,105.0,9.0,6.0,2.82,2022,7,20,14,3.52,7.0
3090.51,4.47,3,50.5156393,-84.8092067,4.47,2022-07-20 14:45:33,,34.0,0.0,66.0,0.0,18.5,67.0,18.0,56.5,59.0,105.20000000000005,105.20000000000005,9.0,6.0,2.19,2022,7,20,14,3.52,7.0
3095.03,4.516,3,50.5155994,-84.8092501,4.516,2022-07-20 14:45:34,,34.0,0.0,66.0,0.0,19.0,70.0,16.5,50.5,62.0,105.20000000000005,105.20000000000005,9.0,6.0,1.55,2022,7,20,14,3.52,7.0
3098.97,4.081,3,50.5155686,-84.8092866,4.081,2022-07-20 14:45:35,,34.0,0.0,66.0,0.0,19.5,72.5,14.5,45.0,65.0,105.20000000000005,105.20000000000005,9.0,6.0,0.06,2022,7,20,14,3.52,7.0
3102.02,3.308,3,50.5155443,-84.8093115,3.308,2022-07-20 14:45:36,,34.0,0.0,66.0,0.0,20.5,75.0,12.5,39.0,68.0,105.20000000000005,105.20000000000005,9.0,6.0,0.97,2022,7,20,14,3.52,7.0
3104.03,2.344,3,50.5155301,-84.8093296,2.344,2022-07-20 14:45:37,,34.0,0.0,66.0,0.0,21.0,78.0,11.0,33.5,71.0,105.20000000000005,105.20000000000005,9.0,6.0,0.86,2022,7,20,14,3.52,7.0
3105.35,1.58,3,50.5155265,-84.8093478,1.58,2022-07-20 14:45:38,,34.0,0.0,66.0,0.0,21.5,80.5,9.0,27.5,74.0,105.39999999999998,105.39999999999998,9.0,6.0,0.85,2022,7,20,14,3.52,7.0
3106.62,1.338,3,50.515518,-84.8093661,1.338,2022-07-20 14:45:39,,34.0,0.0,66.0,0.0,22.0,83.0,7.0,22.0,77.0,105.39999999999998,105.39999999999998,9.0,6.0,0.85,2022,7,20,14,3.52,7.0
3108.44,1.706,3,50.5155044,-84.8093844,1.706,2022-07-20 14:45:40,,34.0,0.0,66.0,0.0,23.0,86.0,5.0,16.0,80.0,105.39999999999998,105.39999999999998,9.0,6.0,0.9,2022,7,20,14,3.52,7.0
3110.96,2.318,2,50.5154878,-84.809414,2.318,2022-07-20 14:45:41,,34.0,0.0,66.0,0.0,23.5,88.5,3.5,10.5,83.0,105.39999999999998,105.39999999999998,9.0,6.0,0.95,2022,7,20,14,3.52,7.0
3114.09,2.918,2,50.5154696,-84.8094505,2.918,2022-07-20 14:45:42,10.0,34.0,16.0,67.0,44.0,24.0,91.5,1.5,4.5,86.0,105.20000000000005,105.20000000000005,9.0,6.0,0.92,2022,7,20,14,3.52,7.0
3117.7,3.782,2,50.5154459,-84.8094923,3.782,2022-07-20 14:45:43,,34.0,42.0,67.0,115.0,24.5,93.0,2.0,5.5,68.0,105.20000000000005,105.20000000000005,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3121.43,3.86,2,50.5154185,-84.8095322,3.86,2022-07-20 14:45:44,,34.0,61.0,67.0,172.0,24.5,90.5,11.5,36.5,32.0,105.20000000000005,105.20000000000005,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3124.82,3.474,2,50.515391,-84.8095632,3.474,2022-07-20 14:45:45,,34.0,71.0,67.0,213.0,24.0,88.5,21.0,67.0,35.0,105.20000000000005,105.20000000000005,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3128.31,3.662,2,50.5153613,-84.8095957,3.662,2022-07-20 14:45:46,,34.0,79.0,67.0,224.0,22.5,82.0,28.0,91.0,37.0,105.20000000000005,105.20000000000005,9.0,6.0,-0.03,2022,7,20,14,3.52,7.0
3132.51,4.224,2,50.5153268,-84.8096375,4.224,2022-07-20 14:45:47,,34.0,83.0,68.0,201.0,15.5,60.0,26.5,87.0,39.0,105.20000000000005,105.20000000000005,9.0,6.0,-0.52,2022,7,20,14,3.52,7.0
3137.6,4.743,2,50.5152873,-84.8096833,4.743,2022-07-20 14:45:48,,34.0,84.0,68.0,186.0,19.5,70.5,26.5,86.5,41.0,105.0,105.0,9.0,6.0,-0.63,2022,7,20,14,3.52,7.0
3142.91,5.095,2,50.515249,-84.8097404,5.095,2022-07-20 14:45:49,,34.0,82.0,68.0,184.0,25.0,84.0,27.0,86.5,51.0,105.0,105.0,9.0,6.0,-0.71,2022,7,20,14,3.52,7.0
3148.24,5.27,2,50.5152125,-84.8098042,5.27,2022-07-20 14:45:50,,34.0,79.0,68.0,190.0,27.5,91.0,27.0,86.5,45.0,105.0,105.0,9.0,6.0,-0.79,2022,7,20,14,3.52,7.0
3153.9,5.246,3,50.5151705,-84.8098622,5.246,2022-07-20 14:45:51,,34.0,76.0,68.0,199.0,26.0,87.0,26.5,86.5,37.0,105.0,105.0,9.0,6.0,-0.83,2022,7,20,14,3.52,7.0
3159.77,5.857,3,50.5151277,-84.8099227,5.857,2022-07-20 14:45:52,,34.0,78.0,68.0,200.0,23.5,79.5,25.0,85.0,37.0,105.0,105.0,9.0,6.0,-0.81,2022,7,20,14,3.52,7.0
3166.08,6.657,3,50.5150842,-84.8099916,6.657,2022-07-20 14:45:53,,34.0,79.0,69.0,170.0,21.0,72.5,24.0,83.0,37.0,105.0,105.0,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3172.58,6.498,3,50.5150387,-84.8100644,6.498,2022-07-20 14:45:54,,34.0,80.0,69.0,137.0,19.0,65.0,23.0,81.0,34.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3179.04,6.452,3,50.5150017,-84.8101426,6.452,2022-07-20 14:45:55,,34.0,81.0,69.0,134.0,17.0,58.5,22.5,80.0,31.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3185.45,6.462,3,50.5149697,-84.8102249,6.462,2022-07-20 14:45:56,,34.0,81.0,69.0,127.0,16.5,55.5,22.5,80.0,30.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3191.92,6.398,3,50.5149349,-84.8103071,6.398,2022-07-20 14:45:57,,34.0,81.0,69.0,128.0,17.5,59.5,22.5,80.0,33.0,105.0,105.0,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3198.81,6.546,3,50.5148955,-84.8103893,6.546,2022-07-20 14:45:58,,34.0,81.0,69.0,129.0,18.0,60.5,23.0,79.0,36.0,105.0,105.0,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3205.76,6.697,3,50.5148574,-84.8104712,6.697,2022-07-20 14:45:59,,34.0,81.0,69.0,131.0,16.5,60.0,22.5,77.5,34.0,105.0,105.0,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3212.49,6.758,3,50.5148212,-84.8105584,6.758,2022-07-20 14:46:00,,34.0,82.0,70.0,131.0,17.0,60.5,22.0,76.0,33.0,105.0,105.0,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3219.43,6.903,3,50.5147819,-84.8106438,6.903,2022-07-20 14:46:01,,34.0,83.0,70.0,126.0,19.0,61.5,22.0,76.0,32.0,105.0,105.0,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3226.45,6.961,3,50.5147438,-84.8107314,6.961,2022-07-20 14:46:02,,34.0,84.0,70.0,125.0,17.5,57.5,22.0,76.0,30.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3233.25,6.932,3,50.5147047,-84.8108164,6.932,2022-07-20 14:46:03,,34.0,84.0,70.0,123.0,16.5,53.5,21.5,76.5,29.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3240.0,6.901,3,50.5146692,-84.8108989,6.901,2022-07-20 14:46:04,,34.0,84.0,70.0,118.0,15.5,51.0,21.5,75.5,27.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3246.57,6.822,3,50.5146374,-84.8109864,6.822,2022-07-20 14:46:05,,34.0,84.0,70.0,113.0,15.0,50.5,21.0,72.5,26.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3253.13,6.686,3,50.5146058,-84.8110709,6.686,2022-07-20 14:46:06,,34.0,83.0,70.0,111.0,14.5,50.0,21.0,70.0,24.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3259.7,6.426,3,50.5145741,-84.8111525,6.426,2022-07-20 14:46:07,,34.0,82.0,70.0,109.0,15.5,52.5,20.5,71.0,23.0,104.60000000000002,104.60000000000002,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3266.18,6.448,3,50.5145421,-84.8112405,6.448,2022-07-20 14:46:08,,34.0,82.0,70.0,106.0,12.5,44.5,19.0,72.0,21.0,104.60000000000002,104.60000000000002,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3272.66,6.53,3,50.5145106,-84.8113249,6.53,2022-07-20 14:46:09,,34.0,82.0,71.0,99.0,12.0,42.5,18.0,69.5,24.0,104.60000000000002,104.60000000000002,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3279.25,6.502,3,50.5144812,-84.8114076,6.502,2022-07-20 14:46:10,,34.0,82.0,71.0,96.0,16.5,50.5,17.5,65.0,28.0,104.60000000000002,104.60000000000002,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3285.5,6.241,3,50.5144537,-84.8114903,6.241,2022-07-20 14:46:11,,34.0,61.0,71.0,80.0,16.5,50.5,17.5,65.5,32.0,104.60000000000002,104.60000000000002,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3291.14,6.087,3,50.5144295,-84.8115655,6.087,2022-07-20 14:46:12,,34.0,39.0,71.0,55.0,16.5,51.0,18.0,65.5,36.0,104.60000000000002,104.60000000000002,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3296.59,5.576,3,50.5144097,-84.8116376,5.576,2022-07-20 14:46:13,,34.0,17.0,71.0,31.0,16.5,51.0,18.0,66.0,37.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3301.91,5.233,3,50.5143941,-84.8117113,5.233,2022-07-20 14:46:14,,34.0,0.0,71.0,0.0,16.5,51.5,18.0,66.0,37.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3307.11,5.033,3,50.5143774,-84.8117849,5.033,2022-07-20 14:46:15,,34.0,0.0,71.0,0.0,16.5,51.5,18.0,66.5,38.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3312.15,4.967,3,50.5143592,-84.8118522,4.967,2022-07-20 14:46:16,,34.0,0.0,71.0,0.0,16.0,51.5,18.5,66.5,38.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3317.08,4.944,3,50.5143414,-84.8119201,4.944,2022-07-20 14:46:17,,34.0,0.0,71.0,0.0,16.0,52.0,18.5,67.0,39.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3322.04,4.781,3,50.5143202,-84.8119879,4.781,2022-07-20 14:46:18,,34.0,0.0,71.0,0.0,16.0,52.0,18.5,67.0,39.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3326.68,4.116,3,50.5143002,-84.8120463,4.116,2022-07-20 14:46:19,,34.0,0.0,71.0,0.0,16.0,52.0,18.5,67.5,40.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3330.73,3.461,3,50.5142848,-84.812101,3.461,2022-07-20 14:46:20,,34.0,0.0,71.0,0.0,16.0,52.5,19.0,67.5,40.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3334.56,3.603,3,50.5142713,-84.8121547,3.603,2022-07-20 14:46:21,,34.0,0.0,71.0,0.0,16.0,52.5,19.0,68.0,41.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3339.22,4.219,3,50.5142575,-84.8122212,4.219,2022-07-20 14:46:22,,34.0,18.0,71.0,14.0,22.0,69.5,22.0,75.0,41.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3344.26,4.833,3,50.5142409,-84.8122888,4.833,2022-07-20 14:46:23,,34.0,54.0,71.0,34.0,28.0,87.0,25.0,82.5,42.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3349.44,4.866,3,50.5142227,-84.8123581,4.866,2022-07-20 14:46:24,,34.0,55.0,71.0,155.0,29.5,90.0,26.5,86.0,29.0,105.0,105.0,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3354.47,4.726,3,50.5142046,-84.8124307,4.726,2022-07-20 14:46:25,,34.0,55.0,71.0,175.0,26.0,81.0,26.5,86.0,23.0,105.0,105.0,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3359.97,4.996,3,50.5141808,-84.8125035,4.996,2022-07-20 14:46:26,,34.0,56.0,71.0,176.0,23.0,85.5,26.5,86.0,29.0,105.0,105.0,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3365.83,5.372,2,50.5141563,-84.8125818,5.372,2022-07-20 14:46:27,,34.0,59.0,72.0,173.0,24.5,90.5,5.5,97.0,36.0,105.0,105.0,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3372.04,5.876,2,50.5141278,-84.8126642,5.876,2022-07-20 14:46:28,,34.0,67.0,72.0,177.0,25.0,91.5,16.5,97.0,36.0,105.0,105.0,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3378.72,6.184,2,50.5140929,-84.8127467,6.184,2022-07-20 14:46:29,,34.0,72.0,72.0,191.0,25.5,90.0,28.0,93.5,36.0,105.0,105.0,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3385.57,6.417,2,50.5140565,-84.8128343,6.417,2022-07-20 14:46:30,,34.0,78.0,72.0,255.0,25.5,86.0,28.5,91.5,36.0,105.0,105.0,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3392.49,6.508,2,50.5140229,-84.8129196,6.508,2022-07-20 14:46:31,,34.0,80.0,72.0,231.0,23.5,79.0,26.0,93.5,37.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3399.34,6.611,2,50.5139913,-84.8130064,6.611,2022-07-20 14:46:32,,34.0,83.0,73.0,208.0,20.5,70.0,23.5,80.0,37.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3406.33,6.9,2,50.5139595,-84.8131032,6.9,2022-07-20 14:46:33,,34.0,85.0,73.0,185.0,17.0,64.0,23.0,76.5,33.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3413.46,7.094,2,50.5139274,-84.8131981,7.094,2022-07-20 14:46:34,,34.0,86.0,73.0,168.0,16.0,62.0,23.0,78.0,34.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3420.37,6.933,2,50.5138955,-84.8132837,6.933,2022-07-20 14:46:35,,34.0,87.0,73.0,172.0,17.0,62.5,23.5,81.0,35.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3426.96,6.69,2,50.5138639,-84.8133705,6.69,2022-07-20 14:46:36,,34.0,88.0,73.0,165.0,17.5,61.5,24.5,84.5,34.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3433.64,6.69,2,50.5138322,-84.8134611,6.69,2022-07-20 14:46:37,,34.0,89.0,73.0,153.0,16.5,57.0,21.0,73.0,34.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3440.88,7.109,2,50.5137974,-84.8135525,7.109,2022-07-20 14:46:38,,34.0,89.0,74.0,138.0,15.5,57.0,20.5,70.5,36.0,104.60000000000002,104.60000000000002,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3448.05,7.241,2,50.5137616,-84.813642,7.241,2022-07-20 14:46:39,,34.0,89.0,74.0,145.0,17.0,62.5,20.5,71.0,38.0,104.60000000000002,104.60000000000002,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3455.27,7.186,2,50.5137248,-84.8137341,7.186,2022-07-20 14:46:40,,35.0,89.0,74.0,152.0,20.0,67.5,20.5,71.0,37.0,104.60000000000002,104.60000000000002,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3462.48,6.969,2,50.513688,-84.8138261,6.969,2022-07-20 14:46:41,,35.0,89.0,74.0,144.0,18.0,60.5,20.5,71.0,37.0,104.60000000000002,104.60000000000002,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3469.39,6.757,2,50.513652,-84.8139161,6.757,2022-07-20 14:46:42,,35.0,89.0,74.0,135.0,16.5,58.0,20.0,71.5,39.0,104.60000000000002,104.60000000000002,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3476.28,6.686,2,50.513621,-84.8140075,6.686,2022-07-20 14:46:43,,35.0,88.0,74.0,125.0,17.5,60.0,20.0,72.0,36.0,104.60000000000002,104.60000000000002,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3483.02,6.466,2,50.5135907,-84.8140935,6.466,2022-07-20 14:46:44,,35.0,65.0,74.0,94.0,21.0,65.5,20.0,72.0,30.0,104.60000000000002,104.60000000000002,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3489.34,5.897,2,50.5135644,-84.8141756,5.897,2022-07-20 14:46:45,,35.0,41.0,74.0,64.0,24.5,71.0,19.5,72.0,24.0,104.60000000000002,104.60000000000002,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3495.05,5.403,2,50.5135474,-84.8142572,5.403,2022-07-20 14:46:46,,35.0,17.0,74.0,33.0,28.0,76.5,19.5,71.5,19.0,104.60000000000002,104.60000000000002,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3500.53,5.383,2,50.5135478,-84.8143385,5.383,2022-07-20 14:46:47,,35.0,0.0,74.0,0.0,31.5,82.0,19.5,71.5,13.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3505.82,5.106,2,50.5135625,-84.8144093,5.106,2022-07-20 14:46:48,,35.0,23.0,74.0,23.0,35.0,88.0,19.0,71.5,7.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3510.56,4.556,2,50.5135866,-84.8144679,4.556,2022-07-20 14:46:49,,35.0,32.0,74.0,92.0,34.5,86.5,20.5,75.5,10.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3514.66,4.035,2,50.5136167,-84.8145112,4.035,2022-07-20 14:46:50,,35.0,66.0,75.0,127.0,22.5,66.5,25.5,90.0,23.0,105.0,105.0,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3518.93,4.493,2,50.5136512,-84.814553,4.493,2022-07-20 14:46:51,,35.0,79.0,75.0,140.0,20.5,62.5,24.5,84.0,35.0,105.0,105.0,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3523.58,5.192,2,50.5136931,-84.8145871,5.192,2022-07-20 14:46:52,,35.0,80.0,75.0,137.0,18.5,58.5,23.5,78.5,34.0,105.0,105.0,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3528.27,5.038,2,50.5137407,-84.8146141,5.038,2022-07-20 14:46:53,,35.0,80.0,75.0,122.0,17.0,55.0,22.5,74.5,33.0,105.0,105.0,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3533.23,5.236,2,50.5137914,-84.8146361,5.236,2022-07-20 14:46:54,,35.0,81.0,75.0,119.0,15.5,52.5,21.0,72.0,33.0,105.0,105.0,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3538.42,5.511,2,50.5138445,-84.8146601,5.511,2022-07-20 14:46:55,,35.0,82.0,75.0,109.0,14.0,49.5,20.0,69.5,32.0,105.0,105.0,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3543.52,5.46,2,50.513896,-84.8146872,5.46,2022-07-20 14:46:56,,35.0,83.0,75.0,102.0,14.0,48.0,20.0,68.5,34.0,105.0,105.0,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3548.92,5.61,2,50.5139493,-84.8147147,5.61,2022-07-20 14:46:57,,35.0,83.0,75.0,97.0,14.5,48.5,18.5,64.0,37.0,105.0,105.0,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3554.37,5.184,2,50.5140044,-84.8147366,5.184,2022-07-20 14:46:58,,35.0,74.0,75.0,90.0,18.5,53.5,17.5,62.0,29.0,105.0,105.0,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3558.74,4.179,2,50.5140503,-84.8147547,4.179,2022-07-20 14:46:59,,35.0,61.0,75.0,77.0,22.5,59.5,16.0,67.0,23.0,105.0,105.0,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3562.29,3.331,2,50.5140884,-84.8147672,3.331,2022-07-20 14:47:00,,35.0,49.0,76.0,63.0,20.0,60.0,9.5,80.5,24.0,105.0,105.0,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3565.52,2.97,2,50.5141219,-84.8147706,2.97,2022-07-20 14:47:01,,35.0,36.0,76.0,50.0,17.0,60.5,3.0,94.0,25.0,105.0,105.0,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3568.46,2.612,2,50.5141481,-84.8147537,2.612,2022-07-20 14:47:02,,35.0,37.0,76.0,40.0,17.0,66.0,0.0,100.0,25.0,105.0,105.0,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3571.24,3.179,2,50.5141652,-84.8147206,3.179,2022-07-20 14:47:03,,35.0,80.0,76.0,142.0,18.5,68.0,5.5,97.5,26.0,105.0,105.0,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3575.05,3.754,2,50.5141874,-84.8146727,3.754,2022-07-20 14:47:04,,35.0,84.0,76.0,185.0,15.5,50.5,25.0,89.0,26.0,105.0,105.0,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3580.3,4.244,3,50.5142119,-84.8146066,4.244,2022-07-20 14:47:05,,35.0,86.0,76.0,178.0,15.5,53.0,23.0,88.0,27.0,105.0,105.0,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3585.82,4.779,3,50.5142289,-84.814534,4.779,2022-07-20 14:47:06,,35.0,87.0,76.0,150.0,14.5,49.5,23.0,83.0,32.0,105.0,105.0,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3591.38,5.138,3,50.5142424,-84.8144561,5.138,2022-07-20 14:47:07,,35.0,86.0,76.0,101.0,14.5,50.5,20.0,70.0,37.0,105.0,105.0,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3597.49,5.169,3,50.514259,-84.8143683,5.169,2022-07-20 14:47:08,,35.0,61.0,76.0,73.0,14.5,55.0,16.0,57.0,42.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3603.3,4.858,3,50.5142827,-84.814289,4.858,2022-07-20 14:47:09,,35.0,36.0,76.0,45.0,13.0,58.5,16.5,57.5,44.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3608.6,4.427,3,50.5143129,-84.8142214,4.427,2022-07-20 14:47:10,,35.0,11.0,76.0,18.0,11.5,62.5,16.5,58.5,38.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3614.44,5.329,3,50.514345,-84.8141515,5.329,2022-07-20 14:47:11,,35.0,0.0,76.0,0.0,10.0,66.0,16.5,59.5,33.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3619.49,5.223,3,50.5143683,-84.8140903,5.223,2022-07-20 14:47:12,,35.0,0.0,76.0,0.0,8.5,69.5,17.0,60.5,28.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
3623.46,4.292,3,50.5143835,-84.814036,4.292,2022-07-20 14:47:13,,35.0,0.0,76.0,0.0,7.0,73.0,17.0,61.5,23.0,104.79999999999995,104.79999999999995,9.0,6.0,0.0,2022,7,20,14,3.52,7.0
