ascent,cadence,descent,enhanced_speed,gps_accuracy,left_right_balance,position_lat,position_long,power,speed,timestamp,battery_soc,calories,distance,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,heart_rate,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
3,81.0,0,8.367,3,53.0,50.5312006,-84.8154078,211.0,8.367,2023-05-16 00:12:45,,22.0,765.05,26.0,90.5,25.5,92.0,19.0,147.0,16.200000000000045,16.200000000000045,0.0,2023,5,16,0,3.82,47.0
3,82.0,0,8.366,3,57.0,50.5311095,-84.8153714,213.0,8.366,2023-05-16 00:12:46,,22.0,773.75,25.0,87.5,29.0,98.5,19.0,148.0,16.200000000000045,16.200000000000045,0.0,2023,5,16,0,3.82,47.0
3,82.0,0,8.456,3,58.0,50.5310231,-84.815335,216.0,8.456,2023-05-16 00:12:47,,22.0,782.15,26.0,88.0,30.0,97.0,19.0,149.0,16.200000000000045,16.200000000000045,0.0,2023,5,16,0,3.82,47.0
3,82.0,0,8.444,3,55.0,50.5309503,-84.8153077,218.0,8.444,2023-05-16 00:12:48,,23.0,789.76,25.5,87.5,26.0,90.5,19.0,150.0,16.399999999999977,16.399999999999977,0.0,2023,5,16,0,3.82,47.0
3,83.0,0,8.416,3,55.0,50.5308547,-84.8152622,213.0,8.416,2023-05-16 00:12:49,,23.0,798.78,25.5,87.5,23.5,88.5,19.0,151.0,16.399999999999977,16.399999999999977,0.0,2023,5,16,0,3.82,47.0
3,83.0,0,8.544,3,55.0,50.5307682,-84.8152166,208.0,8.544,2023-05-16 00:12:50,,23.0,807.19,26.0,87.5,24.5,92.0,19.0,152.0,16.399999999999977,16.399999999999977,0.0,2023,5,16,0,3.82,47.0
3,84.0,0,8.529,3,53.0,50.5306817,-84.8151711,202.0,8.529,2023-05-16 00:12:51,,23.0,815.76,23.5,84.0,25.0,90.0,19.0,152.0,16.399999999999977,16.399999999999977,0.0,2023,5,16,0,3.82,47.0
3,84.0,0,8.727,3,50.0,50.5305907,-84.8151347,195.0,8.727,2023-05-16 00:12:52,,23.0,824.8,23.5,80.0,24.0,89.5,19.0,152.0,16.200000000000045,16.200000000000045,0.0,2023,5,16,0,3.82,47.0
3,84.0,0,8.741,3,51.0,50.5304997,-84.8150892,195.0,8.741,2023-05-16 00:12:53,,24.0,833.56,23.0,78.0,23.5,88.5,19.0,152.0,16.200000000000045,16.200000000000045,0.0,2023,5,16,0,3.82,47.0
3,84.0,0,8.319,3,52.0,50.5304178,-84.8150437,204.0,8.319,2023-05-16 00:12:54,,24.0,842.0,23.0,77.5,23.0,88.0,19.0,151.0,16.200000000000045,16.200000000000045,0.0,2023,5,16,0,3.82,47.0
3,85.0,0,8.945,3,53.0,50.5303268,-84.8149982,208.0,8.945,2023-05-16 00:12:55,,24.0,850.85,22.5,78.0,23.0,87.5,19.0,151.0,16.200000000000045,16.200000000000045,0.0,2023,5,16,0,3.82,47.0
3,85.0,0,8.752,3,52.0,50.5302403,-84.8149527,206.0,8.752,2023-05-16 00:12:56,,24.0,859.77,22.5,78.0,23.5,87.5,19.0,151.0,16.200000000000045,16.200000000000045,0.0,2023,5,16,0,3.82,47.0
3,84.0,0,8.619,3,51.0,50.5301538,-84.8149072,188.0,8.619,2023-05-16 00:12:57,,24.0,868.56,22.0,78.5,23.5,87.0,19.0,151.0,16.200000000000045,16.200000000000045,0.0,2023,5,16,0,3.82,47.0
3,84.0,0,8.433,3,54.0,50.5300673,-84.8148708,178.0,8.433,2023-05-16 00:12:58,,25.0,877.01,24.0,79.5,22.5,86.0,19.0,150.0,16.200000000000045,16.200000000000045,0.0,2023,5,16,0,3.82,47.0
3,83.0,0,8.552,3,53.0,50.5299854,-84.8148252,181.0,8.552,2023-05-16 00:12:59,,25.0,885.25,24.5,81.0,22.0,85.5,19.0,149.0,16.200000000000045,16.200000000000045,0.0,2023,5,16,0,3.82,47.0
3,83.0,0,8.554,3,51.0,50.529899,-84.8147797,185.0,8.554,2023-05-16 00:13:00,,25.0,893.59,23.5,82.0,22.0,85.5,19.0,148.0,16.200000000000045,16.200000000000045,0.0,2023,5,16,0,3.82,47.0
3,83.0,0,8.37,3,51.0,50.529817,-84.8147433,188.0,8.37,2023-05-16 00:13:01,,25.0,901.88,23.5,77.5,22.5,84.5,19.0,148.0,16.0,16.0,0.0,2023,5,16,0,3.82,47.0
3,83.0,0,8.33,3,53.0,50.5297306,-84.8146978,201.0,8.33,2023-05-16 00:13:02,,25.0,910.42,24.0,79.5,23.0,85.5,19.0,148.0,16.0,16.0,0.0,2023,5,16,0,3.82,47.0
3,83.0,0,8.409,3,54.0,50.5296441,-84.8146614,226.0,8.409,2023-05-16 00:13:03,,26.0,918.76,25.0,84.0,24.0,87.5,19.0,148.0,15.799999999999955,15.799999999999955,0.0,2023,5,16,0,3.82,47.0
3,83.0,0,8.54,3,55.0,50.5295576,-84.8146159,225.0,8.54,2023-05-16 00:13:04,,26.0,927.2,25.0,87.0,23.5,87.0,19.0,148.0,15.799999999999955,15.799999999999955,0.0,2023,5,16,0,3.82,47.0
3,83.0,0,8.513,3,56.0,50.5294757,-84.8145704,220.0,8.513,2023-05-16 00:13:05,,26.0,935.72,23.0,86.0,20.0,78.5,19.0,148.0,15.799999999999955,15.799999999999955,0.0,2023,5,16,0,3.82,47.0
3,83.0,0,8.354,3,56.0,50.5293892,-84.814534,199.0,8.354,2023-05-16 00:13:06,,26.0,944.06,22.5,83.0,23.0,85.0,19.0,148.0,15.600000000000023,15.600000000000023,0.0,2023,5,16,0,3.82,47.0
3,82.0,0,8.346,3,53.0,50.5293073,-84.8144885,184.0,8.346,2023-05-16 00:13:07,,26.0,952.5,22.0,81.5,21.5,83.5,19.0,148.0,15.600000000000023,15.600000000000023,0.0,2023,5,16,0,3.82,47.0
3,83.0,0,8.62,3,54.0,50.5292208,-84.814443,188.0,8.62,2023-05-16 00:13:08,,27.0,960.98,23.0,84.0,21.0,83.5,19.0,148.0,15.799999999999955,15.799999999999955,0.0,2023,5,16,0,3.82,47.0
3,83.0,0,8.404,3,54.0,50.5291298,-84.8143974,200.0,8.404,2023-05-16 00:13:09,,27.0,969.87,23.5,86.5,22.0,87.0,19.0,147.0,15.799999999999955,15.799999999999955,0.0,2023,5,16,0,3.82,47.0
3,83.0,0,8.479,2,53.0,50.5290433,-84.8143519,201.0,8.479,2023-05-16 00:13:10,,27.0,978.59,22.5,82.5,21.5,86.0,19.0,146.0,16.0,16.0,0.0,2023,5,16,0,3.82,47.0
3,83.0,0,8.478,2,55.0,50.5289569,-84.8143155,196.0,8.478,2023-05-16 00:13:11,,27.0,987.41,22.5,81.0,22.0,85.5,19.0,146.0,16.0,16.0,0.0,2023,5,16,0,3.82,47.0
3,84.0,0,8.454,2,53.0,50.528875,-84.81427,196.0,8.454,2023-05-16 00:13:12,,27.0,995.61,22.0,79.0,22.0,85.0,19.0,146.0,16.0,16.0,0.0,2023,5,16,0,3.82,47.0
3,84.0,0,8.56,2,51.0,50.5287794,-84.8142245,194.0,8.56,2023-05-16 00:13:13,,28.0,1004.39,22.0,77.5,22.5,84.5,19.0,145.0,16.0,16.0,0.0,2023,5,16,0,3.82,47.0
3,84.0,0,8.559,2,53.0,50.5286929,-84.8141881,183.0,8.559,2023-05-16 00:13:14,,28.0,1013.33,22.5,77.0,22.0,82.5,19.0,143.0,15.799999999999955,15.799999999999955,0.0,2023,5,16,0,3.82,47.0
3,83.0,0,8.339,2,55.0,50.5286064,-84.8141426,175.0,8.339,2023-05-16 00:13:15,,28.0,1021.9,24.0,81.0,20.0,75.5,19.0,142.0,15.799999999999955,15.799999999999955,0.0,2023,5,16,0,3.82,47.0
3,84.0,0,8.671,2,54.0,50.5285154,-84.8141062,198.0,8.671,2023-05-16 00:13:16,,28.0,1030.59,24.0,84.5,22.5,79.5,19.0,141.0,15.799999999999955,15.799999999999955,0.0,2023,5,16,0,3.82,47.0
3,84.0,0,8.693,2,55.0,50.5284289,-84.8140607,219.0,8.693,2023-05-16 00:13:17,,28.0,1039.36,25.0,85.0,22.5,85.5,19.0,141.0,15.799999999999955,15.799999999999955,0.0,2023,5,16,0,3.82,47.0
3,84.0,0,8.549,2,56.0,50.5283379,-84.8140242,212.0,8.549,2023-05-16 00:13:18,,29.0,1048.08,24.5,83.0,21.5,86.0,19.0,141.0,15.799999999999955,15.799999999999955,0.0,2023,5,16,0,3.82,47.0
3,85.0,0,8.532,2,55.0,50.5282469,-84.8139787,204.0,8.532,2023-05-16 00:13:19,,29.0,1056.94,22.0,79.0,21.0,80.5,19.0,142.0,15.799999999999955,15.799999999999955,0.0,2023,5,16,0,3.82,47.0
3,84.0,0,8.331,2,53.0,50.528165,-84.8139423,190.0,8.331,2023-05-16 00:13:20,,29.0,1065.32,22.0,78.0,20.5,79.5,19.0,142.0,15.799999999999955,15.799999999999955,0.0,2023,5,16,0,3.82,47.0
3,85.0,0,8.4,2,53.0,50.5280785,-84.8139059,178.0,8.4,2023-05-16 00:13:21,,29.0,1073.82,21.5,77.5,20.0,79.0,19.0,142.0,15.600000000000023,15.600000000000023,0.0,2023,5,16,0,3.82,47.0
3,85.0,0,8.713,2,54.0,50.527992,-84.8138604,173.0,8.713,2023-05-16 00:13:22,,29.0,1082.42,21.5,78.0,19.0,73.0,19.0,142.0,15.399999999999977,15.399999999999977,0.0,2023,5,16,0,3.82,47.0
3,86.0,0,9.0,2,54.0,50.527901,-84.8138149,174.0,9.0,2023-05-16 00:13:23,,29.0,1091.41,22.5,79.5,18.5,68.0,19.0,142.0,15.200000000000045,15.200000000000045,0.0,2023,5,16,0,3.82,47.0
3,87.0,0,8.985,2,53.0,50.5278191,-84.8137876,183.0,8.985,2023-05-16 00:13:24,,30.0,1099.61,25.0,82.0,20.0,78.0,19.0,142.0,15.200000000000045,15.200000000000045,0.0,2023,5,16,0,3.82,47.0
3,88.0,0,9.161,2,55.0,50.5277235,-84.813733,185.0,9.161,2023-05-16 00:13:25,,30.0,1109.14,23.0,78.0,22.0,84.5,19.0,142.0,15.200000000000045,15.200000000000045,0.0,2023,5,16,0,3.82,47.0
3,87.0,0,9.029,2,57.0,50.5276234,-84.8136784,171.0,9.029,2023-05-16 00:13:26,,30.0,1118.81,22.5,77.5,20.5,78.5,19.0,142.0,15.0,15.0,0.0,2023,5,16,0,3.82,47.0
3,85.0,0,9.427,2,59.0,50.5275324,-84.8136329,164.0,9.427,2023-05-16 00:13:27,,30.0,1128.02,23.0,78.5,18.5,68.5,19.0,142.0,14.799999999999955,14.799999999999955,0.0,2023,5,16,0,3.82,47.0
3,82.0,0,9.317,2,58.0,50.5274322,-84.8135782,167.0,9.317,2023-05-16 00:13:28,,30.0,1137.77,23.0,79.0,18.0,65.0,19.0,142.0,14.600000000000023,14.600000000000023,0.0,2023,5,16,0,3.82,47.0
3,83.0,0,9.342,2,53.0,50.5273367,-84.8135236,177.0,9.342,2023-05-16 00:13:29,,31.0,1147.5,23.0,78.0,22.5,80.5,19.0,142.0,14.200000000000045,14.200000000000045,0.0,2023,5,16,0,3.82,47.0
3,85.0,0,9.669,2,48.0,50.5272457,-84.8134599,195.0,9.669,2023-05-16 00:13:30,,31.0,1157.07,23.0,79.0,20.5,78.5,19.0,142.0,14.0,14.0,0.0,2023,5,16,0,3.82,47.0
3,86.0,0,9.863,2,54.0,50.5271501,-84.8133962,191.0,9.863,2023-05-16 00:13:31,,31.0,1166.97,22.5,79.5,19.0,76.0,18.0,142.0,13.799999999999955,13.799999999999955,0.0,2023,5,16,0,3.82,47.0
3,86.0,1,10.112,2,56.0,50.52705,-84.8133416,185.0,10.112,2023-05-16 00:13:32,,31.0,1177.0,23.0,80.5,18.5,76.0,18.0,142.0,13.600000000000023,13.600000000000023,0.0,2023,5,16,0,3.82,47.0
3,87.0,1,9.46,2,55.0,50.5269589,-84.813287,180.0,9.46,2023-05-16 00:13:33,,31.0,1186.09,23.5,81.5,19.0,76.5,18.0,142.0,13.399999999999977,13.399999999999977,-1.09,2023,5,16,0,3.82,47.0
3,88.0,1,9.695,2,51.0,50.5268634,-84.8132415,169.0,9.695,2023-05-16 00:13:34,,31.0,1195.68,23.0,81.5,18.5,75.0,18.0,142.0,13.0,13.0,-2.07,2023,5,16,0,3.82,47.0
3,88.0,1,9.722,2,47.0,50.5267723,-84.8131868,159.0,9.722,2023-05-16 00:13:35,,32.0,1204.97,22.5,81.0,18.5,73.5,18.0,142.0,12.399999999999977,12.399999999999977,-2.28,2023,5,16,0,3.82,47.0
3,89.0,2,9.733,3,58.0,50.5266813,-84.8131322,159.0,9.733,2023-05-16 00:13:36,,32.0,1214.15,22.5,81.0,18.0,71.5,18.0,142.0,12.0,12.0,-2.57,2023,5,16,0,3.82,47.0
3,88.0,2,9.461,3,59.0,50.5265903,-84.8130958,189.0,9.461,2023-05-16 00:13:37,,32.0,1223.17,22.0,80.5,18.0,70.0,18.0,143.0,11.800000000000011,11.800000000000011,-2.82,2023,5,16,0,3.82,47.0
3,88.0,3,9.775,3,56.0,50.5264993,-84.8130594,213.0,9.775,2023-05-16 00:13:38,,32.0,1232.07,21.5,80.5,17.5,68.5,18.0,144.0,11.800000000000011,11.800000000000011,-2.92,2023,5,16,0,3.82,47.0
3,88.0,3,9.662,3,55.0,50.5264037,-84.8130139,223.0,9.662,2023-05-16 00:13:39,,32.0,1241.22,23.0,83.5,19.5,75.5,18.0,144.0,11.600000000000023,11.600000000000023,-2.87,2023,5,16,0,3.82,47.0
3,87.0,3,9.437,3,56.0,50.5263081,-84.8129775,238.0,9.437,2023-05-16 00:13:40,,33.0,1250.56,24.5,85.0,21.0,79.0,18.0,145.0,11.600000000000023,11.600000000000023,-2.7,2023,5,16,0,3.82,47.0
3,79.0,3,9.114,3,57.0,50.5262262,-84.812932,239.0,9.114,2023-05-16 00:13:41,,33.0,1258.94,25.5,87.0,22.0,81.0,18.0,145.0,11.600000000000023,11.600000000000023,-2.4,2023,5,16,0,3.82,47.0
3,53.0,3,9.226,3,67.0,50.5261352,-84.8128865,210.0,9.226,2023-05-16 00:13:42,,33.0,1268.02,26.5,88.5,23.0,83.5,18.0,146.0,11.600000000000023,11.600000000000023,-1.96,2023,5,16,0,3.82,47.0
3,27.0,3,9.21,3,84.0,50.5260396,-84.8128501,180.0,9.21,2023-05-16 00:13:43,,33.0,1277.13,28.0,90.0,24.0,85.5,18.0,146.0,11.600000000000023,11.600000000000023,-1.43,2023,5,16,0,3.82,47.0
3,55.0,3,8.998,3,99.0,50.525944,-84.8128228,141.0,8.998,2023-05-16 00:13:44,,33.0,1286.1,29.0,91.5,25.0,88.0,18.0,146.0,11.600000000000023,11.600000000000023,-0.53,2023,5,16,0,3.82,47.0
3,77.0,3,9.128,3,71.0,50.525853,-84.8127772,245.0,9.128,2023-05-16 00:13:45,,34.0,1295.06,30.0,93.5,26.0,90.5,18.0,146.0,11.800000000000011,11.800000000000011,0.0,2023,5,16,0,3.82,47.0
3,80.0,3,8.793,3,56.0,50.5257756,-84.8127317,382.0,8.793,2023-05-16 00:13:46,,34.0,1303.21,31.5,95.0,27.0,92.5,18.0,146.0,11.800000000000011,11.800000000000011,0.0,2023,5,16,0,3.82,47.0
3,84.0,3,8.864,3,48.0,50.5256846,-84.8126771,439.0,8.864,2023-05-16 00:13:47,,34.0,1312.19,32.5,96.5,28.0,95.0,18.0,145.0,11.800000000000011,11.800000000000011,0.0,2023,5,16,0,3.82,47.0
3,85.0,3,9.354,3,45.0,50.5255936,-84.8126316,462.0,9.354,2023-05-16 00:13:48,,35.0,1321.66,33.5,98.0,29.0,97.0,18.0,145.0,11.800000000000011,11.800000000000011,0.0,2023,5,16,0,3.82,47.0
3,85.0,3,9.991,3,49.0,50.5254844,-84.8125679,445.0,9.991,2023-05-16 00:13:49,,35.0,1332.39,35.0,99.5,30.0,99.5,18.0,144.0,11.800000000000011,11.800000000000011,0.0,2023,5,16,0,3.82,47.0
3,86.0,3,9.656,3,52.0,50.5253888,-84.8125224,388.0,9.656,2023-05-16 00:13:50,,36.0,1342.11,32.0,99.0,27.0,98.5,18.0,143.0,11.800000000000011,11.800000000000011,0.0,2023,5,16,0,3.82,47.0
3,87.0,3,9.266,3,52.0,50.5252932,-84.8124678,356.0,9.266,2023-05-16 00:13:51,,36.0,1351.52,30.0,97.0,25.5,97.5,18.0,142.0,12.0,12.0,0.0,2023,5,16,0,3.82,47.0
3,92.0,3,8.764,3,53.0,50.5252068,-84.8124223,333.0,8.764,2023-05-16 00:13:52,,36.0,1360.26,30.0,95.0,25.5,97.0,18.0,142.0,12.0,12.0,0.0,2023,5,16,0,3.82,47.0
3,93.0,3,8.534,3,55.0,50.5251248,-84.8123676,335.0,8.534,2023-05-16 00:13:53,,37.0,1368.86,31.0,96.0,25.0,94.5,18.0,142.0,12.200000000000045,12.200000000000045,0.0,2023,5,16,0,3.82,47.0
3,88.0,3,8.727,3,57.0,50.5250384,-84.812313,340.0,8.727,2023-05-16 00:13:54,,37.0,1377.68,31.5,97.5,24.5,92.0,18.0,143.0,12.399999999999977,12.399999999999977,0.0,2023,5,16,0,3.82,47.0
3,85.0,3,8.723,3,53.0,50.5249701,-84.8122766,383.0,8.723,2023-05-16 00:13:55,,37.0,1384.58,32.0,99.0,23.5,89.5,18.0,143.0,12.600000000000023,12.600000000000023,0.39,2023,5,16,0,3.82,47.0
3,85.0,3,9.065,3,54.0,50.5248654,-84.8122311,412.0,9.065,2023-05-16 00:13:56,,38.0,1394.57,31.5,97.5,26.5,93.5,18.0,143.0,12.799999999999955,12.799999999999955,0.84,2023,5,16,0,3.82,47.0
4,85.0,3,9.575,3,54.0,50.5247607,-84.8121856,392.0,9.575,2023-05-16 00:13:57,,38.0,1404.9,30.0,95.5,29.5,100.0,18.0,144.0,12.799999999999955,12.799999999999955,1.06,2023,5,16,0,3.82,47.0
4,84.0,3,9.755,3,52.0,50.5246561,-84.8121401,343.0,9.755,2023-05-16 00:13:58,,39.0,1415.59,31.0,97.0,28.0,99.5,18.0,145.0,13.0,13.0,1.28,2023,5,16,0,3.82,47.0
4,84.0,3,9.607,3,50.0,50.5245423,-84.8120946,309.0,9.607,2023-05-16 00:13:59,,39.0,1426.15,32.0,98.0,27.0,99.5,18.0,145.0,13.200000000000045,13.200000000000045,1.49,2023,5,16,0,3.82,47.0
4,84.0,3,9.599,3,52.0,50.5244422,-84.8120491,299.0,9.599,2023-05-16 00:14:00,,39.0,1436.33,31.0,97.5,26.0,99.0,18.0,147.0,13.399999999999977,13.399999999999977,1.62,2023,5,16,0,3.82,47.0
4,83.0,3,9.448,3,54.0,50.524342,-84.8119945,295.0,9.448,2023-05-16 00:14:01,,39.0,1446.15,30.0,96.5,26.0,98.5,18.0,149.0,13.600000000000023,13.600000000000023,1.68,2023,5,16,0,3.82,47.0
4,73.0,3,9.519,3,56.0,50.5242419,-84.8119398,283.0,9.519,2023-05-16 00:14:02,,40.0,1456.0,28.0,94.0,26.0,98.0,18.0,149.0,13.600000000000023,13.600000000000023,1.67,2023,5,16,0,3.82,47.0
5,63.0,3,8.822,3,55.0,50.5241554,-84.8118943,270.0,8.822,2023-05-16 00:14:03,,40.0,1465.06,24.0,87.0,28.5,97.5,18.0,149.0,13.799999999999955,13.799999999999955,1.65,2023,5,16,0,3.82,47.0
5,71.0,3,8.777,3,47.0,50.524069,-84.8118397,183.0,8.777,2023-05-16 00:14:04,,40.0,1473.67,28.5,91.0,24.0,91.5,18.0,149.0,14.0,14.0,1.59,2023,5,16,0,3.82,47.0
5,88.0,3,8.467,3,56.0,50.5239916,-84.8117942,150.0,8.467,2023-05-16 00:14:05,,40.0,1481.86,24.5,83.0,18.0,67.0,18.0,149.0,14.200000000000045,14.200000000000045,1.53,2023,5,16,0,3.82,47.0
5,87.0,3,8.421,3,58.0,50.5239051,-84.8117578,159.0,8.421,2023-05-16 00:14:06,,40.0,1490.08,23.0,80.5,16.5,60.0,18.0,149.0,14.200000000000045,14.200000000000045,1.47,2023,5,16,0,3.82,47.0
5,84.0,3,8.22,3,58.0,50.5238187,-84.8117032,164.0,8.22,2023-05-16 00:14:07,,41.0,1498.61,24.5,84.5,19.0,69.5,18.0,149.0,14.399999999999977,14.399999999999977,1.4,2023,5,16,0,3.82,47.0
5,83.0,3,8.185,3,57.0,50.5237322,-84.8116486,170.0,8.185,2023-05-16 00:14:08,,41.0,1507.67,26.5,88.5,21.5,79.0,18.0,149.0,14.600000000000023,14.600000000000023,1.35,2023,5,16,0,3.82,47.0
5,82.0,3,8.203,3,53.0,50.5236457,-84.8116122,226.0,8.203,2023-05-16 00:14:09,,41.0,1516.03,28.0,92.5,24.0,88.5,18.0,149.0,14.600000000000023,14.600000000000023,1.32,2023,5,16,0,3.82,47.0
6,82.0,3,8.201,3,50.0,50.5235593,-84.8115666,251.0,8.201,2023-05-16 00:14:10,,41.0,1524.8,28.0,92.0,24.5,90.5,18.0,149.0,14.799999999999955,14.799999999999955,1.31,2023,5,16,0,3.82,47.0
6,81.0,3,8.113,3,56.0,50.5234728,-84.811512,251.0,8.113,2023-05-16 00:14:11,,41.0,1533.72,27.0,89.5,24.5,90.0,18.0,149.0,15.0,15.0,1.33,2023,5,16,0,3.82,47.0
6,81.0,3,7.758,3,58.0,50.5233909,-84.8114756,253.0,7.758,2023-05-16 00:14:12,,42.0,1541.95,26.0,87.5,24.0,89.5,18.0,149.0,15.200000000000045,15.200000000000045,1.42,2023,5,16,0,3.82,47.0
6,80.0,3,7.571,3,55.0,50.5233044,-84.8114301,271.0,7.571,2023-05-16 00:14:13,,42.0,1550.42,25.5,85.5,24.0,89.5,18.0,149.0,15.399999999999977,15.399999999999977,1.61,2023,5,16,0,3.82,47.0
6,82.0,3,7.719,3,50.0,50.5232225,-84.8114028,288.0,7.719,2023-05-16 00:14:14,,42.0,1558.24,24.0,88.0,21.0,93.0,18.0,149.0,15.600000000000023,15.600000000000023,1.84,2023,5,16,0,3.82,47.0
6,84.0,3,8.125,3,51.0,50.5231406,-84.8113937,273.0,8.125,2023-05-16 00:14:15,,43.0,1566.1,24.5,84.5,23.5,87.0,18.0,150.0,15.799999999999955,15.799999999999955,2.06,2023,5,16,0,3.82,47.0
7,86.0,3,7.779,3,52.0,50.5230495,-84.8113937,271.0,7.779,2023-05-16 00:14:16,,43.0,1574.35,25.5,87.5,24.5,86.5,18.0,150.0,16.200000000000045,16.200000000000045,2.23,2023,5,16,0,3.82,47.0
7,86.0,3,7.733,3,53.0,50.5229676,-84.8113664,277.0,7.733,2023-05-16 00:14:17,,43.0,1582.25,27.0,96.5,24.0,92.5,18.0,151.0,16.399999999999977,16.399999999999977,2.33,2023,5,16,0,3.82,47.0
7,86.0,3,7.567,3,54.0,50.5228948,-84.81133,287.0,7.567,2023-05-16 00:14:18,,43.0,1589.74,26.5,96.0,24.5,93.0,18.0,151.0,16.600000000000023,16.600000000000023,2.41,2023,5,16,0,3.82,47.0
7,85.0,3,7.594,3,57.0,50.5228129,-84.8112754,286.0,7.594,2023-05-16 00:14:19,,44.0,1597.88,26.0,95.5,25.0,93.5,18.0,151.0,16.799999999999955,16.799999999999955,2.44,2023,5,16,0,3.82,47.0
8,86.0,3,7.758,3,55.0,50.5227355,-84.8112299,301.0,7.758,2023-05-16 00:14:20,,44.0,1605.79,28.5,97.0,25.5,91.5,18.0,151.0,17.0,17.0,2.42,2023,5,16,0,3.82,47.0
8,91.0,3,8.886,3,51.0,50.5226536,-84.8111753,401.0,8.886,2023-05-16 00:14:21,,45.0,1614.31,31.0,99.0,27.0,91.5,18.0,151.0,17.0,17.0,2.34,2023,5,16,0,3.82,47.0
8,95.0,3,9.483,3,48.0,50.522558,-84.8111297,514.0,9.483,2023-05-16 00:14:22,,45.0,1624.1,29.5,98.5,29.0,100.0,18.0,150.0,16.600000000000023,16.600000000000023,2.08,2023,5,16,0,3.82,47.0
8,82.0,3,9.836,3,51.0,50.5224533,-84.8110842,487.0,9.836,2023-05-16 00:14:23,,45.0,1634.37,27.0,99.5,26.0,99.5,18.0,150.0,16.399999999999977,16.399999999999977,0.93,2023,5,16,0,3.82,47.0
8,56.0,4,9.865,3,56.0,50.5223623,-84.8110387,338.0,9.865,2023-05-16 00:14:24,,45.0,1643.29,26.5,98.0,25.0,95.0,18.0,150.0,16.0,16.0,0.22,2023,5,16,0,3.82,47.0
8,30.0,4,9.118,3,61.0,50.5222576,-84.8109932,189.0,9.118,2023-05-16 00:14:25,,45.0,1653.69,26.0,96.5,24.0,89.5,18.0,150.0,15.799999999999955,15.799999999999955,0.03,2023,5,16,0,3.82,47.0
8,4.0,4,8.88,3,65.0,50.5221621,-84.8109477,0.0,8.88,2023-05-16 00:14:26,,45.0,1662.72,26.0,95.0,23.0,84.5,18.0,150.0,15.600000000000023,15.600000000000023,-0.79,2023,5,16,0,3.82,47.0
8,11.0,5,8.69,3,70.0,50.5220756,-84.8109022,1.0,8.69,2023-05-16 00:14:27,,45.0,1671.44,26.0,93.5,22.0,79.0,18.0,150.0,15.399999999999977,15.399999999999977,-1.5,2023,5,16,0,3.82,47.0
8,68.0,5,8.244,3,73.0,50.5219937,-84.8108567,46.0,8.244,2023-05-16 00:14:28,,45.0,1679.71,25.5,92.0,21.0,73.5,18.0,150.0,15.200000000000045,15.200000000000045,-1.94,2023,5,16,0,3.82,47.0
8,76.0,5,8.475,3,59.0,50.5219118,-84.8108112,139.0,8.475,2023-05-16 00:14:29,,46.0,1688.03,25.5,90.5,20.5,68.0,18.0,151.0,15.0,15.0,-2.1,2023,5,16,0,3.82,47.0
8,76.0,5,8.074,3,56.0,50.5218344,-84.8107657,205.0,8.074,2023-05-16 00:14:30,,46.0,1695.99,24.0,85.5,21.5,77.0,18.0,151.0,14.799999999999955,14.799999999999955,-2.1,2023,5,16,0,3.82,47.0
8,77.0,5,8.286,3,56.0,50.5217525,-84.8107201,239.0,8.286,2023-05-16 00:14:31,,46.0,1704.23,24.0,83.0,23.5,88.5,18.0,151.0,14.399999999999977,14.399999999999977,-2.0,2023,5,16,0,3.82,47.0
8,76.0,6,8.414,3,57.0,50.5216705,-84.8106655,244.0,8.414,2023-05-16 00:14:32,,46.0,1712.77,28.0,91.5,23.0,86.0,18.0,151.0,14.200000000000045,14.200000000000045,-1.96,2023,5,16,0,3.82,47.0
8,76.0,6,8.635,3,53.0,50.5215795,-84.8106109,249.0,8.635,2023-05-16 00:14:33,,47.0,1721.57,25.5,85.5,24.5,90.5,18.0,150.0,14.200000000000045,14.200000000000045,-1.99,2023,5,16,0,3.82,47.0
8,77.0,6,8.815,3,57.0,50.521493,-84.8105563,275.0,8.815,2023-05-16 00:14:34,,47.0,1730.69,27.5,93.0,24.5,90.0,18.0,150.0,14.0,14.0,-2.03,2023,5,16,0,3.82,47.0
8,79.0,6,8.743,3,57.0,50.5214111,-84.8105017,295.0,8.743,2023-05-16 00:14:35,,47.0,1739.66,28.5,96.0,25.0,91.5,18.0,150.0,13.600000000000023,13.600000000000023,-2.16,2023,5,16,0,3.82,47.0
8,81.0,6,9.165,3,55.0,50.5213201,-84.810438,292.0,9.165,2023-05-16 00:14:36,,47.0,1748.69,27.5,95.0,26.0,94.5,18.0,150.0,13.399999999999977,13.399999999999977,-2.35,2023,5,16,0,3.82,47.0
8,81.0,7,8.686,3,53.0,50.5212291,-84.8103925,285.0,8.686,2023-05-16 00:14:37,,48.0,1757.65,26.0,93.5,27.0,98.0,18.0,149.0,13.399999999999977,13.399999999999977,-2.47,2023,5,16,0,3.82,47.0
8,81.0,7,8.657,3,51.0,50.5211381,-84.8103561,264.0,8.657,2023-05-16 00:14:38,,48.0,1766.87,25.5,88.0,26.5,94.5,18.0,149.0,13.0,13.0,-2.51,2023,5,16,0,3.82,47.0
