ascent,cadence,descent,enhanced_speed,gps_accuracy,left_right_balance,position_lat,position_long,power,speed,timestamp,battery_soc,calories,distance,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,heart_rate,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
0,74.0,0,8.246,3,55.0,50.5374674,-84.819258,238.0,8.246,2023-05-16 00:10:58,,3.0,98.05,28.5,93.0,29.5,96.5,19.0,113.0,,,,2023,5,16,0,3.82,47.0
0,74.0,0,6.99,3,56.0,50.5374219,-84.819167,255.0,6.99,2023-05-16 00:10:59,,3.0,105.2,30.0,98.0,29.5,97.0,19.0,113.0,,,,2023,5,16,0,3.82,47.0
0,75.0,0,7.249,3,56.0,50.5373764,-84.8190851,256.0,7.249,2023-05-16 00:11:00,,3.0,112.56,28.5,97.0,31.5,99.0,19.0,113.0,,,,2023,5,16,0,3.82,47.0
0,75.0,0,7.463,3,56.0,50.5373264,-84.8189941,248.0,7.463,2023-05-16 00:11:01,,4.0,120.2,28.5,97.0,28.5,98.0,19.0,113.0,,,,2023,5,16,0,3.82,47.0
0,76.0,0,7.49,3,56.0,50.5372763,-84.8189121,219.0,7.49,2023-05-16 00:11:02,,4.0,127.66,27.5,90.5,26.5,97.5,19.0,115.0,,,,2023,5,16,0,3.82,47.0
0,77.0,0,7.624,3,57.0,50.5372217,-84.8188302,205.0,7.624,2023-05-16 00:11:03,,4.0,135.48,27.5,89.5,26.0,95.5,19.0,116.0,,,,2023,5,16,0,3.82,47.0
0,76.0,0,7.037,3,58.0,50.5371671,-84.8187483,204.0,7.037,2023-05-16 00:11:04,,4.0,142.54,26.0,87.5,26.5,94.0,19.0,119.0,,,,2023,5,16,0,3.82,47.0
0,76.0,0,6.674,3,59.0,50.5371125,-84.8186846,192.0,6.674,2023-05-16 00:11:05,,4.0,149.46,20.0,74.5,26.5,93.0,19.0,121.0,,,,2023,5,16,0,3.82,47.0
0,74.0,0,6.816,3,60.0,50.5370533,-84.8186209,143.0,6.816,2023-05-16 00:11:06,,5.0,156.5,20.0,70.0,20.0,71.0,19.0,122.0,,,,2023,5,16,0,3.82,47.0
0,76.0,0,6.539,3,58.0,50.5370032,-84.8185572,122.0,6.539,2023-05-16 00:11:07,,5.0,163.06,22.0,72.0,17.5,63.0,19.0,124.0,,,,2023,5,16,0,3.82,47.0
0,79.0,0,6.147,3,56.0,50.5369577,-84.8184934,125.0,6.147,2023-05-16 00:11:08,,5.0,169.22,23.5,75.5,18.5,66.0,19.0,126.0,,,,2023,5,16,0,3.82,47.0
0,79.0,0,6.608,3,52.0,50.5368986,-84.8184206,141.0,6.608,2023-05-16 00:11:09,,5.0,176.49,22.0,73.0,19.0,69.0,19.0,128.0,,,,2023,5,16,0,3.82,47.0
0,80.0,0,6.659,3,48.0,50.5368394,-84.8183569,163.0,6.659,2023-05-16 00:11:10,,5.0,183.29,20.0,70.5,20.0,71.5,19.0,129.0,,,,2023,5,16,0,3.82,47.0
0,81.0,0,6.473,3,53.0,50.5367757,-84.8182932,230.0,6.473,2023-05-16 00:11:11,,5.0,190.91,23.5,86.5,23.5,83.5,19.0,129.0,,,,2023,5,16,0,3.82,47.0
0,82.0,0,5.552,3,54.0,50.5367211,-84.8182295,259.0,5.552,2023-05-16 00:11:12,,6.0,197.57,24.0,89.5,25.5,89.0,19.0,130.0,,,,2023,5,16,0,3.82,47.0
0,82.0,0,7.426,3,54.0,50.5366574,-84.8181658,247.0,7.426,2023-05-16 00:11:13,,6.0,205.28,22.0,84.0,26.0,90.0,19.0,131.0,,,,2023,5,16,0,3.82,47.0
0,83.0,0,7.923,3,54.0,50.5365891,-84.8180929,248.0,7.923,2023-05-16 00:11:14,,6.0,213.32,21.5,86.0,26.5,94.0,19.0,132.0,,,,2023,5,16,0,3.82,47.0
0,85.0,0,7.075,3,54.0,50.5365299,-84.8180292,282.0,7.075,2023-05-16 00:11:15,,7.0,220.22,20.5,87.5,27.5,97.5,19.0,133.0,,,,2023,5,16,0,3.82,47.0
0,87.0,0,7.023,3,56.0,50.5364617,-84.8179837,350.0,7.023,2023-05-16 00:11:16,,7.0,227.21,25.0,93.5,27.5,98.0,19.0,133.0,,,,2023,5,16,0,3.82,47.0
0,90.0,0,8.562,3,54.0,50.5363752,-84.81792,386.0,8.562,2023-05-16 00:11:17,,7.0,236.26,27.0,96.0,27.0,98.0,19.0,133.0,,,,2023,5,16,0,3.82,47.0
0,91.0,0,9.136,3,54.0,50.5362887,-84.8178472,417.0,9.136,2023-05-16 00:11:18,,8.0,245.57,27.5,97.0,26.0,97.0,19.0,133.0,,,,2023,5,16,0,3.82,47.0
0,93.0,0,8.566,3,54.0,50.5362068,-84.8178017,432.0,8.566,2023-05-16 00:11:19,,8.0,253.94,28.0,99.0,24.0,95.5,19.0,133.0,,,,2023,5,16,0,3.82,47.0
0,75.0,0,8.618,3,50.0,50.5361249,-84.817738,423.0,8.618,2023-05-16 00:11:20,,8.0,262.6,27.0,97.5,25.5,97.0,19.0,133.0,,,,2023,5,16,0,3.82,47.0
0,54.0,0,8.714,3,37.0,50.536043,-84.8176833,410.0,8.714,2023-05-16 00:11:21,,9.0,271.26,26.0,96.5,27.0,98.5,19.0,134.0,,,,2023,5,16,0,3.82,47.0
0,40.0,0,8.237,3,25.0,50.535961,-84.8176378,273.0,8.237,2023-05-16 00:11:22,,9.0,279.38,14.0,58.5,25.5,93.5,19.0,134.0,,,,2023,5,16,0,3.82,47.0
0,39.0,0,7.855,3,12.0,50.5358882,-84.8175923,210.0,7.855,2023-05-16 00:11:23,,9.0,287.12,3.5,24.5,22.0,83.0,19.0,134.0,,,,2023,5,16,0,3.82,47.0
0,38.0,0,6.983,3,11.0,50.5358245,-84.8175468,147.0,6.983,2023-05-16 00:11:24,,9.0,293.83,7.5,39.0,19.0,71.5,19.0,134.0,,,,2023,5,16,0,3.82,47.0
0,38.0,0,6.964,3,31.0,50.5357562,-84.8175013,81.0,6.964,2023-05-16 00:11:25,,9.0,300.79,12.0,53.0,16.0,59.5,19.0,134.0,,,,2023,5,16,0,3.82,47.0
0,38.0,0,7.31,3,51.0,50.535688,-84.8174558,53.0,7.31,2023-05-16 00:11:26,,9.0,308.21,16.0,67.0,13.0,47.5,19.0,134.0,,,,2023,5,16,0,3.82,47.0
0,37.0,0,7.106,3,53.0,50.5356197,-84.8174103,77.0,7.106,2023-05-16 00:11:27,,9.0,315.23,19.5,75.0,13.0,49.0,19.0,135.0,,,,2023,5,16,0,3.82,47.0
0,36.0,0,6.327,3,53.0,50.535556,-84.817383,119.0,6.327,2023-05-16 00:11:28,,10.0,321.33,23.0,79.5,14.5,58.0,19.0,135.0,,,,2023,5,16,0,3.82,47.0
0,40.0,0,6.709,3,52.0,50.5354923,-84.8173375,156.0,6.709,2023-05-16 00:11:29,,10.0,328.14,26.0,83.0,17.0,69.0,19.0,135.0,,,,2023,5,16,0,3.82,47.0
0,41.0,0,7.701,3,52.0,50.5354103,-84.8172919,192.0,7.701,2023-05-16 00:11:30,,10.0,336.18,24.0,85.0,23.5,89.0,19.0,135.0,,,,2023,5,16,0,3.82,47.0
0,35.0,0,8.134,3,51.0,50.5353284,-84.8172464,205.0,8.134,2023-05-16 00:11:31,,10.0,344.48,22.5,82.0,22.0,85.0,19.0,135.0,,,,2023,5,16,0,3.82,47.0
0,26.0,0,7.47,3,50.0,50.5352556,-84.81721,205.0,7.47,2023-05-16 00:11:32,,10.0,351.75,21.0,78.0,19.5,77.5,19.0,135.0,,,,2023,5,16,0,3.82,47.0
0,16.0,0,7.124,3,50.0,50.5351873,-84.8171736,205.0,7.124,2023-05-16 00:11:33,,10.0,358.74,,,,,19.0,136.0,,,,2023,5,16,0,3.82,47.0
0,6.0,0,6.594,3,49.0,50.5351236,-84.8171372,205.0,6.594,2023-05-16 00:11:34,,10.0,365.2,,,,,19.0,138.0,,,,2023,5,16,0,3.82,47.0
0,0.0,0,6.281,3,49.0,50.5350645,-84.8171008,0.0,6.281,2023-05-16 00:11:35,,10.0,371.33,,,,,19.0,140.0,,,,2023,5,16,0,3.82,47.0
0,0.0,0,5.601,3,48.0,50.5350098,-84.8170644,0.0,5.601,2023-05-16 00:11:36,,10.0,376.7,,,,,19.0,142.0,,,,2023,5,16,0,3.82,47.0
0,0.0,0,5.614,3,48.0,50.5349552,-84.8170462,0.0,5.614,2023-05-16 00:11:37,,10.0,382.32,,,,,19.0,144.0,,,,2023,5,16,0,3.82,47.0
0,0.0,0,5.605,3,47.0,50.5348961,-84.817028,0.0,5.605,2023-05-16 00:11:38,,10.0,387.92,,,,,19.0,146.0,,,,2023,5,16,0,3.82,47.0
0,0.0,0,5.418,3,47.0,50.5348369,-84.8170098,0.0,5.418,2023-05-16 00:11:39,,10.0,393.25,,,,,19.0,148.0,,,,2023,5,16,0,3.82,47.0
0,0.0,0,5.073,3,47.0,50.5347868,-84.8169916,0.0,5.073,2023-05-16 00:11:40,,10.0,398.24,,,,,19.0,149.0,13.399999999999977,13.399999999999977,,2023,5,16,0,3.82,47.0
0,0.0,0,4.635,3,46.0,50.5347413,-84.8169734,0.0,4.635,2023-05-16 00:11:41,,10.0,402.73,,,,,19.0,150.0,13.399999999999977,13.399999999999977,0.0,2023,5,16,0,3.82,47.0
0,0.0,0,3.852,3,46.0,50.5347004,-84.8169552,0.0,3.852,2023-05-16 00:11:42,,10.0,406.32,,,,,19.0,151.0,13.399999999999977,13.399999999999977,0.0,2023,5,16,0,3.82,47.0
0,0.0,0,4.013,3,45.0,50.5346594,-84.8169643,0.0,4.013,2023-05-16 00:11:43,,10.0,410.38,,,,,19.0,152.0,13.600000000000023,13.600000000000023,0.0,2023,5,16,0,3.82,47.0
0,0.0,0,4.007,3,45.0,50.5346185,-84.8169461,0.0,4.007,2023-05-16 00:11:44,,10.0,414.39,,,,,19.0,153.0,13.600000000000023,13.600000000000023,0.0,2023,5,16,0,3.82,47.0
0,0.0,0,4.13,3,44.0,50.534582,-84.8169279,0.0,4.13,2023-05-16 00:11:45,,10.0,418.08,,,,,19.0,154.0,13.600000000000023,13.600000000000023,0.0,2023,5,16,0,3.82,47.0
0,3.0,0,4.558,3,44.0,50.5345274,-84.8169097,0.0,4.558,2023-05-16 00:11:46,,10.0,423.27,,,,,19.0,154.0,13.600000000000023,13.600000000000023,0.0,2023,5,16,0,3.82,47.0
0,21.0,0,4.514,3,43.0,50.5344819,-84.8169006,32.0,4.514,2023-05-16 00:11:47,,10.0,427.77,,,,,19.0,154.0,13.600000000000023,13.600000000000023,0.17,2023,5,16,0,3.82,47.0
0,28.0,0,4.83,3,43.0,50.5344364,-84.8168641,52.0,4.83,2023-05-16 00:11:48,,10.0,432.67,,,,,19.0,154.0,13.600000000000023,13.600000000000023,0.29,2023,5,16,0,3.82,47.0
0,28.0,0,6.08,3,43.0,50.5343727,-84.8168186,70.0,6.08,2023-05-16 00:11:49,,10.0,439.2,,,,,19.0,154.0,13.399999999999977,13.399999999999977,0.21,2023,5,16,0,3.82,47.0
0,30.0,0,5.23,3,42.0,50.5343226,-84.8168095,119.0,5.23,2023-05-16 00:11:50,,10.0,444.18,,,,,19.0,154.0,13.399999999999977,13.399999999999977,0.0,2023,5,16,0,3.82,47.0
0,31.0,0,5.054,3,54.0,50.534268,-84.8168095,89.0,5.054,2023-05-16 00:11:51,,11.0,449.14,,,,,19.0,153.0,13.399999999999977,13.399999999999977,-0.24,2023,5,16,0,3.82,47.0
0,34.0,0,5.02,3,58.0,50.5342134,-84.8168004,95.0,5.02,2023-05-16 00:11:52,,11.0,454.17,16.0,60.5,18.0,62.0,19.0,152.0,13.399999999999977,13.399999999999977,-0.46,2023,5,16,0,3.82,47.0
0,36.0,0,4.646,3,56.0,50.5341679,-84.8167913,100.0,4.646,2023-05-16 00:11:53,,11.0,458.68,17.0,62.5,18.5,62.5,19.0,151.0,13.399999999999977,13.399999999999977,-0.24,2023,5,16,0,3.82,47.0
0,37.0,0,5.279,3,54.0,50.5341087,-84.8167731,105.0,5.279,2023-05-16 00:11:54,,11.0,464.17,18.0,64.5,19.0,63.5,19.0,149.0,13.399999999999977,13.399999999999977,0.0,2023,5,16,0,3.82,47.0
0,39.0,0,5.419,3,51.0,50.5340541,-84.8167458,148.0,5.419,2023-05-16 00:11:55,,11.0,469.62,18.5,66.5,19.5,64.0,19.0,149.0,13.399999999999977,13.399999999999977,0.0,2023,5,16,0,3.82,47.0
0,40.0,0,5.631,3,54.0,50.533995,-84.8167185,196.0,5.631,2023-05-16 00:11:56,,11.0,475.35,21.5,76.5,19.5,66.0,19.0,148.0,13.399999999999977,13.399999999999977,0.0,2023,5,16,0,3.82,47.0
0,39.0,0,5.628,3,46.0,50.5339358,-84.8167003,231.0,5.628,2023-05-16 00:11:57,,11.0,480.97,23.5,88.0,21.5,75.5,19.0,148.0,13.600000000000023,13.600000000000023,0.0,2023,5,16,0,3.82,47.0
0,35.0,0,4.982,3,32.0,50.5338903,-84.8166639,225.0,4.982,2023-05-16 00:11:58,,12.0,485.75,21.5,92.5,25.0,91.5,19.0,148.0,13.600000000000023,13.600000000000023,0.0,2023,5,16,0,3.82,47.0
0,31.0,0,3.788,3,17.0,50.5338539,-84.8166457,214.0,3.788,2023-05-16 00:11:59,,12.0,489.16,12.5,92.5,25.0,89.5,19.0,149.0,13.799999999999955,13.799999999999955,0.0,2023,5,16,0,3.82,47.0
0,25.0,0,2.697,3,1.0,50.5338357,-84.8166275,130.0,2.697,2023-05-16 00:12:00,,12.0,491.42,3.5,92.5,24.5,87.0,19.0,149.0,14.0,14.0,0.0,2023,5,16,0,3.82,47.0
1,17.0,0,2.548,3,2.0,50.5338084,-84.8166184,129.0,2.548,2023-05-16 00:12:01,,12.0,493.91,2.0,92.0,24.5,85.0,19.0,150.0,14.0,14.0,0.0,2023,5,16,0,3.82,47.0
1,10.0,0,0.161,3,5.0,50.5337902,-84.8166275,127.0,0.161,2023-05-16 00:12:02,,12.0,494.08,5.0,92.0,24.0,83.0,19.0,150.0,14.200000000000045,14.200000000000045,0.96,2023,5,16,0,3.82,47.0
1,2.0,0,0.0,3,7.0,50.5337856,-84.8166184,0.0,0.0,2023-05-16 00:12:03,,12.0,494.08,8.0,92.0,24.0,81.0,19.0,150.0,14.200000000000045,14.200000000000045,0.75,2023,5,16,0,3.82,47.0
1,0.0,0,0.0,3,10.0,50.5337856,-84.8166184,0.0,0.0,2023-05-16 00:12:04,,12.0,494.08,11.5,92.0,23.5,79.5,19.0,150.0,14.200000000000045,14.200000000000045,0.0,2023,5,16,0,3.82,47.0
1,0.0,0,0.051,3,13.0,50.5337856,-84.8166184,0.0,0.051,2023-05-16 00:12:05,,12.0,494.08,14.5,92.0,23.5,77.5,19.0,150.0,14.200000000000045,14.200000000000045,0.0,2023,5,16,0,3.82,47.0
1,0.0,0,0.016,3,15.0,50.5337856,-84.8166184,0.0,0.016,2023-05-16 00:12:06,,12.0,494.08,17.5,92.0,23.0,75.5,19.0,150.0,14.200000000000045,14.200000000000045,0.0,2023,5,16,0,3.82,47.0
1,0.0,0,4.932,3,18.0,50.533731,-84.8165638,0.0,4.932,2023-05-16 00:12:07,,12.0,500.61,20.5,91.5,23.0,74.0,19.0,150.0,14.200000000000045,14.200000000000045,0.0,2023,5,16,0,3.82,47.0
1,11.0,0,4.039,3,20.0,50.5336946,-84.8165274,12.0,4.039,2023-05-16 00:12:08,,12.0,504.34,24.0,91.5,23.0,72.0,19.0,150.0,14.200000000000045,14.200000000000045,0.0,2023,5,16,0,3.82,47.0
1,32.0,0,4.127,2,23.0,50.5336582,-84.8165001,42.0,4.127,2023-05-16 00:12:09,,12.0,508.49,27.0,91.5,22.5,70.0,19.0,150.0,14.200000000000045,14.200000000000045,0.0,2023,5,16,0,3.82,47.0
1,48.0,0,4.371,2,46.0,50.5336172,-84.8164818,214.0,4.371,2023-05-16 00:12:10,,12.0,512.93,26.5,89.5,22.0,71.0,19.0,150.0,14.200000000000045,14.200000000000045,0.0,2023,5,16,0,3.82,47.0
1,52.0,0,4.865,2,52.0,50.5335626,-84.8164636,242.0,4.865,2023-05-16 00:12:11,,12.0,517.96,24.0,86.0,21.5,73.5,19.0,150.0,14.200000000000045,14.200000000000045,0.0,2023,5,16,0,3.82,47.0
1,57.0,0,5.216,2,50.0,50.533508,-84.8164454,274.0,5.216,2023-05-16 00:12:12,,13.0,523.31,22.0,82.5,20.5,76.0,19.0,149.0,14.200000000000045,14.200000000000045,0.0,2023,5,16,0,3.82,47.0
1,62.0,0,5.488,2,48.0,50.5334488,-84.8164181,291.0,5.488,2023-05-16 00:12:13,,13.0,528.86,19.5,79.5,20.0,78.5,19.0,149.0,14.399999999999977,14.399999999999977,0.0,2023,5,16,0,3.82,47.0
1,66.0,0,6.155,2,45.0,50.5333851,-84.8163908,294.0,6.155,2023-05-16 00:12:14,,13.0,535.27,17.5,76.0,19.0,81.0,19.0,149.0,14.399999999999977,14.399999999999977,0.0,2023,5,16,0,3.82,47.0
1,73.0,0,6.587,2,49.0,50.5333168,-84.8163544,334.0,6.587,2023-05-16 00:12:15,,14.0,542.0,23.5,87.0,20.0,84.0,19.0,148.0,14.600000000000023,14.600000000000023,0.0,2023,5,16,0,3.82,47.0
1,74.0,0,6.37,2,53.0,50.5332531,-84.8163271,336.0,6.37,2023-05-16 00:12:16,,14.0,548.28,29.0,96.5,21.0,86.0,19.0,148.0,14.600000000000023,14.600000000000023,0.0,2023,5,16,0,3.82,47.0
1,75.0,0,6.324,2,54.0,50.5331894,-84.8162907,289.0,6.324,2023-05-16 00:12:17,,14.0,554.61,27.0,94.5,22.0,87.5,19.0,148.0,14.799999999999955,14.799999999999955,0.0,2023,5,16,0,3.82,47.0
1,76.0,0,6.656,3,53.0,50.5331211,-84.8162543,275.0,6.656,2023-05-16 00:12:18,,15.0,561.14,28.5,98.5,28.0,97.5,19.0,148.0,14.799999999999955,14.799999999999955,0.69,2023,5,16,0,3.82,47.0
1,78.0,0,7.713,3,54.0,50.5330392,-84.8162179,281.0,7.713,2023-05-16 00:12:19,,15.0,569.38,28.0,97.5,28.5,99.0,19.0,148.0,15.0,15.0,1.26,2023,5,16,0,3.82,47.0
1,80.0,0,7.305,3,53.0,50.532971,-84.8161815,305.0,7.305,2023-05-16 00:12:20,,15.0,576.54,27.5,96.5,29.0,99.5,19.0,148.0,15.0,15.0,1.26,2023,5,16,0,3.82,47.0
1,82.0,0,7.639,3,52.0,50.5328936,-84.816136,306.0,7.639,2023-05-16 00:12:21,,15.0,584.3,27.0,95.5,29.0,99.0,19.0,149.0,15.200000000000045,15.200000000000045,1.26,2023,5,16,0,3.82,47.0
1,83.0,0,7.331,3,54.0,50.5328208,-84.8160996,302.0,7.331,2023-05-16 00:12:22,,16.0,591.54,27.0,95.5,29.0,98.5,19.0,148.0,15.399999999999977,15.399999999999977,1.28,2023,5,16,0,3.82,47.0
2,83.0,0,7.478,3,60.0,50.5327434,-84.816054,264.0,7.478,2023-05-16 00:12:23,,16.0,599.04,25.0,86.0,26.5,93.0,19.0,148.0,15.399999999999977,15.399999999999977,1.35,2023,5,16,0,3.82,47.0
2,83.0,0,7.37,3,65.0,50.5326706,-84.8160176,248.0,7.37,2023-05-16 00:12:24,,16.0,606.36,24.0,84.0,24.5,91.5,19.0,148.0,15.600000000000023,15.600000000000023,1.43,2023,5,16,0,3.82,47.0
2,83.0,0,7.053,3,64.0,50.5326023,-84.8159812,227.0,7.053,2023-05-16 00:12:25,,16.0,613.19,23.5,85.5,22.5,91.5,19.0,148.0,15.600000000000023,15.600000000000023,1.51,2023,5,16,0,3.82,47.0
2,79.0,0,6.931,3,59.0,50.5325295,-84.8159539,238.0,6.931,2023-05-16 00:12:26,,17.0,620.21,23.5,88.5,21.5,93.0,19.0,148.0,15.799999999999955,15.799999999999955,1.56,2023,5,16,0,3.82,47.0
2,78.0,0,7.115,3,55.0,50.5324612,-84.8159175,252.0,7.115,2023-05-16 00:12:27,,17.0,627.31,27.0,95.0,25.5,98.0,19.0,148.0,15.799999999999955,15.799999999999955,1.54,2023,5,16,0,3.82,47.0
2,79.0,0,7.349,3,54.0,50.5323884,-84.8158811,325.0,7.349,2023-05-16 00:12:28,,17.0,634.45,29.5,99.0,28.0,99.5,19.0,148.0,16.0,16.0,1.46,2023,5,16,0,3.82,47.0
2,82.0,0,7.456,3,52.0,50.5323156,-84.8158447,400.0,7.456,2023-05-16 00:12:29,,18.0,641.68,32.0,99.5,28.0,98.5,19.0,148.0,16.0,16.0,1.37,2023,5,16,0,3.82,47.0
2,80.0,0,7.153,3,43.0,50.5322428,-84.8158083,423.0,7.153,2023-05-16 00:12:30,,18.0,648.73,30.0,99.5,30.5,98.5,19.0,148.0,15.799999999999955,15.799999999999955,0.58,2023,5,16,0,3.82,47.0
2,61.0,0,7.449,3,38.0,50.5321836,-84.8157992,345.0,7.449,2023-05-16 00:12:31,,18.0,654.64,24.5,98.5,37.0,100.0,19.0,148.0,15.799999999999955,15.799999999999955,0.0,2023,5,16,0,3.82,47.0
2,61.0,0,7.844,3,43.0,50.5321153,-84.815781,277.0,7.844,2023-05-16 00:12:32,,19.0,660.78,25.0,91.0,35.5,99.5,19.0,148.0,15.799999999999955,15.799999999999955,0.0,2023,5,16,0,3.82,47.0
2,63.0,0,8.318,3,48.0,50.5320425,-84.8157446,251.0,8.318,2023-05-16 00:12:33,,19.0,667.92,26.0,83.5,33.5,99.0,19.0,148.0,16.0,16.0,0.0,2023,5,16,0,3.82,47.0
2,64.0,0,8.439,3,53.0,50.5319697,-84.8157173,342.0,8.439,2023-05-16 00:12:34,,19.0,675.14,25.5,83.5,29.0,96.0,19.0,148.0,16.200000000000045,16.200000000000045,0.0,2023,5,16,0,3.82,47.0
2,65.0,0,8.134,3,55.0,50.5318923,-84.8156991,343.0,8.134,2023-05-16 00:12:35,,20.0,682.27,23.0,80.0,24.0,90.5,19.0,148.0,16.399999999999977,16.399999999999977,0.0,2023,5,16,0,3.82,47.0
2,66.0,0,7.91,3,55.0,50.5318195,-84.8156718,331.0,7.91,2023-05-16 00:12:36,,20.0,689.38,20.0,73.5,22.0,84.0,19.0,148.0,16.399999999999977,16.399999999999977,0.36,2023,5,16,0,3.82,47.0
3,69.0,0,8.034,3,56.0,50.5317422,-84.8156444,248.0,8.034,2023-05-16 00:12:37,,20.0,696.64,26.0,87.5,21.0,80.0,19.0,148.0,16.399999999999977,16.399999999999977,0.68,2023,5,16,0,3.82,47.0
3,73.0,0,8.122,3,54.0,50.5316693,-84.815608,240.0,8.122,2023-05-16 00:12:38,,20.0,703.99,29.0,93.5,25.0,90.5,19.0,147.0,16.399999999999977,16.399999999999977,0.75,2023,5,16,0,3.82,47.0
3,77.0,0,8.13,6,54.0,50.5317057,-84.8156991,245.0,8.13,2023-05-16 00:12:39,,21.0,711.89,26.5,91.5,27.0,95.5,19.0,147.0,16.399999999999977,16.399999999999977,0.34,2023,5,16,0,3.82,47.0
3,81.0,0,8.129,5,53.0,50.5316466,-84.8156353,232.0,8.129,2023-05-16 00:12:40,,21.0,720.36,24.0,86.5,26.5,96.5,19.0,147.0,16.399999999999977,16.399999999999977,0.0,2023,5,16,0,3.82,47.0
3,81.0,0,8.273,4,53.0,50.5315601,-84.8155625,218.0,8.273,2023-05-16 00:12:41,,21.0,729.92,24.0,83.0,26.0,96.0,19.0,147.0,16.200000000000045,16.200000000000045,0.0,2023,5,16,0,3.82,47.0
3,80.0,0,8.144,4,52.0,50.5314691,-84.815517,195.0,8.144,2023-05-16 00:12:42,,21.0,738.65,23.5,80.0,26.0,96.0,19.0,147.0,16.200000000000045,16.200000000000045,0.0,2023,5,16,0,3.82,47.0
3,80.0,0,8.138,4,53.0,50.5313735,-84.8154806,197.0,8.138,2023-05-16 00:12:43,,22.0,747.84,24.0,82.5,24.5,89.0,19.0,147.0,16.200000000000045,16.200000000000045,0.0,2023,5,16,0,3.82,47.0
3,81.0,0,8.253,4,51.0,50.531287,-84.8154442,208.0,8.253,2023-05-16 00:12:44,,22.0,756.6,25.0,87.0,23.5,86.0,19.0,147.0,16.200000000000045,16.200000000000045,0.0,2023,5,16,0,3.82,47.0
