distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,speed,timestamp,battery_soc,altitude,enhanced_altitude,ascent,cadence,calories,descent,grade,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,year,month,day,hour,wind_speed,wind_direction
5.26,7.671,2,105,50.5127437,-84.8149902,7.671,2022-11-01 11:23:33,,,,,,,,,,,,,,,,2022,11,1,11,3.61,199.0
10.52,7.622,2,105,50.5127734,-84.8149276,7.622,2022-11-01 11:23:34,67.0,,,,,,,,,,,,,,,2022,11,1,11,3.61,199.0
15.97,7.56,2,104,50.512803,-84.8148613,7.56,2022-11-01 11:23:35,,68.20000000000005,68.20000000000005,,,,,,,,,,,,,2022,11,1,11,3.61,199.0
23.35,7.403,2,104,50.5128323,-84.8147604,7.403,2022-11-01 11:23:36,,68.20000000000005,68.20000000000005,0.0,41.0,0.0,0.0,0.0,6.0,55.0,27.0,127.0,19.0,64.0,,2022,11,1,11,3.61,199.0
30.86,7.499,2,104,50.5128727,-84.8146676,7.499,2022-11-01 11:23:37,,68.20000000000005,68.20000000000005,0.0,73.0,0.0,0.0,0.0,7.0,52.0,30.5,88.0,19.0,63.5,,2022,11,1,11,3.61,199.0
38.72,7.792,2,104,50.512909,-84.8145608,7.792,2022-11-01 11:23:38,,68.20000000000005,68.20000000000005,0.0,88.0,0.0,0.0,0.0,22.0,51.0,79.5,104.0,22.0,68.5,18.0,2022,11,1,11,3.61,199.0
46.75,7.988,2,104,50.5129504,-84.8144608,7.988,2022-11-01 11:23:39,,68.20000000000005,68.20000000000005,0.0,90.0,0.0,0.0,0.0,20.5,55.0,77.5,135.0,26.0,80.5,18.0,2022,11,1,11,3.61,199.0
54.78,8.008,2,105,50.5129958,-84.8143597,8.008,2022-11-01 11:23:40,,68.0,68.0,0.0,92.0,0.0,0.0,0.0,19.5,61.0,76.5,155.0,22.0,76.5,18.0,2022,11,1,11,3.61,199.0
62.7,7.934,2,104,50.5130369,-84.8142585,7.934,2022-11-01 11:23:41,,68.0,68.0,0.0,94.0,0.0,0.0,0.0,20.0,60.0,74.5,154.0,18.5,71.0,18.0,2022,11,1,11,3.61,199.0
71.0,8.216,2,104,50.5130772,-84.8141505,8.216,2022-11-01 11:23:42,,68.0,68.0,0.0,95.0,0.0,0.0,0.0,20.5,58.0,72.5,146.0,17.5,67.0,18.0,2022,11,1,11,3.61,199.0
79.19,8.188,2,104,50.5131136,-84.8140495,8.188,2022-11-01 11:23:43,,68.0,68.0,0.0,95.0,0.0,0.0,0.0,20.0,59.0,71.0,140.0,17.5,63.0,18.0,2022,11,1,11,3.61,199.0
87.22,8.072,2,103,50.5131502,-84.8139411,8.072,2022-11-01 11:23:44,,68.0,68.0,0.0,95.0,1.0,0.0,0.0,20.0,60.0,69.5,138.0,17.5,59.0,18.0,2022,11,1,11,3.61,199.0
95.38,8.144,3,104,50.5131907,-84.8138328,8.144,2022-11-01 11:23:45,,68.0,68.0,0.0,95.0,1.0,0.0,0.0,21.0,61.0,73.5,138.0,19.0,63.0,18.0,2022,11,1,11,3.61,199.0
103.55,8.156,3,105,50.5132281,-84.8137313,8.156,2022-11-01 11:23:46,,68.0,68.0,0.0,95.0,1.0,0.0,0.0,21.0,62.0,74.0,144.0,20.0,68.5,18.0,2022,11,1,11,3.61,199.0
111.47,7.977,3,105,50.5132685,-84.8136304,7.977,2022-11-01 11:23:47,,68.0,68.0,0.0,95.0,1.0,0.0,0.0,20.5,63.0,70.5,135.0,20.0,69.5,18.0,2022,11,1,11,3.61,199.0
119.41,8.004,3,105,50.513305,-84.813523,8.004,2022-11-01 11:23:48,,68.0,68.0,0.0,96.0,1.0,0.0,0.0,20.0,56.0,68.0,129.0,16.5,59.5,18.0,2022,11,1,11,3.61,199.0
127.48,8.009,3,107,50.5133468,-84.813423,8.009,2022-11-01 11:23:49,,68.0,68.0,0.0,72.0,1.0,0.0,0.0,16.0,33.0,58.0,124.0,15.0,53.0,18.0,2022,11,1,11,3.61,199.0
135.88,8.356,2,106,50.5133972,-84.813323,8.356,2022-11-01 11:23:50,,68.0,68.0,0.0,75.0,1.0,0.0,0.0,25.5,58.0,79.0,115.0,9.0,35.5,18.0,2022,11,1,11,3.61,199.0
144.69,8.601,2,106,50.5134521,-84.8132205,8.601,2022-11-01 11:23:51,,67.79999999999995,67.79999999999995,0.0,85.0,2.0,0.0,0.0,29.0,59.0,90.0,198.0,11.0,41.0,18.0,2022,11,1,11,3.61,199.0
153.13,8.49,2,105,50.5135024,-84.8131118,8.49,2022-11-01 11:23:52,,67.79999999999995,67.79999999999995,0.0,86.0,2.0,0.0,0.0,26.5,55.0,88.0,233.0,19.5,66.0,18.0,2022,11,1,11,3.61,199.0
161.42,8.372,2,105,50.513551,-84.8130139,8.372,2022-11-01 11:23:53,,67.79999999999995,67.79999999999995,0.0,87.0,2.0,0.0,0.0,23.5,55.0,85.5,230.0,27.5,89.0,18.0,2022,11,1,11,3.61,199.0
169.75,8.324,2,106,50.5135966,-84.8129114,8.324,2022-11-01 11:23:54,,67.79999999999995,67.79999999999995,0.0,87.0,2.0,0.0,0.0,20.0,52.0,80.5,223.0,25.5,86.5,18.0,2022,11,1,11,3.61,199.0
178.1,8.359,2,106,50.513637,-84.8128025,8.359,2022-11-01 11:23:55,,67.79999999999995,67.79999999999995,0.0,87.0,2.0,0.0,0.0,20.5,54.0,80.0,211.0,24.0,83.5,18.0,2022,11,1,11,3.61,199.0
186.51,8.388,2,104,50.5136735,-84.8126929,8.388,2022-11-01 11:23:56,,67.79999999999995,67.79999999999995,0.0,88.0,3.0,0.0,0.0,22.5,56.0,82.5,185.0,23.5,82.0,18.0,2022,11,1,11,3.61,199.0
194.86,8.388,2,106,50.5137093,-84.8125833,8.388,2022-11-01 11:23:57,,67.79999999999995,67.79999999999995,0.0,89.0,3.0,0.0,0.0,24.5,59.0,87.0,188.0,23.5,81.0,18.0,2022,11,1,11,3.61,199.0
203.71,8.72,2,104,50.5137451,-84.8124626,8.72,2022-11-01 11:23:58,,67.79999999999995,67.79999999999995,0.0,91.0,3.0,0.0,0.0,26.5,60.0,92.0,196.0,23.5,80.0,18.0,2022,11,1,11,3.61,199.0
215.09,10.751,2,103,50.5138136,-84.8123275,10.751,2022-11-01 11:23:59,,67.79999999999995,67.79999999999995,0.0,91.0,3.0,0.0,0.0,23.5,54.0,84.0,197.0,23.5,80.0,18.0,2022,11,1,11,3.61,199.0
226.09,10.88,2,104,50.5138869,-84.8122001,10.88,2022-11-01 11:24:00,,67.79999999999995,67.79999999999995,0.0,92.0,3.0,0.0,0.0,21.0,58.0,82.0,180.0,25.0,82.5,18.0,2022,11,1,11,3.61,199.0
236.78,10.744,2,104,50.5139579,-84.8120834,10.744,2022-11-01 11:24:01,,67.79999999999995,67.79999999999995,0.0,92.0,4.0,0.0,0.0,20.5,62.0,83.5,179.0,26.0,82.5,18.0,2022,11,1,11,3.61,199.0
245.94,9.649,2,106,50.5140159,-84.8119748,9.649,2022-11-01 11:24:02,,67.79999999999995,67.79999999999995,0.0,92.0,4.0,0.0,0.0,21.5,63.0,81.5,175.0,22.5,74.0,18.0,2022,11,1,11,3.61,199.0
255.23,9.508,2,105,50.5140695,-84.8118593,9.508,2022-11-01 11:24:03,,67.79999999999995,67.79999999999995,0.0,93.0,4.0,0.0,0.0,22.5,63.0,79.0,167.0,19.5,66.0,18.0,2022,11,1,11,3.61,199.0
264.59,9.199,2,105,50.5141254,-84.8117465,9.199,2022-11-01 11:24:04,,67.60000000000002,67.60000000000002,0.0,93.0,4.0,0.0,0.0,22.5,63.0,79.0,162.0,19.5,66.5,18.0,2022,11,1,11,3.61,199.0
273.48,9.024,2,105,50.5141745,-84.8116386,9.024,2022-11-01 11:24:05,,67.60000000000002,67.60000000000002,0.0,93.0,4.0,0.0,0.0,22.5,63.0,79.5,158.0,19.5,67.5,18.0,2022,11,1,11,3.61,199.0
282.49,9.021,2,105,50.5142244,-84.8115214,9.021,2022-11-01 11:24:06,,67.79999999999995,67.79999999999995,0.0,93.0,4.0,0.0,0.0,22.0,56.0,80.0,154.0,19.5,68.0,18.0,2022,11,1,11,3.61,199.0
291.29,8.787,2,103,50.5142706,-84.8114179,8.787,2022-11-01 11:24:07,,67.79999999999995,67.79999999999995,0.0,93.0,4.0,0.0,0.0,22.0,50.0,80.5,149.0,19.5,68.0,18.0,2022,11,1,11,3.61,199.0
300.04,8.829,2,104,50.5143149,-84.8113017,8.829,2022-11-01 11:24:08,,67.79999999999995,67.79999999999995,0.0,93.0,5.0,0.0,0.0,21.5,54.0,80.5,150.0,20.0,68.0,18.0,2022,11,1,11,3.61,199.0
308.91,8.828,2,105,50.514356,-84.8111837,8.828,2022-11-01 11:24:09,,67.79999999999995,67.79999999999995,0.0,93.0,5.0,0.0,0.0,21.5,57.0,81.0,165.0,20.0,68.0,18.0,2022,11,1,11,3.61,199.0
317.8,8.841,2,105,50.5143975,-84.811073,8.841,2022-11-01 11:24:10,,67.79999999999995,67.79999999999995,0.0,93.0,5.0,0.0,0.0,21.0,61.0,81.5,172.0,20.0,68.5,18.0,2022,11,1,11,3.61,199.0
326.11,8.462,2,106,50.5144379,-84.8109641,8.462,2022-11-01 11:24:11,,67.79999999999995,67.79999999999995,0.0,93.0,5.0,0.0,0.0,21.0,65.0,81.5,175.0,20.0,68.5,17.0,2022,11,1,11,3.61,199.0
334.56,8.439,2,105,50.5144744,-84.8108536,8.439,2022-11-01 11:24:12,,67.79999999999995,67.79999999999995,0.0,93.0,5.0,0.0,0.0,21.5,66.0,81.5,177.0,20.0,68.5,17.0,2022,11,1,11,3.61,199.0
343.37,8.693,2,105,50.5145114,-84.8107351,8.693,2022-11-01 11:24:13,,67.79999999999995,67.79999999999995,0.0,93.0,5.0,0.0,0.0,21.5,64.0,81.5,177.0,20.0,68.5,17.0,2022,11,1,11,3.61,199.0
352.18,8.757,2,106,50.5145525,-84.8106184,8.757,2022-11-01 11:24:14,,67.79999999999995,67.79999999999995,0.0,94.0,6.0,0.0,0.0,22.0,61.0,78.5,173.0,20.0,68.5,17.0,2022,11,1,11,3.61,199.0
360.85,8.867,3,106,50.5145964,-84.8105107,8.867,2022-11-01 11:24:15,,67.79999999999995,67.79999999999995,0.0,94.0,6.0,0.0,0.0,24.0,62.0,83.0,176.0,20.5,68.0,17.0,2022,11,1,11,3.61,199.0
369.7,8.74,3,104,50.5146346,-84.8103905,8.74,2022-11-01 11:24:16,,67.79999999999995,67.79999999999995,0.0,95.0,6.0,0.0,0.0,26.5,61.0,92.5,183.0,21.5,67.5,17.0,2022,11,1,11,3.61,199.0
378.18,8.61,3,106,50.5146798,-84.810283,8.61,2022-11-01 11:24:17,,68.0,68.0,0.0,92.0,6.0,0.0,0.0,27.0,56.0,92.0,182.0,23.5,75.0,17.0,2022,11,1,11,3.61,199.0
387.08,8.876,3,106,50.5147296,-84.8101743,8.876,2022-11-01 11:24:18,,68.0,68.0,0.0,88.0,6.0,0.0,0.0,27.5,56.0,91.5,174.0,25.5,82.0,17.0,2022,11,1,11,3.61,199.0
396.08,8.88,3,104,50.51478,-84.8100634,8.88,2022-11-01 11:24:19,,68.0,68.0,0.0,87.0,7.0,0.0,0.0,25.5,55.0,86.5,176.0,28.5,88.0,17.0,2022,11,1,11,3.61,199.0
404.75,8.67,3,106,50.5148267,-84.8099545,8.67,2022-11-01 11:24:20,,68.0,68.0,0.0,87.0,7.0,0.0,0.0,22.5,53.0,78.0,182.0,30.0,88.5,17.0,2022,11,1,11,3.61,199.0
413.14,8.263,3,104,50.5148819,-84.809856,8.263,2022-11-01 11:24:21,,68.0,68.0,0.0,87.0,7.0,0.0,0.0,20.0,52.0,70.0,172.0,26.0,81.0,17.0,2022,11,1,11,3.61,199.0
421.34,8.062,3,105,50.5149413,-84.8097738,8.062,2022-11-01 11:24:22,,68.0,68.0,0.0,87.0,7.0,0.0,0.0,20.0,58.0,70.0,144.0,23.0,71.5,17.0,2022,11,1,11,3.61,199.0
429.37,8.032,3,101,50.5150005,-84.8096908,8.032,2022-11-01 11:24:23,,67.79999999999995,67.79999999999995,0.0,87.0,7.0,0.0,0.0,20.0,56.0,70.5,149.0,22.5,71.5,17.0,2022,11,1,11,3.61,199.0
437.4,7.961,3,101,50.5150601,-84.8096014,7.961,2022-11-01 11:24:24,,67.79999999999995,67.79999999999995,0.0,87.0,7.0,0.0,0.0,20.0,55.0,71.5,153.0,23.0,73.5,17.0,2022,11,1,11,3.61,199.0
445.99,8.358,3,101,50.515127,-84.8095199,8.358,2022-11-01 11:24:25,,67.79999999999995,67.79999999999995,0.0,88.0,8.0,0.0,0.0,20.0,53.0,72.0,171.0,23.0,75.5,17.0,2022,11,1,11,3.61,199.0
454.07,8.362,3,101,50.5151865,-84.8094351,8.362,2022-11-01 11:24:26,,67.60000000000002,67.60000000000002,0.0,88.0,8.0,0.0,0.0,20.0,52.0,73.0,191.0,23.5,77.5,17.0,2022,11,1,11,3.61,199.0
464.19,8.521,3,100,50.5152661,-84.8093362,8.521,2022-11-01 11:24:27,,67.60000000000002,67.60000000000002,0.0,87.0,8.0,0.0,0.0,21.0,53.0,76.0,201.0,23.5,77.5,17.0,2022,11,1,11,3.61,199.0
473.15,8.676,3,101,50.5153412,-84.8092482,8.676,2022-11-01 11:24:28,,67.60000000000002,67.60000000000002,0.0,89.0,8.0,0.0,0.0,22.5,56.0,77.5,215.0,21.0,74.5,17.0,2022,11,1,11,3.61,199.0
482.22,8.682,3,101,50.5154149,-84.8091652,8.682,2022-11-01 11:24:29,,67.60000000000002,67.60000000000002,0.0,88.0,8.0,0.0,0.0,23.5,60.0,83.0,198.0,19.5,73.0,17.0,2022,11,1,11,3.61,199.0
491.22,8.705,3,102,50.5154882,-84.8090819,8.705,2022-11-01 11:24:30,,67.60000000000002,67.60000000000002,0.0,87.0,9.0,0.0,0.0,23.5,60.0,86.5,194.0,20.5,76.0,17.0,2022,11,1,11,3.61,199.0
500.0,8.788,3,100,50.5155604,-84.8089924,8.788,2022-11-01 11:24:31,,67.60000000000002,67.60000000000002,0.0,87.0,9.0,0.0,0.0,22.5,56.0,82.0,198.0,25.0,82.5,17.0,2022,11,1,11,3.61,199.0
509.2,8.773,3,98,50.5156336,-84.8089101,8.773,2022-11-01 11:24:32,,67.60000000000002,67.60000000000002,0.0,87.0,9.0,0.0,0.0,19.0,55.0,76.0,199.0,20.5,77.5,17.0,2022,11,1,11,3.61,199.0
518.09,8.728,3,96,50.5157068,-84.8088277,8.728,2022-11-01 11:24:33,,67.60000000000002,67.60000000000002,0.0,87.0,9.0,0.0,0.0,20.0,51.0,76.0,196.0,22.5,82.5,17.0,2022,11,1,11,3.61,199.0
526.66,8.426,3,96,50.515779,-84.8087455,8.426,2022-11-01 11:24:34,,67.60000000000002,67.60000000000002,0.0,86.0,9.0,0.0,0.0,20.5,52.0,75.0,187.0,23.5,82.0,17.0,2022,11,1,11,3.61,199.0
534.85,8.118,3,97,50.5158429,-84.8086639,8.118,2022-11-01 11:24:35,,67.60000000000002,67.60000000000002,0.0,85.0,9.0,0.0,0.0,21.5,55.0,76.0,182.0,23.5,79.5,17.0,2022,11,1,11,3.61,199.0
543.55,8.255,3,96,50.5159121,-84.8085809,8.255,2022-11-01 11:24:36,,67.60000000000002,67.60000000000002,0.0,85.0,10.0,0.0,0.0,24.0,57.0,80.0,191.0,23.0,79.0,17.0,2022,11,1,11,3.61,199.0
551.99,8.209,3,97,50.5159794,-84.8085001,8.209,2022-11-01 11:24:37,,67.60000000000002,67.60000000000002,0.0,85.0,10.0,0.0,0.0,23.0,56.0,79.0,212.0,21.0,74.0,17.0,2022,11,1,11,3.61,199.0
560.34,7.838,3,97,50.5160476,-84.8084188,7.838,2022-11-01 11:24:38,,67.60000000000002,67.60000000000002,0.0,85.0,10.0,0.0,0.0,20.0,55.0,80.0,228.0,22.0,76.5,17.0,2022,11,1,11,3.61,199.0
569.09,8.014,3,97,50.5161188,-84.8083383,8.014,2022-11-01 11:24:39,,67.60000000000002,67.60000000000002,0.0,84.0,10.0,0.0,0.0,18.0,55.0,76.5,199.0,22.0,74.5,17.0,2022,11,1,11,3.61,199.0
577.77,8.163,3,96,50.5161892,-84.8082553,8.163,2022-11-01 11:24:40,,67.60000000000002,67.60000000000002,0.0,84.0,10.0,0.0,0.0,19.0,53.0,72.0,167.0,21.0,70.5,17.0,2022,11,1,11,3.61,199.0
586.43,7.94,3,102,50.516262,-84.808181,7.94,2022-11-01 11:24:41,,67.60000000000002,67.60000000000002,0.0,83.0,11.0,0.0,0.0,21.0,50.0,69.5,144.0,20.5,68.5,17.0,2022,11,1,11,3.61,199.0
594.73,7.624,3,103,50.5163293,-84.808099,7.624,2022-11-01 11:24:42,,67.60000000000002,67.60000000000002,0.0,70.0,11.0,0.0,0.0,17.5,49.0,63.5,128.0,22.5,71.5,17.0,2022,11,1,11,3.61,199.0
602.3,7.333,3,106,50.5163876,-84.8080195,7.333,2022-11-01 11:24:43,,67.79999999999995,67.79999999999995,0.0,54.0,11.0,0.0,0.0,26.5,48.0,80.5,118.0,19.0,62.5,17.0,2022,11,1,11,3.61,199.0
608.97,6.275,3,106,50.5164404,-84.8079565,6.275,2022-11-01 11:24:44,,67.79999999999995,67.79999999999995,0.0,36.0,11.0,0.0,0.0,30.5,51.0,88.0,110.0,16.5,57.0,17.0,2022,11,1,11,3.61,199.0
614.77,5.297,3,106,50.5164815,-84.8078928,5.297,2022-11-01 11:24:45,,67.79999999999995,67.79999999999995,0.0,19.0,11.0,0.0,0.0,31.0,53.0,89.0,103.0,15.5,53.5,17.0,2022,11,1,11,3.61,199.0
619.7,4.406,3,106,50.516517,-84.807839,4.406,2022-11-01 11:24:46,,68.0,68.0,0.0,2.0,11.0,0.0,0.0,31.0,56.0,90.5,0.0,14.5,50.0,17.0,2022,11,1,11,3.61,199.0
624.02,4.553,3,106,50.5165437,-84.8077937,4.553,2022-11-01 11:24:47,,68.0,68.0,0.0,0.0,11.0,0.0,0.0,31.5,59.0,91.5,0.0,13.0,47.0,17.0,2022,11,1,11,3.61,199.0
627.56,3.786,3,106,50.5165656,-84.807749,3.786,2022-11-01 11:24:48,,68.0,68.0,0.0,0.0,11.0,0.0,0.0,31.5,62.0,92.5,0.0,12.0,43.5,17.0,2022,11,1,11,3.61,199.0
630.08,2.847,3,105,50.5165792,-84.8077146,2.847,2022-11-01 11:24:49,,68.20000000000005,68.20000000000005,0.0,0.0,11.0,0.0,0.0,31.5,65.0,93.5,0.0,11.0,40.0,17.0,2022,11,1,11,3.61,199.0
632.19,2.281,3,104,50.5165935,-84.8076962,2.281,2022-11-01 11:24:50,,68.20000000000005,68.20000000000005,0.0,0.0,11.0,0.0,0.0,32.0,68.0,94.5,0.0,9.5,36.5,17.0,2022,11,1,11,3.61,199.0
634.14,2.034,3,104,50.5166102,-84.8076771,2.034,2022-11-01 11:24:51,,68.20000000000005,68.20000000000005,0.0,0.0,11.0,0.0,0.0,32.0,71.0,95.5,0.0,8.5,33.5,17.0,2022,11,1,11,3.61,199.0
635.78,1.737,3,104,50.5166157,-84.8076508,1.737,2022-11-01 11:24:52,,68.20000000000005,68.20000000000005,0.0,0.0,11.0,0.0,0.0,32.5,74.0,96.5,0.0,7.5,30.0,17.0,2022,11,1,11,3.61,199.0
637.67,1.86,3,103,50.5166291,-84.8076321,1.86,2022-11-01 11:24:53,,68.20000000000005,68.20000000000005,0.0,0.0,11.0,0.0,0.0,32.5,76.0,97.5,0.0,6.0,26.5,17.0,2022,11,1,11,3.61,199.0
640.29,2.423,3,104,50.516645,-84.8076033,2.423,2022-11-01 11:24:54,,68.39999999999998,68.39999999999998,0.0,0.0,11.0,0.0,0.0,33.0,79.0,98.5,0.0,5.0,23.5,17.0,2022,11,1,11,3.61,199.0
643.9,3.316,3,105,50.5166763,-84.8075679,3.316,2022-11-01 11:24:55,,68.39999999999998,68.39999999999998,0.0,44.0,11.0,0.0,0.0,32.0,69.0,97.0,26.0,5.5,25.0,17.0,2022,11,1,11,3.61,199.0
647.45,3.471,3,104,50.5167043,-84.8075414,3.471,2022-11-01 11:24:56,,68.39999999999998,68.39999999999998,0.0,59.0,11.0,0.0,0.0,25.0,44.0,82.0,106.0,14.0,53.5,17.0,2022,11,1,11,3.61,199.0
650.66,3.273,3,103,50.5167381,-84.8075243,3.273,2022-11-01 11:24:57,,68.39999999999998,68.39999999999998,0.0,67.0,11.0,0.0,0.0,18.5,51.0,67.0,170.0,22.5,82.0,17.0,2022,11,1,11,3.61,199.0
655.43,4.416,2,103,50.516789,-84.8075181,4.416,2022-11-01 11:24:58,,68.39999999999998,68.39999999999998,0.0,69.0,11.0,0.0,0.0,18.5,58.0,81.0,144.0,19.0,66.5,17.0,2022,11,1,11,3.61,199.0
661.42,5.602,2,102,50.5168482,-84.8075402,5.602,2022-11-01 11:24:59,,68.39999999999998,68.39999999999998,0.0,89.0,12.0,0.0,0.0,24.0,55.0,98.5,239.0,13.5,44.5,17.0,2022,11,1,11,3.61,199.0
668.18,6.488,2,100,50.5169071,-84.8075965,6.488,2022-11-01 11:25:00,,68.20000000000005,68.20000000000005,0.0,93.0,12.0,0.0,0.0,30.0,53.0,98.0,415.0,15.5,51.5,16.0,2022,11,1,11,3.61,199.0
675.15,6.847,2,100,50.5169644,-84.8076686,6.847,2022-11-01 11:25:01,,68.0,68.0,0.0,94.0,13.0,0.0,0.0,29.0,56.0,94.0,452.0,30.0,94.5,16.0,2022,11,1,11,3.61,199.0
681.89,6.772,2,101,50.5170095,-84.8077423,6.772,2022-11-01 11:25:02,,68.0,68.0,0.0,93.0,13.0,0.0,0.0,21.0,40.0,79.0,427.0,28.0,98.0,16.0,2022,11,1,11,3.61,199.0
688.67,6.761,2,102,50.5170514,-84.8078241,6.761,2022-11-01 11:25:03,,67.79999999999995,67.79999999999995,0.0,91.0,13.0,0.0,0.0,20.5,46.0,76.5,271.0,24.5,89.5,16.0,2022,11,1,11,3.61,199.0
695.04,6.554,2,101,50.5170963,-84.8078942,6.554,2022-11-01 11:25:04,,67.79999999999995,67.79999999999995,0.0,92.0,13.0,0.0,0.0,24.0,54.0,79.5,209.0,21.5,78.0,16.0,2022,11,1,11,3.61,199.0
702.13,6.881,3,101,50.5171519,-84.8079615,6.881,2022-11-01 11:25:05,,67.79999999999995,67.79999999999995,0.0,93.0,14.0,0.0,0.0,27.5,57.0,83.0,194.0,19.0,69.0,16.0,2022,11,1,11,3.61,199.0
709.05,6.94,3,101,50.5172012,-84.8080414,6.94,2022-11-01 11:25:06,,67.60000000000002,67.60000000000002,0.0,94.0,14.0,0.0,0.0,29.0,55.0,87.5,192.0,22.0,76.0,16.0,2022,11,1,11,3.61,199.0
716.34,7.164,3,101,50.5172519,-84.8081161,7.164,2022-11-01 11:25:07,,67.60000000000002,67.60000000000002,0.0,92.0,14.0,0.0,0.0,30.5,51.0,92.0,190.0,25.5,83.0,16.0,2022,11,1,11,3.61,199.0
723.68,7.382,3,101,50.5173018,-84.8081978,7.382,2022-11-01 11:25:08,,67.60000000000002,67.60000000000002,0.0,90.0,14.0,0.0,0.0,32.0,53.0,96.0,230.0,28.5,89.5,16.0,2022,11,1,11,3.61,199.0
731.51,7.642,3,102,50.5173574,-84.808288,7.642,2022-11-01 11:25:09,,67.60000000000002,67.60000000000002,0.0,92.0,14.0,0.0,0.0,31.0,56.0,95.5,254.0,29.5,94.0,16.0,2022,11,1,11,3.61,199.0
739.06,7.661,3,100,50.5174151,-84.8083597,7.661,2022-11-01 11:25:10,,67.60000000000002,67.60000000000002,0.0,95.0,15.0,0.0,0.0,26.5,55.0,89.0,270.0,27.5,95.0,16.0,2022,11,1,11,3.61,199.0
746.63,7.967,3,101,50.5174711,-84.8084372,7.967,2022-11-01 11:25:11,,67.60000000000002,67.60000000000002,0.0,96.0,15.0,0.0,0.0,24.5,52.0,89.5,266.0,27.5,95.0,16.0,2022,11,1,11,3.61,199.0
755.79,8.416,3,101,50.5175386,-84.8085356,8.416,2022-11-01 11:25:12,,67.39999999999998,67.39999999999998,0.0,97.0,15.0,0.0,0.0,22.5,56.0,79.0,248.0,27.5,95.0,16.0,2022,11,1,11,3.61,199.0
764.26,8.388,3,101,50.5175956,-84.8086331,8.388,2022-11-01 11:25:13,,67.20000000000005,67.20000000000005,0.0,97.0,15.0,0.0,0.0,22.0,56.0,78.0,203.0,26.5,92.0,16.0,2022,11,1,11,3.61,199.0
772.53,8.312,3,101,50.5176696,-84.8086961,8.312,2022-11-01 11:25:14,,67.20000000000005,67.20000000000005,0.0,97.0,16.0,0.0,0.0,23.5,55.0,82.0,200.0,25.5,88.0,16.0,2022,11,1,11,3.61,199.0
781.19,8.556,3,101,50.517752,-84.8087507,8.556,2022-11-01 11:25:15,,67.20000000000005,67.20000000000005,0.0,97.0,16.0,0.0,0.0,24.5,53.0,86.0,197.0,24.5,84.0,16.0,2022,11,1,11,3.61,199.0
790.29,8.974,3,102,50.5178401,-84.8088054,8.974,2022-11-01 11:25:16,,67.20000000000005,67.20000000000005,0.0,98.0,16.0,0.0,0.0,25.5,51.0,89.5,201.0,23.0,80.0,16.0,2022,11,1,11,3.61,199.0
799.98,9.496,3,103,50.5179397,-84.808859,9.496,2022-11-01 11:25:17,,67.20000000000005,67.20000000000005,0.0,98.0,16.0,0.0,0.0,23.5,49.0,83.5,248.0,23.5,80.0,16.0,2022,11,1,11,3.61,199.0
809.64,9.567,3,102,50.5180354,-84.8089051,9.567,2022-11-01 11:25:18,,67.20000000000005,67.20000000000005,0.0,99.0,17.0,0.0,0.0,24.5,56.0,84.0,245.0,26.0,83.5,16.0,2022,11,1,11,3.61,199.0
818.26,8.877,3,103,50.5181214,-84.8089491,8.877,2022-11-01 11:25:19,,67.39999999999998,67.39999999999998,0.0,100.0,17.0,0.0,0.0,25.0,55.0,82.5,243.0,26.5,86.0,16.0,2022,11,1,11,3.61,199.0
826.62,8.623,3,102,50.5182091,-84.8089853,8.623,2022-11-01 11:25:20,,67.39999999999998,67.39999999999998,0.0,101.0,17.0,0.0,0.0,22.5,51.0,73.5,214.0,24.5,85.0,16.0,2022,11,1,11,3.61,199.0
835.41,8.667,3,102,50.5182939,-84.8090318,8.667,2022-11-01 11:25:21,,67.39999999999998,67.39999999999998,0.0,98.0,17.0,0.0,0.0,19.0,50.0,61.5,202.0,23.0,80.5,16.0,2022,11,1,11,3.61,199.0
844.34,8.875,3,101,50.5183852,-84.8090784,8.875,2022-11-01 11:25:22,,67.39999999999998,67.39999999999998,0.0,95.0,17.0,0.0,0.0,23.0,63.0,79.0,205.0,24.5,79.5,16.0,2022,11,1,11,3.61,199.0
853.36,8.981,3,101,50.5184743,-84.8091311,8.981,2022-11-01 11:25:23,,67.39999999999998,67.39999999999998,0.0,94.0,18.0,0.0,0.0,24.0,62.0,85.5,211.0,23.5,77.5,16.0,2022,11,1,11,3.61,199.0
862.51,9.082,3,100,50.5185672,-84.8091776,9.082,2022-11-01 11:25:24,,67.20000000000005,67.20000000000005,0.0,94.0,18.0,0.0,0.0,23.5,61.0,84.0,203.0,21.0,74.5,16.0,2022,11,1,11,3.61,199.0
871.53,9.044,3,100,50.5186574,-84.8092238,9.044,2022-11-01 11:25:25,,67.20000000000005,67.20000000000005,0.0,94.0,18.0,0.0,0.0,23.0,60.0,81.0,203.0,19.0,70.5,16.0,2022,11,1,11,3.61,199.0
880.35,8.877,3,102,50.5187436,-84.8092776,8.877,2022-11-01 11:25:26,,67.20000000000005,67.20000000000005,0.0,94.0,18.0,0.0,0.0,22.0,55.0,81.0,199.0,19.0,70.5,16.0,2022,11,1,11,3.61,199.0
