distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,speed,timestamp,battery_soc,altitude,enhanced_altitude,ascent,cadence,calories,descent,grade,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,year,month,day,hour,wind_speed,wind_direction
3770.51,8.307,2,105,50.5442169,-84.8303523,8.307,2022-11-01 11:31:59,,68.39999999999998,68.39999999999998,4.0,99.0,90.0,7.0,0.0,22.5,56.0,81.5,275.0,19.0,69.0,14.0,2022,11,1,11,3.61,199.0
3777.66,8.295,2,105,50.5442639,-84.8304308,8.295,2022-11-01 11:32:00,,68.39999999999998,68.39999999999998,4.0,98.0,90.0,7.0,0.0,20.0,55.0,78.0,238.0,18.0,65.5,14.0,2022,11,1,11,3.61,199.0
3786.42,8.161,2,104,50.5443305,-84.8305174,8.161,2022-11-01 11:32:01,,68.60000000000002,68.60000000000002,4.0,98.0,90.0,7.0,0.0,24.0,54.0,79.5,223.0,21.5,75.5,14.0,2022,11,1,11,3.61,199.0
3794.9,8.197,2,105,50.5443915,-84.8306119,8.197,2022-11-01 11:32:02,,68.60000000000002,68.60000000000002,4.0,98.0,90.0,7.0,0.0,22.5,49.0,77.0,250.0,23.0,80.5,14.0,2022,11,1,11,3.61,199.0
3804.01,8.374,2,106,50.5444506,-84.8307184,8.374,2022-11-01 11:32:03,,68.60000000000002,68.60000000000002,4.0,99.0,91.0,7.0,0.0,20.0,56.0,76.0,261.0,23.0,82.0,14.0,2022,11,1,11,3.61,199.0
3812.39,8.453,2,106,50.5445092,-84.8308102,8.453,2022-11-01 11:32:04,,68.79999999999995,68.79999999999995,4.0,101.0,91.0,7.0,0.0,21.0,60.0,80.0,265.0,23.5,81.5,14.0,2022,11,1,11,3.61,199.0
3820.8,8.458,2,104,50.5445632,-84.8309091,8.458,2022-11-01 11:32:05,,68.79999999999995,68.79999999999995,4.0,101.0,91.0,7.0,0.0,21.5,54.0,84.5,259.0,24.0,81.5,14.0,2022,11,1,11,3.61,199.0
3828.98,8.49,2,105,50.5446145,-84.831003,8.49,2022-11-01 11:32:06,,68.79999999999995,68.79999999999995,4.0,101.0,91.0,7.0,0.0,23.5,57.0,82.5,250.0,24.5,83.5,14.0,2022,11,1,11,3.61,199.0
3838.47,8.531,2,104,50.5446771,-84.8311096,8.531,2022-11-01 11:32:07,,69.0,69.0,4.0,101.0,92.0,7.0,0.0,24.0,56.0,77.0,214.0,21.0,73.5,14.0,2022,11,1,11,3.61,199.0
3846.56,8.555,2,104,50.5447279,-84.8312026,8.555,2022-11-01 11:32:08,,69.0,69.0,4.0,101.0,92.0,7.0,0.0,25.5,57.0,76.0,219.0,18.5,65.5,14.0,2022,11,1,11,3.61,199.0
3855.73,8.556,2,103,50.544792,-84.8313094,8.556,2022-11-01 11:32:09,,69.0,69.0,4.0,101.0,92.0,7.0,0.0,29.5,56.0,83.0,238.0,19.5,69.0,14.0,2022,11,1,11,3.61,199.0
3864.46,8.591,2,103,50.5448553,-84.8314014,8.591,2022-11-01 11:32:10,,69.0,69.0,4.0,97.0,92.0,7.0,0.0,33.5,53.0,90.5,239.0,20.5,72.5,14.0,2022,11,1,11,3.61,199.0
3873.06,8.69,2,103,50.5449138,-84.8315011,8.69,2022-11-01 11:32:11,,69.20000000000005,69.20000000000005,4.0,95.0,93.0,7.0,0.0,37.0,56.0,97.5,239.0,21.5,76.5,14.0,2022,11,1,11,3.61,199.0
3881.92,8.693,2,103,50.5449686,-84.8316026,8.693,2022-11-01 11:32:12,,69.20000000000005,69.20000000000005,4.0,95.0,93.0,7.0,0.0,36.0,57.0,98.5,287.0,24.5,81.5,14.0,2022,11,1,11,3.61,199.0
3890.66,8.716,2,104,50.5450228,-84.83171,8.716,2022-11-01 11:32:13,,69.20000000000005,69.20000000000005,4.0,96.0,93.0,7.0,0.0,32.5,57.0,96.5,295.0,28.0,87.0,14.0,2022,11,1,11,3.61,199.0
3899.47,8.718,2,105,50.5450785,-84.8318112,8.718,2022-11-01 11:32:14,,69.20000000000005,69.20000000000005,4.0,96.0,93.0,7.0,0.0,28.5,58.0,94.5,290.0,32.0,92.5,14.0,2022,11,1,11,3.61,199.0
3908.15,8.634,2,104,50.5451373,-84.8319108,8.634,2022-11-01 11:32:15,,69.39999999999998,69.39999999999998,4.0,96.0,94.0,7.0,0.0,27.5,59.0,93.0,283.0,29.0,88.0,14.0,2022,11,1,11,3.61,199.0
3917.04,8.715,2,104,50.5451969,-84.8320108,8.715,2022-11-01 11:32:16,,69.39999999999998,69.39999999999998,4.0,96.0,94.0,7.0,0.0,26.0,61.0,91.0,277.0,26.0,83.0,14.0,2022,11,1,11,3.61,199.0
3925.72,8.686,2,105,50.545256,-84.8321026,8.686,2022-11-01 11:32:17,,69.39999999999998,69.39999999999998,4.0,95.0,94.0,7.0,0.0,24.5,63.0,86.5,243.0,23.5,79.0,14.0,2022,11,1,11,3.61,199.0
3934.14,8.595,2,105,50.5453144,-84.8322006,8.595,2022-11-01 11:32:18,,69.60000000000002,69.60000000000002,4.0,95.0,94.0,7.0,0.0,22.5,60.0,79.5,219.0,22.5,77.5,14.0,2022,11,1,11,3.61,199.0
3941.82,8.591,2,106,50.5453671,-84.8322817,8.591,2022-11-01 11:32:19,,69.60000000000002,69.60000000000002,4.0,94.0,95.0,7.0,0.0,24.0,50.0,77.5,232.0,22.5,82.5,14.0,2022,11,1,11,3.61,199.0
3951.25,8.198,2,105,50.5454331,-84.832384,8.198,2022-11-01 11:32:20,,69.79999999999995,69.79999999999995,4.0,95.0,95.0,7.0,0.0,27.5,54.0,91.5,256.0,26.5,92.0,14.0,2022,11,1,11,3.61,199.0
3959.32,8.197,2,105,50.5454871,-84.8324748,8.197,2022-11-01 11:32:21,,70.0,70.0,4.0,95.0,95.0,7.0,0.0,27.0,54.0,91.5,289.0,27.0,90.0,14.0,2022,11,1,11,3.61,199.0
3967.21,8.227,2,105,50.5455398,-84.8325709,8.227,2022-11-01 11:32:22,,70.0,70.0,4.0,95.0,95.0,7.0,0.43,27.0,56.0,91.0,280.0,26.0,85.5,14.0,2022,11,1,11,3.61,199.0
3975.76,8.374,2,104,50.5455959,-84.8326644,8.374,2022-11-01 11:32:23,,70.20000000000005,70.20000000000005,4.0,95.0,96.0,8.0,1.1,28.5,57.0,96.5,283.0,26.0,85.5,14.0,2022,11,1,11,3.61,199.0
3984.27,8.351,2,104,50.5456555,-84.8327652,8.351,2022-11-01 11:32:24,,70.39999999999998,70.39999999999998,4.0,95.0,96.0,8.0,1.18,27.0,56.0,93.5,279.0,26.0,86.5,14.0,2022,11,1,11,3.61,199.0
3992.66,8.378,2,104,50.5457104,-84.8328568,8.378,2022-11-01 11:32:25,,70.39999999999998,70.39999999999998,4.0,95.0,96.0,8.0,1.22,25.5,56.0,91.0,272.0,26.0,88.0,14.0,2022,11,1,11,3.61,199.0
4001.21,8.55,2,104,50.5457688,-84.8329556,8.55,2022-11-01 11:32:26,,70.60000000000002,70.60000000000002,4.0,95.0,97.0,8.0,1.23,25.5,53.0,88.0,269.0,27.5,89.0,14.0,2022,11,1,11,3.61,199.0
4009.62,8.202,2,103,50.5458232,-84.8330463,8.202,2022-11-01 11:32:27,,70.60000000000002,70.60000000000002,5.0,95.0,97.0,8.0,1.22,26.0,55.0,88.5,269.0,27.0,88.0,14.0,2022,11,1,11,3.61,199.0
4017.75,7.91,2,104,50.5458786,-84.8331403,7.91,2022-11-01 11:32:28,,70.79999999999995,70.79999999999995,5.0,94.0,97.0,8.0,1.2,26.5,57.0,93.0,269.0,24.0,85.0,14.0,2022,11,1,11,3.61,199.0
4025.77,7.956,2,105,50.5459284,-84.8332389,7.956,2022-11-01 11:32:29,,70.79999999999995,70.79999999999995,5.0,93.0,97.0,8.0,1.16,25.5,56.0,91.5,267.0,24.0,85.0,14.0,2022,11,1,11,3.61,199.0
4034.0,8.066,2,105,50.5459791,-84.8333313,8.066,2022-11-01 11:32:30,,71.0,71.0,5.0,92.0,98.0,8.0,1.14,25.0,58.0,90.0,260.0,24.5,85.0,14.0,2022,11,1,11,3.61,199.0
4042.22,8.003,2,104,50.5460325,-84.8334291,8.003,2022-11-01 11:32:31,,71.20000000000005,71.20000000000005,5.0,90.0,98.0,8.0,1.18,25.0,57.0,89.0,270.0,24.5,84.5,14.0,2022,11,1,11,3.61,199.0
4050.27,7.593,2,104,50.5460838,-84.8335206,7.593,2022-11-01 11:32:32,,71.39999999999998,71.39999999999998,5.0,92.0,98.0,8.0,1.28,24.5,55.0,87.5,265.0,25.0,84.5,14.0,2022,11,1,11,3.61,199.0
4058.06,7.573,2,105,50.5461382,-84.8336031,7.573,2022-11-01 11:32:33,,71.39999999999998,71.39999999999998,5.0,93.0,98.0,8.0,1.41,24.0,54.0,86.0,254.0,25.5,84.0,14.0,2022,11,1,11,3.61,199.0
4065.53,7.443,2,106,50.5461907,-84.833691,7.443,2022-11-01 11:32:34,,71.60000000000002,71.60000000000002,5.0,93.0,99.0,8.0,1.54,24.0,56.0,85.5,247.0,24.0,81.5,14.0,2022,11,1,11,3.61,199.0
4073.45,7.415,2,105,50.5462421,-84.8337837,7.415,2022-11-01 11:32:35,,71.79999999999995,71.79999999999995,6.0,92.0,99.0,8.0,1.68,24.5,58.0,85.0,229.0,22.5,79.5,14.0,2022,11,1,11,3.61,199.0
4081.03,7.118,2,105,50.5462922,-84.8338657,7.118,2022-11-01 11:32:36,,72.0,72.0,6.0,91.0,99.0,8.0,1.76,25.5,60.0,88.0,228.0,22.0,78.0,14.0,2022,11,1,11,3.61,199.0
4088.25,6.781,2,104,50.5463425,-84.8339471,6.781,2022-11-01 11:32:37,,72.20000000000005,72.20000000000005,6.0,89.0,99.0,8.0,1.86,26.0,59.0,90.0,232.0,22.5,79.0,14.0,2022,11,1,11,3.61,199.0
4095.46,7.146,2,103,50.5463929,-84.8340206,7.146,2022-11-01 11:32:38,,72.39999999999998,72.39999999999998,6.0,88.0,100.0,8.0,1.96,20.5,56.0,76.5,221.0,25.0,84.0,14.0,2022,11,1,11,3.61,199.0
4103.03,7.154,2,103,50.5464477,-84.8341028,7.154,2022-11-01 11:32:39,,72.60000000000002,72.60000000000002,6.0,88.0,100.0,8.0,2.01,23.5,58.0,83.0,209.0,22.0,78.0,14.0,2022,11,1,11,3.61,199.0
4110.55,7.336,2,103,50.5465024,-84.8341849,7.336,2022-11-01 11:32:40,,72.79999999999995,72.79999999999995,6.0,91.0,100.0,8.0,2.03,23.5,57.0,83.5,232.0,22.0,78.5,14.0,2022,11,1,11,3.61,199.0
4118.0,7.318,2,102,50.546557,-84.8342668,7.318,2022-11-01 11:32:41,,72.79999999999995,72.79999999999995,7.0,95.0,100.0,8.0,2.02,22.0,57.0,81.5,255.0,23.5,81.5,14.0,2022,11,1,11,3.61,199.0
4125.58,7.321,2,103,50.5466108,-84.8343481,7.321,2022-11-01 11:32:42,,73.0,73.0,7.0,96.0,101.0,8.0,1.99,21.0,56.0,80.0,262.0,24.5,83.0,14.0,2022,11,1,11,3.61,199.0
4133.1,7.338,2,102,50.546661,-84.8344303,7.338,2022-11-01 11:32:43,,73.0,73.0,7.0,95.0,101.0,8.0,1.92,21.0,56.0,79.5,232.0,24.0,81.5,14.0,2022,11,1,11,3.61,199.0
4140.56,7.252,2,103,50.5467115,-84.8345129,7.252,2022-11-01 11:32:44,,73.0,73.0,7.0,95.0,101.0,8.0,1.84,21.0,55.0,79.0,209.0,23.5,80.5,14.0,2022,11,1,11,3.61,199.0
4147.94,7.247,2,106,50.5467617,-84.8345953,7.247,2022-11-01 11:32:45,,73.20000000000005,73.20000000000005,7.0,94.0,101.0,8.0,1.71,21.5,56.0,78.5,189.0,22.5,79.0,14.0,2022,11,1,11,3.61,199.0
4155.52,7.245,2,106,50.546816,-84.8346865,7.245,2022-11-01 11:32:46,,73.20000000000005,73.20000000000005,7.0,94.0,101.0,8.0,1.52,21.5,57.0,78.0,174.0,22.0,77.5,14.0,2022,11,1,11,3.61,199.0
4163.41,7.256,2,104,50.5468658,-84.834777,7.256,2022-11-01 11:32:47,,73.39999999999998,73.39999999999998,7.0,94.0,101.0,8.0,1.35,21.5,58.0,77.5,185.0,21.5,76.0,14.0,2022,11,1,11,3.61,199.0
4170.6,7.27,2,105,50.5469118,-84.8348588,7.27,2022-11-01 11:32:48,,73.39999999999998,73.39999999999998,7.0,94.0,102.0,8.0,1.18,21.5,59.0,77.0,184.0,21.0,74.5,14.0,2022,11,1,11,3.61,199.0
4177.93,7.35,2,104,50.5469607,-84.8349413,7.35,2022-11-01 11:32:49,,73.20000000000005,73.20000000000005,8.0,94.0,102.0,8.0,0.65,21.0,60.0,75.5,182.0,20.0,69.5,14.0,2022,11,1,11,3.61,199.0
4185.14,7.323,2,103,50.5470023,-84.8350318,7.323,2022-11-01 11:32:50,,73.20000000000005,73.20000000000005,8.0,93.0,102.0,8.0,0.0,21.0,55.0,74.5,180.0,18.5,65.0,14.0,2022,11,1,11,3.61,199.0
4192.34,7.217,2,102,50.5470478,-84.8351145,7.217,2022-11-01 11:32:51,,73.20000000000005,73.20000000000005,8.0,94.0,102.0,8.0,0.0,20.5,49.0,73.0,153.0,17.5,60.0,14.0,2022,11,1,11,3.61,199.0
4199.92,7.335,2,101,50.5470931,-84.8352052,7.335,2022-11-01 11:32:52,,73.20000000000005,73.20000000000005,8.0,94.0,102.0,8.0,0.0,20.0,44.0,71.5,141.0,16.0,55.0,14.0,2022,11,1,11,3.61,199.0
4207.38,7.298,2,100,50.5471377,-84.8352945,7.298,2022-11-01 11:32:53,,73.20000000000005,73.20000000000005,8.0,90.0,102.0,8.0,0.0,19.0,39.0,68.5,134.0,16.5,68.0,14.0,2022,11,1,11,3.61,199.0
4214.69,7.082,2,102,50.5471831,-84.8353852,7.082,2022-11-01 11:32:54,,73.20000000000005,73.20000000000005,8.0,81.0,102.0,8.0,0.0,15.5,33.0,56.0,95.0,15.0,65.0,14.0,2022,11,1,11,3.61,199.0
4221.79,7.06,2,101,50.5472247,-84.8354676,7.06,2022-11-01 11:32:55,,73.20000000000005,73.20000000000005,8.0,58.0,102.0,8.0,0.0,11.0,34.0,41.0,76.0,13.5,55.5,14.0,2022,11,1,11,3.61,199.0
4228.85,6.794,2,100,50.5472689,-84.8355493,6.794,2022-11-01 11:32:56,,73.20000000000005,73.20000000000005,8.0,35.0,102.0,8.0,0.0,7.0,36.0,25.5,58.0,12.0,46.5,14.0,2022,11,1,11,3.61,199.0
4235.68,6.468,2,101,50.5473053,-84.8356387,6.468,2022-11-01 11:32:57,,73.20000000000005,73.20000000000005,8.0,12.0,102.0,8.0,0.0,2.5,38.0,10.0,39.0,10.0,37.5,14.0,2022,11,1,11,3.61,199.0
4242.19,5.929,2,102,50.547342,-84.8357131,5.929,2022-11-01 11:32:58,,73.20000000000005,73.20000000000005,8.0,0.0,102.0,8.0,0.0,2.5,40.0,11.0,0.0,10.0,36.5,14.0,2022,11,1,11,3.61,199.0
4247.95,5.492,2,103,50.5473737,-84.8357846,5.492,2022-11-01 11:32:59,,73.20000000000005,73.20000000000005,8.0,0.0,102.0,8.0,0.0,3.0,42.0,11.5,0.0,9.5,35.0,14.0,2022,11,1,11,3.61,199.0
4252.86,4.646,2,103,50.5474039,-84.8358446,4.646,2022-11-01 11:33:00,,73.20000000000005,73.20000000000005,8.0,14.0,102.0,8.0,0.0,3.0,44.0,12.5,1.0,9.5,34.0,14.0,2022,11,1,11,3.61,199.0
4257.23,3.781,2,103,50.5474322,-84.8358934,3.781,2022-11-01 11:33:01,,73.20000000000005,73.20000000000005,8.0,28.0,102.0,8.0,0.0,3.5,46.0,13.0,2.0,9.5,32.5,14.0,2022,11,1,11,3.61,199.0
4261.05,3.796,2,102,50.5474551,-84.8359466,3.796,2022-11-01 11:33:02,,73.20000000000005,73.20000000000005,8.0,43.0,102.0,8.0,0.0,3.5,48.0,14.0,3.0,9.0,31.5,14.0,2022,11,1,11,3.61,199.0
4265.0,4.277,2,104,50.5474824,-84.8359929,4.277,2022-11-01 11:33:03,,73.20000000000005,73.20000000000005,8.0,53.0,102.0,8.0,0.0,4.0,50.0,15.0,19.0,9.0,30.5,13.0,2022,11,1,11,3.61,199.0
4269.94,5.039,2,103,50.5475104,-84.8360489,5.039,2022-11-01 11:33:04,,73.20000000000005,73.20000000000005,8.0,65.0,103.0,8.0,0.0,21.0,50.0,65.5,169.0,18.5,59.5,13.0,2022,11,1,11,3.61,199.0
4275.2,5.489,2,102,50.5475422,-84.8361118,5.489,2022-11-01 11:33:05,,73.20000000000005,73.20000000000005,8.0,78.0,103.0,8.0,0.0,30.0,49.0,95.5,276.0,26.0,83.5,13.0,2022,11,1,11,3.61,199.0
4281.09,5.992,2,103,50.5475798,-84.8361777,5.992,2022-11-01 11:33:06,,73.20000000000005,73.20000000000005,8.0,87.0,103.0,8.0,0.0,25.0,51.0,87.0,314.0,28.0,91.5,13.0,2022,11,1,11,3.61,199.0
4287.19,6.21,2,101,50.5476206,-84.8362502,6.21,2022-11-01 11:33:07,,73.20000000000005,73.20000000000005,8.0,96.0,104.0,8.0,0.0,20.0,56.0,78.5,294.0,30.0,99.5,13.0,2022,11,1,11,3.61,199.0
4293.71,6.427,2,102,50.5476606,-84.8363229,6.427,2022-11-01 11:33:08,,73.0,73.0,8.0,93.0,104.0,8.0,0.0,23.0,63.0,85.5,215.0,29.5,95.0,13.0,2022,11,1,11,3.61,199.0
4299.24,6.652,2,102,50.5476914,-84.8363922,6.652,2022-11-01 11:33:09,,73.0,73.0,8.0,94.0,104.0,8.0,0.0,26.5,60.0,93.0,231.0,29.0,90.5,13.0,2022,11,1,11,3.61,199.0
4307.34,6.803,2,102,50.5477395,-84.836488,6.803,2022-11-01 11:33:10,,73.0,73.0,8.0,98.0,104.0,8.0,0.0,27.5,54.0,94.5,246.0,27.5,88.0,13.0,2022,11,1,11,3.61,199.0
4314.13,6.787,2,102,50.5477847,-84.8365693,6.787,2022-11-01 11:33:11,,73.0,73.0,8.0,100.0,104.0,8.0,0.0,26.5,55.0,91.0,251.0,26.0,89.0,13.0,2022,11,1,11,3.61,199.0
4320.93,6.656,2,102,50.5478293,-84.8366512,6.656,2022-11-01 11:33:12,,73.0,73.0,8.0,101.0,105.0,8.0,0.0,25.5,62.0,91.0,260.0,27.0,93.5,13.0,2022,11,1,11,3.61,199.0
4327.49,6.469,2,101,50.5478659,-84.8367327,6.469,2022-11-01 11:33:13,,73.0,73.0,8.0,101.0,105.0,8.0,0.0,26.0,60.0,86.5,242.0,24.0,83.0,13.0,2022,11,1,11,3.61,199.0
4334.02,6.516,2,101,50.5479027,-84.8368061,6.516,2022-11-01 11:33:14,,73.0,73.0,8.0,101.0,105.0,8.0,0.0,22.5,59.0,84.0,200.0,22.5,80.0,13.0,2022,11,1,11,3.61,199.0
4340.87,6.686,2,101,50.5479432,-84.8368891,6.686,2022-11-01 11:33:15,,73.0,73.0,8.0,101.0,105.0,8.0,0.0,21.0,60.0,80.5,188.0,21.5,78.5,13.0,2022,11,1,11,3.61,199.0
4347.71,6.857,2,102,50.5479799,-84.8369798,6.857,2022-11-01 11:33:16,,73.20000000000005,73.20000000000005,8.0,101.0,106.0,8.0,0.0,22.5,60.0,77.5,181.0,21.0,75.0,13.0,2022,11,1,11,3.61,199.0
4354.56,6.841,2,102,50.5480156,-84.8370621,6.841,2022-11-01 11:33:17,,73.20000000000005,73.20000000000005,8.0,98.0,106.0,8.0,0.0,25.5,59.0,81.0,181.0,18.0,69.0,13.0,2022,11,1,11,3.61,199.0
4361.35,6.836,2,102,50.5480473,-84.8371515,6.836,2022-11-01 11:33:18,,73.39999999999998,73.39999999999998,8.0,95.0,106.0,8.0,0.0,25.0,58.0,85.0,181.0,22.5,77.5,13.0,2022,11,1,11,3.61,199.0
4368.37,6.858,2,103,50.5480833,-84.8372425,6.858,2022-11-01 11:33:19,,73.39999999999998,73.39999999999998,8.0,92.0,106.0,8.0,0.0,24.5,56.0,89.0,196.0,26.5,86.0,13.0,2022,11,1,11,3.61,199.0
4375.48,7.068,2,103,50.5481163,-84.8373344,7.068,2022-11-01 11:33:20,,73.39999999999998,73.39999999999998,8.0,92.0,106.0,8.0,0.0,25.0,55.0,90.5,216.0,27.5,87.0,13.0,2022,11,1,11,3.61,199.0
4382.86,7.095,2,103,50.5481573,-84.8374274,7.095,2022-11-01 11:33:21,,73.60000000000002,73.60000000000002,8.0,92.0,107.0,8.0,0.0,27.0,58.0,90.0,217.0,25.5,83.0,13.0,2022,11,1,11,3.61,199.0
4390.72,7.284,2,103,50.5481935,-84.8375271,7.284,2022-11-01 11:33:22,,73.60000000000002,73.60000000000002,8.0,92.0,107.0,8.0,0.0,28.0,61.0,91.5,207.0,26.5,83.5,13.0,2022,11,1,11,3.61,199.0
4398.14,7.278,2,104,50.5482301,-84.8376268,7.278,2022-11-01 11:33:23,,73.79999999999995,73.79999999999995,8.0,92.0,107.0,8.0,0.0,29.0,58.0,93.0,213.0,27.0,84.0,13.0,2022,11,1,11,3.61,199.0
4405.37,7.261,2,104,50.5482663,-84.8377182,7.261,2022-11-01 11:33:24,,73.79999999999995,73.79999999999995,8.0,93.0,107.0,8.0,0.0,30.0,59.0,93.5,236.0,26.0,91.5,13.0,2022,11,1,11,3.61,199.0
4412.75,7.286,2,103,50.5483021,-84.8378177,7.286,2022-11-01 11:33:25,,74.0,74.0,8.0,93.0,107.0,8.0,0.0,29.5,59.0,94.5,235.0,25.5,92.0,13.0,2022,11,1,11,3.61,199.0
4420.43,7.276,2,102,50.5483335,-84.8379154,7.276,2022-11-01 11:33:26,,74.20000000000005,74.20000000000005,8.0,93.0,108.0,8.0,0.0,28.0,59.0,95.0,231.0,25.0,84.5,13.0,2022,11,1,11,3.61,199.0
4428.34,7.386,2,103,50.5483707,-84.8380177,7.386,2022-11-01 11:33:27,,74.20000000000005,74.20000000000005,8.0,93.0,108.0,8.0,0.0,27.5,59.0,93.0,229.0,24.5,81.0,13.0,2022,11,1,11,3.61,199.0
4435.93,7.366,2,100,50.5484063,-84.838119,7.366,2022-11-01 11:33:28,,74.39999999999998,74.39999999999998,8.0,93.0,108.0,8.0,0.0,27.0,60.0,91.5,226.0,23.5,77.5,13.0,2022,11,1,11,3.61,199.0
4443.73,7.352,2,101,50.5484343,-84.8382272,7.352,2022-11-01 11:33:29,,74.60000000000002,74.60000000000002,8.0,93.0,108.0,8.0,0.0,26.5,61.0,89.5,218.0,22.5,74.0,13.0,2022,11,1,11,3.61,199.0
4451.05,7.259,2,101,50.5484662,-84.8383192,7.259,2022-11-01 11:33:30,,74.60000000000002,74.60000000000002,8.0,93.0,109.0,8.0,0.0,26.0,62.0,88.0,204.0,21.5,70.5,13.0,2022,11,1,11,3.61,199.0
4458.53,7.302,2,101,50.548498,-84.8384179,7.302,2022-11-01 11:33:31,,74.79999999999995,74.79999999999995,8.0,92.0,109.0,8.0,0.0,25.5,62.0,86.0,207.0,20.5,67.0,13.0,2022,11,1,11,3.61,199.0
4466.13,7.498,2,101,50.5485348,-84.8385191,7.498,2022-11-01 11:33:32,,74.79999999999995,74.79999999999995,8.0,93.0,109.0,8.0,0.0,22.5,58.0,87.0,215.0,18.0,68.0,13.0,2022,11,1,11,3.61,199.0
4473.67,7.511,2,100,50.5485704,-84.8386181,7.511,2022-11-01 11:33:33,,74.79999999999995,74.79999999999995,8.0,94.0,109.0,8.0,0.0,22.0,53.0,80.5,200.0,22.0,78.0,13.0,2022,11,1,11,3.61,199.0
4481.32,7.514,2,99,50.5486037,-84.8387198,7.514,2022-11-01 11:33:34,,74.79999999999995,74.79999999999995,8.0,94.0,109.0,8.0,0.0,20.5,54.0,73.0,172.0,22.0,78.5,13.0,2022,11,1,11,3.61,199.0
4489.08,7.63,2,96,50.548644,-84.8388194,7.63,2022-11-01 11:33:35,,75.0,75.0,8.0,94.0,109.0,8.0,0.0,19.0,58.0,70.0,155.0,18.0,69.0,13.0,2022,11,1,11,3.61,199.0
4496.62,7.666,2,93,50.5486799,-84.8389195,7.666,2022-11-01 11:33:36,,74.79999999999995,74.79999999999995,8.0,95.0,110.0,8.0,0.0,20.0,61.0,72.5,148.0,15.0,59.0,13.0,2022,11,1,11,3.61,199.0
4504.13,7.757,2,93,50.5487109,-84.8390159,7.757,2022-11-01 11:33:37,,74.79999999999995,74.79999999999995,8.0,96.0,110.0,8.0,0.0,21.5,66.0,76.0,146.0,15.0,59.0,13.0,2022,11,1,11,3.61,199.0
4512.25,7.759,2,94,50.5487489,-84.8391213,7.759,2022-11-01 11:33:38,,74.60000000000002,74.60000000000002,8.0,97.0,110.0,8.0,0.0,21.5,63.0,73.0,146.0,15.0,56.0,13.0,2022,11,1,11,3.61,199.0
4520.14,7.739,2,95,50.5487845,-84.8392287,7.739,2022-11-01 11:33:39,,74.60000000000002,74.60000000000002,8.0,97.0,110.0,8.0,0.0,21.5,57.0,69.0,132.0,15.0,55.0,13.0,2022,11,1,11,3.61,199.0
4527.83,7.725,2,94,50.5488168,-84.8393288,7.725,2022-11-01 11:33:40,,74.39999999999998,74.39999999999998,8.0,97.0,110.0,8.0,0.0,21.5,60.0,68.0,125.0,15.0,53.5,13.0,2022,11,1,11,3.61,199.0
4535.67,7.739,2,96,50.548853,-84.8394297,7.739,2022-11-01 11:33:41,,74.39999999999998,74.39999999999998,8.0,97.0,110.0,8.0,0.0,21.0,67.0,73.0,128.0,14.0,46.0,13.0,2022,11,1,11,3.61,199.0
4543.28,7.868,2,97,50.5488854,-84.8395309,7.868,2022-11-01 11:33:42,,74.39999999999998,74.39999999999998,8.0,99.0,110.0,8.0,0.0,19.5,62.0,69.0,132.0,13.5,51.5,13.0,2022,11,1,11,3.61,199.0
4551.35,7.911,2,97,50.5489218,-84.8396399,7.911,2022-11-01 11:33:43,,74.20000000000005,74.20000000000005,8.0,100.0,111.0,8.0,0.0,19.5,55.0,64.5,135.0,14.0,51.0,13.0,2022,11,1,11,3.61,199.0
4559.38,7.998,2,98,50.5489572,-84.839749,7.998,2022-11-01 11:33:44,,74.0,74.0,8.0,92.0,111.0,8.0,0.0,21.0,58.0,66.5,129.0,14.5,50.0,13.0,2022,11,1,11,3.61,199.0
4567.36,7.853,2,97,50.5489845,-84.8398574,7.853,2022-11-01 11:33:45,,74.0,74.0,8.0,63.0,111.0,8.0,0.0,17.0,35.0,72.5,118.0,15.0,51.5,13.0,2022,11,1,11,3.61,199.0
4575.14,7.834,2,98,50.5490124,-84.8399573,7.834,2022-11-01 11:33:46,,73.79999999999995,73.79999999999995,8.0,45.0,111.0,8.0,0.0,0.5,11.0,74.5,112.0,17.5,56.0,13.0,2022,11,1,11,3.61,199.0
4583.11,7.955,2,97,50.549049,-84.8400652,7.955,2022-11-01 11:33:47,,73.60000000000002,73.60000000000002,8.0,37.0,111.0,8.0,0.0,9.5,47.0,76.0,108.0,19.0,63.5,13.0,2022,11,1,11,3.61,199.0
4591.0,8.077,2,98,50.5490888,-84.840164,8.077,2022-11-01 11:33:48,,73.39999999999998,73.39999999999998,8.0,39.0,111.0,8.0,0.0,19.0,84.0,78.0,53.0,20.0,71.5,13.0,2022,11,1,11,3.61,199.0
4599.44,8.198,2,98,50.5491264,-84.8402767,8.198,2022-11-01 11:33:49,,73.20000000000005,73.20000000000005,8.0,102.0,111.0,8.0,0.0,25.5,86.0,79.5,85.0,20.5,73.0,13.0,2022,11,1,11,3.61,199.0
4607.77,8.183,2,98,50.549163,-84.8403864,8.183,2022-11-01 11:33:50,,73.0,73.0,8.0,99.0,111.0,8.0,0.0,24.5,64.0,80.0,153.0,19.0,60.5,13.0,2022,11,1,11,3.61,199.0
