altitude,distance,enhanced_altitude,enhanced_speed,heart_rate,position_lat,position_long,speed,temperature,timestamp,unknown_88,accumulated_power,activity_type,cadence,combined_pedal_smoothness,fractional_cadence,left_pco,left_pedal_smoothness,left_power_phase,left_power_phase_peak,left_right_balance,left_torque_effectiveness,power,right_pco,right_pedal_smoothness,right_power_phase,right_power_phase_peak,right_torque_effectiveness,saturated_hemoglobin_percent,stance_time,stance_time_balance,stance_time_percent,step_length,time_from_course,total_hemoglobin_conc,vertical_oscillation,vertical_ratio,unknown_61,unknown_63,unknown_64,unknown_65,unknown_66,unknown_87,unknown_90,year,month,day,hour,wind_speed,wind_direction
469.6,0.0,469.6,0.019,124,53.12523,-86.8367438,0.019,30,2021-02-18 20:13:19,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2,18,20,2.61,238.0
1145.8,0.0,1145.8,1.232,114,53.1190821,-86.8637922,1.232,24,2021-02-18 20:24:28,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2021,2,18,20,2.61,238.0
1144.8,4.64,1144.8,2.193,114,53.1190759,-86.8638614,2.193,24,2021-02-18 20:24:29,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2021,2,18,20,2.61,238.0
1143.6,15.83,1143.6,4.637,116,53.1191074,-86.8640122,4.637,24,2021-02-18 20:24:31,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2021,2,18,20,2.61,238.0
1143.4,21.79,1143.4,4.74,115,53.1191491,-86.8640819,4.74,24,2021-02-18 20:24:32,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2021,2,18,20,2.61,238.0
1143.2,27.3,1143.2,4.983,117,53.1191988,-86.8641285,4.983,24,2021-02-18 20:24:33,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2021,2,18,20,2.61,238.0
1142.6,33.38,1142.6,5.041,117,53.1192497,-86.8641867,5.041,24,2021-02-18 20:24:35,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2021,2,18,20,2.61,238.0
1142.0,34.88,1142.0,1.521,115,53.1192569,-86.8642079,1.521,24,2021-02-18 20:24:38,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2021,2,18,20,2.61,238.0
1142.0,35.26,1142.0,0.311,114,53.1192592,-86.8642167,0.311,24,2021-02-18 20:24:40,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2021,2,18,20,2.61,238.0
1142.0,35.52,1142.0,0.273,113,53.1192608,-86.8642215,0.273,24,2021-02-18 20:24:41,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2021,2,18,20,2.61,238.0
