ascent,cadence,descent,power,timestamp,battery_soc,calories,heart_rate,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,left_right_balance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,distance,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
10,26,11,98,2022-09-29 22:22:54,,92.0,114.0,18.5,56.0,17.0,60.5,15.0,54.0,5.671,2.0,50.5452498,-84.8320102,5.671,3224.64,-12.199999999999989,-12.199999999999989,0.0,2022,9,29,22,5.25,230.0
10,0,11,0,2022-09-29 22:22:55,,92.0,114.0,19.5,59.0,17.5,63.0,15.0,55.0,4.403,2.0,50.5452817,-84.832074,4.403,3229.77,-12.0,-12.0,0.0,2022,9,29,22,5.25,230.0
10,0,11,0,2022-09-29 22:22:56,,92.0,115.0,20.5,62.0,17.5,65.5,15.0,56.0,2.742,2.0,50.5452999,-84.8321195,2.742,3233.41,-11.800000000000011,-11.800000000000011,0.0,2022,9,29,22,5.25,230.0
10,0,11,0,2022-09-29 22:22:57,,92.0,115.0,21.5,65.0,18.0,67.5,15.0,57.0,2.289,2.0,50.5453181,-84.8321377,2.289,3235.86,-11.600000000000023,-11.600000000000023,0.0,2022,9,29,22,5.25,230.0
10,0,11,0,2022-09-29 22:22:58,,92.0,114.0,22.5,68.0,18.5,70.0,15.0,58.0,1.699,2.0,50.5453363,-84.8321559,1.699,3237.86,-11.600000000000023,-11.600000000000023,0.0,2022,9,29,22,5.25,230.0
10,0,11,0,2022-09-29 22:22:59,,92.0,113.0,23.5,71.0,18.5,72.0,15.0,59.0,1.009,2.0,50.5453454,-84.8321741,1.009,3239.28,-11.399999999999977,-11.399999999999977,0.0,2022,9,29,22,5.25,230.0
10,2,11,0,2022-09-29 22:23:03,,92.0,110.0,27.5,83.0,20.0,81.5,15.0,63.0,2.796,2.0,50.5453682,-84.8322924,2.796,3240.11,-11.199999999999989,-11.199999999999989,0.0,2022,9,29,22,5.25,230.0
10,50,11,137,2022-09-29 22:23:04,,92.0,112.0,28.5,86.0,20.5,84.0,15.0,64.0,4.166,2.0,50.5453864,-84.832347,4.166,3244.09,-11.199999999999989,-11.199999999999989,0.0,2022,9,29,22,5.25,230.0
10,70,11,312,2022-09-29 22:23:05,,93.0,113.0,29.5,90.0,21.5,87.5,15.0,60.0,4.983,2.0,50.5454228,-84.8324016,4.983,3249.21,-11.199999999999989,-11.199999999999989,0.0,2022,9,29,22,5.25,230.0
10,77,11,290,2022-09-29 22:23:06,,93.0,113.0,31.5,97.0,26.0,94.0,15.0,54.0,5.348,2.0,50.5454592,-84.8324562,5.348,3254.46,-11.0,-11.0,0.0,2022,9,29,22,5.25,230.0
10,84,11,254,2022-09-29 22:23:07,,93.0,114.0,32.5,96.0,34.0,97.5,15.0,53.0,5.306,2.0,50.5454956,-84.83252,5.306,3259.97,-11.0,-11.0,0.0,2022,9,29,22,5.25,230.0
10,90,11,225,2022-09-29 22:23:08,,93.0,114.0,28.5,89.0,36.5,97.5,15.0,52.0,5.223,2.0,50.5455366,-84.8325837,5.223,3265.5,-11.0,-11.0,0.0,2022,9,29,22,5.25,230.0
10,94,11,229,2022-09-29 22:23:09,,94.0,112.0,29.5,90.5,33.5,94.5,15.0,52.0,5.406,2.0,50.5455775,-84.8326383,5.406,3271.11,-10.800000000000011,-10.800000000000011,0.0,2022,9,29,22,5.25,230.0
10,97,11,255,2022-09-29 22:23:10,,94.0,112.0,32.5,97.0,29.5,91.0,15.0,53.0,5.778,2.0,50.5456139,-84.832702,5.778,3276.84,-10.800000000000011,-10.800000000000011,0.0,2022,9,29,22,5.25,230.0
10,100,11,257,2022-09-29 22:23:11,,94.0,112.0,31.5,96.0,30.5,90.0,15.0,53.0,6.12,2.0,50.5456594,-84.8327748,6.12,3282.82,-10.800000000000011,-10.800000000000011,0.53,2022,9,29,22,5.25,230.0
10,101,11,247,2022-09-29 22:23:12,,94.0,113.0,29.5,89.0,28.0,84.0,15.0,56.0,6.138,2.0,50.5457004,-84.8328385,6.138,3288.88,-10.800000000000011,-10.800000000000011,0.99,2022,9,29,22,5.25,230.0
11,100,11,215,2022-09-29 22:23:13,,95.0,111.0,24.5,81.0,26.5,81.0,15.0,55.0,6.115,2.0,50.5457414,-84.8329023,6.115,3294.96,-10.600000000000023,-10.600000000000023,0.97,2022,9,29,22,5.25,230.0
11,95,11,243,2022-09-29 22:23:14,,95.0,111.0,23.0,81.0,26.5,81.5,15.0,54.0,6.029,2.0,50.5457869,-84.8329751,6.029,3301.48,-10.600000000000023,-10.600000000000023,1.0,2022,9,29,22,5.25,230.0
11,93,11,259,2022-09-29 22:23:15,,95.0,111.0,30.5,98.0,26.5,84.0,15.0,53.0,6.16,2.0,50.5458324,-84.8330479,6.16,3307.75,-10.399999999999977,-10.399999999999977,1.1,2022,9,29,22,5.25,230.0
11,95,11,276,2022-09-29 22:23:16,,95.0,110.0,30.5,94.0,28.5,94.5,15.0,55.0,6.285,2.0,50.5458688,-84.8331207,6.285,3314.23,-10.399999999999977,-10.399999999999977,1.16,2022,9,29,22,5.25,230.0
11,97,11,286,2022-09-29 22:23:17,,96.0,114.0,31.0,94.0,28.5,94.5,15.0,55.0,6.497,2.0,50.5459143,-84.8332026,6.497,3320.75,-10.399999999999977,-10.399999999999977,1.19,2022,9,29,22,5.25,230.0
11,100,11,310,2022-09-29 22:23:18,,96.0,117.0,32.0,95.0,27.5,92.5,15.0,54.0,6.621,2.0,50.5459598,-84.8332663,6.621,3327.41,-10.199999999999989,-10.199999999999989,1.17,2022,9,29,22,5.25,230.0
11,101,11,310,2022-09-29 22:23:19,,96.0,119.0,32.5,96.0,27.0,90.0,15.0,54.0,6.572,2.0,50.5460053,-84.8333392,6.572,3333.97,-10.0,-10.0,1.16,2022,9,29,22,5.25,230.0
11,102,11,300,2022-09-29 22:23:20,,97.0,118.0,33.5,96.5,26.0,88.0,15.0,53.0,6.969,2.0,50.5460554,-84.833412,6.969,3341.0,-10.0,-10.0,1.16,2022,9,29,22,5.25,230.0
12,103,11,294,2022-09-29 22:23:21,,97.0,118.0,29.5,90.5,26.0,88.0,15.0,53.0,8.003,2.0,50.5461237,-84.833503,8.003,3349.49,-9.800000000000011,-9.800000000000011,1.17,2022,9,29,22,5.25,230.0
12,102,11,250,2022-09-29 22:23:22,,97.0,121.0,24.0,77.0,24.0,81.0,15.0,56.0,7.249,2.0,50.5461783,-84.8335758,7.249,3357.01,-9.600000000000023,-9.600000000000023,1.24,2022,9,29,22,5.25,230.0
12,102,11,216,2022-09-29 22:23:23,,97.0,125.0,22.5,73.5,20.5,73.5,15.0,52.0,6.967,2.0,50.5462283,-84.8336577,6.967,3364.18,-9.600000000000023,-9.600000000000023,1.33,2022,9,29,22,5.25,230.0
12,102,11,241,2022-09-29 22:23:24,,98.0,126.0,24.0,76.5,17.0,68.5,15.0,50.0,6.828,2.0,50.5462784,-84.8337397,6.828,3371.19,-9.399999999999977,-9.399999999999977,1.45,2022,9,29,22,5.25,230.0
12,101,11,233,2022-09-29 22:23:25,,98.0,126.0,25.5,75.0,17.0,68.5,15.0,51.0,6.823,2.0,50.5463285,-84.8338125,6.823,3378.1,-9.199999999999989,-9.199999999999989,1.61,2022,9,29,22,5.25,230.0
12,100,11,186,2022-09-29 22:23:26,,98.0,127.0,23.0,70.0,17.0,68.0,15.0,49.0,6.726,2.0,50.5463831,-84.8338853,6.726,3385.29,-9.0,-9.0,1.77,2022,9,29,22,5.25,230.0
12,88,11,152,2022-09-29 22:23:27,,98.0,128.0,20.0,65.5,17.0,68.0,15.0,39.0,6.618,2.0,50.5464331,-84.8339672,6.618,3392.51,-9.0,-9.0,1.9,2022,9,29,22,5.25,230.0
13,55,11,126,2022-09-29 22:23:28,,98.0,129.0,19.5,65.5,17.5,70.0,15.0,29.0,6.607,2.0,50.5464786,-84.83404,6.607,3399.48,-8.800000000000011,-8.800000000000011,1.96,2022,9,29,22,5.25,230.0
13,70,11,157,2022-09-29 22:23:29,,99.0,131.0,20.5,68.5,19.0,73.5,15.0,45.0,6.678,2.0,50.5465242,-84.8341311,6.678,3406.64,-8.600000000000023,-8.600000000000023,1.98,2022,9,29,22,5.25,230.0
13,92,11,239,2022-09-29 22:23:30,,99.0,132.0,21.5,72.0,20.5,77.5,15.0,78.0,6.952,2.0,50.5465788,-84.8342039,6.952,3413.82,-8.600000000000023,-8.600000000000023,1.93,2022,9,29,22,5.25,230.0
13,104,11,294,2022-09-29 22:23:31,,99.0,133.0,22.5,75.5,21.5,81.0,15.0,55.0,7.241,2.0,50.5466288,-84.8342767,7.241,3421.17,-8.600000000000023,-8.600000000000023,1.76,2022,9,29,22,5.25,230.0
13,106,11,309,2022-09-29 22:23:32,,99.0,135.0,24.0,78.5,23.0,84.5,15.0,54.0,7.352,2.0,50.5466789,-84.8343677,7.352,3428.95,-8.600000000000023,-8.600000000000023,1.52,2022,9,29,22,5.25,230.0
13,105,11,236,2022-09-29 22:23:33,,100.0,136.0,23.5,78.5,23.0,83.0,15.0,53.0,7.244,2.0,50.546729,-84.8344496,7.244,3436.22,-8.600000000000023,-8.600000000000023,0.65,2022,9,29,22,5.25,230.0
13,98,11,217,2022-09-29 22:23:34,,100.0,137.0,20.0,72.0,20.5,72.0,15.0,50.0,7.223,2.0,50.546779,-84.8345225,7.223,3443.25,-8.600000000000023,-8.600000000000023,0.0,2022,9,29,22,5.25,230.0
13,95,11,221,2022-09-29 22:23:35,,100.0,137.0,23.5,82.0,24.0,79.5,15.0,51.0,7.136,2.0,50.5468336,-84.8345953,7.136,3450.2,-8.399999999999977,-8.399999999999977,0.0,2022,9,29,22,5.25,230.0
13,95,11,249,2022-09-29 22:23:36,,100.0,139.0,27.5,92.0,27.0,87.5,15.0,52.0,7.029,2.0,50.5468791,-84.8346772,7.029,3457.18,-8.399999999999977,-8.399999999999977,0.0,2022,9,29,22,5.25,230.0
13,95,11,233,2022-09-29 22:23:37,,101.0,141.0,24.5,85.0,27.0,88.0,15.0,53.0,7.365,2.0,50.5469247,-84.8347591,7.365,3464.41,-8.399999999999977,-8.399999999999977,0.0,2022,9,29,22,5.25,230.0
13,97,11,204,2022-09-29 22:23:38,,101.0,139.0,20.5,72.5,25.5,85.0,15.0,54.0,7.518,3.0,50.5469702,-84.834841,7.518,3471.74,-8.399999999999977,-8.399999999999977,0.0,2022,9,29,22,5.25,230.0
13,98,11,178,2022-09-29 22:23:39,,101.0,139.0,23.0,74.0,25.5,85.0,15.0,56.0,7.46,3.0,50.5470157,-84.8349321,7.46,3478.94,-8.399999999999977,-8.399999999999977,0.0,2022,9,29,22,5.25,230.0
13,98,11,154,2022-09-29 22:23:40,,101.0,139.0,20.0,66.5,25.5,85.0,15.0,60.0,7.225,3.0,50.5470657,-84.8350049,7.225,3486.07,-8.399999999999977,-8.399999999999977,0.0,2022,9,29,22,5.25,230.0
13,75,11,136,2022-09-29 22:23:41,,101.0,138.0,16.5,59.0,20.0,66.5,15.0,56.0,6.834,3.0,50.5471067,-84.8350868,6.834,3492.96,-8.600000000000023,-8.600000000000023,0.0,2022,9,29,22,5.25,230.0
13,60,11,120,2022-09-29 22:23:42,,101.0,139.0,11.0,46.5,17.0,56.5,15.0,50.0,6.925,3.0,50.5471431,-84.8351778,6.925,3499.76,-8.600000000000023,-8.600000000000023,0.0,2022,9,29,22,5.25,230.0
13,95,11,192,2022-09-29 22:23:43,,102.0,140.0,12.0,52.0,18.5,65.0,15.0,52.0,7.411,3.0,50.5471886,-84.8352597,7.411,3507.01,-8.600000000000023,-8.600000000000023,0.0,2022,9,29,22,5.25,230.0
13,98,11,257,2022-09-29 22:23:44,,102.0,140.0,28.5,97.0,24.0,91.0,15.0,58.0,7.79,3.0,50.5472387,-84.8353599,7.79,3515.37,-8.600000000000023,-8.600000000000023,0.0,2022,9,29,22,5.25,230.0
13,101,11,252,2022-09-29 22:23:45,,102.0,139.0,23.0,77.0,27.5,91.5,15.0,57.0,7.966,3.0,50.5472933,-84.8354782,7.966,3525.1,-8.600000000000023,-8.600000000000023,0.0,2022,9,29,22,5.25,230.0
13,90,11,233,2022-09-29 22:23:46,,102.0,139.0,21.0,63.5,19.0,68.0,15.0,57.0,7.825,3.0,50.5473479,-84.8355692,7.825,3533.11,-8.600000000000023,-8.600000000000023,0.0,2022,9,29,22,5.25,230.0
13,70,11,213,2022-09-29 22:23:47,,102.0,137.0,22.0,62.5,15.5,58.5,15.0,57.0,7.62,3.0,50.5474025,-84.8356693,7.62,3541.3,-8.600000000000023,-8.600000000000023,0.0,2022,9,29,22,5.25,230.0
13,49,11,193,2022-09-29 22:23:48,,102.0,137.0,24.0,70.0,16.5,62.0,15.0,57.0,7.327,3.0,50.5474526,-84.8357604,7.327,3549.3,-8.600000000000023,-8.600000000000023,0.0,2022,9,29,22,5.25,230.0
13,29,11,173,2022-09-29 22:23:49,,102.0,136.0,26.5,77.0,18.0,65.5,15.0,57.0,7.536,3.0,50.5474935,-84.8358605,7.536,3557.21,-8.600000000000023,-8.600000000000023,0.0,2022,9,29,22,5.25,230.0
13,98,11,112,2022-09-29 22:23:50,,103.0,137.0,28.5,84.5,19.5,69.0,15.0,57.0,7.718,3.0,50.5475391,-84.8359697,7.718,3565.61,-8.600000000000023,-8.600000000000023,0.0,2022,9,29,22,5.25,230.0
13,100,11,196,2022-09-29 22:23:51,,103.0,136.0,31.0,91.5,20.5,72.5,15.0,56.0,8.123,3.0,50.5475891,-84.8360789,8.123,3574.58,-8.800000000000011,-8.800000000000011,0.0,2022,9,29,22,5.25,230.0
13,102,11,280,2022-09-29 22:23:52,,103.0,136.0,31.0,94.0,21.5,75.0,15.0,56.0,8.098,3.0,50.5476346,-84.8361882,8.098,3583.08,-8.800000000000011,-8.800000000000011,0.0,2022,9,29,22,5.25,230.0
13,103,11,262,2022-09-29 22:23:53,,103.0,136.0,27.0,86.5,22.0,75.5,15.0,57.0,7.963,3.0,50.5476801,-84.8362883,7.963,3591.38,-8.800000000000011,-8.800000000000011,0.0,2022,9,29,22,5.25,230.0
13,103,11,229,2022-09-29 22:23:54,,104.0,134.0,22.5,78.5,22.0,75.5,15.0,59.0,7.535,3.0,50.5477166,-84.8363884,7.535,3599.22,-9.0,-9.0,0.0,2022,9,29,22,5.25,230.0
13,102,11,212,2022-09-29 22:23:55,,104.0,134.0,26.5,88.5,20.0,74.5,15.0,62.0,7.705,3.0,50.5477575,-84.8364885,7.705,3607.17,-9.0,-9.0,0.0,2022,9,29,22,5.25,230.0
13,102,11,210,2022-09-29 22:23:56,,104.0,133.0,24.5,84.0,19.0,71.0,15.0,56.0,7.733,3.0,50.5477939,-84.8365887,7.733,3614.99,-9.0,-9.0,0.0,2022,9,29,22,5.25,230.0
13,102,11,239,2022-09-29 22:23:57,,104.0,133.0,21.5,77.0,20.5,72.0,15.0,55.0,7.749,3.0,50.5478349,-84.8366979,7.749,3622.95,-9.0,-9.0,0.0,2022,9,29,22,5.25,230.0
13,101,11,239,2022-09-29 22:23:58,,105.0,132.0,25.0,86.0,24.0,83.0,15.0,58.0,7.747,3.0,50.5478713,-84.836798,7.747,3630.92,-8.800000000000011,-8.800000000000011,0.0,2022,9,29,22,5.25,230.0
13,100,11,230,2022-09-29 22:23:59,,105.0,133.0,29.5,93.5,23.0,81.5,15.0,56.0,7.629,3.0,50.5479122,-84.8368981,7.629,3638.75,-8.800000000000011,-8.800000000000011,0.0,2022,9,29,22,5.25,230.0
13,100,11,222,2022-09-29 22:24:00,,105.0,132.0,29.5,94.5,23.5,84.0,15.0,55.0,7.646,3.0,50.5479487,-84.8370074,7.646,3646.72,-8.800000000000011,-8.800000000000011,0.0,2022,9,29,22,5.25,230.0
13,99,11,221,2022-09-29 22:24:01,,105.0,131.0,29.0,94.5,23.5,86.5,15.0,56.0,8.038,3.0,50.547976,-84.8371075,8.038,3654.7,-8.800000000000011,-8.800000000000011,0.0,2022,9,29,22,5.25,230.0
13,99,11,242,2022-09-29 22:24:02,,105.0,130.0,31.0,96.0,25.0,89.0,15.0,56.0,7.972,3.0,50.5480078,-84.8372167,7.972,3662.63,-8.600000000000023,-8.600000000000023,0.0,2022,9,29,22,5.25,230.0
13,99,11,237,2022-09-29 22:24:03,,106.0,130.0,35.5,99.0,27.0,89.5,15.0,56.0,7.649,3.0,50.5480442,-84.8373077,7.649,3670.29,-8.600000000000023,-8.600000000000023,0.0,2022,9,29,22,5.25,230.0
13,99,11,232,2022-09-29 22:24:04,,106.0,129.0,28.5,91.0,25.0,86.5,15.0,58.0,7.62,3.0,50.5480897,-84.8374079,7.62,3677.96,-8.399999999999977,-8.399999999999977,0.0,2022,9,29,22,5.25,230.0
13,99,11,227,2022-09-29 22:24:05,,106.0,129.0,31.5,95.0,25.0,81.5,15.0,58.0,7.447,3.0,50.5481353,-84.8374989,7.447,3685.64,-8.199999999999989,-8.199999999999989,0.0,2022,9,29,22,5.25,230.0
13,98,11,223,2022-09-29 22:24:06,,106.0,128.0,26.5,92.0,25.5,81.5,15.0,56.0,7.453,3.0,50.5481808,-84.837599,7.453,3693.35,-8.199999999999989,-8.199999999999989,0.0,2022,9,29,22,5.25,230.0
13,96,11,223,2022-09-29 22:24:07,,107.0,127.0,20.0,85.0,24.5,83.5,15.0,56.0,7.382,3.0,50.5482126,-84.8376991,7.382,3700.84,-8.199999999999989,-8.199999999999989,0.0,2022,9,29,22,5.25,230.0
13,95,11,230,2022-09-29 22:24:08,,107.0,126.0,20.5,81.0,23.5,82.0,15.0,57.0,7.198,3.0,50.548249,-84.8377993,7.198,3708.55,-8.199999999999989,-8.199999999999989,0.0,2022,9,29,22,5.25,230.0
13,94,11,229,2022-09-29 22:24:09,,107.0,127.0,21.0,77.5,22.0,80.0,15.0,57.0,7.192,3.0,50.5482809,-84.8378903,7.192,3715.88,-8.0,-8.0,0.0,2022,9,29,22,5.25,230.0
13,95,11,214,2022-09-29 22:24:10,,107.0,128.0,21.5,73.5,21.0,78.5,15.0,55.0,7.089,3.0,50.5483082,-84.8379995,7.089,3724.05,-8.0,-8.0,0.0,2022,9,29,22,5.25,230.0
13,100,11,201,2022-09-29 22:24:11,,107.0,127.0,20.0,66.0,22.0,78.0,15.0,54.0,6.687,3.0,50.548331,-84.8381087,6.687,3731.56,-8.0,-8.0,0.0,2022,9,29,22,5.25,230.0
13,101,11,177,2022-09-29 22:24:12,,108.0,127.0,16.0,55.0,26.0,78.0,15.0,55.0,5.614,3.0,50.5483446,-84.8381998,5.614,3738.19,-7.800000000000011,-7.800000000000011,0.0,2022,9,29,22,5.25,230.0
13,101,11,187,2022-09-29 22:24:13,,108.0,128.0,18.0,69.5,20.5,71.0,15.0,57.0,5.956,3.0,50.5483583,-84.8382908,5.956,3744.72,-7.600000000000023,-7.600000000000023,0.0,2022,9,29,22,5.25,230.0
13,101,11,208,2022-09-29 22:24:14,,108.0,125.0,19.5,74.0,23.0,75.5,15.0,65.0,6.959,3.0,50.548381,-84.8383909,6.959,3751.61,-7.399999999999977,-7.399999999999977,0.0,2022,9,29,22,5.25,230.0
13,103,11,258,2022-09-29 22:24:15,,108.0,126.0,24.0,83.5,25.5,81.0,15.0,63.0,7.444,3.0,50.5484311,-84.8384637,7.444,3758.61,-7.199999999999989,-7.199999999999989,0.0,2022,9,29,22,5.25,230.0
13,100,11,287,2022-09-29 22:24:16,,109.0,126.0,27.5,91.0,28.0,87.0,15.0,62.0,7.824,3.0,50.5484857,-84.8385729,7.824,3767.41,-7.199999999999989,-7.199999999999989,0.0,2022,9,29,22,5.25,230.0
13,97,11,288,2022-09-29 22:24:17,,109.0,125.0,25.5,86.5,31.0,94.0,15.0,61.0,7.96,3.0,50.5485312,-84.838664,7.96,3775.41,-7.199999999999989,-7.199999999999989,0.0,2022,9,29,22,5.25,230.0
13,97,11,249,2022-09-29 22:24:18,,109.0,123.0,23.5,84.0,28.5,92.0,15.0,61.0,8.048,3.0,50.5485767,-84.8387732,8.048,3783.5,-7.199999999999989,-7.199999999999989,0.0,2022,9,29,22,5.25,230.0
13,99,11,202,2022-09-29 22:24:19,,109.0,123.0,22.0,81.0,28.0,91.5,15.0,60.0,7.947,3.0,50.5486086,-84.8388824,7.947,3791.43,-7.199999999999989,-7.199999999999989,0.0,2022,9,29,22,5.25,230.0
13,101,11,166,2022-09-29 22:24:20,,109.0,122.0,20.5,73.5,23.0,78.0,15.0,66.0,7.994,2.0,50.548645,-84.8389825,7.994,3799.41,-7.199999999999989,-7.199999999999989,0.0,2022,9,29,22,5.25,230.0
13,97,11,143,2022-09-29 22:24:21,,110.0,122.0,19.5,66.0,19.0,65.5,15.0,65.0,8.267,2.0,50.548695,-84.8390736,8.267,3807.74,-7.399999999999977,-7.399999999999977,0.0,2022,9,29,22,5.25,230.0
13,71,11,112,2022-09-29 22:24:22,,110.0,123.0,18.5,63.5,20.5,65.0,15.0,60.0,7.953,2.0,50.548736,-84.8391737,7.953,3815.61,-7.399999999999977,-7.399999999999977,0.0,2022,9,29,22,5.25,230.0
13,44,11,80,2022-09-29 22:24:23,,110.0,123.0,19.0,66.0,18.5,57.5,15.0,56.0,7.573,3.0,50.5487724,-84.8392738,7.573,3823.07,-7.600000000000023,-7.600000000000023,0.0,2022,9,29,22,5.25,230.0
13,17,11,49,2022-09-29 22:24:24,,110.0,122.0,19.0,68.0,16.0,50.5,15.0,62.0,7.517,3.0,50.5488134,-84.8393648,7.517,3830.55,-7.600000000000023,-7.600000000000023,0.0,2022,9,29,22,5.25,230.0
13,0,11,0,2022-09-29 22:24:25,,110.0,122.0,19.5,70.5,13.5,43.0,15.0,68.0,7.435,3.0,50.5488543,-84.839465,7.435,3837.99,-7.600000000000023,-7.600000000000023,0.0,2022,9,29,22,5.25,230.0
13,0,11,0,2022-09-29 22:24:26,,110.0,122.0,20.0,73.0,11.5,35.5,15.0,74.0,7.549,3.0,50.5488907,-84.839556,7.549,3845.56,-7.800000000000011,-7.800000000000011,0.0,2022,9,29,22,5.25,230.0
13,0,11,0,2022-09-29 22:24:27,,110.0,121.0,20.0,75.5,9.0,28.5,15.0,79.0,7.272,3.0,50.5489271,-84.839647,7.272,3852.73,-7.800000000000011,-7.800000000000011,0.0,2022,9,29,22,5.25,230.0
13,0,11,0,2022-09-29 22:24:28,,110.0,120.0,20.5,78.0,6.5,21.0,15.0,85.0,7.136,3.0,50.548959,-84.839738,7.136,3859.84,-7.800000000000011,-7.800000000000011,0.0,2022,9,29,22,5.25,230.0
13,0,11,0,2022-09-29 22:24:29,,110.0,121.0,21.0,80.5,4.5,13.5,15.0,91.0,6.805,3.0,50.5489954,-84.839829,6.805,3866.53,-7.800000000000011,-7.800000000000011,0.0,2022,9,29,22,5.25,230.0
13,77,11,35,2022-09-29 22:24:30,,110.0,120.0,21.0,83.0,2.0,6.5,15.0,96.0,6.935,3.0,50.5490273,-84.8399201,6.935,3873.49,-8.0,-8.0,0.0,2022,9,29,22,5.25,230.0
13,92,11,118,2022-09-29 22:24:31,,110.0,120.0,21.5,84.0,1.0,3.5,15.0,84.0,7.477,3.0,50.5490546,-84.8400293,7.477,3881.23,-8.199999999999989,-8.199999999999989,0.0,2022,9,29,22,5.25,230.0
13,96,11,160,2022-09-29 22:24:32,,110.0,121.0,21.5,78.5,8.5,30.5,15.0,51.0,8.045,3.0,50.5490819,-84.8401385,8.045,3889.48,-8.600000000000023,-8.600000000000023,0.0,2022,9,29,22,5.25,230.0
13,98,11,180,2022-09-29 22:24:33,,110.0,119.0,22.0,72.5,16.5,57.0,15.0,57.0,8.553,3.0,50.5491137,-84.8402569,8.553,3898.25,-8.800000000000011,-8.800000000000011,0.0,2022,9,29,22,5.25,230.0
13,100,11,181,2022-09-29 22:24:34,,110.0,120.0,21.0,73.5,17.0,60.5,15.0,62.0,8.397,3.0,50.5491456,-84.8403752,8.397,3906.98,-9.0,-9.0,0.0,2022,9,29,22,5.25,230.0
13,101,11,159,2022-09-29 22:24:35,,111.0,121.0,21.5,75.5,16.5,56.0,15.0,62.0,8.335,3.0,50.5491775,-84.8404935,8.335,3915.26,-9.199999999999989,-9.199999999999989,0.0,2022,9,29,22,5.25,230.0
13,102,11,153,2022-09-29 22:24:36,,111.0,120.0,23.5,74.0,18.0,60.0,15.0,61.0,8.367,3.0,50.5492093,-84.8406027,8.367,3923.87,-9.399999999999977,-9.399999999999977,0.0,2022,9,29,22,5.25,230.0
13,84,11,142,2022-09-29 22:24:37,,111.0,119.0,19.5,69.0,17.0,58.0,15.0,59.0,8.272,3.0,50.5492548,-84.8407211,8.272,3932.53,-9.600000000000023,-9.600000000000023,0.0,2022,9,29,22,5.25,230.0
13,57,11,129,2022-09-29 22:24:38,,111.0,118.0,22.0,71.0,17.5,59.5,15.0,49.0,7.719,3.0,50.5493003,-84.8408212,7.719,3941.11,-9.800000000000011,-9.800000000000011,0.0,2022,9,29,22,5.25,230.0
13,30,11,116,2022-09-29 22:24:39,,111.0,117.0,25.0,74.0,18.0,61.0,15.0,39.0,7.012,3.0,50.5493458,-84.8409122,7.012,3948.83,-10.0,-10.0,0.0,2022,9,29,22,5.25,230.0
13,3,11,0,2022-09-29 22:24:40,,111.0,117.0,28.0,77.0,18.0,62.5,15.0,30.0,5.873,3.0,50.5493777,-84.8409941,5.873,3955.24,-9.800000000000011,-9.800000000000011,0.0,2022,9,29,22,5.25,230.0
13,0,11,0,2022-09-29 22:24:41,,111.0,116.0,31.0,80.0,18.5,64.0,15.0,20.0,3.701,3.0,50.5493959,-84.8410487,3.701,3959.21,-9.800000000000011,-9.800000000000011,0.0,2022,9,29,22,5.25,230.0
13,10,11,2,2022-09-29 22:24:42,,111.0,116.0,34.0,83.0,19.0,66.0,15.0,11.0,1.364,3.0,50.549405,-84.8410761,1.364,3960.48,-9.800000000000011,-9.800000000000011,0.0,2022,9,29,22,5.25,230.0
13,15,11,45,2022-09-29 22:24:46,,111.0,117.0,36.5,92.0,10.0,77.0,15.0,57.0,2.138,3.0,50.5494187,-84.8411671,2.138,3962.15,-9.600000000000023,-9.600000000000023,0.0,2022,9,29,22,5.25,230.0
13,30,11,88,2022-09-29 22:24:47,,111.0,116.0,33.0,93.0,2.5,82.0,15.0,76.0,2.932,3.0,50.5494869,-84.8411944,2.932,3968.7,-9.800000000000011,-9.800000000000011,0.0,2022,9,29,22,5.25,230.0
13,48,11,127,2022-09-29 22:24:48,,111.0,120.0,29.0,90.5,7.0,87.0,15.0,69.0,4.677,3.0,50.5495279,-84.8412217,4.677,3973.26,-9.800000000000011,-9.800000000000011,0.0,2022,9,29,22,5.25,230.0
13,58,11,283,2022-09-29 22:24:49,,111.0,118.0,25.5,85.5,17.5,92.5,15.0,60.0,5.802,2.0,50.5495825,-84.8412672,5.802,3978.99,-9.800000000000011,-9.800000000000011,0.0,2022,9,29,22,5.25,230.0
13,68,11,303,2022-09-29 22:24:50,,112.0,119.0,23.0,82.5,26.0,96.0,15.0,55.0,6.012,2.0,50.5496371,-84.8413127,6.012,3985.26,-10.0,-10.0,0.0,2022,9,29,22,5.25,230.0
13,71,11,286,2022-09-29 22:24:51,,112.0,120.0,25.0,87.0,24.0,93.5,15.0,59.0,6.247,2.0,50.5496872,-84.8413764,6.247,3991.6,-10.0,-10.0,0.0,2022,9,29,22,5.25,230.0
13,75,11,261,2022-09-29 22:24:52,,112.0,120.0,28.5,85.5,21.5,86.0,15.0,63.0,6.552,2.0,50.5497463,-84.841431,6.552,3998.19,-10.199999999999989,-10.199999999999989,0.0,2022,9,29,22,5.25,230.0
13,81,11,225,2022-09-29 22:24:53,,112.0,120.0,28.5,89.0,22.5,81.0,15.0,58.0,6.718,2.0,50.5498055,-84.8414857,6.718,4004.98,-10.199999999999989,-10.199999999999989,0.0,2022,9,29,22,5.25,230.0
