ascent,cadence,descent,power,timestamp,battery_soc,calories,heart_rate,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,left_right_balance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,distance,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
0,94,0,312,2022-09-29 22:14:12,,14.0,117.0,28.0,94.5,28.0,93.0,19.0,55.0,0.0,6.0,50.5178476,-84.8134508,0.0,,,,,2022,9,29,22,5.25,230.0
0,97,0,299,2022-09-29 22:14:13,,14.0,116.0,30.0,92.5,30.0,94.0,19.0,56.0,0.0,6.0,50.5178431,-84.8134417,0.0,0.0,,,,2022,9,29,22,5.25,230.0
0,98,0,200,2022-09-29 22:14:23,,14.0,114.0,21.0,71.5,23.5,79.0,19.0,53.0,0.0,7.0,50.5180524,-84.8133962,0.0,0.0,,,,2022,9,29,22,5.25,230.0
0,99,0,212,2022-09-29 22:14:24,,14.0,115.0,21.0,72.5,22.0,74.0,19.0,54.0,0.0,7.0,50.5180843,-84.8133871,0.0,0.0,,,,2022,9,29,22,5.25,230.0
0,99,0,211,2022-09-29 22:14:25,,14.0,115.0,22.0,74.0,20.5,69.5,18.0,54.0,0.0,8.0,50.5181252,-84.8133689,0.0,0.0,,,,2022,9,29,22,5.25,230.0
0,99,0,210,2022-09-29 22:14:26,,14.0,115.0,23.5,76.0,21.0,71.0,18.0,54.0,0.0,8.0,50.5181525,-84.8133689,0.0,0.0,,,,2022,9,29,22,5.25,230.0
0,100,0,209,2022-09-29 22:14:27,,15.0,115.0,25.0,78.5,21.5,72.0,18.0,51.0,0.737,8.0,50.5182117,-84.8133416,0.737,1.23,,,,2022,9,29,22,5.25,230.0
0,101,0,211,2022-09-29 22:14:28,,15.0,116.0,26.5,80.5,22.0,73.5,18.0,49.0,3.177,8.0,50.5182572,-84.8133234,3.177,5.77,,,,2022,9,29,22,5.25,230.0
0,103,0,218,2022-09-29 22:14:29,,15.0,118.0,28.5,83.0,22.5,74.5,18.0,46.0,3.377,8.0,50.51833,-84.8133143,3.377,13.03,,,,2022,9,29,22,5.25,230.0
0,105,0,212,2022-09-29 22:14:30,,15.0,121.0,30.0,85.0,23.0,76.0,18.0,43.0,4.615,8.0,50.518553,-84.8133052,4.615,33.61,,,,2022,9,29,22,5.25,230.0
0,106,0,196,2022-09-29 22:14:31,,15.0,123.0,31.5,87.0,23.5,77.0,18.0,41.0,4.716,8.0,50.5186258,-84.8132961,4.716,40.54,,,,2022,9,29,22,5.25,230.0
0,89,0,179,2022-09-29 22:14:32,,16.0,125.0,33.5,89.5,24.0,78.5,18.0,38.0,4.944,8.0,50.5186987,-84.8132597,4.944,47.7,,,,2022,9,29,22,5.25,230.0
0,64,0,154,2022-09-29 22:14:33,,16.0,126.0,35.0,91.5,24.5,80.0,18.0,36.0,4.498,8.0,50.518726,-84.8132506,4.498,50.45,,,,2022,9,29,22,5.25,230.0
0,75,0,102,2022-09-29 22:14:34,,16.0,128.0,34.0,92.0,23.5,76.0,18.0,38.0,4.836,8.0,50.5187988,-84.8132324,4.836,57.46,,,,2022,9,29,22,5.25,230.0
0,100,0,127,2022-09-29 22:14:35,,16.0,129.0,30.0,90.0,19.5,65.5,18.0,43.0,4.206,8.0,50.5188124,-84.8132324,4.206,59.44,,,,2022,9,29,22,5.25,230.0
0,99,0,157,2022-09-29 22:14:36,,16.0,129.0,25.5,87.5,15.5,54.5,18.0,48.0,3.356,8.0,50.5188033,-84.8132415,3.356,63.01,,,,2022,9,29,22,5.25,230.0
0,93,0,160,2022-09-29 22:14:37,,16.0,129.0,23.0,72.5,16.5,61.0,18.0,52.0,3.704,8.0,50.5188625,-84.8132233,3.704,68.66,,,,2022,9,29,22,5.25,230.0
0,65,0,120,2022-09-29 22:14:38,,16.0,128.0,23.0,69.5,14.5,69.0,18.0,45.0,3.674,8.0,50.518908,-84.8132142,3.674,73.21,,,,2022,9,29,22,5.25,230.0
0,37,0,80,2022-09-29 22:14:39,,16.0,128.0,24.5,73.5,11.5,76.0,18.0,36.0,3.428,8.0,50.518949,-84.8131959,3.428,76.97,,,,2022,9,29,22,5.25,230.0
0,9,0,39,2022-09-29 22:14:40,,16.0,128.0,26.5,77.5,8.0,83.0,18.0,26.0,3.225,8.0,50.5189717,-84.8131777,3.225,79.64,,,,2022,9,29,22,5.25,230.0
0,4,0,0,2022-09-29 22:14:41,,16.0,128.0,28.0,81.5,4.5,90.5,18.0,17.0,3.124,8.0,50.5189945,-84.8131504,3.124,82.16,,,,2022,9,29,22,5.25,230.0
0,12,0,2,2022-09-29 22:14:42,,16.0,128.0,29.5,85.0,1.0,97.5,18.0,8.0,3.549,8.0,50.5190537,-84.8131231,3.549,88.04,,,,2022,9,29,22,5.25,230.0
0,20,0,4,2022-09-29 22:14:43,,16.0,128.0,28.0,83.5,0.0,100.0,18.0,20.0,3.03,8.0,50.5190673,-84.8131231,3.03,89.34,,,,2022,9,29,22,5.25,230.0
0,36,0,73,2022-09-29 22:14:44,,16.0,129.0,25.5,79.0,0.0,100.0,18.0,35.0,3.021,8.0,50.5190992,-84.813114,3.021,92.68,,,,2022,9,29,22,5.25,230.0
0,88,0,167,2022-09-29 22:14:45,,17.0,128.0,23.5,76.5,2.0,99.0,18.0,50.0,3.26,8.0,50.5191629,-84.8130958,3.26,98.41,,,,2022,9,29,22,5.25,230.0
0,75,0,177,2022-09-29 22:14:46,,17.0,127.0,23.5,83.5,12.5,94.5,18.0,61.0,3.371,8.0,50.519222,-84.8130776,3.371,103.92,,,,2022,9,29,22,5.25,230.0
0,57,0,177,2022-09-29 22:14:47,,17.0,128.0,23.0,90.0,23.0,90.0,18.0,57.0,3.748,8.0,50.5192994,-84.8130594,3.748,111.4,,,,2022,9,29,22,5.25,230.0
0,38,0,178,2022-09-29 22:14:48,,17.0,127.0,21.5,85.5,26.5,88.5,18.0,52.0,3.667,8.0,50.5193449,-84.8130412,3.667,115.58,,,,2022,9,29,22,5.25,230.0
0,31,0,160,2022-09-29 22:14:49,,17.0,126.0,19.0,76.5,26.0,88.5,18.0,48.0,3.139,8.0,50.5193495,-84.8130321,3.139,120.89,,,,2022,9,29,22,5.25,230.0
0,76,0,131,2022-09-29 22:14:50,,17.0,126.0,16.5,67.5,26.0,88.0,18.0,44.0,1.305,8.0,50.5192767,-84.8130594,1.305,130.22,,,,2022,9,29,22,5.25,230.0
0,60,0,140,2022-09-29 22:14:51,,18.0,126.0,14.0,58.0,26.0,88.0,18.0,43.0,1.891,8.0,50.5193495,-84.8130685,1.891,137.26,,,,2022,9,29,22,5.25,230.0
0,64,0,153,2022-09-29 22:14:52,,18.0,125.0,12.0,49.0,25.5,88.0,18.0,58.0,2.935,8.0,50.5194633,-84.8130412,2.935,148.29,,,,2022,9,29,22,5.25,230.0
0,77,0,233,2022-09-29 22:14:53,,18.0,124.0,23.0,75.5,27.5,93.0,18.0,55.0,3.099,8.0,50.5195452,-84.8130139,3.099,156.05,,,,2022,9,29,22,5.25,230.0
0,88,0,386,2022-09-29 22:14:54,,18.0,124.0,30.0,94.0,29.5,96.0,18.0,52.0,3.207,8.0,50.5196362,-84.8129957,3.207,164.59,,,,2022,9,29,22,5.25,230.0
0,96,0,361,2022-09-29 22:14:55,,19.0,124.0,24.5,81.5,29.0,93.0,18.0,51.0,3.773,8.0,50.5197454,-84.8129775,3.773,174.81,,,,2022,9,29,22,5.25,230.0
0,97,0,277,2022-09-29 22:14:56,,19.0,123.0,19.0,69.5,29.0,90.0,18.0,50.0,3.307,8.0,50.5198091,-84.8129593,3.307,181.14,,,,2022,9,29,22,5.25,230.0
0,97,0,236,2022-09-29 22:14:57,,19.0,122.0,20.5,71.0,26.0,76.0,18.0,58.0,4.009,7.0,50.5199093,-84.8129411,4.009,190.39,,,,2022,9,29,22,5.25,230.0
0,101,0,266,2022-09-29 22:14:58,,19.0,123.0,22.5,75.0,24.0,69.0,18.0,55.0,5.053,7.0,50.5199957,-84.8129047,5.053,198.82,,,,2022,9,29,22,5.25,230.0
0,109,0,323,2022-09-29 22:14:59,,20.0,122.0,23.0,74.5,25.5,76.5,18.0,50.0,5.314,7.0,50.5200412,-84.812841,5.314,205.17,,,,2022,9,29,22,5.25,230.0
0,115,0,309,2022-09-29 22:15:00,,20.0,122.0,23.0,74.0,27.0,84.0,18.0,50.0,4.639,7.0,50.5200549,-84.8127863,4.639,210.56,,,,2022,9,29,22,5.25,230.0
0,108,0,281,2022-09-29 22:15:01,,20.0,121.0,22.0,80.0,27.0,84.5,18.0,44.0,4.65,7.0,50.5201232,-84.8127226,4.65,217.94,,,,2022,9,29,22,5.25,230.0
0,107,0,294,2022-09-29 22:15:02,,21.0,121.0,22.0,85.0,27.0,83.5,18.0,46.0,4.01,7.0,50.5201732,-84.8126589,4.01,225.32,,,,2022,9,29,22,5.25,230.0
0,104,0,307,2022-09-29 22:15:03,,21.0,120.0,23.0,88.0,26.5,82.5,18.0,49.0,3.855,7.0,50.5203507,-84.8125861,3.855,242.6,,,,2022,9,29,22,5.25,230.0
0,101,0,320,2022-09-29 22:15:04,,21.0,122.0,24.5,90.0,26.0,81.5,18.0,50.0,4.048,7.0,50.52051,-84.8125042,4.048,258.76,,,,2022,9,29,22,5.25,230.0
0,102,0,261,2022-09-29 22:15:05,,21.0,121.0,26.5,92.5,25.5,80.5,18.0,50.0,4.085,7.0,50.5206374,-84.8124314,4.085,271.89,,,,2022,9,29,22,5.25,230.0
0,96,0,267,2022-09-29 22:15:06,,22.0,120.0,28.0,94.5,25.0,79.5,18.0,57.0,3.747,7.0,50.520642,-84.8123676,3.747,275.93,,,,2022,9,29,22,5.25,230.0
0,94,0,246,2022-09-29 22:15:07,,22.0,121.0,30.0,97.0,24.5,78.5,18.0,52.0,4.133,7.0,50.5206966,-84.8123039,4.133,283.5,,,,2022,9,29,22,5.25,230.0
0,87,0,270,2022-09-29 22:15:08,,22.0,119.0,28.5,92.5,24.5,79.5,18.0,47.0,4.259,7.0,50.520824,-84.812222,4.259,296.62,,,,2022,9,29,22,5.25,230.0
0,59,0,231,2022-09-29 22:15:09,,22.0,121.0,24.0,82.5,24.5,81.0,18.0,44.0,3.691,6.0,50.5208832,-84.8121765,3.691,303.2,,,,2022,9,29,22,5.25,230.0
0,36,0,192,2022-09-29 22:15:10,,22.0,120.0,23.5,82.5,22.0,73.0,18.0,45.0,2.549,6.0,50.520997,-84.8121219,2.549,314.68,,,,2022,9,29,22,5.25,230.0
0,13,0,153,2022-09-29 22:15:11,,22.0,119.0,23.5,82.5,19.5,64.5,18.0,46.0,2.097,6.0,50.5210197,-84.8121037,2.097,317.05,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:15:12,,22.0,118.0,23.0,82.5,17.0,56.5,18.0,46.0,1.619,6.0,50.5210379,-84.8120764,1.619,319.23,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:15:13,,22.0,118.0,23.0,82.5,14.5,48.5,18.0,47.0,1.674,6.0,50.521088,-84.8120491,1.674,324.31,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:15:14,,22.0,117.0,22.5,82.5,12.5,40.5,18.0,48.0,1.391,6.0,50.5212109,-84.8120218,1.391,336.23,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:15:15,,22.0,118.0,22.5,82.5,10.0,32.5,18.0,48.0,1.229,6.0,50.5213201,-84.8120036,1.229,346.6,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:15:16,,22.0,118.0,22.0,82.5,7.5,24.5,18.0,49.0,1.478,6.0,50.5214202,-84.8119854,1.478,355.66,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:15:17,,22.0,117.0,22.0,82.5,5.0,16.5,18.0,50.0,0.97,6.0,50.5215067,-84.8119671,0.97,364.22,,,,2022,9,29,22,5.25,230.0
0,22,0,17,2022-09-29 22:15:18,,22.0,118.0,22.0,82.5,2.5,8.5,18.0,50.0,1.047,5.0,50.5215932,-84.811958,1.047,372.14,,,,2022,9,29,22,5.25,230.0
0,17,0,17,2022-09-29 22:15:19,,22.0,117.0,21.5,82.5,0.0,0.0,18.0,51.0,1.224,5.0,50.5216614,-84.8119489,1.224,378.62,,,,2022,9,29,22,5.25,230.0
0,11,0,17,2022-09-29 22:15:20,,22.0,117.0,20.0,77.5,1.5,7.0,18.0,50.0,0.989,5.0,50.5217343,-84.8119307,0.989,385.52,,,,2022,9,29,22,5.25,230.0
0,5,0,0,2022-09-29 22:15:21,,22.0,117.0,18.0,72.5,3.5,14.0,18.0,50.0,1.058,5.0,50.5218344,-84.8118943,1.058,395.16,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:15:22,,22.0,116.0,16.5,67.0,5.5,21.0,18.0,49.0,1.1,5.0,50.5220164,-84.8118488,1.1,412.4,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:15:23,,22.0,115.0,15.0,62.0,7.0,28.0,18.0,49.0,0.958,5.0,50.5220392,-84.8118306,0.958,414.81,,,,2022,9,29,22,5.25,230.0
0,5,0,3,2022-09-29 22:15:24,,22.0,114.0,13.0,57.0,9.0,35.0,18.0,48.0,0.0,5.0,50.5220346,-84.8118488,0.0,414.81,,,,2022,9,29,22,5.25,230.0
0,12,0,16,2022-09-29 22:15:25,,22.0,114.0,11.5,52.0,11.0,42.0,18.0,48.0,0.0,5.0,50.5220255,-84.8118488,0.0,414.81,,,,2022,9,29,22,5.25,230.0
0,18,0,30,2022-09-29 22:15:26,,22.0,115.0,10.0,46.5,12.5,49.5,18.0,51.0,0.0,5.0,50.522021,-84.8118488,0.0,414.81,,,,2022,9,29,22,5.25,230.0
0,22,0,43,2022-09-29 22:15:27,,22.0,114.0,13.5,61.0,16.5,58.5,18.0,55.0,0.0,4.0,50.5220392,-84.8118397,0.0,414.81,,,,2022,9,29,22,5.25,230.0
0,16,0,32,2022-09-29 22:15:28,,22.0,114.0,21.0,89.0,21.0,68.5,18.0,58.0,0.0,4.0,50.522071,-84.8118124,0.0,414.81,,,,2022,9,29,22,5.25,230.0
0,9,0,21,2022-09-29 22:15:29,,22.0,114.0,22.0,90.0,21.5,71.0,18.0,61.0,0.0,4.0,50.522112,-84.8117942,0.0,414.81,,,,2022,9,29,22,5.25,230.0
0,3,0,0,2022-09-29 22:15:30,,22.0,114.0,23.5,91.0,22.0,73.5,18.0,65.0,0.0,4.0,50.5221621,-84.8117578,0.0,414.81,,,,2022,9,29,22,5.25,230.0
0,2,0,0,2022-09-29 22:15:31,,22.0,113.0,25.0,92.0,22.5,76.5,18.0,49.0,0.0,4.0,50.5221985,-84.8116941,0.0,414.81,,,,2022,9,29,22,5.25,230.0
0,11,0,13,2022-09-29 22:15:32,,22.0,114.0,26.5,93.0,23.0,79.0,18.0,33.0,0.0,4.0,50.5221985,-84.8116213,0.0,414.81,,,,2022,9,29,22,5.25,230.0
0,12,0,18,2022-09-29 22:15:33,,23.0,114.0,28.0,94.0,23.5,81.5,18.0,26.0,0.421,4.0,50.522203,-84.811421,0.421,416.7,,,,2022,9,29,22,5.25,230.0
0,13,0,24,2022-09-29 22:15:34,,23.0,113.0,29.0,94.5,24.0,84.0,17.0,29.0,1.889,4.0,50.5221848,-84.8113209,1.889,424.14,,,,2022,9,29,22,5.25,230.0
0,15,0,29,2022-09-29 22:15:35,,23.0,113.0,30.5,95.5,24.5,86.5,17.0,32.0,1.816,4.0,50.5221575,-84.8112572,1.816,429.0,,,,2022,9,29,22,5.25,230.0
0,17,0,49,2022-09-29 22:15:36,,23.0,113.0,32.0,96.5,25.0,89.0,17.0,35.0,1.229,4.0,50.5221348,-84.8111935,1.229,434.16,,,,2022,9,29,22,5.25,230.0
0,25,0,75,2022-09-29 22:15:37,,23.0,113.0,33.5,97.5,25.5,91.5,17.0,38.0,1.215,4.0,50.5221166,-84.8111662,1.215,436.75,,,,2022,9,29,22,5.25,230.0
0,33,0,101,2022-09-29 22:15:38,,23.0,114.0,34.5,98.5,26.0,94.5,17.0,41.0,2.042,4.0,50.5220938,-84.8111753,2.042,438.9,,,,2022,9,29,22,5.25,230.0
0,44,0,128,2022-09-29 22:15:39,,23.0,115.0,36.0,99.5,26.5,97.0,17.0,44.0,2.928,4.0,50.5220801,-84.8112026,2.928,441.27,,,,2022,9,29,22,5.25,230.0
0,55,0,145,2022-09-29 22:15:40,,23.0,115.0,34.0,95.0,25.5,92.5,17.0,47.0,3.48,4.0,50.5220938,-84.8112299,3.48,443.4,,,,2022,9,29,22,5.25,230.0
0,75,0,219,2022-09-29 22:15:41,,24.0,115.0,31.0,89.5,23.5,85.5,17.0,47.0,3.458,4.0,50.5221074,-84.8112572,3.458,445.72,,,,2022,9,29,22,5.25,230.0
0,89,0,211,2022-09-29 22:15:42,,24.0,115.0,28.0,83.5,22.0,78.5,17.0,49.0,4.031,4.0,50.5220437,-84.8113209,4.031,454.75,,,,2022,9,29,22,5.25,230.0
0,86,0,169,2022-09-29 22:15:43,,24.0,115.0,25.0,78.0,20.5,71.5,17.0,55.0,5.643,8.0,50.5218162,-84.8114938,5.643,479.46,,,,2022,9,29,22,5.25,230.0
0,84,0,151,2022-09-29 22:15:44,,24.0,114.0,22.0,72.0,19.0,64.0,17.0,59.0,6.041,7.0,50.5218162,-84.8115484,6.041,482.73,,,,2022,9,29,22,5.25,230.0
0,85,0,176,2022-09-29 22:15:45,,24.0,114.0,24.5,83.5,17.5,62.0,17.0,63.0,6.063,6.0,50.5218253,-84.8115666,6.063,484.58,,,,2022,9,29,22,5.25,230.0
0,89,0,201,2022-09-29 22:15:46,,24.0,114.0,21.0,75.0,20.5,72.0,17.0,42.0,5.982,6.0,50.5218435,-84.811594,5.982,486.99,,,,2022,9,29,22,5.25,230.0
0,85,0,156,2022-09-29 22:15:47,,25.0,114.0,12.0,49.5,23.5,81.0,17.0,31.0,6.25,6.0,50.5218799,-84.8116213,6.25,490.59,,,,2022,9,29,22,5.25,230.0
0,85,0,127,2022-09-29 22:15:48,,25.0,116.0,15.0,52.0,16.0,58.5,17.0,38.0,6.123,6.0,50.5219163,-84.8116486,6.123,494.88,,,,2022,9,29,22,5.25,230.0
0,81,0,93,2022-09-29 22:15:49,,25.0,118.0,13.5,54.0,10.5,40.5,17.0,44.0,6.025,6.0,50.5219846,-84.8116668,6.025,501.18,,,,2022,9,29,22,5.25,230.0
0,60,0,71,2022-09-29 22:15:50,,25.0,122.0,14.0,58.0,9.0,36.0,17.0,50.0,5.452,5.0,50.5220528,-84.811685,5.452,507.74,,,,2022,9,29,22,5.25,230.0
0,39,0,48,2022-09-29 22:15:51,,25.0,122.0,15.5,62.0,9.0,36.0,17.0,46.0,4.766,5.0,50.5221348,-84.8117123,4.766,515.6,,,,2022,9,29,22,5.25,230.0
0,17,0,26,2022-09-29 22:15:52,,25.0,124.0,17.0,66.5,9.0,36.0,17.0,37.0,4.6,5.0,50.5222167,-84.8117396,4.6,523.49,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:15:53,,25.0,126.0,18.5,71.0,9.0,36.0,17.0,29.0,4.209,5.0,50.5222895,-84.8117669,4.209,530.76,,,,2022,9,29,22,5.25,230.0
0,29,0,2,2022-09-29 22:15:54,,25.0,127.0,20.0,75.5,9.0,35.5,17.0,20.0,4.263,5.0,50.5223714,-84.8117942,4.263,538.31,,,,2022,9,29,22,5.25,230.0
0,85,0,3,2022-09-29 22:15:55,,25.0,129.0,21.5,80.0,9.0,35.5,17.0,12.0,4.526,5.0,50.5224488,-84.8118306,4.526,546.14,,,,2022,9,29,22,5.25,230.0
0,80,0,89,2022-09-29 22:15:56,,25.0,133.0,23.0,84.0,9.0,35.5,17.0,18.0,4.778,5.0,50.5225489,-84.811867,4.778,555.94,,,,2022,9,29,22,5.25,230.0
0,82,0,148,2022-09-29 22:15:57,,25.0,134.0,24.5,88.0,9.0,36.0,17.0,38.0,5.401,5.0,50.5226581,-84.8118943,5.401,566.16,,,,2022,9,29,22,5.25,230.0
0,85,0,151,2022-09-29 22:15:58,,25.0,130.0,19.0,64.0,22.5,77.5,17.0,57.0,5.982,5.0,50.5227719,-84.8119216,5.982,577.08,,,,2022,9,29,22,5.25,230.0
0,82,0,129,2022-09-29 22:15:59,,25.0,130.0,17.0,54.5,23.5,80.5,17.0,61.0,5.969,5.0,50.5228584,-84.811958,5.969,585.5,,,,2022,9,29,22,5.25,230.0
0,77,0,99,2022-09-29 22:16:00,,25.0,129.0,15.5,50.0,20.5,72.0,17.0,61.0,5.998,5.0,50.5229358,-84.8119854,5.998,593.07,,,,2022,9,29,22,5.25,230.0
0,60,0,58,2022-09-29 22:16:01,,25.0,129.0,14.5,45.0,18.0,63.0,17.0,60.0,5.969,5.0,50.5230131,-84.8120127,5.969,600.53,,,,2022,9,29,22,5.25,230.0
0,40,0,50,2022-09-29 22:16:02,,25.0,129.0,13.0,40.0,15.5,54.5,17.0,58.0,5.678,5.0,50.5230859,-84.8120491,5.678,607.64,,,,2022,9,29,22,5.25,230.0
0,20,0,43,2022-09-29 22:16:03,,25.0,129.0,12.0,35.0,12.5,45.5,17.0,57.0,4.727,5.0,50.5231542,-84.8120673,4.727,613.79,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:16:04,,25.0,130.0,,,,,17.0,55.0,3.568,5.0,50.5232179,-84.8120673,3.568,620.06,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:16:05,,25.0,130.0,,,,,17.0,,2.859,5.0,50.5232725,-84.8120764,2.859,625.33,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:16:06,,25.0,130.0,,,,,17.0,,1.966,5.0,50.523318,-84.8120764,1.966,629.49,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:16:07,,25.0,130.0,,,,,17.0,,1.426,5.0,50.5233499,-84.8120673,1.426,632.6,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:16:08,,25.0,130.0,,,,,17.0,,1.237,5.0,50.5233818,-84.8120673,1.237,635.6,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:16:09,,25.0,130.0,,,,,17.0,,1.025,4.0,50.5234273,-84.8120673,1.025,639.4,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:16:10,,25.0,130.0,,,,,17.0,,1.495,4.0,50.5234591,-84.8120764,1.495,642.7,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:16:11,,25.0,129.0,,,,,17.0,,1.694,4.0,50.5234955,-84.8121037,1.694,646.27,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:16:12,,25.0,129.0,,,,,17.0,,1.807,4.0,50.5235228,-84.8121219,1.807,649.49,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:16:13,,25.0,128.0,,,,,17.0,,1.43,4.0,50.5235502,-84.8121401,1.43,652.42,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:16:14,,25.0,128.0,,,,,17.0,,1.437,4.0,50.5235775,-84.8121583,1.437,655.23,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:16:15,,25.0,128.0,,,,,17.0,,1.527,4.0,50.5236048,-84.8121674,1.527,657.83,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:16:16,,25.0,128.0,,,,,17.0,,1.604,4.0,50.5236321,-84.8121765,1.604,660.52,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:16:17,,25.0,128.0,,,,,17.0,,1.56,4.0,50.5236594,-84.8121765,1.56,662.75,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:16:18,,25.0,128.0,,,,,17.0,,0.916,4.0,50.5236776,-84.8121856,0.916,664.31,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:16:19,,25.0,128.0,,,,,17.0,,0.0,4.0,50.5236912,-84.8121947,0.0,664.31,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:16:20,,25.0,127.0,,,,,17.0,,0.186,4.0,50.5237094,-84.8121947,0.186,664.74,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:16:21,,25.0,127.0,,,,,17.0,,0.832,4.0,50.5237276,-84.8121947,0.832,666.61,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:16:22,,25.0,127.0,,,,,17.0,,0.985,4.0,50.5237458,-84.8121947,0.985,668.49,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:16:23,,25.0,127.0,,,,,17.0,,1.271,4.0,50.5237686,-84.8122038,1.271,670.57,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:16:24,,25.0,126.0,,,,,17.0,,1.173,4.0,50.5237914,-84.812222,1.173,672.91,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:16:25,,25.0,126.0,,,,,17.0,,1.148,4.0,50.5238096,-84.812222,1.148,674.78,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:16:26,,25.0,126.0,,,,,17.0,,1.732,4.0,50.5238369,-84.8122402,1.732,677.23,,,,2022,9,29,22,5.25,230.0
0,0,0,0,2022-09-29 22:16:27,,25.0,126.0,,,,,17.0,,1.876,4.0,50.5238642,-84.8122584,1.876,680.23,,,,2022,9,29,22,5.25,230.0
0,7,0,8,2022-09-29 22:16:28,,25.0,125.0,,,,,17.0,,2.018,4.0,50.5238915,-84.8122766,2.018,683.15,,,,2022,9,29,22,5.25,230.0
0,23,0,26,2022-09-29 22:16:29,,25.0,124.0,,,,,17.0,51.0,1.759,4.0,50.5239142,-84.8122948,1.759,685.89,,,,2022,9,29,22,5.25,230.0
0,15,0,17,2022-09-29 22:16:30,,25.0,124.0,,,,,17.0,53.0,1.75,4.0,50.523937,-84.812313,1.75,688.02,,,,2022,9,29,22,5.25,230.0
0,7,0,9,2022-09-29 22:16:31,,25.0,125.0,12.5,52.5,0.0,0.0,17.0,54.0,1.966,4.0,50.5239598,-84.8123312,1.966,690.38,,,,2022,9,29,22,5.25,230.0
0,1,0,0,2022-09-29 22:16:32,,25.0,124.0,13.5,53.0,0.0,37.0,17.0,56.0,2.497,4.0,50.5239825,-84.8123403,2.497,692.93,,,,2022,9,29,22,5.25,230.0
0,15,0,6,2022-09-29 22:16:33,,25.0,124.0,14.5,53.5,0.0,74.5,17.0,57.0,2.587,4.0,50.5240098,-84.8123494,2.587,695.53,,,,2022,9,29,22,5.25,230.0
0,15,0,11,2022-09-29 22:16:34,,25.0,123.0,15.0,53.5,2.0,98.0,17.0,55.0,2.772,4.0,50.5240417,-84.8123585,2.772,698.36,,,,2022,9,29,22,5.25,230.0
0,16,0,17,2022-09-29 22:16:35,,25.0,122.0,14.0,52.0,7.5,91.0,17.0,50.0,2.914,4.0,50.5240735,-84.8123585,2.914,701.32,,,,2022,9,29,22,5.25,230.0
0,16,0,22,2022-09-29 22:16:36,,25.0,122.0,13.0,50.5,13.5,84.0,17.0,44.0,3.322,4.0,50.5241054,-84.8123494,3.322,704.73,,,,2022,9,29,22,5.25,230.0
0,16,0,26,2022-09-29 22:16:37,,25.0,121.0,12.5,49.0,19.5,77.0,17.0,39.0,2.989,4.0,50.5241372,-84.8123585,2.989,707.67,,,,2022,9,29,22,5.25,230.0
0,17,0,26,2022-09-29 22:16:38,,26.0,122.0,13.5,54.5,22.0,74.0,17.0,58.0,2.478,4.0,50.5241646,-84.8123676,2.478,709.98,,,,2022,9,29,22,5.25,230.0
