battery_soc,cadence,enhanced_speed,gps_accuracy,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,position_lat,position_long,power,right_pedal_smoothness,right_torque_effectiveness,speed,timestamp,altitude,distance,enhanced_altitude,grade,temperature,year,month,day,hour,wind_speed,wind_direction
,90,11.856,2,24.0,71.0,86.0,50.5169374,-84.8475386,186,23.5,86.0,11.856,2022-03-30 20:47:15,17.200000000000045,1217.16,17.200000000000045,-3.61,10.0,2022,3,30,20,3.99,338.0
,93,11.915,2,24.0,92.0,85.5,50.5169829,-84.8473748,150,23.0,86.5,11.915,2022-03-30 20:47:16,16.799999999999955,1229.14,16.799999999999955,-4.11,10.0,2022,3,30,20,3.99,338.0
,92,12.005,2,24.0,100.0,84.0,50.5170239,-84.847211,118,22.5,84.5,12.005,2022-03-30 20:47:17,16.200000000000045,1241.17,16.200000000000045,-4.52,10.0,2022,3,30,20,3.99,338.0
,88,12.02,2,24.0,100.0,83.0,50.5170648,-84.8470471,89,21.5,81.0,12.02,2022-03-30 20:47:18,15.799999999999955,1253.26,15.799999999999955,-4.38,10.0,2022,3,30,20,3.99,338.0
,85,11.575,2,23.5,100.0,81.5,50.5171103,-84.8468833,60,21.0,77.5,11.575,2022-03-30 20:47:19,15.200000000000045,1265.04,15.200000000000045,-4.02,10.0,2022,3,30,20,3.99,338.0
,81,10.285,2,23.5,100.0,80.0,50.5171513,-84.8467376,31,20.0,74.0,10.285,2022-03-30 20:47:20,14.799999999999955,1275.81,14.799999999999955,-3.88,10.0,2022,3,30,20,3.99,338.0
,75,8.678,2,23.5,100.0,79.0,50.5171877,-84.8466102,7,19.5,71.0,8.678,2022-03-30 20:47:21,14.200000000000045,1285.03,14.200000000000045,-3.7,10.0,2022,3,30,20,3.99,338.0
,54,6.215,2,23.5,100.0,79.0,50.517215,-84.8465192,4,19.5,71.0,6.215,2022-03-30 20:47:22,13.799999999999955,1292.0,13.799999999999955,-3.67,10.0,2022,3,30,20,3.99,338.0
,33,4.528,3,23.5,100.0,79.0,50.5172332,-84.8464464,1,19.5,71.0,4.528,2022-03-30 20:47:23,13.399999999999977,1297.23,13.399999999999977,-4.31,9.0,2022,3,30,20,3.99,338.0
,22,3.759,3,13.0,100.0,80.0,50.5172423,-84.8463918,0,11.0,73.5,3.759,2022-03-30 20:47:24,13.200000000000045,1301.33,13.200000000000045,-5.06,9.0,2022,3,30,20,3.99,338.0
,15,3.352,3,0.0,100.0,82.0,50.517256,-84.8463371,0,0.0,77.0,3.352,2022-03-30 20:47:25,12.799999999999955,1304.98,12.799999999999955,-5.45,9.0,2022,3,30,20,3.99,338.0
,1,3.209,3,0.0,100.0,83.5,50.5172696,-84.8462916,0,0.0,80.5,3.209,2022-03-30 20:47:26,12.600000000000023,1308.42,12.600000000000023,-6.02,9.0,2022,3,30,20,3.99,338.0
,0,3.278,3,0.0,100.0,85.5,50.5172787,-84.8462461,0,0.0,84.0,3.278,2022-03-30 20:47:27,12.399999999999977,1311.87,12.399999999999977,-6.44,9.0,2022,3,30,20,3.99,338.0
,13,3.916,3,0.0,48.0,87.5,50.5172878,-84.8461915,90,0.0,87.5,3.916,2022-03-30 20:47:28,12.399999999999977,1315.72,12.399999999999977,-6.41,9.0,2022,3,30,20,3.99,338.0
,24,4.651,3,3.0,6.0,89.0,50.5173015,-84.8461278,184,1.5,91.0,4.651,2022-03-30 20:47:29,12.200000000000045,1320.31,12.200000000000045,-6.21,9.0,2022,3,30,20,3.99,338.0
,22,5.287,3,21.0,40.0,91.0,50.5173151,-84.846055,337,9.5,95.0,5.287,2022-03-30 20:47:30,12.0,1325.48,12.0,-5.53,9.0,2022,3,30,20,3.99,338.0
,47,6.182,3,25.5,53.0,90.0,50.5173424,-84.8459822,458,21.5,95.0,6.182,2022-03-30 20:47:31,11.800000000000011,1331.42,11.800000000000011,-4.64,9.0,2022,3,30,20,3.99,338.0
,76,6.919,3,25.0,52.0,88.0,50.5173743,-84.8458911,546,25.5,92.5,6.919,2022-03-30 20:47:32,11.600000000000023,1337.87,11.600000000000023,-3.77,9.0,2022,3,30,20,3.99,338.0
,83,7.52,3,24.5,49.0,86.5,50.5174107,-84.8458001,557,25.0,90.0,7.52,2022-03-30 20:47:33,11.399999999999977,1345.04,11.399999999999977,-3.09,9.0,2022,3,30,20,3.99,338.0
,87,7.957,3,24.5,49.0,87.5,50.5174471,-84.8457,579,25.0,90.0,7.957,2022-03-30 20:47:34,11.199999999999989,1353.09,11.199999999999989,-2.9,9.0,2022,3,30,20,3.99,338.0
,91,8.116,3,26.0,51.0,90.0,50.517479,-84.8455817,561,25.5,88.5,8.116,2022-03-30 20:47:35,11.199999999999989,1361.36,11.199999999999989,-3.01,9.0,2022,3,30,20,3.99,338.0
,98,8.03,3,22.0,52.0,85.5,50.5175108,-84.8454724,342,25.5,88.0,8.03,2022-03-30 20:47:36,11.199999999999989,1369.51,11.199999999999989,-2.67,9.0,2022,3,30,20,3.99,338.0
,101,8.124,3,20.0,52.0,83.0,50.5175381,-84.8453632,236,24.0,87.5,8.124,2022-03-30 20:47:37,11.199999999999989,1377.8,11.199999999999989,-1.8,9.0,2022,3,30,20,3.99,338.0
,95,8.52,3,20.5,52.0,85.5,50.51757,-84.8452358,178,16.5,83.5,8.52,2022-03-30 20:47:38,11.399999999999977,1387.06,11.399999999999977,-1.05,9.0,2022,3,30,20,3.99,338.0
,92,8.598,3,23.5,68.0,87.0,50.5176018,-84.8451174,284,25.0,79.0,8.598,2022-03-30 20:47:39,11.399999999999977,1395.88,11.399999999999977,-0.35,9.0,2022,3,30,20,3.99,338.0
,86,8.374,3,23.0,46.0,85.5,50.5176383,-84.8449991,236,25.0,79.0,8.374,2022-03-30 20:47:40,11.399999999999977,1404.51,11.399999999999977,0.0,9.0,2022,3,30,20,3.99,338.0
,86,8.279,3,23.0,44.0,85.5,50.5176701,-84.8448808,232,25.0,79.0,8.279,2022-03-30 20:47:41,11.399999999999977,1413.04,11.399999999999977,0.0,9.0,2022,3,30,20,3.99,338.0
,87,8.384,3,23.0,44.0,85.5,50.5177065,-84.8447625,293,25.0,79.0,8.384,2022-03-30 20:47:42,11.399999999999977,1421.74,11.399999999999977,0.0,9.0,2022,3,30,20,3.99,338.0
,87,8.217,3,23.0,44.0,85.5,50.5177384,-84.8446441,277,25.0,79.0,8.217,2022-03-30 20:47:43,11.399999999999977,1430.51,11.399999999999977,0.0,9.0,2022,3,30,20,3.99,338.0
,88,8.15,3,23.0,45.0,85.5,50.5177657,-84.8445349,263,25.0,79.0,8.15,2022-03-30 20:47:44,11.399999999999977,1438.91,11.399999999999977,0.0,9.0,2022,3,30,20,3.99,338.0
,88,8.347,3,23.0,45.0,85.5,50.5177975,-84.8444166,283,25.0,79.0,8.347,2022-03-30 20:47:45,11.399999999999977,1447.39,11.399999999999977,0.0,9.0,2022,3,30,20,3.99,338.0
,89,8.691,3,23.0,45.0,85.5,50.5178294,-84.8442982,281,25.0,79.0,8.691,2022-03-30 20:47:46,11.399999999999977,1456.24,11.399999999999977,0.0,9.0,2022,3,30,20,3.99,338.0
,89,8.586,3,24.0,45.0,87.0,50.5178613,-84.8441799,261,26.0,83.0,8.586,2022-03-30 20:47:47,11.199999999999989,1465.09,11.199999999999989,0.0,9.0,2022,3,30,20,3.99,338.0
,90,8.78,3,26.0,45.0,91.0,50.5178931,-84.8440525,236,28.0,92.0,8.78,2022-03-30 20:47:48,11.199999999999989,1473.8,11.199999999999989,0.0,9.0,2022,3,30,20,3.99,338.0
,90,8.726,3,25.0,45.0,90.0,50.517925,-84.843925,242,28.0,92.5,8.726,2022-03-30 20:47:49,11.199999999999989,1483.05,11.199999999999989,0.0,9.0,2022,3,30,20,3.99,338.0
,90,8.596,3,24.5,45.0,88.5,50.5179523,-84.8438067,249,28.0,92.5,8.596,2022-03-30 20:47:50,11.399999999999977,1492.01,11.399999999999977,0.0,9.0,2022,3,30,20,3.99,338.0
,90,8.63,3,24.0,45.0,88.0,50.5179796,-84.8436793,270,28.0,92.5,8.63,2022-03-30 20:47:51,11.399999999999977,1500.84,11.399999999999977,0.0,9.0,2022,3,30,20,3.99,338.0
,89,8.618,3,24.0,45.0,88.0,50.5180069,-84.843561,301,28.0,92.5,8.618,2022-03-30 20:47:52,11.399999999999977,1509.51,11.399999999999977,0.0,9.0,2022,3,30,20,3.99,338.0
,88,8.502,3,24.0,45.0,88.0,50.5180342,-84.8434426,302,28.0,92.5,8.502,2022-03-30 20:47:53,11.399999999999977,1518.17,11.399999999999977,0.02,9.0,2022,3,30,20,3.99,338.0
,88,8.393,3,24.0,45.0,88.0,50.5180661,-84.8433243,304,28.0,93.5,8.393,2022-03-30 20:47:54,11.600000000000023,1526.83,11.600000000000023,0.38,9.0,2022,3,30,20,3.99,338.0
,88,8.396,3,23.5,45.0,88.0,50.5180934,-84.843206,307,27.5,94.5,8.396,2022-03-30 20:47:55,11.800000000000011,1535.51,11.800000000000011,0.68,9.0,2022,3,30,20,3.99,338.0
,87,8.378,3,23.5,45.0,88.0,50.5181298,-84.8430876,310,27.5,95.5,8.378,2022-03-30 20:47:56,11.800000000000011,1544.29,11.800000000000011,0.8,9.0,2022,3,30,20,3.99,338.0
,87,8.404,3,23.5,45.0,88.0,50.5181616,-84.8429693,312,27.5,95.5,8.404,2022-03-30 20:47:57,12.0,1552.85,12.0,1.15,9.0,2022,3,30,20,3.99,338.0
,87,8.534,3,25.0,44.0,89.0,50.518198,-84.8428601,314,26.5,93.5,8.534,2022-03-30 20:47:58,12.200000000000045,1561.44,12.200000000000045,1.42,9.0,2022,3,30,20,3.99,338.0
,86,8.602,3,26.0,44.0,89.5,50.5182299,-84.8427418,315,25.5,91.0,8.602,2022-03-30 20:47:59,12.399999999999977,1570.22,12.399999999999977,1.57,9.0,2022,3,30,20,3.99,338.0
,87,8.546,3,27.0,44.0,90.5,50.5182663,-84.8426143,300,25.5,94.5,8.546,2022-03-30 20:48:00,12.399999999999977,1579.22,12.399999999999977,1.78,9.0,2022,3,30,20,3.99,338.0
,88,8.655,3,26.5,44.0,88.5,50.5183027,-84.8425051,208,25.5,94.0,8.655,2022-03-30 20:48:01,12.600000000000023,1588.0,12.600000000000023,1.8,9.0,2022,3,30,20,3.99,338.0
,88,8.662,3,24.0,44.0,84.0,50.5183437,-84.8423868,149,25.0,89.5,8.662,2022-03-30 20:48:02,12.600000000000023,1596.71,12.600000000000023,1.66,9.0,2022,3,30,20,3.99,338.0
,88,8.773,3,23.5,45.0,82.5,50.5183755,-84.8422684,155,24.0,87.0,8.773,2022-03-30 20:48:03,12.600000000000023,1605.54,12.600000000000023,1.36,9.0,2022,3,30,20,3.99,338.0
,88,8.583,3,21.5,55.0,75.0,50.5184119,-84.8421501,164,20.0,74.0,8.583,2022-03-30 20:48:04,12.600000000000023,1614.13,12.600000000000023,0.9,9.0,2022,3,30,20,3.99,338.0
,89,8.346,3,21.0,53.0,76.0,50.5184438,-84.8420318,147,20.0,73.5,8.346,2022-03-30 20:48:05,12.600000000000023,1622.83,12.600000000000023,0.35,9.0,2022,3,30,20,3.99,338.0
,89,8.505,3,21.0,53.0,76.5,50.5184757,-84.8419135,167,20.0,73.5,8.505,2022-03-30 20:48:06,12.600000000000023,1631.54,12.600000000000023,0.0,9.0,2022,3,30,20,3.99,338.0
,83,8.823,3,22.5,61.0,81.5,50.5185075,-84.8417951,177,22.5,76.0,8.823,2022-03-30 20:48:07,12.600000000000023,1640.39,12.600000000000023,0.0,9.0,2022,3,30,20,3.99,338.0
,83,8.737,3,22.5,54.0,81.5,50.5185394,-84.8416677,173,22.5,76.0,8.737,2022-03-30 20:48:08,12.399999999999977,1649.31,12.399999999999977,0.0,9.0,2022,3,30,20,3.99,338.0
,83,8.706,3,22.5,56.0,82.5,50.5185667,-84.8415494,186,21.0,74.5,8.706,2022-03-30 20:48:09,12.200000000000045,1658.14,12.200000000000045,-0.03,9.0,2022,3,30,20,3.99,338.0
,84,9.191,3,22.5,55.0,82.5,50.5185985,-84.8414219,194,20.5,74.0,9.191,2022-03-30 20:48:10,12.200000000000045,1667.32,12.200000000000045,-0.48,9.0,2022,3,30,20,3.99,338.0
,84,9.146,3,22.0,52.0,80.0,50.5186304,-84.8412945,202,21.0,76.0,9.146,2022-03-30 20:48:11,12.200000000000045,1676.72,12.200000000000045,-0.89,9.0,2022,3,30,20,3.99,338.0
,85,9.083,3,21.5,48.0,74.0,50.5186623,-84.8411671,213,22.0,81.0,9.083,2022-03-30 20:48:12,12.0,1685.91,12.0,-0.92,9.0,2022,3,30,20,3.99,338.0
,85,9.224,3,23.0,48.0,84.5,50.5186987,-84.8410396,205,23.0,79.0,9.224,2022-03-30 20:48:13,12.0,1695.44,12.0,-1.03,9.0,2022,3,30,20,3.99,338.0
,86,9.206,3,26.0,49.0,88.5,50.5187351,-84.8409122,219,23.0,79.5,9.206,2022-03-30 20:48:14,11.800000000000011,1704.82,11.800000000000011,-1.1,9.0,2022,3,30,20,3.99,338.0
,87,9.132,3,26.5,50.0,91.0,50.518776,-84.8407848,209,26.5,86.5,9.132,2022-03-30 20:48:15,11.600000000000023,1714.18,11.600000000000023,-1.07,9.0,2022,3,30,20,3.99,338.0
,87,9.213,3,26.0,51.0,92.0,50.518817,-84.8406665,203,29.5,91.5,9.213,2022-03-30 20:48:16,11.399999999999977,1723.71,11.399999999999977,-1.32,9.0,2022,3,30,20,3.99,338.0
,88,9.33,3,26.0,51.0,92.0,50.5188489,-84.8405299,214,29.5,91.5,9.33,2022-03-30 20:48:17,11.199999999999989,1733.12,11.199999999999989,-1.69,9.0,2022,3,30,20,3.99,338.0
,88,9.121,3,26.0,50.0,92.0,50.5188853,-84.8404025,209,29.5,91.5,9.121,2022-03-30 20:48:18,11.199999999999989,1742.7,11.199999999999989,-1.78,9.0,2022,3,30,20,3.99,338.0
,87,8.957,3,26.0,49.0,92.0,50.5189171,-84.8402751,203,29.5,91.5,8.957,2022-03-30 20:48:19,11.199999999999989,1751.97,11.199999999999989,-1.63,9.0,2022,3,30,20,3.99,338.0
,86,8.983,3,26.0,49.0,92.0,50.5189444,-84.8401476,226,29.5,91.5,8.983,2022-03-30 20:48:20,11.0,1761.2,11.0,-1.32,9.0,2022,3,30,20,3.99,338.0
,86,9.133,3,26.0,49.0,92.0,50.5189763,-84.8400202,264,29.5,91.5,9.133,2022-03-30 20:48:21,11.0,1770.62,11.0,-1.05,9.0,2022,3,30,20,3.99,338.0
,86,9.287,3,26.0,49.0,92.5,50.5190127,-84.8398928,282,29.0,90.5,9.287,2022-03-30 20:48:22,11.0,1779.91,11.0,-0.8,9.0,2022,3,30,20,3.99,338.0
,85,9.088,3,26.5,49.0,93.5,50.5190537,-84.8397744,306,25.5,87.0,9.088,2022-03-30 20:48:23,11.0,1789.14,11.0,-0.33,9.0,2022,3,30,20,3.99,338.0
,85,8.639,3,27.0,49.0,94.0,50.5190901,-84.8396561,321,24.5,86.0,8.639,2022-03-30 20:48:24,11.0,1798.12,11.0,0.0,9.0,2022,3,30,20,3.99,338.0
,85,8.664,3,26.5,48.0,93.5,50.5191265,-84.8395287,327,25.5,88.0,8.664,2022-03-30 20:48:25,11.199999999999989,1806.98,11.199999999999989,0.0,9.0,2022,3,30,20,3.99,338.0
,85,8.735,3,26.0,48.0,93.0,50.5191583,-84.8394103,333,26.5,90.0,8.735,2022-03-30 20:48:26,11.199999999999989,1815.87,11.199999999999989,0.02,9.0,2022,3,30,20,3.99,338.0
,85,8.656,3,25.5,47.0,92.5,50.5191856,-84.8392829,338,27.5,92.0,8.656,2022-03-30 20:48:27,11.399999999999977,1824.89,11.399999999999977,0.35,9.0,2022,3,30,20,3.99,338.0
,84,8.647,3,25.5,47.0,92.5,50.5192175,-84.8391646,267,28.0,92.5,8.647,2022-03-30 20:48:28,11.399999999999977,1833.63,11.399999999999977,0.8,9.0,2022,3,30,20,3.99,338.0
,83,8.69,3,26.5,45.0,93.0,50.5192539,-84.8390463,251,28.0,94.0,8.69,2022-03-30 20:48:29,11.399999999999977,1842.45,11.399999999999977,0.86,9.0,2022,3,30,20,3.99,338.0
,82,8.819,3,28.0,42.0,94.0,50.5192903,-84.8389279,265,28.0,96.0,8.819,2022-03-30 20:48:30,11.600000000000023,1851.37,11.600000000000023,0.9,9.0,2022,3,30,20,3.99,338.0
,82,8.88,3,29.0,41.0,94.5,50.5193267,-84.8388096,273,28.5,96.5,8.88,2022-03-30 20:48:31,11.600000000000023,1860.29,11.600000000000023,0.87,9.0,2022,3,30,20,3.99,338.0
,82,8.932,3,28.5,43.0,94.5,50.5193586,-84.8386913,275,29.0,96.0,8.932,2022-03-30 20:48:32,11.800000000000011,1869.31,11.800000000000011,0.82,9.0,2022,3,30,20,3.99,338.0
,82,9.233,3,28.0,46.0,94.0,50.5193995,-84.8385638,277,30.0,95.5,9.233,2022-03-30 20:48:33,11.800000000000011,1878.72,11.800000000000011,0.83,9.0,2022,3,30,20,3.99,338.0
,83,9.49,3,27.5,47.0,94.0,50.5194359,-84.8384364,236,30.5,95.0,9.49,2022-03-30 20:48:34,12.0,1888.17,12.0,0.91,9.0,2022,3,30,20,3.99,338.0
,84,9.254,3,27.5,47.0,94.0,50.5194724,-84.838309,180,30.5,95.0,9.254,2022-03-30 20:48:35,12.0,1897.45,12.0,0.96,9.0,2022,3,30,20,3.99,338.0
,85,9.031,3,27.5,47.0,94.0,50.5195088,-84.8381906,153,30.5,95.0,9.031,2022-03-30 20:48:36,12.0,1906.6,12.0,0.79,9.0,2022,3,30,20,3.99,338.0
,87,8.965,3,27.5,47.0,94.0,50.5195452,-84.8380632,191,30.5,95.0,8.965,2022-03-30 20:48:37,11.800000000000011,1915.7,11.800000000000011,0.35,9.0,2022,3,30,20,3.99,338.0
,87,8.675,3,25.5,53.0,90.5,50.5195861,-84.837954,172,24.0,79.0,8.675,2022-03-30 20:48:38,11.800000000000011,1924.43,11.800000000000011,0.0,9.0,2022,3,30,20,3.99,338.0
,87,8.403,3,20.0,46.0,77.0,50.5196271,-84.8378448,150,21.5,73.0,8.403,2022-03-30 20:48:39,11.800000000000011,1932.94,11.800000000000011,-0.02,9.0,2022,3,30,20,3.99,338.0
,87,8.484,3,19.0,41.0,77.5,50.5196681,-84.8377355,136,19.5,69.0,8.484,2022-03-30 20:48:40,11.600000000000023,1941.44,11.600000000000023,-0.31,9.0,2022,3,30,20,3.99,338.0
,82,8.792,3,23.5,56.0,85.0,50.519709,-84.8376172,136,18.5,65.5,8.792,2022-03-30 20:48:41,11.600000000000023,1950.24,11.600000000000023,-0.32,9.0,2022,3,30,20,3.99,338.0
,61,9.0,3,29.5,78.0,90.0,50.5197454,-84.8374898,220,19.5,66.0,9.0,2022-03-30 20:48:42,11.600000000000023,1959.54,11.600000000000023,-0.45,9.0,2022,3,30,20,3.99,338.0
,64,8.856,3,29.5,51.0,90.0,50.5197818,-84.8373623,217,19.5,66.0,8.856,2022-03-30 20:48:43,11.600000000000023,1968.8,11.600000000000023,-0.74,9.0,2022,3,30,20,3.99,338.0
,64,8.967,3,29.5,50.0,90.0,50.5198137,-84.8372349,215,19.5,66.0,8.967,2022-03-30 20:48:44,11.399999999999977,1978.09,11.399999999999977,-0.31,9.0,2022,3,30,20,3.99,338.0
,66,9.095,3,29.5,50.0,90.0,50.5198546,-84.8371075,228,22.5,77.0,9.095,2022-03-30 20:48:45,11.399999999999977,1987.65,11.399999999999977,-0.02,9.0,2022,3,30,20,3.99,338.0
,68,9.442,3,29.0,50.0,91.0,50.5198911,-84.8369801,250,27.0,94.0,9.442,2022-03-30 20:48:46,11.199999999999989,1997.5,11.199999999999989,-0.36,9.0,2022,3,30,20,3.99,338.0
,70,9.52,3,30.0,48.0,97.0,50.5199275,-84.8368435,249,30.0,97.0,9.52,2022-03-30 20:48:47,11.199999999999989,2007.37,11.199999999999989,-0.65,9.0,2022,3,30,20,3.99,338.0
,71,9.459,3,31.5,48.0,96.0,50.5199593,-84.836707,249,30.5,96.5,9.459,2022-03-30 20:48:48,11.0,2017.31,11.0,-0.77,9.0,2022,3,30,20,3.99,338.0
,71,9.549,3,28.0,53.0,94.5,50.5199912,-84.8365705,237,30.5,96.5,9.549,2022-03-30 20:48:49,11.0,2027.42,11.0,-1.01,9.0,2022,3,30,20,3.99,338.0
,73,9.61,3,24.0,64.0,93.0,50.520023,-84.8364339,240,30.5,96.5,9.61,2022-03-30 20:48:50,10.800000000000011,2037.37,10.800000000000011,-1.13,9.0,2022,3,30,20,3.99,338.0
,77,9.659,3,24.5,78.0,92.5,50.5200594,-84.8362883,275,30.5,96.0,9.659,2022-03-30 20:48:51,10.800000000000011,2047.45,10.800000000000011,-1.07,9.0,2022,3,30,20,3.99,338.0
,77,9.685,3,26.0,66.0,91.5,50.5200913,-84.8361518,253,29.5,95.0,9.685,2022-03-30 20:48:52,10.800000000000011,2057.38,10.800000000000011,-0.93,9.0,2022,3,30,20,3.99,338.0
,77,9.5,3,27.5,55.0,90.5,50.5201277,-84.8360152,230,29.0,93.5,9.5,2022-03-30 20:48:53,11.0,2067.25,11.0,-0.43,9.0,2022,3,30,20,3.99,338.0
,77,9.543,3,28.5,46.0,90.5,50.5201596,-84.8358878,219,28.5,92.5,9.543,2022-03-30 20:48:54,10.800000000000011,2077.11,10.800000000000011,0.0,9.0,2022,3,30,20,3.99,338.0
,77,9.884,3,29.0,47.0,93.5,50.520196,-84.8357422,240,29.0,93.0,9.884,2022-03-30 20:48:55,10.800000000000011,2087.33,10.800000000000011,0.0,9.0,2022,3,30,20,3.99,338.0
,77,10.04,3,30.0,47.0,96.0,50.5202278,-84.8356056,252,29.5,93.0,10.04,2022-03-30 20:48:56,10.800000000000011,2097.34,10.800000000000011,0.0,9.0,2022,3,30,20,3.99,338.0
,77,9.841,3,31.5,47.0,96.5,50.5202688,-84.83546,239,31.0,93.5,9.841,2022-03-30 20:48:57,10.800000000000011,2107.9,10.800000000000011,0.0,9.0,2022,3,30,20,3.99,338.0
,77,9.747,3,32.0,48.0,97.0,50.5203052,-84.8353234,222,32.0,93.5,9.747,2022-03-30 20:48:58,10.800000000000011,2117.88,10.800000000000011,0.0,9.0,2022,3,30,20,3.99,338.0
,78,9.413,3,32.0,51.0,97.0,50.5203416,-84.835196,202,32.0,93.5,9.413,2022-03-30 20:48:59,10.800000000000011,2127.6,10.800000000000011,0.0,9.0,2022,3,30,20,3.99,338.0
,78,9.109,3,30.0,52.0,92.0,50.520378,-84.8350686,176,30.5,91.0,9.109,2022-03-30 20:49:00,10.800000000000011,2136.96,10.800000000000011,0.0,9.0,2022,3,30,20,3.99,338.0
,78,8.999,3,25.5,52.0,82.5,50.5204144,-84.8349412,145,27.5,86.5,8.999,2022-03-30 20:49:01,10.800000000000011,2146.2,10.800000000000011,0.0,9.0,2022,3,30,20,3.99,338.0
,78,9.199,3,21.5,52.0,73.0,50.5204508,-84.8348228,115,24.5,81.5,9.199,2022-03-30 20:49:02,10.800000000000011,2155.47,10.800000000000011,0.0,9.0,2022,3,30,20,3.99,338.0
,77,9.068,3,18.0,52.0,65.0,50.5204827,-84.8346863,99,20.5,71.5,9.068,2022-03-30 20:49:03,10.800000000000011,2165.02,10.800000000000011,0.0,9.0,2022,3,30,20,3.99,338.0
,76,8.98,3,15.5,52.0,59.0,50.5205146,-84.8345589,93,18.0,64.5,8.98,2022-03-30 20:49:04,10.600000000000023,2174.22,10.600000000000023,0.0,9.0,2022,3,30,20,3.99,338.0
,76,8.919,3,15.5,52.0,59.0,50.5205464,-84.8344405,114,18.0,64.5,8.919,2022-03-30 20:49:05,10.600000000000023,2183.19,10.600000000000023,0.0,9.0,2022,3,30,20,3.99,338.0
,76,8.654,3,15.5,52.0,59.0,50.5205783,-84.8343222,135,18.0,64.5,8.654,2022-03-30 20:49:06,10.600000000000023,2192.04,10.600000000000023,0.0,9.0,2022,3,30,20,3.99,338.0
,76,8.205,3,15.5,52.0,59.0,50.5206056,-84.8342039,156,18.0,64.5,8.205,2022-03-30 20:49:07,10.600000000000023,2200.35,10.600000000000023,0.0,9.0,2022,3,30,20,3.99,338.0
,76,7.75,3,15.5,52.0,59.0,50.5206283,-84.8340946,177,18.0,64.5,7.75,2022-03-30 20:49:08,10.399999999999977,2208.52,10.399999999999977,0.0,9.0,2022,3,30,20,3.99,338.0
,75,7.504,3,15.5,52.0,59.0,50.5206511,-84.8339763,198,18.0,64.5,7.504,2022-03-30 20:49:09,10.399999999999977,2216.38,10.399999999999977,-0.01,9.0,2022,3,30,20,3.99,338.0
,75,7.642,3,15.5,52.0,59.0,50.5206784,-84.8338762,219,18.0,64.5,7.642,2022-03-30 20:49:10,10.399999999999977,2224.16,10.399999999999977,-0.37,9.0,2022,3,30,20,3.99,338.0
,75,7.823,3,15.5,52.0,59.0,50.5207103,-84.833767,240,18.0,64.5,7.823,2022-03-30 20:49:11,10.399999999999977,2232.11,10.399999999999977,-0.71,9.0,2022,3,30,20,3.99,338.0
,68,8.026,3,15.5,56.0,59.0,50.5207467,-84.8336577,214,18.0,64.5,8.026,2022-03-30 20:49:12,10.199999999999989,2240.2,10.199999999999989,-0.75,9.0,2022,3,30,20,3.99,338.0
,65,8.089,3,15.5,57.0,59.0,50.5207876,-84.8335576,227,18.0,64.5,8.089,2022-03-30 20:49:13,10.199999999999989,2248.48,10.199999999999989,-0.79,9.0,2022,3,30,20,3.99,338.0
,70,7.942,3,18.0,53.0,66.5,50.5208286,-84.8334484,281,20.5,71.5,7.942,2022-03-30 20:49:14,10.199999999999989,2256.53,10.199999999999989,-0.75,9.0,2022,3,30,20,3.99,338.0
,76,7.964,3,27.0,51.0,92.0,50.520865,-84.8333483,338,29.5,95.0,7.964,2022-03-30 20:49:15,10.199999999999989,2264.63,10.199999999999989,-0.36,9.0,2022,3,30,20,3.99,338.0
,80,8.363,3,27.0,52.0,92.0,50.5209014,-84.8332299,427,29.5,95.0,8.363,2022-03-30 20:49:16,10.199999999999989,2273.06,10.199999999999989,0.0,9.0,2022,3,30,20,3.99,338.0
,81,8.862,3,24.0,52.0,88.5,50.5209333,-84.8331116,345,25.0,90.5,8.862,2022-03-30 20:49:17,10.199999999999989,2281.99,10.199999999999989,0.0,9.0,2022,3,30,20,3.99,338.0
,83,8.835,3,20.5,52.0,84.5,50.5209697,-84.8329842,253,20.0,85.0,8.835,2022-03-30 20:49:18,10.199999999999989,2291.07,10.199999999999989,0.0,9.0,2022,3,30,20,3.99,338.0
,84,8.719,3,25.0,53.0,87.5,50.520997,-84.8328658,138,19.0,79.5,8.719,2022-03-30 20:49:19,10.0,2300.09,10.0,0.0,9.0,2022,3,30,20,3.99,338.0
,81,8.65,3,20.5,44.0,85.5,50.5210288,-84.8327475,162,18.0,60.5,8.65,2022-03-30 20:49:20,10.199999999999989,2308.82,10.199999999999989,0.0,9.0,2022,3,30,20,3.99,338.0
,77,8.561,3,23.5,44.0,89.5,50.5210561,-84.8326292,153,22.0,71.5,8.561,2022-03-30 20:49:21,10.199999999999989,2317.46,10.199999999999989,0.0,9.0,2022,3,30,20,3.99,338.0
,74,8.297,3,25.0,45.0,91.5,50.521088,-84.8325109,111,23.5,76.5,8.297,2022-03-30 20:49:22,10.199999999999989,2326.03,10.199999999999989,0.0,9.0,2022,3,30,20,3.99,338.0
,73,8.09,3,24.5,,90.5,50.5211153,-84.8323925,44,23.5,76.0,8.09,2022-03-30 20:49:23,10.199999999999989,2334.42,10.199999999999989,0.0,9.0,2022,3,30,20,3.99,338.0
,66,7.718,3,18.5,,67.5,50.5211472,-84.8322833,32,21.5,71.0,7.718,2022-03-30 20:49:24,10.399999999999977,2342.64,10.399999999999977,0.01,9.0,2022,3,30,20,3.99,338.0
