battery_soc,cadence,enhanced_speed,gps_accuracy,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,position_lat,position_long,power,right_pedal_smoothness,right_torque_effectiveness,speed,timestamp,altitude,distance,enhanced_altitude,grade,temperature,year,month,day,hour,wind_speed,wind_direction
,73,7.974,3,17.5,53.0,66.0,50.5129825,-84.8626574,121,21.5,77.5,7.974,2022-03-30 20:45:20,36.60000000000002,105.23,36.60000000000002,-1.95,11.0,2022,3,30,20,3.99,338.0
,73,8.299,3,18.0,57.0,66.0,50.5129916,-84.86253,119,20.0,74.0,8.299,2022-03-30 20:45:21,36.60000000000002,113.9,36.60000000000002,-1.96,11.0,2022,3,30,20,3.99,338.0
,75,8.848,3,18.0,58.0,66.0,50.5130052,-84.8624026,127,19.5,73.5,8.848,2022-03-30 20:45:22,36.39999999999998,122.64,36.39999999999998,-1.78,11.0,2022,3,30,20,3.99,338.0
,80,9.424,3,18.0,58.0,66.0,50.5130189,-84.862266,136,19.5,73.5,9.424,2022-03-30 20:45:23,36.0,132.08,36.0,-1.92,11.0,2022,3,30,20,3.99,338.0
,85,9.477,3,18.0,58.0,66.5,50.5130325,-84.8621295,142,19.5,73.0,9.477,2022-03-30 20:45:24,35.60000000000002,141.7,35.60000000000002,-2.47,11.0,2022,3,30,20,3.99,338.0
,86,9.324,3,19.0,57.0,69.5,50.5130507,-84.8620021,148,19.0,71.5,9.324,2022-03-30 20:45:25,35.200000000000045,151.05,35.200000000000045,-3.0,11.0,2022,3,30,20,3.99,338.0
,87,9.559,3,20.0,57.0,72.0,50.5130735,-84.8618655,154,19.0,70.0,9.559,2022-03-30 20:45:26,35.0,160.52,35.0,-3.38,11.0,2022,3,30,20,3.99,338.0
,87,9.862,3,20.5,56.0,75.0,50.5130917,-84.8617199,161,18.5,68.5,9.862,2022-03-30 20:45:27,34.60000000000002,170.42,34.60000000000002,-3.69,11.0,2022,3,30,20,3.99,338.0
,88,10.1,3,21.5,56.0,77.5,50.5131145,-84.8615743,167,18.5,67.0,10.1,2022-03-30 20:45:28,34.39999999999998,180.69,34.39999999999998,-3.91,11.0,2022,3,30,20,3.99,338.0
,86,10.287,3,23.5,54.0,82.5,50.5131327,-84.8614286,183,22.5,74.5,10.287,2022-03-30 20:45:29,34.0,191.1,34.0,-3.74,11.0,2022,3,30,20,3.99,338.0
,83,10.508,3,25.0,51.0,87.0,50.5131509,-84.8612739,198,26.5,82.0,10.508,2022-03-30 20:45:30,33.60000000000002,201.71,33.60000000000002,-3.19,11.0,2022,3,30,20,3.99,338.0
,85,10.627,3,26.0,50.0,89.5,50.5131691,-84.8611282,193,28.5,85.5,10.627,2022-03-30 20:45:31,33.200000000000045,212.23,33.200000000000045,-2.8,11.0,2022,3,30,20,3.99,338.0
,89,10.639,3,26.0,50.0,89.5,50.5131964,-84.8609826,192,28.5,85.5,10.639,2022-03-30 20:45:32,32.799999999999955,222.71,32.799999999999955,-2.95,11.0,2022,3,30,20,3.99,338.0
,90,10.707,3,25.5,50.0,87.5,50.5132191,-84.8608279,226,27.0,83.5,10.707,2022-03-30 20:45:33,32.39999999999998,233.47,32.39999999999998,-3.22,11.0,2022,3,30,20,3.99,338.0
,90,10.987,3,24.0,50.0,79.5,50.5132464,-84.8606731,292,21.0,76.0,10.987,2022-03-30 20:45:34,32.0,244.46,32.0,-3.32,11.0,2022,3,30,20,3.99,338.0
,91,11.181,3,24.5,44.0,83.5,50.5132692,-84.8605093,304,22.5,80.5,11.181,2022-03-30 20:45:35,31.799999999999955,255.68,31.799999999999955,-3.55,11.0,2022,3,30,20,3.99,338.0
,91,11.057,3,25.0,39.0,87.5,50.513301,-84.8603546,316,24.0,85.5,11.057,2022-03-30 20:45:36,31.600000000000023,266.74,31.600000000000023,-3.72,11.0,2022,3,30,20,3.99,338.0
,93,10.893,3,25.0,42.0,88.5,50.5133329,-84.8601998,294,23.5,86.0,10.893,2022-03-30 20:45:37,31.200000000000045,278.08,31.200000000000045,-3.46,11.0,2022,3,30,20,3.99,338.0
,94,10.615,3,24.0,49.0,86.0,50.5133648,-84.8600542,261,22.5,84.0,10.615,2022-03-30 20:45:38,31.0,288.77,31.0,-3.07,11.0,2022,3,30,20,3.99,338.0
,94,10.487,3,22.5,51.0,82.5,50.5133966,-84.8599086,277,22.5,84.0,10.487,2022-03-30 20:45:39,31.0,299.22,31.0,-2.58,11.0,2022,3,30,20,3.99,338.0
,93,10.434,3,23.5,52.0,87.0,50.5134285,-84.8597629,235,22.5,87.0,10.434,2022-03-30 20:45:40,31.0,309.8,31.0,-2.02,11.0,2022,3,30,20,3.99,338.0
,92,10.277,3,24.0,50.0,88.5,50.5134603,-84.8596173,266,22.5,88.0,10.277,2022-03-30 20:45:41,31.0,320.14,31.0,-1.51,11.0,2022,3,30,20,3.99,338.0
,90,10.137,3,24.0,49.0,88.5,50.5134967,-84.8594716,290,22.5,88.0,10.137,2022-03-30 20:45:42,31.0,330.41,31.0,-0.93,11.0,2022,3,30,20,3.99,338.0
,89,10.0,3,24.0,49.0,88.5,50.5135332,-84.8593351,283,22.5,88.0,10.0,2022-03-30 20:45:43,31.0,340.47,31.0,-0.27,11.0,2022,3,30,20,3.99,338.0
,86,9.915,3,24.0,53.0,91.5,50.5135696,-84.8592077,229,24.5,89.0,9.915,2022-03-30 20:45:44,31.0,350.25,31.0,0.0,11.0,2022,3,30,20,3.99,338.0
,85,9.35,3,25.0,41.0,89.5,50.5136105,-84.8590802,265,26.0,92.5,9.35,2022-03-30 20:45:45,31.0,359.55,31.0,0.0,11.0,2022,3,30,20,3.99,338.0
,83,9.082,3,27.5,43.0,92.5,50.5136515,-84.8589619,287,25.5,90.5,9.082,2022-03-30 20:45:46,31.0,368.58,31.0,0.0,11.0,2022,3,30,20,3.99,338.0
,82,9.258,3,28.5,45.0,94.5,50.5136879,-84.8588436,314,25.5,90.0,9.258,2022-03-30 20:45:47,31.0,377.78,31.0,0.0,11.0,2022,3,30,20,3.99,338.0
,81,9.365,3,27.5,45.0,94.5,50.5137243,-84.8587162,327,27.5,94.0,9.365,2022-03-30 20:45:48,31.200000000000045,387.13,31.200000000000045,0.0,11.0,2022,3,30,20,3.99,338.0
,81,9.305,3,27.5,46.0,94.5,50.5137607,-84.8585887,301,27.5,94.0,9.305,2022-03-30 20:45:49,31.200000000000045,396.52,31.200000000000045,0.04,11.0,2022,3,30,20,3.99,338.0
,81,9.442,3,28.5,46.0,94.0,50.5138062,-84.8584613,300,28.5,96.0,9.442,2022-03-30 20:45:50,31.200000000000045,405.93,31.200000000000045,0.44,11.0,2022,3,30,20,3.99,338.0
,80,9.616,3,28.5,48.0,94.0,50.5138472,-84.858343,299,29.0,96.5,9.616,2022-03-30 20:45:51,31.200000000000045,415.46,31.200000000000045,0.71,11.0,2022,3,30,20,3.99,338.0
,80,9.436,3,28.5,50.0,94.0,50.5138972,-84.8582155,291,29.0,96.5,9.436,2022-03-30 20:45:52,31.0,424.95,31.0,0.32,11.0,2022,3,30,20,3.99,338.0
,79,9.441,3,28.5,48.0,94.0,50.5139428,-84.8580972,271,29.0,96.5,9.441,2022-03-30 20:45:53,31.0,434.3,31.0,0.0,11.0,2022,3,30,20,3.99,338.0
,80,9.505,3,28.5,48.0,94.0,50.5139928,-84.8579789,273,29.0,96.5,9.505,2022-03-30 20:45:54,31.0,443.66,31.0,-0.04,11.0,2022,3,30,20,3.99,338.0
,80,9.55,3,28.5,48.0,94.0,50.5140383,-84.8578606,296,29.0,96.5,9.55,2022-03-30 20:45:55,31.0,453.13,31.0,-0.4,11.0,2022,3,30,20,3.99,338.0
,80,9.694,3,28.5,48.0,94.0,50.5140838,-84.8577331,301,29.0,96.5,9.694,2022-03-30 20:45:56,31.0,462.58,31.0,-0.69,11.0,2022,3,30,20,3.99,338.0
,81,9.871,3,27.0,48.0,93.0,50.5141294,-84.8576148,293,29.0,97.0,9.871,2022-03-30 20:45:57,31.0,472.13,31.0,-0.33,11.0,2022,3,30,20,3.99,338.0
,82,9.855,3,24.0,48.0,91.0,50.5141794,-84.8574783,284,29.0,97.5,9.855,2022-03-30 20:45:58,30.799999999999955,482.2,30.799999999999955,0.0,11.0,2022,3,30,20,3.99,338.0
,83,9.841,3,24.0,48.0,91.0,50.5142249,-84.8573599,233,29.0,97.5,9.841,2022-03-30 20:45:59,30.799999999999955,492.03,30.799999999999955,0.0,11.0,2022,3,30,20,3.99,338.0
,84,9.891,3,22.0,48.0,83.5,50.514275,-84.8572325,227,26.0,92.0,9.891,2022-03-30 20:46:00,30.799999999999955,501.92,30.799999999999955,0.0,11.0,2022,3,30,20,3.99,338.0
,84,10.032,2,21.0,48.0,79.0,50.514325,-84.8571051,235,24.5,89.0,10.032,2022-03-30 20:46:01,30.799999999999955,511.86,30.799999999999955,0.0,11.0,2022,3,30,20,3.99,338.0
,85,10.128,2,22.5,48.0,80.5,50.5143751,-84.8569685,231,25.0,88.5,10.128,2022-03-30 20:46:02,30.600000000000023,521.96,30.600000000000023,-0.04,11.0,2022,3,30,20,3.99,338.0
,85,10.026,2,23.5,48.0,82.0,50.5144252,-84.8568411,216,26.0,88.5,10.026,2022-03-30 20:46:03,30.600000000000023,532.19,30.600000000000023,-0.4,11.0,2022,3,30,20,3.99,338.0
,86,10.092,2,22.5,48.0,80.0,50.5144752,-84.8567137,201,26.5,89.5,10.092,2022-03-30 20:46:04,30.399999999999977,542.23,30.399999999999977,-0.74,10.0,2022,3,30,20,3.99,338.0
,86,10.271,2,21.5,48.0,78.0,50.5145162,-84.8565771,187,27.0,91.0,10.271,2022-03-30 20:46:05,30.200000000000045,552.45,30.200000000000045,-0.99,10.0,2022,3,30,20,3.99,338.0
,86,10.432,2,20.5,48.0,76.5,50.5145617,-84.8564406,170,27.0,92.0,10.432,2022-03-30 20:46:06,30.0,562.79,30.0,-1.12,10.0,2022,3,30,20,3.99,338.0
,87,10.622,2,20.5,48.0,76.5,50.5146027,-84.856295,151,27.0,92.0,10.622,2022-03-30 20:46:07,29.600000000000023,573.29,29.600000000000023,-1.27,10.0,2022,3,30,20,3.99,338.0
,88,10.701,2,20.5,48.0,76.0,50.5146436,-84.8561584,146,26.0,89.5,10.701,2022-03-30 20:46:08,29.200000000000045,583.77,29.200000000000045,-1.8,10.0,2022,3,30,20,3.99,338.0
,89,10.693,2,21.0,49.0,75.0,50.5146891,-84.8560037,157,23.5,81.0,10.693,2022-03-30 20:46:09,29.0,594.89,29.0,-2.26,10.0,2022,3,30,20,3.99,338.0
,89,10.867,2,21.5,49.0,73.5,50.5147346,-84.8558581,168,21.0,72.5,10.867,2022-03-30 20:46:10,28.600000000000023,605.66,28.600000000000023,-2.55,10.0,2022,3,30,20,3.99,338.0
,90,10.833,2,22.0,50.0,75.5,50.5147802,-84.8557215,176,21.0,73.0,10.833,2022-03-30 20:46:11,28.399999999999977,616.4,28.399999999999977,-2.96,10.0,2022,3,30,20,3.99,338.0
,91,10.789,2,23.0,52.0,78.5,50.5148211,-84.8555668,183,22.0,75.5,10.789,2022-03-30 20:46:12,28.200000000000045,627.37,28.200000000000045,-3.22,10.0,2022,3,30,20,3.99,338.0
,91,10.934,2,23.5,54.0,81.0,50.5148575,-84.8554212,188,22.5,77.5,10.934,2022-03-30 20:46:13,27.799999999999955,638.49,27.799999999999955,-3.02,10.0,2022,3,30,20,3.99,338.0
,94,10.95,2,22.5,50.0,82.0,50.5148985,-84.8552664,182,23.5,80.0,10.95,2022-03-30 20:46:14,27.600000000000023,649.71,27.600000000000023,-2.84,10.0,2022,3,30,20,3.99,338.0
,94,10.865,3,22.5,50.0,82.0,50.5149303,-84.8551117,142,23.5,81.0,10.865,2022-03-30 20:46:15,27.399999999999977,660.8,27.399999999999977,-2.65,10.0,2022,3,30,20,3.99,338.0
,93,10.697,3,21.0,50.0,76.5,50.5149668,-84.8549569,125,23.5,80.0,10.697,2022-03-30 20:46:16,27.0,671.57,27.0,-2.56,10.0,2022,3,30,20,3.99,338.0
,93,10.789,3,18.5,48.0,67.0,50.5149986,-84.8548113,112,23.0,78.0,10.789,2022-03-30 20:46:17,26.799999999999955,682.39,26.799999999999955,-2.57,10.0,2022,3,30,20,3.99,338.0
,91,10.546,3,16.5,46.0,59.5,50.515035,-84.8546566,105,22.0,76.0,10.546,2022-03-30 20:46:18,26.799999999999955,693.22,26.799999999999955,-2.34,10.0,2022,3,30,20,3.99,338.0
,65,10.294,3,20.0,59.0,71.5,50.5150669,-84.85452,161,17.5,66.0,10.294,2022-03-30 20:46:19,26.600000000000023,703.7,26.600000000000023,-1.97,10.0,2022,3,30,20,3.99,338.0
,80,10.254,3,21.0,61.0,74.0,50.5150987,-84.8543653,202,22.0,77.0,10.254,2022-03-30 20:46:20,26.399999999999977,714.57,26.399999999999977,-1.67,10.0,2022,3,30,20,3.99,338.0
,88,10.157,3,21.5,60.0,75.0,50.5151351,-84.8542197,213,24.0,83.0,10.157,2022-03-30 20:46:21,26.200000000000045,724.85,26.200000000000045,-1.47,10.0,2022,3,30,20,3.99,338.0
,87,10.261,3,24.0,53.0,84.5,50.515167,-84.8540831,249,23.0,82.0,10.261,2022-03-30 20:46:22,25.799999999999955,735.16,25.799999999999955,-1.45,10.0,2022,3,30,20,3.99,338.0
,86,9.891,2,25.5,53.0,89.0,50.5151943,-84.8539466,259,26.0,87.0,9.891,2022-03-30 20:46:23,25.600000000000023,745.09,25.600000000000023,-1.83,10.0,2022,3,30,20,3.99,338.0
,86,9.916,2,27.0,53.0,94.0,50.5152262,-84.853801,361,26.5,88.0,9.916,2022-03-30 20:46:24,25.200000000000045,755.01,25.200000000000045,-2.37,10.0,2022,3,30,20,3.99,338.0
,86,10.314,2,27.0,49.0,95.0,50.5152535,-84.8536644,373,26.5,88.0,10.314,2022-03-30 20:46:25,25.200000000000045,764.94,25.200000000000045,-2.75,10.0,2022,3,30,20,3.99,338.0
,85,10.267,2,26.5,45.0,94.5,50.5152808,-84.8535188,370,27.5,91.0,10.267,2022-03-30 20:46:26,25.0,775.37,25.0,-2.69,10.0,2022,3,30,20,3.99,338.0
,86,10.488,2,25.0,46.0,92.5,50.5153126,-84.8533732,364,28.0,97.0,10.488,2022-03-30 20:46:27,25.200000000000045,785.83,25.200000000000045,-2.09,10.0,2022,3,30,20,3.99,338.0
,87,10.474,2,24.0,46.0,89.5,50.5153445,-84.8532275,333,26.0,96.0,10.474,2022-03-30 20:46:28,25.200000000000045,796.34,25.200000000000045,-1.42,10.0,2022,3,30,20,3.99,338.0
,88,10.553,2,23.5,45.0,89.5,50.5153809,-84.8530819,303,25.0,95.5,10.553,2022-03-30 20:46:29,25.0,806.97,25.0,-0.82,10.0,2022,3,30,20,3.99,338.0
,88,10.513,2,24.0,44.0,90.5,50.5154173,-84.8529362,274,25.0,95.5,10.513,2022-03-30 20:46:30,25.0,817.62,25.0,-0.26,10.0,2022,3,30,20,3.99,338.0
,88,10.198,2,24.0,43.0,92.0,50.5154537,-84.8527997,247,25.0,95.5,10.198,2022-03-30 20:46:31,25.0,827.88,25.0,0.0,10.0,2022,3,30,20,3.99,338.0
,90,10.352,2,24.0,43.0,92.0,50.5154901,-84.8526632,246,25.0,95.5,10.352,2022-03-30 20:46:32,24.799999999999955,837.9,24.799999999999955,-0.03,10.0,2022,3,30,20,3.99,338.0
,90,10.262,2,25.0,43.0,90.5,50.515522,-84.8525175,262,25.5,94.5,10.262,2022-03-30 20:46:33,24.799999999999955,848.05,24.799999999999955,-0.33,10.0,2022,3,30,20,3.99,338.0
,90,10.42,2,25.5,43.0,89.0,50.5155538,-84.852381,278,26.5,93.5,10.42,2022-03-30 20:46:34,24.600000000000023,858.16,24.600000000000023,-0.62,10.0,2022,3,30,20,3.99,338.0
,90,10.595,2,26.5,43.0,87.5,50.5155903,-84.8522354,286,27.0,92.5,10.595,2022-03-30 20:46:35,24.399999999999977,868.44,24.399999999999977,-0.84,10.0,2022,3,30,20,3.99,338.0
,89,10.435,2,26.5,47.0,87.5,50.5156267,-84.8520988,230,27.0,92.5,10.435,2022-03-30 20:46:36,24.399999999999977,878.88,24.399999999999977,-1.12,10.0,2022,3,30,20,3.99,338.0
,89,10.068,2,26.5,47.0,87.0,50.5156631,-84.8519532,156,27.0,92.0,10.068,2022-03-30 20:46:37,24.200000000000045,889.11,24.200000000000045,-1.26,10.0,2022,3,30,20,3.99,338.0
,89,9.574,2,24.0,49.0,81.5,50.5156995,-84.8518258,147,25.5,89.5,9.574,2022-03-30 20:46:38,24.200000000000045,898.85,24.200000000000045,-1.2,10.0,2022,3,30,20,3.99,338.0
,88,9.526,2,22.0,51.0,76.0,50.5157359,-84.8516892,138,24.0,87.0,9.526,2022-03-30 20:46:39,24.200000000000045,908.71,24.200000000000045,-1.03,10.0,2022,3,30,20,3.99,338.0
,88,9.298,2,19.5,53.0,70.5,50.5157723,-84.8515618,128,22.5,83.5,9.298,2022-03-30 20:46:40,24.200000000000045,918.16,24.200000000000045,-0.9,10.0,2022,3,30,20,3.99,338.0
,88,8.652,2,15.5,53.0,63.5,50.5158042,-84.8514435,107,20.5,76.0,8.652,2022-03-30 20:46:41,24.0,926.87,24.0,-0.75,10.0,2022,3,30,20,3.99,338.0
,87,7.386,2,11.0,53.0,56.5,50.5158315,-84.8513343,86,18.0,68.0,7.386,2022-03-30 20:46:42,24.0,934.55,24.0,-0.36,10.0,2022,3,30,20,3.99,338.0
,87,6.047,2,7.0,53.0,49.5,50.5158497,-84.8512432,65,15.5,60.0,6.047,2022-03-30 20:46:43,23.799999999999955,941.18,23.799999999999955,-0.37,10.0,2022,3,30,20,3.99,338.0
,86,4.586,2,2.5,53.0,43.0,50.5158633,-84.8511704,43,13.0,52.0,4.586,2022-03-30 20:46:44,23.799999999999955,946.41,23.799999999999955,-0.81,10.0,2022,3,30,20,3.99,338.0
,77,3.824,2,0.5,59.0,36.0,50.515877,-84.8511158,36,11.5,47.0,3.824,2022-03-30 20:46:45,23.799999999999955,950.48,23.799999999999955,-0.82,10.0,2022,3,30,20,3.99,338.0
,54,3.523,2,2.5,76.0,29.0,50.5158906,-84.8510703,53,11.5,47.0,3.523,2022-03-30 20:46:46,23.799999999999955,954.08,23.799999999999955,-0.36,10.0,2022,3,30,20,3.99,338.0
,30,3.7,2,4.5,93.0,22.0,50.5159043,-84.8510157,70,11.5,47.0,3.7,2022-03-30 20:46:47,23.799999999999955,957.73,23.799999999999955,0.0,10.0,2022,3,30,20,3.99,338.0
,24,4.387,3,5.5,85.0,19.5,50.5159225,-84.8509611,183,11.5,47.0,4.387,2022-03-30 20:46:48,23.799999999999955,961.94,23.799999999999955,0.0,10.0,2022,3,30,20,3.99,338.0
,29,4.921,3,5.5,60.0,19.5,50.5159498,-84.8508974,357,11.5,47.0,4.921,2022-03-30 20:46:49,23.799999999999955,966.83,23.799999999999955,0.0,10.0,2022,3,30,20,3.99,338.0
,62,5.967,3,5.5,51.0,19.5,50.5159862,-84.8508336,475,11.5,47.0,5.967,2022-03-30 20:46:50,23.799999999999955,972.72,23.799999999999955,0.0,10.0,2022,3,30,20,3.99,338.0
,87,6.395,3,24.0,51.0,87.5,50.5160181,-84.8507517,453,25.0,89.0,6.395,2022-03-30 20:46:51,23.799999999999955,979.02,23.799999999999955,0.0,10.0,2022,3,30,20,3.99,338.0
,96,6.702,3,23.5,51.0,86.0,50.5160499,-84.8506698,397,25.0,89.0,6.702,2022-03-30 20:46:52,23.799999999999955,985.72,23.799999999999955,0.0,10.0,2022,3,30,20,3.99,338.0
,99,7.164,3,21.5,43.0,85.5,50.5160772,-84.8505697,243,26.0,93.5,7.164,2022-03-30 20:46:53,23.600000000000023,992.84,23.600000000000023,0.0,10.0,2022,3,30,20,3.99,338.0
,87,7.748,3,25.0,39.0,89.5,50.5161,-84.8504604,234,24.5,94.5,7.748,2022-03-30 20:46:54,23.600000000000023,1000.36,23.600000000000023,-0.03,10.0,2022,3,30,20,3.99,338.0
,73,8.049,3,30.0,39.0,94.0,50.5161227,-84.8503512,269,22.5,93.0,8.049,2022-03-30 20:46:55,23.399999999999977,1008.48,23.399999999999977,-0.42,10.0,2022,3,30,20,3.99,338.0
,74,8.127,3,30.0,39.0,94.0,50.51615,-84.850242,231,22.5,93.0,8.127,2022-03-30 20:46:56,23.399999999999977,1016.64,23.399999999999977,-0.84,10.0,2022,3,30,20,3.99,338.0
,77,8.377,3,30.0,41.0,94.0,50.5161819,-84.8501237,251,22.5,93.0,8.377,2022-03-30 20:46:57,23.200000000000045,1024.98,23.200000000000045,-0.98,10.0,2022,3,30,20,3.99,338.0
,79,8.807,2,28.5,47.0,93.0,50.5162183,-84.8500053,329,24.0,95.5,8.807,2022-03-30 20:46:58,23.0,1033.83,23.0,-1.17,10.0,2022,3,30,20,3.99,338.0
,81,9.239,2,27.0,50.0,92.5,50.5162593,-84.849887,365,25.5,97.5,9.239,2022-03-30 20:46:59,22.799999999999955,1043.09,22.799999999999955,-1.52,10.0,2022,3,30,20,3.99,338.0
,86,9.416,2,26.5,46.0,91.0,50.5162957,-84.8497596,248,26.0,97.0,9.416,2022-03-30 20:47:00,22.799999999999955,1052.58,22.799999999999955,-1.78,10.0,2022,3,30,20,3.99,338.0
,89,9.511,2,23.5,47.0,83.5,50.5163366,-84.8496321,108,25.5,96.0,9.511,2022-03-30 20:47:01,22.600000000000023,1062.14,22.600000000000023,-1.81,10.0,2022,3,30,20,3.99,338.0
,86,9.751,2,17.5,60.0,71.0,50.516373,-84.8494956,135,22.5,90.0,9.751,2022-03-30 20:47:02,22.200000000000045,1071.94,22.200000000000045,-2.0,10.0,2022,3,30,20,3.99,338.0
,81,9.989,2,23.5,60.0,83.5,50.516414,-84.8493591,207,20.0,78.0,9.989,2022-03-30 20:47:03,22.0,1082.12,22.0,-2.4,10.0,2022,3,30,20,3.99,338.0
,79,10.28,2,28.0,57.0,93.5,50.5164504,-84.8492225,250,19.0,72.5,10.28,2022-03-30 20:47:04,21.600000000000023,1092.49,21.600000000000023,-2.64,10.0,2022,3,30,20,3.99,338.0
,79,10.381,2,28.0,57.0,93.5,50.5164914,-84.8490769,238,19.0,72.5,10.381,2022-03-30 20:47:05,21.200000000000045,1102.92,21.200000000000045,-2.9,10.0,2022,3,30,20,3.99,338.0
,81,10.599,2,28.0,57.0,93.5,50.5165369,-84.8489404,200,19.0,72.5,10.599,2022-03-30 20:47:06,20.799999999999955,1113.4,20.799999999999955,-3.01,10.0,2022,3,30,20,3.99,338.0
,82,10.717,2,28.0,57.0,93.5,50.5165778,-84.8487947,210,19.0,72.5,10.717,2022-03-30 20:47:07,20.399999999999977,1124.09,20.399999999999977,-2.92,10.0,2022,3,30,20,3.99,338.0
,83,10.861,2,27.5,53.0,92.5,50.5166234,-84.8486491,219,20.0,74.5,10.861,2022-03-30 20:47:08,20.0,1134.89,20.0,-3.02,10.0,2022,3,30,20,3.99,338.0
,83,11.059,2,26.5,49.0,91.5,50.5166643,-84.8484944,227,20.5,77.0,11.059,2022-03-30 20:47:09,19.799999999999955,1146.22,19.799999999999955,-3.14,10.0,2022,3,30,20,3.99,338.0
,84,11.362,2,25.5,45.0,90.5,50.5167053,-84.8483396,236,21.5,79.0,11.362,2022-03-30 20:47:10,19.600000000000023,1157.44,19.600000000000023,-3.07,10.0,2022,3,30,20,3.99,338.0
,84,11.679,2,25.0,41.0,89.5,50.5167508,-84.8481849,244,22.5,81.5,11.679,2022-03-30 20:47:11,19.200000000000045,1169.04,19.200000000000045,-3.14,10.0,2022,3,30,20,3.99,338.0
,85,12.106,2,24.0,37.0,88.0,50.5167963,-84.848021,253,23.5,83.5,12.106,2022-03-30 20:47:12,18.799999999999955,1181.03,18.799999999999955,-3.3,10.0,2022,3,30,20,3.99,338.0
,85,11.95,2,23.5,35.0,87.5,50.5168464,-84.8478663,251,24.0,85.0,11.95,2022-03-30 20:47:13,18.399999999999977,1193.09,18.399999999999977,-3.18,10.0,2022,3,30,20,3.99,338.0
,87,11.834,2,23.5,49.0,87.0,50.5168919,-84.8477025,222,24.0,85.5,11.834,2022-03-30 20:47:14,17.799999999999955,1205.16,17.799999999999955,-3.23,10.0,2022,3,30,20,3.99,338.0
