distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,altitude,battery_soc,cadence,enhanced_altitude,grade,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,year,month,day,hour,wind_speed,wind_direction
89.39,7.341,2,50.3996972,-84.5150211,7.341,2022-06-06 22:20:23,14.600000000000023,,94.0,14.600000000000023,0.49,28.0,57.0,84.0,236.0,24.0,80.0,29.0,2022,6,6,22,1.51,352.0
97.26,7.751,2,50.3997003,-84.5151348,7.751,2022-06-06 22:20:24,14.799999999999955,,93.0,14.799999999999955,0.49,28.0,57.0,84.0,232.0,24.0,80.0,29.0,2022,6,6,22,1.51,352.0
105.52,7.892,2,50.3996995,-84.5152541,7.892,2022-06-06 22:20:25,14.600000000000023,,93.0,14.600000000000023,0.08,28.0,57.0,84.0,216.0,24.0,80.0,29.0,2022,6,6,22,1.51,352.0
113.73,7.771,2,50.3996955,-84.5153727,7.771,2022-06-06 22:20:26,14.600000000000023,,93.0,14.600000000000023,0.0,27.5,57.0,85.0,213.0,23.5,79.0,29.0,2022,6,6,22,1.51,352.0
121.86,7.837,2,50.3996925,-84.5154901,7.837,2022-06-06 22:20:27,14.399999999999977,,94.0,14.399999999999977,0.0,27.0,57.0,85.5,201.0,23.5,78.0,29.0,2022,6,6,22,1.51,352.0
130.13,8.052,2,50.3996905,-84.5156096,8.052,2022-06-06 22:20:28,14.399999999999977,,95.0,14.399999999999977,-0.33,27.0,57.0,85.5,160.0,23.5,78.0,29.0,2022,6,6,22,1.51,352.0
138.41,7.993,2,50.3996885,-84.5157293,7.993,2022-06-06 22:20:29,14.399999999999977,,95.0,14.399999999999977,-0.79,27.0,57.0,85.5,161.0,23.5,78.0,29.0,2022,6,6,22,1.51,352.0
146.54,7.946,2,50.3996902,-84.5158466,7.946,2022-06-06 22:20:30,14.600000000000023,,95.0,14.600000000000023,-0.59,23.0,55.0,79.0,204.0,20.0,67.0,29.0,2022,6,6,22,1.51,352.0
154.58,7.882,2,50.3996998,-84.515962,7.882,2022-06-06 22:20:31,14.600000000000023,,96.0,14.600000000000023,-0.09,29.0,52.0,90.0,273.0,20.0,66.5,29.0,2022,6,6,22,1.51,352.0
162.63,7.901,2,50.3997135,-84.5160769,7.901,2022-06-06 22:20:32,14.600000000000023,,97.0,14.600000000000023,0.0,32.0,51.0,94.0,256.0,22.5,76.5,29.0,2022,6,6,22,1.51,352.0
170.69,7.853,2,50.3997274,-84.5161919,7.853,2022-06-06 22:20:33,14.600000000000023,,97.0,14.600000000000023,0.31,31.0,51.0,92.5,202.0,26.0,85.5,29.0,2022,6,6,22,1.51,352.0
178.46,7.481,2,50.3997387,-84.5163031,7.481,2022-06-06 22:20:34,14.600000000000023,,97.0,14.600000000000023,0.65,29.5,51.0,95.0,108.0,28.0,87.5,29.0,2022,6,6,22,1.51,352.0
185.79,7.078,2,50.3997458,-84.5164088,7.078,2022-06-06 22:20:35,14.600000000000023,,95.0,14.600000000000023,0.41,26.5,50.0,86.5,75.0,26.0,82.0,29.0,2022,6,6,22,1.51,352.0
192.83,6.883,2,50.3997463,-84.5165101,6.883,2022-06-06 22:20:36,14.799999999999955,,95.0,14.799999999999955,0.39,23.0,50.0,74.5,52.0,23.5,74.0,29.0,2022,6,6,22,1.51,352.0
199.28,6.525,2,50.3997322,-84.5166006,6.525,2022-06-06 22:20:37,14.799999999999955,,94.0,14.799999999999955,0.4,19.0,49.0,63.0,29.0,21.0,66.5,29.0,2022,6,6,22,1.51,352.0
205.77,6.454,2,50.399711,-84.5166898,6.454,2022-06-06 22:20:38,15.0,,93.0,15.0,0.07,15.0,48.0,51.0,6.0,18.0,59.0,29.0,2022,6,6,22,1.51,352.0
212.51,6.85,2,50.3996969,-84.5167851,6.85,2022-06-06 22:20:39,15.0,,26.0,15.0,0.4,45.0,91.0,92.0,382.0,15.5,53.0,29.0,2022,6,6,22,1.51,352.0
219.48,6.897,2,50.3996887,-84.5168852,6.897,2022-06-06 22:20:40,15.200000000000045,,75.0,15.200000000000045,1.07,45.0,48.0,92.0,323.0,15.5,53.0,29.0,2022,6,6,22,1.51,352.0
226.52,6.83,2,50.3996828,-84.5169867,6.83,2022-06-06 22:20:41,15.0,,84.0,15.0,1.21,45.0,50.0,92.0,307.0,15.5,53.0,29.0,2022,6,6,22,1.51,352.0
233.81,7.151,2,50.3996786,-84.5170919,7.151,2022-06-06 22:20:42,14.799999999999955,,86.0,14.799999999999955,0.64,39.0,53.0,92.5,288.0,22.5,69.0,29.0,2022,6,6,22,1.51,352.0
241.6,7.393,2,50.3996793,-84.5172044,7.393,2022-06-06 22:20:43,14.799999999999955,,89.0,14.799999999999955,0.1,29.0,50.0,93.5,230.0,34.0,96.0,29.0,2022,6,6,22,1.51,352.0
249.39,7.605,2,50.3996833,-84.5173169,7.605,2022-06-06 22:20:44,14.799999999999955,,90.0,14.799999999999955,0.0,29.0,50.0,93.5,265.0,34.0,96.0,29.0,2022,6,6,22,1.51,352.0
257.19,7.714,2,50.3996873,-84.5174296,7.714,2022-06-06 22:20:45,14.799999999999955,,91.0,14.799999999999955,-0.3,31.0,50.0,96.0,258.0,30.5,91.0,29.0,2022,6,6,22,1.51,352.0
264.88,7.741,2,50.3996894,-84.5175407,7.741,2022-06-06 22:20:46,14.600000000000023,,92.0,14.600000000000023,-0.91,31.0,50.0,96.0,256.0,30.5,91.0,29.0,2022,6,6,22,1.51,352.0
272.69,7.843,2,50.3996912,-84.5176534,7.843,2022-06-06 22:20:47,14.600000000000023,,93.0,14.600000000000023,-0.73,31.0,50.0,96.0,255.0,30.5,91.0,29.0,2022,6,6,22,1.51,352.0
280.69,7.869,2,50.3996952,-84.5177691,7.869,2022-06-06 22:20:48,14.600000000000023,,94.0,14.600000000000023,-0.39,30.5,50.0,95.5,250.0,30.0,90.5,29.0,2022,6,6,22,1.51,352.0
288.13,7.574,2,50.3996982,-84.5178765,7.574,2022-06-06 22:20:49,14.600000000000023,,94.0,14.600000000000023,-0.33,29.0,50.0,93.0,231.0,28.0,89.5,29.0,2022,6,6,22,1.51,352.0
295.5,7.271,2,50.3997001,-84.5179829,7.271,2022-06-06 22:20:50,14.600000000000023,,94.0,14.600000000000023,-0.06,25.5,50.0,84.5,219.0,27.0,88.5,29.0,2022,6,6,22,1.51,352.0
303.6,7.412,2,50.3997023,-84.5181001,7.412,2022-06-06 22:20:51,14.600000000000023,,94.0,14.600000000000023,0.0,23.0,50.0,76.5,207.0,27.5,88.0,29.0,2022,6,6,22,1.51,352.0
311.33,7.77,2,50.3997024,-84.5182118,7.77,2022-06-06 22:20:52,14.600000000000023,,94.0,14.600000000000023,0.0,23.0,50.0,76.5,197.0,27.5,88.0,29.0,2022,6,6,22,1.51,352.0
319.0,7.577,2,50.3996995,-84.5183225,7.577,2022-06-06 22:20:53,14.600000000000023,,94.0,14.600000000000023,0.0,23.0,50.0,76.5,202.0,27.5,88.0,29.0,2022,6,6,22,1.51,352.0
326.61,7.478,2,50.3996965,-84.5184324,7.478,2022-06-06 22:20:54,14.600000000000023,,95.0,14.600000000000023,0.0,23.0,50.0,76.5,210.0,27.5,88.0,29.0,2022,6,6,22,1.51,352.0
334.65,7.884,2,50.3996954,-84.5185487,7.884,2022-06-06 22:20:55,14.399999999999977,,96.0,14.399999999999977,0.0,24.0,50.0,77.5,200.0,26.0,84.0,29.0,2022,6,6,22,1.51,352.0
342.98,8.175,2,50.3996981,-84.518669,8.175,2022-06-06 22:20:56,14.200000000000045,,97.0,14.200000000000045,-0.3,25.0,50.0,78.0,192.0,25.0,81.5,29.0,2022,6,6,22,1.51,352.0
351.43,8.332,2,50.3997023,-84.518791,8.332,2022-06-06 22:20:57,14.200000000000045,,98.0,14.200000000000045,-0.92,25.0,50.0,78.0,219.0,25.0,81.5,29.0,2022,6,6,22,1.51,352.0
359.6,8.298,2,50.3997033,-84.518909,8.298,2022-06-06 22:20:58,14.0,,97.0,14.0,-1.39,24.5,50.0,78.0,257.0,24.0,81.0,29.0,2022,6,6,22,1.51,352.0
367.72,8.062,2,50.3997042,-84.5190263,8.062,2022-06-06 22:20:59,13.799999999999955,,93.0,13.799999999999955,-1.69,21.5,50.0,78.5,236.0,19.5,78.0,29.0,2022,6,6,22,1.51,352.0
376.18,7.963,2,50.3997008,-84.5191484,7.963,2022-06-06 22:21:00,13.799999999999955,,93.0,13.799999999999955,-1.75,21.0,50.0,78.5,230.0,18.5,77.0,29.0,2022,6,6,22,1.51,352.0
384.35,7.93,2,50.3996918,-84.5192657,7.93,2022-06-06 22:21:01,13.600000000000023,,93.0,13.600000000000023,-1.45,21.0,50.0,78.5,222.0,18.5,77.0,29.0,2022,6,6,22,1.51,352.0
392.59,7.79,2,50.3996848,-84.5193846,7.79,2022-06-06 22:21:02,13.600000000000023,,94.0,13.600000000000023,-1.2,21.0,50.0,78.5,208.0,18.5,77.0,29.0,2022,6,6,22,1.51,352.0
401.09,8.027,2,50.3996824,-84.5195072,8.027,2022-06-06 22:21:03,13.399999999999977,,94.0,13.399999999999977,-1.13,21.0,50.0,77.0,197.0,19.5,77.0,29.0,2022,6,6,22,1.51,352.0
409.77,8.34,2,50.3996853,-84.5196327,8.34,2022-06-06 22:21:04,13.399999999999977,,94.0,13.399999999999977,-1.05,21.0,50.0,72.0,212.0,24.5,78.0,29.0,2022,6,6,22,1.51,352.0
418.4,8.305,2,50.3996883,-84.5197573,8.305,2022-06-06 22:21:05,13.200000000000045,,95.0,13.200000000000045,-1.14,21.0,50.0,70.5,217.0,26.0,78.0,29.0,2022,6,6,22,1.51,352.0
426.59,7.985,3,50.3996894,-84.5198757,7.985,2022-06-06 22:21:06,13.0,,96.0,13.0,-1.55,22.0,50.0,73.0,201.0,26.0,78.0,29.0,2022,6,6,22,1.51,352.0
434.81,7.919,3,50.3996894,-84.5199945,7.919,2022-06-06 22:21:07,12.799999999999955,,99.0,12.799999999999955,-1.87,23.0,50.0,75.5,185.0,26.0,78.5,29.0,2022,6,6,22,1.51,352.0
444.03,8.767,3,50.3996894,-84.5201278,8.767,2022-06-06 22:21:08,12.399999999999977,,100.0,12.399999999999977,-2.14,21.5,50.0,70.5,192.0,22.0,73.5,29.0,2022,6,6,22,1.51,352.0
453.46,8.874,3,50.3996894,-84.520264,8.874,2022-06-06 22:21:09,12.399999999999977,,100.0,12.399999999999977,-2.45,21.0,50.0,69.0,180.0,21.0,72.0,29.0,2022,6,6,22,1.51,352.0
462.75,8.688,3,50.3996922,-84.5203983,8.688,2022-06-06 22:21:10,12.399999999999977,,101.0,12.399999999999977,-2.41,23.5,51.0,77.5,203.0,21.0,71.0,29.0,2022,6,6,22,1.51,352.0
472.19,8.947,3,50.3996981,-84.5205346,8.947,2022-06-06 22:21:11,12.200000000000045,,101.0,12.200000000000045,-2.11,25.0,52.0,83.0,217.0,21.0,70.5,29.0,2022,6,6,22,1.51,352.0
481.77,9.051,2,50.399705,-84.5206726,9.051,2022-06-06 22:21:12,12.399999999999977,,101.0,12.399999999999977,-1.57,25.0,45.0,83.0,218.0,21.0,70.5,28.0,2022,6,6,22,1.51,352.0
491.25,8.857,2,50.3997138,-84.5208092,8.857,2022-06-06 22:21:13,12.399999999999977,,100.0,12.399999999999977,-0.71,25.0,47.0,86.5,246.0,22.0,73.5,28.0,2022,6,6,22,1.51,352.0
500.64,8.704,2,50.3997211,-84.5209445,8.704,2022-06-06 22:21:14,12.399999999999977,,99.0,12.399999999999977,-0.11,25.0,47.0,83.0,247.0,25.0,79.0,28.0,2022,6,6,22,1.51,352.0
509.74,8.499,2,50.399726,-84.5210759,8.499,2022-06-06 22:21:15,12.600000000000023,,99.0,12.600000000000023,0.0,25.0,47.0,79.5,251.0,26.5,83.0,28.0,2022,6,6,22,1.51,352.0
518.46,8.214,2,50.399731,-84.5212017,8.214,2022-06-06 22:21:16,12.799999999999955,,98.0,12.799999999999955,0.42,24.0,47.0,82.5,291.0,25.5,82.0,28.0,2022,6,6,22,1.51,352.0
526.65,7.819,3,50.3997359,-84.5213199,7.819,2022-06-06 22:21:17,13.0,,97.0,13.0,0.92,24.0,56.0,82.5,308.0,25.5,82.0,28.0,2022,6,6,22,1.51,352.0
534.41,7.433,3,50.3997391,-84.521432,7.433,2022-06-06 22:21:18,13.200000000000045,,96.0,13.200000000000045,1.15,27.0,50.0,88.5,338.0,25.0,88.5,28.0,2022,6,6,22,1.51,352.0
542.46,7.828,2,50.3997428,-84.5215482,7.828,2022-06-06 22:21:19,13.399999999999977,,95.0,13.399999999999977,1.53,28.0,50.0,91.0,358.0,26.0,88.0,28.0,2022,6,6,22,1.51,352.0
551.08,8.464,2,50.3997498,-84.5216723,8.464,2022-06-06 22:21:20,13.600000000000023,,94.0,13.600000000000023,2.13,29.0,50.0,94.5,359.0,28.5,92.0,28.0,2022,6,6,22,1.51,352.0
559.72,8.582,2,50.399754,-84.521797,8.582,2022-06-06 22:21:21,13.799999999999955,,91.0,13.799999999999955,2.65,29.0,49.0,96.5,352.0,29.5,94.5,28.0,2022,6,6,22,1.51,352.0
568.18,8.491,2,50.3997569,-84.5219194,8.491,2022-06-06 22:21:22,14.0,,89.0,14.0,2.86,29.0,47.0,96.5,342.0,29.5,94.5,28.0,2022,6,6,22,1.51,352.0
576.65,8.482,2,50.3997627,-84.5220415,8.482,2022-06-06 22:21:23,14.200000000000045,,88.0,14.200000000000045,3.0,29.0,46.0,96.5,325.0,29.5,94.5,28.0,2022,6,6,22,1.51,352.0
584.72,8.226,2,50.3997696,-84.5221578,8.226,2022-06-06 22:21:24,14.799999999999955,,87.0,14.799999999999955,3.37,29.0,45.0,96.5,309.0,29.5,94.5,28.0,2022,6,6,22,1.51,352.0
592.79,8.123,2,50.3997746,-84.5222742,8.123,2022-06-06 22:21:25,15.0,,87.0,15.0,3.49,27.5,46.0,91.5,284.0,28.5,92.0,28.0,2022,6,6,22,1.51,352.0
601.27,8.339,2,50.3997797,-84.5223965,8.339,2022-06-06 22:21:26,15.200000000000045,,87.0,15.200000000000045,3.05,24.5,47.0,82.5,253.0,27.0,88.0,28.0,2022,6,6,22,1.51,352.0
609.54,8.299,2,50.3997856,-84.5225159,8.299,2022-06-06 22:21:27,15.0,,87.0,15.0,2.69,21.5,48.0,73.5,221.0,25.5,83.5,28.0,2022,6,6,22,1.51,352.0
618.12,8.515,2,50.3997907,-84.5226397,8.515,2022-06-06 22:21:28,15.0,,88.0,15.0,2.28,20.0,50.0,69.0,216.0,24.5,81.5,28.0,2022,6,6,22,1.51,352.0
627.02,8.788,2,50.3997956,-84.5227682,8.788,2022-06-06 22:21:29,14.799999999999955,,91.0,14.799999999999955,1.16,20.0,48.0,69.0,220.0,24.5,81.5,28.0,2022,6,6,22,1.51,352.0
635.98,8.945,2,50.3998042,-84.5228972,8.945,2022-06-06 22:21:30,14.799999999999955,,95.0,14.799999999999955,0.18,20.0,44.0,69.0,221.0,24.5,81.5,28.0,2022,6,6,22,1.51,352.0
645.57,9.428,2,50.3998044,-84.5230347,9.428,2022-06-06 22:21:31,14.600000000000023,,98.0,14.600000000000023,-0.29,20.0,45.0,69.0,249.0,24.5,81.5,28.0,2022,6,6,22,1.51,352.0
655.11,9.481,2,50.3997986,-84.5231718,9.481,2022-06-06 22:21:32,14.600000000000023,,99.0,14.600000000000023,-0.86,20.0,51.0,69.0,231.0,24.5,81.5,28.0,2022,6,6,22,1.51,352.0
663.92,8.984,2,50.3998008,-84.5232992,8.984,2022-06-06 22:21:33,14.600000000000023,,100.0,14.600000000000023,-1.08,20.0,53.0,69.0,227.0,24.5,81.5,28.0,2022,6,6,22,1.51,352.0
672.75,8.884,2,50.3998008,-84.5234268,8.884,2022-06-06 22:21:34,14.399999999999977,,100.0,14.399999999999977,-1.04,21.0,53.0,73.5,245.0,23.5,79.0,28.0,2022,6,6,22,1.51,352.0
681.5,8.767,2,50.3998008,-84.5235533,8.767,2022-06-06 22:21:35,14.399999999999977,,100.0,14.399999999999977,-1.0,23.5,52.0,82.0,269.0,22.0,74.5,28.0,2022,6,6,22,1.51,352.0
690.23,8.718,2,50.3998008,-84.5236794,8.718,2022-06-06 22:21:36,14.399999999999977,,100.0,14.399999999999977,-0.56,25.5,52.0,89.0,286.0,21.5,73.5,28.0,2022,6,6,22,1.51,352.0
699.5,9.157,2,50.3997971,-84.5238133,9.157,2022-06-06 22:21:37,14.200000000000045,,99.0,14.200000000000045,-0.5,28.5,52.0,93.0,281.0,25.0,82.0,28.0,2022,6,6,22,1.51,352.0
709.1,9.481,2,50.3997919,-84.5239518,9.481,2022-06-06 22:21:38,14.200000000000045,,98.0,14.200000000000045,-0.93,29.5,52.0,95.0,269.0,26.5,86.0,28.0,2022,6,6,22,1.51,352.0
718.5,9.43,2,50.3997927,-84.5240876,9.43,2022-06-06 22:21:39,14.0,,98.0,14.0,-0.64,29.5,51.0,95.0,245.0,26.5,86.0,28.0,2022,6,6,22,1.51,352.0
727.9,9.423,2,50.3997966,-84.5242234,9.423,2022-06-06 22:21:40,14.0,,98.0,14.0,-0.48,29.5,50.0,95.0,215.0,26.5,86.0,28.0,2022,6,6,22,1.51,352.0
737.46,9.53,2,50.3997988,-84.5243615,9.53,2022-06-06 22:21:41,14.0,,98.0,14.0,-0.46,29.0,48.0,94.0,184.0,26.5,85.5,28.0,2022,6,6,22,1.51,352.0
747.06,9.59,2,50.3997979,-84.5245003,9.59,2022-06-06 22:21:42,14.0,,99.0,14.0,-0.1,18.5,47.0,66.5,153.0,23.0,77.0,28.0,2022,6,6,22,1.51,352.0
756.8,9.555,2,50.3997968,-84.5246411,9.555,2022-06-06 22:21:43,14.0,,95.0,14.0,0.0,21.5,50.0,72.0,171.0,21.0,71.5,28.0,2022,6,6,22,1.51,352.0
766.39,9.226,2,50.3997941,-84.5247796,9.226,2022-06-06 22:21:44,14.0,,95.0,14.0,0.0,23.5,50.0,75.5,181.0,19.5,68.5,28.0,2022,6,6,22,1.51,352.0
775.76,9.118,2,50.399789,-84.5249148,9.118,2022-06-06 22:21:45,13.799999999999955,,96.0,13.799999999999955,0.0,23.0,48.0,76.0,202.0,20.0,70.5,28.0,2022,6,6,22,1.51,352.0
785.31,9.409,2,50.3997869,-84.5250529,9.409,2022-06-06 22:21:46,13.600000000000023,,97.0,13.600000000000023,-0.45,21.0,48.0,76.5,207.0,20.5,74.5,28.0,2022,6,6,22,1.51,352.0
795.21,9.58,2,50.3997887,-84.5251959,9.58,2022-06-06 22:21:47,13.600000000000023,,98.0,13.600000000000023,-0.85,21.5,50.0,77.0,227.0,20.5,74.5,28.0,2022,6,6,22,1.51,352.0
805.18,9.753,2,50.399789,-84.52534,9.753,2022-06-06 22:21:48,13.600000000000023,,98.0,13.600000000000023,-0.95,27.5,50.0,88.5,233.0,23.0,77.0,28.0,2022,6,6,22,1.51,352.0
815.11,9.807,2,50.3997878,-84.5254834,9.807,2022-06-06 22:21:49,13.600000000000023,,99.0,13.600000000000023,-1.01,28.0,50.0,86.5,222.0,25.5,79.0,28.0,2022,6,6,22,1.51,352.0
825.09,9.699,2,50.3997888,-84.5256276,9.699,2022-06-06 22:21:50,13.600000000000023,,100.0,13.600000000000023,-0.56,25.5,50.0,80.0,218.0,26.0,79.5,28.0,2022,6,6,22,1.51,352.0
834.86,9.626,2,50.3997888,-84.5257689,9.626,2022-06-06 22:21:51,13.399999999999977,,101.0,13.399999999999977,-0.09,26.0,51.0,82.0,233.0,24.5,79.5,28.0,2022,6,6,22,1.51,352.0
844.53,9.468,2,50.3997897,-84.5259087,9.468,2022-06-06 22:21:52,13.200000000000045,,101.0,13.200000000000045,-0.22,28.5,49.0,90.5,246.0,22.0,77.5,28.0,2022,6,6,22,1.51,352.0
854.43,9.457,2,50.3997908,-84.5260518,9.457,2022-06-06 22:21:53,13.200000000000045,,101.0,13.200000000000045,-0.52,28.5,51.0,90.5,227.0,22.0,77.5,28.0,2022,6,6,22,1.51,352.0
864.17,9.474,2,50.3997908,-84.5261926,9.474,2022-06-06 22:21:54,13.200000000000045,,100.0,13.200000000000045,-0.66,28.5,49.0,90.5,250.0,22.0,77.5,27.0,2022,6,6,22,1.51,352.0
873.81,9.294,2,50.3997908,-84.526332,9.294,2022-06-06 22:21:55,13.200000000000045,,99.0,13.200000000000045,-0.76,28.5,47.0,90.5,280.0,22.0,77.5,27.0,2022,6,6,22,1.51,352.0
883.42,9.188,2,50.3997917,-84.5264708,9.188,2022-06-06 22:21:56,13.399999999999977,,99.0,13.399999999999977,-0.5,28.5,48.0,90.5,290.0,22.0,77.5,27.0,2022,6,6,22,1.51,352.0
893.04,9.208,2,50.3997928,-84.5266098,9.208,2022-06-06 22:21:57,13.600000000000023,,98.0,13.600000000000023,0.14,28.5,51.0,90.5,277.0,22.0,77.5,27.0,2022,6,6,22,1.51,352.0
902.85,9.313,2,50.3997937,-84.5267517,9.313,2022-06-06 22:21:58,13.799999999999955,,97.0,13.799999999999955,0.73,28.5,51.0,90.5,281.0,22.0,77.5,27.0,2022,6,6,22,1.51,352.0
912.62,9.181,2,50.3997957,-84.5268928,9.181,2022-06-06 22:21:59,13.799999999999955,,96.0,13.799999999999955,0.99,28.5,51.0,90.5,291.0,22.0,77.5,27.0,2022,6,6,22,1.51,352.0
921.99,8.874,2,50.3997959,-84.5270283,8.874,2022-06-06 22:22:00,13.600000000000023,,95.0,13.600000000000023,0.94,28.5,50.0,90.5,300.0,22.0,77.5,27.0,2022,6,6,22,1.51,352.0
931.09,8.848,2,50.3997948,-84.5271599,8.848,2022-06-06 22:22:01,13.799999999999955,,94.0,13.799999999999955,0.86,27.5,49.0,88.5,285.0,24.0,81.0,27.0,2022,6,6,22,1.51,352.0
940.17,8.891,2,50.3997939,-84.527291,8.891,2022-06-06 22:22:02,13.799999999999955,,94.0,13.799999999999955,0.51,27.0,49.0,86.5,271.0,26.0,84.0,27.0,2022,6,6,22,1.51,352.0
948.94,8.742,2,50.399792,-84.5274178,8.742,2022-06-06 22:22:03,13.799999999999955,,94.0,13.799999999999955,0.09,26.0,48.0,85.0,256.0,27.5,87.0,27.0,2022,6,6,22,1.51,352.0
957.67,8.44,2,50.3997892,-84.527544,8.44,2022-06-06 22:22:04,14.0,,94.0,14.0,0.0,29.5,48.0,90.5,259.0,26.0,84.0,27.0,2022,6,6,22,1.51,352.0
966.71,8.395,2,50.399785,-84.5276745,8.395,2022-06-06 22:22:05,14.0,,94.0,14.0,0.23,33.5,48.0,98.0,267.0,23.0,79.5,27.0,2022,6,6,22,1.51,352.0
975.32,8.166,2,50.3997801,-84.5277988,8.166,2022-06-06 22:22:06,14.200000000000045,,96.0,14.200000000000045,0.57,34.0,48.0,99.5,266.0,22.5,78.5,27.0,2022,6,6,22,1.51,352.0
983.9,8.087,2,50.3997742,-84.5279225,8.087,2022-06-06 22:22:07,14.399999999999977,,96.0,14.399999999999977,0.84,31.5,49.0,94.5,273.0,24.0,82.0,27.0,2022,6,6,22,1.51,352.0
992.39,8.134,2,50.3997682,-84.528045,8.134,2022-06-06 22:22:08,14.799999999999955,,95.0,14.799999999999955,1.4,28.5,51.0,88.5,281.0,26.0,86.5,27.0,2022,6,6,22,1.51,352.0
1000.71,8.051,2,50.3997623,-84.5281651,8.051,2022-06-06 22:22:09,15.0,,94.0,15.0,2.05,26.0,53.0,83.0,285.0,28.0,90.5,27.0,2022,6,6,22,1.51,352.0
1009.1,7.991,2,50.3997554,-84.528286,7.991,2022-06-06 22:22:10,15.200000000000045,,92.0,15.200000000000045,2.52,26.0,52.0,83.0,248.0,28.0,90.5,27.0,2022,6,6,22,1.51,352.0
1017.26,7.784,2,50.3997483,-84.5284035,7.784,2022-06-06 22:22:11,15.200000000000045,,89.0,15.200000000000045,2.82,26.0,52.0,83.0,259.0,28.0,90.5,27.0,2022,6,6,22,1.51,352.0
1025.2,7.823,2,50.3997424,-84.5285181,7.823,2022-06-06 22:22:12,15.399999999999977,,87.0,15.399999999999977,2.94,26.0,52.0,83.0,234.0,28.0,90.5,27.0,2022,6,6,22,1.51,352.0
1033.26,8.067,2,50.3997356,-84.5286342,8.067,2022-06-06 22:22:13,15.600000000000023,,87.0,15.600000000000023,2.62,25.5,52.0,83.5,223.0,27.5,89.0,27.0,2022,6,6,22,1.51,352.0
1041.66,8.208,2,50.3997275,-84.5287551,8.208,2022-06-06 22:22:14,15.600000000000023,,87.0,15.600000000000023,2.01,25.5,52.0,84.0,217.0,26.5,87.0,27.0,2022,6,6,22,1.51,352.0
