cadence,calories,power,timestamp,battery_soc,distance,enhanced_speed,gps_accuracy,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,position_lat,position_long,right_pedal_smoothness,right_torque_effectiveness,speed,temperature,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
84,38,292,2023-04-22 02:33:57,,1547.7,6.015,3.0,23.0,48.0,78.5,50.5177422,-84.7995344,21.5,79.0,6.015,13.0,85.79999999999995,2.0,4.0,85.79999999999995,0.0,2023,4,22,2,2.89,14.0
87,38,279,2023-04-22 02:33:58,,1554.74,6.739,3.0,23.5,50.0,82.0,50.5177973,-84.7994611,22.5,83.5,6.739,13.0,85.79999999999995,2.0,4.0,85.79999999999995,0.0,2023,4,22,2,2.89,14.0
89,39,272,2023-04-22 02:33:59,,1562.09,7.204,3.0,26.0,52.0,91.5,50.5178518,-84.7993883,22.5,84.5,7.204,13.0,85.60000000000002,2.0,4.0,85.60000000000002,0.0,2023,4,22,2,2.89,14.0
86,39,267,2023-04-22 02:34:00,,1568.51,7.081,3.0,23.5,52.0,85.5,50.5178972,-84.7993223,23.0,89.5,7.081,13.0,85.60000000000002,2.0,4.0,85.60000000000002,0.0,2023,4,22,2,2.89,14.0
83,39,256,2023-04-22 02:34:01,,1576.44,7.347,3.0,24.5,60.0,82.0,50.5179554,-84.7992353,24.0,91.0,7.347,13.0,85.60000000000002,2.0,4.0,85.60000000000002,0.0,2023,4,22,2,2.89,14.0
83,39,245,2023-04-22 02:34:02,,1584.49,7.76,3.0,20.5,50.0,76.5,50.5180191,-84.799162,22.5,87.0,7.76,13.0,85.39999999999998,2.0,4.0,85.39999999999998,0.0,2023,4,22,2,2.89,14.0
84,40,239,2023-04-22 02:34:03,,1592.37,7.744,3.0,18.0,50.0,74.0,50.5180827,-84.7990804,22.0,84.5,7.744,13.0,85.39999999999998,2.0,4.0,85.39999999999998,0.0,2023,4,22,2,2.89,14.0
85,40,255,2023-04-22 02:34:04,,1599.99,7.779,3.0,20.0,53.0,78.0,50.5181463,-84.7990164,24.0,88.0,7.779,13.0,85.39999999999998,2.0,4.0,85.39999999999998,-0.34,2023,4,22,2,2.89,14.0
85,40,247,2023-04-22 02:34:05,,1607.73,7.637,3.0,22.0,54.0,82.0,50.5182141,-84.7989442,26.0,92.0,7.637,13.0,85.39999999999998,2.0,4.0,85.39999999999998,-0.64,2023,4,22,2,2.89,14.0
85,40,241,2023-04-22 02:34:06,,1615.5,7.598,3.0,23.0,51.0,85.5,50.5182747,-84.7988699,23.5,87.5,7.598,13.0,85.39999999999998,2.0,4.0,85.39999999999998,0.0,2023,4,22,2,2.89,14.0
85,41,240,2023-04-22 02:34:07,,1623.17,7.593,3.0,24.0,58.0,86.0,50.5183293,-84.7987883,22.0,85.5,7.593,13.0,85.39999999999998,2.0,4.0,85.39999999999998,0.0,2023,4,22,2,2.89,14.0
85,41,236,2023-04-22 02:34:08,,1631.12,7.616,3.0,24.0,59.0,86.0,50.5183929,-84.7987063,21.5,84.0,7.616,13.0,85.39999999999998,2.0,4.0,85.39999999999998,0.0,2023,4,22,2,2.89,14.0
84,41,239,2023-04-22 02:34:09,,1638.6,7.213,3.0,25.0,56.0,86.5,50.518452,-84.7986335,21.0,81.0,7.213,13.0,85.39999999999998,2.0,4.0,85.39999999999998,0.0,2023,4,22,2,2.89,14.0
65,41,220,2023-04-22 02:34:10,,1645.07,7.102,3.0,25.5,54.0,86.5,50.5184978,-84.7985605,21.0,78.0,7.102,13.0,85.39999999999998,2.0,4.0,85.39999999999998,0.0,2023,4,22,2,2.89,14.0
45,41,186,2023-04-22 02:34:11,,1652.12,7.186,3.0,32.0,50.0,89.5,50.5185566,-84.7984969,22.0,79.5,7.186,12.0,85.39999999999998,2.0,4.0,85.39999999999998,0.0,2023,4,22,2,2.89,14.0
36,42,157,2023-04-22 02:34:12,,1660.2,7.287,3.0,41.5,46.0,94.0,50.5186295,-84.798442,23.0,82.5,7.287,12.0,85.39999999999998,2.0,4.0,85.39999999999998,0.0,2023,4,22,2,2.89,14.0
70,42,158,2023-04-22 02:34:13,,1667.47,6.959,3.0,44.5,43.0,95.5,50.518693,-84.7983786,24.0,85.5,6.959,12.0,85.39999999999998,2.0,4.0,85.39999999999998,0.0,2023,4,22,2,2.89,14.0
81,42,197,2023-04-22 02:34:14,,1674.76,6.926,3.0,24.0,42.0,87.0,50.5187518,-84.7983065,25.5,89.5,6.926,12.0,85.39999999999998,2.0,4.0,85.39999999999998,0.0,2023,4,22,2,2.89,14.0
82,42,234,2023-04-22 02:34:15,,1682.01,7.072,3.0,19.0,41.0,76.0,50.5188117,-84.7982329,22.5,87.5,7.072,12.0,85.39999999999998,2.0,4.0,85.39999999999998,0.0,2023,4,22,2,2.89,14.0
78,42,246,2023-04-22 02:34:16,,1689.04,6.944,3.0,21.5,52.0,80.5,50.5188663,-84.798169,24.0,88.0,6.944,12.0,85.20000000000005,2.0,4.0,85.20000000000005,0.0,2023,4,22,2,2.89,14.0
55,43,235,2023-04-22 02:34:17,,1695.3,6.526,3.0,24.5,50.0,86.5,50.5189203,-84.7981109,26.0,88.5,6.526,12.0,85.20000000000005,2.0,4.0,85.20000000000005,0.0,2023,4,22,2,2.89,14.0
32,43,225,2023-04-22 02:34:18,,1702.54,6.564,3.0,24.5,43.0,87.5,50.5189759,-84.7980412,26.0,88.5,6.564,12.0,85.20000000000005,2.0,4.0,85.20000000000005,0.0,2023,4,22,2,2.89,14.0
80,43,166,2023-04-22 02:34:19,,1709.66,6.969,3.0,24.0,41.0,88.5,50.5190346,-84.7979689,26.5,88.5,6.969,12.0,85.20000000000005,2.0,4.0,85.20000000000005,0.0,2023,4,22,2,2.89,14.0
81,43,187,2023-04-22 02:34:20,,1716.79,7.136,3.0,24.0,56.0,89.5,50.5190844,-84.7978968,26.5,88.5,7.136,12.0,85.20000000000005,2.0,4.0,85.20000000000005,0.0,2023,4,22,2,2.89,14.0
64,43,240,2023-04-22 02:34:21,,1723.69,6.891,3.0,24.0,56.0,87.5,50.5191346,-84.7978238,26.0,88.5,6.891,12.0,85.20000000000005,2.0,4.0,85.20000000000005,0.0,2023,4,22,2,2.89,14.0
28,44,205,2023-04-22 02:34:22,,1730.78,6.654,3.0,24.0,56.0,84.5,50.5191888,-84.7977513,26.0,89.0,6.654,12.0,85.20000000000005,2.0,4.0,85.20000000000005,0.0,2023,4,22,2,2.89,14.0
68,44,164,2023-04-22 02:34:23,,1738.01,6.856,3.0,24.0,55.0,81.0,50.5192442,-84.7976775,25.5,89.0,6.856,12.0,85.20000000000005,2.0,4.0,85.20000000000005,0.0,2023,4,22,2,2.89,14.0
81,44,208,2023-04-22 02:34:24,,1745.21,6.849,3.0,24.0,55.0,77.5,50.5192941,-84.797596,25.0,89.5,6.849,12.0,85.20000000000005,2.0,4.0,85.20000000000005,0.0,2023,4,22,2,2.89,14.0
83,44,255,2023-04-22 02:34:25,,1753.04,7.395,3.0,25.0,54.0,86.5,50.5193526,-84.7975148,24.0,89.5,7.395,12.0,85.20000000000005,2.0,4.0,85.20000000000005,0.0,2023,4,22,2,2.89,14.0
85,44,286,2023-04-22 02:34:26,,1760.7,7.643,3.0,26.5,56.0,91.0,50.519415,-84.7974431,22.5,81.5,7.643,12.0,85.0,2.0,4.0,85.0,0.0,2023,4,22,2,2.89,14.0
87,45,300,2023-04-22 02:34:27,,1769.19,8.059,3.0,27.5,57.0,92.5,50.5194803,-84.7973596,21.5,77.0,8.059,12.0,85.0,2.0,4.0,85.0,0.0,2023,4,22,2,2.89,14.0
88,45,313,2023-04-22 02:34:28,,1776.88,7.562,3.0,27.0,56.0,93.0,50.5195393,-84.797278,22.0,80.0,7.562,12.0,85.0,2.0,4.0,85.0,0.0,2023,4,22,2,2.89,14.0
62,45,317,2023-04-22 02:34:29,,1784.52,6.905,3.0,26.5,55.0,93.5,50.5195992,-84.797204,22.5,83.0,6.905,12.0,84.79999999999995,2.0,4.0,84.79999999999995,0.0,2023,4,22,2,2.89,14.0
35,45,319,2023-04-22 02:34:30,,1791.63,6.649,3.0,26.0,55.0,94.0,50.5196626,-84.7971406,23.0,86.5,6.649,12.0,84.79999999999995,2.0,4.0,84.79999999999995,0.0,2023,4,22,2,2.89,14.0
8,45,322,2023-04-22 02:34:31,,1798.98,6.651,3.0,26.0,56.0,94.0,50.5197218,-84.7970768,23.0,85.5,6.651,12.0,84.79999999999995,2.0,4.0,84.79999999999995,0.0,2023,4,22,2,2.89,14.0
0,45,0,2023-04-22 02:34:32,,1806.25,6.651,3.0,25.5,56.0,94.0,50.5197811,-84.797004,21.5,80.0,6.651,12.0,84.79999999999995,2.0,4.0,84.79999999999995,0.0,2023,4,22,2,2.89,14.0
0,45,0,2023-04-22 02:34:33,,1813.04,6.237,3.0,25.0,56.0,94.0,50.519835,-84.796941,20.0,74.5,6.237,12.0,85.0,2.0,4.0,85.0,0.0,2023,4,22,2,2.89,14.0
0,45,0,2023-04-22 02:34:34,,1819.49,6.252,3.0,24.5,56.0,94.0,50.5198905,-84.7968763,18.5,69.0,6.252,12.0,85.0,2.0,4.0,85.0,0.0,2023,4,22,2,2.89,14.0
0,45,0,2023-04-22 02:34:35,,1826.06,5.893,3.0,24.0,57.0,94.0,50.5199447,-84.796822,17.0,63.5,5.893,12.0,85.0,2.0,4.0,85.0,0.0,2023,4,22,2,2.89,14.0
0,45,0,2023-04-22 02:34:36,,1832.44,6.419,3.0,24.0,57.0,94.0,50.5199992,-84.7967675,15.5,58.5,6.419,12.0,85.0,2.0,4.0,85.0,0.0,2023,4,22,2,2.89,14.0
0,45,0,2023-04-22 02:34:37,,1838.59,6.425,3.0,23.5,57.0,94.0,50.5200512,-84.796707,14.0,53.0,6.425,12.0,85.0,2.0,4.0,85.0,0.0,2023,4,22,2,2.89,14.0
0,45,0,2023-04-22 02:34:38,,1844.91,6.125,3.0,23.0,58.0,94.0,50.5200998,-84.7966489,12.5,47.5,6.125,12.0,85.0,2.0,4.0,85.0,0.0,2023,4,22,2,2.89,14.0
0,45,0,2023-04-22 02:34:39,,1850.9,6.07,3.0,22.5,58.0,93.5,50.5201489,-84.7965952,11.0,42.0,6.07,12.0,85.0,2.0,4.0,85.0,0.0,2023,4,22,2,2.89,14.0
0,45,0,2023-04-22 02:34:40,,1856.84,5.934,3.0,22.0,58.0,93.5,50.5201953,-84.7965308,10.0,36.5,5.934,12.0,85.0,2.0,4.0,85.0,0.0,2023,4,22,2,2.89,14.0
0,45,0,2023-04-22 02:34:41,,1862.08,5.429,3.0,22.0,58.0,93.5,50.520236,-84.7964853,8.5,31.0,5.429,12.0,85.20000000000005,2.0,4.0,85.20000000000005,0.0,2023,4,22,2,2.89,14.0
0,45,0,2023-04-22 02:34:42,,1867.18,5.163,3.0,21.5,59.0,93.5,50.5202814,-84.796431,7.0,26.0,5.163,12.0,85.20000000000005,2.0,4.0,85.20000000000005,0.0,2023,4,22,2,2.89,14.0
0,45,0,2023-04-22 02:34:43,,1871.91,4.85,3.0,21.0,59.0,93.5,50.5203138,-84.7963849,5.5,20.5,4.85,12.0,85.20000000000005,2.0,4.0,85.20000000000005,0.0,2023,4,22,2,2.89,14.0
0,45,0,2023-04-22 02:34:44,,1876.45,4.602,3.0,20.5,59.0,93.5,50.52035,-84.7963396,4.0,15.0,4.602,12.0,85.20000000000005,2.0,4.0,85.20000000000005,0.0,2023,4,22,2,2.89,14.0
5,45,0,2023-04-22 02:34:45,,1880.42,4.697,3.0,20.0,60.0,93.5,50.52038,-84.796302,2.5,9.5,4.697,12.0,85.20000000000005,2.0,4.0,85.20000000000005,0.0,2023,4,22,2,2.89,14.0
21,45,12,2023-04-22 02:34:46,,1886.67,5.271,3.0,20.0,60.0,93.5,50.5204325,-84.7962387,1.0,4.0,5.271,12.0,85.20000000000005,2.0,4.0,85.20000000000005,0.0,2023,4,22,2,2.89,14.0
57,45,51,2023-04-22 02:34:47,,1891.98,5.333,3.0,21.0,60.0,94.0,50.5204726,-84.7961941,2.5,9.0,5.333,12.0,85.20000000000005,2.0,4.0,85.20000000000005,0.0,2023,4,22,2,2.89,14.0
66,46,133,2023-04-22 02:34:48,,1897.85,5.737,3.0,28.0,60.0,96.5,50.5205179,-84.7961309,12.0,45.0,5.737,12.0,85.20000000000005,2.0,4.0,85.20000000000005,0.0,2023,4,22,2,2.89,14.0
73,46,345,2023-04-22 02:34:49,,1904.1,6.13,3.0,25.5,58.0,95.0,50.5205588,-84.7960586,22.0,79.0,6.13,12.0,85.20000000000005,2.0,4.0,85.20000000000005,0.0,2023,4,22,2,2.89,14.0
79,46,352,2023-04-22 02:34:50,,1910.84,6.562,3.0,24.5,52.0,94.5,50.5206094,-84.7959848,27.0,93.0,6.562,12.0,85.20000000000005,2.0,4.0,85.20000000000005,0.0,2023,4,22,2,2.89,14.0
81,47,359,2023-04-22 02:34:51,,1917.27,6.504,3.0,27.5,50.0,96.0,50.5206541,-84.7959133,26.5,89.0,6.504,12.0,85.20000000000005,2.0,4.0,85.20000000000005,0.0,2023,4,22,2,2.89,14.0
85,47,343,2023-04-22 02:34:52,,1923.61,6.668,3.0,26.5,53.0,94.5,50.5206999,-84.7958488,25.5,88.0,6.668,12.0,85.20000000000005,2.0,4.0,85.20000000000005,0.0,2023,4,22,2,2.89,14.0
86,47,310,2023-04-22 02:34:53,,1930.08,6.692,3.0,25.5,50.0,93.0,50.5207415,-84.7957755,24.5,86.5,6.692,12.0,85.20000000000005,2.0,4.0,85.20000000000005,0.0,2023,4,22,2,2.89,14.0
88,48,284,2023-04-22 02:34:54,,1936.42,6.851,3.0,25.0,58.0,91.5,50.5207776,-84.7956944,23.5,85.0,6.851,12.0,85.20000000000005,2.0,4.0,85.20000000000005,0.0,2023,4,22,2,2.89,14.0
89,48,279,2023-04-22 02:34:55,,1943.63,7.386,3.0,25.5,53.0,90.0,50.5208315,-84.7956217,23.0,84.5,7.386,12.0,85.20000000000005,2.0,4.0,85.20000000000005,0.0,2023,4,22,2,2.89,14.0
89,48,298,2023-04-22 02:34:56,,1950.88,7.172,3.0,26.5,51.0,89.0,50.5208909,-84.7955484,23.5,85.0,7.172,12.0,85.20000000000005,2.0,4.0,85.20000000000005,0.0,2023,4,22,2,2.89,14.0
90,49,335,2023-04-22 02:34:57,,1958.06,7.318,3.0,25.5,54.0,90.0,50.5209534,-84.7954856,23.5,87.0,7.318,12.0,85.20000000000005,2.0,4.0,85.20000000000005,0.0,2023,4,22,2,2.89,14.0
92,49,340,2023-04-22 02:34:58,,1965.77,7.406,3.0,26.5,48.0,86.0,50.5210186,-84.7954204,24.5,92.0,7.406,12.0,85.39999999999998,2.0,4.0,85.39999999999998,0.0,2023,4,22,2,2.89,14.0
93,49,329,2023-04-22 02:34:59,,1973.22,7.161,3.0,24.0,46.0,83.5,50.521078,-84.7953477,24.0,93.0,7.161,12.0,85.39999999999998,2.0,4.0,85.39999999999998,0.0,2023,4,22,2,2.89,14.0
93,50,311,2023-04-22 02:35:00,,1980.27,7.237,3.0,23.5,51.0,84.5,50.5211308,-84.7952773,23.5,90.0,7.237,12.0,85.60000000000002,2.0,4.0,85.60000000000002,0.0,2023,4,22,2,2.89,14.0
94,50,294,2023-04-22 02:35:01,,1988.08,7.369,3.0,26.0,55.0,87.5,50.5211964,-84.7952108,23.0,85.5,7.369,12.0,85.60000000000002,2.0,4.0,85.60000000000002,0.0,2023,4,22,2,2.89,14.0
94,50,301,2023-04-22 02:35:02,,1994.71,6.614,3.0,25.5,58.0,85.0,50.521255,-84.7951478,22.5,86.5,6.614,12.0,85.79999999999995,2.0,4.0,85.79999999999995,0.0,2023,4,22,2,2.89,14.0
90,50,306,2023-04-22 02:35:03,,2002.28,7.294,3.0,29.5,60.0,95.5,50.521319,-84.7950836,23.0,87.5,7.294,12.0,85.79999999999995,2.0,4.0,85.79999999999995,0.0,2023,4,22,2,2.89,14.0
85,51,302,2023-04-22 02:35:04,,2009.39,7.297,3.0,29.5,52.0,97.5,50.5213764,-84.7950133,21.5,89.5,7.297,12.0,86.0,2.0,4.0,86.0,0.0,2023,4,22,2,2.89,14.0
83,51,300,2023-04-22 02:35:05,,2017.3,7.577,3.0,28.5,55.0,96.5,50.5214379,-84.7949376,23.0,92.0,7.577,12.0,86.0,2.0,4.0,86.0,0.0,2023,4,22,2,2.89,14.0
84,51,306,2023-04-22 02:35:06,,2025.5,7.693,3.0,28.0,57.0,94.5,50.5215103,-84.794865,26.5,94.5,7.693,12.0,86.0,2.0,4.0,86.0,0.0,2023,4,22,2,2.89,14.0
86,52,324,2023-04-22 02:35:07,,2032.69,7.524,3.0,26.0,56.0,90.0,50.5215724,-84.794803,25.5,95.5,7.524,12.0,86.0,2.0,4.0,86.0,0.0,2023,4,22,2,2.89,14.0
90,52,395,2023-04-22 02:35:08,,2040.72,7.707,3.0,26.0,54.0,94.0,50.5216376,-84.7947287,24.5,94.5,7.707,12.0,86.0,2.0,4.0,86.0,0.0,2023,4,22,2,2.89,14.0
92,53,452,2023-04-22 02:35:09,,2048.44,7.512,3.0,26.5,52.0,97.5,50.5217011,-84.7946562,24.0,94.0,7.512,12.0,86.20000000000005,2.0,4.0,86.20000000000005,0.0,2023,4,22,2,2.89,14.0
94,53,546,2023-04-22 02:35:10,,2057.09,8.109,3.0,26.0,50.0,97.0,50.5217699,-84.7945737,24.5,95.5,8.109,12.0,86.20000000000005,2.0,4.0,86.20000000000005,0.0,2023,4,22,2,2.89,14.0
97,54,575,2023-04-22 02:35:11,,2065.93,8.503,3.0,25.5,49.0,96.5,50.5218418,-84.7944928,25.0,96.5,8.503,12.0,86.20000000000005,2.0,4.0,86.20000000000005,0.0,2023,4,22,2,2.89,14.0
101,55,649,2023-04-22 02:35:12,,2075.44,8.821,3.0,26.5,47.0,96.5,50.5219185,-84.7944027,25.5,97.5,8.821,12.0,86.39999999999998,2.0,4.0,86.39999999999998,0.0,2023,4,22,2,2.89,14.0
88,55,615,2023-04-22 02:35:13,,2084.75,8.675,3.0,28.0,49.0,97.0,50.5219927,-84.79431,27.5,98.0,8.675,12.0,86.39999999999998,2.0,4.0,86.39999999999998,0.0,2023,4,22,2,2.89,14.0
61,55,515,2023-04-22 02:35:14,,2093.99,8.657,3.0,28.0,54.0,96.0,50.522065,-84.7942197,28.5,98.0,8.657,12.0,86.39999999999998,2.0,4.0,86.39999999999998,0.0,2023,4,22,2,2.89,14.0
33,55,415,2023-04-22 02:35:15,,2104.54,8.843,3.0,26.5,60.0,93.0,50.5221391,-84.7940998,28.0,98.0,8.843,12.0,86.60000000000002,2.0,4.0,86.60000000000002,0.0,2023,4,22,2,2.89,14.0
6,55,315,2023-04-22 02:35:16,,2113.7,8.21,3.0,25.0,65.0,90.0,50.5222102,-84.7940109,28.0,98.0,8.21,12.0,86.79999999999995,2.0,4.0,86.79999999999995,0.0,2023,4,22,2,2.89,14.0
6,55,3,2023-04-22 02:35:17,,2122.39,7.687,3.0,23.5,70.0,87.5,50.5222741,-84.79392,28.0,98.0,7.687,12.0,86.79999999999995,2.0,4.0,86.79999999999995,0.0,2023,4,22,2,2.89,14.0
41,55,37,2023-04-22 02:35:18,,2130.23,8.035,3.0,21.5,76.0,84.5,50.5223343,-84.7938365,27.5,98.0,8.035,12.0,87.0,2.0,4.0,87.0,0.0,2023,4,22,2,2.89,14.0
85,55,99,2023-04-22 02:35:19,,2137.35,7.4,3.0,23.0,70.0,87.0,50.5223839,-84.7937644,25.5,93.0,7.4,12.0,87.20000000000005,2.0,4.0,87.20000000000005,0.0,2023,4,22,2,2.89,14.0
86,55,172,2023-04-22 02:35:20,,2144.56,7.342,3.0,25.0,61.0,90.0,50.5224384,-84.7936827,23.0,88.0,7.342,12.0,87.20000000000005,2.0,4.0,87.20000000000005,0.0,2023,4,22,2,2.89,14.0
85,56,251,2023-04-22 02:35:21,,2151.91,7.369,3.0,23.0,55.0,83.0,50.522489,-84.7936001,25.5,92.0,7.369,12.0,87.39999999999998,2.0,4.0,87.39999999999998,0.0,2023,4,22,2,2.89,14.0
85,56,224,2023-04-22 02:35:22,,2159.41,7.555,3.0,22.0,58.0,81.5,50.5225431,-84.7935277,24.0,88.5,7.555,11.0,87.39999999999998,2.0,4.0,87.39999999999998,0.0,2023,4,22,2,2.89,14.0
84,56,211,2023-04-22 02:35:23,,2166.62,7.663,3.0,21.0,60.0,80.0,50.5225844,-84.793437,22.0,84.5,7.663,11.0,87.39999999999998,2.0,4.0,87.39999999999998,0.0,2023,4,22,2,2.89,14.0
84,56,213,2023-04-22 02:35:24,,2173.97,7.833,3.0,23.5,55.0,83.5,50.5226302,-84.7933452,23.0,83.5,7.833,11.0,87.39999999999998,2.0,4.0,87.39999999999998,0.0,2023,4,22,2,2.89,14.0
85,57,219,2023-04-22 02:35:25,,2182.05,7.818,3.0,26.5,51.0,89.0,50.5226938,-84.7932631,24.5,84.0,7.818,11.0,87.39999999999998,2.0,4.0,87.39999999999998,0.0,2023,4,22,2,2.89,14.0
85,57,205,2023-04-22 02:35:26,,2189.83,7.85,3.0,24.5,51.0,89.0,50.5227565,-84.7931913,23.0,83.0,7.85,11.0,87.39999999999998,2.0,4.0,87.39999999999998,0.0,2023,4,22,2,2.89,14.0
85,57,182,2023-04-22 02:35:27,,2197.84,8.178,3.0,25.0,51.0,89.0,50.5228196,-84.7931191,23.5,83.5,8.178,11.0,87.39999999999998,2.0,4.0,87.39999999999998,0.0,2023,4,22,2,2.89,14.0
86,57,170,2023-04-22 02:35:28,,2207.18,7.852,3.0,25.5,55.0,89.5,50.5229069,-84.793045,23.5,84.0,7.852,11.0,87.39999999999998,2.0,4.0,87.39999999999998,0.0,2023,4,22,2,2.89,14.0
86,57,172,2023-04-22 02:35:29,,2216.16,7.882,3.0,25.5,56.0,89.5,50.5229843,-84.7929722,24.0,84.5,7.882,11.0,87.20000000000005,2.0,4.0,87.20000000000005,0.0,2023,4,22,2,2.89,14.0
86,57,183,2023-04-22 02:35:30,,2224.75,8.37,3.0,26.0,56.0,90.0,50.5230561,-84.7928917,24.5,85.5,8.37,11.0,87.20000000000005,2.0,4.0,87.20000000000005,0.0,2023,4,22,2,2.89,14.0
77,58,198,2023-04-22 02:35:31,,2233.82,8.909,3.0,26.5,53.0,90.0,50.5231347,-84.7928084,24.5,86.0,8.909,11.0,87.39999999999998,2.0,4.0,87.39999999999998,0.0,2023,4,22,2,2.89,14.0
73,58,184,2023-04-22 02:35:32,,2242.03,8.206,3.0,27.0,42.0,90.5,50.5231988,-84.7927352,25.0,86.5,8.206,11.0,87.39999999999998,2.0,4.0,87.39999999999998,0.0,2023,4,22,2,2.89,14.0
78,58,180,2023-04-22 02:35:33,,2250.32,8.095,3.0,27.5,71.0,90.5,50.523262,-84.7926541,25.5,87.0,8.095,11.0,87.60000000000002,2.0,4.0,87.60000000000002,0.0,2023,4,22,2,2.89,14.0
89,58,202,2023-04-22 02:35:34,,2258.71,8.545,3.0,27.5,74.0,91.0,50.5233261,-84.7925627,26.0,87.5,8.545,11.0,87.60000000000002,2.0,4.0,87.60000000000002,0.0,2023,4,22,2,2.89,14.0
91,59,241,2023-04-22 02:35:35,,2266.52,8.338,3.0,26.5,69.0,88.0,50.523383,-84.7924839,26.0,89.5,8.338,11.0,87.60000000000002,2.0,4.0,87.60000000000002,0.0,2023,4,22,2,2.89,14.0
92,59,248,2023-04-22 02:35:36,,2275.04,8.112,3.0,21.5,65.0,78.0,50.5234494,-84.7923981,26.0,93.5,8.112,11.0,87.39999999999998,2.0,4.0,87.39999999999998,0.0,2023,4,22,2,2.89,14.0
90,59,229,2023-04-22 02:35:37,,2282.95,8.552,3.0,20.5,61.0,76.5,50.5235067,-84.7923102,26.0,93.5,8.552,11.0,87.20000000000005,2.0,4.0,87.20000000000005,0.0,2023,4,22,2,2.89,14.0
86,59,222,2023-04-22 02:35:38,,2291.7,8.602,3.0,21.5,57.0,79.5,50.5235724,-84.792216,24.0,88.5,8.602,11.0,87.0,2.0,4.0,87.0,0.0,2023,4,22,2,2.89,14.0
84,59,222,2023-04-22 02:35:39,,2300.56,9.084,3.0,23.0,53.0,83.5,50.52364,-84.7921349,22.0,82.5,9.084,11.0,86.79999999999995,2.0,4.0,86.79999999999995,0.0,2023,4,22,2,2.89,14.0
83,60,233,2023-04-22 02:35:40,,2308.71,8.306,3.0,22.0,50.0,82.0,50.523702,-84.7920465,21.5,81.0,8.306,11.0,86.60000000000002,2.0,4.0,86.60000000000002,0.0,2023,4,22,2,2.89,14.0
66,60,231,2023-04-22 02:35:41,,2316.64,8.295,3.0,15.5,46.0,68.0,50.5237616,-84.7919638,25.5,88.0,8.295,11.0,86.60000000000002,2.0,4.0,86.60000000000002,0.0,2023,4,22,2,2.89,14.0
49,60,229,2023-04-22 02:35:42,,2323.85,7.344,3.0,18.5,41.0,75.0,50.5238125,-84.7918901,24.0,85.0,7.344,11.0,86.39999999999998,2.0,4.0,86.39999999999998,0.0,2023,4,22,2,2.89,14.0
33,60,227,2023-04-22 02:35:43,,2330.55,6.532,3.0,22.0,37.0,82.5,50.5238585,-84.7918166,22.0,82.0,6.532,11.0,86.20000000000005,2.0,4.0,86.20000000000005,0.0,2023,4,22,2,2.89,14.0
33,60,125,2023-04-22 02:35:44,,2336.45,6.137,3.0,25.0,32.0,89.5,50.5238947,-84.7917447,20.5,79.0,6.137,11.0,86.20000000000005,2.0,4.0,86.20000000000005,0.0,2023,4,22,2,2.89,14.0
69,60,127,2023-04-22 02:35:45,,2342.69,5.848,3.0,27.0,40.0,94.5,50.523936,-84.791671,20.5,79.5,5.848,11.0,86.0,2.0,4.0,86.0,0.0,2023,4,22,2,2.89,14.0
83,61,204,2023-04-22 02:35:46,,2348.88,5.855,3.0,27.0,57.0,94.0,50.5239771,-84.791598,24.0,88.0,5.855,11.0,86.0,2.0,4.0,86.0,0.0,2023,4,22,2,2.89,14.0
84,61,244,2023-04-22 02:35:47,,2356.66,7.383,3.0,24.0,52.0,86.0,50.5240424,-84.7915239,24.5,90.0,7.383,11.0,86.0,2.0,4.0,86.0,0.0,2023,4,22,2,2.89,14.0
85,61,247,2023-04-22 02:35:48,,2365.25,7.765,3.0,23.0,54.0,83.0,50.5241094,-84.7914423,24.0,88.0,7.765,11.0,86.20000000000005,2.0,4.0,86.20000000000005,0.0,2023,4,22,2,2.89,14.0
85,61,244,2023-04-22 02:35:49,,2372.64,7.437,3.0,24.0,54.0,85.5,50.5241678,-84.7913705,23.5,85.0,7.437,11.0,86.20000000000005,2.0,4.0,86.20000000000005,0.0,2023,4,22,2,2.89,14.0
86,61,244,2023-04-22 02:35:50,,2380.64,7.821,3.0,25.0,53.0,87.5,50.5242359,-84.7912975,23.0,82.0,7.821,11.0,86.20000000000005,2.0,4.0,86.20000000000005,0.0,2023,4,22,2,2.89,14.0
87,62,229,2023-04-22 02:35:51,,2389.42,8.658,3.0,23.5,52.0,84.5,50.5243081,-84.7912164,22.0,81.5,8.658,11.0,86.20000000000005,2.0,4.0,86.20000000000005,0.0,2023,4,22,2,2.89,14.0
89,62,215,2023-04-22 02:35:52,,2397.53,7.88,3.0,22.5,54.0,81.5,50.5243718,-84.7911437,21.0,81.0,7.88,11.0,86.20000000000005,2.0,4.0,86.20000000000005,0.0,2023,4,22,2,2.89,14.0
89,62,202,2023-04-22 02:35:53,,2405.73,7.886,3.0,22.0,51.0,80.5,50.5244408,-84.7910699,20.5,81.0,7.886,11.0,86.20000000000005,2.0,4.0,86.20000000000005,0.0,2023,4,22,2,2.89,14.0
90,62,197,2023-04-22 02:35:54,,2413.74,7.903,3.0,21.5,51.0,80.0,50.5245098,-84.7909963,20.5,79.0,7.903,11.0,86.20000000000005,2.0,4.0,86.20000000000005,0.0,2023,4,22,2,2.89,14.0
