distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,heart_rate,cadence,calories,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,altitude,enhanced_altitude,ascent,descent,grade,year,month,day,hour,wind_speed,wind_direction
1918.91,7.962,2,50.5124019,-84.8139258,7.962,2023-05-16 23:12:10,,158.0,90.0,52.0,21.5,55.0,78.5,192.0,19.0,72.5,22.0,6.600000000000023,6.600000000000023,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
1927.05,8.139,2,50.5123219,-84.8138802,8.139,2023-05-16 23:12:11,,158.0,89.0,52.0,22.5,57.0,82.0,188.0,20.0,73.5,22.0,6.600000000000023,6.600000000000023,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
1935.09,8.139,2,50.5122453,-84.8138247,8.139,2023-05-16 23:12:12,,158.0,90.0,52.0,21.0,62.0,81.5,175.0,19.0,70.0,22.0,6.600000000000023,6.600000000000023,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
1943.07,8.101,2,50.5121701,-84.8137713,8.101,2023-05-16 23:12:13,,158.0,90.0,52.0,19.0,57.0,81.0,174.0,18.5,67.0,22.0,6.600000000000023,6.600000000000023,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
1951.2,8.091,2,50.51209,-84.8137307,8.091,2023-05-16 23:12:14,,158.0,90.0,52.0,19.0,48.0,76.5,172.0,18.5,69.5,22.0,6.800000000000011,6.800000000000011,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
1959.15,7.84,2,50.5120104,-84.813684,7.84,2023-05-16 23:12:15,,158.0,89.0,52.0,21.0,47.0,70.5,160.0,18.5,74.5,22.0,6.600000000000023,6.600000000000023,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
1966.84,7.856,2,50.5119344,-84.8136353,7.856,2023-05-16 23:12:16,,158.0,84.0,52.0,21.0,52.0,73.0,134.0,15.0,63.0,22.0,6.600000000000023,6.600000000000023,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
1974.36,7.632,2,50.5118567,-84.8136046,7.632,2023-05-16 23:12:17,,158.0,61.0,53.0,18.0,41.0,60.0,111.0,15.5,58.5,22.0,6.800000000000011,6.800000000000011,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
1981.14,6.971,2,50.5117862,-84.8136016,6.971,2023-05-16 23:12:18,,158.0,35.0,53.0,17.0,45.0,60.5,88.0,14.0,52.5,22.0,7.0,7.0,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
1987.66,6.887,3,50.5117199,-84.813626,6.887,2023-05-16 23:12:19,,158.0,8.0,53.0,16.5,49.0,65.5,66.0,11.5,46.0,22.0,7.199999999999989,7.199999999999989,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
1994.28,6.827,3,50.5116568,-84.8136725,6.827,2023-05-16 23:12:20,,158.0,0.0,53.0,16.5,53.0,71.0,0.0,9.5,39.0,22.0,7.199999999999989,7.199999999999989,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2001.36,6.838,3,50.5116078,-84.8137476,6.838,2023-05-16 23:12:21,,158.0,64.0,53.0,16.0,58.0,76.5,43.0,7.0,32.0,22.0,7.399999999999977,7.399999999999977,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2008.86,6.802,3,50.5115668,-84.8138388,6.802,2023-05-16 23:12:22,,158.0,84.0,53.0,19.0,62.0,81.0,117.0,13.5,53.0,22.0,7.199999999999989,7.199999999999989,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2015.57,6.483,3,50.5115389,-84.8139284,6.483,2023-05-16 23:12:23,,158.0,85.0,53.0,22.5,61.0,85.0,176.0,20.5,74.5,22.0,7.199999999999989,7.199999999999989,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2021.65,6.26,3,50.5115332,-84.8140144,6.26,2023-05-16 23:12:24,,158.0,86.0,53.0,23.0,64.0,83.0,206.0,23.5,83.5,22.0,7.0,7.0,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2028.18,5.723,3,50.511563,-84.814092,5.723,2023-05-16 23:12:25,,158.0,67.0,53.0,22.0,67.0,76.0,161.0,23.0,80.0,22.0,6.800000000000011,6.800000000000011,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2035.36,6.022,3,50.5116154,-84.8141695,6.022,2023-05-16 23:12:26,,158.0,40.0,53.0,23.0,66.0,78.0,132.0,23.5,82.0,22.0,6.600000000000023,6.600000000000023,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2042.76,6.096,3,50.5116728,-84.8142418,6.096,2023-05-16 23:12:27,,158.0,14.0,53.0,23.5,65.0,79.5,103.0,23.5,83.5,22.0,6.399999999999977,6.399999999999977,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2048.83,4.585,3,50.5117042,-84.814311,4.585,2023-05-16 23:12:28,,157.0,0.0,53.0,24.0,65.0,81.5,0.0,24.0,85.5,22.0,6.199999999999989,6.199999999999989,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2053.73,4.66,3,50.5116884,-84.8143725,4.66,2023-05-16 23:12:29,,157.0,0.0,53.0,25.0,64.0,83.5,0.0,24.0,87.5,22.0,6.199999999999989,6.199999999999989,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2058.75,5.322,3,50.511645,-84.8144169,5.322,2023-05-16 23:12:30,,157.0,16.0,53.0,25.5,63.0,85.5,13.0,24.5,89.0,22.0,6.0,6.0,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2064.27,5.446,3,50.5115897,-84.8144388,5.446,2023-05-16 23:12:31,,157.0,51.0,53.0,26.0,62.0,87.5,72.0,24.5,91.0,22.0,6.0,6.0,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2070.23,5.81,3,50.5115273,-84.814448,5.81,2023-05-16 23:12:32,,157.0,71.0,54.0,26.5,62.0,89.5,181.0,25.0,93.0,22.0,6.0,6.0,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2076.68,6.24,3,50.511458,-84.8144623,6.24,2023-05-16 23:12:33,,157.0,73.0,54.0,27.5,61.0,91.0,322.0,25.0,94.5,22.0,6.0,6.0,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2083.48,6.458,3,50.5113852,-84.8144804,6.458,2023-05-16 23:12:34,,157.0,76.0,54.0,28.0,60.0,93.0,294.0,25.5,96.5,22.0,6.0,6.0,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2090.52,6.59,3,50.5113121,-84.8144987,6.59,2023-05-16 23:12:35,,157.0,81.0,55.0,28.0,60.0,94.0,263.0,25.5,96.0,22.0,6.199999999999989,6.199999999999989,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2097.74,6.708,3,50.5112368,-84.8145169,6.708,2023-05-16 23:12:36,,157.0,83.0,55.0,25.5,57.0,91.5,240.0,26.0,87.0,22.0,6.199999999999989,6.199999999999989,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2104.93,6.975,3,50.5111597,-84.8145351,6.975,2023-05-16 23:12:37,,156.0,75.0,55.0,21.0,49.0,75.5,222.0,23.5,87.5,22.0,6.199999999999989,6.199999999999989,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2111.81,6.957,3,50.5110898,-84.8145635,6.957,2023-05-16 23:12:38,,156.0,57.0,55.0,20.5,55.0,73.0,207.0,23.0,87.5,22.0,6.399999999999977,6.399999999999977,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2118.67,6.893,3,50.5110236,-84.814605,6.893,2023-05-16 23:12:39,,156.0,45.0,55.0,21.0,62.0,74.5,129.0,23.0,87.0,22.0,6.399999999999977,6.399999999999977,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2125.98,7.204,3,50.510953,-84.8146555,7.204,2023-05-16 23:12:40,,156.0,50.0,55.0,21.5,74.0,76.0,129.0,23.0,87.0,22.0,6.399999999999977,6.399999999999977,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2133.8,7.651,3,50.5108826,-84.8147153,7.651,2023-05-16 23:12:41,,156.0,68.0,56.0,22.0,83.0,78.0,184.0,23.0,86.5,22.0,6.399999999999977,6.399999999999977,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2142.78,8.647,3,50.5108219,-84.8148148,8.647,2023-05-16 23:12:42,,156.0,78.0,56.0,22.5,56.0,79.5,264.0,23.5,86.5,22.0,6.399999999999977,6.399999999999977,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2151.77,8.908,3,50.5107648,-84.8149217,8.908,2023-05-16 23:12:43,,156.0,82.0,56.0,23.0,63.0,81.0,305.0,23.5,86.0,22.0,6.600000000000023,6.600000000000023,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2159.58,8.089,3,50.5107183,-84.8150129,8.089,2023-05-16 23:12:44,,155.0,85.0,56.0,24.0,62.0,83.0,283.0,23.5,86.0,22.0,6.600000000000023,6.600000000000023,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2166.98,7.562,3,50.5106895,-84.8151093,7.562,2023-05-16 23:12:45,,155.0,86.0,57.0,24.5,59.0,84.5,244.0,23.5,85.5,22.0,6.600000000000023,6.600000000000023,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2174.48,7.612,3,50.5106672,-84.8152124,7.612,2023-05-16 23:12:46,,155.0,85.0,57.0,21.0,62.0,78.5,203.0,23.5,85.5,22.0,6.600000000000023,6.600000000000023,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2181.94,7.487,3,50.5106444,-84.8153168,7.487,2023-05-16 23:12:47,,154.0,59.0,57.0,19.5,65.0,75.5,152.0,22.5,83.0,22.0,6.399999999999977,6.399999999999977,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2189.04,7.127,3,50.5106189,-84.815413,7.127,2023-05-16 23:12:48,,154.0,33.0,57.0,21.0,66.0,78.0,101.0,20.5,77.5,22.0,6.399999999999977,6.399999999999977,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2195.12,6.353,3,50.5105916,-84.8154939,6.353,2023-05-16 23:12:49,,154.0,6.0,57.0,22.5,66.0,80.5,50.0,18.5,72.0,22.0,6.600000000000023,6.600000000000023,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2200.4,5.569,3,50.5105593,-84.8155565,5.569,2023-05-16 23:12:50,,154.0,6.0,57.0,24.0,67.0,83.0,0.0,17.0,67.0,22.0,6.600000000000023,6.600000000000023,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2205.72,5.369,3,50.5105203,-84.8156111,5.369,2023-05-16 23:12:51,,154.0,41.0,57.0,25.5,67.0,85.5,12.0,15.0,61.5,22.0,6.600000000000023,6.600000000000023,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2210.84,5.154,3,50.5104792,-84.8156608,5.154,2023-05-16 23:12:52,,154.0,70.0,57.0,24.0,65.0,83.5,33.0,15.0,63.5,22.0,6.800000000000011,6.800000000000011,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2216.09,5.22,3,50.5104305,-84.8157013,5.22,2023-05-16 23:12:53,,154.0,51.0,57.0,19.0,59.0,81.0,51.0,16.5,69.0,22.0,6.800000000000011,6.800000000000011,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2222.06,5.802,3,50.5103862,-84.8157579,5.802,2023-05-16 23:12:54,,153.0,32.0,57.0,10.5,51.0,89.5,70.0,15.5,66.0,22.0,6.800000000000011,6.800000000000011,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2226.68,4.917,3,50.5103523,-84.8158003,4.917,2023-05-16 23:12:55,,153.0,22.0,57.0,2.0,43.0,98.0,67.0,14.5,63.0,22.0,6.600000000000023,6.600000000000023,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2230.13,3.871,3,50.5103163,-84.8158132,3.871,2023-05-16 23:12:56,,152.0,15.0,57.0,,35.0,,56.0,,,22.0,6.600000000000023,6.600000000000023,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2234.54,4.28,3,50.5102703,-84.8158272,4.28,2023-05-16 23:12:57,,152.0,7.0,57.0,,,,45.0,,,22.0,6.600000000000023,6.600000000000023,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2239.34,4.647,3,50.51022,-84.8158455,4.647,2023-05-16 23:12:58,,152.0,0.0,57.0,,,,0.0,,,22.0,6.600000000000023,6.600000000000023,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2243.82,4.495,3,50.510177,-84.8158739,4.495,2023-05-16 23:12:59,,152.0,0.0,57.0,,,,0.0,,,22.0,6.600000000000023,6.600000000000023,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2245.75,1.925,3,50.5101608,-84.8159005,1.925,2023-05-16 23:13:00,,152.0,0.0,57.0,,,,0.0,,,22.0,6.800000000000011,6.800000000000011,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2245.75,0.0,3,50.5101608,-84.8159135,0.0,2023-05-16 23:13:01,,152.0,0.0,57.0,,,,0.0,,,22.0,6.800000000000011,6.800000000000011,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2245.75,0.0,3,50.5101633,-84.8159278,0.0,2023-05-16 23:13:02,,152.0,0.0,57.0,,,,0.0,,,22.0,7.0,7.0,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2245.75,0.0,3,50.5101653,-84.8159357,0.0,2023-05-16 23:13:03,,152.0,0.0,57.0,,,,0.0,,,22.0,7.199999999999989,7.199999999999989,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2245.75,2.177,1,50.5101349,-84.8159509,2.177,2023-05-16 23:13:42,,147.0,0.0,57.0,,,,0.0,,,22.0,7.399999999999977,7.399999999999977,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2246.96,3.28,1,50.5100987,-84.8159534,3.28,2023-05-16 23:13:43,,147.0,0.0,57.0,,,,0.0,,,22.0,7.399999999999977,7.399999999999977,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2249.12,2.418,1,50.5100782,-84.8159399,2.418,2023-05-16 23:13:44,,147.0,0.0,57.0,,,,0.0,,,22.0,7.399999999999977,7.399999999999977,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
2250.76,1.801,2,50.5100621,-84.8159357,1.801,2023-05-16 23:13:45,,147.0,0.0,57.0,,,,0.0,,,22.0,7.399999999999977,7.399999999999977,11.0,15.0,0.0,2023,5,16,23,2.83,352.0
