calories,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,power,speed,timestamp,battery_soc,cadence,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,left_right_balance,altitude,enhanced_altitude,ascent,descent,grade,year,month,day,hour,wind_speed,wind_direction
16,855.89,7.056,2,133,50.5201606,-84.809936,173,7.056,2023-05-15 14:36:58,,85.0,21.0,78.5,20.0,76.0,20.0,58.0,24.799999999999955,24.799999999999955,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
17,862.25,6.554,2,134,50.5202227,-84.8099792,172,6.554,2023-05-15 14:36:59,,85.0,19.0,74.0,19.5,77.5,20.0,59.0,25.0,25.0,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
17,869.17,6.78,2,134,50.5202918,-84.810017,179,6.78,2023-05-15 14:37:00,,84.0,23.0,81.5,19.5,77.5,20.0,55.0,24.799999999999955,24.799999999999955,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
17,875.72,7.151,2,135,50.520356,-84.8100492,192,7.151,2023-05-15 14:37:01,,83.0,21.5,79.0,21.5,80.5,20.0,52.0,24.799999999999955,24.799999999999955,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
17,883.6,6.941,2,135,50.5204346,-84.8100907,205,6.941,2023-05-15 14:37:02,,81.0,22.0,81.0,22.0,81.0,20.0,55.0,25.0,25.0,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
17,890.31,6.582,2,135,50.5205029,-84.8101272,206,6.582,2023-05-15 14:37:03,,80.0,23.5,85.0,22.5,80.5,20.0,52.0,25.0,25.0,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
18,896.73,6.355,2,135,50.5205628,-84.8101726,207,6.355,2023-05-15 14:37:04,,79.0,24.5,86.5,23.5,81.0,20.0,52.0,25.200000000000045,25.200000000000045,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
18,903.03,6.328,2,135,50.5206258,-84.8102002,218,6.328,2023-05-15 14:37:05,,81.0,25.5,88.5,24.5,81.0,20.0,56.0,25.399999999999977,25.399999999999977,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
18,909.26,6.43,2,135,50.5206897,-84.8102364,237,6.43,2023-05-15 14:37:06,,81.0,26.0,86.0,26.0,91.5,20.0,52.0,25.399999999999977,25.399999999999977,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
18,915.43,6.061,2,135,50.5207489,-84.8102727,229,6.061,2023-05-15 14:37:07,,81.0,25.0,86.0,26.5,93.5,20.0,54.0,25.600000000000023,25.600000000000023,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
18,921.07,5.156,2,135,50.520808,-84.8103003,218,5.156,2023-05-15 14:37:08,,81.0,24.5,86.5,26.5,92.0,20.0,52.0,25.600000000000023,25.600000000000023,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
19,926.24,5.326,2,135,50.5208586,-84.810319,211,5.326,2023-05-15 14:37:09,,80.0,25.5,86.5,26.0,92.5,20.0,51.0,25.799999999999955,25.799999999999955,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
19,932.21,5.927,2,135,50.5209221,-84.8103461,223,5.927,2023-05-15 14:37:10,,80.0,26.5,87.0,26.5,93.5,20.0,52.0,26.0,26.0,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
19,938.21,5.924,2,135,50.520985,-84.8103643,230,5.924,2023-05-15 14:37:11,,80.0,26.0,91.0,27.5,92.0,20.0,54.0,26.0,26.0,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
19,944.37,6.05,2,136,50.5210489,-84.8103739,235,6.05,2023-05-15 14:37:12,,80.0,26.5,89.0,28.0,94.5,20.0,52.0,26.200000000000045,26.200000000000045,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
20,949.75,5.694,2,136,50.5211041,-84.8103918,234,5.694,2023-05-15 14:37:13,,79.0,26.0,86.5,28.0,96.5,20.0,51.0,26.399999999999977,26.399999999999977,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
20,955.33,6.407,2,136,50.5211631,-84.8104275,220,6.407,2023-05-15 14:37:14,,79.0,26.5,88.5,27.5,97.0,20.0,51.0,26.600000000000023,26.600000000000023,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
20,961.21,5.902,2,136,50.5212182,-84.8104553,222,5.902,2023-05-15 14:37:15,31.0,79.0,30.5,97.5,32.0,98.5,20.0,53.0,26.799999999999955,26.799999999999955,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
20,967.15,5.898,2,137,50.5212771,-84.8104913,214,5.898,2023-05-15 14:37:16,,79.0,30.5,98.5,28.5,96.0,20.0,53.0,27.0,27.0,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
20,971.79,5.058,3,138,50.5213185,-84.8105363,196,5.058,2023-05-15 14:37:17,,79.0,25.5,86.0,25.0,88.0,20.0,54.0,27.200000000000045,27.200000000000045,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
21,976.52,5.381,3,138,50.5213627,-84.8105636,172,5.381,2023-05-15 14:37:18,,79.0,22.0,77.5,22.0,78.5,20.0,54.0,27.399999999999977,27.399999999999977,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
21,981.85,5.89,3,139,50.521413,-84.8105912,148,5.89,2023-05-15 14:37:19,,78.0,23.0,80.5,20.0,76.0,20.0,54.0,27.600000000000023,27.600000000000023,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
21,987.04,5.526,3,139,50.5214679,-84.8106188,199,5.526,2023-05-15 14:37:20,,78.0,24.5,88.5,26.5,97.5,20.0,54.0,27.600000000000023,27.600000000000023,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
21,992.31,5.659,3,140,50.5215174,-84.8106543,206,5.659,2023-05-15 14:37:21,,78.0,25.5,85.0,27.0,97.5,20.0,54.0,27.799999999999955,27.799999999999955,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
21,997.74,5.514,3,140,50.5215716,-84.810682,203,5.514,2023-05-15 14:37:22,,78.0,23.5,80.5,23.5,92.0,20.0,52.0,28.0,28.0,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
22,1002.75,5.171,3,140,50.5216225,-84.8107097,192,5.171,2023-05-15 14:37:23,,79.0,22.0,74.5,21.5,85.0,20.0,51.0,28.200000000000045,28.200000000000045,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
22,1007.52,5.019,3,140,50.521668,-84.8107368,176,5.019,2023-05-15 14:37:24,,79.0,21.0,69.5,21.5,79.0,20.0,53.0,28.200000000000045,28.200000000000045,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
22,1013.59,5.964,3,140,50.5217303,-84.8107725,182,5.964,2023-05-15 14:37:25,,79.0,18.5,78.5,19.0,73.5,20.0,58.0,28.200000000000045,28.200000000000045,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
22,1020.38,6.138,3,140,50.5217941,-84.810809,217,6.138,2023-05-15 14:37:26,,81.0,23.5,86.0,23.0,87.5,20.0,53.0,28.399999999999977,28.399999999999977,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
22,1027.62,6.496,3,140,50.5218705,-84.8108453,244,6.496,2023-05-15 14:37:27,,83.0,22.5,83.5,27.0,95.0,20.0,51.0,28.399999999999977,28.399999999999977,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
23,1034.76,6.379,3,141,50.5219404,-84.8108823,257,6.379,2023-05-15 14:37:28,,84.0,22.5,84.5,28.5,94.0,20.0,50.0,28.399999999999977,28.399999999999977,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
23,1042.16,6.679,3,141,50.5220149,-84.8109175,269,6.679,2023-05-15 14:37:29,,86.0,26.5,93.5,26.5,87.0,20.0,48.0,28.399999999999977,28.399999999999977,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
23,1050.27,6.817,3,142,50.5221019,-84.8109459,264,6.817,2023-05-15 14:37:30,,86.0,22.5,79.5,26.5,87.0,20.0,46.0,28.600000000000023,28.600000000000023,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
23,1057.66,6.621,3,142,50.5221801,-84.8109648,251,6.621,2023-05-15 14:37:31,,86.0,22.5,81.0,25.0,84.0,20.0,56.0,28.600000000000023,28.600000000000023,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
24,1064.88,6.385,3,142,50.5222537,-84.8109831,241,6.385,2023-05-15 14:37:32,,85.0,24.5,89.0,23.0,81.0,20.0,57.0,29.0,29.0,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
24,1070.42,5.987,3,143,50.5223139,-84.8109928,244,5.987,2023-05-15 14:37:33,,84.0,25.5,92.0,22.0,80.5,20.0,56.0,29.200000000000045,29.200000000000045,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
24,1077.93,6.09,3,143,50.5223902,-84.8110278,226,6.09,2023-05-15 14:37:34,,81.0,19.0,77.5,22.0,80.5,20.0,56.0,29.600000000000023,29.600000000000023,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
24,1085.44,6.241,2,144,50.522468,-84.8110557,217,6.241,2023-05-15 14:37:35,,79.0,23.5,87.0,24.5,85.0,20.0,56.0,29.799999999999955,29.799999999999955,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
25,1091.92,5.683,2,145,50.5225325,-84.8110831,217,5.683,2023-05-15 14:37:36,,80.0,24.0,87.0,26.0,89.0,20.0,55.0,30.0,30.0,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
25,1098.62,6.668,2,146,50.5226006,-84.8111191,219,6.668,2023-05-15 14:37:37,,81.0,23.0,82.5,24.5,86.5,20.0,55.0,30.200000000000045,30.200000000000045,1.0,0.0,1.45,2023,5,15,14,4.06,280.0
25,1104.81,6.351,2,146,50.5226631,-84.8111547,194,6.351,2023-05-15 14:37:38,,83.0,21.5,79.0,22.5,80.5,20.0,55.0,30.0,30.0,1.0,0.0,3.24,2023,5,15,14,4.06,280.0
25,1110.8,6.095,2,148,50.5227232,-84.8111915,187,6.095,2023-05-15 14:37:39,,85.0,23.0,79.5,22.5,80.5,20.0,55.0,29.799999999999955,29.799999999999955,1.0,0.0,1.75,2023,5,15,14,4.06,280.0
25,1116.92,6.085,3,148,50.5227828,-84.8112282,182,6.085,2023-05-15 14:37:40,,87.0,20.5,72.5,21.5,79.0,20.0,51.0,29.600000000000023,29.600000000000023,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
25,1122.77,6.087,3,149,50.5228396,-84.8112548,178,6.087,2023-05-15 14:37:41,,90.0,18.5,70.0,21.5,75.0,20.0,53.0,29.399999999999977,29.399999999999977,1.0,0.0,0.0,2023,5,15,14,4.06,280.0
26,1129.13,6.127,3,149,50.5229051,-84.8112831,161,6.127,2023-05-15 14:37:42,,92.0,18.0,70.5,21.5,71.5,20.0,54.0,29.200000000000045,29.200000000000045,1.0,0.0,-0.25,2023,5,15,14,4.06,280.0
26,1136.0,6.689,3,149,50.5229729,-84.8113189,178,6.689,2023-05-15 14:37:43,,93.0,18.5,72.0,20.5,70.0,20.0,56.0,29.0,29.0,1.0,1.0,-0.98,2023,5,15,14,4.06,280.0
26,1143.66,7.425,3,149,50.5230461,-84.811373,174,7.425,2023-05-15 14:37:44,,94.0,19.0,73.5,19.5,68.5,20.0,57.0,29.0,29.0,1.0,1.0,-1.79,2023,5,15,14,4.06,280.0
26,1151.26,7.556,3,149,50.5231274,-84.8114015,185,7.556,2023-05-15 14:37:45,,94.0,19.5,75.0,18.5,67.0,20.0,57.0,29.0,29.0,1.0,1.0,-2.23,2023,5,15,14,4.06,280.0
26,1158.25,7.113,3,149,50.5231992,-84.8114282,197,7.113,2023-05-15 14:37:46,,91.0,21.0,71.5,19.5,74.5,20.0,57.0,28.799999999999955,28.799999999999955,1.0,1.0,-2.28,2023,5,15,14,4.06,280.0
27,1165.8,7.484,3,149,50.5232777,-84.8114474,190,7.484,2023-05-15 14:37:47,,87.0,22.5,72.5,19.5,73.0,20.0,57.0,28.799999999999955,28.799999999999955,1.0,1.0,-2.08,2023,5,15,14,4.06,280.0
27,1173.38,7.591,3,148,50.5233542,-84.811491,175,7.591,2023-05-15 14:37:48,,89.0,23.5,80.5,17.5,60.0,20.0,57.0,28.600000000000023,28.600000000000023,1.0,1.0,-1.8,2023,5,15,14,4.06,280.0
27,1181.44,7.913,3,147,50.5234324,-84.811537,182,7.913,2023-05-15 14:37:49,,92.0,21.5,73.5,20.0,71.5,20.0,56.0,28.399999999999977,28.399999999999977,1.0,1.0,-1.57,2023,5,15,14,4.06,280.0
27,1190.5,8.755,3,145,50.5235188,-84.8115914,185,8.755,2023-05-15 14:37:50,,94.0,19.0,69.5,18.5,69.5,20.0,55.0,28.200000000000045,28.200000000000045,1.0,2.0,-1.41,2023,5,15,14,4.06,280.0
27,1199.5,8.928,3,145,50.5236052,-84.8116546,186,8.928,2023-05-15 14:37:51,,96.0,20.5,77.5,17.5,66.0,20.0,49.0,28.0,28.0,1.0,2.0,-1.32,2023,5,15,14,4.06,280.0
28,1208.15,8.714,3,145,50.5236919,-84.8117011,293,8.714,2023-05-15 14:37:52,,99.0,23.5,86.5,18.5,72.0,20.0,41.0,27.799999999999955,27.799999999999955,1.0,2.0,-1.35,2023,5,15,14,4.06,280.0
28,1217.95,9.547,3,145,50.5237908,-84.811755,333,9.547,2023-05-15 14:37:53,,98.0,18.5,63.0,25.0,96.5,20.0,33.0,27.600000000000023,27.600000000000023,1.0,2.0,-1.49,2023,5,15,14,4.06,280.0
28,1228.34,10.166,3,146,50.523891,-84.8118183,302,10.166,2023-05-15 14:37:54,,96.0,10.5,37.0,17.0,64.0,20.0,25.0,27.600000000000023,27.600000000000023,1.0,2.0,-1.62,2023,5,15,14,4.06,280.0
28,1238.91,10.494,3,147,50.5239954,-84.8118733,223,10.494,2023-05-15 14:37:55,,91.0,9.0,34.5,15.0,56.0,20.0,33.0,27.399999999999977,27.399999999999977,1.0,2.0,-1.7,2023,5,15,14,4.06,280.0
28,1249.03,10.196,3,148,50.5240961,-84.8119282,132,10.196,2023-05-15 14:37:56,,81.0,10.0,39.5,15.0,56.0,20.0,41.0,27.200000000000045,27.200000000000045,1.0,3.0,-1.74,2023,5,15,14,4.06,280.0
28,1259.06,10.071,3,148,50.5242004,-84.8119654,127,10.071,2023-05-15 14:37:57,,58.0,10.5,44.0,14.5,55.5,20.0,48.0,27.0,27.0,1.0,3.0,-1.74,2023,5,15,14,4.06,280.0
28,1268.67,9.719,3,148,50.5243004,-84.8120103,122,9.719,2023-05-15 14:37:58,,34.0,11.5,49.0,14.5,55.5,20.0,54.0,26.799999999999955,26.799999999999955,1.0,3.0,-1.74,2023,5,15,14,4.06,280.0
28,1277.54,9.09,3,148,50.5243921,-84.8120472,117,9.09,2023-05-15 14:37:59,,11.0,12.5,52.0,13.0,50.5,20.0,55.0,26.600000000000023,26.600000000000023,1.0,3.0,-1.73,2023,5,15,14,4.06,280.0
28,1285.62,8.807,3,149,50.5244751,-84.8120804,0,8.807,2023-05-15 14:38:00,,0.0,13.5,55.0,11.5,45.5,20.0,55.0,26.600000000000023,26.600000000000023,1.0,3.0,-1.65,2023,5,15,14,4.06,280.0
28,1295.11,8.913,3,149,50.5245738,-84.8121113,0,8.913,2023-05-15 14:38:01,,0.0,14.0,58.0,10.5,40.5,20.0,56.0,26.600000000000023,26.600000000000023,1.0,3.0,-1.51,2023,5,15,14,4.06,280.0
28,1303.83,8.745,2,150,50.5246611,-84.8121475,0,8.745,2023-05-15 14:38:02,,0.0,15.0,61.0,9.0,35.5,20.0,56.0,26.600000000000023,26.600000000000023,1.0,4.0,-1.35,2023,5,15,14,4.06,280.0
28,1311.99,8.294,2,150,50.5247473,-84.8121838,0,8.294,2023-05-15 14:38:03,,0.0,16.0,64.0,7.5,30.5,20.0,57.0,26.600000000000023,26.600000000000023,1.0,4.0,-1.18,2023,5,15,14,4.06,280.0
28,1320.35,8.338,2,150,50.5248342,-84.8122204,0,8.338,2023-05-15 14:38:04,,0.0,17.0,67.0,6.0,25.5,20.0,58.0,26.399999999999977,26.399999999999977,1.0,4.0,-0.98,2023,5,15,14,4.06,280.0
28,1328.82,8.453,2,149,50.52492,-84.8122565,0,8.453,2023-05-15 14:38:05,,1.0,17.5,70.0,4.5,21.0,20.0,58.0,26.399999999999977,26.399999999999977,1.0,4.0,-0.79,2023,5,15,14,4.06,280.0
28,1337.19,8.374,2,149,50.5250027,-84.8123018,34,8.374,2023-05-15 14:38:06,,60.0,18.5,73.0,3.5,16.0,20.0,59.0,26.200000000000045,26.200000000000045,1.0,4.0,-0.67,2023,5,15,14,4.06,280.0
29,1345.69,8.415,2,149,50.5250852,-84.8123477,44,8.415,2023-05-15 14:38:07,,61.0,19.5,76.0,2.0,11.0,20.0,59.0,26.0,26.0,1.0,4.0,-0.64,2023,5,15,14,4.06,280.0
29,1354.0,8.331,3,149,50.5251674,-84.8124021,46,8.331,2023-05-15 14:38:08,,41.0,20.0,76.0,2.0,9.5,20.0,58.0,25.600000000000023,25.600000000000023,1.0,4.0,-0.8,2023,5,15,14,4.06,280.0
29,1362.25,8.377,3,149,50.5252474,-84.8124554,48,8.377,2023-05-15 14:38:09,,20.0,20.5,76.0,1.5,8.5,20.0,57.0,25.399999999999977,25.399999999999977,1.0,4.0,-1.14,2023,5,15,14,4.06,280.0
29,1370.01,7.875,3,149,50.5253213,-84.8124932,0,7.875,2023-05-15 14:38:10,,0.0,21.0,76.5,1.5,7.0,20.0,57.0,25.399999999999977,25.399999999999977,1.0,4.0,-1.48,2023,5,15,14,4.06,280.0
29,1376.26,6.591,3,149,50.5253862,-84.81253,0,6.591,2023-05-15 14:38:11,,0.0,22.0,76.5,1.0,6.0,20.0,56.0,25.399999999999977,25.399999999999977,1.0,5.0,-1.69,2023,5,15,14,4.06,280.0
29,1381.46,5.592,3,149,50.5254407,-84.8125401,0,5.592,2023-05-15 14:38:12,,0.0,22.5,76.5,1.0,4.5,20.0,55.0,25.399999999999977,25.399999999999977,1.0,5.0,-1.73,2023,5,15,14,4.06,280.0
29,1386.42,5.148,3,149,50.5254947,-84.8125406,0,5.148,2023-05-15 14:38:13,,0.0,23.0,76.5,0.5,3.5,20.0,55.0,25.399999999999977,25.399999999999977,1.0,5.0,-1.61,2023,5,15,14,4.06,280.0
29,1391.17,4.819,3,147,50.5255458,-84.8125493,8,4.819,2023-05-15 14:38:14,,19.0,23.5,77.0,0.5,2.0,20.0,54.0,25.399999999999977,25.399999999999977,1.0,5.0,-0.83,2023,5,15,14,4.06,280.0
29,1396.56,5.256,3,145,50.5256043,-84.8125583,23,5.256,2023-05-15 14:38:15,,48.0,24.0,77.0,0.0,1.0,20.0,53.0,25.399999999999977,25.399999999999977,1.0,5.0,0.0,2023,5,15,14,4.06,280.0
29,1402.08,5.448,3,144,50.5256593,-84.8125761,39,5.448,2023-05-15 14:38:16,,55.0,25.5,80.0,2.5,8.5,20.0,55.0,25.399999999999977,25.399999999999977,1.0,5.0,0.0,2023,5,15,14,4.06,280.0
29,1408.23,5.978,3,143,50.5257225,-84.8126116,55,5.978,2023-05-15 14:38:17,,61.0,28.0,90.0,10.0,38.0,20.0,57.0,25.399999999999977,25.399999999999977,1.0,5.0,0.0,2023,5,15,14,4.06,280.0
29,1414.89,6.493,3,142,50.5257906,-84.8126394,168,6.493,2023-05-15 14:38:18,,71.0,23.5,86.5,10.0,38.0,20.0,55.0,25.399999999999977,25.399999999999977,1.0,5.0,0.0,2023,5,15,14,4.06,280.0
29,1420.94,6.085,3,142,50.5258491,-84.8126747,186,6.085,2023-05-15 14:38:19,,80.0,22.0,82.5,12.5,46.5,20.0,53.0,25.200000000000045,25.200000000000045,1.0,5.0,0.0,2023,5,15,14,4.06,280.0
30,1426.57,5.466,3,142,50.5259047,-84.8127116,209,5.466,2023-05-15 14:38:20,,83.0,21.5,79.0,15.5,57.5,20.0,52.0,25.200000000000045,25.200000000000045,1.0,5.0,0.0,2023,5,15,14,4.06,280.0
30,1433.08,6.191,3,142,50.5259681,-84.8127395,202,6.191,2023-05-15 14:38:21,,85.0,21.0,75.5,18.5,68.0,20.0,52.0,25.0,25.0,1.0,5.0,0.0,2023,5,15,14,4.06,280.0
30,1439.71,6.242,3,142,50.5260366,-84.8127756,181,6.242,2023-05-15 14:38:22,,86.0,20.5,72.0,21.5,78.5,20.0,50.0,24.799999999999955,24.799999999999955,1.0,5.0,0.0,2023,5,15,14,4.06,280.0
30,1446.22,6.583,3,142,50.5260998,-84.8128116,178,6.583,2023-05-15 14:38:23,,87.0,18.0,69.0,20.0,72.5,20.0,48.0,24.799999999999955,24.799999999999955,1.0,5.0,-0.6,2023,5,15,14,4.06,280.0
30,1452.68,6.275,3,142,50.5261638,-84.8128482,177,6.275,2023-05-15 14:38:24,,88.0,19.5,69.5,20.0,74.0,20.0,43.0,24.600000000000023,24.600000000000023,1.0,5.0,-1.44,2023,5,15,14,4.06,280.0
30,1459.51,6.576,3,141,50.5262316,-84.8128931,172,6.576,2023-05-15 14:38:25,,80.0,20.5,69.0,20.0,76.0,20.0,46.0,24.600000000000023,24.600000000000023,1.0,5.0,-1.54,2023,5,15,14,4.06,280.0
30,1465.23,4.812,3,141,50.5262873,-84.8129216,163,4.812,2023-05-15 14:38:26,,53.0,19.5,67.0,20.0,76.0,20.0,55.0,24.799999999999955,24.799999999999955,1.0,5.0,-1.46,2023,5,15,14,4.06,280.0
30,1470.06,3.736,3,140,50.5263287,-84.8129659,154,3.736,2023-05-15 14:38:27,,26.0,19.0,65.0,20.0,76.0,20.0,68.0,24.799999999999955,24.799999999999955,1.0,6.0,-0.77,2023,5,15,14,4.06,280.0
30,1473.77,3.145,3,140,50.5263657,-84.8129858,0,3.145,2023-05-15 14:38:28,,1.0,18.0,63.0,20.0,76.0,20.0,81.0,25.0,25.0,1.0,6.0,0.0,2023,5,15,14,4.06,280.0
30,1477.32,3.639,3,140,50.5263977,-84.813004,5,3.639,2023-05-15 14:38:29,,19.0,22.0,66.5,18.5,70.5,20.0,94.0,25.0,25.0,1.0,6.0,0.0,2023,5,15,14,4.06,280.0
31,1481.1,3.756,3,140,50.5264379,-84.813022,10,3.756,2023-05-15 14:38:30,,35.0,30.0,74.5,16.0,61.0,20.0,92.0,25.200000000000045,25.200000000000045,1.0,6.0,0.0,2023,5,15,14,4.06,280.0
31,1486.09,4.704,3,138,50.5264876,-84.8130403,14,4.704,2023-05-15 14:38:31,,52.0,37.0,82.5,13.0,52.5,20.0,78.0,25.200000000000045,25.200000000000045,1.0,6.0,0.46,2023,5,15,14,4.06,280.0
31,1491.42,5.157,2,138,50.5265419,-84.8130671,214,5.157,2023-05-15 14:38:32,,70.0,25.0,96.5,2.0,64.5,20.0,63.0,25.200000000000045,25.200000000000045,2.0,6.0,1.27,2023,5,15,14,4.06,280.0
31,1496.95,5.445,2,137,50.5265967,-84.8131031,288,5.445,2023-05-15 14:38:33,,82.0,22.0,97.5,0.0,76.5,20.0,47.0,25.200000000000045,25.200000000000045,2.0,6.0,0.86,2023,5,15,14,4.06,280.0
32,1502.67,5.639,2,137,50.5266554,-84.8131308,326,5.639,2023-05-15 14:38:34,,86.0,21.5,88.5,12.5,88.5,20.0,48.0,25.0,25.0,2.0,6.0,0.0,2023,5,15,14,4.06,280.0
32,1508.76,6.004,2,138,50.5267185,-84.8131579,319,6.004,2023-05-15 14:38:35,,85.0,22.5,83.0,26.5,93.0,20.0,51.0,25.0,25.0,2.0,6.0,0.0,2023,5,15,14,4.06,280.0
32,1514.45,6.046,2,139,50.5267743,-84.8131836,297,6.046,2023-05-15 14:38:36,,89.0,28.5,93.0,22.5,81.5,20.0,52.0,25.0,25.0,2.0,6.0,0.0,2023,5,15,14,4.06,280.0
33,1521.15,6.227,2,140,50.5268417,-84.8132127,306,6.227,2023-05-15 14:38:37,,91.0,27.0,89.5,26.5,94.0,20.0,52.0,24.799999999999955,24.799999999999955,2.0,6.0,0.0,2023,5,15,14,4.06,280.0
33,1527.47,6.291,2,139,50.5269061,-84.8132489,293,6.291,2023-05-15 14:38:38,,91.0,25.5,85.5,26.0,94.5,20.0,49.0,24.799999999999955,24.799999999999955,2.0,6.0,0.0,2023,5,15,14,4.06,280.0
33,1532.74,6.19,2,139,50.5269566,-84.8132873,272,6.19,2023-05-15 14:38:39,,90.0,26.0,85.0,24.5,91.0,20.0,49.0,24.799999999999955,24.799999999999955,2.0,6.0,0.0,2023,5,15,14,4.06,280.0
33,1539.59,6.058,2,139,50.527024,-84.8133305,267,6.058,2023-05-15 14:38:40,,89.0,27.0,87.5,23.0,88.0,20.0,49.0,24.799999999999955,24.799999999999955,2.0,6.0,0.0,2023,5,15,14,4.06,280.0
34,1545.77,6.144,2,140,50.5270831,-84.8133583,279,6.144,2023-05-15 14:38:41,,89.0,26.0,88.5,23.0,88.5,20.0,49.0,25.0,25.0,2.0,6.0,0.0,2023,5,15,14,4.06,280.0
34,1552.34,6.476,2,140,50.5271502,-84.8133939,284,6.476,2023-05-15 14:38:42,,90.0,24.5,87.0,25.5,96.0,20.0,50.0,25.399999999999977,25.399999999999977,2.0,6.0,0.0,2023,5,15,14,4.06,280.0
34,1559.12,6.674,2,141,50.5272198,-84.8134136,282,6.674,2023-05-15 14:38:43,,90.0,25.5,87.0,25.5,94.0,20.0,52.0,25.600000000000023,25.600000000000023,2.0,6.0,0.0,2023,5,15,14,4.06,280.0
34,1565.78,6.671,2,141,50.5272925,-84.8134405,273,6.671,2023-05-15 14:38:44,,90.0,26.5,87.5,24.5,90.0,20.0,54.0,25.799999999999955,25.799999999999955,2.0,6.0,0.0,2023,5,15,14,4.06,280.0
35,1572.71,6.865,2,141,50.527361,-84.8134678,261,6.865,2023-05-15 14:38:45,,90.0,27.0,87.5,24.0,87.0,20.0,54.0,26.0,26.0,2.0,6.0,0.0,2023,5,15,14,4.06,280.0
35,1579.36,6.689,2,142,50.5274294,-84.8134952,258,6.689,2023-05-15 14:38:46,,91.0,26.0,86.0,24.0,87.0,20.0,52.0,26.0,26.0,2.0,6.0,1.02,2023,5,15,14,4.06,280.0
35,1585.72,6.448,2,142,50.5274931,-84.8135311,254,6.448,2023-05-15 14:38:47,,90.0,24.0,83.5,23.5,87.0,20.0,52.0,26.200000000000045,26.200000000000045,3.0,6.0,2.47,2023,5,15,14,4.06,280.0
35,1592.19,6.476,2,141,50.527561,-84.8135588,240,6.476,2023-05-15 14:38:48,,90.0,24.0,84.0,22.0,85.5,20.0,53.0,26.200000000000045,26.200000000000045,3.0,6.0,2.67,2023,5,15,14,4.06,280.0
36,1598.31,6.073,2,141,50.5276207,-84.8135948,241,6.073,2023-05-15 14:38:49,,91.0,25.0,85.5,22.0,86.0,20.0,54.0,26.399999999999977,26.399999999999977,3.0,6.0,2.61,2023,5,15,14,4.06,280.0
36,1604.52,5.968,2,141,50.5276841,-84.8136224,239,5.968,2023-05-15 14:38:50,,90.0,24.0,85.5,24.5,94.0,20.0,55.0,26.399999999999977,26.399999999999977,3.0,6.0,2.33,2023,5,15,14,4.06,280.0
36,1610.78,5.944,2,141,50.5277476,-84.8136497,241,5.944,2023-05-15 14:38:51,,88.0,24.5,84.5,24.5,92.5,20.0,56.0,26.600000000000023,26.600000000000023,3.0,6.0,1.9,2023,5,15,14,4.06,280.0
36,1617.19,5.916,2,140,50.5278115,-84.813677,239,5.916,2023-05-15 14:38:52,,88.0,25.0,84.0,24.0,90.5,20.0,50.0,26.799999999999955,26.799999999999955,3.0,6.0,1.54,2023,5,15,14,4.06,280.0
37,1623.26,6.107,2,140,50.5278752,-84.8137044,231,6.107,2023-05-15 14:38:53,,87.0,25.0,83.5,24.0,90.0,20.0,50.0,27.0,27.0,3.0,6.0,1.4,2023,5,15,14,4.06,280.0
