calories,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,power,speed,timestamp,battery_soc,cadence,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,temperature,left_right_balance,altitude,enhanced_altitude,ascent,descent,grade,year,month,day,hour,wind_speed,wind_direction
57,2691.82,6.589,2,130,50.5381187,-84.8201419,50,6.589,2023-05-15 14:41:41,,16.0,22.0,75.0,22.0,79.5,20.0,57.0,24.600000000000023,24.600000000000023,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
57,2698.33,6.347,2,131,50.5381635,-84.8202152,0,6.347,2023-05-15 14:41:42,,0.0,23.0,77.0,20.5,74.0,20.0,56.0,24.799999999999955,24.799999999999955,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
57,2705.03,6.514,2,132,50.538209,-84.820296,0,6.514,2023-05-15 14:41:43,,0.0,24.0,79.5,19.0,69.0,20.0,55.0,24.799999999999955,24.799999999999955,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
57,2711.0,5.693,2,133,50.5382459,-84.820361,0,5.693,2023-05-15 14:41:44,,0.0,24.5,81.5,17.5,63.5,20.0,55.0,24.799999999999955,24.799999999999955,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
57,2716.59,4.922,2,133,50.538279,-84.8204261,0,4.922,2023-05-15 14:41:45,,0.0,25.5,84.0,16.0,58.0,20.0,54.0,24.799999999999955,24.799999999999955,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
57,2721.74,5.006,2,133,50.5383069,-84.82049,0,5.006,2023-05-15 14:41:46,,0.0,26.5,86.0,14.5,52.5,20.0,53.0,24.799999999999955,24.799999999999955,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
57,2726.67,4.425,2,133,50.5383386,-84.8205544,0,4.425,2023-05-15 14:41:47,,0.0,27.5,88.5,13.0,47.5,20.0,53.0,24.799999999999955,24.799999999999955,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
57,2731.54,4.937,2,133,50.5383739,-84.8206004,0,4.937,2023-05-15 14:41:48,,0.0,28.5,90.5,11.5,42.0,20.0,52.0,24.799999999999955,24.799999999999955,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
57,2737.4,5.895,2,133,50.5384104,-84.8206705,53,5.895,2023-05-15 14:41:49,,48.0,29.5,93.0,10.5,36.5,20.0,52.0,24.799999999999955,24.799999999999955,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
57,2743.8,5.979,2,133,50.5384475,-84.8207533,131,5.979,2023-05-15 14:41:50,,68.0,30.5,95.0,9.0,31.0,20.0,51.0,24.600000000000023,24.600000000000023,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
57,2750.36,6.371,2,133,50.5384873,-84.8208253,208,6.371,2023-05-15 14:41:51,,76.0,29.5,95.5,23.5,73.0,20.0,53.0,24.399999999999977,24.399999999999977,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
58,2756.99,6.404,2,133,50.5385323,-84.8209063,250,6.404,2023-05-15 14:41:52,,81.0,28.5,94.0,30.0,98.0,20.0,54.0,24.399999999999977,24.399999999999977,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
58,2763.75,6.525,2,133,50.5385818,-84.8209717,218,6.525,2023-05-15 14:41:53,,82.0,27.5,90.0,26.5,97.5,20.0,54.0,24.399999999999977,24.399999999999977,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
58,2770.75,6.19,2,133,50.538639,-84.8210476,197,6.19,2023-05-15 14:41:54,,85.0,25.5,83.5,25.5,96.0,20.0,53.0,24.399999999999977,24.399999999999977,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
58,2777.34,6.606,2,134,50.5386852,-84.8211121,190,6.606,2023-05-15 14:41:55,,85.0,24.0,81.0,24.0,88.0,20.0,51.0,24.399999999999977,24.399999999999977,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
58,2783.98,6.853,2,134,50.5387315,-84.8211875,187,6.853,2023-05-15 14:41:56,,86.0,22.5,78.5,21.5,84.0,20.0,52.0,24.399999999999977,24.399999999999977,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
59,2790.91,6.953,2,134,50.5387765,-84.8212676,184,6.953,2023-05-15 14:41:57,,87.0,21.5,78.0,20.0,83.5,20.0,56.0,24.399999999999977,24.399999999999977,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
59,2798.7,6.976,2,133,50.5388305,-84.8213568,187,6.976,2023-05-15 14:41:58,,83.0,22.5,81.0,20.5,79.5,20.0,59.0,24.200000000000045,24.200000000000045,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
59,2806.12,7.192,2,133,50.5388806,-84.821439,190,7.192,2023-05-15 14:41:59,,79.0,24.0,84.0,19.0,75.5,20.0,57.0,24.399999999999977,24.399999999999977,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
59,2812.35,7.368,2,133,50.5389222,-84.821507,192,7.368,2023-05-15 14:42:00,,78.0,25.0,83.0,23.5,87.0,20.0,55.0,24.200000000000045,24.200000000000045,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
59,2821.15,7.426,2,133,50.5389845,-84.8216019,191,7.426,2023-05-15 14:42:01,,79.0,24.5,82.5,25.0,92.5,20.0,56.0,24.200000000000045,24.200000000000045,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
59,2828.73,7.218,2,133,50.5390353,-84.8216932,192,7.218,2023-05-15 14:42:02,,80.0,23.5,83.5,23.5,90.5,20.0,58.0,24.399999999999977,24.399999999999977,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
60,2836.18,7.196,2,133,50.539085,-84.821775,179,7.196,2023-05-15 14:42:03,,77.0,24.5,84.0,23.5,90.0,20.0,56.0,24.399999999999977,24.399999999999977,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
60,2843.32,6.873,2,133,50.5391311,-84.8218575,168,6.873,2023-05-15 14:42:04,,66.0,20.5,77.5,22.0,82.5,20.0,45.0,24.399999999999977,24.399999999999977,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
60,2849.95,6.147,2,134,50.5391853,-84.8219221,156,6.147,2023-05-15 14:42:05,,52.0,19.0,76.5,17.5,68.0,20.0,36.0,24.200000000000045,24.200000000000045,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
60,2855.39,5.098,2,134,50.5392307,-84.8219679,144,5.098,2023-05-15 14:42:06,,39.0,18.5,77.0,13.0,52.5,20.0,28.0,24.200000000000045,24.200000000000045,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
60,2860.27,4.231,2,134,50.5392767,-84.8219965,106,4.231,2023-05-15 14:42:07,,27.0,17.5,77.0,8.5,36.5,20.0,19.0,24.200000000000045,24.200000000000045,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
60,2864.69,3.909,2,133,50.5393218,-84.822015,94,3.909,2023-05-15 14:42:08,,39.0,17.5,78.0,4.0,21.5,20.0,29.0,24.200000000000045,24.200000000000045,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
60,2869.44,4.359,2,133,50.539372,-84.8220334,112,4.359,2023-05-15 14:42:09,,61.0,27.0,90.0,4.0,21.5,20.0,81.0,24.200000000000045,24.200000000000045,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
61,2874.97,5.099,3,133,50.539431,-84.8220342,142,5.099,2023-05-15 14:42:10,,73.0,28.0,91.5,10.5,45.5,20.0,60.0,24.200000000000045,24.200000000000045,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
61,2882.01,6.605,3,133,50.5395076,-84.8220255,173,6.605,2023-05-15 14:42:11,,75.0,27.5,91.0,19.0,74.5,20.0,55.0,24.200000000000045,24.200000000000045,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
61,2890.13,7.758,3,133,50.5395932,-84.8220078,235,7.758,2023-05-15 14:42:12,,77.0,25.5,88.5,25.5,95.5,20.0,52.0,24.200000000000045,24.200000000000045,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
61,2897.65,7.582,3,133,50.5396755,-84.8219895,194,7.582,2023-05-15 14:42:13,,62.0,21.5,83.5,27.0,99.0,20.0,50.0,24.200000000000045,24.200000000000045,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
61,2905.32,7.619,3,133,50.5397577,-84.82198,177,7.619,2023-05-15 14:42:14,,71.0,22.0,83.0,15.5,99.5,20.0,51.0,24.200000000000045,24.200000000000045,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
61,2912.9,7.612,3,133,50.539835,-84.8219709,168,7.612,2023-05-15 14:42:15,,82.0,22.5,82.5,4.5,100.0,20.0,53.0,24.200000000000045,24.200000000000045,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
62,2920.3,7.476,3,133,50.5399163,-84.8219619,184,7.476,2023-05-15 14:42:16,,82.0,22.5,80.5,4.5,96.0,20.0,54.0,24.200000000000045,24.200000000000045,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
62,2927.97,7.596,3,134,50.5399989,-84.8219527,190,7.596,2023-05-15 14:42:17,,83.0,21.5,77.0,13.0,88.5,20.0,56.0,24.399999999999977,24.399999999999977,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
62,2935.43,7.489,3,135,50.5400762,-84.8219436,172,7.489,2023-05-15 14:42:18,,82.0,21.0,73.0,20.5,81.0,20.0,57.0,24.399999999999977,24.399999999999977,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
62,2943.68,8.068,3,136,50.5401622,-84.8219085,160,8.068,2023-05-15 14:42:19,,82.0,20.0,69.5,17.0,65.0,20.0,56.0,24.399999999999977,24.399999999999977,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
62,2951.82,8.1,3,137,50.5402445,-84.821872,149,8.1,2023-05-15 14:42:20,,70.0,20.0,69.5,17.0,62.5,20.0,56.0,24.399999999999977,24.399999999999977,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
62,2959.98,8.168,3,137,50.5403263,-84.8218269,135,8.168,2023-05-15 14:42:21,,48.0,20.0,69.5,17.0,63.5,20.0,55.0,24.399999999999977,24.399999999999977,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
62,2965.74,6.826,3,137,50.5403851,-84.8217934,120,6.826,2023-05-15 14:42:22,,26.0,20.5,70.0,17.5,64.0,20.0,54.0,24.600000000000023,24.600000000000023,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
62,2973.01,6.91,3,137,50.5404617,-84.8217715,0,6.91,2023-05-15 14:42:23,,4.0,20.5,70.5,18.0,64.5,20.0,,24.600000000000023,24.600000000000023,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
62,2979.92,6.822,3,136,50.5405311,-84.8217445,0,6.822,2023-05-15 14:42:24,,0.0,20.5,71.0,18.5,65.5,20.0,,24.600000000000023,24.600000000000023,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
62,2986.42,6.514,3,136,50.5406007,-84.8217342,0,6.514,2023-05-15 14:42:25,,0.0,20.5,71.5,19.0,66.0,20.0,,24.799999999999955,24.799999999999955,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
62,2991.99,5.814,3,136,50.5406598,-84.8217251,0,5.814,2023-05-15 14:42:26,,0.0,20.5,71.5,19.0,67.0,20.0,,24.799999999999955,24.799999999999955,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
62,2997.5,5.621,3,135,50.5407189,-84.8217073,0,5.621,2023-05-15 14:42:27,,0.0,21.0,72.0,19.5,67.5,20.0,,25.0,25.0,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
62,3002.01,4.793,3,134,50.5407649,-84.8216892,0,4.793,2023-05-15 14:42:28,,0.0,21.0,72.5,20.0,68.0,20.0,,25.0,25.0,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
62,3005.45,3.772,3,133,50.5408019,-84.8216796,0,3.772,2023-05-15 14:42:29,,0.0,21.0,73.0,20.5,69.0,20.0,,25.200000000000045,25.200000000000045,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
62,3008.56,3.281,3,133,50.5408338,-84.8216705,0,3.281,2023-05-15 14:42:30,,0.0,,,,,20.0,,25.200000000000045,25.200000000000045,5.0,7.0,0.0,2023,5,15,14,4.06,280.0
