timestamp,battery_soc,cadence,left_pedal_smoothness,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,left_right_balance,temperature,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,altitude,enhanced_altitude,grade,heart_rate,year,month,day,hour,wind_speed,wind_direction
2022-06-13 23:49:38,,87.0,20.0,84.0,551.0,24.5,93.0,51.0,19.0,0.0,0.0,4.0,50.3907973,-84.4789287,0.0,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:49:42,,102.0,20.0,71.5,222.0,21.5,80.5,57.0,19.0,0.0,6.368,3.0,50.3910272,-84.4784911,6.368,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:49:43,,97.0,22.0,76.0,226.0,23.0,80.0,59.0,19.0,7.32,10.066,3.0,50.3910882,-84.4783572,10.066,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:49:44,,93.0,26.0,83.5,287.0,25.0,79.5,38.0,19.0,18.6,10.039,3.0,50.3911547,-84.4782211,10.039,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:49:45,,88.0,26.0,83.5,235.0,25.0,79.5,50.0,19.0,29.24,9.945,3.0,50.3912203,-84.4780952,9.945,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:49:46,,87.0,26.0,83.5,173.0,25.0,79.5,51.0,19.0,39.91,9.729,3.0,50.3912799,-84.4779637,9.729,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:49:47,,87.0,26.0,83.5,109.0,25.0,79.5,49.0,19.0,48.78,10.102,3.0,50.3913349,-84.4778595,10.102,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:49:48,,88.0,26.0,83.5,45.0,25.0,79.5,46.0,19.0,57.76,10.708,3.0,50.3913968,-84.4777599,10.708,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:49:49,,0.0,26.0,83.5,0.0,25.0,79.5,44.0,19.0,68.32,11.008,3.0,50.3914691,-84.4776422,11.008,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:49:50,,0.0,25.0,83.0,0.0,24.5,79.0,42.0,19.0,79.69,10.972,3.0,50.3915446,-84.4775131,10.972,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:49:51,,0.0,4.0,78.0,0.0,20.5,70.0,39.0,19.0,91.24,11.259,3.0,50.3916223,-84.4773829,11.259,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:49:52,,4.0,0.0,73.0,0.0,19.5,68.0,35.0,19.0,103.08,11.671,3.0,50.3917021,-84.4772498,11.671,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:49:53,,9.0,0.0,68.0,43.0,19.5,68.0,31.0,19.0,115.18,11.916,3.0,50.391782,-84.4771119,11.916,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:49:54,,15.0,0.0,63.0,21.0,19.5,68.0,27.0,19.0,127.38,12.087,3.0,50.3918614,-84.4769715,12.087,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:49:55,,0.0,0.0,57.5,0.0,19.5,68.0,22.0,19.0,140.0,12.41,2.0,50.3919449,-84.4768279,12.41,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:49:56,,0.0,0.0,52.5,0.0,19.5,68.0,18.0,19.0,152.9,12.627,2.0,50.3920278,-84.4766785,12.627,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:49:57,,0.0,0.0,47.5,0.0,19.5,68.0,14.0,19.0,166.1,12.967,2.0,50.3921119,-84.4765249,12.967,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:49:58,,0.0,0.0,42.5,0.0,19.5,68.0,9.0,19.0,179.79,13.636,2.0,50.3921962,-84.4763628,13.636,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:49:59,,0.0,0.0,37.5,0.0,19.5,68.0,5.0,19.0,194.34,14.503,2.0,50.3922864,-84.4761911,14.503,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:00,,0.0,0.0,32.0,0.0,19.5,68.0,1.0,19.0,209.44,14.977,3.0,50.392381,-84.4760138,14.977,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:01,,16.0,1.5,27.0,18.0,14.0,69.0,27.0,19.0,224.82,15.294,3.0,50.3924777,-84.4758337,15.294,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:02,,36.0,3.0,22.0,35.0,7.5,70.0,61.0,19.0,240.09,15.361,3.0,50.392574,-84.4756549,15.361,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:03,,56.0,4.5,17.0,51.0,1.0,71.5,94.0,19.0,255.82,15.627,3.0,50.3926757,-84.4754733,15.627,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:04,,82.0,5.0,16.0,191.0,0.0,72.5,100.0,19.0,271.74,15.636,3.0,50.3927799,-84.4752909,15.636,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:05,,97.0,5.0,16.0,223.0,0.0,74.0,100.0,19.0,287.42,15.416,3.0,50.3928836,-84.4751123,15.416,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:06,,99.0,5.0,16.0,218.0,0.0,75.0,100.0,19.0,302.99,15.346,3.0,50.3929856,-84.474934,15.346,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:07,,98.0,5.0,16.0,218.0,0.0,76.0,88.0,19.0,318.74,15.291,3.0,50.3930885,-84.4747534,15.291,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:08,,98.0,5.0,16.0,232.0,0.0,77.5,52.0,19.0,334.04,15.021,3.0,50.3931898,-84.4745792,15.021,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:09,,96.0,5.0,16.0,222.0,0.0,78.5,46.0,19.0,349.33,14.992,3.0,50.3932915,-84.4744057,14.992,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:10,,95.0,27.0,85.5,314.0,20.5,80.0,46.0,19.0,364.47,14.893,3.0,50.3933887,-84.4742303,14.893,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:11,,93.0,34.5,100.0,376.0,26.5,86.0,49.0,19.0,379.52,14.838,3.0,50.3934842,-84.4740547,14.838,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:12,,93.0,36.0,99.5,369.0,29.0,93.5,50.0,19.0,394.18,14.377,3.0,50.3935797,-84.4738863,14.377,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:13,,92.0,33.0,97.5,343.0,29.5,94.0,47.0,19.0,408.81,14.136,3.0,50.3936743,-84.4737174,14.136,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:14,,91.0,30.0,95.5,293.0,31.0,96.0,47.0,19.0,423.39,13.655,3.0,50.3937632,-84.4735442,13.655,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:15,,93.0,28.5,93.0,301.0,29.5,95.0,47.0,19.0,437.62,13.317,3.0,50.3938493,-84.4733741,13.317,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:16,,94.0,28.0,91.0,320.0,28.5,93.5,47.0,19.0,451.74,13.263,3.0,50.3939335,-84.4732043,13.263,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:17,,93.0,28.5,91.5,330.0,28.5,93.0,47.0,19.0,465.34,13.116,3.0,50.3940186,-84.4730448,13.116,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:18,,92.0,29.0,92.5,320.0,28.0,91.5,47.0,19.0,478.2,12.587,3.0,50.3941014,-84.4728959,12.587,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:19,,91.0,30.0,94.0,310.0,28.0,90.0,47.0,19.0,490.75,12.468,3.0,50.3941816,-84.4727501,12.468,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:20,,89.0,30.0,94.0,308.0,28.0,90.0,51.0,19.0,503.17,12.354,3.0,50.3942625,-84.4726075,12.354,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:21,,88.0,27.0,88.0,302.0,28.0,90.5,53.0,19.0,515.4,12.167,3.0,50.3943441,-84.4724689,12.167,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:22,,89.0,25.5,86.0,303.0,27.5,89.5,55.0,19.0,527.42,11.991,3.0,50.3944247,-84.4723332,11.991,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:23,,90.0,29.0,98.5,308.0,25.0,84.5,59.0,19.0,539.41,11.85,3.0,50.3945066,-84.4721994,11.85,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:24,,90.0,27.0,91.0,242.0,25.5,84.5,55.0,19.0,551.13,11.658,3.0,50.394583,-84.472065,11.658,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:25,,89.0,25.0,83.0,238.0,26.5,85.0,51.0,19.0,562.57,11.485,3.0,50.3946553,-84.4719312,11.485,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:26,,88.0,24.5,81.5,217.0,26.0,84.0,57.0,19.0,574.14,11.411,3.0,50.3947229,-84.471791,11.411,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:27,,88.0,23.5,79.5,199.0,25.0,82.0,69.0,19.0,585.47,11.164,3.0,50.3947895,-84.471654,11.164,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:28,,88.0,22.5,77.5,182.0,24.0,80.5,81.0,19.0,595.91,10.734,3.0,50.3948546,-84.4715311,10.734,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:29,,88.0,21.5,75.5,165.0,23.0,78.5,92.0,19.0,606.93,10.473,3.0,50.3949281,-84.4714064,10.473,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:30,,84.0,23.0,77.5,171.0,22.0,77.0,94.0,19.0,617.7,9.974,3.0,50.3950014,-84.4712859,9.974,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:31,,75.0,28.0,88.0,219.0,21.0,75.5,77.0,19.0,627.5,9.326,3.0,50.3950715,-84.4711804,9.326,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:32,,67.0,33.0,98.5,267.0,20.0,73.5,59.0,20.0,636.45,8.722,3.0,50.3951453,-84.4710983,8.722,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:33,,65.0,33.5,100.0,89.0,20.0,73.5,57.0,20.0,644.69,7.978,3.0,50.3952209,-84.4710368,7.978,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:34,,63.0,29.5,89.0,69.0,16.5,78.0,58.0,20.0,650.16,5.805,3.0,50.3952746,-84.4710054,5.805,,,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:35,,60.0,25.0,76.0,81.0,12.5,83.5,59.0,20.0,653.49,4.088,3.0,50.3953088,-84.4709915,4.088,40.39999999999998,40.39999999999998,,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:36,,57.0,20.0,63.0,93.0,8.5,88.5,60.0,20.0,656.06,2.868,3.0,50.395336,-84.4709857,2.868,40.39999999999998,40.39999999999998,0.0,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:37,,54.0,15.5,50.0,105.0,4.5,94.0,62.0,20.0,657.1,1.962,3.0,50.3953461,-84.4709823,1.962,40.39999999999998,40.39999999999998,0.0,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:38,,51.0,10.5,37.0,117.0,0.5,99.5,63.0,20.0,657.91,1.737,3.0,50.3953494,-84.4709903,1.737,40.39999999999998,40.39999999999998,0.0,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:39,,43.0,10.0,35.0,90.0,0.0,100.0,60.0,20.0,659.53,1.721,3.0,50.3953388,-84.4710041,1.721,40.39999999999998,40.39999999999998,0.0,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:51,,0.0,0.0,61.0,0.0,20.5,76.5,17.0,20.0,660.17,1.281,2.0,50.3953388,-84.4709869,1.281,40.39999999999998,40.39999999999998,0.0,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:52,,0.0,0.0,64.5,0.0,20.5,76.5,14.0,20.0,663.49,1.999,2.0,50.3953736,-84.4709762,1.999,40.39999999999998,40.39999999999998,0.0,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:53,,0.0,0.0,67.5,0.0,20.5,76.5,10.0,20.0,666.64,2.423,2.0,50.3954069,-84.4709738,2.423,40.39999999999998,40.39999999999998,0.0,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:54,,0.0,0.0,70.5,0.0,20.5,76.5,7.0,20.0,669.2,3.195,2.0,50.3954334,-84.4709832,3.195,40.39999999999998,40.39999999999998,0.0,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:55,,0.0,0.0,74.0,0.0,20.5,76.5,3.0,20.0,672.39,3.625,2.0,50.395465,-84.4710004,3.625,40.39999999999998,40.39999999999998,0.0,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:56,,3.0,2.0,77.0,0.0,21.5,78.0,5.0,20.0,676.1,3.848,2.0,50.3955016,-84.4710217,3.848,40.39999999999998,40.39999999999998,0.0,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:57,,29.0,18.0,80.5,208.0,29.5,90.5,43.0,20.0,680.12,4.13,2.0,50.3955436,-84.4710328,4.13,40.39999999999998,40.39999999999998,0.0,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:58,,46.0,22.5,76.5,173.0,29.5,93.5,51.0,20.0,684.51,4.496,2.0,50.39559,-84.4710265,4.496,40.39999999999998,40.39999999999998,0.0,,2022,6,13,23,2.21,342.0
2022-06-13 23:50:59,,51.0,22.5,74.0,221.0,29.0,93.0,54.0,20.0,688.88,4.691,2.0,50.3956324,-84.471001,4.691,40.200000000000045,40.200000000000045,0.0,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:00,,54.0,22.5,73.5,244.0,29.0,93.0,54.0,20.0,693.35,4.611,2.0,50.3956707,-84.4709625,4.611,40.200000000000045,40.200000000000045,0.0,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:01,,57.0,22.5,73.5,244.0,29.0,93.0,52.0,20.0,698.93,5.49,2.0,50.3957179,-84.4709127,5.49,40.200000000000045,40.200000000000045,0.0,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:02,,60.0,22.5,73.5,246.0,29.0,93.0,52.0,20.0,704.95,5.84,2.0,50.395767,-84.4708562,5.84,40.0,40.0,-0.07,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:03,,63.0,22.5,73.5,269.0,29.0,93.0,52.0,20.0,710.95,5.878,2.0,50.3958133,-84.4707959,5.878,40.0,40.0,-0.58,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:04,,67.0,22.5,73.5,303.0,29.0,93.0,52.0,20.0,717.04,5.909,2.0,50.395859,-84.4707329,5.909,40.200000000000045,40.200000000000045,-0.51,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:05,,69.0,22.5,73.5,353.0,29.0,93.0,52.0,20.0,723.07,5.912,2.0,50.3959033,-84.4706694,5.912,40.200000000000045,40.200000000000045,0.0,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:06,,71.0,22.5,73.5,366.0,29.0,93.0,52.0,20.0,729.34,6.22,3.0,50.3959483,-84.4706019,6.22,40.39999999999998,40.39999999999998,0.0,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:07,,71.0,22.5,73.5,382.0,29.0,93.0,54.0,20.0,736.44,6.433,3.0,50.3959968,-84.4705228,6.433,40.60000000000002,40.60000000000002,0.1,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:08,,72.0,22.5,73.5,363.0,29.0,93.0,54.0,20.0,742.98,5.901,3.0,50.3960396,-84.4704477,5.901,40.799999999999955,40.799999999999955,1.13,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:09,,72.0,22.5,75.5,296.0,28.0,92.5,54.0,20.0,748.6,4.894,3.0,50.3960727,-84.47038,4.894,41.0,41.0,2.36,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:10,,72.0,22.0,78.0,211.0,26.0,92.0,54.0,20.0,752.94,3.725,3.0,50.3960931,-84.4703239,3.725,41.200000000000045,41.200000000000045,2.87,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:11,,72.0,21.5,81.0,127.0,24.0,91.5,53.0,20.0,756.33,2.997,3.0,50.3960997,-84.4702762,2.997,41.39999999999998,41.39999999999998,3.28,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:12,,72.0,21.0,83.5,43.0,22.0,91.0,53.0,20.0,759.47,3.307,3.0,50.3960911,-84.4702335,3.307,41.60000000000002,41.60000000000002,3.37,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:13,,47.0,21.0,84.5,119.0,21.5,91.0,53.0,20.0,762.9,3.757,3.0,50.3960718,-84.4701916,3.757,41.60000000000002,41.60000000000002,3.19,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:14,,19.0,21.0,84.5,261.0,21.5,91.0,53.0,20.0,767.13,4.628,3.0,50.396042,-84.4701457,4.628,41.60000000000002,41.60000000000002,3.01,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:15,,50.0,21.0,84.5,279.0,20.5,87.0,53.0,20.0,772.41,5.296,3.0,50.3959978,-84.4700983,5.296,41.60000000000002,41.60000000000002,2.68,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:16,,54.0,21.5,84.0,306.0,14.5,62.5,53.0,20.0,778.63,6.287,3.0,50.3959439,-84.4700451,6.287,41.60000000000002,41.60000000000002,2.16,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:17,,58.0,21.5,83.5,333.0,8.5,37.5,52.0,20.0,785.69,7.105,3.0,50.3958831,-84.4699842,7.105,41.39999999999998,41.39999999999998,0.92,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:18,,62.0,22.5,84.5,346.0,5.0,22.5,51.0,20.0,793.4,7.491,3.0,50.3958196,-84.4699129,7.491,41.200000000000045,41.200000000000045,-0.06,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:19,,71.0,25.0,92.5,288.0,15.0,57.5,44.0,20.0,801.53,8.082,3.0,50.3957529,-84.4698369,8.082,41.0,41.0,-0.71,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:20,,80.0,26.0,95.0,225.0,22.0,86.0,38.0,20.0,810.32,8.607,3.0,50.3956805,-84.4697553,8.607,40.799999999999955,40.799999999999955,-1.75,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:21,,87.0,19.5,69.0,134.0,16.5,81.5,38.0,20.0,819.2,8.753,3.0,50.3956091,-84.4696703,8.753,40.60000000000002,40.60000000000002,-2.46,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:22,,83.0,16.0,54.0,100.0,13.5,79.0,48.0,20.0,828.44,8.837,3.0,50.3955387,-84.4695763,8.837,40.39999999999998,40.39999999999998,-2.88,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:23,,73.0,16.5,57.0,138.0,14.5,75.0,59.0,20.0,837.77,8.901,3.0,50.3954704,-84.4694776,8.901,40.200000000000045,40.200000000000045,-2.83,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:24,,76.0,18.0,64.5,167.0,17.0,65.5,53.0,20.0,847.24,9.009,3.0,50.395401,-84.4693775,9.009,40.200000000000045,40.200000000000045,-2.41,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:25,,83.0,25.0,84.0,202.0,19.5,67.5,53.0,20.0,856.73,9.087,3.0,50.3953294,-84.46928,9.087,39.799999999999955,39.799999999999955,-1.9,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:26,,90.0,27.0,95.5,199.0,23.0,73.0,53.0,20.0,866.44,9.106,3.0,50.3952508,-84.4691877,9.106,39.60000000000002,39.60000000000002,-1.71,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:27,,90.0,22.0,83.0,184.0,26.5,82.0,49.0,20.0,875.29,9.338,3.0,50.395176,-84.469109,9.338,39.200000000000045,39.200000000000045,-1.82,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:28,,91.0,20.5,76.5,193.0,24.5,79.0,48.0,20.0,884.71,9.489,3.0,50.3950946,-84.4690283,9.489,39.0,39.0,-1.98,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:29,,91.0,25.0,82.0,210.0,22.0,74.5,48.0,20.0,895.37,9.418,3.0,50.3950015,-84.4689385,9.418,38.799999999999955,38.799999999999955,-2.36,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:30,,92.0,32.5,95.0,222.0,22.5,76.0,49.0,20.0,909.79,12.904,3.0,50.3948613,-84.4689609,12.904,38.799999999999955,38.799999999999955,-2.95,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:31,,93.0,32.5,95.0,221.0,22.5,76.0,49.0,20.0,922.75,13.1,3.0,50.3947261,-84.4689854,13.1,39.0,39.0,-2.56,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:32,,94.0,32.0,96.0,209.0,23.0,76.5,51.0,20.0,934.02,11.677,3.0,50.3946071,-84.468959,11.677,38.799999999999955,38.799999999999955,-1.44,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:33,,94.0,31.5,98.0,233.0,23.5,77.0,54.0,20.0,944.96,11.043,3.0,50.3944946,-84.4689144,11.043,38.799999999999955,38.799999999999955,-0.91,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:34,,94.0,31.0,99.0,253.0,25.0,79.0,56.0,20.0,956.34,11.407,3.0,50.3943821,-84.4688505,11.407,38.60000000000002,38.60000000000002,-0.71,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:35,,94.0,30.5,97.5,257.0,29.5,86.5,53.0,20.0,968.08,11.693,3.0,50.3942693,-84.4687745,11.693,38.60000000000002,38.60000000000002,-0.52,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:36,,94.0,26.5,85.0,248.0,29.0,87.0,51.0,20.0,979.18,11.19,3.0,50.3941625,-84.4687034,11.19,38.39999999999998,38.39999999999998,-0.5,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:37,,94.0,25.5,83.0,236.0,28.0,85.5,48.0,20.0,989.0,10.179,3.0,50.3940672,-84.4686427,10.179,38.799999999999955,38.799999999999955,-0.7,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:38,,93.0,26.0,86.5,224.0,27.5,83.0,46.0,20.0,998.31,9.483,3.0,50.3939766,-84.4685857,9.483,39.200000000000045,39.200000000000045,-0.36,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:39,,92.0,27.0,89.5,211.0,26.5,80.5,43.0,20.0,1007.41,9.18,3.0,50.3938891,-84.4685272,9.18,39.60000000000002,39.60000000000002,0.61,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:40,,91.0,27.0,90.5,292.0,26.5,79.5,42.0,20.0,1016.14,8.835,3.0,50.3938076,-84.4684648,8.835,40.200000000000045,40.200000000000045,1.75,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:41,,89.0,27.0,90.5,400.0,26.5,79.5,42.0,20.0,1023.75,7.969,3.0,50.3937374,-84.4684085,7.969,40.60000000000002,40.60000000000002,2.93,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:42,,89.0,30.5,95.0,400.0,28.5,85.5,42.0,20.0,1032.39,8.466,3.0,50.3936511,-84.4683648,8.466,41.0,41.0,4.16,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:43,,88.0,35.0,100.0,348.0,30.5,92.5,42.0,20.0,1041.12,8.597,3.0,50.393564,-84.468319,8.597,41.200000000000045,41.200000000000045,5.1,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:44,,86.0,35.0,100.0,288.0,30.5,92.5,42.0,20.0,1048.05,7.353,3.0,50.3935007,-84.4682673,7.353,41.60000000000002,41.60000000000002,5.24,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:45,,84.0,35.0,100.0,309.0,30.5,92.5,42.0,20.0,1054.57,6.763,3.0,50.3934441,-84.4682114,6.763,42.0,42.0,5.08,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:46,,84.0,35.0,100.0,284.0,30.5,92.5,42.0,20.0,1061.6,6.99,3.0,50.3933827,-84.4681525,6.99,42.200000000000045,42.200000000000045,4.96,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:47,,84.0,32.5,96.5,263.0,30.5,93.0,44.0,20.0,1068.68,7.036,3.0,50.3933216,-84.4680916,7.036,42.39999999999998,42.39999999999998,4.66,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:48,,84.0,28.5,91.0,252.0,30.0,94.0,46.0,20.0,1075.58,6.892,3.0,50.3932638,-84.4680292,6.892,42.60000000000002,42.60000000000002,3.9,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:49,,84.0,24.5,85.5,241.0,30.0,95.0,48.0,20.0,1081.95,6.642,3.0,50.3932125,-84.4679683,6.642,42.60000000000002,42.60000000000002,3.16,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:50,,88.0,23.5,84.0,192.0,30.0,95.5,49.0,20.0,1089.1,7.128,3.0,50.393153,-84.4679031,7.128,42.60000000000002,42.60000000000002,2.48,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:51,,94.0,23.5,84.0,208.0,30.0,95.5,49.0,20.0,1096.96,7.558,3.0,50.393086,-84.4678341,7.558,42.60000000000002,42.60000000000002,1.74,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:52,,95.0,27.0,88.5,246.0,26.0,86.0,49.0,20.0,1105.03,7.845,3.0,50.3930162,-84.4677649,7.845,42.60000000000002,42.60000000000002,1.11,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:53,,94.0,31.0,93.5,260.0,21.5,75.0,49.0,20.0,1113.32,8.146,3.0,50.3929445,-84.4676939,8.146,42.39999999999998,42.39999999999998,0.39,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:54,,96.0,31.0,93.5,214.0,21.5,75.0,49.0,20.0,1121.53,8.18,3.0,50.3928728,-84.4676248,8.18,42.39999999999998,42.39999999999998,0.0,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:55,,95.0,31.0,93.5,216.0,21.5,75.0,49.0,20.0,1129.79,8.233,3.0,50.3927997,-84.4675571,8.233,42.39999999999998,42.39999999999998,-0.04,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:56,,93.0,31.0,93.5,221.0,21.5,75.0,49.0,20.0,1138.13,8.348,3.0,50.392724,-84.4674926,8.348,42.39999999999998,42.39999999999998,-0.44,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:57,,92.0,31.0,93.5,225.0,21.5,75.0,49.0,20.0,1146.39,8.332,3.0,50.3926482,-84.4674307,8.332,42.200000000000045,42.200000000000045,-0.89,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:58,,91.0,31.0,93.5,149.0,21.5,75.0,49.0,20.0,1155.0,8.522,3.0,50.3925685,-84.4673675,8.522,42.200000000000045,42.200000000000045,-0.93,,2022,6,13,23,2.21,342.0
2022-06-13 23:51:59,,92.0,17.5,64.5,134.0,22.5,73.5,53.0,20.0,1164.13,8.936,3.0,50.3924851,-84.4672982,8.936,42.0,42.0,-0.92,,2022,6,13,23,2.21,342.0
2022-06-13 23:52:00,,93.0,19.0,63.5,88.0,22.5,73.5,51.0,20.0,1173.72,9.513,3.0,50.3923989,-84.4672224,9.513,41.60000000000002,41.60000000000002,-1.32,,2022,6,13,23,2.21,342.0
2022-06-13 23:52:01,,78.0,20.5,73.5,125.0,19.0,64.5,83.0,20.0,1183.76,10.128,3.0,50.3923085,-84.4671432,10.128,41.0,41.0,-1.69,,2022,6,13,23,2.21,342.0
2022-06-13 23:52:02,,78.0,22.0,80.0,125.0,19.0,65.5,82.0,20.0,1194.42,10.495,3.0,50.3922129,-84.4670584,10.495,40.60000000000002,40.60000000000002,-2.28,,2022,6,13,23,2.21,342.0
