distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,cadence,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
6359.55,2.108,3,50.5276702,-84.7725458,2.108,2022-05-12 20:02:09,,0.0,23.5,,79.0,0.0,22.0,76.5,22.0,17.600000000000023,17.600000000000023,0.0,2022,5,12,20,4.04,42.0
6361.92,2.315,3,50.5276527,-84.7725209,2.315,2022-05-12 20:02:10,,0.0,23.5,,79.0,0.0,22.0,76.5,22.0,17.600000000000023,17.600000000000023,0.0,2022,5,12,20,4.04,42.0
6365.2,3.045,3,50.5276263,-84.7724897,3.045,2022-05-12 20:02:11,,0.0,23.5,,79.0,0.0,22.0,76.5,22.0,17.600000000000023,17.600000000000023,0.0,2022,5,12,20,4.04,42.0
6368.5,3.248,3,50.5275968,-84.7724636,3.248,2022-05-12 20:02:12,,0.0,23.5,,79.0,0.0,22.0,76.5,22.0,17.600000000000023,17.600000000000023,0.0,2022,5,12,20,4.04,42.0
6374.01,4.924,3,50.527541,-84.7724741,4.924,2022-05-12 20:02:13,,0.0,23.5,,79.0,0.0,22.0,76.5,22.0,17.600000000000023,17.600000000000023,0.0,2022,5,12,20,4.04,42.0
6377.26,3.678,3,50.52751,-84.7724797,3.678,2022-05-12 20:02:14,,0.0,23.5,,79.0,0.0,22.0,76.5,22.0,17.600000000000023,17.600000000000023,0.0,2022,5,12,20,4.04,42.0
6378.37,1.745,3,50.5274999,-84.7724745,1.745,2022-05-12 20:02:15,,0.0,23.5,,79.0,0.0,22.0,76.5,22.0,17.600000000000023,17.600000000000023,0.0,2022,5,12,20,4.04,42.0
6378.87,0.823,3,50.5274945,-84.7724738,0.823,2022-05-12 20:02:16,,0.0,23.5,,79.0,0.0,22.0,76.5,22.0,17.600000000000023,17.600000000000023,0.0,2022,5,12,20,4.04,42.0
6378.87,0.206,3,50.5274945,-84.7724738,0.206,2022-05-12 20:02:17,,0.0,23.5,,79.0,0.0,22.0,76.5,22.0,17.799999999999955,17.799999999999955,0.0,2022,5,12,20,4.04,42.0
6378.87,0.036,4,50.5274945,-84.7724738,0.036,2022-05-12 20:02:18,,0.0,23.5,,79.0,0.0,22.0,76.5,22.0,17.799999999999955,17.799999999999955,0.0,2022,5,12,20,4.04,42.0
6378.87,0.0,4,50.5274945,-84.7724738,0.0,2022-05-12 20:02:19,,0.0,23.5,,79.0,0.0,22.0,76.5,22.0,17.799999999999955,17.799999999999955,0.0,2022,5,12,20,4.04,42.0
6378.87,0.0,4,50.5274945,-84.7724738,0.0,2022-05-12 20:02:20,,0.0,23.5,,79.0,0.0,22.0,76.5,22.0,17.799999999999955,17.799999999999955,0.0,2022,5,12,20,4.04,42.0
6378.87,0.0,4,50.5274945,-84.7724738,0.0,2022-05-12 20:02:21,,0.0,23.5,,79.0,0.0,22.0,76.5,22.0,17.799999999999955,17.799999999999955,0.0,2022,5,12,20,4.04,42.0
6378.87,0.0,4,50.5274945,-84.7724738,0.0,2022-05-12 20:02:22,,0.0,23.5,,79.0,0.0,22.0,76.5,22.0,17.799999999999955,17.799999999999955,0.0,2022,5,12,20,4.04,42.0
6378.87,0.0,4,50.5274945,-84.7724738,0.0,2022-05-12 20:02:23,,0.0,23.5,,79.0,0.0,22.0,76.5,22.0,17.799999999999955,17.799999999999955,0.0,2022,5,12,20,4.04,42.0
6378.87,0.0,4,50.5274945,-84.7724738,0.0,2022-05-12 20:02:24,,0.0,23.5,,79.0,0.0,22.0,76.5,22.0,17.799999999999955,17.799999999999955,0.0,2022,5,12,20,4.04,42.0
6378.87,0.0,4,50.5274945,-84.7724738,0.0,2022-05-12 20:02:25,,0.0,23.5,,79.0,0.0,22.0,76.5,22.0,17.799999999999955,17.799999999999955,0.0,2022,5,12,20,4.04,42.0
