altitude,ascent,battery_soc,descent,enhanced_altitude,enhanced_speed,gps_accuracy,grade,position_lat,position_long,speed,timestamp,distance,temperature,cadence,left_pedal_smoothness,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,calories,left_right_balance,year,month,day,hour,wind_speed,wind_direction
-3.0,16,,11,-3.0,6.648,2,-1.08,50.5164732,-84.808299,6.648,2023-03-23 23:17:40,2208.09,14.0,90.0,27.5,89.0,298.0,29.0,98.5,64.0,55.0,2023,3,23,23,3.58,297.0
-3.1999999999999886,16,,11,-3.1999999999999886,6.888,2,-1.1,50.5164186,-84.8083627,6.888,2023-03-23 23:17:41,2214.86,14.0,86.0,28.0,90.5,290.0,28.5,97.0,65.0,68.0,2023,3,23,23,3.58,297.0
-3.1999999999999886,16,,11,-3.1999999999999886,6.886,2,-1.06,50.5163594,-84.8084264,6.886,2023-03-23 23:17:42,2221.98,14.0,89.0,27.5,90.5,280.0,27.0,95.0,65.0,58.0,2023,3,23,23,3.58,297.0
-3.3999999999999773,16,,11,-3.3999999999999773,6.866,2,-1.01,50.5163048,-84.808481,6.866,2023-03-23 23:17:43,2228.72,14.0,91.0,27.0,90.5,276.0,25.5,91.5,65.0,54.0,2023,3,23,23,3.58,297.0
-3.3999999999999773,16,,11,-3.3999999999999773,7.076,2,-0.93,50.5162547,-84.8085538,7.076,2023-03-23 23:17:44,2235.61,14.0,92.0,27.5,91.5,253.0,24.0,86.5,65.0,57.0,2023,3,23,23,3.58,297.0
-3.3999999999999773,16,,12,-3.3999999999999773,7.174,2,-0.86,50.516191,-84.8086266,7.174,2023-03-23 23:17:45,2242.94,14.0,92.0,26.0,90.0,236.0,22.0,84.5,66.0,60.0,2023,3,23,23,3.58,297.0
-3.3999999999999773,16,,12,-3.3999999999999773,7.31,2,-0.79,50.5161364,-84.8086994,7.31,2023-03-23 23:17:46,2250.24,14.0,92.0,25.0,88.5,220.0,20.0,82.5,66.0,64.0,2023,3,23,23,3.58,297.0
-3.3999999999999773,16,,12,-3.3999999999999773,7.421,2,-0.5,50.5160818,-84.8087723,7.421,2023-03-23 23:17:47,2257.51,14.0,93.0,24.0,85.5,223.0,19.0,79.5,66.0,56.0,2023,3,23,23,3.58,297.0
-3.3999999999999773,16,,12,-3.3999999999999773,7.257,2,0.0,50.5160226,-84.8088451,7.257,2023-03-23 23:17:48,2264.93,14.0,93.0,22.5,81.0,221.0,18.5,75.0,66.0,57.0,2023,3,23,23,3.58,297.0
-3.3999999999999773,16,,12,-3.3999999999999773,7.225,2,0.0,50.515968,-84.808927,7.225,2023-03-23 23:17:49,2272.29,14.0,93.0,21.5,78.0,214.0,18.0,71.0,66.0,62.0,2023,3,23,23,3.58,297.0
-3.3999999999999773,16,,12,-3.3999999999999773,7.174,2,0.0,50.5159179,-84.8089907,7.174,2023-03-23 23:17:50,2279.27,14.0,92.0,23.5,83.5,201.0,18.5,73.5,67.0,63.0,2023,3,23,23,3.58,297.0
-3.3999999999999773,16,,12,-3.3999999999999773,7.272,2,0.0,50.5158679,-84.8090453,7.272,2023-03-23 23:17:51,2285.28,14.0,92.0,25.5,88.5,212.0,19.5,75.5,67.0,63.0,2023,3,23,23,3.58,297.0
-3.3999999999999773,16,,12,-3.3999999999999773,7.451,2,0.0,50.5157951,-84.8091364,7.451,2023-03-23 23:17:52,2294.41,14.0,93.0,27.5,93.5,229.0,20.0,77.5,67.0,64.0,2023,3,23,23,3.58,297.0
-3.6000000000000227,16,,12,-3.6000000000000227,7.531,2,0.0,50.5157313,-84.8092092,7.531,2023-03-23 23:17:53,2301.91,14.0,94.0,28.5,95.5,247.0,21.0,80.0,67.0,61.0,2023,3,23,23,3.58,297.0
-3.6000000000000227,16,,12,-3.6000000000000227,7.843,2,0.0,50.5156722,-84.8092911,7.843,2023-03-23 23:17:54,2309.74,14.0,95.0,26.5,92.0,268.0,22.5,83.5,68.0,54.0,2023,3,23,23,3.58,297.0
-3.6000000000000227,16,,12,-3.6000000000000227,7.951,2,0.0,50.5156085,-84.8093639,7.951,2023-03-23 23:17:55,2317.71,14.0,99.0,24.5,88.0,338.0,24.0,86.5,68.0,49.0,2023,3,23,23,3.58,297.0
-3.3999999999999773,16,,12,-3.3999999999999773,8.186,2,0.0,50.5155402,-84.8094367,8.186,2023-03-23 23:17:56,2325.86,14.0,102.0,24.0,90.0,374.0,24.0,87.0,68.0,62.0,2023,3,23,23,3.58,297.0
-3.6000000000000227,16,,12,-3.6000000000000227,8.463,2,0.0,50.5154674,-84.8095186,8.463,2023-03-23 23:17:57,2334.36,14.0,106.0,25.0,93.5,481.0,25.5,88.0,69.0,64.0,2023,3,23,23,3.58,297.0
-3.3999999999999773,16,,12,-3.3999999999999773,8.182,2,0.0,50.5153991,-84.8095915,8.182,2023-03-23 23:17:58,2342.62,14.0,75.0,28.5,98.0,438.0,29.5,90.5,69.0,59.0,2023,3,23,23,3.58,297.0
-3.3999999999999773,16,,12,-3.3999999999999773,7.826,2,0.0,50.5153399,-84.8096734,7.826,2023-03-23 23:17:59,2350.57,14.0,40.0,30.5,96.5,372.0,29.5,94.5,70.0,57.0,2023,3,23,23,3.58,297.0
-3.1999999999999886,16,,12,-3.1999999999999886,7.521,2,0.0,50.5152853,-84.8097553,7.521,2023-03-23 23:18:00,2358.25,14.0,31.0,32.5,95.0,236.0,29.0,98.0,70.0,75.0,2023,3,23,23,3.58,297.0
-3.1999999999999886,16,,12,-3.1999999999999886,7.136,2,0.0,50.5152353,-84.8098372,7.136,2023-03-23 23:18:01,2365.63,14.0,36.0,16.5,93.5,124.0,14.5,100.0,70.0,93.0,2023,3,23,23,3.58,297.0
-3.1999999999999886,16,,12,-3.1999999999999886,6.312,2,0.0,50.5151943,-84.8099191,6.312,2023-03-23 23:18:02,2372.31,14.0,25.0,1.0,92.0,87.0,0.0,96.5,70.0,97.0,2023,3,23,23,3.58,297.0
-3.0,16,,12,-3.0,6.508,2,0.0,50.5151534,-84.809992,6.508,2023-03-23 23:18:03,2378.93,14.0,14.0,3.5,90.5,51.0,0.0,87.5,70.0,92.0,2023,3,23,23,3.58,297.0
-3.0,16,,12,-3.0,6.318,2,0.0,50.5151078,-84.8100739,6.318,2023-03-23 23:18:04,2385.62,14.0,4.0,6.0,89.0,0.0,0.0,79.0,70.0,87.0,2023,3,23,23,3.58,297.0
-3.0,16,,12,-3.0,5.959,2,0.0,50.5150669,-84.8101467,5.959,2023-03-23 23:18:05,2391.85,14.0,0.0,8.5,87.5,0.0,0.0,70.0,70.0,82.0,2023,3,23,23,3.58,297.0
-3.0,16,,12,-3.0,5.614,2,0.0,50.5150259,-84.8102013,5.614,2023-03-23 23:18:06,2397.7,14.0,0.0,11.0,86.0,0.0,0.0,61.0,70.0,77.0,2023,3,23,23,3.58,297.0
-2.8000000000000114,16,,12,-2.8000000000000114,5.15,2,0.0,50.5149941,-84.810265,5.15,2023-03-23 23:18:07,2403.09,14.0,0.0,13.5,84.5,0.0,0.0,52.0,70.0,73.0,2023,3,23,23,3.58,297.0
-2.8000000000000114,16,,12,-2.8000000000000114,4.546,2,0.0,50.5149622,-84.8103287,4.546,2023-03-23 23:18:08,2408.06,14.0,0.0,16.0,83.0,0.0,0.0,43.0,70.0,68.0,2023,3,23,23,3.58,297.0
-2.8000000000000114,16,,12,-2.8000000000000114,4.486,2,0.0,50.5149349,-84.8103834,4.486,2023-03-23 23:18:09,2412.66,14.0,0.0,18.5,81.5,0.0,0.0,34.5,70.0,63.0,2023,3,23,23,3.58,297.0
-2.8000000000000114,16,,12,-2.8000000000000114,4.533,2,0.0,50.5149076,-84.810438,4.533,2023-03-23 23:18:10,2417.38,14.0,0.0,21.5,80.0,0.0,0.0,25.5,70.0,58.0,2023,3,23,23,3.58,297.0
-2.6000000000000227,16,,12,-2.6000000000000227,4.484,2,0.0,50.5148757,-84.8104926,4.484,2023-03-23 23:18:11,2422.14,14.0,0.0,24.0,78.5,0.0,0.0,16.5,70.0,53.0,2023,3,23,23,3.58,297.0
-2.6000000000000227,16,,12,-2.6000000000000227,4.252,2,0.0,50.5148575,-84.8105563,4.252,2023-03-23 23:18:12,2426.5,14.0,38.0,26.5,77.0,19.0,0.0,7.5,70.0,48.0,2023,3,23,23,3.58,297.0
-2.6000000000000227,17,,12,-2.6000000000000227,4.671,2,0.31,50.5148302,-84.81062,4.671,2023-03-23 23:18:13,2431.1,14.0,55.0,28.5,76.0,94.0,1.0,4.0,70.0,47.0,2023,3,23,23,3.58,297.0
-2.6000000000000227,17,,12,-2.6000000000000227,4.587,2,0.96,50.514812,-84.8106837,4.587,2023-03-23 23:18:14,2436.07,14.0,62.0,27.0,79.0,150.0,9.0,32.0,70.0,51.0,2023,3,23,23,3.58,297.0
-2.6000000000000227,17,,12,-2.6000000000000227,5.35,2,0.61,50.5147893,-84.8107566,5.35,2023-03-23 23:18:15,2441.65,14.0,66.0,25.5,82.0,178.0,17.0,60.0,70.0,56.0,2023,3,23,23,3.58,297.0
-2.6000000000000227,17,,12,-2.6000000000000227,5.157,2,0.0,50.514762,-84.8108203,5.157,2023-03-23 23:18:16,2446.77,14.0,68.0,23.0,79.0,179.0,22.0,77.0,70.0,60.0,2023,3,23,23,3.58,297.0
-2.6000000000000227,17,,12,-2.6000000000000227,4.544,2,0.0,50.5147392,-84.8108749,4.544,2023-03-23 23:18:17,2451.47,14.0,68.0,19.5,68.0,133.0,22.5,77.5,70.0,69.0,2023,3,23,23,3.58,297.0
-2.6000000000000227,17,,12,-2.6000000000000227,3.531,2,0.0,50.5147301,-84.8109386,3.531,2023-03-23 23:18:18,2455.71,14.0,64.0,16.0,57.5,86.0,23.0,78.0,71.0,84.0,2023,3,23,23,3.58,297.0
-2.3999999999999773,17,,12,-2.3999999999999773,2.701,2,0.07,50.514721,-84.8109841,2.701,2023-03-23 23:18:19,2458.69,14.0,54.0,12.5,46.5,51.0,24.0,78.5,71.0,99.0,2023,3,23,23,3.58,297.0
-2.1999999999999886,17,,12,-2.1999999999999886,1.969,2,0.29,50.514721,-84.8110114,1.969,2023-03-23 23:18:20,2460.38,14.0,42.0,9.0,35.5,30.0,24.5,79.0,71.0,53.0,2023,3,23,23,3.58,297.0
-2.0,17,,12,-2.0,4.632,2,0.0,50.5146846,-84.8111388,4.632,2023-03-23 23:18:26,2461.27,14.0,45.0,19.5,82.0,34.0,22.0,69.5,71.0,61.0,2023,3,23,23,3.58,297.0
-2.0,17,,12,-2.0,4.707,2,0.0,50.5146527,-84.8111935,4.707,2023-03-23 23:18:27,2465.6,14.0,61.0,30.5,98.5,233.0,29.5,90.0,71.0,56.0,2023,3,23,23,3.58,297.0
-2.0,17,,12,-2.0,5.207,2,0.0,50.5146254,-84.8112663,5.207,2023-03-23 23:18:28,2471.53,14.0,74.0,23.5,89.0,299.0,30.5,95.5,71.0,55.0,2023,3,23,23,3.58,297.0
-2.0,17,,12,-2.0,5.463,2,0.0,50.5145981,-84.8113391,5.463,2023-03-23 23:18:29,2477.09,14.0,84.0,23.5,88.0,321.0,27.0,95.5,72.0,61.0,2023,3,23,23,3.58,297.0
-2.0,17,,12,-2.0,5.593,2,0.0,50.5145708,-84.8114119,5.593,2023-03-23 23:18:30,2482.63,14.0,90.0,24.0,88.0,324.0,23.0,95.0,72.0,57.0,2023,3,23,23,3.58,297.0
-2.1999999999999886,17,,12,-2.1999999999999886,5.688,2,0.0,50.5145435,-84.8114847,5.688,2023-03-23 23:18:31,2488.46,14.0,87.0,25.5,90.0,292.0,22.5,94.0,72.0,52.0,2023,3,23,23,3.58,297.0
-2.1999999999999886,17,,12,-2.1999999999999886,5.917,2,0.0,50.5145162,-84.8115666,5.917,2023-03-23 23:18:32,2494.41,14.0,83.0,28.5,94.5,305.0,26.0,93.5,72.0,53.0,2023,3,23,23,3.58,297.0
-2.3999999999999773,17,,12,-2.3999999999999773,6.493,2,0.0,50.5144843,-84.8116486,6.493,2023-03-23 23:18:33,2501.19,14.0,84.0,31.5,99.0,334.0,29.5,92.5,73.0,60.0,2023,3,23,23,3.58,297.0
-2.6000000000000227,17,,12,-2.6000000000000227,6.612,2,0.0,50.5144525,-84.8117305,6.612,2023-03-23 23:18:34,2507.86,14.0,88.0,32.5,99.5,363.0,30.0,92.5,73.0,52.0,2023,3,23,23,3.58,297.0
-2.8000000000000114,17,,12,-2.8000000000000114,6.975,2,0.0,50.5144161,-84.8118306,6.975,2023-03-23 23:18:35,2514.95,14.0,92.0,30.0,96.0,387.0,29.5,93.5,74.0,51.0,2023,3,23,23,3.58,297.0
-3.0,17,,12,-3.0,7.351,2,0.0,50.5143797,-84.8119216,7.351,2023-03-23 23:18:36,2522.4,14.0,95.0,23.5,88.5,315.0,27.5,95.0,74.0,52.0,2023,3,23,23,3.58,297.0
-3.0,17,,12,-3.0,7.247,2,0.0,50.5143478,-84.8120127,7.247,2023-03-23 23:18:37,2529.49,14.0,96.0,23.0,81.5,293.0,24.5,89.5,74.0,53.0,2023,3,23,23,3.58,297.0
-3.0,17,,12,-3.0,7.611,2,0.0,50.5143114,-84.8121128,7.611,2023-03-23 23:18:38,2537.27,14.0,97.0,25.0,87.5,301.0,23.5,86.0,74.0,51.0,2023,3,23,23,3.58,297.0
-2.8000000000000114,17,,12,-2.8000000000000114,8.063,2,0.0,50.5142704,-84.8122311,8.063,2023-03-23 23:18:39,2545.72,14.0,98.0,26.5,94.5,342.0,24.5,89.5,75.0,50.0,2023,3,23,23,3.58,297.0
-2.8000000000000114,17,,12,-2.8000000000000114,8.071,2,0.0,50.514234,-84.8123403,8.071,2023-03-23 23:18:40,2553.96,14.0,100.0,28.5,97.0,380.0,28.0,96.0,75.0,48.0,2023,3,23,23,3.58,297.0
-2.8000000000000114,17,,12,-2.8000000000000114,8.542,2,0.0,50.5141931,-84.8124405,8.542,2023-03-23 23:18:41,2562.41,14.0,102.0,31.5,93.5,418.0,30.0,94.5,76.0,50.0,2023,3,23,23,3.58,297.0
-3.0,17,,12,-3.0,9.183,2,0.0,50.5141476,-84.8125588,9.183,2023-03-23 23:18:42,2571.53,14.0,99.0,35.0,99.5,580.0,20.5,73.0,76.0,55.0,2023,3,23,23,3.58,297.0
-3.0,17,,12,-3.0,9.444,2,0.0,50.514102,-84.8126862,9.444,2023-03-23 23:18:43,2581.4,14.0,104.0,36.5,100.0,691.0,31.5,93.0,77.0,52.0,2023,3,23,23,3.58,297.0
-2.8000000000000114,17,,12,-2.8000000000000114,9.634,2,0.0,50.514052,-84.8128137,9.634,2023-03-23 23:18:44,2591.4,14.0,104.0,28.0,84.5,672.0,35.5,100.0,78.0,42.0,2023,3,23,23,3.58,297.0
-2.6000000000000227,17,,12,-2.6000000000000227,9.478,2,0.0,50.514011,-84.8129411,9.478,2023-03-23 23:18:45,2601.22,14.0,94.0,19.0,65.0,501.0,30.0,89.0,78.0,48.0,2023,3,23,23,3.58,297.0
-2.3999999999999773,17,,12,-2.3999999999999773,9.177,2,0.0,50.5139655,-84.8130685,9.177,2023-03-23 23:18:46,2610.76,14.0,71.0,15.0,53.0,443.0,19.5,67.5,78.0,51.0,2023,3,23,23,3.58,297.0
-2.1999999999999886,17,,12,-2.1999999999999886,8.972,2,0.0,50.51392,-84.8131959,8.972,2023-03-23 23:18:47,2619.96,14.0,48.0,16.5,57.0,385.0,18.5,65.0,78.0,42.0,2023,3,23,23,3.58,297.0
-2.0,17,,12,-2.0,8.692,2,0.0,50.513879,-84.8133143,8.692,2023-03-23 23:18:48,2629.26,14.0,25.0,17.5,61.0,326.0,17.5,62.0,78.0,34.0,2023,3,23,23,3.58,297.0
-2.0,17,,12,-2.0,8.358,2,0.0,50.5138381,-84.8134326,8.358,2023-03-23 23:18:49,2638.42,14.0,1.0,19.0,65.0,0.0,16.5,59.5,78.0,25.0,2023,3,23,23,3.58,297.0
-2.0,17,,12,-2.0,7.734,2,0.0,50.5138062,-84.8135509,7.734,2023-03-23 23:18:50,2647.02,14.0,0.0,20.0,69.0,0.0,15.5,57.0,78.0,16.0,2023,3,23,23,3.58,297.0
-2.0,17,,12,-2.0,8.043,2,0.0,50.5137653,-84.8136693,8.043,2023-03-23 23:18:51,2655.59,14.0,66.0,21.0,73.0,12.0,14.5,54.5,78.0,7.0,2023,3,23,23,3.58,297.0
-2.0,17,,12,-2.0,8.106,2,0.0,50.5137243,-84.8137785,8.106,2023-03-23 23:18:52,2664.03,14.0,91.0,22.5,77.0,69.0,13.5,51.5,78.0,7.0,2023,3,23,23,3.58,297.0
-2.0,17,,12,-2.0,8.191,2,0.0,50.5136788,-84.8138786,8.191,2023-03-23 23:18:53,2672.48,14.0,87.0,27.0,88.0,151.0,13.5,51.5,78.0,44.0,2023,3,23,23,3.58,297.0
-2.1999999999999886,17,,12,-2.1999999999999886,8.632,2,0.0,50.5136378,-84.8139969,8.632,2023-03-23 23:18:54,2681.4,13.0,92.0,30.0,96.0,264.0,24.5,75.5,79.0,62.0,2023,3,23,23,3.58,297.0
-2.1999999999999886,17,,12,-2.1999999999999886,8.791,2,0.0,50.5135832,-84.8141062,8.791,2023-03-23 23:18:55,2690.52,13.0,95.0,28.0,93.5,382.0,33.0,96.5,79.0,67.0,2023,3,23,23,3.58,297.0
-2.1999999999999886,17,,12,-2.1999999999999886,8.595,2,0.0,50.5135332,-84.8142154,8.595,2023-03-23 23:18:56,2699.38,13.0,98.0,22.5,84.0,458.0,32.5,98.0,80.0,66.0,2023,3,23,23,3.58,297.0
-2.0,17,,12,-2.0,7.19,2,0.0,50.513474,-84.8143064,7.19,2023-03-23 23:18:57,2707.5,13.0,79.0,26.5,92.0,411.0,28.5,91.0,80.0,66.0,2023,3,23,23,3.58,297.0
-2.0,17,,12,-2.0,5.829,2,0.0,50.5134148,-84.814361,5.829,2023-03-23 23:18:58,2714.03,13.0,58.0,28.5,93.0,360.0,29.5,92.5,80.0,65.0,2023,3,23,23,3.58,297.0
-1.8000000000000114,17,,12,-1.8000000000000114,5.786,2,0.0,50.5133557,-84.8143792,5.786,2023-03-23 23:18:59,2720.05,13.0,38.0,30.5,93.5,308.0,30.5,94.0,80.0,64.0,2023,3,23,23,3.58,297.0
-1.8000000000000114,17,,12,-1.8000000000000114,5.868,2,0.0,50.5132919,-84.8143792,5.868,2023-03-23 23:19:00,2725.98,13.0,30.0,33.0,94.0,245.0,31.5,96.0,81.0,63.0,2023,3,23,23,3.58,297.0
-1.8000000000000114,17,,12,-1.8000000000000114,6.743,2,0.0,50.5132237,-84.8143519,6.743,2023-03-23 23:19:01,2732.49,13.0,69.0,33.5,95.0,237.0,27.0,98.0,81.0,62.0,2023,3,23,23,3.58,297.0
-1.8000000000000114,17,,12,-1.8000000000000114,6.844,2,0.0,50.5131463,-84.8143246,6.844,2023-03-23 23:19:02,2739.68,13.0,79.0,29.0,98.5,249.0,1.0,100.0,81.0,60.0,2023,3,23,23,3.58,297.0
-2.0,17,,12,-2.0,7.178,2,0.0,50.5130735,-84.8142973,7.178,2023-03-23 23:19:03,2747.06,13.0,87.0,26.5,92.0,305.0,9.5,95.0,81.0,57.0,2023,3,23,23,3.58,297.0
-2.0,17,,12,-2.0,7.237,2,0.0,50.5129961,-84.8142609,7.237,2023-03-23 23:19:04,2754.54,13.0,90.0,23.5,85.5,314.0,19.5,89.5,82.0,49.0,2023,3,23,23,3.58,297.0
-2.0,17,,12,-2.0,6.97,2,0.0,50.5129279,-84.8142245,6.97,2023-03-23 23:19:05,2761.71,13.0,90.0,23.5,85.0,312.0,24.5,88.5,82.0,54.0,2023,3,23,23,3.58,297.0
-2.0,17,,12,-2.0,7.524,2,0.0,50.5128414,-84.8141881,7.524,2023-03-23 23:19:06,2769.77,13.0,89.0,26.0,90.5,295.0,23.5,91.5,82.0,59.0,2023,3,23,23,3.58,297.0
-2.1999999999999886,17,,12,-2.1999999999999886,7.802,2,0.0,50.512764,-84.8141517,7.802,2023-03-23 23:19:07,2777.52,13.0,89.0,24.0,90.5,293.0,26.0,89.5,83.0,53.0,2023,3,23,23,3.58,297.0
-2.1999999999999886,17,,12,-2.1999999999999886,7.848,2,0.0,50.5126775,-84.8141153,7.848,2023-03-23 23:19:08,2785.9,13.0,91.0,20.0,78.0,293.0,25.5,93.5,83.0,48.0,2023,3,23,23,3.58,297.0
-2.0,17,,12,-2.0,8.085,2,0.0,50.5125956,-84.8140698,8.085,2023-03-23 23:19:09,2794.09,13.0,92.0,26.0,89.0,293.0,24.0,90.0,83.0,56.0,2023,3,23,23,3.58,297.0
-2.1999999999999886,17,,12,-2.1999999999999886,8.007,2,0.0,50.5125137,-84.8140334,8.007,2023-03-23 23:19:10,2802.22,13.0,94.0,27.5,93.0,293.0,24.5,91.5,84.0,53.0,2023,3,23,23,3.58,297.0
-2.1999999999999886,17,,12,-2.1999999999999886,8.12,2,0.0,50.5124318,-84.8139878,8.12,2023-03-23 23:19:11,2810.73,13.0,95.0,20.5,80.5,289.0,27.5,96.5,84.0,48.0,2023,3,23,23,3.58,297.0
-2.0,17,,12,-2.0,8.005,2,0.0,50.5123408,-84.8139514,8.005,2023-03-23 23:19:12,2819.41,13.0,94.0,16.5,69.5,221.0,23.0,84.0,84.0,47.0,2023,3,23,23,3.58,297.0
-2.0,17,,12,-2.0,7.797,2,0.0,50.5122588,-84.8138968,7.797,2023-03-23 23:19:13,2827.59,13.0,89.0,18.0,70.0,196.0,21.5,80.5,84.0,49.0,2023,3,23,23,3.58,297.0
-2.0,17,,12,-2.0,7.483,2,0.0,50.512186,-84.8138422,7.483,2023-03-23 23:19:14,2835.55,13.0,62.0,20.5,74.0,185.0,21.5,80.0,84.0,52.0,2023,3,23,23,3.58,297.0
-2.0,17,,12,-2.0,7.084,2,0.0,50.5121132,-84.8137967,7.084,2023-03-23 23:19:15,2843.05,13.0,35.0,21.5,77.5,174.0,21.5,79.0,84.0,53.0,2023,3,23,23,3.58,297.0
-2.0,17,,12,-2.0,5.942,2,0.0,50.512054,-84.8137512,5.942,2023-03-23 23:19:16,2849.69,13.0,7.0,22.5,81.0,163.0,21.5,78.0,84.0,54.0,2023,3,23,23,3.58,297.0
-1.8000000000000114,17,,12,-1.8000000000000114,4.411,2,0.0,50.5120085,-84.8137057,4.411,2023-03-23 23:19:17,2854.75,13.0,0.0,23.5,85.0,0.0,21.5,77.0,84.0,54.0,2023,3,23,23,3.58,297.0
-1.8000000000000114,17,,12,-1.8000000000000114,3.852,2,0.0,50.5119721,-84.8136875,3.852,2023-03-23 23:19:18,2858.69,13.0,0.0,25.0,88.5,0.0,21.5,76.0,84.0,55.0,2023,3,23,23,3.58,297.0
-1.6000000000000227,17,,12,-1.6000000000000227,3.575,2,0.0,50.5119494,-84.8137239,3.575,2023-03-23 23:19:19,2861.94,13.0,0.0,26.0,92.0,0.0,21.5,75.0,84.0,55.0,2023,3,23,23,3.58,297.0
-1.6000000000000227,17,,12,-1.6000000000000227,5.444,2,0.0,50.5119221,-84.8137967,5.444,2023-03-23 23:19:20,2867.32,13.0,82.0,27.0,95.5,160.0,21.5,74.0,84.0,56.0,2023,3,23,23,3.58,297.0
-1.6000000000000227,17,,12,-1.6000000000000227,6.775,2,0.0,50.5118811,-84.8138786,6.775,2023-03-23 23:19:21,2874.33,13.0,84.0,28.0,99.0,265.0,21.5,73.0,85.0,56.0,2023,3,23,23,3.58,297.0
-1.6000000000000227,17,,12,-1.6000000000000227,7.333,3,0.0,50.5118401,-84.8139696,7.333,2023-03-23 23:19:22,2882.16,13.0,87.0,26.5,94.0,314.0,25.0,83.0,85.0,55.0,2023,3,23,23,3.58,297.0
-1.6000000000000227,17,,12,-1.6000000000000227,7.047,3,0.0,50.5117946,-84.8140698,7.047,2023-03-23 23:19:23,2889.85,13.0,90.0,25.0,88.5,301.0,28.5,93.0,85.0,56.0,2023,3,23,23,3.58,297.0
-1.8000000000000114,17,,12,-1.8000000000000114,6.674,3,0.0,50.5117491,-84.8141608,6.674,2023-03-23 23:19:24,2897.44,13.0,93.0,26.5,91.0,291.0,28.5,96.5,86.0,57.0,2023,3,23,23,3.58,297.0
-2.0,17,,12,-2.0,7.14,3,0.0,50.5117218,-84.8142518,7.14,2023-03-23 23:19:25,2904.41,13.0,93.0,29.0,97.5,295.0,25.0,93.0,86.0,57.0,2023,3,23,23,3.58,297.0
-2.0,17,,12,-2.0,6.311,3,0.0,50.5117036,-84.8143337,6.311,2023-03-23 23:19:26,2910.43,13.0,89.0,26.5,92.0,254.0,25.5,92.0,86.0,57.0,2023,3,23,23,3.58,297.0
-2.1999999999999886,17,,12,-2.1999999999999886,5.757,3,0.0,50.5117036,-84.8144156,5.757,2023-03-23 23:19:27,2915.92,13.0,72.0,24.0,86.0,212.0,26.0,90.5,86.0,55.0,2023,3,23,23,3.58,297.0
-2.1999999999999886,17,,12,-2.1999999999999886,6.143,3,0.0,50.5117355,-84.8144885,6.143,2023-03-23 23:19:28,2922.27,13.0,48.0,21.5,80.0,165.0,26.5,89.0,86.0,66.0,2023,3,23,23,3.58,297.0
-2.0,17,,12,-2.0,6.512,3,0.0,50.5117582,-84.8145795,6.512,2023-03-23 23:19:29,2928.82,13.0,24.0,22.0,79.5,119.0,25.5,86.0,86.0,77.0,2023,3,23,23,3.58,297.0
-2.0,17,,12,-2.0,7.153,3,0.0,50.5117673,-84.8146887,7.153,2023-03-23 23:19:30,2936.36,13.0,0.0,25.5,84.5,0.0,23.5,81.0,86.0,89.0,2023,3,23,23,3.58,297.0
-1.8000000000000114,17,,12,-1.8000000000000114,6.493,3,0.0,50.511781,-84.8147797,6.493,2023-03-23 23:19:31,2942.56,13.0,19.0,29.5,89.5,5.0,21.0,76.5,86.0,100.0,2023,3,23,23,3.58,297.0
-1.8000000000000114,17,,12,-1.8000000000000114,7.259,3,0.0,50.5118083,-84.8148799,7.259,2023-03-23 23:19:32,2950.09,13.0,42.0,28.0,86.5,9.0,14.5,74.0,86.0,94.0,2023,3,23,23,3.58,297.0
-1.8000000000000114,17,,12,-1.8000000000000114,7.6,3,0.0,50.5118265,-84.8149891,7.6,2023-03-23 23:19:33,2957.77,13.0,62.0,24.5,80.0,60.0,6.5,72.5,86.0,89.0,2023,3,23,23,3.58,297.0
-1.6000000000000227,17,,12,-1.6000000000000227,7.265,3,0.0,50.5118401,-84.8150892,7.265,2023-03-23 23:19:34,2964.92,13.0,70.0,23.5,79.0,73.0,3.0,71.5,86.0,78.0,2023,3,23,23,3.58,297.0
-1.6000000000000227,17,,12,-1.6000000000000227,6.464,3,0.0,50.5118447,-84.8151802,6.464,2023-03-23 23:19:35,2971.16,13.0,76.0,29.5,96.0,196.0,16.5,70.0,87.0,64.0,2023,3,23,23,3.58,297.0
-1.6000000000000227,17,,12,-1.6000000000000227,5.832,3,0.0,50.5118538,-84.8152622,5.832,2023-03-23 23:19:36,2976.75,13.0,79.0,32.5,97.0,235.0,16.5,70.0,87.0,60.0,2023,3,23,23,3.58,297.0
-1.3999999999999773,17,,12,-1.3999999999999773,5.864,3,0.0,50.5118447,-84.8153441,5.864,2023-03-23 23:19:37,2982.58,13.0,81.0,31.5,96.0,263.0,17.0,69.5,87.0,57.0,2023,3,23,23,3.58,297.0
-1.3999999999999773,17,,12,-1.3999999999999773,6.741,3,0.0,50.5118447,-84.8154442,6.741,2023-03-23 23:19:38,2989.7,13.0,83.0,30.0,93.5,261.0,17.0,69.0,87.0,54.0,2023,3,23,23,3.58,297.0
-1.3999999999999773,17,,12,-1.3999999999999773,7.993,3,0.0,50.511872,-84.8155534,7.993,2023-03-23 23:19:39,2998.06,13.0,83.0,28.5,91.5,217.0,17.5,68.5,88.0,53.0,2023,3,23,23,3.58,297.0
