cadence,calories,power,timestamp,altitude,ascent,descent,distance,enhanced_altitude,enhanced_speed,gps_accuracy,grade,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,position_lat,position_long,right_pedal_smoothness,right_torque_effectiveness,speed,temperature,battery_soc,year,month,day,hour,wind_speed,wind_direction
73.0,88,135.0,2023-02-11 00:16:57,38.39999999999998,25.0,19.0,2733.41,38.39999999999998,4.412,2.0,0.0,24.5,51.0,76.5,50.527587,-84.85144,17.0,85.0,4.412,9.0,,2023,2,11,0,2.39,237.0
72.0,88,136.0,2023-02-11 00:16:58,38.39999999999998,25.0,19.0,2738.3,38.39999999999998,4.835,2.0,0.0,24.0,47.0,78.5,50.52758,-84.8513695,25.0,77.5,4.835,9.0,,2023,2,11,0,2.39,237.0
76.0,88,167.0,2023-02-11 00:16:59,38.39999999999998,25.0,19.0,2743.57,38.39999999999998,5.103,2.0,0.0,23.5,50.0,82.0,50.5275779,-84.8512897,24.5,79.5,5.103,9.0,,2023,2,11,0,2.39,237.0
82.0,88,180.0,2023-02-11 00:17:00,38.39999999999998,25.0,19.0,2747.85,38.39999999999998,5.317,2.0,0.0,24.0,52.0,78.5,50.5275728,-84.8512301,25.5,85.5,5.317,9.0,,2023,2,11,0,2.39,237.0
90.0,88,190.0,2023-02-11 00:17:01,38.39999999999998,25.0,19.0,2753.82,38.39999999999998,5.654,2.0,0.0,24.0,47.0,77.5,50.5275603,-84.8511469,26.5,87.5,5.654,9.0,,2023,2,11,0,2.39,237.0
90.0,89,204.0,2023-02-11 00:17:02,38.39999999999998,25.0,19.0,2760.69,38.39999999999998,5.939,2.0,0.0,24.0,56.0,76.0,50.5275448,-84.8510468,27.0,89.5,5.939,9.0,,2023,2,11,0,2.39,237.0
88.0,89,238.0,2023-02-11 00:17:03,38.39999999999998,25.0,19.0,2766.92,38.39999999999998,6.283,2.0,0.0,24.0,51.0,75.0,50.5275346,-84.8509561,28.0,91.5,6.283,9.0,,2023,2,11,0,2.39,237.0
89.0,89,209.0,2023-02-11 00:17:04,38.39999999999998,25.0,19.0,2773.27,38.39999999999998,6.177,2.0,0.0,23.5,41.0,73.0,50.5275186,-84.8508648,28.0,92.0,6.177,9.0,,2023,2,11,0,2.39,237.0
89.0,89,174.0,2023-02-11 00:17:05,38.39999999999998,25.0,19.0,2779.28,38.39999999999998,5.754,2.0,0.0,18.5,41.0,62.5,50.5275004,-84.8507878,21.0,76.5,5.754,9.0,,2023,2,11,0,2.39,237.0
85.0,89,141.0,2023-02-11 00:17:06,38.39999999999998,25.0,19.0,2785.11,38.39999999999998,5.787,2.0,0.0,18.0,41.0,64.0,50.5274856,-84.8507075,20.0,73.5,5.787,9.0,,2023,2,11,0,2.39,237.0
86.0,89,150.0,2023-02-11 00:17:07,38.39999999999998,25.0,19.0,2791.11,38.39999999999998,6.177,2.0,0.0,18.5,48.0,67.5,50.5274754,-84.8506191,19.5,72.5,6.177,9.0,,2023,2,11,0,2.39,237.0
87.0,90,164.0,2023-02-11 00:17:08,38.60000000000002,25.0,19.0,2797.47,38.60000000000002,6.205,2.0,0.0,19.5,53.0,70.5,50.5274663,-84.8505274,19.5,72.0,6.205,9.0,,2023,2,11,0,2.39,237.0
88.0,90,165.0,2023-02-11 00:17:09,38.60000000000002,25.0,19.0,2803.88,38.60000000000002,6.243,2.0,0.0,19.5,48.0,70.5,50.5274572,-84.850437,19.5,74.0,6.243,9.0,,2023,2,11,0,2.39,237.0
89.0,90,162.0,2023-02-11 00:17:10,38.60000000000002,25.0,19.0,2810.1,38.60000000000002,6.252,2.0,0.0,14.0,28.0,50.0,50.5274481,-84.8503461,21.0,72.0,6.252,9.0,,2023,2,11,0,2.39,237.0
89.0,90,149.0,2023-02-11 00:17:11,38.60000000000002,25.0,19.0,2816.47,38.60000000000002,6.27,2.0,0.0,15.5,43.0,57.5,50.527439,-84.8502544,21.5,75.5,6.27,9.0,,2023,2,11,0,2.39,237.0
90.0,90,155.0,2023-02-11 00:17:12,38.60000000000002,25.0,19.0,2822.92,38.60000000000002,6.366,2.0,0.0,18.0,47.0,65.0,50.5274265,-84.8501642,21.5,74.0,6.366,9.0,,2023,2,11,0,2.39,237.0
91.0,90,151.0,2023-02-11 00:17:13,38.60000000000002,25.0,19.0,2829.5,38.60000000000002,6.406,2.0,0.0,19.5,50.0,69.0,50.5274128,-84.8500658,20.0,69.0,6.406,9.0,,2023,2,11,0,2.39,237.0
93.0,91,184.0,2023-02-11 00:17:14,38.60000000000002,25.0,19.0,2836.21,38.60000000000002,6.564,2.0,0.0,21.0,53.0,73.5,50.5274026,-84.8499733,19.0,65.0,6.564,9.0,,2023,2,11,0,2.39,237.0
90.0,91,196.0,2023-02-11 00:17:15,38.60000000000002,25.0,19.0,2843.16,38.60000000000002,6.826,2.0,0.0,23.5,55.0,82.5,50.5273901,-84.8498753,21.0,71.5,6.826,9.0,,2023,2,11,0,2.39,237.0
88.0,91,198.0,2023-02-11 00:17:16,38.60000000000002,25.0,19.0,2850.38,38.60000000000002,7.068,2.0,0.0,24.5,54.0,84.0,50.5273764,-84.8497675,21.0,75.5,7.068,9.0,,2023,2,11,0,2.39,237.0
90.0,91,214.0,2023-02-11 00:17:17,38.60000000000002,25.0,19.0,2857.81,38.60000000000002,7.206,2.0,0.0,26.5,53.0,89.5,50.5273626,-84.8496646,22.5,80.5,7.206,9.0,,2023,2,11,0,2.39,237.0
91.0,91,210.0,2023-02-11 00:17:18,38.60000000000002,25.0,19.0,2865.33,38.60000000000002,7.348,2.0,0.0,26.5,53.0,89.5,50.5273455,-84.8495576,24.0,82.0,7.348,9.0,,2023,2,11,0,2.39,237.0
93.0,92,203.0,2023-02-11 00:17:19,38.799999999999955,25.0,19.0,2872.94,38.799999999999955,7.448,2.0,0.0,21.5,52.0,75.0,50.5273308,-84.8494485,23.0,77.0,7.448,9.0,,2023,2,11,0,2.39,237.0
94.0,92,195.0,2023-02-11 00:17:20,38.60000000000002,25.0,19.0,2880.49,38.60000000000002,7.457,2.0,0.0,18.5,51.0,67.5,50.5273171,-84.8493392,21.0,75.0,7.457,9.0,,2023,2,11,0,2.39,237.0
94.0,92,170.0,2023-02-11 00:17:21,38.60000000000002,25.0,19.0,2888.05,38.60000000000002,7.473,2.0,0.0,20.5,50.0,71.5,50.5273036,-84.8492311,20.0,71.5,7.473,9.0,,2023,2,11,0,2.39,237.0
94.0,92,178.0,2023-02-11 00:17:22,38.60000000000002,25.0,19.0,2895.77,38.60000000000002,7.494,2.0,0.0,23.5,49.0,80.5,50.5272933,-84.8491208,20.0,70.5,7.494,9.0,,2023,2,11,0,2.39,237.0
95.0,92,177.0,2023-02-11 00:17:23,38.799999999999955,25.0,19.0,2903.42,38.799999999999955,7.589,2.0,0.0,24.0,48.0,82.0,50.5272807,-84.8490115,20.0,71.0,7.589,9.0,,2023,2,11,0,2.39,237.0
95.0,93,164.0,2023-02-11 00:17:24,38.799999999999955,25.0,19.0,2910.97,38.799999999999955,7.484,2.0,0.0,20.0,47.0,68.0,50.5272671,-84.8489024,20.0,71.5,7.484,9.0,,2023,2,11,0,2.39,237.0
91.0,93,170.0,2023-02-11 00:17:25,38.799999999999955,25.0,19.0,2918.49,38.799999999999955,7.541,2.0,0.0,17.0,47.0,54.0,50.5272536,-84.8487943,19.5,68.5,7.541,9.0,,2023,2,11,0,2.39,237.0
90.0,93,184.0,2023-02-11 00:17:26,38.799999999999955,25.0,19.0,2926.35,38.799999999999955,7.705,2.0,0.0,18.5,51.0,62.0,50.5272432,-84.8486833,21.0,73.5,7.705,9.0,,2023,2,11,0,2.39,237.0
91.0,93,204.0,2023-02-11 00:17:27,38.799999999999955,25.0,19.0,2934.17,38.799999999999955,7.852,2.0,0.0,21.5,51.0,73.5,50.5272307,-84.8485751,22.5,79.5,7.852,9.0,,2023,2,11,0,2.39,237.0
89.0,93,238.0,2023-02-11 00:17:28,39.0,25.0,19.0,2942.03,39.0,7.665,2.0,0.0,21.5,49.0,77.0,50.5272136,-84.8484588,22.5,81.5,7.665,9.0,,2023,2,11,0,2.39,237.0
64.0,93,175.0,2023-02-11 00:17:29,39.0,25.0,19.0,2949.64,39.0,7.485,2.0,0.0,17.5,48.0,69.0,50.5271953,-84.8483541,21.0,77.5,7.485,9.0,,2023,2,11,0,2.39,237.0
40.0,93,112.0,2023-02-11 00:17:30,39.0,25.0,19.0,2956.96,39.0,7.183,2.0,0.0,18.0,49.0,70.0,50.5271773,-84.8482547,21.5,78.0,7.183,9.0,,2023,2,11,0,2.39,237.0
15.0,93,49.0,2023-02-11 00:17:31,39.0,25.0,19.0,2964.26,39.0,7.205,2.0,0.0,18.0,51.0,70.5,50.5271625,-84.8481474,21.5,79.0,7.205,9.0,,2023,2,11,0,2.39,237.0
0.0,93,0.0,2023-02-11 00:17:32,39.0,25.0,19.0,2971.35,39.0,6.858,2.0,0.0,18.5,52.0,71.5,50.5271487,-84.8480445,22.0,79.5,6.858,9.0,,2023,2,11,0,2.39,237.0
0.0,93,0.0,2023-02-11 00:17:33,39.200000000000045,25.0,19.0,2978.31,39.200000000000045,6.868,2.0,0.0,19.0,53.0,72.5,50.5271353,-84.8479461,22.0,80.0,6.868,9.0,,2023,2,11,0,2.39,237.0
0.0,93,0.0,2023-02-11 00:17:34,39.200000000000045,25.0,19.0,2985.22,39.200000000000045,6.601,2.0,0.0,19.5,54.0,73.0,50.527125,-84.8478456,22.5,80.5,6.601,9.0,,2023,2,11,0,2.39,237.0
0.0,93,0.0,2023-02-11 00:17:35,39.200000000000045,25.0,19.0,2991.1,39.200000000000045,5.414,2.0,0.0,19.5,55.0,74.0,50.5271125,-84.8477662,22.5,81.5,5.414,9.0,,2023,2,11,0,2.39,237.0
0.0,93,0.0,2023-02-11 00:17:36,39.39999999999998,25.0,19.0,2995.92,39.39999999999998,4.028,2.0,0.0,20.0,56.0,75.0,50.5271022,-84.8476995,23.0,82.0,4.028,9.0,,2023,2,11,0,2.39,237.0
0.0,93,0.0,2023-02-11 00:17:37,39.39999999999998,25.0,19.0,2999.23,39.39999999999998,2.725,2.0,0.0,20.5,57.0,75.5,50.5270931,-84.8476496,23.0,82.5,2.725,9.0,,2023,2,11,0,2.39,237.0
0.0,93,0.0,2023-02-11 00:17:38,39.39999999999998,25.0,19.0,3001.53,39.39999999999998,1.758,2.0,0.0,20.5,58.0,76.5,50.5270909,-84.8476179,23.5,83.5,1.758,9.0,,2023,2,11,0,2.39,237.0
0.0,93,0.0,2023-02-11 00:17:39,39.60000000000002,25.0,19.0,3002.96,39.60000000000002,1.117,2.0,0.0,21.0,59.0,77.5,50.5270875,-84.8475978,23.5,84.0,1.117,9.0,,2023,2,11,0,2.39,237.0
0.0,93,0.0,2023-02-11 00:17:43,39.60000000000002,25.0,19.0,3003.98,39.60000000000002,1.848,2.0,0.0,22.5,63.0,80.5,50.5270829,-84.8475405,24.5,86.5,1.848,9.0,,2023,2,11,0,2.39,237.0
0.0,93,0.0,2023-02-11 00:17:44,39.799999999999955,25.0,19.0,3006.26,39.799999999999955,3.195,2.0,0.0,22.5,64.0,81.5,50.5270784,-84.8474953,25.0,87.0,3.195,9.0,,2023,2,11,0,2.39,237.0
6.0,93,5.0,2023-02-11 00:17:45,39.799999999999955,25.0,19.0,3009.77,39.799999999999955,3.667,2.0,0.0,23.0,66.0,82.0,50.5270738,-84.8474492,25.5,87.5,3.667,9.0,,2023,2,11,0,2.39,237.0
23.0,93,17.0,2023-02-11 00:17:46,39.60000000000002,25.0,19.0,3013.89,39.60000000000002,4.375,2.0,0.0,23.5,67.0,83.0,50.5270657,-84.8473892,25.5,88.5,4.375,9.0,,2023,2,11,0,2.39,237.0
39.0,94,137.0,2023-02-11 00:17:47,39.60000000000002,25.0,19.0,3018.68,39.60000000000002,4.975,2.0,0.0,23.5,59.0,84.0,50.5270601,-84.8473186,26.0,89.0,4.975,9.0,,2023,2,11,0,2.39,237.0
54.0,94,244.0,2023-02-11 00:17:48,39.799999999999955,25.0,19.0,3023.89,39.799999999999955,5.498,2.0,0.0,24.0,51.0,84.5,50.5270556,-84.8472467,25.5,88.5,5.498,9.0,,2023,2,11,0,2.39,237.0
60.0,94,274.0,2023-02-11 00:17:49,39.799999999999955,25.0,19.0,3029.64,39.799999999999955,5.951,2.0,0.0,22.5,52.0,83.0,50.5270477,-84.8471612,22.5,82.5,5.951,9.0,,2023,2,11,0,2.39,237.0
68.0,94,280.0,2023-02-11 00:17:50,39.799999999999955,25.0,19.0,3035.64,39.799999999999955,6.053,2.0,0.0,23.0,55.0,79.5,50.527035,-84.847076,21.0,78.5,6.053,9.0,,2023,2,11,0,2.39,237.0
74.0,95,270.0,2023-02-11 00:17:51,39.60000000000002,25.0,19.0,3041.9,39.60000000000002,6.586,2.0,0.0,21.0,41.0,77.5,50.5270249,-84.8469873,21.5,78.5,6.586,9.0,,2023,2,11,0,2.39,237.0
77.0,95,204.0,2023-02-11 00:17:52,39.60000000000002,25.0,19.0,3048.63,39.60000000000002,6.979,2.0,0.0,18.5,39.0,77.5,50.5270123,-84.8468892,22.5,80.5,6.979,9.0,,2023,2,11,0,2.39,237.0
81.0,95,187.0,2023-02-11 00:17:53,39.39999999999998,25.0,19.0,3055.62,39.39999999999998,7.245,2.0,0.0,17.5,43.0,78.5,50.5270055,-84.8467889,22.5,84.5,7.245,9.0,,2023,2,11,0,2.39,237.0
84.0,95,196.0,2023-02-11 00:17:54,39.200000000000045,25.0,19.0,3063.06,39.200000000000045,7.597,2.0,0.0,19.0,45.0,81.0,50.5269976,-84.8466822,24.0,86.0,7.597,9.0,,2023,2,11,0,2.39,237.0
92.0,96,220.0,2023-02-11 00:17:55,39.0,25.0,19.0,3070.75,39.0,8.008,2.0,0.0,21.0,35.0,83.0,50.526985,-84.8465733,25.5,88.0,8.008,9.0,,2023,2,11,0,2.39,237.0
94.0,96,237.0,2023-02-11 00:17:56,38.799999999999955,25.0,19.0,3079.05,38.799999999999955,8.337,2.0,0.0,23.5,26.0,77.0,50.5269712,-84.8464557,26.0,88.5,8.337,9.0,,2023,2,11,0,2.39,237.0
92.0,96,242.0,2023-02-11 00:17:57,38.60000000000002,25.0,19.0,3087.51,38.60000000000002,8.391,2.0,0.0,21.5,29.0,62.5,50.5269575,-84.8463371,24.5,84.5,8.391,9.0,,2023,2,11,0,2.39,237.0
68.0,96,179.0,2023-02-11 00:17:58,38.39999999999998,25.0,19.0,3096.13,38.39999999999998,8.468,2.0,-0.12,12.5,,42.5,50.5269404,-84.8462119,21.0,74.5,8.468,8.0,,2023,2,11,0,2.39,237.0
44.0,96,116.0,2023-02-11 00:17:59,38.0,25.0,20.0,3104.61,38.0,8.501,2.0,-1.9,,,,50.5269258,-84.8460921,,,8.501,8.0,,2023,2,11,0,2.39,237.0
20.0,96,54.0,2023-02-11 00:18:00,37.799999999999955,25.0,20.0,3112.87,37.799999999999955,8.339,2.0,-2.09,,,,50.526909,-84.8459764,,,8.339,8.0,,2023,2,11,0,2.39,237.0
0.0,96,0.0,2023-02-11 00:18:01,37.60000000000002,25.0,21.0,3121.43,37.60000000000002,8.558,2.0,-2.23,,,,50.5268908,-84.8458508,,,8.558,8.0,,2023,2,11,0,2.39,237.0
0.0,96,0.0,2023-02-11 00:18:02,37.39999999999998,25.0,21.0,3130.0,37.39999999999998,8.464,2.0,-2.39,,,,50.5268725,-84.8457298,,,8.464,8.0,,2023,2,11,0,2.39,237.0
0.0,96,0.0,2023-02-11 00:18:03,37.0,25.0,21.0,3138.64,37.0,8.567,2.0,-2.53,,,,50.5268541,-84.8456104,,,8.567,8.0,,2023,2,11,0,2.39,237.0
0.0,96,0.0,2023-02-11 00:18:04,36.799999999999955,25.0,21.0,3147.33,36.799999999999955,8.604,2.0,-2.72,,,,50.5268392,-84.8454839,,,8.604,8.0,,2023,2,11,0,2.39,237.0
0.0,96,0.0,2023-02-11 00:18:05,36.60000000000002,25.0,22.0,3155.8,36.60000000000002,8.581,2.0,-2.88,,,,50.5268258,-84.8453583,,,8.581,8.0,,2023,2,11,0,2.39,237.0
0.0,96,0.0,2023-02-11 00:18:06,36.39999999999998,25.0,22.0,3164.44,36.39999999999998,8.672,2.0,-2.88,,,,50.5268121,-84.8452372,,,8.672,8.0,,2023,2,11,0,2.39,237.0
0.0,96,0.0,2023-02-11 00:18:07,36.200000000000045,25.0,22.0,3173.22,36.200000000000045,8.698,2.0,-2.81,,,,50.5267983,-84.845111,,,8.698,8.0,,2023,2,11,0,2.39,237.0
0.0,96,0.0,2023-02-11 00:18:08,36.0,25.0,22.0,3181.98,36.0,8.815,2.0,-2.58,,,,50.5267813,-84.8449842,,,8.815,8.0,,2023,2,11,0,2.39,237.0
0.0,96,0.0,2023-02-11 00:18:09,35.799999999999955,25.0,23.0,3190.88,35.799999999999955,8.927,2.0,-2.35,,,,50.5267564,-84.8448647,,,8.927,8.0,,2023,2,11,0,2.39,237.0
0.0,96,0.0,2023-02-11 00:18:10,35.60000000000002,25.0,23.0,3200.06,35.60000000000002,8.973,2.0,-2.11,,,,50.5267322,-84.8447378,,,8.973,8.0,,2023,2,11,0,2.39,237.0
0.0,96,0.0,2023-02-11 00:18:11,35.39999999999998,25.0,23.0,3209.09,35.39999999999998,9.16,2.0,-1.93,,,,50.5267164,-84.8446033,,,9.16,8.0,,2023,2,11,0,2.39,237.0
0.0,96,0.0,2023-02-11 00:18:12,35.0,25.0,23.0,3218.12,35.0,9.046,2.0,-1.87,,,,50.5266992,-84.8444737,,,9.046,8.0,,2023,2,11,0,2.39,237.0
0.0,96,0.0,2023-02-11 00:18:13,34.799999999999955,25.0,23.0,3226.83,34.799999999999955,8.932,2.0,-1.91,,,,50.5266883,-84.8443503,,,8.932,8.0,,2023,2,11,0,2.39,237.0
0.0,96,0.0,2023-02-11 00:18:14,34.60000000000002,25.0,24.0,3235.86,34.60000000000002,8.58,2.0,-2.05,,,,50.5266722,-84.8442205,,,8.58,8.0,,2023,2,11,0,2.39,237.0
0.0,96,0.0,2023-02-11 00:18:15,34.200000000000045,25.0,24.0,3244.49,34.200000000000045,8.33,2.0,-2.25,,,,50.5266572,-84.8440986,,,8.33,8.0,,2023,2,11,0,2.39,237.0
0.0,96,0.0,2023-02-11 00:18:16,34.0,25.0,24.0,3253.28,34.0,8.912,2.0,-2.48,,,,50.526647,-84.8439726,,,8.912,8.0,,2023,2,11,0,2.39,237.0
0.0,96,0.0,2023-02-11 00:18:17,33.60000000000002,25.0,24.0,3262.45,33.60000000000002,9.399,2.0,-2.73,,,,50.5266379,-84.8438383,,,9.399,8.0,,2023,2,11,0,2.39,237.0
0.0,96,0.0,2023-02-11 00:18:18,33.39999999999998,25.0,25.0,3271.89,33.39999999999998,9.517,2.0,-2.87,,,,50.5266253,-84.843702,,,9.517,8.0,,2023,2,11,0,2.39,237.0
0.0,96,0.0,2023-02-11 00:18:19,33.200000000000045,25.0,25.0,3281.59,33.200000000000045,9.64,2.0,-2.95,,,,50.5266082,-84.8435655,,,9.64,8.0,,2023,2,11,0,2.39,237.0
0.0,96,0.0,2023-02-11 00:18:20,32.799999999999955,25.0,25.0,3291.38,32.799999999999955,9.699,2.0,-2.85,,,,50.5265901,-84.8434231,,,9.699,8.0,,2023,2,11,0,2.39,237.0
0.0,96,0.0,2023-02-11 00:18:21,32.60000000000002,25.0,26.0,3301.29,32.60000000000002,9.857,2.0,-2.71,,,,50.5265754,-84.8432849,,,9.857,8.0,,2023,2,11,0,2.39,237.0
0.0,96,0.0,2023-02-11 00:18:22,32.200000000000045,25.0,26.0,3311.28,32.200000000000045,9.907,2.0,-2.57,,,,50.5265582,-84.8431403,,,9.907,8.0,,2023,2,11,0,2.39,237.0
0.0,96,0.0,2023-02-11 00:18:23,31.799999999999955,25.0,26.0,3321.28,31.799999999999955,9.894,2.0,-2.48,,,,50.5265435,-84.8430016,,,9.894,8.0,,2023,2,11,0,2.39,237.0
0.0,96,0.0,2023-02-11 00:18:24,31.399999999999977,25.0,26.0,3331.28,31.399999999999977,9.882,2.0,-2.47,,,,50.5265263,-84.8428582,,,9.882,8.0,,2023,2,11,0,2.39,237.0
0.0,96,0.0,2023-02-11 00:18:25,31.200000000000045,25.0,27.0,3340.79,31.200000000000045,8.948,2.0,-2.56,,,,50.5265081,-84.8427194,,,8.948,8.0,,2023,2,11,0,2.39,237.0
0.0,96,0.0,2023-02-11 00:18:26,31.0,25.0,27.0,3347.66,31.0,5.541,2.0,-2.67,,,,50.5265003,-84.8426241,,,5.541,8.0,,2023,2,11,0,2.39,237.0
,96,,2023-02-11 00:26:30,31.200000000000045,25.0,28.0,3350.31,31.200000000000045,2.546,1.0,0.0,,,,50.5264902,-84.8424592,,,2.546,15.0,,2023,2,11,0,2.39,237.0
,96,,2023-02-11 00:26:31,31.200000000000045,25.0,28.0,3352.36,31.200000000000045,2.115,1.0,0.0,,,,50.5264835,-84.8424304,,,2.115,15.0,,2023,2,11,0,2.39,237.0
,96,,2023-02-11 00:26:32,31.0,25.0,28.0,3354.16,31.0,1.85,1.0,0.0,,,,50.5264811,-84.8424023,,,1.85,15.0,,2023,2,11,0,2.39,237.0
,96,,2023-02-11 00:26:33,31.0,25.0,28.0,3355.48,31.0,1.464,2.0,0.0,,,,50.5264811,-84.8423821,,,1.464,15.0,,2023,2,11,0,2.39,237.0
,96,,2023-02-11 00:26:34,31.0,25.0,28.0,3356.64,31.0,1.227,2.0,0.0,,,,50.5264776,-84.8423637,,,1.227,15.0,,2023,2,11,0,2.39,237.0
14.0,96,0.0,2023-02-11 00:26:35,31.0,25.0,28.0,3357.67,31.0,1.009,2.0,0.0,,,,50.5264765,-84.8423526,,,1.009,15.0,,2023,2,11,0,2.39,237.0
11.0,96,0.0,2023-02-11 00:26:36,31.0,25.0,28.0,3358.67,31.0,0.93,2.0,0.0,18.0,,64.5,50.5264731,-84.8423365,3.0,14.0,0.93,15.0,,2023,2,11,0,2.39,237.0
8.0,96,0.0,2023-02-11 00:26:37,31.0,25.0,28.0,3359.68,31.0,0.925,2.0,0.0,18.5,57.0,67.0,50.5264685,-84.8423253,3.0,14.0,0.925,15.0,,2023,2,11,0,2.39,237.0
4.0,96,0.0,2023-02-11 00:26:38,31.0,25.0,28.0,3359.93,31.0,0.751,2.0,0.0,19.0,54.0,69.5,50.5264674,-84.8423231,3.0,14.0,0.751,15.0,,2023,2,11,0,2.39,237.0
1.0,96,0.0,2023-02-11 00:26:39,31.200000000000045,25.0,28.0,3359.93,31.200000000000045,0.163,2.0,0.0,19.5,51.0,72.0,50.5264674,-84.8423231,3.0,14.0,0.163,15.0,,2023,2,11,0,2.39,237.0
0.0,96,0.0,2023-02-11 00:26:40,31.200000000000045,25.0,28.0,3359.93,31.200000000000045,0.447,2.0,0.0,19.5,48.0,74.5,50.5264674,-84.8423231,3.0,14.0,0.447,15.0,,2023,2,11,0,2.39,237.0
0.0,96,0.0,2023-02-11 00:26:41,31.200000000000045,25.0,28.0,3359.93,31.200000000000045,0.69,2.0,0.0,20.0,45.0,76.5,50.5264674,-84.8423231,3.0,14.0,0.69,15.0,,2023,2,11,0,2.39,237.0
0.0,96,0.0,2023-02-11 00:26:42,31.200000000000045,25.0,28.0,3359.93,31.200000000000045,0.631,2.0,0.0,20.5,43.0,79.0,50.5264674,-84.8423231,3.0,14.0,0.631,15.0,,2023,2,11,0,2.39,237.0
0.0,96,0.0,2023-02-11 00:26:43,31.200000000000045,25.0,28.0,3359.93,31.200000000000045,0.958,2.0,0.0,21.0,40.0,81.5,50.5264674,-84.8423231,3.0,14.0,0.958,15.0,,2023,2,11,0,2.39,237.0
0.0,96,0.0,2023-02-11 00:26:44,31.200000000000045,25.0,28.0,3364.22,31.200000000000045,1.547,2.0,0.0,21.5,37.0,84.0,50.5264605,-84.8422604,3.0,14.0,1.547,15.0,,2023,2,11,0,2.39,237.0
0.0,96,0.0,2023-02-11 00:26:45,31.200000000000045,25.0,28.0,3367.18,31.200000000000045,2.191,2.0,0.0,22.0,34.0,86.5,50.5264513,-84.8422202,3.0,14.0,2.191,15.0,,2023,2,11,0,2.39,237.0
15.0,96,11.0,2023-02-11 00:26:46,31.200000000000045,25.0,28.0,3369.74,31.200000000000045,2.754,2.0,0.0,22.0,31.0,89.0,50.5264457,-84.842186,3.0,14.0,2.754,15.0,,2023,2,11,0,2.39,237.0
26.0,96,49.0,2023-02-11 00:26:47,31.200000000000045,25.0,28.0,3372.8,31.200000000000045,3.003,2.0,0.0,23.0,35.0,90.0,50.5264342,-84.8421426,7.0,26.5,3.003,15.0,,2023,2,11,0,2.39,237.0
36.0,96,86.0,2023-02-11 00:26:48,31.200000000000045,25.0,28.0,3376.44,31.200000000000045,3.681,2.0,0.0,24.5,44.0,88.0,50.5264275,-84.8420901,17.0,60.0,3.681,15.0,,2023,2,11,0,2.39,237.0
47.0,96,121.0,2023-02-11 00:26:49,31.0,25.0,28.0,3380.49,31.0,4.304,2.0,0.0,26.0,52.0,86.0,50.5264196,-84.8420291,27.5,93.5,4.304,15.0,,2023,2,11,0,2.39,237.0
62.0,97,170.0,2023-02-11 00:26:50,31.0,25.0,28.0,3385.09,31.0,4.669,2.0,0.0,24.5,49.0,85.0,50.5264105,-84.8419653,28.0,95.5,4.669,15.0,,2023,2,11,0,2.39,237.0
69.0,97,189.0,2023-02-11 00:26:51,31.0,25.0,28.0,3390.07,31.0,5.066,2.0,0.0,23.0,50.0,84.0,50.5264013,-84.8418944,27.0,93.0,5.066,15.0,,2023,2,11,0,2.39,237.0
73.0,97,207.0,2023-02-11 00:26:52,31.0,25.0,28.0,3395.47,31.0,5.44,2.0,0.0,23.0,50.0,84.0,50.5263886,-84.841821,27.0,91.5,5.44,15.0,,2023,2,11,0,2.39,237.0
77.0,97,202.0,2023-02-11 00:26:53,31.0,25.0,28.0,3401.22,31.0,5.733,2.0,0.0,25.5,50.0,84.5,50.5263785,-84.8417344,27.5,93.5,5.733,15.0,,2023,2,11,0,2.39,237.0
76.0,97,205.0,2023-02-11 00:26:54,31.0,25.0,28.0,3407.23,31.0,6.099,2.0,0.0,25.5,52.0,82.5,50.5263694,-84.8416506,25.5,91.5,6.099,15.0,,2023,2,11,0,2.39,237.0
77.0,98,215.0,2023-02-11 00:26:55,30.799999999999955,25.0,28.0,3413.54,30.799999999999955,6.275,2.0,0.0,27.5,59.0,89.0,50.5263638,-84.8415615,25.5,90.0,6.275,15.0,,2023,2,11,0,2.39,237.0
80.0,98,248.0,2023-02-11 00:26:56,30.799999999999955,25.0,28.0,3420.0,30.799999999999955,6.439,2.0,0.0,28.5,52.0,92.5,50.5263557,-84.8414634,25.0,91.0,6.439,15.0,,2023,2,11,0,2.39,237.0
82.0,98,263.0,2023-02-11 00:26:57,30.799999999999955,25.0,28.0,3426.47,30.799999999999955,6.506,2.0,0.0,28.0,46.0,93.5,50.5263502,-84.8413706,24.0,93.0,6.506,15.0,,2023,2,11,0,2.39,237.0
84.0,98,261.0,2023-02-11 00:26:58,30.799999999999955,25.0,28.0,3433.06,30.799999999999955,6.64,2.0,0.0,27.5,46.0,91.5,50.5263389,-84.8412746,25.0,91.0,6.64,15.0,,2023,2,11,0,2.39,237.0
85.0,99,246.0,2023-02-11 00:26:59,31.0,25.0,28.0,3439.98,31.0,6.792,2.0,0.0,26.5,52.0,90.0,50.5263251,-84.8411801,26.0,89.0,6.792,15.0,,2023,2,11,0,2.39,237.0
86.0,99,225.0,2023-02-11 00:27:00,31.0,25.0,28.0,3446.83,31.0,6.825,2.0,0.0,26.0,50.0,87.5,50.5263148,-84.8410815,26.0,87.0,6.825,14.0,,2023,2,11,0,2.39,237.0
