cadence,calories,power,timestamp,altitude,ascent,descent,distance,enhanced_altitude,enhanced_speed,gps_accuracy,grade,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,position_lat,position_long,right_pedal_smoothness,right_torque_effectiveness,speed,temperature,battery_soc,year,month,day,hour,wind_speed,wind_direction
80.0,0,246.0,2023-02-11 00:00:24,31.200000000000045,0.0,0.0,5.07,31.200000000000045,6.658,2.0,0.0,25.5,55.0,87.5,50.5333506,-84.8186014,26.0,85.0,6.658,12.0,,2023,2,11,0,2.39,237.0
80.0,0,234.0,2023-02-11 00:00:25,31.200000000000045,0.0,0.0,11.19,31.200000000000045,6.064,2.0,0.0,26.0,56.0,86.5,50.5333235,-84.8186829,26.5,83.0,6.064,12.0,,2023,2,11,0,2.39,237.0
79.0,0,228.0,2023-02-11 00:00:26,30.799999999999955,0.0,0.0,17.42,30.799999999999955,5.902,2.0,0.0,27.0,55.0,88.0,50.5332958,-84.8187658,27.5,84.0,5.902,12.0,,2023,2,11,0,2.39,237.0
79.0,0,223.0,2023-02-11 00:00:27,30.799999999999955,0.0,0.0,23.56,30.799999999999955,5.989,2.0,0.0,28.0,54.0,89.5,50.5332651,-84.8188476,27.5,85.5,5.989,12.0,,2023,2,11,0,2.39,237.0
79.0,0,223.0,2023-02-11 00:00:28,30.600000000000023,0.0,0.0,29.76,30.600000000000023,5.776,2.0,0.0,28.0,52.0,92.0,50.5332367,-84.8189296,26.5,90.5,5.776,12.0,,2023,2,11,0,2.39,237.0
83.0,1,227.0,2023-02-11 00:00:29,30.799999999999955,0.0,0.0,35.77,30.799999999999955,5.911,2.0,0.0,28.5,52.0,89.0,50.5332095,-84.8190111,27.5,91.5,5.911,12.0,,2023,2,11,0,2.39,237.0
89.0,1,234.0,2023-02-11 00:00:30,30.799999999999955,0.0,0.0,42.31,30.799999999999955,6.402,2.0,0.0,27.5,51.0,87.0,50.5331822,-84.819093,27.0,89.0,6.402,12.0,,2023,2,11,0,2.39,237.0
90.0,1,217.0,2023-02-11 00:00:31,30.799999999999955,0.0,0.0,48.56,30.799999999999955,6.12,2.0,0.0,26.0,57.0,86.0,50.5331552,-84.8191741,26.0,86.0,6.12,12.0,,2023,2,11,0,2.39,237.0
88.0,1,186.0,2023-02-11 00:00:32,30.799999999999955,0.0,0.0,55.08,30.799999999999955,5.998,2.0,0.0,25.0,61.0,85.5,50.533128,-84.8192626,25.0,83.5,5.998,12.0,,2023,2,11,0,2.39,237.0
88.0,1,195.0,2023-02-11 00:00:33,30.799999999999955,0.0,0.0,61.66,30.799999999999955,6.064,2.0,0.0,26.0,60.0,88.5,50.533097,-84.8193475,26.0,85.0,6.064,12.0,,2023,2,11,0,2.39,237.0
89.0,2,207.0,2023-02-11 00:00:34,30.799999999999955,0.0,0.0,68.0,30.799999999999955,5.939,2.0,0.0,27.0,55.0,91.5,50.5330649,-84.81943,27.0,86.0,5.939,12.0,,2023,2,11,0,2.39,237.0
89.0,2,219.0,2023-02-11 00:00:35,31.0,0.0,0.0,74.44,31.0,6.271,2.0,0.0,26.5,53.0,90.0,50.5330331,-84.8195117,27.0,87.0,6.271,12.0,,2023,2,11,0,2.39,237.0
89.0,2,228.0,2023-02-11 00:00:36,31.0,0.0,0.0,80.88,31.0,6.39,2.0,0.0,24.5,53.0,84.5,50.5330047,-84.8195936,26.0,88.5,6.39,12.0,,2023,2,11,0,2.39,237.0
90.0,2,229.0,2023-02-11 00:00:37,31.0,0.0,0.0,87.41,31.0,6.188,2.0,0.0,25.0,56.0,85.5,50.5329742,-84.8196818,26.5,88.5,6.188,12.0,,2023,2,11,0,2.39,237.0
92.0,3,223.0,2023-02-11 00:00:38,30.799999999999955,0.0,0.0,94.11,30.799999999999955,6.234,2.0,0.0,25.0,58.0,86.0,50.5329421,-84.8197734,26.5,89.0,6.234,12.0,,2023,2,11,0,2.39,237.0
93.0,3,216.0,2023-02-11 00:00:39,31.0,0.0,0.0,100.93,31.0,6.684,2.0,0.0,25.5,58.0,86.5,50.5329137,-84.8198577,27.0,89.0,6.684,12.0,,2023,2,11,0,2.39,237.0
94.0,3,210.0,2023-02-11 00:00:40,31.0,0.0,0.0,107.66,31.0,6.75,2.0,0.0,26.0,52.0,87.0,50.5328794,-84.8199467,27.5,89.5,6.75,12.0,,2023,2,11,0,2.39,237.0
95.0,3,165.0,2023-02-11 00:00:41,31.0,0.0,0.0,114.41,31.0,6.743,2.0,0.0,26.0,49.0,88.0,50.53285,-84.8200375,27.5,89.5,6.743,12.0,,2023,2,11,0,2.39,237.0
95.0,3,142.0,2023-02-11 00:00:42,30.799999999999955,0.0,0.0,121.33,30.799999999999955,6.878,2.0,0.0,26.5,53.0,88.5,50.5328192,-84.8201285,28.0,89.5,6.878,12.0,,2023,2,11,0,2.39,237.0
92.0,3,139.0,2023-02-11 00:00:43,30.600000000000023,0.0,0.0,128.33,30.600000000000023,6.979,2.0,0.0,26.5,54.0,89.0,50.5327874,-84.8202194,28.0,90.0,6.979,12.0,,2023,2,11,0,2.39,237.0
82.0,4,156.0,2023-02-11 00:00:44,30.600000000000023,0.0,0.0,135.16,30.600000000000023,6.842,2.0,0.0,27.0,55.0,90.0,50.5327588,-84.820311,28.5,90.0,6.842,12.0,,2023,2,11,0,2.39,237.0
82.0,4,181.0,2023-02-11 00:00:45,30.600000000000023,0.0,0.0,141.83,30.600000000000023,6.72,2.0,0.0,27.5,55.0,90.5,50.5327316,-84.8204017,29.0,90.5,6.72,12.0,,2023,2,11,0,2.39,237.0
81.0,4,204.0,2023-02-11 00:00:46,30.600000000000023,0.0,0.0,148.54,30.600000000000023,6.684,2.0,0.0,27.5,54.0,90.5,50.5327006,-84.8204863,29.0,91.0,6.684,12.0,,2023,2,11,0,2.39,237.0
81.0,4,215.0,2023-02-11 00:00:47,30.399999999999977,0.0,0.0,155.05,30.399999999999977,6.577,2.0,0.0,26.5,53.0,88.5,50.5326726,-84.8205741,29.0,92.5,6.577,12.0,,2023,2,11,0,2.39,237.0
81.0,5,218.0,2023-02-11 00:00:48,30.399999999999977,0.0,0.0,161.48,30.399999999999977,6.603,2.0,0.0,27.5,56.0,89.5,50.5326459,-84.8206631,29.5,94.5,6.603,12.0,,2023,2,11,0,2.39,237.0
81.0,5,221.0,2023-02-11 00:00:49,30.399999999999977,0.0,0.0,168.09,30.399999999999977,6.531,2.0,0.0,27.0,58.0,90.5,50.5326149,-84.8207484,29.5,95.5,6.531,12.0,,2023,2,11,0,2.39,237.0
81.0,5,220.0,2023-02-11 00:00:50,30.399999999999977,0.0,0.0,174.58,30.399999999999977,6.229,2.0,0.0,27.0,58.0,91.0,50.5325896,-84.8208312,29.0,93.0,6.229,12.0,,2023,2,11,0,2.39,237.0
81.0,5,219.0,2023-02-11 00:00:51,30.600000000000023,0.0,0.0,181.08,30.600000000000023,6.28,2.0,0.0,27.0,57.0,90.0,50.5325632,-84.8209205,27.5,90.0,6.28,12.0,,2023,2,11,0,2.39,237.0
81.0,5,203.0,2023-02-11 00:00:52,30.399999999999977,0.0,0.0,187.49,30.399999999999977,6.379,2.0,0.0,24.5,57.0,84.5,50.5325325,-84.8210044,26.0,94.0,6.379,12.0,,2023,2,11,0,2.39,237.0
80.0,6,194.0,2023-02-11 00:00:53,30.399999999999977,0.0,0.0,193.85,30.399999999999977,6.207,2.0,0.0,26.5,59.0,86.0,50.5325041,-84.8210865,26.5,87.0,6.207,12.0,,2023,2,11,0,2.39,237.0
80.0,6,187.0,2023-02-11 00:00:54,30.399999999999977,0.0,0.0,200.27,30.399999999999977,6.177,2.0,0.0,26.5,57.0,85.0,50.5324767,-84.8211755,26.5,83.5,6.177,12.0,,2023,2,11,0,2.39,237.0
79.0,6,191.0,2023-02-11 00:00:55,30.600000000000023,0.0,0.0,206.81,30.600000000000023,6.35,2.0,0.0,24.5,57.0,80.5,50.5324494,-84.8212595,26.0,83.0,6.35,12.0,,2023,2,11,0,2.39,237.0
89.0,6,191.0,2023-02-11 00:00:56,30.799999999999955,0.0,0.0,213.41,30.799999999999955,6.291,2.0,0.0,22.0,59.0,76.0,50.532422,-84.8213487,25.5,82.5,6.291,12.0,,2023,2,11,0,2.39,237.0
90.0,6,186.0,2023-02-11 00:00:57,30.799999999999955,0.0,0.0,219.74,30.799999999999955,6.032,2.0,0.0,20.0,60.0,72.0,50.5323913,-84.8214324,24.5,82.0,6.032,12.0,,2023,2,11,0,2.39,237.0
87.0,6,184.0,2023-02-11 00:00:58,30.600000000000023,0.0,0.0,225.63,30.600000000000023,5.757,2.0,0.0,21.0,57.0,76.5,50.5323594,-84.8215076,25.0,77.0,5.757,12.0,,2023,2,11,0,2.39,237.0
85.0,7,188.0,2023-02-11 00:00:59,30.399999999999977,0.0,0.0,231.61,30.399999999999977,5.935,2.0,0.0,22.0,57.0,77.5,50.5323242,-84.8215801,24.0,72.0,5.935,12.0,,2023,2,11,0,2.39,237.0
84.0,7,193.0,2023-02-11 00:01:00,30.200000000000045,0.0,0.0,237.77,30.200000000000045,6.313,2.0,0.0,21.0,58.0,72.0,50.5322877,-84.821653,21.5,68.5,6.313,12.0,,2023,2,11,0,2.39,237.0
87.0,7,158.0,2023-02-11 00:01:01,30.0,0.0,0.0,243.96,30.0,6.141,2.0,0.0,20.0,61.0,66.0,50.5322583,-84.8217327,19.0,65.0,6.141,12.0,,2023,2,11,0,2.39,237.0
86.0,7,152.0,2023-02-11 00:01:02,29.600000000000023,0.0,0.0,250.08,29.600000000000023,5.606,2.0,0.0,22.5,63.0,74.0,50.5322309,-84.821808,20.5,70.0,5.606,12.0,,2023,2,11,0,2.39,237.0
84.0,7,166.0,2023-02-11 00:01:03,29.600000000000023,0.0,0.0,255.71,29.600000000000023,5.464,2.0,0.0,25.0,62.0,82.5,50.5322036,-84.8218808,22.0,74.5,5.464,12.0,,2023,2,11,0,2.39,237.0
82.0,8,186.0,2023-02-11 00:01:04,29.799999999999955,0.0,0.0,261.43,29.799999999999955,5.845,2.0,0.0,26.0,64.0,86.0,50.5321769,-84.8219588,22.5,77.0,5.845,12.0,,2023,2,11,0,2.39,237.0
86.0,8,211.0,2023-02-11 00:01:05,29.799999999999955,0.0,0.0,267.69,29.799999999999955,5.91,2.0,0.0,26.5,61.0,86.0,50.5321458,-84.8220416,24.0,80.0,5.91,12.0,,2023,2,11,0,2.39,237.0
89.0,8,226.0,2023-02-11 00:01:06,30.0,0.0,0.0,273.87,30.0,5.996,2.0,0.0,26.0,56.0,88.0,50.5321174,-84.8221166,29.0,91.5,5.996,12.0,,2023,2,11,0,2.39,237.0
89.0,8,214.0,2023-02-11 00:01:07,30.0,0.0,0.0,280.21,30.0,6.198,2.0,0.0,24.0,62.0,82.0,50.5320899,-84.822204,29.0,91.5,6.198,12.0,,2023,2,11,0,2.39,237.0
90.0,8,199.0,2023-02-11 00:01:08,30.200000000000045,0.0,0.0,286.56,30.200000000000045,6.223,2.0,0.0,24.5,60.0,80.0,50.5320629,-84.8222872,29.0,91.5,6.223,12.0,,2023,2,11,0,2.39,237.0
90.0,9,189.0,2023-02-11 00:01:09,30.200000000000045,0.0,0.0,293.12,30.200000000000045,6.236,2.0,0.0,25.5,59.0,81.0,50.5320319,-84.8223698,26.5,86.0,6.236,11.0,,2023,2,11,0,2.39,237.0
91.0,9,186.0,2023-02-11 00:01:10,30.399999999999977,0.0,0.0,299.51,30.399999999999977,6.464,2.0,0.0,26.0,59.0,84.0,50.5320072,-84.8224576,22.0,75.5,6.464,11.0,,2023,2,11,0,2.39,237.0
91.0,9,198.0,2023-02-11 00:01:11,30.799999999999955,0.0,0.0,306.04,30.799999999999955,6.365,2.0,0.0,26.0,59.0,89.0,50.5319913,-84.8225488,19.5,67.5,6.365,11.0,,2023,2,11,0,2.39,237.0
92.0,9,210.0,2023-02-11 00:01:12,31.0,0.0,0.0,312.86,31.0,6.495,2.0,0.0,25.5,60.0,86.0,50.5319776,-84.8226469,19.5,67.5,6.495,11.0,,2023,2,11,0,2.39,237.0
93.0,9,214.0,2023-02-11 00:01:13,31.200000000000045,0.0,0.0,319.61,31.200000000000045,6.373,2.0,0.0,22.5,60.0,83.0,50.5319569,-84.8227409,24.0,74.0,6.373,11.0,,2023,2,11,0,2.39,237.0
93.0,10,208.0,2023-02-11 00:01:14,31.200000000000045,0.0,0.0,326.25,31.200000000000045,6.347,2.0,0.0,24.5,61.0,84.5,50.5319306,-84.822832,26.0,83.0,6.347,11.0,,2023,2,11,0,2.39,237.0
93.0,10,209.0,2023-02-11 00:01:15,31.200000000000045,0.0,0.0,332.78,31.200000000000045,6.463,2.0,0.0,29.0,62.0,87.5,50.5319033,-84.822916,24.0,87.0,6.463,11.0,,2023,2,11,0,2.39,237.0
94.0,10,197.0,2023-02-11 00:01:16,31.200000000000045,0.0,0.0,339.53,31.200000000000045,6.476,2.0,0.0,25.0,62.0,84.5,50.5318759,-84.8230054,22.5,79.5,6.476,11.0,,2023,2,11,0,2.39,237.0
94.0,10,184.0,2023-02-11 00:01:17,31.0,0.0,0.0,346.11,31.0,6.382,2.0,0.0,26.0,60.0,79.5,50.5318487,-84.8230959,22.0,74.0,6.382,11.0,,2023,2,11,0,2.39,237.0
91.0,10,173.0,2023-02-11 00:01:18,31.0,0.0,0.0,352.41,31.0,6.221,2.0,0.0,26.0,61.0,80.5,50.5318218,-84.8231789,21.5,73.0,6.221,11.0,,2023,2,11,0,2.39,237.0
90.0,11,191.0,2023-02-11 00:01:19,31.0,0.0,0.0,358.87,31.0,6.069,2.0,0.0,26.0,59.0,83.0,50.531791,-84.823261,21.0,73.0,6.069,11.0,,2023,2,11,0,2.39,237.0
89.0,11,206.0,2023-02-11 00:01:20,31.0,0.0,0.0,365.12,31.0,6.113,2.0,0.0,26.0,56.0,85.5,50.5317626,-84.8233427,21.0,74.5,6.113,11.0,,2023,2,11,0,2.39,237.0
89.0,11,220.0,2023-02-11 00:01:21,31.200000000000045,0.0,0.0,371.33,31.200000000000045,6.157,2.0,0.0,27.0,54.0,88.0,50.5317318,-84.8234247,23.0,78.5,6.157,11.0,,2023,2,11,0,2.39,237.0
89.0,11,223.0,2023-02-11 00:01:22,31.200000000000045,0.0,0.0,377.43,31.200000000000045,6.034,2.0,0.0,27.0,55.0,87.0,50.5317068,-84.8235069,24.0,79.5,6.034,11.0,,2023,2,11,0,2.39,237.0
89.0,11,219.0,2023-02-11 00:01:23,31.200000000000045,0.0,0.0,383.42,31.200000000000045,5.989,2.0,0.0,27.0,56.0,87.5,50.5316807,-84.8235885,22.0,80.5,5.989,11.0,,2023,2,11,0,2.39,237.0
89.0,12,216.0,2023-02-11 00:01:24,31.200000000000045,0.0,0.0,389.68,31.200000000000045,6.01,2.0,0.0,26.0,57.0,85.0,50.5316567,-84.8236708,21.0,79.0,6.01,11.0,90.0,2023,2,11,0,2.39,237.0
89.0,12,214.0,2023-02-11 00:01:25,31.200000000000045,0.0,0.0,396.15,31.200000000000045,6.155,2.0,0.0,25.0,55.0,84.0,50.5316339,-84.8237598,21.5,77.0,6.155,11.0,,2023,2,11,0,2.39,237.0
89.0,12,212.0,2023-02-11 00:01:26,31.0,0.0,0.0,402.54,31.0,6.204,2.0,0.0,25.0,52.0,91.5,50.531611,-84.8238443,21.5,78.0,6.204,11.0,,2023,2,11,0,2.39,237.0
90.0,12,208.0,2023-02-11 00:01:27,31.0,0.0,0.0,408.83,31.0,6.197,2.0,0.0,27.5,54.0,88.0,50.5315883,-84.8239329,23.5,77.0,6.197,11.0,,2023,2,11,0,2.39,237.0
91.0,12,198.0,2023-02-11 00:01:28,31.200000000000045,0.0,0.0,415.23,31.200000000000045,6.4,2.0,0.0,27.0,56.0,85.5,50.5315691,-84.8240237,23.0,75.0,6.4,11.0,,2023,2,11,0,2.39,237.0
92.0,13,200.0,2023-02-11 00:01:29,31.200000000000045,0.0,0.0,421.81,31.200000000000045,6.596,2.0,0.0,25.0,59.0,82.5,50.531551,-84.8241143,22.5,76.0,6.596,11.0,,2023,2,11,0,2.39,237.0
94.0,13,208.0,2023-02-11 00:01:30,31.0,0.0,0.0,428.6,31.0,6.552,2.0,0.0,24.0,60.0,81.0,50.5315326,-84.824206,21.5,78.0,6.552,11.0,,2023,2,11,0,2.39,237.0
95.0,13,198.0,2023-02-11 00:01:31,31.0,0.0,0.0,435.28,31.0,6.461,2.0,0.0,25.0,60.0,80.5,50.531518,-84.8243029,18.5,74.0,6.461,11.0,,2023,2,11,0,2.39,237.0
95.0,13,191.0,2023-02-11 00:01:32,30.799999999999955,0.0,0.0,441.94,30.799999999999955,6.538,2.0,0.0,25.0,60.0,80.0,50.5315009,-84.8243963,19.0,72.5,6.538,11.0,,2023,2,11,0,2.39,237.0
95.0,13,181.0,2023-02-11 00:01:33,30.799999999999955,0.0,0.0,448.55,30.799999999999955,6.481,2.0,0.0,25.5,57.0,80.0,50.5314861,-84.8244875,19.5,71.5,6.481,11.0,,2023,2,11,0,2.39,237.0
94.0,14,177.0,2023-02-11 00:01:34,30.799999999999955,0.0,0.0,455.26,30.799999999999955,6.44,2.0,0.0,25.0,55.0,79.5,50.5314725,-84.8245853,20.5,71.0,6.44,11.0,,2023,2,11,0,2.39,237.0
93.0,14,179.0,2023-02-11 00:01:35,30.799999999999955,0.0,0.0,461.79,30.799999999999955,6.376,2.0,0.0,23.5,54.0,79.0,50.5314554,-84.8246784,21.5,73.0,6.376,11.0,,2023,2,11,0,2.39,237.0
92.0,14,181.0,2023-02-11 00:01:36,31.0,0.0,0.0,468.44,31.0,6.345,2.0,0.0,25.0,53.0,80.0,50.5314405,-84.8247706,21.5,74.5,6.345,11.0,,2023,2,11,0,2.39,237.0
91.0,14,181.0,2023-02-11 00:01:37,30.799999999999955,0.0,0.0,474.87,30.799999999999955,6.346,2.0,0.0,22.5,55.0,77.5,50.531427,-84.8248606,20.5,72.0,6.346,11.0,,2023,2,11,0,2.39,237.0
91.0,14,181.0,2023-02-11 00:01:38,30.799999999999955,0.0,0.0,481.41,30.799999999999955,6.33,2.0,0.0,23.0,57.0,78.5,50.5314133,-84.8249588,20.0,71.0,6.33,11.0,,2023,2,11,0,2.39,237.0
91.0,14,183.0,2023-02-11 00:01:39,30.399999999999977,0.0,0.0,487.97,30.399999999999977,6.211,2.0,0.0,26.0,58.0,84.0,50.5313995,-84.8250529,19.5,71.5,6.211,11.0,,2023,2,11,0,2.39,237.0
90.0,15,191.0,2023-02-11 00:01:40,30.200000000000045,0.0,0.0,494.43,30.200000000000045,6.147,2.0,0.0,27.0,56.0,88.5,50.5313858,-84.825144,19.5,72.0,6.147,11.0,,2023,2,11,0,2.39,237.0
89.0,15,199.0,2023-02-11 00:01:41,30.0,0.0,0.0,500.67,30.0,6.117,2.0,0.0,25.5,56.0,83.0,50.5313723,-84.8252339,21.5,77.5,6.117,11.0,,2023,2,11,0,2.39,237.0
88.0,15,204.0,2023-02-11 00:01:42,30.200000000000045,0.0,0.0,506.83,30.200000000000045,6.085,2.0,0.0,25.5,53.0,84.5,50.5313586,-84.8253188,21.5,78.0,6.085,11.0,,2023,2,11,0,2.39,237.0
88.0,15,204.0,2023-02-11 00:01:43,30.399999999999977,0.0,0.0,512.94,30.399999999999977,6.074,2.0,0.0,26.0,54.0,88.0,50.531345,-84.8254071,21.5,77.0,6.074,11.0,,2023,2,11,0,2.39,237.0
88.0,15,204.0,2023-02-11 00:01:44,30.399999999999977,0.0,0.0,519.29,30.399999999999977,6.081,2.0,0.0,26.0,55.0,89.0,50.5313277,-84.8254921,21.5,77.0,6.081,11.0,,2023,2,11,0,2.39,237.0
88.0,16,207.0,2023-02-11 00:01:45,30.200000000000045,0.0,0.0,525.25,30.200000000000045,5.752,2.0,0.0,24.5,55.0,86.5,50.5313095,-84.8255738,23.5,80.5,5.752,11.0,,2023,2,11,0,2.39,237.0
88.0,16,212.0,2023-02-11 00:01:46,30.200000000000045,0.0,0.0,531.05,30.200000000000045,5.854,2.0,0.0,23.5,54.0,84.0,50.5312913,-84.8256561,26.0,85.5,5.854,11.0,,2023,2,11,0,2.39,237.0
87.0,16,215.0,2023-02-11 00:01:47,30.200000000000045,0.0,0.0,536.96,30.200000000000045,5.833,2.0,0.0,26.5,54.0,89.5,50.5312696,-84.8257378,23.5,79.5,5.833,10.0,,2023,2,11,0,2.39,237.0
86.0,16,217.0,2023-02-11 00:01:48,30.200000000000045,0.0,0.0,542.9,30.200000000000045,5.898,2.0,0.0,28.0,54.0,92.0,50.5312468,-84.8258198,22.5,77.5,5.898,10.0,,2023,2,11,0,2.39,237.0
86.0,17,222.0,2023-02-11 00:01:49,30.200000000000045,0.0,0.0,549.02,30.200000000000045,5.952,2.0,0.0,27.5,54.0,90.5,50.5312241,-84.8259017,23.0,80.5,5.952,10.0,,2023,2,11,0,2.39,237.0
87.0,17,216.0,2023-02-11 00:01:50,30.200000000000045,0.0,0.0,554.93,30.200000000000045,5.836,2.0,0.0,27.0,54.0,89.0,50.5311978,-84.8259769,23.5,83.5,5.836,10.0,,2023,2,11,0,2.39,237.0
87.0,17,214.0,2023-02-11 00:01:51,30.200000000000045,0.0,0.0,561.06,30.200000000000045,6.189,2.0,0.0,25.5,57.0,87.0,50.5311775,-84.8260635,24.0,85.5,6.189,10.0,,2023,2,11,0,2.39,237.0
88.0,17,215.0,2023-02-11 00:01:52,30.0,0.0,0.0,567.33,30.0,6.001,2.0,0.0,25.0,58.0,86.0,50.5311488,-84.8261476,24.5,86.0,6.001,10.0,,2023,2,11,0,2.39,237.0
89.0,17,217.0,2023-02-11 00:01:53,30.0,0.0,0.0,573.24,30.0,5.914,2.0,0.0,25.0,57.0,86.5,50.5311207,-84.8262218,24.5,85.5,5.914,10.0,,2023,2,11,0,2.39,237.0
89.0,18,217.0,2023-02-11 00:01:54,30.0,0.0,0.0,579.48,30.0,6.088,2.0,0.0,25.5,57.0,87.5,50.5310933,-84.8263019,24.0,83.5,6.088,10.0,,2023,2,11,0,2.39,237.0
90.0,18,221.0,2023-02-11 00:01:55,30.0,0.0,0.0,585.8,30.0,6.278,2.0,0.0,24.0,58.0,85.0,50.5310658,-84.8263842,22.5,82.0,6.278,10.0,,2023,2,11,0,2.39,237.0
91.0,18,222.0,2023-02-11 00:01:56,30.200000000000045,0.0,0.0,592.17,30.200000000000045,6.297,2.0,0.0,24.5,56.0,83.5,50.5310384,-84.8264734,22.5,82.0,6.297,10.0,,2023,2,11,0,2.39,237.0
92.0,18,219.0,2023-02-11 00:01:57,30.200000000000045,0.0,0.0,598.63,30.200000000000045,6.293,2.0,0.0,24.0,56.0,82.5,50.5310114,-84.8265565,23.0,82.0,6.293,10.0,,2023,2,11,0,2.39,237.0
93.0,18,197.0,2023-02-11 00:01:58,30.200000000000045,0.0,0.0,605.28,30.200000000000045,6.358,2.0,0.0,23.0,56.0,79.5,50.5309842,-84.826645,23.0,80.5,6.358,10.0,,2023,2,11,0,2.39,237.0
94.0,19,195.0,2023-02-11 00:01:59,30.399999999999977,0.0,0.0,611.85,30.399999999999977,6.359,2.0,0.0,21.5,57.0,72.5,50.5309533,-84.8267297,21.0,75.5,6.359,10.0,,2023,2,11,0,2.39,237.0
94.0,19,200.0,2023-02-11 00:02:00,30.399999999999977,0.0,0.0,617.28,30.399999999999977,6.351,2.0,0.0,21.5,57.0,74.0,50.5309264,-84.8267988,21.0,74.5,6.351,10.0,,2023,2,11,0,2.39,237.0
94.0,19,204.0,2023-02-11 00:02:01,30.799999999999955,0.0,0.0,624.44,30.799999999999955,6.363,2.0,0.0,22.0,52.0,75.0,50.5308919,-84.8268938,21.0,74.0,6.363,10.0,,2023,2,11,0,2.39,237.0
94.0,19,202.0,2023-02-11 00:02:02,30.799999999999955,0.0,0.0,631.62,30.799999999999955,6.53,2.0,0.0,22.5,51.0,78.0,50.5308611,-84.8269918,21.0,73.5,6.53,10.0,,2023,2,11,0,2.39,237.0
95.0,19,198.0,2023-02-11 00:02:03,31.0,0.0,0.0,638.36,31.0,6.573,2.0,0.0,23.0,51.0,80.0,50.5308303,-84.8270758,22.0,75.5,6.573,10.0,,2023,2,11,0,2.39,237.0
96.0,20,183.0,2023-02-11 00:02:04,31.200000000000045,0.0,0.0,645.22,31.200000000000045,6.59,2.0,0.0,22.5,52.0,76.5,50.530802,-84.8271714,25.5,80.5,6.59,10.0,,2023,2,11,0,2.39,237.0
95.0,20,172.0,2023-02-11 00:02:05,31.0,0.0,0.0,652.31,31.0,6.7,2.0,0.0,22.0,52.0,73.5,50.5307712,-84.8272647,23.0,75.5,6.7,10.0,,2023,2,11,0,2.39,237.0
90.0,20,172.0,2023-02-11 00:02:06,30.799999999999955,0.0,0.0,659.19,30.799999999999955,6.733,2.0,0.0,21.5,52.0,70.5,50.5307396,-84.827355,21.0,70.0,6.733,10.0,,2023,2,11,0,2.39,237.0
85.0,20,183.0,2023-02-11 00:02:07,30.799999999999955,0.0,0.0,665.94,30.799999999999955,6.724,2.0,0.0,22.5,52.0,80.0,50.5307075,-84.8274398,20.0,69.5,6.724,10.0,,2023,2,11,0,2.39,237.0
85.0,20,200.0,2023-02-11 00:02:08,30.600000000000023,0.0,0.0,672.71,30.600000000000023,6.698,2.0,0.0,25.0,53.0,90.5,50.530679,-84.8275291,21.5,75.5,6.698,10.0,,2023,2,11,0,2.39,237.0
85.0,21,227.0,2023-02-11 00:02:09,30.600000000000023,0.0,0.0,679.26,30.600000000000023,6.703,2.0,0.0,26.0,53.0,85.0,50.5306523,-84.8276178,25.0,86.0,6.703,10.0,,2023,2,11,0,2.39,237.0
85.0,21,219.0,2023-02-11 00:02:10,30.399999999999977,0.0,0.0,685.92,30.399999999999977,6.641,2.0,0.0,23.0,53.0,79.5,50.5306256,-84.827707,25.0,85.5,6.641,10.0,,2023,2,11,0,2.39,237.0
84.0,21,185.0,2023-02-11 00:02:11,30.399999999999977,0.0,0.0,692.75,30.399999999999977,6.596,2.0,0.0,22.0,54.0,77.5,50.5305975,-84.8278006,24.5,83.5,6.596,10.0,,2023,2,11,0,2.39,237.0
84.0,21,198.0,2023-02-11 00:02:12,30.200000000000045,0.0,0.0,699.53,30.200000000000045,6.48,2.0,0.0,22.5,56.0,77.0,50.5305662,-84.8278931,23.5,80.5,6.48,10.0,,2023,2,11,0,2.39,237.0
92.0,21,199.0,2023-02-11 00:02:13,30.399999999999977,0.0,0.0,706.05,30.399999999999977,6.464,2.0,0.0,22.5,57.0,77.0,50.5305415,-84.8279768,22.5,77.5,6.464,10.0,,2023,2,11,0,2.39,237.0
94.0,22,197.0,2023-02-11 00:02:14,30.600000000000023,0.0,0.0,712.63,30.600000000000023,6.485,2.0,0.0,21.5,58.0,74.5,50.5305152,-84.828066,25.5,79.5,6.485,10.0,,2023,2,11,0,2.39,237.0
94.0,22,204.0,2023-02-11 00:02:15,30.799999999999955,0.0,0.0,719.34,30.799999999999955,6.498,2.0,0.0,22.0,59.0,78.5,50.5304879,-84.8281568,25.5,78.5,6.498,10.0,,2023,2,11,0,2.39,237.0
94.0,22,216.0,2023-02-11 00:02:16,30.799999999999955,0.0,0.0,725.97,30.799999999999955,6.515,2.0,0.0,22.0,59.0,79.0,50.5304606,-84.828241,26.0,80.0,6.515,10.0,,2023,2,11,0,2.39,237.0
94.0,22,182.0,2023-02-11 00:02:17,30.799999999999955,0.0,0.0,732.71,30.799999999999955,6.524,2.0,0.0,21.5,59.0,76.0,50.5304297,-84.8283301,26.0,82.0,6.524,10.0,,2023,2,11,0,2.39,237.0
94.0,22,181.0,2023-02-11 00:02:18,30.799999999999955,0.0,0.0,739.31,30.799999999999955,6.532,2.0,0.0,22.0,60.0,77.0,50.5304014,-84.8284208,23.5,78.0,6.532,10.0,,2023,2,11,0,2.39,237.0
