altitude,ascent,cadence,descent,enhanced_altitude,enhanced_speed,gps_accuracy,position_lat,position_long,power,speed,timestamp,battery_soc,calories,distance,grade,left_right_balance,temperature,left_pedal_smoothness,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,year,month,day,hour,wind_speed,wind_direction
12.799999999999955,2,3,0,12.799999999999955,3.675,3,50.5394836,-84.8219523,0,3.675,2023-02-02 23:14:45,,1.0,63.61,1.07,5.0,18.0,19.0,63.5,15.0,56.5,2023,2,2,23,4.05,303.0
12.799999999999955,2,19,0,12.799999999999955,3.286,3,50.5394472,-84.8219796,9,3.286,2023-02-02 23:14:46,,1.0,67.81,1.28,5.0,18.0,19.5,66.0,11.5,46.0,2023,2,2,23,4.05,303.0
13.0,2,23,0,13.0,3.508,3,50.5394017,-84.8220069,23,3.508,2023-02-02 23:14:47,,1.0,72.35,1.59,16.0,18.0,19.5,68.5,8.5,35.5,2023,2,2,23,4.05,303.0
13.0,2,34,0,13.0,3.349,3,50.5393607,-84.8220342,79,3.349,2023-02-02 23:14:48,,1.0,76.7,1.96,27.0,18.0,20.0,71.0,5.5,25.0,2023,2,2,23,4.05,303.0
13.0,2,50,0,13.0,3.293,3,50.5393243,-84.8220433,117,3.293,2023-02-02 23:14:49,,1.0,80.29,2.23,38.0,18.0,19.5,72.5,9.5,40.5,2023,2,2,23,4.05,303.0
12.799999999999955,3,53,0,12.799999999999955,3.48,3,50.5392879,-84.8220251,161,3.48,2023-02-02 23:14:50,,1.0,83.66,2.14,49.0,18.0,18.5,73.0,18.5,76.5,2023,2,2,23,4.05,303.0
12.799999999999955,3,57,0,12.799999999999955,3.697,3,50.539256,-84.8219978,201,3.697,2023-02-02 23:14:51,,2.0,87.44,1.61,58.0,17.0,19.5,78.5,18.5,76.5,2023,2,2,23,4.05,303.0
12.600000000000023,3,62,0,12.600000000000023,4.414,3,50.5392151,-84.8219614,262,4.414,2023-02-02 23:14:52,,2.0,92.08,0.81,56.0,17.0,21.0,81.0,21.0,77.5,2023,2,2,23,4.05,303.0
12.600000000000023,3,66,0,12.600000000000023,5.547,3,50.5391605,-84.8219159,290,5.547,2023-02-02 23:14:53,,2.0,98.04,-0.05,54.0,17.0,22.0,82.0,23.0,80.0,2023,2,2,23,4.05,303.0
12.399999999999977,3,73,0,12.399999999999977,6.623,3,50.5391013,-84.8218522,307,6.623,2023-02-02 23:14:54,,2.0,105.01,-0.89,49.0,17.0,23.0,81.5,24.0,83.0,2023,2,2,23,4.05,303.0
12.399999999999977,3,77,0,12.399999999999977,7.015,3,50.5390421,-84.8217884,375,7.015,2023-02-02 23:14:55,,3.0,112.13,-1.55,47.0,17.0,23.5,81.5,25.0,86.5,2023,2,2,23,4.05,303.0
12.399999999999977,3,77,1,12.399999999999977,6.779,3,50.538983,-84.8217338,263,6.779,2023-02-02 23:14:56,,3.0,118.83,-1.89,50.0,17.0,24.5,81.0,26.0,90.0,2023,2,2,23,4.05,303.0
12.399999999999977,3,77,1,12.399999999999977,6.491,3,50.5389329,-84.8216701,152,6.491,2023-02-02 23:14:57,,3.0,125.23,-0.62,51.0,17.0,22.0,74.0,25.0,86.0,2023,2,2,23,4.05,303.0
12.600000000000023,3,74,1,12.600000000000023,6.177,3,50.5388965,-84.8215973,105,6.177,2023-02-02 23:14:58,,3.0,131.3,0.0,46.0,17.0,19.5,66.5,24.0,82.0,2023,2,2,23,4.05,303.0
12.799999999999955,3,65,1,12.799999999999955,5.947,3,50.5388646,-84.8215245,90,5.947,2023-02-02 23:14:59,,3.0,137.15,0.0,44.0,17.0,16.5,59.0,23.0,78.0,2023,2,2,23,4.05,303.0
13.0,3,46,1,13.0,6.312,3,50.5388373,-84.8214426,80,6.312,2023-02-02 23:15:00,,3.0,143.6,0.0,41.0,17.0,14.0,51.5,22.0,74.0,2023,2,2,23,4.05,303.0
13.0,3,28,1,13.0,6.369,3,50.5388055,-84.8213606,70,6.369,2023-02-02 23:15:01,,3.0,150.0,0.49,35.0,17.0,11.5,44.0,21.0,70.0,2023,2,2,23,4.05,303.0
13.200000000000045,3,10,1,13.200000000000045,5.656,3,50.5387736,-84.8212878,60,5.656,2023-02-02 23:15:02,,3.0,155.42,1.08,29.0,17.0,8.5,36.5,20.0,66.0,2023,2,2,23,4.05,303.0
13.399999999999977,3,21,1,13.399999999999977,4.872,3,50.5387463,-84.8212332,0,4.872,2023-02-02 23:15:03,,3.0,160.03,1.55,24.0,17.0,5.0,20.0,14.5,53.0,2023,2,2,23,4.05,303.0
13.399999999999977,3,16,1,13.399999999999977,3.582,3,50.5387372,-84.8211877,1,3.582,2023-02-02 23:15:04,,3.0,163.17,1.86,,16.0,,,,,2023,2,2,23,4.05,303.0
13.600000000000023,4,9,1,13.600000000000023,1.261,3,50.5387372,-84.8211695,1,1.261,2023-02-02 23:15:05,,3.0,164.16,1.99,,16.0,,,,,2023,2,2,23,4.05,303.0
13.600000000000023,4,3,1,13.600000000000023,0.0,3,50.5387327,-84.8211513,0,0.0,2023-02-02 23:15:06,,3.0,164.16,1.96,,16.0,,,,,2023,2,2,23,4.05,303.0
13.799999999999955,4,0,1,13.799999999999955,0.0,2,50.5387372,-84.8211331,0,0.0,2023-02-02 23:15:07,,3.0,164.16,0.6,,16.0,,,,,2023,2,2,23,4.05,303.0
13.799999999999955,4,0,1,13.799999999999955,0.0,2,50.5387418,-84.821124,0,0.0,2023-02-02 23:15:08,,3.0,164.16,0.0,,16.0,,,,,2023,2,2,23,4.05,303.0
13.799999999999955,4,0,1,13.799999999999955,0.0,2,50.5387418,-84.821124,0,0.0,2023-02-02 23:15:09,,3.0,164.16,0.0,,16.0,,,,,2023,2,2,23,4.05,303.0
13.799999999999955,4,0,1,13.799999999999955,0.0,2,50.5387418,-84.821124,0,0.0,2023-02-02 23:15:10,,3.0,164.16,0.0,,16.0,,,,,2023,2,2,23,4.05,303.0
13.799999999999955,4,0,1,13.799999999999955,0.0,1,50.5387418,-84.821124,0,0.0,2023-02-02 23:15:11,,3.0,164.16,0.0,,16.0,,,,,2023,2,2,23,4.05,303.0
13.799999999999955,4,0,1,13.799999999999955,0.0,1,50.5387418,-84.821124,0,0.0,2023-02-02 23:15:12,,3.0,164.16,0.0,,16.0,,,,,2023,2,2,23,4.05,303.0
13.799999999999955,4,0,1,13.799999999999955,0.0,1,50.5387418,-84.821124,0,0.0,2023-02-02 23:15:13,,3.0,164.16,0.0,,16.0,,,,,2023,2,2,23,4.05,303.0
13.799999999999955,4,0,1,13.799999999999955,0.0,1,50.5387418,-84.821124,0,0.0,2023-02-02 23:15:14,,3.0,164.16,0.0,,16.0,,,,,2023,2,2,23,4.05,303.0
13.799999999999955,4,0,1,13.799999999999955,0.0,1,50.5387418,-84.821124,0,0.0,2023-02-02 23:15:15,,3.0,164.16,0.0,,16.0,,,,,2023,2,2,23,4.05,303.0
13.600000000000023,4,0,1,13.600000000000023,3.027,1,50.5387236,-84.8210421,0,3.027,2023-02-02 23:15:22,,3.0,165.21,0.0,,15.0,,,,,2023,2,2,23,4.05,303.0
13.600000000000023,4,0,1,13.600000000000023,2.117,1,50.5387099,-84.8210148,0,2.117,2023-02-02 23:15:23,,3.0,167.04,0.0,,15.0,,,,,2023,2,2,23,4.05,303.0
13.600000000000023,4,28,1,13.600000000000023,1.718,2,50.5386962,-84.8209966,4,1.718,2023-02-02 23:15:24,,3.0,168.66,0.0,19.0,15.0,,,,,2023,2,2,23,4.05,303.0
13.399999999999977,4,19,1,13.399999999999977,1.296,2,50.5386871,-84.8209874,10,1.296,2023-02-02 23:15:25,,3.0,169.81,0.0,25.0,15.0,11.0,30.5,15.0,61.5,2023,2,2,23,4.05,303.0
13.399999999999977,4,11,1,13.399999999999977,0.996,2,50.538678,-84.8209874,15,0.996,2023-02-02 23:15:26,,3.0,170.7,0.0,30.0,15.0,8.0,48.0,12.5,50.0,2023,2,2,23,4.05,303.0
13.399999999999977,4,2,1,13.399999999999977,1.026,2,50.5386689,-84.8209874,0,1.026,2023-02-02 23:15:27,,3.0,171.74,0.0,36.0,15.0,5.5,65.5,10.0,39.0,2023,2,2,23,4.05,303.0
13.399999999999977,4,18,1,13.399999999999977,1.243,2,50.5386553,-84.8209783,12,1.243,2023-02-02 23:15:28,,3.0,173.06,0.0,42.0,15.0,2.5,83.0,7.5,27.5,2023,2,2,23,4.05,303.0
13.399999999999977,4,36,1,13.399999999999977,2.013,2,50.5386416,-84.820951,29,2.013,2023-02-02 23:15:29,,4.0,175.31,0.0,47.0,15.0,0.0,100.0,5.0,17.0,2023,2,2,23,4.05,303.0
13.399999999999977,4,54,1,13.399999999999977,3.256,2,50.5386189,-84.8209055,217,3.256,2023-02-02 23:15:30,,4.0,178.99,0.0,49.0,15.0,21.0,91.5,26.0,66.5,2023,2,2,23,4.05,303.0
13.399999999999977,4,70,1,13.399999999999977,4.355,2,50.5385961,-84.8208509,314,4.355,2023-02-02 23:15:31,,4.0,183.75,0.0,52.0,15.0,25.5,85.0,29.0,82.0,2023,2,2,23,4.05,303.0
13.200000000000045,4,81,1,13.200000000000045,5.015,2,50.5385643,-84.8207872,362,5.015,2023-02-02 23:15:32,,5.0,188.93,0.0,46.0,15.0,24.5,79.5,26.0,86.0,2023,2,2,23,4.05,303.0
13.200000000000045,4,84,1,13.200000000000045,5.363,2,50.5385324,-84.8207235,296,5.363,2023-02-02 23:15:33,,5.0,194.42,0.0,44.0,14.0,24.0,79.5,24.0,88.5,2023,2,2,23,4.05,303.0
13.200000000000045,4,78,1,13.200000000000045,5.673,2,50.538496,-84.8206507,225,5.673,2023-02-02 23:15:34,,5.0,200.24,0.0,49.0,14.0,25.0,97.0,27.0,89.0,2023,2,2,23,4.05,303.0
13.200000000000045,4,74,1,13.200000000000045,5.947,2,50.538455,-84.820587,217,5.947,2023-02-02 23:15:35,,5.0,206.31,0.0,53.0,14.0,22.0,90.5,27.0,91.5,2023,2,2,23,4.05,303.0
13.200000000000045,4,74,1,13.200000000000045,5.956,2,50.5384095,-84.8205141,217,5.956,2023-02-02 23:15:36,,5.0,212.57,0.0,45.0,14.0,18.5,84.0,27.5,94.0,2023,2,2,23,4.05,303.0
13.200000000000045,4,76,1,13.200000000000045,6.009,2,50.538364,-84.8204504,193,6.009,2023-02-02 23:15:37,,6.0,218.65,0.0,37.0,14.0,18.0,73.5,26.5,91.5,2023,2,2,23,4.05,303.0
13.200000000000045,4,77,1,13.200000000000045,6.093,2,50.5383231,-84.8203867,157,6.093,2023-02-02 23:15:38,,6.0,224.5,0.0,38.0,14.0,19.0,62.0,23.5,81.5,2023,2,2,23,4.05,303.0
13.200000000000045,4,77,1,13.200000000000045,6.03,2,50.5382821,-84.820323,119,6.03,2023-02-02 23:15:39,,6.0,230.47,0.0,47.0,14.0,19.5,60.5,17.5,65.5,2023,2,2,23,4.05,303.0
13.200000000000045,4,78,1,13.200000000000045,6.134,2,50.5382366,-84.8202593,111,6.134,2023-02-02 23:15:40,,6.0,236.79,0.0,55.0,14.0,20.5,64.0,16.5,59.5,2023,2,2,23,4.05,303.0
13.200000000000045,4,79,1,13.200000000000045,6.267,2,50.5381865,-84.8201865,128,6.267,2023-02-02 23:15:41,,6.0,243.2,0.0,48.0,14.0,20.0,63.0,19.5,65.5,2023,2,2,23,4.05,303.0
13.399999999999977,4,80,1,13.399999999999977,6.272,2,50.538141,-84.8201227,145,6.272,2023-02-02 23:15:42,,6.0,249.47,0.0,40.0,14.0,19.5,61.5,23.0,75.5,2023,2,2,23,4.05,303.0
13.399999999999977,4,75,1,13.399999999999977,6.268,2,50.5381001,-84.8200499,150,6.268,2023-02-02 23:15:43,,6.0,255.73,0.0,32.0,14.0,18.0,57.5,25.0,80.5,2023,2,2,23,4.05,303.0
13.399999999999977,4,77,1,13.399999999999977,6.366,2,50.5380545,-84.8199771,98,6.366,2023-02-02 23:15:44,,6.0,262.13,0.0,23.0,14.0,14.5,49.0,21.5,71.5,2023,2,2,23,4.05,303.0
13.399999999999977,4,71,1,13.399999999999977,6.221,2,50.538009,-84.8199134,85,6.221,2023-02-02 23:15:45,,7.0,268.57,0.0,40.0,14.0,17.5,60.5,20.5,69.5,2023,2,2,23,4.05,303.0
13.399999999999977,4,56,1,13.399999999999977,5.899,2,50.5379681,-84.8198406,82,5.899,2023-02-02 23:15:46,,7.0,274.75,0.0,55.0,14.0,21.5,72.5,20.0,68.5,2023,2,2,23,4.05,303.0
13.200000000000045,4,41,1,13.200000000000045,5.555,2,50.5379226,-84.8197769,79,5.555,2023-02-02 23:15:47,,7.0,280.67,0.0,68.0,14.0,25.0,80.0,19.5,66.0,2023,2,2,23,4.05,303.0
13.200000000000045,4,25,1,13.200000000000045,5.996,2,50.537877,-84.8197131,76,5.996,2023-02-02 23:15:48,,7.0,286.92,0.0,82.0,14.0,28.0,87.5,19.0,64.0,2023,2,2,23,4.05,303.0
13.200000000000045,4,57,1,13.200000000000045,6.572,2,50.537827,-84.8196494,140,6.572,2023-02-02 23:15:49,,7.0,293.46,0.0,94.0,14.0,31.5,95.0,18.5,62.0,2023,2,2,23,4.05,303.0
13.200000000000045,4,80,1,13.200000000000045,6.643,2,50.5377724,-84.8195857,213,6.643,2023-02-02 23:15:50,,7.0,300.39,0.0,54.0,14.0,31.5,96.5,26.0,83.0,2023,2,2,23,4.05,303.0
13.399999999999977,4,83,1,13.399999999999977,7.047,2,50.5377178,-84.8195038,271,7.047,2023-02-02 23:15:51,,7.0,307.67,0.0,42.0,13.0,31.0,95.5,30.5,95.5,2023,2,2,23,4.05,303.0
13.399999999999977,4,86,1,13.399999999999977,7.486,2,50.5376631,-84.8194219,304,7.486,2023-02-02 23:15:52,,8.0,315.05,0.0,36.0,13.0,29.5,93.5,30.0,95.0,2023,2,2,23,4.05,303.0
13.399999999999977,4,89,1,13.399999999999977,7.159,2,50.5376131,-84.8193399,289,7.159,2023-02-02 23:15:53,,8.0,322.41,0.0,30.0,13.0,27.0,90.0,28.5,94.0,2023,2,2,23,4.05,303.0
13.200000000000045,4,84,1,13.200000000000045,7.207,2,50.537563,-84.819258,259,7.207,2023-02-02 23:15:54,,8.0,329.78,0.0,26.0,13.0,24.5,86.5,27.5,93.0,2023,2,2,23,4.05,303.0
13.0,4,81,1,13.0,7.379,2,50.5375084,-84.8191852,251,7.379,2023-02-02 23:15:55,,9.0,337.33,0.0,52.0,13.0,25.5,88.0,26.5,92.0,2023,2,2,23,4.05,303.0
13.0,4,80,1,13.0,7.003,2,50.5374492,-84.8191124,254,7.003,2023-02-02 23:15:56,,9.0,344.68,0.0,56.0,13.0,28.0,90.5,26.5,90.5,2023,2,2,23,4.05,303.0
12.799999999999955,4,80,1,12.799999999999955,6.755,2,50.5373946,-84.8190396,260,6.755,2023-02-02 23:15:57,,9.0,351.71,0.0,53.0,13.0,29.0,91.5,26.0,89.5,2023,2,2,23,4.05,303.0
12.799999999999955,4,80,1,12.799999999999955,6.797,2,50.53734,-84.8189668,264,6.797,2023-02-02 23:15:58,,9.0,358.83,0.0,51.0,13.0,26.5,90.5,27.0,89.0,2023,2,2,23,4.05,303.0
12.799999999999955,4,83,1,12.799999999999955,7.096,2,50.5372809,-84.818903,261,7.096,2023-02-02 23:15:59,,10.0,366.15,0.0,50.0,13.0,26.5,91.0,27.0,89.0,2023,2,2,23,4.05,303.0
12.799999999999955,4,86,1,12.799999999999955,7.407,2,50.5372171,-84.8188302,264,7.407,2023-02-02 23:16:00,,10.0,373.8,0.0,50.0,13.0,26.0,91.5,27.5,89.0,2023,2,2,23,4.05,303.0
12.600000000000023,4,86,1,12.600000000000023,7.416,2,50.5371534,-84.8187574,268,7.416,2023-02-02 23:16:01,,10.0,381.48,0.0,50.0,13.0,24.5,88.5,27.5,89.5,2023,2,2,23,4.05,303.0
12.600000000000023,4,85,1,12.600000000000023,7.27,2,50.5370897,-84.8186937,265,7.27,2023-02-02 23:16:02,,10.0,388.92,0.0,50.0,13.0,23.5,86.0,27.0,89.0,2023,2,2,23,4.05,303.0
12.600000000000023,4,86,1,12.600000000000023,7.29,2,50.537026,-84.81863,267,7.29,2023-02-02 23:16:03,,11.0,396.56,0.0,50.0,13.0,26.5,90.0,24.5,84.5,2023,2,2,23,4.05,303.0
12.799999999999955,4,87,1,12.799999999999955,7.448,2,50.5369577,-84.8185572,293,7.448,2023-02-02 23:16:04,,11.0,404.35,0.0,49.0,13.0,26.0,88.5,24.5,84.0,2023,2,2,23,4.05,303.0
12.799999999999955,4,88,1,12.799999999999955,7.356,2,50.536894,-84.8184934,291,7.356,2023-02-02 23:16:05,,11.0,411.72,0.0,49.0,13.0,25.5,86.5,25.0,83.5,2023,2,2,23,4.05,303.0
12.799999999999955,4,88,1,12.799999999999955,7.291,2,50.5368348,-84.8184297,280,7.291,2023-02-02 23:16:06,,11.0,419.01,0.0,49.0,13.0,24.5,85.0,25.0,83.5,2023,2,2,23,4.05,303.0
12.799999999999955,4,88,1,12.799999999999955,7.057,2,50.5367757,-84.8183569,242,7.057,2023-02-02 23:16:07,,12.0,426.45,0.0,50.0,13.0,24.0,83.5,25.5,83.0,2023,2,2,23,4.05,303.0
12.799999999999955,4,88,1,12.799999999999955,6.926,2,50.5367165,-84.8182841,225,6.926,2023-02-02 23:16:08,,12.0,433.73,0.0,52.0,12.0,23.5,82.0,25.5,82.5,2023,2,2,23,4.05,303.0
13.0,4,88,1,13.0,7.326,2,50.5366528,-84.8182204,242,7.326,2023-02-02 23:16:09,,12.0,441.22,0.0,54.0,12.0,24.5,86.0,25.5,83.0,2023,2,2,23,4.05,303.0
13.0,4,88,1,13.0,7.583,2,50.53658,-84.8181567,263,7.583,2023-02-02 23:16:10,,12.0,449.08,0.0,53.0,12.0,25.5,90.0,25.0,83.5,2023,2,2,23,4.05,303.0
13.0,4,89,1,13.0,7.587,2,50.5365117,-84.8180929,284,7.587,2023-02-02 23:16:11,,13.0,456.89,0.0,52.0,12.0,26.0,91.5,25.5,84.5,2023,2,2,23,4.05,303.0
13.200000000000045,4,90,1,13.200000000000045,7.595,2,50.5364389,-84.8180383,296,7.595,2023-02-02 23:16:12,,13.0,464.91,0.0,51.0,12.0,26.0,91.0,26.0,86.0,2023,2,2,23,4.05,303.0
13.200000000000045,4,92,1,13.200000000000045,7.65,2,50.5363615,-84.8179837,289,7.65,2023-02-02 23:16:13,,13.0,473.09,0.0,48.0,12.0,26.0,90.5,27.0,87.5,2023,2,2,23,4.05,303.0
13.399999999999977,4,92,1,13.399999999999977,7.772,2,50.5362842,-84.8179291,271,7.772,2023-02-02 23:16:14,,14.0,481.15,0.0,46.0,12.0,26.0,90.0,27.5,89.0,2023,2,2,23,4.05,303.0
13.399999999999977,4,93,1,13.399999999999977,7.766,2,50.5362022,-84.8178745,272,7.766,2023-02-02 23:16:15,,14.0,489.29,0.0,46.0,12.0,26.0,89.5,28.5,91.0,2023,2,2,23,4.05,303.0
13.600000000000023,4,94,1,13.600000000000023,7.87,2,50.5361249,-84.817829,274,7.87,2023-02-02 23:16:16,,14.0,497.45,0.0,49.0,12.0,26.0,89.5,29.0,92.5,2023,2,2,23,4.05,303.0
13.399999999999977,4,95,1,13.399999999999977,8.003,2,50.536043,-84.8177835,261,8.003,2023-02-02 23:16:17,,14.0,505.63,0.0,46.0,12.0,26.0,89.5,29.5,93.0,2023,2,2,23,4.05,303.0
13.399999999999977,4,95,1,13.399999999999977,7.981,2,50.535961,-84.817738,215,7.981,2023-02-02 23:16:18,,15.0,513.91,0.0,43.0,12.0,26.5,90.5,28.5,91.5,2023,2,2,23,4.05,303.0
13.200000000000045,4,94,1,13.200000000000045,7.912,2,50.5358746,-84.8177015,204,7.912,2023-02-02 23:16:19,,15.0,522.18,0.0,49.0,12.0,26.5,91.5,28.0,90.5,2023,2,2,23,4.05,303.0
13.200000000000045,4,93,1,13.200000000000045,7.858,2,50.5357926,-84.817656,209,7.858,2023-02-02 23:16:20,,15.0,530.33,0.0,55.0,12.0,27.0,92.5,27.5,89.0,2023,2,2,23,4.05,303.0
13.0,4,92,1,13.0,7.86,2,50.5357107,-84.8176196,236,7.86,2023-02-02 23:16:21,,15.0,538.49,0.0,55.0,12.0,27.0,92.5,27.0,88.5,2023,2,2,23,4.05,303.0
13.0,4,92,1,13.0,7.771,2,50.5356288,-84.8175832,278,7.771,2023-02-02 23:16:22,,16.0,546.59,0.0,55.0,12.0,26.5,92.0,27.0,88.0,2023,2,2,23,4.05,303.0
12.799999999999955,4,92,1,12.799999999999955,7.713,2,50.5355469,-84.8175468,287,7.713,2023-02-02 23:16:23,,16.0,554.49,0.0,54.0,12.0,26.5,91.0,27.5,88.0,2023,2,2,23,4.05,303.0
13.0,4,92,1,13.0,7.805,2,50.535465,-84.8175104,279,7.805,2023-02-02 23:16:24,,16.0,562.37,0.0,54.0,12.0,26.0,90.5,27.5,87.5,2023,2,2,23,4.05,303.0
12.799999999999955,4,93,1,12.799999999999955,7.924,2,50.535383,-84.8174831,266,7.924,2023-02-02 23:16:25,,16.0,570.33,0.0,55.0,11.0,26.0,89.5,27.5,87.5,2023,2,2,23,4.05,303.0
13.0,4,94,1,13.0,7.982,2,50.5353011,-84.8174376,260,7.982,2023-02-02 23:16:26,,17.0,578.36,0.0,55.0,11.0,25.5,89.0,28.0,87.0,2023,2,2,23,4.05,303.0
13.0,4,95,1,13.0,7.99,2,50.5352192,-84.8174012,251,7.99,2023-02-02 23:16:27,,17.0,586.47,0.0,51.0,11.0,25.5,88.0,28.0,87.0,2023,2,2,23,4.05,303.0
13.0,4,95,1,13.0,7.852,2,50.5351418,-84.8173557,230,7.852,2023-02-02 23:16:28,,17.0,594.38,0.0,41.0,11.0,25.0,87.5,28.0,86.5,2023,2,2,23,4.05,303.0
13.200000000000045,4,94,1,13.200000000000045,7.881,2,50.5350645,-84.8173193,224,7.881,2023-02-02 23:16:29,,17.0,602.16,0.0,51.0,11.0,25.0,86.5,28.5,86.5,2023,2,2,23,4.05,303.0
13.600000000000023,4,94,1,13.600000000000023,7.825,2,50.5349871,-84.8172828,232,7.825,2023-02-02 23:16:30,,18.0,609.99,0.0,55.0,11.0,24.5,86.0,28.5,86.0,2023,2,2,23,4.05,303.0
13.600000000000023,4,94,1,13.600000000000023,7.8,2,50.5349097,-84.8172373,241,7.8,2023-02-02 23:16:31,,18.0,617.63,0.0,55.0,11.0,25.0,85.5,28.0,86.5,2023,2,2,23,4.05,303.0
13.799999999999955,4,95,1,13.799999999999955,7.809,2,50.5348324,-84.8171918,243,7.809,2023-02-02 23:16:32,,18.0,625.57,0.0,53.0,11.0,26.0,84.5,26.5,87.0,2023,2,2,23,4.05,303.0
13.799999999999955,4,96,1,13.799999999999955,7.731,2,50.5347504,-84.8171463,257,7.731,2023-02-02 23:16:33,,18.0,633.68,0.0,51.0,11.0,24.5,80.0,26.0,86.5,2023,2,2,23,4.05,303.0
13.799999999999955,4,96,1,13.799999999999955,7.908,2,50.5346685,-84.8171099,257,7.908,2023-02-02 23:16:34,,19.0,641.82,0.0,49.0,11.0,22.5,75.5,25.0,86.0,2023,2,2,23,4.05,303.0
13.799999999999955,4,96,1,13.799999999999955,7.743,2,50.5345866,-84.8170735,245,7.743,2023-02-02 23:16:35,,19.0,649.92,0.0,49.0,11.0,24.0,77.5,25.0,84.5,2023,2,2,23,4.05,303.0
13.799999999999955,4,94,1,13.799999999999955,7.511,2,50.5345047,-84.8170371,230,7.511,2023-02-02 23:16:36,,19.0,657.72,0.0,50.0,11.0,24.5,79.0,25.5,83.0,2023,2,2,23,4.05,303.0
13.799999999999955,4,83,1,13.799999999999955,7.394,2,50.5344228,-84.8170098,213,7.394,2023-02-02 23:16:37,,19.0,665.51,0.0,49.0,11.0,19.5,69.5,25.5,83.0,2023,2,2,23,4.05,303.0
13.799999999999955,4,68,1,13.799999999999955,6.918,2,50.5343454,-84.8169734,137,6.918,2023-02-02 23:16:38,,19.0,673.08,0.0,48.0,11.0,13.0,52.5,26.5,80.5,2023,2,2,23,4.05,303.0
14.0,4,52,1,14.0,6.355,2,50.5342771,-84.8169461,96,6.355,2023-02-02 23:16:39,,19.0,679.89,0.0,48.0,11.0,9.5,53.0,23.0,76.0,2023,2,2,23,4.05,303.0
14.200000000000045,4,36,1,14.200000000000045,5.588,2,50.5342089,-84.8169188,54,5.588,2023-02-02 23:16:40,,19.0,686.18,0.0,48.0,11.0,6.5,56.0,19.5,71.0,2023,2,2,23,4.05,303.0
14.399999999999977,4,20,1,14.399999999999977,5.136,2,50.5341542,-84.8169006,12,5.136,2023-02-02 23:16:41,,19.0,691.88,0.0,48.0,11.0,3.5,59.5,15.5,66.0,2023,2,2,23,4.05,303.0
14.600000000000023,4,47,1,14.600000000000023,5.147,2,50.5341042,-84.8168732,39,5.147,2023-02-02 23:16:42,,19.0,697.08,0.0,48.0,11.0,0.5,63.0,11.5,60.5,2023,2,2,23,4.05,303.0
