distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,cadence,calories,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,altitude,ascent,descent,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
2069.79,7.468,2,50.531092,-84.8152025,7.468,2023-05-26 13:36:09,,87.0,57.0,22.5,53.0,81.5,240.0,26.5,93.5,18.0,6.600000000000023,7.0,6.0,6.600000000000023,0.0,2023,5,26,13,3.83,237.0
2077.04,7.399,2,50.5311667,-84.8152384,7.399,2023-05-26 13:36:10,,87.0,57.0,24.5,53.0,85.5,226.0,26.0,92.5,18.0,6.600000000000023,7.0,6.0,6.600000000000023,0.0,2023,5,26,13,3.83,237.0
2084.38,7.327,2,50.5312406,-84.8152753,7.327,2023-05-26 13:36:11,,87.0,58.0,22.5,52.0,79.0,207.0,23.5,85.0,18.0,6.600000000000023,7.0,6.0,6.600000000000023,0.0,2023,5,26,13,3.83,237.0
2091.85,7.377,2,50.5313141,-84.8153121,7.377,2023-05-26 13:36:12,,87.0,58.0,23.0,55.0,78.0,196.0,22.5,81.0,18.0,6.800000000000011,7.0,6.0,6.800000000000011,0.0,2023,5,26,13,3.83,237.0
2099.07,7.381,2,50.531388,-84.8153482,7.381,2023-05-26 13:36:13,,87.0,58.0,24.5,54.0,81.5,196.0,21.0,77.5,18.0,6.800000000000011,7.0,6.0,6.800000000000011,0.0,2023,5,26,13,3.83,237.0
2106.27,7.408,2,50.5314625,-84.815384,7.408,2023-05-26 13:36:14,,88.0,58.0,24.5,53.0,82.5,204.0,21.0,77.0,18.0,6.800000000000011,7.0,6.0,6.800000000000011,0.0,2023,5,26,13,3.83,237.0
2113.59,7.472,2,50.5315343,-84.8154199,7.472,2023-05-26 13:36:15,,89.0,58.0,22.0,54.0,77.5,220.0,23.5,83.0,18.0,6.800000000000011,7.0,6.0,6.800000000000011,0.0,2023,5,26,13,3.83,237.0
2121.28,7.541,2,50.5316104,-84.8154604,7.541,2023-05-26 13:36:16,,90.0,59.0,25.5,53.0,86.5,245.0,23.5,83.0,18.0,6.800000000000011,7.0,6.0,6.800000000000011,0.0,2023,5,26,13,3.83,237.0
2128.76,7.468,2,50.5316874,-84.8155025,7.468,2023-05-26 13:36:17,,90.0,59.0,25.5,54.0,86.5,238.0,24.0,82.5,18.0,6.800000000000011,7.0,6.0,6.800000000000011,0.0,2023,5,26,13,3.83,237.0
2136.28,7.434,2,50.5317639,-84.815536,7.434,2023-05-26 13:36:18,,89.0,59.0,24.0,55.0,82.5,218.0,23.0,78.5,18.0,6.800000000000011,7.0,6.0,6.800000000000011,0.0,2023,5,26,13,3.83,237.0
2143.57,7.416,2,50.531837,-84.8155659,7.416,2023-05-26 13:36:19,,88.0,59.0,23.0,54.0,81.0,207.0,21.5,76.0,18.0,6.800000000000011,7.0,6.0,6.800000000000011,0.0,2023,5,26,13,3.83,237.0
2150.98,7.468,2,50.5319134,-84.8156019,7.468,2023-05-26 13:36:20,,88.0,59.0,23.0,51.0,85.5,217.0,22.0,77.5,18.0,6.800000000000011,7.0,6.0,6.800000000000011,0.0,2023,5,26,13,3.83,237.0
2158.85,7.562,2,50.5319935,-84.8156396,7.562,2023-05-26 13:36:21,,89.0,60.0,22.5,50.0,82.5,209.0,22.0,76.5,18.0,7.0,7.0,6.0,7.0,0.0,2023,5,26,13,3.83,237.0
2166.52,7.596,2,50.5320713,-84.8156762,7.596,2023-05-26 13:36:22,,89.0,60.0,21.5,49.0,79.5,198.0,21.5,76.0,18.0,7.0,7.0,6.0,7.0,0.0,2023,5,26,13,3.83,237.0
2174.11,7.677,2,50.532148,-84.8157123,7.677,2023-05-26 13:36:23,,90.0,60.0,21.0,56.0,77.0,190.0,21.5,75.0,18.0,7.0,7.0,6.0,7.0,0.0,2023,5,26,13,3.83,237.0
2181.79,7.696,2,50.5322252,-84.8157486,7.696,2023-05-26 13:36:24,,90.0,60.0,20.5,64.0,75.5,185.0,21.5,75.5,18.0,7.0,7.0,6.0,7.0,0.0,2023,5,26,13,3.83,237.0
2189.61,7.801,2,50.5323031,-84.8157886,7.801,2023-05-26 13:36:25,,86.0,60.0,21.0,66.0,76.0,218.0,22.0,77.0,18.0,6.800000000000011,7.0,6.0,6.800000000000011,0.0,2023,5,26,13,3.83,237.0
2197.5,7.97,2,50.5323819,-84.8158307,7.97,2023-05-26 13:36:26,,86.0,61.0,21.5,59.0,76.5,230.0,22.5,79.0,18.0,6.600000000000023,7.0,6.0,6.600000000000023,0.0,2023,5,26,13,3.83,237.0
2205.43,7.98,2,50.5324629,-84.8158667,7.98,2023-05-26 13:36:27,,87.0,61.0,22.0,52.0,77.5,239.0,23.0,81.0,18.0,6.600000000000023,7.0,6.0,6.600000000000023,0.0,2023,5,26,13,3.83,237.0
2213.53,8.055,2,50.5325453,-84.8159033,8.055,2023-05-26 13:36:28,,87.0,61.0,22.0,52.0,78.0,235.0,23.5,83.0,18.0,6.399999999999977,7.0,6.0,6.399999999999977,0.0,2023,5,26,13,3.83,237.0
2221.61,8.139,2,50.5326274,-84.8159431,8.139,2023-05-26 13:36:29,,89.0,61.0,22.5,53.0,78.0,208.0,24.0,84.0,18.0,6.399999999999977,7.0,6.0,6.399999999999977,0.0,2023,5,26,13,3.83,237.0
2229.7,8.121,2,50.5327094,-84.8159853,8.121,2023-05-26 13:36:30,,89.0,62.0,20.5,53.0,74.0,188.0,22.5,80.0,18.0,6.199999999999989,7.0,6.0,6.199999999999989,0.0,2023,5,26,13,3.83,237.0
2237.94,8.205,2,50.5327932,-84.8160252,8.205,2023-05-26 13:36:31,,90.0,62.0,19.0,53.0,70.0,181.0,21.0,76.0,18.0,6.199999999999989,7.0,6.0,6.199999999999989,0.0,2023,5,26,13,3.83,237.0
2246.41,8.344,2,50.5328798,-84.8160674,8.344,2023-05-26 13:36:32,,89.0,62.0,18.5,52.0,68.0,183.0,21.0,75.5,18.0,6.0,7.0,6.0,6.0,0.0,2023,5,26,13,3.83,237.0
2254.87,8.41,2,50.5329645,-84.8161071,8.41,2023-05-26 13:36:33,,85.0,62.0,18.0,52.0,67.0,191.0,21.0,77.5,18.0,6.0,7.0,6.0,6.0,0.0,2023,5,26,13,3.83,237.0
2263.41,8.506,2,50.5330499,-84.8161493,8.506,2023-05-26 13:36:34,,86.0,62.0,18.0,52.0,66.5,215.0,21.5,79.5,18.0,5.600000000000023,7.0,6.0,5.600000000000023,0.0,2023,5,26,13,3.83,237.0
2272.13,8.578,2,50.5331394,-84.8161892,8.578,2023-05-26 13:36:35,,87.0,63.0,18.0,51.0,65.5,195.0,22.0,81.0,18.0,5.600000000000023,7.0,6.0,5.600000000000023,0.0,2023,5,26,13,3.83,237.0
2280.83,8.673,2,50.5332269,-84.8162311,8.673,2023-05-26 13:36:36,,87.0,63.0,17.5,52.0,65.0,173.0,22.5,83.0,18.0,5.199999999999989,7.0,6.0,5.199999999999989,0.0,2023,5,26,13,3.83,237.0
2289.47,8.678,2,50.5333155,-84.8162704,8.678,2023-05-26 13:36:37,,88.0,63.0,20.0,53.0,70.5,155.0,21.5,80.0,18.0,5.0,7.0,6.0,5.0,0.0,2023,5,26,13,3.83,237.0
2298.29,8.677,2,50.5334023,-84.816316,8.677,2023-05-26 13:36:38,,88.0,63.0,23.5,54.0,80.0,143.0,19.5,75.0,18.0,4.600000000000023,7.0,6.0,4.600000000000023,0.0,2023,5,26,13,3.83,237.0
2306.95,8.759,2,50.5334903,-84.8163615,8.759,2023-05-26 13:36:39,,88.0,63.0,27.0,55.0,89.5,142.0,18.0,69.5,18.0,4.399999999999977,7.0,6.0,4.399999999999977,0.0,2023,5,26,13,3.83,237.0
2315.85,9.04,2,50.5335816,-84.8164071,9.04,2023-05-26 13:36:40,,90.0,64.0,30.5,56.0,98.5,294.0,16.0,64.5,18.0,4.199999999999989,7.0,6.0,4.199999999999989,0.0,2023,5,26,13,3.83,237.0
2325.08,9.325,2,50.5336728,-84.816456,9.325,2023-05-26 13:36:41,,92.0,64.0,34.0,58.0,100.0,370.0,26.5,90.0,18.0,4.199999999999989,7.0,6.0,4.199999999999989,0.0,2023,5,26,13,3.83,237.0
2334.42,9.247,2,50.5337652,-84.8165073,9.247,2023-05-26 13:36:42,,92.0,64.0,33.5,50.0,97.5,407.0,29.5,97.5,18.0,4.399999999999977,7.0,6.0,4.399999999999977,0.0,2023,5,26,13,3.83,237.0
2343.74,9.275,2,50.5338596,-84.816553,9.275,2023-05-26 13:36:43,,84.0,65.0,32.0,43.0,94.0,385.0,28.0,94.5,18.0,4.199999999999989,7.0,6.0,4.199999999999989,0.0,2023,5,26,13,3.83,237.0
2353.02,9.45,2,50.5339541,-84.8165952,9.45,2023-05-26 13:36:44,,81.0,65.0,30.0,48.0,90.0,301.0,27.0,91.5,18.0,4.199999999999989,7.0,6.0,4.199999999999989,0.0,2023,5,26,13,3.83,237.0
2362.35,9.216,2,50.5340523,-84.8166316,9.216,2023-05-26 13:36:45,,89.0,65.0,28.0,62.0,86.5,312.0,26.0,88.5,18.0,4.199999999999989,7.0,6.0,4.199999999999989,0.0,2023,5,26,13,3.83,237.0
2371.54,9.24,2,50.5341476,-84.8166679,9.24,2023-05-26 13:36:46,,93.0,66.0,26.0,48.0,82.5,303.0,25.0,85.5,18.0,4.0,7.0,6.0,4.0,0.0,2023,5,26,13,3.83,237.0
2380.78,9.252,2,50.534242,-84.8167078,9.252,2023-05-26 13:36:47,,94.0,66.0,24.5,47.0,79.0,249.0,24.0,82.5,18.0,3.8000000000000114,7.0,6.0,3.8000000000000114,0.0,2023,5,26,13,3.83,237.0
2389.94,9.304,2,50.5343339,-84.8167529,9.304,2023-05-26 13:36:48,,95.0,66.0,22.5,48.0,75.0,239.0,23.0,79.5,18.0,3.6000000000000227,7.0,6.0,3.6000000000000227,0.0,2023,5,26,13,3.83,237.0
2399.25,9.347,2,50.5344266,-84.8167978,9.347,2023-05-26 13:36:49,,95.0,66.0,20.5,48.0,71.5,234.0,21.5,76.5,18.0,3.3999999999999773,7.0,6.0,3.3999999999999773,0.0,2023,5,26,13,3.83,237.0
2408.6,9.218,2,50.5345191,-84.8168441,9.218,2023-05-26 13:36:50,,95.0,66.0,18.5,49.0,68.0,217.0,20.5,73.0,18.0,3.3999999999999773,7.0,6.0,3.3999999999999773,0.0,2023,5,26,13,3.83,237.0
2417.54,8.93,2,50.5346086,-84.8168929,8.93,2023-05-26 13:36:51,,95.0,67.0,18.0,49.0,68.0,203.0,20.5,73.0,18.0,3.6000000000000227,7.0,6.0,3.6000000000000227,0.0,2023,5,26,13,3.83,237.0
2426.3,8.833,2,50.5346949,-84.8169474,8.833,2023-05-26 13:36:52,,95.0,67.0,19.5,51.0,74.5,200.0,20.5,75.0,18.0,3.6000000000000227,7.0,6.0,3.6000000000000227,0.0,2023,5,26,13,3.83,237.0
2435.14,8.801,2,50.5347819,-84.8169991,8.801,2023-05-26 13:36:53,,93.0,67.0,21.0,51.0,81.5,215.0,20.0,75.0,18.0,3.1999999999999886,7.0,6.0,3.1999999999999886,0.0,2023,5,26,13,3.83,237.0
2443.55,8.586,2,50.5348663,-84.8170476,8.586,2023-05-26 13:36:54,,93.0,67.0,22.5,48.0,83.5,224.0,20.0,73.0,18.0,3.0,7.0,6.0,3.0,0.0,2023,5,26,13,3.83,237.0
2451.96,8.799,2,50.5349477,-84.8171018,8.799,2023-05-26 13:36:55,,92.0,68.0,21.5,46.0,79.5,231.0,22.0,81.0,18.0,2.8000000000000114,7.0,6.0,2.8000000000000114,0.0,2023,5,26,13,3.83,237.0
2460.76,8.872,2,50.535032,-84.8171569,8.872,2023-05-26 13:36:56,,92.0,68.0,24.0,54.0,86.0,243.0,22.0,81.5,18.0,2.6000000000000227,7.0,6.0,2.6000000000000227,0.0,2023,5,26,13,3.83,237.0
2469.63,8.794,2,50.5351169,-84.8172116,8.794,2023-05-26 13:36:57,,92.0,68.0,22.5,51.0,85.0,251.0,22.0,82.0,18.0,2.6000000000000227,7.0,6.0,2.6000000000000227,-0.18,2023,5,26,13,3.83,237.0
2478.29,8.577,2,50.5351991,-84.8172664,8.577,2023-05-26 13:36:58,,92.0,68.0,20.5,50.0,80.0,242.0,22.0,83.0,18.0,2.6000000000000227,7.0,7.0,2.6000000000000227,-1.31,2023,5,26,13,3.83,237.0
2486.8,8.204,2,50.5352843,-84.8173177,8.204,2023-05-26 13:36:59,,92.0,68.0,22.0,51.0,78.0,230.0,22.0,83.5,18.0,2.6000000000000227,7.0,7.0,2.6000000000000227,-1.39,2023,5,26,13,3.83,237.0
2495.39,8.334,2,50.5353719,-84.8173598,8.334,2023-05-26 13:37:00,,92.0,69.0,26.0,53.0,95.0,242.0,22.0,83.5,18.0,2.6000000000000227,7.0,7.0,2.6000000000000227,-1.39,2023,5,26,13,3.83,237.0
2503.91,8.336,2,50.5354588,-84.8173929,8.336,2023-05-26 13:37:01,,92.0,69.0,24.5,52.0,88.0,242.0,24.0,87.5,18.0,2.6000000000000227,7.0,7.0,2.6000000000000227,-1.1,2023,5,26,13,3.83,237.0
2512.98,8.717,2,50.5355546,-84.8174236,8.717,2023-05-26 13:37:02,,91.0,69.0,22.0,50.0,80.0,226.0,22.0,83.0,18.0,2.6000000000000227,7.0,7.0,2.6000000000000227,0.0,2023,5,26,13,3.83,237.0
2522.07,8.729,2,50.535648,-84.8174631,8.729,2023-05-26 13:37:03,,91.0,69.0,19.0,50.0,71.5,214.0,21.5,82.0,18.0,2.6000000000000227,7.0,7.0,2.6000000000000227,0.0,2023,5,26,13,3.83,237.0
2530.98,8.732,2,50.5357353,-84.8175116,8.732,2023-05-26 13:37:04,,92.0,70.0,17.5,51.0,65.5,212.0,24.0,85.5,18.0,2.8000000000000114,7.0,7.0,2.8000000000000114,0.0,2023,5,26,13,3.83,237.0
2539.66,8.717,2,50.5358181,-84.8175657,8.717,2023-05-26 13:37:05,,92.0,70.0,21.5,52.0,80.5,215.0,18.5,71.0,18.0,2.8000000000000114,7.0,7.0,2.8000000000000114,0.0,2023,5,26,13,3.83,237.0
2548.26,8.609,2,50.5359026,-84.8176201,8.609,2023-05-26 13:37:06,,92.0,70.0,22.5,54.0,84.5,217.0,18.0,70.0,18.0,2.8000000000000114,7.0,7.0,2.8000000000000114,0.0,2023,5,26,13,3.83,237.0
2557.17,8.578,2,50.5359877,-84.8176791,8.578,2023-05-26 13:37:07,,92.0,70.0,24.0,57.0,88.0,219.0,18.5,72.5,18.0,2.8000000000000114,7.0,7.0,2.8000000000000114,0.0,2023,5,26,13,3.83,237.0
2566.12,8.748,2,50.5360729,-84.817743,8.748,2023-05-26 13:37:08,,91.0,70.0,26.0,57.0,92.5,217.0,20.5,78.0,18.0,2.8000000000000114,7.0,7.0,2.8000000000000114,0.0,2023,5,26,13,3.83,237.0
2574.95,8.702,2,50.5361527,-84.8178097,8.702,2023-05-26 13:37:09,,91.0,71.0,28.5,54.0,97.0,241.0,22.0,83.5,18.0,2.8000000000000114,7.0,7.0,2.8000000000000114,0.0,2023,5,26,13,3.83,237.0
2583.7,8.982,2,50.5362314,-84.8178789,8.982,2023-05-26 13:37:10,,92.0,71.0,29.0,51.0,99.0,278.0,24.5,86.5,18.0,2.8000000000000114,7.0,7.0,2.8000000000000114,0.0,2023,5,26,13,3.83,237.0
2592.91,9.101,2,50.5363173,-84.8179432,9.101,2023-05-26 13:37:11,,93.0,71.0,27.0,51.0,94.5,303.0,26.0,92.0,18.0,2.8000000000000114,7.0,7.0,2.8000000000000114,0.0,2023,5,26,13,3.83,237.0
2602.21,9.044,2,50.5364065,-84.8180068,9.044,2023-05-26 13:37:12,,93.0,72.0,25.0,52.0,89.0,286.0,26.0,95.5,18.0,2.6000000000000227,7.0,7.0,2.6000000000000227,0.0,2023,5,26,13,3.83,237.0
2611.3,8.99,2,50.5364909,-84.8180702,8.99,2023-05-26 13:37:13,,92.0,72.0,24.5,55.0,87.5,248.0,24.0,93.5,18.0,2.3999999999999773,7.0,7.0,2.3999999999999773,0.0,2023,5,26,13,3.83,237.0
2620.28,8.928,2,50.5365744,-84.8181339,8.928,2023-05-26 13:37:14,,92.0,72.0,23.0,57.0,92.0,231.0,22.5,88.5,18.0,2.3999999999999773,7.0,7.0,2.3999999999999773,0.0,2023,5,26,13,3.83,237.0
2629.42,8.953,2,50.5366583,-84.8182015,8.953,2023-05-26 13:37:15,,92.0,72.0,26.5,53.0,90.5,235.0,22.0,82.5,18.0,2.3999999999999773,7.0,7.0,2.3999999999999773,0.0,2023,5,26,13,3.83,237.0
2638.53,8.886,2,50.5367373,-84.8182776,8.886,2023-05-26 13:37:16,,91.0,73.0,26.5,52.0,89.0,241.0,21.5,83.5,18.0,2.1999999999999886,7.0,7.0,2.1999999999999886,0.0,2023,5,26,13,3.83,237.0
2647.71,8.828,2,50.5368191,-84.8183561,8.828,2023-05-26 13:37:17,,90.0,73.0,24.0,50.0,84.5,237.0,22.0,85.5,18.0,2.1999999999999886,7.0,7.0,2.1999999999999886,0.0,2023,5,26,13,3.83,237.0
2656.62,8.64,2,50.536897,-84.8184282,8.64,2023-05-26 13:37:18,,90.0,73.0,21.5,49.0,78.5,224.0,22.0,83.5,18.0,2.3999999999999773,7.0,7.0,2.3999999999999773,0.0,2023,5,26,13,3.83,237.0
2665.27,8.515,2,50.5369712,-84.8185008,8.515,2023-05-26 13:37:19,,88.0,73.0,22.5,48.0,81.0,201.0,19.0,76.5,18.0,2.6000000000000227,7.0,7.0,2.6000000000000227,0.0,2023,5,26,13,3.83,237.0
2673.84,8.393,2,50.5370478,-84.8185744,8.393,2023-05-26 13:37:20,,87.0,73.0,23.0,48.0,80.0,194.0,18.0,73.0,18.0,2.6000000000000227,7.0,7.0,2.6000000000000227,0.0,2023,5,26,13,3.83,237.0
2682.16,8.379,2,50.5371195,-84.8186493,8.379,2023-05-26 13:37:21,,87.0,74.0,20.5,53.0,75.5,194.0,21.5,80.0,18.0,2.6000000000000227,7.0,7.0,2.6000000000000227,0.0,2023,5,26,13,3.83,237.0
2690.57,8.64,2,50.5371895,-84.8187267,8.64,2023-05-26 13:37:22,,87.0,74.0,22.5,57.0,82.0,197.0,23.5,85.0,18.0,2.6000000000000227,7.0,7.0,2.6000000000000227,0.0,2023,5,26,13,3.83,237.0
2699.25,8.407,2,50.5372581,-84.8188081,8.407,2023-05-26 13:37:23,,87.0,74.0,28.0,59.0,98.0,201.0,23.0,83.0,18.0,2.3999999999999773,7.0,7.0,2.3999999999999773,0.0,2023,5,26,13,3.83,237.0
2707.62,8.417,2,50.5373201,-84.818899,8.417,2023-05-26 13:37:24,,87.0,74.0,27.0,58.0,97.0,222.0,22.5,82.5,18.0,2.3999999999999773,7.0,7.0,2.3999999999999773,0.0,2023,5,26,13,3.83,237.0
2715.94,8.408,2,50.5373791,-84.8189897,8.408,2023-05-26 13:37:25,,87.0,74.0,28.0,56.0,97.5,251.0,21.5,81.0,18.0,2.1999999999999886,7.0,7.0,2.1999999999999886,0.0,2023,5,26,13,3.83,237.0
2724.53,8.525,2,50.5374368,-84.8190842,8.525,2023-05-26 13:37:26,,88.0,75.0,30.5,55.0,98.5,288.0,23.5,86.5,18.0,2.1999999999999886,7.0,7.0,2.1999999999999886,0.0,2023,5,26,13,3.83,237.0
2733.2,8.727,2,50.5374945,-84.8191841,8.727,2023-05-26 13:37:27,,89.0,75.0,33.5,54.0,99.5,324.0,27.5,96.5,18.0,2.1999999999999886,7.0,7.0,2.1999999999999886,0.0,2023,5,26,13,3.83,237.0
2742.26,8.729,2,50.5375584,-84.8192846,8.729,2023-05-26 13:37:28,,89.0,75.0,31.0,52.0,96.0,323.0,27.5,98.5,18.0,2.3999999999999773,7.0,7.0,2.3999999999999773,0.0,2023,5,26,13,3.83,237.0
2751.38,8.895,2,50.5376224,-84.8193851,8.895,2023-05-26 13:37:29,,89.0,76.0,27.5,51.0,89.0,302.0,25.0,91.5,18.0,2.3999999999999773,7.0,7.0,2.3999999999999773,0.0,2023,5,26,13,3.83,237.0
2760.57,9.098,2,50.5376858,-84.8194847,9.098,2023-05-26 13:37:30,,90.0,76.0,27.0,52.0,89.5,285.0,24.5,89.5,18.0,2.3999999999999773,7.0,7.0,2.3999999999999773,0.0,2023,5,26,13,3.83,237.0
2769.68,8.995,2,50.5377509,-84.8195814,8.995,2023-05-26 13:37:31,,90.0,76.0,26.5,53.0,89.5,271.0,24.5,88.5,18.0,2.1999999999999886,7.0,7.0,2.1999999999999886,0.0,2023,5,26,13,3.83,237.0
2778.9,9.075,2,50.5378213,-84.8196763,9.075,2023-05-26 13:37:32,,90.0,77.0,25.5,53.0,87.5,265.0,24.0,86.5,18.0,1.8000000000000114,7.0,7.0,1.8000000000000114,0.0,2023,5,26,13,3.83,237.0
2788.19,9.003,2,50.5378924,-84.819773,9.003,2023-05-26 13:37:33,,90.0,77.0,26.5,54.0,88.5,253.0,23.0,86.0,18.0,1.8000000000000114,7.0,7.0,1.8000000000000114,0.0,2023,5,26,13,3.83,237.0
2797.18,8.93,2,50.5379573,-84.8198671,8.93,2023-05-26 13:37:34,,90.0,77.0,23.5,53.0,82.5,255.0,22.5,87.0,18.0,1.8000000000000114,7.0,7.0,1.8000000000000114,0.0,2023,5,26,13,3.83,237.0
2806.06,8.836,2,50.5380181,-84.8199673,8.836,2023-05-26 13:37:35,,89.0,77.0,26.5,54.0,89.0,265.0,23.0,82.5,18.0,1.8000000000000114,7.0,7.0,1.8000000000000114,0.0,2023,5,26,13,3.83,237.0
2815.03,8.829,2,50.5380801,-84.8200672,8.829,2023-05-26 13:37:36,,89.0,78.0,30.0,55.0,95.5,293.0,23.5,84.5,18.0,1.8000000000000114,7.0,7.0,1.8000000000000114,0.0,2023,5,26,13,3.83,237.0
2824.23,9.216,2,50.5381395,-84.8201711,9.216,2023-05-26 13:37:37,,91.0,78.0,30.5,55.0,97.0,370.0,25.0,91.5,18.0,1.8000000000000114,7.0,7.0,1.8000000000000114,0.0,2023,5,26,13,3.83,237.0
2833.65,9.32,2,50.5381992,-84.8202813,9.32,2023-05-26 13:37:38,,93.0,78.0,30.0,54.0,99.5,418.0,26.0,88.0,18.0,2.0,7.0,7.0,2.0,0.0,2023,5,26,13,3.83,237.0
2842.95,9.433,2,50.5382595,-84.8203895,9.433,2023-05-26 13:37:39,,95.0,79.0,31.0,52.0,100.0,418.0,28.0,97.0,18.0,1.8000000000000114,7.0,7.0,1.8000000000000114,0.0,2023,5,26,13,3.83,237.0
2852.6,9.501,2,50.5383217,-84.8205022,9.501,2023-05-26 13:37:40,,97.0,79.0,30.5,50.0,94.5,404.0,29.0,99.5,18.0,1.8000000000000114,7.0,7.0,1.8000000000000114,0.0,2023,5,26,13,3.83,237.0
2862.26,9.638,2,50.5383822,-84.8206167,9.638,2023-05-26 13:37:41,,97.0,80.0,29.0,53.0,93.5,395.0,28.0,97.0,18.0,2.0,7.0,7.0,2.0,0.0,2023,5,26,13,3.83,237.0
2871.83,9.485,2,50.538447,-84.820722,9.485,2023-05-26 13:37:42,,98.0,80.0,25.5,50.0,91.0,382.0,26.5,94.0,18.0,2.0,7.0,7.0,2.0,0.0,2023,5,26,13,3.83,237.0
2881.3,9.347,2,50.538514,-84.8208227,9.347,2023-05-26 13:37:43,,97.0,80.0,18.0,42.0,63.5,252.0,30.0,99.0,18.0,2.0,7.0,7.0,2.0,0.0,2023,5,26,13,3.83,237.0
2890.56,9.201,2,50.5385795,-84.820923,9.201,2023-05-26 13:37:44,,96.0,80.0,18.5,47.0,71.5,208.0,30.0,99.0,18.0,1.8000000000000114,7.0,7.0,1.8000000000000114,0.0,2023,5,26,13,3.83,237.0
2899.73,9.281,2,50.538648,-84.8210202,9.281,2023-05-26 13:37:45,,95.0,81.0,21.5,52.0,80.0,190.0,27.0,92.0,18.0,1.6000000000000227,7.0,7.0,1.6000000000000227,0.0,2023,5,26,13,3.83,237.0
2908.78,8.999,2,50.5387133,-84.821115,8.999,2023-05-26 13:37:46,,94.0,81.0,26.5,54.0,87.5,197.0,24.0,84.0,18.0,1.6000000000000227,7.0,7.0,1.6000000000000227,0.0,2023,5,26,13,3.83,237.0
2917.52,8.623,2,50.5387707,-84.8212149,8.623,2023-05-26 13:37:47,,93.0,81.0,27.5,53.0,88.5,241.0,29.0,97.5,18.0,1.3999999999999773,7.0,7.0,1.3999999999999773,0.0,2023,5,26,13,3.83,237.0
2926.26,8.519,2,50.5388251,-84.821318,8.519,2023-05-26 13:37:48,,90.0,81.0,27.0,51.0,90.0,242.0,25.5,90.0,18.0,1.3999999999999773,7.0,7.0,1.3999999999999773,0.0,2023,5,26,13,3.83,237.0
2935.29,8.326,2,50.5388779,-84.8214301,8.326,2023-05-26 13:37:49,,89.0,81.0,25.0,49.0,87.0,239.0,24.5,89.5,18.0,1.3999999999999773,7.0,7.0,1.3999999999999773,0.0,2023,5,26,13,3.83,237.0
2944.13,8.065,2,50.5389301,-84.8215395,8.065,2023-05-26 13:37:50,,88.0,82.0,23.0,47.0,80.5,232.0,24.5,87.5,18.0,1.3999999999999773,7.0,7.0,1.3999999999999773,0.0,2023,5,26,13,3.83,237.0
2952.34,8.199,2,50.5389864,-84.8216305,8.199,2023-05-26 13:37:51,,87.0,82.0,23.5,46.0,76.5,228.0,24.5,84.5,18.0,1.1999999999999886,7.0,7.0,1.1999999999999886,0.0,2023,5,26,13,3.83,237.0
2960.6,8.277,2,50.539044,-84.8217217,8.277,2023-05-26 13:37:52,,87.0,82.0,29.5,44.0,87.0,226.0,25.0,88.0,18.0,1.1999999999999886,7.0,7.0,1.1999999999999886,0.0,2023,5,26,13,3.83,237.0
2969.04,8.244,2,50.5390968,-84.8218192,8.244,2023-05-26 13:37:53,,86.0,82.0,35.0,42.0,97.5,270.0,25.5,91.0,18.0,1.3999999999999773,7.0,7.0,1.3999999999999773,0.0,2023,5,26,13,3.83,237.0
2977.49,7.766,2,50.5391412,-84.8219233,7.766,2023-05-26 13:37:54,,78.0,83.0,28.0,40.0,96.0,292.0,28.0,96.0,18.0,1.3999999999999773,7.0,7.0,1.3999999999999773,0.0,2023,5,26,13,3.83,237.0
2984.31,6.329,2,50.5391796,-84.8220062,6.329,2023-05-26 13:37:55,,61.0,83.0,23.5,42.0,93.5,284.0,25.5,87.0,18.0,1.3999999999999773,7.0,7.0,1.3999999999999773,0.0,2023,5,26,13,3.83,237.0
2989.94,5.53,2,50.5392335,-84.8220402,5.53,2023-05-26 13:37:56,,45.0,83.0,25.0,44.0,93.5,276.0,16.5,64.0,18.0,1.3999999999999773,7.0,7.0,1.3999999999999773,0.0,2023,5,26,13,3.83,237.0
2997.0,7.322,2,50.53931,-84.8220309,7.322,2023-05-26 13:37:57,,69.0,83.0,26.5,46.0,93.5,172.0,8.0,41.5,18.0,1.6000000000000227,7.0,7.0,1.6000000000000227,0.0,2023,5,26,13,3.83,237.0
3004.68,7.782,2,50.5393915,-84.8220185,7.782,2023-05-26 13:37:58,,78.0,83.0,23.5,48.0,83.5,147.0,14.0,59.0,18.0,1.8000000000000114,7.0,7.0,1.8000000000000114,0.0,2023,5,26,13,3.83,237.0
3011.93,7.379,2,50.5394673,-84.8220069,7.379,2023-05-26 13:37:59,,79.0,84.0,20.5,50.0,73.5,124.0,19.5,76.5,18.0,1.8000000000000114,7.0,7.0,1.8000000000000114,0.0,2023,5,26,13,3.83,237.0
3019.7,7.453,2,50.5395511,-84.8220004,7.453,2023-05-26 13:38:00,,79.0,84.0,18.5,51.0,67.5,136.0,22.5,83.0,18.0,1.8000000000000114,7.0,7.0,1.8000000000000114,0.0,2023,5,26,13,3.83,237.0
