ascent,descent,timestamp,battery_soc,cadence,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,calories,temperature,enhanced_speed,gps_accuracy,position_lat,position_long,speed,distance,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
9,24,2022-11-20 17:09:27,,42.0,20.0,56.0,84.0,250.0,28.5,95.0,61.0,7.0,9.433,2.0,50.395318,-84.4720811,9.433,2381.56,-14.0,-14.0,0.87,2022,11,20,17,3.22,206.0
9,24,2022-11-20 17:09:28,,28.0,18.0,57.0,79.5,130.0,28.5,95.0,62.0,7.0,9.505,2.0,50.3952316,-84.47199,9.505,2391.66,-13.800000000000011,-13.800000000000011,1.23,2022,11,20,17,3.22,206.0
10,24,2022-11-20 17:09:29,,72.0,18.0,55.0,77.5,136.0,28.0,95.5,62.0,7.0,8.855,2.0,50.3951406,-84.4719354,8.855,2401.22,-13.399999999999977,-13.399999999999977,1.56,2022,11,20,17,3.22,206.0
10,24,2022-11-20 17:09:30,,86.0,28.5,49.0,86.5,182.0,24.5,97.5,62.0,7.0,8.538,2.0,50.395045,-84.4719081,8.538,2410.05,-13.199999999999989,-13.199999999999989,1.82,2022,11,20,17,3.22,206.0
10,24,2022-11-20 17:09:31,,89.0,26.5,51.0,86.5,243.0,27.0,94.0,62.0,7.0,9.252,2.0,50.394954,-84.4719445,9.252,2418.72,-13.199999999999989,-13.199999999999989,2.0,2022,11,20,17,3.22,206.0
10,24,2022-11-20 17:09:32,,86.0,27.5,52.0,91.5,369.0,28.0,91.0,63.0,7.0,9.43,2.0,50.3948675,-84.47199,9.43,2427.93,-13.0,-13.0,2.07,2022,11,20,17,3.22,206.0
10,24,2022-11-20 17:09:33,,64.0,31.0,54.0,96.5,408.0,29.5,92.0,63.0,7.0,9.357,2.0,50.3947947,-84.4720811,9.357,2436.96,-13.0,-13.0,1.99,2022,11,20,17,3.22,206.0
11,24,2022-11-20 17:09:34,,63.0,34.0,55.0,97.0,314.0,31.5,97.0,63.0,7.0,9.385,2.0,50.3947264,-84.4721812,9.385,2446.28,-13.0,-13.0,1.83,2022,11,20,17,3.22,206.0
11,24,2022-11-20 17:09:35,,85.0,29.5,57.0,94.5,252.0,30.0,93.5,64.0,7.0,9.578,2.0,50.3946581,-84.4722813,9.578,2455.41,-13.199999999999989,-13.199999999999989,1.31,2022,11,20,17,3.22,206.0
11,24,2022-11-20 17:09:36,,95.0,25.5,58.0,92.0,253.0,28.0,90.5,64.0,7.0,9.849,2.0,50.394599,-84.4723905,9.849,2464.95,-13.399999999999977,-13.399999999999977,0.0,2022,11,20,17,3.22,206.0
11,24,2022-11-20 17:09:37,,95.0,23.0,55.0,83.5,263.0,26.0,87.5,64.0,7.0,9.798,2.0,50.3945353,-84.4724907,9.798,2474.47,-13.800000000000011,-13.800000000000011,-0.03,2022,11,20,17,3.22,206.0
11,24,2022-11-20 17:09:38,,94.0,23.0,51.0,78.5,266.0,24.5,85.0,64.0,7.0,9.394,2.0,50.3944715,-84.4725999,9.394,2484.03,-14.199999999999989,-14.199999999999989,-0.3,2022,11,20,17,3.22,206.0
11,25,2022-11-20 17:09:39,,90.0,25.5,50.0,82.0,276.0,25.0,82.5,65.0,7.0,9.062,2.0,50.3944169,-84.4727091,9.062,2493.03,-14.399999999999977,-14.399999999999977,-1.03,2022,11,20,17,3.22,206.0
11,25,2022-11-20 17:09:40,,88.0,26.0,53.0,82.5,285.0,25.5,82.5,65.0,7.0,8.794,2.0,50.3943578,-84.4728092,8.794,2501.82,-14.399999999999977,-14.399999999999977,-1.6,2022,11,20,17,3.22,206.0
11,25,2022-11-20 17:09:41,,87.0,26.0,53.0,82.5,291.0,25.5,82.5,65.0,7.0,8.557,2.0,50.3943031,-84.4729094,8.557,2510.55,-14.199999999999989,-14.199999999999989,-1.89,2022,11,20,17,3.22,206.0
11,25,2022-11-20 17:09:42,,92.0,26.5,52.0,83.0,290.0,26.0,82.5,66.0,7.0,8.463,2.0,50.394244,-84.4730004,8.463,2518.96,-14.0,-14.0,-1.48,2022,11,20,17,3.22,206.0
11,25,2022-11-20 17:09:43,,93.0,27.0,47.0,83.0,261.0,26.0,82.5,66.0,7.0,8.435,2.0,50.3941848,-84.4731005,8.435,2527.47,-13.800000000000011,-13.800000000000011,-0.18,2022,11,20,17,3.22,206.0
11,25,2022-11-20 17:09:44,,93.0,27.0,47.0,83.0,243.0,26.0,82.5,66.0,7.0,8.307,2.0,50.3941257,-84.4731824,8.307,2535.44,-13.600000000000023,-13.600000000000023,-0.72,2022,11,20,17,3.22,206.0
11,25,2022-11-20 17:09:45,,91.0,27.5,55.0,83.5,248.0,26.5,82.5,66.0,7.0,8.301,2.0,50.394071,-84.4732644,8.301,2543.45,-13.600000000000023,-13.600000000000023,0.02,2022,11,20,17,3.22,206.0
11,25,2022-11-20 17:09:46,,91.0,27.5,53.0,85.5,288.0,26.5,83.0,67.0,7.0,8.297,2.0,50.3940164,-84.4733645,8.297,2551.52,-13.399999999999977,-13.399999999999977,0.68,2022,11,20,17,3.22,206.0
11,25,2022-11-20 17:09:47,,90.0,27.5,51.0,87.5,327.0,26.5,83.5,67.0,7.0,8.198,2.0,50.3939618,-84.4734555,8.198,2559.78,-13.600000000000023,-13.600000000000023,1.17,2022,11,20,17,3.22,206.0
11,25,2022-11-20 17:09:48,,90.0,27.5,50.0,89.5,344.0,26.5,84.0,67.0,7.0,8.214,2.0,50.3939118,-84.4735465,8.214,2567.59,-13.399999999999977,-13.399999999999977,1.29,2022,11,20,17,3.22,206.0
11,25,2022-11-20 17:09:49,,90.0,27.5,50.0,91.5,344.0,26.5,84.5,68.0,7.0,8.403,2.0,50.3938571,-84.4736375,8.403,2575.61,-13.399999999999977,-13.399999999999977,0.94,2022,11,20,17,3.22,206.0
11,25,2022-11-20 17:09:50,,90.0,27.5,50.0,94.0,328.0,26.5,85.0,68.0,7.0,8.223,2.0,50.3938071,-84.4737286,8.223,2583.99,-13.600000000000023,-13.600000000000023,0.0,2022,11,20,17,3.22,206.0
11,25,2022-11-20 17:09:51,,90.0,27.5,50.0,96.0,272.0,26.5,85.5,68.0,7.0,8.201,2.0,50.3937525,-84.4738196,8.201,2591.64,-13.800000000000011,-13.800000000000011,0.0,2022,11,20,17,3.22,206.0
11,25,2022-11-20 17:09:52,,89.0,27.5,50.0,95.5,302.0,26.5,86.0,68.0,7.0,8.184,2.0,50.3936933,-84.4739106,8.184,2600.16,-14.0,-14.0,0.0,2022,11,20,17,3.22,206.0
11,26,2022-11-20 17:09:53,,89.0,27.5,51.0,93.5,312.0,27.0,87.0,69.0,7.0,8.207,2.0,50.3936387,-84.4740016,8.207,2608.22,-14.0,-14.0,-0.14,2022,11,20,17,3.22,206.0
11,26,2022-11-20 17:09:54,,90.0,27.5,52.0,96.0,322.0,28.5,91.5,69.0,7.0,8.35,2.0,50.3935795,-84.4740927,8.35,2616.58,-14.199999999999989,-14.199999999999989,-0.7,2022,11,20,17,3.22,206.0
11,26,2022-11-20 17:09:55,,90.0,27.5,50.0,94.0,340.0,31.0,94.5,69.0,7.0,8.337,2.0,50.3935295,-84.4741928,8.337,2625.02,-14.0,-14.0,-0.89,2022,11,20,17,3.22,206.0
11,26,2022-11-20 17:09:56,,91.0,25.5,48.0,87.5,340.0,32.0,95.5,70.0,7.0,8.426,2.0,50.3934748,-84.4742929,8.426,2633.49,-14.0,-14.0,-0.75,2022,11,20,17,3.22,206.0
11,26,2022-11-20 17:09:57,,91.0,23.5,48.0,83.5,340.0,30.5,95.0,70.0,7.0,8.474,2.0,50.3934202,-84.474393,8.474,2642.1,-14.0,-14.0,0.0,2022,11,20,17,3.22,206.0
11,26,2022-11-20 17:09:58,,92.0,23.5,48.0,86.0,317.0,28.0,94.5,70.0,7.0,8.581,2.0,50.3933702,-84.4744841,8.581,2649.69,-14.0,-14.0,0.0,2022,11,20,17,3.22,206.0
11,26,2022-11-20 17:09:59,,93.0,24.5,49.0,89.0,319.0,29.0,96.0,71.0,7.0,8.344,2.0,50.3933065,-84.4745933,8.344,2659.24,-14.0,-14.0,0.0,2022,11,20,17,3.22,206.0
11,26,2022-11-20 17:10:00,,92.0,26.0,51.0,92.5,324.0,30.5,97.0,71.0,7.0,8.3,2.0,50.3932518,-84.4746843,8.3,2667.46,-13.800000000000011,-13.800000000000011,0.0,2022,11,20,17,3.22,206.0
11,26,2022-11-20 17:10:01,,91.0,28.0,53.0,95.5,334.0,30.5,95.5,71.0,7.0,8.221,2.0,50.3932018,-84.4747753,8.221,2675.5,-13.800000000000011,-13.800000000000011,0.0,2022,11,20,17,3.22,206.0
11,26,2022-11-20 17:10:02,,90.0,28.5,51.0,96.0,343.0,29.5,93.5,72.0,7.0,8.192,2.0,50.3931517,-84.4748572,8.192,2682.67,-13.800000000000011,-13.800000000000011,0.0,2022,11,20,17,3.22,206.0
11,26,2022-11-20 17:10:03,,93.0,26.5,61.0,93.5,323.0,29.0,93.0,72.0,7.0,8.006,2.0,50.3930834,-84.4749574,8.006,2692.22,-13.600000000000023,-13.600000000000023,0.0,2022,11,20,17,3.22,206.0
11,26,2022-11-20 17:10:04,,96.0,24.0,80.0,90.5,262.0,28.5,92.5,72.0,7.0,7.825,2.0,50.3930288,-84.4750484,7.825,2700.08,-13.399999999999977,-13.399999999999977,0.0,2022,11,20,17,3.22,206.0
12,26,2022-11-20 17:10:05,,94.0,26.5,67.0,94.5,260.0,28.5,92.5,73.0,7.0,7.747,2.0,50.3929833,-84.4751394,7.747,2707.99,-13.0,-13.0,0.22,2022,11,20,17,3.22,206.0
12,26,2022-11-20 17:10:06,,92.0,28.5,55.0,96.5,290.0,29.0,93.5,73.0,7.0,7.389,2.0,50.3929378,-84.4752213,7.389,2715.31,-12.800000000000011,-12.800000000000011,1.15,2022,11,20,17,3.22,206.0
12,26,2022-11-20 17:10:07,,90.0,29.0,48.0,97.0,374.0,30.0,96.5,73.0,7.0,7.292,2.0,50.3928923,-84.4753124,7.292,2722.63,-12.600000000000023,-12.600000000000023,1.61,2022,11,20,17,3.22,206.0
13,26,2022-11-20 17:10:08,,91.0,29.5,47.0,97.5,367.0,31.5,99.0,74.0,7.0,7.166,2.0,50.3928468,-84.4754034,7.166,2730.03,-12.399999999999977,-12.399999999999977,2.04,2022,11,20,17,3.22,206.0
13,26,2022-11-20 17:10:09,,92.0,27.0,50.0,96.0,360.0,32.5,98.5,74.0,7.0,7.072,2.0,50.3928013,-84.4754853,7.072,2737.4,-12.199999999999989,-12.199999999999989,2.37,2022,11,20,17,3.22,206.0
13,26,2022-11-20 17:10:10,,91.0,26.5,49.0,93.0,357.0,33.0,98.5,74.0,7.0,6.96,2.0,50.3927512,-84.4755672,6.96,2744.74,-11.800000000000011,-11.800000000000011,2.47,2022,11,20,17,3.22,206.0
13,26,2022-11-20 17:10:11,,89.0,26.5,48.0,92.5,355.0,31.5,98.5,75.0,7.0,6.876,2.0,50.3927057,-84.4756491,6.876,2751.63,-11.600000000000023,-11.600000000000023,2.61,2022,11,20,17,3.22,206.0
14,26,2022-11-20 17:10:12,,88.0,28.0,48.0,95.0,365.0,29.5,98.0,75.0,7.0,6.83,2.0,50.3926602,-84.4757311,6.83,2758.65,-11.199999999999989,-11.199999999999989,2.72,2022,11,20,17,3.22,206.0
14,26,2022-11-20 17:10:13,,87.0,31.5,48.0,96.5,355.0,30.0,98.5,76.0,7.0,6.649,2.0,50.3926147,-84.4758039,6.649,2765.42,-11.0,-11.0,2.81,2022,11,20,17,3.22,206.0
14,26,2022-11-20 17:10:14,,89.0,31.0,46.0,91.5,346.0,32.0,98.5,76.0,7.0,6.543,2.0,50.3925692,-84.4758858,6.543,2772.11,-10.600000000000023,-10.600000000000023,2.99,2022,11,20,17,3.22,206.0
14,26,2022-11-20 17:10:15,,94.0,29.5,48.0,93.5,338.0,33.5,99.0,76.0,6.0,6.494,2.0,50.3925282,-84.4759586,6.494,2778.58,-10.399999999999977,-10.399999999999977,3.17,2022,11,20,17,3.22,206.0
15,26,2022-11-20 17:10:16,,94.0,29.0,51.0,96.5,361.0,33.0,98.0,77.0,6.0,6.337,2.0,50.3924827,-84.4760314,6.337,2784.94,-10.199999999999989,-10.199999999999989,3.45,2022,11,20,17,3.22,206.0
15,26,2022-11-20 17:10:17,,92.0,30.5,51.0,97.5,360.0,30.0,96.0,77.0,6.0,6.31,2.0,50.3924417,-84.4761042,6.31,2791.49,-9.800000000000011,-9.800000000000011,3.73,2022,11,20,17,3.22,206.0
15,26,2022-11-20 17:10:18,,91.0,32.0,49.0,99.0,364.0,29.0,93.5,77.0,6.0,6.237,2.0,50.3924008,-84.4761771,6.237,2797.71,-9.399999999999977,-9.399999999999977,4.06,2022,11,20,17,3.22,206.0
16,26,2022-11-20 17:10:19,,89.0,31.0,49.0,98.0,374.0,29.5,95.5,78.0,6.0,5.95,2.0,50.3923598,-84.4762499,5.95,2803.85,-8.800000000000011,-8.800000000000011,4.48,2022,11,20,17,3.22,206.0
16,26,2022-11-20 17:10:20,,88.0,29.5,48.0,97.5,384.0,30.0,98.0,78.0,6.0,5.846,2.0,50.3923189,-84.4763136,5.846,2809.78,-8.399999999999977,-8.399999999999977,4.85,2022,11,20,17,3.22,206.0
17,26,2022-11-20 17:10:21,,89.0,31.5,46.0,97.0,397.0,30.0,99.0,78.0,6.0,5.778,2.0,50.3922779,-84.4763773,5.778,2815.73,-8.0,-8.0,5.17,2022,11,20,17,3.22,206.0
17,26,2022-11-20 17:10:22,,91.0,34.5,46.0,97.0,397.0,30.5,99.5,79.0,6.0,5.366,2.0,50.3922415,-84.476441,5.366,2821.19,-7.600000000000023,-7.600000000000023,5.28,2022,11,20,17,3.22,206.0
17,26,2022-11-20 17:10:23,,87.0,31.5,48.0,96.5,411.0,30.5,99.0,79.0,6.0,5.018,2.0,50.3922096,-84.4764956,5.018,2826.26,-7.199999999999989,-7.199999999999989,5.39,2022,11,20,17,3.22,206.0
18,26,2022-11-20 17:10:24,,84.0,28.5,48.0,96.0,412.0,30.5,98.5,80.0,6.0,4.495,2.0,50.3921732,-84.4765503,4.495,2830.93,-6.600000000000023,-6.600000000000023,5.61,2022,11,20,17,3.22,206.0
18,26,2022-11-20 17:10:25,,80.0,26.5,46.0,92.5,407.0,31.0,98.5,80.0,6.0,3.961,2.0,50.3921459,-84.4765958,3.961,2835.0,-6.0,-6.0,5.9,2022,11,20,17,3.22,206.0
19,26,2022-11-20 17:10:26,,74.0,27.0,47.0,90.0,365.0,32.0,99.0,80.0,6.0,4.06,2.0,50.3921186,-84.4766413,4.06,2838.78,-5.600000000000023,-5.600000000000023,6.33,2022,11,20,17,3.22,206.0
19,26,2022-11-20 17:10:27,,81.0,32.0,50.0,98.0,359.0,33.5,99.0,81.0,6.0,3.759,2.0,50.3920913,-84.4766777,3.759,2842.64,-5.0,-5.0,6.96,2022,11,20,17,3.22,206.0
20,26,2022-11-20 17:10:28,,86.0,32.0,46.0,96.0,372.0,31.5,97.0,81.0,6.0,4.045,2.0,50.392064,-84.4767232,4.045,2846.61,-4.399999999999977,-4.399999999999977,7.89,2022,11,20,17,3.22,206.0
20,26,2022-11-20 17:10:29,,88.0,29.5,49.0,97.5,407.0,30.5,97.5,82.0,6.0,3.552,2.0,50.3920367,-84.4767596,3.552,2850.36,-3.8000000000000114,-3.8000000000000114,9.19,2022,11,20,17,3.22,206.0
21,26,2022-11-20 17:10:30,,88.0,29.0,50.0,98.5,455.0,30.0,98.0,82.0,6.0,3.814,2.0,50.3920094,-84.4768051,3.814,2854.47,-3.3999999999999773,-3.3999999999999773,10.72,2022,11,20,17,3.22,206.0
22,26,2022-11-20 17:10:31,,86.0,30.5,50.0,97.5,464.0,30.0,98.0,83.0,6.0,3.656,2.0,50.3919821,-84.4768506,3.656,2858.31,-2.8000000000000114,-2.8000000000000114,12.09,2022,11,20,17,3.22,206.0
22,26,2022-11-20 17:10:32,,87.0,30.5,49.0,98.0,463.0,29.0,98.5,83.0,6.0,3.669,2.0,50.3919548,-84.4768961,3.669,2862.15,-2.1999999999999886,-2.1999999999999886,12.91,2022,11,20,17,3.22,206.0
23,26,2022-11-20 17:10:33,,90.0,27.0,46.0,97.0,458.0,30.0,98.5,83.0,6.0,3.683,2.0,50.391932,-84.4769417,3.683,2866.01,-1.8000000000000114,-1.8000000000000114,13.32,2022,11,20,17,3.22,206.0
23,26,2022-11-20 17:10:34,,92.0,30.0,48.0,98.5,463.0,29.0,96.5,84.0,6.0,3.667,2.0,50.3919047,-84.4769872,3.667,2869.92,-1.1999999999999886,-1.1999999999999886,12.98,2022,11,20,17,3.22,206.0
24,26,2022-11-20 17:10:35,,91.0,32.0,49.0,99.0,503.0,28.5,95.5,84.0,6.0,3.583,2.0,50.391882,-84.4770236,3.583,2873.69,-0.6000000000000227,-0.6000000000000227,12.57,2022,11,20,17,3.22,206.0
24,26,2022-11-20 17:10:36,,91.0,31.0,49.0,98.5,497.0,29.0,96.0,85.0,6.0,3.602,2.0,50.3918546,-84.4770691,3.602,2877.52,-0.19999999999998863,-0.19999999999998863,12.14,2022,11,20,17,3.22,206.0
25,26,2022-11-20 17:10:37,,89.0,31.0,48.0,98.5,493.0,30.5,97.0,85.0,6.0,3.608,2.0,50.3918273,-84.4771146,3.608,2881.39,0.39999999999997726,0.39999999999997726,11.84,2022,11,20,17,3.22,206.0
25,26,2022-11-20 17:10:38,,89.0,30.5,48.0,98.5,486.0,32.0,98.5,86.0,6.0,3.59,2.0,50.3918046,-84.477151,3.59,2885.05,0.8000000000000114,0.8000000000000114,11.74,2022,11,20,17,3.22,206.0
26,26,2022-11-20 17:10:39,,89.0,30.0,48.0,98.5,467.0,31.5,98.5,86.0,6.0,3.674,2.0,50.3917818,-84.4771965,3.674,2888.74,1.1999999999999886,1.1999999999999886,11.79,2022,11,20,17,3.22,206.0
26,26,2022-11-20 17:10:40,,90.0,30.0,47.0,98.5,459.0,30.5,98.0,87.0,6.0,3.674,2.0,50.3917591,-84.477242,3.674,2892.53,1.6000000000000227,1.6000000000000227,11.94,2022,11,20,17,3.22,206.0
27,26,2022-11-20 17:10:41,,90.0,30.5,48.0,99.0,455.0,31.0,98.5,87.0,6.0,3.724,2.0,50.3917363,-84.4772875,3.724,2896.28,2.0,2.0,12.14,2022,11,20,17,3.22,206.0
27,26,2022-11-20 17:10:42,,91.0,30.5,49.0,99.0,450.0,31.0,98.5,88.0,6.0,3.813,2.0,50.3917181,-84.477333,3.813,2900.01,2.3999999999999773,2.3999999999999773,12.31,2022,11,20,17,3.22,206.0
27,26,2022-11-20 17:10:43,,92.0,30.5,47.0,97.5,430.0,30.5,98.0,88.0,6.0,3.527,2.0,50.3916954,-84.4773786,3.527,2903.83,3.0,3.0,12.34,2022,11,20,17,3.22,206.0
28,26,2022-11-20 17:10:44,,92.0,31.0,48.0,98.0,393.0,30.5,97.5,89.0,6.0,3.742,2.0,50.3916681,-84.4774241,3.742,2907.62,3.3999999999999773,3.3999999999999773,11.87,2022,11,20,17,3.22,206.0
28,26,2022-11-20 17:10:45,,92.0,31.5,49.0,99.0,397.0,31.0,97.5,89.0,6.0,3.723,2.0,50.3916453,-84.4774696,3.723,2911.17,3.8000000000000114,3.8000000000000114,11.38,2022,11,20,17,3.22,206.0
29,26,2022-11-20 17:10:46,,91.0,31.0,49.0,98.5,392.0,31.0,97.5,89.0,6.0,3.642,2.0,50.3916225,-84.477506,3.642,2914.84,4.0,4.0,10.56,2022,11,20,17,3.22,206.0
29,26,2022-11-20 17:10:47,,91.0,30.5,47.0,99.5,382.0,31.0,98.0,90.0,6.0,3.735,2.0,50.3915998,-84.4775515,3.735,2918.4,4.199999999999989,4.199999999999989,9.73,2022,11,20,17,3.22,206.0
29,26,2022-11-20 17:10:48,,91.0,29.5,45.0,97.5,364.0,31.0,98.0,90.0,6.0,3.724,2.0,50.3915725,-84.477597,3.724,2922.62,4.399999999999977,4.399999999999977,8.93,2022,11,20,17,3.22,206.0
30,26,2022-11-20 17:10:49,,90.0,28.5,48.0,95.0,350.0,31.0,98.5,90.0,6.0,3.718,2.0,50.3915452,-84.4776334,3.718,2926.47,4.600000000000023,4.600000000000023,8.08,2022,11,20,17,3.22,206.0
30,26,2022-11-20 17:10:50,,90.0,28.0,52.0,94.0,344.0,31.0,97.5,91.0,6.0,3.623,2.0,50.3915224,-84.4776789,3.623,2930.16,4.800000000000011,4.800000000000011,7.21,2022,11,20,17,3.22,206.0
30,26,2022-11-20 17:10:51,,90.0,29.5,52.0,97.0,344.0,30.5,93.0,91.0,6.0,3.629,2.0,50.3914997,-84.4777244,3.629,2933.88,5.199999999999989,5.199999999999989,6.48,2022,11,20,17,3.22,206.0
30,26,2022-11-20 17:10:52,,94.0,30.5,43.0,96.5,333.0,30.0,91.0,91.0,6.0,3.541,2.0,50.3914769,-84.47777,3.541,2937.58,5.600000000000023,5.600000000000023,6.05,2022,11,20,17,3.22,206.0
31,26,2022-11-20 17:10:53,,99.0,31.0,51.0,96.0,308.0,29.5,89.5,92.0,6.0,3.588,2.0,50.3914496,-84.4778155,3.588,2941.43,6.199999999999989,6.199999999999989,6.29,2022,11,20,17,3.22,206.0
31,26,2022-11-20 17:10:54,,99.0,30.0,47.0,93.5,298.0,29.5,89.5,92.0,6.0,3.796,2.0,50.3914268,-84.477861,3.796,2945.31,6.800000000000011,6.800000000000011,7.21,2022,11,20,17,3.22,206.0
32,26,2022-11-20 17:10:55,,98.0,28.0,49.0,91.5,308.0,29.5,90.5,92.0,6.0,3.729,2.0,50.3914041,-84.4779065,3.729,2949.19,7.199999999999989,7.199999999999989,8.61,2022,11,20,17,3.22,206.0
32,26,2022-11-20 17:10:56,,94.0,27.0,55.0,96.0,334.0,31.5,89.5,93.0,6.0,4.002,2.0,50.3913768,-84.477952,4.002,2953.23,7.800000000000011,7.800000000000011,9.92,2022,11,20,17,3.22,206.0
33,26,2022-11-20 17:10:57,,94.0,29.5,51.0,98.0,358.0,31.5,97.5,93.0,6.0,4.109,2.0,50.3913495,-84.4780066,4.109,2957.51,8.0,8.0,11.02,2022,11,20,17,3.22,206.0
33,26,2022-11-20 17:10:58,,97.0,29.5,47.0,97.5,374.0,30.5,97.0,93.0,6.0,3.92,2.0,50.3913267,-84.4780612,3.92,2961.6,8.399999999999977,8.399999999999977,11.36,2022,11,20,17,3.22,206.0
33,26,2022-11-20 17:10:59,,98.0,28.5,46.0,93.5,359.0,31.0,97.0,94.0,6.0,4.036,2.0,50.391304,-84.4781067,4.036,2965.7,8.600000000000023,8.600000000000023,11.03,2022,11,20,17,3.22,206.0
34,26,2022-11-20 17:11:00,,97.0,28.0,47.0,90.0,349.0,33.0,98.0,94.0,6.0,4.085,2.0,50.3912767,-84.4781522,4.085,2969.97,9.0,9.0,10.15,2022,11,20,17,3.22,206.0
34,26,2022-11-20 17:11:01,,97.0,28.5,48.0,94.5,342.0,33.5,96.5,94.0,6.0,3.919,2.0,50.3912585,-84.4782069,3.919,2974.16,9.399999999999977,9.399999999999977,9.05,2022,11,20,17,3.22,206.0
34,26,2022-11-20 17:11:02,,96.0,27.0,48.0,91.0,328.0,33.0,96.0,95.0,6.0,3.925,2.0,50.3912357,-84.4782524,3.925,2978.0,9.800000000000011,9.800000000000011,8.03,2022,11,20,17,3.22,206.0
35,26,2022-11-20 17:11:03,,95.0,27.0,49.0,90.5,309.0,32.5,94.5,95.0,6.0,4.015,2.0,50.3912084,-84.478307,4.015,2982.46,10.0,10.0,7.38,2022,11,20,17,3.22,206.0
35,26,2022-11-20 17:11:04,,95.0,29.5,50.0,92.5,313.0,31.0,92.5,95.0,6.0,3.939,2.0,50.3911811,-84.4783616,3.939,2986.47,10.399999999999977,10.399999999999977,7.11,2022,11,20,17,3.22,206.0
35,26,2022-11-20 17:11:05,,95.0,31.5,50.0,94.5,319.0,29.5,90.0,96.0,6.0,3.996,2.0,50.3911583,-84.4784071,3.996,2990.48,10.600000000000023,10.600000000000023,7.15,2022,11,20,17,3.22,206.0
36,26,2022-11-20 17:11:06,,96.0,30.0,51.0,94.5,329.0,31.0,93.5,96.0,6.0,3.783,2.0,50.391131,-84.4784526,3.783,2994.38,10.800000000000011,10.800000000000011,7.35,2022,11,20,17,3.22,206.0
36,26,2022-11-20 17:11:07,,97.0,28.0,51.0,95.0,335.0,33.0,96.5,96.0,6.0,3.98,2.0,50.3911083,-84.4784981,3.98,2998.23,11.0,11.0,7.47,2022,11,20,17,3.22,206.0
36,26,2022-11-20 17:11:08,,97.0,27.0,50.0,92.5,320.0,33.0,96.5,97.0,6.0,4.068,2.0,50.391081,-84.4785436,4.068,3002.44,11.399999999999977,11.399999999999977,7.24,2022,11,20,17,3.22,206.0
36,26,2022-11-20 17:11:09,,98.0,26.5,50.0,90.5,304.0,32.5,94.0,97.0,6.0,4.105,2.0,50.3910582,-84.4785983,4.105,3006.54,11.600000000000023,11.600000000000023,6.84,2022,11,20,17,3.22,206.0
37,26,2022-11-20 17:11:10,,91.0,27.5,50.0,93.5,311.0,31.5,91.0,97.0,6.0,4.307,2.0,50.3910309,-84.4786438,4.307,3010.79,11.800000000000011,11.800000000000011,6.23,2022,11,20,17,3.22,206.0
37,26,2022-11-20 17:11:11,,94.0,28.5,49.0,97.0,352.0,30.5,87.5,98.0,6.0,4.572,2.0,50.3910036,-84.4786893,4.572,3015.2,12.200000000000045,12.200000000000045,5.72,2022,11,20,17,3.22,206.0
37,26,2022-11-20 17:11:12,,95.0,29.0,49.0,98.0,373.0,29.0,90.0,98.0,6.0,4.719,2.0,50.3909717,-84.4787439,4.719,3019.95,12.399999999999977,12.399999999999977,5.39,2022,11,20,17,3.22,206.0
38,26,2022-11-20 17:11:13,,92.0,29.0,49.0,98.5,344.0,27.5,94.0,98.0,6.0,4.762,2.0,50.3909399,-84.4788076,4.762,3024.88,12.600000000000023,12.600000000000023,5.16,2022,11,20,17,3.22,206.0
38,26,2022-11-20 17:11:14,,95.0,28.0,48.0,96.0,371.0,27.5,97.0,99.0,6.0,5.132,2.0,50.390908,-84.4788713,5.132,3030.06,12.799999999999955,12.799999999999955,5.05,2022,11,20,17,3.22,206.0
38,26,2022-11-20 17:11:15,,92.0,24.0,48.0,87.0,372.0,31.5,98.5,99.0,6.0,5.322,2.0,50.3908762,-84.4789259,5.322,3035.17,13.0,13.0,4.96,2022,11,20,17,3.22,206.0
38,26,2022-11-20 17:11:16,,92.0,25.0,50.0,87.5,358.0,31.0,97.5,99.0,6.0,5.784,2.0,50.3908398,-84.4789897,5.784,3040.9,13.200000000000045,13.200000000000045,4.86,2022,11,20,17,3.22,206.0
38,26,2022-11-20 17:11:17,,95.0,25.5,51.0,88.0,339.0,30.5,96.5,100.0,6.0,5.934,2.0,50.3908033,-84.4790625,5.934,3046.86,13.399999999999977,13.399999999999977,4.68,2022,11,20,17,3.22,206.0
39,26,2022-11-20 17:11:18,,94.0,26.5,55.0,88.0,323.0,30.5,95.5,100.0,6.0,6.07,2.0,50.3907669,-84.4791353,6.07,3052.92,13.399999999999977,13.399999999999977,4.41,2022,11,20,17,3.22,206.0
39,26,2022-11-20 17:11:19,,89.0,27.5,53.0,91.0,331.0,30.0,95.0,100.0,6.0,6.375,2.0,50.390726,-84.4792081,6.375,3059.58,13.600000000000023,13.600000000000023,3.98,2022,11,20,17,3.22,206.0
39,26,2022-11-20 17:11:20,,92.0,29.5,48.0,98.0,335.0,30.0,95.0,101.0,6.0,6.564,2.0,50.390685,-84.47929,6.564,3066.31,13.600000000000023,13.600000000000023,3.3,2022,11,20,17,3.22,206.0
