cadence,calories,power,timestamp,altitude,ascent,battery_soc,descent,distance,enhanced_altitude,enhanced_speed,gps_accuracy,grade,position_lat,position_long,speed,temperature,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,right_pedal_smoothness,right_torque_effectiveness,year,month,day,hour,wind_speed,wind_direction
97.0,35,325.0,2022-09-12 22:00:22,28.799999999999955,10.0,,16.0,1725.85,28.799999999999955,11.19,3.0,-1.07,50.5095835,-84.8232062,11.19,23.0,24.5,46.0,89.0,27.5,83.5,2022,9,12,22,1.25,241.0
99.0,35,355.0,2022-09-12 22:00:23,28.799999999999955,10.0,,16.0,1737.92,28.799999999999955,11.594,3.0,-0.92,50.5096549,-84.823053,11.594,23.0,30.0,46.0,96.0,28.0,88.0,2022,9,12,22,1.25,241.0
100.0,36,357.0,2022-09-12 22:00:24,28.600000000000023,10.0,,16.0,1749.22,28.600000000000023,11.467,3.0,-0.84,50.5097096,-84.8229157,11.467,23.0,29.5,45.0,96.5,27.5,89.0,2022,9,12,22,1.25,241.0
100.0,36,297.0,2022-09-12 22:00:25,28.600000000000023,10.0,,16.0,1760.37,28.600000000000023,11.502,3.0,-0.81,50.5097638,-84.8227717,11.502,23.0,24.5,47.0,89.0,26.0,84.5,2022,9,12,22,1.25,241.0
99.0,36,228.0,2022-09-12 22:00:26,28.600000000000023,10.0,,16.0,1772.97,28.600000000000023,12.241,3.0,-0.81,50.5098275,-84.8226063,12.241,23.0,21.5,51.0,77.0,22.5,76.0,2022,9,12,22,1.25,241.0
99.0,36,180.0,2022-09-12 22:00:27,28.399999999999977,10.0,,16.0,1785.53,28.399999999999977,12.467,3.0,-0.8,50.5098826,-84.8224416,12.467,23.0,18.5,55.0,65.0,19.0,67.0,2022,9,12,22,1.25,241.0
98.0,37,152.0,2022-09-12 22:00:28,28.399999999999977,10.0,,16.0,1797.08,28.399999999999977,11.84,3.0,-0.78,50.5099367,-84.8222896,11.84,23.0,18.0,54.0,64.5,18.5,65.5,2022,9,12,22,1.25,241.0
97.0,37,157.0,2022-09-12 22:00:29,28.399999999999977,10.0,,16.0,1808.53,28.399999999999977,11.496,3.0,-0.72,50.5099969,-84.8221428,11.496,23.0,18.0,50.0,61.0,18.5,65.5,2022,9,12,22,1.25,241.0
78.0,37,148.0,2022-09-12 22:00:30,28.200000000000045,10.0,,16.0,1820.1,28.200000000000045,11.507,3.0,-0.66,50.5100607,-84.8220047,11.507,23.0,18.5,46.0,60.0,18.5,65.0,2022,9,12,22,1.25,241.0
58.0,37,138.0,2022-09-12 22:00:31,28.0,10.0,,17.0,1831.41,28.0,11.406,3.0,-0.63,50.5101188,-84.8218607,11.406,23.0,21.5,43.0,68.0,18.0,63.0,2022,9,12,22,1.25,241.0
39.0,37,129.0,2022-09-12 22:00:32,28.0,10.0,,17.0,1841.25,28.0,10.576,3.0,-0.61,50.5101662,-84.8217314,10.576,23.0,24.0,40.0,76.0,17.5,61.0,2022,9,12,22,1.25,241.0
27.0,37,112.0,2022-09-12 22:00:33,28.0,10.0,,17.0,1852.25,28.0,10.366,3.0,-0.6,50.5102177,-84.821588,10.366,23.0,27.0,37.0,84.5,17.0,59.0,2022,9,12,22,1.25,241.0
88.0,37,192.0,2022-09-12 22:00:34,28.0,10.0,,17.0,1862.97,28.0,10.559,3.0,-0.58,50.510256,-84.821442,10.559,23.0,25.0,34.0,85.5,17.0,58.5,2022,9,12,22,1.25,241.0
90.0,38,463.0,2022-09-12 22:00:35,28.0,10.0,,17.0,1873.11,28.0,10.27,3.0,-0.54,50.5103113,-84.8213145,10.27,23.0,21.5,31.0,82.0,17.5,61.0,2022,9,12,22,1.25,241.0
75.0,38,429.0,2022-09-12 22:00:36,28.0,10.0,,17.0,1883.47,28.0,10.402,3.0,-0.33,50.510374,-84.8211885,10.402,23.0,21.5,28.0,79.0,19.5,68.5,2022,9,12,22,1.25,241.0
46.0,38,394.0,2022-09-12 22:00:37,28.0,10.0,,17.0,1893.07,28.0,9.709,3.0,0.0,50.5104274,-84.8210699,9.709,23.0,21.5,24.0,76.0,21.0,75.5,2022,9,12,22,1.25,241.0
18.0,38,359.0,2022-09-12 22:00:38,28.0,10.0,,17.0,1902.03,28.0,9.083,3.0,0.0,50.510463,-84.8209538,9.083,23.0,21.5,20.0,73.0,23.0,82.5,2022,9,12,22,1.25,241.0
0.0,38,0.0,2022-09-12 22:00:39,28.0,10.0,,17.0,1910.21,28.0,8.397,3.0,0.0,50.510495,-84.8208445,8.397,23.0,19.0,16.0,70.0,23.0,85.0,2022,9,12,22,1.25,241.0
0.0,38,0.0,2022-09-12 22:00:40,28.0,10.0,,17.0,1917.68,28.0,7.886,3.0,0.0,50.5105265,-84.8207462,7.886,23.0,14.5,12.0,67.5,22.5,84.5,2022,9,12,22,1.25,241.0
0.0,38,0.0,2022-09-12 22:00:41,28.0,10.0,,17.0,1925.3,28.0,6.994,3.0,0.0,50.5105636,-84.8206446,6.994,23.0,10.5,8.0,64.5,21.5,84.0,2022,9,12,22,1.25,241.0
45.0,38,2.0,2022-09-12 22:00:42,28.200000000000045,10.0,,17.0,1931.05,28.200000000000045,6.059,3.0,0.0,50.5105896,-84.8205723,6.059,23.0,6.0,4.0,61.5,21.0,83.5,2022,9,12,22,1.25,241.0
87.0,38,27.0,2022-09-12 22:00:43,28.200000000000045,10.0,,17.0,1935.83,28.200000000000045,4.511,3.0,0.0,50.5106029,-84.8205009,4.511,23.0,1.5,1.0,58.5,20.5,82.5,2022,9,12,22,1.25,241.0
77.0,38,67.0,2022-09-12 22:00:44,28.399999999999977,10.0,,17.0,1939.79,28.399999999999977,4.054,3.0,0.0,50.5106124,-84.8204471,4.054,23.0,4.0,44.0,55.5,19.5,74.5,2022,9,12,22,1.25,241.0
67.0,39,108.0,2022-09-12 22:00:45,28.399999999999977,10.0,,17.0,1943.33,28.399999999999977,3.502,3.0,0.0,50.5106256,-84.8204021,3.502,23.0,10.5,59.0,52.5,19.0,61.0,2022,9,12,22,1.25,241.0
66.0,39,126.0,2022-09-12 22:00:46,28.600000000000023,10.0,,17.0,1946.45,28.600000000000023,2.835,3.0,0.0,50.5106344,-84.8203566,2.835,23.0,16.0,54.0,49.5,17.5,48.0,2022,9,12,22,1.25,241.0
57.0,39,65.0,2022-09-12 22:00:47,28.600000000000023,10.0,,17.0,1949.03,28.600000000000023,2.481,2.0,0.0,50.5106397,-84.8203201,2.481,23.0,14.0,58.0,45.5,10.5,35.0,2022,9,12,22,1.25,241.0
51.0,39,39.0,2022-09-12 22:00:48,28.600000000000023,10.0,,17.0,1951.52,28.600000000000023,2.294,2.0,0.0,50.5106527,-84.8202844,2.294,23.0,13.0,54.0,43.0,5.5,19.5,2022,9,12,22,1.25,241.0
47.0,39,37.0,2022-09-12 22:00:49,28.799999999999955,11.0,,17.0,1953.78,28.799999999999955,1.908,2.0,0.66,50.5106579,-84.8202579,1.908,23.0,12.0,47.0,41.5,6.0,23.5,2022,9,12,22,1.25,241.0
44.0,39,35.0,2022-09-12 22:00:50,28.799999999999955,11.0,,17.0,1955.28,28.799999999999955,1.225,2.0,1.81,50.5106705,-84.8202398,1.225,23.0,12.5,44.0,44.0,9.0,34.5,2022,9,12,22,1.25,241.0
34.0,39,30.0,2022-09-12 22:00:51,28.799999999999955,11.0,,17.0,1956.32,28.799999999999955,0.86,2.0,1.91,50.5106705,-84.8202221,0.86,23.0,14.5,44.0,51.5,10.0,36.5,2022,9,12,22,1.25,241.0
26.0,39,42.0,2022-09-12 22:00:56,28.799999999999955,11.0,,17.0,1956.69,28.799999999999955,4.415,2.0,0.0,50.5107222,-84.8201545,4.415,23.0,26.0,44.0,89.0,15.5,47.5,2022,9,12,22,1.25,241.0
79.0,39,257.0,2022-09-12 22:00:57,28.799999999999955,11.0,,17.0,1961.59,28.799999999999955,5.422,2.0,0.0,50.5107447,-84.8200922,5.422,23.0,28.0,44.0,96.5,16.5,49.5,2022,9,12,22,1.25,241.0
99.0,40,392.0,2022-09-12 22:00:58,29.0,11.0,,17.0,1967.69,29.0,6.175,2.0,0.0,50.5107775,-84.8200166,6.175,23.0,27.5,44.0,98.0,27.5,79.0,2022,9,12,22,1.25,241.0
101.0,40,470.0,2022-09-12 22:00:59,29.0,11.0,,17.0,1974.26,29.0,6.835,2.0,0.0,50.5108091,-84.819934,6.835,23.0,28.0,47.0,98.5,35.0,99.5,2022,9,12,22,1.25,241.0
98.0,41,509.0,2022-09-12 22:01:00,29.0,11.0,,17.0,1981.06,29.0,7.299,2.0,0.0,50.5108359,-84.8198459,7.299,23.0,31.0,51.0,99.5,35.5,100.0,2022,9,12,22,1.25,241.0
97.0,41,463.0,2022-09-12 22:01:01,29.0,11.0,,17.0,1989.1,29.0,7.834,2.0,0.0,50.5108786,-84.8197414,7.834,23.0,34.0,53.0,100.0,36.0,100.0,2022,9,12,22,1.25,241.0
100.0,42,406.0,2022-09-12 22:01:02,29.0,11.0,,17.0,1996.99,29.0,8.15,2.0,0.0,50.5109188,-84.8196426,8.15,23.0,33.5,48.0,99.5,33.0,99.5,2022,9,12,22,1.25,241.0
105.0,42,412.0,2022-09-12 22:01:03,29.200000000000045,11.0,,17.0,2005.47,29.200000000000045,8.48,2.0,0.0,50.510961,-84.8195326,8.48,23.0,30.0,38.0,94.5,31.0,98.5,2022,9,12,22,1.25,241.0
108.0,42,418.0,2022-09-12 22:01:04,29.0,11.0,,17.0,2013.84,29.0,8.316,2.0,0.0,50.5110104,-84.8194324,8.316,23.0,22.0,27.0,77.5,25.0,81.0,2022,9,12,22,1.25,241.0
107.0,43,325.0,2022-09-12 22:01:05,29.200000000000045,11.0,,17.0,2021.56,29.200000000000045,7.919,3.0,0.0,50.5110511,-84.8193325,7.919,23.0,13.0,32.0,55.0,15.0,47.0,2022,9,12,22,1.25,241.0
106.0,43,314.0,2022-09-12 22:01:06,29.200000000000045,11.0,,17.0,2029.94,29.200000000000045,8.31,3.0,0.0,50.5110925,-84.8192229,8.31,23.0,30.0,55.0,93.0,24.5,72.0,2022,9,12,22,1.25,241.0
107.0,43,317.0,2022-09-12 22:01:07,29.200000000000045,11.0,,17.0,2038.29,29.200000000000045,8.352,3.0,0.0,50.5111369,-84.8191164,8.352,23.0,27.0,53.0,85.0,27.5,86.5,2022,9,12,22,1.25,241.0
106.0,43,303.0,2022-09-12 22:01:08,29.200000000000045,11.0,,17.0,2047.16,29.200000000000045,8.517,3.0,0.0,50.511183,-84.8190044,8.517,23.0,26.0,52.0,87.0,26.5,87.0,2022,9,12,22,1.25,241.0
102.0,44,249.0,2022-09-12 22:01:09,29.200000000000045,11.0,,17.0,2056.46,29.200000000000045,9.214,3.0,0.0,50.511225,-84.818885,9.214,23.0,26.0,51.0,91.0,25.5,84.0,2022,9,12,22,1.25,241.0
102.0,44,282.0,2022-09-12 22:01:10,29.200000000000045,11.0,,17.0,2065.91,29.200000000000045,9.224,3.0,0.0,50.511275,-84.8187667,9.224,23.0,25.5,49.0,87.5,27.5,88.5,2022,9,12,22,1.25,241.0
103.0,44,315.0,2022-09-12 22:01:11,29.0,11.0,,17.0,2075.38,29.0,9.231,3.0,0.0,50.5113249,-84.818648,9.231,23.0,25.0,47.0,88.0,30.5,91.0,2022,9,12,22,1.25,241.0
105.0,45,339.0,2022-09-12 22:01:12,29.200000000000045,11.0,,17.0,2084.64,29.200000000000045,9.158,3.0,0.0,50.511371,-84.81853,9.158,23.0,25.5,49.0,87.5,29.0,90.5,2022,9,12,22,1.25,241.0
105.0,45,330.0,2022-09-12 22:01:13,29.200000000000045,11.0,,17.0,2094.04,29.200000000000045,9.259,2.0,0.0,50.5114251,-84.818412,9.259,23.0,23.0,48.0,78.0,28.0,89.0,2022,9,12,22,1.25,241.0
100.0,45,251.0,2022-09-12 22:01:14,29.200000000000045,11.0,,17.0,2103.45,29.200000000000045,9.258,2.0,0.0,50.5114751,-84.8182937,9.258,23.0,21.0,47.0,71.0,27.0,85.0,2022,9,12,22,1.25,241.0
97.0,45,233.0,2022-09-12 22:01:15,29.200000000000045,11.0,,17.0,2112.89,29.200000000000045,9.283,2.0,0.0,50.5115254,-84.8181743,9.283,23.0,20.5,43.0,74.5,25.5,78.0,2022,9,12,22,1.25,241.0
97.0,46,227.0,2022-09-12 22:01:16,29.200000000000045,11.0,,17.0,2122.78,29.200000000000045,9.309,2.0,0.0,50.5115752,-84.8180473,9.309,23.0,20.0,38.0,73.0,25.0,81.5,2022,9,12,22,1.25,241.0
97.0,46,226.0,2022-09-12 22:01:17,29.200000000000045,11.0,,17.0,2132.2,29.200000000000045,9.315,3.0,0.0,50.5116201,-84.817929,9.315,23.0,19.5,41.0,71.0,24.5,85.0,2022,9,12,22,1.25,241.0
97.0,46,208.0,2022-09-12 22:01:18,29.200000000000045,11.0,,17.0,2141.61,29.200000000000045,9.172,3.0,0.0,50.5116609,-84.8178008,9.172,23.0,19.0,43.0,67.5,22.5,82.0,2022,9,12,22,1.25,241.0
76.0,46,178.0,2022-09-12 22:01:19,29.200000000000045,11.0,,17.0,2150.98,29.200000000000045,9.008,3.0,0.0,50.5116969,-84.8176756,9.008,23.0,19.5,35.0,64.0,19.5,70.0,2022,9,12,22,1.25,241.0
53.0,46,152.0,2022-09-12 22:01:20,29.200000000000045,11.0,,17.0,2159.86,29.200000000000045,8.693,3.0,0.0,50.511735,-84.8175569,8.693,23.0,31.0,17.0,78.5,18.0,63.5,2022,9,12,22,1.25,241.0
34.0,46,128.0,2022-09-12 22:01:21,29.200000000000045,11.0,,17.0,2169.03,29.200000000000045,8.007,3.0,0.0,50.5117885,-84.817448,8.007,23.0,32.0,19.0,80.5,17.0,60.0,2022,9,12,22,1.25,241.0
16.0,46,105.0,2022-09-12 22:01:22,29.200000000000045,11.0,,17.0,2177.11,29.200000000000045,7.657,3.0,0.0,50.5118294,-84.8173392,7.657,23.0,32.5,21.0,81.5,16.0,56.5,2022,9,12,22,1.25,241.0
0.0,46,0.0,2022-09-12 22:01:23,29.200000000000045,11.0,,17.0,2184.71,29.200000000000045,7.423,2.0,0.0,50.5118664,-84.8172478,7.423,23.0,33.0,22.0,82.5,15.0,53.5,2022,9,12,22,1.25,241.0
0.0,46,0.0,2022-09-12 22:01:24,29.200000000000045,11.0,,17.0,2192.63,29.200000000000045,7.227,2.0,0.0,50.5119115,-84.8171485,7.227,23.0,33.0,24.0,83.5,14.5,50.0,2022,9,12,22,1.25,241.0
0.0,46,0.0,2022-09-12 22:01:25,29.200000000000045,11.0,,17.0,2199.72,29.200000000000045,6.652,2.0,0.0,50.5119509,-84.81706,6.652,23.0,33.5,26.0,84.5,13.5,46.5,2022,9,12,22,1.25,241.0
0.0,46,0.0,2022-09-12 22:01:26,29.200000000000045,11.0,,17.0,2206.59,29.200000000000045,6.622,2.0,0.0,50.5119833,-84.8169673,6.622,23.0,33.5,27.0,85.5,12.5,43.5,2022,9,12,22,1.25,241.0
0.0,46,0.0,2022-09-12 22:01:27,29.399999999999977,11.0,,17.0,2212.83,29.399999999999977,5.928,2.0,0.0,50.5120103,-84.8168859,5.928,23.0,34.0,29.0,86.5,11.5,40.0,2022,9,12,22,1.25,241.0
0.0,46,0.0,2022-09-12 22:01:28,29.600000000000023,11.0,,17.0,2218.38,29.600000000000023,4.723,2.0,0.0,50.5120323,-84.8168131,4.723,23.0,34.0,31.0,87.5,10.5,36.5,2022,9,12,22,1.25,241.0
0.0,46,0.0,2022-09-12 22:01:29,29.600000000000023,11.0,,17.0,2223.16,29.600000000000023,4.061,2.0,0.0,50.5120459,-84.8167427,4.061,23.0,34.5,32.0,88.5,9.5,33.5,2022,9,12,22,1.25,241.0
0.0,46,0.0,2022-09-12 22:01:30,29.799999999999955,11.0,,17.0,2226.6,29.799999999999955,2.915,2.0,0.0,50.5120586,-84.8166991,2.915,23.0,34.5,34.0,89.5,8.5,30.0,2022,9,12,22,1.25,241.0
33.0,46,100.0,2022-09-12 22:01:41,30.0,11.0,,17.0,2226.82,30.0,1.918,2.0,0.0,50.5120426,-84.8165378,1.918,23.0,33.0,43.0,95.5,15.0,55.0,2022,9,12,22,1.25,241.0
41.0,47,141.0,2022-09-12 22:01:42,30.0,11.0,,17.0,2229.88,30.0,2.692,2.0,0.0,50.5120104,-84.8165551,2.692,23.0,33.0,41.0,96.0,22.0,81.5,2022,9,12,22,1.25,241.0
50.0,47,183.0,2022-09-12 22:01:43,30.0,11.0,,17.0,2234.56,30.0,3.876,2.0,0.0,50.5119595,-84.816565,3.876,23.0,35.5,42.0,98.5,29.0,100.0,2022,9,12,22,1.25,241.0
72.0,47,236.0,2022-09-12 22:01:44,30.0,11.0,,17.0,2239.51,30.0,4.697,2.0,0.0,50.5119085,-84.8165827,4.697,23.0,33.5,43.0,98.0,35.5,99.5,2022,9,12,22,1.25,241.0
87.0,47,270.0,2022-09-12 22:01:45,30.0,11.0,,17.0,2244.96,30.0,4.937,2.0,0.0,50.5118492,-84.8165917,4.937,23.0,29.5,44.0,89.5,33.0,97.5,2022,9,12,22,1.25,241.0
96.0,48,284.0,2022-09-12 22:01:46,29.799999999999955,11.0,,17.0,2251.09,29.799999999999955,5.447,2.0,0.0,50.5117861,-84.8166014,5.447,23.0,25.5,44.0,80.5,30.5,95.5,2022,9,12,22,1.25,241.0
94.0,48,260.0,2022-09-12 22:01:47,29.799999999999955,11.0,,17.0,2256.56,29.799999999999955,4.858,2.0,0.0,50.5117269,-84.8166196,4.858,23.0,21.5,45.0,71.5,27.5,93.5,2022,9,12,22,1.25,241.0
80.0,48,239.0,2022-09-12 22:01:48,29.799999999999955,11.0,,17.0,2262.39,29.799999999999955,5.282,2.0,0.0,50.5116667,-84.8166387,5.282,23.0,16.5,37.0,62.5,25.0,91.0,2022,9,12,22,1.25,241.0
57.0,48,218.0,2022-09-12 22:01:49,29.799999999999955,11.0,,17.0,2268.62,29.799999999999955,5.552,2.0,0.0,50.5116036,-84.8166657,5.552,23.0,9.5,19.0,53.5,25.0,84.5,2022,9,12,22,1.25,241.0
50.0,48,140.0,2022-09-12 22:01:50,29.799999999999955,11.0,,17.0,2274.87,29.799999999999955,4.771,2.0,0.0,50.5115386,-84.8166923,4.771,23.0,2.0,1.0,45.0,25.0,78.0,2022,9,12,22,1.25,241.0
66.0,48,108.0,2022-09-12 22:01:51,29.799999999999955,11.0,,17.0,2279.85,29.799999999999955,4.353,2.0,0.0,50.5114971,-84.8167317,4.353,23.0,5.0,46.0,36.5,25.0,76.0,2022,9,12,22,1.25,241.0
77.0,48,34.0,2022-09-12 22:01:52,29.799999999999955,11.0,,17.0,2283.72,29.799999999999955,2.863,3.0,0.0,50.5114749,-84.8167873,2.863,23.0,11.0,58.0,40.0,16.0,,2022,9,12,22,1.25,241.0
70.0,48,42.0,2022-09-12 22:01:53,29.799999999999955,11.0,,17.0,2289.44,29.799999999999955,3.774,3.0,0.0,50.5114578,-84.8168653,3.774,23.0,14.5,54.0,54.5,0.0,,2022,9,12,22,1.25,241.0
52.0,48,36.0,2022-09-12 22:01:54,29.600000000000023,11.0,,17.0,2291.24,29.600000000000023,3.505,3.0,0.0,50.511456,-84.8168852,3.505,23.0,14.0,,52.0,0.0,,2022,9,12,22,1.25,241.0
33.0,48,30.0,2022-09-12 22:01:55,29.600000000000023,11.0,,17.0,2294.36,29.600000000000023,3.858,3.0,0.0,50.5114337,-84.8169215,3.858,23.0,13.0,,49.5,0.0,,2022,9,12,22,1.25,241.0
15.0,48,23.0,2022-09-12 22:01:56,29.799999999999955,11.0,,17.0,2297.46,29.799999999999955,3.094,3.0,0.0,50.5114155,-84.8169546,3.094,23.0,,,,,,2022,9,12,22,1.25,241.0
0.0,48,0.0,2022-09-12 22:01:57,29.799999999999955,11.0,,17.0,2299.53,29.799999999999955,2.306,3.0,0.0,50.5113938,-84.8169482,2.306,23.0,,,,,,2022,9,12,22,1.25,241.0
0.0,48,0.0,2022-09-12 22:01:58,29.799999999999955,11.0,,17.0,2300.96,29.799999999999955,1.653,3.0,0.0,50.5113899,-84.8169741,1.653,23.0,,,,,,2022,9,12,22,1.25,241.0
0.0,48,0.0,2022-09-12 22:01:59,30.0,11.0,,17.0,2301.83,30.0,1.064,3.0,0.0,50.5113941,-84.8169831,1.064,23.0,,,,,,2022,9,12,22,1.25,241.0
0.0,48,0.0,2022-09-12 22:02:00,30.0,11.0,,17.0,2302.46,30.0,0.731,3.0,0.0,50.5113944,-84.8169916,0.731,23.0,,,,,,2022,9,12,22,1.25,241.0
0.0,48,0.0,2022-09-12 22:02:01,30.0,11.0,,17.0,2302.46,30.0,0.0,3.0,0.0,50.5113987,-84.8169916,0.0,23.0,,,,,,2022,9,12,22,1.25,241.0
0.0,48,0.0,2022-09-12 22:02:02,30.200000000000045,11.0,,17.0,2302.46,30.200000000000045,0.0,3.0,0.0,50.5113987,-84.8169916,0.0,23.0,,,,,,2022,9,12,22,1.25,241.0
0.0,48,0.0,2022-09-12 22:02:03,30.200000000000045,11.0,,17.0,2302.46,30.200000000000045,0.0,3.0,0.0,50.5113987,-84.8169916,0.0,23.0,,,,,,2022,9,12,22,1.25,241.0
0.0,48,0.0,2022-09-12 22:02:04,30.200000000000045,11.0,,17.0,2302.46,30.200000000000045,0.0,3.0,0.0,50.5113987,-84.8169916,0.0,23.0,,,,,,2022,9,12,22,1.25,241.0
0.0,48,0.0,2022-09-12 22:02:05,30.200000000000045,11.0,,17.0,2302.46,30.200000000000045,0.0,1.0,0.0,50.5113987,-84.8169916,0.0,23.0,,,,,,2022,9,12,22,1.25,241.0
,48,,2022-09-12 22:24:26,35.39999999999998,11.0,,17.0,2302.67,35.39999999999998,2.391,10.0,0.0,50.512452,-84.8163251,2.391,26.0,,,,,,2022,9,12,22,1.25,241.0
,48,,2022-09-12 22:24:27,35.39999999999998,11.0,,17.0,2305.87,35.39999999999998,2.575,10.0,0.0,50.5124714,-84.8163048,2.575,26.0,,,,,,2022,9,12,22,1.25,241.0
,48,,2022-09-12 22:24:28,35.39999999999998,11.0,,17.0,2313.02,35.39999999999998,2.473,10.0,0.0,50.5124063,-84.8163601,2.473,26.0,,,,,,2022,9,12,22,1.25,241.0
,48,,2022-09-12 22:24:29,35.39999999999998,11.0,,17.0,2320.17,35.39999999999998,2.372,10.0,0.0,50.5123411,-84.8164154,2.372,26.0,,,,,,2022,9,12,22,1.25,241.0
,48,,2022-09-12 22:24:30,35.39999999999998,11.0,,17.0,2327.32,35.39999999999998,2.27,10.0,0.0,50.5122759,-84.8164707,2.27,26.0,,,,,,2022,9,12,22,1.25,241.0
,48,,2022-09-12 22:24:31,35.39999999999998,11.0,,17.0,2334.46,35.39999999999998,2.169,10.0,0.0,50.5122107,-84.8165261,2.169,26.0,,,,,,2022,9,12,22,1.25,241.0
,48,,2022-09-12 22:24:32,35.39999999999998,11.0,,17.0,2341.61,35.39999999999998,2.067,10.0,0.0,50.5121456,-84.8165814,2.067,26.0,,,,,,2022,9,12,22,1.25,241.0
,48,,2022-09-12 22:24:33,35.39999999999998,11.0,,17.0,2348.76,35.39999999999998,1.965,10.0,0.0,50.5120804,-84.8166367,1.965,26.0,,,,,,2022,9,12,22,1.25,241.0
,48,,2022-09-12 22:24:34,35.39999999999998,11.0,,17.0,2355.91,35.39999999999998,1.864,10.0,0.0,50.5120152,-84.816692,1.864,26.0,,,,,,2022,9,12,22,1.25,241.0
,48,,2022-09-12 22:24:35,35.39999999999998,11.0,,17.0,2363.06,35.39999999999998,1.762,10.0,0.0,50.51195,-84.8167474,1.762,26.0,,,,,,2022,9,12,22,1.25,241.0
,48,,2022-09-12 22:24:36,35.39999999999998,11.0,,17.0,2370.2,35.39999999999998,1.661,10.0,0.0,50.5118849,-84.8168027,1.661,26.0,,,,,,2022,9,12,22,1.25,241.0
,48,,2022-09-12 22:24:37,35.39999999999998,11.0,,17.0,2377.35,35.39999999999998,1.559,10.0,0.0,50.5118197,-84.816858,1.559,26.0,,,,,,2022,9,12,22,1.25,241.0
,48,,2022-09-12 22:24:38,35.39999999999998,11.0,,17.0,2384.5,35.39999999999998,1.458,10.0,0.0,50.5117545,-84.8169133,1.458,26.0,,,,,,2022,9,12,22,1.25,241.0
,48,,2022-09-12 22:24:39,35.39999999999998,11.0,,17.0,2391.96,35.39999999999998,1.366,10.0,0.0,50.5116869,-84.8169722,1.366,26.0,,,,,,2022,9,12,22,1.25,241.0
,48,,2022-09-12 22:24:40,35.39999999999998,11.0,,17.0,2403.12,35.39999999999998,1.403,10.0,0.0,50.5115908,-84.8170732,1.403,26.0,,,,,,2022,9,12,22,1.25,241.0
,48,,2022-09-12 22:24:41,35.39999999999998,11.0,,17.0,2414.75,35.39999999999998,1.627,10.0,0.0,50.5114944,-84.8171795,1.627,26.0,,,,,,2022,9,12,22,1.25,241.0
,48,,2022-09-12 22:24:42,35.39999999999998,11.0,,17.0,2421.96,35.39999999999998,1.648,10.0,0.0,50.5114409,-84.8172511,1.648,26.0,,,,,,2022,9,12,22,1.25,241.0
,48,,2022-09-12 22:24:43,35.39999999999998,11.0,,17.0,2427.94,35.39999999999998,1.826,10.0,0.0,50.5113966,-84.8173137,1.826,26.0,,,,,,2022,9,12,22,1.25,241.0
,48,,2022-09-12 22:24:44,35.39999999999998,11.0,,17.0,2432.2,35.39999999999998,1.812,10.0,0.0,50.5113696,-84.8173592,1.812,26.0,,,,,,2022,9,12,22,1.25,241.0
,48,,2022-09-12 22:24:45,35.39999999999998,11.0,,17.0,2432.2,35.39999999999998,1.812,10.0,0.0,50.5113696,-84.8173592,1.812,26.0,,,,,,2022,9,12,22,1.25,241.0
,48,,2022-09-12 22:25:07,35.39999999999998,11.0,,17.0,2512.33,35.39999999999998,2.399,10.0,0.0,50.5110482,-84.8184388,2.399,26.0,,,,,,2022,9,12,22,1.25,241.0
,48,,2022-09-12 22:25:08,35.39999999999998,11.0,,17.0,2515.14,35.39999999999998,2.253,10.0,0.0,50.5110648,-84.8184057,2.253,26.0,,,,,,2022,9,12,22,1.25,241.0
,48,,2022-09-12 22:25:09,35.39999999999998,11.0,,17.0,2518.11,35.39999999999998,2.102,9.0,0.0,50.5110823,-84.8183708,2.102,26.0,,,,,,2022,9,12,22,1.25,241.0
,48,,2022-09-12 22:25:10,35.39999999999998,11.0,,17.0,2522.42,35.39999999999998,1.926,9.0,0.0,50.5111078,-84.8183205,1.926,26.0,,,,,,2022,9,12,22,1.25,241.0
,48,,2022-09-12 22:25:11,35.39999999999998,11.0,,17.0,2523.44,35.39999999999998,1.931,9.0,0.0,50.5111145,-84.8183141,1.931,26.0,,,,,,2022,9,12,22,1.25,241.0
,48,,2022-09-12 22:25:12,35.39999999999998,11.0,,17.0,2529.51,35.39999999999998,1.688,9.0,0.0,50.5111456,-84.8182342,1.688,26.0,,,,,,2022,9,12,22,1.25,241.0
,48,,2022-09-12 22:25:13,35.39999999999998,11.0,,17.0,2533.78,35.39999999999998,1.608,9.0,0.0,50.5111669,-84.8181805,1.608,26.0,,,,,,2022,9,12,22,1.25,241.0
,48,,2022-09-12 22:25:14,35.39999999999998,11.0,,17.0,2536.69,35.39999999999998,1.938,9.0,0.0,50.5111715,-84.8181356,1.938,26.0,,,,,,2022,9,12,22,1.25,241.0
,48,,2022-09-12 22:25:15,35.39999999999998,11.0,,17.0,2540.14,35.39999999999998,1.883,9.0,0.0,50.5111779,-84.8180914,1.883,26.0,,,,,,2022,9,12,22,1.25,241.0
,48,,2022-09-12 22:25:16,35.39999999999998,11.0,,17.0,2550.9,35.39999999999998,1.437,8.0,0.0,50.5112098,-84.8179376,1.437,26.0,,,,,,2022,9,12,22,1.25,241.0
,48,,2022-09-12 22:25:17,35.39999999999998,11.0,,17.0,2561.92,35.39999999999998,0.826,8.0,0.0,50.511246,-84.8177849,0.826,26.0,,,,,,2022,9,12,22,1.25,241.0
