altitude,distance,enhanced_altitude,enhanced_speed,heart_rate,position_lat,position_long,speed,temperature,timestamp,unknown_88,accumulated_power,activity_type,cadence,combined_pedal_smoothness,fractional_cadence,left_pco,left_pedal_smoothness,left_power_phase,left_power_phase_peak,left_right_balance,left_torque_effectiveness,power,right_pco,right_pedal_smoothness,right_power_phase,right_power_phase_peak,right_torque_effectiveness,saturated_hemoglobin_percent,stance_time,stance_time_balance,stance_time_percent,step_length,time_from_course,total_hemoglobin_conc,vertical_oscillation,vertical_ratio,unknown_61,unknown_63,unknown_64,unknown_65,unknown_66,unknown_87,unknown_90,year,month,day,hour,wind_speed,wind_direction
474.0,0.0,474.0,0.168,68,53.1269757,-86.8391156,0.168,23,2020-02-18 15:35:18,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2,18,15,2.56,309.0
1159.6,0.0,1159.6,0.189,104,53.1355451,-86.8706525,0.189,25,2020-02-18 16:01:18,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2020,2,18,16,2.83,312.0
1159.2,0.0,1159.2,0.189,104,53.1355458,-86.870648,0.189,25,2020-02-18 16:01:19,300,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2020,2,18,16,2.83,312.0
1158.6,2.56,1158.6,0.189,105,53.1355466,-86.8706496,0.189,25,2020-02-18 16:01:20,300,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2020,2,18,16,2.83,312.0
1156.4,2.56,1156.4,4.106,98,53.1353703,-86.8705092,4.106,26,2020-02-18 16:02:16,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2020,2,18,16,2.83,312.0
1156.2,7.1,1156.2,4.33,99,53.1353203,-86.8705184,4.33,26,2020-02-18 16:02:17,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2020,2,18,16,2.83,312.0
1155.4,15.19,1155.4,4.381,96,53.1352226,-86.8705397,4.381,26,2020-02-18 16:02:19,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2020,2,18,16,2.83,312.0
1154.8,23.41,1154.8,4.334,99,53.1351341,-86.870563,4.334,26,2020-02-18 16:02:21,300,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2020,2,18,16,2.83,312.0
1154.0,30.85,1154.0,3.794,101,53.1350545,-86.8705893,3.794,26,2020-02-18 16:02:23,300,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2020,2,18,16,2.83,312.0
1153.8,34.71,1153.8,3.794,102,53.135016,-86.8706107,3.794,26,2020-02-18 16:02:24,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2020,2,18,16,2.83,312.0
1152.8,55.41,1152.8,4.129,100,53.1348058,-86.87072,4.129,26,2020-02-18 16:02:29,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2020,2,18,16,2.83,312.0
1152.6,59.71,1152.6,4.129,101,53.1347616,-86.8707384,4.129,26,2020-02-18 16:02:30,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2020,2,18,16,2.83,312.0
1151.4,74.65,1151.4,4.67,100,53.1346055,-86.870794,4.67,26,2020-02-18 16:02:33,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2020,2,18,16,2.83,312.0
1150.2,80.31,1150.2,5.08,101,53.1345476,-86.8708171,5.08,26,2020-02-18 16:02:34,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2020,2,18,16,2.83,312.0
1148.8,85.69,1148.8,5.084,102,53.1344932,-86.870839,5.084,26,2020-02-18 16:02:35,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2020,2,18,16,2.83,312.0
1147.4,96.51,1147.4,5.186,103,53.1343834,-86.8708829,5.186,26,2020-02-18 16:02:37,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2020,2,18,16,2.83,312.0
1146.2,101.53,1146.2,5.084,103,53.1343314,-86.8709004,5.084,26,2020-02-18 16:02:38,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2020,2,18,16,2.83,312.0
1144.8,111.81,1144.8,5.061,101,53.1342261,-86.8709363,5.061,26,2020-02-18 16:02:40,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2020,2,18,16,2.83,312.0
1143.6,117.27,1143.6,5.186,102,53.1341697,-86.8709573,5.186,26,2020-02-18 16:02:41,100,,,,,,,,"(None, None)","(None, None)",,,,,,"(None, None)","(None, None)",,,,,,,,,,,,,,,,,,2020,2,18,16,2.83,312.0
