altitude,enhanced_altitude,timestamp,battery_soc,cadence,distance,enhanced_speed,gps_accuracy,grade,heart_rate,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,position_lat,position_long,power,right_pedal_smoothness,right_torque_effectiveness,speed,temperature,year,month,day,hour,wind_speed,wind_direction
-16.600000000000023,-16.600000000000023,2022-03-06 16:49:12,65.0,105.0,0.0,9.266,2.0,1.47,106.0,25.5,45.0,81.0,50.5110643,-84.8083864,228.0,24.0,91.0,9.266,16.0,2022,3,6,16,3.91,87.0
-16.600000000000023,-16.600000000000023,2022-03-06 16:49:13,65.0,100.0,10.37,9.397,2.0,1.23,105.0,24.5,45.0,81.5,50.5111327,-84.8082679,271.0,24.5,87.0,9.397,16.0,2022,3,6,16,3.91,87.0
-16.600000000000023,-16.600000000000023,2022-03-06 16:49:14,65.0,96.0,20.25,9.751,2.0,0.7,104.0,23.5,45.0,81.5,50.5111998,-84.8081572,317.0,24.5,83.5,9.751,16.0,2022,3,6,16,3.91,87.0
-16.80000000000001,-16.80000000000001,2022-03-06 16:49:15,64.5,92.0,30.33,9.73,2.0,0.12,104.0,23.5,45.0,81.5,50.5112673,-84.8080432,384.0,24.5,83.5,9.73,16.0,2022,3,6,16,3.91,87.0
-16.80000000000001,-16.80000000000001,2022-03-06 16:49:16,64.5,94.0,40.63,10.182,2.0,0.0,103.0,23.5,45.0,81.5,50.5113332,-84.8079234,409.0,24.5,83.5,10.182,16.0,2022,3,6,16,3.91,87.0
-16.80000000000001,-16.80000000000001,2022-03-06 16:49:17,64.5,97.0,51.36,10.557,2.0,-0.29,104.0,23.5,47.0,81.5,50.5114024,-84.8077992,420.0,24.5,83.5,10.557,16.0,2022,3,6,16,3.91,87.0
-17.0,-17.0,2022-03-06 16:49:18,64.5,100.0,62.39,10.709,2.0,-0.75,104.0,24.0,49.0,83.0,50.5114745,-84.8076724,421.0,25.0,84.5,10.709,16.0,2022,3,6,16,3.91,87.0
-17.19999999999999,-17.19999999999999,2022-03-06 16:49:19,64.5,105.0,73.42,11.039,2.0,-0.96,104.0,26.0,49.0,94.0,50.511544,-84.8075431,391.0,27.5,92.0,11.039,16.0,2022,3,6,16,3.91,87.0
-17.19999999999999,-17.19999999999999,2022-03-06 16:49:20,64.0,108.0,84.55,10.979,2.0,-1.03,104.0,24.0,49.0,88.0,50.5116142,-84.8074128,300.0,27.5,92.0,10.979,16.0,2022,3,6,16,3.91,87.0
-17.399999999999977,-17.399999999999977,2022-03-06 16:49:21,64.0,104.0,95.96,11.102,2.0,-0.88,105.0,27.5,49.0,90.0,50.5116927,-84.8072859,281.0,26.0,94.5,11.102,16.0,2022,3,6,16,3.91,87.0
-17.600000000000023,-17.600000000000023,2022-03-06 16:49:22,64.0,102.0,107.18,10.884,2.0,-0.81,105.0,27.0,49.0,88.0,50.5117653,-84.8071564,158.0,26.0,95.0,10.884,16.0,2022,3,6,16,3.91,87.0
-17.600000000000023,-17.600000000000023,2022-03-06 16:49:23,,102.0,117.77,10.223,2.0,-0.93,105.0,24.5,47.0,80.0,50.5118387,-84.8070392,116.0,27.5,94.5,10.223,16.0,2022,3,6,16,3.91,87.0
-17.600000000000023,-17.600000000000023,2022-03-06 16:49:24,,102.0,127.72,9.588,2.0,-0.84,105.0,21.5,46.0,72.0,50.5119074,-84.8069288,75.0,29.0,94.5,9.588,16.0,2022,3,6,16,3.91,87.0
-17.399999999999977,-17.399999999999977,2022-03-06 16:49:25,,102.0,137.94,9.573,2.0,-0.67,104.0,19.0,44.0,64.0,50.5119797,-84.8068176,33.0,30.5,94.0,9.573,16.0,2022,3,6,16,3.91,87.0
-17.399999999999977,-17.399999999999977,2022-03-06 16:49:26,,39.0,147.7,9.443,2.0,-0.36,104.0,12.0,44.0,52.5,50.512046,-84.806708,85.0,23.5,76.5,9.443,16.0,2022,3,6,16,3.91,87.0
-17.600000000000023,-17.600000000000023,2022-03-06 16:49:27,,51.0,157.45,9.459,2.0,-0.06,103.0,17.5,66.0,63.5,50.5121155,-84.8066026,184.0,20.5,74.0,9.459,16.0,2022,3,6,16,3.91,87.0
-17.80000000000001,-17.80000000000001,2022-03-06 16:49:28,,74.0,166.89,9.481,2.0,-0.18,104.0,20.5,60.0,71.5,50.512182,-84.8064994,250.0,20.0,74.5,9.481,16.0,2022,3,6,16,3.91,87.0
-17.80000000000001,-17.80000000000001,2022-03-06 16:49:29,,88.0,176.86,9.52,2.0,-0.5,104.0,20.5,44.0,73.5,50.5122562,-84.8063953,220.0,20.0,74.5,9.52,16.0,2022,3,6,16,3.91,87.0
-18.0,-18.0,2022-03-06 16:49:30,,87.0,186.2,9.561,2.0,-0.73,104.0,20.5,50.0,73.5,50.5123293,-84.8063027,75.0,20.0,74.5,9.561,16.0,2022,3,6,16,3.91,87.0
-18.0,-18.0,2022-03-06 16:49:31,,79.0,196.17,9.746,2.0,-0.86,103.0,21.5,46.0,73.5,50.512405,-84.8062006,123.0,21.0,76.5,9.746,16.0,2022,3,6,16,3.91,87.0
-18.0,-18.0,2022-03-06 16:49:32,,70.0,205.54,9.843,2.0,-0.85,104.0,22.5,43.0,73.5,50.512477,-84.8061059,171.0,22.0,78.5,9.843,16.0,2022,3,6,16,3.91,87.0
-18.0,-18.0,2022-03-06 16:49:33,,62.0,215.81,9.971,2.0,-0.49,103.0,23.0,40.0,73.5,50.5125558,-84.8060019,219.0,22.5,80.5,9.971,16.0,2022,3,6,16,3.91,87.0
-18.0,-18.0,2022-03-06 16:49:34,,58.0,225.88,10.167,2.0,-0.09,106.0,24.0,37.0,74.0,50.5126319,-84.8058983,297.0,23.5,82.0,10.167,16.0,2022,3,6,16,3.91,87.0
-18.0,-18.0,2022-03-06 16:49:35,,94.0,235.95,10.482,2.0,0.0,105.0,25.0,37.0,81.0,50.5127102,-84.8057978,634.0,23.0,78.5,10.482,16.0,2022,3,6,16,3.91,87.0
-18.19999999999999,-18.19999999999999,2022-03-06 16:49:36,,105.0,246.85,10.734,2.0,0.0,104.0,25.0,37.0,82.0,50.5127912,-84.8056838,621.0,23.0,78.0,10.734,16.0,2022,3,6,16,3.91,87.0
-18.19999999999999,-18.19999999999999,2022-03-06 16:49:37,,110.0,257.85,10.918,2.0,-0.18,104.0,25.0,37.0,82.0,50.5128704,-84.8055655,449.0,23.0,78.0,10.918,16.0,2022,3,6,16,3.91,87.0
-18.0,-18.0,2022-03-06 16:49:38,,113.0,268.68,10.941,2.0,-0.24,104.0,25.0,37.0,82.0,50.5129509,-84.8054525,241.0,23.0,78.5,10.941,16.0,2022,3,6,16,3.91,87.0
-18.0,-18.0,2022-03-06 16:49:39,,112.0,279.82,10.936,2.0,-0.06,105.0,24.0,41.0,79.5,50.5130386,-84.8053428,220.0,23.0,81.5,10.936,16.0,2022,3,6,16,3.91,87.0
-17.80000000000001,-17.80000000000001,2022-03-06 16:49:40,,111.0,290.79,10.947,2.0,0.0,104.0,22.5,45.0,77.5,50.5131267,-84.8052373,199.0,23.0,85.0,10.947,16.0,2022,3,6,16,3.91,87.0
-17.80000000000001,-17.80000000000001,2022-03-06 16:49:41,,106.0,301.33,10.929,2.0,0.0,105.0,19.5,46.0,68.0,50.5132126,-84.8051379,182.0,23.5,81.0,10.929,16.0,2022,3,6,16,3.91,87.0
-17.80000000000001,-17.80000000000001,2022-03-06 16:49:42,,102.0,312.77,10.773,2.0,0.2,106.0,17.0,46.0,61.5,50.5133044,-84.805028,171.0,23.5,77.5,10.773,16.0,2022,3,6,16,3.91,87.0
-17.80000000000001,-17.80000000000001,2022-03-06 16:49:43,,100.0,323.56,10.635,2.0,0.43,106.0,17.0,46.0,61.5,50.5133938,-84.8049285,158.0,23.5,77.5,10.635,16.0,2022,3,6,16,3.91,87.0
-17.80000000000001,-17.80000000000001,2022-03-06 16:49:44,,100.0,334.3,10.633,2.0,0.27,106.0,17.0,46.0,61.5,50.5134816,-84.8048276,171.0,23.5,77.5,10.633,16.0,2022,3,6,16,3.91,87.0
-17.80000000000001,-17.80000000000001,2022-03-06 16:49:45,,100.0,345.08,10.588,2.0,0.05,105.0,17.0,46.0,61.5,50.5135656,-84.8047203,171.0,23.5,77.5,10.588,16.0,2022,3,6,16,3.91,87.0
-17.600000000000023,-17.600000000000023,2022-03-06 16:49:46,,99.0,355.72,10.352,2.0,0.0,104.0,17.0,46.0,61.5,50.5136505,-84.8046172,163.0,23.5,77.5,10.352,16.0,2022,3,6,16,3.91,87.0
-17.600000000000023,-17.600000000000023,2022-03-06 16:49:47,,98.0,366.09,10.308,2.0,0.22,104.0,17.0,47.0,61.5,50.5137314,-84.804514,162.0,23.5,77.5,10.308,16.0,2022,3,6,16,3.91,87.0
-17.600000000000023,-17.600000000000023,2022-03-06 16:49:48,,96.0,376.39,10.177,2.0,0.28,104.0,17.0,49.0,61.5,50.5138093,-84.8044082,177.0,23.5,77.5,10.177,16.0,2022,3,6,16,3.91,87.0
-17.399999999999977,-17.399999999999977,2022-03-06 16:49:49,,96.0,386.54,10.063,2.0,0.3,104.0,17.5,51.0,64.0,50.5138875,-84.8043057,174.0,23.5,77.5,10.063,16.0,2022,3,6,16,3.91,87.0
-17.399999999999977,-17.399999999999977,2022-03-06 16:49:50,,96.0,396.38,9.78,2.0,0.64,103.0,18.0,53.0,66.5,50.5139686,-84.8042144,169.0,24.0,78.0,9.78,16.0,2022,3,6,16,3.91,87.0
-17.19999999999999,-17.19999999999999,2022-03-06 16:49:51,,95.0,405.91,9.48,2.0,0.85,103.0,18.5,55.0,69.5,50.5140462,-84.8041247,163.0,24.0,78.0,9.48,16.0,2022,3,6,16,3.91,87.0
-17.19999999999999,-17.19999999999999,2022-03-06 16:49:52,,94.0,414.78,9.259,2.0,0.81,104.0,19.0,56.0,71.0,50.5141163,-84.8040377,120.0,24.0,78.0,9.259,16.0,2022,3,6,16,3.91,87.0
-17.19999999999999,-17.19999999999999,2022-03-06 16:49:53,,86.0,424.83,9.469,2.0,0.77,104.0,18.5,56.0,70.5,50.514199,-84.8039441,76.0,24.0,77.5,9.469,16.0,2022,3,6,16,3.91,87.0
-17.19999999999999,-17.19999999999999,2022-03-06 16:49:54,,30.0,434.5,9.729,2.0,0.75,104.0,14.5,56.0,68.5,50.5142769,-84.8038516,453.0,24.5,73.0,9.729,16.0,2022,3,6,16,3.91,87.0
-17.19999999999999,-17.19999999999999,2022-03-06 16:49:55,,69.0,444.15,9.853,2.0,0.41,103.0,23.0,56.0,87.5,50.5143525,-84.803756,441.0,29.0,91.0,9.853,15.0,2022,3,6,16,3.91,87.0
-17.19999999999999,-17.19999999999999,2022-03-06 16:49:56,,91.0,454.15,9.831,2.0,0.07,103.0,27.5,56.0,96.0,50.5144278,-84.8036527,323.0,31.0,98.5,9.831,15.0,2022,3,6,16,3.91,87.0
-17.0,-17.0,2022-03-06 16:49:57,,91.0,463.82,9.818,2.0,0.0,103.0,30.0,56.0,98.5,50.5145022,-84.803555,301.0,31.0,97.5,9.818,15.0,2022,3,6,16,3.91,87.0
-17.0,-17.0,2022-03-06 16:49:58,,91.0,473.69,9.83,2.0,0.23,105.0,26.0,55.0,97.5,50.514579,-84.8034566,287.0,31.0,97.5,9.83,15.0,2022,3,6,16,3.91,87.0
-16.80000000000001,-16.80000000000001,2022-03-06 16:49:59,,91.0,483.67,9.854,2.0,0.47,104.0,26.0,51.0,97.5,50.514659,-84.8033604,281.0,31.0,97.5,9.854,15.0,2022,3,6,16,3.91,87.0
-16.80000000000001,-16.80000000000001,2022-03-06 16:50:00,,91.0,493.63,9.865,2.0,0.56,104.0,28.5,50.0,94.5,50.5147381,-84.8032632,268.0,29.5,94.5,9.865,15.0,2022,3,6,16,3.91,87.0
-17.0,-17.0,2022-03-06 16:50:01,,91.0,503.47,9.849,2.0,0.63,104.0,26.5,49.0,90.0,50.5148152,-84.8031659,273.0,29.0,93.0,9.849,15.0,2022,3,6,16,3.91,87.0
-17.0,-17.0,2022-03-06 16:50:02,,91.0,513.22,9.817,2.0,0.38,103.0,21.5,47.0,84.0,50.5148903,-84.8030675,289.0,29.0,92.5,9.817,15.0,2022,3,6,16,3.91,87.0
-16.80000000000001,-16.80000000000001,2022-03-06 16:50:03,,92.0,522.95,9.536,2.0,0.07,103.0,18.0,45.0,79.5,50.5149668,-84.8029715,300.0,28.5,92.0,9.536,15.0,2022,3,6,16,3.91,87.0
-16.80000000000001,-16.80000000000001,2022-03-06 16:50:04,,91.0,532.49,9.507,2.0,0.0,103.0,23.5,47.0,83.0,50.5150436,-84.8028801,282.0,25.0,90.5,9.507,15.0,2022,3,6,16,3.91,87.0
-16.600000000000023,-16.600000000000023,2022-03-06 16:50:05,,91.0,542.04,9.408,2.0,0.0,103.0,26.0,50.0,84.5,50.5151174,-84.8027842,270.0,25.5,89.5,9.408,15.0,2022,3,6,16,3.91,87.0
-16.600000000000023,-16.600000000000023,2022-03-06 16:50:06,,94.0,551.53,9.511,2.0,0.27,102.0,27.0,51.0,89.0,50.5151901,-84.8026877,295.0,27.0,89.0,9.511,15.0,2022,3,6,16,3.91,87.0
-16.600000000000023,-16.600000000000023,2022-03-06 16:50:07,,96.0,561.11,9.528,2.0,0.59,101.0,27.5,50.0,93.5,50.5152629,-84.8025897,317.0,27.5,89.5,9.528,15.0,2022,3,6,16,3.91,87.0
-16.80000000000001,-16.80000000000001,2022-03-06 16:50:08,,96.0,570.47,9.528,2.0,0.39,100.0,26.0,50.0,88.5,50.5153377,-84.8024994,296.0,29.5,92.0,9.528,15.0,2022,3,6,16,3.91,87.0
-17.0,-17.0,2022-03-06 16:50:09,,96.0,580.05,9.772,2.0,0.07,100.0,25.5,52.0,92.0,50.515416,-84.8024092,327.0,28.5,90.0,9.772,15.0,2022,3,6,16,3.91,87.0
-17.0,-17.0,2022-03-06 16:50:10,,97.0,590.18,9.941,2.0,-0.34,98.0,28.5,54.0,96.5,50.515497,-84.8023115,331.0,26.0,89.0,9.941,15.0,2022,3,6,16,3.91,87.0
-17.19999999999999,-17.19999999999999,2022-03-06 16:50:11,,100.0,600.19,10.033,2.0,-0.86,98.0,32.5,54.0,98.5,50.5155749,-84.8022116,265.0,24.0,90.0,10.033,15.0,2022,3,6,16,3.91,87.0
-17.19999999999999,-17.19999999999999,2022-03-06 16:50:12,,100.0,609.83,10.054,2.0,-0.99,99.0,28.0,49.0,88.5,50.51565,-84.8021153,256.0,25.0,92.0,10.054,15.0,2022,3,6,16,3.91,87.0
-17.19999999999999,-17.19999999999999,2022-03-06 16:50:13,,101.0,620.24,10.031,2.0,-0.57,97.0,26.0,47.0,84.5,50.515731,-84.8020116,307.0,25.5,93.0,10.031,15.0,2022,3,6,16,3.91,87.0
-17.19999999999999,-17.19999999999999,2022-03-06 16:50:14,,102.0,630.36,10.041,2.0,-0.1,93.0,26.0,47.0,84.5,50.5158102,-84.8019111,302.0,25.5,93.0,10.041,15.0,2022,3,6,16,3.91,87.0
-17.19999999999999,-17.19999999999999,2022-03-06 16:50:15,,102.0,640.44,10.039,2.0,0.0,89.0,26.0,46.0,84.0,50.5158911,-84.8018143,261.0,25.5,92.5,10.039,15.0,2022,3,6,16,3.91,87.0
-17.0,-17.0,2022-03-06 16:50:16,,102.0,650.52,10.032,2.0,0.0,87.0,24.5,46.0,82.5,50.515971,-84.8017159,260.0,26.0,87.5,10.032,15.0,2022,3,6,16,3.91,87.0
-17.19999999999999,-17.19999999999999,2022-03-06 16:50:17,,102.0,660.49,9.92,2.0,0.0,86.0,23.0,46.0,81.0,50.5160488,-84.8016166,264.0,26.0,83.5,9.92,15.0,2022,3,6,16,3.91,87.0
-17.19999999999999,-17.19999999999999,2022-03-06 16:50:18,,101.0,670.46,9.998,2.0,0.0,86.0,23.0,46.0,81.0,50.5161281,-84.8015195,296.0,26.0,83.5,9.998,15.0,2022,3,6,16,3.91,87.0
-17.399999999999977,-17.399999999999977,2022-03-06 16:50:19,,101.0,680.34,9.982,2.0,0.0,85.0,23.0,46.0,81.0,50.5162068,-84.8014236,287.0,26.0,83.5,9.982,15.0,2022,3,6,16,3.91,87.0
-17.399999999999977,-17.399999999999977,2022-03-06 16:50:20,,101.0,690.66,9.971,2.0,-0.24,83.0,23.0,47.0,81.0,50.5162912,-84.8013267,270.0,26.0,83.5,9.971,15.0,2022,3,6,16,3.91,87.0
-17.600000000000023,-17.600000000000023,2022-03-06 16:50:21,,101.0,700.58,9.863,2.0,-0.63,84.0,23.0,50.0,81.0,50.5163704,-84.8012307,249.0,26.0,83.5,9.863,15.0,2022,3,6,16,3.91,87.0
-17.80000000000001,-17.80000000000001,2022-03-06 16:50:22,63.0,101.0,710.28,9.843,2.0,-0.94,85.0,24.5,46.0,83.0,50.5164442,-84.8011317,272.0,26.0,82.5,9.843,15.0,2022,3,6,16,3.91,87.0
-17.80000000000001,-17.80000000000001,2022-03-06 16:50:23,,101.0,720.13,9.706,2.0,-1.06,85.0,26.5,41.0,85.5,50.5165224,-84.8010357,299.0,26.0,81.5,9.706,15.0,2022,3,6,16,3.91,87.0
-17.80000000000001,-17.80000000000001,2022-03-06 16:50:24,,101.0,730.01,9.662,2.0,-1.02,86.0,26.5,41.0,83.0,50.5166017,-84.8009406,313.0,25.0,82.0,9.662,15.0,2022,3,6,16,3.91,87.0
-17.80000000000001,-17.80000000000001,2022-03-06 16:50:25,,100.0,740.18,10.1,2.0,-0.63,87.0,26.5,41.0,81.0,50.5166838,-84.8008434,393.0,24.0,82.0,10.1,15.0,2022,3,6,16,3.91,87.0
-17.80000000000001,-17.80000000000001,2022-03-06 16:50:26,,102.0,750.7,10.617,2.0,-0.12,87.0,26.5,41.0,81.0,50.5167717,-84.8007479,475.0,24.0,82.0,10.617,15.0,2022,3,6,16,3.91,87.0
-17.600000000000023,-17.600000000000023,2022-03-06 16:50:27,,105.0,761.85,10.602,2.0,0.0,87.0,26.5,41.0,81.0,50.5168664,-84.8006489,302.0,24.0,82.0,10.602,15.0,2022,3,6,16,3.91,87.0
-17.600000000000023,-17.600000000000023,2022-03-06 16:50:28,,106.0,772.45,10.468,2.0,0.0,88.0,26.5,45.0,81.0,50.5169545,-84.8005517,237.0,24.0,82.0,10.468,15.0,2022,3,6,16,3.91,87.0
-17.80000000000001,-17.80000000000001,2022-03-06 16:50:29,,107.0,783.02,10.536,2.0,0.0,87.0,27.0,48.0,82.5,50.5170364,-84.8004458,183.0,24.0,82.0,10.536,15.0,2022,3,6,16,3.91,87.0
-17.600000000000023,-17.600000000000023,2022-03-06 16:50:30,,107.0,793.51,10.227,2.0,0.0,85.0,28.5,49.0,85.5,50.5171178,-84.8003408,128.0,24.0,81.5,10.227,15.0,2022,3,6,16,3.91,87.0
-17.600000000000023,-17.600000000000023,2022-03-06 16:50:31,,107.0,803.15,9.31,2.0,0.0,85.0,29.5,50.0,89.0,50.5171936,-84.8002458,73.0,24.0,81.0,9.31,15.0,2022,3,6,16,3.91,87.0
-17.399999999999977,-17.399999999999977,2022-03-06 16:50:32,,107.0,811.03,7.409,2.0,0.22,86.0,31.0,51.0,92.0,50.5172565,-84.8001695,18.0,24.0,80.5,7.409,15.0,2022,3,6,16,3.91,87.0
-17.399999999999977,-17.399999999999977,2022-03-06 16:50:33,,0.0,817.82,5.505,2.0,0.28,87.0,31.5,53.0,93.0,50.5173099,-84.8001026,0.0,24.0,80.5,5.505,15.0,2022,3,6,16,3.91,87.0
-17.19999999999999,-17.19999999999999,2022-03-06 16:50:34,,0.0,822.35,3.889,2.0,0.43,87.0,31.5,54.0,93.0,50.5173483,-84.8000621,0.0,24.0,80.5,3.889,15.0,2022,3,6,16,3.91,87.0
-17.19999999999999,-17.19999999999999,2022-03-06 16:50:35,,1.0,825.58,2.807,2.0,0.9,88.0,30.0,53.0,92.0,50.5173752,-84.8000329,0.0,24.5,81.0,2.807,15.0,2022,3,6,16,3.91,87.0
-17.19999999999999,-17.19999999999999,2022-03-06 16:50:36,,5.0,827.85,1.723,2.0,1.13,88.0,22.0,39.0,88.0,50.5173925,-84.8000096,14.0,26.0,84.0,1.723,14.0,2022,3,6,16,3.91,87.0
-17.0,-17.0,2022-03-06 16:50:37,,10.0,829.51,1.595,2.0,1.17,87.0,14.5,25.0,83.5,50.5174046,-84.7999921,17.0,27.5,87.0,1.595,14.0,2022,3,6,16,3.91,87.0
-17.0,-17.0,2022-03-06 16:50:38,,15.0,830.97,1.177,2.0,1.2,87.0,6.5,11.0,79.5,50.5174178,-84.7999791,20.0,29.0,89.5,1.177,14.0,2022,3,6,16,3.91,87.0
-17.0,-17.0,2022-03-06 16:51:06,,0.0,831.1,1.074,1.0,0.0,89.0,20.0,,56.5,50.5174281,-84.7999722,0.0,30.0,74.0,1.074,14.0,2022,3,6,16,3.91,87.0
-17.0,-17.0,2022-03-06 16:51:07,,0.0,832.49,1.753,1.0,0.0,89.0,20.0,,56.5,50.5174381,-84.7999573,0.0,30.0,74.0,1.753,14.0,2022,3,6,16,3.91,87.0
-17.0,-17.0,2022-03-06 16:51:08,,0.0,834.45,2.171,1.0,0.0,89.0,20.0,,56.5,50.5174486,-84.7999327,0.0,30.0,74.0,2.171,14.0,2022,3,6,16,3.91,87.0
-17.19999999999999,-17.19999999999999,2022-03-06 16:51:09,,0.0,837.2,3.421,1.0,0.0,88.0,20.0,,56.5,50.5174656,-84.7999002,0.0,30.0,74.0,3.421,14.0,2022,3,6,16,3.91,87.0
-17.0,-17.0,2022-03-06 16:51:10,,0.0,841.07,4.393,1.0,0.0,89.0,20.0,42.0,56.5,50.5174945,-84.7998601,0.0,30.0,74.0,4.393,14.0,2022,3,6,16,3.91,87.0
-17.0,-17.0,2022-03-06 16:51:11,,28.0,845.92,5.156,1.0,0.0,87.0,20.0,42.0,56.5,50.517535,-84.7998159,431.0,30.0,74.0,5.156,14.0,2022,3,6,16,3.91,87.0
-17.0,-17.0,2022-03-06 16:51:12,,43.0,851.32,5.814,1.0,0.0,86.0,20.5,45.0,69.5,50.5175817,-84.7997694,444.0,28.0,81.0,5.814,14.0,2022,3,6,16,3.91,87.0
-17.0,-17.0,2022-03-06 16:51:13,,52.0,857.65,6.385,2.0,0.0,87.0,21.0,49.0,87.0,50.517637,-84.799716,442.0,24.5,91.0,6.385,14.0,2022,3,6,16,3.91,87.0
-17.0,-17.0,2022-03-06 16:51:14,,69.0,864.67,7.131,2.0,0.0,87.0,21.5,51.0,96.5,50.5176974,-84.7996552,479.0,23.0,96.0,7.131,14.0,2022,3,6,16,3.91,87.0
-17.0,-17.0,2022-03-06 16:51:15,,76.0,871.79,7.44,2.0,0.0,87.0,21.0,51.0,95.5,50.5177575,-84.7995917,472.0,22.5,96.0,7.44,14.0,2022,3,6,16,3.91,87.0
-17.0,-17.0,2022-03-06 16:51:16,,79.0,879.53,7.823,2.0,0.0,87.0,20.0,50.0,91.5,50.5178248,-84.7995258,420.0,19.5,95.0,7.823,14.0,2022,3,6,16,3.91,87.0
-17.0,-17.0,2022-03-06 16:51:17,,84.0,887.8,8.272,2.0,0.0,89.0,19.0,50.0,83.0,50.5178938,-84.7994504,442.0,18.5,84.0,8.272,14.0,2022,3,6,16,3.91,87.0
-17.19999999999999,-17.19999999999999,2022-03-06 16:51:18,,92.0,896.56,8.66,2.0,0.0,91.0,20.0,50.0,80.0,50.5179657,-84.7993686,395.0,18.5,80.5,8.66,14.0,2022,3,6,16,3.91,87.0
-17.19999999999999,-17.19999999999999,2022-03-06 16:51:19,,97.0,905.28,8.692,2.0,-0.32,92.0,22.5,50.0,80.0,50.5180372,-84.7992871,302.0,18.5,82.5,8.692,14.0,2022,3,6,16,3.91,87.0
-17.19999999999999,-17.19999999999999,2022-03-06 16:51:20,,97.0,914.7,8.838,2.0,-0.71,94.0,32.0,50.0,95.5,50.5181112,-84.7991941,280.0,19.0,83.5,8.838,14.0,2022,3,6,16,3.91,87.0
-17.399999999999977,-17.399999999999977,2022-03-06 16:51:21,,98.0,923.59,8.887,2.0,-0.85,96.0,34.5,49.0,100.0,50.5181793,-84.7991038,323.0,19.0,84.0,8.887,14.0,2022,3,6,16,3.91,87.0
-17.399999999999977,-17.399999999999977,2022-03-06 16:51:22,,98.0,932.74,9.136,2.0,-0.83,97.0,34.5,50.0,100.0,50.518249,-84.7990105,351.0,19.0,84.0,9.136,14.0,2022,3,6,16,3.91,87.0
-17.399999999999977,-17.399999999999977,2022-03-06 16:51:23,,99.0,941.99,9.169,2.0,-0.7,97.0,34.5,53.0,100.0,50.5183201,-84.798917,333.0,19.0,84.0,9.169,14.0,2022,3,6,16,3.91,87.0
-17.399999999999977,-17.399999999999977,2022-03-06 16:51:24,,99.0,951.45,9.395,2.0,-0.4,98.0,34.5,56.0,100.0,50.518391,-84.7988189,316.0,19.0,84.0,9.395,14.0,2022,3,6,16,3.91,87.0
-17.399999999999977,-17.399999999999977,2022-03-06 16:51:25,,100.0,961.29,9.489,2.0,-0.08,98.0,34.5,56.0,100.0,50.5184683,-84.7987218,324.0,19.0,84.0,9.489,14.0,2022,3,6,16,3.91,87.0
-17.399999999999977,-17.399999999999977,2022-03-06 16:51:26,,101.0,970.9,9.407,2.0,0.0,99.0,33.0,56.0,98.0,50.5185435,-84.7986265,323.0,22.0,86.5,9.407,14.0,2022,3,6,16,3.91,87.0
-17.399999999999977,-17.399999999999977,2022-03-06 16:51:27,,102.0,980.4,9.389,2.0,0.0,99.0,30.0,56.0,94.0,50.5186169,-84.7985309,312.0,27.5,91.5,9.389,14.0,2022,3,6,16,3.91,87.0
-17.0,-17.0,2022-03-06 16:51:28,,103.0,989.86,9.253,2.0,0.36,100.0,28.0,55.0,91.0,50.5186885,-84.7984337,301.0,32.0,95.5,9.253,14.0,2022,3,6,16,3.91,87.0
-16.80000000000001,-16.80000000000001,2022-03-06 16:51:29,,103.0,999.17,9.057,2.0,0.93,100.0,28.0,52.0,91.0,50.5187595,-84.7983388,290.0,32.0,95.5,9.057,14.0,2022,3,6,16,3.91,87.0
-16.80000000000001,-16.80000000000001,2022-03-06 16:51:30,,102.0,1008.15,9.052,2.0,1.11,100.0,25.5,51.0,87.5,50.5188277,-84.798247,272.0,29.0,89.5,9.052,14.0,2022,3,6,16,3.91,87.0
-16.80000000000001,-16.80000000000001,2022-03-06 16:51:31,,101.0,1017.23,9.19,2.0,1.15,101.0,22.5,51.0,82.5,50.5188983,-84.7981563,252.0,24.5,81.5,9.19,14.0,2022,3,6,16,3.91,87.0
-17.0,-17.0,2022-03-06 16:51:32,,100.0,1026.24,8.829,2.0,1.26,101.0,21.5,51.0,81.5,50.5189664,-84.7980634,232.0,23.5,79.5,8.829,14.0,2022,3,6,16,3.91,87.0
-16.80000000000001,-16.80000000000001,2022-03-06 16:51:33,,99.0,1035.1,8.785,2.0,0.8,102.0,21.5,51.0,81.5,50.5190385,-84.7979798,157.0,23.5,79.5,8.785,14.0,2022,3,6,16,3.91,87.0
-16.80000000000001,-16.80000000000001,2022-03-06 16:51:34,,98.0,1043.9,8.558,2.0,0.16,103.0,21.5,51.0,81.5,50.5191122,-84.7979,124.0,23.5,79.5,8.558,14.0,2022,3,6,16,3.91,87.0
-16.80000000000001,-16.80000000000001,2022-03-06 16:51:35,,98.0,1052.21,7.987,2.0,0.0,102.0,20.5,50.0,74.0,50.5191806,-84.7978227,92.0,22.5,75.5,7.987,14.0,2022,3,6,16,3.91,87.0
-17.0,-17.0,2022-03-06 16:51:36,,98.0,1059.86,7.177,2.0,0.0,101.0,19.0,49.0,66.5,50.5192398,-84.7977459,61.0,21.0,71.5,7.177,14.0,2022,3,6,16,3.91,87.0
-17.0,-17.0,2022-03-06 16:51:37,,98.0,1067.27,7.286,2.0,0.0,101.0,18.0,48.0,59.0,50.5192978,-84.7976725,29.0,20.0,67.5,7.286,14.0,2022,3,6,16,3.91,87.0
