heart_rate,timestamp,battery_soc,cadence,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
96,2022-04-11 16:43:18,,102.0,28.0,51.0,83.5,259.0,26.0,80.0,21.0,2740.78,9.117,3.0,50.4900492,-84.852054,9.117,29.399999999999977,29.399999999999977,0.0,2022,4,11,16,4.25,311.0
98,2022-04-11 16:43:19,,101.0,28.0,53.0,83.5,263.0,26.0,80.0,21.0,2749.44,8.589,3.0,50.4899695,-84.8521188,8.589,29.399999999999977,29.399999999999977,-0.12,2022,4,11,16,4.25,311.0
99,2022-04-11 16:43:20,,99.0,28.0,57.0,83.5,253.0,26.0,80.0,21.0,2758.1,8.474,3.0,50.4898931,-84.8521901,8.474,29.399999999999977,29.399999999999977,-0.38,2022,4,11,16,4.25,311.0
99,2022-04-11 16:43:21,,98.0,27.5,57.0,83.0,236.0,26.0,80.0,21.0,2766.73,8.444,3.0,50.4898209,-84.8522686,8.444,29.399999999999977,29.399999999999977,-0.27,2022,4,11,16,4.25,311.0
100,2022-04-11 16:43:22,,98.0,24.0,53.0,76.5,229.0,25.5,79.0,21.0,2775.68,8.476,3.0,50.4897481,-84.8523529,8.476,29.399999999999977,29.399999999999977,0.0,2022,4,11,16,4.25,311.0
103,2022-04-11 16:43:23,,98.0,21.0,50.0,71.0,224.0,25.0,78.0,21.0,2784.83,8.983,3.0,50.4896788,-84.8524468,8.983,29.399999999999977,29.399999999999977,0.0,2022,4,11,16,4.25,311.0
106,2022-04-11 16:43:24,,98.0,21.0,50.0,71.0,236.0,25.0,78.0,21.0,2794.43,9.435,3.0,50.4896097,-84.85255,9.435,29.399999999999977,29.399999999999977,0.0,2022,4,11,16,4.25,311.0
107,2022-04-11 16:43:25,,100.0,21.0,50.0,71.0,270.0,25.0,78.0,21.0,2804.17,9.478,3.0,50.4895422,-84.8526576,9.478,29.399999999999977,29.399999999999977,0.0,2022,4,11,16,4.25,311.0
109,2022-04-11 16:43:26,,101.0,21.0,50.0,71.0,315.0,25.0,78.0,21.0,2813.95,9.684,3.0,50.4894763,-84.8527678,9.684,29.399999999999977,29.399999999999977,0.0,2022,4,11,16,4.25,311.0
110,2022-04-11 16:43:27,,101.0,22.0,51.0,74.5,405.0,25.5,79.5,21.0,2823.41,9.817,3.0,50.4894139,-84.8528759,9.817,29.0,29.0,-0.14,2022,4,11,16,4.25,311.0
111,2022-04-11 16:43:28,,99.0,29.0,57.0,99.5,453.0,30.5,90.0,21.0,2834.05,10.215,3.0,50.4893462,-84.8529998,10.215,28.799999999999955,28.799999999999955,-0.67,2022,4,11,16,4.25,311.0
112,2022-04-11 16:43:29,,100.0,30.0,54.0,100.0,438.0,32.0,97.5,21.0,2844.14,9.942,3.0,50.4892861,-84.8531214,9.942,28.600000000000023,28.600000000000023,-1.33,2022,4,11,16,4.25,311.0
113,2022-04-11 16:43:30,,101.0,30.0,53.0,100.0,391.0,32.0,98.5,21.0,2853.84,9.823,3.0,50.4892337,-84.8532427,9.823,28.600000000000023,28.600000000000023,-1.69,2022,4,11,16,4.25,311.0
114,2022-04-11 16:43:31,,102.0,30.0,52.0,99.5,331.0,32.0,97.5,21.0,2863.86,9.701,3.0,50.4891831,-84.8533707,9.701,28.600000000000023,28.600000000000023,-1.65,2022,4,11,16,4.25,311.0
114,2022-04-11 16:43:32,,101.0,30.5,54.0,96.5,369.0,32.0,92.5,21.0,2873.55,9.729,3.0,50.4891347,-84.8534949,9.729,28.600000000000023,28.600000000000023,-1.4,2022,4,11,16,4.25,311.0
115,2022-04-11 16:43:33,,101.0,30.5,52.0,96.5,371.0,32.0,92.5,21.0,2883.35,9.773,3.0,50.4890777,-84.853614,9.773,28.799999999999955,28.799999999999955,-0.84,2022,4,11,16,4.25,311.0
117,2022-04-11 16:43:34,,100.0,29.5,52.0,95.5,364.0,30.5,94.5,21.0,2892.74,9.34,3.0,50.4890198,-84.8537252,9.34,28.799999999999955,28.799999999999955,-0.06,2022,4,11,16,4.25,311.0
119,2022-04-11 16:43:35,,97.0,30.0,52.0,95.5,413.0,31.0,96.0,21.0,2902.05,9.284,3.0,50.4889595,-84.8538328,9.284,29.0,29.0,0.56,2022,4,11,16,4.25,311.0
120,2022-04-11 16:43:36,,95.0,33.5,51.0,99.0,401.0,38.0,98.0,21.0,2911.06,9.019,3.0,50.4888985,-84.853934,9.019,29.399999999999977,29.399999999999977,0.86,2022,4,11,16,4.25,311.0
120,2022-04-11 16:43:37,,94.0,32.0,50.0,99.5,392.0,40.0,100.0,21.0,2919.69,8.68,3.0,50.488844,-84.854035,8.68,29.600000000000023,29.600000000000023,1.28,2022,4,11,16,4.25,311.0
121,2022-04-11 16:43:38,,92.0,32.0,50.0,99.5,402.0,40.0,100.0,21.0,2928.54,8.663,3.0,50.4887967,-84.8541459,8.663,30.200000000000045,30.200000000000045,1.96,2022,4,11,16,4.25,311.0
122,2022-04-11 16:43:39,,90.0,32.0,50.0,99.5,435.0,40.0,100.0,21.0,2937.59,8.852,3.0,50.4887572,-84.8542657,8.852,30.200000000000045,30.200000000000045,2.56,2022,4,11,16,4.25,311.0
122,2022-04-11 16:43:40,,90.0,32.0,49.0,99.0,424.0,38.5,100.0,21.0,2946.18,8.862,3.0,50.488723,-84.8543811,8.862,30.399999999999977,30.399999999999977,2.9,2022,4,11,16,4.25,311.0
121,2022-04-11 16:43:41,,90.0,32.0,47.0,98.5,440.0,35.5,100.0,21.0,2955.34,8.775,3.0,50.4886844,-84.8545031,8.775,30.799999999999955,30.799999999999955,3.22,2022,4,11,16,4.25,311.0
121,2022-04-11 16:43:42,,89.0,34.0,52.0,100.0,392.0,33.5,99.5,21.0,2963.49,7.94,3.0,50.4886497,-84.8546114,7.94,31.200000000000045,31.200000000000045,3.6,2022,4,11,16,4.25,311.0
121,2022-04-11 16:43:43,,87.0,34.5,53.0,100.0,442.0,34.5,99.5,21.0,2971.55,7.787,3.0,50.4886155,-84.8547185,7.787,31.399999999999977,31.399999999999977,3.64,2022,4,11,16,4.25,311.0
121,2022-04-11 16:43:44,,86.0,34.5,53.0,100.0,409.0,35.0,99.5,21.0,2979.81,8.063,3.0,50.4885763,-84.8548258,8.063,31.799999999999955,31.799999999999955,3.55,2022,4,11,16,4.25,311.0
121,2022-04-11 16:43:45,,88.0,34.5,53.0,100.0,428.0,35.0,99.5,21.0,2988.36,8.275,3.0,50.4885338,-84.8549354,8.275,32.200000000000045,32.200000000000045,3.86,2022,4,11,16,4.25,311.0
121,2022-04-11 16:43:46,,91.0,34.5,53.0,100.0,462.0,35.0,99.5,21.0,2996.52,8.295,3.0,50.4884941,-84.8550406,8.295,32.60000000000002,32.60000000000002,4.3,2022,4,11,16,4.25,311.0
120,2022-04-11 16:43:47,,92.0,34.5,53.0,100.0,447.0,35.0,99.5,21.0,3005.03,8.413,3.0,50.4884535,-84.855151,8.413,32.799999999999955,32.799999999999955,4.2,2022,4,11,16,4.25,311.0
119,2022-04-11 16:43:48,,93.0,34.5,49.0,100.0,428.0,35.0,99.5,21.0,3013.39,8.229,3.0,50.4884131,-84.855259,8.229,33.0,33.0,3.73,2022,4,11,16,4.25,311.0
120,2022-04-11 16:43:49,,93.0,34.5,47.0,100.0,406.0,35.0,99.5,21.0,3021.85,7.97,3.0,50.4883689,-84.855366,7.97,33.39999999999998,33.39999999999998,3.42,2022,4,11,16,4.25,311.0
121,2022-04-11 16:43:50,,93.0,34.5,50.0,100.0,382.0,35.0,99.5,21.0,3029.78,7.962,3.0,50.4883286,-84.8554672,7.962,33.60000000000002,33.60000000000002,3.16,2022,4,11,16,4.25,311.0
121,2022-04-11 16:43:51,,93.0,33.5,50.0,100.0,380.0,34.0,99.0,21.0,3038.13,7.826,3.0,50.4882847,-84.8555725,7.826,33.799999999999955,33.799999999999955,2.76,2022,4,11,16,4.25,311.0
122,2022-04-11 16:43:52,,93.0,33.0,49.0,99.5,377.0,33.0,98.0,21.0,3046.23,8.04,3.0,50.4882442,-84.8556762,8.04,33.799999999999955,33.799999999999955,2.55,2022,4,11,16,4.25,311.0
123,2022-04-11 16:43:53,,93.0,32.0,49.0,99.5,375.0,32.5,97.5,21.0,3054.3,7.907,3.0,50.4882091,-84.8557831,7.907,33.799999999999955,33.799999999999955,2.45,2022,4,11,16,4.25,311.0
123,2022-04-11 16:43:54,,93.0,31.5,48.0,99.0,373.0,31.5,97.0,21.0,3062.76,8.358,3.0,50.4881782,-84.8558981,8.358,34.0,34.0,2.08,2022,4,11,16,4.25,311.0
123,2022-04-11 16:43:55,,93.0,31.5,48.0,98.5,369.0,31.0,97.5,21.0,3071.91,8.548,3.0,50.4881495,-84.8560248,8.548,34.0,34.0,1.75,2022,4,11,16,4.25,311.0
123,2022-04-11 16:43:56,,94.0,32.5,48.0,97.5,361.0,31.5,99.5,21.0,3081.05,8.799,3.0,50.4881238,-84.8561525,8.799,34.39999999999998,34.39999999999998,1.63,2022,4,11,16,4.25,311.0
123,2022-04-11 16:43:57,,95.0,32.5,48.0,97.5,393.0,31.5,99.5,21.0,3089.91,8.563,3.0,50.488098,-84.8562759,8.563,34.60000000000002,34.60000000000002,1.74,2022,4,11,16,4.25,311.0
125,2022-04-11 16:43:58,,95.0,32.5,49.0,97.5,404.0,31.5,99.5,21.0,3098.49,8.35,3.0,50.488074,-84.8563957,8.35,34.799999999999955,34.799999999999955,2.09,2022,4,11,16,4.25,311.0
126,2022-04-11 16:43:59,,95.0,32.5,50.0,97.5,412.0,31.5,99.5,21.0,3106.87,8.062,3.0,50.4880501,-84.8565127,8.062,35.200000000000045,35.200000000000045,2.51,2022,4,11,16,4.25,311.0
126,2022-04-11 16:44:00,,95.0,32.5,51.0,97.5,420.0,31.5,99.5,21.0,3114.33,7.667,3.0,50.4880273,-84.8566162,7.667,35.60000000000002,35.60000000000002,2.62,2022,4,11,16,4.25,311.0
127,2022-04-11 16:44:01,,95.0,32.5,57.0,97.5,418.0,32.0,99.5,21.0,3121.88,7.518,3.0,50.4880077,-84.8567222,7.518,35.799999999999955,35.799999999999955,2.78,2022,4,11,16,4.25,311.0
127,2022-04-11 16:44:02,,96.0,33.5,57.0,98.0,431.0,34.5,98.0,21.0,3128.68,6.747,3.0,50.4879956,-84.8568192,6.747,36.39999999999998,36.39999999999998,3.22,2022,4,11,16,4.25,311.0
126,2022-04-11 16:44:03,,96.0,34.0,57.0,98.0,442.0,35.5,97.5,21.0,3135.18,6.301,3.0,50.4879844,-84.8569121,6.301,36.799999999999955,36.799999999999955,3.78,2022,4,11,16,4.25,311.0
127,2022-04-11 16:44:04,,95.0,34.0,55.0,98.5,461.0,35.0,97.5,21.0,3141.08,6.257,4.0,50.4879806,-84.8569973,6.257,37.200000000000045,37.200000000000045,4.58,2022,4,11,16,4.25,311.0
127,2022-04-11 16:44:05,,94.0,33.5,49.0,100.0,483.0,32.5,97.5,21.0,3147.19,6.083,4.0,50.4879787,-84.8570857,6.083,37.60000000000002,37.60000000000002,5.53,2022,4,11,16,4.25,311.0
127,2022-04-11 16:44:06,,94.0,33.0,48.0,99.5,397.0,33.5,99.0,21.0,3153.52,6.034,4.0,50.4879772,-84.8571772,6.034,38.0,38.0,6.41,2022,4,11,16,4.25,311.0
127,2022-04-11 16:44:07,,92.0,32.5,52.0,99.5,446.0,30.5,97.0,21.0,3159.02,5.61,4.0,50.4879814,-84.8572566,5.61,38.39999999999998,38.39999999999998,6.93,2022,4,11,16,4.25,311.0
128,2022-04-11 16:44:08,,92.0,35.0,50.0,100.0,420.0,30.0,96.5,21.0,3165.56,5.617,4.0,50.4879872,-84.857351,5.617,38.799999999999955,38.799999999999955,7.19,2022,4,11,16,4.25,311.0
127,2022-04-11 16:44:09,,91.0,34.0,47.0,99.0,424.0,30.0,96.5,21.0,3171.36,5.419,4.0,50.4879913,-84.8574347,5.419,39.200000000000045,39.200000000000045,7.15,2022,4,11,16,4.25,311.0
127,2022-04-11 16:44:10,,90.0,31.5,46.0,98.5,435.0,31.0,97.5,21.0,3177.14,5.761,4.0,50.4879967,-84.857518,5.761,39.39999999999998,39.39999999999998,6.96,2022,4,11,16,4.25,311.0
127,2022-04-11 16:44:11,,89.0,29.0,46.0,98.5,431.0,33.5,99.0,21.0,3185.78,6.57,4.0,50.4879866,-84.8576423,6.57,39.799999999999955,39.799999999999955,6.59,2022,4,11,16,4.25,311.0
127,2022-04-11 16:44:12,,90.0,29.0,47.0,98.5,427.0,33.5,99.0,21.0,3193.11,6.974,4.0,50.4879845,-84.8577483,6.974,40.200000000000045,40.200000000000045,5.69,2022,4,11,16,4.25,311.0
127,2022-04-11 16:44:13,,90.0,29.0,48.0,98.5,423.0,33.5,99.0,21.0,3200.56,7.255,4.0,50.4879803,-84.8578559,7.255,40.60000000000002,40.60000000000002,4.91,2022,4,11,16,4.25,311.0
127,2022-04-11 16:44:14,,94.0,29.0,48.0,98.5,475.0,33.5,99.0,21.0,3208.51,7.108,4.0,50.4879709,-84.8579703,7.108,41.0,41.0,4.7,2022,4,11,16,4.25,311.0
127,2022-04-11 16:44:15,,97.0,29.0,48.0,98.5,424.0,33.5,99.0,21.0,3215.68,6.78,4.0,50.4879713,-84.858074,6.78,41.39999999999998,41.39999999999998,4.6,2022,4,11,16,4.25,311.0
126,2022-04-11 16:44:16,,98.0,27.5,49.0,97.5,411.0,31.0,97.0,21.0,3222.41,6.552,4.0,50.4879747,-84.8581713,6.552,41.60000000000002,41.60000000000002,4.54,2022,4,11,16,4.25,311.0
125,2022-04-11 16:44:17,,99.0,26.5,51.0,96.5,417.0,28.5,95.0,21.0,3229.95,6.717,4.0,50.4879729,-84.8582803,6.717,41.799999999999955,41.799999999999955,4.83,2022,4,11,16,4.25,311.0
125,2022-04-11 16:44:18,,100.0,27.0,51.0,95.5,427.0,28.0,94.0,21.0,3237.97,7.289,4.0,50.4879727,-84.8583964,7.289,42.0,42.0,4.96,2022,4,11,16,4.25,311.0
127,2022-04-11 16:44:19,,101.0,28.0,48.0,94.0,380.0,27.5,92.5,21.0,3248.0,9.536,4.0,50.4879715,-84.8585415,9.536,42.39999999999998,42.39999999999998,4.55,2022,4,11,16,4.25,311.0
126,2022-04-11 16:44:20,,102.0,27.5,48.0,93.5,387.0,28.0,93.0,21.0,3255.82,8.481,4.0,50.4879788,-84.8586542,8.481,42.799999999999955,42.799999999999955,4.34,2022,4,11,16,4.25,311.0
125,2022-04-11 16:44:21,,102.0,26.5,48.0,92.5,399.0,28.5,94.0,21.0,3266.26,9.747,4.0,50.4879845,-84.8588051,9.747,43.0,43.0,4.15,2022,4,11,16,4.25,311.0
126,2022-04-11 16:44:22,,102.0,27.5,48.0,93.0,390.0,29.0,94.0,21.0,3277.22,10.51,4.0,50.487981,-84.8589636,10.51,43.200000000000045,43.200000000000045,3.68,2022,4,11,16,4.25,311.0
126,2022-04-11 16:44:23,,103.0,29.0,48.0,94.0,374.0,29.5,93.5,21.0,3286.61,9.678,4.0,50.4879832,-84.8590995,9.678,43.39999999999998,43.39999999999998,3.3,2022,4,11,16,4.25,311.0
126,2022-04-11 16:44:24,,104.0,29.0,48.0,94.0,365.0,29.5,93.5,21.0,3295.35,9.029,4.0,50.4879868,-84.8592258,9.029,43.39999999999998,43.39999999999998,2.8,2022,4,11,16,4.25,311.0
127,2022-04-11 16:44:25,,104.0,29.0,50.0,94.0,387.0,29.5,93.5,21.0,3305.4,9.825,4.0,50.4879873,-84.8593713,9.825,43.60000000000002,43.60000000000002,2.01,2022,4,11,16,4.25,311.0
127,2022-04-11 16:44:26,,104.0,29.0,51.0,94.0,396.0,29.5,93.5,21.0,3314.76,9.498,4.0,50.4879933,-84.8595066,9.498,43.60000000000002,43.60000000000002,1.36,2022,4,11,16,4.25,311.0
127,2022-04-11 16:44:27,,103.0,29.0,48.0,94.0,418.0,29.5,93.5,21.0,3324.09,9.316,4.0,50.4880022,-84.8596409,9.316,44.0,44.0,1.12,2022,4,11,16,4.25,311.0
127,2022-04-11 16:44:28,,102.0,30.0,48.0,96.0,397.0,31.0,94.0,21.0,3332.27,8.556,4.0,50.4880169,-84.8597577,8.556,44.60000000000002,44.60000000000002,1.42,2022,4,11,16,4.25,311.0
127,2022-04-11 16:44:29,,101.0,32.5,48.0,99.5,422.0,34.0,95.5,21.0,3339.78,7.748,4.0,50.4880203,-84.8598662,7.748,44.799999999999955,44.799999999999955,2.19,2022,4,11,16,4.25,311.0
128,2022-04-11 16:44:30,,100.0,32.5,48.0,99.5,431.0,34.0,95.5,21.0,3346.13,6.778,4.0,50.4880162,-84.859958,6.778,45.0,45.0,2.91,2022,4,11,16,4.25,311.0
128,2022-04-11 16:44:31,,94.0,32.5,48.0,99.5,448.0,34.0,95.5,21.0,3352.07,6.009,4.0,50.4880072,-84.8600429,6.009,45.39999999999998,45.39999999999998,3.62,2022,4,11,16,4.25,311.0
129,2022-04-11 16:44:32,,93.0,32.5,48.0,99.5,455.0,34.0,95.5,21.0,3358.13,6.092,4.0,50.4879899,-84.8601275,6.092,45.60000000000002,45.60000000000002,4.4,2022,4,11,16,4.25,311.0
128,2022-04-11 16:44:33,,93.0,32.5,49.0,99.5,469.0,34.0,95.5,21.0,3365.34,6.911,4.0,50.4879589,-84.860223,6.911,46.0,46.0,4.63,2022,4,11,16,4.25,311.0
128,2022-04-11 16:44:34,,93.0,32.5,49.0,99.5,448.0,33.5,97.0,21.0,3372.01,6.734,4.0,50.4879381,-84.8603153,6.734,46.39999999999998,46.39999999999998,4.87,2022,4,11,16,4.25,311.0
128,2022-04-11 16:44:35,,93.0,33.0,48.0,99.5,425.0,32.5,99.0,21.0,3377.55,5.832,4.0,50.4879282,-84.8603943,5.832,47.0,47.0,5.44,2022,4,11,16,4.25,311.0
128,2022-04-11 16:44:36,,93.0,33.0,48.0,99.5,443.0,32.5,99.5,21.0,3382.68,5.346,4.0,50.4879186,-84.8604674,5.346,47.39999999999998,47.39999999999998,5.28,2022,4,11,16,4.25,311.0
128,2022-04-11 16:44:37,,95.0,33.0,48.0,99.5,440.0,32.5,99.5,21.0,3388.41,5.603,4.0,50.4879101,-84.8605496,5.603,47.60000000000002,47.60000000000002,5.21,2022,4,11,16,4.25,311.0
127,2022-04-11 16:44:38,,97.0,33.0,48.0,99.5,425.0,32.5,99.5,21.0,3393.83,5.484,4.0,50.4878982,-84.8606262,5.484,47.799999999999955,47.799999999999955,5.77,2022,4,11,16,4.25,311.0
126,2022-04-11 16:44:39,,97.0,33.0,47.0,99.5,424.0,32.5,99.5,21.0,3399.2,5.379,4.0,50.4878841,-84.8607017,5.379,48.200000000000045,48.200000000000045,5.55,2022,4,11,16,4.25,311.0
126,2022-04-11 16:44:40,,96.0,28.0,48.0,99.0,476.0,31.5,97.0,21.0,3403.85,4.888,4.0,50.4878707,-84.8607665,4.888,48.60000000000002,48.60000000000002,5.31,2022,4,11,16,4.25,311.0
125,2022-04-11 16:44:41,,96.0,31.0,48.0,98.5,460.0,33.5,98.5,21.0,3408.96,5.012,4.0,50.4878532,-84.8608365,5.012,48.799999999999955,48.799999999999955,6.04,2022,4,11,16,4.25,311.0
125,2022-04-11 16:44:42,,96.0,32.5,49.0,98.0,451.0,33.0,98.5,21.0,3415.44,6.066,4.0,50.4878255,-84.8609225,6.066,49.200000000000045,49.200000000000045,6.39,2022,4,11,16,4.25,311.0
125,2022-04-11 16:44:43,,96.0,33.0,49.0,98.0,447.0,32.0,98.5,21.0,3423.2,7.362,4.0,50.487785,-84.8610206,7.362,49.60000000000002,49.60000000000002,6.34,2022,4,11,16,4.25,311.0
125,2022-04-11 16:44:44,,95.0,33.0,48.0,98.0,447.0,32.0,98.5,21.0,3430.08,7.015,4.0,50.4877478,-84.8611067,7.015,49.799999999999955,49.799999999999955,6.61,2022,4,11,16,4.25,311.0
124,2022-04-11 16:44:45,,94.0,33.0,49.0,98.0,450.0,32.0,98.5,21.0,3438.21,7.878,4.0,50.487701,-84.8612059,7.878,50.200000000000045,50.200000000000045,6.49,2022,4,11,16,4.25,311.0
124,2022-04-11 16:44:46,,94.0,30.0,49.0,97.0,461.0,31.5,97.5,21.0,3444.08,6.369,4.0,50.4876587,-84.8612688,6.369,50.799999999999955,50.799999999999955,6.35,2022,4,11,16,4.25,311.0
125,2022-04-11 16:44:47,,94.0,29.0,49.0,97.0,473.0,31.5,97.5,21.0,3449.7,5.821,4.0,50.4876124,-84.861321,5.821,51.39999999999998,51.39999999999998,6.38,2022,4,11,16,4.25,311.0
125,2022-04-11 16:44:48,,95.0,29.0,49.0,97.0,483.0,31.5,97.5,21.0,3455.99,6.286,4.0,50.4875599,-84.8613782,6.286,51.60000000000002,51.60000000000002,5.83,2022,4,11,16,4.25,311.0
124,2022-04-11 16:44:49,,97.0,29.0,47.0,97.0,436.0,31.5,97.5,21.0,3462.08,6.122,3.0,50.4875029,-84.8614216,6.122,52.0,52.0,5.51,2022,4,11,16,4.25,311.0
125,2022-04-11 16:44:50,,97.0,29.0,47.0,97.0,419.0,31.5,97.5,21.0,3469.23,6.831,3.0,50.4874378,-84.8614762,6.831,52.200000000000045,52.200000000000045,5.74,2022,4,11,16,4.25,311.0
126,2022-04-11 16:44:51,,99.0,29.0,51.0,97.0,396.0,31.5,97.5,21.0,3475.57,6.371,3.0,50.4873744,-84.86151,6.371,52.39999999999998,52.39999999999998,5.35,2022,4,11,16,4.25,311.0
125,2022-04-11 16:44:52,,102.0,29.0,53.0,97.0,376.0,31.5,97.5,21.0,3482.33,6.672,4.0,50.4873067,-84.861545,6.672,52.60000000000002,52.60000000000002,4.38,2022,4,11,16,4.25,311.0
125,2022-04-11 16:44:53,,103.0,29.0,51.0,97.0,363.0,31.5,97.5,21.0,3488.75,6.485,4.0,50.4872403,-84.861569,6.485,52.799999999999955,52.799999999999955,4.17,2022,4,11,16,4.25,311.0
125,2022-04-11 16:44:54,,104.0,29.0,49.0,97.0,326.0,31.5,97.5,21.0,3495.82,6.94,4.0,50.4871645,-84.8615755,6.94,53.200000000000045,53.200000000000045,4.17,2022,4,11,16,4.25,311.0
125,2022-04-11 16:44:55,,104.0,26.5,51.0,88.5,322.0,29.0,89.5,21.0,3503.72,7.633,4.0,50.4870802,-84.8615878,7.633,53.39999999999998,53.39999999999998,3.76,2022,4,11,16,4.25,311.0
127,2022-04-11 16:44:56,,105.0,26.0,52.0,88.5,321.0,28.5,87.0,21.0,3511.66,7.88,4.0,50.4869957,-84.861603,7.88,53.60000000000002,53.60000000000002,3.62,2022,4,11,16,4.25,311.0
127,2022-04-11 16:44:57,,106.0,26.5,52.0,91.5,315.0,28.5,86.5,21.0,3519.27,7.7,3.0,50.4869141,-84.8616108,7.7,53.799999999999955,53.799999999999955,3.78,2022,4,11,16,4.25,311.0
128,2022-04-11 16:44:58,,108.0,26.5,52.0,91.5,358.0,28.5,86.5,21.0,3526.58,7.367,3.0,50.4868357,-84.8616171,7.367,54.0,54.0,3.79,2022,4,11,16,4.25,311.0
129,2022-04-11 16:44:59,,105.0,26.5,52.0,91.5,403.0,28.5,86.5,21.0,3534.45,7.764,3.0,50.4867516,-84.8616275,7.764,54.200000000000045,54.200000000000045,3.39,2022,4,11,16,4.25,311.0
128,2022-04-11 16:45:00,,102.0,26.5,52.0,91.5,431.0,28.5,86.5,21.0,3542.01,7.712,3.0,50.4866713,-84.8616443,7.712,54.39999999999998,54.39999999999998,2.8,2022,4,11,16,4.25,311.0
129,2022-04-11 16:45:01,,101.0,27.0,52.0,92.5,437.0,28.5,88.0,21.0,3550.74,8.418,3.0,50.4865786,-84.8616631,8.418,54.39999999999998,54.39999999999998,2.37,2022,4,11,16,4.25,311.0
130,2022-04-11 16:45:02,,102.0,28.5,53.0,94.0,423.0,28.5,92.0,21.0,3558.78,8.026,3.0,50.4864931,-84.8616799,8.026,54.799999999999955,54.799999999999955,2.12,2022,4,11,16,4.25,311.0
129,2022-04-11 16:45:03,,103.0,29.5,53.0,95.5,415.0,29.0,95.0,21.0,3566.41,7.754,3.0,50.4864125,-84.8616991,7.754,55.0,55.0,2.06,2022,4,11,16,4.25,311.0
129,2022-04-11 16:45:04,,103.0,30.0,53.0,95.0,425.0,32.0,96.5,21.0,3573.29,7.222,3.0,50.4863392,-84.8617127,7.222,55.39999999999998,55.39999999999998,2.37,2022,4,11,16,4.25,311.0
129,2022-04-11 16:45:05,,101.0,30.0,53.0,95.0,423.0,32.5,97.0,21.0,3580.64,6.939,3.0,50.4862613,-84.8617291,6.939,55.799999999999955,55.799999999999955,3.0,2022,4,11,16,4.25,311.0
130,2022-04-11 16:45:06,,97.0,30.0,53.0,95.0,416.0,32.5,97.0,21.0,3588.05,7.566,3.0,50.4861825,-84.8617449,7.566,56.200000000000045,56.200000000000045,3.77,2022,4,11,16,4.25,311.0
130,2022-04-11 16:45:07,,95.0,30.5,53.0,95.5,453.0,32.0,97.0,21.0,3595.8,7.497,3.0,50.4861003,-84.8617628,7.497,56.799999999999955,56.799999999999955,4.73,2022,4,11,16,4.25,311.0
130,2022-04-11 16:45:08,,95.0,32.0,51.0,97.0,448.0,30.5,97.0,21.0,3603.43,7.077,3.0,50.4860192,-84.861778,7.077,57.200000000000045,57.200000000000045,5.52,2022,4,11,16,4.25,311.0
129,2022-04-11 16:45:09,,94.0,33.5,49.0,98.5,443.0,29.0,97.0,21.0,3610.41,6.978,3.0,50.4859444,-84.8617857,6.978,57.39999999999998,57.39999999999998,5.86,2022,4,11,16,4.25,311.0
129,2022-04-11 16:45:10,,94.0,33.0,48.0,98.0,441.0,28.0,96.5,21.0,3616.46,6.72,3.0,50.4858797,-84.8617911,6.72,58.0,58.0,6.12,2022,4,11,16,4.25,311.0
130,2022-04-11 16:45:11,,94.0,30.5,49.0,95.5,443.0,28.0,96.0,21.0,3623.69,6.393,3.0,50.4858022,-84.8618005,6.393,58.39999999999998,58.39999999999998,6.42,2022,4,11,16,4.25,311.0
130,2022-04-11 16:45:12,,94.0,28.0,50.0,93.0,446.0,28.0,95.5,21.0,3630.37,6.829,3.0,50.4857313,-84.8618147,6.829,59.0,59.0,6.44,2022,4,11,16,4.25,311.0
130,2022-04-11 16:45:13,,94.0,26.0,50.0,90.5,448.0,28.0,95.0,21.0,3637.04,6.609,3.0,50.485661,-84.8618329,6.609,59.39999999999998,59.39999999999998,5.91,2022,4,11,16,4.25,311.0
130,2022-04-11 16:45:14,,94.0,23.5,51.0,88.0,450.0,28.0,94.5,21.0,3643.69,6.622,3.0,50.4855924,-84.8618592,6.622,59.60000000000002,59.60000000000002,5.57,2022,4,11,16,4.25,311.0
130,2022-04-11 16:45:15,,98.0,24.5,51.0,91.0,403.0,27.5,92.5,21.0,3651.32,7.08,3.0,50.4855163,-84.8619007,7.08,60.0,60.0,5.61,2022,4,11,16,4.25,311.0
130,2022-04-11 16:45:16,,103.0,25.5,51.0,92.5,363.0,27.5,90.5,21.0,3658.37,6.841,3.0,50.4854473,-84.8619423,6.841,60.39999999999998,60.39999999999998,5.33,2022,4,11,16,4.25,311.0
129,2022-04-11 16:45:17,,105.0,25.5,51.0,91.5,345.0,27.5,88.0,21.0,3665.61,7.066,3.0,50.4853771,-84.8619877,7.066,60.799999999999955,60.799999999999955,4.98,2022,4,11,16,4.25,311.0
129,2022-04-11 16:45:18,,105.0,24.0,51.0,84.0,344.0,27.0,89.5,21.0,3673.41,7.066,3.0,50.485304,-84.8620428,7.066,61.0,61.0,5.21,2022,4,11,16,4.25,311.0
128,2022-04-11 16:45:19,,105.0,25.5,49.0,90.0,341.0,29.0,90.0,21.0,3680.65,6.779,3.0,50.4852372,-84.8620963,6.779,61.200000000000045,61.200000000000045,5.35,2022,4,11,16,4.25,311.0
