heart_rate,timestamp,battery_soc,cadence,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,altitude,enhanced_altitude,grade,year,month,day,hour,wind_speed,wind_direction
117,2022-04-11 16:36:30,,67.0,17.5,38.0,58.0,55.0,18.0,61.5,23.0,0.0,4.106,5.0,50.5041347,-84.8219593,4.106,,,,2022,4,11,16,4.25,311.0
118,2022-04-11 16:36:31,,62.0,18.5,38.0,59.0,51.0,16.0,55.5,23.0,1.82,2.561,5.0,50.504119,-84.821975,2.561,,,,2022,4,11,16,4.25,311.0
118,2022-04-11 16:36:32,,56.0,20.0,38.0,60.5,47.0,14.0,50.0,23.0,3.6,2.282,5.0,50.5041051,-84.8219928,2.282,,,,2022,4,11,16,4.25,311.0
118,2022-04-11 16:36:33,,52.0,21.5,40.0,64.0,40.0,14.0,49.0,23.0,4.19,1.617,5.0,50.5040989,-84.8219931,1.617,,,,2022,4,11,16,4.25,311.0
117,2022-04-11 16:36:34,,48.0,23.5,43.0,68.0,34.0,14.0,49.5,23.0,4.8,1.488,5.0,50.504093,-84.8219971,1.488,,,,2022,4,11,16,4.25,311.0
117,2022-04-11 16:36:35,,44.0,25.5,45.0,72.0,27.0,14.0,50.0,23.0,5.59,0.693,5.0,50.504097,-84.8219871,0.693,,,,2022,4,11,16,4.25,311.0
116,2022-04-11 16:36:36,,40.0,27.5,47.0,76.0,21.0,14.5,50.0,23.0,5.59,0.016,5.0,50.5041047,-84.8219716,0.016,,,,2022,4,11,16,4.25,311.0
116,2022-04-11 16:36:37,,36.0,29.5,50.0,80.0,14.0,14.5,50.5,23.0,5.59,0.0,5.0,50.5041153,-84.8219556,0.0,,,,2022,4,11,16,4.25,311.0
117,2022-04-11 16:36:38,,32.0,31.5,52.0,84.0,7.0,14.5,50.5,23.0,5.59,0.0,5.0,50.5041128,-84.8219553,0.0,,,,2022,4,11,16,4.25,311.0
116,2022-04-11 16:36:39,,27.0,33.5,55.0,88.0,1.0,14.5,51.0,23.0,5.59,0.0,5.0,50.5041128,-84.8219534,0.0,,,,2022,4,11,16,4.25,311.0
109,2022-04-11 16:36:58,,0.0,23.0,52.0,74.0,0.0,14.5,51.0,23.0,5.89,3.023,6.0,50.5027157,-84.8239764,3.023,,,,2022,4,11,16,4.25,311.0
109,2022-04-11 16:36:59,,0.0,23.0,51.0,74.0,0.0,14.5,51.0,23.0,9.34,3.922,6.0,50.5026793,-84.8239855,3.922,,,,2022,4,11,16,4.25,311.0
109,2022-04-11 16:37:00,,28.0,29.5,63.0,96.0,588.0,2.0,6.5,23.0,15.1,5.105,6.0,50.5026235,-84.8240214,5.105,,,,2022,4,11,16,4.25,311.0
108,2022-04-11 16:37:01,,50.0,30.0,60.0,99.0,664.0,23.0,71.5,23.0,19.0,5.369,6.0,50.5025845,-84.8240417,5.369,,,,2022,4,11,16,4.25,311.0
107,2022-04-11 16:37:02,,62.0,29.0,56.0,99.0,662.0,32.0,99.5,23.0,24.23,6.179,6.0,50.5025315,-84.8240673,6.179,,,,2022,4,11,16,4.25,311.0
107,2022-04-11 16:37:03,,68.0,27.5,54.0,98.5,631.0,32.5,99.0,23.0,29.95,6.385,6.0,50.5024739,-84.8240961,6.385,,,,2022,4,11,16,4.25,311.0
108,2022-04-11 16:37:04,,74.0,26.5,51.0,98.5,600.0,32.5,99.0,23.0,36.7,7.051,6.0,50.5024062,-84.8241308,7.051,,,,2022,4,11,16,4.25,311.0
107,2022-04-11 16:37:05,,87.0,22.0,51.0,89.5,503.0,21.0,93.0,23.0,44.19,8.04,6.0,50.5023328,-84.8241748,8.04,,,,2022,4,11,16,4.25,311.0
107,2022-04-11 16:37:06,,97.0,21.5,49.0,88.5,415.0,20.0,92.5,23.0,51.29,7.898,6.0,50.5022593,-84.8242021,7.898,,,,2022,4,11,16,4.25,311.0
106,2022-04-11 16:37:07,,98.0,25.0,44.0,92.5,402.0,22.0,91.0,23.0,57.85,6.952,6.0,50.5021908,-84.8242238,6.952,,,,2022,4,11,16,4.25,311.0
106,2022-04-11 16:37:08,,100.0,28.0,42.0,96.0,448.0,24.0,90.0,23.0,65.49,7.329,6.0,50.5021142,-84.8242636,7.329,,,,2022,4,11,16,4.25,311.0
105,2022-04-11 16:37:09,,100.0,28.0,48.0,96.0,355.0,24.0,90.0,23.0,73.67,7.55,6.0,50.5020332,-84.8243089,7.55,,,,2022,4,11,16,4.25,311.0
105,2022-04-11 16:37:10,,100.0,24.5,50.0,86.5,299.0,25.5,91.0,23.0,80.39,7.584,6.0,50.501962,-84.8243227,7.584,,,,2022,4,11,16,4.25,311.0
105,2022-04-11 16:37:11,,100.0,19.5,50.0,72.5,262.0,27.5,92.5,23.0,85.92,6.297,6.0,50.501903,-84.8243134,6.297,,,,2022,4,11,16,4.25,311.0
106,2022-04-11 16:37:12,,98.0,19.5,50.0,68.5,196.0,27.0,88.0,23.0,90.77,5.437,6.0,50.5018511,-84.8243133,5.437,,,,2022,4,11,16,4.25,311.0
106,2022-04-11 16:37:13,,95.0,21.5,50.0,70.0,127.0,25.5,82.0,23.0,95.52,4.802,6.0,50.5018018,-84.8243281,4.802,,,,2022,4,11,16,4.25,311.0
106,2022-04-11 16:37:14,,91.0,21.5,50.0,70.0,113.0,25.5,82.0,23.0,98.39,3.989,6.0,50.5017733,-84.8243122,3.989,,,,2022,4,11,16,4.25,311.0
104,2022-04-11 16:37:15,,84.0,21.5,50.0,70.0,226.0,25.5,82.0,23.0,101.92,3.722,6.0,50.5017372,-84.8242985,3.722,,,,2022,4,11,16,4.25,311.0
104,2022-04-11 16:37:16,,77.0,21.5,50.0,70.0,455.0,26.0,83.0,23.0,106.21,3.989,6.0,50.5016917,-84.8243085,3.989,,,,2022,4,11,16,4.25,311.0
103,2022-04-11 16:37:17,,77.0,21.0,50.0,70.5,431.0,29.5,88.5,23.0,110.07,3.634,6.0,50.5016518,-84.8243219,3.634,,,,2022,4,11,16,4.25,311.0
103,2022-04-11 16:37:18,,76.0,20.0,50.0,71.0,406.0,33.0,94.0,23.0,116.32,4.183,6.0,50.501596,-84.8243715,4.183,,,,2022,4,11,16,4.25,311.0
103,2022-04-11 16:37:19,,75.0,19.5,50.0,71.5,382.0,36.0,99.5,23.0,124.07,4.824,6.0,50.5015396,-84.8244539,4.824,,,,2022,4,11,16,4.25,311.0
104,2022-04-11 16:37:20,,74.0,19.5,50.0,71.5,605.0,36.5,100.0,23.0,129.52,5.133,6.0,50.5014966,-84.8245074,5.133,,,,2022,4,11,16,4.25,311.0
104,2022-04-11 16:37:21,,78.0,19.5,50.0,71.5,646.0,36.5,100.0,23.0,134.91,5.306,6.0,50.5014568,-84.824564,5.306,,,,2022,4,11,16,4.25,311.0
104,2022-04-11 16:37:22,,83.0,19.5,50.0,71.5,599.0,36.5,100.0,23.0,140.3,5.507,6.0,50.5014199,-84.8246241,5.507,,,,2022,4,11,16,4.25,311.0
103,2022-04-11 16:37:23,,85.0,19.5,50.0,71.5,564.0,36.5,100.0,23.0,146.66,6.163,6.0,50.501372,-84.8246898,6.163,,,,2022,4,11,16,4.25,311.0
102,2022-04-11 16:37:24,,87.0,19.5,49.0,71.5,514.0,36.5,100.0,23.0,153.66,6.666,6.0,50.5013187,-84.8247612,6.666,,,,2022,4,11,16,4.25,311.0
103,2022-04-11 16:37:25,,89.0,19.5,48.0,80.0,483.0,27.5,92.0,23.0,160.16,6.662,6.0,50.5012704,-84.8248292,6.662,,,,2022,4,11,16,4.25,311.0
106,2022-04-11 16:37:26,,90.0,20.5,48.0,87.0,478.0,21.0,86.5,23.0,167.18,6.696,6.0,50.5012169,-84.8249008,6.696,,,,2022,4,11,16,4.25,311.0
109,2022-04-11 16:37:27,,92.0,21.5,48.0,88.0,440.0,21.0,86.5,23.0,175.31,7.143,6.0,50.5011562,-84.8249852,7.143,,,,2022,4,11,16,4.25,311.0
112,2022-04-11 16:37:28,,95.0,21.5,48.0,88.0,270.0,21.0,86.5,23.0,183.38,7.326,6.0,50.5010929,-84.8250649,7.326,,,,2022,4,11,16,4.25,311.0
113,2022-04-11 16:37:29,,91.0,21.5,50.0,88.0,252.0,21.0,86.5,23.0,191.39,7.18,6.0,50.5010241,-84.8251344,7.18,,,,2022,4,11,16,4.25,311.0
115,2022-04-11 16:37:30,,90.0,21.5,53.0,88.0,348.0,21.0,86.5,23.0,198.81,6.777,6.0,50.5009562,-84.8251907,6.777,,,,2022,4,11,16,4.25,311.0
115,2022-04-11 16:37:31,,88.0,22.0,59.0,88.0,444.0,23.0,84.0,23.0,205.39,6.251,6.0,50.5008965,-84.8252416,6.251,,,,2022,4,11,16,4.25,311.0
115,2022-04-11 16:37:32,,88.0,23.5,64.0,87.5,497.0,26.0,79.0,23.0,212.01,6.802,6.0,50.5008412,-84.8253019,6.802,,,,2022,4,11,16,4.25,311.0
116,2022-04-11 16:37:33,,92.0,19.5,52.0,88.0,522.0,27.5,94.0,23.0,218.98,7.099,6.0,50.500787,-84.8253715,7.099,,,,2022,4,11,16,4.25,311.0
118,2022-04-11 16:37:34,,93.0,19.5,47.0,87.0,551.0,22.0,91.0,23.0,226.44,7.539,6.0,50.5007262,-84.8254418,7.539,,,,2022,4,11,16,4.25,311.0
119,2022-04-11 16:37:35,,97.0,21.5,44.0,88.5,479.0,21.0,90.5,23.0,235.35,8.293,6.0,50.5006517,-84.8255227,8.293,,,,2022,4,11,16,4.25,311.0
121,2022-04-11 16:37:36,,98.0,27.0,40.0,93.5,470.0,21.5,93.0,23.0,243.88,8.45,6.0,50.5005738,-84.8255876,8.45,,,,2022,4,11,16,4.25,311.0
121,2022-04-11 16:37:37,,97.0,27.0,40.0,93.5,439.0,21.5,93.0,23.0,252.44,8.421,6.0,50.5004924,-84.825645,8.421,,,,2022,4,11,16,4.25,311.0
122,2022-04-11 16:37:38,,97.0,27.0,40.0,93.5,411.0,21.5,93.0,23.0,260.78,8.5,6.0,50.5004098,-84.8256916,8.5,,,,2022,4,11,16,4.25,311.0
123,2022-04-11 16:37:39,,98.0,26.5,43.0,94.5,364.0,27.0,95.0,23.0,268.76,8.052,6.0,50.5003283,-84.8257271,8.052,,,,2022,4,11,16,4.25,311.0
122,2022-04-11 16:37:40,,100.0,25.0,44.0,93.0,352.0,28.5,94.0,23.0,275.9,7.874,6.0,50.5002529,-84.825746,7.874,,,,2022,4,11,16,4.25,311.0
121,2022-04-11 16:37:41,,100.0,23.0,46.0,86.5,314.0,24.0,88.5,23.0,283.39,7.507,6.0,50.5001732,-84.8257599,7.507,,,,2022,4,11,16,4.25,311.0
120,2022-04-11 16:37:42,,101.0,24.5,50.0,85.0,255.0,24.0,88.5,23.0,291.58,7.86,6.0,50.5000874,-84.8257861,7.86,,,,2022,4,11,16,4.25,311.0
120,2022-04-11 16:37:43,,100.0,25.0,54.0,86.0,226.0,22.5,81.5,23.0,300.14,7.835,6.0,50.4999968,-84.8258073,7.835,,,,2022,4,11,16,4.25,311.0
120,2022-04-11 16:37:44,,100.0,25.5,55.0,86.5,292.0,22.0,78.5,23.0,308.42,7.875,6.0,50.49991,-84.8258334,7.875,30.399999999999977,30.399999999999977,,2022,4,11,16,4.25,311.0
121,2022-04-11 16:37:45,,100.0,25.5,55.0,86.5,356.0,22.0,78.5,23.0,317.54,8.256,6.0,50.4998153,-84.825867,8.256,30.399999999999977,30.399999999999977,0.0,2022,4,11,16,4.25,311.0
120,2022-04-11 16:37:46,,104.0,25.5,55.0,86.5,236.0,22.0,78.5,23.0,326.03,8.384,6.0,50.4997261,-84.8258925,8.384,30.399999999999977,30.399999999999977,0.0,2022,4,11,16,4.25,311.0
120,2022-04-11 16:37:47,,104.0,25.5,55.0,86.5,230.0,22.0,78.5,23.0,334.17,8.584,6.0,50.4996401,-84.8259138,8.584,30.399999999999977,30.399999999999977,0.0,2022,4,11,16,4.25,311.0
120,2022-04-11 16:37:48,,105.0,25.5,55.0,86.5,235.0,23.0,79.0,23.0,342.69,8.259,6.0,50.4995498,-84.8259335,8.259,30.399999999999977,30.399999999999977,0.0,2022,4,11,16,4.25,311.0
120,2022-04-11 16:37:49,,105.0,25.0,55.0,86.0,240.0,23.5,79.0,23.0,350.91,8.422,6.0,50.4994623,-84.8259488,8.422,30.399999999999977,30.399999999999977,0.0,2022,4,11,16,4.25,311.0
119,2022-04-11 16:37:50,,105.0,25.0,54.0,86.0,245.0,24.5,79.5,23.0,360.3,8.232,6.0,50.4993624,-84.8259676,8.232,30.600000000000023,30.600000000000023,0.0,2022,4,11,16,4.25,311.0
120,2022-04-11 16:37:51,,105.0,24.5,54.0,85.5,250.0,25.5,80.0,23.0,369.06,8.296,6.0,50.4992694,-84.825987,8.296,30.399999999999977,30.399999999999977,0.0,2022,4,11,16,4.25,311.0
119,2022-04-11 16:37:52,,103.0,27.5,53.0,89.0,290.0,28.5,86.0,23.0,378.28,8.627,6.0,50.4991731,-84.8260181,8.627,30.399999999999977,30.399999999999977,0.0,2022,4,11,16,4.25,311.0
119,2022-04-11 16:37:53,,100.0,31.5,51.0,94.0,346.0,33.0,94.0,23.0,386.88,8.647,6.0,50.4990828,-84.8260447,8.647,30.600000000000023,30.600000000000023,0.15,2022,4,11,16,4.25,311.0
119,2022-04-11 16:37:54,,95.0,32.5,51.0,95.5,438.0,34.0,96.5,23.0,395.78,8.872,6.0,50.4989906,-84.8260777,8.872,30.600000000000023,30.600000000000023,0.51,2022,4,11,16,4.25,311.0
118,2022-04-11 16:37:55,,93.0,32.5,51.0,95.5,503.0,34.0,96.5,23.0,405.02,8.512,6.0,50.4988989,-84.8261289,8.512,30.799999999999955,30.799999999999955,0.73,2022,4,11,16,4.25,311.0
118,2022-04-11 16:37:56,,93.0,32.5,51.0,95.5,520.0,34.0,96.5,23.0,414.22,8.419,6.0,50.4988112,-84.8261902,8.419,31.200000000000045,31.200000000000045,0.8,2022,4,11,16,4.25,311.0
117,2022-04-11 16:37:57,,94.0,32.5,51.0,95.5,553.0,34.0,96.5,23.0,423.23,8.595,6.0,50.4987248,-84.8262486,8.595,31.600000000000023,31.600000000000023,1.19,2022,4,11,16,4.25,311.0
117,2022-04-11 16:37:58,,93.0,32.5,51.0,95.5,533.0,34.0,96.5,23.0,433.55,9.111,6.0,50.4986317,-84.8263296,9.111,32.200000000000045,32.200000000000045,2.01,2022,4,11,16,4.25,311.0
116,2022-04-11 16:37:59,,91.0,32.5,51.0,95.5,531.0,34.0,96.5,23.0,441.37,8.612,6.0,50.4985596,-84.8263879,8.612,32.60000000000002,32.60000000000002,2.92,2022,4,11,16,4.25,311.0
116,2022-04-11 16:38:00,,89.0,32.5,51.0,95.5,557.0,34.0,96.5,23.0,449.46,8.239,6.0,50.4984842,-84.8264456,8.239,33.200000000000045,33.200000000000045,3.71,2022,4,11,16,4.25,311.0
115,2022-04-11 16:38:01,,89.0,32.5,51.0,95.5,604.0,34.0,96.5,23.0,455.84,7.207,6.0,50.4984191,-84.8264745,7.207,33.799999999999955,33.799999999999955,4.67,2022,4,11,16,4.25,311.0
116,2022-04-11 16:38:02,,89.0,32.5,51.0,95.5,541.0,34.0,96.5,23.0,463.38,7.318,6.0,50.4983431,-84.8265119,7.318,34.39999999999998,34.39999999999998,5.9,2022,4,11,16,4.25,311.0
117,2022-04-11 16:38:03,,87.0,32.5,51.0,95.5,511.0,34.0,96.5,23.0,471.3,7.648,6.0,50.4982615,-84.8265443,7.648,34.60000000000002,34.60000000000002,6.62,2022,4,11,16,4.25,311.0
118,2022-04-11 16:38:04,,86.0,32.5,51.0,95.5,439.0,34.0,96.5,23.0,478.26,7.491,6.0,50.4981889,-84.826557,7.491,34.799999999999955,34.799999999999955,6.47,2022,4,11,16,4.25,311.0
118,2022-04-11 16:38:05,,87.0,33.0,51.0,96.5,367.0,32.0,98.0,23.0,483.61,7.519,6.0,50.4981494,-84.826501,7.519,35.200000000000045,35.200000000000045,6.17,2022,4,11,16,4.25,311.0
118,2022-04-11 16:38:06,,90.0,33.5,51.0,98.5,282.0,28.5,100.0,23.0,489.26,7.569,6.0,50.4980987,-84.8264565,7.569,35.200000000000045,35.200000000000045,5.74,2022,4,11,16,4.25,311.0
118,2022-04-11 16:38:07,,91.0,33.5,51.0,98.5,172.0,28.5,100.0,23.0,494.74,8.093,6.0,50.4980434,-84.8264292,8.093,35.39999999999998,35.39999999999998,4.8,2022,4,11,16,4.25,311.0
118,2022-04-11 16:38:08,,91.0,24.5,49.0,79.5,158.0,30.5,97.5,23.0,500.42,8.26,6.0,50.4979858,-84.8264023,8.26,35.60000000000002,35.60000000000002,3.87,2022,4,11,16,4.25,311.0
118,2022-04-11 16:38:09,,92.0,21.0,48.0,70.5,145.0,27.5,84.5,23.0,505.85,8.03,6.0,50.4979328,-84.8263701,8.03,35.39999999999998,35.39999999999998,3.14,2022,4,11,16,4.25,311.0
121,2022-04-11 16:38:10,,93.0,22.0,50.0,71.5,111.0,21.0,65.0,23.0,511.7,8.549,6.0,50.497871,-84.8263548,8.549,35.200000000000045,35.200000000000045,2.11,2022,4,11,16,4.25,311.0
122,2022-04-11 16:38:11,,95.0,22.0,56.0,71.5,19.0,21.0,65.0,23.0,517.94,8.364,5.0,50.4978044,-84.826345,8.364,35.0,35.0,0.54,2022,4,11,16,4.25,311.0
123,2022-04-11 16:38:12,,73.0,20.5,63.0,67.5,32.0,15.0,50.0,23.0,524.72,8.979,5.0,50.4977319,-84.8263372,8.979,34.799999999999955,34.799999999999955,-1.11,2022,4,11,16,4.25,311.0
123,2022-04-11 16:38:13,,50.0,19.0,70.0,63.5,47.0,9.0,35.0,23.0,532.14,9.813,5.0,50.4976523,-84.8263307,9.813,34.39999999999998,34.39999999999998,-2.56,2022,4,11,16,4.25,311.0
123,2022-04-11 16:38:14,,38.0,16.0,71.0,66.0,47.0,6.0,27.5,23.0,539.97,10.144,5.0,50.4975688,-84.8263183,10.144,33.799999999999955,33.799999999999955,-3.75,2022,4,11,16,4.25,311.0
124,2022-04-11 16:38:15,,38.0,11.5,64.0,76.0,34.0,6.5,28.5,23.0,548.3,10.501,5.0,50.4974803,-84.8263001,10.501,33.0,33.0,-5.0,2022,4,11,16,4.25,311.0
126,2022-04-11 16:38:16,,38.0,7.0,58.0,85.5,20.0,6.5,29.0,23.0,558.46,11.433,5.0,50.4973723,-84.8262795,11.433,31.600000000000023,31.600000000000023,-6.92,2022,4,11,16,4.25,311.0
125,2022-04-11 16:38:17,,38.0,2.5,52.0,95.0,7.0,7.0,30.0,23.0,568.85,11.391,5.0,50.4972611,-84.8262783,11.391,30.200000000000045,30.200000000000045,-9.57,2022,4,11,16,4.25,311.0
125,2022-04-11 16:38:18,,0.0,0.0,45.0,100.0,0.0,7.0,30.5,23.0,580.08,12.245,5.0,50.497145,-84.8263217,12.245,29.200000000000045,29.200000000000045,-11.78,2022,4,11,16,4.25,311.0
124,2022-04-11 16:38:19,,0.0,0.0,39.0,100.0,0.0,7.0,30.5,23.0,591.24,12.675,5.0,50.4970351,-84.8263856,12.675,28.200000000000045,28.200000000000045,-12.72,2022,4,11,16,4.25,311.0
125,2022-04-11 16:38:20,,0.0,0.0,33.0,100.0,0.0,7.0,30.5,23.0,601.54,11.75,5.0,50.4969441,-84.8264697,11.75,26.799999999999955,26.799999999999955,-13.3,2022,4,11,16,4.25,311.0
124,2022-04-11 16:38:21,,0.0,0.0,26.0,100.0,0.0,7.0,30.5,23.0,610.29,10.198,5.0,50.4968823,-84.8265646,10.198,25.399999999999977,25.399999999999977,-13.05,2022,4,11,16,4.25,311.0
124,2022-04-11 16:38:22,,0.0,0.0,20.0,100.0,0.0,7.0,30.5,23.0,616.78,8.102,5.0,50.4968577,-84.8266515,8.102,24.399999999999977,24.399999999999977,-11.24,2022,4,11,16,4.25,311.0
123,2022-04-11 16:38:23,,0.0,0.0,13.0,100.0,0.0,7.0,30.5,23.0,623.7,7.772,5.0,50.4968644,-84.8267512,7.772,23.600000000000023,23.600000000000023,-10.04,2022,4,11,16,4.25,311.0
122,2022-04-11 16:38:24,,0.0,0.0,7.0,100.0,0.0,7.0,30.5,23.0,630.35,7.245,5.0,50.4968782,-84.8268456,7.245,23.200000000000045,23.200000000000045,-10.12,2022,4,11,16,4.25,311.0
122,2022-04-11 16:38:25,,90.0,23.5,7.0,77.0,200.0,12.5,40.0,23.0,635.81,6.076,5.0,50.4968916,-84.8269224,6.076,22.799999999999955,22.799999999999955,-9.51,2022,4,11,16,4.25,311.0
121,2022-04-11 16:38:26,,94.0,34.5,7.0,98.5,294.0,17.5,63.0,23.0,640.79,5.599,5.0,50.4968987,-84.8269939,5.599,22.399999999999977,22.399999999999977,-8.71,2022,4,11,16,4.25,311.0
121,2022-04-11 16:38:27,,97.0,30.5,7.0,94.0,268.0,27.5,82.5,23.0,648.17,6.592,5.0,50.4968972,-84.8271006,6.592,22.0,22.0,-9.08,2022,4,11,16,4.25,311.0
121,2022-04-11 16:38:28,,97.0,29.5,7.0,94.5,351.0,28.5,85.0,23.0,656.15,8.436,5.0,50.4969019,-84.8272159,8.436,21.600000000000023,21.600000000000023,-8.92,2022,4,11,16,4.25,311.0
120,2022-04-11 16:38:29,,97.0,29.5,7.0,97.0,469.0,26.5,82.0,23.0,663.49,8.566,5.0,50.4969135,-84.8273209,8.566,21.200000000000045,21.200000000000045,-7.52,2022,4,11,16,4.25,311.0
120,2022-04-11 16:38:30,,97.0,29.0,12.0,97.5,504.0,25.5,83.5,23.0,671.9,8.887,5.0,50.4969222,-84.8274421,8.887,21.0,21.0,-6.49,2022,4,11,16,4.25,311.0
120,2022-04-11 16:38:31,,97.0,28.0,18.0,98.0,513.0,25.0,86.0,23.0,680.1,8.742,5.0,50.496938,-84.8275588,8.742,20.799999999999955,20.799999999999955,-5.86,2022,4,11,16,4.25,311.0
119,2022-04-11 16:38:32,,97.0,27.5,24.0,98.0,521.0,25.0,88.0,23.0,688.98,9.313,5.0,50.4969509,-84.8276861,9.313,20.399999999999977,20.399999999999977,-5.08,2022,4,11,16,4.25,311.0
119,2022-04-11 16:38:33,,97.0,26.5,31.0,98.0,530.0,24.5,90.5,23.0,698.92,9.965,5.0,50.4969553,-84.8278298,9.965,20.200000000000045,20.200000000000045,-4.17,2022,4,11,16,4.25,311.0
119,2022-04-11 16:38:34,,97.0,26.0,37.0,98.0,539.0,24.0,93.0,23.0,709.05,10.641,5.0,50.4969619,-84.827976,10.641,20.200000000000045,20.200000000000045,-3.2,2022,4,11,16,4.25,311.0
119,2022-04-11 16:38:35,,98.0,25.0,43.0,98.5,548.0,23.5,95.5,23.0,720.44,11.147,5.0,50.4969556,-84.8281406,11.147,20.399999999999977,20.399999999999977,-2.22,2022,4,11,16,4.25,311.0
119,2022-04-11 16:38:36,,98.0,24.0,50.0,98.5,557.0,23.0,98.0,23.0,731.72,11.424,5.0,50.4969455,-84.8283034,11.424,20.399999999999977,20.399999999999977,-1.24,2022,4,11,16,4.25,311.0
119,2022-04-11 16:38:37,,87.0,24.5,51.0,98.5,563.0,26.0,99.0,23.0,742.52,11.251,5.0,50.4969342,-84.8284589,11.251,20.200000000000045,20.200000000000045,-0.35,2022,4,11,16,4.25,311.0
119,2022-04-11 16:38:38,,82.0,25.0,51.0,98.5,455.0,27.5,99.5,23.0,752.96,10.829,5.0,50.4969278,-84.8286098,10.829,20.399999999999977,20.399999999999977,0.0,2022,4,11,16,4.25,311.0
120,2022-04-11 16:38:39,,84.0,25.0,51.0,98.5,323.0,27.5,99.5,23.0,762.77,10.515,5.0,50.4969178,-84.8287511,10.515,20.600000000000023,20.600000000000023,0.12,2022,4,11,16,4.25,311.0
121,2022-04-11 16:38:40,,83.0,25.0,51.0,98.5,421.0,27.5,99.5,23.0,772.31,10.272,5.0,50.4969078,-84.8288885,10.272,20.799999999999955,20.799999999999955,0.47,2022,4,11,16,4.25,311.0
122,2022-04-11 16:38:41,,86.0,32.0,48.0,99.0,411.0,33.5,99.0,23.0,782.02,10.115,5.0,50.4968978,-84.8290285,10.115,21.0,21.0,0.84,2022,4,11,16,4.25,311.0
124,2022-04-11 16:38:42,,87.0,36.0,49.0,99.0,415.0,35.5,98.0,23.0,791.39,9.984,5.0,50.4968883,-84.8291634,9.984,21.200000000000045,21.200000000000045,1.22,2022,4,11,16,4.25,311.0
126,2022-04-11 16:38:43,,87.0,36.0,50.0,99.0,411.0,36.0,98.5,23.0,800.99,9.971,5.0,50.4968826,-84.8293022,9.971,21.399999999999977,21.399999999999977,1.8,2022,4,11,16,4.25,311.0
126,2022-04-11 16:38:44,,87.0,34.5,49.0,99.0,392.0,37.0,99.5,23.0,810.6,9.986,5.0,50.4968779,-84.8294412,9.986,21.600000000000023,21.600000000000023,2.18,2022,4,11,16,4.25,311.0
127,2022-04-11 16:38:45,,87.0,33.5,50.0,97.5,380.0,36.0,100.0,23.0,820.8,10.131,5.0,50.4968661,-84.8295879,10.131,21.799999999999955,21.799999999999955,2.16,2022,4,11,16,4.25,311.0
128,2022-04-11 16:38:46,,87.0,33.5,50.0,97.5,342.0,36.0,100.0,23.0,830.0,9.96,5.0,50.4968564,-84.8297204,9.96,22.0,22.0,1.95,2022,4,11,16,4.25,311.0
129,2022-04-11 16:38:47,,87.0,31.0,49.0,94.5,317.0,34.5,99.0,23.0,839.65,9.962,5.0,50.4968486,-84.8298597,9.962,22.200000000000045,22.200000000000045,1.82,2022,4,11,16,4.25,311.0
129,2022-04-11 16:38:48,,86.0,29.0,49.0,91.5,323.0,32.0,97.5,23.0,848.59,9.737,5.0,50.4968428,-84.8299888,9.737,22.200000000000045,22.200000000000045,1.78,2022,4,11,16,4.25,311.0
129,2022-04-11 16:38:49,,85.0,29.5,51.0,92.0,295.0,30.5,96.5,23.0,857.31,9.706,5.0,50.4968393,-84.830115,9.706,22.600000000000023,22.600000000000023,1.73,2022,4,11,16,4.25,311.0
130,2022-04-11 16:38:50,,84.0,29.5,51.0,92.0,201.0,30.5,96.5,23.0,866.11,9.132,5.0,50.4968408,-84.8302422,9.132,22.600000000000023,22.600000000000023,1.83,2022,4,11,16,4.25,311.0
129,2022-04-11 16:38:51,,83.0,29.5,51.0,92.0,163.0,30.5,96.5,23.0,875.03,8.88,5.0,50.4968374,-84.8303713,8.88,22.799999999999955,22.799999999999955,2.0,2022,4,11,16,4.25,311.0
129,2022-04-11 16:38:52,,82.0,26.0,38.0,82.0,120.0,28.5,91.5,23.0,882.88,8.547,5.0,50.4968386,-84.8304848,8.547,22.799999999999955,22.799999999999955,1.88,2022,4,11,16,4.25,311.0
131,2022-04-11 16:38:53,,81.0,21.5,21.0,69.0,72.0,25.5,85.0,23.0,891.14,8.274,5.0,50.4968321,-84.8306041,8.274,23.0,23.0,1.65,2022,4,11,16,4.25,311.0
131,2022-04-11 16:38:54,,80.0,17.5,4.0,56.0,24.0,23.0,78.5,23.0,899.39,7.975,5.0,50.4968208,-84.8307224,7.975,23.200000000000045,23.200000000000045,1.77,2022,4,11,16,4.25,311.0
131,2022-04-11 16:38:55,,78.0,16.5,0.0,53.5,12.0,22.5,77.0,23.0,906.82,7.464,5.0,50.4968146,-84.8308298,7.464,23.600000000000023,23.600000000000023,1.99,2022,4,11,16,4.25,311.0
130,2022-04-11 16:38:56,,75.0,16.5,0.0,53.5,9.0,22.5,77.0,23.0,914.02,7.007,5.0,50.496804,-84.830933,7.007,23.799999999999955,23.799999999999955,2.27,2022,4,11,16,4.25,311.0
131,2022-04-11 16:38:57,,72.0,16.5,0.0,53.5,6.0,22.5,77.0,23.0,920.98,6.806,5.0,50.4967906,-84.831032,6.806,24.0,24.0,2.67,2022,4,11,16,4.25,311.0
