distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,cadence,calories,left_pedal_smoothness,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,left_right_balance,temperature,altitude,enhanced_altitude,ascent,descent,grade,year,month,day,hour,wind_speed,wind_direction
7999.92,10.2,3,50.4096543,-84.4619601,10.2,2022-11-26 21:14:17,,94.0,217.0,24.0,93.0,450.0,26.5,94.5,43.0,8.0,10.800000000000011,10.800000000000011,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8010.29,9.829,3,50.4095809,-84.4618499,9.829,2022-11-26 21:14:18,,70.0,217.0,19.0,85.5,427.0,27.0,96.0,27.0,8.0,10.800000000000011,10.800000000000011,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8020.83,9.122,2,50.4094852,-84.4617681,9.122,2022-11-26 21:14:19,,46.0,217.0,14.0,75.0,404.0,27.5,95.5,11.0,8.0,10.800000000000011,10.800000000000011,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8030.61,9.557,2,50.4093809,-84.461741,9.557,2022-11-26 21:14:20,,36.0,218.0,11.5,68.0,305.0,28.0,95.0,30.0,8.0,10.800000000000011,10.800000000000011,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8040.36,9.302,2,50.4092771,-84.46175,9.302,2022-11-26 21:14:21,,75.0,218.0,24.0,86.5,239.0,28.0,95.0,95.0,8.0,11.0,11.0,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8050.05,8.988,2,50.4091762,-84.4617682,8.988,2022-11-26 21:14:22,,92.0,218.0,25.0,90.5,335.0,27.5,89.0,59.0,8.0,10.800000000000011,10.800000000000011,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8059.38,8.973,2,50.4090803,-84.4618047,8.973,2022-11-26 21:14:23,,90.0,219.0,27.0,92.5,379.0,26.5,90.0,50.0,8.0,10.800000000000011,10.800000000000011,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8068.5,8.879,2,50.4089847,-84.461832,8.879,2022-11-26 21:14:24,,88.0,219.0,29.0,94.0,367.0,27.5,94.0,47.0,8.0,11.0,11.0,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8077.85,9.008,2,50.4088841,-84.4618595,9.008,2022-11-26 21:14:25,,88.0,219.0,29.5,94.5,344.0,29.5,95.5,47.0,8.0,11.0,11.0,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8087.39,9.113,2,50.4087845,-84.4618866,9.113,2022-11-26 21:14:26,,89.0,220.0,29.5,95.5,340.0,31.5,97.0,48.0,8.0,11.0,11.0,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8096.43,9.009,2,50.4086903,-84.4619046,9.009,2022-11-26 21:14:27,,90.0,220.0,29.0,96.0,318.0,30.0,95.0,47.0,8.0,11.0,11.0,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8106.03,9.358,2,50.4085843,-84.4619139,9.358,2022-11-26 21:14:28,,92.0,220.0,28.5,97.0,314.0,28.0,93.0,56.0,8.0,11.0,11.0,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8115.27,9.188,2,50.4084846,-84.4619139,9.188,2022-11-26 21:14:29,,94.0,221.0,29.0,97.0,363.0,26.0,89.5,51.0,8.0,10.800000000000011,10.800000000000011,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8124.75,9.186,2,50.4083903,-84.4618691,9.186,2022-11-26 21:14:30,,95.0,221.0,32.0,96.5,454.0,25.0,85.0,44.0,8.0,11.0,11.0,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8133.83,9.016,2,50.4082965,-84.4618244,9.016,2022-11-26 21:14:31,,94.0,222.0,31.5,94.5,433.0,29.0,96.5,50.0,8.0,11.199999999999989,11.199999999999989,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8143.36,8.838,2,50.4082065,-84.461759,8.838,2022-11-26 21:14:32,,94.0,222.0,33.0,96.0,386.0,28.0,93.5,46.0,8.0,11.399999999999977,11.399999999999977,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8152.12,8.616,2,50.4081248,-84.4616954,8.616,2022-11-26 21:14:33,,96.0,222.0,33.0,96.5,384.0,28.5,93.5,46.0,8.0,11.600000000000023,11.600000000000023,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8161.16,8.49,2,50.4080431,-84.4616228,8.49,2022-11-26 21:14:34,,97.0,223.0,32.0,96.5,398.0,30.0,95.5,49.0,8.0,12.0,12.0,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8169.74,8.293,2,50.4079698,-84.4615495,8.293,2022-11-26 21:14:35,,95.0,223.0,31.5,96.5,422.0,31.0,97.0,50.0,8.0,12.399999999999977,12.399999999999977,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8178.18,8.275,2,50.4078931,-84.4614864,8.275,2022-11-26 21:14:36,,93.0,224.0,31.5,97.5,440.0,30.5,98.0,45.0,8.0,12.799999999999955,12.799999999999955,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8186.3,8.195,2,50.4078199,-84.4614223,8.195,2022-11-26 21:14:37,,92.0,224.0,31.0,96.5,461.0,30.5,98.0,46.0,8.0,13.200000000000045,13.200000000000045,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8194.83,8.351,2,50.4077425,-84.4613586,8.351,2022-11-26 21:14:38,,92.0,225.0,29.5,94.5,443.0,31.0,98.0,45.0,8.0,13.399999999999977,13.399999999999977,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8203.2,8.38,2,50.4076651,-84.4612949,8.38,2022-11-26 21:14:39,,92.0,225.0,27.5,91.0,401.0,32.5,98.0,46.0,8.0,13.600000000000023,13.600000000000023,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8211.64,8.415,2,50.4075924,-84.4612221,8.415,2022-11-26 21:14:40,,93.0,225.0,24.0,86.5,354.0,30.5,98.0,49.0,8.0,13.799999999999955,13.799999999999955,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8220.44,8.73,2,50.4075191,-84.4611395,8.73,2022-11-26 21:14:41,,94.0,225.0,22.0,81.0,259.0,27.0,89.0,46.0,8.0,14.0,14.0,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8229.25,8.711,2,50.4074558,-84.4610491,8.711,2022-11-26 21:14:42,,96.0,226.0,21.0,75.5,226.0,23.5,79.0,46.0,8.0,14.0,14.0,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8237.98,8.806,2,50.4074149,-84.460931,8.806,2022-11-26 21:14:43,,97.0,226.0,20.0,70.0,203.0,21.0,73.0,47.0,8.0,13.799999999999955,13.799999999999955,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8247.03,9.533,2,50.4073878,-84.4608046,9.533,2022-11-26 21:14:44,,99.0,226.0,20.0,65.5,181.0,21.0,72.5,47.0,8.0,13.799999999999955,13.799999999999955,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8256.98,9.567,2,50.4073693,-84.4606654,9.567,2022-11-26 21:14:45,,95.0,226.0,20.5,65.0,198.0,19.0,68.5,47.0,8.0,13.799999999999955,13.799999999999955,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8266.86,10.118,2,50.4073603,-84.4605208,10.118,2022-11-26 21:14:46,,94.0,227.0,23.0,75.0,317.0,22.5,76.0,49.0,8.0,13.799999999999955,13.799999999999955,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8277.09,9.343,3,50.4073602,-84.4603745,9.343,2022-11-26 21:14:47,,95.0,227.0,26.0,86.5,347.0,26.0,85.0,49.0,8.0,13.600000000000023,13.600000000000023,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8286.72,9.32,3,50.4073466,-84.4602385,9.32,2022-11-26 21:14:48,,88.0,227.0,28.5,93.0,315.0,28.5,90.5,48.0,8.0,13.799999999999955,13.799999999999955,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8296.79,9.672,3,50.407342,-84.4600927,9.672,2022-11-26 21:14:49,,84.0,228.0,30.5,93.5,285.0,28.5,90.5,48.0,8.0,13.799999999999955,13.799999999999955,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8306.72,9.652,3,50.4073331,-84.4599491,9.652,2022-11-26 21:14:50,,85.0,228.0,31.0,96.5,298.0,28.5,90.5,49.0,8.0,14.0,14.0,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8317.07,10.062,3,50.4073239,-84.4598016,10.062,2022-11-26 21:14:51,,87.0,228.0,29.5,92.0,268.0,28.5,90.0,52.0,8.0,13.799999999999955,13.799999999999955,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8327.64,10.409,3,50.4073193,-84.4596473,10.409,2022-11-26 21:14:52,,89.0,228.0,27.5,87.5,252.0,28.5,89.5,50.0,8.0,13.799999999999955,13.799999999999955,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8338.57,10.393,4,50.4073104,-84.459487,10.393,2022-11-26 21:14:53,,91.0,229.0,25.5,83.5,239.0,26.5,85.0,51.0,8.0,13.799999999999955,13.799999999999955,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8349.8,10.042,4,50.4072829,-84.4593287,10.042,2022-11-26 21:14:54,,91.0,229.0,23.0,80.5,227.0,22.5,76.5,54.0,8.0,13.600000000000023,13.600000000000023,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8360.71,10.393,4,50.4072327,-84.4591919,10.393,2022-11-26 21:14:55,,92.0,229.0,21.5,77.5,224.0,23.0,75.0,55.0,8.0,13.399999999999977,13.399999999999977,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8371.21,10.493,4,50.4071688,-84.4590645,10.493,2022-11-26 21:14:56,,92.0,229.0,20.0,75.0,235.0,23.5,78.5,52.0,8.0,13.200000000000045,13.200000000000045,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8381.42,9.765,4,50.4070871,-84.4589647,9.765,2022-11-26 21:14:57,,92.0,229.0,21.0,76.5,236.0,21.5,75.5,54.0,8.0,12.799999999999955,12.799999999999955,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8391.06,10.026,4,50.4069962,-84.458901,10.026,2022-11-26 21:14:58,,92.0,230.0,24.5,81.0,240.0,16.5,63.0,56.0,8.0,12.600000000000023,12.600000000000023,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8402.19,9.948,3,50.4068817,-84.4588463,9.948,2022-11-26 21:14:59,,93.0,230.0,24.0,82.0,259.0,18.0,68.5,55.0,8.0,12.200000000000045,12.200000000000045,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8413.69,10.508,3,50.4067594,-84.4588282,10.508,2022-11-26 21:15:00,,93.0,230.0,23.5,83.0,261.0,19.5,73.5,52.0,8.0,11.800000000000011,11.800000000000011,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8425.34,10.37,3,50.406637,-84.4588101,10.37,2022-11-26 21:15:01,,94.0,231.0,25.5,86.0,263.0,21.5,77.5,51.0,8.0,11.399999999999977,11.399999999999977,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8436.52,10.224,4,50.4065134,-84.45881,10.224,2022-11-26 21:15:02,,95.0,231.0,27.0,88.0,296.0,25.5,83.5,49.0,8.0,11.399999999999977,11.399999999999977,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8447.25,10.447,4,50.4063991,-84.45881,10.447,2022-11-26 21:15:03,,96.0,231.0,27.5,89.0,327.0,30.0,91.5,48.0,8.0,11.399999999999977,11.399999999999977,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8458.65,10.442,4,50.4062778,-84.458801,10.442,2022-11-26 21:15:04,,96.0,232.0,31.0,96.5,335.0,28.0,85.5,47.0,8.0,11.199999999999989,11.199999999999989,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8470.42,11.596,4,50.4061506,-84.4587738,11.596,2022-11-26 21:15:05,,96.0,232.0,30.5,93.5,307.0,30.0,92.5,42.0,8.0,11.199999999999989,11.199999999999989,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8481.84,11.405,4,50.4060309,-84.4587462,11.405,2022-11-26 21:15:06,,96.0,232.0,29.0,91.5,283.0,31.0,93.5,47.0,8.0,11.0,11.0,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8493.18,11.394,4,50.4059133,-84.45871,11.394,2022-11-26 21:15:07,,96.0,232.0,26.0,85.5,281.0,30.0,89.0,49.0,8.0,10.600000000000023,10.600000000000023,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8505.39,11.964,4,50.4057851,-84.4586733,11.964,2022-11-26 21:15:08,,96.0,233.0,22.5,77.0,264.0,27.5,84.5,48.0,8.0,10.600000000000023,10.600000000000023,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8517.17,11.842,4,50.4056625,-84.4586279,11.842,2022-11-26 21:15:09,,96.0,233.0,26.0,83.5,253.0,28.0,87.5,49.0,8.0,10.399999999999977,10.399999999999977,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8529.06,11.867,4,50.4055393,-84.4585914,11.867,2022-11-26 21:15:10,,95.0,233.0,29.0,90.5,263.0,29.0,90.0,53.0,8.0,10.399999999999977,10.399999999999977,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8541.08,12.043,4,50.4054128,-84.4585553,12.043,2022-11-26 21:15:11,,95.0,234.0,29.0,93.0,338.0,28.5,91.0,52.0,8.0,10.199999999999989,10.199999999999989,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8553.03,11.924,4,50.4052845,-84.4585188,11.924,2022-11-26 21:15:12,,95.0,234.0,29.5,95.0,347.0,29.0,91.0,53.0,8.0,10.199999999999989,10.199999999999989,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8563.23,10.867,4,50.4051745,-84.4585188,10.867,2022-11-26 21:15:13,,94.0,234.0,31.0,98.0,352.0,30.0,91.0,53.0,8.0,9.800000000000011,9.800000000000011,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8573.12,9.972,3,50.4050721,-84.4585097,9.972,2022-11-26 21:15:14,,92.0,235.0,30.0,97.0,376.0,30.5,92.0,50.0,8.0,9.800000000000011,9.800000000000011,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8584.17,10.736,3,50.4049524,-84.4585096,10.736,2022-11-26 21:15:15,,92.0,235.0,29.5,96.5,396.0,31.0,92.5,49.0,8.0,9.800000000000011,9.800000000000011,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8593.56,9.762,3,50.4048528,-84.4585006,9.762,2022-11-26 21:15:16,,95.0,235.0,28.0,93.5,409.0,31.5,93.5,49.0,8.0,10.199999999999989,10.199999999999989,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8602.69,9.268,3,50.4047523,-84.4584914,9.268,2022-11-26 21:15:17,,91.0,236.0,25.0,87.5,404.0,31.0,94.5,48.0,8.0,10.399999999999977,10.399999999999977,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8611.59,8.983,3,50.4046567,-84.4584914,8.983,2022-11-26 21:15:18,,89.0,236.0,22.5,82.0,369.0,31.0,96.0,45.0,8.0,10.600000000000023,10.600000000000023,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8620.57,9.04,3,50.4045624,-84.4584824,9.04,2022-11-26 21:15:19,,90.0,236.0,16.5,59.5,303.0,31.0,96.0,48.0,8.0,10.600000000000023,10.600000000000023,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8629.95,9.265,3,50.4044612,-84.4584641,9.265,2022-11-26 21:15:20,,93.0,236.0,15.0,53.0,127.0,24.5,76.5,50.0,8.0,10.399999999999977,10.399999999999977,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8639.44,9.415,2,50.4043609,-84.458455,9.415,2022-11-26 21:15:21,,96.0,237.0,16.0,55.0,116.0,19.0,61.0,53.0,8.0,10.199999999999989,10.199999999999989,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8649.27,10.0,2,50.4042566,-84.458446,10.0,2022-11-26 21:15:22,,97.0,237.0,17.5,59.0,120.0,19.5,62.5,57.0,8.0,10.0,10.0,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8659.4,10.082,3,50.4041466,-84.4584277,10.082,2022-11-26 21:15:23,,98.0,237.0,18.5,63.5,139.0,22.0,71.5,60.0,8.0,10.0,10.0,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8669.65,9.838,3,50.4040387,-84.4584187,9.838,2022-11-26 21:15:24,,99.0,237.0,20.0,67.5,166.0,24.5,80.0,58.0,8.0,10.0,10.0,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8679.98,9.859,3,50.4039283,-84.4584095,9.859,2022-11-26 21:15:25,,99.0,237.0,21.0,70.5,242.0,26.0,81.0,56.0,8.0,10.0,10.0,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8690.81,9.995,3,50.4038098,-84.4583913,9.995,2022-11-26 21:15:26,,98.0,238.0,21.5,74.0,240.0,26.0,79.0,54.0,8.0,10.0,10.0,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8701.04,9.88,3,50.4037021,-84.4583823,9.88,2022-11-26 21:15:27,,97.0,238.0,22.0,77.0,245.0,25.5,78.5,52.0,8.0,10.0,10.0,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8710.92,9.615,3,50.4035966,-84.4583822,9.615,2022-11-26 21:15:28,,96.0,238.0,22.0,75.5,247.0,24.0,77.5,50.0,8.0,10.0,10.0,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8720.62,9.645,3,50.4034913,-84.4583822,9.645,2022-11-26 21:15:29,,95.0,238.0,22.5,77.5,231.0,24.5,79.0,47.0,8.0,10.0,10.0,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8730.13,9.676,3,50.403388,-84.4583732,9.676,2022-11-26 21:15:30,,95.0,238.0,23.0,79.5,229.0,25.0,80.5,49.0,8.0,10.0,10.0,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8740.0,9.863,3,50.4032828,-84.458364,9.863,2022-11-26 21:15:31,,95.0,239.0,23.5,82.0,248.0,25.5,81.5,51.0,8.0,10.0,10.0,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8749.85,9.846,3,50.4031778,-84.458364,9.846,2022-11-26 21:15:32,,96.0,239.0,24.5,86.0,270.0,25.5,81.5,52.0,8.0,10.199999999999989,10.199999999999989,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8759.56,9.704,3,50.4030742,-84.458364,9.704,2022-11-26 21:15:33,,96.0,239.0,27.5,91.5,305.0,25.5,81.5,55.0,8.0,10.199999999999989,10.199999999999989,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8769.25,9.548,3,50.402969,-84.458364,9.548,2022-11-26 21:15:34,,95.0,240.0,30.0,97.0,328.0,25.5,81.5,54.0,8.0,10.199999999999989,10.199999999999989,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8779.0,9.655,3,50.4028632,-84.4583732,9.655,2022-11-26 21:15:35,,94.0,240.0,30.5,98.0,372.0,27.0,86.5,52.0,8.0,10.399999999999977,10.399999999999977,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8788.32,9.337,3,50.4027645,-84.4583822,9.337,2022-11-26 21:15:36,,93.0,241.0,31.0,98.0,377.0,30.5,93.5,51.0,8.0,10.600000000000023,10.600000000000023,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8797.53,8.842,2,50.402668,-84.4584004,8.842,2022-11-26 21:15:37,,93.0,241.0,31.0,97.5,380.0,34.5,98.5,50.0,8.0,10.800000000000011,10.800000000000011,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8806.45,9.0,2,50.4025723,-84.4584095,9.0,2022-11-26 21:15:38,,90.0,241.0,30.0,94.0,379.0,33.5,97.5,49.0,8.0,11.0,11.0,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8815.53,9.009,2,50.4024723,-84.4584186,9.009,2022-11-26 21:15:39,,89.0,242.0,29.5,93.0,345.0,31.0,96.0,49.0,8.0,11.199999999999989,11.199999999999989,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8824.38,9.118,2,50.4023792,-84.4584186,9.118,2022-11-26 21:15:40,,89.0,242.0,29.0,91.0,307.0,30.5,95.5,51.0,8.0,11.399999999999977,11.399999999999977,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8833.84,9.317,2,50.4022773,-84.4584367,9.317,2022-11-26 21:15:41,,90.0,242.0,28.0,88.5,298.0,30.5,95.0,50.0,8.0,11.399999999999977,11.399999999999977,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8843.36,9.349,2,50.4021767,-84.4584459,9.349,2022-11-26 21:15:42,,91.0,242.0,27.0,85.5,298.0,30.0,94.5,50.0,8.0,11.600000000000023,11.600000000000023,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8852.83,9.495,2,50.4020718,-84.4584459,9.495,2022-11-26 21:15:43,,92.0,243.0,26.0,83.0,299.0,30.0,93.5,49.0,8.0,11.800000000000011,11.800000000000011,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8862.47,9.507,2,50.4019716,-84.4584551,9.507,2022-11-26 21:15:44,,92.0,243.0,27.0,88.5,294.0,27.0,88.5,48.0,8.0,11.800000000000011,11.800000000000011,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8871.84,9.639,2,50.401868,-84.4584641,9.639,2022-11-26 21:15:45,,92.0,243.0,28.0,86.0,285.0,26.5,84.0,47.0,8.0,11.600000000000023,11.600000000000023,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8881.53,9.604,2,50.4017677,-84.4584822,9.604,2022-11-26 21:15:46,,93.0,244.0,29.5,88.5,286.0,28.0,85.5,51.0,8.0,11.600000000000023,11.600000000000023,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8891.16,9.702,2,50.4016617,-84.4584916,9.702,2022-11-26 21:15:47,,93.0,244.0,31.5,95.5,291.0,31.0,91.5,52.0,8.0,11.600000000000023,11.600000000000023,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8901.0,9.674,2,50.4015575,-84.4585097,9.674,2022-11-26 21:15:48,,94.0,244.0,28.5,89.5,286.0,30.0,89.5,49.0,8.0,11.600000000000023,11.600000000000023,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8910.74,9.585,2,50.4014526,-84.458537,9.585,2022-11-26 21:15:49,,94.0,244.0,25.5,83.5,253.0,29.0,87.0,51.0,8.0,11.600000000000023,11.600000000000023,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8920.44,9.576,2,50.4013526,-84.4585552,9.576,2022-11-26 21:15:50,,94.0,245.0,22.5,77.0,223.0,28.0,85.0,51.0,8.0,11.600000000000023,11.600000000000023,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8930.11,9.771,2,50.4012484,-84.4585733,9.771,2022-11-26 21:15:51,,95.0,245.0,21.5,77.0,228.0,27.0,82.0,50.0,8.0,11.399999999999977,11.399999999999977,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8939.68,9.757,2,50.4011453,-84.4585913,9.757,2022-11-26 21:15:52,,95.0,245.0,22.5,81.5,232.0,26.0,79.0,49.0,8.0,11.399999999999977,11.399999999999977,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8949.16,9.728,2,50.4010456,-84.4586094,9.728,2022-11-26 21:15:53,,95.0,245.0,23.0,81.0,236.0,26.5,81.5,49.0,8.0,11.399999999999977,11.399999999999977,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8958.54,9.469,2,50.4009472,-84.4586273,9.469,2022-11-26 21:15:54,,95.0,246.0,25.0,84.5,238.0,26.5,82.5,51.0,8.0,11.399999999999977,11.399999999999977,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8968.18,9.423,2,50.4008443,-84.458646,9.423,2022-11-26 21:15:55,,94.0,246.0,27.0,88.5,241.0,25.5,81.0,52.0,8.0,11.199999999999989,11.199999999999989,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8977.69,9.448,2,50.4007431,-84.4586735,9.448,2022-11-26 21:15:56,,94.0,246.0,24.5,81.0,249.0,24.5,78.0,50.0,8.0,11.199999999999989,11.199999999999989,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8987.09,9.418,2,50.4006429,-84.4587008,9.418,2022-11-26 21:15:57,,94.0,246.0,28.0,88.0,249.0,22.5,75.5,48.0,8.0,11.199999999999989,11.199999999999989,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
8996.92,9.594,2,50.4005424,-84.4587191,9.594,2022-11-26 21:15:58,,94.0,247.0,29.5,90.0,299.0,24.5,79.5,49.0,8.0,11.199999999999989,11.199999999999989,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
9006.31,9.557,2,50.4004399,-84.4587458,9.557,2022-11-26 21:15:59,,94.0,247.0,30.0,90.5,307.0,27.5,85.0,50.0,8.0,11.0,11.0,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
9015.41,9.342,2,50.4003429,-84.4587723,9.342,2022-11-26 21:16:00,,93.0,247.0,30.0,90.0,312.0,29.5,88.5,49.0,8.0,11.0,11.0,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
9024.89,9.088,2,50.4002442,-84.4587915,9.088,2022-11-26 21:16:01,,92.0,248.0,27.5,87.5,308.0,28.5,85.5,48.0,8.0,11.199999999999989,11.199999999999989,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
9034.45,9.075,2,50.4001423,-84.45881,9.075,2022-11-26 21:16:02,,91.0,248.0,23.5,81.5,298.0,27.5,85.0,48.0,8.0,11.0,11.0,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
9043.94,9.311,2,50.4000423,-84.4588282,9.311,2022-11-26 21:16:03,,90.0,248.0,22.5,77.5,253.0,27.0,84.0,43.0,8.0,10.399999999999977,10.399999999999977,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
9053.37,9.086,2,50.3999429,-84.4588463,9.086,2022-11-26 21:16:04,,90.0,248.0,22.0,75.0,251.0,27.0,84.0,46.0,8.0,10.199999999999989,10.199999999999989,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
9062.55,9.056,2,50.3998418,-84.4588555,9.056,2022-11-26 21:16:05,,90.0,249.0,21.0,73.5,236.0,26.5,85.0,48.0,8.0,10.0,10.0,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
9071.82,9.016,2,50.3997416,-84.4588555,9.016,2022-11-26 21:16:06,,90.0,249.0,21.0,74.0,195.0,23.5,80.0,48.0,8.0,9.800000000000011,9.800000000000011,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
9080.92,9.258,2,50.399646,-84.4588464,9.258,2022-11-26 21:16:07,,91.0,249.0,18.5,70.5,175.0,20.5,73.0,47.0,8.0,9.600000000000023,9.600000000000023,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
9090.11,9.268,2,50.3995481,-84.4588197,9.268,2022-11-26 21:16:08,,92.0,249.0,19.5,73.0,178.0,19.0,70.5,49.0,8.0,9.399999999999977,9.399999999999977,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
9099.67,9.016,2,50.3994502,-84.4587917,9.016,2022-11-26 21:16:09,,92.0,249.0,19.0,73.0,186.0,20.5,72.5,47.0,8.0,9.199999999999989,9.199999999999989,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
9108.54,8.873,2,50.3993556,-84.4587557,8.873,2022-11-26 21:16:10,,92.0,249.0,17.0,68.5,187.0,22.0,75.0,47.0,8.0,9.199999999999989,9.199999999999989,69.0,74.0,0.0,2022,11,26,21,2.71,176.0
