distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,cadence,calories,left_pedal_smoothness,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,left_right_balance,temperature,altitude,enhanced_altitude,ascent,descent,grade,year,month,day,hour,wind_speed,wind_direction
3487.18,11.336,2,50.4067332,-84.5003706,11.336,2022-11-26 21:06:23,,94.0,105.0,21.5,80.5,221.0,20.0,71.0,61.0,9.0,34.60000000000002,34.60000000000002,34.0,13.0,-3.54,2022,11,26,21,2.71,176.0
3497.92,10.922,2,50.4068508,-84.5003525,10.922,2022-11-26 21:06:24,,94.0,105.0,22.5,82.5,272.0,20.5,73.0,54.0,9.0,34.200000000000045,34.200000000000045,34.0,14.0,-3.96,2022,11,26,21,2.71,176.0
3508.99,11.292,2,50.4069686,-84.5003351,11.292,2022-11-26 21:06:25,,94.0,106.0,24.0,85.0,289.0,21.0,76.5,53.0,9.0,33.799999999999955,33.799999999999955,34.0,15.0,-4.18,2022,11,26,21,2.71,176.0
3520.46,11.119,2,50.4070924,-84.5003252,11.119,2022-11-26 21:06:26,,93.0,106.0,25.0,88.0,301.0,22.0,80.5,53.0,9.0,33.39999999999998,33.39999999999998,34.0,15.0,-4.19,2022,11,26,21,2.71,176.0
3531.23,10.938,2,50.4072043,-84.5003073,10.938,2022-11-26 21:06:27,,92.0,106.0,26.5,90.5,313.0,23.0,84.0,54.0,9.0,33.39999999999998,33.39999999999998,34.0,15.0,-3.96,2022,11,26,21,2.71,176.0
3542.32,11.016,2,50.4073233,-84.5002889,11.016,2022-11-26 21:06:28,,93.0,107.0,27.5,93.0,395.0,24.0,87.5,54.0,9.0,33.39999999999998,33.39999999999998,34.0,16.0,-3.52,2022,11,26,21,2.71,176.0
3552.62,10.452,2,50.407433,-84.5002707,10.452,2022-11-26 21:06:29,,96.0,107.0,29.0,96.0,468.0,25.0,91.5,52.0,9.0,33.60000000000002,33.60000000000002,34.0,16.0,-2.91,2022,11,26,21,2.71,176.0
3561.79,9.485,2,50.4075335,-84.5002524,9.485,2022-11-26 21:06:30,,97.0,108.0,29.5,96.5,510.0,27.0,95.0,46.0,9.0,33.799999999999955,33.799999999999955,34.0,16.0,-1.14,2022,11,26,21,2.71,176.0
3571.41,9.596,2,50.4076327,-84.5002344,9.596,2022-11-26 21:06:31,,93.0,108.0,29.0,95.5,488.0,29.0,96.5,43.0,9.0,34.200000000000045,34.200000000000045,34.0,16.0,0.0,2022,11,26,21,2.71,176.0
3580.57,9.288,3,50.4077326,-84.5002162,9.288,2022-11-26 21:06:32,,91.0,108.0,30.0,96.0,452.0,28.5,96.0,45.0,9.0,34.39999999999998,34.39999999999998,34.0,16.0,0.03,2022,11,26,21,2.71,176.0
3589.14,8.846,3,50.4078228,-84.5001982,8.846,2022-11-26 21:06:33,,91.0,109.0,31.0,96.0,377.0,28.5,95.0,47.0,9.0,34.60000000000002,34.60000000000002,35.0,16.0,0.49,2022,11,26,21,2.71,176.0
3597.81,8.456,3,50.4079162,-84.5001705,8.456,2022-11-26 21:06:34,,91.0,109.0,31.5,96.5,364.0,28.0,94.0,49.0,9.0,35.0,35.0,35.0,16.0,1.23,2022,11,26,21,2.71,176.0
3605.88,8.046,3,50.4079982,-84.5001612,8.046,2022-11-26 21:06:35,,92.0,110.0,32.5,96.5,355.0,28.0,93.0,50.0,9.0,35.200000000000045,35.200000000000045,35.0,16.0,1.87,2022,11,26,21,2.71,176.0
3613.87,8.05,3,50.4080835,-84.5001343,8.05,2022-11-26 21:06:36,,92.0,110.0,33.0,97.0,360.0,27.5,92.5,50.0,9.0,35.39999999999998,35.39999999999998,35.0,16.0,2.31,2022,11,26,21,2.71,176.0
3621.92,8.156,3,50.4081699,-84.500116,8.156,2022-11-26 21:06:37,,93.0,110.0,34.0,97.0,373.0,27.5,91.5,49.0,9.0,35.60000000000002,35.60000000000002,36.0,16.0,2.57,2022,11,26,21,2.71,176.0
3631.19,8.663,3,50.4082665,-84.5000976,8.663,2022-11-26 21:06:38,,94.0,111.0,33.5,96.5,391.0,29.0,92.5,49.0,9.0,35.60000000000002,35.60000000000002,36.0,16.0,2.63,2022,11,26,21,2.71,176.0
3639.73,8.634,3,50.4083566,-84.5000796,8.634,2022-11-26 21:06:39,,95.0,111.0,32.5,96.0,380.0,31.0,94.0,49.0,9.0,35.799999999999955,35.799999999999955,36.0,16.0,2.46,2022,11,26,21,2.71,176.0
3648.12,8.445,3,50.4084475,-84.5000614,8.445,2022-11-26 21:06:40,,95.0,111.0,32.0,95.5,371.0,32.5,95.0,48.0,9.0,36.0,36.0,36.0,16.0,2.17,2022,11,26,21,2.71,176.0
3657.92,9.128,3,50.4085532,-84.500043,9.128,2022-11-26 21:06:41,,96.0,112.0,31.5,95.0,367.0,34.0,96.0,46.0,9.0,36.0,36.0,36.0,16.0,1.86,2022,11,26,21,2.71,176.0
3667.02,9.155,3,50.4086488,-84.5000339,9.155,2022-11-26 21:06:42,,96.0,112.0,30.0,94.0,351.0,32.5,96.0,45.0,9.0,36.200000000000045,36.200000000000045,36.0,16.0,1.59,2022,11,26,21,2.71,176.0
3676.17,9.13,3,50.4087492,-84.5000247,9.13,2022-11-26 21:06:43,,96.0,112.0,29.0,93.5,326.0,31.5,96.0,49.0,9.0,36.200000000000045,36.200000000000045,37.0,16.0,1.35,2022,11,26,21,2.71,176.0
3685.44,8.833,3,50.4088441,-84.5000066,8.833,2022-11-26 21:06:44,,96.0,113.0,27.0,89.0,319.0,30.0,93.0,49.0,9.0,36.200000000000045,36.200000000000045,37.0,16.0,1.16,2022,11,26,21,2.71,176.0
3694.7,8.918,3,50.4089433,-84.4999886,8.918,2022-11-26 21:06:45,,97.0,113.0,24.5,82.5,309.0,28.5,87.0,48.0,9.0,36.0,36.0,37.0,16.0,0.99,2022,11,26,21,2.71,176.0
3704.92,9.424,3,50.4090539,-84.4999611,9.424,2022-11-26 21:06:46,,98.0,113.0,22.5,77.0,285.0,27.0,82.0,47.0,9.0,36.0,36.0,37.0,16.0,0.4,2022,11,26,21,2.71,176.0
3718.63,10.062,3,50.4092001,-84.4999337,10.062,2022-11-26 21:06:47,,96.0,114.0,23.5,82.5,279.0,25.5,83.5,46.0,9.0,35.60000000000002,35.60000000000002,37.0,16.0,0.11,2022,11,26,21,2.71,176.0
3731.94,13.195,3,50.4093399,-84.4999157,13.195,2022-11-26 21:06:48,,93.0,114.0,22.5,81.0,284.0,24.5,83.0,50.0,9.0,35.200000000000045,35.200000000000045,37.0,16.0,-0.17,2022,11,26,21,2.71,176.0
3743.36,11.881,3,50.409463,-84.4998883,11.881,2022-11-26 21:06:49,,97.0,114.0,21.5,78.5,306.0,23.5,82.5,50.0,9.0,34.60000000000002,34.60000000000002,37.0,16.0,-0.94,2022,11,26,21,2.71,176.0
3755.15,11.815,3,50.4095854,-84.4998611,11.815,2022-11-26 21:06:50,,100.0,114.0,20.0,74.0,315.0,22.0,80.0,52.0,9.0,34.0,34.0,37.0,17.0,-1.86,2022,11,26,21,2.71,176.0
3767.32,11.622,3,50.4097137,-84.4998246,11.622,2022-11-26 21:06:51,,100.0,115.0,18.5,68.0,292.0,20.0,74.5,56.0,9.0,33.200000000000045,33.200000000000045,37.0,17.0,-2.6,2022,11,26,21,2.71,176.0
3779.39,12.123,3,50.4098453,-84.4998064,12.123,2022-11-26 21:06:52,,100.0,115.0,21.5,76.5,228.0,23.0,77.0,60.0,9.0,32.39999999999998,32.39999999999998,37.0,18.0,-3.15,2022,11,26,21,2.71,176.0
3792.0,12.481,3,50.4099813,-84.4997883,12.481,2022-11-26 21:06:53,,101.0,115.0,23.0,79.5,241.0,24.0,81.5,58.0,9.0,31.600000000000023,31.600000000000023,37.0,18.0,-3.63,2022,11,26,21,2.71,176.0
3807.09,14.317,3,50.4101378,-84.4997608,14.317,2022-11-26 21:06:54,,102.0,115.0,22.5,79.0,244.0,23.5,82.0,57.0,9.0,31.0,31.0,37.0,19.0,-4.03,2022,11,26,21,2.71,176.0
3821.17,14.228,3,50.4102918,-84.4997426,14.228,2022-11-26 21:06:55,,103.0,116.0,21.5,78.0,236.0,23.0,80.5,53.0,9.0,30.399999999999977,30.399999999999977,37.0,20.0,-4.34,2022,11,26,21,2.71,176.0
3835.36,14.167,3,50.4104421,-84.4997153,14.167,2022-11-26 21:06:56,,103.0,116.0,21.5,80.0,241.0,23.5,80.5,50.0,9.0,30.0,30.0,37.0,21.0,-4.51,2022,11,26,21,2.71,176.0
3848.78,13.704,3,50.4105854,-84.4996884,13.704,2022-11-26 21:06:57,,103.0,116.0,21.5,81.5,263.0,24.0,80.5,51.0,9.0,29.600000000000023,29.600000000000023,37.0,21.0,-4.48,2022,11,26,21,2.71,176.0
3862.42,13.61,3,50.4107281,-84.4996608,13.61,2022-11-26 21:06:58,,103.0,116.0,23.0,86.5,281.0,24.5,81.0,51.0,9.0,29.200000000000045,29.200000000000045,37.0,22.0,-4.29,2022,11,26,21,2.71,176.0
3876.33,13.809,3,50.4108793,-84.4996333,13.809,2022-11-26 21:06:59,,102.0,117.0,25.0,92.5,294.0,25.0,81.5,52.0,9.0,29.0,29.0,37.0,22.0,-3.96,2022,11,26,21,2.71,176.0
3888.85,12.942,3,50.4110096,-84.4996063,12.942,2022-11-26 21:07:00,,100.0,117.0,25.0,91.5,326.0,26.0,84.5,50.0,9.0,29.0,29.0,37.0,23.0,-3.56,2022,11,26,21,2.71,176.0
3901.81,12.862,3,50.4111468,-84.499588,12.862,2022-11-26 21:07:01,,97.0,117.0,22.5,80.5,337.0,28.0,90.0,48.0,9.0,29.0,29.0,37.0,23.0,-2.99,2022,11,26,21,2.71,176.0
3913.22,11.873,3,50.4112681,-84.499561,11.873,2022-11-26 21:07:02,,95.0,118.0,24.0,86.0,323.0,26.0,83.0,50.0,9.0,29.0,29.0,37.0,23.0,-2.31,2022,11,26,21,2.71,176.0
3924.62,11.474,3,50.4113913,-84.4995427,11.474,2022-11-26 21:07:03,,93.0,118.0,25.0,89.5,341.0,25.5,84.5,49.0,9.0,29.200000000000045,29.200000000000045,37.0,23.0,-1.67,2022,11,26,21,2.71,176.0
3935.21,10.789,3,50.4115066,-84.4995242,10.789,2022-11-26 21:07:04,,91.0,118.0,26.0,91.5,359.0,28.5,89.5,48.0,9.0,29.399999999999977,29.399999999999977,37.0,23.0,-0.62,2022,11,26,21,2.71,176.0
3946.49,11.139,3,50.4116254,-84.4995059,11.139,2022-11-26 21:07:05,,91.0,119.0,27.0,92.0,377.0,32.0,94.0,47.0,9.0,29.799999999999955,29.799999999999955,37.0,23.0,-0.15,2022,11,26,21,2.71,176.0
3956.9,10.603,3,50.4117342,-84.4994787,10.603,2022-11-26 21:07:06,,94.0,119.0,27.0,91.5,391.0,32.0,94.0,47.0,9.0,30.399999999999977,30.399999999999977,37.0,23.0,0.1,2022,11,26,21,2.71,176.0
3966.04,9.515,3,50.4118336,-84.4994606,9.515,2022-11-26 21:07:07,,97.0,120.0,29.5,95.5,439.0,30.0,94.0,50.0,9.0,31.200000000000045,31.200000000000045,37.0,23.0,0.85,2022,11,26,21,2.71,176.0
3974.92,9.012,2,50.4119256,-84.4994422,9.012,2022-11-26 21:07:08,,99.0,120.0,29.5,96.5,457.0,30.5,96.0,50.0,9.0,31.799999999999955,31.799999999999955,38.0,23.0,1.7,2022,11,26,21,2.71,176.0
3984.07,9.123,2,50.4120253,-84.4994241,9.123,2022-11-26 21:07:09,,99.0,121.0,28.5,97.0,471.0,29.5,97.5,49.0,9.0,32.39999999999998,32.39999999999998,39.0,23.0,2.62,2022,11,26,21,2.71,176.0
3993.09,9.022,2,50.4121212,-84.4993968,9.022,2022-11-26 21:07:10,,96.0,121.0,27.5,96.0,467.0,28.0,98.0,48.0,9.0,33.0,33.0,39.0,23.0,3.55,2022,11,26,21,2.71,176.0
4001.71,8.751,2,50.4122123,-84.4993876,8.751,2022-11-26 21:07:11,,95.0,122.0,27.5,93.5,438.0,28.5,97.5,47.0,8.0,33.39999999999998,33.39999999999998,40.0,23.0,4.43,2022,11,26,21,2.71,176.0
4010.08,8.455,2,50.4122987,-84.4993694,8.455,2022-11-26 21:07:12,,94.0,122.0,27.5,91.0,398.0,31.5,96.5,46.0,8.0,33.799999999999955,33.799999999999955,41.0,23.0,5.17,2022,11,26,21,2.71,176.0
4018.58,8.66,2,50.4123913,-84.4993518,8.66,2022-11-26 21:07:13,,94.0,122.0,27.5,94.0,402.0,31.0,97.0,47.0,8.0,34.200000000000045,34.200000000000045,41.0,23.0,5.63,2022,11,26,21,2.71,176.0
4027.66,8.749,2,50.412486,-84.499342,8.749,2022-11-26 21:07:14,,95.0,123.0,27.0,93.5,401.0,30.0,96.5,48.0,8.0,34.60000000000002,34.60000000000002,42.0,23.0,5.76,2022,11,26,21,2.71,176.0
4036.35,8.645,2,50.4125809,-84.4993239,8.645,2022-11-26 21:07:15,,95.0,123.0,26.5,90.0,370.0,29.0,95.5,46.0,8.0,35.0,35.0,42.0,23.0,5.51,2022,11,26,21,2.71,176.0
4045.51,8.947,2,50.4126765,-84.4993057,8.947,2022-11-26 21:07:16,,96.0,123.0,25.5,86.0,300.0,28.0,94.5,45.0,8.0,35.200000000000045,35.200000000000045,43.0,23.0,4.96,2022,11,26,21,2.71,176.0
4054.85,8.949,2,50.4127767,-84.4992876,8.949,2022-11-26 21:07:17,,97.0,124.0,21.5,77.0,257.0,25.5,93.5,49.0,8.0,35.200000000000045,35.200000000000045,43.0,23.0,4.3,2022,11,26,21,2.71,176.0
4063.52,8.656,2,50.4128709,-84.4992786,8.656,2022-11-26 21:07:18,,101.0,124.0,19.0,69.5,222.0,23.5,87.5,49.0,8.0,35.200000000000045,35.200000000000045,43.0,23.0,3.56,2022,11,26,21,2.71,176.0
4073.43,9.623,2,50.4129738,-84.4992519,9.623,2022-11-26 21:07:19,,99.0,124.0,16.5,62.5,197.0,21.5,80.5,47.0,8.0,35.0,35.0,43.0,23.0,2.74,2022,11,26,21,2.71,176.0
4083.67,9.948,2,50.4130823,-84.4992335,9.948,2022-11-26 21:07:20,,92.0,124.0,14.0,57.0,170.0,20.0,74.5,43.0,8.0,34.60000000000002,34.60000000000002,43.0,23.0,1.05,2022,11,26,21,2.71,176.0
4094.06,9.988,2,50.4131949,-84.4992148,9.988,2022-11-26 21:07:21,,71.0,124.0,16.0,66.5,157.0,21.0,75.0,39.0,8.0,34.200000000000045,34.200000000000045,43.0,23.0,0.24,2022,11,26,21,2.71,176.0
4104.32,10.19,2,50.4133043,-84.4991966,10.19,2022-11-26 21:07:22,,48.0,124.0,17.5,71.0,147.0,21.5,75.5,34.0,8.0,33.60000000000002,33.60000000000002,43.0,24.0,-0.18,2022,11,26,21,2.71,176.0
4114.0,9.81,2,50.4134072,-84.4991876,9.81,2022-11-26 21:07:23,,26.0,124.0,19.0,74.0,137.0,22.5,75.5,30.0,8.0,33.0,33.0,43.0,24.0,-1.3,2022,11,26,21,2.71,176.0
4124.45,10.393,2,50.4135188,-84.4991692,10.393,2022-11-26 21:07:24,,3.0,124.0,20.5,77.5,0.0,23.5,76.0,26.0,8.0,32.39999999999998,32.39999999999998,43.0,25.0,-2.36,2022,11,26,21,2.71,176.0
4134.61,10.096,2,50.4136274,-84.4991601,10.096,2022-11-26 21:07:25,,0.0,124.0,22.0,80.5,0.0,24.0,76.0,22.0,8.0,31.799999999999955,31.799999999999955,43.0,25.0,-3.33,2022,11,26,21,2.71,176.0
4145.83,10.537,2,50.4137456,-84.4991329,10.537,2022-11-26 21:07:26,,15.0,124.0,23.5,84.0,31.0,25.0,76.5,18.0,8.0,31.399999999999977,31.399999999999977,43.0,26.0,-4.1,2022,11,26,21,2.71,176.0
4156.69,10.651,2,50.4138621,-84.4991149,10.651,2022-11-26 21:07:27,,61.0,124.0,25.0,87.5,130.0,25.5,77.0,14.0,8.0,31.200000000000045,31.200000000000045,43.0,26.0,-4.46,2022,11,26,21,2.71,176.0
4167.6,10.785,2,50.4139816,-84.4990966,10.785,2022-11-26 21:07:28,,92.0,125.0,25.5,88.5,234.0,24.5,80.5,41.0,8.0,30.799999999999955,30.799999999999955,43.0,27.0,-4.44,2022,11,26,21,2.71,176.0
4178.14,10.119,2,50.414092,-84.4990781,10.119,2022-11-26 21:07:29,,92.0,125.0,27.0,91.0,287.0,24.0,85.0,52.0,8.0,30.799999999999955,30.799999999999955,43.0,27.0,-4.17,2022,11,26,21,2.71,176.0
4188.16,9.672,2,50.4142008,-84.49906,9.672,2022-11-26 21:07:30,,94.0,125.0,29.5,96.0,307.0,27.0,89.0,50.0,8.0,30.799999999999955,30.799999999999955,43.0,27.0,-3.63,2022,11,26,21,2.71,176.0
4198.62,9.761,2,50.41431,-84.4990418,9.761,2022-11-26 21:07:31,,95.0,126.0,27.5,95.0,328.0,27.5,91.0,48.0,8.0,30.799999999999955,30.799999999999955,43.0,28.0,-2.93,2022,11,26,21,2.71,176.0
4208.4,9.643,2,50.4144134,-84.4990238,9.643,2022-11-26 21:07:32,,97.0,126.0,25.0,93.5,396.0,28.0,93.5,50.0,8.0,31.0,31.0,43.0,28.0,-2.16,2022,11,26,21,2.71,176.0
4218.41,9.605,2,50.414519,-84.4990055,9.605,2022-11-26 21:07:33,,96.0,127.0,23.0,92.5,438.0,28.5,95.5,45.0,8.0,31.0,31.0,43.0,28.0,-0.81,2022,11,26,21,2.71,176.0
4228.14,9.597,2,50.4146241,-84.4989872,9.597,2022-11-26 21:07:34,,96.0,127.0,21.5,90.5,457.0,28.5,97.0,42.0,8.0,31.200000000000045,31.200000000000045,43.0,28.0,0.0,2022,11,26,21,2.71,176.0
4237.9,9.628,2,50.4147295,-84.4989689,9.628,2022-11-26 21:07:35,,96.0,127.0,22.5,87.5,452.0,28.5,97.0,45.0,8.0,31.399999999999977,31.399999999999977,43.0,28.0,0.07,2022,11,26,21,2.71,176.0
4247.77,9.774,2,50.4148337,-84.4989507,9.774,2022-11-26 21:07:36,,96.0,128.0,26.5,96.5,447.0,30.0,96.5,53.0,8.0,31.600000000000023,31.600000000000023,44.0,28.0,0.41,2022,11,26,21,2.71,176.0
4257.64,9.545,2,50.414938,-84.4989326,9.545,2022-11-26 21:07:37,,95.0,128.0,27.5,97.0,426.0,30.5,97.0,52.0,8.0,32.0,32.0,44.0,28.0,0.95,2022,11,26,21,2.71,176.0
4266.98,9.05,2,50.4150382,-84.4989144,9.05,2022-11-26 21:07:38,,93.0,129.0,28.5,96.0,421.0,31.5,97.0,51.0,8.0,32.39999999999998,32.39999999999998,44.0,28.0,1.48,2022,11,26,21,2.71,176.0
4275.86,8.597,2,50.4151331,-84.4988963,8.597,2022-11-26 21:07:39,,97.0,129.0,29.0,95.5,442.0,32.0,97.5,51.0,8.0,32.799999999999955,32.799999999999955,44.0,28.0,1.84,2022,11,26,21,2.71,176.0
4284.44,8.272,2,50.4152241,-84.4988781,8.272,2022-11-26 21:07:40,,96.0,130.0,30.0,97.0,452.0,31.5,97.5,48.0,8.0,33.39999999999998,33.39999999999998,45.0,28.0,2.14,2022,11,26,21,2.71,176.0
4292.98,8.124,2,50.4153161,-84.4988597,8.124,2022-11-26 21:07:41,,93.0,130.0,27.5,94.0,425.0,31.5,96.5,48.0,8.0,33.799999999999955,33.799999999999955,45.0,28.0,2.47,2022,11,26,21,2.71,176.0
4301.01,7.998,2,50.4154024,-84.4988506,7.998,2022-11-26 21:07:42,,92.0,130.0,23.5,86.0,333.0,30.0,94.0,52.0,8.0,34.0,34.0,45.0,28.0,2.84,2022,11,26,21,2.71,176.0
4309.35,7.963,2,50.4154885,-84.4988325,7.963,2022-11-26 21:07:43,,92.0,130.0,20.0,74.0,200.0,26.0,89.5,53.0,8.0,34.39999999999998,34.39999999999998,46.0,28.0,3.21,2022,11,26,21,2.71,176.0
4318.02,8.537,2,50.41558,-84.4988142,8.537,2022-11-26 21:07:44,,92.0,131.0,22.0,67.5,156.0,20.5,74.5,46.0,8.0,34.60000000000002,34.60000000000002,46.0,28.0,3.51,2022,11,26,21,2.71,176.0
4326.82,8.826,2,50.4156756,-84.498796,8.826,2022-11-26 21:07:45,,93.0,131.0,20.5,72.0,168.0,21.5,73.0,54.0,8.0,34.60000000000002,34.60000000000002,47.0,28.0,3.68,2022,11,26,21,2.71,176.0
4335.77,8.741,2,50.4157712,-84.4987778,8.741,2022-11-26 21:07:46,,94.0,131.0,21.0,71.5,180.0,21.0,70.0,55.0,8.0,34.799999999999955,34.799999999999955,47.0,28.0,3.62,2022,11,26,21,2.71,176.0
4344.6,8.742,2,50.4158627,-84.4987595,8.742,2022-11-26 21:07:47,,95.0,131.0,21.5,69.5,174.0,20.0,67.0,55.0,8.0,34.799999999999955,34.799999999999955,47.0,28.0,3.3,2022,11,26,21,2.71,176.0
4353.11,8.781,2,50.4159529,-84.4987415,8.781,2022-11-26 21:07:48,,95.0,131.0,20.5,70.0,167.0,20.0,66.0,55.0,8.0,34.60000000000002,34.60000000000002,47.0,28.0,2.78,2022,11,26,21,2.71,176.0
4362.1,8.887,2,50.4160488,-84.4987323,8.887,2022-11-26 21:07:49,,96.0,131.0,20.0,70.5,147.0,20.0,65.5,54.0,8.0,34.60000000000002,34.60000000000002,47.0,28.0,1.13,2022,11,26,21,2.71,176.0
4370.85,8.853,2,50.4161441,-84.4987141,8.853,2022-11-26 21:07:50,,97.0,131.0,19.5,66.5,126.0,20.5,66.5,50.0,8.0,34.39999999999998,34.39999999999998,47.0,28.0,0.0,2022,11,26,21,2.71,176.0
4380.13,8.889,2,50.4162441,-84.498696,8.889,2022-11-26 21:07:51,,98.0,132.0,19.0,62.0,116.0,21.0,67.5,50.0,8.0,34.200000000000045,34.200000000000045,47.0,28.0,0.0,2022,11,26,21,2.71,176.0
4389.09,9.001,2,50.4163401,-84.4986868,9.001,2022-11-26 21:07:52,,99.0,132.0,18.0,56.5,112.0,20.0,65.0,47.0,8.0,34.0,34.0,47.0,28.0,-0.19,2022,11,26,21,2.71,176.0
4398.46,9.107,2,50.4164407,-84.4986775,9.107,2022-11-26 21:07:53,,93.0,132.0,16.0,53.0,109.0,17.5,58.5,46.0,8.0,33.799999999999955,33.799999999999955,47.0,28.0,-0.6,2022,11,26,21,2.71,176.0
4407.22,8.916,2,50.4165312,-84.4986504,8.916,2022-11-26 21:07:54,,90.0,132.0,18.5,65.5,109.0,16.0,57.0,49.0,8.0,33.60000000000002,33.60000000000002,47.0,28.0,-1.02,2022,11,26,21,2.71,176.0
4416.79,9.309,2,50.4166314,-84.4986322,9.309,2022-11-26 21:07:55,,90.0,132.0,18.0,62.0,132.0,19.0,62.0,49.0,8.0,33.39999999999998,33.39999999999998,47.0,28.0,-1.38,2022,11,26,21,2.71,176.0
4426.32,9.294,2,50.4167361,-84.4986139,9.294,2022-11-26 21:07:56,,91.0,132.0,18.0,63.0,153.0,20.5,66.5,47.0,8.0,33.200000000000045,33.200000000000045,47.0,29.0,-1.66,2022,11,26,21,2.71,176.0
4435.35,8.863,2,50.4168304,-84.498596,8.863,2022-11-26 21:07:57,,91.0,132.0,19.0,67.0,159.0,21.0,70.0,48.0,8.0,32.799999999999955,32.799999999999955,47.0,29.0,-1.9,2022,11,26,21,2.71,176.0
4444.42,8.54,2,50.4169272,-84.4985776,8.54,2022-11-26 21:07:58,,90.0,133.0,20.5,71.5,179.0,21.0,70.0,52.0,8.0,32.799999999999955,32.799999999999955,47.0,29.0,-2.05,2022,11,26,21,2.71,176.0
4452.59,7.946,2,50.4170139,-84.4985776,7.946,2022-11-26 21:07:59,,88.0,133.0,20.0,73.0,186.0,19.0,69.5,50.0,8.0,32.60000000000002,32.60000000000002,47.0,29.0,-2.11,2022,11,26,21,2.71,176.0
4460.25,7.932,2,50.4170968,-84.4985688,7.932,2022-11-26 21:08:00,,85.0,133.0,20.5,74.0,195.0,19.0,71.5,53.0,8.0,32.60000000000002,32.60000000000002,47.0,30.0,-2.07,2022,11,26,21,2.71,176.0
4469.48,8.332,2,50.4171951,-84.4985503,8.332,2022-11-26 21:08:01,,85.0,133.0,22.5,77.0,207.0,19.5,73.5,51.0,8.0,32.60000000000002,32.60000000000002,47.0,30.0,-1.88,2022,11,26,21,2.71,176.0
4478.05,8.785,2,50.4172867,-84.4985412,8.785,2022-11-26 21:08:02,,85.0,133.0,25.5,83.5,232.0,20.5,74.5,48.0,8.0,32.60000000000002,32.60000000000002,47.0,30.0,-1.62,2022,11,26,21,2.71,176.0
4486.96,8.961,2,50.4173849,-84.4985412,8.961,2022-11-26 21:08:03,,88.0,134.0,24.0,85.0,250.0,24.5,82.0,49.0,8.0,32.39999999999998,32.39999999999998,47.0,30.0,-1.32,2022,11,26,21,2.71,176.0
4497.42,10.061,2,50.4174966,-84.4985229,10.061,2022-11-26 21:08:04,,88.0,134.0,22.5,81.5,270.0,24.5,84.5,50.0,8.0,32.0,32.0,47.0,30.0,-1.06,2022,11,26,21,2.71,176.0
4507.73,9.875,2,50.4176059,-84.4985045,9.875,2022-11-26 21:08:05,,86.0,134.0,21.0,78.0,239.0,25.0,87.5,52.0,8.0,31.600000000000023,31.600000000000023,47.0,30.0,-1.01,2022,11,26,21,2.71,176.0
4518.17,10.018,2,50.4177143,-84.4984775,10.018,2022-11-26 21:08:06,,88.0,134.0,21.5,78.0,205.0,24.0,84.5,56.0,8.0,31.0,31.0,47.0,30.0,-1.23,2022,11,26,21,2.71,176.0
4528.83,10.375,2,50.4178274,-84.4984503,10.375,2022-11-26 21:08:07,,88.0,135.0,23.0,81.0,186.0,21.0,74.5,58.0,8.0,30.799999999999955,30.799999999999955,47.0,30.0,-1.67,2022,11,26,21,2.71,176.0
4539.24,9.819,2,50.4179377,-84.4984228,9.819,2022-11-26 21:08:08,,87.0,135.0,21.5,75.0,171.0,21.0,74.5,55.0,8.0,30.399999999999977,30.399999999999977,47.0,31.0,-2.2,2022,11,26,21,2.71,176.0
4548.64,9.244,2,50.4180363,-84.4984049,9.244,2022-11-26 21:08:09,,86.0,135.0,16.5,64.0,171.0,19.0,66.5,49.0,8.0,30.600000000000023,30.600000000000023,47.0,31.0,-2.58,2022,11,26,21,2.71,176.0
4557.72,8.775,2,50.4181332,-84.4983864,8.775,2022-11-26 21:08:10,,86.0,135.0,19.5,68.0,191.0,20.5,67.0,53.0,8.0,30.600000000000023,30.600000000000023,47.0,32.0,-2.67,2022,11,26,21,2.71,176.0
4566.9,9.045,2,50.4182334,-84.4983682,9.045,2022-11-26 21:08:11,,89.0,135.0,23.0,75.0,230.0,22.5,70.5,55.0,8.0,30.799999999999955,30.799999999999955,47.0,32.0,-2.48,2022,11,26,21,2.71,176.0
4574.78,8.116,2,50.4183165,-84.4983507,8.116,2022-11-26 21:08:12,,92.0,136.0,22.5,75.0,271.0,23.0,72.0,53.0,8.0,31.200000000000045,31.200000000000045,47.0,32.0,-1.07,2022,11,26,21,2.71,176.0
4583.11,7.61,2,50.4184062,-84.4983409,7.61,2022-11-26 21:08:13,,89.0,136.0,22.0,75.0,293.0,23.0,74.0,48.0,8.0,31.399999999999977,31.399999999999977,47.0,32.0,-0.38,2022,11,26,21,2.71,176.0
4591.21,7.856,2,50.4184888,-84.4983226,7.856,2022-11-26 21:08:14,,86.0,136.0,21.5,74.5,229.0,23.0,75.5,46.0,8.0,31.600000000000023,31.600000000000023,48.0,32.0,-0.16,2022,11,26,21,2.71,176.0
4599.39,8.244,2,50.4185791,-84.4983045,8.244,2022-11-26 21:08:15,,86.0,136.0,21.0,74.5,194.0,23.5,77.5,44.0,8.0,31.600000000000023,31.600000000000023,48.0,32.0,0.7,2022,11,26,21,2.71,176.0
