distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,speed,timestamp,altitude,enhanced_altitude,ascent,battery_soc,cadence,calories,descent,grade,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,year,month,day,hour,wind_speed,wind_direction
12405.99,10.553,3,145,50.4203464,-84.8746772,10.553,2022-11-04 11:28:13,75.79999999999995,75.79999999999995,156.0,,101.0,367.0,118.0,0.0,20.5,56.0,77.0,217.0,19.5,71.5,7.0,2022,11,4,11,4.87,161.0
12416.86,10.539,3,145,50.4202297,-84.8746956,10.539,2022-11-04 11:28:14,75.60000000000002,75.60000000000002,156.0,,101.0,367.0,118.0,0.0,21.0,59.0,75.5,179.0,19.5,72.5,7.0,2022,11,4,11,4.87,161.0
12428.06,10.889,4,146,50.4201102,-84.8747189,10.889,2022-11-04 11:28:15,75.20000000000005,75.20000000000005,156.0,,102.0,367.0,118.0,0.0,22.0,64.0,76.0,171.0,20.0,73.5,7.0,2022,11,4,11,4.87,161.0
12439.47,11.068,4,146,50.4199902,-84.87475,11.068,2022-11-04 11:28:16,75.0,75.0,156.0,,102.0,367.0,119.0,-1.56,21.0,62.0,75.5,181.0,18.5,68.5,7.0,2022,11,4,11,4.87,161.0
12450.75,11.307,3,147,50.4198723,-84.8747757,11.307,2022-11-04 11:28:17,74.60000000000002,74.60000000000002,156.0,,103.0,367.0,120.0,-2.28,19.5,63.0,74.0,189.0,18.0,65.5,7.0,2022,11,4,11,4.87,161.0
12462.23,11.238,3,148,50.4197542,-84.8748193,11.238,2022-11-04 11:28:18,74.39999999999998,74.39999999999998,156.0,,103.0,368.0,120.0,-2.34,19.0,63.0,72.5,179.0,17.5,64.5,7.0,2022,11,4,11,4.87,161.0
12473.82,11.031,4,146,50.4196332,-84.8748606,11.031,2022-11-04 11:28:19,74.0,74.0,156.0,,104.0,368.0,120.0,-2.31,19.0,62.0,72.0,174.0,16.5,60.0,7.0,2022,11,4,11,4.87,161.0
12484.91,10.981,4,148,50.4195176,-84.8749097,10.981,2022-11-04 11:28:20,73.79999999999995,73.79999999999995,156.0,,95.0,368.0,120.0,-2.27,19.5,59.0,71.5,150.0,15.5,55.5,7.0,2022,11,4,11,4.87,161.0
12495.89,11.195,3,149,50.4194048,-84.8749462,11.195,2022-11-04 11:28:21,73.60000000000002,73.60000000000002,156.0,,77.0,368.0,121.0,-2.22,18.0,58.0,70.5,135.0,15.0,58.5,7.0,2022,11,4,11,4.87,161.0
12506.63,11.339,3,149,50.4192926,-84.87498,11.339,2022-11-04 11:28:22,73.20000000000005,73.20000000000005,156.0,,87.0,368.0,121.0,-2.16,20.0,57.0,77.0,171.0,19.0,69.5,7.0,2022,11,4,11,4.87,161.0
12518.0,11.414,4,148,50.4191702,-84.8750103,11.414,2022-11-04 11:28:23,73.0,73.0,156.0,,93.0,368.0,121.0,-2.15,23.5,56.0,85.5,234.0,24.5,80.0,7.0,2022,11,4,11,4.87,161.0
12529.08,11.659,3,148,50.4190545,-84.875044,11.659,2022-11-04 11:28:24,72.60000000000002,72.60000000000002,156.0,,93.0,369.0,122.0,-2.19,23.5,55.0,84.5,239.0,23.5,78.5,7.0,2022,11,4,11,4.87,161.0
12540.83,11.315,3,147,50.4189311,-84.8750638,11.315,2022-11-04 11:28:25,72.39999999999998,72.39999999999998,156.0,,93.0,369.0,122.0,-2.25,24.0,53.0,83.5,219.0,22.0,76.5,7.0,2022,11,4,11,4.87,161.0
12552.53,11.338,3,147,50.418805,-84.8750613,11.338,2022-11-04 11:28:26,72.0,72.0,156.0,,93.0,369.0,122.0,-2.35,24.0,51.0,82.5,221.0,21.0,75.0,7.0,2022,11,4,11,4.87,161.0
12564.1,11.041,3,147,50.41868,-84.875052,11.041,2022-11-04 11:28:27,71.60000000000002,71.60000000000002,156.0,,97.0,369.0,123.0,-2.47,23.0,52.0,80.0,227.0,20.5,74.0,7.0,2022,11,4,11,4.87,161.0
12575.33,10.825,3,147,50.4185616,-84.8750353,10.825,2022-11-04 11:28:28,71.39999999999998,71.39999999999998,156.0,,107.0,370.0,123.0,-2.52,21.5,54.0,76.5,228.0,20.5,74.0,7.0,2022,11,4,11,4.87,161.0
12585.9,10.74,4,146,50.4184542,-84.8749922,10.74,2022-11-04 11:28:29,71.20000000000005,71.20000000000005,156.0,,107.0,370.0,123.0,-2.48,19.5,56.0,72.0,228.0,19.5,71.5,7.0,2022,11,4,11,4.87,161.0
12596.84,10.728,4,146,50.4183461,-84.8749277,10.728,2022-11-04 11:28:30,71.20000000000005,71.20000000000005,156.0,,107.0,370.0,124.0,-2.36,20.0,58.0,76.5,226.0,19.5,70.0,7.0,2022,11,4,11,4.87,161.0
12607.42,10.71,3,145,50.4182461,-84.874859,10.71,2022-11-04 11:28:31,71.0,71.0,156.0,,106.0,370.0,124.0,-2.17,22.0,57.0,82.0,229.0,20.0,70.0,7.0,2022,11,4,11,4.87,161.0
12618.44,10.555,3,146,50.4181481,-84.8747716,10.555,2022-11-04 11:28:32,70.79999999999995,70.79999999999995,156.0,,104.0,371.0,124.0,-1.93,23.5,57.0,85.0,238.0,20.5,72.0,7.0,2022,11,4,11,4.87,161.0
12629.15,10.452,3,145,50.4180602,-84.8746696,10.452,2022-11-04 11:28:33,70.79999999999995,70.79999999999995,156.0,,104.0,371.0,124.0,-1.67,24.5,59.0,85.5,252.0,21.5,76.0,7.0,2022,11,4,11,4.87,161.0
12639.66,10.457,3,143,50.4179792,-84.87456,10.457,2022-11-04 11:28:34,70.60000000000002,70.60000000000002,156.0,,103.0,371.0,124.0,-1.44,22.5,58.0,84.0,255.0,21.0,75.5,7.0,2022,11,4,11,4.87,161.0
12650.23,10.428,3,143,50.4179003,-84.8744505,10.428,2022-11-04 11:28:35,70.60000000000002,70.60000000000002,156.0,,103.0,371.0,124.0,-1.22,22.0,56.0,82.5,250.0,21.5,78.0,7.0,2022,11,4,11,4.87,161.0
12661.35,10.398,3,144,50.4178185,-84.8743363,10.398,2022-11-04 11:28:36,70.39999999999998,70.39999999999998,156.0,,103.0,371.0,124.0,-1.05,21.5,58.0,80.0,237.0,21.5,77.0,7.0,2022,11,4,11,4.87,161.0
12672.58,10.443,4,144,50.4177343,-84.8742142,10.443,2022-11-04 11:28:37,70.39999999999998,70.39999999999998,156.0,,101.0,372.0,124.0,-0.97,20.5,55.0,76.0,218.0,21.0,73.0,7.0,2022,11,4,11,4.87,161.0
12683.72,10.452,4,144,50.4176443,-84.8741062,10.452,2022-11-04 11:28:38,70.20000000000005,70.20000000000005,156.0,,95.0,372.0,125.0,-0.97,20.0,50.0,73.0,207.0,21.0,69.5,7.0,2022,11,4,11,4.87,161.0
12695.17,10.995,4,142,50.4175525,-84.8739998,10.995,2022-11-04 11:28:39,70.0,70.0,156.0,,95.0,372.0,125.0,-1.05,21.0,52.0,77.0,204.0,21.5,78.0,7.0,2022,11,4,11,4.87,161.0
12705.38,11.241,3,142,50.4174614,-84.8739196,11.241,2022-11-04 11:28:40,69.79999999999995,69.79999999999995,156.0,,96.0,372.0,125.0,-1.14,23.5,56.0,82.0,214.0,22.0,79.0,7.0,2022,11,4,11,4.87,161.0
12716.05,11.084,3,143,50.4173531,-84.8738706,11.084,2022-11-04 11:28:41,69.60000000000002,69.60000000000002,156.0,,90.0,373.0,125.0,-1.26,23.0,54.0,83.5,218.0,23.0,81.0,7.0,2022,11,4,11,4.87,161.0
12727.54,10.774,3,144,50.4172336,-84.8738416,10.774,2022-11-04 11:28:42,69.20000000000005,69.20000000000005,156.0,,71.0,373.0,125.0,-1.34,18.5,40.0,72.0,211.0,23.0,81.5,7.0,2022,11,4,11,4.87,161.0
12737.83,10.469,3,144,50.4171224,-84.8738324,10.469,2022-11-04 11:28:43,69.0,69.0,156.0,,53.0,373.0,125.0,-1.42,9.0,29.0,41.5,200.0,21.5,76.0,7.0,2022,11,4,11,4.87,161.0
12748.39,9.866,3,142,50.4170097,-84.8738209,9.866,2022-11-04 11:28:44,69.0,69.0,156.0,,35.0,373.0,126.0,-1.49,8.0,39.0,37.0,188.0,18.5,66.0,7.0,2022,11,4,11,4.87,161.0
12758.38,9.436,3,142,50.4169011,-84.8738076,9.436,2022-11-04 11:28:45,68.79999999999995,68.79999999999995,156.0,,17.0,373.0,126.0,-1.52,7.0,48.0,32.0,177.0,16.0,56.0,7.0,2022,11,4,11,4.87,161.0
12768.36,9.314,3,143,50.4167944,-84.8738051,9.314,2022-11-04 11:28:46,68.79999999999995,68.79999999999995,156.0,,0.0,373.0,126.0,-1.49,6.0,58.0,27.5,0.0,13.0,46.0,7.0,2022,11,4,11,4.87,161.0
12777.34,8.461,3,143,50.4166987,-84.8737936,8.461,2022-11-04 11:28:47,68.60000000000002,68.60000000000002,156.0,,0.0,373.0,126.0,-1.42,5.0,67.0,23.0,0.0,10.0,36.5,7.0,2022,11,4,11,4.87,161.0
12785.51,7.672,3,142,50.4166141,-84.8737728,7.672,2022-11-04 11:28:48,68.60000000000002,68.60000000000002,156.0,,0.0,373.0,126.0,-1.33,4.0,77.0,18.0,0.0,7.5,26.5,7.0,2022,11,4,11,4.87,161.0
12792.43,6.518,3,142,50.416541,-84.8737457,6.518,2022-11-04 11:28:49,68.60000000000002,68.60000000000002,156.0,93.0,5.0,373.0,126.0,-1.21,2.5,86.0,13.5,0.0,4.5,16.5,7.0,2022,11,4,11,4.87,161.0
12798.24,5.066,2,141,50.4164815,-84.8737206,5.066,2022-11-04 11:28:50,68.60000000000002,68.60000000000002,156.0,,52.0,373.0,126.0,-1.08,1.5,96.0,8.5,2.0,2.0,6.5,7.0,2022,11,4,11,4.87,161.0
12802.22,3.196,2,140,50.4164424,-84.8737024,3.196,2022-11-04 11:28:51,68.60000000000002,68.60000000000002,156.0,,47.0,373.0,126.0,-0.3,0.5,100.0,30.5,6.0,0.0,3.5,7.0,2022,11,4,11,4.87,161.0
12804.65,1.811,2,139,50.4164198,-84.8736868,1.811,2022-11-04 11:28:52,68.60000000000002,68.60000000000002,156.0,,34.0,373.0,126.0,0.0,0.5,96.0,99.5,6.0,0.5,14.0,7.0,2022,11,4,11,4.87,161.0
12806.31,1.212,2,139,50.4164008,-84.8736802,1.212,2022-11-04 11:28:53,68.79999999999995,68.79999999999995,156.0,,22.0,373.0,126.0,0.0,6.0,83.0,95.5,6.0,4.0,25.0,7.0,2022,11,4,11,4.87,161.0
12807.34,0.999,2,140,50.4163917,-84.8736777,0.999,2022-11-04 11:28:54,68.79999999999995,68.79999999999995,156.0,,9.0,373.0,126.0,0.0,11.5,71.0,91.5,6.0,8.0,35.5,7.0,2022,11,4,11,4.87,161.0
12808.42,1.04,2,140,50.4163815,-84.8736687,1.04,2022-11-04 11:28:55,68.79999999999995,68.79999999999995,156.0,,0.0,373.0,126.0,0.0,17.5,58.0,87.5,0.0,12.0,46.0,7.0,2022,11,4,11,4.87,161.0
12809.62,1.319,2,139,50.4163678,-84.873662,1.319,2022-11-04 11:28:56,68.79999999999995,68.79999999999995,156.0,,7.0,373.0,126.0,0.0,23.0,45.0,83.5,1.0,16.0,57.0,7.0,2022,11,4,11,4.87,161.0
12811.46,2.348,2,139,50.4163502,-84.8736569,2.348,2022-11-04 11:28:57,68.79999999999995,68.79999999999995,156.0,,21.0,373.0,126.0,0.62,28.5,53.0,81.0,55.0,18.5,66.5,7.0,2022,11,4,11,4.87,161.0
12814.98,4.338,2,137,50.416317,-84.8736339,4.338,2022-11-04 11:28:58,68.79999999999995,68.79999999999995,156.0,,36.0,373.0,126.0,0.25,33.0,92.0,97.0,136.0,8.0,65.5,7.0,2022,11,4,11,4.87,161.0
12820.16,5.566,2,136,50.4162657,-84.8735976,5.566,2022-11-04 11:28:59,68.60000000000002,68.60000000000002,156.0,,66.0,373.0,126.0,0.0,32.0,61.0,99.5,287.0,6.5,65.5,7.0,2022,11,4,11,4.87,161.0
12826.23,6.331,2,135,50.41621,-84.8735564,6.331,2022-11-04 11:29:00,68.60000000000002,68.60000000000002,156.0,,84.0,374.0,126.0,0.0,29.0,53.0,95.5,427.0,12.0,73.5,7.0,2022,11,4,11,4.87,161.0
12833.05,6.843,2,132,50.4161487,-84.8734984,6.843,2022-11-04 11:29:01,68.39999999999998,68.39999999999998,156.0,,100.0,374.0,126.0,0.0,24.0,45.0,88.5,471.0,22.0,87.5,7.0,2022,11,4,11,4.87,161.0
12840.31,7.183,2,131,50.4160851,-84.8734373,7.183,2022-11-04 11:29:02,68.39999999999998,68.39999999999998,156.0,,101.0,375.0,126.0,0.0,20.5,44.0,82.5,455.0,30.5,99.5,7.0,2022,11,4,11,4.87,161.0
12847.83,7.484,2,128,50.4160188,-84.8733801,7.484,2022-11-04 11:29:03,68.20000000000005,68.20000000000005,156.0,,98.0,375.0,126.0,0.0,24.0,57.0,87.0,345.0,28.5,94.0,7.0,2022,11,4,11,4.87,161.0
12855.79,7.862,2,128,50.4159481,-84.8733134,7.862,2022-11-04 11:29:04,68.20000000000005,68.20000000000005,156.0,,97.0,375.0,127.0,-0.9,26.0,58.0,92.0,332.0,28.0,93.0,7.0,2022,11,4,11,4.87,161.0
12863.77,8.092,2,127,50.4158819,-84.8732407,8.092,2022-11-04 11:29:05,68.20000000000005,68.20000000000005,156.0,,100.0,376.0,127.0,-1.24,25.0,57.0,91.0,328.0,27.0,92.0,7.0,2022,11,4,11,4.87,161.0
12871.94,8.264,2,126,50.4158098,-84.8731685,8.264,2022-11-04 11:29:06,68.0,68.0,156.0,,103.0,376.0,127.0,-1.17,22.5,55.0,86.0,289.0,25.0,89.5,7.0,2022,11,4,11,4.87,161.0
12880.45,8.739,2,126,50.4157366,-84.8730966,8.739,2022-11-04 11:29:07,68.0,68.0,156.0,,104.0,376.0,127.0,-1.06,23.0,53.0,81.5,272.0,25.0,83.5,7.0,2022,11,4,11,4.87,161.0
12889.31,8.653,2,126,50.4156595,-84.8730228,8.653,2022-11-04 11:29:08,68.0,68.0,156.0,,106.0,376.0,127.0,-0.94,23.0,60.0,79.5,267.0,23.5,80.5,7.0,2022,11,4,11,4.87,161.0
12897.76,8.262,2,126,50.4155863,-84.8729522,8.262,2022-11-04 11:29:09,68.0,68.0,156.0,,100.0,377.0,127.0,-0.81,25.5,59.0,86.5,274.0,24.5,84.0,7.0,2022,11,4,11,4.87,161.0
12906.2,8.362,2,125,50.4155119,-84.872883,8.362,2022-11-04 11:29:10,68.0,68.0,156.0,,101.0,377.0,127.0,-0.68,27.0,58.0,92.0,297.0,26.5,89.0,7.0,2022,11,4,11,4.87,161.0
12914.85,8.577,2,126,50.4154344,-84.8728062,8.577,2022-11-04 11:29:11,68.0,68.0,156.0,,102.0,377.0,127.0,-0.19,25.0,57.0,87.0,315.0,25.5,90.5,7.0,2022,11,4,11,4.87,161.0
12923.31,8.429,2,126,50.4153572,-84.8727427,8.429,2022-11-04 11:29:12,68.0,68.0,156.0,,103.0,378.0,127.0,0.0,27.0,56.0,93.5,318.0,25.5,88.5,7.0,2022,11,4,11,4.87,161.0
12931.61,8.133,2,128,50.4152802,-84.8726818,8.133,2022-11-04 11:29:13,68.0,68.0,156.0,,103.0,378.0,127.0,0.0,27.5,58.0,95.0,326.0,26.5,90.0,7.0,2022,11,4,11,4.87,161.0
12939.92,8.294,2,129,50.4152014,-84.8726271,8.294,2022-11-04 11:29:14,68.20000000000005,68.20000000000005,156.0,,102.0,378.0,127.0,0.0,27.5,55.0,95.0,334.0,27.5,92.0,7.0,2022,11,4,11,4.87,161.0
12948.5,8.568,2,129,50.4151189,-84.8725754,8.568,2022-11-04 11:29:15,68.20000000000005,68.20000000000005,156.0,,101.0,379.0,127.0,0.0,27.0,53.0,95.5,342.0,29.0,94.0,7.0,2022,11,4,11,4.87,161.0
12957.1,8.523,2,129,50.4150336,-84.8725274,8.523,2022-11-04 11:29:16,68.39999999999998,68.39999999999998,156.0,,101.0,379.0,127.0,0.0,27.0,53.0,96.0,351.0,29.5,95.0,7.0,2022,11,4,11,4.87,161.0
12965.22,7.919,2,129,50.4149534,-84.8724756,7.919,2022-11-04 11:29:17,68.60000000000002,68.60000000000002,156.0,,99.0,379.0,127.0,0.0,26.0,54.0,94.5,351.0,27.0,91.5,7.0,2022,11,4,11,4.87,161.0
12973.08,7.851,2,130,50.4148761,-84.8724331,7.851,2022-11-04 11:29:18,69.0,69.0,157.0,,98.0,380.0,127.0,0.76,27.5,53.0,96.0,349.0,26.5,91.0,7.0,2022,11,4,11,4.87,161.0
12980.96,7.875,2,129,50.414795,-84.8723988,7.875,2022-11-04 11:29:19,69.20000000000005,69.20000000000005,157.0,,97.0,380.0,127.0,1.28,29.0,52.0,98.0,345.0,27.0,91.0,7.0,2022,11,4,11,4.87,161.0
12988.58,8.035,2,128,50.4147185,-84.8723709,8.035,2022-11-04 11:29:20,69.39999999999998,69.39999999999998,157.0,,96.0,381.0,127.0,1.56,30.5,52.0,99.0,346.0,28.5,93.5,7.0,2022,11,4,11,4.87,161.0
12997.53,8.181,2,126,50.4146236,-84.8723345,8.181,2022-11-04 11:29:21,69.60000000000002,69.60000000000002,157.0,,96.0,381.0,127.0,1.81,31.5,53.0,98.5,336.0,32.0,99.5,7.0,2022,11,4,11,4.87,161.0
13005.6,8.0,2,127,50.414542,-84.8723073,8.0,2022-11-04 11:29:22,69.60000000000002,69.60000000000002,157.0,,97.0,381.0,127.0,1.96,29.5,54.0,96.5,340.0,32.0,99.0,7.0,2022,11,4,11,4.87,161.0
13013.62,7.945,2,129,50.4144569,-84.8722824,7.945,2022-11-04 11:29:23,69.79999999999995,69.79999999999995,158.0,,98.0,381.0,127.0,2.02,25.5,48.0,85.5,327.0,30.5,98.0,7.0,2022,11,4,11,4.87,161.0
13022.09,8.341,2,130,50.4143659,-84.8722616,8.341,2022-11-04 11:29:24,69.79999999999995,69.79999999999995,158.0,,98.0,382.0,127.0,2.02,24.5,50.0,83.5,280.0,27.5,92.0,7.0,2022,11,4,11,4.87,161.0
13030.62,8.341,2,131,50.4142761,-84.8722343,8.341,2022-11-04 11:29:25,69.79999999999995,69.79999999999995,158.0,,100.0,382.0,127.0,1.93,25.0,53.0,87.0,252.0,24.0,83.0,7.0,2022,11,4,11,4.87,161.0
13039.34,8.588,2,131,50.4141879,-84.8722042,8.588,2022-11-04 11:29:26,69.79999999999995,69.79999999999995,158.0,,101.0,382.0,127.0,1.74,23.0,53.0,82.5,244.0,23.0,79.5,7.0,2022,11,4,11,4.87,161.0
13048.08,8.738,2,132,50.4140965,-84.8721707,8.738,2022-11-04 11:29:27,69.79999999999995,69.79999999999995,158.0,,102.0,382.0,127.0,0.48,21.0,55.0,77.5,238.0,22.0,75.5,7.0,2022,11,4,11,4.87,161.0
13056.93,8.756,2,133,50.4140023,-84.8721384,8.756,2022-11-04 11:29:28,69.60000000000002,69.60000000000002,158.0,,103.0,383.0,127.0,0.0,21.0,52.0,76.0,239.0,19.5,70.0,7.0,2022,11,4,11,4.87,161.0
13065.97,8.931,2,135,50.4139108,-84.8720952,8.931,2022-11-04 11:29:29,69.39999999999998,69.39999999999998,158.0,,100.0,383.0,127.0,0.0,22.5,59.0,79.0,232.0,18.5,69.0,7.0,2022,11,4,11,4.87,161.0
13075.22,9.188,2,137,50.4138189,-84.8720539,9.188,2022-11-04 11:29:30,69.20000000000005,69.20000000000005,158.0,,99.0,383.0,127.0,0.0,25.5,64.0,86.0,224.0,21.0,76.5,7.0,2022,11,4,11,4.87,161.0
13084.75,9.319,2,140,50.4137241,-84.8719989,9.319,2022-11-04 11:29:31,69.20000000000005,69.20000000000005,158.0,,102.0,383.0,127.0,-0.42,23.5,54.0,81.5,248.0,23.0,84.5,7.0,2022,11,4,11,4.87,161.0
13094.21,9.36,2,140,50.4136332,-84.8719418,9.36,2022-11-04 11:29:32,69.0,69.0,158.0,,103.0,384.0,128.0,-0.83,22.0,51.0,80.5,265.0,21.5,79.0,7.0,2022,11,4,11,4.87,161.0
13103.69,9.469,2,140,50.4135437,-84.8718732,9.469,2022-11-04 11:29:33,68.79999999999995,68.79999999999995,158.0,,103.0,384.0,128.0,-1.09,21.0,52.0,78.0,272.0,21.0,76.5,7.0,2022,11,4,11,4.87,161.0
13113.37,9.507,2,139,50.4134581,-84.8717908,9.507,2022-11-04 11:29:34,68.60000000000002,68.60000000000002,158.0,,104.0,384.0,128.0,-1.24,20.0,52.0,75.5,271.0,20.5,77.0,7.0,2022,11,4,11,4.87,161.0
13123.02,9.603,2,140,50.4133761,-84.8717088,9.603,2022-11-04 11:29:35,68.60000000000002,68.60000000000002,158.0,,104.0,384.0,128.0,-1.32,19.5,52.0,73.0,236.0,20.5,76.5,7.0,2022,11,4,11,4.87,161.0
13132.54,9.693,2,141,50.4132922,-84.8716301,9.693,2022-11-04 11:29:36,68.39999999999998,68.39999999999998,158.0,,105.0,385.0,128.0,-1.35,20.5,53.0,72.0,217.0,19.5,74.5,7.0,2022,11,4,11,4.87,161.0
13142.29,9.751,2,142,50.413203,-84.8715552,9.751,2022-11-04 11:29:37,68.20000000000005,68.20000000000005,158.0,,104.0,385.0,128.0,-1.38,21.0,57.0,77.0,213.0,19.0,69.5,7.0,2022,11,4,11,4.87,161.0
13152.47,9.88,2,142,50.4131136,-84.8714744,9.88,2022-11-04 11:29:38,68.0,68.0,158.0,,102.0,385.0,128.0,-1.44,22.5,61.0,80.5,214.0,18.5,68.0,7.0,2022,11,4,11,4.87,161.0
13162.46,10.0,2,143,50.4130215,-84.8714018,10.0,2022-11-04 11:29:39,67.79999999999995,67.79999999999995,158.0,,100.0,385.0,129.0,-1.5,23.0,59.0,82.0,220.0,19.0,70.5,7.0,2022,11,4,11,4.87,161.0
13172.63,9.982,2,145,50.4129238,-84.8713319,9.982,2022-11-04 11:29:40,67.79999999999995,67.79999999999995,158.0,,101.0,386.0,129.0,-1.53,23.0,54.0,81.5,230.0,20.5,76.0,7.0,2022,11,4,11,4.87,161.0
13183.1,9.844,3,144,50.4128205,-84.8712683,9.844,2022-11-04 11:29:41,67.60000000000002,67.60000000000002,158.0,,77.0,386.0,129.0,-1.56,23.0,52.0,80.0,210.0,21.0,76.0,7.0,2022,11,4,11,4.87,161.0
13193.37,9.685,3,144,50.4127215,-84.8712077,9.685,2022-11-04 11:29:42,67.39999999999998,67.39999999999998,158.0,,51.0,386.0,129.0,-1.55,23.0,59.0,79.0,171.0,21.5,75.5,7.0,2022,11,4,11,4.87,161.0
13203.26,9.671,3,146,50.412622,-84.8711559,9.671,2022-11-04 11:29:43,67.20000000000005,67.20000000000005,158.0,,51.0,386.0,129.0,-1.53,23.0,66.0,78.0,139.0,22.0,75.5,7.0,2022,11,4,11,4.87,161.0
13213.25,9.669,3,146,50.4125194,-84.8711152,9.669,2022-11-04 11:29:44,67.0,67.0,158.0,,95.0,386.0,129.0,-1.51,23.0,66.0,77.0,139.0,22.5,75.0,7.0,2022,11,4,11,4.87,161.0
13223.56,9.937,3,146,50.4124082,-84.8710926,9.937,2022-11-04 11:29:45,66.79999999999995,66.79999999999995,158.0,,100.0,386.0,130.0,-1.48,23.0,56.0,75.5,188.0,23.0,75.0,7.0,2022,11,4,11,4.87,161.0
13233.65,10.163,3,145,50.4122993,-84.8710886,10.163,2022-11-04 11:29:46,66.60000000000002,66.60000000000002,158.0,,101.0,387.0,130.0,-1.48,21.5,53.0,73.5,200.0,21.5,74.5,7.0,2022,11,4,11,4.87,161.0
13244.08,10.224,3,145,50.4121894,-84.8710977,10.224,2022-11-04 11:29:47,66.20000000000005,66.20000000000005,158.0,,91.0,387.0,130.0,-1.54,19.0,49.0,71.5,185.0,21.0,74.0,7.0,2022,11,4,11,4.87,161.0
13255.05,10.113,3,143,50.412073,-84.8711095,10.113,2022-11-04 11:29:48,65.79999999999995,65.79999999999995,158.0,,68.0,387.0,130.0,-1.69,16.5,40.0,68.0,163.0,20.5,72.0,7.0,2022,11,4,11,4.87,161.0
13265.65,10.154,3,142,50.4119594,-84.8711327,10.154,2022-11-04 11:29:49,65.60000000000002,65.60000000000002,158.0,,45.0,387.0,131.0,-1.92,15.0,30.0,61.5,141.0,19.5,68.0,7.0,2022,11,4,11,4.87,161.0
13275.71,10.381,3,143,50.4118549,-84.8711716,10.381,2022-11-04 11:29:50,65.20000000000005,65.20000000000005,158.0,,57.0,387.0,131.0,-2.22,13.5,27.0,55.5,44.0,18.5,63.5,7.0,2022,11,4,11,4.87,161.0
13285.88,10.131,3,142,50.4117522,-84.8712193,10.131,2022-11-04 11:29:51,64.79999999999995,64.79999999999995,158.0,,66.0,387.0,131.0,-2.54,12.0,72.0,49.0,51.0,17.5,59.0,7.0,2022,11,4,11,4.87,161.0
13295.58,9.826,3,142,50.411656,-84.8712786,9.826,2022-11-04 11:29:52,64.39999999999998,64.39999999999998,158.0,,74.0,387.0,132.0,-2.79,18.5,61.0,67.5,90.0,12.5,42.5,7.0,2022,11,4,11,4.87,161.0
13305.61,9.772,3,142,50.4115687,-84.8713572,9.772,2022-11-04 11:29:53,64.20000000000005,64.20000000000005,158.0,,84.0,387.0,132.0,-3.0,26.0,53.0,89.5,171.0,14.0,49.0,7.0,2022,11,4,11,4.87,161.0
13315.73,9.869,3,142,50.4114849,-84.8714506,9.869,2022-11-04 11:29:54,64.0,64.0,158.0,,90.0,388.0,132.0,-3.04,28.0,51.0,93.5,306.0,26.5,93.0,7.0,2022,11,4,11,4.87,161.0
13325.84,9.616,3,141,50.4114086,-84.8715536,9.616,2022-11-04 11:29:55,63.799999999999955,63.799999999999955,158.0,,90.0,388.0,133.0,-2.95,23.0,50.0,85.5,289.0,26.5,91.5,7.0,2022,11,4,11,4.87,161.0
13336.04,9.861,3,141,50.4113343,-84.8716631,9.861,2022-11-04 11:29:56,63.60000000000002,63.60000000000002,158.0,,88.0,388.0,133.0,-2.75,21.0,49.0,75.5,251.0,26.5,91.5,7.0,2022,11,4,11,4.87,161.0
13346.32,9.976,3,138,50.411256,-84.8717693,9.976,2022-11-04 11:29:57,63.39999999999998,63.39999999999998,158.0,,78.0,388.0,133.0,-2.47,21.5,48.0,75.5,218.0,24.5,83.0,7.0,2022,11,4,11,4.87,161.0
13356.6,10.099,3,138,50.4111729,-84.8718668,10.099,2022-11-04 11:29:58,63.200000000000045,63.200000000000045,158.0,,54.0,389.0,133.0,-2.18,16.0,58.0,61.0,200.0,20.5,70.5,7.0,2022,11,4,11,4.87,161.0
13367.13,10.187,3,138,50.4110832,-84.8719585,10.187,2022-11-04 11:29:59,63.200000000000045,63.200000000000045,158.0,,46.0,389.0,133.0,-1.91,5.0,74.0,27.0,139.0,16.0,62.0,7.0,2022,11,4,11,4.87,161.0
13377.64,10.295,3,133,50.4109893,-84.8720466,10.295,2022-11-04 11:30:00,62.799999999999955,62.799999999999955,158.0,,69.0,389.0,134.0,-1.72,12.5,82.0,48.5,118.0,16.0,62.0,7.0,2022,11,4,11,4.87,161.0
13387.88,10.427,3,131,50.4108977,-84.8721229,10.427,2022-11-04 11:30:01,62.60000000000002,62.60000000000002,158.0,,87.0,389.0,134.0,-1.64,20.0,53.0,70.5,151.0,16.0,62.0,7.0,2022,11,4,11,4.87,161.0
13398.1,10.477,3,131,50.4107972,-84.8721816,10.477,2022-11-04 11:30:02,62.200000000000045,62.200000000000045,158.0,,89.0,389.0,134.0,-1.7,21.5,51.0,78.5,189.0,18.0,68.0,7.0,2022,11,4,11,4.87,161.0
13409.09,10.579,3,131,50.4106831,-84.8722273,10.579,2022-11-04 11:30:03,62.0,62.0,158.0,,90.0,389.0,134.0,-1.91,21.0,53.0,81.0,214.0,20.5,76.0,7.0,2022,11,4,11,4.87,161.0
