distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,speed,timestamp,altitude,enhanced_altitude,ascent,battery_soc,cadence,calories,descent,grade,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,power,right_pedal_smoothness,right_torque_effectiveness,temperature,year,month,day,hour,wind_speed,wind_direction
0.0,6.991,2,117,50.509692,-84.8183023,6.991,2022-11-04 11:00:55,,,,,,,,,,,,,,,,2022,11,4,11,4.87,161.0
5.32,7.053,2,118,50.5096401,-84.8183324,7.053,2022-11-04 11:00:56,43.200000000000045,43.200000000000045,,,,,,,,,,,,,,2022,11,4,11,4.87,161.0
10.64,7.114,2,118,50.5095883,-84.8183625,7.114,2022-11-04 11:00:57,43.0,43.0,0.0,98.0,90.0,0.0,0.0,0.0,22.0,50.0,78.0,232.0,27.5,87.5,18.0,2022,11,4,11,4.87,161.0
16.57,7.229,2,117,50.5095299,-84.8183966,7.229,2022-11-04 11:00:58,43.0,43.0,0.0,,92.0,0.0,0.0,0.0,21.5,49.0,78.0,226.0,26.5,86.0,18.0,2022,11,4,11,4.87,161.0
24.14,7.427,2,117,50.5094547,-84.8184415,7.427,2022-11-04 11:00:59,43.0,43.0,0.0,,93.0,0.0,0.0,0.0,21.0,50.0,77.5,230.0,25.0,84.5,18.0,2022,11,4,11,4.87,161.0
31.98,7.497,2,116,50.5093798,-84.8184883,7.497,2022-11-04 11:01:00,43.0,43.0,0.0,,95.0,0.0,0.0,0.0,22.5,60.0,81.0,229.0,24.5,82.0,17.0,2022,11,4,11,4.87,161.0
39.9,7.68,2,117,50.5093044,-84.8185364,7.68,2022-11-04 11:01:01,43.0,43.0,0.0,,97.0,0.0,0.0,0.0,23.0,61.0,82.5,226.0,24.0,81.0,17.0,2022,11,4,11,4.87,161.0
48.09,7.827,2,117,50.5092234,-84.8185887,7.827,2022-11-04 11:01:02,43.0,43.0,0.0,,98.0,1.0,0.0,0.0,22.5,61.0,82.0,223.0,24.5,81.5,17.0,2022,11,4,11,4.87,161.0
56.14,7.877,2,118,50.5091451,-84.818634,7.877,2022-11-04 11:01:03,43.0,43.0,0.0,,100.0,1.0,0.0,0.0,22.5,62.0,81.5,212.0,24.5,82.5,17.0,2022,11,4,11,4.87,161.0
64.22,7.864,2,116,50.5090632,-84.8186788,7.864,2022-11-04 11:01:04,43.0,43.0,0.0,,100.0,1.0,0.0,0.0,22.0,62.0,81.0,207.0,25.0,83.5,17.0,2022,11,4,11,4.87,161.0
72.77,8.044,2,119,50.5089778,-84.8187251,8.044,2022-11-04 11:01:05,43.0,43.0,0.0,,99.0,1.0,0.0,0.0,21.5,46.0,81.0,191.0,24.0,81.0,17.0,2022,11,4,11,4.87,161.0
80.7,8.086,2,123,50.5089007,-84.8187731,8.086,2022-11-04 11:01:06,43.0,43.0,0.0,,93.0,1.0,0.0,0.0,21.5,47.0,81.5,172.0,23.0,78.5,17.0,2022,11,4,11,4.87,161.0
88.61,7.955,2,127,50.5088238,-84.8188241,7.955,2022-11-04 11:01:07,43.0,43.0,0.0,,94.0,2.0,0.0,0.0,21.0,52.0,81.5,167.0,22.0,75.5,17.0,2022,11,4,11,4.87,161.0
96.51,7.969,2,131,50.5087448,-84.8188686,7.969,2022-11-04 11:01:08,43.0,43.0,0.0,,94.0,2.0,0.0,0.0,20.5,57.0,82.0,191.0,21.5,72.5,17.0,2022,11,4,11,4.87,161.0
104.91,7.985,2,133,50.5086641,-84.8189161,7.985,2022-11-04 11:01:09,42.799999999999955,42.799999999999955,0.0,,94.0,2.0,0.0,0.0,22.5,60.0,83.0,223.0,21.0,72.0,17.0,2022,11,4,11,4.87,161.0
112.75,7.98,2,135,50.5085873,-84.8189638,7.98,2022-11-04 11:01:10,42.799999999999955,42.799999999999955,0.0,,94.0,2.0,0.0,0.0,24.5,58.0,86.0,224.0,21.0,71.5,17.0,2022,11,4,11,4.87,161.0
120.92,7.934,2,139,50.5085089,-84.8190157,7.934,2022-11-04 11:01:11,42.799999999999955,42.799999999999955,0.0,,95.0,2.0,0.0,0.0,25.0,57.0,87.5,225.0,21.0,71.5,17.0,2022,11,4,11,4.87,161.0
128.95,7.817,2,140,50.5084293,-84.8190614,7.817,2022-11-04 11:01:12,42.799999999999955,42.799999999999955,0.0,,95.0,3.0,0.0,0.0,23.0,57.0,82.0,226.0,21.0,72.5,17.0,2022,11,4,11,4.87,161.0
136.66,7.715,2,141,50.5083561,-84.8191087,7.715,2022-11-04 11:01:13,43.0,43.0,0.0,,83.0,3.0,0.0,0.0,21.5,57.0,77.0,209.0,21.5,74.0,17.0,2022,11,4,11,4.87,161.0
144.61,7.575,2,142,50.5082791,-84.8191615,7.575,2022-11-04 11:01:14,43.0,43.0,0.0,,61.0,3.0,0.0,0.0,20.0,57.0,72.0,184.0,21.5,75.0,17.0,2022,11,4,11,4.87,161.0
152.27,7.246,2,142,50.5082062,-84.8192071,7.246,2022-11-04 11:01:15,43.0,43.0,0.0,,39.0,3.0,0.0,0.0,23.5,58.0,74.5,159.0,21.5,74.0,17.0,2022,11,4,11,4.87,161.0
159.63,7.189,2,143,50.5081329,-84.8192528,7.189,2022-11-04 11:01:16,43.200000000000045,43.200000000000045,0.0,,22.0,3.0,0.0,0.0,32.0,58.0,83.5,86.0,22.0,71.0,17.0,2022,11,4,11,4.87,161.0
166.99,7.275,2,143,50.5080598,-84.8192959,7.275,2022-11-04 11:01:17,43.200000000000045,43.200000000000045,0.0,,68.0,3.0,0.0,0.0,38.5,59.0,91.5,87.0,21.5,68.5,17.0,2022,11,4,11,4.87,161.0
174.45,7.143,2,144,50.5079853,-84.8193351,7.143,2022-11-04 11:01:18,43.200000000000045,43.200000000000045,0.0,,88.0,3.0,0.0,0.0,23.0,59.0,81.5,128.0,3.0,72.0,17.0,2022,11,4,11,4.87,161.0
181.75,6.838,2,147,50.5079116,-84.8193774,6.838,2022-11-04 11:01:19,43.200000000000045,43.200000000000045,0.0,,78.0,3.0,0.0,0.0,20.0,58.0,75.0,141.0,15.5,75.0,17.0,2022,11,4,11,4.87,161.0
188.57,6.687,2,147,50.5078456,-84.819414,6.687,2022-11-04 11:01:20,43.200000000000045,43.200000000000045,0.0,,62.0,3.0,0.0,0.0,20.5,58.0,74.0,126.0,23.5,77.5,17.0,2022,11,4,11,4.87,161.0
194.8,5.994,2,147,50.5077852,-84.8194504,5.994,2022-11-04 11:01:21,43.200000000000045,43.200000000000045,0.0,,45.0,3.0,0.0,0.0,21.5,57.0,77.0,111.0,23.5,79.5,17.0,2022,11,4,11,4.87,161.0
200.98,5.066,2,147,50.5077242,-84.8194867,5.066,2022-11-04 11:01:22,43.200000000000045,43.200000000000045,0.0,,28.0,3.0,0.0,0.0,23.0,57.0,80.0,96.0,23.5,81.0,17.0,2022,11,4,11,4.87,161.0
206.27,4.578,2,146,50.5076724,-84.8195229,4.578,2022-11-04 11:01:23,43.39999999999998,43.39999999999998,0.0,,11.0,3.0,0.0,0.0,24.5,56.0,83.0,82.0,23.5,83.0,17.0,2022,11,4,11,4.87,161.0
211.04,4.505,2,146,50.5076277,-84.8195572,4.505,2022-11-04 11:01:24,43.39999999999998,43.39999999999998,0.0,,0.0,3.0,0.0,0.0,25.5,56.0,86.0,0.0,23.0,85.0,17.0,2022,11,4,11,4.87,161.0
215.57,4.465,2,144,50.5075853,-84.8195845,4.465,2022-11-04 11:01:25,43.39999999999998,43.39999999999998,0.0,,0.0,3.0,0.0,0.0,27.0,55.0,89.0,0.0,23.0,86.5,17.0,2022,11,4,11,4.87,161.0
220.37,4.889,2,143,50.5075383,-84.8196146,4.889,2022-11-04 11:01:26,43.39999999999998,43.39999999999998,0.0,,35.0,3.0,0.0,0.0,28.5,54.0,92.0,32.0,23.0,88.5,17.0,2022,11,4,11,4.87,161.0
225.6,5.649,2,142,50.5074898,-84.8196523,5.649,2022-11-04 11:01:27,43.39999999999998,43.39999999999998,0.0,,50.0,4.0,0.0,0.0,29.5,54.0,95.0,116.0,23.0,90.5,17.0,2022,11,4,11,4.87,161.0
231.11,6.232,2,144,50.5074408,-84.819697,6.232,2022-11-04 11:01:28,43.39999999999998,43.39999999999998,0.0,,60.0,4.0,0.0,0.0,31.0,55.0,98.0,208.0,23.0,92.0,17.0,2022,11,4,11,4.87,161.0
237.9,6.728,2,143,50.5073789,-84.8197519,6.728,2022-11-04 11:01:29,43.60000000000002,43.60000000000002,0.0,,77.0,4.0,0.0,0.0,30.5,56.0,98.5,291.0,27.5,96.0,17.0,2022,11,4,11,4.87,161.0
244.83,6.919,2,142,50.5073157,-84.819801,6.919,2022-11-04 11:01:30,43.60000000000002,43.60000000000002,0.0,,88.0,5.0,0.0,0.0,29.5,54.0,97.5,396.0,32.0,98.5,17.0,2022,11,4,11,4.87,161.0
252.08,7.221,2,141,50.5072482,-84.8198561,7.221,2022-11-04 11:01:31,43.60000000000002,43.60000000000002,0.0,,91.0,5.0,0.0,0.0,29.0,53.0,98.0,358.0,30.0,96.0,17.0,2022,11,4,11,4.87,161.0
259.3,7.186,2,142,50.5071832,-84.8199081,7.186,2022-11-04 11:01:32,43.39999999999998,43.39999999999998,0.0,,92.0,5.0,0.0,0.0,28.5,55.0,98.0,308.0,28.5,93.5,17.0,2022,11,4,11,4.87,161.0
266.4,7.122,2,140,50.5071144,-84.8199566,7.122,2022-11-04 11:01:33,43.60000000000002,43.60000000000002,0.0,,93.0,6.0,0.0,0.0,27.5,58.0,98.5,302.0,26.5,90.5,17.0,2022,11,4,11,4.87,161.0
273.57,7.271,2,139,50.5070466,-84.8200082,7.271,2022-11-04 11:01:34,43.799999999999955,43.799999999999955,0.0,,94.0,6.0,0.0,0.0,29.0,58.0,98.5,345.0,26.0,90.0,17.0,2022,11,4,11,4.87,161.0
280.94,7.665,2,138,50.5069776,-84.820056,7.665,2022-11-04 11:01:35,43.799999999999955,43.799999999999955,0.0,,97.0,6.0,0.0,0.0,30.0,51.0,97.0,444.0,26.5,93.0,17.0,2022,11,4,11,4.87,161.0
288.49,7.749,2,139,50.5069068,-84.8201124,7.749,2022-11-04 11:01:36,44.0,44.0,0.0,,99.0,7.0,0.0,0.0,27.5,42.0,90.0,435.0,28.5,99.0,17.0,2022,11,4,11,4.87,161.0
296.15,7.627,2,140,50.5068372,-84.8201738,7.627,2022-11-04 11:01:37,44.200000000000045,44.200000000000045,0.0,,99.0,7.0,0.0,0.0,24.0,36.0,79.0,366.0,27.5,96.0,17.0,2022,11,4,11,4.87,161.0
303.79,7.562,2,141,50.506764,-84.8202262,7.562,2022-11-04 11:01:38,44.39999999999998,44.39999999999998,0.0,,99.0,8.0,0.0,0.0,20.5,30.0,68.0,344.0,26.5,92.5,17.0,2022,11,4,11,4.87,161.0
311.63,7.798,2,144,50.506689,-84.8202696,7.798,2022-11-04 11:01:39,44.60000000000002,44.60000000000002,0.0,,100.0,8.0,0.0,0.0,24.0,36.0,79.5,355.0,26.0,91.0,16.0,2022,11,4,11,4.87,161.0
319.37,7.974,2,145,50.5066118,-84.8203078,7.974,2022-11-04 11:01:40,44.799999999999955,44.799999999999955,0.0,,103.0,8.0,0.0,0.0,29.0,44.0,94.5,417.0,29.0,93.0,16.0,2022,11,4,11,4.87,161.0
327.4,8.044,2,147,50.5065316,-84.8203554,8.044,2022-11-04 11:01:41,45.0,45.0,0.0,,105.0,9.0,0.0,0.0,27.5,52.0,88.5,537.0,37.0,99.5,16.0,2022,11,4,11,4.87,161.0
335.69,8.107,2,148,50.5064519,-84.820409,8.107,2022-11-04 11:01:42,45.39999999999998,45.39999999999998,0.0,,104.0,9.0,0.0,0.0,30.0,58.0,96.5,512.0,31.5,96.5,16.0,2022,11,4,11,4.87,161.0
343.74,8.279,2,148,50.506373,-84.8204565,8.279,2022-11-04 11:01:43,45.60000000000002,45.60000000000002,0.0,,102.0,10.0,0.0,0.0,33.0,47.0,99.5,479.0,31.0,98.5,16.0,2022,11,4,11,4.87,161.0
352.35,8.443,2,148,50.5062879,-84.820511,8.443,2022-11-04 11:01:44,45.799999999999955,45.799999999999955,0.0,,101.0,10.0,0.0,0.0,34.0,52.0,100.0,459.0,29.5,98.0,16.0,2022,11,4,11,4.87,161.0
360.93,8.546,2,148,50.5062059,-84.8205657,8.546,2022-11-04 11:01:45,46.0,46.0,0.0,,102.0,11.0,0.0,0.0,33.0,53.0,100.0,466.0,28.5,96.5,16.0,2022,11,4,11,4.87,161.0
369.66,8.702,2,147,50.5061239,-84.8206229,8.702,2022-11-04 11:01:46,46.39999999999998,46.39999999999998,1.0,,103.0,11.0,0.0,2.14,32.5,51.0,100.0,471.0,30.5,97.0,16.0,2022,11,4,11,4.87,161.0
378.3,8.786,2,146,50.506041,-84.8206839,8.786,2022-11-04 11:01:47,46.60000000000002,46.60000000000002,1.0,,104.0,12.0,0.0,2.94,32.0,51.0,100.0,472.0,32.5,98.0,16.0,2022,11,4,11,4.87,161.0
386.87,8.711,2,146,50.5059575,-84.8207373,8.711,2022-11-04 11:01:48,46.799999999999955,46.799999999999955,2.0,,105.0,12.0,0.0,2.86,30.5,51.0,97.5,467.0,33.0,98.5,16.0,2022,11,4,11,4.87,161.0
396.15,8.862,2,146,50.5058711,-84.8207958,8.862,2022-11-04 11:01:49,47.0,47.0,2.0,,106.0,13.0,0.0,2.73,29.0,52.0,96.0,442.0,32.0,97.5,16.0,2022,11,4,11,4.87,161.0
405.25,8.875,2,146,50.5057837,-84.8208587,8.875,2022-11-04 11:01:50,47.39999999999998,47.39999999999998,2.0,,105.0,13.0,0.0,2.55,30.0,53.0,99.0,404.0,28.5,94.5,16.0,2022,11,4,11,4.87,161.0
414.07,8.856,2,147,50.5057018,-84.8209192,8.856,2022-11-04 11:01:51,47.60000000000002,47.60000000000002,2.0,,104.0,13.0,0.0,2.42,28.0,50.0,92.5,393.0,28.0,94.0,16.0,2022,11,4,11,4.87,161.0
422.87,8.847,2,148,50.5056164,-84.8209753,8.847,2022-11-04 11:01:52,47.799999999999955,47.799999999999955,2.0,,101.0,14.0,0.0,2.32,26.0,56.0,89.5,376.0,29.0,93.5,16.0,2022,11,4,11,4.87,161.0
432.16,8.888,2,149,50.5055264,-84.8210391,8.888,2022-11-04 11:01:53,48.0,48.0,3.0,,98.0,14.0,0.0,2.28,31.0,55.0,94.0,376.0,28.5,94.5,16.0,2022,11,4,11,4.87,161.0
441.26,9.03,2,150,50.5054396,-84.8210965,9.03,2022-11-04 11:01:54,48.200000000000045,48.200000000000045,3.0,,99.0,15.0,0.0,2.25,37.0,51.0,100.0,396.0,28.0,96.5,16.0,2022,11,4,11,4.87,161.0
450.44,9.111,2,149,50.5053526,-84.8211606,9.111,2022-11-04 11:01:55,48.39999999999998,48.39999999999998,3.0,,100.0,15.0,0.0,2.23,38.0,48.0,99.5,413.0,31.5,98.0,16.0,2022,11,4,11,4.87,161.0
459.5,9.176,2,149,50.5052666,-84.8212239,9.176,2022-11-04 11:01:56,48.60000000000002,48.60000000000002,3.0,,101.0,15.0,0.0,2.23,38.5,49.0,99.5,403.0,35.0,99.5,16.0,2022,11,4,11,4.87,161.0
468.66,9.202,2,149,50.5051792,-84.8212874,9.202,2022-11-04 11:01:57,48.799999999999955,48.799999999999955,4.0,,101.0,16.0,0.0,2.23,35.5,50.0,96.0,389.0,33.5,95.5,16.0,2022,11,4,11,4.87,161.0
477.95,9.228,2,150,50.5050902,-84.8213505,9.228,2022-11-04 11:01:58,48.799999999999955,48.799999999999955,4.0,,102.0,16.0,0.0,2.13,32.0,51.0,92.0,374.0,31.0,91.0,16.0,2022,11,4,11,4.87,161.0
487.28,9.222,2,149,50.5050027,-84.8214125,9.222,2022-11-04 11:01:59,49.0,49.0,4.0,,102.0,16.0,0.0,1.97,28.0,53.0,87.5,306.0,28.5,86.5,16.0,2022,11,4,11,4.87,161.0
496.24,9.138,2,149,50.5049175,-84.8214663,9.138,2022-11-04 11:02:00,49.0,49.0,4.0,,101.0,17.0,0.0,1.75,24.5,54.0,83.5,262.0,26.0,81.5,16.0,2022,11,4,11,4.87,161.0
504.95,9.053,2,151,50.5048329,-84.8215197,9.053,2022-11-04 11:02:01,49.200000000000045,49.200000000000045,4.0,,100.0,17.0,0.0,1.54,21.0,55.0,79.5,246.0,23.5,77.0,16.0,2022,11,4,11,4.87,161.0
513.89,8.81,2,150,50.5047439,-84.8215759,8.81,2022-11-04 11:02:02,49.39999999999998,49.39999999999998,4.0,,99.0,17.0,0.0,1.36,21.5,57.0,77.5,233.0,23.0,79.5,16.0,2022,11,4,11,4.87,161.0
522.8,8.663,2,150,50.5046586,-84.8216342,8.663,2022-11-04 11:02:03,49.39999999999998,49.39999999999998,4.0,,98.0,17.0,0.0,1.24,22.0,55.0,77.5,220.0,21.5,74.5,16.0,2022,11,4,11,4.87,161.0
531.26,8.585,2,150,50.5045804,-84.8216949,8.585,2022-11-04 11:02:04,49.60000000000002,49.60000000000002,5.0,,96.0,18.0,0.0,1.18,22.0,53.0,80.0,214.0,20.0,68.5,16.0,2022,11,4,11,4.87,161.0
539.59,8.416,2,148,50.5044991,-84.8217491,8.416,2022-11-04 11:02:05,49.60000000000002,49.60000000000002,5.0,,95.0,18.0,0.0,1.16,22.0,51.0,82.5,205.0,20.5,71.5,16.0,2022,11,4,11,4.87,161.0
548.14,8.453,2,149,50.5044173,-84.8218036,8.453,2022-11-04 11:02:06,49.799999999999955,49.799999999999955,5.0,,95.0,18.0,0.0,1.17,22.0,52.0,84.5,208.0,21.5,74.0,16.0,2022,11,4,11,4.87,161.0
556.59,8.671,2,150,50.5043376,-84.8218567,8.671,2022-11-04 11:02:07,50.0,50.0,5.0,,95.0,18.0,0.0,1.24,23.5,52.0,84.5,213.0,20.0,72.5,16.0,2022,11,4,11,4.87,161.0
565.13,7.925,2,151,50.5042552,-84.8219134,7.925,2022-11-04 11:02:08,50.0,50.0,5.0,,95.0,18.0,0.0,1.31,21.0,48.0,74.0,208.0,20.5,76.0,16.0,2022,11,4,11,4.87,161.0
571.68,6.536,2,150,50.504192,-84.8219599,6.536,2022-11-04 11:02:09,50.200000000000045,50.200000000000045,5.0,,92.0,18.0,0.0,1.4,20.0,48.0,67.5,199.0,20.0,76.0,16.0,2022,11,4,11,4.87,161.0
575.87,5.34,2,150,50.5041528,-84.821986,5.34,2022-11-04 11:02:10,50.39999999999998,50.39999999999998,5.0,,68.0,18.0,0.0,1.45,,,,187.0,,,16.0,2022,11,4,11,4.87,161.0
582.2,4.437,2,152,50.5040971,-84.8220413,4.437,2022-11-04 11:02:11,50.60000000000002,50.60000000000002,6.0,,44.0,18.0,0.0,1.5,,,,176.0,,,16.0,2022,11,4,11,4.87,161.0
586.31,3.54,2,149,50.5040578,-84.8220693,3.54,2022-11-04 11:02:12,50.60000000000002,50.60000000000002,6.0,,20.0,18.0,0.0,1.58,,,,165.0,,,16.0,2022,11,4,11,4.87,161.0
589.85,2.797,2,149,50.5040277,-84.8220937,2.797,2022-11-04 11:02:13,50.799999999999955,50.799999999999955,6.0,,0.0,18.0,0.0,1.7,,,,0.0,,,16.0,2022,11,4,11,4.87,161.0
592.53,1.951,2,149,50.5040025,-84.8221096,1.951,2022-11-04 11:02:14,50.799999999999955,50.799999999999955,6.0,,0.0,18.0,0.0,1.88,,,,0.0,,,16.0,2022,11,4,11,4.87,161.0
594.26,1.291,2,148,50.5039857,-84.8221211,1.291,2022-11-04 11:02:15,51.0,51.0,6.0,,0.0,18.0,0.0,2.07,,,,0.0,,,15.0,2022,11,4,11,4.87,161.0
595.69,1.02,2,147,50.503972,-84.8221369,1.02,2022-11-04 11:02:16,51.0,51.0,6.0,,0.0,18.0,0.0,2.26,,,,0.0,,,15.0,2022,11,4,11,4.87,161.0
596.98,0.911,2,146,50.5039587,-84.8221457,0.911,2022-11-04 11:02:17,51.0,51.0,6.0,,0.0,18.0,0.0,2.48,,,,0.0,,,15.0,2022,11,4,11,4.87,161.0
598.32,0.965,2,145,50.5039474,-84.8221548,0.965,2022-11-04 11:02:18,51.200000000000045,51.200000000000045,6.0,,0.0,18.0,0.0,2.69,,,,0.0,,,15.0,2022,11,4,11,4.87,161.0
599.23,0.687,2,139,50.503944,-84.8221616,0.687,2022-11-04 11:02:19,51.200000000000045,51.200000000000045,6.0,,0.0,18.0,0.0,2.95,,,,0.0,,,15.0,2022,11,4,11,4.87,161.0
600.84,2.446,1,117,50.5039264,-84.8221667,2.446,2022-11-04 11:03:00,51.39999999999998,51.39999999999998,6.0,,0.0,18.0,0.0,0.0,,,,0.0,,,14.0,2022,11,4,11,4.87,161.0
605.98,3.137,1,114,50.5038706,-84.8221774,3.137,2022-11-04 11:03:01,51.39999999999998,51.39999999999998,6.0,,0.0,18.0,0.0,0.0,,,,0.0,,,14.0,2022,11,4,11,4.87,161.0
609.55,3.827,1,114,50.5038337,-84.8221657,3.827,2022-11-04 11:03:02,51.200000000000045,51.200000000000045,6.0,,0.0,18.0,0.0,0.0,,,,0.0,,,14.0,2022,11,4,11,4.87,161.0
613.51,4.186,1,113,50.5037979,-84.8221406,4.186,2022-11-04 11:03:03,51.200000000000045,51.200000000000045,6.0,,25.0,19.0,0.0,0.0,,,,62.0,,,14.0,2022,11,4,11,4.87,161.0
617.93,4.761,1,113,50.503765,-84.8220925,4.761,2022-11-04 11:03:04,51.200000000000045,51.200000000000045,6.0,,35.0,19.0,0.0,0.0,26.0,,100.0,103.0,29.0,99.5,14.0,2022,11,4,11,4.87,161.0
622.38,4.841,1,111,50.5037424,-84.8220361,4.841,2022-11-04 11:03:05,51.0,51.0,6.0,,34.0,19.0,0.0,0.0,26.0,,96.5,123.0,28.0,97.5,14.0,2022,11,4,11,4.87,161.0
626.95,4.703,2,111,50.5037203,-84.8219706,4.703,2022-11-04 11:03:06,50.799999999999955,50.799999999999955,6.0,,33.0,19.0,0.0,0.0,26.5,,93.0,144.0,27.0,95.5,14.0,2022,11,4,11,4.87,161.0
631.53,4.967,2,112,50.5037073,-84.8219072,4.967,2022-11-04 11:03:07,50.60000000000002,50.60000000000002,6.0,,66.0,19.0,0.0,0.0,26.5,,89.5,159.0,25.5,93.5,14.0,2022,11,4,11,4.87,161.0
636.44,5.616,2,113,50.5037073,-84.8218379,5.616,2022-11-04 11:03:08,50.200000000000045,50.200000000000045,6.0,,67.0,19.0,0.0,0.0,27.0,,86.0,166.0,24.5,91.5,14.0,2022,11,4,11,4.87,161.0
642.22,6.191,2,114,50.5037064,-84.8217534,6.191,2022-11-04 11:03:09,50.0,50.0,6.0,,67.0,20.0,0.0,0.0,32.5,,86.5,173.0,15.5,58.5,14.0,2022,11,4,11,4.87,161.0
648.6,5.426,2,113,50.5036991,-84.8216663,5.426,2022-11-04 11:03:10,49.60000000000002,49.60000000000002,6.0,,61.0,20.0,0.0,0.0,24.5,56.0,75.5,170.0,13.0,48.5,14.0,2022,11,4,11,4.87,161.0
653.81,4.58,2,113,50.5036832,-84.8215899,4.58,2022-11-04 11:03:11,49.39999999999998,49.39999999999998,6.0,,48.0,20.0,0.0,0.0,17.0,67.0,65.5,154.0,12.0,49.5,14.0,2022,11,4,11,4.87,161.0
658.92,4.525,2,113,50.5036613,-84.8215249,4.525,2022-11-04 11:03:12,49.200000000000045,49.200000000000045,6.0,,34.0,20.0,0.0,0.0,16.0,78.0,61.5,138.0,9.0,52.0,14.0,2022,11,4,11,4.87,161.0
663.8,4.413,2,112,50.5036444,-84.8214592,4.413,2022-11-04 11:03:13,49.0,49.0,6.0,,21.0,20.0,0.0,0.0,15.0,89.0,58.0,122.0,6.5,54.5,14.0,2022,11,4,11,4.87,161.0
668.73,4.203,2,112,50.503632,-84.8213884,4.203,2022-11-04 11:03:14,48.799999999999955,48.799999999999955,6.0,,45.0,20.0,0.0,0.0,14.0,100.0,54.5,51.0,4.0,57.5,14.0,2022,11,4,11,4.87,161.0
673.23,3.745,2,111,50.5036218,-84.8213257,3.745,2022-11-04 11:03:15,48.799999999999955,48.799999999999955,6.0,,67.0,20.0,0.0,0.0,13.0,55.0,51.0,54.0,1.5,60.0,14.0,2022,11,4,11,4.87,161.0
677.47,2.981,2,111,50.5036066,-84.8212659,2.981,2022-11-04 11:03:16,48.60000000000002,48.60000000000002,6.0,,66.0,20.0,0.0,0.0,13.0,45.0,49.5,64.0,3.5,62.5,14.0,2022,11,4,11,4.87,161.0
681.0,2.599,2,113,50.5035872,-84.8212256,2.599,2022-11-04 11:03:17,48.60000000000002,48.60000000000002,6.0,,53.0,20.0,0.0,-1.56,13.5,51.0,51.0,70.0,11.5,65.0,14.0,2022,11,4,11,4.87,161.0
684.1,3.233,2,117,50.5035614,-84.8212005,3.233,2022-11-04 11:03:18,48.60000000000002,48.60000000000002,6.0,,40.0,20.0,1.0,-3.39,14.5,61.0,52.0,75.0,19.5,67.5,14.0,2022,11,4,11,4.87,161.0
687.44,3.305,2,119,50.503527,-84.8211877,3.305,2022-11-04 11:03:19,48.39999999999998,48.39999999999998,6.0,,41.0,20.0,1.0,-2.96,29.0,83.0,88.0,88.0,4.5,92.5,14.0,2022,11,4,11,4.87,161.0
691.52,3.903,2,121,50.503484,-84.8211928,3.903,2022-11-04 11:03:20,48.39999999999998,48.39999999999998,6.0,,76.0,21.0,1.0,-2.58,37.0,66.0,99.5,179.0,0.0,100.0,14.0,2022,11,4,11,4.87,161.0
696.37,4.679,2,121,50.5034332,-84.8212108,4.679,2022-11-04 11:03:21,48.39999999999998,48.39999999999998,6.0,,89.0,21.0,1.0,-2.18,37.0,59.0,99.0,303.0,9.0,99.0,14.0,2022,11,4,11,4.87,161.0
702.0,5.381,2,121,50.5033746,-84.8212294,5.381,2022-11-04 11:03:22,48.39999999999998,48.39999999999998,6.0,,99.0,21.0,1.0,-1.76,29.0,54.0,95.5,366.0,28.5,97.0,14.0,2022,11,4,11,4.87,161.0
707.79,5.514,2,120,50.5033125,-84.8212476,5.514,2022-11-04 11:03:23,48.39999999999998,48.39999999999998,6.0,,106.0,22.0,1.0,-0.88,23.5,49.0,87.5,347.0,34.5,98.0,14.0,2022,11,4,11,4.87,161.0
713.52,5.624,2,119,50.5032522,-84.8212657,5.624,2022-11-04 11:03:24,48.60000000000002,48.60000000000002,6.0,,106.0,22.0,1.0,0.0,24.5,56.0,84.0,300.0,26.0,87.0,14.0,2022,11,4,11,4.87,161.0
719.29,5.803,2,118,50.5031916,-84.8212863,5.803,2022-11-04 11:03:25,48.799999999999955,48.799999999999955,6.0,,98.0,22.0,1.0,0.0,27.5,55.0,88.0,276.0,26.0,88.0,14.0,2022,11,4,11,4.87,161.0
724.8,5.668,2,118,50.5031371,-84.8213106,5.668,2022-11-04 11:03:26,48.799999999999955,48.799999999999955,6.0,,93.0,22.0,1.0,0.0,31.5,54.0,94.5,274.0,29.0,94.5,14.0,2022,11,4,11,4.87,161.0
730.7,5.808,2,119,50.5030757,-84.8213291,5.808,2022-11-04 11:03:27,49.0,49.0,7.0,,94.0,23.0,1.0,0.48,34.0,53.0,99.5,312.0,31.5,99.0,14.0,2022,11,4,11,4.87,161.0
736.54,5.838,2,118,50.5030123,-84.8213473,5.838,2022-11-04 11:03:28,49.200000000000045,49.200000000000045,7.0,,95.0,23.0,1.0,1.28,31.5,52.0,96.5,320.0,30.5,96.0,14.0,2022,11,4,11,4.87,161.0
742.66,5.934,2,119,50.5029483,-84.8213712,5.934,2022-11-04 11:03:29,49.39999999999998,49.39999999999998,7.0,,96.0,23.0,1.0,1.59,28.5,59.0,94.0,320.0,29.5,93.5,14.0,2022,11,4,11,4.87,161.0
748.78,6.077,2,118,50.502888,-84.8214049,6.077,2022-11-04 11:03:30,49.60000000000002,49.60000000000002,7.0,,97.0,24.0,1.0,1.84,26.0,62.0,91.5,314.0,29.0,90.5,14.0,2022,11,4,11,4.87,161.0
