cadence,calories,power,timestamp,altitude,ascent,battery_soc,descent,distance,enhanced_altitude,enhanced_speed,gps_accuracy,grade,heart_rate,left_pedal_smoothness,left_right_balance,left_torque_effectiveness,position_lat,position_long,right_pedal_smoothness,right_torque_effectiveness,speed,temperature,year,month,day,hour,wind_speed,wind_direction
99,0,280,2022-08-10 22:48:26,24.399999999999977,0.0,17.0,0.0,0.0,24.399999999999977,9.556,2.0,-4.33,96.0,17.5,45.0,58.5,50.391263,-84.4781614,25.0,91.5,9.556,,2022,8,10,22,5.33,124.0
88,0,242,2022-08-10 22:48:27,24.0,0.0,,0.0,6.91,24.0,9.735,2.0,-4.5,97.0,14.0,40.0,67.5,50.3913104,-84.4780854,19.5,,9.735,,2022,8,10,22,5.33,124.0
65,0,170,2022-08-10 22:48:28,23.399999999999977,0.0,,1.0,15.6,23.399999999999977,10.118,2.0,-4.7,97.0,10.0,36.0,76.0,50.3913689,-84.477987,14.5,,10.118,,2022,8,10,22,5.33,124.0
44,0,99,2022-08-10 22:48:29,22.799999999999955,0.0,,1.0,26.07,22.799999999999955,10.502,2.0,-4.98,97.0,6.5,31.0,85.0,50.3914372,-84.4778635,9.0,,10.502,19.0,2022,8,10,22,5.33,124.0
30,0,79,2022-08-10 22:48:30,22.0,0.0,,2.0,36.86,22.0,10.807,2.0,-5.12,99.0,2.5,26.0,94.0,50.3915059,-84.4777352,3.5,,10.807,19.0,2022,8,10,22,5.33,124.0
16,0,59,2022-08-10 22:48:31,21.200000000000045,0.0,,2.0,48.0,21.200000000000045,11.103,2.0,-5.04,97.0,,21.0,,50.3915789,-84.4776084,,,11.103,19.0,2022,8,10,22,5.33,124.0
3,0,0,2022-08-10 22:48:32,20.200000000000045,0.0,,3.0,59.43,20.200000000000045,11.334,2.0,-5.08,97.0,,,,50.3916554,-84.4774774,,,11.334,19.0,2022,8,10,22,5.33,124.0
0,0,0,2022-08-10 22:48:33,19.200000000000045,0.0,,3.0,70.91,19.200000000000045,11.648,2.0,-5.27,98.0,,,,50.3917303,-84.4773458,,,11.648,19.0,2022,8,10,22,5.33,124.0
0,0,0,2022-08-10 22:48:34,18.399999999999977,0.0,,4.0,82.91,18.399999999999977,12.014,3.0,-5.56,99.0,,,,50.3918062,-84.4772074,,,12.014,19.0,2022,8,10,22,5.33,124.0
0,0,0,2022-08-10 22:48:35,17.0,0.0,,5.0,95.49,17.0,12.624,3.0,-5.92,99.0,,,,50.3918815,-84.4770558,,,12.624,19.0,2022,8,10,22,5.33,124.0
0,0,0,2022-08-10 22:48:36,15.600000000000023,0.0,,6.0,108.25,15.600000000000023,13.504,3.0,-6.48,99.0,,,,50.3919593,-84.4769013,,,13.504,19.0,2022,8,10,22,5.33,124.0
0,0,0,2022-08-10 22:48:37,14.0,0.0,,7.0,121.78,14.0,14.027,3.0,-7.22,100.0,,,,50.3920361,-84.4767366,,,14.027,19.0,2022,8,10,22,5.33,124.0
0,0,0,2022-08-10 22:48:38,12.600000000000023,0.0,,9.0,135.37,12.600000000000023,14.261,3.0,-8.06,101.0,,,,50.3921192,-84.4765784,,,14.261,19.0,2022,8,10,22,5.33,124.0
0,0,0,2022-08-10 22:48:39,11.399999999999977,0.0,,10.0,149.81,11.399999999999977,14.536,3.0,-8.79,102.0,,,,50.3922173,-84.4764185,,,14.536,19.0,2022,8,10,22,5.33,124.0
0,0,0,2022-08-10 22:48:40,10.0,0.0,,12.0,165.61,10.0,14.659,3.0,-9.26,101.0,,,,50.3923239,-84.4762414,,,14.659,19.0,2022,8,10,22,5.33,124.0
0,0,0,2022-08-10 22:48:41,8.800000000000011,0.0,,13.0,181.73,8.800000000000011,14.643,3.0,-9.35,101.0,,,,50.3924289,-84.476058,,,14.643,19.0,2022,8,10,22,5.33,124.0
0,0,0,2022-08-10 22:48:42,7.800000000000011,0.0,,15.0,197.39,7.800000000000011,14.519,3.0,-9.23,101.0,,,,50.392534,-84.4758812,,,14.519,19.0,2022,8,10,22,5.33,124.0
0,0,0,2022-08-10 22:48:43,6.800000000000011,0.0,,16.0,212.76,6.800000000000011,14.326,3.0,-8.84,101.0,,,,50.3926407,-84.4757082,,,14.326,19.0,2022,8,10,22,5.33,124.0
0,0,0,2022-08-10 22:48:44,5.800000000000011,0.0,,17.0,227.52,5.800000000000011,13.969,3.0,-8.09,101.0,,,,50.3927428,-84.4755455,,,13.969,19.0,2022,8,10,22,5.33,124.0
0,0,0,2022-08-10 22:48:45,5.199999999999989,0.0,,18.0,242.06,5.199999999999989,13.601,3.0,-7.28,101.0,,,,50.3928404,-84.4753807,,,13.601,19.0,2022,8,10,22,5.33,124.0
0,0,0,2022-08-10 22:48:46,4.399999999999977,0.0,,18.0,256.5,4.399999999999977,13.326,3.0,-6.53,100.0,,,,50.3929388,-84.4752174,,,13.326,19.0,2022,8,10,22,5.33,124.0
0,0,0,2022-08-10 22:48:47,4.0,0.0,,19.0,269.95,4.0,13.143,3.0,-5.86,101.0,,,,50.3930311,-84.4750681,,,13.143,19.0,2022,8,10,22,5.33,124.0
0,0,0,2022-08-10 22:48:48,3.3999999999999773,0.0,,20.0,282.61,3.3999999999999773,12.822,3.0,-5.29,100.0,,,,50.3931174,-84.4749277,,,12.822,19.0,2022,8,10,22,5.33,124.0
0,0,0,2022-08-10 22:48:49,3.0,0.0,,21.0,294.84,3.0,12.333,3.0,-4.84,101.0,,,,50.3931992,-84.4747906,,,12.333,19.0,2022,8,10,22,5.33,124.0
0,0,0,2022-08-10 22:48:50,2.8000000000000114,0.0,,22.0,307.16,2.8000000000000114,11.982,3.0,-4.46,101.0,,,,50.3932821,-84.4746533,,,11.982,19.0,2022,8,10,22,5.33,124.0
76,0,10,2022-08-10 22:48:51,2.3999999999999773,0.0,,22.0,319.53,2.3999999999999773,11.654,3.0,-4.18,100.0,,69.0,,50.39337,-84.4745184,,,11.654,19.0,2022,8,10,22,5.33,124.0
93,0,44,2022-08-10 22:48:52,2.1999999999999886,0.0,,22.0,331.42,2.1999999999999886,11.412,3.0,-3.92,101.0,15.5,59.0,56.0,50.3934531,-84.4743877,5.5,22.0,11.412,19.0,2022,8,10,22,5.33,124.0
92,0,135,2022-08-10 22:48:53,1.8000000000000114,0.0,,23.0,342.63,1.8000000000000114,11.144,3.0,-3.63,100.0,16.0,48.0,56.5,50.3935284,-84.4742595,19.0,62.5,11.144,19.0,2022,8,10,22,5.33,124.0
90,0,161,2022-08-10 22:48:54,1.6000000000000227,0.0,,23.0,353.49,1.6000000000000227,10.67,3.0,-3.17,100.0,18.0,51.0,64.5,50.393599,-84.4741315,22.5,74.0,10.67,19.0,2022,8,10,22,5.33,124.0
86,1,179,2022-08-10 22:48:55,1.3999999999999773,0.0,,23.0,363.97,1.3999999999999773,10.422,3.0,-2.8,99.0,20.0,60.0,69.5,50.3936616,-84.4740104,19.5,64.5,10.422,19.0,2022,8,10,22,5.33,124.0
69,1,127,2022-08-10 22:48:56,1.3999999999999773,0.0,,24.0,374.46,1.3999999999999773,10.117,3.0,-2.42,99.0,17.0,73.0,,50.3937281,-84.4738872,19.5,64.0,10.117,19.0,2022,8,10,22,5.33,124.0
53,1,0,2022-08-10 22:48:57,1.1999999999999886,0.0,,24.0,384.65,1.1999999999999886,9.731,3.0,-2.09,99.0,10.0,85.0,,50.3937917,-84.4737684,20.0,64.5,9.731,19.0,2022,8,10,22,5.33,124.0
37,1,0,2022-08-10 22:48:58,1.1999999999999886,0.0,,24.0,394.13,1.1999999999999886,9.622,3.0,-1.75,100.0,3.0,98.0,,50.3938462,-84.4736544,20.5,65.0,9.622,19.0,2022,8,10,22,5.33,124.0
22,1,0,2022-08-10 22:48:59,1.3999999999999773,0.0,,24.0,403.22,1.3999999999999773,9.249,3.0,-1.15,101.0,,,,50.3939008,-84.4735411,,,9.249,19.0,2022,8,10,22,5.33,124.0
6,1,0,2022-08-10 22:49:00,1.3999999999999773,0.0,,24.0,412.22,1.3999999999999773,8.795,3.0,0.0,103.0,,,,50.3939582,-84.4734365,,,8.795,19.0,2022,8,10,22,5.33,124.0
0,1,0,2022-08-10 22:49:01,1.3999999999999773,0.0,,24.0,420.84,1.3999999999999773,8.454,3.0,0.0,102.0,,,,50.3940175,-84.4733461,,,8.454,19.0,2022,8,10,22,5.33,124.0
0,1,0,2022-08-10 22:49:02,1.3999999999999773,0.0,,24.0,428.78,1.3999999999999773,8.142,3.0,0.0,101.0,,,,50.3940736,-84.47326,,,8.142,19.0,2022,8,10,22,5.33,124.0
0,1,0,2022-08-10 22:49:03,1.6000000000000227,0.0,,24.0,436.97,1.6000000000000227,8.015,3.0,0.0,100.0,,,,50.3941305,-84.4731694,,,8.015,19.0,2022,8,10,22,5.33,124.0
0,1,0,2022-08-10 22:49:04,1.6000000000000227,0.0,,24.0,445.07,1.6000000000000227,7.811,2.0,0.0,99.0,,,,50.3941851,-84.4730776,,,7.811,19.0,2022,8,10,22,5.33,124.0
0,1,0,2022-08-10 22:49:05,1.6000000000000227,0.0,,24.0,452.52,1.6000000000000227,7.567,2.0,0.0,100.0,,,,50.3942349,-84.4729921,,,7.567,19.0,2022,8,10,22,5.33,124.0
0,1,0,2022-08-10 22:49:06,1.3999999999999773,0.0,,24.0,459.77,1.3999999999999773,7.308,2.0,0.0,101.0,,,,50.3942823,-84.4729106,,,7.308,19.0,2022,8,10,22,5.33,124.0
0,1,0,2022-08-10 22:49:07,1.3999999999999773,0.0,,24.0,466.96,1.3999999999999773,7.167,2.0,0.0,100.0,,,,50.3943282,-84.4728278,,,7.167,19.0,2022,8,10,22,5.33,124.0
0,1,0,2022-08-10 22:49:08,1.3999999999999773,0.0,,24.0,474.08,1.3999999999999773,7.167,2.0,0.0,100.0,,,,50.394374,-84.4727454,,,7.167,19.0,2022,8,10,22,5.33,124.0
0,1,0,2022-08-10 22:49:09,1.6000000000000227,0.0,,24.0,481.08,1.6000000000000227,6.955,2.0,0.0,102.0,,,,50.394417,-84.4726584,,,6.955,19.0,2022,8,10,22,5.33,124.0
0,1,0,2022-08-10 22:49:10,1.6000000000000227,0.0,,24.0,487.87,1.6000000000000227,6.651,2.0,0.0,100.0,,,,50.394458,-84.4725775,,,6.651,19.0,2022,8,10,22,5.33,124.0
0,1,0,2022-08-10 22:49:11,1.6000000000000227,0.0,,24.0,494.37,1.6000000000000227,6.521,2.0,0.0,100.0,,,,50.3944989,-84.4725047,,,6.521,19.0,2022,8,10,22,5.33,124.0
0,1,0,2022-08-10 22:49:12,1.6000000000000227,0.0,,24.0,500.46,1.6000000000000227,6.378,2.0,0.0,100.0,,,,50.3945373,-84.472432,,,6.378,19.0,2022,8,10,22,5.33,124.0
0,1,0,2022-08-10 22:49:13,1.6000000000000227,0.0,,24.0,506.32,1.6000000000000227,5.92,2.0,0.0,99.0,,,,50.3945787,-84.4723644,,,5.92,19.0,2022,8,10,22,5.33,124.0
0,1,0,2022-08-10 22:49:14,1.8000000000000114,0.0,,24.0,511.49,1.8000000000000114,5.068,2.0,0.0,99.0,,,,50.3946165,-84.4723109,,,5.068,19.0,2022,8,10,22,5.33,124.0
0,1,0,2022-08-10 22:49:15,1.8000000000000114,0.0,,24.0,515.88,1.8000000000000114,4.384,2.0,0.0,99.0,,,,50.3946457,-84.4722656,,,4.384,19.0,2022,8,10,22,5.33,124.0
0,1,0,2022-08-10 22:49:16,2.0,0.0,,24.0,519.68,2.0,3.809,2.0,0.0,100.0,,,,50.3946707,-84.4722198,,,3.809,19.0,2022,8,10,22,5.33,124.0
0,1,0,2022-08-10 22:49:17,2.1999999999999886,0.0,,24.0,522.88,2.1999999999999886,3.215,2.0,0.0,100.0,,,,50.3946935,-84.4721843,,,3.215,19.0,2022,8,10,22,5.33,124.0
0,1,0,2022-08-10 22:49:18,2.1999999999999886,0.0,,24.0,525.61,2.1999999999999886,2.739,2.0,0.0,98.0,,,,50.3947136,-84.4721571,,,2.739,19.0,2022,8,10,22,5.33,124.0
0,1,0,2022-08-10 22:49:19,2.3999999999999773,0.0,,24.0,527.98,2.3999999999999773,2.342,2.0,0.42,98.0,,,,50.3947294,-84.4721297,,,2.342,19.0,2022,8,10,22,5.33,124.0
0,1,0,2022-08-10 22:49:20,2.3999999999999773,1.0,,24.0,530.0,2.3999999999999773,1.931,2.0,2.1,100.0,,,,50.394743,-84.4721075,,,1.931,19.0,2022,8,10,22,5.33,124.0
0,1,0,2022-08-10 22:49:21,2.6000000000000227,1.0,,24.0,531.62,2.6000000000000227,1.46,2.0,2.49,99.0,,,,50.394754,-84.4720896,,,1.46,19.0,2022,8,10,22,5.33,124.0
0,1,0,2022-08-10 22:49:26,3.0,1.0,,24.0,532.29,3.0,1.164,2.0,0.0,98.0,,,,50.39478,-84.4720568,,,1.164,19.0,2022,8,10,22,5.33,124.0
0,1,0,2022-08-10 22:49:27,3.0,1.0,,24.0,533.66,3.0,2.539,2.0,0.0,97.0,,,,50.3948027,-84.4720296,,,2.539,19.0,2022,8,10,22,5.33,124.0
0,1,0,2022-08-10 22:49:28,3.0,1.0,,24.0,536.48,3.0,3.023,2.0,0.0,95.0,,,,50.3948255,-84.4719972,,,3.023,19.0,2022,8,10,22,5.33,124.0
0,1,0,2022-08-10 22:49:29,3.0,1.0,,24.0,539.47,3.0,3.259,2.0,0.0,95.0,,,,50.3948454,-84.4719663,,,3.259,19.0,2022,8,10,22,5.33,124.0
0,1,0,2022-08-10 22:49:30,3.1999999999999886,1.0,,24.0,542.65,3.1999999999999886,3.358,2.0,0.0,95.0,,,,50.3948685,-84.4719341,,,3.358,19.0,2022,8,10,22,5.33,124.0
0,1,0,2022-08-10 22:49:31,3.1999999999999886,1.0,,24.0,546.07,3.1999999999999886,3.51,2.0,0.0,94.0,,,,50.3948938,-84.471897,,,3.51,19.0,2022,8,10,22,5.33,124.0
11,1,22,2022-08-10 22:49:32,3.1999999999999886,1.0,,24.0,549.4,3.1999999999999886,3.779,2.0,0.26,94.0,,,,50.3949191,-84.4718657,,,3.779,19.0,2022,8,10,22,5.33,124.0
31,1,65,2022-08-10 22:49:33,3.3999999999999773,1.0,,24.0,553.05,3.3999999999999773,3.96,2.0,1.29,94.0,22.0,38.0,87.5,50.3949514,-84.4718383,25.5,93.0,3.96,19.0,2022,8,10,22,5.33,124.0
34,1,81,2022-08-10 22:49:34,3.3999999999999773,1.0,,24.0,557.09,3.3999999999999773,4.39,2.0,1.29,93.0,21.0,37.0,82.0,50.3949902,-84.4718112,25.5,92.5,4.39,19.0,2022,8,10,22,5.33,124.0
37,1,98,2022-08-10 22:49:35,3.3999999999999773,1.0,,24.0,561.5,3.3999999999999773,4.806,2.0,1.32,93.0,19.5,35.0,76.0,50.395036,-84.4717889,26.0,91.5,4.806,19.0,2022,8,10,22,5.33,124.0
39,1,115,2022-08-10 22:49:36,3.3999999999999773,1.0,,24.0,566.03,3.3999999999999773,4.881,2.0,1.15,93.0,18.5,31.0,70.5,50.3950836,-84.4717807,26.0,91.0,4.881,19.0,2022,8,10,22,5.33,124.0
37,1,135,2022-08-10 22:49:37,3.1999999999999886,1.0,,24.0,570.66,3.1999999999999886,4.866,2.0,0.77,92.0,17.5,25.0,64.5,50.3951338,-84.4717807,26.5,90.5,4.866,19.0,2022,8,10,22,5.33,124.0
31,1,135,2022-08-10 22:49:38,3.1999999999999886,1.0,,24.0,575.52,3.1999999999999886,4.85,2.0,0.05,93.0,14.0,18.0,66.0,50.395186,-84.4717856,26.0,88.5,4.85,19.0,2022,8,10,22,5.33,124.0
26,1,135,2022-08-10 22:49:39,3.1999999999999886,1.0,,24.0,580.26,3.1999999999999886,4.666,2.0,0.15,92.0,9.5,12.0,71.5,50.3952365,-84.4717999,25.0,86.5,4.666,19.0,2022,8,10,22,5.33,124.0
21,1,135,2022-08-10 22:49:40,3.0,1.0,,24.0,584.89,3.0,4.765,2.0,-0.25,92.0,5.0,6.0,76.5,50.3952865,-84.471813,24.5,84.5,4.765,19.0,2022,8,10,22,5.33,124.0
20,2,88,2022-08-10 22:49:41,3.0,1.0,,24.0,589.72,3.0,4.858,2.0,-0.63,96.0,0.5,4.0,82.0,50.3953363,-84.4718221,23.5,82.5,4.858,19.0,2022,8,10,22,5.33,124.0
66,2,105,2022-08-10 22:49:42,2.8000000000000114,1.0,,24.0,594.78,2.8000000000000114,5.004,2.0,-0.96,91.0,18.0,33.0,87.5,50.3953889,-84.4718162,23.5,82.5,5.004,19.0,2022,8,10,22,5.33,124.0
71,2,224,2022-08-10 22:49:43,2.8000000000000114,1.0,,24.0,600.02,2.8000000000000114,5.42,2.0,-1.18,93.0,25.0,43.0,86.5,50.3954432,-84.4717883,25.0,84.0,5.42,19.0,2022,8,10,22,5.33,124.0
74,2,222,2022-08-10 22:49:44,2.8000000000000114,1.0,,24.0,605.69,2.8000000000000114,5.881,2.0,-1.28,89.0,25.0,45.0,81.5,50.3954927,-84.4717422,26.5,86.5,5.881,19.0,2022,8,10,22,5.33,124.0
77,2,217,2022-08-10 22:49:45,2.8000000000000114,1.0,,24.0,611.78,2.8000000000000114,6.356,2.0,-1.01,91.0,23.0,37.0,77.0,50.3955406,-84.4716828,23.0,92.0,6.356,19.0,2022,8,10,22,5.33,124.0
79,3,219,2022-08-10 22:49:46,2.8000000000000114,1.0,,24.0,618.23,2.8000000000000114,6.48,2.0,0.0,90.0,21.0,39.0,75.0,50.3955885,-84.4716137,22.5,92.5,6.48,19.0,2022,8,10,22,5.33,124.0
80,3,212,2022-08-10 22:49:47,2.8000000000000114,1.0,,24.0,624.59,2.8000000000000114,6.19,2.0,0.0,91.0,22.5,40.0,76.5,50.3956317,-84.4715457,25.5,91.5,6.19,19.0,2022,8,10,22,5.33,124.0
81,3,214,2022-08-10 22:49:48,2.8000000000000114,1.0,,24.0,630.63,2.8000000000000114,5.939,2.0,0.0,93.0,25.5,42.0,81.5,50.3956724,-84.4714774,27.5,90.5,5.939,19.0,2022,8,10,22,5.33,124.0
81,3,224,2022-08-10 22:49:49,3.0,1.0,,24.0,636.69,3.0,5.878,2.0,0.0,94.0,27.5,41.0,88.5,50.3957136,-84.4714091,26.5,91.5,5.878,19.0,2022,8,10,22,5.33,124.0
80,3,229,2022-08-10 22:49:50,3.1999999999999886,1.0,,24.0,642.69,3.1999999999999886,5.93,2.0,0.0,96.0,25.5,39.0,83.5,50.3957524,-84.4713398,32.5,97.5,5.93,19.0,2022,8,10,22,5.33,124.0
79,4,222,2022-08-10 22:49:51,3.3999999999999773,1.0,,24.0,648.55,3.3999999999999773,5.837,2.0,0.0,98.0,28.0,47.0,89.0,50.3957888,-84.471272,31.5,96.0,5.837,19.0,2022,8,10,22,5.33,124.0
77,4,211,2022-08-10 22:49:52,3.6000000000000227,1.0,,24.0,654.22,3.6000000000000227,5.504,2.0,0.0,97.0,30.0,52.0,90.0,50.3958201,-84.4712034,30.5,95.5,5.504,19.0,2022,8,10,22,5.33,124.0
73,4,194,2022-08-10 22:49:53,3.8000000000000114,2.0,,24.0,659.35,3.8000000000000114,4.702,2.0,0.37,97.0,25.5,54.0,78.0,50.3958449,-84.4711357,29.0,93.5,4.702,19.0,2022,8,10,22,5.33,124.0
69,4,136,2022-08-10 22:49:54,4.0,2.0,,24.0,663.69,4.0,3.679,2.0,2.0,97.0,15.0,55.0,55.5,50.3958676,-84.471077,26.0,86.5,3.679,19.0,2022,8,10,22,5.33,124.0
68,4,82,2022-08-10 22:49:55,4.199999999999989,2.0,,24.0,667.06,4.199999999999989,2.808,2.0,2.59,97.0,17.0,56.0,65.5,50.3958853,-84.4710376,23.0,77.0,2.808,19.0,2022,8,10,22,5.33,124.0
63,4,41,2022-08-10 22:49:56,4.399999999999977,3.0,,24.0,669.79,4.399999999999977,2.434,2.0,3.11,96.0,19.5,57.0,75.0,50.395899,-84.4710052,20.0,67.0,2.434,19.0,2022,8,10,22,5.33,124.0
54,4,56,2022-08-10 22:49:57,4.600000000000023,3.0,,24.0,672.6,4.600000000000023,2.92,2.0,3.46,96.0,22.0,51.0,85.0,50.3959152,-84.4709687,17.5,57.5,2.92,19.0,2022,8,10,22,5.33,124.0
60,4,79,2022-08-10 22:49:58,4.800000000000011,3.0,,24.0,676.01,4.800000000000011,3.737,2.0,3.8,97.0,23.0,44.0,86.5,50.3959409,-84.4709373,18.5,59.5,3.737,19.0,2022,8,10,22,5.33,124.0
73,5,118,2022-08-10 22:49:59,4.800000000000011,3.0,,24.0,679.93,4.800000000000011,4.085,2.0,4.12,97.0,22.5,42.0,77.5,50.3959803,-84.470915,26.0,78.0,4.085,19.0,2022,8,10,22,5.33,124.0
84,5,214,2022-08-10 22:50:00,5.0,3.0,,24.0,684.09,5.0,4.085,2.0,4.31,99.0,21.5,46.0,68.0,50.3960257,-84.4709069,33.5,97.0,4.085,19.0,2022,8,10,22,5.33,124.0
85,5,196,2022-08-10 22:50:01,5.0,3.0,,24.0,688.31,5.0,4.332,2.0,4.27,98.0,19.5,51.0,64.0,50.396069,-84.4709119,34.5,99.0,4.332,19.0,2022,8,10,22,5.33,124.0
83,5,130,2022-08-10 22:50:02,5.0,3.0,,24.0,692.76,5.0,4.624,2.0,3.85,99.0,18.5,46.0,62.5,50.3961152,-84.4709312,27.0,83.0,4.624,19.0,2022,8,10,22,5.33,124.0
83,5,150,2022-08-10 22:50:03,5.199999999999989,4.0,,24.0,697.46,5.199999999999989,4.769,2.0,3.24,98.0,18.0,41.0,62.5,50.3961627,-84.4709535,18.0,62.5,4.769,19.0,2022,8,10,22,5.33,124.0
84,5,160,2022-08-10 22:50:04,5.199999999999989,4.0,,24.0,702.11,5.199999999999989,4.664,2.0,2.72,99.0,19.5,38.0,66.0,50.3962105,-84.4709716,18.0,62.5,4.664,19.0,2022,8,10,22,5.33,124.0
83,6,173,2022-08-10 22:50:05,5.399999999999977,4.0,,24.0,706.32,5.399999999999977,3.924,2.0,2.35,99.0,20.0,38.0,70.0,50.3962554,-84.4709847,20.0,67.0,3.924,19.0,2022,8,10,22,5.33,124.0
82,6,173,2022-08-10 22:50:06,5.399999999999977,4.0,,24.0,709.61,5.399999999999977,3.035,2.0,2.08,97.0,21.0,38.0,74.0,50.3962889,-84.4709888,22.5,71.5,3.035,19.0,2022,8,10,22,5.33,124.0
87,6,190,2022-08-10 22:50:07,5.399999999999977,4.0,,24.0,712.48,5.399999999999977,2.625,2.0,1.78,97.0,22.0,39.0,77.5,50.3963188,-84.4709736,24.5,76.5,2.625,19.0,2022,8,10,22,5.33,124.0
92,6,219,2022-08-10 22:50:08,5.399999999999977,4.0,,24.0,716.03,5.399999999999977,3.01,2.0,1.55,98.0,22.5,39.0,80.5,50.3963482,-84.4709411,25.0,81.0,3.01,19.0,2022,8,10,22,5.33,124.0
92,6,245,2022-08-10 22:50:09,5.399999999999977,4.0,,24.0,720.67,5.399999999999977,3.909,2.0,1.36,98.0,23.0,40.0,83.5,50.3963778,-84.4708899,25.5,85.5,3.909,19.0,2022,8,10,22,5.33,124.0
93,7,278,2022-08-10 22:50:10,5.399999999999977,4.0,,24.0,726.66,5.399999999999977,5.405,2.0,1.22,100.0,29.5,46.0,96.0,50.396414,-84.4708176,29.0,93.5,5.405,19.0,2022,8,10,22,5.33,124.0
96,7,266,2022-08-10 22:50:11,5.399999999999977,4.0,,24.0,733.74,5.399999999999977,6.691,2.0,0.91,99.0,30.5,52.0,99.5,50.3964553,-84.4707301,25.5,81.5,6.691,19.0,2022,8,10,22,5.33,124.0
92,7,195,2022-08-10 22:50:12,5.399999999999977,4.0,,24.0,741.02,5.399999999999977,7.072,2.0,0.0,98.0,29.5,58.0,99.0,50.3964994,-84.4706428,19.0,60.5,7.072,19.0,2022,8,10,22,5.33,124.0
83,7,106,2022-08-10 22:50:13,5.600000000000023,4.0,,24.0,748.22,5.600000000000023,7.166,2.0,0.0,96.0,28.5,64.0,98.5,50.3965475,-84.4705608,12.5,39.0,7.166,19.0,2022,8,10,22,5.33,124.0
76,7,104,2022-08-10 22:50:14,5.600000000000023,4.0,,24.0,755.54,5.600000000000023,7.292,2.0,0.0,96.0,27.0,66.0,98.0,50.3966024,-84.4704842,6.0,17.5,7.292,19.0,2022,8,10,22,5.33,124.0
61,7,122,2022-08-10 22:50:15,5.800000000000011,4.0,,24.0,762.75,5.800000000000011,7.286,2.0,0.0,95.0,21.5,50.0,85.5,50.3966681,-84.4704321,12.0,36.5,7.286,19.0,2022,8,10,22,5.33,124.0
45,8,140,2022-08-10 22:50:16,5.800000000000011,4.0,,24.0,769.69,5.800000000000011,7.011,2.0,0.0,95.0,15.5,35.0,72.0,50.3967415,-84.4704203,18.5,58.5,7.011,19.0,2022,8,10,22,5.33,124.0
30,8,158,2022-08-10 22:50:17,5.800000000000011,4.0,,24.0,776.28,5.800000000000011,6.644,2.0,0.12,94.0,9.5,19.0,58.0,50.3968101,-84.4704398,25.5,80.5,6.644,19.0,2022,8,10,22,5.33,124.0
76,8,147,2022-08-10 22:50:18,6.0,4.0,,24.0,782.79,6.0,6.551,2.0,0.75,94.0,6.5,22.0,50.5,50.3968737,-84.4704772,29.5,97.5,6.551,19.0,2022,8,10,22,5.33,124.0
83,8,135,2022-08-10 22:50:19,6.0,4.0,,24.0,789.32,6.0,6.552,2.0,0.82,94.0,17.5,42.0,71.0,50.3969372,-84.4705175,21.5,93.0,6.552,19.0,2022,8,10,22,5.33,124.0
84,8,148,2022-08-10 22:50:20,6.0,4.0,,24.0,795.96,6.0,6.613,2.0,0.88,94.0,22.0,33.0,72.0,50.397001,-84.4705539,23.5,83.0,6.613,19.0,2022,8,10,22,5.33,124.0
84,8,173,2022-08-10 22:50:21,6.199999999999989,4.0,,24.0,802.63,6.199999999999989,6.651,2.0,0.86,94.0,22.5,36.0,72.5,50.3970648,-84.4705955,25.0,80.5,6.651,19.0,2022,8,10,22,5.33,124.0
83,9,195,2022-08-10 22:50:22,6.199999999999989,4.0,,24.0,809.09,6.199999999999989,6.507,2.0,0.83,95.0,22.0,40.0,74.5,50.3971258,-84.4706408,25.5,82.5,6.507,19.0,2022,8,10,22,5.33,124.0
83,9,201,2022-08-10 22:50:23,6.199999999999989,5.0,,24.0,815.47,6.199999999999989,6.398,2.0,0.77,94.0,21.0,44.0,76.5,50.3971877,-84.4706865,26.0,84.0,6.398,19.0,2022,8,10,22,5.33,124.0
84,9,214,2022-08-10 22:50:24,6.199999999999989,5.0,,24.0,821.95,6.199999999999989,6.465,2.0,0.72,94.0,24.5,50.0,81.5,50.3972515,-84.470727,23.5,80.5,6.465,19.0,2022,8,10,22,5.33,124.0
83,9,176,2022-08-10 22:50:25,6.399999999999977,5.0,,24.0,828.57,6.399999999999977,6.581,2.0,0.71,94.0,22.0,55.0,73.5,50.3973152,-84.4707685,23.0,76.0,6.581,19.0,2022,8,10,22,5.33,124.0
83,9,132,2022-08-10 22:50:26,6.399999999999977,5.0,,24.0,835.13,6.399999999999977,6.612,2.0,0.77,94.0,20.0,54.0,68.0,50.3973787,-84.4708088,23.0,73.5,6.612,19.0,2022,8,10,22,5.33,124.0
83,10,130,2022-08-10 22:50:27,6.600000000000023,5.0,,24.0,841.58,6.600000000000023,6.476,2.0,0.89,94.0,21.5,51.0,73.0,50.3974397,-84.4708451,22.5,73.5,6.476,19.0,2022,8,10,22,5.33,124.0
82,10,169,2022-08-10 22:50:28,6.600000000000023,5.0,,24.0,848.01,6.600000000000023,6.473,2.0,1.04,95.0,23.5,50.0,77.5,50.3975017,-84.4708867,22.5,73.5,6.473,19.0,2022,8,10,22,5.33,124.0
83,10,203,2022-08-10 22:50:29,6.800000000000011,5.0,,24.0,854.61,6.800000000000011,6.658,2.0,1.17,95.0,25.0,49.0,82.0,50.3975656,-84.4709273,22.0,74.0,6.658,19.0,2022,8,10,22,5.33,124.0
